GEN.1.1	Ndee jaxtnañuꞌu ja ni junkoo ñuyiu, ni saꞌa ia Dios andivi jin ñuyiu. 
JHN.19.14	Te in kiuu ama ka ja kejaꞌa kiuu ndatatu maa viko pascua ñayiu judio, vaa ndee ka uxi uu kuu. Yun te jiñaꞌa Pilato nuu ñayiu judio:
JHN.19.14	―Yaꞌa oo tee kuu rey maa ni.
JHN.19.15	Su ni ka kana jai:
JHN.19.15	―¡Na kuu de, na kuu de! ¡Katakaa ni de yika cruz!
JHN.19.15	Te jiñaꞌa Pilato:
JHN.19.15	―¿A rey ni katakaa san yika cruz?
JHN.19.15	Te ka jiñaꞌa sutu ka kuu nijaꞌnu:
JHN.19.15	―Tu na rey ka ka nevaꞌa san, chi maintnoꞌo César.
JHN.19.16	Yun te ni ndakuñaꞌa ña Pilato jin Jesús ja vi katakaa ña de jin ya yika cruz. Te ni ka tnii ña de kuaꞌankuei de jin ya.
JHN.19.17	Yun te ni kee Jesús ndiso maa ya cruz, kuaꞌan ya in nuu nani yiki xini ndiyi, te jin saꞌan hebreo nani Gólgota. 
JHN.19.18	Te yun ni ka jatakaa de ya yika cruz, te xiin ya ni ka jatakaa de uu tee nuu uu ka cruz, in in de jioo jioo xiin ya, te maa Jesús maꞌñu. 
JHN.19.19	Te suni ni tee Pilato in tnoꞌo ja ni ka tetuu xini cruz, ja kaꞌan suaꞌa: “Tee yaꞌa kuu Jesús ñuu Nazaret, rey ñayiu judio”. 
JHN.19.20	Te kuaꞌa ñayiu judio ni ka kaꞌu tnoꞌo yun, chi yatni yuꞌu ñuu kuu nuu ni ka jatakaa de Jesús yika cruz, te tnoꞌo yun yoso jin saꞌan hebreo vi jin saꞌan griego vi jin latín. 
JHN.19.21	Te sutu ka kuu nijaꞌnu nuu ñayiu judio ka jiñaꞌa nuu Pilato:
JHN.19.21	―Ma tee ni ja rey ñayiu judio kuu de, chi suaꞌa tee ni ja maa de ni kaꞌan ja rey ñayiu judio kuu de ―ka jiñaꞌa de.
JHN.19.22	Te jiñaꞌa Pilato:
JHN.19.22	―Nagua ni tee san, te saa kendoo.
JHN.19.23	Te nuu ja ni ka jatakaa ña soldado yun jin Jesús, te ni ka ndaxtutu de saꞌun ya, te ni ka ndakaꞌnde de in in saꞌun ya ja ni ka ndakiꞌin in in ndi kuun maa soldado yun. Te suni ni ka kiꞌin de in saꞌun tikani ni oniꞌnu ya, te saꞌun yun, chi ni kunu suaꞌa, masu ni kiku, te invaa ni oo nikaꞌnu. 
JHN.19.24	Yun te ni ka ndatnoꞌo tnaꞌa soldado yun:
JHN.19.24	―Ma vi kaꞌndeo, chi suaꞌa na vi kototnunio kondioꞌni ndeo guaa kendoo jin ―ka kachi de.
JHN.19.24	Saa te ni skunkuu nuu tutu ii nuu kaꞌan suaꞌa: “Ni ka ndakaꞌnde de saꞌun rin, te ni ka jitotnuni de siki saꞌun rin kondioꞌni ndee de guaa kendoo jin”, kaꞌan nuu tutu ii. Te saa ni ka saꞌa soldado yun.
JHN.19.25	Te yatni nuu nukuiin cruz ja intakaa Jesús, yun ka oo nana ya vi kuꞌu ña vi María ñasiꞌi Cleofas vi María Magdalena. 
JHN.19.26	Te nuu ni jini Jesús nana ya jin tee ka skuaꞌa jin ya ja kutoo ka ya, ja ka oo yatni yun, te jiñaꞌa ya nuu nana ya:
JHN.19.26	―Nana, jian oo ni jin seꞌe ni.
JHN.19.27	Yun te jiñaꞌa ya nuu tee ka skuaꞌa jin ya:
JHN.19.27	―Ñani, jian oo ni jin nana ni.
JHN.19.27	Te vi ndee ore saa ni ndakuaka ña tee skuaꞌa yun jin ña veꞌe de ja ni jito ña de.
JHN.19.28	Te nuu ni ndiꞌi yaꞌa, te ni jini Jesús ja ni ndiꞌi ni skunkuu ya, te nagua ja na skunkuu nuu tutu ii, te jiñaꞌa ya:
JHN.19.28	―Yichi san.
JHN.19.29	Te yun oo in tindoꞌo ja ñuꞌu chitu vinu iaa. Yun te ni jinokuei soldado, te ni ka tnii de in tivolo kachi, te ni ka chiꞌi de vinu iaa, te ni ka chindee de xini in ndaꞌa yutnu nani hisopo, te ni ka tee de yuꞌu ya ja na koꞌo ya. 
JHN.19.30	Te nuu ni tiꞌvi Jesús vinu iaa yun, te jiñaꞌa ya:
JHN.19.30	―Ja ni ndiꞌi ni skunkuu.
JHN.19.30	Yun te ni chindei ya xini ya, te ni kana anu ya.
JHN.19.31	Te nuu ja ni kuyatni ja kejaꞌa kiuu ndatatu maa viko pascua ñayiu judio, te tu ka kuini tee ka kuu nijaꞌnu nuu ñayiu judio ja vi kendoo ndiyi yun yika cruz kiuu ndatatu, chi kiuu ndatatu yun kuu in kiuu kaꞌnu ndevaꞌa ka nuu viko yun. Te yun guaa ni ka kaꞌan de jin Pilato ja na tatnuni de vi kaꞌnu yiki siꞌin tee intakuei yika cruz yun, nagua ja na vi kuu ñama ka de, te na vi xtajioo yiki kuñu de yika cruz yun. 
JHN.19.32	Yun te ni jaꞌankuei soldado, te ni ka jaꞌnu de yiki siꞌin tee xtnañuꞌu, te suni saa ni inka tee intakaa yika cruz xiin Jesús. 
JHN.19.33	Su nuu ni ka juntnaꞌa de Jesús, te ni ka jini de ja ja ni jiꞌi ya. Yun guaa tu ni ka jaꞌnu de yiki siꞌin ya. 
JHN.19.34	Su in soldado yun ni tuu de lanza de yika ya, ni june de, te vi nuu saa ni kee niñi vi ndute. 
JHN.19.35	Te maa san ja ni jini san naxa ni kuu, guaa ndakani san, te ndakani ndaa san naxa ni kuu, chi ni jini san, te kaꞌan ndaa san, nagua ja suni vi kandija maa ni. 
JHN.19.36	Chi saa ni ndoꞌo ya, nagua ja skunkuu nuu tutu ii ja kaꞌan: “Ma vi kaꞌnu de ni in yiki ya”. 
JHN.19.37	Te suni oo inka tnoꞌo nuu tutu ii ja kachi: “Te in kiuu vi kuni ron ia ni ka xtuji ña jin lanza”, kachi tutu ii.
JHN.19.38	Te nuu ni yaꞌa ndiꞌi yaꞌa, te José, tee ñuu Arimatea, ni jaꞌan de ni kaꞌan ndaꞌu de jin Pilato ja na kuandetu tee yun ndakuiso de yiki kuñu Jesús, noꞌo jin de. Te José, chi tee kandija Jesús kuu de, visi kandija yuꞌu de, chi yuꞌu de tee ka kuu nijaꞌnu nuu ñayiu judio. Te ni jandetu Pilato. Yun te ni jaꞌan José, ni nuneꞌe de yiki kuñu Jesús, te ni jiso de kuaꞌan de. 
JHN.19.39	Te suni ni jino Nicodemo, tee ni jaꞌan nuu oo Jesús in jakuaa, nee de vaa ndee oko uxi kilo suja ugua nani mirra saka tnaꞌa jin yuku nani áloes. 
JHN.19.40	Te nduu de ni ka kiꞌin yiki kuñu Jesús, te ni ka tniutuu de in saꞌun vii ndevaꞌa ja ni kiuu tatna xiko yun, nagua costumbre maa ñayiu judio nuu ka tayuꞌi ndiyi. 
JHN.19.41	Te nuu ni ka jatakaa de Jesús yika cruz, oo in nuu ka oo yutnu kuii, te nuu oo yutnu kuii yun oo in yau ñaña ni kuvaꞌa jaa, nuu chiaꞌan ka saꞌun ja na ndiyi kiyuꞌu. 
JHN.19.42	Te yun ni ka tayuꞌu de yiki kuñu Jesús, chi yatni oo yau ñaña yun, te ja ni kuyatni ja kejaꞌa kiuu ndatatu ñayiu judio.
JHN.20.1	Te nuu neꞌe domingu, kiuu xtnañuꞌu ja ndakiꞌin semana, te neꞌe ndevaꞌa vi in tinee ka, kuaꞌan María Magdalena majinkoto ña yau ñaña nuu yiyuꞌu Jesús. Te ni jini ña ja ni kujioo kava ndesi yuꞌu yau ñaña yun. 
JHN.20.2	Yun te ni jino ña ni noꞌo ña nuu ka oo Simón Pedro jin inka tee skuaꞌa ja kutoo ka Jesús, te jiñaꞌa ña:
JHN.20.2	―Ni ka ndatau yiki kuñu Jitoꞌo nuu yiyuꞌu ya, te tu ka jinio ndenu ni ka ndatayuꞌu ya ―jiñaꞌa ña.
JHN.20.3	Yun te ni kekuei Pedro jin inka tee skuaꞌa yun kuaꞌankuei de mavijinkoto de yau ñaña yun. 
JHN.20.4	Te nduu de ka jino inuu de kuaꞌankuei de, su ñama ka ni jino inka tee yun saa Pedro, te xtnañuꞌu ka de ni kenta nuu oo yau ñaña yun. 
JHN.20.5	Te jinkuindei de ni ndiaꞌa de, te ni jini de ja maa ni ka saꞌun vii ndevaꞌa oo yun, su tu ni kiuu de. 
JHN.20.6	Yun te saa ni kenta Simón Pedro ja ndikin ña de kuaꞌan de, te ni kiuu de nuu yau ñaña yun, te ni jini de ja maa ni ka saꞌun finu yun oo. 
JHN.20.7	Te suni ni jini de saꞌun ni oñusuku xini Jesús, ja masu in ni oo jin saꞌun vii yun, chi ñutuu siin maa, te siin nuu katuu. 
JHN.20.8	Yun te suni ni kiuu inka tee skuaꞌa yun ja ni kenta xtnañuꞌu nuu yiyuꞌu ya, te nuu ni jini de ja siun ni kuu, te ni kandija de ja ni ndateku ya. 
JHN.20.9	Chi chiaꞌan ka ja vi junkuiꞌnu ini de nagua yoso nuu tutu ii, ja nini kuu ja ndateku ya neꞌu ndiyi. 
JHN.20.10	Yun te ni ka ndajiokuiin tee ka skuaꞌa yun kuanoꞌokuei de veꞌe de.
JHN.20.11	Su María, chi ni ndajino ña yeꞌe yau ñaña, te yun ni oo ña ndaꞌi ña, te vi ndaꞌi ña, te ni jito niꞌni ña ichi ini yau ñaña yun. 
JHN.20.12	Te ni jini ña uu ia ka jinokuechi nuu Dios, ka niꞌnu ya saꞌun kuijin kuijin, ka nukoo ya nuu ni okatuu yiki kuñu Jesús, in ya nukoo ichi xini, te inka ya ichi nuu jaꞌa. 
JHN.20.13	Te ni ka jikan tnoꞌo ña ya jin ña:
JHN.20.13	―Kuaꞌa, ¿nau ja ndaꞌi ron?
JHN.20.13	Te jiñaꞌa ña:
JHN.20.13	―Saa, chi ni ka ndatava yiki kuñu jitoꞌo san, te tu jini san ndenu ni ka ndatayuꞌu ña jin.
JHN.20.14	Te vi inka siun jiñaꞌa ña, te ni ndajionenuu ña, te ni jini ña maa Jesús ja oo ya yun, su tu ni ndakuni ña ja maa ya kuu. 
JHN.20.15	Te ni jikan tnoꞌo ña Jesús:
JHN.20.15	―Kuaꞌa, ¿nau ja ndaꞌi ron? ¿Te na in ndanduku ron? ―jiñaꞌa ya.
JHN.20.15	Te maa ña, chi ni ndakani ini ña ja tee jito xtnuu kuii yun kuu ya, te jiñaꞌa ña:
JHN.20.15	―Nuu ja maa ni kuaꞌan jin yiki kuñu de, vi kuaꞌa, te kaxtnoꞌo ni joo ndenu ni ndachiyuꞌu ni de, nagua ja kuu noꞌo san jin de ―jiñaꞌa ña.
JHN.20.16	Te jiñaꞌa Jesús:
JHN.20.16	―María.
JHN.20.16	Yun te ni jionenuu ña, te ni kaꞌan ña jin saꞌan hebreo:
JHN.20.16	―Raboni, ―ja kei kaꞌan “Mastru”.
JHN.20.17	Te jiñaꞌa Jesús:
JHN.20.17	―Siaa ña jin rin, chi kuini ka ja ndaa rin nuu oo Tata rin, su kuaꞌan nuu ka oo ñani rin, te kuñaꞌa ron ja ndaa rin nuu oo Tata rin vi Tata in in ron, nuu oo ia Dios rin vi ia Dios in in ron.
JHN.20.18	Yun te kuaꞌan María Magdalena majinkaxtnoꞌo ña nuu tee ka skuaꞌa ja ni jini ña Jitoꞌo, te maa ya ni kaꞌan tnoꞌo yaꞌa jin ña.
JHN.20.19	Te nuu ni kuaa vi suu kiuu yun ja kuu kiuu xtnañuꞌu ja ndakiꞌin semana, ni ka ndututu tee ka skuaꞌa in veꞌe, te ni ka ndakasi guaꞌa de yeꞌe, chi ka yuꞌu de tee ka kuu nijaꞌnu nuu ñayiu judio. Te ni kiuu Jesús, te ni junkuiin ya maꞌñu nuu ka oo de, te jiñaꞌa ya:
JHN.20.19	―¿A kukuee ni ka oo ron? Te vi koo jin tnoꞌo mani.
JHN.20.20	Te nuu ni ndiꞌi ni kaꞌan ya tnoꞌo yun, te ni xneꞌe ya ndaꞌa ya vi yika ya nuu tee ka skuaꞌa jin ya. Te ni ka kusii ini de ja ni ka ndakuni de Jitoꞌo Jesús. 
JHN.20.21	Yun te jiñaꞌa tuku Jesús:
JHN.20.21	―¿A kukuee ni ka oo ron? Te vi koo jin tnoꞌo mani. Te nagua ni tetniuu ña Tata rin ja vaji rin ñuyiu, suni saa tetniuu ña rin ja vi ndakani ron tnoꞌo rin nuu ñayiu ―jiñaꞌa ya.
JHN.20.22	Yun te ni tiutachi ya nuu ka oo de, te jiñaꞌa ya:
JHN.20.22	―Vi niꞌi ron Espíritu ia Dios. 
JHN.20.23	Te taka ñayiu ja ka jakaꞌnu ini ron yika kuechi, te koo tnoꞌo kaꞌnu ini nuu kuechi. Te ñayiu ja tu ka jakaꞌnu ini ron yika kuechi, te ma koo tnoꞌo kaꞌnu ini nuu kuechi ―jiñaꞌa ya.
JHN.20.24	Su Tomás, in tee oo nuu ndi uxi uu tee ka skuaꞌa ja ka xnani Kuati, chi tu ni oo de jin sava ka tee ka skuaꞌa yun na ni ndenta Jesús. 
JHN.20.25	Yun te ka jiñaꞌa sava ka tee ka skuaꞌa yun nuu de:
JHN.20.25	―Ni ka jini san Jitoꞌo.
JHN.20.25	Su jiñaꞌa Tomás:
JHN.20.25	―Nuu ja ma kuni san jin nuu san nuu ni ka tuji ndaꞌa ya ja ni kiukuei nduyu kaa, te chiꞌi san xindaꞌa san nuu ni ka yiꞌi nduyu kaa yun, vi chiꞌi san ndaꞌa san yika ya, nuu saa te ma kandija saꞌun san ―jiñaꞌa de.
JHN.20.26	Yun te saa nuu una kiuu, te ni ka ndututu tuku tee ka skuaꞌa yun ini in veꞌe, te saa chi ka oo de jin Tomás. Te ni ka ndakasi guaꞌa de yeꞌe, su ni kiuu Jesús, te ni junkuiin ya maꞌñu nuu ka oo de, te jiñaꞌa ya:
JHN.20.26	―¿A kukuee ni ka oo ron? Te vi koo jin tnoꞌo mani.
JHN.20.27	Yun te jiñaꞌa ya nuu Tomás:
JHN.20.27	―Chiꞌi xindaꞌa ron ini ndaꞌa rin, te kondiaꞌa ndaꞌa rin, te chiꞌi ndaꞌa ron yika rin, te kuni ron nuu ni tuji, te kandija; ma kokuu ron in tee soꞌo ja tu kandija ―jiñaꞌa ya.
JHN.20.28	Yun te jiñaꞌa Tomás:
JHN.20.28	―Jitoꞌo maa san vi Dios maa san kuu ni ―jiñaꞌa de.
JHN.20.29	Te jiñaꞌa Jesús:
JHN.20.29	―Kandija ron chi ni jini ña ron, vi Tomás, su nase taꞌu ñayiu ja tu ni ka jini ñai jin rin, te ka kandijai ―jiñaꞌa ya.
JHN.20.30	Te ni saꞌa ka Jesús kuaꞌa ka tniuu vii tniuu vaꞌa jin nuu tee ka skuaꞌa jin ya, ja tu nagua yoso nuu tutu yaꞌa. 
JHN.20.31	Su ni tee san tnoꞌo yaꞌa nagua ja vi kandija ni ja Jesús kuu Kristu, ia ni tetniuu Dios, vi Seꞌe maa Dios kuu ya. Te jin ja ka kandija ni ya, te vi niꞌi ni ja vi koteku ni nikuii nikani jin maꞌñu sagua ya.
JHN.21.1	Yun te nuu ni yaꞌa ndiꞌi yaꞌa, te ni ndenta tuku Jesús inka jichi nuu ka oo tee ka skuaꞌa jin ya yuꞌu ndute mar Tiberias, te suaꞌa ni kuu nuu ni ndenta ya. 
JHN.21.2	In ni ka otutu Simón Pedro jin Tomás, tee ka xnani Kuati, vi Natanael, tee ñuu Caná ja tnii Galilea, vi nduu seyii Zebedeo jin uu ka tee ka skuaꞌa. 
JHN.21.3	Te jiñaꞌa Simón Pedro nuu sava ka de:
JHN.21.3	―Kiꞌin san tau san chiaka.
JHN.21.3	Te ka jiñaꞌa sava ka de:
JHN.21.3	―Suni vi kondikin ña san, kiꞌinkueio nuu saa ―ka jiñaꞌa de.
JHN.21.3	Te kuaꞌankuei de, yun te ni kekuei de nuu in barco, su tu saꞌun na kiti ni ka niꞌi de jakuaa yun. 
JHN.21.4	Te nuu ja makundijin ja matuu, te vi sanaa ni ka jini de Jesús yuꞌu ndute mar yun, su tu ni ka ndakuni ña tee ka skuaꞌa yun ja maa Jesús kuu ya. 
JHN.21.5	Te ni jikan tnoꞌo ña ya:
JHN.21.5	―Amigo, ¿a ni ka niꞌi ron chiaka vi kao?
JHN.21.5	―Tu saꞌun na kiti ka niꞌi san ―ka jiñaꞌa de.
JHN.21.6	Te jiñaꞌa Jesús:
JHN.21.6	―Vi skee ñunu ron ichi lado kuaꞌa barco jian, te vi niꞌi ron ti ―jiñaꞌa ya.
JHN.21.6	Yun te ni ka skee de ñunu de, te vi ña kuu ka vi ndatau de ja kuaꞌa ndevaꞌa chiaka ni ka niꞌi de. 
JHN.21.7	Yun te jiñaꞌa tee skuaꞌa ja kutoo ka ña Jesús nuu Pedro:
JHN.21.7	―Jitoꞌo kuu ya.
JHN.21.7	Te vi nuu ni jini Simón Pedro tnoꞌo yun, ja Jitoꞌo kuu ya, te ni ndakiꞌin de saꞌun de, chi ni tau de ja satniuu de, te ni ndagua ni de nuu ndute mar yun, kuaꞌan de nuu oo ya. 
JHN.21.8	Te sava ka tee ka skuaꞌa yun, chi ni ka ndeneꞌe jioo de barco yuꞌu ndute yun, te vi saa ka ñuu de ñunu yun ñuꞌu chitu chiaka, chi masu jika oo yuꞌu ndute vaa ndee uꞌun xiko ni metro kuu. 
JHN.21.9	Te nuu ndekuei jioo de nuu ñuꞌu, te ni ka jini de kai ñuꞌu, te nuu tikayi ñuꞌu yun yoxnee xtaa triu jin in chiaka. 
JHN.21.10	Te jiñaꞌa Jesús:
JHN.21.10	―Vi taa chiaka ni ka tau ron jian na vi skasuon vi kao ―jiñaꞌa ya.
JHN.21.11	Yun te ni kaa Simón Pedro ini barco, te ni jiokuita de ñunu yun guaa ndee nuu ñuꞌu yichi, te ñuꞌu chitu kuiti chiaka naꞌnu naꞌnu, in ciento uu xiko uxi uni ti kuu. Te visi kuaꞌa ndevaꞌa ti ñuꞌu, su tu ni teꞌnde ñunu yun. 
JHN.21.12	Te jiñaꞌa Jesús:
JHN.21.12	―Neꞌekuei vi kasii ini ron.
JHN.21.12	Te ni in tee ka skuaꞌa yun, tu ni kii ini de ja kakan tnoꞌo ña de na in kuu ya, chi ka jini de ja maa Jitoꞌo kuu ya. 
JHN.21.13	Yun te ni jintnaꞌa Jesús yuꞌu ñuꞌu, te ni tau ya xtaa triu yun, te ni jiñaꞌa ya nuu de, te suni saa ni chiaka yun. 
JHN.21.14	Yaꞌa kuu jichi kuu uni ja ni ndenta Jesús nuu tee ka skuaꞌa jin ya, nuu ja ni ndateku ya neꞌu ndiyi.
JHN.21.15	Te nuu ni ndiꞌi ni ka jasii ini de, te ni jikan tnoꞌo ña Jesús jin Simón Pedro:
JHN.21.15	―Simón, seyii Jonás, ¿a kutoo ka ña ron, saa sava ka tee yaꞌa?
JHN.21.15	Te jiñaꞌa de:
JHN.21.15	―Saa, vi Jitoꞌo san, ja jini maa ni ja kutoo ña san.
JHN.21.15	Te jiñaꞌa ya:
JHN.21.15	―Nuu saa te koto ñayiu ka kuu na kuinio lelu kueli rin ―jiñaꞌa ya.
JHN.21.16	Te ni ndiokuiin ya ni jikan tnoꞌo ña ya inka jichi:
JHN.21.16	―Simón seyii Jonás, ¿a kutoo ña ron?
JHN.21.16	Te jiñaꞌa Pedro:
JHN.21.16	―Saa, vi Jitoꞌo san, ja jini maa ni ja kutoo ña san.
JHN.21.16	Te jiñaꞌa ya:
JHN.21.16	―Nuu saa te koto ñayiu ka kuu na kuinio ndikachi rin.
JHN.21.17	Te ni jikan tnoꞌo ña ya jichi kuu uni:
JHN.21.17	―Simón seyii Jonás, ¿a kutoo ña ron?
JHN.21.17	Te ni kusuchi ini Pedro ja siun vi uni jichi jikan tnoꞌo ña ya ja a kutoo de jin ya, te jiñaꞌa de:
JHN.21.17	―Jitoꞌo san, maa ni chi jini ndiꞌi ni, te ja jini maa ni ja kutoo ña san.
JHN.21.17	Te jiñaꞌa ya:
JHN.21.17	―Nuu saa te koto ñayiu ka kuu na kuinio ndikachi rin. 
JHN.21.18	Chi kaꞌan ndandaa ndija rin, ja ndee nuu kuechi ka ron, chi ni ondakuꞌni maa ron chii ron, te ni ojika ron ndee ni nuu kuini maa ron. Su nuu na yii ron, te skaa ron ndaꞌa ron, te inka ñayiu ndakuꞌni chii ron, te kuaka ñai kiꞌin ron ndenu tu kuini ron ja kiꞌin ron ―jiñaꞌa ya.
JHN.21.19	Te tnoꞌo yaꞌa ni kaꞌan ya ja kaxtnoꞌo ya naxa ndoꞌo Pedro nuu kuu de ja saꞌa de ja koo jayiñuꞌu nuu ia Dios. Yun te jiñaꞌa ka ya:
JHN.21.19	―Kondikin ña, te saꞌa ron tniuu nagua ni saꞌa maa rin ―jiñaꞌa ya.
JHN.21.20	Te nuu ni jionenuu Pedro, te ni jini de ja ndikin ña tee skuaꞌa ja kutoo ka Jesús, kuaꞌan de. Te suu de kuu tee ni ondetu ndee xiin Jesús na ni ka jaxini de jin ya viko pascua ñayiu judio, te ni jikan tnoꞌo ña de jin ya: “¿Na ndee tee kuu ja xtuu ña jin ni, vi Jitoꞌo san?”
JHN.21.21	Te nuu ni jini ña Pedro jin de, te ni jikan tnoꞌo de Jesús:
JHN.21.21	―Jitoꞌo san, ¿te tee yaꞌa, naxa ndoꞌo de?
JHN.21.22	Te jiñaꞌa Jesús:
JHN.21.22	―Nuu ja kuini maa rin te koteku ni de guaa ndee kiuu ja ndajiokuiin rin, te ma kondiꞌni ron. Kondikin ña, te saꞌa ron tniuu nagua ni saꞌa rin ―jiñaꞌa ya.
JHN.21.23	Yun te ni jitenuu tnoꞌo yun nuu taka ñayiu ka skuaꞌa, ja tee skuaꞌa yun, chi ma kuu de. Su Jesús, chi tu ni kaꞌan ya ja ma kuu de. Chi tnoꞌo ni kaꞌan ya kuu: “Nuu ja kuini maa rin, te koteku ni de guaa ndee kiuu ja ndajiokuiin rin, te ma kondiꞌni ron”.
JHN.21.24	Te suu tee skuaꞌa yaꞌa kuu maa san ja ndakani san tnoꞌo yaꞌa, te ni tee san taka tnoꞌo yaꞌa, chi jini san ja tnoꞌo ndaa ndakani san. 
JHN.21.25	Te suni oo kuaꞌa ka tniuu ja ni saꞌa Jesús, te ndakani ini san ja nuu suaꞌa te vi ndi in ndi in na vi tee san, vaa vini ma kenta nii ñuyiu ja vi kuꞌun vaꞌa liuru nuu koyoso ndiꞌi tniuu ni saꞌa ya.
JHN.21.25	Saa na kokuu.
ACT.1.1	Nuu tutu xtnañuꞌu ja ni tetniuu san nuu ni, vi Tata Teófilo, ni tee san ndiꞌi ja ni saꞌa Jesús vi ja ni kaxtnoꞌo ya ndee kiuu nuu ni kejaꞌa ya 
ACT.1.2	vi guaa ndee kiuu mandaa ya andivi. Te ama ka ja noꞌo ya, ja ni kaxtnoꞌo ya nuu tee ni chitniuu ya ja ka kuu tee ni ndakaji ya ja vi xtutenuu de tnoꞌo maa ya jin maꞌñu sagua Espíritu ia Dios. 
ACT.1.3	Te nuu kuee ka ja ni jiꞌi ya, te ni ndatuu teku ya, te ni xneꞌe ya maa ya nuu de ja kaxtnoꞌo kaji ya ja ni ndateku ya. Te kuaꞌa jichi ni ka jini ña de jin ya nuu uu xiko kiuu. Te ni kaxtnoꞌo ya naxa tatnuni ia Dios. 
ACT.1.4	Te nuu ni ka oo de jin ya ni tatnuni ya ja ma kekuei de Jerusalén, chi jiñaꞌa ya:
ACT.1.4	―Vi kondetu ni guaa ndee na skunkuu tnoꞌo ni kee yuꞌu Tata Dios, nagua ni ka onini ni ja ni kaꞌan san, 
ACT.1.5	chi ja ndaa ja Juan ni skuandute ñayiu jin ndute, su maa ni, chi nuu masu kuaꞌa ka kiuu, te vi niꞌi ni Espíritu ia Dios ja koo ini anu ni, na kuinio ja ni ka jandute ni jin ya ―jiñaꞌa Jesús.
ACT.1.6	Te nuu ni ka otutu de jin ya, te ka jiñaꞌa de:
ACT.1.6	―¿A vitna te ndasaꞌa siin ni ñuo Israel ja tatnuni mai, vi Jitoꞌo san?
ACT.1.7	Yun te jiñaꞌa ya:
ACT.1.7	―Ja maa ni, chi masu ka oo ni ja vi kuni ni na kiuu axi naxa kokuu ja skunkuu ia Dios, chi ja naꞌa maa Tata Dios nagua kuu ja saꞌa ya, chi maintnoꞌo maa ya tatnuni. 
ACT.1.8	Su nuu na kii Espíritu ia Dios nuu ndiꞌi ni, te vi niꞌi ni jakaꞌnu, te kekuei ni vi kaka nuu ni vi ndakani ni tnoꞌo ja jaꞌa san ja ni ka jini ni nuu ñayiu ñuu Jerusalén vi nuu ñayiu nii ñuu tnii Judea vi Samaria vi nii ndee jaꞌa ñuyiu.
ACT.1.9	Vi yun ni ka ni kaꞌan ya, te vi ka ndiaꞌa de, te mandaa ya, te ni jinkisaꞌu ya nuu viko, te tu ni ka jini ka ña de. 
ACT.1.10	Te vi ka jito niꞌni guaguaꞌa de ichi andivi ja mandaa ya kuaꞌan ya, te sanaa ni ni ka jini de uu tee ka niꞌnu saꞌun kuijin. 
ACT.1.11	Te ka jiñaꞌa ya:
ACT.1.11	―Tee Galilea, ¿nau ja ka jito niꞌni niꞌni ni ichi andivi? Te maa Jesús ja ni ka oo jin ni yaꞌa, mandaa ya andivi, te saa ni ndajiokuiin ya inka jichi nagua ka ndiaꞌa ni ja mandaa ya andivi ―ka jiñaꞌa ia ka jinokuechi nuu Dios.
ACT.1.12	Yun te ni ndekuei de yuku nani Olivos, te kuanoꞌokuei de Jerusalén, chi masu jika kuu nagua oo nuu Ley ja kuu vi kaka de kiuu ndatatu. 
ACT.1.13	Nuu ni ndajinokuei de ñuu yun, te ni ndiukuei de in veꞌe, te ni ndakuei de veꞌe oo ndee sukun nuu ka ndoo de. Te tee yun ka kuu Pedro vi Jacobo, Juan, Andrés, Felipe, Tomás, Bartolomé, Mateo, Jacobo seꞌe Alfeo, Simón Zelote 
ACT.1.14	Ndiꞌi de ni ka otutu jin sava ka ñani Jesús vi María, nana ya, vi sava ka ñasiꞌi ja inuu inuu ni ka ondakuatu de vi ni ka ojikantaꞌu de nuu ia Dios.
ACT.1.15	Te in kiuu yun ni ka kututu ndee ciento oko ñayiu ka kandija Jesús. Yun te ni ndakoo Pedro maꞌñu ndiꞌi ñayiu yun, te jiñaꞌa de:
ACT.1.16	―Nini kuu ja ni skunkuu tnoꞌo yoso nuu tutu ii, vi ñani vi kuaꞌa, ja ni kaꞌan Espíritu ia Dios jin David ndee janaꞌa siki Judas, tee ni ondeka ña jin ñayiu ja ni ka kakuiko ña jin Jesús. 
ACT.1.17	Te Judas, chi in tee ni ka ojika jin ndi uxi uu san kuu de, te suni ni chitniuu ña ya jin de ja vi saꞌa san tniuu yaꞌa. 
ACT.1.18	Su ni jaꞌan de, te ni ndakiꞌin de ñuꞌu jin xuꞌun ni junkunyaꞌu de ja jaꞌa tniuu kueꞌe ni saꞌa de. Yun te ni kanakau ndei de ichi xini de, te ni kaꞌndi chii de, te ni yagua ndiꞌi jiti de. 
ACT.1.19	Su nuu ni ka jini ndiꞌi ñayiu Jerusalén, te ni ka xnani de ñuꞌu yun Acéldama, jin saꞌan maa de, ja kei kaꞌan ñuꞌu niñi. 
ACT.1.20	Chi suaꞌa kaꞌan nuu tutu Salmo:
ACT.1.20	Na kendoo ndaꞌu veꞌe de
ACT.1.20	te tu na in koo saꞌun ka.
ACT.1.20	Te suni inka nuu kaꞌan:
ACT.1.20	Ja inka ñayiu na saꞌa tniuu ni osaꞌa de.
ACT.1.21	’Chi nini kuu ja vi ndandukuo inka tee nukuiin nuu tniuu de, te na kokuu in tee ni ka oo jin san ndiꞌi kiuu nuu ni ojaꞌankuei san vi ni ondikuei san jin Jitoꞌo Jesús, 
