MAT.1.1	Ингье, Иса 
REV.14.20	Шуткьурган шегьердивай яргъа авай. ЦипицӀрин тварар къванцик акатна. Къванцин кӀаникай иви авахьна. А иви агъзурни ругуд виш истаддин чкада шивцин кьенеррив кьван хкаж хьана.
REV.15.1	Заз цавай са чӀехи кардикай хабар гудай аламатдин маса 
REV.15.2	Заз шуьшедин гьуьл хьтинди акуна. Адак цӀайни какахьнавай. Ничхирдални адан кӀалубдал гъалиб хьайи ва адан тагъмадал алай тӀварцӀин рекъем кьабул тавур инсанар, Аллагьди чпиз гайи арфаяр гъиле кьуна, и шуьшедин гьуьлел акъвазнавай. 
REV.15.3	Абуру Аллагьдин лукӀ 
REV.15.5	Ахпа заз цавай акуна хьи, Ибадатхана яз кардик квай Шагьидвилин 
REV.15.6	Ибадатханадай ирид малаик экъечӀна. Абурув гьардав са завал гвай. Малаикрал кушдин гъаларикай хранвай михьи экуь парталар алай. Абурун хурарал къизилдин чӀулар алай. 
REV.15.7	Чан алай кьуд затӀуникай сада ирид малаикдиз – гьар садаз са къизилдин сукӀра гана. СукӀраяр даим чан алай Аллагьдин 
REV.15.8	Аллагьдин 
REV.16.1	Заз Ибадатханадай къвезвай кӀеви ван атана.
REV.16.1	– Алад, – лагьана ванци ирид 
REV.16.2	Сад лагьай малаикди фена вичин сукӀра чилел ичӀирна. Ничхирдиз ва адан кӀалубриз икрамзавай инсанрал гзаф пис, ирин авай хирер хьана.
REV.16.3	Кьвед лагьай малаикди вичин сукӀра гьуьлуьз ичӀирна. Гьуьлуькай мейитдин ивидиз ухшар иви хьана. Гьуьле авай кьван чан алай затӀар вири кьена.
REV.16.4	Пуд лагьай малаикди вичин сукӀра вацӀаризни булахриз ичӀирна. ВацӀарикайни булахрикай иви хьана. 
REV.16.5	Заз ятар хуьзвай малаикдин ван атана:
REV.16.5	– ДатӀана авай, хьайи ва 
REV.16.6	Инсанри Аллагьдиз талукьбурунни 
REV.16.7	Ахпа заз 
REV.16.7	– Эхь, Ребби Аллагь, вири дуьньядин Агъа, вуна ийизвай дуванар дуьзбур ва гьахъ-михьибур я.
REV.16.8	Кьуд лагьай малаикди вичин сукӀра ракъинал ичӀирна. Ракъиниз инсанар кудай ихтияр гана. 
REV.16.9	Зурба зегьемди инсанар алугарна. Абуру и завалар гъиле авай Аллагьдиз экъуьгъунар авуна. Инсанар Аллагьдин рекьел 
REV.16.10	Вад лагьай малаикди вичин сукӀра ничхирдин тахтунал ичӀирна. Ничхирдин вилаятда мичӀи хьана. Азабрик акатай инсанри чпин мецер кӀасзавай. 
REV.16.11	Абуру чпиз азабарни завалар гана лугьуз цаварин Аллагьдиз экъуьгъунар авуна. Инсанри чпин пис крар акъвазарнач.
REV.16.12	Ругуд лагьай малаикди вичин сукӀра чӀехи Эфрат вацӀуз ичӀирна. ВацӀ кьурана. Рагъ экъечӀдай патай къведай пачагьриз рехъ ачух хьана. 
REV.16.13	Заз аждагьандин, ничхирдин ва тапан пайгъамбардин гьар садан сивяй са чиркин руьгь экъечӀзавайди акуна. Абур пудни хъипериз ухшар тир. 
REV.16.14	Абур чӀуру 
REV.16.15	Реббиди лугьузва:
REV.16.15	– Ингье, Зун чинебан угъри хьиз къвезва. ДатӀана уях ва вичин парталар хуьзвай кас 
REV.16.16	ЧӀуру жинерин руьгьери пачагьар вичиз 
REV.16.17	Ирид лагьай малаикди вичин сукӀра гьавадиз ичӀирна. Ибадатханада авай тахтунин патавай кӀеви ван атана:
REV.16.17	– АкьалтӀна!
REV.16.18	ЦӀайлапанар яна, цавари къукърумарна, гьарай-эвер акъатна. Чилел зурба залзала хьана. Ихьтин залзала чилел инсанар халкь авурдалай инихъ хьайиди тушир. Гьахьтин зурба залзала тир! 
REV.16.19	ЧӀехи шегьер пуд чкадал пай хьана. Халкьарин шегьерар чкӀана. ЧӀехи 
REV.16.20	Гьуьлел алай гьар са къурамат квахьна. Чилел дагъларни амукьнач. 
REV.16.21	Инсанрин кьилел цаварай чӀехи къванерин хар къвана. Завалар хьана лугьуз инсанри Аллагьдиз экъуьгъунар авуна, вучиз лагьайтӀа хару гъайи завалар гзаф заланбур тир.
REV.17.1	Ирид сукӀра гвай ирид 
REV.17.1	– Ша, – лагьана ада, – За ваз гзаф вацӀар авахьзавай чилерин юкьвал ацукьнавай чӀехи ченгидин дуван ийидайвал къалурда. 
REV.17.2	Адахъ галаз чилин пачагьрини явавилер авуна. Адан явавилин чехирди чилел уьмуьр тухузвайбур сархушарна.
