MAT.1.1	Leꞌa bexa ndee bexa ngok usan gox polta ten Jesucristo, dub xa ras David no xa ras Abraham.
1JN.2.18	Bega nak cuent xiꞌín naꞌ, leꞌa tiemp ndee be wizh lult. Leꞌa lak ndoꞌón bega leꞌa gal dub wizh ilen dub xa gak anticristo, xa na uka gun be men ta nlad Cristo. Ná leꞌa nat ncho kwaꞌad bexa li nak. Ta weꞌe uniꞌí beuna leꞌa tiemp ndee be wizh lult. 
1JN.2.19	Leꞌa bexa wa utoꞌo lat beuna, parea naꞌanpa ta ugea nak bexa ltsaꞌa beuna. Tal leꞌa bexa nak ltsaꞌa beuna, nal no bexa ndi ncho lat beuna. Ná leꞌa ta na utoꞌo bexa wa nluu leꞌa xa naꞌanpa nak ltsaꞌa beuna nak xmen Cristo.
1JN.2.20	Leꞌa Cristo msaꞌa Espíritu ten Dios ndoꞌ bega, no nchandoꞌ bega gealngea. 
1JN.2.21	Nkeꞌa naꞌ ta ndee ndoꞌ bega, leꞌa naꞌ uní leꞌa bega nchandoꞌka gealngea, no uniꞌíka beuna leꞌa ni dub gealkwiꞌin lá ilen lat gealngea. 
1JN.2.22	¿Ton bexa na ndun gealkwiꞌin? Leꞌa ta wa xa na ndab leꞌa Jesús naꞌanpa leꞌa nak Cristo. Leꞌa xa li ndab wa xa nka gun be men ta nlad Cristo, leꞌa xa nxelad Dios Xus beuna no Xin Dios. 
1JN.2.23	Leꞌa tal ton gab leꞌa Jesús naꞌanpa nak Xin Dios, leꞌa xa wa lá nchandoꞌ Dios Xus beuna. Ná leꞌa tal ton gab leꞌa Jesús Xinka Dios, leꞌa xa wa nchandoꞌka Dios Xus beuna.
1JN.2.24	Ta weꞌe lá ulaꞌa bega ta mbiꞌín bega zha ned mbingea ladna bega Cristo. Tal leꞌa bega ndunka be ta mbiꞌín bega zha ned wa, leꞌa bega dubtsa nak no Xin Dios no Dios Xus beuna. 
1JN.2.25	Leꞌa Cristo ndab leꞌa usaꞌa dub gealnaban kub ndoꞌ beuna, ta nunk lá idub.
1JN.2.26	Nkeꞌa naꞌ be ta ndee ndoꞌ bega, ndontsa gap bega cuent ndoꞌ bexa nlad ukwiꞌinno bega. 
1JN.2.27	Leꞌa bego noꞌo Espíritu ten Dios ta na msaꞌa Cristo ndoꞌ bega. Ta weꞌe naꞌanpa nkiꞌin bega ni dub men uluu bega, leꞌa Espíritu wa leꞌa nluu xteꞌe nak itea be taꞌa. Leꞌa ta nluu Espíritu wa ta ugeaka naꞌanpa gealkwiꞌin‑a. Ta weꞌe dubtsa gok bega no Cristo, lak mluu Espíritu ten Dios bega.
1JN.2.28	Bega nak cuent xiꞌín naꞌ, nat naꞌanpa ulaꞌa beuna Cristo, ndontsa naꞌanpa izheb beuna zha ulundoꞌ xa, no naꞌanpa ido ladna beuna ndoꞌ xa zha ilen xa. 
1JN.2.29	Leꞌa bega uniꞌíka leꞌa Jesucristo sbeꞌen ta wen ndun, ta weꞌe nsabndoꞌ iniꞌí bega leꞌa itea bexa na ndun ta wen wa xinka Dios.
1JN.3.1	Binbeꞌe bego xteꞌe uzheꞌeb nkweaꞌ ladna Tad Dios beuna, ndab xa leꞌa beuna nak xin xa. Leꞌa be men gizhliyo lá nchandoꞌ xa, ta weꞌe lá iniꞌí bexa leꞌa beuna xin Dios. 
1JN.3.2	Bego amig ten naꞌ, nat leꞌa beuna nak xin Dios, parea biseata iniꞌí beuna xteꞌe gak beuna. Leꞌa gal zha na ilen Cristo leꞌa beuna yak lak nak xa, geal leꞌa beuna iniꞌí xteꞌe mer nak xa. 
1JN.3.3	Tal ton ndangea ladna li yoo ta wa, leꞌa xa wa ntsambiꞌi leꞌaka leꞌa xa ndoꞌ ta ugap, lak umbiꞌi nak Cristo.
1JN.3.4	Leꞌa itea bexa na ndun be ta ugap, leꞌa bexa wa ndap ke ndoꞌ Dios, leꞌa Dios nibeꞌe naꞌanpa gun bexa be ta ugap wa. 
1JN.3.5	Ná leꞌa bego yá uniꞌíka leꞌa Jesucristo mbiꞌid ndoꞌ gizhliyo ndontsa yuꞌu be ke ten beuna, leꞌa xa wa ni dub ke lá ndap. 
1JN.3.6	Leꞌa iteanak bexa na dubtsa nak no Cristo naꞌanpa ndunta be ta ugap. Ná leꞌa itea bexa na ndunta be ta ugap, leꞌa bexa wa lá iniꞌí ton nak Cristo, no ni lá nchandoꞌ bexa xa.
1JN.3.7	Bega nak cuent xiꞌín naꞌ, lá ulaꞌa bega ukwiꞌinno be men bega: leꞌa tal ton ndun be ta wen, leꞌa xa wa xa wenka lak wen nak Cristo. 
1JN.3.8	Ná leꞌa tal ton ndunta be ta ugap, leꞌa xa wa xmen maxuꞌu, leꞌa maxuꞌu li ndun be ta ugap zha utexanta gizhliyo. Ta weꞌe ulen Xin Dios mbizhaꞌa xa be tiꞌin ten maxuꞌu.
1JN.3.9	Leꞌa bexa nak xin Dios, leꞌa xa wa yá lá ndunta be ta ugap, geal leꞌa xa ndap gealnaban kub msaꞌa Dios len ladoꞌo xa. Lá yoota gan gun bexa be ta ugap, leꞌa bexa myak dub xin Dios. 
1JN.3.10	Leꞌa ta ndee nluu ton nak xin Dios no ton nak xin maxuꞌu: leꞌa itea bexa na lá ndun be ta wen no lá nkweaꞌ ladna xa be ltsaꞌa xa, leꞌa xa wa naꞌanpa xin Dios.
1JN.3.11	Leꞌa diꞌizh ndee ta mbiꞌín bega zha nedta: ikweaꞌ ladna beuna be ltsaꞌa beuna. 
1JN.3.12	Lá gak beuna lak ngok Caín xin maxuꞌu, xa mbit wit na. ¿Xtaꞌan li mbin xa zha? Li mbin Caín geal ugap nak ta mbin xa, ná leꞌa wit xa wa utsin nak ta mbin na.
1JN.3.13	Bego nak beuna xmen Cristo, lá yanseana bega tal leꞌa be men ncho ndoꞌ gizhliyo ndee nxeeno ladna bega. 
1JN.3.14	Leꞌa ta na nkweaꞌ ladna beuna be ltsaꞌa nak beuna xmen Cristo, ta weꞌe nluu leꞌa beuna nban ndoꞌ gealgut. Ná leꞌa tal ton lá ikweaꞌ ladna be ltsaꞌa na, leꞌa xa wa bi ncho ndoꞌ gealgut. 
1JN.3.15	Leꞌa tal ton ixee ladna ndoꞌ ltsaꞌa na, leꞌa xa wa cuent nak dub xa ndut men. No uniꞌí bego leꞌa ni dub xa ndut men lá yoo gan gap gealnaban ndoꞌ Dios ta nunk lá idub. 
1JN.3.16	Leꞌa beuna yá nchandoꞌ xteꞌe nsabndoꞌ ikweaꞌ ladna beuna be ltsaꞌa beuna: leꞌa Jesucristo msaꞌa gealnaban ten na sakndoꞌ beuna. Ta weꞌe liga nsabndoꞌ usaꞌa beuna gealnaban ten beuna sakndoꞌ be ltsaꞌa nak beuna xmen Cristo. 
1JN.3.17	Leꞌa tal ton ndap taꞌa ndoꞌ gizhliyo ndee, cha naꞌ xa leꞌa dub ltsaꞌa xa uban nak, ná lá gakno xa xa, leꞌa xa wa naꞌanpa nkweaꞌ ladna ltsaꞌa na wa lak nlad Dios gun xa. 
1JN.3.18	Leꞌa bego nak cuent xiꞌín naꞌ, lá yoo gan ikweaꞌ ladna beuna be ltsaꞌa beuna sbeꞌen diꞌizhtsa. Ndi gakno beuna be ltsaꞌa beuna, ta na nluu leꞌa beuna nkweaꞌka ladna bexa.
1JN.3.19	Tal leꞌa beuna li ndun, leꞌa beuna uniꞌí leꞌa beuna ndun lak nak gealngea ten Dios, no uniꞌí beuna leꞌa beuna gaꞌal nak ndoꞌ Dios. 
1JN.3.20	Tal leꞌa beuna nsak leꞌa beuna naꞌanpa gaꞌal nak ndoꞌ Dios, ná leꞌa Dios leꞌa uniꞌí xteꞌe nak beuna, leꞌa xa nchandoꞌ itea be taꞌa. 
1JN.3.21	Bego amig ten naꞌ, tal leꞌa beuna uniꞌí len ladoꞌo beuna leꞌa beuna gaꞌal nak ndoꞌ Dios, leꞌa beuna naꞌanpa izheb ibii wats Dios. 
1JN.3.22	Leꞌa Dios usaꞌa guniꞌi xtaꞌan inab beuna, tal leꞌa beuna nxobgek ta nibeꞌe Dios, no ndun beuna be ta nsak ladna xa. 
1JN.3.23	Leꞌa ta ndee ta nibeꞌe Dios wa: gungea ladna beuna Jesucristo Xin xa, nsea ikweaꞌ ladna beuna be ltsaꞌa beuna lak ndab xa. 
1JN.3.24	Leꞌa tal ton uxobgek ndoꞌ be ta nibeꞌe Dios, leꞌa xa wa dubtsa nak nsea Dios, leꞌa Dios ncho len ladoꞌo xa. Leꞌa bega uniꞌí leꞌa beuna dubtsa nak nsea Dios, ta na msaꞌa xa Espíritu ten xa ndoꞌ beuna.
1JN.4.1	Bego amig ten naꞌ, lá gungea ladna bega iteanak be ta nluu be men, ndi blaꞌach bega naga noꞌo bexa Espíritu ten Dios nate naꞌan, leꞌa ncho kwaꞌad bexa nkwiꞌin ndab leꞌa ndadiꞌizh sakndoꞌ Dios. 
1JN.4.2	Lndeꞌe iniꞌí bega ná ton noꞌo Espíritu ten Dios: leꞌa itea bexa na gab leꞌa Jesucristo mbiꞌid ndoꞌ gizhliyo lak nak dub men, leꞌa xa wa noꞌo Espíritu ten Dios. 
1JN.4.3	Ná leꞌa itea bexa na gab leꞌa Jesucristo naꞌanpa ngiꞌid lak nak dub men, leꞌa xa wa naꞌanpa noꞌo Espíritu ten Dios, ndi nak xa xmen anticristo. Leꞌa bega yá ndoꞌón leꞌa xa wa ilen, leꞌa juers ten xa wa yá ncho ndoꞌ gizhliyo.
1JN.4.4	Bega nak cuent xiꞌín naꞌ, leꞌa bega yá nak xmen Dios, no mbin bega gan ndoꞌ bexa ukwiꞌin wa, leꞌa Espíritu ten Dios ncho len ladoꞌo bega mas juert ndoꞌ espíritu ncho ndoꞌ gizhliyo ndee. 
1JN.4.5	Leꞌa bexa wa xa gizhliyo, ta weꞌe ndadiꞌizh bexa be ta gizhliyo. Leꞌa be men gizhliyo cha nlaꞌachka ta ndab xa. 
1JN.4.6	Parea leꞌa beuna xmen Dios. Leꞌa tal ton nchandoꞌ Dios, leꞌa xa wa nsakyoꞌón ta ndab beuna. Ná leꞌa tal ton naꞌanpa nchandoꞌ Dios, leꞌa xa wa lá isakyoꞌón ta ndab beuna. Li igondoꞌ beuna ná ton noꞌo Espíritu ndadiꞌizh gealngea, no ton noꞌo espíritu ukwiꞌin.
1JN.4.7	Bego amig ten naꞌ, nsabndoꞌ ikweaꞌ ladna beuna be ltsaꞌa beuna, leꞌa ta wa dub ta nsaꞌa Dios gun beuna. Leꞌa tal ton ikweaꞌ ladna ltsaꞌa na, leꞌa xa wa xin Dios no nchandoꞌ xa Dios. 
1JN.4.8	Leꞌa tal ton lá ikweaꞌ ladna be ltsaꞌa na, leꞌa xa wa lá nchandoꞌ Dios, leꞌa Dios sbeꞌen nkweaꞌ ladna be men. 
1JN.4.9	Lndeꞌe mluu Dios leꞌa xa nkweaꞌka ladna beuna: leꞌa xa mtuꞌub dubkama Xin xa ndoꞌ gizhliyo, ndontsa gap beuna gealnaban ta nunk lá idub. 
1JN.4.10	Leꞌa Dios uzhebpa nkweaꞌ ladna be men, naꞌanpa lak nak ta ndankea beuna xa, ndi tant nkweaꞌ ladna xa beuna msaꞌa xa Xin xa ngut xa, ndontsa utsuꞌu xa be ke ten beuna.
1JN.4.11	Bego nak amig ten naꞌ, leꞌa ta na li nkweaꞌ ladna Dios beuna, leꞌa beuna no nsabndoꞌ ikweaꞌ ladna be ltsaꞌa na. 
1JN.4.12	Naꞌan ton gol niꞌí Dios. Ná tal leꞌa beuna nkweaꞌ ladna be ltsaꞌa na, leꞌa Dios ncho len ladoꞌo beuna, no liga nkweaꞌ ladna beuna bexa lak nkweaꞌ ladna Dios beuna.
1JN.4.13	Lndeꞌe iniꞌí beuna leꞌa beuna dubtsa nak nsea Dios, no ncho Dios len ladoꞌo beuna: leꞌa xa msaꞌa Espíritu ten na ndoꞌ beuna. 
1JN.4.14	Leꞌa beuna leꞌa uniꞌí no ndadiꞌizh beuna leꞌa Tad Dios mtuꞌub Xin na, utix xa be ke ten be men ncho ndoꞌ gizhliyo ndee. 
1JN.4.15	Leꞌa tal ton gab leꞌa Jesús leꞌa nak Xin Dios, leꞌa xa wa ncho Dios len ladoꞌo na, no dubtsa nak xa nsea Dios. 
1JN.4.16	Leꞌa beuna mgondoꞌ no ndangea ladna beuna leꞌa Dios nkweaꞌ ladna beuna. Leꞌa Dios sbeꞌen nkweaꞌ ladna be men. Ta weꞌe leꞌa bexa na nkweaꞌ ladna be ltsaꞌa na, leꞌa bexa wa dubtsa nak nsea Dios, no ncho Espíritu ten Dios len ladoꞌo xa.
1JN.4.17	Leꞌa ta na li nkweaꞌ ladna beuna be ltsaꞌa beuna wa, leꞌa gal wizh gab Dios ná ton ndap ke, leꞌa beuna naꞌanpa izheb, leꞌa ndoꞌ gizhliyo ndee leꞌa beuna nak lak nak Jesucristo. 
1JN.4.18	Leꞌa Dios nkweaꞌka ladna beuna, ta weꞌe lá nzheb beuna ndoꞌ xa. Leꞌa tal ton igondoꞌ leꞌa Dios nkweaꞌ ladna xa, leꞌa xa wa naꞌanpa nzheb ndoꞌ Dios. Leꞌa bexa na nzheb ndoꞌ xa wa, leꞌa bexa wa uniꞌí leꞌa Dios utsaksi bexa. Ta weꞌe tal ton nzheb ndoꞌ Dios, leꞌa xa wa biseata igondoꞌ ta na nkweaꞌ ladna Dios xa.
1JN.4.19	Leꞌa beuna ndankea Dios, geal leꞌa Dios ned mkweaꞌ ladna beuna. 
1JN.4.20	Tal ton gab leꞌa ndankea Dios, ná nxee ladna xa ndoꞌ be ltsaꞌa xa, leꞌa xa wa ndun gealkwiꞌin. Ná leꞌa bexa na lá nkweaꞌ ladna be ltsaꞌa na, bexa na naꞌ xa wa, ¿xteꞌema yoo gan yankea bexa Dios, dub xa lá naꞌ bexa zha? 
1JN.4.21	Leꞌa Jesucristo unibeꞌe ta ndee ndoꞌ beuna: tal leꞌa beuna ndankea Dios, leꞌa beuna no nsabndoꞌ ikweaꞌ ladna be ltsaꞌa na.
1JN.5.1	Leꞌa tal ton ndangea ladna leꞌa Jesús leꞌa nak Cristo, leꞌa xa wa myak xin Dios. Leꞌa tal ton ndankea Dios Xus beuna, leꞌa xa wa no nkweaꞌ ladna bexa nak xin Dios. 
1JN.5.2	Tal leꞌa beuna ndankea Dios no ndun beuna lak ndab Dios, weꞌe uniꞌí beuna leꞌa beuna nkweaꞌ ladna be xin Dios. 
1JN.5.3	Tal leꞌa beuna ndankeaka Dios, leꞌa beuna nxobgek ndoꞌ ta nibeꞌe xa, leꞌa ta nibeꞌe xa wa naꞌanpa dub ta bid. 
1JN.5.4	Leꞌa itea bexa nak xin Dios ndun gan ndoꞌ be ta gizhliyo. Leꞌa ta na ngeꞌ ladna beuna Cristo, ta weꞌe ndun beuna gan ndoꞌ gizhliyo. 
1JN.5.5	¿Tonma ndun gan ndoꞌ be ta gizhliyo zha? Leꞌa ta wa bexa na ndangea ladna leꞌa Jesús nak Xin Dios.
1JN.5.6	Leꞌa zha na mbiꞌid Jesucristo, leꞌa xa utaleaꞌ no ngut xa, mtsiꞌi xa ten ten xa. Naꞌanpa nabtsa utaleaꞌ xa, leꞌa xa no ngut mtsiꞌi xa ten. Leꞌa Espíritu ten Dios nluu leꞌa Cristo Xinka Dios, leꞌa Espíritu wa sbeꞌen gealngea ndadiꞌizh. 
1JN.5.7	Leꞌa chon bexa ncho gibeꞌa nluu leꞌa Jesús nak Xin Dios: leꞌa ta wa Tad Dios, no Xin Dios xa nak Diꞌizh, no Espíritu ten Dios. Leꞌa yon bexa ndee dubtsa ndab. 
1JN.5.8	Nsea ncho chon taꞌa ndoꞌ gizhliyo nsaꞌa cuent leꞌa Jesús nak Xin Dios: leꞌa ta wa ta ndab Espíritu ten Dios, no ta na utaleaꞌ Jesús len nits, no ten ten Jesucristo mtsiꞌi xa ndoꞌ cruz. Leꞌa yon ta ndee wa dubtsa ndab. 
1JN.5.9	Leꞌa beuna ndangea ladna be ta ndadiꞌizh be men, parea leꞌa ta ndab Dios wa mas ta nsak, ta ndadiꞌizh xa cuent ten Xin xa. 
1JN.5.10	Leꞌa tal ton igeꞌ ladna Xin Dios, leꞌa xa wa uniꞌí len ladoꞌo na leꞌa ta ndab Dios wa ta ugeaka. Ná leꞌa tal ton lá gungea ladna ta ndab Dios, leꞌa xa wa ndanno Dios cuent dub xa ukwiꞌin, leꞌa xa lá ngungea ladna ta mbidiꞌizh Dios lak nak Xin Dios. 
1JN.5.11	Leꞌa ta ndee ta mbidiꞌizh Dios: leꞌa Dios nsaꞌa dub gealnaban nunk lá idub tal leꞌa beuna ngeꞌ ladna Xin Dios. 
1JN.5.12	Leꞌa tal ton igeꞌ ladna Xin Dios, leꞌa xa wa ndap gealnaban wa. Ná leꞌa tal ton lá igeꞌ ladna xa, leꞌa xa naꞌanpa ndap gealnaban wa.
1JN.5.13	Leꞌa be ta ndee nkeꞌa naꞌ ndoꞌ bego na ngeꞌ ladna Xin Dios, ndontsa iniꞌí bega leꞌa bega ndap gealnaban nunk lá idub, no mas igeꞌ ladna bego Xin Dios. 
1JN.5.14	Leꞌa beuna uniꞌíka tal leꞌa beuna inab dub taꞌa ndoꞌ Dios lak nlad Dios, leꞌa xa soꞌónka‑yá. 
1JN.5.15	Lak uniꞌí beuna leꞌa Dios ndoꞌón ta nab beuna, no liga uniꞌí beuna leꞌa xa usaꞌaka ta wa.
1JN.5.16	Tal leꞌa dub bega naꞌ leꞌa dub ltsaꞌa bega ndun dub ta ugap nak, dub ta sungeꞌ ladna Dios, weꞌe unab bega ndoꞌ Dios gungeꞌ ladna ndoꞌ xa wa. Leꞌa Dios li gun tal ta mbin xa wa naꞌanpa dub ta uzhebpa ugap nak. Leꞌa ncho be ta ugap ndun be men yá lá gungeꞌta ladna Dios. Leꞌa bexa li ndun ke wa naꞌanpa gáp naꞌ inab bega ndoꞌ Dios gungeꞌ ladna ndoꞌ xa wa. 
1JN.5.17	Itea be ta ugap ndun be men, leꞌa ta wa dub ke ndoꞌ Dios. Parea leꞌa ncho be ke wa leꞌa Dios sungeꞌka ladna.
1JN.5.18	No uniꞌí beuna leꞌa bexa nakla xin Dios yá naꞌantapa nsankea tsoꞌo be ta ugap. Leꞌa Xin Dios nlaꞌach bexa wa, ndontsa naꞌan xtaꞌan gunno maxuꞌu bexa.
1JN.5.19	No uniꞌí beuna leꞌa beuna nak xin Dios, maska idub gizhliyo ncho ndoꞌ yaꞌa maxuꞌu.
1JN.5.20	No uniꞌí beuna leꞌa Xin Dios mbiꞌid, no msaꞌa xa ta nyakbeꞌena beuna, ndontsa igondoꞌ beuna xa na ta ugeaka leꞌa nak Dios. Leꞌa ta wa Jesucristo Xin Dios, xa na dubtsa nak no beuna. Leꞌa xa wa ta ugeaka leꞌa nak Dios, xa nsaꞌa gealnaban nunk lá idub. 
1JN.5.21	Bego nak cuent xiꞌín naꞌ, lá yankea bega be ta naꞌanpa leꞌa nak Dios. Lika nak‑a.
2JN.1.1	Leꞌa naꞌ ndee xa gox nkeꞌa git ndee ndoꞌ lu, dub xagots mti Dios, no ndoꞌ bexa nak xin la. Leꞌa naꞌ ta ugeaka nkweaꞌ ladna itea bego. No iteanak bexa na nchandoꞌ gealngea ten Dios nkweaꞌ ladna bega. 
2JN.1.2	Leꞌa naꞌ li nkweaꞌ ladna bega, geal leꞌa beuna nchandoꞌ gealngea ten Dios, no idub tiemp nchandoꞌka beuna‑yá. 
2JN.1.3	Leꞌa naꞌ naꞌab ndoꞌ Tad Dios no ndoꞌ Jesucristo Xin Dios Xa Nibeꞌe, mas utsin gak bexa ndoꞌ bega, no mas ikweaꞌ ladna bexa bega, no gun bexa wen yoo ladna bega. No mas igeꞌ ladna bega gealngea ten Dios, no mas ikweaꞌ ladna bega be ltsaꞌa bega.
2JN.1.4	Uzhebpa mten lad naꞌ gor na mbín naꞌ leꞌa ncho be xin lu ndunka lak ndab gealngea ten Dios, lak unibeꞌe Dios Xus beuna gun beuna. 
2JN.1.5	Nat ndáp naꞌ ndoꞌ bego, ikweaꞌ ladna beuna be ltsaꞌa beuna. Leꞌa ta ndee naꞌanpa dub ta tilaw ndoꞌón beuna, leꞌa‑yá dub ta polkata uniꞌí beuna. 
2JN.1.6	Leꞌa tal beuna nkweaꞌ ladna be ltsaꞌa beuna, leꞌa ta wa gab leꞌa beuna nxobgek ndoꞌ Dios. Leꞌa ta wa lakka mbiꞌín bega polta unibeꞌe Dios: ikweaꞌ ladna beuna be ltsaꞌa beuna.
2JN.1.7	Uzhebpa ncho be men ndun gealkwiꞌin ndoꞌ gizhliyo, ndab bexa leꞌa Jesucristo naꞌanpa ngiꞌid ndoꞌ gizhliyo cuent dub men. Leꞌa bexa na li ndadiꞌizh wa xa ukwiꞌin, no nka bexa ta nlad Cristo. 
2JN.1.8	Blaꞌach bega lá gak perdid be tiꞌin na li mbin besa lat bega wa, ndi ikaꞌa bega itea be ta nlad Dios usaꞌa Dios ndoꞌ bega.
2JN.1.9	Leꞌa tal ton itoꞌo len ta ndab diꞌizh ten Jesucristo, cha gungea ladna xa stub ta xaꞌaga, leꞌa xa wa naꞌanpa xmen Dios. Ná leꞌa tal ton ndangea ladna lak mluu Jesucristo, leꞌa xa wa xmenka Dios Xus beuna no xmenka Xin Dios. 
2JN.1.10	Tal leꞌa ncho bexa ilayaꞌ lat bega, cha uluu xa dub ta xaꞌaga nak, lá ulaꞌa bega yoo xa wa len lid bega, no ni lá inidiꞌizh bega ndoꞌ bexa wa. 
2JN.1.11	Tal leꞌa ncho bega inidiꞌizh ndoꞌ bexa wa, leꞌa bega no ndunno bexa ta ugap wa.
2JN.1.12	Ncho sianta be taꞌa nlad naꞌ gáp naꞌ ndoꞌ bega, parea lá nlad naꞌ ukeꞌa naꞌ‑yá ndoꞌ git. Leꞌa naꞌ ndi nlad gal inaꞌ bega no gudiꞌizhno naꞌ bega, ndontsa mas uzheꞌeb iten ladna beuna.
2JN.1.13	Leꞌa be xin beal lu stub xagots mti Dios wa no nidiꞌizh ndoꞌ lu. Lika nak‑a.
3JN.1.1	Leꞌa naꞌ ndee xa gox ntuꞌub git ndee ndoꞌ lu Gayo, leꞌa naꞌ ta ugeaka nkweaꞌ ladna lu. 
3JN.1.2	Amig ten naꞌ, naꞌab naꞌ ndoꞌ Dios wen itoꞌo itea taꞌa gun lu, no wen yoo lu, lak wen nak ladoꞌo lu ndoꞌ Dios. 
3JN.1.3	Leꞌa gor na mlaꞌnchaꞌ pla be xmen Jesús sa ndee, mbidiꞌizh bexa ndoꞌ naꞌ xteꞌeta gaꞌal nsoꞌ lu ndoꞌ gealngea ten Dios. Cha uzhebpa mten lad naꞌ gor na mbín naꞌ ta wa. 
3JN.1.4	Naꞌan stub ta mas nten lad naꞌ ndoꞌ gor na ndón naꞌ leꞌa bexa nak cuent xiꞌín naꞌ gaꞌal nde ndoꞌ gealngea ten Dios.
3JN.1.5	Amig ten naꞌ, uzhebpa wen ndun lu gor na ndakno lu be xmen Jesús, maska lá nchandoꞌ lu bexa. 
3JN.1.6	Leꞌa bexa wa mbidiꞌizh ndoꞌ be xmen Jesús xteꞌe nkweaꞌ ladna lu bexa. Nat bin ta nsak ladna Dios, gakno lu bexa be ta nkiꞌin bexa nes yaꞌbe bexa. 
3JN.1.7	Leꞌa bexa wa utoꞌo ndun bexa tiꞌin ten Jesús, ni lá inab bexa ta nkiꞌin bexa ndoꞌ bexa lá nchandoꞌ Dios. 
3JN.1.8	Ta weꞌe leꞌa beuna nsabndoꞌ usaꞌa be ta nkiꞌin bexa, ndontsa li gakno beuna gudiꞌizh bexa gealngea ten Dios.
3JN.1.9	Leꞌa naꞌ mtuꞌubla dub git ndoꞌ be xmen Jesús nyakjunt sa baꞌ, ná leꞌa Diótrefes lá nlaꞌach ta nibeꞌe besa, ndi leꞌa xa nlad inibeꞌe. 
3JN.1.10	Ta weꞌe leꞌa zha na gal naꞌ lat bega, leꞌa naꞌ gáp ndoꞌ xa wa itea ta ugap ndun xa, leꞌa xa uzhebpa nisi besa. Naꞌanpa nabtsa ta ndee wa ndun xa, no ni lá nsaꞌa xa ta lid xa yoo be xmen Jesús, no ni lá nlaꞌa xa tal leꞌa ncho bego nlad usaꞌa ta lid na yoo bexa wa. No ngontuꞌub xa bego na li utsin ndun wa sa nzhealbe bega.
3JN.1.11	Amig ten naꞌ, lá gun lu lak ndun bexa ugap, ndi bin lak ndun bexa wen. Leꞌa tal ton gun be ta wen, leꞌa xa wa xmenka Dios. Ná leꞌa tal ton gun be ta ugap, leꞌa xa wa lá nchandoꞌ Dios. 
3JN.1.12	Leꞌa itea men ndab leꞌa Demetrio dub xa wen nak ndoꞌ Dios, ndun xa ta wen lak ndab gealngea ten Jesús. Leꞌa besa ndee no ndab leꞌa xa wa xa utsinka nak. No uniꞌí bega leꞌa besa sbeꞌen gealngeaka ndadiꞌizh.
3JN.1.13	Ncho sianta be taꞌa nlad naꞌ gáp naꞌ ndoꞌ lu, parea leꞌa naꞌ lá nlad ukeꞌa‑yá ndoꞌ git. 
3JN.1.14	Leꞌa naꞌ ndi nlad iniꞌí xan lu, weꞌe gudiꞌizh wa.
3JN.1.15	Leꞌa naꞌ naꞌab ndoꞌ Dios gun wen yoo ladna lu. Leꞌa be amig ten lu ndencho sa ndee nidiꞌizh ndoꞌ lu. Unidiꞌizh sakndoꞌ besa ndoꞌ kadga dub be amig ten beuna ndencho sa baꞌ.
JUD.1.1	Leꞌa naꞌ ndee Judas wit Jacob, ndun naꞌ tiꞌin ndoꞌ Jesucristo. Nkeꞌa naꞌ git ndee ndoꞌ bego nak xmen Dios. Leꞌa Tad Dios leꞌa mti bega li gak bega xmen xa, no nlaꞌach Jesucristo bega. 
JUD.1.2	Naꞌab naꞌ ndoꞌ Dios leꞌa xa mas gunkweaꞌ ladna bega, no mas wen yoo ladna bega, no mas ikea ladna Dios bega.
JUD.1.3	Bego amig ten naꞌ, leꞌa naꞌ uzhebpa nlad ukeꞌa dub git ndoꞌ bega, cuent ten ta na ngoꞌo Dios beuna ndoꞌ be ke ten beuna. Nsak naꞌ leꞌa naꞌ nsabndoꞌ ukeꞌa ta ndee ndoꞌ bega, ndontsa naꞌanpa ulaꞌa bega ucheꞌa be men diꞌizh ten Dios. Leꞌa diꞌizh wa ta ndangea ladna beuna, ta na msaꞌa Dios dubtsa biaj ndoꞌ beuna nak xmen xa. 
JUD.1.4	Li ndáp naꞌ geal leꞌa lat bega baꞌ uyote pla bexa ndab leꞌa nak xmen Dios, ná leꞌa bexa naꞌanpa ta ugea nak ta wa. Leꞌa bexa wa nkwiꞌin ndab geal ta na nkweaꞌ ladna Dios bexa wa, ta weꞌe syoꞌo gan gun bexa guniꞌi xtaꞌan nlad bexa. No ndab bexa leꞌa Dios naꞌanpa dubkama nibeꞌe beuna, no naꞌanpa nak Jesucristo Xwan beuna. Parea polkata nkeaniꞌi diꞌizh ten Dios leꞌa Dios utsaksika bexa na li ugap ndadiꞌizh wa.
JUD.1.5	Leꞌa naꞌ nlad utseꞌa ladna bega stub biaj xteꞌe uloꞌo Dios bexa Israel, bexa nak xmen xa ndoꞌ yaꞌa bexa Egipto. Cha tsoꞌo wa mnitndoꞌ Dios bexa na mlaꞌa ta na ngeꞌ ladna bexa Dios. 
JUD.1.6	Leꞌa ta wa lak ngwasea be angel tiemp polta, leꞌa bexa mlaꞌa sa msaꞌa Dios unibeꞌe bexa. Leꞌa Dios cha mtsaꞌab bexa wa sa uzhebpa ukaw, sa nchonyaw bexa idub tiemp, gast gal wizh utsaksi Dios itea bexa ugap nak. 
