GEN.1.1	Hapo mwanzo, Mungu aliumba mbingu na dunia.
EZK.48.21	Eneo linalosalia katika pande zote za eneo takatifu na eneo la mji, yaani lile eneo lenye eneo mraba likiwa na kilomita kumi na mbili u nusus kwa kila upande tokea mashariki hadi magharibi, mkabala na maeneo ya makabila, litakuwa la mtawala. Lile eneo takatifu ambamo maskani ya Mungu itakuwa katikati yake, 
EZK.48.22	na eneo la Walawi pamoja na lile eneo la mji, yatakuwa katikati ya eneo la mtawala. Eneo la mtawala litakuwa katika mpaka wa eneo la kabila la Yuda na eneo la kabila la Benyamini.
EZK.48.23	Makabila yaliyobaki yatagawiwa maeneo yao hivi: Kabila la Benyamini litapewa eneo kutoka mashariki hadi magharibi. 
EZK.48.24	Eneo linalopakana na eneo la Benyamini kutoka upande wa mashariki kuelekea upande wa magharibi litakuwa la kabila la Simeoni. 
EZK.48.25	Eneo linalopakana na kabila la Simeoni kutoka upande wa mashariki kuelekea upande wa magharibi litakuwa eneo la kabila la Isakari. 
EZK.48.26	Eneo linalopakana na kabila la Isakari kutoka upande wa mashariki kuelekea upande wa magharibi, litakuwa eneo la kabila la Zebuluni. 
EZK.48.27	Eneo linalopakana na kabila la Zebuluni, kutoka mashariki kuelekea magharibi, litakuwa eneo la kabila la Gadi. 
EZK.48.28	Eneo linalopakana na kabila la Gadi kuelekea kusini, mpaka utatoka mji wa Tamari hadi kwenye chemchemi za Meriba-kadeshi na kupitia upande wa mashariki ya Misri hadi Bahari ya Mediteranea. 
EZK.48.29	Hilo ndilo eneo la makabila ya Israeli. Humo ndimo watapewa maeneo yao, kila kabila eneo lake. Bwana Mwenyezi-Mungu amesema.
EZK.48.31	utakuwa na malango matatu: Lango la Reubeni, lango la Yuda na lango la Lawi. 
EZK.48.32	Ukuta wa Mashariki utakuwa na urefu wa mita 2,250. Upande huo utakuwa na malango matatu: Lango la Yosefu, lango la Benyamini na lango la Dani. 
EZK.48.33	Ukuta wa upande wa kusini utakuwa na urefu wa mita 2,250. Upande huo utakuwa na malango matatu: Lango la Simeoni, lango la Isakari na lango la Zebuluni. 
EZK.48.34	Ukuta wa upande wa magharibi utakuwa na urefu wa mita 2,250. Upande huo nao utakuwa na malango matatu: Lango la Gadi, lango la Asheri na lango la Naftali. 
EZK.48.35	Jumla ya urefu wa kuta zote nne utakuwa ni mita 9,000. Jina la mji kutokea sasa na kuendelea litakuwa: “Mwenyezi-Mungu Yupo Hapa.”
DAN.1.2	 Bwana akamwacha Yehoyakimu atiwe mikononi mwa mfalme Nebukadneza pamoja na baadhi ya vyombo vya nyumba ya Mungu. Basi mfalme Nebukadneza akachukua mateka na vyombo akavipeleka nchini Shinari,
DAN.1.3	Mfalme Nebukadneza akamwamuru Ashpenazi, towashi wake mkuu, amchagulie baadhi ya vijana wa Israeli wa jamaa ya kifalme na ya watu mashuhuri. 
DAN.1.4	Mfalme alitaka vijana wasio na kasoro, wazuri kwa umbo, wenye uzoefu wa kila hekima, wenye akili na maarifa na wanaofaa kutoa huduma katika ikulu. Alitaka pia vijana hao wafundishwe kusoma na kuandika lugha ya Wakaldayo. 
DAN.1.5	Mfalme aliagiza vijana hao wapewe chakula bora ambacho yeye mwenyewe alikula na divai ambayo alikunywa. Vijana hao walitakiwa wapewe mafunzo kwa miaka mitatu, kisha wapelekwe kwa mfalme. 
DAN.1.6	Miongoni mwa vijana waliochaguliwa walikuwa Danieli, Hanania, Mishaeli na Azaria, wote wa kabila la Yuda. 
DAN.1.7	Huyo towashi mkuu akawapa majina mengine; Danieli akamwita Belteshaza, Hanania akamwita Shadraki, Mishaeli akamwita Meshaki na Azaria akamwita Abednego.
DAN.1.8	Lakini Danieli aliamua kutojitia unajisi kwa kula chakula bora cha mfalme na kunywa divai yake. Kwa hiyo, alimwomba towashi mkuu amruhusu asile vitu hivyo na kujitia unajisi. 
DAN.1.9	Basi, Mungu akamjalia Danieli kupendelewa na kuhurumiwa na Ashpenazi, towashi mkuu. 
DAN.1.10	Lakini, towashi mkuu akamwambia Danieli, “Nina hofu kwamba bwana wangu mfalme ambaye ametoa maagizo kuhusu chakula na vinywaji unavyopaswa kutumia, ataona kuwa afya yako si nzuri kama ya wenzako wa rika lako. Hivyo maisha yangu yatakuwa hatarini.” 
DAN.1.11	Hapo Danieli akamwendea mtumishi aliyewekwa na towashi mkuu kumlinda yeye na wenzake kina Hanania, Mishaeli na Azaria, akamwambia, 
DAN.1.12	“Tafadhali utujaribu, sisi watumishi wako kwa muda wa siku kumi kwa kutupa mboga za majani na maji. 
DAN.1.13	Kisha, tulinganishe sisi na hao vijana wengine wanaokula chakula cha mfalme, halafu utoe uamuzi wako kulingana na jinsi utakavyoona.” 
DAN.1.14	Mlinzi akakubaliana nao, akawajaribu kwa muda wa siku kumi. 
DAN.1.15	Baada ya siku hizo kumi, aliwaangalia akaona kuwa wale vijana waliokula mboga za majani walionekana wenye afya na nguvu kuliko wale wengine wote waliolishwa chakula cha kifalme. 
DAN.1.16	Basi, yule mlinzi akawaacha waendelee kula mboga za majani badala ya chakula cha fahari na divai.
DAN.1.17	Mungu aliwajalia vijana hao wanne maarifa na ujuzi katika elimu na hekima. Zaidi ya hayo, alimjalia Danieli kipawa cha kufasiri maono na ndoto. 
DAN.1.18	Muda ulipotimia ambapo hao vijana wangepelekwa kwa mfalme kama alivyokuwa ameagiza, yule towashi mkuu akawapeleka vijana wote mbele ya Nebukadneza. 
DAN.1.19	Mfalme alipozungumza nao wote, hakuna walioonekana kuwa bora kama Danieli, Hanania, Mishaeli na Azaria. Basi, wakakubaliwa kumhudumia mfalme. 
DAN.1.20	Jambo lolote la hekima au maarifa ambalo mfalme aliwauliza alijionea mwenyewe kwamba vijana hao wanne walikuwa bora mara kumi kuliko waaguzi na wachawi wote katika utawala wake. 
DAN.1.21	Danieli alidumu katika huduma ya ikulu mpaka mwaka wa kwanza wa mfalme Koreshi.
DAN.2.1	Mnamo mwaka wa pili wa utawala wake, mfalme Nebukadneza aliota ndoto, akawa na wasiwasi sana rohoni hata usingizi ukamtoweka. 
DAN.2.2	 Basi, mfalme akaamuru waganga, walozi na wachawi wa Wakaldayo waletwe ili wamfasirie ndoto yake. Wote wakaja na kusimama mbele yake.
DAN.2.3	Mfalme Nebukadneza akawaambia, “Niliota ndoto, nayo inanipa wasiwasi, nami nataka nijulishwe tafsiri yake.” 
DAN.2.4	Wale Wakaldayo wakamwambia mfalme kwa Kiaramu, “Uishi, ee mfalme! Tusimulie ndoto yako nasi watumishi wako tutakufasiria.”
DAN.2.5	Mfalme akawaambia, “Nimetoa kauli yangu kamili: Ikiwa hamtanijulisha ndoto yenyewe na maana yake, mtangolewa viungo vyenu kimojakimoja, na nyumba zenu zitabomolewa. 
DAN.2.6	Lakini mkiniambia hiyo ndoto na maana yake, nitawapa zawadi, tuzo na heshima kubwa. Basi, nijulisheni ndoto hiyo na maana yake!” 
DAN.2.7	Wao wakamjibu mara ya pili, “Mfalme, tusimulie ndoto hiyo, nasi watumishi wako tutakufasiria.” 
DAN.2.8	Hapo mfalme akawakatiza kwa kusema, “Najua kweli kwamba mnajaribu kupoteza wakati kwa kuwa mnaona kwamba nilikwisha toa kauli yangu kamili, 
DAN.2.9	kwamba msiponijulisha ndoto hiyo, adhabu yenu ni moja. Mmepatana kunidanganyadanganya na kunilaghailaghai huku muda unapita. Niambieni ndoto hiyo, nami nitajua kuwa mnaweza kunijulisha maana yake.” 
DAN.2.10	Wale Wakaldayo wakamjibu: “Mfalme, hakuna mtu yeyote duniani awezaye kutimiza matakwa yako. Hakuna mfalme yeyote, hata awe mkuu na mwenye nguvu kiasi gani aliyepata kuwauliza waganga au walozi au Wakaldayo jambo kama hilo. 
DAN.2.11	Jambo unalouliza, ee mfalme, ni gumu. Hakuna mtu anayeweza kukufunulia isipokuwa miungu peke yake ambayo haikai miongoni mwa wanaadamu.” 
DAN.2.12	Kusikia hivyo, mfalme Nebukadneza alikasirika na kughadhibika sana, akaamuru wenye hekima wote wa Babuloni waangamizwe. 
DAN.2.13	Basi, tangazo likaenea kuwa wenye hekima wote wauawe; Danieli na wenzake, nao pia wakatafutwa ili wauawe.
DAN.2.14	Basi, Danieli, kwa tahadhari na busara, alimwendea Arioko, mkuu wa kikosi cha walinzi wa mfalme na ambaye alipewa jukumu la kuwaua wenye hekima wa Babuloni, 
DAN.2.15	akamwuliza, “Kwa nini amri ya mfalme ni kali hivyo?” Hapo Arioko akamsimulia Danieli kisa chote. 
DAN.2.16	Ndipo Danieli alipomwendea mfalme na kumwomba ampe muda ili aweze kumjulisha mfalme maana ya ndoto yake.
DAN.2.17	Kisha, Danieli akarudi nyumbani, akawajulisha wenzake Hanania, Mishaeli na Azaria jambo hilo. 
DAN.2.18	Aliwaambia wamwombe Mungu wa mbinguni awaonee huruma kuhusu fumbo hilo, ili wao wasiangamie pamoja na wenye hekima wengine wa Babuloni. 
DAN.2.19	Ndipo Danieli alipofunuliwa fumbo hilo usiku katika maono. Naye Danieli akamshukuru Mungu wa mbinguni, 
DAN.2.20	akasema,
DAN.2.20	“Na litukuzwe milele na milele jina lake Mungu.
DAN.2.20	Hekima na nguvu ni vyake.
DAN.2.21	Hubadilisha nyakati na majira,
DAN.2.21	huwaondoa na kuwatawaza wafalme.
DAN.2.21	Wenye busara huwapa hekima,
DAN.2.21	wenye maarifa huwaongezea ufahamu.
DAN.2.22	Hufunua siri na mafumbo,
DAN.2.22	ajua kilichoko gizani,
DAN.2.22	mwanga wakaa kwake.
DAN.2.23	Kwako, ee Mungu wa wazee wangu,
DAN.2.23	natoa shukrani na kukusifu,
DAN.2.23	maana umenipa hekima na nguvu,
DAN.2.23	umetujulisha kile tulichokuomba,
DAN.2.23	umetujulisha kile kisa cha mfalme.”
DAN.2.24	Basi, Danieli akamwendea Arioko aliyekuwa ameteuliwa kuwaangamiza wenye hekima wa Babuloni, akamwambia, “Usiwaue wenye hekima wa Babuloni, ila nipeleke mimi mbele ya mfalme, nami nitamweleza maana ya ndoto yake.”
DAN.2.25	Basi, Arioko akampeleka Danieli mbele ya mfalme kwa haraka na kumwambia, “Nimempata mtu fulani miongoni mwa mateka wa Yuda anayeweza kukufasiria ndoto yako, ee mfalme.” 
DAN.2.26	Mfalme akamwuliza Danieli, ambaye pia aliitwa Belteshaza, “Je, unaweza kunijulisha ndoto niliyoota na maana yake?” 
DAN.2.27	Danieli akamjibu mfalme, “Hakuna wenye hekima, wachawi, waganga wala wanajimu wanaoweza kukujulisha fumbo hilo lako. 
DAN.2.28	Lakini, yuko Mungu mbinguni ambaye hufumbua mafumbo, naye amekujulisha, ee mfalme Nebukadneza, mambo yatakayotukia siku zijazo. Ndoto yako na maono yaliyokujia kichwani mwako ulipokuwa umelala ni haya: 
DAN.2.29	Kwako ee mfalme, ulipokuwa umelala kitandani mwako, yalikujia mawazo kuhusu mambo yatakayotukia baadaye; naye Mungu afumbuaye mafumbo, alikuonesha yale yatakayotukia. 
DAN.2.30	Lakini mimi sikufumbuliwa fumbo hili kwa sababu nina hekima kuliko wanaadamu wengine, bali ili wewe mfalme, upate kujulishwa maana ya ndoto yako na kujua mawazo yako.
DAN.2.31	“Katika ndoto yako, ee mfalme, uliona sanamu kubwa, yenye nguvu na iliyongaa sana, imesimama mbele yako. Sanamu hiyo ilikuwa ya kutisha mno. 
DAN.2.32	Kichwa cha sanamu hiyo kilikuwa cha dhahabu safi, kifua chake na mikono yake vilikuwa vya fedha na tumbo lake na mapaja yake vilikuwa vya shaba. 
DAN.2.33	Miguu yake ilikuwa ya chuma na nyayo zake zilikuwa za mchanganyiko wa chuma na udongo wa mfinyanzi. 
DAN.2.34	Ukiwa bado unaangalia, jiwe lilingoka lenyewe, bila kuguswa, na kuipondaponda miguu ya shaba na udongo wa mfinyanzi ya ile sanamu, na kuivunja vipandevipande. 
DAN.2.35	Mara kile chuma, udongo wa mfinyanzi, shaba, fedha na dhahabu, vyote vikavunjika vipandevipande na kuwa kama makapi ya mahali pa kupuria nafaka wakati wa kiangazi. Upepo ukavipeperushia mbali kisibakie hata kipande kimoja. Lakini lile jiwe lililoivunja ile sanamu likageuka kuwa mlima mkubwa na kuijaza dunia yote.
DAN.2.36	“Hiyo ndiyo ndoto yako, ee mfalme. Na sasa tutakupa maana yake. 
DAN.2.37	Wewe, ee mfalme, mfalme wa wafalme! Mungu amekupa ufalme, uwezo, nguvu na utukufu! 
DAN.2.38	Amekupa mamlaka juu ya wanaadamu wote, wanyama wa porini na ndege wote wa angani, kokote kule waliko. Wewe ndiwe kile kichwa cha dhahabu! 
DAN.2.39	Baada yako utafuata ufalme mwingine, lakini ufalme huo utakuwa dhaifu. Huu utafuatwa na ufalme wa tatu unaofananishwa na shaba; huo utaitawala dunia yote. 
DAN.2.40	Baada ya falme hizo, utafuata ufalme mwingine imara kama chuma. Na kama vile chuma kivunjavyo na kupondaponda vitu vyote, ndivyo ufalme huo utakavyovunjavunja na kusagilia mbali falme zilizotangulia. 
DAN.2.41	Uliona pia kuwa nyayo na vidole vya sanamu hiyo vilikuwa nusu udongo wa mfinyanzi na nusu chuma. Hii ina maana kwamba ufalme huo utagawanyika; lakini utakuwa na kiasi fulani cha nguvu za chuma kwa sababu kulikuwa na chuma kilichochanganyikana na udongo wa mfinyanzi. 
DAN.2.42	Kama ulivyoona, vidole vyake vya miguu vilikuwa nusu chuma na nusu udongo wa mfinyanzi, na hii inamaanisha kwamba ufalme huo utakuwa na nguvu kiasi fulani na udhaifu kiasi fulani. 
DAN.2.43	Hii inamaanisha kwamba watawala wa ufalme huo watachanganyikana kwa kuoana na watu wasio wa taifa lao, lakini hawatafaulu kuchanganyikana kama vile chuma kisivyoweza kuchanganyikana na udongo wa mfinyanzi. 
DAN.2.44	Wakati wa wafalme hao, Mungu wa mbinguni ataanzisha ufalme ambao kamwe hautaangamizwa. Watu wengine hawataushinda na kuutawala ufalme huo, bali ufalme huo utaziponda na kuzikomesha falme zilizotangulia, nao utadumu milele. 
DAN.2.45	Uliliona jiwe lililongoka lenyewe toka mlimani, bila kuguswa, na jinsi lilivyoivunja vipandevipande ile sanamu iliyotengenezwa kwa chuma, shaba, udongo wa mfinyanzi, fedha na dhahabu. Ee mfalme, Mungu Mkuu amekufunulia mambo yatakayotukia baadaye. Mimi nimekusimulia. Ndoto yako ni ya kweli na maana yake ni halisi.”
DAN.2.46	Ndipo mfalme Nebukadneza alipoanguka kifudifudi na kumsujudia Danieli na kuamuru wamtolee Danieli tambiko na ubani. 
DAN.2.47	Mfalme akamwambia Danieli, “Hakika, Mungu wako ni Mungu wa miungu na Bwana wa wafalme, na ndiye afumbuaye mafumbo kwa sababu umefaulu kunifumbulia fumbo hili.” 
DAN.2.48	Kisha mfalme Nebukadneza akamtunukia Danieli heshima kubwa, akampa zawadi nyingi kubwakubwa, na kumfanya mtawala wa mkoa wote wa Babuloni, na mkuu wa wenye hekima wote wa Babuloni. 
DAN.2.49	Danieli akamwomba mfalme, naye mfalme akawaweka Shadraki, Meshaki na Abednego kuwa wasimamizi wa mambo ya utawala ya mkoa wa Babuloni. Lakini Danieli akabakia katika jumba la mfalme.
DAN.3.1	Mfalme Nebukadneza alitengeneza sanamu ya dhahabu, yenye kimo mita ishirini na nane na upana mita tatu. Aliisimamisha katika sehemu tambarare ya Dura, mkoani Babuloni. 
DAN.3.2	Kisha mfalme akaamuru maliwali, wasimamizi, wakuu wa mikoa, washauri, watunza hazina, majaji, mahakimu na maofisa wote wa mikoa wahudhurie sherehe ya kuzindua rasmi sanamu aliyoisimamisha. 
DAN.3.3	Basi, maliwali, wasimamizi, wakuu wa mikoa, washauri, watunza hazina, majaji, mahakimu na maofisa wote wa mikoa wakakusanyika tayari kwa uzinduzi wa sanamu aliyosimamisha mfalme Nebukadneza. 
DAN.3.4	Mpiga mbiu akatangaza kwa sauti kubwa, “Enyi watu wa makabila yote, mataifa yote na lugha zote, mnaamriwa kwamba 
DAN.3.5	mkisikia sauti ya baragumu, filimbi, kinubi, zeze, santuri, zumari na sauti za ala nyingine za muziki, lazima mwiname chini na kuiabudu sanamu ya dhahabu aliyosimamisha mfalme Nebukadneza. 
DAN.3.6	Na yeyote ambaye hatainama chini na kuiabudu, atatupwa mara moja katika tanuri ya moto mkali.” 
DAN.3.7	Kwa hiyo, watu wote, mara waliposikia sauti za baragumu, filimbi, kinubi, zeze, santuri, zumari na sauti za ala nyingine za muziki, walianguka kifudifudi na kuiabudu ile sanamu ya dhahabu ambayo mfalme Nebukadneza aliisimamisha.
DAN.3.8	Wakati huo, baadhi ya Wakaldayo wakajitokeza na kuwashtaki Wayahudi. Walimwambia mfalme Nebukadneza, 
DAN.3.9	“Uishi, ee mfalme! 
DAN.3.10	Wewe, ee mfalme, ulitoa amri kuwa kila mtu anaposikia sauti ya baragumu, filimbi, kinubi, zeze, santuri, zumari na kila aina ya muziki, ainame chini na kuiabudu ile sanamu ya dhahabu. 
DAN.3.11	Na kwamba mtu yeyote asiyeinama chini na kuiabudu sanamu hiyo, atupwe ndani ya tanuri ya moto mkali. 
DAN.3.12	Sasa, kuna Wayahudi fulani uliowateua kushughulikia mambo ya utawala wa mkoa wa Babuloni, yaani Shadraki, Meshaki na Abednego; watu hawa, ee mfalme, hawakuitii amri yako. Wanakataa kuitumikia miungu yako na kuiabudu ile sanamu ya dhahabu uliyoisimamisha.”
DAN.3.13	Hapo mfalme Nebukadneza, huku akiwaka hasira, akaamuru Shadraki, Meshaki na Abednego waletwe mbele yake. Nao wakawaleta mbele ya mfalme. 
DAN.3.14	Mfalme Nebukadneza akawauliza, “Je, ni kweli kwamba wewe Shadraki, wewe Meshaki na wewe Abednego, hamuitumikii miungu yangu wala kuiabudu ile sanamu ya dhahabu niliyoisimamisha? 
DAN.3.15	Basi, mtakaposikia tena sauti ya baragumu, filimbi, kinubi, zeze, santuri, zumari na sauti za ala nyingine za muziki, je, mko tayari kuinama chini na kuiabudu sanamu niliyotengeneza? Kama mkikataa, mtatupwa mara moja katika tanuri ya moto mkali. Je, ni mungu gani anayeweza kuwaokoa mikononi mwangu?”
DAN.3.16	Shadraki, Meshaki na Abednego wakamjibu mfalme, “Ee Nebukadneza, sisi hatuhitaji kukujibu kuhusu jambo hilo. 
DAN.3.17	Ikiwa ndivyo, Mungu wetu ambaye tunamtumikia aweza kutuokoa katika tanuri ya moto mkali; tena atatuokoa mikononi mwako, ee mfalme.
DAN.3.18	Lakini, hata kama haitafanyika hivyo, ujue wazi, ee mfalme, kwamba sisi hatutaitumikia miungu yako wala kuiabudu sanamu ya dhahabu uliyosimamisha.”
DAN.3.19	Hapo, mfalme Nebukadneza akawaka hasira, sura yake ikabadilika kwa chuki dhidi ya Shadraki, Meshaki na Abednego. Akaamuru mwako wa moto wa tanuri uongezwe mara saba kuliko kawaida yake. 
DAN.3.20	Akaamuru watu fulani wenye nguvu kabisa katika jeshi lake wawafunge Shadraki, Meshaki na Abednego na kuwatupa katika ile tanuri ya moto mkali. 
DAN.3.21	Basi, vijana hao wakafungwa hali wamevaa makoti yao, kanzu zao, kofia na mavazi yao mengine, wakatupwa katikati ya ile tanuri ya moto mkali. 
DAN.3.22	Kwa vile amri ya mfalme ilikuwa kali, ule moto ulikuwa umewashwa ukawa mkali sana, hata ndimi za moto zikawateketeza wale watu waliowapeleka Shadraki, Meshaki na Abednego. 
DAN.3.23	Ndipo Shadraki, Meshaki na Abednego, wakiwa wamefungwa, wakatumbukia katika ile tanuri ya moto mkali.
DAN.3.24	Basi, mfalme Nebukadneza akashangaa, akainuka kwa haraka na kuwauliza washauri wake, “Je, hatukuwafunga watu watatu na kuwatupa motoni?” Nao wakamjibu mfalme, “Naam, mfalme! Ndivyo!” 
DAN.3.25	Kisha akauliza, “Lakini sasa mbona ninaona watu wanne wakitembeatembea humo motoni bila kufungwa na wala hawadhuriki, na mtu wa nne anaonekana kama mwana wa miungu?”
DAN.3.26	Basi, mfalme Nebukadneza akaukaribia mlango wa tanuri ya moto mkali, akaita, “Shadraki, Meshaki na Abednego, watumishi wa Mungu Mkuu, tokeni mje hapa!” Shadraki, Meshaki na Abednego wakatoka motoni. 
DAN.3.27	Maliwali, wasimamizi, wakuu wa mikoa na washauri wa mfalme, wote wakakusanyika pamoja, wakaona ya kuwa ule moto haukuweza kuwaunguza hao watatu. Nywele zao hazikuungua, mavazi yao hayakuungua, wala hawakuwa na harufu yoyote ya moto.
DAN.3.28	Basi, mfalme Nebukadneza akasema, “Na asifiwe Mungu wa Shadraki, Meshaki na Abednego kwa kuwa alimtuma malaika wake na kuwaokoa watumishi wake ambao wanamtegemea. Wao walikataa kutii amri yangu ya kifalme, wakaitoa mhanga miili yao badala ya kuabudu mungu mwingine, ila Mungu wao peke yake. 
DAN.3.29	Kwa hiyo, naamuru kwamba watu wa kabila lolote, taifa lolote au lugha yoyote, watakaosema kitu chochote dhidi ya Mungu wa Shadraki, Meshaki na Abednego, watangolewa viungo vyao kimojakimoja na nyumba zao zitabomolewa. Maana hakuna mungu mwingine awezaye kuokoa namna hii.” 
DAN.3.30	Basi, mfalme Nebukadneza akawapandisha vyeo Shadraki, Meshaki na Abednego katika mkoa wa Babuloni.
DAN.4.1	“Mimi mfalme Nebukadneza, nawaandikia watu wa makabila yote, mataifa yote na lugha zote kote duniani. Nawatakieni amani tele! 
DAN.4.2	Nimeona vema kuwajulisha ishara na maajabu ambayo Mungu Mkuu amenionesha.
DAN.4.3	Jinsi gani zilivyo kubwa ishara zake Mungu!
DAN.4.3	Maajabu yake ni makuu mno!
DAN.4.3	Ufalme wake ni ufalme wa milele;
DAN.4.3	enzi yake yadumu kizazi hata kizazi.
DAN.4.4	“Mimi, Nebukadneza, nilikuwa ninaishi raha mstarehe nyumbani kwangu na kufana katika ikulu yangu. 
DAN.4.5	Lakini nikaota ndoto iliyonitisha; nikiwa nimelala kitandani, mawazo na maono kichwani mwangu yaliniogopesha. 
DAN.4.6	Hivyo, nikaamuru wenye hekima wote wa Babuloni waletwe mbele yangu ili wanieleze maana ya ndoto hiyo. 
DAN.4.7	Ndipo waganga, walozi, Wakaldayo na wanajimu wakaletwa. Nikawasimulia ndoto yangu, lakini hawakuweza kunieleza maana yake. 
DAN.4.8	Baadaye, akaja Danieli, anayeitwa pia Belteshaza, jina la mungu wangu, ambaye roho ya miungu
DAN.4.9	Ee Belteshaza, uliye mkuu wa waganga, nafahamu kuwa roho ya miungu
DAN.4.10	“Nilipokuwa nimelala, niliona maono haya: Niliona mti mrefu sana katikati ya dunia. 
DAN.4.11	Mti uliendelea kukua, ukawa imara na kilele chake kikafika mbinguni. Uliweza kuonekana kutoka kila mahali duniani. 
DAN.4.12	Majani yake yalikuwa mazuri. Ulikuwa umejaa matunda, kiasi cha kuitosheleza dunia nzima. Wanyama wote wa porini walipata kivuli chini yake, na ndege wa angani walikaa katika matawi yake. Viumbe vyote vilipata chakula kutoka mti huo.
DAN.4.13	“Nilipokuwa nimelala kitandani, niliona maono: Mlinzi mtakatifu alishuka kutoka mbinguni. 
DAN.4.14	Akapaaza sauti akisema, ‘Kateni mti huu na kuyakatakata matawi yake. Pukuteni majani yake na kuyatawanya matunda yake. Wanyama na watoroke chini yake na ndege kutoka matawi yake. 
DAN.4.15	Lakini acheni kisiki chake na mizizi yake ardhini, kwenye majani mabichi ya kondeni kikiwa kimefungwa hapo kwa mnyororo wa chuma na shaba. Mwacheni mtu huyo aloweshwe kwa umande wa mbinguni; mwacheni aishi pamoja na wanyama wa porini na kula nyasi mbugani. 
