MAT.1.1	Hembu omukanda womana owoiheombwale ya
JAS.4.1	Ovilwa nomalutangu mokati ken̯i vi dha pi? Kavi dhi molwiho lwen̯i nduu kondja momalutu en̯i? 
JAS.4.2	Mu na himu hala, atjaa kamu tji mono. Mu dhipaa, mu na onki, n̯e kamu na himu mona. Mu kondja, mu lwa, n̯e kamu na himu na tjo, mena lyokutya kamu kumbu. 
JAS.4.3	Mu kumba, atjaa kamu pewa, mena lyokutya mu kumba navi, mbimu kumba, mu ke vi undapetha ngahi mamu hala ovene. 
JAS.4.4	N̯e muvayoni wolukupo. Kamu tji i okutya au na oupanga nouye, mo ile ondjedhi yaKalunga? Iya nguma hala okuliholowolela oupanga nouye, ma ile ondjedhi yaKalunga. 
JAS.4.5	Ne mamu lipula okutya 
JAS.4.6	Iya et̯ilonkenda Kalunga ndime tu pa enene unene, iya Omusonekwa mau tyaa: “Kalunga u yele ovalinomi, u t̯ila onkenda ovalinunupiki.”
JAS.4.7	Tyeen̯i muKalunga. Kondjethen̯i omudiapoli, iya me mu inkolo. 
JAS.4.8	Hweenen̯i kuKalunga, ye ma hweene kun̯e. Ovalundhi, kohen̯i omawoko en̯i, n̯e owomahumbakuvali, kalen̯i ovakohoki momitima vyen̯i. 
JAS.4.9	Iwen̯i oluhepo lwen̯i, etethen̯i onkenda mu lile. Ovindjola vyen̯i ngavi ile ovililo, nehuluko lyen̯i ngali ile outhiwa. 
JAS.4.10	Linunupiken̯i kotjipala tja
JAS.4.11	Vakwetu, hámu likuminine, nguma kuminine omukwawo ne ha tya wa puka, ma kuminine oveta, ye he i tombo. Andaa mo tombo oveta okutya koo ulu oku i hwithila po, iya mo tya oveta ya puka. 
JAS.4.12	Kalunga oye a yandja oveta, ye oye a koya, ye oye ma ulu okuhupitha ne okuhan̯auna. Ove oove an̯i ngumo ulu okukoya omukwen̯i?
JAS.4.13	Napano teelelen̯i, hemba mbamu tyaa: “Ndino ne muhuka matu ka ya kontumba, k
JAS.4.14	N̯e kamu tji i okutya muhuka ku na tji ne onkalamwenyo yen̯i i li vi. Onkalamwenyo yen̯i i ngala omwithi mbuu ya po vala omununu, tjau hau handjana po. 
JAS.4.15	Ngaile mu popya wo amamu tyaa: “
JAS.4.16	Iya napano mu litanga, mu linoma, okulinoma huku li nyahoka kwa puka. 
JAS.4.17	Iya nguu tji i okutya u tha okuundapa ouwa, atjaa ye ahame u undapa, okutya wa lundha.
JAS.5.1	Iya napano ovahona teelelen̯i, lilen̯i n̯e mu yayane mena lyomaudheu ngamae ke mu vadha. 
JAS.5.2	Ouhona wen̯i wa wola, omidhalo vyen̯i vya liwa kotundu.
JAS.5.3	Otjisilveri notjingoldo tjen̯i tja ninga omulelu, hehi matji ningi oumbangi woku mu pa ombedhi. Omulelu hembu mau ka lya onyama yen̯i ngomulilo. Mwe liongedhela omauhona pomatango henga opehulilo. 
JAS.5.4	Taa tuutuu, ondjambi yovaundapi wovyana vyen̯i ndjimwe ve kengelela, mai kuu onkwoo. Okuyaya kwovantu mboka mbava teya ovilya vyen̯i, kwe thika momatwi a
JAS.5.5	Mwa kala mouwa kombanda yohi nomomahalo en̯i. Mu n̯initha omitima vyen̯i metango ndyoka ape na ngwaa twele. 
JAS.5.6	Mwa koya, hamu dhipaa omuvyuuki, ye ke mu kondjethele
JAS.5.7	Iya vakwetu, likambulithilen̯i katee 
JAS.5.8	Nan̯e wo likambulithilen̯i, omitima vyen̯i ngavi dhike, mena lyokutya okutjuna kwaMuhona ku li popedhi. 
JAS.5.9	Vakwetu, hámu litangunitha, opo hámu koywa. Taa tuutuu, nguma koyo wa kulama pomuvelo. 
JAS.5.10	Vakwetu, holelen̯i 
JAS.5.11	Taa tuutuu, mbave likambulithila, matu tya ovanalao. Job hiee likambulithila, mwe mu tyaa. Mwa mona omaandelo ngaa pewa kuMuhona, mena lyokutya Muhona u na olukeno nomutima wonkenda.
JAS.5.12	Iya vakwetu, komeho yovipuka avihe, hámu ana eulu ne ohi n̯e hámu ana eano nolimo. Iya tyen̯i vala “Iinga, iinga” ne “Aai, aai”, opo hámu koywa.
JAS.5.13	Mokati ken̯i andaa pe na nguu na oudheu, nga kumbe, andaa pe na ngwee hulukwa, nga imbe oviimbo okuhivilika. 
JAS.5.14	Mokati ken̯i andaa pe na nguma vele, nga ithane ovanene v
JAS.5.15	Ealikano lyomwiitaveli mali velula omuvedhi. Muhona me mu imuna. Andaa wa lundha, Muhona me mu ithile po odhonkali. 
JAS.5.16	Iya lihipululilen̯i odhonkali dhen̯i, mu likumbile, opo mu veluke. Ealikano lyomuvyuuki li na odhonkono odhonene, mali ulu okuninga tja. 
JAS.5.17	Elia wa li omuntu ngant̯e. Wa kumba okutya ombula ahamai loko, yo ahamai loko oule wodhombula ndatu nomiedhi epandu.
JAS.5.18	Iya wa kumba uke, ombula hai loko, ohi hai mene ovilya.
JAS.5.19	Vakwetu, andaa mokati ken̯i mu na nguma dhi mondjila yatjatjili, umo he mu tjun̯a, 
JAS.5.20	koneka okutya nguma tjun̯a omulundhi, he mu pukulula mondjila ye yepuko, ma hupitha omwenyo womulundhi ngoka met̯o, nodhonkali dhe adhihe madhi ithwa po.
1PE.1.1	Omukanda hembu mau dhi kwaame Petrus, 
1PE.1.1	Me sonekele ovaholowolwa, odhongendi mbava handjanena movilongo vyomoPontus, moGalatia, moKappadokia, moAsia nomoBitinia. 
1PE.1.2	Kalunga Ihe we ve holowola ae lukulu. Ombepo Ondhilikwa ye ve ninga ovantu ovadhilikwa, va tyee muJesus Kristus, wo va kohwa nombindhi yaKristus.
1PE.1.2	Et̯ilonkenda nouwa owingi ngau kale nan̯e.
1PE.1.3	Kalunga, Ihe ya
1PE.1.4	okutya matu mono oumpinga mbuhau yonaka, mbuhau sili, mbuhau anda, mbumwa ungulilwa meulu, 
1PE.1.5	n̯e hemba mbamwa amenwa kodhonkono dhaKalunga mena lyeitavelo, mu mone ehupitho hendi ndyaa longekedhelwa oku ka holololwa motembu yathiinina.
1PE.1.6	Iya hulukwen̯i, nandaku tiwa napano mokaluvedhe heha mamu pitile momaudheu omengi. 
1PE.1.7	Iya ontanto yomaudheu okutala okutya eitavelo lyen̯i olyatjatjili. Ngahi tji li otjingoldo hitji pwa po, hatji anda, natjo tji lolwa momulilo, tji talwe okutya tja kola. Iya neitavelo lyen̯i ndii na okalu okupon̯a otjingoldo, otjo mali lolwa nyahoka, mu pewe etumbalo, nelaimo, nehiviliko katango Jesus Kristus ma ka hololoka. 
1PE.1.8	N̯e nandaku tiwa kamu mu mwene, mu mu hole, mwa itavela muye. Nandaku tiwa napano kamu mu lwete, mwe hulukwa nokulinyandaela, mu na ehuluko enene ndihamali tjiiwa okuyelekwa, 
1PE.1.9	iya mamu mono ontanto yeitavelo lyen̯i, matji tya ehupitho lyomienyo vyen̯i.
1PE.1.10	Ehupitho ndyoka lya taendhwa, hali thongononwa k
1PE.1.11	Va thongonona otembu ndjoka okutya onalun̯i ne i li vi, Ombepo yaKristus ndjii li muwo ndjaa popya, hiva thimbila okutatethwa kwa Kristus, netumbalo ndimali ke ya kon̯ima yokutatethwa kwe. 
1PE.1.12	Kalunga wa holololela ovaprofeti okutya ovilinga vyawo kavya li nouwa wawo ovene, iya owen̯i, ngahi va popya ouhunga novipuka hembi mbimu yuvite napano kodhontumwa ndhii teetha ondaka ombwa kodhonkono dhOmbepo Ondhilikwa ndjaa tumwa okudha meulu. Ovaengeli va kala amava hala wo okutala ovipuka hembi.
1PE.1.13	Iya kalen̯i nodhondunge mumbyoka mbimwa thele okuundapa. Kalen̯i amwa pathumuka, amamu kevelele ouwa wehupitho mboka mbumamu ka pewa, 
1PE.1.14	Iya n̯e mu ngala odhondele mbava tyaa, iya hámu itavele okulandula omahalo en̯i omavi ngamwa landulile lukulu, himwa li ahamu na himu i. 
1PE.1.15	Iya ngwee mu ithana ngahi e li omudhilikwa, nan̯e kalen̯i ovadhilikwa movipuka avihe mbimamu ningi. 
1PE.1.16	Iya kwa sonekwa okutyaa: “Kalen̯i ovadhilikwa, mena lyokutya ame ndjimudhilikwa.”
1PE.1.17	Iya andaa mamu kumbu kuKalunga, ngoka nguu koya ovantu avehe novilinga vyawo nguhe na okapungulula, mu tya Taa, kalen̯i nontilo moluvedhe hendu lwen̯i lwoungendi. 
1PE.1.18	Iya mu tji i okutya monkalo mumwe thiwa kowoihoombwale, kamu yowolelwe mo novipuka mbii anda, ngahi tji li otjisilveri ne otjingoldo, 
1PE.1.19	iya mwa yowolwa nombindhi yaKristus ndjii na okalu, ngwaa li ama ngala ondjona ndjihai na otjipo ne ombedhi. 
1PE.1.20	Kalunga we mu holowola ae lukulu, tainkolo ouye ahauya utwa, he mu hololola pomatango henga opehulilo mena lyen̯i. 
1PE.1.21	N̯e mwa itavela muKalunga okupitila muKristus. Kalunga we mu imuna kout̯e, he mu pa etumbalo, eitavelo neliun̯iko lyen̯i opo li kale muKalunga.
1PE.1.22	Iya napano himwa tyaa otjatjili, mwa kohoka, mu hole ovaitaveli vakwen̯i, kamu liningitha. Kalen̯i amu lihole tjatjili nomitima mbyaa kohoka. 
1PE.1.23	N̯e mwa yumukululwa, kamu dhile mombuto ndjimai anda, iya mwa dha mombuto ndjihamai anda, modhondaka dhaKalunga ndhii na omwenyo, ndhimadhi kala katee apehe. 
1PE.1.24	 ngahi mau tyaa:
1PE.1.24	“Ovantu avehe va ngala ehodhi,
1PE.1.24	etumbalo lyawo li ngala olyodhontemo dhehodhi.
1PE.1.24	Ehodhi li kukuta, odhontemo dhi laumuka.
1PE.1.25	Iya ondaka ya
1PE.1.25	Ondaka ndjoka oyo i li ondaka ombwa ndjimwa teethelwa.
1PE.2.1	Iya yethen̯i ovipuka avihe ovivi, ovithithi, okulinoma, onki nomalwaambo. 
1PE.2.2	Ngoupepe hiuu yama omahini, nan̯e kalen̯i nonyota yomahini opambepo ngoka ngae li odhondaka dhaKalunga, e mu kulithe, mu hupithwe. 
1PE.2.3	 ngahi mau popi himau tyaa: “N̯e mwa koneka okutya 
1PE.2.4	Indjen̯i ku
1PE.2.5	Ngomawe omanamwenyo, tungithwen̯i onganda yopambepo, mu ile 
1PE.2.6	Iya 
1PE.2.6	“Taa tuutuu, ame me twaa moSion ewe
1PE.2.6	ndyaa holowolwa, ndii na otjilinga otjinene.
1PE.2.6	Nguma itavele muye, kaa ka t̯ithwa ohon̯i.”
1PE.2.7	Ewe hendi kun̯e mbamwa itavela, li na otjilinga otjinene. Iya kumbahava itavelele, Omusonekwa mau tyaa:
1PE.2.7	“Ewe ndyoka ovatungi ndiva yekelahi,
1PE.2.7	lya ninga ewe ndyaa tumbala okupon̯a omawe aehe.”
1PE.2.8	Omusonekwa omukwawo mau tyaa:
1PE.2.8	“Ewe lyokuputaletha ovantu,
1PE.2.8	noluwaa lyoku ve withitha.”
1PE.2.8	Mava putala, mena lyokutya kava itavelele ondaka yaKalunga, ngahi va li amava halelwa.
1PE.2.9	Iya n̯e mumuhoko mbwaa holowolwa, ovayambethi wombala, otjiwan̯a otjidhilikwa, ovantu vaKalunga omwene mbamwa holowolwa, mu hipulule ovilinga vye ovinene. Kalunga we mu ithana mo met̯iku, mu ye motjiten̯i tje otjikumithi.
1PE.2.10	Nahi lukulu kamwa li ovantu vaKalunga, iya napano mwa ninga ovantu ve. Nahi lukulu kamwa li amu i et̯ilonkenda lyaKalunga, iya napano et̯ilonkenda lye mu li i.
1PE.2.11	Vahivilikwa, me mu pukulula, mu li ngovayenda nodhongendi mouye hembu. Litjaelen̯i komahalo aehe ountu ngaa kondjetha omwenyo. 
1PE.2.12	Kalen̯i nonkalo ombwa mokati k
1PE.2.13	Mena lya
1PE.2.14	ne kovatumini mbava tumwa komutumini wotjilongo okuya okuyumaneka mbava undapa ouvi nokupandula mbava undapa ouwa. 
1PE.2.15	Iya Kalunga ma hala okutya ovipuka mbimu undapa oviwa, vi tutuvaleke omapopyo omawoova. 
1PE.2.16	Kalen̯i amwa kutuluka, ekutuluko lyen̯i hámu li undapetha okutjikila ouvi wen̯i, iya kalen̯i ngovapika vaKalunga. 
1PE.2.17	Tumbaleken̯i ovantu avehe. Kalen̯i amu hole ovaitaveli vakwen̯i. Tilen̯i Kalunga, n̯e mu tumbaleke omutumini.
1PE.2.18	Vaundapi, tyeen̯i kovahona ven̯i, n̯e mu ve tumbaleke. Hámu tee vala kumbave li nawa, iya nokumbave na onya. 
1PE.2.19	Kalunga me ke mu pa otjiwa, andaa mamu likambulithile omatatetho, n̯e ahamu na himwa ningi, mena lyelityoo lyen̯i kotjipala tjaKalunga. 
1PE.2.20	Matji popile tji, andaa mamu likambulithile, nan̯i n̯e amwa tonenwa okuundapa ouvi? Iya andaa mamu likambulithile omatatetho, amamu undapa ouwa, okutya Kalunga me ke mu pa otjiwa. 
1PE.2.21	Iya otjipuka hitji li hinyahi, Kalunga otjo e mu ithanena, mena lyokutya 
1PE.2.22	Ye ka lundhile nokanunu. Kape na tja omuntu noumo ngwee mu tyaa ama popi ovithithi,
1PE.2.23	mbave mu penya, ke ve penyene, hiaa tatethwa, ka yumanene. We liun̯ika muKalunga ke nguu koya nawa hitja vyuuka.
1PE.2.24	Kristus wa tjinda odhonkali dhetu molutu lwe k
1PE.2.25	Iya n̯e mu ngala odhondhu ndhaa keka, iya napano mwa tjuna komut̯ita nomutekuli womienyo vyen̯i.
1PE.3.1	Ovakadhintu nan̯e wo tyeen̯i kovalumentu ven̯i, opo mbahava itavelele muKalunga, nandaku tiwa kamuye ve heela ondaka yaKalunga, va itavele mena lyonkalo yen̯i.
1PE.3.2	Mava mono onkalo yen̯i ombwa, himu tumbaleka Kalunga. 
1PE.3.3	Katji na himatji popile, okulithevetha nouhila wokombanda, okulitata omapanda, okudhala odhondjambwila dhovingoldo ne omidhalo vyouhona.
1PE.3.4	Hámu ningi nyahoka, outhewe watjatjili wopambepo ndjii na ouwa mbwaa tutuvala, mbuhau anda, owo u na otjilinga otjinene kotjipala tjaKalunga. 
1PE.3.5	Ovakadhintu ovavyuuki mbave liun̯ika muKalunga, nahi otjo ve lithevetha nyahoka, hava tee kovalumentu vawo. 
1PE.3.6	Sara naye nahi u tyaa kuAbraham, u mu ithana okutya omuhona we. N̯e mudhondele dhaSara ovakadhona, amamu undapa ouwa, ahamu na tja owoma.
1PE.3.7	Ovalumentu nan̯e himamu kala novakadhintu ven̯i, ve kambulen̯i nawa, mu koneke okutya va ngala odhombiya dholuma, mwa thele oku ve tumbaleka, nawo Kalunga me ke ve pa pamo nan̯e omwenyo otjali. Ngatjo mu kala nyahoka, opo hápa kala himatji mu tjaele, himamu kumbu.
1PE.3.8	Pauthupi me tya amuhe kalen̯i moukumo umo, lit̯ilen̯i onkenda. Vakwetu kalen̯i amu lihole, amu na olweembya, hámu linomo. 
1PE.3.9	Ngume ku ningi navi, hó mu tjun̯ine ouvi, ngume ku penye, hó mu penye, mu pa elao, ngahi mwa ithanwa mu pingane elao. 
1PE.3.10	 mau tyaa:
1PE.3.10	“Nguma hala okuhulukilwa onkalamwenyo ye,
1PE.3.10	a mone omatango omawa,
1PE.3.10	elaka lye nge li tjaele kouvi,
1PE.3.10	ye nga yethe okupopya ovithithi.
1PE.3.11	Nga yethe ovilinga ovivi,
1PE.3.11	a undape ovilinga oviwa.
1PE.3.11	Nga taendhe ouwa, ye e u kondjele.
1PE.3.12	Iya omeho a
1PE.3.12	omatwi e a teelela omaalikano awo.
1PE.3.12	Iya avehe mbava undapa ouvi, me ve yumaneke.”
1PE.3.13	Aan̯i ngume mu ihametha, andaa n̯e mamu hala okuundapa ouwa? 
1PE.3.14	Iya andaa mamu tatethwa, himamu undapa ouwa, n̯e muvanalao. Iya himave mu hongo, hámu tila, n̯e hámu uluma.
1PE.3.15	Undapelen̯i Muhona 
1PE.3.16	Iya tji ningen̯i mombepo ombwa ndjaa tutuvala, amu na elityoo ewa, opo mbamava penye onkalo yen̯i ombwa muKristus, va t̯ithwe ohon̯i kovipuka avihe mbimave mu penyene. 
1PE.3.17	Iya awa undapa ouwa, atjaa ho tatethwa, tji li nawa, andaa himo tatethelwa tji li kehalo lyaKalunga, tja pon̯a okutatethelwa okuundapa ouvi. 
1PE.3.18	Kristus wa t̯ila ovantu avehe otjikando tjimo mena lyodhonkali, omuvyuuki poluvedhe lwovalundhi, opo e ve ete puKalunga. Wa dhipawa palutu, ha kala nomwenyo pambepo. 
1PE.3.19	Iya hiaa li monkalo yopambepo, wa ya, ha ka teethela odhombepo motjovat̯e. 
1PE.3.20	Odhombepo hendhi ndhaa ka teethelele, ovantu mbahava teele kuKalunga hiee likambulithila, he ve kevelele, ve liteyulule pomatango hengenya Noa hiaa tungile 
1PE.3.21	Omeva henga otjiyulikitho tjetjatjo napano ndimali mu hupitha. Etjatjo kaali itha po vala osilo yokolutu, iya metjatjo tu kumba, Kalunga e tu pe elityoo ewa mena lyeimuko kout̯e lya
1PE.3.22	Jesus wa ya meulu, u li kokulyo kwaKalunga, u tumina ovaengeli, omatumino nodhonkono dhomeulu.
1PE.4.1	Iya 
1PE.4.2	Iya okudha ndino hendi okukala kwen̯i kombanda yohi ngaku kale mehalo lyaKalunga, hámu kala mehalo lyen̯i. 
1PE.4.3	Tjau, tja hula, himwa kala amu undapa hitji undapa 
1PE.4.4	Ovapaani ve kumwa, mena lyokutya kamu undapa uke pamo nawo monkalo yokuhelitjaela kutja, opo va dha oku mu penya. 
1PE.4.5	Wo va thele oku ke lihipulula kotjipala tjaKalunga, ngwee lilongekedha okukoya ovat̯e nambave na omwenyo. 
1PE.4.6	Iya ondaka ombwa ya teethelwa wo ovat̯e, opo nandaku tiwa va koywa mountu ngovantu avehe hiva koywa, va kale nomwenyo wopambepo ngaKalunga hiee na omwenyo.
1PE.4.7	Ehulilo lyovipuka avihe li li popedhi. Lungamen̯i, mu liyunge nawa, opo mu tjiiwe okukumba. 
1PE.4.8	Komeho yovipuka avihe, kalen̯i amu lihole. Ohole i t̯imika omauvi omengi.
1PE.4.9	Yakulen̯i ovayenda modhonganda dhen̯i, hámu ngongota. 
1PE.4.10	Omuntu auhe nga undapethe otjali soka hiaa pewa kuKalunga okupopila natjo ovakwawo ngahi matji thevelwa ovayungi ovawa wokuyunga otjali tjaKalunga hitji lili nahitji lili. 
1PE.4.11	Nguma teetha, wa thele okuteetha ondaka oyeneyene ndjaa dhi kuKalunga. Nguma popile, nga popile nodhonkono ndhima pewa kuKalunga, opo Kalunga a tumbalekwe movipuka avihe okupitila mu
1PE.4.12	Vahivilikwa vandje, hámu kuminwa omaudheu mumu li napano, ngotjipuka hihamuya mona nkee mwa dhile. 
1PE.4.13	Iya hulukwen̯i, himu na mo tja momatatetho a
1PE.4.14	Amamu lalulwa mena lyokutya mwa itavela muKristus okutya muvanalao, mena lyokutya Ombepo yelaimo, Ombepo yaKalunga i li kombanda yen̯i. 
1PE.4.15	Mun̯e hámu kala omuntu nguma tatethwa mena lyokutya u dhipaa ne otjimpulu ne omputji ne u na olumbwe novipuka vyovantu. 
1PE.4.16	Iya amamu tatethwa mena lyokutya muvakriste, hámu t̯a ohon̯i, tumbaleken̯i Kalunga, mena lyokutya ovantu ve mu tya muvakriste.
1PE.4.17	Oluvedhe lwokukoywa lwe thiki, ovantu vaKalunga nt̯e, ont̯e matu koywa olutenga. Andaa ont̯e matu utu okukoywa, omaandelo atjo maa ka kala vi kovantu mboka mbahava itavelele ondaka ombwa ndjaa dha kuKalunga? 
1PE.4.18	 ngahi mau tyaa:
1PE.4.18	“Andaa omuvyuuki ma hupithwa noudheu,
1PE.4.18	nguhe na ko natja naKalunga ma ningwa vi?”
1PE.4.19	Iya mbamava tatethwa mena lyehalo lyaKalunga, ngava undape ouwa, ve liyandje mOmuuti wawo omuliun̯ikwa.
1PE.5.1	Ovanene v
1PE.5.2	Lithen̯i odhondhu Kalunga ndhee mu pa. Dhi lithen̯i nawa, Kalunga ngahi ma hala, hakun̯in̯ikidhwa. Hámu undapele vala othuto, iya undapen̯i nehalo ewa.
1PE.5.3	Ovantu mbamwa pewa, hámu ve tumine ngovatumini, iya kalen̯i otjiholelwa tjawo. 
1PE.5.4	Omut̯ita omunene hime ya, mamu ka pewa ohala yetumbalo ndjihamai kundjuka.
1PE.5.5	Nan̯e omitanda tyeen̯i kovanene. Amuhe linunupiken̯i, opo mu tjiiwe okulipopila. 
1PE.5.6	Iya linunupiken̯i kohi yokuwoko kwodhonkono dhaKalunga, Kalunga opo e mu nenepeka poluvedhe oluwa.
1PE.5.7	Mu pen̯i otjiho tjen̯i, mena lyokutya oye me mu t̯ile otjiho.
1PE.5.8	Liyungen̯i, mu pathumuke. Ondjedhi yen̯i, omudiapoli, u mu kondoloka otjo ma popi ngonkeyama amai hala okukambula himai hala okulya. 
1PE.5.9	Iya mu kondjethen̯i neitavelo ndyaa kola. Iya iwen̯i okutya ovakwen̯i mouye nawo va tjinda omaudheu ngahenga. 
1PE.5.10	Iya napano Kalunga nguu na onkenda aihe, ngwee mu ithanena metumbalo lye ndihamali anda, muKristus 
1PE.5.11	Kalunga nga tumine apehe katee apehe. 
1PE.5.12	Silas, omukwetu ngumbe liun̯ika, wa mpopila okuntjonekela ko omukanda hembu pauthupi. Me hala oku mu vandhipaleka, ndji mu hipululile okutya hehi et̯ilonkenda lyaKalunga lyatjatjili. Kalen̯i amwa kola.
1PE.5.14	Limenekelen̯i po, mu kale amu lihole, mu lihupite nohole youkriste.
1PE.5.14	Ouwa ngau kale nan̯e amuhe mbamu li ova
2PE.1.1	Omukanda hembu mau dhi kwaame Simon Petrus, omupika n
2PE.1.1	Me sonekele mboka mbava pewa eitavelo ewa ngolyetu mena lyouvyuuki waKalunga ketu nowOmuhupithi Jesus Kristus.
2PE.1.2	Et̯ilonkenda nouwa owingi ngau kale nan̯e, mena lyokutya mu i Kalunga naJesus 
2PE.1.3	Odhonkono dhe dhopaukalunga dhe tu pa ovipuka avihe mbitu hepa, opo tu kale nomwenyo nontilokalunga. Hehi matji tjiiwa, mena lyokutya nt̯e napano Kalunga tu mu i. Oye e tu ithana netumbalo nouwa we. 
2PE.1.4	Iya mena lyovipuka hembi, we tu pa otjali omaudhiko omanene ngae na okalu. Amwe e tambula mamu ulu okwiinkola elundhako ndii li mouye hembu mena lyehalo evi, hamu pewa mo monkalo yopaukalunga. 
2PE.1.5	Iya mena lyokutya Kalunga we tu undapela wo ovipuka ovinene hembi avihe, kondjen̯i nodhonkono adhihe, eitavelo lyen̯i li yulike ouwa, ouwa u yulike odhondunge, 
2PE.1.6	odhondunge dhi yulike okuliyunga nokulikambulithila, okulikambulithila ku yulike ontilokalunga, 
2PE.1.7	ontilokalunga i yulike ohole okukala au hole 
2PE.1.8	Ovipuka hembi andaa mu na vyo, havi ile ovingi mun̯e, mavi mu itha ondende, havi mu twala movilinga mbyoka mbimavi eta ovinyango okwiiwa kwen̯i 
2PE.1.9	Iya nguhe na tja ovipuka hembi, omupot̯i, ke ku mono, wa dhimba okutya odhonkali dhe dhalukulu dha ithwa po.
2PE.1.10	Vakwetu, kondjen̯i unene, koleken̯i eitavelo neholowolo lyen̯i himwa ithanwa kuKalunga, mena lyokutya andaa otjo mamu ningi nyahoka, kaamu putala nokanunu. 
2PE.1.11	Iya nyahoka mamu ka pewa oluvedhe oluwa ndwaa hulu okuya motjilongo tjaapehe tjaMuhona wetu, Omuhupithi, Jesus Kristus.
2PE.1.12	Iya me kala ame mu thipalukitha ovipuka hembi apehe, nandaku tiwa n̯e ovene mu vi i, nahimwa pamekelwa motjatjili himu na tjo. 
2PE.1.13	Ame me lipula okutya tja vyuuka ndji mu thipalukithe ovipuka hembi, tainkolo ndji na omwenyo. 
2PE.1.14	Iya ame ndji tji i okutya et̯o lyandje li li popedhi, ngahi mba heelwa kuMuhona wetu Jesus Kristus. 
2PE.1.15	Me kondjo oku mu yulikila ondjila, opo katango me dhi po mu tjiiwe wo apehe okuthipaluka ovipuka hembi.
2PE.1.16	Hitwe mu heela odhonkono nokutjuna kwa
2PE.1.17	Kalunga Ihe we mu pa etumbalo nelaimo. Ondaka yetumbalo lyokombandambanda ye ya kuye, hai tyaa: “Hengu oye e li omunwandje omuhivilikwa ngumba hopa.”
2PE.1.18	Ondaka hendji ndjaa dha meulu, nt̯e ovene twe i tyaa, hitwa li naye kondundu ondhilikwa.
2PE.1.19	Nt̯e tu na etumwalaka lyouprofeti ndyaa kola unene. Mamu ningi nawa amamu litwaa mo nawa, mena lyokutya lyo li ngala olamba amai tungatele met̯iku, katee maku tji, ngonyothi yomomahuka amai tungatele momitima vyen̯i. 
2PE.1.20	Komeho yovipuka avihe, kalen̯i amu tji i okutya kape na tja omuntu nguma ulu okuthitulula nodhondunge dhe ouprofeti waKalunga mbuu li m
2PE.1.21	mena lyokutya kaku na tja ouprofeti mbwaa etwa kehalo lyomuntu, iya ovantu va popya soka hiva pewa kuKalunga, hava viyulwa kOmbepo Ondhilikwa.
2PE.2.2	Ovantu ovengi mava ka landula odhonkalo dhawo dhokuhelitjaela movihulo, hava ka penya ondjila yatjatjili mena lyovilinga vyawo. 
2PE.2.3	Ovalongi mboka wovithithi mena lyokutya ve na olwiho, mave ke mu heela ovithithi, opo ve mu nyokome. Iya okudha lukulu va longekedhelwa ekoyo, ehan̯auno lyawo li li popedhi.
2PE.2.4	Iya Kalunga ka yethele ovaengeli mboka mbava lundha, we ve yumaneka, he ve yumbu menkomototo ava kutwa nomalyenge, va takamethwe katee ketango lyekoyo. 
2PE.2.5	Kalunga ka yethele ouye walukulu, we u yumaneka. Ovantu mboka mbahave na ko natja naKalunga we ve tumina ethundja, atjaa Noa, omuteethi wouvyuuki novakwawo epanduvali va amenwa.
2PE.2.6	Wa han̯auna po 
2PE.2.7	Iya Kalunga wa hupitha Lot, omuvyuuki, ngwaa li ae na oudheu mena lyovantu mbave na odhonkalo dhokuhelitjaela movihulo ndhihadhi na oveta.
2PE.2.8	Omulumentu ngoka omuvyuuki wa li mokati kawo omatango aehe, wa tyaa, ha mono ovilinga vyawo ovivi mbii ihametha omwenyo we omuvyuuki. 
2PE.2.9	Iya Muhona u tji i hiaa thele okuhupitha ovavyuuki momaudheu. Mbahave thi ovavyuuki me ve takametha, he ve yumaneke katee metango lyekoyo. 
