MAT.1.1	Liáni áabai lista nashínaa náa'a Jesucristo wérrinaimica, rey David cúuleemi ya Abrahám.
1TI.6.2	Ne áabi wáaliacta nawácanai éebidenai Dios chuáni, néewaque'e cawáuntaque'e nayá, níwata néenajinaiwajani éebiderri Jesucristo chuáni nácu; tádawa, arrúnaa iyúda nayá sáicai wérri mawí, tándawa náa'a ríshibianai nashínau sáicai tráawajuca, éebidenai lécchoo, ya éenajinai caníinaa icába nayá.
1TI.6.2	Jéewida ya jíiwa nalí liáni: 
1TI.6.3	Ne áabi éewidacta iyá báawatai liúcha liá'a léewidani iyá nácu, ya jócu áabenaa liyá liájcha liá'a yáawaiyica néewidani nácu, Wawácali Jesucristo nácue sáica, ne jócani éewida léjta wawítee, 
1TI.6.4	ne báqueerri sáictai cábacoo liyá jájiu liwítee rícuejiu, ne jiní yáani léenaa. Íiserri litáania nanácu náa'a chuánshi jócani sáica licábaca, ne yáairri linácu chaléjta bálinacaalashi; ne léwa líinucteji liá'a cadéni nacába yáacacoo, jócu áabenaa nawítee, máashii linúma, jócu léebida linácu, 
1TI.6.5	ya líinua yáacau éerri jútainchu áabi yáajcha, náajcha náa'a chóniwenai máashii wítee, ya jócai liá léenaa liá'a yáawaiyica, wíneerri liá'a wíteeshica cháji'i warrúwa nácueji. 
1TI.6.6	Ne jucámarrai yáaca liá'a wawíteeca, yáawaiyii cawéni wérrica, ne bácai lirrú liá'a sáictai wówa liájcha liá'a liwáalianica. 
1TI.6.7	Táda jiní waíndani lítala léji liéni cáinabica, jiní'inaa wéewani watéecojoo. 
1TI.6.8	Áicta wáayanijaa ya ái wábalajaa, ta éewa sáicta wawówai liájcha liáni. 
1TI.6.9	Náa'a wówenai nawáalia máanui wérri warrúwaca, jócu néenaa nawánta liá'a máashii méda nawówa lícu, ya liwána napénsaa áabata matuínaami mawíteeyu, ya liá'a máashiica téerri washiálicuenai carrúni jináatactala'inaa nayá, ya chaléeni náucaquictala'inaacoo. 
1TI.6.10	Níwata lináinaa liá'a warrúwaca, náawiderri nawítee náa'a washiálicuenaica, namédaque'e máashii liyú liá'a warrúwaca, náa'a sáictani cábacani liá'a warrúwaca, lináawida nawítee liúcha liá'a néebidauca. Jáiwa carrúni jináata naméda nacáwica nayá jájiu.
1TI.6.11	Ne jiyá, washiálicuerri Dios shínaa, jimáaniu liúcha liáni quinínama máashiica. Jitée cáwicau machácani, máaquerri jiwówau Dios nácu, jiwáaliaca jéebidauyu, caníinaaca jicábacani, u'íinu jiyá nuchuáni nácu mamáarraca, jiáu jibéechalau, imíyaiyu jiwówa yáajchau. 
1TI.6.12	Jíinua yáacoo linácue liá'a sáicaica jéebidau Dios nácu, ujínda liácoo jiúcha liá'a cáwicashi jócai amáarra, linácuejiwa Dios máida jiyá, tánda linácueji líiwa jirrú quinínama nanáneewa náa'a chóniwenaica. 
1TI.6.13	Chócaja'a, Dios náneewa, yáairri nacáwica quinínama yáanai lirrícu liáni éerrica, ya Jesucristo náneewa, cha lécchoo liméda áabai líiwa nalí sáicai, ya líiwa sáicai chuánshica lináneewa liá'a Poncio Pilatoca; nubánua jiyá, 
1TI.6.14	jimédaque'e chaléjta nubánuau, jócai jéewa jiwána nanáawidaca, jócubeecha arrúnaa nucáita jiyá. Jiméda cháni cáashia líinuctala liá'a Wawácali Jesucristoca. 
1TI.6.15	Dios méda quinínama áabenaa licábacanaa chaléjta limáyu, liyáwa bácai Dios sáicai wérri yáairri quinínama íta'aa, náiibicha náa'a reyebinica liyá mawí máanui náucha ya náiibicha náa'a wánacaleenaica, liyá mawí máanui náucha. 
1TI.6.16	Liyáwa bácai jócai máanali, yáairri áabai cámarrashiyu jinícta éenaa lirrúnicoo. Jiní báqueerri washiálicuerri éeneerritee licábacani, jócai'inaa léenaa licábacani. ¡Bácai Dios yáairri'inaa mamáarraca éerri! Cháwajani.
1TI.6.17	Náa'a wáalianai warrúwa líta'aa liáni cáinabica, jibánua nalí jócubeecha máanui nacábacoo, jócubeecha namáaca nawówau linácu liá'a nanéndani nayáca warrúwa nácu, níwata liá'a warrúwaca éewerri amáarraca, jiní wéni. Imáaca iwówau Dios nácu, liyáminaa yáa walí quinínama liá'a warrúnaani'inaa walíwoo, quéewique'e liméda walí sáicai. 
1TI.6.18	Jiwána naméda liá'a sáicaica, quéewique'e namédacoo rícubiniyu naméda sáicaica. Jíiwa nalí nanéndaque'e nayúdau'inaa náa'a carrúni jináatanica. 
1TI.6.19	Cháwaminaa nawáalia rícubinique'e nayá, liáminaa nalí nadánani, yáairri'inaa nalí cabálininaa nabéechalau, náiinuminaa liá'a nacáwica jócai amáarra.
1TI.6.20	Timoteo, túya sáica liáni nuáni jirrú jicáaji rícu. Ujéemi chuánshi matuínaami éerri rícu sái mawéniica, jiní jiácala liwíbanaa nalí náa'a chóniwenai máinai náacala léenaa, ne jiníni yáani léenaa; 
1TI.6.21	ne áabi náa'a nanáawida nawíteu, liúcha liáni nawítee jócai yáawaiyi, shírreneu liúcha liáni léebidauca. Nusáta Dios yúcha irrú'inaa liáque'e irrú sáicabee inácu'inaa.
2TI.1.1	Nuyá Pablo, apóstolu Jesucristo shínaa, bánuerriu Dios wánacaala nácu, chaléjta Dios máyu'u liá'a cáwicashii Cristo Jesús nácu. 
2TI.1.2	Nutána jirrú liáni cáashtaca liá'a Timoteoca, caníinai nucábaca jicá'a nucúulee. Nuwówai Dios wasálijinaa ya Wawácali Jesucristo liá jirrú jidánani ya carrúni jináatau ya sáicai wérri jinácu.
2TI.1.3	Nuédacaniu'inaacu séewirrinaa jáicta nusáta nuyáwai Dios yúcha, ya nuá sáicai Diosru éerrinacu ya táayee, liá'a nushírruedanirru sáica nuwítee, léjta nashírruedaumi náa'a nuwérrinaibimi lécchoo. 
2TI.1.4	Nuédacaniu séewirrinaa jituí yáabi nácu, ya nuwówaiyu ta nucába jiyá, quéewiquinicta sáicta wérri nuwówa. 
2TI.1.5	Níwata nuédacaniu jéebidau machácani, quéechanacumi ruéebida ruwáalia ruá'a jirruída Loidaca ya jitúwa Eunice, ya nuyá éebiderri lécchoo jiyácala chái wáaliacajani jéebidauca.
2TI.1.6	Tánda linácue nuárra jiyá, quéewique'e ujínda liácoo jiúcha liá'a jiwítee sáicaica Dios yáani jirrú, quéecha'inaami nusáta jinácu nuchánaa nucáajiu jinácu. 
2TI.1.7	Ne Dios jócai yáa liyá walí áabai wíteeshi cáarruica, yáairriu walí áabai wíteeshi cadánani, caníinaa wacábaca ya wéewa watúyacoo wayá jájiu. 
2TI.1.8	Ubái jiyá jíiwadeda sáicai wawácali nácu, ubái jiyá nunácueji lécchoo, nuyá naníquini cuíta manúmai rícula linácu liá'a Jesús bánuani wamédaca; báawachata, liá'a danáanshi Dios yáani jirrú, jiwánta liá'a carrúni jináatabee íinuerri'inaaca linácueji liá'a chuánshi sáicaica. 
2TI.1.9	Dios wásedeerri wayái ya limáida wayá quéewique'e wamáacaque'e licáaji rícu quinínama wacáwicau, jócaita linácu liá'a wanísani wamédacai, níwata léwa liwówau jáni ya caníinaaca licába wayá Cristo Jesús nácueji. Dios caníinaa licába wayá quéecha'inaa jiní éerri újnibii. 
2TI.1.10	Dios íyaderri walí caníinaa licába wayá chóque'e, quéecha'inaa líinu Jesucristo téerri'inaa wayá áacairra, liá'a márderri máanalicai dánani, ya lirrícueji liá'a Dios chuánica lijéda jucámarranaa liá'a cáwicaishica jócai amáarra.
2TI.1.11	Dios máaquerri nuyá nuíiwaque'e liáni chuánshica, ya libánua nuyá léjta apóstolu ya qéewidacaica. 
2TI.1.12	Tánda linácueji liáni carrúni jináata nuyá quinínama. Ne jócu bái nuyá linácueji, níwata nuá léenaa tánashia nácu nuéebidai, ne nuyá yáairri léenaa liyá wáalierri liwítee dánaniu quéewique'e nuíiwa lichuáni mamáarraca, cáashia líinuctala'inaa liá'a amáarracta cáinabi.
2TI.1.13	Jéewidau léjta jicábau nuéewida liá'a chuánshi yáawaiyiica, liá'a jinísani jéewidacoo nácu nuájcha, ya jéebidaque'e mamáarraca, ya liá'a níinaashi wawáalianica wayáyuca macábaita Cristo Jesús nácueji. 
2TI.1.14	Espíritu Santo dánaniyui yáairri wanácu, jitúya linácu liá'a chuánshi machácanica liá'a Dios máacani jirrú.
2TI.1.15	Léjta jiáyu léenaa, quinínama cáinabi Asia shínaa ítesana, namáaca nuyái bácai, náiibicha náa'a Figelo ya Hermógenes. 
2TI.1.16	Wawácali carrúni jináataque'e licába náa'a léenajinai liá'a Onesíforo, níwata liyá íchabachu líinu liyúda nuyá, ne jócu bái líinu licába nuyá yáairri cuíta manúmai rícula. 
2TI.1.17	Báwachata, jái'inaami líinu Romalai, lichánau limúrru nuyái jócai wówa íyabau cáashia líinu nunácu. 
2TI.1.18	Wawácali carrúni jináataque'e licábacani, liyáali éerri jáicta amáarra cáinabijoo. Jiyá jái yáa léenaa íchabachuca liyúda wayá Éfeso rícu.
2TI.2.1	Ya jiyá, Timoteo, nucábani jicába nucúulee, jéderri danáanshiyu liá'a Jesucristo yáani jirrú. 
2TI.2.2	Liá'a jéeminica numáca íchaba chóniwenai náneewa, jéewidani náa'a washiálicuenaica jíisainica, náa'a éeneenai néewidaca áabi.
2TI.2.3	Jiyá sáicai wérri léjta soldado Jesucristo shínaa, éewerri jiyá sáicai áawita carrúni jináata naméda jiyá linácueji. 
2TI.2.4	Jiní báqueerri soldado éewerri liwína áabai tráawaju, arrúnaa liyá linácuja éewaque'e sáicta liwácali cábacani. 
2TI.2.5	Chacábacanaa, liá'a caséwicacaica, jócai éewa lirríshibia liá'a premioca, jóctacala liséwica léjta licábacanaa liséwicau'inaa. 
2TI.2.6	Liá'a tráawajeerri bacháida lícu, quéechanacu arrúnaa litráawajaaca, quéewique'e liáwinaami léewa liáwaqueda líta liá'a liáabananica. 
2TI.2.7	Jédacaniu linácu liáni numánica jirrú, liá'a wawácalica liwánaminaa jiá léenaaca quinínama.
2TI.2.8	Jédacaniu Jesucristo nácu, cáwerrimicoo máanalicai yúcha, David táqueerrimi; léwa chuánshi léewidani wayá nácu, wéewaunaa wáacoo áacairra ya nuíiwadedani. 
2TI.2.9	Linácu liáni chuánshica nuwánta carrúnatabee, ya nabáji nuyá léjta báqueerri cáiinuacai; ne liá'a Dios chuánica jócai bájiu. 
2TI.2.10	Tándawa nuwánta quinínama, quéewique'e numédaque'e sáicai nalí náa'a Dios wínanica, quéewique'e nayá néenaaque'e náacoo áacairra, liá'a sáictai wérrica, ya jócai amáarra Cristo Jesús nácu.
2TI.2.11	Liáni yáawaiyii wérri:
2TI.2.11	Máanalicta wayá linácu, cáwiminaa wayá liájcha lécchoo;
2TI.2.12	Carrúni jináatacta wayá linácu, wawáaliaminau washínau liájcha liwánacaalactalaca;
2TI.2.12	ya wabáyacta lináwa wáa léenaa linácu, chacábacanaa libáya wanáwa lécchoo;
2TI.2.13	jócta machácani wayá, liyá mamáarracai méda machácanii,
2TI.2.13	níwata jócai éewa limáaca licábacanau, le licábacanaaja liérra.
2TI.2.14	Jédacaniu séewirrinaa nalí linácu liáni: Limá nalí Dios náneewa u'icáita yáacau linácu jiliérra chuánshi. Náa'a cáitenai jócai sáicai, méderri máashii nalí náa'a éemenai nayácani. 
2TI.2.15	Jiméda quinínama tánashia jéewani jimédaca, Dios náneewa jicá'a báqueerri washiálicuerri catráawajaacai méderri sáicai, jócai éewa báica, éewiderri sáica léjta licábacanaa liá'a Dios chuánica yáawaiyiica. 
2TI.2.16	Ujitáania chuánshi máashii cáinabi íta sái, jiní wéni, léca liá'a natáaniani nácu cha, yúquerri nayá mawí máashiiquictala, 
2TI.2.17	ya liá'a néewidacalaca cáarralerriu chaléjta liá'a bálinacaalashi cachánaninica. Léwa libésunau liáni náajcha náani washiálicuenai nají'inaa Himeneo ya Fileto, 
2TI.2.18	náawa yáainiu náani báawachala liúcha liá'a yáawaiyiica; namá'ee linácucha liá'a wacáwiactacoo jái bésunacuwai, ya jínaneneu nacáarraleda chacábacanaa náa'a áabi éebidenaica. 
2TI.2.19	Ne Dios máaca áabai liárrubai cadánaniyaca, tánda litánaa nalí: “Liá'a wawácali yáirri léenaa náa'a lishínaaca”, ya “Quinínama náa'a sátenaicoo Dios yúcha, arrúnaa nashírrique'iu liúcha liá'a jíconaashica”.
2TI.2.20	Waméda áabai cuíta máanui cábacanaa: Áabai cuíta máanui, jócai bábajuta oro yáca ya warrúwa ái néeni já'a, lécchoo áicuba ya bádanicaishi, áabi namédaniyu sáicai, ya áabata mawí cuíta lícu sái. 
2TI.2.21	Cháwa libésunacoo á'a cuíta wawácali shínaaca. Ne wayácta majíconaa quinínama máashii yúcha, cháiminaa léjta liá'a cawéninamaica, yáairri sáica wawácali cáaji rícu, méderri'inaa quinínama méenaami sáicaica.
2TI.2.22	Jidánau liúcha liá'a máashiica icúlinai wíteeca. Jimúrru jiyá machácaniyu ya jéebida mawí, caníinaa jicába, ya sáictaque'e jiwówa, náajcha náa'a quinínama chóniwenai wáalianai nawówau masácula nasátacoo Wawácali yúcha. 
2TI.2.23	Ujiméda liwánacaala náa'a cáitenai matuínaami, jicá'a náa'a chóniwenai mawíteeni, jái jiá léenaa índeerri íinua yáacashi. 
2TI.2.24	Báqueerri washiálicuerri tráawajeerri wawácalirru, jócai jínaniu líinua yáacacoo, báawachata, arrúnaa sáica limédacoo quinínama yáajcha, arrúnaa éeneerri léewida sáica, ya arrúnaa liwántaa quinínama. 
2TI.2.25	Ya jiárra imíyayu jiwówa yáajchau náa'a médenai lijúnta máashii, jínda Dios náawida nawíteejoo náaque'e léenaa liá'a yáawaiyiica. 
2TI.2.26	Nawítee cáwiaque'iu, néewaque'e najiácoo liúcha liá'a cachálujuedacaica Wawásimi wáalierri nayá mawítee, limédaque'e náajcha léjta liwówainica.
2TI.3.1	Ya lécchoo arrúnaa jiá léenaa, liá'a éerdi éenamicojoo líinuminaajoo éerri carrúnatai'inaa. 
2TI.3.2	Náa'a chóniwenaica cadéniminaa nayájoo, caníinaaminaa wérri nacá'a nawárruaniu, wachósuni ya cábadedeenaicoo nayá jájiu. Natáaniaminaajoo máashii Dios nácu, jócuminaajoo néewidajoo nasálijinaarru; nayáminaa quiní'inaajoo máj nalí, quiní nabústanijoo, jóca'inaa náa'a licáarruninaa liá'a Dios máni nácucha. 
2TI.3.3	Jiní caníinai nacábacoo, jiní carrúni jináataca nacába áabi, nayá catáaniacani, nanúma yúwicau, jócuminaa néenaa nawánacaalacojoo liúcha liá'a máashiica; nayá liyájurricani, najínai'inaa quinínama liá'a sáicaica. 
2TI.3.4	Nayá cachálujuedacani, jócani cawáunta, nayáminaa cashiámuni wítee wachósuni, namúrruminaa léjta nawítee máashii wówau'u, méewanita múrru Dios. 
2TI.3.5	Namédaminaa újnii jicá'a náa'a éebidenaica ne újni namá nayáca, ne íyada nayá léja liá'a máashii namédanica. Níwata nayá jócai néebida Dios chuáni dánani. O'iwína yáacoo náajcha nárra chóniwenaica. 
2TI.3.6	Níwata nayá néenaa náa'a wárruenai lirrícula liá'a cuítaca nachálujueda náa'a májinani íinaca, cashiámuni jíconaa, liárdanica quinínama wíteeshi máashiica, 
2TI.3.7	nayá séewirrini éewidacoo, ne jócu néenaa náa léenaa linácu liá'a yáawaiyiica. 
2TI.3.8	Chaléjta náa'a camálicai jí'ineenai Janes ya Jambres, jáiwa naméda máashii Moisés júntai, léquichoo náa'a chóniwenaica jócu néewida liá'a yáawaiyiica. Jiníwata washiálicuenai nawítee máashii wérri najíconaiyu, máashiderriu, jócani éebida linácu. 
2TI.3.9	Ne quiní'inaa namédani bájialajoo, níwata náa'a quinínama náa léenaajoo chóniwenai mawíteeni, chaléjta nabésunaucoo náa'a chámataca Janes ya Jambres Moisés júnta.
2TI.3.10	Ne jiyá Timoteo, jái éewidacuwai linácu liáni nuéewidau chóniwenai, léjta nucábacanaa yáayu, nuwówaini numéda séewirrinaa, nuéebidanica, nuyá jócai íiwirri wówa áawitate naméda nulí máashii, ne caníinaa nucába chóniwenai, ya nudánani nuwántaque'e quinínama, 
2TI.3.11	léjta nacánaquedau nuyá ya carrúni jináata numácoo. Jiá léenaa quinínama liá'a nubésunaucoo á'a Antioquía, ya Iconio, ya Listra, nacánaquedau nuyá carrúni jináata, ne nuyá liá'a wawácali túyerri nuyá quinínama yúcha. 
2TI.3.12	Yáawaiyii waliáni, quinínama náa'a wówenai nayáca sáicai wérri Cristo Jesús yáajcha, nabésunedaminaa carrúni jináatabee. 
2TI.3.13	Ne náa'a máashiinica, ya náa'a cachálujuedacanica mawíminaa máashii náacojoo, nachálujuedaminaa ya áabi chálujueda nayá lécchoo.
2TI.3.14	Jiyá yáairri cabálini quinínama linácu liá'a jéewidanicoo nácu, yá jéebidau'uni. Jiníwata jiyá ái yáa léenaa tánashia éewida jiyái. 
2TI.3.15	Jédacaniu samálita'inaami jiyá yáirri léenaa Dios chuáni, jái éewa léewida jiyá ya litée jiyá áacairra, jéebidauca Cristo Jesús nácu. 
2TI.3.16	Quinínama liá'a Dios chuáni tánerricoo sáicai wérri, ya Dios yáani walí, sáicai léewidaca ya liárra wayá, quéewique'e lichúni wayá, léewidaque'e wayá, áabai wíteeshi machácaniyu, 
2TI.3.17	quéewique'e liyá washiálicuerri Dios shínaaca, éeneerri limédaca quinínama, wáaleerri quinínama liwíteu ne yáirri léenaa léewaque'e liméda quinínama méenaami sáicai.
2TI.4.1	Dios náneewa ya Cristo Jesús náneewa, líinuminaa jicá'a reyjoo, líiwa najíconaajoo, náa'a cáwinica ya náa'a máanalinica ne numá jirrú bájiala, 
2TI.4.2	jíiwa Dios chuáni liá'a sáicaica, ya mamáarraca jiyáca jáicta léerdi ya jócta léerdi, jiwána léewidaca, jiárrani, ya jiá jidánani, jéewidau cawáunta ya u'íiwirri jiwówa. 
2TI.4.3	Líinuminaa léju liá'a léerdica, náa'a chóniwenaica jócu nawánta néewida sáicai chuánshicojoo, namédaminaa nawíteeyu liá'a nawówaini namédaca; namúrruminaa manuába qéewidacani néewidaminaa léjta nawówau néemicani. 
2TI.4.4	Nanáawida nawójunaa lirrú liá'a yáawaiyiica, namédaminaa quinínama liwánacaala liá'a chuánshica. 
2TI.4.5	Ne jiyá wáalierri séewirri liá'a sáicai wíteeshica, jiwántaque'e carrúni jináatabeeca, jiméda mamáarraca jíiwa Dios chuánica, jiméda machácani jishínaa tráawaju.
2TI.4.6	Jái urrúni náiinua nuyái, nucáwica nuáni Dios cáaji rícu. 
2TI.4.7	Nuyá yáairri machácani nuéebidaca mamáarraca, áawita cacháninabee íinu nútala, léjta báqueerri washiálicuerri íinua yáaquerriu jináwiu rícu. Nunísa nuíinu chaléeni nuéewactala nuíinuca, nuyá jócai numáaca nuéebidauca Dios chuáni nácu. 
2TI.4.8	Chóque'e nushínaa premio nénda nuyá, nugáananica, ne liá'a nuwácali liá'a chóniwerri éewerri licábaca liá'a máashii o liá'a sáicaica, liyáali éerri liáminaa nulíjoni. Léeminaa liá'a nulí ya nalí náa'a quinínama náa'a caníinaani cába liyá, néndenai liyá cáashia líinuca.
2TI.4.9	Jiméda quinínama jíinuque'e madéjcanaajoo jicába nuyá. 
2TI.4.10	Ne liá'a Demas caníinai cába mawí liá'a éerri shínaaca, jáiwa limáaca bácai nuyái, jáiwa liáwai Tesalónica néerra, Crecente liáu déecuchala Galacia, ya Tito yáa Dalmacia néerra. 
2TI.4.11	Bácai Lucas yáa nuájcha, jimúrru nulí Marcos ya jíndani jiájchawoo, níwata yúderri'inaa nuyá tráawajorru. 
2TI.4.12	Liá'a Tíquico nubánuani Éfeso néerra. 
2TI.4.13	Jáicta jíinujoo jínda nushínaa capa, numáacani Troas tána íibana néeni liá'a Carpo. Lécchoo jínda nushínaa cáashta, ya náa'a cáashta báinacu sánami, jí'ineenai pergamino.
2TI.4.14	Alejandro jiárru shínanaa, máashii wérri médacoo nuájcha. Liyá wawácali lipáida liyájoo, léjta linácu liá'a limédanica. 
2TI.4.15	Jitúyau jiyá liúcha, níwata máashii médacoo wajúnta linácue liáni wéewidanicoo nácu.
2TI.4.16	Quéechanacu nutáania nubícaubaliu nanáneewa náa'a wánacaleenaica quiní yúda nuyá, quinínama namáaca bácai nuyá. Nunénda Dios jócubeecha licóbra liúcha liá'a máashii namédanica. 
2TI.4.17	Ne liá'a nuwácalica liyúdawa nuyái, ne liá nudánani quinínama nutéeque'e liéni nuíiwa Dios chuáni, liá'a chuánshi sáicaica wásedeerrica, quéewique'e néemicani quinínama náa'a jócani judíobini. Cháwa wawácali túyerri nuyá liúcha liá'a carrúnatai újni cháawi quíirrai núma rícucha. 
