MAT.1.1	Ḿfa nâ ane ndə́p-i-njû Jisos Krayis nnyo eyábhé-mmon í Debhit. Debhit a ri eyábhé-mmon Abraham.
REV.9.3	Aguruguru-kpák-kpák á fâp ka átʉ́k mmá, á bhak ka ngun. Á káre ḿmáne ikom noŋ ikom ényaŋkíŋ.
REV.9.4	Á sə́re ḿmáne á kâ dî kpe njé yə́t ka ngun na kpe étí jə́t na kpe ejûm jə́t nji é kúa ka ngun. Sê á dí a ri ane mba á ká fon eriŋ Obhasi ka ńsáé-mbûk.
REV.9.5	Á mághe ḿmáne sê á káre ane oseŋe ka nnyam-ósô érôn kən á kâ yúi kpe nne yót. Oseŋe mbí ó nógha noŋ kpe enoghóm nji ényaŋkíŋ é yum nná nne. 
REV.9.6	Ebhú áji é si, ane á kí wom ekʉ̂ kən á bhó yen. Á kí wom sê á kpó, kən ekʉ̂ a kí be ábho.
REV.9.7	Ó yen aguruguru-kpák-kpák mmá o kí to se a ri ofoŋ enok na ó tʉ́ri biji enok. Á fóne iyîm etat ka echî, ó yen se a ri ntam otúi mmi á yími na gûl. Ochî ábho noŋ mbi ane.
REV.9.8	Nnyʉ̂ ábho ka echî noŋ nnyi nne-nkáé. Amə̂ŋ ábho noŋ amə̂ŋ í nki.
REV.9.9	Akpághé ábho ka biji noŋ nkʉ̂-esené nnyi á kágha ka enok. Ebhú á kí fəbhé ejok afabhe ábho ó yuk sê ejok akpi-nsi etî-etî mma ofoŋ anyanyâ ó tʉ̂k, ó jî enok.
REV.9.10	Nkî ábho ń dî noŋ mmi ányaŋkíŋ, ń tak nne fə́ne. Ikom ábho mfi í kí ta ane ka nnyam-ósô érôn í rî ka nkî ábho. 
REV.9.11	Ntûfâm aguruguru-kpák-kpák mmá a ri énjel nnyo a fonê Ébhírí nji ntə̂m cháŋ. Mbiŋ i énjel nnyó ka eyum í Ibru a ri Abadon. Ka eyum í Grik a ri Aporiyon, nâ se Mbíbhá-bhíbhá.
REV.9.12	Ḿfa nâ ndaŋa-mbá achot. Á chiŋ, mma tat á kí kpo nyeré ábháe.
REV.9.13	Osúí énjel ka aságasá, a fî abhukpoŋ amê. Nji a fíi, n yûk eyum, é dʉ̂ ka abhaŋ ánî mma á rî ka eji ekəp etúbhúm nji á yími na gûl, é gyím ka ochî Obhasi.
REV.9.14	Eyum njí é kí səre énjel nnyó ka osúí aságasá nnyo a fiî nná abhukpoŋ mmá se, “Yighî baénjel ánî mba á fíni nná ka ekpatə́m aya Yufretes.” 
REV.9.15	Á yíghi fə́ne baénjel mba obhô. Á fíi baénjel mbá á kî á chighá áwa mmá, ofú mbí, nnyam-ósô nnyí na eyâ njí, í sí, ábho á yúi ebhat ane ndə́m, ó kirí ka ngûm ésá. 
REV.9.16	N yûk sê ane-enok mba á gyʉ́ri ofoŋ-anyanyâ á kə́ bha, á tî kpe-eji, ó bhó fan (200,000,000).
REV.9.17	Deê ń sə́ré ekpak nji n yéne ofoŋ anyanyâ mbí ka ndem amé. Ane mba á bhéna ofoŋ mbí á kághe nsené enok etat ka ngaŋ. Nnyi tat a bhík chuu noŋ ngûn, nnyi tat noŋ ényaghé, nnyi tat fə́ne ogok-ógôk. Bichî ofoŋ anyanyâ ábho í rî noŋ mbi oki. Ngûn na átʉ́k na atáé etat mma á bhíŋa sê sélfa í fabha ofoŋ mbí ka nnyo. 
REV.9.18	Arûm oseŋe mmá ásá á yúi ebhat ane ngun ndə́m nji ó kirí ka ngûm ésá. A ri ngûn na átʉ́k na atáé sélfa mbi í fábha ábho ka nnyo nâ í yúi ane ka ekpak njí. 
REV.9.19	Nan? Ikom ofoŋ mbí í dʉ̂ ka nnyo ábho na nkî ábho. Nkî ábho ń dî noŋ onyô, ḿ fôn achî. A ri na achî mmá nâ á kí yum ane.
REV.9.20	Ane ngun mba ngá chénchén mba á ká kpo ka arûm oseŋe mmá ásá, á ká yoŋe ekpin ábho, á jak ochî, á jigha ojê na ajom, mma ebhú tat á yími na esené gûl, ebhú tat na nnyi sírbha na kpe ebhú tat na nnyi brôn. Mma tat á yími na atáé, mma tat na átí. Iyîm mbí í bhó yen mbá, í bhó yuk mbá, í bhó jen ejen.
REV.9.21	Nsôn á ka yim ábho á yóŋé ḿbə́ŋé á mághe obhí ábho, ka oyúá-ane, achot ajom, achot akôp enuŋúm na ane, na ejʉ̂.
REV.10.1	N yên ndûm i énjel etat a bhərá a bhák nnyi ósô. Átʉ́k í ngurobhú á fáre yê á kâk, ibhaŋ í ngurobhú í fáre echî ejê. Ochî obhê ó runá noŋ njúí, akát amê á bhîk noŋ ngûn ń dʉ̂k ka átí. 
REV.10.2	A ri na mmon i nwet ka obhô. Nwet nnyí a ri ndəbhə́m. A kî ekát obhô-orûm ejê njəm-ósô aya, nji obhô-okáé ka ngun. 
REV.10.3	A gyʉ́i ka ndûm eyum noŋ nki nâ á gyʉá. Nji a gyʉî, nsân enígisá a gbô. 
REV.10.4	Ebhú nsân nnyí enígisá a gboê, ń tʉri biji ń séŋ, kən n yûk eyum, é dʉ̂ ka ósô, é kí chot sê, “Deê ejûm nji nsân nnyí enígisá a chorê é kə́t ka ebhə̂t, ka séŋ.”
REV.10.5	Énjel nnyo n yéne nná a gyím, ekát jə́t ka aya, nji tat ka ngun, a yûŋ obhô-orûm obhê ka ósô.
REV.10.6	A chími ka mbiŋ Obhasi nnyo a kí kpin ka ótúm-ótúm, nnyo a yimî ósô na chénchén nji é rî ka ósô, a yîm ngun na nji é rî ka ngun, a yîm aya na nji é rî ka aya, se, “Á kâ kpô bhíbhí ebhú. 
REV.10.7	Se mfín á si nnyi énjel ka osúí anígisá á fi abhukpoŋ amê, ébhə́me Obhasi ka ekpak nji a sə́re akará-otîp mba á yíma etûm ejê, é fáp ka ekpak a chorê.”
REV.10.8	Eyum nji n yúghi nná mân ka ósô é kpô chot mbâ amé se, “Choŋ okô nwet nnyi a ri áno ndəbhə́m ka obhô énjel nnyo a gyím áno ka aya na ngun.”
REV.10.9	N jak mbâ énjel nnyó, n jî sə́re yê bəre a karé ə̂m mmon i nwet ányo. A chôt se, “Kô dî. Tîk a yuá oyuí ka oya obhâ, kən a seŋá noŋ akʉ́-okon ka nnyo imâ.” 
REV.10.10	N kô mmon i nwet nnyó ka obhô obhê, n dî. Nwet nnyí á seŋá oseŋ noŋ akʉ́-okon ka nnyo imámé, kən nji m meê, oya obhámé ó chə́bhe ó yuá oyuí. 
REV.10.11	Á sə́re ə̂m mân sê, “O ri ó kpó karé otîp Obhasi o kpê na nték ka otúi ka otúi, na ane ka mkpak ka mkpak, na mfâm ka nyum ka nyum, na atúi-ofâm ka ngûm ka ngûm.”
REV.11.1	Á káre ə̂m mân ítí-egaé etat nná noŋ ésáŋ. Á sə́re ə̂m sê, “Duî ngyím gaê ókʉ́rí achot Obhasi na eji á túbha ekəp mbâ Obhasi. Fan fə́ne chénchén ane mba á jígha Obhasi áfo ka etím.
REV.11.2	Kən ka gaé óchâm mbi ngá ka éré ókʉ́rí. Maghê ḿbə́ne ka á káre ábhi mbâ ane mba á ká məŋé Obhasi. Ane nték ajéné mbá á kí chəm Eték Obhasi njí á sê osé á gyʉ̂t ogyʉ́t ka nsam i nnyam-ósô ébháe njəm nnyam-ósô ébháe.
REV.11.3	Mme ḿfoné n kí karé atî-isê abhámé ábháe ikom á káre otîp obhámé ka mfín ntem-esam ésá njəm nsam i mfín ésá (1,260). Atî-isê abhámé mbá á kí kak ḿfô noŋ ane á rî ka ekʉ̂.”
REV.11.4	Atî-isê mbá ábháe a ri átí órif ábháe na bijighi-eyâŋ íbháe mbi í gyím áno ka ochî Ńtâ Obhasi, mfone nsi nnyí.
REV.11.5	Nne nnyo á neme ábho, ngûn ń kí fap ka nnyo ábho, ń díghi ane ebhan mbá. Nâ ekpak nji nne nnyo á neme ábho a kí kpo. 
REV.11.6	Atî-isê á fon ikom mfi á kí fi ngurobhú sê mbúta a kâ nâ ka mfín nnyi á kí karé otîp Obhasi. Á fon ikom mfi á kí kpighi ayép á chə́bhe agyʉ́ŋ, á tûp kpe njə́n emaŋé ka ngun kpe bhaghé ebhú nji á kóre.
REV.11.7	Ebhú á mân otîp ábho ekarám, nnyam i mbí nnyi a ri ka ébhírí nji Ntə̂m Cháŋ, a kí fap a tûp ábho enok, a nôk, a fôn érûm, a yúi ábho.
REV.11.8	Ákpoê biji ábho á kí kət áfo ka nsi ka mbá ekpatə́m eték nji á kúmi nná Ntûfâm ábho ka ego. Ka ochî Obhasi, kə́n á kô eték nchane noŋ kpe Sodom na kpe ebhú tat Ijip.
REV.11.9	Ákpoê biji ábho mmá á kí joé áfo ka mfín ésá na ebhat. Ane mba á dʉ̂ ka nték ka otúi ka otúi, na ka ojû ka arə́p ka arə́p, na ka mfâm ka nyum ka nyum, na ka ane ka mkpak ka mkpak á kí yen biji ábho mbí noŋ í nûŋ, á bhó kam sê á kə́n ka oyəm. 
REV.11.10	Ane mba á rî ka ngun á kí gyebhé ḿbə́ŋé á fî birom á kəbha atem iyîm ka ogyebhá-ḿbə́ŋé, ka akará-otîp mba ábháe á kak ane ngun ka oseŋe kpe-eji.
REV.11.11	Kən mfín nnyí ésá na ebhát á kpo chiŋ, eyô Obhasi nji ekpin é gyê akará-otîp mbá á rúi ngyím. Ekpatə́m efup é gyê ane mba á yéne ábho.
REV.11.12	Akará-otîp mbá á yûk mân ndûm eyum nná nnyi a dʉ nnyi ósô, a chôt se, “Gyʉ̂t ên bhák.” Ka ochî ane-ebhan ábho, akará-otîp mbá á gyʉ̂t fə́ne á kí ji ka ósô ka átʉ́k-í-ngurobhú.
REV.11.13	Ka áwa áma, eték é nyíŋi na ikom-ikom. Eték chénchén ó kirí ka ngûm ófó, ebhat jə́t é gbô. Ane ntem-esam ekû na ébháe njəm nsam ófó (7,000) á kpô nji ngun a nyiŋî. Ane mba ngá, efup é gyê ábho ka biji, á káre ekûp na ejík mbâ Obhasi.
REV.11.14	Osúí achot ábháe ó chiŋ. Ńgyê mân mbi osúí ásá ó kə́ bha.
REV.11.15	Énjel nnyo osúí anígisá a fî amê abhukpoŋ. N yûk arûm í biyum ka ósô í kí chot sê,
REV.11.15	“Otúi ngun ó chəbhe mbi Ńtâ Obhasi owəré
REV.11.15	na Krayis owe, nne nnyo a bháe oyim ngun á sém.
REV.11.15	Yê nâ a chə́bhe ntúi ka ḿbə́ne ka ótúm-ótúm.”
REV.11.16	Ane-akúí mbá esam na ánî mba á kúma nná ka bikumi otúi ábho ka ochî Obhasi, á tə̂p mbûk ábho ka nsi á káre ekûp na ejík mbâ Obhasi. 
REV.11.17	Á chóra sê,
REV.11.17	“Ńtâ Obhasi ósô, e kí karé wâ ekûp,
REV.11.17	we nnyo o ri mfá-mfá, o ri ebhú áji,
REV.11.17	ka ó ko ekpatə́m ikom ifâ, ó roghe otúi.
REV.11.18	Ane mba á ká məŋé wâ á fóne ekpatə́m oyámá-ḿbə́ŋé,
REV.11.18	kən ebhú é si nji o kí toŋe obhâ oyámá-ḿbə́ŋé na ábho.
REV.11.18	Ebhú é si nji o kí taŋ ane mba á kpóe okpó.
REV.11.18	Ebhú é si nji o kí karé ekəp ejâ
REV.11.18	mbâ akará-otîp abhâ ka ábho a ri ayimá-etûm abhâ,
REV.11.18	na mbâ ane mba á yúghi wâ na mba á jíghi wâ,
REV.11.18	kpe á rî ane ayúp, kpe a ri ane mba á ká fap kpe ejûm.
REV.11.18	Ebhú é si nji o kí kpəré ane mba á bhíbhi ane ngun nnyí.”
REV.11.19	Á rə́bhe mân ókʉ́rí Obhasi mbi ó rî ka ósô. Ane á yên Nkop-i-Ńgyímí Obhasi ka etím ókʉ́rí mbí. Ka ebhú njí, nyaŋanya a róghe eyimím. Biyum í kí jok, nsân a kí gbo, ngun a kí nyiŋí, atáé-ngurobhú á róghe egboóm ka mbâk ka mbâk.
REV.12.1	Ekpatə́m ejûm efup etat é fâp ka ósô. A ri nne-nkáé nnyo á kaghá njúí ka biji noŋ nkʉ̂. Nnyam-ósô a ri yê mbâ óséré akát. Itam otúi mfi í rî yê ka echî í fóne ńdʉnândʉ ófó na ḿbáe. 
REV.12.2	Nne-nkáé nnyó a ri kpít ka ejiím mmon, a kí kuk a rʉ́rá nji ojî ó nógha yê.
REV.12.3	Nji tat é kpô fáp nnyi ósô. N yên ndûm i nnyam achî anígisá, a bhík obhí. A fonê mbaŋ ófó. Kpe njə́n echî, itam otúi í rî.
REV.12.4	Ikî ifê í chóe ebhat í ńdʉnândʉ ósô jə́t, ó kirí ka ngûm ésá, é gbô ka ngun. A bhâ gyími ka ochî nne-nkáé nnyo á bhak nná mmon ojí, se yê a kí di mmon ányo ebhú á fap.
REV.12.5	Nne-nkáé nnyó a jî mmon nnyó, mmon i ndûm. A ri mmon nnyo a bháe ojoé ntûfâm i ngun ndə́m. Eték í ngun kpe njə́n é rî ka óséré otúi obhê. Kən nji á jíi mmon nnyó a gbô, á yûŋ yê ntə̂m yə́t á jak mbâ Obhasi ka eji ekumi otúi ejê.
REV.12.6	Nnyen i mmon nnyó a bê a gyê etə́m, a jak ka eji Obhasi a yîm a kî yê se a joé áfo, á gyek yê ka ntem i nsam i mfín ésá njəm nsam i mfín ésá (1,260).
REV.12.7	Enok é bhâ gbô mân ka ósô. Ntûfâm i baénjel a kamá se Mayikel na atem abhê á róghe enoghóm na ndûm i nnyam achî anígisá nnyí. Ndûm i nnyam nnyí a ri fə́ne na ágbán abhê.
REV.12.8	BaMayikel á bhâ kô érûm ka enok njí, ndûm i nnyam achî anígisá nnyí na ágbán abhê á ká kpo fon eji ekumi ka ósô. 
REV.12.9	Á tûp ndûm i nnyam achî anígisá nnyí ka nsi. Nnyam nnyí a ri etəm í nnyô nnyi ta ka éməné á bhíŋa nná sê Ndûm i Nne-mbí, na kpe ebhú tat sê Satan. Yê nâ á rirá ane chénchén ka ngun. Á tûp yê ka nsi. Á tûp fə́ne ágbán abhê, á tôp yê.
REV.12.10	N yûk mân ndûm eyum ka ósô, é chôt sê,
REV.12.10	“Mfá-mfá esémém ka obhí é bha.
REV.12.10	Ikom na otúi Obhasi, na ikom í Krayis,
REV.12.10	nne nnyo Obhasi a túmi a bhá yim ngun á sém, í bha.
REV.12.10	Í bháe nan? Nne nnyo á kumá atem-abhon-í-nnyen achot,
REV.12.10	atʉ́ na efín á yaghá ábho achot ka ochî Obhasi owəré,
REV.12.10	á bhum yê ka nsi.
REV.12.11	Á tábhe yê érûm na agyʉ́ŋ í Mmon-i-njo-mbúi ányo
REV.12.11	na otîp fə́ne mbi atî-isê Mmon-i-njo-mbúi á káre.
REV.12.11	Ane mbá mba á kpóe nná
REV.12.11	á ká ko ekpin ábho sê nâ ejûm etat.
REV.12.12	Ósô na chénchén ane mba á rî ágo,
REV.12.12	gyebhê ên mân ḿbə́ŋé.
REV.12.12	Kən ngun na ayép chénchén, é bhip ên,
REV.12.12	ka Satan a bhə̂t a bhâ ágo na oyámá-ḿbə́ŋé,
REV.12.12	ka a mə́ŋe se ebhú ejê é ká kpo rap.”
REV.12.13	Ndûm i nnyam achî anígisá nnyí, a kpo yén se á bhim yê a bhá ka ngun, a róghe ewómóm nne-nkáé nnyo a jíi nná mmon i ndûm ányo. 
REV.12.14	Kən á káre nne-nkáé nnyó afabhe ekpatə́m ébhêk ábháe sê a fəbhé a bé a ji ka eji á kíi yê ka etəm. Tîk á gyée yê ágo ka nyâ ésá na ebhat. Ndûm i nnyam nnyí, á bhó yim yê kpe ejûm.
REV.12.15	Ndûm i nnyam nnyí a tûm mân ayép mma á fabhe ka nnyo imê, noŋ aya, á móbhe nne-nkáé nnyó. 
REV.12.16	Kən nsi a bhâ nyáŋe nne-nkáé nnyó, a rə́bhe, ayép mma á dʉ̂ ka nnyo ndûm i nnyam nnyí, á gyê chénchén. 
REV.12.17	Ḿbə́ŋé a yâm ndûm i nnyam nnyí na nne-nkáé nnyó kpe-eji, a mághe yê a jí yəm enok na abhon í nne-nkáé ányo mba ngá na ane mba á kîk ebhín Obhasi mba á gyíma ntî-isê Jisos.
REV.13.1	Nnyam achî anígisá nnyí a bhâ gyími ka ésébhe mkpe aya.
REV.13.1	N yên mân nnyam-i-mbí etat a kí fap ka aya. Nnyam nnyí a ri na abhaŋ ófó na achî anígisá. Echî kpe njə́n é fôn etû mbâ Obhasi.
REV.13.2	Nnyam nnyi n yéne nná a ri noŋ mgbe, akát amê noŋ ekpak í nnyam ochu etat, nnyo noŋ nki. Ndûm i nnyam achî anígisá nnyí a kíri ikom ifê na otúi obhê chénchén na nnyam-i-mbí nnyí.
REV.13.3	Echî nnyam nnyí jə́t é rî noŋ a fonê ekpatə́m efú nji é chíŋi abhô ka ńjə́ne. Kən á yim efú njí é kpo. É mân ngun ndə́m biji, á róghe etóbhóm nnyam-i-mbí nnyí. 
REV.13.4	Ane á róghe ejík ekarám mbâ ndûm i nnyam achî anígisá nnyí, ka a káre otúi obhê mbâ nnyam-i-mbí nnyí. Á róghe fə́ne ejík ekarám mbâ nnyam-i-mbí nnyí, á chorá sê, “Énê a síi nnyam-i-mbí nnyí? Énê kə́n a gyími enok na ńnyə́ne?”
REV.13.5	Á káre nnyam-i-mbí nnyí ekpatə́m í nnyo a yim na Obhasi. Á mághe ńnyə́ne sê a fî otúi ka nsam i nnyam-ósô ébháe njəm nnyam-ósô ébháe.
REV.13.6	Nnyam-i-mbí nnyí a róghe fə́ne Obhasi etúúm, a túk mbiŋ eye, a túk eji ekumi ejê, na ane chénchén mba á rî na Obhasi ka ósô. 
REV.13.7	Á mághe ńnyə́ne sê a nok na ane Obhasi a fon érûm. Á káre yê ikom se a fon ojû ka arə́p ka arə́p, nték ka otúi ka otúi, mfâm ka nyum ka nyum, ane ka mkpak ka mkpak.
REV.13.8	Sê chénchén ane mba á rî ka ngun á kí jighi yê, é ká chiŋi ane mba á séŋe mbiŋ ábho ta ka eróghá-ndə́p í ngun ka nwet ekpin. Mmon-i-njo-mbúi nnyo á yúi nná a ri mfoné nwet nnyí.
REV.13.9	Nne kpe nnyón nnyo á fon otûŋ, deê a yúk.
REV.13.10	Nne kpe nnyón nnyo é joé sê á fóne ka efiím yê,
REV.13.10	á rî á fî yê fə́ne.
REV.13.10	Nne kpe nnyón nnyo á fóne ka eyúúm yê na akparanja,
REV.13.10	ekʉ̂ akparanja fə́ne nâ yê a kí kpo.
REV.13.10	Nchot nnyí á səra áno ane Obhasi á kə́p ḿbə́ŋé, á kik ḿbə́ŋé na Obhasi.
REV.13.11	M kpô yén nnyam-i-mbí nnyi tat, a dʉ ka ngun. Ńnyi a ri na abhaŋ ábháe noŋ mmon i mbúi kən á yimá nnyo kpe-eji. 
REV.13.12	A kóe ikom mbâ nnyam i ndaŋa-mbá ányi. Ka ochî nnyi ndaŋa-mbá nnyí, a yîm chénchén ane ka ngun á jíghí ńnyə́ne, nnyi a fonê nná ekpatə́m efú kən é kpo. 
REV.13.13	Nnyi osúí ébháe nnyí, á yimá ekpatə́m í ntûm okpógha-biji. A yimá kpe ndûm erəmta-ngûn é dʉk nnyi ósô, é bhərá é bhak ka ngun, ane chénchén á yena. 
REV.13.14	Á káre nná nnyam nnyí sê a yim ntûm okpógha-biji nnyí, a karé nnyam i ndaŋa-mbá. Ka obhô ntûm okpógha-biji nnyí, a kí rirâ ane mba á rî ka ngun. A kí yimâ ábho á tʉrá efóŋé nnyi ndaŋa-mbá nnyi á kághe nná efú na akparanja, kən á ka kpó. 
REV.13.15	Á káre nnyam nnyi osúí ébháe nnyí ikom mfi a kí fi efébhe, a kâk efóŋé njí ekpin. Efóŋé njí é kí bhik nchot echoróm, é yúi fə́ne ane mba á bhó jighi yê. 
REV.13.16	A yîm fə́ne se kpe énê, na ó fáp mbiŋ na o kâ fâp, kpe o ri mkpák, kpe o ri mfona-ntí, kpe nsʉ́ŋ, kpe mfone nsi, o kí fon eriŋ ka obhô-orûm na kpe ebhú tat ka nsáé-mbûk. 
REV.13.17	Ó ro fon fə́ne eriŋ njí, ejûm ó bhó gurí na kpe enamám, se ó nâm. Eriŋ njí a ri mbiŋ i nnyam í ndaŋa-mbá na kpe ebhú tat mfan nnyi a gyími ka mbiŋ eye.
REV.13.18	Ńgyê nchot nná nnyi nne a ri a fon oməŋá-ejûm. Deê nne nnyo a fon aron, a dáŋ a məŋé echî mfan nnyi nnyam i ndaŋa-mbá. Echî aŋ? Mfan nnyí a gyím áno ka mbiŋ i nne. Mfan i nchane a ri eságasá, eságasá na eságasá (666).
REV.14.1	Nji m kpô kép, n yên Mmon-i-njo-mbúi nnyó, a gyím ka egúí Sayon. Ane ntem-esam nsam ekû na ésá (144,000), á gyím fə́ne áfo na yê. Nâ ane mba á fóne mbiŋ eye na nnyi Ńsé owe ka ńsáé-mbûk.
REV.14.2	N yûk eyum ka ósô, ejok noŋ kpe ekpatə́m eyʉri-ayép na kpe ekpatə́m í nsân. Ejok njí é rî ə̂m bəre kpe asúmá-gitá nâ á chágha gitá ábho. 
REV.14.3	Ane mba á fóne mbiŋ i Mmon-i-njo-mbúi nnyó á kí kon ekôn efê ka ochî yê nnyo á kumá ka ekumi otúi njí, na ka ochî iyîm í mbít mbí ínî na ane-akúí ane mbá á rî. Kpe nne nnyo a kí bhik eməŋə́m ekôn áji cháŋ təm mfan ane nnyi á yími nná ábho á sêm ka ngun, á ká kpo ka ngun. 
REV.14.4	Ane mbá nâ á ká gye ka achot akôp enuŋúm na ane ka á fíi biji ábho. Ábho nâ á tóbha Mmon-i-njo-mbúi ányo, kpe a jiî fan. Á yighi mbá ka ane ngun, á sem. Á chəbhe noŋ ndaŋa-mbá ekəp nji á káre Obhasi na Mmon-i-njo-mbúi. 
REV.14.5	Á ka nok osə́ré áfúbhí, ekpin akôp á ká fon bhúghí-bhúghí.
REV.14.6	N yên mân énjel nnyo tat a kí fəbhé ka ósô. A ri na otîp ogyebhá-ḿbə́ŋé mbi ótúm-ótúm, a kí səre mbâ ane mba á rî ka ngun. A kí səre ane ka mkpak ka mkpak, na ojû ka arə́p ka arə́p, na mfâm ka nyum ka nyum, na nték ka otúi ka otúi. 
REV.14.7	Énjel nnyó a chôt ka ndûm eyum se, “Fup ên Obhasi, karê ên yê ejík ka ebhú ejê é si nji a kí taŋ ngun. Karê ên ekûp na ejík mbâ yê nnyo a yimî ósô na nsi. A yîm aya, a yîm abhon ayép.”
REV.14.8	Énjel nnyo tat a tôp nnyo ndaŋa-mbá nnyó a kí kuk se, “Ekpatə́m eték í Babiron, é gbo, é gbo. Ńjə́ne nji é yími nték i ngun chénchén á gwô aməm amê mma á gyími ka ekot achot akôp eyimím.”
REV.14.9	Osúí énjel ásá a tôp ábho a kí kuk ka ndûm eyum ányi nná se, “Nne kpe nnyón nnyo á kará ekûp na ejík mbâ nnyam-i-mbí na efóŋé ejê, kpe énê nnyo a fonê eriŋ ejê ka obhô na kpe ńsáé-mbûk eye, 
REV.14.10	a ri a yén fə́ne oyámá-ḿbə́ŋé Obhasi. Oyámá-ḿbə́ŋé mbí ó kí joé noŋ aməm mma á kak ka nkôp oyámá-ḿbə́ŋé Obhasi ane á gwó. A kí toŋe oyámá-ḿbə́ŋé mbí, kpe ejûm á bhó maghé mbá-njəm. A kí karé yê oseŋe mbi ó kí yo yê noŋ ngun na atáé sélfa. Nchot nnyi a kí fap ka ochî baénjel mba á ká fon kpe akôp na ka ochî Mmon-i-njo-mbúi ányo.
REV.14.11	Átʉ́k oseŋe ábho á kí kət ka ótúm-ótúm. Ane mba á bhó fon oyóá-biji, kpe atʉ́ na kpe efín. Nâ ane mba á kára ekûp na ejík mbâ nnyam-i-mbí ányi na efóŋé ejê, na chénchén ane mba á fóne eriŋ ejê.”
REV.14.12	Nchot nnyí a kí səre ane Obhasi chénchén na ane mba á kí top ebhín Obhasi, na mba á kíi ḿbə́ŋé na Jisos, sê á kə́p ḿbə́ŋé.
REV.14.13	N yûk mân eyum ka ósô é chorá sê, “Sêŋ njí. É róghé ka égyé, deê ogyebhá-ḿbə́ŋé ó jóe na ane mba á kí kpo ka á kí top Ńtâ Jisos.”
REV.14.13	Obhasi Ebhare Ntʉgantʉ se, “A ri ekpatə́m ogyebhá-ḿbə́ŋé ka etʉri, ka á kí yoé biji ka etûm ábho. Á yen fə́ne ekəp ka etûm ábho.”
REV.14.14	N kêp, ń yéna nâ ébháré átʉ́k í ngurobhú. Nne etat noŋ Mmon-i-ntem-nne a kun ka átʉ́k mmá. Itam otúi mfi á yími na gûl, í rî yê ka echî. Itəme-efʉ í gyema nnyen egyémém, í rî yê ka obhô.
REV.14.15	Énjel nnyo tat a fâp ka ókʉ́rí achot Obhasi a kí səre nne nnyo a kun nná na ekûk se, “Fî itəme ifâ róghé efʉ, ka ebhú efʉ é si. Iyîm mbi a kí fʉ ka ngun í kui nnyen ekúúm.”
REV.14.16	Nne ányo nnyo a kun áno ka átʉ́k mmá a mə̂t mân itəme-efʉ ifê ka ngun, a fʉ̂ fə́ne iyîm í ngun mbí chénchén.
REV.14.17	Énjel nnyo tat a kpô fáp ka ókʉ́rí achot Obhasi ka ósô, yê fə́ne a fiî itəme-efʉ mfi í gyema ogyém ka obhô.
REV.14.18	Énjel nnyo tat a fâp ka eji á túbha ekəp mbâ Obhasi. Ńnyo mfá nâ á bhabha erəmta-ngûn nji é rî ka eji áji. Nji a fábhe nná, a bhîŋ yê nnyo a ri nná na itəme mfi í gyéma ogyém ka obhô. A gyʉ́i na ndûm eyum se, “Fiî itəme-efʉ ifâ, gbût nkap ka étí nji é rî ka ngun, ka nkap nnyi a kabhê ka ngun ta a bhî.” 
