MAT.1.1	Mapalivaisije Jesucristo pijasalinaivimi pelivaisi. Jesucristo rabaja Davidpijinë pemomoxiyajuvënënë. Davidpijinë pijinia Abrahampijinë pemomoxiyajuvënënë. 
2TH.3.12	Bajarapamonaejavabelia pajumaitsimë tsane: “Pablo raja vajatuxanenë Jesucristo pejamatabëcueneta jumaitsi: ‘Panacuenebianame pina panenaevetsinexa,’ jai raja Pablo,” pajamë tsane.
2TH.3.13	Tajamonae, pëtsa pajamatabëcuenecueraname pexaniacuene paneexanavanapaejava. 
2TH.3.14	Pajivi apo nacuenebi tsane penaevetsinexa, apo jumecovënëtsinua tsane palivaisi pacatoyaquinatsi mapabaxutotaje, bajarapajivi panavecuatsare. Pëtsa payajavajinavanapame. Nexata aura tsane apo penacuenebijava yabara. 
2TH.3.15	Itsiata baitsi jane bajarapajivi bepanijavajabitsaëjivi pëtsa pataneme. Dioso panenajuajumecovënëtsivixae, pexaniajamatabëcuenia pamuxujiobianame.
2TH.3.16	Vajatuxanenë vajanacajamatabëcuene xanepanaeyaexanaenë. Pacatovajëtatsi bajaraponëjavabelia daxitamatacabi papecajamatabëcuene xanepanaeyaexanaenexa, itsamonae pacaitsacueniababiabi ata. Pacatovajëtatsi vajatuxanenë papecayajavaponaponabiabinexa.
2TH.3.17	Xanë Pablonë, tacobeta pacatoyaquinatsi mapalivaisiyoje patacajamatabënajinaexae. Paitanecuenia yaquinabiabajë daxita tayaquinaebaxutonëta, bajarapaitanecuenia pacatoyaquinatsi mapalivaisiyoje paneyapëtaenexa xanë patacatoitorobicuene mapabaxutoje. 
2TH.3.18	Pacatovajëtabiabatsi Diosojavabelia daxita paxamë vajatuxanenë Jesucristo papecayavenonabiabinexa.
1TI.1.1	Xanë Pablonë, Jesucristo pijaapóstolenënë. Dioso, ponë nacacapanepaejitsia, bajaraponë nitoroba pijacuene tatonacuenebinexa. Vajatuxanenë Jesucristo, ponë pejamatabëcueneta Dioso nacacapanepaejitsia, bajaraponë ata nitoroba pijacuene tatonacuenebinexa. 
1TI.1.2	Timoteo, bepepo taxënatomë tacataenë, Jesucristo pelivaisi xamë ata nejumecovënëtsixae. Catoyaquinatsi mapabaxutoje. Catovajëtatsi vaxa Diosojavabelia, vajatuxanenë Jesucristojavabelia ata, pecayavenonaenexabeje pecaasivaxaebeje. Catovajëtatsinua bajaraponëbeje pecaitaxutotsoniataenexabeje pecajamatabëcuene xanepanaeyaexanaenexabejenua.
1TI.1.3	Pamatacabi baja ponajë Macedonia nacuayabelia, capuenetatsi neponaponaenexa Efeso tomarata. Nexata icatsia matavëjëa caitorobatsi tsiteca abaxë neponaponaenexa bajarajota. Tsipaji itsamonae bajarajota tsipaebavanapa saicayacuenia Dioso pejumelivaisivecua. Palivaisi tsipaebavanapa bajarapamonae, apo pexaniajailivaisi cajena. Jumeitavetsianame bajarapamonae matavëjëa baja petsipaebaponaeyaniva bajarapalivaisi. 
1TI.1.4	Itavetsianamenua bajarapamonae penajamatabëxainabiabiyaniva saya jemalivaisixi, perujulivaisiximi. Itavetsianamenua pijasalinaivimi pevënëxi yabara ata penajamatabëxainabiabiyaniva. Bajarapitsilivaisixi ajumematamobi baja cajena itsa nabarëcuaicuaijai tsaponae jivi. Bajarapalivaisixi apo nacajamatabëcueneyavenonae tsipae pacuenia Dioso nacaitoroba jumecovënëtsiaya vajatoexanaenexa.
1TI.1.5	Bajarapacuenia caitorobatsi nejumeitavetsinexa bajarapamonae pecopatsinexa bajarapalivaisi pecuaicuaijaitsabiabijava. Nexata juya pexanaenexa pacuenia Dioso jitsipa. Dioso cajena jitsipa jivi pejamatabëëthëtovetsina jamatabëcuenexanepanaeya namataenetsia penaasivatsavanapaejava. Dioso jitsipanua jivi pejinavanapaenexa aneconijibia Dioso pitabarata. Dioso jitsipanua jivi pejamatabëëthëtovetsina xaniavaetsia pejumecovënëtavanapaenexa Dioso pejumelivaisi. 
1TI.1.6	Bajarapamonae pacuenia Dioso jitsipa apo pexanavanapaexae, Dioso pejitsipaejavami vecuanajamatabëcuenemuxufeta. Nexata jamatabëcuenenaxuaba natsiquejemalivaisixi pecuaicuaijaitsabiabinexa. 
1TI.1.7	Bajarapamonae picani jamatabënaexana jivi livaisi petsipaebabiabivinexa. Palivaisi Dioso Moiséspijinëta najumecopata, bajarapalivaisi picani jivi asaëya jamatabëtsipaebapona. Itsiata baitsi jane bajarapamonae apo jumeyapëtae pajamatabëcuenelivaisi xaina bajarapalivaisi.
1TI.1.8	Vaxaitsi baja cajena yapëtanetsi pexanepanaecuene palivaisi Dioso Moiséspijinëta najumecopata. Bajarapalivaisi Dioso nacatocopata vajatsipaebinexa jivijavabelia, jivi peyapëtaenexa penaneconitsicuene Diosojavabelia. 
1TI.1.9	Pamonae pexaniacuene exanavanapa, apo toyaquinabiabitsi pitavetsilivaisinexatsi. Biji rajane pamonae pibisiacuene exanavanapa, toyaquinabiabatsi pitavetsilivaisinexatsi. Pamonae ata apo yaiyatae itsacuenejavayo ata Dioso pijacuene, toyaquinabiabatsi pitavetsilivaisinexatsi. Pamonae ata najamatabëcuenebijiana Dioso pijacuenevecua, toyaquinabiabatsi pitavetsilivaisinexatsi. Pamonae ata jivibevi, paxa ata, pena ata, pebeyaxuabivi, toyaquinabiabatsi pitavetsilivaisinexatsi. 
1TI.1.10	Pamonae ata pijavajivi vecuanamatayajita itsavajavabelia, toyaquinabiabatsi pitavetsilivaisinexatsi. Pamonae ata pevëna pebijavabelia pevitota pibisiacuene exana, toyaquinabiabatsi pitavetsilivaisinexatsi. Bajara pijinia pacuenia petiriavi ata. Pamonae pamonajivi vecuanamatayajita itsanëjavabelia, toyaquinabiabatsi pitavetsilivaisinexatsi. Pamonae ata pevëna petiriavijavabelia pevitota pibisiacuene exana, toyaquinabiabatsi pitavetsilivaisinexatsi. Pamonae ata jivi nacobetoxotsiaya pita, toyaquinabiabatsi pitavetsilivaisinexatsi. Pamonae ata najumetsënëta, toyaquinabiabatsi pitavetsilivaisinexatsi. Pamonae ata itsamonae yabara najumetsënëtsiaya baracuaicuaijai tsabiabi, toyaquinabiabatsi pitavetsilivaisinexatsi. Pamonae ata apo jitsipae pexaniajailivaisi jivi petsipaebaponaenexa, toyaquinabiabatsi pitavetsilivaisinexatsi. 
1TI.1.11	Bajarapalivaisicuenia xanë ata itavetaponajë itsa tsipaebaponajë palivaisi Dioso netocopata jivi tatsipaebaponaenexa. Bajarapalivaisi itsa tsipaebaponajë, tsipaebaponajë daxitajivi peyapëtaenexa pacuenia Dioso itaxutotsoniatanetsi pecapanepaenexatsi.
1TI.1.12	Pexaniajamatabëcuene rajutajë vajatuxanenë Jesucristojavabelia tanerajutsixae pesaë tatonacuenebinexa. Jesucristo nesivanajamatabëxaina xaniavaetsia tatonacuenebinexa. Bajaraxuata pexaniajamatabëcuene rajutajë. 
1TI.1.13	Copiata abaxë itsa apo jumecovënëtsinë Jesucristo, pibisiacuenia picani baracuaicuaijanë tsabiabi Jesucristo. Pijajivi ata tobarajinabiabajë tabejiobiaexanaenexa. Pibisiacuenia bijataeyabiabajë Jesucristo pijajivi. Bajarapacuenia taexanabiabinë ata, Dioso itsiata nebejiobiatane. Tsipaji jamatabëcuenenavëxaniabiaya bajarapacuene exanabiabajë. Apo yapëtaenë picani xua exanaponajë Jesucristojavabelia. Tsipaji abaxë apo jumecovënëtsinë Jesucristo Dioso pexënatocuene. 
1TI.1.14	Nexata baja itsiata belia vajatuxanenë Jesucristo pinijicuenia neyavenona tanajamatabëcuenecopatsinexa bajaraponëjavabelia. Bajaraxuacujinae pijajivitonëxaenë, neyavenona tasivanexa itsamonae ata.
1TI.1.15	Mapalivaisije pacatsipaebijitsiatsi. Bajarapalivaisi pexaniajailivaisi cajena. Nexata daxitajivi xaniavaetsia bejumecovënëta mapalivaisije. Jesucristo baja cajena patsica mapanacuayabetsicaje pibisiacuene pexanaevimi pecapanepaenexa Diosojavabelia. Xanë ata picani bitso pibisiacuene taexanaenëmi daxitajivi matatoxenetsia. 
1TI.1.16	Xanë itsiata bajara taitsinëmi ata, Dioso itsiata nebejiobiatane. Bajarapacuenia Dioso nebejiobiatane daxitajivi peyapëtaenexa Jesucristo bajayajebi tanesivaajamatabëcuenesaëjava tajumecovënëtsinexa, pibisiacuene taexanaenëmi ata. Nexata pamonae bexëajavabelia ata Jesucristojavabelia najamatabëcuenecopataponaena, xainaena matacabi apo pevereverecaejava. Bajarapamonae nesivaajamatabëcuenesaë tsane itsa nevënëlivaisitaena Jesús taneitapetsijava pijajivitonënexanë, pibisiacuene bitso taexanabiabinëmi ata. 
1TI.1.17	Bajaraxuata vaxaitsi pepo Dioso, daxitacuene peyapëtaenëjavabelia, jumaitsitsi tsabiabi: “Xamë Diosomë bitso ayaijamatabëcuenenëmë. Bitso ayaicuene nexanaenë,” jaitsi tsabiabi. Bajaraponë Dioso daxitacuene peyapëtaenë. Pepo pevetsinënua daxitacuene. Apo petëpaenënexanua daxitamatacabijavabelianexa. Apo petaenëtsinua itsajivi ata.
1TI.1.18	Timoteo, betaxënatomë tacataenë. Pacuenia caitorobatsi, exanaename. Bajayata baja cajena itsamonae Dioso pejumecovënëtsivi Dioso pejamatabëcueneta tajëvelia cavajunupaeba pacuenia exanaejitsiamë. Bajarapacuenia Dioso asaëyata tocanacuenebaponare mapalivaisije. Nexata bajarapacuenia Dioso pitorobilivaisi daxitajivi yapëtaena. Catoayapëbeje ata dovathi pecajamatabëcueneëjëtsixae, ajamatabëcuenesaëmëre Diosojavabelia nenajamatabëcuenecopatsijava. Exanabiabare xua yapëtaneme pexaniajaicuene nenajamatabëcuenebijianaeyaniva Diosovecua. 
1TI.1.19	Itsamonae baja yapëtae ata pacuenia Dioso itorobatsi, itsiata pibisiacuene exana. Nexata bajarapamonae Diosovecua naxuabiana pecopabixae Cristo pejumecovënëtsijavami. 
1TI.1.20	Bajarapamonaeyajuvënënëbeje Himeneobeje Alejandrobeje. Pibisiacuenia Dioso baracuaicuaijaibeje tsabiabi. Nexata pecopatsinexabeje Dioso pebaracuaicuaijaijavabeje, bajaraponëbeje copatajë dovathijavabelia. Nexata bexëa itsa najamatabëxainabeje pexanialivaisi, xaniavaetsia jane baja Dioso pejumecovënëtsinexabeje.
1TI.2.1	Timoteo, copiaya caitorobatsi mapacueniaje. Caitorobatsi panetovajëtabiabinexa daxitajivi Diosojavabelia. Daxitajivi Diosojavabelia patovajëtabiabianame pitaxutotsoniataenexatsi Dioso. Itsa baja Dioso itaxutotsoniataenatsi bajarapamonae, nexata pexaniajamatabëcuene parajutsianame Diosojavabelia bajarapamonae yabara. 
1TI.2.2	Patovajëtsianamenua Diosojavabelia presidentevi ata. Patovajëtsianamenua daxita gobierno pijalivaisi pevetsivi ata. Bajarapacuenia patovajëtsianame bajarapamonae Dioso peyavenonaenexatsi. Nexata xaniavaetsia jinavanapaenatsi avajabitsaëjibia. Nexata xaniavaetsia Dioso jumecovënëtavanapaenatsi. Nexata exanavanapaenatsi ëpexaniacuene. 
1TI.2.3	Bajarapacuenia Diosojavabelia daxita bajarapamonae vajatovajëtsijava, xanepana Dioso, ponë nacacapanepaejitsia, vajanacasivabarëyanexa. 
1TI.2.4	Bajarapacuenia daxitajivi vajatovajëtsijava Dioso jitsipa. Tsipaji Dioso jitsipa daxitajivi pecapanepaenexa bajaraponëjavabelia. Dioso tojitsipanua daxitajivi peyapëtaenexa pexaniajailivaisi, Jesucristo pelivaisi. 
1TI.2.5	Nexata daxitajivi itsa yapëtaena pexaniajailivaisi, Jesucristo pelivaisi, yapëtaenanua pacuenia caenë Dioso daxitajivi capanepaejitsia. Yapëtaenanua pacuenia pijinia caenë Jesucristo daxitajivi petocuaicuaijainënexa Diosojavabelia. 
1TI.2.6	Jesucristo rabaja nacopata pebeyaxuabinexatsi. Nexata Jesucristo petëpaejavata, daxitajivi pijaneconimi matamota. Bajarapacuene daxitajivi peyapëtaenexa, Dioso pecaëjëtsimatacabita pijajivi itoroba daxitanacuanëjava pexaniajailivaisi jivi petsipaebinexa. Tsipaji baja cajena Dioso jitsipa daxitajivi pecapanepaenexa. 
1TI.2.7	Bajarapalivaisi jivi tatsipaebinexa Dioso nitoroba. Dioso nitoroba bajarapalivaisi tatsipaebinexa pamonae apo judíovi ata penajamatabëcuenecopatsinexa Diosojavabelia. Nexata pexaniajailivaisi jivi tatsipaebijava, itsa canavajunupaebatsi, xaniajanë cajena. Cristo tajumecovënëtsinëxae, pexaniajailivaisi jivi tsipaebaponajë. Apo najumetsënëtsinë cajena.
1TI.2.8	Bajaraxuata daxitanacuanëjava pebijivi, pamonae baja Dioso pitabarata aneconijibi, itsa vajëta Diosojavabelia, jitsipajë nacobeyotsiaya pevajëtsijava Diosojavabelia. Bajarapamonae bevajëta Diosojavabelia anaepanaenejeva itsajiviyojavabelia, jumeanaenotsinejevanua itsajiviyojavabelia. 
1TI.2.9	Jitsipajë pijinia petiriavi penaxatabinexa xanepanaeya. Pëtsa bitso naitabëtsiaya naxataba. Itsa naxaniavaeta, bitso pëtsa namataitabëta pexaniacuenia. Pëtsa bitso naitabëta oronanitota pexanaejavanëta. Pëtsa naitabëta penamatamotsiviriaibotoxita ata. Pëtsa naitabëtsiaya naxataba bitso penamatamotsinavanë ata. 
1TI.2.10	Petiriavi, pamonae baja xaniavaetsia najamatabëcuenecopata Diosojavabelia, pëtsa naitabëta bitso. Bajarapamonae Dioso pitabarata pexaniacuene betoexanabiaba itsamonaejavabelia penajamatabëcueneitabëtsinexa bëpënëajavaverena. 
1TI.2.11	Dioso pejumecovënëtsivi itsa nacaetuata Dioso pejumelivaisi penamuxunaevetsinexa, petiriavi beveliajamatabëcuenevi nataeya ajumejibia benamuxunaevetena pejumecovënëtsinexa palivaisi tsipaebatsi. 
1TI.2.12	Petiriavi apo tocopatsinë pemuxujiobinexa pebijivi. Apo tocopatsinënua petiriavi beayaijamatabëcuenevi nataeya pitorobabiabinexa pebijivi. Biji rajane petiriavi beveliajamatabëcuenevi nataeya ajumejibia benamuxunaevetena. 
1TI.2.13	Bajarapacuenia itorobajë tsipaji copiaya Dioso exana pebi. Bajaraponë pevënë Adán. Bajaraxuacujinae cotocaevi Dioso exana petiriva. Bajarapova pevënë Eva. 
1TI.2.14	Adán cajena picani dovathi apo yamaxëitojorobitsi. Biji rajane copiaya petiriva dovathi yamaxëitojorobatsi. Nexata petiriva copiaya pibisiacuene exana. 
1TI.2.15	Bajaraxuata daxita petiriavi Dioso tocopatatsi pevixaeitonotsinexatsi penacueto itsa vecuanaexanatsi. Itsiata baitsi jane bajarapamonae capanepaenatsi Diosojavabelia itsa casaë tsane penajamatabëcuenecopatsijava Diosojavabelia. Capanepaenatsi Diosojavabelia daxitajivi ata asivaya itsa taena, Dioso ata asivaya itsa taena. Capanepaenatsi Diosojavabelia xaniavaetsia itsa jinavanapanua pacuenia Dioso tojitsipatsi.
1TI.3.1	Pexaniajailivaisi cajena maje. Ponë jitsipa pitapetsinexatsi ancianonënexa, Dioso pejumecovënëtsivi pevetsinënexa, bajaraponë pexaniacuene, Dioso pijacuene, jamatabëtonacueneba. 
1TI.3.2	Ancianonënexa, xanepana ponë apo xainae itsacueneneconi ata, paneconi yabara itsamonae neconitsijitsiatsi. Caevayo pepitsinë. Penajamatabëcuenereviabinë. Xaniavaetsia penajamatabëxainaenë. Peyaiyataenëtsi. Xaniavaetsia pecopiapitabiabinë pijaboyaberena pesivaxainaevitsi. Pecaëjëpaenëtsi xaniavaetsia jivi Dioso pejumelivaisi petsipaebinexa. 
1TI.3.3	Ancianonënexa, xanepana ponë apo piapaenë piaitajibinexa. Pevëna pebi apo pebenë. Apo pejitsipaenë itsajivi ata yamaxëitojorobiaya palata pevecuanacobetoxotsinexa. Biji rajane ancianonënexa xanepana ponë pexaniajamatabëcuenenë. Anaeya itsajivi ata apo pejumepitsinë pebarënajumeanaenotsinexa. Bitso pexainaenexa ata pexainaejava, apo penajamatabëxainaenë. 
1TI.3.4	Ancianonënexa, xanepana ponë xaniavaetsia eveta pexi, pijava yajava. Pexi pejumecovënëtsinëtsi. Pejumeyaiyataenëtsinua. 
1TI.3.5	Ponë apo caëjëpaetsi xaniavaetsia pexi pevetsinexa, pijava yajava, nexata bajaraponë apo caëjëpae tsipaetsi pevetsinexa Dioso pejumecovënëtsivi. 
1TI.3.6	Apo xanepanae tsipae ancianonënexa ponë abaxë ajena jumecovënëta Dioso. Beayaijamatabëcuenenë itajara nataejitsipa bajaraponë. Nexata epatua Diosovecua jopaejitsipa. Bajarapacuenia bajayata dovathi penajamatabëxainaenë, Dioso vecuajopaica. Nexata dovathi daxitamatacabijavabelianexa naneconita Diosojavabelia. 
1TI.3.7	Ancianonënexa, xanepana ponë peyaiyataenëtsi pamonae Dioso apo pejumecovënëtsivi ata. Bajarapitsinë xanepana ancianonënexa ancianonë pexanaecujinaetsi jivi pequenetsiataeyanivatsi, dovathi ata peyamaxëitojorobiyanivatsi.
1TI.3.8	Diáconovinexa pijinia, xanepana pamonae penajamatabëcuenereviabivi. Itaxutojema apo pecuaicuaijaivi. Apo piapaevi piaitajibinexa. Apo pejitsipaevi itsajivi ata yamaxëitojorobiaya palata pevecuanacobetoxotsinexa. 
1TI.3.9	Diáconovinexa, xanepana pamonae xaniavaetsia najamatabëcuenecopata Cristojavabelia. Pejamatabëëthëtota peyapëtaevi pexaniajaicuene palivaisi jumecovënëta. 
1TI.3.10	Pamonae diáconovinexa, copiaya bitorobatsi itsacuenejavayo pevetsinexa bajarapacuenia pejamatabëcueneëjëtsinexatsi. Nexata xaniavaetsia itsa eveta xua evetsiaexanatsi, diáconovi jane baja bexanatsi. Nexata jane baja bitorobatsi penacuenebinexa xua diáconovi banacueneba. 
1TI.3.11	Diáconovi pijinia pijavajivi xanepana penajamatabëcuenereviabinexa, apo bebaracuaicuaijai itsamonae. Xaniavaetsia benajamatabëxaina. Nexata xaniavaetsia bexanabiaba pacuenia itorobatsi. 
1TI.3.12	Diácononënexa, xanepana ponë caeva pepitsinë. Pecaëjëpaenëtsinua xaniavaetsia pevetsinexa pexi, pijava yajava. 
1TI.3.13	Diáconovi xaniavaetsia itsa eveta penacuenebijava, nexata diáconovi xaniavaetsia yaiyataenatsi daxitajivi. Ajumeurajibianua jivijavabelia navajunupaebiana Jesucristojavabelia penajamatabëcuenecopatsijava.
1TI.3.14	Timoteo, bepijia picani jamatabëponajë xamëjavabelia tacataenexa. Itsiata tavajënaeyabelia catoyaquinatsi mapacuene yabaraje. 
1TI.3.15	Nexata abaxë itsa cuenenajematsianajë tapatsijava xamëjavabelia, neyapëtaenexa pacuenia exanaponaponaejitsiamë Dioso pejumecovënëtsivi tuatuajëta. Pamonae baja Dioso pejumecovënëtsivi, Dioso rabaja piasaënë pijajivi. Bajarapamonae Dioso pejumelivaisi, pexaniajailivaisi, xaniavaetsia baja jumecovënëtavanapa. Daxita nacuanëpijivi ata pejumecovënëtsinexa bajarapalivaisi. Bajarapamonae pexaniajailivaisi itsamonaejavabelia tsipaebapona. Bajarapamonae apo tocopatsinua itsajivi ata pexaniajailivaisivecua saicayalivaisi pejumecovënëtsiyaniva. 
1TI.3.16	Pepo pexaniajailivaisi cajena Cristo pelivaisi. Bajaraponë baja vaxaitsi jumecovënëtavanapatsi. Itsiata baitsi jane itsamonae apo jamatabëcueneyapëtae bajaraponë. Bajaraponë Cristo ayaijamatabëcuenenë bitso:
1TI.3.16	Bajaraponë Cristo mapanacuata naexana bevaxaitsi jivitonëcuenia. Espíritu Santo pejamatabëcueneta daxitajivi yapëtaeyaexanatsi Cristo pianeconijibinëcuene. Angelevi ata Cristo tanetsi. Cristo pijajivi vënëlivaisipaebaponatsi daxitanacuanëpijivijava. Nexata daxitanacuanëpijivi najamatabëcuenecopabapona Cristojavabelia. Dioso pijanacuatatsia ata Cristo copiapitatsi.
1TI.4.1	Espíritu Santo baja cajena tajëvelia nacayapëtaeyaexana pacuenia bexëajavabelia itsamonae copabijitsia Dioso pejumelivaisi pejumecovënëtsijavami. Bajarapamonae nexata jumecovënëtsiana penajumetsënëtsilivaisi petsipaebaponaevitsi. Nexata bajarapamonae asaëya jumecovënëtaponaena itsamonae dovathi pejamatabëcueneta petsipaebilivaisitsi. 
1TI.4.2	Bajarapamonae namuxunaevetsiana penajumetsënëtsilivaisi petsipaebaponaevitsi, betsitapexaniajamatabëcuenevitsi itajara tsane, pibisiajamatabëcuenevi ata. Bajarapamonae tsipaebaponaena penajumetsënëtsilivaisi. Apo acueneura cajena tsane. 
1TI.4.3	Bajarapamonae itavetsiana penacasabicuene. Bajarapamonae itavetsiananua itsacuenejavanë jivi pexaeyaniva. Dioso cajena daxitacuene pexaejava exanae ata, jivi pexaeyaniva apo itavetsi. Bajaraxuata Dioso pejumecovënëtsivi, pexaniajailivaisi peyapëtaevi, jumai tsabiabi pexaejava yabara: “Xanepana rabaja,” jai tsabiabi Diosojavabelia pexaejava pexaevajënae. 
1TI.4.4	Daxitacuene, xua Dioso exana vajaxaejavanexa, pexaniacuene bitso. Nexata apo biatsobitsi itsacuenejavayo ata Dioso pexanaejava. Biji rajane itsa pitatsi Dioso pexanaejava, “Xanepana rabaja,” bejai tsabiabitsi Diosojavabelia vajanacarajutsixae vajaxaejavanexa. 
1TI.4.5	Bajarapacuenia Dioso pejumelivaisibaxutota pejumaitsixae, xanepana daxitacuene vajaxaenexa. Pexaniajamatabëcuene rajutatsi Diosojavabelia vajaxaejavanexa vajanacarajutsixae. Bajaraxuata Dioso nacatoxanepanaeyaexana vajaxaejavanexa.
1TI.4.6	Itsa tsipaebianame pexaniajailivaisi Dioso pejumecovënëtsivijavabelia, penajumetsënëtsilivaisi petsipaebaponaevi pejumecovënëtsiyaniva, nexata xaniavaetsia Jesucristo netonacuenebinë tsane. Niajamatabëcuenesaënexa nevajënaeyabelia, asaëya jumecovënëtaponaponare palivaisi baja jumecovënëtavanapatsi. Pexaniajailivaisi, Dioso pejumelivaisi, palivaisi itsamonae catsipaeba, tsiteca asaëya jumecovënëtaponaponare. 
1TI.4.7	Itsiata baitsi jane pëtsa jumecovënëtame mapanacuapijilivaisianëje, saya natsiquejemalivaisianë. Daxita nesaëta nacujaubare xaniavaetsia neponaponaenexa Dioso pejitsipaecuenia. 
1TI.4.8	Vajajumalixanepanaenexa, xanepana picani vajaperabësaëta vajacujinaejinaejava. Itsiata baitsi jane daxitacuenevecua xanepana bitso vajajinavanapaenexa pacuenia Dioso nacatojitsipa. Bajarapacuene nacatoxanepana tsipaji vajatëpaecujinae ata Dioso nacajamatabëcueneyavenonaena xaniavaetsia vajajinavanapaenexa. 
1TI.4.9	Bajarapalivaisi pexaniajailivaisi cajena. Nexata daxitajivi xaniavaetsia bejumecovënëta bajarapalivaisi. 
1TI.4.10	Bajaraxuata Dioso tonacuenebaponaponatsibeje. Casaëtsibeje tsaponaponae Dioso vajatonacuenebaponaponaejavabeje, itsamonae pibisiacuenia nacabijataeyabiabi atabeje. Bajarapacuenia exanatsibeje tsipaji najamatabëcuenecopatatsibeje piasaënë Diosojavabelia. Bajaraponë Dioso daxitajivi pecapanepaenë pijaneconivecua. Dioso capanepaena daxita pamonae najamatabëcuenecopata bajaraponëjavabelia.
1TI.4.11	Bajarapalivaisi tsipaebaponare. Itorobaponarenua bajarapacuenia pexanaenexa. 
1TI.4.12	Pëtsa nacopatame pevëjëatoxaemë itsajivi ata pecaquenetsiataenexa. Biji rajane Dioso pejumecovënëtsivijava, xaniavaetsia tsitaponaponare. Cuaicuaijamëre xaniavaetsia. Livaisi ata itsa tsipaebame, tsipaebare xaniavaetsia. Ponaponare xaniavaetsia. Asivamëre daxitajivi. Najamatabëcopare xaniavaetsia Diosojavabelia pecayavenonaenexa daxitacuene yabara. Ëpexaniacuene yabara najamatabëxainare. Bajarapacuenia itsa tsitaexanaponaponaename, nexata Dioso pejumecovënëtsivi cacuenejëpaeyajinavanapaena. 
