MAT.1.1	A Yesu Kɩrɩsɩto sãakpãmɩne nɩ nyã, wʊ yin a Nãa David nɩ Abraham bal pɔ, 
REV.12.5	A pɔɔ dɔɔn a bie ka wʊ ɩ dabile, 'lɔ lɛ na kaara a paalsɩ a jaa nɩ la kpɛ̃ɔ 'lɔ na kaara a kur dãgbal kaar. Ba jãan a pɔɔ bie nyã don a Nãaŋmɩn sɛ̃ ka wʊ tɩ be a wʊ nãalʊ̃ʊ pɔ. 
REV.12.6	Tɩ ka a pɔɔ mɩ jo kpɛ a mɔgɔ̃ɔ pɔ na wʊ tɩ be a jie Nãaŋmɩn na chɔɔr bar ka ban kaara wʊ maal ber tur kɔɔr ayi dɔɔl lɩjaata (1,260).
REV.12.7	Ka a jɛɛr lo be a saaju. Maɩkɩl nɩ a malakasɩ jɛɛr nɩ naa a dajɩl, ka a dajɩl nɩ a wʊ malakasɩ mɩ lɩɛb jɛɛrɛ nɩ a Maɩkɩl nɩ a wʊ malakasɩ. 
REV.12.8	Tɩchɛ ba tʊ̃ɔ naa a dajɩl nɩ a wʊ malakasɩ, dii ba bar a be a saaju. 
REV.12.9	Ba lɔb a dajɩl kpɛ̃ɛ nyã bar a yõo, a kõr waa 'lɔ̃nɔ̃ na ɩ a dɛɛr sʊɔ, nɩ a Satan, 'lɔ lɛ bɛlʊ̃ a wɛr nɩbɛ ba jaa. Ba lɔb wʊn bar ka a wɛr pɔ, nɩ a wʊ malakasɩ.
REV.12.10	Be lɛ n wõ nɛkpɛ̃ɛ na 'yɛr be a saaju, “Pʊ̃pãanyã, a faafʊ bɩbir vɩɛ naa, a sɩ Nãaŋmɩn wiil naa a wʊ kpɛ̃ɔ, nɩ a wʊ nãalʊ̃ʊ, nɩ a wʊ Nɩ-iraa kpɛ̃ɔ. Bojũu a 'lɔ na bɛrɛ a sɩ yɛɛr nɛɛ, 'lɔ lɛ bɛrɛ ba a nɛɛ a Nãaŋmɩn niem mɔ̃tɔ̃ɔ nɩ tãsɔɔ, ba daa wʊn lɔb. 
REV.12.11	Ba tʊ̃ɔ wʊ naa nɩ a Pɛraabile jãɩ nɩ a ba dãasɩɛ 'yɛrbie. Ba sɔɔn kũu na baa de a ba nyɛvʊr ka wʊ ɩ bon ɛ. 
REV.12.12	A lɛ jũu, saaju naa bala na kpɩɛrɛ a be, yɩ chɩlɛ! Tɩchɛ nɛbier ben a yɩn na be a wɛr nɩ a man pɔ, yɩn din dɔɔyɛ, bojũu a dɛɛr sʊɔ suun a yɩ sɛ̃! Ka a wʊ suur dire, bojũu a wʊ ber ba waa ɛ.”
REV.12.13	Lɛ a dajɩl na wa nyɛ ka a ɩ tẽe lɛ wʊ lo, wʊ dire naa a pɔɔ 'lɔ na dɔɔ a dabile. 
REV.12.14	Ka ba kʊ a pɔɔ tuu kpɛ̃ɛ pibɛ ayi, ɩka wʊ ɔɔ chen a jie ban chɔɔr bar be a mɔgɔ̃ɔ pɔ, be lɛ ban tɩ kaara wʊ yuom ata nɩ bʊ̃ŋmaa ka a waa taa pɔɔ wʊ ɛ. 
REV.12.15	Be lɛ ka a waa chɩr kʊ̃ɔ a nɛɛ pɔ põn kʊ̃ɔ kaar, ɩka a di a pɔɔ, 
REV.12.16	tɩchɛ ka a tẽe sʊ̃ʊ a pɔɔ haa a nɛɛ nyũ a kʊ̃ɔ ala a dajɩl na chɩr a nɛɛ pɔ. 
REV.12.17	Ka a dajɩl pãa nyɛ suur 'yɔ̃ɔ a pɔɔ na wʊ chen tɩ ŋmaan a pɔɔ bibiir bala na chɛ jɛɛr. A bala na turo a Nãaŋmɩn nɛɛ na ba mɩ tara a Yesu 'yɛr yelmãɛ.
REV.13.1	Ka a dajɩl ara a man gogoro nɛɛ. N nyɛn mɔdʊ̃ɔ na yire a man pɔ na wʊ tara jur ayopõi tɩ bul ɩlɛ pie ka a nãa jupile su a ɩlɛ ala pɔ. A jur ala pɔ yoe ben be na fere sɔ̃ɔnɔ̃ Nãaŋmɩn yuor. 
REV.13.2	A mɔdʊ̃ɔ 'lɔ ɩn nyɛ nyɛntãan gbɔ̃gbɔ̃ɔ tɩchɛ ka a gbɛɛ kaara fɩka pɛɛlaa gbɛɛ ka a nɛɛ mɩ kaara fɩka jukpɛ̃ɛ nɛɛ. Ka a dajɩl de a wʊ kpɛ̃ɔ nɩ a wʊ nãa dakɔɔ nɩ a wʊ tʊ̃ɔfʊ kʊ a mɔdʊ̃ɔ 'lɔ̃nɔ̃. 
REV.13.3	A mɔdʊ̃ɔ ju ãsʊɔ kaara fɩka bon ban chɛ ɩrɛ na kʊ tɩchɛ ka a chɛfʊ jie 'lɔ 'mɔ̃ pɔɔ. Nɛɛ 'maan a nɩrɛ jaa na be a wɛr pɔ tɩ na ba turo a mɔdʊ̃ɔ 'lɔ. 
REV.13.4	Ka nɩrɛ jaa pãa pɛɛrɛ a dajɩl bojũu 'lɔ lɛ de a wʊ kpɛ̃ɔ kʊ a mɔdʊ̃ɔ 'lɔ na ba mɩ pɛɛrɛ a mɔdʊ̃ɔ 'lɔ 'yɛrɛ nɩ tɩ sʊrɔ, “An lɛ kaara a mɔdʊ̃ɔ nyã kaar? Nɩ an lɛ na tʊ̃ɔ ŋmaan wʊ jɛɛr?”
REV.13.5	A mɔdʊ̃ɔ nyã tara na nɛɛ na 'yɛrɛ ɛ jãjɩɩr 'yɛr na wʊ fere, wʊ tara na sɔr ɩka wʊ 'yɛr a wʊ yobɔ 'yɛr maal ŋmɛrsɩ lɩjaayi nɩ ayi (42). 
REV.13.6	A wʊ 'yɛrbie chɩrɛ nɩ naa Nãaŋmɩn na wʊ fere sɔ̃ɔnɔ̃ a Nãaŋmɩn yuor nɩ a jie 'lɔ wʊn be nɩ a bala na kpɩɛrɛ a saaju. 
REV.13.7	Ba kʊ wʊn sɔr ɩka wʊ jɛb a Nãaŋmɩn nɩbɛ na wʊ tʊ̃ɔ ba na wʊ mɩ tʊ̃ɔ a nɩbʊrɔ, nɩ 'yɛrbʊrɔ, nɩ balbʊrɔ, nɩ paalsɩ. 
REV.13.8	A bala ba jaa yuor na ba dɔ̃ɔ sɛb a Pɛraabile ban dɔ̃ɔ kʊ a nyɛvʊr gãn pɔ ɛ, tɩ a wɛr wa mɛ, na gbur dumo puor a mɔdʊ̃ɔ nyãna.
REV.13.9	Nɩrɛ 'lɔ na tara toor, wʊ chɛlɛ. 
REV.13.10	Ala ɩ ãsʊɔ jaa nyɔɔfʊ lɛ ban nyɔɔ wʊ, ban nyɔɔ wʊn chiin. Ala ɩ sɔkpɛ̃ɛ mɩ lɛ ban kʊn ãsʊɔ, a sɔkpɛ̃ɛ lɛ ban kʊn wʊ. A lɛ jũu a bala na ɩ Nãaŋmɩn nɩbɛ, ba tara kãnyir nɩ yelmãɛ.
REV.13.11	N pãa lɛ nyɛn a mɔdʊ̃ɔ ãsʊɔ na yire a tẽe tara ɩlɛ ayi fɩka pɛraabile tɩ 'yɛrɛ fɩka a dajɩl. 
REV.13.12	Wʊ yin de a mɔdʊ̃dɔ̃ɔ 'lɔ kpɛ̃ɔ na wʊ wiil wʊ mãɛ a mɔdʊ̃dɔ̃ɔ 'lɔ niem tɩ fɩr a nɩbɛ ba jaa na be ka a wɛr pɔ ka ba gbur dumo puor a mɔdʊ̃dɔ̃ɔ 'lɔ chɛfʊ jie na 'mɔ pɔɔ. 
REV.13.13	Wʊ tʊ̃n nɛ'maa tʊ̃mɔ̃sɩ na wʊ gba ma vɛ̃ ka bũu yi saaju suu wa a tẽe ka nɩbɛ ba jaa nyɛ. 
REV.13.14	A wʊ nɛ'maa tʊ̃mɔ̃ anyãna jũu, ba kʊ wʊn kpɛ̃ɔ ka wʊ de a mɔdʊ̃dɔ̃ɔ 'lɔ jie, na wʊ bɛl a wɛr nɩbɛ. Ka wʊ 'yɛr ba ka ba mɛ bʊtɩbɛ 'yɔ̃ɔnɔ̃ nɩ a mɔdʊ̃ɔ 'lɔ ban dɔ̃ɔ chen a sʊɔ tɩ wʊ 'mɔ pɔɔ. 
REV.13.15	Ba kʊ wʊn sɔr ɩka wʊ kʊ a bʊtɩɩ 'lɔ nyɛvʊr wʊn mɛ ka wʊ nyɛtãan a mɔdʊ̃dɔ̃ɔ 'lɔ, ka wʊ na tʊ̃ɔ 'yɛr ka ba kʊ a bala na tɔr a bʊtɩɩ puorfʊ. 
REV.13.16	Wʊ mɩ fɩr nɩrɛ jaa, ka bile lɛ wʊ ɩ bɩɩ kpɛ̃ɛ lɛ, taraa sʊɔ bɩɩ nɔ̃ɔ sʊɔ, sumɩne bɩɩ gbãgbaa, ka ba 'yɔ̃ɔ ba jaa jãnsɩ a nũsʊ̃ɔ nũu pɔ bɩɩ a gberaa pɔ. 
REV.13.17	Nɩrɛ jaa kʊ̃ tʊ̃ɔ daara bɩɩ da bon ka baa 'yɔ̃ɔ wʊ a jãnɛ na ɩ a mɔdʊ̃ɔ yuor bɩɩ a wʊ jãnɛ 'lɔ na ɩ a wʊ yuor ɛ.
REV.13.18	Ka 'lɔ yɛ̃ 'yɛr lɛ, ala ɩ nɩrɛ tara na bɔ̃ɔfʊ, wʊn tʊ̃ɔ sɔr a mɔdʊ̃ɔ sɛbie an ɩ nɩsaal sɛbie lɛ. A sɛbie ɩ naa kɔɔr ayʊɔb dɔɔl lɩjaata nɩ ayʊɔb (666).
REV.14.1	Be lɛ n kaa nyɛ a Pɛraabile ka wʊ 'mataa ara nɩ nɩbɛ turo kɔbaa lɩjaayi nɩ anaar (144,000) a Jiyon tɔ̃ɔ ju ka wʊ yuor nɩ a Sãa yuor sɛb 'mar a ba gbersɩ pɔ. 
REV.14.2	N wõn kɔkɔɛ a saaju na gɔ̃nɔ̃ fɩka kɔ̃kpɛ̃ɛ na joro bɩɩ saa na tãn. A gɔ̃mɔ̃ mɩ kaara fɩka kõrõjomsɩ ban ŋmiere. 
REV.14.3	Ba yiele naa yiel paalaa a nãa dakɔɔ niem nɩ a bʊ̃nɩbie anaar bala nɩ a nɩbɛrɛ bala niem. Nɩrɛ jaa ba be be na tʊ̃ɔ a yiel jãn ɛ, ka a nɩbɛ turo kɔbaa lɩjaayi nɩ anaar (144,000) bala tɛɛ a Nãaŋmɩn na faa ka a wɛr pɔ ba lɛ ɛ. 
REV.14.4	A banyãna lɛ ba sɔ̃ɔ ba mãɛ nɩ pɔbɔ ɛ, bojũu ba gun ba mãɛ ɩ chɛchɛ, na ba ma turo a Pɛraabile jie jaa wʊn chiine, bala lɛ ba da de kʊ Nãaŋmɩn fɩka bʊ̃dɔ̃ɔ ban de kʊ Nãaŋmɩn nɩ a Pɛraabile. 
REV.14.5	Baa haa nɛɛ ŋmaa jir ɛ. Baa tara chɛfʊ bãlãa jaa ɛ.
REV.14.6	N pãa lɛ nyɛn a malakasɩ ãsʊɔ na ɔɔrɔ be a saaju tɩ tara a 'yɛr kpo kpo bʊɔrɔ ɩka wʊ 'yɛr kʊ a bala na be ka a wɛr pɔ, nɩ paalsɩ a jaa, nɩ balbʊrsɩ a jaa, nɩ 'yɛrbʊrsɩ a jaa, nɩ nɩbʊrsɩ a jaa. 
REV.14.7	Wʊ tãn na nɩ nɛkpɛ̃ɛ, “Yɩ joro a Nãaŋmɩn dãbãɛ na yɩ kʊrɔ wʊ tɩɩr, bojũu a wʊ bɩbir vɩɛ naa ka wʊn tɔɔr a nɩbɛ 'yɛr. Yɩ puor wʊ, 'lɔ lɛ maal a saaju, nɩ a wɛr, nɩ a man nɩ a kʊ̃ɔ yifʊ jiir.”
REV.14.8	A malakasɩ ayi sʊɔ mɩ tun wa 'yɛrɛ, “Wʊ wɛl naa, wʊ wɛl naa, a Babilon tẽkpɛ̃ɛ nyã 'lɔ lɛ maal a paalsɩ a jaa a ba nyũ a wʊ sɛ̃sɛ̃yele dãa ala na tɔɔ Nãaŋmɩn suur waan.”
REV.14.9	Ka a malakasɩ ata sʊɔ mɩ tu wa 'yɛrɛ nɩ kɔkɔkpɛ̃ɛ, “Ala wa ɩ ãsʊɔ jaa puor naa a mɔdʊ̃ɔ nyãna naa bʊtɩɩ nyãna ban mɛ a wʊ kaar, na wʊ sɔɔ ka ba 'yɔ̃ɔ wʊ a jãnɛ a gberaa pɔ bɩɩ a nũu pɔ, 
REV.14.10	wʊ mɩ na nyũn a dãa ala na ɩ a Nãaŋmɩn suur, ala lɛ ba pʊr 'yɔ̃ɔ a ŋmele pɔ na ɩ a suur. Ban ge wʊ naa nɩ a jerbɩ bũu na dire a malaka chɛchɛsɩ bala naa Pɛraabile niem. 
REV.14.11	A ba gefʊ jʊʊr na uro ba tara ŋmaafʊ ɛ. Pɛ̃nfʊ ba be be kʊ a bala na gbur dumo puor a mɔdʊ̃ɔ nɩ a bʊtɩɩ 'lɔ ban mɛ a wʊ kaar mɔ̃tɔ̃ɔ bɩɩ tãsɔɔ ɛ, bɩɩ ãsʊɔ jaa na sɔɔ de a jãnɛ na ɩ a mɔdʊ̃ɔ yuor ɛ.” 
REV.14.12	A lɛ jũu, a bala na ɩ Nãaŋmɩn nɩbɛ na ba turo a wʊ nɛɛ na ba mɩ ara nɩ yelmãɛ kʊ a Yesu ba tara kãnyir.
REV.14.13	N pãa lɛ wõn kɔkɔr na yi a saaju 'yɛrɛ, “Sɛb a anyãna an yi a dɩna chiine, pʊpɛl sʊɔ lɛ a 'lɔ na kpi a Soro sɔr pɔ.” “Ɔ̃ɔ,” lɛ a Nãaŋmɩn Sɩɛ 'yɛr, “Ban pɛ̃n naa a ba dɔɔyɛ pɔ. Bojũu a lɛ ban dɔ̃ɔ tʊ̃, na turo ba naa.”
REV.14.14	N lɛ kãan nyɛ julõjupɩla, ka a nɩrɛ 'lɔ na jãnɛ a julõjuur ju kaara fɩka nɩsaal bie 
REV.14.15	Be lɛ a malaka ãsʊɔ mɩ yi be a Nãaŋmɩn yir wa bʊɔlɔ 'yɛrɛ kpɛ̃ɔ jaa kʊrɔ a 'lɔ na jãnɛ a julõjuur ju, “De a sɔkpɛ̃ɛ na fʊ piel tʊ̃mɔ̃ bojũu a tʊ̃mɔ̃ sɔ̃ɔ ta naa, bojũu a wɛr nyã ban na ŋma mʊ̃ɔ naa.” 
REV.14.16	Lɛ lɛ a 'lɔ na jãnɛ a julõjuur ju jaal a sɔkpɛ̃ɛ bar a wɛr pɔ na wʊ ŋma a wɛr wʊ jaa.
REV.14.17	A malaka ãsʊɔ mɩ na yi a be a Nãaŋmɩn puorfʊ yir a saaju na wʊ mɩ tara a bʊ̃ŋma sɔkpɛ̃ɛ diir ãsʊɔ. 
REV.14.18	Ka a malaka ãsʊɔ mɩ 'lɔ lɛ kaara a bũu ka wʊ wa yi a be a tãɩ nyũu vɩla chʊmfʊ jie bʊɔl a 'lɔ na tara a bʊ̃ŋma sɔkpɛ̃ɛ diir kpɛ̃ɔ jaa tɩ 'yɛr, “De a fʊ bʊ̃ŋma sɔkpɛ̃ɛ diir 'lɔ na fʊ ŋman a tɩɛ wɔ̃mɔ̃, a wɛr lɛ ɩ a tɩɛ ka wʊ wɔ̃mɔ̃ mʊ̃ɔ.” 
REV.14.19	A malaka jaal a wʊ sɔkpɛ̃ɛ bar ka a wɛr pɔ ka wʊ ŋmara a wɔ̃mɔ̃ kpaara 'yɔ̃ɔnɔ̃ a be ban ma nɛɛrɛ ŋmɛrɛ, na ɩ a Nãaŋmɩn suur. 
REV.14.20	Ba nɛɛrɛ ban a be a nɛŋmɛrfʊ jie a tẽkpɛ̃ɛ 'lɔ yõo, ka a jãɩ joro a ŋmɛrfʊ jie ɩrɛ na ta mɛl kɔɔr ayi ka a wii mɩ ma kpɛ ka a nɛɛ 'lɔr.
REV.15.1	N nyɛ naa a nɛ'maa yelwiilaa jãnɛ ãsʊɔ a saaju, malakasɩ ayopõi na tara wõmsɩ ayopõi, ala lɛ ɩ a baaraa na vɛ̃ ka Nãaŋmɩn suur lo. 
REV.15.2	N lɛ nyɛn bon na kaara fɩka man kʊ̃ɔ jaa wel wel nyɩlɛ chãana kaar lɔ̃ɔtãan bũu ka nɩbɛ ara a wʊ gogoro par. Bala lɛ jɛb tʊ̃ɔ a mɔdʊ̃ɔ nɩ a wʊ bʊtɩɩ nɩ a yuor jãnɛ. Nãaŋmɩn kʊ ban kõrõjomsɩ 
REV.15.3	ka ba yiele nɩ a wʊ gbãgbaa Mosesɩ nɩ a Pɛraabile yiele 'yɛrɛ, “A Soro Nãaŋmɩn na ɩ a Tʊ̃ɔfʊ Sʊɔ, a fʊ tʊ̃mɔ̃ 'maan nɛɛ tɩ põn bar, fʊ ɩn nɩtor nɩ yelmãɛ sʊɔ, fʊ̃ʊ lɛ ɩ a nãmɩne ba jaa Nãa. 
REV.15.4	An lɛ kʊ̃ joro a fʊ̃ʊ Soro dãbãɛ na wʊ kʊ a fʊ yuor tɩɩr ɛ? Bojũu fʊ̃ʊ tɛɛ lɛ ɩ chɛchɛ. A paalsɩ a jaa na wa gãn kpa tẽe a fʊ niem, bojũu nɩrɛ jaa nyɛ naa a fʊ tʊ̃torsɩ.”
REV.15.5	Bojũu a anyã puor, n kãan nyɛ a saaju ka a Nãaŋmɩn puorfʊ yir a jichɛchɛ 'lɔ na ɩ a dãasɩɛ jie ka wʊ yuo. 
REV.15.6	Ka a malakasɩ ayopõi yi a jichɛchɛ nyãna na ba tara a Nãaŋmɩn suur wõmsɩ ayopõi sun bʊ̃pɩɛl na nyɩlɛ ka a sɛlma bʊ̃lunsɩ bãbã a ba nyãn pɔ. 
REV.15.7	Be lɛ ka a bʊ̃nɩbie anaar bala ãsʊɔ kʊ a malakasɩ ayopõi bala sɛlma laar ayopõi na sɛɛr nɩ a Nãaŋmɩn nyã na be be jaa kpo kpo suur. 
REV.15.8	Ka a jʊʊr sɛɛ a Nãaŋmɩn puorfʊ yir yi a Nãaŋmɩn tɩɩr nɩ a wʊ kpɛ̃ɔ pɔ, ka nɩrɛ jaa kʊ̃ tʊ̃ɔ kpɛ a puorfʊ yir ka a malakasɩ ba wa baar a Nãaŋmɩn suur wõmsɩ ala baar ɛ.
REV.16.1	N wõn nɛkpɛ̃ɛ na yi a be a puorfʊ yir 'yɛrɛ kʊrɔ a malakasɩ ayopõi bala, “Yɩ chen tɩ kpaar a Nãaŋmɩn suur a laar pɔ bar a wɛr.” 
REV.16.2	Ka a malaka dɔ̃ɔ 'lɔ chen tɩ kpaar a wʊ laa bar ka a tẽe ka a natɩdɛbɛ na bɩɛrɛ tɛ a nɩbɛ bala na tara a mɔdʊ̃ɔ 'lɔ jãnɛ tɩ mɩ gbur dumo puor a bʊtɩɩ.
REV.16.3	A malaka ayi sʊɔ mɩ kpaar a wʊ laa bar a man pɔ, ka a kʊ̃ɔ lɩɛb fɩka kũu jãɩ, ka a bʊ̃vʊʊrsɩ a jaa na be a man pɔ kpi.
REV.16.4	A malaka ata sʊɔ mɩ kpaar a wʊ laa 'yɔ̃ɔ a põnsɩ nɩ kʊlsɩ pɔ, ka a kɔ̃n mɩ lɩɛb jãɩ. 
REV.16.5	Be lɛ n wõ a malaka 'lɔ na kaara a kɔ̃n 'yɛr, “Fʊ̃ʊ lɛ ɩ a Torfʊ Sʊɔ, a fʊ 'yɛr tɔɔrfʊ nyã tor naa, fʊ̃ʊ lɛ ɩ, fʊ̃ʊ mɩ lɛ dɔ̃ɔ be be Chɛchɛ Sʊɔ a yelsɩ anyãna fʊn tɔɔr a 'yɛr jũu. 
REV.16.6	Bojũu a putudẽme bala lɛ kʊ a fʊ nɩbɛ nɩ a fʊ 'yɛ'yɛrbɛ a fʊ kʊ ba a jãɩ ɩka ba nyũ, a lɛ sɛɛn ba naa.” 
REV.16.7	Be lɛ n wõ kɔkɔr na 'yɛr be a bɔɔr lofʊ jie, “Ɔ̃ɔ, n Soro Nãaŋmɩn na ɩ a Tʊ̃ɔfʊ Sʊɔ, a fʊ 'yɛr tɔɔrfʊ ɩn yelmãɛ tɩ mɩ tor.”
REV.16.8	A malakasɩ anaar sʊɔ kpaar a wʊ laa 'yɔ̃ɔ mɔ̃tɔ̃ɔ ka wʊ tara kpɛ̃ɔ vuul a nɩbɛ nɩ bũu. 
REV.16.9	A mɔ̃tɔ̃ɔ tʊl vuul ba naa tɩ ba chɛnɛ tʊrɔ a Nãaŋmɩn yuor an ɩ 'lɔ lɛ tara a gefʊ anyãna a jaa kpɛ̃ɔ na baa lɩɛb ba tɩɛr kʊ wʊ tɩɩr ɛ.
REV.16.10	A malakasɩ anũu sʊɔ kpaar a wʊ laa 'yɔ̃ɔ a mɔdʊ̃ɔ nãa dakɔɔ ju, ka a wʊ nãalʊ̃ʊ wʊ jaa lɩɛb libe, ka a wõnõ a nɩbɛ ka ba ɔɔrɔ jãlbie 
REV.16.11	tɩ chɛnɛ tʊrɔ a Nãaŋmɩn nyã na be a saaju a ba natɩɛ nɩ an bɩɛrɛ ba jũu. Tɩchɛ baa lɩɛb a ba tɩɛr bar a ba tʊ̃dɛbɛ ɛ.
REV.16.12	A malakasɩ ayʊɔb sʊɔ mɩ kpaar naa a wʊ laa 'yɔ̃ɔ a Yufɩrɩtɩ põn kpɛ̃ɛ pɔ, ka a kʊ̃ɔ sɩr chɔɔr a sɔr bar kʊ a mɔ̃tɔ̃ɔ purfʊ jie nãmɩne. 
REV.16.13	N lɛ nyɛn a sɩdɛbɛ na kaara pãtɩɛ kaar ka a yire a bon 'lɔ na kaara a dajɩl kaar nɛɛ pɔ, naa lɛ yire a mɔdʊ̃ɔ 'lɔ mɩ nɛɛ pɔ, naa mɩ lɛ yire a jir ŋmarba 'yɛ'yɛrbɛ nɛɛr pɔ. 
REV.16.14	A sɩɩr anyã ɩ naa a tɩɩ sɩɩr na tʊ̃nɔ̃ nɛ'maa tʊ̃mɔ̃sɩ. Ba chen naa a wɛr wʊ jaa nãmɩne sɛ̃ tɩ lɔ̃ɔ taa na ŋmaan a Nãaŋmɩn Tʊ̃ɔfʊ Sʊɔ jɛɛr a wʊ bɩbir kpɛ̃ɛ 'lɔ daar.
REV.16.15	“Nyɛ ɩn wan nãnyie kaar. Bɔɔsʊ̃n sʊɔ lɛ a 'lɔ na ba gur ɛ, tɩ mɩ tara a wʊ bʊ̃sursɩ jɛn na wʊ kʊ̃ wa chiine nɩ sal'mʊɔr ka a ɩrɛ wʊ vĩ ɛ.”
REV.16.16	Be lɛ a sɩɩr lɔ̃ɔtaa a nãmɩne a jie 'lɔ a Heburu nɩbɛ na bʊɔlɔ Amagedɔn.
REV.16.17	A malakasɩ ayopõi sʊɔ kpaar naa a wʊ laa 'yɔ̃ɔ sɛsɛbɛ pɔ, ka kɔkɔr yi be a Nãaŋmɩn puorfʊ yir a nãa dakɔɔ par 'yɛrɛ kpɛ̃ɔ jaa, “A maal naa!” 
REV.16.18	Be lɛ ka saa nyɩɩrfʊ, nɩ gɔ̃mɔ̃, nɩ saa tãnfʊ wa, ka a tẽe dam wʊ jaa miin kpɛ̃ɔ. An yi a lɛ daar jaa, nɩsaal na be ka a wɛr pɔ a tẽe ba mii a kpɛ̃ɔ a lɛ ɛ. 
REV.16.19	Ka a tẽkpɛ̃ɛ 'mar jiir ata, ka a paalsɩ tẽbɛrɛ mɩ lo lo. Nãaŋmɩn chɛnɛ na tɩɛr tɔ a tẽkpɛ̃ɛ Babilon na wʊ gbʊ̃m wʊ a dãa na sɛɛ ŋmele na ɩ a wʊ suur. 
REV.16.20	Dõdolsɩ a jaa bɔr naa ka fʊ kʊ̃ lɛ nyɛ tɔ̃ɔ go ɛ, 
REV.16.21	ka a sakpʊlõbibɛrɛ na tɩrɛ yire a saaju loro ŋmiere a nɩbɛ ka ba tʊrɔ a Nãaŋmɩn a sakpʊlõbie gefʊ nyã jũu.
REV.17.1	A malakasɩ ayopõi na tara a laar ayopõi, ãsʊɔ wan wa 'yɛr kʊ ma, “Wa, ɩn wiil fʊn a lɛ a pɔɔ baa nyã yuor na yi na jãnɛ a mansɩ nɛɛ 'yɛr tɔɔrfʊ. 
REV.17.2	'Lɔ lɛ a wɛr nãmɩne gãn ka a wɛr nɩbɛ mɩ buu nɩ a wʊ sɛ̃sɛ̃yele.”
REV.17.3	Be lɛ, a malaka 'mɔɔ man a Sɩɛ pɔ chiin a mɔgɔ̃ɔ pɔ. Be lɛ n tɩ nyɛ a pɔɔ na jãnɛ a mɔdʊ̃jɩɛ ju. Ka a mɔdʊ̃ɔ nyã ãgãn wʊ jaa pɔɔn yoe na fere nɩ Nãaŋmɩn na wʊ tara jur ayopõi nɩ ɩlɛ pie. 
REV.17.4	A pɔɔ vaar naa fɔjɩ ile ile na wʊ pãɛn sɛlma nɩ kʊsɩsʊ̃n nɩ lɛrbikpãɛn. Wʊ tara naa a sɛlma ŋmele a wʊ nũsʊ̃ɔ pɔ a wʊ tʊ̃ kakaba nɩ a wʊ sɛ̃sɛ̃yele na sɛɛ. 
REV.17.5	Yuor sɛb mar a wʊ gberaa pɔ, “Fʊn kʊ̃ tʊ̃ɔ bɔ̃ɔ a par ɛ, a Babilon na yi yuor, pɔɔ baar ma, nɩ a wɛr tʊ̃ kakabsɩ ma.” 
REV.17.6	N nyɛn a pɔɔ na nyũ a Nãaŋmɩn nɩbɛ jãɩ buu, a bala na di a Yesu dãasɩɛ. Ɩn wa nyɛ wʊ a lɛ, nɛɛ 'maa ma naa.
REV.17.7	Ka a malaka sʊʊr ma, “Ŋmɩnɛ a nɛɛ 'maa fʊ? Ɩn wiil fʊ naa a pɔɔ nɩ a mɔdʊ̃ɔ wʊn do na tara jur ayopõi nɩ ɩlɛ pie yelsɔɔlaa par. 
REV.17.8	A mɔdʊ̃ɔ 'lɔ fʊn nyɛ, wʊ dɔ̃ɔ be be, pʊ̃pãanyã waa lɛ be be go ɛ. Wʊn yi naa a bɔɔ fulom pɔ na wʊ chen a sɔ̃ɔfʊ jie. A wɛr nɩbɛ bala yoe na ba sɛb a nyɛvʊr gãn pɔ ɛ, yi a wɛr maalfʊ daar ɛ, bala wa nyɛ a mɔdʊ̃ɔ nyã, nɛɛ na 'maa ba naa bojũu wʊ dɔ̃ɔ be be na waa lɛ be be ɛ, tɩ na wʊn lɩɛb wa.
REV.17.9	“A ka ɩ naa tɩɛr na tara yɛ̃ 'yɛr. A jur ayopõi ɩ naa a tɔ̃n ayopõi a pɔɔ na jãnɛ, nɩ a nãmɩne ayopõi. 
REV.17.10	A ba anũu kpi naa tɩ ka bʊ̃'yen chɛnɛ, bʊ̃'yen mɩ ba wa sɛrɛ ɛ. Tɩchɛ 'lɔ wa wa, wʊn kor bãlãa. 
REV.17.11	A mɔdʊ̃ɔ 'lɔ na dɔ̃ɔ be be na waa lɛ be be go ɛ, wʊ ɩ naa a nãmɩne aniin sʊɔ na pʊɔ ayopõi bala pɔ na chiine a sɔ̃ɔfʊ jie.
REV.17.12	“A ɩlɛ pie ala fʊn nyɛ ɩ naa nãmɩne pie na ba di a nãa sɛrɛ ɛ, tɩchɛ ban kʊ ban kpɛ̃ɔ ka ba ɩ nãmɩne lɔ̃ɔn a mɔdʊ̃ɔ sɔ̃ɔ bãlãa. 
REV.17.13	Ba jaa tɩɛr ɩn bʊ̃'yen, ka ba de a ba kpɛ̃ɔ nɩ fɔ̃ɔ kʊ a mɔdʊ̃ɔ. 
REV.17.14	Ban ŋmaan naa a Pɛraabile jɛɛr, tɩchɛ ka a Pɛraabile na tʊ̃ɔ ba, bojũu 'lɔ lɛ ɩ a sorbo ba jaa Soro nɩ a nãmɩne ba jaa Nãa. A bala wʊn bʊɔl na wʊ chɛl ir ka ba turo nɩ yelmãɛ, na pʊɔ wʊ naa.”
