GEN.1.1	I cakirok Were ocweyo polo gi piny. 
JHN.15.6	Nyatoro je ma kidoŋ i an cale jangi yath m'ibolo woko to thwo woko; jangi yen ma cale ameno, icoko kanyacel to ibolo jo i mac, to jowaŋ woko. 
JHN.15.7	Ka widoŋ i an, to wac paran doŋ i win, winyalo kwayo gimoro je ma wiyenyo to ibino miyo win. 
JHN.15.8	Me apaka Baba bino limo dwoŋ: Ka wiwodho gima nyak madit ma nyutho ni wibedo jofonjirok paran. 
JHN.15.9	Amaro win paka Baba omaran; bedi win i mar paran. 
JHN.15.10	Ka wimako or paran, wibino doŋ i mar paran, paka abende amako or pa Baba aka anitie i mar pere.”
JHN.15.11	“Atieko waco riwin gime ŋey kisangala paran wobedi i win, aka kisangala mewin wobedi m'opoŋ. 
JHN.15.12	Me a gim'aoro win timo: Mare win, paka amaro win. 
JHN.15.13	Ongoye mar ma dhano nyalo bedo gine loyo meno ma go nyalo miyo kwo pere ri merin pere. 
JHN.15.14	Wibedo merin paran, ka witimo gim'aoro win. 
JHN.15.15	Akilwoŋ win ni jotic kendo rupiri jatic kiŋey gima rwoth pere timo. Kucel alwoŋo win ni merin, rupiri atieko waco riwin gimoro je ma awinjo bongi Baba. 
JHN.15.16	Wiŋati wikiyeran, aŋat'ayero win aka adimo win ni wikidhi winyak olemo kweth. Meno aka nyaka Baba bino miyo win gimoro je ma winokway go i nyingan. 
JHN.15.17	Am'omiyo, me a gim'aoro win timo: Mare win”.
JHN.15.18	“Ka piny dak win, poyi win nike otelo dakan. 
JHN.15.19	Bedi wibedi ji pa piny, di piny omaro win paka ji pere. To ayero win wok i piny me, aka wikibedo apere; am'omiyo piny dak win. 
JHN.15.20	Poyi win gim'atieko waco riwin, ‘Ŋeca ongoye maloyo rwoth pere gi dwoŋ.’ Ka jolwenyo kodan, jobino lwenyo gi win bende. 
JHN.15.21	To jobino timo riwin gime je rupiri wibedo ji paran; aka jokuya ŋat'ooran. 
JHN.15.22	Bedi akibino t'aluwo gi jo di jongoye gi raco; to pama onyo jongoye gi kagoŋirok kwoŋ reco pajo. 
JHN.15.23	Moro je ma dakan meno dak Baba bende. 
JHN.15.24	Bedi fodi akitimo i dier jo tic m'oyido fodi ongoye ŋat'otimo, di jongoye gi raco; to pama onyo jotieko neno gim'atimo aka jodak wan gi Baba. 
JHN.15.25	Gime obedo ameno, aka ŋey gim'ondiki i Cik pajo wotundi i kare ni, ‘Jodakan nono.’ ”
JHN.15.26	“Ka Jamiy rieko, m'obedo Cuny mar'adieri m'anodhiri riwin, ma loro wok bongi Baba obin, go bino luwo kwoŋan. 
JHN.15.27	Aka win bende, wibino pido ran, rupiri witieko bedo kodan wok i cakirok.”
JHN.16.1	“Awaco riwin gime aka wikiri wiyengere i yeyo mewin. 
JHN.16.2	Jobino riemo win woko i kitipa pa jom'oyeyo pa Joyuda, aka ndir bino tundo ma moro je ma neko win bino paro nike ka timo ameno meno tiyo ri Were. 
JHN.16.3	Jobino timo gigipiny me riwin rupiri jokuya Baba kosa an. 
JHN.16.4	To awaco riwin gime, ni ka ndir mere otundi, wibino poyo nike atieko luwo riwin kwoŋe.”
JHN.16.4	“Akutho akiwaco riwin gime rupiri oyido fodi anitie gi win. 
JHN.16.5	Pama onyo akidho bongi ŋat'ooran, to ongoye kwoŋ win kada ŋata penjan ni, ‘Ikidho yukune?’ 
JHN.16.6	Ato paka onyo atuco riwin gime, rembo onyo opoŋ i cuny win. 
JHN.16.7	To adieri awaco riwin: Bedo gimaber riwin ka akadho, rupiri ka akikadho, Jamiy rieko kilabino bongi win. To k'atieko kadho, nyaka abino dhiro riwin go. 
JHN.16.8	Aka ka go obino, go bino miyo piny ramirok kwoŋ reco, kodi tiro, kodi thumo banja; 
JHN.16.9	kwoŋ reco, rupiri jok'oyeyan; 
JHN.16.10	kwoŋ tiro, rupiri akidho bongi Baba aka odoko wik'onenan; 
JHN.16.11	kwoŋ thumo banja, rupiri jadhum ma piny ka otiek thumo rigo banja.”
JHN.16.12	“Anitie kodi gigipiny man awaca riwin, to gunyo ni fodi wikinyal ciro. 
JHN.16.13	To ka Cuny mar'adieri obin, go bino nyutho win adieri je. Ato go kilaluwo gi i wiye won, to bino waco riwin gima go owinjo, odoko go bino nyutho win kwoŋ gima labino rumacen. 
JHN.16.14	Go bino miyan dwoŋ, rupiri go bino waco riwin gimoro je m'okwanyo bongan. 
JHN.16.15	Gimoro je ma Baba nitie gine meno aparan; am'omiyo atieko waco riwin nike go bino waco riwin gimoro je ma go okwanyo bongan.”
JHN.16.16	“I hongo macek wikibino nenan; to i hongo macek wibino nenan kendo.” 
JHN.16.17	Megi kwoŋ jofonjirok pere jopenjere wegi kendi gin ni, “Gime dwoŋ mere aŋo? Go waco riwan ni, ‘I hongo macek wikibino nenan, to i hongo macek wibino nenan kendo.’ Odoko ni, ‘Rupiri akidho bongi Baba.’ ” 
JHN.16.18	Jomedere gi penjo ni, “Hongo macek me, dwoŋ mere aŋo? Fodi wakiniaŋ gima go luwo kwoŋe?”
JHN.16.19	Yesu oŋeyo nike jomito penjo go, riameno owaco rijo ni, “Onyo wiwegi wipenjere kwoŋ gim'awok waco ni, ‘I hongo macek wikibino nenan, to i hongo macek wibino nenan kendo?’ 
JHN.16.20	Adieri awaco riwin, wibino ywak to wirem, kareno piny sangala. Wibino winjo malith, to winjo malith mewin no bino lokere kisangala. 
JHN.16.21	I hongo ma nywol, dhako winjo litho, rupiri hongo pere ma candirok otundo, to ka otieko nywolo nyathi pere go wiye wil gi litho ca, rupiri go onyo sangala nike nyathi otieko nywole i piny. 
JHN.16.22	Meno apaka bende nitie gi win. Pama onyo wiwinjo litho, t'abino neno win kendo, aka cuny win bino poŋ gi kisangala, kiti kisangala ma moro kinyal mayo win.”
JHN.16.23	“Ka ndelo no otundo wikibino kwayan gimoro. Adieri awaco riwin, Baba bino miyo win gimoro je ma winokway i nyingan. 
JHN.16.24	Gunyo ni fodi wikikwayo gimoro i nyingan, kway win aka wibino limo, ŋey kisangala mewin wobedi m'opoŋ.”
JHN.16.25	“Awaco riwin gigipiny me g'agecin, to ndir bino tundo ma akibino oro agecin kendo, t'abino luwo riwin nyatirtir kwoŋ Baba. 
JHN.16.26	Ka ndir no otundo, wibino kwayo go i nyingan; aka akiwaci ni abino kwayo go gimoro riwin, 
JHN.16.27	rupiri Baba won omaro win rupiri wimaran aka wiyeyo nike awok bongi Were. 
JHN.16.28	Awok bongi Baba t'abino i piny, aka onyo aeye i piny agik kendo bongi Baba.”
JHN.16.29	Gikenyo jofonjirok pere jowaco rigo ni, “Nyaka onyo iluwo nyatirtir, makiweno i agecin. 
JHN.16.30	Nyaka onyo waŋeyo ni iŋeyo gimoro je; ikiyeny moro wopenjin kendo. Me miyo wayeyo nike adieri iwok bongi Were.” 
JHN.16.31	Yesu odwoko jo ni, “Onyo nyaka wiyeyo? 
JHN.16.32	Ndiri bino tundo, aka otieko kiri tundo ma wijoje wibino kedher'iye to dhano je dok peco pere, aka wibino weyan kendan. To akinitie kendan, rupiri Baba nitie kodan. 
JHN.16.33	Atieko waco riwin gime ŋey wibedi i siem i riwirok kodan. Piny bino miyo wicandere. To bedi win miseni! Atieko loyo candirok ma piny!”
JHN.17.1	Munyo Yesu otieko waco gime, oŋiyo polo to waco ni, “Baba, hongo otundo. Miy Wodin dwoŋ, aka ŋey Wodin womiyin dwoŋ. 
JHN.17.2	Kole imiyo go meni kwoŋ ji je, ŋey go womiy joma imiyo go je kwo makirum. 
JHN.17.3	Aka me a kwo makirum: Nike ji jowoŋeyin, Were acel mar'adieri, kendo jowoŋey Yesu Kristo m'ioro. 
JHN.17.4	Atieko nyutho dwoŋ perin i piny; atieko timo tic m'imiyan timo. 
JHN.17.5	Onyo pama, Baba, miyan dwoŋ ruwaŋin, dwoŋ m'oyido anitie gine kodin mafodi k'ocwey piny.”
JHN.17.6	“Atieko miyo nyingin ŋeyirok i waŋ ji m'imiyan wok i piny. Jo oyido jobedo ji perin, to imiyan jo aka jotieko mako wac perin. 
JHN.17.7	Pama onyo joŋeyo ni gimoro je m'imiyan wok bongin, 
JHN.17.8	rupiri amiyo jo mikwenda m'imiyan, aka jojolo; joŋeyo adieri ni awok bongin, aka joyeyo nike iŋat'ioran.”
JHN.17.9	“Akwayo rijo. Akikway ri piny, to ri ji m'imiyan, rupiri jobedo aperin. 
JHN.17.10	Gimoro je m'anigine meno aperin, odoko gimoro je m'initie gine meno aparan, aka atieko limo dwoŋ kwoŋ jo. 
JHN.17.11	Akibino doŋ i piny ka, to jo fodi jonitie i piny ka, to an onyo abino bongin. Baba Maleŋ, kuri jo maber gi meni ma nyingin m'imiyan, ŋey nyaka jowobedi acel paka wan kodin wabedo acel. 
JHN.17.12	I hongo m'onwaŋo an gi jo, akuro jo maber gi meni ma nyingin m'imiyan. Agwoko jo, aka kwoŋ jo ongoye ŋat'orwenyo, kwanyo woko ŋati m'amien oyido ripo podho rigo ŋey gima ndiko waco wotimere. 
JHN.17.13	Onyo pama abino bongin, aka awaco gigipiny me i piny, ŋey jowolimi kisangala paran to poŋ i cuny jo. 
JHN.17.14	Amiyo jo mikwenda perin aka piny odak jo, rupiri jok'obedo ji pa piny paka an bende akibedo dhano pa piny. 
JHN.17.15	Akikway ni ikwany jo woko i piny, to nike ikuri jo maber kwoŋ meni pa ŋatarac. 
JHN.17.16	Paka akibedo dhano pa piny, jo bende jok'obedo ji pa piny. 
JHN.17.17	Lony cuny jo iy'adieri, rupiri wac perin obedo adieri. 
JHN.17.18	Onyo aoro jo i piny paka cango in bende ioran i piny. 
JHN.17.19	Aka ri bero pajo onyo amiyere rin ŋey jo bende jowonyal miyirok iy'adieri.”
JHN.17.20	“Akikway ri jome kende, to ri joma bende joyeyan ro mikwenda pa jome. 
JHN.17.21	Akwayo nike joje jowonyal bedo acel, Baba, paka initie i an aka anitie i in. Jo bende jowobedi i wan, ŋey piny woyeyi nike Iŋat'ioran. 
JHN.17.22	Amiyo jo dwoŋ m'imiyan, ŋey jowobedi acel paka wan kodin wabedo acel; 
JHN.17.23	abedi i jo aka ibedi i an, ŋey jowobedi acel kicutho, aka nyaka piny woŋey ni ioran aka ni imaro jo paka imaran.”
JHN.17.24	“Baba, itieko miyan jo, aka ayenyo jowobedi kodan kam'an'iye, jowonyal neno dwoŋ paran m'imiyan; kole imaran kiri mafodi k'ocwey piny. 
JHN.17.25	Baba M'otire, piny kuya in, t'aŋeyin aka jome joŋeyo nike Iŋat'ioran. 
JHN.17.26	Atieko miyo jo ŋeyin aka abino medo timo ameno, ŋey mar perin m'initie gine ran wobedi i jo, aka awon bende abedi i jo.”
JHN.18.1	Munyo Yesu ocowo kwayo me, oay kodi jofonjirok pere to jokalo jwom Kidiron. Kenyo oyido nitie ndelo moro, to Yesu kodi jofonjirok pere jodonj'iye. 
JHN.18.2	Yuda, jacami sereko, oyido bende oŋeyo kenyo, rupiri ndir madit Yesu onwaŋo otieko bedo kenyo kodi jofonjirok pere. 
JHN.18.3	Ameno Yuda okidho kenyo kodi kitipa pa jolweny kodi jokur moro ma Ot pa Were ma jotel pa jocway ri Were i wi migam kodi Jofarisayo jooro. Jotiŋo mac odingili, talin, gi gilweny. 
JHN.18.4	Yesu oyido oŋeyo gimoro je m'onwaŋo kidho timere kwoŋe. Riameno ocore bongi jo to penjo jo ni, “Wirango ŋa?” 
JHN.18.5	Jodwoko ni, “Yesu Janazareth.” Go odwoko ni, “A an me.”
JHN.18.5	Yuda jacami sereko, onwaŋo ocungo gi jo. 
JHN.18.6	Munyo Yesu owaco rijo ni, “A an me.” Jogik gi yuŋey gin to jooy piny ngulungulu. 
JHN.18.7	Yesu odoko openjo jo ni, “Wirango ŋa won.” Jowaco ni, “Yesu Janazareth.” 
JHN.18.8	Yesu owaco rijo ni, “Atieko waco riwin ni a an me. Ere ka wirangan, weyi win jome jowokadhi.” 
JHN.18.9	Gime otimere ama, ŋey gima ndir no go owaco wotundi i kare ni, “Ongoye kad'acel m'orwenyo kwoŋ joje m'imiyan.” 
JHN.18.10	Simon Petero oyido nitie g'abor; oyuyo to toŋo ŋeca pa jadwoŋ pa jocway ri Were i wi migam, to codo woko ithe maracuc. Nyingi ŋeca no oyido Maliko. 
JHN.18.11	Yesu owaco ri Petero ni, “Dwoki abor i ode! Onyo akir'amadhi agwata ma candirok ma Baba omiyan?”
JHN.18.12	Lwak jolweny kodi jotel pajo kodi Joyuda ma jokur jomako Yesu, jotweyo go, 
JHN.18.13	to jotero go pa Anas m'oyido obedo ba cipa Kaifas, m'oyido jadwoŋ pa jocway ri Were i wi migam i oro no. 
JHN.18.14	Kaifas me ama ndir ca omiyo Joyuda rieko nike oyido ber loyo ka ŋat'acel otho ri ji je.
JHN.18.15	Petero kodi jafonjirok man joluwo Yesu. Paka jafonjirok man no oyido oŋeyere maber gi jadwoŋ pa jocway ri Were i wi migam no, go bende odonjo gi Yesu i diedipo pa jadwoŋ no. 
JHN.18.16	Petero odoŋ woko to cungo cegin gi dhiot. Jafonjirok man, m'oyido oŋeyere maber gi jadwoŋ no, ogik oluwo gi nyako m'oyido kuro dhiot, to rwako Petero. 
JHN.18.17	Nyako m'oyido kuro dhiot owaco ri Petero ni, “In won me k'acel kwoŋ jofonjirok pa ŋato?” Petero odwoko ni, “Be, akibedo.”
JHN.18.18	Piny onwaŋo ŋic, riameno jotic kodi jokur jomoko mac aka onwaŋo jocungo jothoko mac no jooyo. Petero bende okidho to cungo gi jo ka oyo mac.
JHN.18.19	Jadwoŋ pa jocway ri Were i wi migam no openjo Yesu kwoŋ jofonjirok pere kodi fonji pere. 
JHN.18.20	Yesu odwoko ni, “Ndiri je aluwo kamaler ri piny, aka afonjo i kitipa pa jom'oyeyo pa Joyuda kodi i Ot pa Were, kama Joyuda je jocokere iye, aka ongoye gima fodi awaco nyaliŋliŋ. 
JHN.18.21	To raŋo ma wipenjan ameno? Penji win ji ma jotieko winjan. Kole joŋeyo gim'atieko waco rijo.” 
JHN.18.22	Munyo Yesu owaco ama, acel kwoŋ jokur ogoyo lembe g'adhoŋ aka owaco ni, “Inyalo nedi luwo ameno gi jadwoŋ pa jocway ri Were i wi migam?” 
JHN.18.23	Yesu odwoko ni, “K'awaco gimoro marac, nyuthi ginago kamaler. To ka gim'awaco otire, raŋo igoyan?”
JHN.18.24	Gikenyo Anas odhiro go, ma fodi otwey cinge, pa Kaifas, jadwoŋ pa jocway ri Were i wi migam.
JHN.18.25	Petero oyido fodi ocungo kenyo oyo mac. Gikenyo jowote jopenjo go ni, “Ibende ikibedo acel kwoŋ jofonjirok pa ŋato?” To Petero kwedere ni, “Be, akibedo acel kwoŋ jo.” 
JHN.18.26	Acel kwoŋ ŋecin pa jadwoŋ pa jocway ri Were i wi migam, wat pa ŋata Petero oyido ocodo woko ithe ca, oluwo malo ni, “Akinenin bonge i ndelo kaca?” 
JHN.18.27	Petero odoko okwedere to waco ni, “Be.” Piyo piyo no to wod gweno koko.
JHN.18.28	Jokwanyo Yesu i ot pa Kaifas to jotero go i cel pa gavana. Piny onwaŋo obedo odikin worwor. Joyuda jok'odonjo i cel rupiri oyido joyenyo jowokure ma jok'obedo makoc i kite ma cik, ŋey jowocami kalima ma Kadho. 
JHN.18.29	Am'omiyo Pilato owok woko romo gi jo to waco ni, “Banja aŋo ma wiosa jame?” 
JHN.18.30	Jodwoko ni, “Di wakikelo go bongin bedi go k'otimo raco moro.” 
JHN.18.31	Pilato owaco ni, “Wiwegi kwany win go aka winen banja pere i kite ma cik mewin.” Joyuda jodwoko ni, “K'oyey wan neko dhano.” 
JHN.18.32	(Me onyutho adieri gima Yesu onwaŋo otieko waco munyo go nyutho kiti tho ma go latho.) 
JHN.18.33	Pilato ogik i cel to lwoŋo Yesu to penjo go ni, “In i Kere pa Joyuda?” 
JHN.18.34	Yesu odwoko ni, “Penji me wok bongin iwon, kosa joman ama jowaco rin kwoŋan?” 
JHN.18.35	Pilato odwoko ni, “Iparo nike a Jayuda? Kole ji perin wegi kodi jotel pa jocway ri Were i wi migam ama jokelin bongan. Itimo aŋo?” 
JHN.18.36	Yesu owaco ni, “Ker paran k'obedo ma piny ka; bedi ker paran bedi ma piny ka, di joma luwan jolwenyo ma geŋan ma d'akipodho i cingi Joyuda. To, ker paran ki ma piny ka!” 
JHN.18.37	Gikenyo Pilato openjo go ni, “Kere in ibedo kere?” Yesu odwoko ni, “Eno iwaco ni abedo kere. Kole onywolan ri gime aka abino i piny ka luwo ri adieri. Nyatoro je ma tiyere g'adieri winjo dwondan.” 
JHN.18.38	Pilato openjo ni, “Aka adieri meno aŋo?”
JHN.18.38	Gikenyo Pilato ogik woko bongi Joyuda to waco rijo ni, “Akinen banja moro kwoŋ go. 
JHN.18.39	To paka winitie gi cik mewin, ndir je agonyo riwin jatwec moro i hongo ma kalima ma Kadho, wimito agony riwin Kere pa Joyuda?” 
JHN.18.40	Jodwoko go gi koko ni, “Be, ki go! Wamito Baraba!” (Baraba oyido jakwo m'ojoko jo.)
JHN.19.1	Gikenyo Pilato otero Yesu to oro jo cwado go. 
JHN.19.2	Jolweny jodolo thac kudho to joketho i wiye pa junga; joruko rigo kanzu ma rangi ariŋo. 
JHN.19.3	Aka jobino bonge to jowaco ni, “Yindira Kere pa Joyuda!” To jogoyo lembe adhoŋ.
JHN.19.4	Pilato odoko ogik to waco ri lwak ji no ni, “Neni win ee awodho go bongi win, ma miyo win ŋeyo nike akinyalo nwaŋo gima miyan thumo rigo banja.” 
JHN.19.5	Gikenyo owodho Yesu woko munyo oruko junga ma thac okudho kodi kanzu ma rangi ariŋo. Pilato owaco rijo ni, “Neni win! Me a jalago!” 
JHN.19.6	Munyo jotel pa jocway ri Were i wi migam kodi ji pajo joneno go, jokoko ni, “Guri go kwoŋ musalaba! Guri go kwoŋ musalaba!” Pilato owaco rijo ni, “Ere kwany win go wiwegi wiguri go kwoŋ musalaba. Akinen gima d'imiyan athum rigo banja.” 
JHN.19.7	Joyuda jodwoko ni, “Wanitie gi cik ma waco ni, go ripo tho, rupiri go owaco ni go Wod Were.”
JHN.19.8	Munyo Pilato owinjo ameno, lworo omedo mako go. 
JHN.19.9	Go ogik i cel to waco ri Yesu ni, “Iwok kune?” To Yesu k'odwoko go. 
JHN.19.10	Pilato owaco rigo ni, “Ik'oluwi kodan? Ikuya ni anitie gi meni ma gonyin, kosa ma gurin kwoŋ musalaba?” 
JHN.19.11	Yesu odwoko ni, “Initie gi meni kwoŋan nyaka rupiri Were am'omiyin. Am'omiyo ŋat'okelan i cingin ama nigi raco madwoŋ mere.” 
JHN.19.12	Munyo Pilato owinjo ameno omedo bedo g'awanya ma gonyo go. To Joyuda jokoko ni, “K'igonyo jal me meno ikimere kodi Kayisar! Nyatoro je ma waco nike go kere meno jakwor pa Kayisar!” 
JHN.19.13	Munyo Pilato owinjo wac me, otero Yesu woko to bedo piny i kom ma thumo banja kam'ilwoŋo ni, “Kalikondi ma Tele.” (I dhohiburu bedo Gabatha).
JHN.19.14	Oyido cegin sawa aucel m'odieceŋ i ndelo ma yikirok ri kalima ma Kadho. Pilato owaco ri Joyuda ni, “Kere mewin ee!” 
JHN.19.15	Jokoko ni, “Neki go! Guri go kwoŋ musalaba!” Pilato openjo jo ni, “Wimitan agur Kere mewin kwoŋ musalaba?” Jotel pa jocway ri Were i wi migam jodwoko ni, “Kere ma wanitie gine meno a Kayisar kende!” 
JHN.19.16	Gikenyo Pilato oketho Yesu i cingi jo ni wogur kwoŋ musalaba.
JHN.19.16	Gikenyo Yesu obedo i cingi jokur. 
JHN.19.17	Go owok woko munyo otiŋo musalaba pere, to tundo i kabedo m'ilwoŋo ni “Kahanga wic”. (I dhohiburu ilwoŋo ni “Golgotha.”) 
JHN.19.18	Joguro go kenyo kwoŋ musalaba; joguro j'ario man bende kwoŋ musalaba, ŋat'acel yuracuc ŋatiman yuracam pere kareno Yesu obedo diere. 
JHN.19.19	Pilato ondiko wac to oro joketho wi musalaba ni, “YESU JANAZARETH, KERE PA JOYUDA.” 
JHN.19.20	Joyuda mathoth josoma gino, rupiri kam'ogur'iye Yesu kwoŋ musalaba oyido cegin gi tindi. Wac no oyido ondiki i Dhohiburu, Dholatin, kodi Dhogrik. 
JHN.19.21	Jotel pa jocway ri Were i wi migam pa Joyuda jodaŋin ri Pilato ni, “Ikir'indiki ni, ‘Kere pa Joyuda.’ To ndiki ni, ‘Jal me owaco nike, An a Kere pa Joyuda.’ ” 
JHN.19.22	Pilato odwoko ni, “Gim'atieko ndiko meno atieko ndiko.”
JHN.19.23	Munyo jolweny jotieko guro Yesu kwoŋ musalaba, jokwanyo nangin pere, to jopoko adec aŋwen, kisi jalweny otero adec acel. Jokwanyo kanzu bende m'okwoy ma nanga acel, m'ongoye kam'oriw gine. 
JHN.19.24	To Jolweny jowaco ni, “Wakiri wayeci me; ere weyi wagoy kwir wanen ŋat'oteri.” Gime otimere ma miyo gim'ondiki wotundi i kare ni,
JHN.19.24	“Wegi jopokere nangin paran
JHN.19.24	Jogoyo kwir ri kanzu paran.”
JHN.19.24	Aka jolweny jotimo ameno won.
JHN.19.25	Joma oyido jocungo cegin gi musalaba pa Yesu obedo yokimere, nyamin yokimere, Maria cipa Kilopas, kodi Maria ma wok Magdala. 
JHN.19.26	Munyo Yesu oneno yokimere kodi jafonjirok ma go omaro jocungo kenyo, owaco ri yokimere ni, “Dhakodwoŋ, wodin eno.” 
JHN.19.27	To waco ri jafonjirok no ni, “Yokin eno.” Aka wok i hongo no jafonjirok no otero dheno peco pere.
JHN.19.29	Agwata oyido nikenyo m'opoŋ vini mawac; jorwako cangwe i vini no, joketho i jangi yath, to jocwayo rigo i dhoke. 
JHN.19.30	Yesu obilo vini to waco ni “Orumo!” Gikenyo okulo wiye to weyo cunye cot.
JHN.19.31	Gikenyo Joyuda jokwayo Pilato nike wotur tiendi jom'onek t'ikwanyo jo kwoŋ musalaba, rupiri meno oyido ndelo ma yikirok ri Sabato, aka jok'omito ni delkwoŋ jono wobedi kwoŋ musalaba i ndelo ma Sabato, rupiri Sabato obedo ndelo madwoŋ. 
JHN.19.32	Am'omiyo jolweny jokidho to joturo tiendi ŋati marapena kodi apa ŋatiman m'onwaŋo oneki jo kanyacel gi Yesu. 
JHN.19.33	To munyo jotundo bongi Yesu to joneno nike go otieko tho, jok'oturo tiende. 
JHN.19.34	Acel kwoŋ jolweny oroko ŋeti Yesu gi toŋ, to piyo piyo remo gi pi wok. 
JHN.19.35	Ŋat'oneno gime munyo timere oluwo kwoŋe. Wac pere otire, kendo go oŋeyo ni luwo gir'adieri aka ŋey wibende wiyey. 
JHN.19.36	Gime otim nike randik wotundi i kare ni, “Ongoye coko pere kad'acel ma bino tur.” 
JHN.19.37	Aka randik man waco ni, “Ji jobino ŋiyo ŋata jocwowo.”
JHN.19.38	Rumacen, Yozefu, ma Arimatheya, okwayo Pilato ni go wokwany delkwoŋ Yesu. (Yozefu oyido jafonjirok pa Yesu manyaliŋliŋ, rupiri go oyido lworo Joyuda.) Pilato owaco rigo ni go nyalo kwanyo delkwoŋ Yesu; gikenyo Yozefu okidho to kwanyo delkwoŋ Yesu. 
JHN.19.39	Nikodemo bende, ma ndir moro okidho neno Yesu wor, obino, kareno otiŋo gima ŋwe kur cegin kilo piero adek, m'oruw kodi pigi yen man. 
JHN.19.40	Jario me jokwanyo delkwoŋ Yesu to jotweyo i sukin matar gi mo maŋwe kur me i kite ma yikirok pa Joyuda. 
JHN.19.41	Kam'ogur'iye Yesu kwoŋ musalaba oyido nitie ndelo ma di kaliel m'oyido fodi k'oyik'iye nyatoro. 
JHN.19.42	Paka ndelo oyido obedo ma telo Sabato pa Joyuda, aka kaliel onwaŋo nicegin, joyiko Yesu kenyo.
JHN.20.1	I Sabiti odikin worwor, mafodi piny riprip, Maria ma wok Magdala okidho kaliel to neno ni oŋil woko tele ma dhok kaliel. 
JHN.20.2	Go oringo to kidho bongi Simon Petero kodi jafonjirok man ma Yesu omaro, to waco rijo ni, “Jokwanyo woko Rwoth i kaliel aka wakuya kam'oketh'iye go!” 
JHN.20.3	Gikenyo Petero gi jafonjirok man no joay to jokidho i kaliel. 
JHN.20.4	Jario no oyido joringo, to jafonjirok man no odwire oyombo Petero to telo tundo i kaliel. 
JHN.20.5	Go oluŋere to neno sukin ama odoŋ, to k'odonjo i iye. 
JHN.20.6	Simon Petero oluwo go cen to donjo i kaliel, to neno sukin no kenyo, 
JHN.20.7	kodi nanga m'onwaŋo otwey gine wiy Yesu m'odole gicen kakende. 
JHN.20.8	Gikenyo, jafonjirok, m'otelo tundo i kaliel bende odonjo to neno to yeyo. 
JHN.20.9	(Jono fodi oyido jok'oniaŋ odoco kwoŋ randik ma waco ni go ripo cerino). 
JHN.20.10	Gikenyo jofonjirok no jodok peco pajo.
JHN.20.11	Maria ocungo munyo ywak dho thengi kaliel; 
JHN.20.12	gikenyo go oneno jomalaika ario kenyo, i nangin matar, ma jobedo piny kam'onwaŋo oketh'iye delkwoŋ Yesu, acel yuwiye, man yu tiende. 
JHN.20.13	Jopenjo go ni, “Dhakodwoŋ, iywaki aŋo?” Go odwoko ni, “Jokwanyo Rwoth paran, aka akuya kama joketh'iye go!” 
JHN.20.14	Munyo go otieko waco ameno, go owire to neno Yesu ocungo kenyo; to k'oŋeyo ni manago Yesu. 
JHN.20.15	Yesu openjo go ni, “Dhakodwoŋ, raŋo iywaki. Raŋo ŋa?” Paka dheno oparo ni meno won ndelo, owaco rigo ni, “K'iŋati ikwanyo go, jadwoŋ, waci ran kam'iketh'iye go akidhi aom go.” 
JHN.20.16	Yesu owaco rigo ni, “Maria!” Go owire yubonge to waco gi Dhohiburu ni, “Raboni!” (Dwoŋ mere ni Jafonji.) 
JHN.20.17	Yesu owaco rigo ni, “Ikir'imakan rupiri fodi akigiki bongi Baba. To kidhi bongi wutmera iwaci rijo ni akidho malo bongi Baba ma Bawin, Were paran ma Were mewin.” 
