MAT.1.1	In se tocayomej de itajhuehuentzitzihuan Jesucristo yejhuan teicniu itech David niman Abraham. 
REV.6.1	Quemaj oniquitac on Borreguito oquitlapoj on achtoj sello. Ijcuac oquitlapoj, onicac itlajtol se de on nahuimej yejhuan quen itlaj yolquej tlajtlachayaj. Itlajtol caquistiya quen itlaj tlacomonajli, niman onechijlij:
REV.6.1	―¡Xhuajla niman xquita!
REV.6.2	Onontlachix, niman oniquitac se caballo istac. On yejhuan ipan yetiaya quitquiya se arco niman iflecha. Oquimacaquej se corona, niman oquisteu quen se tetlanquetl para ontetlanis.
REV.6.3	Ijcuac on Borreguito oquitlapoj on ica ome sello, on yejhuan ica ome quen itlaj yolqui tlajtlachaya onicac ica onechijlij:
REV.6.3	―¡Xhuajla niman xquita!
REV.6.4	Onontlachix, niman oniquitac oquis se caballo chichiltic. On yejhuan ipan yetiaya oquiselij se espada niman tequihuayotl para quichihua guerras ipan in tlalticpactli, niman quichihuas para on tlacamej ma nomictican.
REV.6.5	Ijcuac on Borreguito oquitlapoj on ica yeyi sello, on yejhuan ica yeyi quen itlaj yolqui tlajtlachaya, onicac ica onechijlij:
REV.6.5	―¡Xhuajla niman xquita!
REV.6.5	Onontlachix, niman oniquitac se caballo capotztic. On yejhuan ipan yetiaya quitquiya se tlatemachihuajli para ica tlatemachihuas. 
REV.6.6	Niman intlajcotian on nahui yejhuan quen itlaj yolquej tlajtlachayaj, onicac se tlajtojli yejhuan quijtohuaya:
REV.6.6	―Yejcos on tonaltin ijcuac se quitlanis san se litro trigo, noso san yeyi litro iteyo cebada ipan se tonajli, pero ma ca xquijtlaco on aceite nion on vino.
REV.6.7	Ijcuac on Borreguito oquitlapoj on ica nahui sello, on ica nahui quen itlaj yolqui tlajtlachaya onicac onechijlij:
REV.6.7	―¡Xhuajla niman xquita!
REV.6.8	Onontlachix, niman oniquitac se caballo costic. On yejhuan ipan yetiaya cuitiayaj Miquilistli, niman on yejhuan nisiu cuajtocaya cuitiayaj Mictlan. Oquinmacaquej poder ipan se nahui partetipan in tlalticpactli para quinmictisquej on tlacamej ican guerras, ican apistli, ican cualolistli niman ican on tecuanimej yolquej yejhuan quisasquej ipan in tlalticpactli.
REV.6.9	Ijcuac on Borreguito oquitlapoj on ica macuijli sello, ne itzintlan on tlaixpan
REV.6.10	Yejhuamej ican chicahuac tlajtojli ijquin quijtohuayaj:
REV.6.10	―ToTeco yejhuan nochi tihueli, tejhua tichipahuac niman nochipa ticchihua on tlen tiquijtohua, ¿hasta quemanon más timohuejcahuas para tiquinyolcuitis niman tiquintlaxtlahuilis on yejhuan chantij ipan on tlalticpactli yejhuan otechmictijquej?
REV.6.11	Quemaj cada se oquimacaquej istac intlaquen, niman oquimijlijquej ma nosehuican sa achijtzin más chica ma ajsij on quech inicnihuan ipampa itequiu Cristo ica oncaj no miquisquej quen yejhuamej.
REV.6.12	Ijcuac niquitzticatca on Borreguito quitlapojticatca on yejhuan ica chicuasen sello, sanoyej
REV.6.13	Niman ijcon quen on cojtlaquilyotl itoca higuera xini itlaquiliyo masqui xe chicahui ijcuac cuihuixohua on sanoyej chicahuac ajacatl, no ijqui oniquitac oxinquej ipan tlajli on sitlalimej. 
REV.6.14	On cielo
REV.6.15	Quemaj on inreyes in tlalticpactlacamej inhuan on huejhueyixtoquej, inhuan on tlayecanquej militares, inhuan on yejhuan ricos, inhuan on yejhuan quipiaj tequihuajyotl, inhuan nochi tlacatl yejhuan tlanamactin, inhuan nochi tlacatl yejhuan tlamacahualtin oniyanatoj ijtic on teostomej niman intzajlan on temej yejhuan onoquej ipan on tepemej. 
REV.6.16	Niman yejhuamej quintzajtziliayaj on tepemej niman on temej:
REV.6.16	―Topan xmalahuacan niman xtechiyanacan para ma ca techitas on yejhuan yehuaticaj ne ipan on hueyixticaj trono, niman para ma ca ticpiasquej on temojtij tlahuejli, yejhuan quitemacas on Borreguito, 
REV.6.17	pampa yoyejcoc on hueyi tonajli para techmacasquej intlahuel. Xacaj huelis quixicos on tlahuejli.
REV.7.1	Quemaj oniquitac ijcayaj nahuimej ilhuicactequitquej
REV.7.2	Niman quemaj, ne ica iquisayan tonajli, oniquitac ompaca huajtlejcotiaya ocse ilhuicactequitquetl cuajquiya isello Dios on yejhuan nochipa nemi. On ilhuicactequitquetl chicahuac oquintzajtzilij on nahuimej ilhuicactequitquej yejhuan quipiaj poder para tlaitlacojsquej ipan in tlalticpactli niman ipan mar. 
REV.7.3	Oquimijlij:
REV.7.3	―Ma ca xquitlacojcan on tlalticpactli, nion on mar, niman nion siquiera on cojtin hasta achtopa ma tiquimixmachyotican itequitcahuan toDios ican se sello ipan imixcuatipan.
REV.7.4	Niman quemaj onicac oquintenejquej 144,000 tlacatl yejhuan oquinmixmachyotijquej
REV.7.5	Ijquin oquintenejquej on yejhuan oquinixmachyotijquej:
REV.7.5	On yejhuan hualejtoquej itech ifamilia Judá
REV.7.5	12,000 tlacatl,
REV.7.5	on yejhuan hualejtoquej itech ifamilia Rubén
REV.7.5	12,000,
REV.7.5	on yejhuan hualejtoquej itech ifamilia Gad
REV.7.5	12,000,
REV.7.6	on yejhuan hualejtoquej itech ifamilia Aser
REV.7.6	12,000,
REV.7.6	on yejhuan hualejtoquej itech ifamilia Neftalí
REV.7.6	12,000,
REV.7.6	on yejhuan hualejtoquej itech ifamilia Manasés
REV.7.6	12,000,
REV.7.7	on yejhuan hualejtoquej itech ifamilia Simeón
REV.7.7	12,000,
REV.7.7	on yejhuan hualejtoquej itech ifamilia Leví
REV.7.7	12,000,
REV.7.7	on yejhuan hualejtoquej itech ifamilia Isacar
REV.7.7	12,000,
REV.7.8	on yejhuan hualejtoquej itech ifamilia Zabulón
REV.7.8	12,000,
REV.7.8	on yejhuan hualejtoquej itech ifamilia José
REV.7.8	12,000 niman
REV.7.8	on yejhuan hualejtoquej itech ifamilia Benjamín
REV.7.8	12,000.
REV.7.9	Quemaj ixpan on hueyixticaj trono niman ixpan on Borreguito, oniquitac sanoyej
REV.7.10	Ican chicahuac tlajtojli nochimej tzajtziyaj, niman ijquin quijtohuayaj:
REV.7.10	Totemaquixtilis ticseliaj itech toDios yejhuan yehuaticaj ipan ihueyixticaj trono niman itech on Borreguito.
REV.7.11	Nochimej on ilhuicactequitquej
REV.7.12	Yejhuamej quitohuayaj:
REV.7.12	¡Ma ijqui nochihua! Ma toDios quiseli aman niman para nochipa on yectenehualistli, on hueyilistli, on tlamatquilistli, on tetlajsojcamachilistli, on tetlacaitalistli, on poder niman on chicahualistli. Ma ijqui nochihua.
REV.7.13	Quemaj semej on tlajtlajmatquej onechtlajtoltij:
REV.7.13	―¿Aquinomej in yejhuan ican istac tlaquentli tlaquemejquej? niman ¿Canon hualehuaj?
REV.7.14	Nejhua oniquijlij:
REV.7.14	―Señor, tejhua ticmati aquinomej niman canon hualehuaj.
REV.7.14	Niman yejhua onechijlij:
REV.7.14	―In yejhuamej on yejhuan yohuajquisquej ipan on temojtij tlajyohuilistli. Niman yejhuamej oquimpacquej intlaquen niman oquimistalijquej ican iyesyo on Borreguito. 
REV.7.15	Yejhua ica, tej, nemij ixpan on hueyixticaj trono niman quimahuistiliaj Dios ican tonajli niman yehuajli ne ipan ihueyitiopan. Niman on yejhuan yehuaticaj ipan on hueyixticaj trono quinmanahuis pampa chantis inhuan. 
REV.7.16	Yejhuamej, tej, xoc tlajyohuisquej ican apistli, nion amictli. Yejhuamej xoc quintlatis on tonaltzintli, nion quimpajsolos on tonalistli, 
REV.7.17	pampa on Borreguito yejhuan nemi ne ixpan on hueyixticaj trono quintlapixcapias quen se tlapixqui. Yejhua, tej, quimpias quen borreguitos, niman quinhuicas campa meya atl yejhuan quitemaca nemilistli. Niman Dios quimpopolohuilis nochi choquistli.
REV.8.1	Ijcuac on Borreguito oquitlapoj on ica chicome sello, ne ilhuicac canaj tlajco hora otlacactiaj. 
REV.8.2	Quemaj ne ixpan Dios, chicome ilhuicactequitquej
REV.8.3	Quemaj ohuajlaj ocse ilhuicactequitquetl niman onotelquetz ixpan on tlaixpan
REV.8.4	Niman ipocyo on copajli, yejhuan onejticatca ipan ima on ilhuicactequitquetl ihuan inoraciones on yejhuan teyaxcahuan itech Dios, oajsic hasta ixpan sa no Dios. 
REV.8.5	Quemaj on ilhuicactequitquetl ocontilan on tlicontli, niman oquitemiltij ican itlixochyo on tlitl yejhuan oncatca ipan on tlaixpan, niman quemaj ocontlajcal ipan on tlalticpactli. Nimantzin opeu tlacomoni, tlacocomoca, tlapetlani niman tlalolini.
REV.8.6	Quemaj on chicome ilhuicactequitquej
REV.8.7	Quemaj on achtoj ilhuicactequitquetl oquipitz itrompeta. Ijcuac oquipitz itrompeta, ipan on tlalticpactli otejsiu niman ohuetz tlitl yejhuan nelijticaj ican yestli. Niman de nochi on yexcantipan cotontoc in tlalticpactli, se parte otlatlac. Niman de nochi on yexcantipan cotontoc on quech cojyoj oncatca, se parte otlatlac. No ijqui se parte otlatlac on xouyoj niman on sacayoj.
REV.8.8	Quemaj on ica ome ilhuicactequitquetl oquipitz itrompeta niman ne ipan mar ocontlajcalquej on quen se hueyi tepetl tlicuitiu. Niman de nochi on yexcantipan on quech oncatca mar, se parte onochiu yestli. 
REV.8.9	De nochi on yexcantipan on quech yolquej nemiyaj ijtic mar, se parte omiquej. Niman de nochi on yexcantipan quech barcos oncatcaj ipan mar, se parte oxoxotonquej.
REV.8.10	Quemaj on ica yeyi ilhuicactequitquetl oquipitz itrompeta niman se hueyi sitlalin ohualeu ipan cielo yejhua huajtlicuitiaya quen se ocopijli
REV.8.11	On sitlalin itoca catca chichiyalistli. Yejhua ica, tej, de nochi on yexcantipan quech oncatca atl ipan in tlalticpactli, se parte ochichiyac niman miyec tlacatl omic.
REV.8.12	Quemaj on ica nahui ilhuicactequitquetl oquipitz itrompeta niman oquimotlaquej no ijqui se parte de on tonaltzintli, de on metztli niman de on sitlalimej. Yejhua ica, tej, nochi on yexcantipan quech tlahuijli quipiayaj oquipolojquej. Ijcon, tej, xoc otlahuilpantic ipan se parte de on tlajocaj niman de on yehuajli.
REV.8.13	Quemaj oniquitac se tojtli yejhuan patlantinemiya ne ixco on cielo. Niman ican chicahuac tlajtojli onicac oquijtoj:
REV.8.13	―¡Lástima, lástima, lástima para on yejhuan chantij ipan on tlalticpactli, ipampa on tlen nochihuas ijcuac on ocse yeyimej ilhuicactequitquej quipitzasquej intrompeta!
REV.9.1	Quemaj on ica majcuijli ilhuicactequitquetl oquipitz itrompeta niman oniquitac se sitlalin yejhuan ohualeu ipan cielo
REV.9.2	Yejhua, tej, oquitlapoj on pozo, niman ijtic on pozo oquis sanoyej
REV.9.3	Ipan on poctli quisayaj on quen chapolimej yejhuan xiniyaj ipan on tlalticpactli. On quen chapolimej oquiselijquej poder para tecuasquej quen tecuaj on colomej. 
REV.9.4	Oquinnahuatijquej para nion xoutli ma ca ma quicuajcan, nion itlaj yejhuan xoxojqui, nion se cojtli
REV.9.5	Yejhuamej, tej, xoquincahuilijquej quinmictisquej on tlacamej, yej oquimijlijquej san ma quintlajyohuiltican macuijli metztli. Niman on tlen tecocoj yejhuan quitemacayaj sa no ijqui quen on colotl quimaca se tlacatl ijcuac quicua. 
REV.9.6	Ipan on tonaltin nochi tlacatl quinequis nomictis, pero xoc huelisquej miquisquej. Sanoyej quinequisquej miquisquej, pero ijcuacon on miquilistli xoc onyas.
REV.9.7	On yolquej yejhuan quen chapolimej nesiyaj quen caballos yejhuan nemij listo para yasquej ipan guerra. Yejhuamej quipiaya itlaj ipan intzontecon quen se corona tlachijchiutli ican oro. Niman quipiayaj inxayac quen yacaj tlacatl ixayac. 
REV.9.8	Quipiayaj intzon quen itzon yacaj sihuatl, niman intlahuan quen itlahuan se león. 
REV.9.9	Intlalnacayo tlapachijticatca ican itlaj yejhuan nesi quen tepostli yejhuan ica nomanahuiyayaj. Ijcon quen on carretas caquistij ijcuac on caballos quintlalochtiaj para ipan guerra, no ijqui caquistiyaj inmajtlapal. 
REV.9.10	Quipiayaj incuitlapil niman tecuayaj quen on colotl tecua. Ipan incuitlapil quipiayaj poder para majcuijli metztli quintlayohuiltisquej on tlacamej. 
REV.9.11	Yejhuamej quipiayaj se ilhuicactequitquetl yejhuan aman quitequipanohua on diablo. Yejhua quen intlayecancau yejhuan chanti ipan on pozo yejhuan xnesi quech ica huejcatlan. Yejhua itoca Abadón ican hebreo tlajtojli niman Apolión ican griego tlajtojli. Apolión quijtosnequi tlaxoxotonquetl.
REV.9.12	On achtoj tlaxoxotonilistli yopanoc, pero ocse ome ye huajlau.
REV.9.13	Quemaj on ica chicuasen ilhucactequitquetl oquipitz itrompeta niman onicac se tlajtojli caquistiya ne intzajlan on nahui cuacuautin yejhuan oncatcaj ne tlaixpan
REV.9.14	On tlajtojli oquinahuatij on ica chicuasen ilhuicactequitquetl yejhuan quipiaya itrompeta:
REV.9.14	―Xquintoma on nahuimej ilhuicactequitquej yejhuan salijtoquej itech on atentli itoca Eufrates.
REV.9.15	On nahui ilhuicactequitquej oquintojtonquej. Yejhuamej, tej, yoquimprepararojcaj para ipan in mismo hora, tonajli, metztli, niman xiutli quimictisquej se parte de nochi on quech yexcantipan tlacamej nemij ipan tlalticpactli. 
REV.9.16	Niman onicac oquintenejquej 200 millones soldados yejhuan quipiaj incaballos.
REV.9.17	Oniquintac on caballos niman on yejhuan impan yetiayaj. On yejhuan impan yetiayaj yelpantlapachijtiayaj ican on quen itlaj tepostli yejhuan ica nomanahuiayaj. Niman on tepostli, yeyi color quipiaya: chichiltic quen tlitl, azul quen on tetl itoca zafiro niman costic quen azufre. Niman ijcon quen tzonteconyejquej leónes, on caballos no ijqui quipiayaj intzontecon. Niman incamac quisaya tlitl, poctli niman azufre. 
REV.9.18	Ica on yeyi plagas de tlitl, poctli niman azufre yejhuan quisaya incamac on caballos, omiquej se parte de nochi on quech yexcantipan tlacamej nemij ipan tlalticpactli. 
REV.9.19	Niman on caballos quipiayaj poder sanquen ipan incamac niman ipan incuitlapil, pampa incuitlapil quipiayaj intzontecon quen cohuamej niman ica sanoyej tejcuajcuayaj.
REV.9.20	On tlacamej yejhuan xomiquej ican on plagas xocajcajquej quichihuaj on tlen xcuajli. Yej oc
REV.9.21	Niman no xocajcajquej ica temictiayaj, tenahualhuiayaj, on ica ahuilnemiyaj, nion yejhua on ica tlachtequiyaj.
REV.10.1	Quemaj oniquitac huajtemohua ipan cielo
REV.10.2	Yejhua quipixticatca ipan ima se tlapojticaj tlajcuilolamatzintli. Niman ica iyecmaicxi ocholoj ipan on mar, niman ica iopochicxi ocholoj ipan tlalticpactli. 
REV.10.3	Quemaj otzajtzic ican chicahuac tlajtojli quen ijcuac nanalca se león. Niman ijcuac otzajtzic, chicomepa ocaquistic quen tlacomonajli oquinanquilij. 
REV.10.4	Ijcuac on chicome tlacomonajli ohuajtlajtojquej, nejhua niquijcuilosnequiya on tlen oquijtojquej. Pero quemaj ne ilhuicac onicac ocse tlajtojli yejhuan onechijlij:
REV.10.4	―Ma ca xquijcuilo on tlen oquijtojquej on chicomemej tlacomonaltin, yej xquichtacapia.
REV.10.5	Quemaj on ilhuicactequitquetl yejhuan oniquitac cholojticatca ne ipan mar niman ipan tlalticpactli, ocajcocu iyecma para ne ilhuicac, 
REV.10.6	niman oquimelajcaijtoj itech on yejhuan nemi para nochipa, yejhuan oquitlalij on cielo, on tlalticpactli, on mar niman nochi on tlen impan oncaj niman nemi. Niman ijquin oquijtoj:
REV.10.6	―Nochi amantzin nochihuas. 
REV.10.7	Yej ijcuac on ica chicome ilhuicactequitquetl quipitzas itrompeta, nochihuas on tlen iyanticaj oquinec Dios para nochihuas, ijcon quen oquimijlij on itequitcahuan tiotlajtojquej.
REV.10.8	Quemaj on tlajtojli yejhuan onechajnotzca ne ilhuicac ocsejpa onechajnotz niman onechijlij:
REV.10.8	―Xhuiya, niman xquitzqui on tlajcuilolamatzintli yejhuan tlapojticaj ipan ima on ilhuicactequitquetl yejhuan cholojticaj ipan mar niman ipan tlalticpactli.
REV.10.9	Quemaj nejhua oniaj itech on ilhuicactequitquetl niman oniquijlij ma nechmaca on tlajcuilolamatzintli, niman yejhua onechijlij:
REV.10.9	―Nicancaj. Xcua. Mocamac ticmatis tzopelic quen itlaj necutli, pero ijcuac tictolos, ne mojtic ticmatis ica chichic.
REV.10.10	Quemaj oniconcuic on tlajcuilolamatzintli ipan ima on ilhuicactequitquetl niman onicuaj. Nocamac onicmat tzopelic quen itlaj necutli, pero ijcuac onictoloj, ne ipan nojti onicmat chichic. 
REV.10.11	Quemaj onechijlijquej:
REV.10.11	―Ica oncaj ticteijlis on tlen Dios mitzijlis ica on miyec pueblos, países, sesetlamantic tlajtoltin, niman reyes.
REV.11.1	Quemaj onechmacaquej se milohuatl yejhuan nesiya quen on yejhuan ica tlatemachihualo, niman onechijlijquej:
REV.11.1	―Xmotelquetza niman xtejtemachihua on ihueyi tiopan Dios niman on itlaixpan
REV.11.2	Pero on iquiahuac on templo ma ca xtemachihua pampa on yoquinmactilijquej on yejhuan xhebreos. Yejhuamej yeyi xipan huan tlajco quichojcholosquej on yejyeticaj hueyican Jerusalén. 
REV.11.3	Niman nejhua nictitlanis omemej noteixpantilijcahuan yejhuan quiteijlisquej on tlen niquimijlis ipan 1260 tonaltin. Niman yejhuamej tlaquemejquej yesquej ican on tlaquentli tlachijchiutli ican costales para quiteititisquej ica najmanaj.
REV.11.4	On omemej cojtin
REV.11.5	Tla yacaj quinmejecohuilis para quintlajyohuiltis, yejhuamej incamac quixtiaj tlitl niman quimictiaj intlahuelicniu. Ijcon tej, miquis yejhuan quinmejecohuilis quintlajyohuiltis. 
REV.11.6	Yejhuamej in teixpantiliquej quipiaj poder para quichihuasquej ma ca quiahui ipan on tonaltin chica yejhuamej quiteijliaj on tiotlajtojli yejhuan quiselia itech Dios. No ijqui quipiaj poder para yejhua on atl cuepasquej yestli. Niman san queman quinequisquej, huelis quichihuasquej ipan in tlalticpactli nochi quech sesetlamantic plagas oncaj.
REV.11.7	Ijcuac yejhuamej yotlanquej quiteijliaj on tiotlajtojli yejhuan quiselisquej itech Dios, on xcuajli yolqui yejhuan quijsa ipan on pozo yejhuan xnejsi quech ica huejcatlan quinhuijsoquis, niman quintlanis, niman quinmictis. 
REV.11.8	Niman inmicatlalnacayo quintlajcalisquej ipan icalles on hueyican, campa toTeco oquimajmasohualtiquej
REV.11.9	Yeyi tonajli huan tlajco on tlacamej chanejquej ipan nochi pueblo, niman nochi raza, niman nochi quech sesetlamantic tlajtoltin, niman nochi país quitasquej inmicatlalnacayo on teixpantiliquej, niman yejhuamej xquitecahuilisquej para on omemej micatzitzintin ma quintlaltocacan. 
REV.11.10	On yejhuan chantij ipan in tlalticpactli sanoyej
REV.11.11	Pero ijcuac yopanoc on yeyi tonajli huan tlajco, Dios ican ijyo yejhuan oquitemacac nemilistli, oquinyolihuitij
REV.11.12	Quemaj on omemej teixpantiliquej ocacquej se chicahuac tlajtojli yejhuan oquinhuajnotz ne ilhuicac, niman oquimijlij:
REV.11.12	―Xhuajtlejcocan nican tlacpac. Niman yejhuamej ipan se moxtli otlejcoquej chica intlahuelicnihuan conitzticatcaj quen tlejcohuayaj.
REV.11.13	Quemaj nimantzin sanoyej temojtij otlalolin niman de nochi on majtlactli partes de on quech caltin oncatcaj ipan on hueyican, se parte oxoxotonquej, niman chicome mil tlacamej omiquej yejhua ica on tlaxoxotonilistli. Niman on tlacamej yejhuan xomiquej, ican innemojtil ocueyilijquej Dios ilhuicac chanej.
REV.11.14	Yopanoc ica ome tlaxoxotonilistli, pero saniman huajlau on yejhuan ica yeyi tlaxoxotonilistli.
REV.11.15	Quemaj on ica chicome ilhuicactequitquetl
REV.11.15	Nochi tequihuajyotl oncaj ipan in tlalticpactli yoquinoyaxcatij
REV.11.16	Quemaj on sempoajli
REV.11.17	Oquijlijquej:
REV.11.17	Timitzmacaj tlaxtlahuijli toTeco Dios yejhuan nochi tihueli. Nochipa tinemiya niman aman tiyolticaj niman nochipa tinemis. Timitzmacaj tlaxtlahuijli pampa aman cuajli yoticteititij mohueyi poder niman yopeu titlamandarohua.
REV.11.18	On países ocualanquej. Pero aman ye cuajli yoyejcoc on tonajli para tiquinyolcuitis niman tiquintlaxtlahuilis on mimiquej. Niman no yoyejcoc on tonajli para tiquintlaxtlahuilis motequichihuilijcahuan, on tiotlajtojquej, niman on yejhuan otiquintlapejpenij para moyaxcahuan niman on yejhuan mitztlacaitaj. Tejhua tiquintlaxtlahuilis sanquen on yejhuan huejhueyixtoquej niman on yejhuan xhuejhueyixtoquej. Niman no yoyejcoc on tonajli para tiquinxoxotonis on yejhuan quixoxotoniaj on tlalticpactli.
REV.11.19	Quemaj on itiopan Dios yejhuan oncaj ne ilhuicac otlapou, niman calijtic nesticatca on caja campa yejticatca on majtlactli tlanahuatijli. Niman sanoyej otlapetlan, otlacaquistic, otlacomon, otlalolin niman chicahuac otejsiu.
REV.12.1	Quemaj se hueyi tlamajhuisojli ones ne ilhuicac. Niman ijquin catca on tlamajhuisojli: se sihuatl huajpetlanticatca quen petlani on tonaltzintli, niman on metztli icxitlan oncatca, niman quimanticatca se corona yejhuan quipiaya majtlactli huan ome sitlalin. 
REV.12.2	In sihuatl quipiaya iconetzin, niman tzajtziya ica nococohuaya pampa ye quitlacatiliasquia iconetzin.
REV.12.3	Quemaj ocse tlamajhuisojli ones ne ilhuicac: ones se sanoyej
REV.12.4	On yolqui ican icuitlapil, de nochi on yexcantipan quech oncatcaj sitlalimej ne ipan cielo, oquintejchihuilan se parte. Niman on se parte oquinhuajxinij ipan tlalticpactli. On sihuatl nemiya lista para tlanemitis. Niman on dragón onotelquetz ixpan on sihuatl para sanquen huajnemis iconetzin yejhua nimantzin quicualisquia on conetzintli. 
REV.12.5	Niman on sihuatl oquitlacatilij se oquichconetl yejhuan tlamandaros ican cojtic poder ipan nochimej on tlacamej chantij ipan nochihuiyan países. Pero on iconeu ocanilijtiquisquej niman ocuicaquej itech Dios, niman ixpan on ihueyixticaj trono. 
REV.12.6	Niman on sihuatl oyejteu. Oyaj neca tlapatlaco campa Dios yoquiprepararohuilijca campa xitlaj
