MAT.1.1	Abraham Fapa, David Fapa, Jesuh Krih hringtu hna ṭialnâk cauk: 
REV.3.4	Sardis khua ah khan mi tlawmte an puan a thûrter lomi nan ngei; annih cu puanrang aih in ka sinah an leng ve lai, zeitintiah â tlâkmi an si. 
REV.3.5	A teitu cu puanrang aihter a si lai i Nunnâk cauk chungin amah min kha ka hrawk lai lo, ka Pa hmai le a vanmi hna hmaiah a min kha ka ṭanh lai. 
REV.3.6	Thlarau nih kawhhran hna sin i a chimmi hi hnâ a ngeimi nih thei ko seh,” tiah a ti. 
REV.3.7	“Cun Filadelfia kawhhran vancungmi sinah hitihin ṭial, Mithiang, Mi taktak, David tawh ngeitu, ahohmanh khar lo dingin a hung i ahohmanh hun lo dingin a khartu nih khan hi bia hi a chim.” 
REV.3.8	“Na tuahmi kha ka hngalh. Zohhmanh, ahohmanhnih khar khawh lomi inkâ on cia nahmai ah ka chiah, zeitintiah ṭhawnnâk tlawmte lawng na ngei nain ka bia fek tein nâ tlaih i ka min zong na hlaw lo. 
REV.3.9	Ngaihmanh Satan sinagog i â pummi, Judah mi â ti nain a si taktak lomi, lih a chimmi hna kha na kehram ah kan biakter hna lai i zeitlukindah kan dawt hna ti kha ka hngalhter hna lai. 
REV.3.10	Zeicatiah lungsau in ka nawlpêk nâ tlaih caah, lei minung hna hneksak dingin vawlei dihlak i a phân hngami teminnâk chungin kei zong nih kan luatter ve lai. 
REV.3.11	Ngaihmanh, ka ra zau lai! Na bawiluchin kha ahohmanhnih an in chuh nâkhnga lo, na ngeihcia kha fek tein i tlaih. 
REV.3.12	A teitu hna cu ka Pathian ṭempal tungah ka ser hna lai i cu hmun in a chuak ti lai lo. Amah ah ka Pathian he, ka Pathian khua, Jerusalem thar, ka Pathian sinin van i a rungṭummi min he ka ṭial lai. Cun amah cungah ka min thar ka ṭial lai. 
REV.3.13	“Thlarau nih kawhhran hna sin i a chimmi hi, hnâ a ngeimi nih thei ko seh,” tiah a ti. 
REV.3.14	“Cun Loadisia kawhhran vancungmi sinah hitihin ṭial, ‘Amen, Zumhtâk le Hngalhpitu Taktak, Pathian sermi thil hna Hrampi nih hitihin a chim. 
REV.3.15	Na tuahmi kha ka hngalh, kih zong na kik lo, sat zong na sa lo. Na kih siseh na sat siseh ka duh. 
REV.3.16	Cuticun sa ṭung lo, kik ṭung lo, a lum menmen nasi caah ka kâ chungin kan châk lai. 
REV.3.17	Zeicatiah ka rum ko, chawva ka ngei, zeihmanh ka baulo, na ti, mi sifak, zângfah awktlâk, zeihmanh ngei lo, mitcaw, taklawng i a ummi na si kha nâ hngal lo. 
REV.3.18	Cucaah na rum taktak nâkhnga ka sinah meiin thian termi sui rak caw dingin ruahnâk kan cheuh, taklawng i na ummi ningzah phentu dingah puangrâng le, na mit nih khua a hmuh nâkhnga mitfah sî zong ka sinah rak caw. 
REV.3.19	Ka dawtmi cu ka sîk hna i ka chimhhrin tawn hna. Cucaah i zuam law i ngaihchih; 
REV.3.20	Ngaihmanh inkâ hramah dir in ka kingh. Ahohmanh ka aw a theih i inkâ a hun ahcun a sinah ka lut lai i a sinah zanriah ka ei lai, anih zong kasin ah a ei ve lai. 
REV.3.21	Teitu sinah ka bawiṭhutdan cungah ka pawng i ṭhutnâk nawl ka pêk lai, kei zong nih ka tei i ka Pa sinah a bawiṭhutdanh cung i ka ṭhut bantukin. 
REV.3.22	“Thlarau nih kawhhran hna sin i a chimmi hi hnâ a ngeimi nih thei ko seh,” tiah a ti.
REV.4.1	Cu thil hna hnuah ka hun zoh i zohhmanh van ah innkâ â hun kha ka hmuh. Cun aw ka rak theih hmasatmi, muko thawng bantuk nih khan ka sinah, “Hika ahhin ra law, hmailei cân i a um lai ding thil kha kan chimh lai,” tiah a ka ti. 
REV.4.2	Chikkhat te ah Thlarau in ka um, cun zohhmanh, vanah bawiṭhutdanh an chiah i bawiṭhutdanh ah cun Mi pakhat a ṭhu. 
REV.4.3	Cun cuka i a ṭhumi alanghning cu Jasper le sardius lungvar bantukin a si; cun bawiṭhutdanh velchum ah cun chuncha emerald lungvar mui a kengmi kha â zêl. 
REV.4.4	A laifang i bawiṭhutdan vêlchum ah bawiṭhutdan kul le li an um i cuka ah angkifual rang â aihmi upa kul le li an ṭhut kha ka hmuh hna, anlu ah suiluchin kha an i chinh. 
REV.4.5	Cun bawiṭhutdanh in nimtlau le, khuari le, awthawng kha an hung chuak i bawiṭhutdanh hmai ah cun meiin pasarih kha an van, cucu Pathian Thlarau pasarih an si. 
REV.4.6	Bawiṭhutdanh hmai ah rili bantuk a fim ngaimi thlalang Kristal lungvar bantuk a um i bawiṭhutdanh lai fang le bawiṭhutdanh velchum ah thilnung pali an hnu hmai ah mit lawngte i a khatmi kha an um. 
REV.4.7	Thilnung pakhat cu chiandeih bantuk a si i thilnung pahnihnâk cu caw fa bantuk a si. Thilnung pathumnâk nih minung mui a keng i thilnung palinâk cu a zuang liomi mupi bantuk a si; 
REV.4.8	Thilnung pali hna nih thla paruk cio an ngei i mit lawngte in a chunglei he a lenglei he a khat. Cun chun le zan din loin, “Zeizongtuahkho Bawipa Pathian, a um cangmi le a um liomi le a um laimi cu, a thiang, a thiang, a thiang,” tiah an ti. 
REV.4.9	Thilnung hna nih bawiṭhutdan ah a ṭhu i zungzal i a nungmi sinah sunparnâk le thangṭhatnâk le lawmhnâk bia an chim tikah; 
REV.4.10	upa kul le li hna kha bawiṭhutdan hmaiah an bawk i zungzal in a nungmi kha an biak. An bawiluchin kha bawiṭhutdan hmaiah an hlawnh i 
REV.4.11	“Maw Bawipa sunparnâk le thangṭhatnâk le ṭhawnnâk kha hmuh awkah nâ tlâk: Zeitintiah Nangmah nih zeizong vialte na ser i na duhning i um awkah ser an si,” tiah an ti.
REV.5.1	Cun bawiṭhutdanh i a ṭhumi orhlei kutah cazual, a chunglei le lenglei i ṭialmi chinchiahnâk pasarih i khenhchihmi kha ka hmuh. 
REV.5.2	Cuticun a ṭhawng ngaimi vanmi pakhat nih aw thang ngaiin, “Cauk hi phoih i a chinchiahnâk hna on awkah â tlakmi ahodah a um? tiah a au kha ka hmuh. 
REV.5.3	Vanah siseh, vulei ah siseh, vulei tang zongah zualmi cauk kha a ong khomi an um lo i a chunglei a zoh khomi zong an um lo. 
REV.5.4	Cazual kha ong i rel awk le, a chunglei zong zoh awk â tlakmi ahohmanh an umlo caah ka ṭap thluah mah. 
REV.5.5	Asinain upa lakah pakhat nih ka sinah, “Ṭap hlah, ngaihmanh Chiandeih, Judah phun chungmi David hrampi nih cazual cu ong ding le a chinchiahnâk pasarih kha phoih dingin a tei cang,” tiah a ti. 
REV.5.6	Cun ka hun zoh i ngaihmanh, bawiṭhutdan le thilnung pali hna le upa hna umnâk laifang ah thah ciami Tuufano bantuk, ki pasarih le mit pasarih a ngeimi a dir kha ka hmuh, cu mit pasarih hna cu Pathian Thlarau pasarih leicung dihlak i thlahmi kha an si. 
REV.5.7	Cuticun Ara i bawi`hutdan ah a ṭhumi orhlei kut i cazual kha a lâk. 
REV.5.8	Cazual a lâk tikah thilnung pali le upa kul le li hna cu Tuufano hmaiah an bawk i tingtang le zihmui in a khatmi sui khengkur an i put cio, cu zihmui cu mithiang hna thlacamnâk a si. 
REV.5.9	Hlathar an sa i, “Nangmah cu cazual kha la in, a chinchiahnâk kha phoihawk ah nâ tlak. Zeitintiah thah in na um cang i phunkip, holhkip, mikip le hrin kip chungin Pathian caah na thisen in na tlanh cang hna. 
REV.5.10	Kan Pathian caah siangpahrang le tlângbawi ah na canter hna. Leicung kha kan uk hna lai,” tiah an ti. 
REV.5.11	Cuticun ka hun zoh i bawiṭhutdan le thilnung hna le upa hna umnâk velchum ah vanmi tampi aw ka theih, an tamning cu a thong thongin thong tampi an si. 
REV.5.12	Cuhna nih awthang piin, thah ciami Tuufano cu thiltikhawhnâk, rumnâk, fimnâk, ṭhawnnâk, thangṭhatnâk, sunparnâk le thluachuahnâk kha co awkah â tlâk tiah an ti. 
REV.5.13	Cun sermi thil vialte van i a ummi le vawlei i a ummi le vawlei tang i a ummi le rili ah a ummi vialte cuka i a ummi vialte nih, “Bawiṭhutdanh i a ṭhumi le, Tuufano sinah, thluachuahnâk, thangṭhatnâk, sunparnâk le biaceihnâk kha zungzal in zungzal tiang um ko seh,” tiah an chimmi kha ka theih. 
REV.5.14	Cuticun thilnung pali hna nih, “Amen” tiah an rak ti. Upa hna zong nih bawh buin zungzal in zungzal tiang a nungmi kha an biak.
REV.6.1	Cun Tuufano nih chinchiahnâk Pasarih lakah pakhat a phoih lio ka hmuh, thilnung pali lak i pakhat nih khuari thawng bangin, “Ra law, zoh tuah,” tiah a ti kha ka theih. 
REV.6.2	Ka hun zoh i ngaihhmanh rang râng kha ka hmuh. Acung i â citmi nih likuk â ken, amah cu bawiluchin an pêk i teitu si bu i tei thluahmah dingin a kal. 
REV.6.3	Chinchiahmi pahnihnâk a hun phoih tikah thilnung pahnihnâk nih, “Ra law zoh tuah,” a ti kha ka theih. 
REV.6.4	Cun rang dang mei bantuk i a senmi a hung chuak, a cung i â citmi sinah mi thahnâk le vulei daihnâk lakpiaknâk kha an pêk. Cun vainam nganpi zong kha an pêk; 
REV.6.5	Chinchiahmi pathumnâk an phoih tikah thilnung pathumnâk nih “Ra law zoh tuah” tiah a ti kha ka theih. Cuticun ka hun zoh i ngaihmanh rang nak kha ka hmuh, a cungah â citmi nih cuaithlainâk kha â put. 
REV.6.6	Cun thilnung pali chungin aw nih, “Ngamu in changvut cuai khat, cun ngamu in barli changvut cuai thum, chiti le misur hang kha cu hrawk hna hlah” a ti kha ka theih. 
REV.6.7	Chinchiahmi palinâk a phoih tikah, thilnung palinâk aw nih, “Ra law zoh tuah” a ti kha ka theih. 
REV.6.8	Ka hun zoh i rang râng kha ka hmuh. A cung i â citmi min cu thihnâk a si, a hnulei in mithi khua nih a rak zulh. An sinah vulei cheuli i cheukhat cungah a vainam le mangṭâm le rai le sahrang rual hna hmangin thahnâk nawl kha pêk an si. 
REV.6.9	Chinchiahmi panganâk a hun phoih tikah biakṭheng tangah Pathian bia le an hngalh termi kha an i tlaih peng ruangah thahmi thlarau kha ka hmuh hna. 
REV.6.10	Annih nih awthang ngai in “Maw, Bawipa a thiangmi le a dikmi vawlei mi hna cungah kan thisen an chuahtermi phu hlam loin zeicandah na um lai?” tiah an ti. 
REV.6.11	Cuticun annih cu angkifual a rângmi an pêk cio hna i an sinum hna le an unau hna anmah bantuk i thah ding hna cu an thah dih hna hlan cu hngak rih dingin an chimh hna. 
REV.6.12	Chinchiahmi paruknâk a phoih lio kha ka zoh i ngaihmanh fakpi in li â hnin i ni cu sahmul puan bangin a nak i thlapa zong thisen bantuk in a um. 
REV.6.13	Cun theipi kung thlichia nih a hranh i a tlai hmadung kha a ṭhilh dih hna bang khin, van in arfi hna cu vulei ah an tla. 
REV.6.14	Cun van khi cazual bangin tlau lakin â zual i tlang le tikulh hna cu an umnâk hmun in ṭhial an si. 
REV.6.15	Cun vawlei i siangpahrang hna le mingan hna le ralbawi hna le mirum hna le miṭhawng hna le sal le miluat vialte hna cu lungkua le tlang le lungpi karlak hna ah an i thup dih, 
REV.6.16	cun tlâng le lungpi hna sinah “Kan nenh u bawiṭhutdan i a ṭhumi le Tuufano thinhunnâk hmaikâ in kan phen tuah uh! 
REV.6.17	Zeitintiah a thinhunnâk ni lianngan cu a phân cang, ahodah a dir kho lai” tiah an ti.
REV.7.1	Cu thil hna hnu ah vanmi pali lei killi i a dirmi ka hmuh i leicung le rili le thingkung ah thli a hran nâkhnga lo, lei i thli pali kha an tlaih. 
REV.7.2	Cuticun vanmi dang Pathian nung chinchiahnâk â putmi chaklei in a rak chuakmi ka hmuh. Anih nih lei le rili hrawhnâk nawl an pêkmi vanmi pali hna sinah awthang ngai in, 
REV.7.3	kan Pathian salle hna cu an cal i kan chihchiah hna hlanah cun lei le rili le thinghna cu hrawk rih hlah u, tiah a ti. 
REV.7.4	Cun an chinchiahmi zat cu ka theih i Israel miphun kip chungin thong 144000 an chinhchiah hna. 
REV.7.5	Judah miphun in 12000, Reuben miphun in 12000, Gad miphun in 12000, 
REV.7.6	Aser miphun in12000, Naphtali miphun in 12000, Manaseh miphun in 12000, 
REV.7.7	Simeon miphun in 12000, levi miphun in 12000, Isakar miphun in 12000, 
REV.7.8	Zebulun miphun in thong 12000, Josef miphun in 12000, Benjamin miphun in 12000 an chinchiah hna. 
REV.7.9	Cu thil hna hnu ah ka hun zoh i ngaihmanh mibupi ahohmanh i rel cawk lo, phunkip chung le hrinkip chung le, mikip chung le, holhphun kip chungin a rângmi angkifual in an i thuam, an kut in tûmhnah kha an i ken i bawiṭhutdanh hmai le Tuufano hmaiah an dir kha ka hmuh. 
REV.7.10	Aw thang ngaiin, “Khamhnâk cu bawiṭhutdanh i a ṭhumi kan Pathian le Tuufano ta a si,” tiah an au. 
REV.7.11	Vanmi vialte cu bawiṭhutdanh le upa hna le thilnung pali hna umnâk velchum ah an ṭhu i bawiṭhutdanh hmai ah bawhbu in Pathian kha an biak. 
REV.7.12	“Amen! Thluachuahnâk, sunparnâk, fimnâk, lawmhnâk bia, upatnâk, thiltikhawhnâk le ṭhawnnâk kha zungzal in zungzal tiang kan Pathian sinah um ko seh. Amen.” tiah an ti. 
REV.7.13	Cuticun upa hna lakah pakhat nih ka sinah, “Angki râng in â thuammi hna hi mizeidah an si? Khuazeiindah an rat? tiah a ka hal. 
REV.7.14	Keinih a sinah, “Ka pu nangmah nih na hngalh” tiah ka ti. “Hi hna hi harnâk nganpi chungin a rakchuakmi an si, an angki kha an suk i Tuufano thisen in ran termi an si tiah a ka leh. 
REV.7.15	Cucaah Pathian bawiṭhutdan hmaiah an um cang i chun zan hlan in a ṭempal ah a rian kha an ṭuan. Cun bawiṭhutdanh i a ṭhumi hrimhrim cu an sinah a um peng cang lai; 
REV.7.16	Anrawl a ṭam ti lai lo i anti zong a hal ti lai lo, ni nih a linh ti hna lai lo i a sat ti hna lai lo; 
REV.7.17	zeitintiah Tuufano bawiṭhutdan laifang i a ummi cu anmah kilvengtu a si lai i nunnâk tikhor ah a hruai hna lai. Anmit i mitthli vialte kha Pathian nih a hnawhpiak hna lai,” tiah a ti.
REV.8.1	Chinchiahmi pasarihnâk a hun phoih tikah, suimilam a cheu hrawng vancung cu a dai. 
REV.8.2	Cun Pathian hmai i vanmi pasarih kha ka hmuh, an sinah muko pasarih an pêk hna. 
REV.8.3	Cuticun vanmi dang, rimhmui khanghnâk suikhengkur put in a ra i biakṭheng pawngah a dir. Rimhmui khangh ding tampi kha an pêk, cucu bawithutdan hmai i sui biakṭheng cungah mithiang vialte thlacamnâk he a pêkchanh nâkhnga caah a si, 
REV.8.4	Cun rimhmui khanghmi khu le mithiang hna thlacamnâk cu vanmi hna kut in Pathian hmaiah a kai. 
REV.8.5	Cuticun vanmi nih rimhmui khanghnâk khengkur kha a lak i biakṭheng i meiin a khahter i vulei ah a thlâk. Cun khuari le nimtlau le lihnin thawng kha a hung um. 
REV.8.6	Cutincun vanmi pasarih, muko pasarih â kenmi hna nih tum awkah timhcia in an um. 
REV.8.7	Vanmi pakhatnâk nih a hun tum: Cun mei le rial nih a zulh i thisen he â cawhmi kha vulei ah a sur. Vulei cheuthum cheukhat kha a kâng dih, thingkung hna zong cheuthum cheukhat a kâng dih i ram hring vialte zong a kâng dih. 
REV.8.8	Vanmi pahnihnâk nih a hun tum i a nganmi tlang bantukin a kâng hluahmahmi mei kha rili chungah an hlawnh i rili cheuthum cheukhat kha thisen ah â cang dih. 
REV.8.9	Cun rili chung i nunnâk ngeimi cheuthum cheukhat kha an thi dih, tilawng hna zong cheuthum cheukhat hrawh an si. 
REV.8.10	Vanmi pathumnâk nih a hun tum i a ngan ngaimi arfi, meifar bangin a alhmi hi van in a rung tla i tiva cheuthum cheukhat le tikhor ah an tla. 
REV.8.11	Cu arfi min cu “Khâ” ti a si. Cuticun ti cheuthum cheukhat kha a khâ dih i ti cu a khât tuk caah mi tampi an thi, 
REV.8.12	Vanmi palinâk nih a hun tum i ni le thlapa le arfi kha cheuthum cheukhat cio an mui. Chun ah cheuthum cheukhat cu a ceu ti lo. Cubantuk ṭhiamṭhiam in zan zongah a si. 
REV.8.13	Cun ka hun zoh i mupi van i a zuangmi nih awthang ngaiin lei i a ummi hna caah ngaihchia a si, ngaihchia a si, ngaihchia a si, zeicatiah a tângmi vanmi pathum hna nih muko an tum`hân rih lai caah tiah, a ti kha ka theih.
REV.9.1	Cuticun vanmi panganâk nih a hun tum i van in arfi pakhat leiah a tlâk kha ka hmuh, A sinah taw a ngei lomi khor tawh kha an pêk. 
REV.9.2	Cun taw a ngei lomi khor kha a on i khor chungin meikhu tampi sosernâk meikhu bantuk a hung chuak. Cuticun khor chungin mei khu ruangah ni le vanrâng khi muihter an si. 
REV.9.3	Cuticun cu meikhu lakah lei cungah khaubawk an hung chuak. Tlâng ngaikuang nih mi fahternâk a ngeihmi bang khin ṭhawnnâk an pêk hna, 
REV.9.4	Lei cung i ramhring hna le a hringmi vialte, thingkung vialte hna zong hrawk lo ding i nawlpêk an si, asinain an cal ah Pathian hmelchunhnâk a ngei lomi lawng kha harnâk pe dingin nawlpêk an si. 
REV.9.5	Cun mi thahnâk nawl kha pêk an si lo, asinain thla nga chung harnâk pe dingin nawlngeihnâk pêk an si. Harnâk an pêkning cu tlâng ngaikuang nih mi a seh i fahnâk a pêkmi bantuk khi a si; 
REV.9.6	Cu cân ah cun mi nih thihnâk an kawl lai i an hmu lai lo. Thih an duh ngai nain thihnâk nih a zâmtâk hna lai. 
REV.9.7	Cu khaubawk hna muisam cu raltuknâk dingah rang an thomhmi bantuk khi an si. An lu ah sui bantuk luchin an chinh hna i an hmai cu minung hmai bantuk an si. 
REV.9.8	An sam cu nu sam bantuk an si i an ha cu chiandeih ha bantuk an si. 
REV.9.9	Cun an ṭangah thir ṭangphaw bantuk an ngei i an thlazah thawng cu rang le ranglêng tampi ral dohnâk i a tlimi thawng bantuk an si. 
REV.9.10	Tlâng ngaikuang bantuk mei an ngei i an mei ah sivai a um. Thla nga chung minung fahnâk pe khotu hmual a si. 
REV.9.11	Cun siangpahrang bantuk an ngei i cucu taw a ngei lomi khor vanmi a si, a min cu Hebru in Abaddon ti a si i Grik holh cun, Apollyon ti a si. 
REV.9.12	Ngaihchiatnâk pakhatnâk cu a dih cang. Ngaihmanh hi thil hna hnuah ngaihchiatnâk phunhnih a phân rih. 
REV.9.13	Cuticun vanmi paruknâk nih a hun tum i Pathian hmai i sui biakṭheng ki pali chungin aw ka theih. 
REV.9.14	Vanmi paruknâk muko putu sinah “Zufareites rili i ṭemmi vanmi pali kha chuah hna” tiah a ti. 
REV.9.15	Cuticun suimilam cân le ni le thla le kum ca i an rak timhlamhmi vanmi pali hna kha minung cheuthum cheukhat that dingin an chuahter hna. 
REV.9.16	Cubangin rangcung i â citmi ralkap an tamning cu ting thonghnih an si tiah ka theih. 
REV.9.17	Cun langhnâk ah rang kha hitihin ka hmuh hna; a cung i â citmi hna nih mei bang a senmi ṭangphaw le a nakmi a duk deuhmi le aihre bang i a engmi an i benh. Rang lu hna cu chiandeih lu bantuk an si i ankâ chungin mei le meikhu le kât an chuak. 
REV.9.18	Cun zawtnâk phunthum ankâ in a chuakmi mei le meikhu le kât hna nih minung cheuthum cheukhat a thah hna. 
REV.9.19	Zeitintiah thiltikhawhnâk an ngeihmi cu an kâ le an mei ah a um, anmei hna cu rul bantukin lu a ngei i cu nih cun mi kha fahnâk a pêk hna. 
REV.9.20	Asinain cu zawtnâk nih a thah lomi minung hna nih an kut chuak milem sui milem ngun le dar le thing le lung in an sermi milem zeihmanh a hmu kho lomi, thawng a thei kho lomi, a kal kho lomi milem kha bia ti lo dingin an i ngaihchih hlei lo. 
REV.9.21	Cun lainawn le doih, nupa sualnâk tuah le thil an fir tawnmi zong an i ngaihchih hlei lo.
REV.10.1	Khuadawm in â thuammi, a ṭhawng ngaimi vanmi dang van in a run kha ka hmuh ṭhân rih. A lu ah chuncha a zâm i a hmai cu ni bantuk a si. A ke cu meitung bantuk a si. 
REV.10.2	A kut ah cauk a fate kau ciami â put. A orhlei ke in rili a lamh i a kehlei in vulei a lamh, 
REV.10.3	cun thangngai in chiandeih bantukin a awn. Cuti a awnh lio ah khuari pasarih hna nih aw an rak chuah ve. 
REV.10.4	Cubangin khuari pasarih hna nih an aw an chuah lio ah, ṭial ka rak timh, asinain vanin aw pakhat ka theih i, “Khuari pasarih hna chimmi kha chinchiah law ṭial hna hlah,” tiah a ti. 
REV.10.5	Vanmi rili le lei lamh bu i a dirmi nih khan vanlei ah a ban a thlir, 
REV.10.6	cun zungzal in zungzal tiang a nungmi, van le a chung i thil a ummi hna le, vulei le a chung i thil a ummi hna le, rili le a chung i a ummi vialte Sertu chalh in, cucu rauhter a si ti lai lo, 
REV.10.7	asinain vanmi pasarih hna thawngpâng a um lio cân i tum a hun timh lio ah, a sal profet hna sin i a chimmi Pathian biathli kha a tling dih cang lai. 
REV.10.8	Cuticun van in aw ka theihmi nih khan a ka chawnh ṭhân i “Rili le vulei lamh in a dirmi vanmi kut i kau ciami cauk fate khi va la,” tiah a ka ti. 
REV.10.9	Cuticun vanmi sinah ka va kal i a sinah cauk fate kha ka pe tuah tiah ka ti. Anih nih ka sinin la law a dihlak in ei, hi nih hin na paw a khâtter dih lai, asinain nakâ ahcun khuaihliti bangin a thlum lai tiah a ti. 
REV.10.10	Cuticun vanmi kut cauk fate cu ka lak i ka ei, ka kâ ahcun khuaihliti bangin a thlum, asinain ka ei dih in ka paw cu a khâ dih. 
REV.10.11	Anih nih, “Mibu tampi, miphun tampi, holh tampi le siangpahrang tampi hna kong kha na phuan ṭhân hrimhrim lai,” tiah a ka ti.
REV.11.1	Cuticun tahnâk ṭhiangṭhunh phairuang kung bantuk hi pêk ka si. Cun vanmi cu a dir i, “Tho law Pathian ṭempal cu biakṭheng hna le a biatu hna he tah hna. 
REV.11.2	Asinain ṭempal kulhnâk hnu deuh intual tiang cun tah hlah, zeitintiah cucu Gentel mi hna caah pêk a si cang. Cun annih nih khua thiang kha thla 42 chung an uk lai. 
REV.11.3	Cun ka biahngaltu pahnih hna sinah thiltikhawhnâk ka pêk hna lai, cuticun buri puan aih in ni 1260 chung bia an phuan lai,” tiah a ti. 
REV.11.4	Cu hna cu Oliv thing pahnih le mei vannâk pahnih vulei Pathian hmai i a dirmi an si. 
REV.11.5	Cun mizei hmanhnih fahnâk pêk an duh tikah ankâ chung in mei a rak chuak i an ral kha a kangh hna. Cubantukin fahnâk pêk a timtu pauh cu hi bangin thah a si lai. 
REV.11.6	Hi hna nih chimchung bia an phuan lioah ruahsur lo dingin van phih khawhnâk ṭhawnnâk pêk an si, cun ti kha thisen i canter khawhnâk an ngei i an duh cân pauh ah vulei hi zawtnâk rai phunphun in hrem khawhnâk an ngei, 
REV.11.7	An hngalhternâk bia an chim dih in taw a ngei lomi khor chungin a rak chuakmi sahrang nih a doh hna lai i tei in a thah hna lai. 
REV.11.8	Cun an ruak kha khua lianngan zatlâng lam, thlarau lei in Sodom le Ezipt an timi ah an suan lai, kan Bawipa an khenhchiahnâk hmun zong kha a si. 
REV.11.9	Cuticun mikip le phunkip le, holhkip le miphun vialte nih nithum le a cheu chung an ruak kha an zoh lai i thlân i phum zong an siang hna lai lo. 
REV.11.10	Vulei i a ummi minung hna cu an i lawm tuk lai i nuamhhnaihnâk kha an tuah lai, lawmhpinâk laksawng kha pakhat le pakhat an i kuat lai, zeicatiah cu profet pahnih hna cu lei i a ummi minung hna harnâk a petu an si caah a si. 
