GEN.1.1	Haa fuɗɗam Allah tagi asamanji e lesdi. 
ACT.15.38	ammaa Pol jaɓaay, ngam Markus senndirino bee maɓɓe diga Pamfiliya, accino kuugal, hawtanaayno ɓe fahin
ACT.15.39	Luural waɗi hakkunde maɓɓe, haa ɓe cenndiri. Barnabas hoo'i Markus, ɓe nasti koommbowal
ACT.15.40	Pol boo suɓi Silas, ɓe ndilli. Deerɗiraaɓe kalfini ɓe haa mo'ere Allah. 
ACT.15.41	Pol yehi nder lesdi Siriya e Silikiya, o semmbiɗini jama'aaje nuɗɗinɓe.
ACT.16.1	Pol yotti Derbe e Listira. Ton woodi pukaraajo bi'eteeɗo Timote. Daada maako, o Yahuuduujo, nuɗɗinɗo boo, ammaa baaba maako o Yunaniŋkeejo
ACT.16.2	Deerɗiraaɓe haa Listira bee Ikoniya fuu mani Timote. 
ACT.16.3	Pol yiɗi Timote yahda bee maako. Nde o hoosi mo, o juulni mo ngam Yahuudu'en jooɗiiɓe lesɗe man fuu anndi baaba Timote, o Yunaniŋkeejo. 
ACT.16.4	Haa wuro ɓe ngari fuu, ɓe ngecci nuɗɗinɓe umrooje ɗe nelaaɓe e ndotti'en haa Urusaliima ndawri, haa ɓe tokko ɗe. 
ACT.16.5	Jama'aaje nuɗɗinɓe cemmbiɗi nder nuɗɗinki, kala nyalaade fuu limgal nuɗɗinɓe ɗon ɓesdo.
ACT.16.6	Ɓe caali lesdi Firigiya e Galaatiya ngam Ruuhu Ceniiɗo haɗi ɓe waazaago haa Asiya. 
ACT.16.7	Nde ɓe njotti keerol lesdi Misiya, ɓe ɗaɓɓi nastugo lesdi Bitiniya, ammaa Ruuhu Yeesu duŋanaaki ɓe. 
ACT.16.8	Ngam maajum ɓe caali nder Misiya, ɓe ndiirti haa Torowas. 
ACT.16.9	Bee jemma Pol yi'i wahayu, o yi'i goɗɗo Makedoniya ɗon dari, tori mo: “War haa Makedoniya, yiida min!” 
ACT.16.10	Ɓaawo wahayu man, min taaski dillugo Makedoniya, ngam min paami Allah ewni min haa min ngaazo yimɓe ton Linjiila.
ACT.16.11	Min nasti koommbowal
ACT.16.12	Min ummi ton, min njehi Filippi, wuro nder yeɓre lesdi Makedoniya aranndeere,
ACT.16.13	 min ngurti wuro, min njehi fomoonde maayo ngam tefugo haa pellel do'a woni. Min njooɗi, min ngeewtidi bee rewɓe mooɓtiiɓe ton. 
ACT.16.14	Gooto maɓɓe, Lidiya, iwɗo wuro Tiyatira, o piloowo limce boɗeeje marɗe saman, o dewoowo Allah. Jawmiraawo maɓɓiti ɓernde maako, haa o nani ko Pol wi'i bee hakkiilo. 
ACT.16.15	Kaŋko e yimɓe saare maako fuu, ɓe njaɓi baptisma. Nden o wi'i: “To on ndaari yam mi nuɗɗinɗo Jawmiraawo, ngare, mbeere haa saare am.” O dooli min weergo ton.
ACT.16.16	Nyannde feere nde min ɗon ndilla pellel do'a, paanyo debbo korɗo marɗo ginnawol, wari, fotti bee amin. Ginnawol man wartiri mo o daaroowo. Kuugal nga'al heɓani jaagorɓe maako ceede ɗuuɗɗe. 
ACT.16.17	O ɗon tokko min, o ɗon wooka, o wi'a: “Yimɓe ɓe'e, ɓe jagganooɓe Allah Ɓaŋiiɗo! Ɓe ɗon ngaaza on Laawol Jawmiraawo!” 
ACT.16.18	O waɗi ɗum balɗe ɗuuɗɗe. Ɗum ɓilli Pol, o wayliti, o wi'i ginnawol: “Bee innde Yeesu Almasiihu mi umri ma, wurta haa maako!” Ɗon nii ginnawol wurti. 
ACT.16.19	Nde jaagorɓe korɗo go ngi'i seeɓoore keɓal maɓɓe ɗon majja, ɓe naŋngi Pol e Silas, ɓe ndasi ɓe haa luumo, yeeso mawɓe. 
ACT.16.20	Ɓe njahri ɓe haa mawɓe Roma'en, ɓe mbi'i: “Yimɓe ɓe'e ɓe Yahuudu'en, ɓe ɗon ummina fitina haa wuro meeɗen. 
ACT.16.21	Ɓe ɗon anndina al'aadaaji kaɗaaɗi ɗi en mbaawataa jaɓugo e tokkaago, enen Roma'en!” 
ACT.16.22	Mooɓre tuurti dow maɓɓe. Mawɓe Roma'en ɓorti Pol e Silas, umri ɓe piya ɓe. 
ACT.16.23	Nde ɓe piyi ɓe piyɗe ɗuuɗɗe, ɓe njahri ɓe haa fursina. Ɓe mbi'i aynoowo fursina o ayna ɓe booɗɗum. 
ACT.16.24	Nde o nani umroore nde'e, o yahri ɓe haa suudu cakaaru nder saare fursina, o fali kosɗe maɓɓe bee tiggirgal.
ACT.16.25	Caka jemma Pol e Silas ɗon mbaɗa do'a, ɓe ɗon maŋgta Allah bee gime, haɓɓaaɓe woɗɓe ɗon nana. 
ACT.16.26	Ɗon nii dimmbannde lesdi mawnde waɗi haa caɓɓaaje suudu fursina ndimmbi. Dammuɗe fuu maɓɓiti, callalluuji haɓɓaaɓe fuu boo njani. 
ACT.16.27	Aynoowo fursina fini. Nde o yi'i dammuɗe ɗon maɓɓiti, o losi kaafahi maako haa o mbarto ngam o tammi haɓɓaaɓe ndoggi. 
ACT.16.28	Ammaa Pol towni sawtu, wi'i: “Taa naawnu hoore ma. Min fuu min ɗon.” 
ACT.16.29	Aynoowo fursina tefi yiite, ƴaawɗi, nasti ton, o ɗon diwna, o do'i yeeso Pol e Silas. 
ACT.16.30	Nden o wurtini ɓe yaasi, o ƴami: “Moodiɓɓe, ɗume mbaɗanmi haa mi hisa?” 
ACT.16.31	Ɓe mbi'i: “Nuɗɗin Jawmiraawo Yeesu, nden a hisan, an bee yimɓe saare ma fuu.” 
ACT.16.32	Nden ɓe ngaazini mo wolde Jawmiraawo, kaŋko bee yimɓe saare maako fuu. 
ACT.16.33	Nder saa'iire man aynoowo fursina hoo'i ɓe, looti kuuduuje maɓɓe. Ɗon nii kaŋko bee yimɓe saare maako fuu, ɓe njaɓi baptisma. 
ACT.16.34	O yahri Pol bee Silas haa saare maako, o nyaamni ɓe. Kaŋko bee saare maako fuu ɓe ceyi masin, ngam ɓe nuɗɗini Allah.
ACT.16.35	Nde weeti, mawɓe Roma'en neli doogari'en haa aynoowo fursina, ɓe mbi'a mo o yoofa yimɓe ɓe'e. 
ACT.16.36	Nden aynoowo fursina wi'i Pol: “Mawɓe neli, mbi'i min njoofa on. Jonta ngurte, Allah yahru on jam.” 
ACT.16.37	Ammaa Pol wi'i doogari'en go: “Ɓe piyi min yeeso yimɓe fuu bilaa hiitaago min. Minin boo min Roma'en! Nden ɓe maɓɓi min haa fursina. Jonta nii ɓe ngiɗi wurtingo min bee sirri? Waɗataako! Sey mawɓe Roma'en bee ko'e maɓɓe ngara, njoofta min.” 
ACT.16.38	Doogari'en lornani mawɓe Roma'en ko Pol e Silas mbi'i. Nde ɓe nani Pol e Silas ɓe Roma'en, ɓe kultori. 
ACT.16.39	Mawɓe Roma'en ngari, nde'itini ɓe. Nden ɓe ngurtini ɓe fursina, ɓe tori ɓe ɓe cotta wuro maɓɓe. 
ACT.16.40	Nde Pol e Silas ngurti fursina, ɓe njehi haa saare Lidiya. Ton ɓe tawi deerɗiraaɓe, ɓe cemmbiɗini ɓe, nden ɓe ndilli.
ACT.17.1	Nde ɓe caali Amfipolis e Apolloniya, ɓe njotti haa Tessaloniiki. Woodi suudu dewal Yahuudu'en ton. 
ACT.17.2	Pol yehi haa suudu man bana ko woowa. 
ACT.17.3	O ɗon faamtina, o ɗon holla ɓe bee laaɓɗum ko wolde Allah wi'i dow Almasiihu: Sey o yara bone, o ummito diga maayde. Pol wi'i: “Kaŋko woni 
ACT.17.4	Woɗɓe maɓɓe njaɓi bolle ɗe'e, kawtani Pol e Silas. Non boo Yunaniŋke'en hulɓe Allah ɗuuɗɓe e rewɓe tedda-asli'en woɗɓe.
ACT.17.5	Ammaa Yahuudu'en kaaji ɓe, kawti buuɗaaje wonɓe haa luumo, ɓe ummini fitina nder wuro. Ɓe kippi saare Yason, ɓe ɗon ɗaɓɓita Pol e Silas haa ɓe ngurtina ɓe, ɓe ngara yeeso mooɓre. 
ACT.17.6	Ammaa nde ɓe tawaay ɓe, ɓe ndasi Yason e deerɗiraaɓe woɗɓe yeeso mawɓe wuro, ɓe kooli, ɓe mbi'i: “Yimɓe ɓe'e, ummini jiiɓre nder duniyaaru fuu! Jonta ɓe ngari haa wuro meeɗen, 
ACT.17.7	Yason boo weerni ɓe haa saare mum. Ɓe ngewi umrooje laamiiɗo Roma bee wi'go woodi laamiiɗo goɗɗo, bi'eteeɗo Yeesu.” 
ACT.17.8	Ɓe cakli ɓerɗe yimɓe e ɓerɗe mawɓe wuro nanɓe haala ka'a. 
ACT.17.9	Yason e woɗɓe ndokki ceede, nden ɓe njoofi ɓe.
ACT.17.10	Nde jemma waɗi, deerɗiraaɓe neli Pol e Silas haa Bereya. Nde ɓe njotti ton, ɓe njehi suudu dewal Yahuudu'en. 
ACT.17.11	Yimɓe Bereya laataaki bana yimɓe Tessaloniiki. Kamɓe ɓe njaɓi wolde Allah law. Balɗe fuu ɓe ɗon linya defte Allah, haa ɓe ngooŋɗina ko Pol wolwi. 
ACT.17.12	Ɗuuɗɓe maɓɓe nuɗɗini. Rewɓe Yunaniŋke'en
ACT.17.13	Ammaa nde Yahuudu'en iwɓe Tessaloniiki nani Pol waazi wolde Allah haa Bereya boo, ɓe ngari, ɓe njiiɓi yimɓe, ɓe ummini ɓerɗe maɓɓe. 
ACT.17.14	Law deerɗiraaɓe boo ɗofti Pol haa fomoonde weendu, ammaa Silas e Timote lutti ton. 
ACT.17.15	Ɗoftuɓe Pol njahdi bee maako haa yotti Ateena, nden ɓe lori Bereya. Pol neli ɓe haa Silas e Timote haa ɓe ngara haa maako law.
ACT.17.16	Yaake Pol ɗonno reena Silas e Timote haa Ateena, ɓernde mum metti nde o yi'i wuro man ɗon heewi labbi. 
ACT.17.17	Ngam maajum o hujjotiri bee Yahuudu'en e Yunaniŋke'en hulɓe Allah nder suudu dewal Yahuudu'en. Nyalaade fuu o ɗon hujjotira bee yimɓe ɓe o tawi haa luumo boo. 
ACT.17.18	Marɓe annde wi'eteeɓe Epikuri'en e Sitoyki'en woɗɓe boo kujjotiri bee maako. Woɗɓe mbi'i: “Ɗume ɗuuɗa-haalaajo oo yiɗi wi'go?” Woɗɓe boo mbi'i: “Teema o ɗon wolwa haala ɗowanteeɓe jananɓe.” Ɓe mbi'i ɗum ngam Pol ɗon waazina Linjiila Yeesu e ummitineeki maayɓe. 
ACT.17.19	Ngam maajum ɓe naŋngi mo, ɓe njahri mo haa nokkuure wi'eteende Areyopagus, ɓe mbi'i: “Min ngiɗi ekkitinol kesol ngol a ekkitinta. 
ACT.17.20	A ɗon waŋgina haala kesa ka min meeɗaay nanugo ɗum, min ngiɗi faamugo ka.” 
ACT.17.21	Yimɓe Ateena e jananɓe jooɗiiɓe caka maɓɓe ɗonno cukli limtugo e nanugo haalaaji kesi.
ACT.17.22	Pol dari yeeso jama'aare haa Areyopagus, wi'i: “Yaa worɓe Ateena! Mi yi'i on ɗon tiini suklanaago haala diina mon jamum. 
ACT.17.23	Ngam nde mi ɗon waanca nder wuro mon, mi yi'i kuuje ɗe on ɗon ndewa, mi tawi nokkuure diina mooɗon bee binndi ɗi'i: Ngam ɗowanteeɗo mo anndaaka. Kadi mo on ndewata, koo nde on anndaa mo, haala maako mi waazinta on. 
ACT.17.24	Allah tagɗo duniyaaru e ko woni nder maaru fuu, kaŋko woni Jawmiraawo asama e lesdi, o jooɗataako nder cuuɗi diina ɗe juuɗe yimɓe mahi. 
ACT.17.25	O maraay haaje yimɓe mbaɗana mo koo ɗume, ngam kaŋko hokkata koo moy yoŋki e poofɗe e koo ɗume fuu
ACT.17.26	Diga goɗɗo gooto o tagri asli yimɓe fuu haa ɓe njooɗo haa duniyaaru ndu'u fuu. O darni wakkatiiji e keeri joonde maɓɓe boo. 
ACT.17.27	O waɗi ɗum haa ɓe ɗaɓɓita mo, teema ɓe maata mo ɓe tawa mo ngam bee gooŋga Allah daayaaki koo moy meeɗen, 
ACT.17.28	ngam ɗum wi'a:
ACT.17.28	Yeeɗugo meeɗen, dimmbaago meeɗen, laataago meeɗen,
ACT.17.28	fuu haa maako ɗum iwi.
ACT.17.28	Bana woɗɓe haa yimooɓe mon mbi'i:
ACT.17.28	Enen boo en danygol maako.
ACT.17.29	Nde nii en danygol maako, taa en numa Allah nanndi bee suuraaji ɗi kaŋŋeeri e cardi malla hayre ko yimɓe mbaɗata bee hakkiilo e baawal muuɗum'en. 
ACT.17.30	Ɓooyma Allah munyani yimɓe nde ɓe anndaano haala muuɗum, ammaa jonta o umri yimɓe koo toy fuu ɓe tuuba. 
ACT.17.31	Ngam o darni nyannde nde o hiitorto duniyaaru fuu bee adilaaku, bee goɗɗo mo o suɓi. O gooŋɗiniri ɗum yeeso yimɓe fuu bee ummitingo mo diga maayde.”
ACT.17.32	Nde ɓe nani Pol ɗon wolwa haala ummitineeki diga maayde, woɗɓe njanci mo, ammaa woɗɓe mbi'i: “Min ngiɗi a wolwana min haala ka'a fahin.” 
ACT.17.33	Nden Pol wurti caka maɓɓe. 
ACT.17.34	Worɓe woɗɓe boo nuɗɗini, tokki mo. Ɗum Diyonisiyus, goɗɗo Areyopagus e debbo bi'eteeɗo Damaris e yimɓe feere.
ACT.18.1	Ɓaawo man Pol ummi Ateena, yehi Korintu. 
ACT.18.2	Ton o tawi Yahuuduujo bi'eteeɗo Akilas, iwɗo Pontus. Ɗum neeɓaay o wari diga Italiya bee debbo maako Piriskilla, ngam laamiiɗo Roma bi'eteeɗo Kalawdiyus umri, riiwi Yahuudu'en fuu diga Roma. Pol yehi haa maɓɓe, 
ACT.18.3	o jooɗodi bee maɓɓe, ɓe kuuwdi ngam sanaa'a maɓɓe ngoota: Ɓe nyootooɓe laymaaji. 
ACT.18.4	 fuu, o ɗon hujjotira bee Yahuudu'en e Yunaniŋke'en haa suudu dewal Yahuudu'en ngam haa ɓe nuɗɗina.
ACT.18.5	Nde Silas e Timote ngari diga Makedoniya, Pol suklani waazu tan. O seedi yeeso Yahuudu'en Yeesu woni 
ACT.18.6	Ammaa ɓe ndartani mo, ɓe kuɗi mo. Pol fiɗɗi collaaje limce maako yeeso maɓɓe, wi'i: “To on kalki, annde ƴiiƴam mon ɗon dow ko'e mon, min kam mi laaɓɗo. Diga jonta mi yahan haa ummaatooje goɗɗe.” 
ACT.18.7	Nden o acci ɓe, o nasti haa saare goɗɗo bi'eteeɗo Titus Yustus, kulɗo Allah. Saare maako ɗon kommbi suudu dewal. 
ACT.18.8	Kirispus, ardiiɗo suudu dewal man, nuɗɗini Jawmiraawo bee saare muuɗum fuu. Korintu'en ɗuuɗɓe boo nani waazu, ɓe nuɗɗini, ɓe njaɓi baptisma.
ACT.18.9	Jemmaare feere Jawmiraawo wi'i Pol nder wahayu: “Taa hul, ammaa wolwu, taa jeeɗa 
ACT.18.10	ngam mi ɗon wondi bee ma. Walaa mo meemete, ngam mi woodi yimɓe ɗuuɗɓe nder berniwol ngo'ol.” 
ACT.18.11	Pol jooɗi ton nduuɓu bee reeta, o ɗon ekkitina yimɓe wolde Allah.
ACT.18.12	Yaake Galliyon laati ngomna lesdi Akaya, Yahuudu'en kawti, naŋngi Pol, njahri mo haa nokkuure kiita. 
ACT.18.13	Ɓe mbi'i: “Goɗɗo oo, o ɗon esta yimɓe haa ɓe ndewa Allah bee laawol ngol tokkaaki tawreeta amin!”
ACT.18.14	Pol yiɗi wolwugo, ammaa Galliyon wi'i Yahuudu'en: “To ɗum aybewol feereno malla halleende woɗnde o waɗi, mi jaɓanno wullaandu mon. 
ACT.18.15	Ammaa ɗum ngaaba dow bolle, dow inɗe e dow umrooje diina mooɗon, sey onon bee ko'e mooɗon on kiito ɗum. Min mi hiitataako irin man!” 
ACT.18.16	Nden o riiwi ɓe diga nokkuure kiita. 
ACT.18.17	Ɓe fuu ɓe naŋngi Sostenes ardiiɗo suudu dewal, ɓe piyi mo yeeso yimɓe haa nokkuure kiita. Ammaa ɗum ɓillaay Galliyon sam.
ACT.18.18	Ɓaawoɗon boo Pol faɓɓi balɗe ɗuuɗɗe bee deerɗiraaɓe haa Korintu, nden o jaɓɓiti ɓe. O nasti koommbowal
ACT.18.19	Nde ɓe njotti berniwol Efesus, Pol jaɓɓiti Piriskilla e Akilas. Nden o yehi haa suudu dewal Yahuudu'en, o hujjotiri bee Yahuudu'en. 
ACT.18.20	Ɓe tori mo o faɓɓa haa maɓɓe, ammaa o sali. 
ACT.18.21	Nde o ɗon jaɓɓito ɓe, o yecci ɓe: “To Allah munyi, mi loroto haa mooɗon.” Nden o nasti koommbowal, o dilli.
ACT.18.22	Nde o yotti Kaysariya, o yehi Urusaliima ngam hoofnugo jama'aare nuɗɗinɓe. Nden o dilli Antakiya. 
ACT.18.23	Nde o faɓɓi ton seɗɗa, o dilli. O waanci nder lesɗe Galaatiya e Firigiya, o semmbiɗini nuɗɗinɓe fuu.
ACT.18.24	Apollos, goɗɗo Yahuuduujo, iwɗo Aleksandiriya, wari haa Efesus. O baawɗo wolde, o annduɗo defte Allah. 
ACT.18.25	O anndi haala Laawol Jawmiraawo booɗɗum, o pertiiɗo, o ekkitini haala Yeesu bee laaɓɗum. Ammaa sey baptisma Yuhanna tan o anndi. 
ACT.18.26	O fuɗɗi waazugo bilaa kulol haa suudu dewal Yahuudu'en. Nde Piriskilla bee Akilas nani mo, njahri mo haa maɓɓe, ɓe tinndini mo Laawol Jawmiraawo bee ko ɓuri laaɓugo. 
ACT.18.27	Nden Apollos waɗi anniya yahugo lesdi Akaya. Nuɗɗinɓe cuusɗini mo, mbinndani deerɗiraaɓe maɓɓe wonɓe haa ton bataakewol haa ɓe njaɓɓo mo. Nde o yotti ton, o nafi nuɗɗinɓe jaɓɓe mo'ere Allah jamum. 
ACT.18.28	O waŋgini laaɓɗum boofi ekkitinol Yahuudu'en yeeso yimɓe fuu. O holli ɓe haa Deftere Allah fakat Yeesu woni 
ACT.19.1	Yaake Apollos ɗonno haa Korintu, Pol tokki laawol kooseeje haa o yotti Efesus. Ton o tawi nuɗɗinɓe woɗɓe, 
ACT.19.2	o ƴami ɓe: “On keɓi Ruuhu Ceniiɗo nyalde on nuɗɗini na?” Ɓe njaabi: “Min meeɗaay nanugo haala Ruuhu Ceniiɗo.” 
ACT.19.3	Pol ƴami: “Kadi baptisma kaye on njaɓi?” Ɓe njaabi: “Min njaɓi baptisma Yuhanna.” 
ACT.19.4	Pol wi'i: “Yuhanna waɗani yimɓe baptisma ngam ɓe ngaylito, ɓe tuuba. Yuhanna wi'i ɓe boo ɓe nuɗɗina goɗɗo tammiiɗo wargo ɓaawo maako, waato Yeesu
ACT.19.5	Nde ɓe nani ɗum, ɓe njaɓi baptisma bee innde Jawmiraawo Yeesu. 
ACT.19.6	Pol wallini juuɗe muuɗum dow ko'e maɓɓe, Ruuhu Ceniiɗo jippi dow maɓɓe, ɓe mbolwi ɗemɗe goɗɗe, ɓe mbaɗi annabaaku. 
ACT.19.7	Limgal yimɓe man fuu waɗi baakin sappo e ɗiɗo.
ACT.19.8	Lebbi tati Pol ɗon tokki yahugo suudu dewal Yahuudu'en, o ɗon wolwana yimɓe bee dartaare, o ɗon hujjotira bee maɓɓe, o ɗon haɓda faamtingo ɓe haala laamu Allah haa ɓe njaɓa ka. 
ACT.19.9	Ammaa woɗɓe maɓɓe caatini ko'e muuɗum'en, ɓe cali jaɓugo ka, ɓe mbolwi kalluka dow Laawol Jawmiraawo yeeso mooɓre. Ngam maajum Pol daayi ɓe, hawtani nuɗɗinɓe. Nyalɗe fuu o hujjotiri bee maɓɓe haa pellel jaŋngirde Tirannus. 
ACT.19.10	O waɗi ɗum duuɓi ɗiɗi, haa Yahuudu'en e yimɓe ummaatooje goɗɗe wonɓe lesdi Asiya fuu nani wolde Jawmiraawo.
ACT.19.11	Allah waɗi kaayeefiiji kayɗiniiɗi bee juŋngo Pol. 
ACT.19.12	Ɓe njahrani nyawɓe leppi e limce meemɗe ɓanndu Pol, nyawuji maɓɓe timmi, ruuhuuji kalluɗi boo ngurti. 
ACT.19.13	Yahuudu'en woɗɓe yiilotooɓe ngam wurtingo ruuhuuji kalluɗi, ɗaɓɓi kamɓe boo wurtingo ɗi bee innde Yeesu. Ɓe mbi'i: “Min umri on ngurta bee innde Yeesu, mo Pol waazata!” 
ACT.19.14	Ɓiɓɓe hooreejo liman'en bi'eteeɗo Sikewas mbaɗata ɗum. Ɓe njoweeɗiɗo. 
ACT.19.15	Ammaa ruuhuwol kalluŋgol jaabi ɓe: “Mi anndi Yeesu, Pol boo mi anndi ɗum, ammaa onon on ɓeye?” 
ACT.19.16	Mo ruuhuwol kalluŋgol ɗon nder muuɗum go hippi ɓe, ɓurdi ɓe semmbe, jaali ɓe fuu. Ɓe ngurti suudu man, ɓe ndoggi ɓe temmbuɓe e naawnaaɓe. 
ACT.19.17	Yahuudu'en e yimɓe ummaatooje goɗɗe jooɗiiɓe haa Efesus fuu nani ɗum, ɓerɗe maɓɓe ta'i, nden ɓe teddini innde Jawmiraawo Yeesu. 
ACT.19.18	Ɗuuɗɓe caka nuɗɗinɓe ngari, mbaŋgini kuuɗe hiila ɗe ɓe kuuwino yeeso yimɓe fuu. 
ACT.19.19	Waɗooɓe hiila ɗuuɗɓe ngaddi defte maɓɓe, nguli ɗe haa yeeso yimɓe fuu. Ɓe mbaɗi lisaafi coggu defte man, ɗum waɗi ceede cardi ujine cappanɗe jowi (50.000). 
ACT.19.20	Bana nii wolde Jawmiraawo tokki saŋkitaago, baawɗe maare ɓesdi yeeso yeeso.
ACT.19.21	Ɓaawo haala ka'a, Pol waɗi anniya saalaago gal Makedoniya e Akaya ngam yahugo Urusaliima. O wi'i: “To mi yehi ton, mi yahan Roma boo.” 
ACT.19.22	O neli wallooɓe maako ɗiɗo Timote e Erastus haa Makedoniya, ammaa kaŋko o faɓɓi haa lesdi Asiya seɗɗa.
ACT.19.23	Yaake man fitina makka ummi haa Efesus dow Laawol Jawmiraawo. 
ACT.19.24	Demetiriyus, tappoowo cardi, ɗonno waɗa irin cuuron nanndukon bee suudu lawru wi'eteendu Artemis. O heɓani waɗooɓe sanaa'a keɓal ɗuuɗŋgal. 
ACT.19.25	O ewni ɓe fuu, kamɓe e tappooɓe cardi woɗɓe. O wi'i ɓe: “Onon worɓe, on anndi risku men fuu iwi diga kuugal meeɗen nga'al. 
ACT.19.26	Onon bee ko'e mon on ɗon ngi'a, on ɗon nana ko Pol oo waɗata. O ɗon wi'a ɗowanteeɓe ɓe yimɓe mbaɗata laataaki ɗowanteeɓe sam, haa ɗuuɗɓe nder Efesus ɗo e ɓurna lesdi Asiya fuu njaɓi ɗum, tokki laawol maako. 
ACT.19.27	To ɗum tokki bana nii, naa sanaa'a meeɗen tan yimɓe kallinta, ammaa ɓe lasbinan suudu Artemis, ɗowanteeɗo meeɗen mawɗo, ɓe accan boo samɗingo ɗowanteeɗo meeɗen mo yimɓe lesdi Asiya e duniyaaru fuu ndewata!”
ACT.19.28	Nde yimɓe nani bolle ɗe'e, ɓe ɓerni masin, ɓe puɗɗi hoolugo, ɓe mbi'i: “Artemis mo Efesus, o mawɗo! Artemis mo Efesus, o mawɗo!” 
ACT.19.29	Haala ka'a nastini berniwol nder jiiɓotiral maŋngal. Ɓe naŋngi wondiɗɗiraaɓe Pol ɗiɗo, Gayus e Aristarkus iwɓe Makedoniya, law ɓe fuu ɓe njahri ɓe haa babal fijirde. 
ACT.19.30	Pol boo yiɗino yahugo haa mooɓre man, ammaa nuɗɗinɓe kaɗi mo. 
ACT.19.31	Mawɓe lesdi Asiya, laatiiɓe soobiraaɓe maako, neli haa maako, tori mo taa o yaha haa babal fijirde. 
ACT.19.32	Jiiɓotiral ummi caka mooɓtorde. Koo moy ɗon wooka, ɗon wolwa ko o yiɗi, ngam ɓurna yimɓe anndaa daliila kaye hawti ɓe. 
ACT.19.33	Yahuudu'en njahri Aleksandire yeeso. Woɗɓe maɓɓe maatini mo. Nden o ɓaŋgti juŋngo ngam waŋgingo hujja maako yeeso mooɓre. 
ACT.19.34	Ammaa nde ɓe annditi o Yahuuduujo, ɓe tokki hoolugo hawtaade dow haala ngoota baakin saa'iiji ɗiɗi: “Artemis mo Efesus, o mawɗo! Artemis mo Efesus, o mawɗo!”
ACT.19.35	Bee daker binndoowo mawɗo mo berniwol de'itini mooɓre, o wi'i: “Yaa Efesu'en! Koo moy anndi berniwol Efesus ɗon ayna suudu Artemis mawɗo e suura maaru do'iindu diga asama. 
ACT.19.36	Walaa baawanɗo yeddugo ɗum. Ngam maajum sey on nde'ita, taa njaawane koo ɗume. 
ACT.19.37	Yimɓe ɓe on ngaddi haa ɗo ngujjaay kuuje suudu seniindu, ɓe mbolwaay boo kalluka dow ɗowanteeɗo men. 
ACT.19.38	To Demetiriyus e waɗooɓe sanaa'a wonduɓe bee muuɗum ngoodi wullaandu dow goɗɗo, ndikka ɓe njaha nokkuure kiita, yeeso hiitooɓe, ɓe ngullotira. 
ACT.19.39	Ammaa to woodi ko on tefata feere, mooɓtorde dagiinde laaran haala man, 
ACT.19.40	ngam ɓe poti aybingo en dow ko waɗi hannde bee wi'go en mbaɗi tuurtol, ngam en ngalaa daliila mooɓtugo bana nii. Nde o timmini wolwango ɓe, o saŋkiti ɓe.”
ACT.20.1	Nde fitina man de'iti, Pol mooɓti nuɗɗinɓe, semmbiɗini ɓe. Nden o jaɓɓiti ɓe, o dilli Makedoniya. 
ACT.20.2	O yiili lesdi man, o semmbiɗini yimɓe bee bolle ɗuuɗɗe. Nde o yotti Akaya, 
ACT.20.3	o jooɗi ton lebbi tati. Yaake o ɗonno taasko nastugo koommbowal yahugo Siriya, o nani Yahuudu'en kaɓɓi dabare dow maako. Ngam maajum o tokkori Makedoniya fahin. 
ACT.20.4	Sopater ɓii Pirrus mo Bereya, yahdi bee maako. Aristarkus e Sekundus, yimɓe Tessaloniiki e Gayus mo Derbe e Timote, non boo Tikikus e Torofimus yimɓe lesdi Asiya, ɓe fuu ɓe njahdi bee maako. 
ACT.20.5	Ɓe ardi min, ɓe njehi haa Torowas, ɓe ndeeni min ton. 
ACT.20.6	Min nasti koommbowal
ACT.20.7	Nyannde Alat min kawti ngam nyaamugo kiirtaari Jawmiraawo
ACT.20.8	Woodino pittirlaaji ɗuuɗɗi haa suudu dowru haa min mooɓti. 
ACT.20.9	Derkeejo bi'eteeɗo Ewtikus ɗonno jooɗi haa wurdere suudu, ɗoyŋgol tedduŋgol hoo'i mo yaake Pol ɗon tokkitina waazu. Nde o ɗon ɗaani, o do'i haa lesdi diga suudu dowru tataɓru. Ɓe tawi mo, o maayi. 
ACT.20.10	Nde Pol jippi, o hippi dow maako, harli mo, wi'i: “Taa cakle, o maayaay!” 
ACT.20.11	Nden o lori haa suudu dowru, o yewi tamseeje, o nyaamdi bee maɓɓe. O wolidi bee maɓɓe haa baɓɓol, nden o dilli. 
ACT.20.12	Ɓe kootidi bee derkeejo go, o geeto. Ɗum de'itini ɓe masin.
ACT.20.13	Min aarti Pol nastugo koommbowal, min ndilli haa Assos. O wi'no min min ardo, ngam o yiɗi yahugo bee kosɗe. Haa ton o tammi nastugo koommbowal man. 
ACT.20.14	Nde o jokki min haa Assos, min nastini mo koommbowal amin, min ndilli Mitilene. 
ACT.20.15	Min ummi ton bee koommbowal, jaŋngo man min tiitotiri bee Kiyos. Faɓɓijaŋngo man min njotti Samos, faɓɓitijaŋngo man boo min njotti Miletus. 
ACT.20.16	Pol waɗi anniya saalaago Efesus bilaa jippaago, ngam o yiɗaa neeɓugo haa lesdi Asiya. O ɗon yaawana yottaago Urusaliima hiddeko 
ACT.20.17	Diga Miletus Pol neli haa ndotti'en jama'aare nuɗɗinɓe Efesus ngam haa ɓe ngara haa maako. 
