MAT.1.1	Yàrɨ́ nɨ́ Yěsù 
EPH.2.3	Angyí, àlɛ̌’ɨ kɔ́rɔ́, àlɛ̌ kɨ’ɨ̀ átɔ̀ abádhí bhěyi. Àlɛ̌ kongónà òko àdhàdhɨ̀ yà àlɛ̌ kɨ́’ɨ̀ nà ìndrǔ tɔ́ ɔ́fɔ̀ rɨ̌ atdyúya òho dhu bhěyi, àlɛ̌ ràdʉ̀ àmbɛ dhu ɔ̀nzɨ̀ dɔ̌ àdhàdhɨ̀ àlɛ̌-afí mà àlɛ̌-ngbɔ̀ mànà nózè ka dhu bhěyi. Ndɨ ɔ́fɔ̀ ɔ̌ àlɛ̌ karóko dhu-okú dɔ̀ rɔ̀, àlɛ̌’ɨ nɨ’ɨ̀ ɨwà dhu ípfo ngʉ̌kpà alɛ bhěyi tɨ́, ndɨ́nɨ̌ Kàgàwà ɨtdɨ̀ tɨ́ àlɛ̌-ànyǎ pbɨ̀ndà nàwí ɔ̌ alɛ.
EPH.2.4	Pbɛ́tʉ̀, Kàgàwà bhà ɨzʉ náarɨ́’ɨ̀ ádrʉ̀ngbǎ nyʉ́ ìndrǔ tɔ̀. Kǒzè àlɛ̌ atdídɔ̌. 
EPH.2.5	Yà àlɛ̌ kɨ’ɨ̀ ɨwà àlɛ̌ kʉ́vɛ Kàgàwà-nyɨ̀kpɔ́ ɔ̌ àlɛ̌ tɔ́ afátá-okú dɔ̀ rɔ̀ alɛ rɔ́rɔ̀, kǎbhʉ̀ àlɛ̌, àlɛ̌ rɨ̀’ɨ̀ ípìrɔ̌nga nà atdíkpá Krɨ́stɔ̀ mànà. Nɨ́ Kàgàwà nɨ́ɨgʉ́ nyɨ̌ pbɨ̀ndà ídzìnga ɔ̌. 
EPH.2.6	Yěsù Krɨ́stɔ̀ mànà àlɛ̌ kúngbò àlɛ̌ dhu-otù ɔ̌, Kàgàwà ábhʉ àlɛ̌ rʉ̀ngbɛ àlɛ̌ ɔvɛ-bvʉ̀ rɔ̀ atdíkpá Krɨ́stɔ̀ mànà, ndɨ́nɨ̌ àlɛ̌ kɔnyʉya tɨ́ idzi atdíkpá kà mànà ɔ̀rʉ̀-akpà ɔ̀. 
EPH.2.7	Ndɨ àlɛ̌ tɔ̀ ndɨ̀ ndanzɨ̀ Yěsù Krɨ́stɔ̀-nyʉtsì ídzìnga-otù ɔ̌, kǎzè ndɨ̀tɛ̀ ɨdhɔ rɨ̌ ìndrǔ ʉ̀kɔ̌ nɨ̌ pbɨ̀ndà ídzìnga tɔ́ ádrʉ̀ngbǎnga olùnǎ rɔ̀ rɨ́rà kɔ́rɔ́ atɔ ɔ̌. 
EPH.2.8	Obhó tɨ́, nyɨ̌ nyʉ́gʉ Kàgàwà bhà ídzìnga-okú dɔ̀ rɔ̀ a’uta-otù ɔ̌. Wɔ̀ ndɨ ɔ̀gʉ̀ náhʉ nzá nyɨ̌ nyɔ́nzɨ̀ dhu-okú dɔ̀ rɔ̀, pbɛ́tʉ̀ ka nɨ́ Kàgàwà bhà pɛrɛ̀. 
EPH.2.9	Ɨ̀nzɨ̌ nɨ́ kàsʉ̌kʉ-okú dɔ̀ rɔ̀ dhu ndɨ, akyɛ atdí alɛ mà náarana àdɨ ndàmbɛ ndɔ̀yɔ̀ dɔ̌ nɨ̌. 
EPH.2.10	Obhó tɨ́, àlɛ̌’ɨ nɨ́ Kàgàwà-ɔtsʉ́-tsírɔ́ kasʉ, ndɨrɔ̀ Yěsù Krɨ́stɔ̀ mànà àlɛ̌ kúngbò àlɛ̌ dhu-otù ɔ̌, Kàgàwà anzɨ̀ àlɛ̌ ndɨ́nɨ̌ àlɛ̌ kongó tɨ́ ídzì dhu ɔ̀nzɨ̀. Ɨ ídzì dhu nɨ́ yà angyangyɨ Kǎhù nyɨ̀ya-tɨ̀, ndɨ́nɨ̌ àlɛ̌ kongó tɨ́ ɔ̀nzɨ̀nà dhu.
EPH.2.11	Nɨ́rɔ̀, nyɨ̀rɛ̀ pɛ́ ɨ̀ngbà dhu bhěyi alɛ-tɨdɔ̀ màtɨ́ nyɨ̌ nyɨ’ɨ̀ angyí dhu. Ɔnzɨ̀yánga ka kɔ́bhɔ̀lɔ̀ dhu-okú dɔ̀ rɔ̀, Pbàyàhúdí arɨ́ nyǎtɨ ɨnzá ka kɔ́bhɔ̀lɔ̀ ɔnzɨ̀yánga alɛ tɨ́. Pbɛ́tʉ̀, abádhí arɔ́tɛ yà irinǎ rɔ̀ ìndrǔ arɔ́nzɨna rɔ̀yá ize dɔ̌ tɨ́. 
EPH.2.12	Wɔ̀ ndɨ kàsʉmɨ̀ ɔ̌, nyɨ̌ nyʉnɨ nzá Krɨ́stɔ̀. Nyɨ̌ nyɨ’ɨ̀ olo tɨ́ Kàgàwà bhà alɛ, Pbàìsràyélí nzínzì ɔ̌. Kàgàwà mà núungbò ɨ̀ pbɨ̀ndà alɛ mànà, ndàdʉ̀ ndɨ̀ ndɔnzɨya dhu tɔ́ làká nɔ́kɔ̀ abádhí tɔ̀ ndɨ ungbòta-nyʉtsì. Pbɛ́tʉ̀ nyɨ̌ nyɨ’ɨ̀ olo tɨ́ ndɨ ungbòta ɔ̌. Nyɨ̌ nyɨ’ɨ̀ mbǎ yà adzɨ ɔ̌ nyɨ̌ nyádʉ̀ ɔ̀dɔ̀nà nyɨ̌ nyabá tɨ́ dhu nà, ndɨrɔ̀ nyɨ̌ nyʉnɨ nzá Kàgàwà. 
EPH.2.13	Pbɛ́tʉ̀ kòmbí, yà Yěsù Krɨ́stɔ̀ mànà nyɨ̌ nyúngbò nyɨ̌ dhu-otù ɔ̌, nyɨ̌, yà ɨtsɛ nyɨ̌ nyɨ’ɨ̀ angyi Kàgàwà rɔ̌ rɔ̀ rɔ̀, nyɨ̌ nyɨ́’ɨ̀ ɨ́kyɛ̀rɔ̌ Kàgàwà-tɨ́, yà ndɨ̀ nʉfʉ okúkʉ dɔ̀ rɔ̀ Krɨ́stɔ̀-azù-otù ɔ̌. 
EPH.2.14	Obhó tɨ́, Krɨ́stɔ̀ nyʉ́ ndɨ̀tɨ́rɔ̀ nɨ́ ndɨ màrʉ̀ngà nibho àlɛ̌ tɔ̀. Kǎbhʉ Pbàyàhúdí mà ɨ̀nzɨ̌ nɨ́ Pbàyàhúdí mànà ròngò atdí pbìrì ɔ̌ alɛ tɨ́. Yà ndɨ̀ ndabhʉ̀ ndɨ̀ ndɨ̀tɨ́rɔ̀ ɔvɛ tɔ̀ dhu-otù ɔ̌, kǔgolo wà abádhí nzínzì-ɔ̌nga nutu, ndàbhʉ rɨ̀’ɨ̀ òmvǔ tɨ́ imvú. 
EPH.2.15	Àbadhi núugolo Músà bhà Ʉyátá mà, ɨ Ʉyátá arávǐna ka kɔnzɨ tɨ́ dhu mà, kǎrózèna kɨfʉ dhu mànà, ndɨ́nɨ̌ ndɨ̀ ndabhʉ̀ tɨ́ kɔ̌kɔ̀ Pbàyàhúdí mà ɨ̀nzɨ̌ nɨ́ Pbàyàhúdí mànà ròngò atdí pbìrì ɔ̌ alɛ-ɔwʉ́tá tɨ́, ndɨ̀ mànà abádhí ùngbò ɨ̀ dhu-otù ɔ̌. Ndɨ dhu bhěyi nɨ́ ndɨ, Kǐbho màrʉ̀ngà abádhí nzínzì ɔ̌. 
EPH.2.16	Mʉ̀sàlabhà dɔ̌ ndɨ̀ ndɔ̀vɛ̀ dhu-otù ɔ̌, Krɨ́stɔ̀ náandu abádhí-tsʉ̀ ròngò atdí alɛ-ngbɔ̀ tɨ́, ndàdʉ̀ abádhí ùngbò Kàgàwà nà. Ndɨ mʉ̀sàlabhà-otù ɔ̌, Kɨ̌tɔ̀ abádhí nzínzì ɔ̌ ɨ’ɨ̀ òmvǔ. 
EPH.2.17	Krɨ́stɔ̀ ɨra màrʉ̀ngà tɔ́ Ídzì Màkʉ̌rʉ̀ nʉ́nɔ̀, nyɨ̌ ɨ̀nzɨ̌ nɨ́ Pbàyàhúdí, yà ɨtsɛ nyɨ̌ nyɨ’ɨ̀ Kàgàwà rɔ̌ rɔ̀ tɔ̀, ndɨrɔ̀ Pbàyàhúdí, yà ɨ́kyɛ̀rɔ̌ ɨ’ɨ̀ Kà-tɨ́ tɔ̀. 
EPH.2.18	Obhó tɨ́, Krɨ́stɔ̀-otù ɔ̌ nga nɨ́ ndɨ, àlɛ̌’ɨ Pbàyàhúdí mà ɨ̀nzɨ̌ nɨ́ Pbàyàhúdí mànà, àlɛ̌ kádʉ̀ òwu ùvò àlɛ̌ t’Ábanà-ɔ̀nzɨ̌ yà atdí tɨ́ arɨ́’ɨ̀ Ɨ̀lɨ̌lǎ-Alafí-otù ɔ̌.
EPH.2.19	Nɨ́rɔ̀ kòmbí, nyɨ̌, ɨ̀nzɨ̌ nɨ́ Pbàyàhúdí tɨ́rɔ̀, nyɨ̌ nɨ́ nzɨ̌ olo tdɨ́tdɔ̌ ndɨrɔ̀ nyɨ̌ nɨ́ nzɨ̌ ìwǔ tɨ́ íwǔ vurò ngari ɔ̀ rɔ̀ alɛ. Pbɛ́tʉ̀ kòmbí, nyɨ̌ nyóngò wà pbìrì ɔ̌ alɛ nyʉ́ tɨ́, atdíkpá Kàgàwà bhà alɛ mànà, ndɨrɔ̀ nyɨ̌ nyóngò wà atdí ɨdza ɔ̌ bhà tɨ́ Kàgàwà bhà alɛ mànà. 
EPH.2.20	Àdhàdhɨ̀ odu nɨ̌ ka kɔ́sɨ̀ ɨdza bhěyi, nyɨ̌ mà átɔ̀, nyɨ̌ nɨ́ ɨdza ka kɔ́rʉ̀ nɨ̌ odu. Uvitatálɛ mà pbànábí mànà nɨ́ ndɨ ɨdza-pfɔ̀ ka kɔ́rʉ̀ nɨ̌ odu, ndɨrɔ̀ Yěsù Krɨ́stɔ̀ nyʉ́ ndɨ̀tɨ́rɔ̀ nɨ́ ndɨ ndɨ ɨdza-pbɨdɔ̀ ɔ̀dɔ rɨ́ ádrʉ̀ngbǎ odu. 
EPH.2.21	Ndɨ Krɨ́stɔ̀ nɨ́ ndɨ, ɨdza ka kɔ́sɨ̀ nɨ̌ odu nábhʉ̌ arɨ́ rʉ̀pbǎ ɨ̀ atdíkpá, ndɨ ɨdza ràdʉ̀ ɔ̀trɔ, ràrà àhʉ Kàgàwà-nyɨ̀kpɔ́ ɔ̌ ɨ́lǎ Kàbhà ɨdza, yà Kǎrádɨ ɔ̀ná tɨ́. 
EPH.2.22	Krɨ́stɔ̀ mànà nyɨ̌ nyúngbò nyɨ̌ dhu-otù ɔ̌, nyɨ̌, nyɨ̌ nyúngbò wà nyɨ̌ átɔ̀ atdíkpá kɔ́rɔ́ ngʉ̌kpà alɛ mànà, nyɨ̌’ɨ̀ Kàgàwà arádɨ ɔ̀ná ngari tɨ́, Kàbhà Ɨ̀lɨ̌lǎ-Alafí-otù ɔ̌.
EPH.3.1	Wɔ̀ dhu-okú dɔ̀ rɔ̀ nɨ́ ndɨ, ɨma Pɔlɔ̀, ma márɨ́ mɨtsɔ̀ Kàgàwà rɔ̌ dʉ̀kʉ́. Ma marɨ́’ɨ̀ imbi ɔ̀ Yěsù Krɨ́stɔ̀ tɔ̀ ma márɨ́ kasʉ ɔ̀nzɨ, mambɛ Ídzì Màkʉ̌rʉ̀ nʉ́nɔ̀ dɔ̌ fʉ̌kʉ̀ nyɨ̌ ɨ̀nzɨ̌ nɨ́ Pbàyàhúdí tɔ̀ dhu-okú dɔ̀ rɔ̀. 
EPH.3.2	Obhó tɨ́, nyɨ̌ nyɨ́rɨ̀ wà dhu mběyi nyʉ́, pbɨ̀ndà ídzìnga ɔ̌, Kàgàwà ríbhò wà fʉ̌kʉ̀ ma mádʉ̀ ɔ̀nzɨ̀nà kasʉ fudú. 
EPH.3.3	Kàgàwà ɨ́tɛ̀ ndɨ̀ idù, ndɨ́nɨ̌ ma mʉnɨ tɨ́ yà ɔ̀dhʉ̌ ɔ̀ arádɨ ndɨ̀ ndudhé ndɨ́nɨ̌ ndɨ̀ ndɔnzɨya tɨ́ dhu. Nɨ́ ma mándǐ wà dhu akɛ tɨ́ fʉ̌kʉ̀ ndɨ dhu dɔ̌. 
EPH.3.4	Nyɨ̌ nyapɛ́ ɨ andítá nɔ́zʉ̀, nɨ́ nyɨ̌ nyádʉ̀ ɨ̀ngbà dhu bhěyi màtɨ́ ma mʉ́nɨ Krɨ́stɔ̀ dɔ̌ dhu yà ɔ̀dhʉ̌ ɔ̀ arádɨ nʉ́nɨ ʉ̀nɨ̌. 
EPH.3.5	Angyí, Kàgàwà nɨ́ɨtɛ̀ nzá wɔ̀ ndɨ ɔ̀dhʉ̌ ɔ̀ arádɨ dhu ìndrǔ tɔ̀. Pbɛ́tʉ̀ kòmbí, kɨ̌tɛ̀ ka pbɨ̀ndà ɨ̀lɨ̌lǎ uvitatálɛ mà, pbɨ̀ndà ɨ̀lɨ̌lǎ pbànábí mànà tɔ̀, pbɨ̀ndà Ɨ̀lɨ̌lǎ-Alafí-otù ɔ̌. 
EPH.3.6	Ndɨrɔ̀, wɔ̀ ndɨ ɔ̀dhʉ̌ ɔ̀ arádɨ dhu-tɨ̀ nɨ́: Ídzì Màkʉ̌rʉ̀-otù ɔ̌, ɨ̀nzɨ̌ nɨ́ Pbàyàhúdí mà rabáya Kàgàwà apɨ̀ pbɨ̀ndà alɛ tɔ̀ asota atdíkpá Pbàyàhúdí mànà. Abádhí nóngò wà atdí alɛ-ngbɔ̀-rɔ̌nga tɨ́, ndɨrɔ̀ abádhí nábà wà yà Kàgàwà akɔ̀ fɨ̀ndá làká Yěsù Krɨ́stɔ̀-otù ɔ̌ dhu-tsí átɔ̀.
EPH.3.7	Kàgàwà ɨ́lɨ ma mɨ’ɨ̀ Ídzì Màkʉ̌rʉ̀-kàsʉ̌ t’álɛ tɨ́, yà pbɨ̀ndà ádrʉ̀ngbǎnga tɔ́ ɔbɨ nɨ̌ ndɨ̀ ndíbhò idù pbɨ̀ndà ídzìnga tɔ́ pɛrɛ̀-otù ɔ̌. 
EPH.3.8	Ɨma nɨ́ ɨ̀mbǎ tɨ̌na nà alɛ nyʉ́ Kàgàwà bhà alɛ nzínzì ɔ̌ kɔ́rɔ́. Pbɛ́tʉ̀, Kàgàwà bhà ídzìnga nɨ́ ndɨ ma nábhʉ mongò Krɨ́stɔ̀ bhà asota nɔ́vɔ̀ ɨ̀nzɨ̌ nɨ́ Pbàyàhúdí tɔ̀. Ndɨ asota nɨ́ yà ɨ̀nzɨ̌ fɨ̀ndá ádrʉ̀ngbǎnga rɨ̌ ndʉ̀nɨ̌. 
EPH.3.9	Kǐbhò ma mɨ́ ndɨ̀ ndarɨ́ ɔ̀dhʉ̌ ɔ̀ arádɨ dhu àbhʉ̌ ràkǎ tɨ́ dhu ɔ̀vɔ ma mɨ́ awáwʉ̀ ɔ̌ kɔ́rɔ́ alɛ tɔ̀ nɨ̌ ídzìnga átɔ̀ idù. Ndɨ Kàgàwà, yà kɔ́rɔ́ dhu nanzɨ̀ alɛ, náarù wɔ̀ ndɨ ndɨ̀ ndudhé dhu ròngò àdɨ ɔ̀dhʉ̌ ɔ̀ nyʉnatsì dhòdhódhónganà, 
EPH.3.10	ndɨ́nɨ̌ kòmbí 
EPH.3.11	Kàgàwà ábhʉ ndɨ dhu ràkǎ àlɛ̌ tɔ́ Ádrʉ̀ngbǎlɛ Yěsù Krɨ́stɔ̀-otù ɔ̌, yà rɔ̀pɛ̀ ndɨ̀ mʉ̀hàngʉ́ ɔ̀ rɔ̀ ndɨ̀ ndudhé ka dhu bhěyi. 
EPH.3.12	Yà Yěsù Krɨ́stɔ̀ mànà àlɛ̌ kúngbò àlɛ̌ dhu-otù ɔ̌, ndɨrɔ̀ ka àlɛ̌ ká’ù dhu-otù ɔ̌, àlɛ̌ kábà wà ɨ̀mbǎ àlɛ̌-tsʉ̀ ʉ̀tɔ̀ rɨ́ dhu rɨ̌’ɨ̀ rɔ́rɔ̀ àlɛ̌ kádʉ̀ òwu ùvò Kàgàwà-ɔ̀nzɨ̌ a’uta nyʉ́ nà ɔ̀ná otu. 
EPH.3.13	Nɨ́rɔ̀, ma mɨ̀tdɛ̀ nyɨ̌ ɨ̀tdɛ̀ tɨ́, àpɛ́ nyàbhʉ afíkʉ rɨ̀ngyɛ̌ ndɨ̀, yà okúkʉ dɔ̀ rɔ̀ ma mábàna àpbɛ̀ nɨ̌, ndɨ àpbɛ̀ nɨ́ ndɨ ádrʉ̀ngbǎnga tɔ́ awáwʉ̀ nábhʉ̌ rɨ́ fʉ̌kʉ̀ nɨ́dhunɨ̌.
EPH.3.14	Wɔ̀ dhu-okú dɔ̀ rɔ̀ nɨ́ ndɨ, ma mɔ̀kɔ̀ ma ɔtdyʉ̀du dɔ̌ Àba Kàgàwà-ɔ̀nzɨ̌. 
EPH.3.15	Àbadhi nɨ́ ndɨ kɔ́rɔ́ rʉ̀gànda-tsʉ̀ yà ɔ̀rʉ̀-akpà ɔ̀ arɨ́’ɨ̀ mà, yà adzɨ dɔ̌ arɨ́’ɨ̀ mànà t’Ábanà, yà abádhí dɔ̌ arɨ́ ɔvɔ ʉ̀vɔ̌ alɛ. 
EPH.3.16	Ma mɨ́ mɨtsɔ̀ Kàgàwà rɔ̌, ndɨ́nɨ̌ nyɨ̌ nɨrá tɨ́ nyʉkʉtsì nǎ rɔ̀ pbɨ̀ndà Ɨ̀lɨ̌lǎ-Alafí tɔ́ ádrʉ̀ngbǎnga tɔ́ ɔbɨ nɨ̌, pbɨ̀ndà ádrʉ̀ngbǎnga tɔ́ awáwʉ̀ tɔ́ ábhɔ̌nga-bvʉ rɔ̌. 
EPH.3.17	Ma mɨ́ mɨtsɔ̀, ndɨ́nɨ̌ Krɨ́stɔ̀ ongó tɨ́ àdɨ afíkʉ ɔ̀ a’uta-otù ɔ̌. Ma mɨ́ mɨtsɔ̀ átɔ̀, ndɨ́nɨ̌ nyɨ̌ nyɨ’ɨ tɨ́ ɨvɛ́ya ɔ́dɨ̀ ɨ̀, ’àdʉ̀ ìko àzè dɔ̌ alɛ tɨ́. 
EPH.3.18	Ndɨ dhu bhěyi nɨ́ ndɨ, nyɨ̌, yà atdíkpá nyɨ̌ nyɨ́’ɨ̀ mànà Kàgàwà bhà ngʉ̌kpà alɛ mànà, nyɨ̌ nyádʉ̀ Krɨ́stɔ̀ bhà àzè tɔ́ íhǔnga mà, kà tɔ́ ádzǐnga mà, kà tɔ́ ádzǐnga ràrà ɔrʉ̀ mà, kà tɔ́ ádzǐnga ròfò obvò mà nʉ́nɨ. 
EPH.3.19	Ma mɨ́ mɨtsɔ̀, ndɨ́nɨ̌ nyʉ̌nɨ tɨ́ Krɨ́stɔ̀ bhà àzè, yà kɔ́rɔ́ alɛ tɔ́ ɨnga t’ʉ́nɨta dɔ̀nǎ ósè àzè. Ndɨrɔ̀ ma mɨ́ mɨtsɔ̀ ndɨ́nɨ̌ Kàgàwà bhà dhu tɨ́ arɨ́’ɨ̀ kɔ́rɔ́ dhu nɨ́ɨ’ɨ tɨ́ fʉ̀kʉ́ dhu tɨ́ átɔ̀.
EPH.3.20	Kàgàwà arɨ́ kasʉ ɔ̀nzɨ àlɛ̌-nyʉtsì pbɨ̀ndà ádrʉ̀ngbǎnga tɔ́ ɔbɨ nɨ̌. Ndɨrɔ̀ Kà-fɔ́ àlɛ̌ kònzì dhu rɔ̀, Kà rɨ̌’ɨ̀ ìnè ndɔ̀nzɨ̀ ka abhɔ nyʉ́ ròsè. Obhó tɨ́, Kàbhà ádrʉ̀ngbǎnga tɔ́ ɔbɨ nósè wà àlɛ̌ kádʉ̀ ɨ̀rɛ̀nà kɔ́rɔ́ dhu dɔ̀nǎ. 
EPH.3.21	Dhu àkǎ àlɛ̌ rìlè Kàgàwà 
EPH.4.1	Nɨ́rɔ̀ ɨma, yà imbitálɛ tɨ́ ma mɨ́’ɨ̀, Ádrʉ̀ngbǎlɛ-kàsʉ̌ ɔ̀nzɨ ma márɨ́ dhu-okú dɔ̀ rɔ̀ rɔ̀, ma mɨ̀tdɛ̀ nyɨ̌ ɨ̀tdɛ̀ tɨ́, nyɨ̌, yà Kàgàwà únzì nyɨ̌ rɔ̀, nyɨ̌ nyàkǎ nyǒkò ndɨ anzita nà àkǎ ɔ́fɔ̀ ɔ̌. 
EPH.4.2	Nyɨ̌ nyàkǎ nyɨ̌’ɨ̀ yɔrɔwà t’álɛ tɨ́ atdídɔ̌, ɨ̀yɔ̀ aróko alɛ tɨ́, ndɨrɔ̀ dhu-dzi òndù arɨ́ alɛ tɨ́. Nyɨ̌ nyàkǎ nyǒndù dzìkʉ nzínzìkʉ ɔ̌ àzè ɔ̌. 
EPH.4.3	Nyɨ̌ nyàkǎ nyɔ̌nzɨ̀ ɔbɨ atdídɔ̌, nyɔ̌dɔ̀ yà Ɨ̀lɨ̌lǎ-Alafí ábhʉ fʉ̌kʉ̀ màrʉ̀ngà-otù ɔ̌ atdínga. 
EPH.4.4	Obhó tɨ́, alɛ-ngbɔ̀ rɨ̌’ɨ̀ atdí tɨ́, ndɨrɔ̀ Ɨ̀lɨ̌lǎ-Alafí rɨ̌’ɨ̀ atdí tɨ́. Ndɨ dhu bhěyi tɨ́, Kàgàwà únzì nyɨ̌ fɨ̌ndà ndɨ́nɨ̌ nyɨ̌ nyabá tɨ́ dhu rɨ̌’ɨ̀ atdí tɨ́. 
EPH.4.5	Ádrʉ̀ngbǎlɛ rɨ̌’ɨ̀ atdí tɨ́, a’uta rɨ̌’ɨ̀ atdí tɨ́, bàtizò rɨ̌’ɨ̀ atdí tɨ́, 
EPH.4.6	Kàgàwà rɨ̌’ɨ̀ atdí tɨ́. Ka nɨ́ kɔ́rɔ́ alɛ t’Ábanà. Kɔ̌nyʉ̀ idzi kɔ́rɔ́ alɛ dɔ̌, Kǎrɨ́ kasʉ ɔ̀nzɨ kɔ́rɔ́ alɛ-otù ɔ̌, ndɨrɔ̀ Kǎrádɨ kɔ́rɔ́ alɛ-nyʉtsì.
EPH.4.7	Pbɛ́tʉ̀ ɨ̀ngbàtɨ́ ɨ̀lɨ ndɨ̀ alɛ mà àlɛ̌ nzínzì ɔ̌ náabà àkǎkǎ pɛrɛ̀, àdhàdhɨ̀ yà Krɨ́stɔ̀ náabhʉ̀ ka fɨ̌ndà ɔ̀ná mʉ̀gɛ̀rɛ̀ ɔ̌. 
EPH.4.8	Ɨ̀lɨ̌lǎ Andítá rǎtɨna:
EPH.4.8	«Kǐtdègu ùpo ɔrʉ̀,
EPH.4.8	nɨ́ kǔgu imbi ɔ̀ ka kúsǒ alɛ ndàrà nà fɔná,
EPH.4.8	ndɨrɔ̀ kǔbhò pɛrɛ̀ ìndrǔ tɔ̀
EPH.4.9	Nɨ́rɔ̀, yàrɨ́ ɔtɛ: «kǔpò ɔrʉ̀-tɨ̀» nɨ́ àdhu? Kà-tɨ̀ nɨ́, kà rifo pɛ́ angyi yà adzɨ dɔ̌, ndàdʉ̀ òtsù kà-tsì nyʉ́. 
EPH.4.10	Wɔ̀ ndɨ ìfifo alɛ nɨ́ ndɨ wɔ̀ ùpǔpò ɔrʉ̀ nyʉ́, ròsè ɔ̀rʉ̀-akpà dɔ̀nǎ, ndɨ́nɨ̌ ndɨ̀ ndɔnyʉ tɨ́ idzi yà adzɨ mà ɔ̀rʉ̀-akpà mànà dɔ̌. 
EPH.4.11	Àbadhi nɨ́ ndɨ àkǎkǎ pɛrɛ̀ nubhò ìndrǔ tɔ̀. Atdídhená alɛ tɔ̀ kǎbhʉ̀ nɨ́ uvitatálɛ tɨ́ ɨ alɛ rɨ̌’ɨ̀ nɨ̌ pɛrɛ̀, ngʉ̌kpà alɛ tɔ̀ kǎbhʉ̀ nɨ́ pbànábí tɨ́ ɨ alɛ rɨ̌’ɨ̀ nɨ̌ pɛrɛ̀. Ngʉ̌kpà alɛ-tsí tɔ̀ kǎbhʉ̀ nɨ́ Ídzì Màkʉ̌rʉ̀ t’ʉ́nɔtatálɛ tɨ́ ɨ alɛ rɨ̌’ɨ̀ nɨ̌ pɛrɛ̀, ndɨrɔ̀ ngʉ̌kpà alɛ tɔ̀ kǎbhʉ̀ nɨ́ Kàgàwà bhà alɛ t’ʉ́ndatatálɛ mà màlímó mànà tɨ́ abádhí rɨ̌’ɨ̀ nɨ̌ pɛrɛ̀. 
EPH.4.12	Àbadhi náanzɨ̀ dhu ndɨ dhu bhěyi, ndɨ́nɨ̌ Kàgàwà bhà alɛ-nyɨ̀tɨ̀ nohú tɨ́ angyangyɨ Kàgàwà bhà kasʉ tɔ̀. Kǎnzɨ̀ ndɨ dhu, ndɨ́nɨ̌ Krɨ́stɔ̀-ngbɔ̀ nɔsɨ́ tɨ́. 
EPH.4.13	Ndɨ dhu bhěyi nɨ́ ndɨ, àlɛ̌’ɨ kɔ́rɔ́ àlɛ̌ kádʉ̀ àlɛ̌ òtù atdínga ɔ̌ àlɛ̌ tɔ́ a’uta-otù ɔ̌, àlɛ̌ ràdʉ̀ Kàgàwà t’Ídhùnà ʉ̀nɨ atdídɔ̌. Ndɨrɔ̀, àlɛ̌ kádʉ̀ ɔ̀’ɔ̀ a’uta ɔ̌, àlɛ̌ ròwù ùvò Krɨ́stɔ̀ bhà àkǎkǎ ɔ́fɔ̀ tɔ́ mʉ̀gɛ̀rɛ̀ nyʉ́ ɔ̌. 
EPH.4.14	Nɨ́, àlɛ̌ kɨ́ nzɨ̌ òko tdɨ́tdɔ̌ nzónzo tɔ́ ɔ́fɔ̀ ɔ̌, yà ìndrǔ ʉ̀trǎ rɨ́ fɨ̀yɔ́ ʉtrátá tɔ́ màgězì nɨ̌ rùwǐ atdídhená alɛ rǔdhěna dhu ràmbɛ àlɛ̌ ʉ̀mbà dɔ̌ akyɛ. 
EPH.4.15	Pbɛ́tʉ̀, àlɛ̌ kapɛ́ àmbɛ obhó dhu nʉ́nɔ̀ dɔ̌ ìndrǔ tɔ̀ àzè ɔ̌, nɨ́ àlɛ̌ kádʉ̀ ɔ̀’ɔ̀ kɔ́rɔ́ dhu ɔ̌, ràrà àhʉ yà àlɛ̌-dɔ tɨ́ arɨ́’ɨ̀ Krɨ́stɔ̀ bhà ɔ́fɔ̀ ɔ̀ àlɛ̌ kówu ùvò dhu ɔ̀. 
EPH.4.16	Kǒtù ɔ̌ nga nɨ́ ndɨ, alɛ-ngbɔ̀-rɔ̌ngá-nzo kɔ́rɔ́ nʉ́pbǎ ɨ̀ ’òkò atdíkpá ’ɨ̀dzɔ̀, yà ɨ̀ únzǐ ɨ̀ dhu bhěyi. Nɨ́, ɨ̀ngbàtɨ́ ɨ́lɨ ndɨ̀ alɛ-ngbɔ̀-rɔ̌ngá-ngba mà náapɛ́ kàsʉ̌na ɔ̀nzɨ àkǎkǎ dhu bhěyi, nɨ́ alɛ-ngbɔ̀ kɔ́rɔ́ rǎdʉ̀ òvi, ndàdʉ̀ àmbɛ ndɔ̀sɨ̀ dɔ̌ ndɨ̀tɨ́rɔ̀ àzè ɔ̌.
EPH.4.17	Nɨ́rɔ̀, ma mɨ́ dhu ɔ̀vɔ fʉ̌kʉ̀ atdyúdu nyʉ́ nà àlɛ̌ tɔ́ Ádrʉ̀ngbǎlɛ-ɔvɔ̀ rɔ̌: nyɨ̌ nyàkǎ nzá nyǒkò tdɨ́tdɔ̌ ɨnzá Kàgàwà nʉ́nɨ alɛ bhěyi. Ɨ alɛ nɨ́ kǎkà kɔkɔ́rɔ̀nga tɔ́ fɨ̀yɔ́ ɨrɛ̀ta dɔ̌ tɨ́ aríko alɛ, 
