MAT.1.1	Ali ni lishauma lyamaimyo lyavanakuluvake Yesu Klistu ndukulugwe Daudi na jojo ndukulugwe Abulaamu.
2CO.12.14	Mwenu nguvelé tayali kwamwanda wantatu kwida nannola. Hanguva ligogo mwaa shangulota i vyenu kanji mwemwe mmene. Doni, vanamunu havanaungigwa shinu kuvavikila libadila vatatamunu kanji vatatamunu kwavanamunu. 
2CO.12.15	Nangu kwantima wambone ndajaanga na ndalijaangila uti kwamwaa waungumi wenu. Ikava kenga nangu ninkunnagwaledya namene mwenu, ndanagwaleka padyoko? 
2CO.12.16	Mwenu, mo mwailota kuvalela mo, nangu hanguvéle ligogo kwaupande wenu. Kanji pakuva nangu ninjanja, nimpata mwenu kwaujanja. 
2CO.12.17	Da kwaindila yamunu woewoe wanintumididye kwenu, nangu ninshonda mwenu? 
2CO.12.18	Ninnaililila Titu aide ako na nintumidya pamo namu nung'unumunu junji jo. Da doni po, Titu jo aninshonda? Da wetu hatunalangalalegwa shinu kwaimumu jumo jojo na hatunalivata shinu mumo momo?
2CO.12.19	Da mwenu mwona kenga wakati uti wetu tunkulishililidya pamevo penu? Nkati mumwe Klistu pamevo pake Nnungu ni patutangola na uti vyatutenda mmakunagwaleka ni pakulota kunnonowanga mwenu. 
2CO.12.20	Mwaa ninkujopa doni pangwida ako, nankodya mwenu i mwangulatela nangu, namomo nangu munangukodya i mwamulatela mwenu. Ninkujopa kupagwa pakati penu ding'ondo, ing'ou, shishimwashimwa, umongo, kunyambiyanga, kung'wenya, kulyona na upuju. 
2CO.12.21	Ninkujopa pangwida kavili po, Nnungu wangu kunguvika mudyoni pamevo penu na ndatangadikanga kwamwaa wa avalá vatagíle kala kutwala mene kulijugulanga kwaushapu, kwauwendi na kwakulauka kwavatandile.
2CO.13.1	Au ni mwanda wantatu wangwida kwenu. “Kwaushuda wavanu vavili kwali vatatu, kula lilove lyakikishigwe.”
2CO.13.2	Nangu ndivamanyiya kaladavo avalá vatagíle pamo na vanji uti namomo ninkuvamanyiya ambi apa pándikapagwite kenga mo mwandivamanyiídye mumwanda wambili pangupagwíte doni pangwida po, hanimpambedya munu 
2CO.13.3	pakuva mwenu munkulambela nningo wakutangola Klistu kwaindila yangu. Nae kwenu mwenu hanava shinu wakudabadabanga kanji ni wadimongo pakati penu. 
2CO.13.4	Mwaa mwiu vaninkamalela panshalaba mukudabadabanga kanji ankunama kwadimongo dyake Nnungu. Nawetu momo tunkuva vakudabadabanga nkati mwake kanji kwenu mwenu tundanama namu nae kwadimongo dyake Nnungu.
2CO.13.5	Lilalyange mwemwe mmene pakulota mumanye ikava kenga munkupagwa mulikulupililo. Litende nningo mwemwe mmene. Kwali hamunalimanya shinu kenga Klistu Yesu ankupagwa nkati mwenu? Kwali ikava kenga nningo wo, hamukawidye. 
2CO.13.6	Ninkulindila doni, mwenu po mundamanya kenga wetu nningo hatukawidye. 
2CO.13.7	Tunkushwali Nnungu napane kwambangidya dashi, mwenu hamunatende wakunyata woewoe i pakulota twaneke kenga tukubaligwe kanji kwambangidya mwenu mutandedye wambone ata ikava kenga wetu tunkwaneka kenga túkakubaligwe. 
2CO.13.8	Mwaa hatuulula kutenda shoeshoe shipingánanavo umwiu kanji tunkutenda uti kwaupande waumwiu. 
2CO.13.9	Mwenu, tunkupuwanga patudabadabanga, mwenu muvanavo dimongo. Kushwali kwetu ni kulota mwenu mudyuwangigwe. 
2CO.13.10	Napavedoni, ninkumwandikila vinu avi ndikapali namu mwenu kwambangidya pangupagwa namu mwenu po, hangunatumile na dimongo madalaka angupele 
2CO.13.11	Kumwisho akuno mmanung'unumunu puwanga, dyuwangika, avanavo ntima shii, kumbukilila momo, nama kwaamani na Nnungu walinagwaledyo na waamani andapagwa namu mwenu.
2CO.13.12	Udyanianga kwashimanyikilo shalinagwaledyo. 
2CO.13.13	Vakwilimyanga uti, vankumupa nandele. 
2CO.13.14	Umonyo umwe 
GAL.1.1	Nangu Paulu, myombe kanji níkaalakadile kwavanu na ata i kwaindila yavanu ila kwaindila imwe Yesu Klistu pamo na Nnungu Atata ándyuwidye Yesu pakati pavakupela,
GAL.1.2	nene pamo na vanung'unumunu uti vapagwíte namu nangu akuno tunkwandikila kwamaganisha a ku Galata ko.
GAL.1.3	Kwenu mwenu, umonyo
GAL.1.4	ályumidye jo mwene kwamwaa wamadambi etu pakulota atuposhe muwakati au wakunyata
GAL.1.5	Kwake nae, lipagwe lishangelo ngwengwe ngwengwe. Ame.
GAL.1.6	Napanelo nangu ninkunshanga mwenu mwaa muwakati ungwipi tu mundimwambukanga aijá ánshamile mupagwe muumonyo
GAL.1.7	Kwakutangola mwiu haunava unji ila vapali vanji valota kuntindinganianga na kuvilinganianga ntenga wambone aulá umwe Klistu. 
GAL.1.8	Napane ata ikava kenga wetu kwali njelo wakwalakela kuwa ammalangangidile ntenga wambone uvilinganénge na watummalangangidile, munu ajo aavenavo dilana. 
GAL.1.9	Nadoni tunkuujila kavili kutangola tuushidoni, ikava kenga munu woewoe anammalangila ntenga wambone uvilinganánga na aulá wamupatile, munu ajo aavenavo dilana!
GAL.1.10	Da mwenu mwona kenga ambi apa ngulota ndivashombe vanu kwali Nnungu? Kwali ngulota ivanagwele vanu? Leka ìvele yakuvanagwela vanu mpaka ambi apa, bai nangu hangunave nintumwa wake Klistu.
GAL.1.11	Mmanung'unumunu, ninkulota mumanye doni ntenga wambone wanguvalanganga haunava shinu washimunu. 
GAL.1.12	Hangupatile kwamunu na ata havangupundishidye ila ntenga wo ndipata kwaindila yamaono akungulodya Yesu Klistu.
GAL.1.13	Mwenu mundigwa shana mavalelo angu panguvéle nkati mwidini yashiyuda; mwashi mwangushipapatila liganisha lyake Nnungu na mwangushitandela ing'ondo. 
GAL.1.14	Nangu mwidini yashiyuda mo, ngushindavapunda vavangu vaulinga wangu nguvikila namene dukuduku dijadi dyavanyakala vetu. 
GAL.1.15	Kanji napanelo Nnungu aningutandola tangu kala nikanava kuvalekwa na aningushema kwaindila yaumonyo wake. 
GAL.1.16	Jojo jo, painnagwadile kunnodya mwanagwe nkati mwangu nangu pakulota nimmalangange kwavamidi, hangulambadile maoni kwamunu 
GAL.1.17	na ata hanguujidile ku Yelusalemu kwa avalá vamyombe vatandi ila nguumidinneu kuka ku Alabiya kutwala kuujila kavili ku Damashiko.
GAL.1.18	Napanelo vikapite vyaka vitatu, ndyúka ku Yelusalemu nannola Kepashi
GAL.1.19	Koko ko, handivagwene vamyombe vanji ila Tiyagu nung'une 
GAL.1.20	Mwenu! Vyandimwandikila avi, vìu. Pamevo pake Nnungu, nashang'apa shinu.
GAL.1.21	Badae nindyúka disemu dya ku Shiliya na dya ku Kilikiya. 
GAL.1.22	Nangu muwakati awo hangushimanyika mumaganisha a ku Yudeya avéle nkati mumwe Klistu. 
GAL.1.23	Ila koko ko vashiigwanga vila doni, “Aijá áshitupapata, ambi apa ankuvalanganga likulupililo lyolyo lyashitenda ing'ondo kunantandi.” 
GAL.1.24	Nadoni vashindamupa lishangelo Nnungu kwamwaa wangu nangu.
GAL.2.1	Napanelo vikapite vyaka kumi na nsheshe, nindyúka kavili ku Yelusalemu pamo namu Balinaba, mushimwanda shosho ndímuukanavo Titu. 
GAL.2.2	Kwanavo nguukile kwamwaa wamaono kutwala kuvaigwiniya ntenga wambone wanguvalanganga kwavamidi, ndíikanavo kanji kwagweka avalá váshaaneka kuva vakuvaikila ngwambambidya nakapanji ninkutumbama kwali nditumbama yamonyo. 
GAL.2.3	Napane ata jo nyangu Titu wanguvénavo àvele avi ngalegu, hapali ámuungidile akumuligwe likumbi. 
GAL.2.4	Ing'ano ai ishashambwike na vanung'unumunu vakushang'apa vainjidíle na malotelo ashipiipii. Vanavo vandílijalanianga kwida ndapalalesha unaiti wetu watuvenavo nkati mumwe Klistu Yesu kwambangidya vatuukenavo muutumwa. 
GAL.2.5	Wetu hatulidabadabyénge kuvaigwilila vanavo kulamana na padyoko vela pakulota umwiu wantenga wambone uliikiniye kwenu mwenu.
GAL.2.6	Napanelo avalá váshaaneka kuva vakuvaikila, shavavéle sho, kwangu nangu hashinava shinu mwaa Nnungu hanatanana kuvailanga kwamunu na vovo vo, hashipali shavangujanjadidye. 
GAL.2.7	Vanavo valakilé kwanjadedya kutwa kumanya do, ntenga wambone wo, ndikulupiligwa nangu kwavakakumuligwe kenga Patulu kwavakukumuligwa 
GAL.2.8	mwaa jo ákadile madengo kumwe Patulu aumyombe kwavayuda ni jojo ákadile kwangu nangu kwavamidi. 
GAL.2.9	Nadoni vamanya umonyo wangupatile, Tiyagu, Kepashi namu Nshuwau, vo váshaaneka kuva mabodo, vandítuwanidya makono akulodya upamo namu wetu, yani nangu namu Balinaba. Vanavo vandíkubali wetu tuve kwavamidi, vanavo kwavayuda 
GAL.2.10	ila hatunavalivalile vákave pashinu, ni shinu shanguvikidile namene kuntima na kutandedya.
GAL.2.11	Napanelo Kepashi pawikile pa Antiyokiya nínshashulanga ngala kwamwaa wakutenda makosha. 
GAL.2.12	Mwaa vanu vanji vakwalakela kumwe Tiyagu vakanava kuwika, nae ashindalya na vamidi. Napane pavawikile vanavo, Kepashi andílyapula kutwala kulyumadyanga avajopa avalá váshishililidya likumbi. 
GAL.2.13	Namomo vayuda vanji uti vandílyunganianga namu Kepashi mo mushinankulaba, ata mpaka Balinaba momo andítwaligwa mushinankulaba shave. 
GAL.2.14	Bai pangugwene kenga havanauka shana nkati muumwiu wantenga wambone, ndímwaulila nae paumbala doni, “Wako umuyuda kanji unkunama kenga ummidi i kenga muyuda. Napane mwaa shani uvalamulila vamidi vaname kenga vayuda?”
GAL.2.15	Wetu túvele tuvayuda kwashivalakwelo i vakutega vavamidi,
GAL.2.16	ata tumanya avi do, munu hanapata shinu ishaliya kwamwaa wakwodedya lilamulo ila kwaindila yakunkulupila Yesu Klistu, nawetu momo tuninkulupila Yesu Klistu pakulota tupate ishaliya kwaindila yakunkulupila Klistu i kwamwaa wakwodedya lilamulo. Ni doni, kwakwodedya lilamulo, hapali álota kupata ishaliya.
GAL.2.17	Ikava kenga wetu tulambela tupate ishaliya nkati mumwe Klistu kutwa wewe momo kwaneka kuva tuvakutega,
GAL.2.18	Mwaa ikava kenga avilá vyangubamalenge ninkunonowangidya kavili, bai ninkulilodya ngala kuva nimunu wakupujungula. 
GAL.2.19	Mwaa nangu kwaindila yalilamulo ndipela mulilamulo
GAL.2.20	Ninkunama kanji i nangu ila Klistu ni anama nkati mwangu.
GAL.2.21	Hangunavika shinu kunyenje umonyo wa Nnungu mwaa ikava kenga kwaindila yalilamulo munu ankupata ishaliya, bai Klistu apadilé monyo.
GAL.3.1	Mmagalata mmajinga mwe! Da mwenu annagwilé nyani, mwemwe wavammalangangidile ngala pamevo penu kenga Yesu Klistu andikamalalegwa panshalaba? 
GAL.3.2	Shangushilota ngumanye ni ashi, da Imumu jo, mumpwashaladile kwakwodedya lilamulo kwali kwalikulupililo kwa avilá vyamwigwite? 
GAL.3.3	Da mwenu mmajinga mmakumamodya? Shapo mundítunduvanga mu Imumu, napane ambi po mulyaladyanga dashi kwamili? 
GAL.3.4	Mwenu mundinama muvinu vyoe,
GAL.3.5	Nnungu pampele Imumu na kutandedya vyadimongo pakati penu, da ni kwakwodedya lilamulo kwali kwalikulupililo kwa avilá vyamwigwite?
GAL.3.6	Mo, “mwankulupilidile Abulaamu Nnungu na likulupililo lyolyo, Nnungu jo anímmalangilila Abulaamu kuva ishaliya”
GAL.3.7	manya doni, vo valikulupililo vo, vanavo ni udukulu umwe Abulaamu. 
GAL.3.8	Maandiko pagwene kaladavo doni, Nnungu andavapa vamidi ishaliya kwaindila yalikulupililo, anímmalangangila ntenga wambone shitandi Abulaamu aashidoni, “Kwako wako, venentete uti vandaalaligwa.”
GAL.3.9	Nadoni uti avalá vakulupíla, vandaalaligwa pamo namu aijá nkúkulupila Abulaamu.
GAL.3.10	Mwaa uti avalá vakulupíla lilamulo vandilanigwa kwoda indyandikigwa doni, “Alaanigwe aijá ákapagwa muvinu avi uti vyandikígwe mulibuku lyalilamulo na vinu avyo me kutandedya.”
GAL.3.11	Kanji napane inkuva ngala do, hapali álota kupata ishaliya pamevo pake Nnungu kwaindila yalilamulo mwaa “Waishaliya andanama kwalikulupililo.”
GAL.3.12	Doni, indila yalilamulo hainatakigwa shinu mulikulupililo ila “Jo átandedya vinu avyo, andanama.”
GAL.3.13	Klistu anditwambola mudilana dyalilamulo palitandile jo mwene kuva ilana adiva lyutu lyetu mwaa indyandikigwa, “Alaanigwe aijá álota kupambililigwa munnandi.”
GAL.3.14	Nae andilanigwa kwambangidya kwalaligwa kumwe Abulaamu kukavawikile vamidi nkati mumwe Klistu Yesu na kwalikulupililo tupwashalele kulivikila, kulivikila aku àvele Imumu.
GAL.3.15	Mmanung'unumunu, ndavalanganga shinamidyo shetu wetu tuvanu. Ata pakave munu ápanga imbodi hapali ánatauka na wakwanjedya shinu shinji kavili. 
GAL.3.16	Kumwe Abulaamu kulivikila kunditangaleka; kutangaleke kwake nae namomo kwaudukulu wake. Nnungu hanatangola shinu doni, “kwavadukulumunu” kenga avamba vanu voe ila amwamba munu jumo doni, “kwandukuluvo”
GAL.3.17	Shangutangola ni ashi, Nnungu papangile imbodi tangu kala, likaumilile lilamulo ling'oto lyavyaka dimiya nsheshe na selasini, halanatingudyanga shinu imbodi yo yakulota kutimbanga akulá kulivikila. 
GAL.3.18	Mwaa ikava kenga maleko
GAL.3.19	Napanelo shitadídye lipagwe lilamulo ni nyamani? Lyanavo lindyanjadyeka kwamwaa waukalau mpaka aide aijá ndukulumunu álota kupata akulá kulivikila.
GAL.3.20	Napane nkúdumangila hanava wamunu jumo kanji Nnungu avelé jumo. 
GAL.3.21	Da doni po lilamulo linkutaukanga kulivikila kwake Nnungu? Ata padyoko vela. Mwaa leka lìpagwite lilamulo líng'a shingumi, mwiu ishaliya ikandyalakela mulilamulo. 
GAL.3.22	Kanji Maandiko alo anditadya
GAL.3.23	Likulupililo likanava kuwika, tushindashungigwa mulilamulo, tùngwidye mpaka likulupililo alilá palyukile ndaunukuligwa. 
GAL.3.24	Napavedoni lilamulo jo avele nkúlela wetu wakutuukanavo kumwe Klistu kwambangidya tupate ishaliya kwaindila yalikulupililo. 
GAL.3.25	Likulupililo napane paliwikile, hatunava shinu kavili mmakono mwankúlela. 
GAL.3.26	Mwaa mwenu uti mmanavake Nnungu kwaindila yalikulupililo nkati mumwe Klistu Yesu 
GAL.3.27	mwaa uti múpatile ubatisho mumwe Klistu, Klistu muningwala. 
GAL.3.28	Hapali muyuda na ata ngalegu, ntumwa na ata wamuunaiti, nnume kwali nkongwe mwaa uti mwenu ni munu jumo mumwe Klistu Yesu.
GAL.3.29	Ikava kenga mwenu ni mmake Klistu, bai mmadukuluvake Abulaamu na kwaupande wakulivikila wo, mmakupata maleko ni mwenu.
GAL.4.1	Napane shangwamba ambi apa, aijá nkúpata-maleko akava ndyoko, hanavilingananga shinu na ntumwa ata ikava kenga vinu vyo, vyàke. 
GAL.4.2	Jojo jo ankupagwa mukulalegwa na avalá vavakamudidye vyake mpaka wakati awo wavikile tatake. 
GAL.4.3	Nawetu momo patuvéle tuvadyoko tuvele muutumwa wamavalelo amushilambo ashi. 
GAL.4.4	Napane paukile ndawikila popo wakati we uvikíke, Nnungu anintumidya mwanagwe ávalakwadidye munkongwe na ávalakwadidye mukutawaligwa na lilamulo 
GAL.4.5	pakulota avaambole avalá ve vavéle mulilamulo kwambangidya tupate kuva tuvana va Nnungu. 
GAL.4.6	Pakuva mwenu po mmana, Nnungu anintumidya Imumu wamwanagwe mmitima mmyenu; ni jojo áshema, “Aba! Atata!” 
GAL.4.7	Napavedoni wako haunava shinu kavili untumwa ila umwana; ikava kenga ni umwana, bai ni gwegwe nkúpata-maleko kwaindila ya Nnungu.
GAL.4.8	Mwiu, pamukashimmanya Nnungu, mushitandegwa vatumwa va avalá kwamavalelo havanava shinu vannungu 
GAL.4.9	kanji napane pamummanyite Nnungu apa, kwali tuushidoni mundimanyika na Nnungu, mwaa shani munkuujila kumavalelo lolo akudabadabanga na ákave lyululilo? Da mulota mutandegwe kavili mmatumwa? 
GAL.4.10	Mwenu munkutumbyanga namene pakati pamaduva anji, myedi, wakati na myaka!
GAL.4.11	Ninkunjapangila mwenu, inkulukika shimadengo shaninkalalele mwenu sho, kuva shamonyo.
GAL.4.12	Mmanung'unumunu ninkunjugwa muve kenga nangu mwaa nangu momo nguvalalelé mo mwamuvalalele mwenu.
GAL.4.13	kenga mundimanya doni, ni mwaa wakudabadabanga kwamili shingutadídye nimmalangangile ntenga wambone kumwanda utandi 
GAL.4.14	na ata ikava kenga mili wangu wo uníntadya mwenu mulingigwe, hamungwiludyenge na ata hamungwitile. Mulakilé yakungwiludyanga kutwala kungupwashalela kenga njelo wa Nnungu kwali kenga jo mwene Klistu Yesu. 
GAL.4.15	Napanelo kwalaligwa kwenu ko kuvé pashi? Nangu ninkumya ushuda kenga muwakati aulá leka yùlulike mukandyushanianga mevo enu kutwala kungupa nangu. 
GAL.4.16	Da napane doni po nimmongo wenu kwamwaa wakummalangangila umwiu?
GAL.4.17	Avalá vantanána mwenu, malotelo avo hanava shinu ambone. Vovo vo, valota vamwapukaniange namu nangu kwambangidya muvatanane vanavo. 
GAL.4.18	Ni shambone ngwengwe kutanana shinu shikava shambone i gweka nangu ngùpagwite namu mwenu. 
GAL.4.19	Mmanavangu, mwemwe mmanimuvauvangila kavili mauvilo alalá akuvaleka mpaka Klistu aliikiniye kwenu, 
GAL.4.20	nikandipagwa namu mwenu ambi apa ngutangalele munji mwaa ninkwangaikanga yenu mwenu.
GAL.4.21	Napanelo ngwaulila mwenu múlota mutawaligwe na lilamulo, da hamunaigwa shinu mwalitangalela lilamulo lyo? 
GAL.4.22	Mwaa indyandikigwa doni, Abulaamu andívanavo vana vavili jumo wankongwe ntumwa, junji jo wamuunaiti. 
GAL.4.23	Mwana wantumwa jo avalakwadidyé kwaindila yashimunumunu kanji wamuunaiti, nae avalakwadidyé kwaindila yakulivikila.
GAL.4.24	Vinu avi vinkuva mpano, vakongwe vavili ava vankwitika kuva dimbodi mbili. Imbodi imo yalishinga lya Shinai na inkuvavaleka vana vamuutumwa, aju ni Agali. 
GAL.4.25	Agali ni lishinga lya Shinai livéle ku Alabiya liitíka kuva Yelusalemu yamaduvano mwaa yanavo inkupagwa muutumwa pamo na vanavake. 
GAL.4.26	Kanji pane Yelusalemu yakuwa, yanavo ivé muunaiti, ayo ni jujuwetu. 
GAL.4.27	Mwaa indyandikigwa doni,
GAL.4.27	“Puwanga wako úkavaleka, gwegwe úkave mwana,
GAL.4.27	umya lidi na kugwa, wako úkona kupwateka kwakuvaleka,
GAL.4.27	mwaa vana vankongwe wavannakile vavelé voe,
GAL.4.27	kuliko vana vankongwe ávele na ntwagwe.”
GAL.4.28	Mmanung'unumunu, mwenu kenga Ishaki ni mmana mmakulivikila 
GAL.4.29	napane kenga mo muwakati aulá, mwana ávalakwadidye kwaindila yashimunumunu ashinammingilidyanga mwana ávalakwadidye kwaindila ya Imumu, ni shosho shipagwíte ambi apa. 
GAL.4.30	Kanji Maandiko ankushidashi? “Mmingange nkongwe ntumwa pamo na mwanagwe mwaa mwana wantumwa, mwiko hapata maleko pamo na mwana wamuunaiti.”
GAL.4.31	Mmanung'unumunu, pavedoni, wetu hatunava shinu tuvana vankongwe ntumwa ila vankongwe wamuunaiti.
GAL.5.1	Ivele mupagwe muunaiti shitadídye Klistu amwambole; napavedoni linatele, hamunatawaligwe kavili na likangoti lyautumwa. 
GAL.5.2	Igwa shana vyanimwaulila nangu Paulu, mukakumuligwa likumbi, bai Klistu havanavo shinu mana kwenu. 
GAL.5.3	Ninkwakikisha kavili kenga kula munu ákumuligwa likumbi, nae ankudaigwa atandedye lilamulo uti. 
GAL.5.4	Mwenu múlambela mupate ishaliya kwalilamulo, mundilyapula kumwe Klistu, mundipalanyoka muumonyo wa Nnungu. 
GAL.5.5	Mwaa kwa Imumu na kwaindila yalikulupililo wetu tunkulindila na mweshe lilindilililo lyakupata ishaliya. 
GAL.5.6	Mwaa nkati mumwe Klistu Yesu, kukumuligwa likumbi kwali mene, hakuve mana ila livé na mana ni likulupililo lililódya mulinagwaledyo.
GAL.5.7	Mwenu mushindatumbama shana, napane nyani ándivilidile kwigwilila umwiu? 
GAL.5.8	Kushomba aku, hakunaalakela shinu kwa aijá ánshamile. 
GAL.5.9	“Nkukumuku padiki tu, undákukumuwa unga.” 
GAL.5.10	Nangu ninkuvanavo wakika nkati mumwe 
GAL.5.11	Mmanung'unumunu, ikava kenga nangu mpaka ambi ninkuvalanganga likumbi mwaa shani ninkupapatigwa? Leka ìvele davo, bai kunyatilika kwanshalaba kundiputangigwa. 
GAL.5.12	Kwaupande wa avalá vantindinganiánga, nangu ngushindalota mpaka vovo vo, valyune.
GAL.5.13	Mmanung'unumunu, ivele mupagwe muunaiti shitadídye mushamegwe kanji napane unaiti awo haunave nkanidyo wakulota kutandedya malotelo enu ashimunumunu ila inimmaikila mutumikane shivenevene kwaindila yalinagwaledyo. 
GAL.5.14	Mwaa lilamulo uti vandiipiyanga mulilove limo, “Nnagwaledye mujo kenga mwaulinagwaladedya wako umwene.”
GAL.5.15	Kanji ikava kenga mwenu munkulumana na kumamanana shivenevene, lilaledye kwambangidya hamunabamalanange.
GAL.5.16	Napane ninkumwaulila doni, nama kwa Imumu, apo mwiko hamuulula kutandedya malotelo ashimunumunu. 
GAL.5.17	Mwaa shimunumunu shinkuvanavo malotelo anyatilíka na Imumu na Imumu ankuvanavo malotelo anyatilíka na shimunumunu; vinu avi havinaigwana shinu, bai ni shamwona avilá vyamulota mwenu kutenda hamunaulule kutenda. 
GAL.5.18	Kanji mukalangalalegwa na Imumu, mwenu hamupali kavili mukutawaligwa na lilamulo.
GAL.5.19	Napanelo vitendo vyashimunumunu vinkuva ngala; kulavalava, ushapu, njeje, 
GAL.5.20	kulipudya kwavannungu vakushang'apa, wavi, umongo, ungaigwania, liu, shitundi, shojo, mitau, kumwadilikananga, 
GAL.5.21	ing'ou, kwambalwa, kululuka na vinji vilinganána na avyo. Ninkumwaulila kala davo kenga mwanimwaulidile kunantandi doni, vaténda vinu avyo, mwiko havapata maleko autawala wa Nnungu.
GAL.5.22	Kanji napane mapuno
GAL.5.23	kulishapeya, kulishunga gwegwe umwene. Pakati pavinu avi, halipali lilamulo. 
GAL.5.24	Vamwe Klistu Yesu, shimunumunu shave vandikamela panshalaba pamo na ditamaa na malotelo ake. 
GAL.5.25	Tukanama kwa Imumu, bai tupagwe momo munkondo wa Imumu. 
GAL.5.26	Hatunalyone, hatunaangangane na ata hatunavikanile ing'ou.
GAL.6.1	Mmanung'unumunu, munu akapatikana mukupujungula kwoekwoe, mwenu mmaimumu mùvele mwimumu yakulishapeya, nningule munu ajo mulishunga kwambangidya namwenu momo hamunatubigwe. 
GAL.6.2	Nyakulanila dibasha dyenu; mukatenda davo, mundatandedya lilamulo lyake Klistu. 
GAL.6.3	Munu akalyona kuva munu shii kanji akavé, ankulishang'apila jo mwene. 
GAL.6.4	Kula munu alalyange vyo vitendo vyake mwene; apo ni palota kulitamanga jo mwene i kwamunu junji 
GAL.6.5	mwaa kula munu andanyakula ibasha yake.
GAL.6.6	Aijá ápundishigwa mulilove, inimmaikila amajanange avilá vyambone uti
GAL.6.7	Hamunaduwangike, Nnungu hanaliulika. Shalota kupanda munu ni shosho shalota kupuna. 
GAL.6.8	Álota kupanda kwashimunumunu, vyashimunumunu andapuna; napane álota kupanda kwa Imumu, andapuna shingumi shíkamalilika. 
GAL.6.9	Hatunadobe kutenda wambone mwaa tukanadabadabangila, pauwika wakati wake po, tundapuna. 
