MAT.1.1	Kou Iesu Keliso buluve deiadaike ko. Iesuu Ebalahamuta Deividita valadamo lohonu.
1JN.4.15	Iale oleuoleu negoai loui kosea, “Iesu keu Dilava mo.” Ige Dilavana kebiahi ui. Ige abuna abuta Dilavaluvuta igaetolahai. 
1JN.4.16	Ige nahita Dilavau nahiho isivi balugale ke nahi hilokalu. Moleho isiviamale ke biageike Dilava. Iale oleuoleu isivi vaveve vamale keau Dilavaluvuta igaetolahalu. Ige Dilavata abuhi uma. 
1JN.4.17	Nahi vata komo Iesu vaveve ke nahate vai moleho isivilahai mole tedaeveale vaveve keu balugai tige Dilavae kotae vani kela nahi bae vabulahalivebene. 
1JN.4.18	Nahi Dilava isivi omisi kemo negolahaliege nahi bae itumuve kemo vabulahalivebene. Isito nahiabuna vabulahaliege Dilava itumu malei. Kosealemo oleuoleu itumuve ke vabuhavoale keau isivi Dilava omisi kemo negoholilu.
1JN.4.19	Dilavau vasohuta nahiho isiviai nahie tedaeveale kemoike nahita moleho isivilahai mole tedaevema. 
1JN.4.20	Isito mesoho ata moleu loui kosea, “Di isivi Dilava ominu.” Au kateai louito au haokaho itumuai aiohavoale keu loboe ata. Kosealemo keu au haoka elehale kemo isivi omiveve keu toloige auna oleve kateai Dilavau elehavesite ke isivi omisi. 
1JN.4.21	Katealemoike Iesuu menaka ko mai nahiovei avoe, “Oleuoleu isiviai Dilava isivi omiliege abu abu haokuvutaho isivilahai kebia tedaevei.”
1JN.5.1	Oleuoleu loui kosea, “Iesu keu ata tedaevemale kosive.” Keau hoto kateai loui abu uvu mai avuemo mavoale ata keau Dilava esea. Isi oleuoleu Dilavaho isiviale keabuna eseabe kebiataho isivilahai. 
1JN.5.2	Nahi Dilavaho isiviai isivive vai menakave ehovale kemoike nahi hilokage nahi Dilava ataho isivilahalu. 
1JN.5.3	Nahi Dilavaho isiviamale kemo nahi menakave ehovage menakave keau nahiemo toloholilu. 
1JN.5.4	Kosealemo Dilava ese bahata keabuna vatae vaveve evihai. Nahiabuna oleve kateai vatae vaveve ke evihai. Kosealemo nahiabuna nahie evievimo negolahaliege ke evihai. 
1JN.5.5	Oleuoleu abu uvu mai Iesuemo mavoi loui kosea, “Iesu keu Dilava mo.” Hoto kateale louale ke unahaeabuna vatae vaveve ke evihai.
1JN.5.6	Iesu Keliso keike dobai lohoale babatisoai hatige tahoveu lotinu. Keu babatiso unahaho lohoholisito hatitahoike au lohonu. Munanae Tumuu nahie uvumo ui hoto seleve loumale kemo nahi hilokage au Iesu vaveve loui nahie haiveale keu seleve. 
1JN.5.7	Nahi hilokage Dilava, move, munanave tumu otogoe umale abuita igaeta keau Iesu vavevemo hoto igae louma. 
1JN.5.8	Isi vatamo hoto abuita igaeta kobiamo nahi hilokage Iesu keu Dilava mo. Munanae Tumuu nahie uvumo louale, au babatisoage hotou otogomo lohoale isi au hatige hotou otogomo lohoale vaveve abuita igaeta kebiamo vaveveabe kebiau igae. 
1JN.5.9	Iale vaveve kebiamo nahi hilokage Dilavau au moe vaveve louale keu seleve. Ataeau hoto louale ke nahiabuna evisi. Isito Dilavau hoto loui au moe vaveve louale keu atae hoto ke evihanu. 
1JN.5.10+1JN.5.11	Iale oleuoleu abu uvu mai Dilava mo kemo mavoale keau hilokage Dilavau louale hoto keu seleve. Isito oleuoleu Dilava hoto ke maholiale keau Dilava lobohavolu. Kosealemo Dilavau hoto loui au moe vaveve louale kemo au moemo uveve doga nahiovenu. 
1JN.5.12	Iale oleuoleu abu uvu mai movemo mavoale keau uveve doga malelu. Isito oleuoleu abu uvu mai Dilava momo mavoholiale keau bae uveve doga malelivebene.
1JN.5.13	Di hoto ko bahata laheho hisaliai isivialeike la la uvu mai Dilava moemo mavoale kemo la hilokage seleveta Dilavau uveve doga laovenu. 
1JN.5.14	Iale nahi hilokage nahiabuna dolodoloholisito negolahai isivivemo imihage auna nahie hoto evisi. 
1JN.5.15	Nahi vani bahata guliguliasege au ke evima. Iale kemo nahi hilokage nahi vadeuho imihale ke auna nahiovei.
1JN.5.16	Iale mesoho ata moleu au haoka elehage haokaveu vaveve toela vage au keho Dilava imihai. Ige elike Dilavau tedahoi uveve doga omisi. Isito haokaveu vaveve toela baluga vai keho mole holige ukolikolie vaveveu avuemo anekiage aulako avuho guligulialive. 
1JN.5.17	Vaveve toela bahata vamale keau Dilava nimo toelalu. Isito vaveve toela degomoleau bae la malevei hatihati humahae talivebene. Kosealemo nahi Iesu namihage au kebia ulihage nahiabuna kemo ukolikoli malei.
1JN.5.18	Nahi hilokage Dilava eseau bae negobedai vaveve toela vagelivebene. Kosealemo Dilava mo Iesuu kebia tedaevei nalieveale kemo Seteneu bae kebia malevei aiogevelivebene.
1JN.5.19	Halege vatae ata bahataeau Setene vuvunemo ua. Isito nahi hilokage nahiau Dilava ataea.
1JN.5.20	Nahi hilokage Dilava mou lohoale lulele nahiovenu. Iale kemo nahi hilokage Dilava igae keu seleve. Ige nahi avuta move Iesu Kelisoluvuta igaetolahalu. Move keu Dilava. Ke igaemo ukolikoliu ua.
1JN.5.21	Di esea, di hotoe gabi louge evive. Loboe dilava kebiamo la ebika nenigevei ue dua vave.
2JN.1.1	Ekalesia nalievemale kosive dalike levaleva ko aho hisalianu. Dilavau a ebagemage a evievi keate holinu. Kemoike di ata a esetaho isivi selevealemoike laheho ko hisaliai hanavoma. Da igae laheho ko hanavoholinu. Isito hoto seleve evisi ehovamale kebiataike laheho abu vahaeho hoto ko hanavoma. 
2JN.1.2	Kosealemo hoto seleveu nahehi uale keu bae gabialivebene. Isito kena vani bahata nahiemo ugei.
2JN.1.3	Iale di isiviale nahie Mama Dilavau au mo Iesu Kelisoti nahie huhuevei hoesegevei nahiho uvulahai nahi tedaevei uveve dua nahiovei. Ige nahi kemo hoto seleve mai moleho isivilahai mole tedaevei.
2JN.1.4	Di evige a ese degomoleau hoto seleve ke evisi vama. Nahie Mamau menaka nahioveale ke abu vage di ke evisi vahaehoanu. 
2JN.1.5	Iale di haoka, di ko hisaliai isiviale nahi bahata moleho isivilahai. Menaka kou hotoe doga holioholinu. Isito abu vasohuta nahi namigevege nahi eviale hoto keike ko. 
2JN.1.6	Moleho isivilahai mole tedaevemale ke ihuu koseanu. Nahi Dilava isivi vai au louale ke nahate vai. La subuta eviale menakave keu loui avoe, “Vani bahata ui moleho isivilahai mole tedaevegeve.” Iale ke nahate vai negolahave.
2JN.1.7	Kosealemo loboe ata moagaeau vata bahatae tilu. Keau ata lobogevei loui avoe, “Iesu Keliso keu ata holioholinu.” Loboe hoto kateale louale ata keau Iesu aiohavomale ataea. 
2JN.1.8	Katealemo la ebika nenigeveve. Onoilata ata kebia hoto evisi la lovilahamale ke ibina maleholima. Isito lana la ebika nenigeveliege la ibina bahata maleve.
2JN.1.9	Iale oleuoleu Iesu Keliso hoto evisito tatavemo abu isivie hoto loumale keau bae Dilavaluvuta igaetolahalivebene. Isito oleuoleu hotove evisi ehovale keabuna Dilavata movetahi igaetolahai. 
2JN.1.10	Iale mesoho ata oleu lae loholive Iesu hoto louholisito loboe hoto louge lainaho ke mai o hatui loui kosea, “Dilavana bae a tedahoi.” 
2JN.1.11	Kosealemo olena loboe ata kemo hoto kateale louniege auna ke esemu holisi vaveveve toela ke nahate vai.
2JN.1.12	Di isiviale laheho hoto degomoleta loui. Isito di isiviholialeike levaleva komo hoto bahata louliho. Vani mole di lae ohanoi lohoge nahi bae molehi hotohotolahai bae kemo vahaeho balugai.
2JN.1.13	A uvue tatae eseau kove umale keau abu vahaeho hoto aho hanavoi loui avoe, “Ana duave.” Di hotou kemo kateai ua.
3JN.1.1	Gaiasi, ekalesia nalievemale kosive dalike ko. Di di uvu bahata mai aemo mamoale kemo di aho levaleva ko hisalianu.
3JN.1.2	Di haoka, di hilokage a uvu keu duave. Iale di Dilava imihai isivialeike a uveve bahata keau duaveai. 
3JN.1.3	Evievi ata degomoleau deiai lohoale daho a vaveve loui di namihai avoe, “Keu vani bahata au evievimo negoai hoto seleve ke evisi ehomama.” Ige di ke evisi vahaeho baluganu. 
3JN.1.4	Di hotobe evisi vahaeho kateale vaholinu. Isito di ese laeau hoto seleve ehovamale kemoike di vahaeho balugatahoanu.
3JN.1.5	Di uvue haoka, a keu Dilava lovi kemo lovie dua vama. Imale evievi ata a hilokaeveholimale keau ae deiai lohoge a kebia malevei o hatuevema. 
3JN.1.6	Iale ata keau lohoale a vaveve dua ke loui di namihai ekalesia kobiata namigevelu. Iale di isiviale a tota kebia tedaevege abu tota abu lovi ke vai tai. Ige elike Dilavau ke elehai vahaehoai. 
3JN.1.7	Kosealemo keau Dilava lovilike abu ke vai olahama. Iale keau isiviholialeike evievi ata holioholiale keau kebia tedaeveho. 
3JN.1.8	Iale evievi ata nahiau ata katealebia tedaevege duave. Kemoike nahi kebiahi igaetoai Dilava lovi ke vai.
3JN.1.9	Di levaleva mole hisaliai a umale ekalesia ata kebiaho hanavonu. Isito Daiotolobiu di hoto ke evioholisi au ebika ebagemai isiviale ekalesia ata kebia nalievei. 
3JN.1.10	Iale dana lohoniege bae au onole vale ke laheho loui. Isi hotoe toela loui noemo loboe hoto louale keta dana bae laheho loui. Keu kateale unaha vaholinu. Isito evievi ataeau avue deiai lohoge au bae kebia malevei o hatuevelivebene. Au kateige ekalesia ata degomoleau isiviale kebia malevei o hatuevei. Isito au kebia bamuevei iovei isiviholiale abu ekalesialiho.
3JN.1.11	Iale di uvue haoka, ainaho vaveve toela kateale vagelive. Isito vaveve dua unaha vagenela. Kosealemo ata oleu vaveve dua vamale keu Dilava ata. Isito ata oleu vaveve toela vamale keu Dilava ata holioholinu.
3JN.1.12	Isege Demitiasi keu vaveve dua vamale ata. Ige ata bahateau moleho loui avoe, “Keu atae dua.” Kosealemo keau hilokage keu hoto seleve ehomamale ata. Ige nota hilokage keu atae dua. Iale la hilokage no loboholisito hoto seleveike no ke loulu.
3JN.1.13	Di isiviale laheho hoto degomoleta loui. Isito di isiviholialeike levaleva komo hoto bahata louliho. 
3JN.1.14	Isito di isiviale solekai lae ohanoi lohoge nahi bae molehi hotohotolahai.
3JN.1.15	Di isiviale ue dua vanela. A haokuvu bahata kove umale keau aho loui avoe, “Ana duave.” Iale no hoto ko loui keve no haokuvu bahata kebiaho loui kosea, “Lana duave.” Di hotou kemo kateai ua.
JUD.1.1	Dau Diemisi hoho Diudi. Iesu Keliso lovi vamale ata da. Iale Dilavau la hohaveale lahehoike di levaleva ko hisaliama. Di hilokage nahie Mama Dilava keu laheho isiviage Iesu Kelisou la nalievema.
JUD.1.2	Iale di isiviale Dilavau laheho uvuai uveve dua laovei au uvu laoveale kemo ui tigeve.
JUD.1.3	Di uvue haokuvuia, Dilavau nahi maleveveve hoto ke di vasohuta huhuai isiviale ke hisaliai la haivei. Isito dana ke halei hoto mole loui la haivei. Hoto keu koseanu. Dilavau tava igae hoto seleve mai au ata oveale ke di isiviale la kemo negolahai loboe hoto loumale kebiamo la ebika nenigevei. 
JUD.1.4	Kosealemo ata degomoleau Dilava hilokaholiale keau tobekatobekai lohoale isiviai la lobogevei. Abu loui avoe, “Dilavau au isivi mai nahioveale kemo nahiabuna nahie isivi unaha vagei.” Hoto katealemoike abu abu vavae isivi vaime nahie baluga Iesu Keliso ke vovohoma. Subuta mole Bukae Hotou loui avoe, “Dilavana ata katealebia aiogevei.”
JUD.1.5	Katealemo di isiviale Bukae Hotomo deiada mole loui la haivei. La ke hilokaito mesoho momahavolu. Subuta mole Kosiveu Iselala ata tedaevege abu bahata Egubito vata ke halevalu. Iliale vani mole degomoleau abu evievimo negoholisito Dilava halevage au kebia havenu. 
JUD.1.6	Isi hoto mole kota huhulahave. Dilavau vuvune malei anelu ovei ehue otovenu. Iale degomoleau Dilava isivi ke kabebihavoi halevalu. Abu kateale vage ataeau seimita ata umudigeveale ke nahate vai umudievei malei Seteneu umale matamae loe otovenu. Ige abu keve uale Dilava vani balugana lohoge auna vaveveabe kaovei aiogevei. 
JUD.1.7	Isi o abui Sodoma, Gomola kebia huhueveve. 0 kebiamo umale isi vavaeabemo o degomolebia keau teibalahama. Malahaeau molehi ladevei vaveve toela molehi vama. Ige keateau molehi ladevei vaveve toela molehi vama. Abu kateale valage Dilavau ibinaeabe ovei veneta mahoevenu. Iale vaveve keu nahie haivege nahi hilokage vaveve toela kateale vamalebia Dilavana veneu hodovavesitemo mahoevege abuna uoholisi.
JUD.1.8	Vaveve ke nahate loboe ata nehe keau tababulahai kemo loui avoe, “No tababumo elehale keu Dilava vaveveike.” Kateai abu vavamo vaveve toela vai abu vava aiogevema. Isi Dilava ivi ke hehavoi avoe, “Dilava vuvune keu negoholinu.” Isi katelahai otogoe umale kebiaho hotoe toela louma. 
JUD.1.9	Abu katelahaito anelu kosive mole Maikolo keu kateholinu. Keu subuta Mosese vava maliho Seteneti moleho loulu. Ige Maikolou avuho hotoe toela louholisito namihai avoe, “Halege Kosiveu bae a vaveve loui.” Maikolou hoto kateale loui hilokage Dilavana ibinave omisi. 
JUD.1.10	Isito loboe ata neheau abu onobenobe hilokaeveholiale kebia abuna hehavei kebiamo hotoe toela lougei. Isi ovoe vaveve nahate vai abu isivi unaha vai abu ebia aiogevegei. 
JUD.1.11	Iale ata kebia nohovu. Keau Keiniu au hoho aiohavoale ke nahate vama. Isi Baelamuu moni maleho isivi balugai vaveve toela vale ke nahate ata keau vama. Isi Kolau Dilava hoto kabebihavoi au isivi unaha vamale ke nahate abu vama. Keau kateale vamalemo Dilavana aiogevei. 
JUD.1.12	Kebia vaveve keu koseanu. Ekalesia laeau vahaehoe lovi ke vasege ata keau lohoi lahehi igaetolahale keau momolu nahate. Keau lovi malei mole oveholisito abu unaha lovi ke ima. Vaveveabe keu goe nahate. Helukana lohoi goe ke mai tige veniu bae loholivebene. Keau idiau hahuiavoholiale ke nahate. Ataeau idi kebia tohoevei malei hatuge abu gililahale ke nahate. 
JUD.1.13	Isi keau davalau vealohoi onobenobe momolu malei lohoi esagae keohale ke nahate. Iale ata kebia matie vaveveu momolu kebia nahate. Isi keau didiau lotimale kebia nahate. Vaveve katealeau nahie haivege nahi hilokage Dilavau kebiaho matamae lo mamoale keve abuna vani bahata ugei.
JUD.1.14	Adamu haokae haokaike Inoka. Iale subuta mole Inoka keu loboe ata nehe kebiamo loui avoe, “Evive. Kosivena gabie au anelu moagamoaga holoevei lohoi. 
JUD.1.15	Auna lohoniege vatae ata bahatae vaveve kaovei. Ige Dilava hilokaholiale keau vaveve toela vai hotoe toela loui Dilava ivi aiohavomale kebia vaveve auna kaovei ibinaeabe ovei.” 
JUD.1.16	Loboe ata keau vani bahata molehi ugologoloai molemo hoto bibovama. Isime abu ebia tabagevei abu isivi unaha vama. Isiviale ata degomole sovavigevege abu kebia isivi unaha vagei.
JUD.1.17	Di uvue haokuvuia, nahie Kosive Iesu Keliso ke esemuiau subuta hoto onole louale ke huhulahave. 
JUD.1.18	Abu la haivei loui avoe, “Vanie gabina lohoge ata degomoleabuna hovedevei la hehavei atae vaveve toela unaha vagei.” 
JUD.1.19	Ata keabuna la tasaligevege lana molehi ugologoloave. Kosealemo Munana Tumuteu abuemo uoholialemoike abu abu vavae isivi unaha vama. 
JUD.1.20	Iale di uvue haokuvuia, la ebia hoesegevei la evievi kemo negolahai Munanae Tumu ke vuvunemo noinoiave. 
JUD.1.21	Dilavau au uvu laoveale ke huhulahai la uvu mai avuemo mavove. Isi hemei ulive nahie Kosive Iesu Keliso kena laheho uvuai ukolikoli laovei.
JUD.1.22	Isi ata degomoleau dolodololahamale kebiaho uvulahai haiveve. 
JUD.1.23	Isi ata degomoleau vaveve toelae humahala timale kebia malevei lohoi haivege elike Dilavau ukolikoli ovei. Isi ata degomoleau vaveve toela baluga vale kebiaho uvulahai haiveve. Isito vaveveabe toela kebia vabugevei halioveve.
JUD.1.24	Di hotoe gabi louge evive. Dilava igae negote kena la la vaveve toelamo dobuluviveve kemo la nalievei la vaveve toela ulihai la malevei ehue tige lana atagavemo ui vahaeholahave. 
JUD.1.25	Dilava keu Dilava igae. Iale Dilava ke igaemoike ataga, ivi baluga, nego, vuvune keau ua. Keau subuta avuemo ui lohoale aike ui tiale abuna vani bahata ugei. Iale keike nahie Kosive Iesu Keliso hanavoge au lohoale vaveve toelamo nahi malevenu. Hoto seleveike.
REV.1.1	Buka komo vaveve degomoleau hogodeveale ke Dilavau Iesu Keliso namihage au anelu mole hanavoge au gabie vaveve loui di namihai avoe, “Vaveve keau solekai lohoma. Iale di isiviale a Dilava ata kebia haivei.” 
REV.1.2	Dau di ivilike Dioni. Iale di onole elehai eviale ke dana hisaliai la haivege lana Dilava hoto evisi Iesu Kelisou louale keta evive. 
REV.1.3	Olena atae vudimo hoto ko dodaveniege auna vahaehoai. Ige oleuoleu hoto ko evisi vale keabuna vahaeholahai. Kosealemo buka komo onole hisaliale keu aike lohoma.
REV.1.4	Dioni dailike levaleva ko hisaliai Esia vatae dubu seveni (7) laheho hanavonu. Di isiviale Dilavau la huhuevei la hoesegevege lana kemo ue dua vave. Dilava keu subuta ui aike ua. Isi auna bae lohoi. Munanae tumu seveni (7) keau Dilava telonae vavamo umale keau bahata la hoesegevei abu uvu laovei la tedaevema. 
REV.1.5	Ige Iesuta ke nahate vama. Iesu keu Dilava hotomo negoai ata haive dua vama. Isi keu hatihatimo hovelahale ke ovokina. Iale keu vatae kosive bahata evigevenu. Keu nahiho isiviai au uvu nahiovei nahiho hatinu. Isi kemo nahie vaveve toelamo nahi malevenu. 
REV.1.6	Keu nahi malevege nahiabuna dubumo lovilahamale ata kebia nahate vai Mamave lovi vai. Iesu Keliso keu ata negote isi vuvunete. Iale auna vani bahata ui ata nalievegei. Katealemo nahi vani bahata ivive hoesehavogei. Hoto seleveike ke.
REV.1.7	Evive. Iesuna goemo dobai lohoge ata bahatae abuna elehai. Isi mai hamale kebiataeabuna elehai. Ige vatamo ata bahataeabuna elehai vabulahai ninalahai. Iale di louale kona seleve holisi. 
REV.1.8	Nahie Kosive keu vuvunete ata. Keu subuta ui aike ui lohomale ata. Iale auna bae lohoi. Keu loui avoe, “Dau onobenobe bahatae umuka. Daemo vaveve bahatau lohoale abuna tota daemo vesuai.
REV.1.9	Di haokuvuia, Iesu Keliso kemo nahi uvu igaeai ataeau Dilava adae vuvunemo uveve hoto loui ata haivege ataeabuna vatehani nahiovei. Iale nahi ke kabebi halevaito kemo negolahai ui. Di data Dilava hoto loui ata haivei kosea, “Iesu keu Dilava mo.” Ige abu kemo di mai e vigoe vata mole Batamosi keve mavoge di ua. 
REV.1.10	Iniale Kosive vanimo Munana Tumuteu lohoale di mai vuvunetige di hoto mole isute evinu. Hoto keu kibi uvuale ke nahate di iae lohonu. 
REV.1.11	Keu loui avoe, “A onole elehaniege ke hisaliai dubu seveni (7) kobiaho hanavonela. Dubu moleu Evesasi o kemo ua. Ige moleu Simina o kemo ua. Ige moleu Begamosi o kemo ua. Ige moleu Taiataila o kemo ua. Ige moleu Sadisi o kemo ua. Ige moleu Bilidevia o kemo ua. Ige moleu Laodesia o kemo ua.”
REV.1.12	Kateige di hoilahai isiviai daho loumale ke elehai. Isi hoilahai elehage hati seveni (7) golota vale keau atagai ua. 
REV.1.13	Iale kebia vigomo ata moleu Atae Ese ke nahateu ogoe dua egete hatui golota beleta vale mai au ivuka umuvaleta lamisi ua. 
REV.1.14	Ige kinaveu taeale goe nahate. Ige niveu atagale vene vedodo ke nahate. 
REV.1.15	Ige veloveu atagale keu abu auli mai venemo mahoge tahoai levolevoale ke nahate. Ige hotoveu eavu balugau egumai luluale ke nahate. 
REV.1.16	Ige adave inute keve didi seveniau (7) ua. Ige siga mole vaki mole isi vaki moleau iniale keu aivemo lohonu. Ige niveu atagale vanie vigomo vaniu halui atagale ke nahate. 
REV.1.17	Keu kateige di elehai velovemo dobai atau hatiale ke nahate vai ua. Ige au au ada inute mai di tatamo mamoi di namihai avoe, “Vabu hale. Dau vasohuta ui gabie umale ke Kosive. 
REV.1.18	Dau gibosoune. Di hatisi kemo hovelahanu. Iale di bae tota hatilivebene. Isito dana vani bahata ugei. Dau hatihati isi odavae matama ke vuvune manu. Iale dana isivianiege udaha alavoi mesoho bamui. 
REV.1.19	Iale vabu haleito a onole elehale ke hisalianela. Isi aike vaveve gabie vaveve kebiata hisalievenela. 
REV.1.20	Isito a aike elehale ihuve keu koseanu. Hati seveni (7) golota vale keau dubu seveni (7). Ige didi seveni (7) di adamo uale keau dubu nalievemale anelu seveni (7).”
REV.2.1	Kosiveu hatie vigomo lamiale keu tota Dioni namihai avoe, “Evesasi dubu nalimale keho levaleva hisaliai di hoto koseale lou. Loui kosea, “Ata moleu didi seveni (7) au ada inuteve matagevei hati seveni (7) kebia vigomo ohanomale keu loui avoe, 
REV.2.2	“Di la vaveve dua vamale ke hilokanu. Di hilokage la di lovimo kabebiholisito negolahai vama. Isi atae toela kebia halevege keau lahehi uoholilu. Keau isiviale la lobogevei loui kosea, ‘Noeau Iesu abostoloea.’ Ige la vaveveabe ke abuemo kaovai elehage keau loboe ataea. 
