MAT.1.1	Je² libro xi³ cho⁴ta⁴jchi¹nca³-le⁴ Jesucristo, ˀnti¹-le⁴ David, cˀoa⁴ ˀnti¹-le⁴ Abraham.
2CO.1.24	Li²coi³ nca³ jin⁴-jin⁴ va³te²xo³ma³-lai²⁴jin⁴ je² xi³ ma³cjain¹-no³, to⁴nca³ jin⁴ xi³ vi³ncha³cao⁴-lai²⁴jin⁴ xi³ tˀa³tsˀe⁴ cjoa⁴tsjoa³-no³, nca⁴ xi³ tˀa³tsˀe⁴ xi³ ma³cjain¹-no³ nˀion¹ ti³yo³-nio³.
2CO.2.1	Je²-vi⁴ xi³ qui³si³cja³ˀai³tsjen³ nca³ an³, nca³ tsi² cjoa²ˀai⁴con³ nqui²jnco³cˀa²-ni³no³ nca³ jon² cao⁴ cjoa⁴va³. 
2CO.2.2	Tsa² an³ cˀoa⁴-sˀin² si³va³-no³, cˀia⁴ ˀya¹-ni³ xi³ si⁴²tsjoa³-na³, tsa² tsi² je² xi³ an³ si³va³-le⁴. 
2CO.2.3	Ti⁴je²-ni³vi⁴ xi³ qui³squi³-no³, jme¹-ni³ nca³ tsi² tse³ cjoa⁴va³ tsjoa¹-si¹ni³na³ je² xi³ tjin¹-ni³le⁴ nca³ tsjoa¹-na³ cjoa⁴tsjoa³ cˀia⁴ nca³ an³ xi³ coi³choa³. Tjin¹jnco³-le⁴coan³ xi³ tˀa³tsaon⁴³ nca³tsˀio³ nca³ je² cjoa⁴tsjoa³-na⁴ ti⁴coi³-ni³ xi³ tsaon⁴³ nca³tsˀio³. 
2CO.2.4	Nca⁴ qui³squi³-no³ cao⁴ xi³ tse³ nta¹xcoan³ nca³ cjai¹ tse³ cjoa⁴ñˀain³ cao⁴ cjoa⁴fao¹ xi³ qui³sˀe³-le⁴ ni⁴ma⁴-na⁴, a³li²coi³-jin² nca³ cˀoa⁴-sˀin² coan⁴va³-no³ nca³ jon², to⁴nca³ jme¹-ni³ nca³ jcha⁴-si¹nio³ jo³ cji³ tse³ cjoa⁴tjao²cha³ xi³ tjin¹-na³ tˀa³tsaon⁴³.
2CO.2.5	Tsa² jnco³ xi³ je³qui³si³va³-na³, li²coi³ qui³si³va³-na³ nca³ to⁴ˀan³, to⁴nca³ sa³ˀnta³ qui³si³cˀa³cao⁴tˀa³ i⁴tse¹-no³ nca³tsˀio³. Cˀoa⁴-sˀin² xian³, jme¹-ni³ nca³ tsi² tse³ en¹tsjo²ˀa³ si³chjen¹-si¹nia³. 
2CO.2.6	Je² xi³ cˀoa⁴qui³sˀin³, to⁴coan³-la²ni³le⁴ je² cjoa⁴ñˀain³-vi⁴, nca³ ncjin² coan³ xi³ je³qui³si³cja³ˀa¹-le⁴. 
2CO.2.7	To⁴sa³ jon² ti⁴cha³tˀa³-lao⁴³, cˀoa⁴ ti⁴je³ta³con²-lao⁴³, jme¹-ni³ nca³ je² xi³ cˀoa⁴qui³sˀin³ li²coi³ ya⁴ cjoe⁴jin³ cjoa⁴va³ xi³ nˀion¹ tse³. 
2CO.2.8	To⁴coi³ cjoa⁴ vˀe³tsˀoa²³-ni³no³ nca³ si⁴qui²xi⁴ya³tsaon³ je² cjoa⁴tjao²cha³-no³ xi³ tˀa³tsˀe⁴ nca³ je². 
2CO.2.9	Cˀoa⁴²-ti⁴ to⁴coi³ cjoa⁴-vi⁴ nca³ qui³squi³-no³ nca³ qui³sco²tˀa³-no³ nca³ jon² tsa² qui³ni²tjo³son²³ nca³yi³je³. 
2CO.2.10	Cˀoa⁴ je² xi³ jon² ni²cha³tˀa³-lao⁴³, cˀoa⁴-ti⁴ an³ si³cha³tˀa³-le⁴. Je² xi³ an³ qui³si³cha³tˀa³, tsa² tjin¹ xi³ qui³si³cha³tˀa³, cˀoa⁴-sˀin² qui³sˀian³ xi³ tˀa³tsaon⁴³ nqui³xcon⁴ Cristo, 
2CO.2.11	jme¹-ni³ nca³ tsi² si⁴²qui³njen³-si¹ni³na¹ Satanás, nca³ ˀya³-nia¹ cjoa⁴fa³ˀai³tsjen³ma²ña⁴-le⁴. 
2CO.2.12	Cˀia⁴ nca³ je²ˀe⁴ ya⁴ Troas nca³ qui³nchja²ya³ je² en¹nta³ xi³ tˀa³tsˀe⁴ Cristo, qui³sˀe³ti⁴xˀa⁴ˀnte³-na³ tˀa³tsˀe⁴ Nai³-na¹, 
2CO.2.13	to⁴nca³ li²coi³ qui³si³cja¹ya³ ni⁴ma⁴-na⁴, nca³ tsi² tsa² coan³sjai³-na³ ntsˀe³² Tito. Cˀoa⁴-sˀin² qui³si³xa³tˀa³ cho⁴ta⁴ ya⁴-ve⁴, cˀoa⁴ quia³ ya⁴ Macedonia.
2CO.2.14	To⁴nca³ Ni³na¹ ca²ta³vˀai²-le⁴ cjoa⁴nta³, nca³ je² xi³ tsjoa¹-na¹ nca³ntsjai² nca³ ni²qui³njen³² nca³ ma³nquin¹coa⁴² Cristo Jesús. Xi³ to⁴tˀa³tsan⁴² Ni³na¹ si¹cˀa³vi¹son² nca³qui³jnta² je² cjoa⁴qui²xi⁴ xi³ tˀa³tsˀe⁴ Cristo, xi³ jo³-ni³ xo³nco¹sja³ nca³ ma³nca³va³son². 
2CO.2.15	Xi³ tˀa³tsˀe⁴ Ni³na¹ jta⁴nta³njen⁴-le⁴ Cristo nia¹, ya⁴jin³-le⁴ je² xi³ vi³tjo³ntjai², cˀoa⁴ ya⁴jin³-le⁴ xi³ cha³. 
2CO.2.16	Xi³ tˀa³tsˀe⁴ xi³ cha³ xi³ cjoa⁴qui²xi⁴ jta⁴-le⁴ cjoa⁴vi³ya³ nia¹ xi³ tsjoa¹ cjoa⁴vi³ya³, cˀoa⁴ tˀa³tsˀe⁴ xi³cˀa³ jta⁴-le⁴ cjoa⁴vi³jna³chon³ nia¹ xi³ tsjoa¹ cjoa⁴vi³jna³chon³. Cˀoa⁴ xi³ tˀa³tsˀe⁴ je² cjoa⁴-vi⁴, ˀya¹-ni³ xi³ coan⁴-le⁴ cjoa⁴ je²-vi⁴. 
2CO.2.17	Nca⁴ jin⁴-jin⁴ li²coi³ cˀoa⁴-sˀin² cjoain³-jin⁴ jo³-ni³ tsa² je² xi³ ncjin² ma³-ni³, xi³ vˀa³na⁴cha⁴ xi³ si¹qui³njen³ tˀa³-tsˀe⁴ en¹-le⁴ Ni³na¹, to⁴nca³ jin⁴-jin⁴ tjin¹qui²xi⁴ tˀa³tsain⁴-jin⁴, nca³ tsˀe⁴ Ni³na¹ ni¹⁴-jin⁴. Nqui³xcon⁴ Ni³na¹ no²cjoai⁴-jin⁴ nca³ ti³yo³coai⁴-jin⁴ Cristo.
2CO.3.1	A³ cˀoe¹tsˀia⁴cao⁴ nqui²jnco³cˀai²⁴-jin⁴ nca³ chˀa⁴sje³ntai³-jin⁴ yao³-na⁴jin⁴, a³xo⁴ jo³-ni³ cˀa³ a³ ma³chjen¹-na³jin⁴ xon⁴carta xi³ cˀoa⁴sje³nta³-na³jin⁴ xi³ tˀa³tsaon⁴³, a³xo⁴ xi³ tsaon⁴³. 
2CO.3.2	Jon² nio¹³ xi³ coio³ xon⁴-na⁴jin⁴, xi³ tjio¹tˀa³ ya⁴jin³ ni⁴ma⁴-na⁴jin⁴, xi³ nca³tsˀi³ cho⁴ta⁴ ve³, cˀoa⁴ vˀe¹xquia⁴. 
2CO.3.3	ˀya³son²tsen³-le⁴ nca³ jon² xon⁴-le⁴ Cristo, xi³ jin⁴ chji³-jin⁴, xi³ li²coi³ nta¹jin¹ qui³chji³-ni³, to⁴nca³ cao⁴ je² Espíritu Santo xi³ tsˀe⁴ Ni³na¹ xi³ ti¹jna³con³. Li²coi³ ya⁴ tjio¹tˀa³jon³ la⁴jao⁴, to⁴nca³ ya⁴ tjio¹tˀa³jon³ xi³ yao³ xi³ ni⁴ma⁴-le⁴ cho⁴ta⁴. 
2CO.3.4	Cˀoa⁴-sˀin² nta³ tjio¹jnco³con³ ni⁴ma⁴-na⁴jin⁴ xi³ to⁴tˀa³tsˀe⁴ Cristo nqui³xcon⁴ Ni³na¹. 
2CO.3.5	Li²coi³ nca³ ti⁴jin⁴-ni³ ma³-na³jin⁴ nca³ si⁴cja³ˀai³tsjain³-jin⁴ nca³ tjin¹ to⁴jme³-ni³ve⁴ xi³ to⁴tˀa³tsain⁴-jin⁴, to⁴nca³ je² xi³ to⁴tˀa³tsˀe⁴ ma³-na³jin⁴, je² Ni³na¹, 
2CO.3.6	xi³ cˀoa⁴-ti⁴ qui³tsjoa³-na³jin⁴ nca³nˀion¹ nca³ ma³-na³jin⁴ ni²xa¹-lai⁴jin⁴ tˀa³tsˀe⁴ jnco³ cjoa⁴cho⁴tse⁴ xi³ tjin¹nˀion¹, li²coi³ xi³ tsˀe⁴ xi³ je³tji¹tˀa³, to⁴nca³ je² xi³ tsˀe⁴ Espíritu Santo, nca³ je² xi³ tji¹tˀa³ si¹cˀen³, to⁴nca³ je² Espíritu Santo tsjoa¹ cjoa⁴vi³jna³chon³. 
2CO.3.7	Cˀoa⁴ je² cjoa⁴ xi³ qui³sco³ˀai²ˀnte²-le⁴ cjoa⁴vi³ya³, xi³ ya⁴ qui³sˀe³tˀa³jon³ la⁴jao⁴, cˀoa⁴coan³ cao⁴ cjoa⁴je³ya³, sa³ˀnta³ je² xti³-le⁴ Israel li²coi³ coan³ nˀion¹ qui³sco²tsen³-le⁴ je² ncjain¹ Moisés, to⁴tˀa³tsˀe⁴ je² cjoa⁴je³ya³-le⁴ ncjain¹. Je² cjoa⁴je³ya³ tjin¹-ni³ nca³ qui³ qui³cha³. 
2CO.3.8	Jo¹-sˀin² nca³ tsi² nqui²sa⁴ nta³ coi⁴tjo³je³ya³ je² cjoa⁴ xi³ je² Espíritu Santo cjo³ˀai²ˀnte²-le⁴. 
2CO.3.9	Tsa² je² cjoa⁴ xi³ qui³sco³ˀai²ˀnte²-le⁴ cjoa⁴ñˀain³ coan³ cao⁴ cjoa⁴je³ya³, nqui²sa⁴ to⁴coan⁴je³ya³ je² cjoa⁴je³ya³-le⁴ je² cjoa⁴ xi³ cjo³ˀai²ˀnte²-le⁴ cjoa⁴qui²xi⁴. 
2CO.3.10	Je² xi³ qui³sˀe³-le⁴ cjoa⁴je³ya³, li²coi³ ti⁴cˀoa⁴-sˀin² tjin¹-ni³le⁴ cjoa⁴je³ya³ ntˀai⁴, nca³ tjin¹ nqui²jnco³ cjoa⁴je³ya³ xi³ to⁴nqui²sa⁴ ncˀa³ tjin¹. 
2CO.3.11	Tsa² je² xi³ cha³, qui³sˀe³-le⁴ cjoa⁴je³ya³, nqui²sa⁴ to⁴sˀe⁴-le⁴ cjoa⁴je³ya³ je² xi³ vˀe²jna³ntsjai². 
2CO.3.12	Cˀoa⁴-sˀin² nca³ ti³cho³ya²-le⁴² coi³ cjoa⁴-vi⁴, nˀion¹con³ ni⁴ma⁴-na¹ nca³ no²cjoa⁴-nia¹. 
2CO.3.13	Li²coi³ jo³-ni³ Moisés xi³ tsa³cˀe¹jtsa³ ncjain¹ jnco³ na³jño³, jme¹-ni³ nca³ je² xti³-le⁴ Israel li²coi³ nˀion¹ qui³sco²tsen³-le⁴ jo³-sˀin² cjoe⁴tˀa³ je² xi³ tjin¹-ni³ nca³ cha⁴. 
2CO.3.14	To⁴nca³ je² cjoa⁴fa³ˀai³tsjen³-le⁴ cho⁴ta⁴ Israel xi¹jin³ coan³. Sa³ˀnta³ ntˀai⁴-vi⁴ cˀia⁴ nca³ vˀe¹xquia⁴ je² cjoa⁴ xi³ jchi¹nca³ xi³ tjin¹nˀion¹, to⁴jo³ cje³ tjo³sje³jtsa³-jin²le⁴ na³jño³ xi³ ti⁴coi³-ni³, xi³ to⁴Cristo fa³ˀa¹xin². 
2CO.3.15	Sa³ˀnta³ ntˀai⁴-vi⁴, je² na³jño³ to⁴jo³ cji³jtsa³ ni⁴ma⁴-le⁴, to⁴cˀia⁴-ni³ve⁴ nca³ sˀe³xquia⁴jin³-ni³ xi³ tsˀe⁴ Moisés. 
2CO.3.16	To⁴nca³ cˀia⁴ nca³ si¹cˀo¹fa³ya³tˀa³-le⁴ je² Nai³-na¹, je² na³jño³ xi³ cji³jtsa³ tjo¹xin². 
2CO.3.17	Je² Nai³-na¹ tso²-ni³ Espíritu Santo. Cˀoa⁴ jña³ nca³ tjin¹ je² Espíritu Santo xi³ tsˀe⁴ Nai³-na¹, ya⁴ tjin¹ cjoa⁴ntai¹. 
2CO.3.18	To⁴coi³ ña¹ nca³tsˀia³² nca³ tsi² tjio¹ˀma³ ncjan³², nca³ cho¹tsen³ya³² jo³-ni³ tsa² jnco³ cho⁴tsin¹ je² cjoa⁴je³ya³-le⁴ Nai³-na¹, cˀoa⁴-sˀin² cji³vˀa³ntjai²ya³² nca³ cˀoa⁴coan⁴ cjoan³² jo³ cjoan³ Nai³-na¹, nca³ tjin¹-na¹ cjoa⁴je³ya³, cˀoa⁴ nqui²sa⁴ tse³ cjoa⁴je³ya³ nca³ nčhoa¹-ni³ je² Nai³-na¹ xi³ je² Espíritu.
2CO.4.1	To⁴coi³ nca³ tjin¹-na³jin⁴ jin⁴-jin⁴ je² xa¹-vi⁴, jo³-sˀin² Ni³na¹ coan³ma⁴que³-na³jin⁴, li²coi³ ma³ˀi³ntai³⁴-jin⁴. 
2CO.4.2	To⁴nca³ qui³chja³ˀa²xin²⁴-jin⁴ je² cjoa⁴ xi³ to⁴ˀma³-sˀin² sˀin¹ xi³ tsˀe⁴ cjoa⁴soa³, nca³ tsi² cjoa⁴ma²ña⁴ coi⁴to¹mjen³coai⁴-jin⁴, nca³ tsi² si⁴cˀa³ntjai²yai³⁴-jin⁴ je² en¹-le⁴ Ni³na¹, to⁴nca³ chˀa⁴sje³son²tsain³-jin⁴ je² xi³ cjoa⁴qui²xi⁴, nca³ ti⁴jin⁴-ni³jin⁴ nta³ chˀa²sjai³⁴-jin⁴ yao³-na⁴jin⁴ tˀa³tsˀe⁴ cjoa⁴fa³ˀai³tsjen³-le⁴ nca³tsˀi³ cho⁴ta⁴ nqui³xcon⁴ Ni³na¹. 
2CO.4.3	Tsa² je² en¹nta³ xi³ tˀa³tsˀe⁴ Cristo xi³ no²cjoa⁴yai³⁴-jin⁴ to⁴jo³ tji¹jtsa³ˀma³, tji¹jtsa³ˀma³jin³-le⁴ to⁴je² xi³ cha³. 
2CO.4.4	Tˀa³tsˀe⁴ xi³ cha³, je² ni³na¹ xi³ tsˀe⁴ son³ˀnte³-vi⁴ ntˀai⁴-vi⁴ tsa³cˀe¹chjoa²nqui³ cjoa⁴fa³ˀai³tsjen³-le⁴ je² xi³ tsi² ma³cjain¹-le⁴, jme¹-ni³ nca³ tsi² sˀe⁴-si¹ni³le⁴ sen¹ cao⁴ cjoa⁴ˀi³sen³-le⁴ je² en¹nta³ xi³ tˀa³tsˀe⁴ cjoa⁴je³ya³-le⁴ Cristo xi³ Ni³na¹ ji³tjo³jin³. 
2CO.4.5	Nca⁴ tsi²coi³ no²cjoa⁴yai³⁴-jin⁴ xi³ ti⁴tˀa³tsain⁴-ni³jin⁴, to⁴tˀa³tsˀe⁴ Jesucristo nca³ Nai³-na¹ ma³, cˀoa⁴ jin⁴-jin⁴ cho⁴ˀnta³-no³ mai³⁴-jin⁴ xi³ tˀa³tsˀe⁴ Jesús. 
2CO.4.6	Nca⁴ Ni³na¹ xi³ cˀoa⁴qui³tso², je² lˀi¹ ca²ta³ma³ˀi³sen³-ni³ jña³ njion²chon³, cˀoa⁴ je² ni¹ xi³ qui³si³ˀi³sen³jin³ ni⁴ma⁴-na⁴jin⁴. Cˀoa⁴-sˀin² tˀa³tsain⁴-jin⁴ qui³si³ˀi³sen³, jme¹-ni³ nca³ jcha⁴-si¹ni³jin⁴ je² cjoa⁴je³ya³-le⁴ Ni³na¹ xi³ ncjain¹ Jesucristo ma³tsen³-ni³.
2CO.4.7	To⁴nca³ tjin¹-na³jin⁴ je² cjoa⁴-vi⁴ xi³ nˀion¹ nta³ jo³-ni³ tsa² ja⁴ya³-le⁴ jnco³ ti⁴² xi³ ni³ˀnte³, jme¹-ni³ nca³ jcha⁴-si¹ni³le⁴ nca³ je² nca³nˀion¹ xi³ nˀion¹ tse³ tsˀe⁴ Ni³na¹ ni¹, a³li² tsain⁴-jin²jin⁴. 
2CO.4.8	To⁴jo³ cji³ nca³yi³je³ tjin¹-na³jin⁴ cjoa⁴ñˀain³, to⁴nca³ li²jo³ ma³-na³jin⁴. Li²coi³ ˀyai³⁴-jin⁴ jme³ xi³ sˀiain⁴-jin⁴, to⁴nca³ li²coi³ ni²cjao¹jin³-jin⁴. 
2CO.4.9	Tjin¹ xi³ tjen⁴nqui³co²ntran⁴-na³jin⁴, to⁴nca³ li²coi³ qui³njion²-ta³con²na³jin⁴, ni²cˀa³tsao³-na³jin⁴, to⁴nca³ li²coi³ chai³⁴-jin⁴. 
2CO.4.10	Nca³ntsjai² to⁴jña³-ni³ main¹cao⁴jin³-jin⁴ yao³-na⁴jin⁴ je² cjoa⁴vi³ya³ xi³ tsˀe⁴ Jesús, jme¹-ni³ nca³ cˀoa⁴-ti⁴ je² cjoa⁴vi³jna³chon³-le⁴ Jesús cˀoa⁴-ti⁴sˀin² coan⁴tsen³jin³-si¹ni³ yao³-na⁴jin⁴. 
2CO.4.11	Nca⁴ jin⁴-jin⁴ xi³ ti³yo³choin³-jin⁴, vˀai²tˀain³ntsjai²-na³jin⁴ cjoa⁴vi³ya³ xi³ tˀa³tsˀe⁴ Jesús, jme¹-ni³ nca³ je² cjoa⁴vi³jna³chon³-le⁴ Jesús coan⁴tsen³jin³-si¹ni³ yao³-na⁴jin⁴ xi³ mˀen³. 
2CO.4.12	Cˀoa⁴-sˀin² cjoa⁴vi³ya³ si¹xa¹jin³-na³jin⁴ nca³ jin⁴, to⁴-nca³ cjoa⁴vi³jna³chon³ si¹xa¹jin³-no³ nca³ jon². 
2CO.4.13	To⁴nca³ to⁴nco¹son²-sˀin² ma³cjain¹-na³jin⁴ jo³-sˀin² coan³cjain¹-le⁴ je² xi³ cˀoa⁴-sˀin² qui³squi³: Coan³cjain¹-na³, to⁴coi³ cˀoa⁴-sˀin² qui³nchja²³-nia³. Jin⁴-jin⁴ cˀoa⁴-ti⁴sˀin²ni³ ma³cjain¹-na³jin⁴, to⁴coi³ cˀoa⁴-sˀin² no²cjoa⁴-ni³jin⁴. 
2CO.4.14	ˀya³qui²xi⁴-ni¹⁴jin⁴ nca³ je² xi³ qui³si³cja³ˀa¹ya³-le⁴ Nai³-na¹ Jesús, cˀoa⁴-ti⁴ jin⁴-jin⁴ si⁴²cja³ˀa¹ya³-na³jin⁴ cao⁴ Jesús, cˀoa⁴ si⁴²ca³tio¹va³sen³-na³jin⁴ cao⁴ jon². 
2CO.4.15	Nca³yi³je³ je² cjoa⁴-vi⁴ tˀa³tsaon⁴³ nio¹³, jme¹-ni³ nca³ coan⁴tse³ya³-si¹sa³ni³ cjoa⁴nta³ xi³ tˀa³tsˀe⁴ cho⁴ta⁴ncjin²-sa³, cˀoa⁴ jme¹-ni³ nca³ cˀoai⁴-si¹sa³ni³le⁴ cjoa⁴nta³ Ni³na¹, cˀoa⁴-sˀin² coan⁴tse³ya³-sa³ je² cjoa⁴je³ya³-le⁴ Ni³na¹. 
2CO.4.16	To⁴coi³ li²coi³ ma³ˀi³nta³-ni³jin⁴. To⁴nca³ nta³ tsa² je² yao³cho⁴ta⁴-na⁴jin⁴ cˀoa⁴-sˀin² ti¹fe³nqui³, je² jo³ cjoan³ya³-na³jin⁴ cji³ma³cho⁴tse⁴ya³ ni⁴čhjin³ nca³ nchaon³. 
2CO.4.17	Cˀoa⁴ je² cjoa⁴ñˀain³-na⁴jin⁴ xi³ to⁴jnco³ tjo² ntˀai⁴-vi⁴, xi³ xan⁴ tjin¹, ti¹vˀe¹nta³-na³jin⁴ xi³ nqui²sa⁴ tse³ cjoa⁴je³ya³ xi³ nca³ntsjai² xi³ li²coi³ ma³ ma³ni²nco¹son². 
2CO.4.18	Nca⁴ tsi² ni²sin³-lai⁴jin⁴ cjoa⁴ xi³ ma³tsen³, to⁴nca³ je² xi³ tsi² ma³tsen³, nca³ je² cjoa⁴ xi³ ma³tsen³ to⁴fa³ˀa³to³-ni¹, to⁴nca³ je² xi³ tsi² ma³tsen³ tjio¹ nca³ntsjai².
2CO.5.1	Nca⁴ ˀya³qui²xi⁴-ni¹⁴jin⁴ tsa² je² ntˀia³son³ˀnte³ xi³ jo³-ni³ to⁴čhjoa⁴carpa jña³ vi³yo³ˀya²-ni¹⁴jin⁴ cˀoa⁴-sˀin² cjoi⁴tson¹, tjin¹-na³jin⁴ jnco³ ni³ˀya³ xi³ Ni³na¹ tsa³cˀe¹nta³-na³jin⁴, xi³ tsi² tsa² ntsja³ cho⁴ta⁴ coan³nta³-ni³, xi³ ti¹jna³ntsjai² ncˀa³jmi³. 
2CO.5.2	Tse³nai²⁴-jin⁴ i⁴ ntˀia³son³ˀnte³-na⁴jin⁴, nca³ cjai¹ me³-na³jin⁴ chˀa²cja¹son²ncˀai³⁴-jin⁴ je² ntˀia³-na⁴jin⁴ xi³ cjoi⁴nčhoa³-ni³ ncˀa³jmi³. 
2CO.5.3	Tsa² je³qui³chˀa²cjai¹⁴-jin⁴, cˀia⁴ li²coi³ coan⁴sjai³-jin⁴ nca³ ti³yo³jti²-jin⁴. 
2CO.5.4	Nca⁴ cˀoa⁴-ti⁴sˀin²ni³ jin⁴-jin⁴ xi³ ti³yoi³⁴-jin⁴ je² ntˀia³na³jño³-vi⁴, tse³nai²⁴-jin⁴ nca³ ñˀain³ cji³ne²-na³jin⁴ cjoa⁴, li²coi³ nca³ me³-na³jin⁴ nca³ chja⁴ˀa²xin²-na³jin⁴ ntˀia³na³jño³-vi⁴, to⁴nca³ coi³ nca³ me³-na³jin⁴ chˀa⁴cja¹soin²⁴-jin⁴, jme¹-ni³ nca³ je² xi³ mˀen³ cˀoa⁴-sˀin² cˀoa⁴ntjai²ya³jin³-ni³ cao⁴ cjoa⁴vi³jna³chon³. 
2CO.5.5	Cˀoa⁴ je² xi³ tsa³cˀe¹nta³-na³jin⁴ tˀa³tsˀe⁴ xi³ ti⁴coi³-ni³ je²-vi⁴, je² Ni³na¹, xi³ qui³tsjoa³-na³jin⁴ je² Espíritu Santo xi³ qui³sˀe³jna³nqui³-na³jin⁴. 
2CO.5.6	Cˀoa⁴-sˀin² tjio¹jnco³ta³coin²⁴-jin⁴ nca³ntsjai², nca³ ˀya³qui²xi⁴-ni¹⁴jin⁴ nca³ ti³yo³tˀa³xin²-lai⁴jin⁴ Nai³-na¹ tjen⁴ nca³ ti³yo³jin³-jin⁴ yao³-na⁴jin⁴. 
2CO.5.7	Nca⁴ ti³ma²-ni¹⁴jin⁴ xi³ tˀa³tsˀe⁴ xi³ ma³cjain¹-na³jin⁴, li²coi³ xi³ tˀa³tsˀe⁴ xi³ to⁴cho²tsain³-jin⁴. 
2CO.5.8	To⁴nca³ tjio¹jnco³ta³coin²⁴-jin⁴, cˀoa⁴ nqui²sa⁴ coan⁴tsjoa³-na³jin⁴ tsa² ti³yo³tˀa³xin²-lai⁴jin⁴ yao³-na⁴jin⁴, nca³ ti³yo³coai⁴-jin⁴ Nai³-na¹. 
2CO.5.9	To⁴coi³ cˀoa⁴-ti⁴ nqui²sa⁴ nˀion¹ vˀe²ta³con²-lai⁴jin⁴ nca³ nta³ sa³sen¹ta³con²-lai⁴jin⁴ nca³ je², a³xo⁴ nca³ ti³yo³tˀa³xin²⁴-jin⁴, a³xo⁴ nca³ ya⁴ ti³yo³coai⁴-jin⁴. 
2CO.5.10	Cjoa⁴nˀion¹ coi⁴yoa³² nca³tsˀia³² nqui³xcon⁴ cjoa⁴te¹xo³ma³-le⁴ Cristo, jme¹-ni³ nca³ jnco¹jnco¹ cˀoai⁴-si¹ni³na¹ jo³-sˀin² qui³nˀian³² cao⁴ yao³-na¹, tsa² nta³ tjin¹ a³xo⁴ tsa² chˀao³ tjin¹.
2CO.5.11	To⁴coi³ cjoa⁴ nca³ cˀoa⁴-sˀin² xcon¹ ˀyai³⁴-jin⁴ Nai³-na¹, cˀoa⁴-sˀin² ni²ntˀe¹tˀai³⁴-jin⁴ cho⁴ta⁴, to⁴nca³ Ni³na¹ nta³ ve³son²tsen³-na³jin⁴. Cˀoa⁴ co³ya²-le⁴ nca³ cˀoa⁴-ti⁴ ˀya³son²tsen³-na³jin⁴ ya⁴jin³-le⁴ cjoa⁴fa³ˀai³tsjen³-no³. 
2CO.5.12	Li²coi³ nˀo²sje³nta³ nqui²jnco³cˀa²-ni³⁴jin⁴ yao³-na⁴jin⁴ nqui³xcon³, to⁴nca³ vˀai²ˀnte²-lai²⁴jin⁴ nca³ jon² nca³ nˀo²sje³je³ya³-na³jin⁴ nca³ jin⁴-jin⁴, jme¹-ni³ nca³ sˀe⁴-si¹ni³no³ en¹ xi³ coi⁴xon¹-lao⁴³ je² xi³ vˀa³sje³je³ya³ jo³ cjoan³ yao³-le⁴, cˀoa⁴ li²coi³ vˀa³sje³je³ya³ xi³ tsˀe⁴ ni⁴ma⁴-le⁴. 
2CO.5.13	Tsa² sca¹-na³jin⁴, coi³ xi³ tˀa³tsˀe⁴ Ni³na¹, cˀoa⁴ tsa² nta³ tjio¹-ta³coin²⁴jin⁴, coi³ xi³ tˀa³tsaon⁴³ nca³ jon². 
2CO.5.14	Je² cjoa⁴tjao²cha³-le⁴ Cristo cjoa⁴nˀion¹ sˀin¹-na³jin⁴, nca³ je³qui³ni²cja³ˀai³tsjain³-jin⁴ je²-vi⁴, nca³ jnco³ xi³ cˀen³ xi³ tˀa³tsˀe⁴ nca³tsˀi³, coi³ tjio¹cˀen³-ni³ nca³tsˀi³. 
2CO.5.15	Cˀoa⁴ cˀen³ xi³ tˀa³tsˀe⁴ nca³tsˀi³, jme¹-ni³ nca³ je² xi³ tjio¹con³, li²coi³ ti⁴coa⁴tio⁴con³-ni³ xi³ ti⁴tˀa³tsˀe⁴-ni³, to⁴nca³ xi³ tˀa³tsˀe⁴ je² xi³ cˀoa⁴-sˀin² cˀen³, cˀoa⁴ xi³ qui³ni²cja³ˀa¹ya²-ni³le⁴ xi³ tˀa³tsˀe⁴. 
2CO.5.16	To⁴coi³ nca³ ntˀai⁴-vi⁴ xi³ fi²-sa³ni³ jin⁴-jin⁴ ni⁴ˀya³-jin² xi³ ˀyai³⁴-jin⁴ jo³-sˀin² tjio¹ cjoa⁴fa³ˀai³tsjen³-le⁴ cho⁴ta⁴, nta³ tsa² cˀoa⁴-sˀin² tsa³ˀyai³⁴-jin⁴ Cristo jo³-sˀin² tjio¹ cjoa⁴fa³ˀai³tsjen³-le⁴ cho⁴ta⁴, to⁴nca³ ntˀai⁴-vi⁴ li²coi³ ti⁴cˀoa⁴-sˀin²ni³ ˀya³-ni³jin⁴ nca³ je². 
2CO.5.17	Cˀia⁴ tsa² jnco³ xi³ ti¹jna³cao⁴ Cristo, coan³cho⁴tse⁴ya³ nqui²ntia³-ni³. Je² cjoa⁴ nca³sˀa⁴ je³ja³ˀa³to³. Coe⁴-ni³ coan³cho⁴tse⁴ nca³yi³je³ cjoa⁴. 
2CO.5.18	Cˀoa⁴ nca³yi³je³ je²-vi⁴ Ni³na¹ nčhoa¹-ni³. Xi³ to⁴tˀa³tsˀe⁴ Cristo qui³si³cjao²nta³-na¹ Ni³na¹ xi³ ti⁴tˀa³tsˀe⁴-ni³, cˀoa⁴ qui³tsjoa³-na³jin⁴ je² xa¹ nca³ si⁴cjao²nta³-ni³jin⁴. 
