GEN.1.1	Tana vuivuni mai dania God te gonia na kokou mana pari. 
1TH.3.10	Na pukuna sughua keri, ge ai kokoeliulivuti bongi mana dani vania na Lord, ge kai ghoi gatu righighau ghua ge kai vaheghau na balu bosa hahanga ge ke ngasi uto nimiu na taluutuni.
1TH.3.11	Nimami na kokoeliulivuti vania God Tamada maia dida na Lord Jesus Christ te vagha eni, ighai tai nongia God ge ke hangaghai ma kai tona minamina ge kai gatu va kaoghau. 
1TH.3.12	Mai kokoeliulivuti ghua ge a God ke hangaghau ge kau sopa veidolovi oli heghemiu, maia kau dolovira ghua na lei tinoni soko ge ke sule na dolo tana ghobumiu, te vagha tai nia iga na doloviamiu. 
1TH.3.13	Ke vagha kau sopa veidolovi te vagha eni ke, God ke patupatu ngasilighi na liomiu, mi tana bona Lord Jesus Christ ke oli mai kolura nina vure tabu ke, agaia ke hangaghau ge kau kabu maemane tana matana God Tamada.
1TH.4.1	Ma eni ghua ghau rana taluutuni, ighai tai kurutighau tana ahana Lord Jesus ge kau kabu tana vola te maemane te liona God, te vagha tai taraighau nia. Mau nea te vagha eni taeni, mai ghoi bosa patupatughau so ge kau nia tona haliu na vola te maemane te liona God. 
1TH.4.2	Ma sogea kau ghanaghana olia na hava tai taraighau nia tana ahana Lord Jesus. 
1TH.4.3	God te liomiu ge kau kabu tabu na pukuna keri kau keba sanighi na lei vata ni kabu ngelengele mana tangotangodika, 
1TH.4.4	ge ma sopa sakai itamiu ke righitaonia heghena na hulina, ma kau kabu tabu ge kara ghanaghana mavaghau na lei tinoni. 
1TH.4.5	Ma kau sania na lio ni gharu mana ngelengele te vaghara na vure voo tara mua manahana God. 
1TH.4.6	Ma kau bei gonia siki totobo te dika, ma kau bei kabalaghi kolura na taudira rahei tara taluutuni, na pukuna God ke torora arahei tara ghaghua iga, te vagha tai diki tughunitatea vanighau tua. 
1TH.4.7	God te mua hologhita mai tana kaukabu meto, mi tana kabu tabu vamua. 
1TH.4.8	Na pukuna eni ke, ge ahei itamiu te nia pariparilee nina na lei vetena ke, te mua nia pariparilee na tinoni, ma God sughua, ma gaia God te vaheghau mai tua nina Tarunga Tabu.
1TH.4.9	Keri ke, ma kai mua gerea vanighau siki totobo ghua nia na doloviadira rana taluutuni tana holohoru, na pukuna God te tarai soko ghau nia tua ge kau sopa veidolovi te vagha keri. 
1TH.4.10	Me utuni sughua, ighau tau dolovi sokora sughua tua rana taluutuni tara kabu kolili tana bubulo i Macedonia. Hauva, mai ghoi kurutighau sono ge ke sule va nimiu na dolo tau nea vanira tua tana vuivuni. 
1TH.4.11	Te vagha tai bosaa vanighau tua, kau tabotabo sule ngangata ge kau kabu beto haia kolura na lei tinoni, ma kau nia tona haliu vaso nimiu na lutu heghemiu, ma kau bei lavibuleani nina lutu na tinoni keha. Ma kau lutu laga ge kau topoa na ghamiu na vanga heghemiu. 
1TH.4.12	Na pukuna keri ke, na vure tara mua ghahara tana taluutuni kara nighau kikinima. Vaho ge kau bei ghanaghanaa gea ahei ke hangaghau nia siki vanga mana rongo.
1TH.4.13	Ghau rana taluutuni tana holohoru, ai liona ge kau ghilala utoa na hava ke kalera arahei tara mate tua, na pukuna e mua uto ge kau nira dikalio te vagha tara ghaghua iga na lei tinoni tara mua taluutunia, na pukuna tara mua ghanaghana dilaa nia na tughuru oli tana mate. 
1TH.4.14	Mi ghita eni ke ta taluutunia Jesus te mate, me ghoi vola oli ghua, te vagha ghua keri tai taluutunia tana bona Jesus ke ghoi oli mai, God ke volaolira rana taluutuni soko tara mate tua me ke ghoro kolura itatana Jesus.
1TH.4.15	Na bosa tai talutatea eni ke, nina bosa ni tarai Jesus te talutatea vanighai, mi ghita ta vola mua tana bona Jesus ke oli mai, ka mua diki tona itadira arahei tara mate tua.
1TH.4.16	Na pukuna gaia Lord sughua ke horu mai kokou nia na ngilingili, nia na manga ni tarunga vetena kamanagho, ma nia na tangina nina tavuli God, ma gaira tara mate ta Christ kara diki vola oli. 
1TH.4.17	Mi murina eni, ighita ta vola mua tana bongi keri, God geva ke lavidatoghita tana parako kolura nia arahei tara mate tua, ge ka va topoa dida na Lord God ge ka va kabu kolu itatana ke va me va. 
1TH.4.18	Keri ke, me uto ngangata sughua ge kau ladavaghinighi haia na lei bosa ini vanighau heghemiu ge ke patupatui na ghanaghanamiu.
1TH.5.1	Ghau rana taluutuni, ighai kai mua tangomana ge kai gerei vanighau na bona ni bongi ke oli mai a Lord Jesus, 
1TH.5.2	na pukuna ighau tau ghilala utoa na bongi keri a Lord ke mai ribehaghi ga, vaghaa na tinoni gito ke mai tana valemiu tana bongi tana bona kau mua ghilalaa.
1TH.5.3	Mi tana bongi vaghana keri, na lei tinoni kara mua taluutuni kara ghaghua, “Ighita ka kabu tana mabo mana vola uto,” hauva mana haurake ke mai ivuvungadira, te vagha na vaivine te bohe me vahaghitaili. Ma kara mua ghoi tangomana na sama keha iga.
1TH.5.4	Mi ghau, ghau rana taluutuni, tau mua ghahaghau tana pungi. Keri ge kau mua nia hare na bongi keri, te vagha na mane ke nia hare tana bona na tinoni gito ke mai. 
1TH.5.5	Ighau udolu na lei dalei marara, keri ge au gonighi na lei totobo uto. Ighita udolu ta mua ghahaghita tana pungi, ma mua gonighi na lei totobo dika. 
1TH.5.6	Na pukuna te vagha keri ke, ka bei lubatighita gea ge ka vaghara na balu tara maturu vamua, ma ka rarai ma ka gonidila tua. 
1TH.5.7	Na bongi ke na bona ni maturu, maia na bona na vure tara inu bulebule ghua iga. 
1TH.5.8	Hauva, mana pukuna ighita vania na marara ke, a mua bule ma kabu maemane, nia na taluana na taluutuni ta Jesus mana dolo itadira na lei tinoni ge ke pilupungisighita, te vagha na kisumate te talua na haharana ni halo tana aheahena, mana pitudilaana na maurihali, te vagha na kisumate te talua na kepi halo. 
1TH.5.9	Na pukuna God te mua vilighita ge ka vahaghitaili. Taho! Ma God te vilighita ge ka lavia na maurihali itatana dida na Lord Jesus Christ. 
1TH.5.10	Jesus te mate vanighita ge ighita ka vola pa ka mate tana bona ke oli mai ke, ighita ka kabukolu haia itatana. 
1TH.5.11	Na pukuna keri ke, kau veihahangai ma kau patupatughau heghemiu ge kau tughuru ngasi te vagha tau ghaghua tua iga itaeni.
1TH.5.12	Uto! Ighau rana taluutuni, taeni ighai tai nongighau, ge kau ghanaghana mavara arahei tara hulighau itatana Lord. Agaira tara lutu laga mara taraighau nia na nilabu te maemane. 
1TH.5.13	Kau talumavara tana dolo na pukuna didira na lutu, ma kau kabu mabo nia na lei tinoni taluutuni.
1TH.5.14	Ighau rana taluutuni, ighai tai kurutighau, ge kau bosa laga itadira arahei tara lugu, ma kau ngasilighi na ghanaghanadira rana taluutuni te labe didira na taluutuni. Kau hangara gaira tara mua tangomana ge kara hangara heghedira, ma kau kabu rurughu itadira na lei tinoni soko. 
1TH.5.15	Kau righiutoa, bei tughua nia na totobo dika na dika, ma kau nei na lei totobo uto itamiu heghemiu, maia kau nei na totobo uto ghua itadira na lei tinoni soko.
1TH.5.16	Ma kau togotogo haia tana lei bongi soko, 
1TH.5.17	ma kau kokoeliulivuti haia, 
1TH.5.18	ma kau holoutoa haia God, keba kaleghau na lei totobo uto pana lei totobo dika. Na lei totobo kiri, God te liona ge kau nei, na pukuna ighau nina vure Jesus Christ.
1TH.5.19	Kau bei hovea na Tarunga Tabu ge ke nei nina lutu ighobumiu. 
1TH.5.20	Bei nighi sika na hava na lei prophet tara bosadilai. 
1TH.5.21	Ma kau tabotaboi na hava tara bosai, ma kau tabe ngasilia na hava te uto. 
1TH.5.22	Ma kau tabalili keha tana lei dika soko.
1TH.5.23	Ighai tai kokoeliulivuti vania God, te vaheghita na mabo, ge ke marabughau tana lei totobo soko tana tobamiu, mana tarungamiu, maia na hulimiu ke kabu mahebo tana maiana dida na Lord Jesus Christ. 
1TH.5.24	Agaia God vamua te hologhau mai, ke vaheghau na lei totobo raini, na pukuna God te nei haia na hava te nia baubahu.
1TH.5.25	Ghau na lei tinoni taluutuni, kau kokoeliulivuti vanighai haia.
1TH.5.26	Holoutora na lei tinoni taluutuni nia na nonginongi tabu.
1TH.5.27	Inau tu nongighau tana ahana a Lord, ge kau idumia na gegere eni vanira rana taluutuni kakeri.
1TH.5.28	Na nina sonihalavu dida Lord Jesus Christ ke kabu haia itamiu soko.
2TH.1.1	Inau Paul kolura nia Silas ma Timothy,
2TH.1.1	tolughai tai gegere vanighau gatu ighau na vure tana holohoru tau ghahaghau i Thessalonica, ighau tau taluutunia God na tamada maia dida na Lord Jesus Christ. 
2TH.1.2	Ighai tai kokoeliulivuti, ge a God na tamada maia dida na Lord Jesus Christ koro vaheghau na sonihalavu, ma gaira koro nighau ge kau kabu sakai sonikolu tana mabo.
2TH.1.3	Ghau rana taluutuni,
2TH.1.4	Na pukuna keri, ighai tai nighau kokoe talunagho va itadira na vure tara taluutunia God tana lei komu keha. Mai bosai vanira nia ivei te vagha na tona haliuana nimiu na taluutuni ta God, ma nimiu na tughuru ngasi mana taotaoni itatana, sakai manaa tara nighau ghighirou, ge au lavia na vahaghitaili te sule ngangata.
2TH.1.5	Mana lei totobo raini tara righi vakalea anina dete God te maemane haia. Mana oliolina keri, God ke neghau ge ke ulaghamiu na haghe tana kinakabuna na pukuna a nimiu na kabu vahaghitaili. 
2TH.1.6	Mi lokana anina na dete te maemane, agaia ke vahera na totoro arahei tara nighau ghighirou. 
2TH.1.7	Ma God ke vaheghau na mabo na pukuna tara nighau ghighirou, ma vanighai ghua ighai, tana bona a Lord Jesus ke oli mai kokou me ke tate tana parako. Ma gaia ke mai kolura nina na ovu ni angel laga, 
2TH.1.8	tana lapilapi ni lake, me ke nia mai na deteadira rahei tara mua ghilala God, maia rahei tara hove na taoniana nina na Rongorongo uto dida na Lord Jesus. 
2TH.1.9	Ma kara vahera na totoro tana lake kasila, ma kara voka kasila itatana Lord, mi ta nina na maana te rongoragha. 
2TH.1.10	Tana bona gaia ke mai tana bongi keri, ge ke lavia na rongoragha, mana holohaba itadira nina vure tabu udolu. Mi ghau ghua itadira rahei tara holohabaa gaia tana bongi keri, na pukuna ighau ghua tau taluutunighi na hava ighai tai bosai nia gaia.
2TH.1.11	Na pukuna eni, ighai tai tona haliu sono na kokoeliulivutiamiu, ge a dida na God ke neghau ge ke ulaghamiu na vola te vagha gaia te hologhau nia tua. Mi ghai tai kokoeliulivuti ghua, ge a God ta nina na maana ke hangaghau ge kau nei na lei ghanaghana tara uto mana lei gehegehe ni lio kikinima. 
2TH.1.12	Mana vure subo kara nia kikinima na ahana dida na Lord Jesus na pukuna ighau, mi ghau ghua kara nighau kikinima kolua nia gaia. Raeni udolu ke tangomana na kale na pukuna anina sonihalavu dida na God ma Lord Jesus Christ.
2TH.2.1	Ghau rana taluutuni, nia na oliana mai dida na Lord Jesus Christ, me ke ghoro kolughita itatana, kai bosaa vanighau, 
2TH.2.2	ke bei nia hughahughapoto pe ke nighi vaghiliu na ghanaghanamiu te vagha kau rongovi kolilia na bosa te ghaghua, na bongina Lord te sara mai tua. E mua uto ge kara pegoghau ma kara ghaghua tara vaevanea na mabubu, pana Tarunga Tabu te bosaa eni, pa kara bosa ighai tai bosai pa tai gerei ta nimami na lei gegere. 
2TH.2.3	Ke bei pegoghau gea siki sakai ta siki halautu te keha. Na bongi keri, ke mua poso mua, ritini na veilalabui sule kolua God ke diki kale mughua, me ke tate mai na tinoni diu vetena. Na tinoni keri te liona ge ke haurakei na lei totobo udolu tara uto. 
2TH.2.4	Ma gaia ke talu habaa heghena, me ke dikalai na lei totobo ni holohaba mana vatei kikinima, ma gaia ke va haghe me ke va sopou horu ta nina Valetabu a God, me ke bosa agaia tua a God.
2TH.2.5	?Au mua ghanaghana olia na hava tu bosai vanighau tana lei bongi tu kabukolughau? 
2TH.2.6	Ighau tau ghilala tua, na hava te betoa na maiana na tinoni diu vetena. Ke mua kale mua ritini na bona God te vilia vania. 
2TH.2.7	Ma nina na maana na tinoni diu vetena te lutu popolo tua itaeni. Hauva mana hava ta ghanaghana ke kale, ke mua tangomana mua, koekobe ahei te tabe pulohia nina na manaa ke tughuru tabalili tana halautuna. 
2TH.2.8	Keri vaho na tinoni diu vetena ke tate mai. Mi tana bona a Lord Jesus ke oli mai ge ke labumatea nia na ghuri tana mangana, me ke taghalaghinia tana maiana. 
2TH.2.9	Na tinoni diu vetena ke mai me ke lutui lei nina lutu a Satan me ke nia mai kolu anina na maana Satan, me ke gehetighi na lei vata ni butuli mana vaughilala te haeharegha tara mua utuni. 
2TH.2.10	Me ke pegora na vure ge kara va tana mate. Kara mate na pukuna tara mua lavipangotia mana doloviana na utuni, ge kara nia vola. 
2TH.2.11	Na pukuna keri, God ke nia vetena mai vuvungadira na maana hahihahi nia na ghanaghanadira ge ke lutu ilokadira, ge kara taluutunia na hava te mua utuni. 
2TH.2.12	Na oliolina ke, rahei tara mua taluutunia na bosa te utuni, mara gehegehe dika vamua, God ke detera.
2TH.2.13	Ghau rana taluutuni a Lord te dolovighau, e uto tua, tai holoutoa haia God na pukuna ighau, na pukuna God te vilighau tana vuivuni, ge kara volaghau nia nina maana ni Tarunga Tabu, me ke neghau ge kau nina vure tabu God, ta nimiu na taluutuni tana na utuni. 
2TH.2.14	Tana bona tai taraighau nia na Rongorongo Uto, God te volaghau, me hologhau ge kau lavia na tunuvamiu tana ladana dida na Lord Jesus Christ. 
2TH.2.15	Keri ge, ghau rana taluutuni, kau tughuru kakai, ma kau varava ngasi tana lei bosa ni utuni te vagha tai taraighau nia mi ta nimami na gegere.
2TH.2.16	Itaeni, a dida na Lord Jesus Christ heghena vamua, ma God na Tamada te dolovighita. Mi ta nina na sonihalavu te va patupatu kasilaghita tana lei ghanaghana ni pitudila. 
2TH.2.17	Ke patupatughau tana tobamiu, me ke lagalagaghau ge kau lutui ma kau bosai haia na lei totobo tara uto.
2TH.3.1	Ma eni ghua, ghau rana taluutuni, kau kokoeliulivutighai ge na bosana Lord ke mina me ke saopoi na lei komu tana maramana, ma kara talumavaa, ivei tua ke vaa iga, te vagha tana bona te mai vanighau. 
2TH.3.2	Kau kokoeliulivuti ghua, ge a God ke vavolaghai tadira rana lei tinoni tangohahi, na pukuna te mua subo ni tinoni tara taluutunia na Rongorongo uto. 
2TH.3.3	Ma Lord te nei haia na hava te nia baubahu, ma gaia ke va lagalaga ghau, me ke pilupungisighau itatana Satan. 
2TH.3.4	Mi ghai tai talui nimami na ghanaghana kodo itatana Lord, ge kau gehetighi vaso na lei totobo tai vetena ghau nia. 
2TH.3.5	Na dida na Lord ke hulighau, me ke hangai na ghanaghanamiu, ge kau ghilala utoa nina dolo a God mana vadangitai te vaheghau a Christ.
2TH.3.6	Ghau rana taluutuni, ighai tai heghau na vevetena eni, nia nina na maana dida na Lord Jesus Christ, kau bei kabu kolura na balu hoghoda tara lugu na lutu, mara mua taonighi na lei vavaghaha ni lutu laga tai tatei vanighau. 
2TH.3.7	Ighau heghemiu tau ghilala, kau taonighi na hava tai gonighi. Ighai tai mua lugu tana bona tai kabukolughau. 
2TH.3.8	Mai mua lavileai na vanga itadira na vure, mi ghai heghemami tai pelui na vanga tai ghanighi. Ighai tai lutu laga tana bongi mana dani ge kai bei heghau na vahola.
2TH.3.9	Ighai tai nea te vagha eni, na mua pukuna ge ke mua manamami na laviana na hahanga itamiu. Taho! Ighai tai nea te vagha eni ge ke vagha kai talutatea vanighau na nilabu ge kau taonia. 
2TH.3.10	Tana bona tai kabu mua itamiu ka, mai heghau na vetena eni, “Ge ahei itamiu ke mua lutu ke, kau bei hea gea na vanga.”
2TH.3.11	Hauva ka, ighai tai rongovia na balu itamiu tara kabu lugu tana voladira. Ara kabu lee vamua, mara lavibuleadira na balu tinoni ta didira na lei lutu. 
2TH.3.12	Tana ahana Lord Jesus Christ, ighai tai kokoe papara vanira ge kara tangomana na kabu tana vola te uto, ma kara lutu laga, ge kara kabulaghinia na voladira heghedira. 
2TH.3.13	Mi ghau rana taluutuni, kau bei lugu gea na lutuani na lei totobo tara uto.
2TH.3.14	Kau vaevanera ma kau ghilalara rahei tara mua liona na taoniani na lei bosa tai bosai vanighau ilokana na gegere eni. Kau vaevane utoa na tinoni te vaghaa, ma kau bei kabu kolua, ge ke nighi maa oli heghena na lei nilabuna. 
2TH.3.15	Kau bei nea agaia te vagha na ghamiu levunimate. E uto vaa, ge kau bosatate vania, te vagha na hoghomiu.
2TH.3.16	Ma Lord ni mabo ke vaheghau haia na mabo tana lei vata ni halautu tughu bongi. A Lord ke kabu itamiu ighau udolu.
2TH.3.17	Nia na limagu heghegu, inau Paul tu gerea a nigua na bosa ni holouto. Ma eni te vagha tu nia heghegu na gereana na ahagu tana sosokoni na lei gegere tu gerei.
2TH.3.18	Anina sonihalavu dida na Lord Jesus Christ ke kabu itamiu.
1TI.1.1	Inau Paul, nina manevetena Jesus Christ, te viliu nia nina bosa ni vevetena God na vavolada, maia Jesus Christ ta pitudilaa na maiana.
1TI.1.2	U gerea vanigho Timothy to puku ni dalegu tana taluutuni.
1TI.1.2	Inau tu kokoeliulivuti vania God a Tamada, maia Jesus Christ a dida na Lord, koro vahegho na sonihalavu mana veiarovi mana mabo.
1TI.1.3	Tana bona tu sania Ephesus ge ku tona tana bubulo Macedonia, mu kurutigho ge ko kabu so i Ephesus, mo ko betora gaira kiri tara nia tarai na rongorongo te hahi. Tara mua nia tarai na hava te talana na holohoru ge kara nia tarai. 
1TI.1.4	Ko bei lubatira na vure raini ge kara bei nia mangoli na niana tarai haia na lei tutugu tara mua utuni, tara tutugui mara vautoi ga na lei aha ni vavatadira. Na lei totobo te vaghai raini te puputui na hughuhughu, te mua hangara na vure ge kara kabu tana vola te uto ge kara taluutunia God. 
1TI.1.5	Ma nigua na puku ni ghanaghana ke, ge na lei tinoni taluutuni ke vonughira na dolo te butu mai tana toba te marabu, me lio maghora maia na puku ni taluutuni. 
1TI.1.6	Mana balu manetarai tara dilavia eni, mara ririu keha sania na kabu uto, mara nia nagho lio vamua na kokoe bule. 
1TI.1.7	Ra liona ge kara ghilala vaghara na lei manetarai ni vetena nina God, hauva mara mua ghilalaa na hava na ghanaghana ilokana na hava tara bosai, mara mua ghilalaa na hava te uto iga.
1TI.1.8	Ighita ta ghilalai na lei vetena ini tara uto tana bona ta goni taonia nia na hava te liona God. 
1TI.1.9	Mara mua gonia vanira na vure tara maemane, ma vanira vamua na vure tara diudiu mara kuliveu mara mua taonia nina vetena God, mara palugha, ra mua ghanaghana kalea na hava te tabu, mara mua nia kikinima God, ra labumatera tamadira pa tinadira pa hei na keha. 
1TI.1.10	Na lei vetena ini vanira na vure tara ngelengele maia na mane tara tangodika itadira na lei mane, maia vanira na vure tara nira hunulu na seka,
1TI.1.11	Na bosa ni tarai kiri te tate tana Rongorongo Uto, ge dida God te rongoragha te lubatia vaniu mai ge ku ladavaghinia.
1TI.1.12	Mi nau tu holoutoa Jesus Christ a dida na Lord na pukuna te lagalagau ge ku lutu vania. Me te deteu inau tu ulaghana me mangagu ge viliu ge ku gonia na lutu eni. 
1TI.1.13	Aeni te utuni, sakai vamua tana vuivuni tu bosa dikalaa na Ahana Christ, mu nira ghighirou. Mu hilivira mu ku torora nina vure ke, hauva ma God te aroviu so na pukuna tu mua ghilalaa na hava tu nea, tana bona tu mua taluutunia mua.
1TI.1.14	Ma dida na Lord te kovala horu ngangataa nina sonihalavu mai i vuvungagu ge vaheu na taluutuni mana dolo te talukolu ghita itatana Jesus Christ.
