MAT.1.1	Huā'mā' lista ū'tza' ī'xū'nāpap Jesucristo ē xla' ī'xū'nātā'nat David ē nā Abraham.
EPH.2.5	Masqui hua'chi xanīn ixuanī'ta'uj ixpālacata quincuentaca'n, Dios quincāmaxquī'n xasāsti' quilatamatca'n chuntza' chī maxquī'lh ixlatamat Cristo a'cxni' mālacastālancuanīlh. Dios nā chuntza' quincāmakapūtaxtūn quina'n ixpālacata ixtalakalhu'mān. 
EPH.2.6	Dios mālacastālancuanīlh Cristo, ē nā quina'n naquincāmālacastālancuanīyān. Ē chuntza' natā'tahui'layāuj Cristo nac a'kapūn. 
EPH.2.7	Ū'tza' huā'mā' tlahualh Dios ixpālacata māsu'yucu'tunli pō'ktu quilhtamacuj chī xla' pāxquī'nin. Ū'tza' huā'mā' māsu'yulh a'cxni' macamilh Cristo Jesús nanī quimpālacataca'n. 
EPH.2.8	Hui'xina'n līpāhua'nā'tit Jesucristo, ē chuntza' Dios cāmakapūtaxtūn hui'xina'n xmān ixpālacata cālakalhu'manān. Jā tū tlahua'tit hui'xina'n. Xmān Dios tī cāmakapūtaxtūn. Hua'chi a'ktin talakalhu'mān tū Dios cāmaxquī'n. 
EPH.2.9	Tū lī'a'kapūtaxtucan, xla' hua'chi a'ktin talakalhu'mān. Jāla lītlajacan. Chuntza' jā tī tī tzē ka'tla' nalīmakca'tzī tū lī'a'kapūtaxtucan. 
EPH.2.10	Dios quincātlahuanī'ta'n chu chā'tin chī Cristo, ē quincāmaxquī'nī'ta'n xasāsti' quilatamatca'n, ixpālacata lacasqui'n natlahuayāuj tū tze. Dios xapūla quincālīhui'līn xalactze nalatā'kchokoyāuj chī līlacatejtin.
EPH.2.11	Calacapāstactit, hui'xina'n tī jā israelitas, chī ixuanī'ta'ntit xapūla. Israelitas cātamāpācuhuīn tachi'xcuhuī't tī jā cātachu'cunī'ta'n. Xlaca'n tatachu'cu na ixmacni'ca'n tī chi'xcuhuī'n ixpālacata natamāsu'yu tatapa'ksīni'tza' Dios. Ixlīmānca'n cāhuanican chi'xcuhuī'n tī cāchu'cucanī't. 
EPH.2.12	Xapūla hui'xina'n jā ixtapa'ksīni'yā'tit Cristo. Xmān israelitas tī ixtachi'xcuhuī't Dios ixtahuanī't. Xmān israelitas Dios ixcāmāca'tzīnī xapūla talacāxtlahuan. Xmān xlaca'n ixcāmāca'tzīnī Dios nacāmaxquī' a'ktin talakalhu'mān. Hui'xina'n jā israelitas, ē ū'tza' jā līmaktīni'ntit huā'mā'. Hui'xina'n ixlatlā'hua'nā'tit nac cā'quilhtamacuj. Jā ixca'tzīyā'tit palh Dios tzē ixcāmakapūtaxtūn. Jā ixlakapasā'tit Dios. 
EPH.2.13	Xapūla makat ixlatlā'hua'nā'tit na ixlacatīn Dios. Chuhua'j laktalacatzuna'jīnī'ta'ntit Dios ixpālacata Cristo Jesús tī nīnī't quimpālacataca'n. 
EPH.2.14	Nā Cristo cāmāko'xamixīnī't israelitas ē nā tī jā israelitas. Chu chā'tin cālīmāxtulh. Cristo cālacāxtlahualh. 
EPH.2.15	Cristo nīlh quimpālacataca'n, ē chuntza' līlactlahualh ixtahui'latca'n israelitas ixpālacata jā chuntza' lī'a'kapūtaxtucan. Xmān Cristo tzē makapūtaxtūnu'n. Chuntza' jātza' tatā'lāquiclhlaktzī'n israelitas ē tī jā israelitas. Kempātu' tachi'xcuhuī't ixlanī't. Cristo chā'tin cālīmāxtulh. 
EPH.2.16	Chu chā'tin cātlahualh israelitas ē tī jā israelitas. Cristo nīlh nac cruz, ē chuntza' cālīlacāxtlahualh Dios ē tachi'xcuhuī't.
EPH.2.17	Cristo milh ē māca'tzīnīni'lh chī ca'cs natahui'lacan. Chuntza' cāmāca'tzīnīlh israelitas tī ixtalakapasatza' Dios. Nā cāmāca'tzīnīlh xlaca'n tī jā israelitas, tī jāna'j ixtalakapasa Dios. 
EPH.2.18	Ixpālacata tū tlahualh Cristo, quilīpō'ktuca'n quina'n, tī israelitas ē tī jā israelitas, chuntza' tzē nalaktalacatzuna'jīyāuj Dios quinTāta'ca'n, ixpālacata Espíritu Santo tī quincāmaktāyamā'n. 
EPH.2.19	Hui'xina'n tī jā israelitas, hua'chi makatiyātī'n ixuanī'ta'ntit. Chuhua'j tapa'ksīni'yā'tit Dios ē kēxtim cātā'lanī'ta'ntit israelitas tī ta'a'ka'ī'. Nā hui'xina'n ixlacstīntza' Dios. 
EPH.2.20	Dios tlahualh hua'chi a'ktin templo. Hui'xina'n hua'chi chihuixni' tū lītapācna'ncan. Apóstoles ē ixa'kchihuīna'nī'n Dios, xlaca'n hua'chi cimiento. Jesucristo hua'chi chihuix tū līmātzucucan cimiento. 
EPH.2.21	Ixpālacata Cristo, tzamā' templo stactēlha. Ixlīpō'ktu chihuix tzej cāhui'līcanī't tū nala a'ktin templo tū ixla' Māpa'ksīni' Dios ē pō'ktu tze. 
EPH.2.22	Hui'xina'n ē quilīpō'ktuca'n tī tapa'ksīni'yāuj Cristo, quina'n hua'chi ixtemplo Dios, ixpālacata Espíritu Santo quincātā'hui'lan.
EPH.3.1	Quit, Pablo, ictā'scuja Cristo Jesús, ē ictachī'nī't ixpālacata iccāmāsu'yuni'yān ixtachihuīn Dios hui'xina'n tī jā israelitas. 
EPH.3.2	Hui'xina'n ca'tzīyā'tit Dios pāxquī'nin ē chuntza' quimacamaxquī'nī't na'iccāmāsu'yuni'yān xatze tachihuīn hui'xina'n tī jā israelitas. 
EPH.3.3	Huā'mā' quimāca'tzīnīlh Dios masqui xapūla jā ixca'tzīcan huā'mā'. Macsti'na'j huā'mā' iccātzo'knuni'nī'ta'ntza' hui'xina'n. 
EPH.3.4	A'cxni' nalīkelhtahua'ka'yā'tit tū iccātzo'knuni'mā'n, naca'tzīyā'tit icca'tzītza' tū jā ixca'tzīcan xapūla ixpālacata Cristo. 
EPH.3.5	Tachi'xcuhuī't tī ixtahui'lāna'lh xapūla, xlaca'n jā ixtaca'tzī huā'mā' tū Dios ixcātlahuani'lh tī jā israelitas. Chuhua'j Espíritu Santo cāmāca'tzīnīnī't apóstoles ē ixa'kchihuīna'nī'n Dios. 
EPH.3.6	Cāmāca'tzīnīnī't chu chā'tin tī ta'a'ka'ī', israelitas ē tī jā israelitas. Ixlīpō'ktuca'n talītaxtunī't ixtachi'xcuhuī't Dios. Ixlīpō'ktuca'n Dios nacāsicua'lanātlahua. Lacxtim natamaktīni'n tū Dios mālacnūnī't ixpālacata xatze tachihuīn ixla' Cristo Jesús.
EPH.3.7	Dios quincālakalhu'manān. Xla' ka'lhī līmāpa'ksīn, ē quimacamaxquī'lh na'icmāsu'yu huā'mā' xatze tachihuīn. 
EPH.3.8	Chuntza' Dios quimacamaxquī'lh, masqui quit ā'chulā' xamacsti'na'j ē jā ā'makapitzīn tī tapa'ksīni'yāuj Dios. Dios quimacamaxquī'lh na'iccāmāsu'yuni' tī jā israelitas chī Cristo tzē tlahua ixlīpō'ktu tū jāla ca'tzīkō'can ē ā'chulā' līhua'ca'lh tzē tlahua. 
EPH.3.9	Quimacamaxquī'lh na'iccāmāca'tzīnī ixlīpō'ktuca'n tū Dios puhuanī't. Xapūla xmān Dios ixlīmān ixca'tzī huā'mā' a'cxni' jāna'j ixtzucu cā'quilhtamacuj. Dios, ū'tza' cātlahuakō'lh ixlīpō'ktu. 
EPH.3.10	Chuhua'j ángeles tī taka'lhī līmāpa'ksīn nac a'kapūn, xlaca'n nataca'tzī chī Dios cāmakapūtaxtū kelhalhūhua' tachi'xcuhuī't ē cālīmāxtulh ixtachi'xcuhuī't. Chuntza' ángeles natalīca'tzī Dios ka'lhī lhūhua' talacapāstacni'. 
EPH.3.11	Dios ixca'tzītza' xapūla quilhtamacuj chī nacālīmakapūtaxtū tachi'xcuhuī't. Chuntza' tlahualh ixpālacata quiMāpa'ksīni'ca'n Jesucristo. 
EPH.3.12	Quina'n līpāhuanāuj Jesucristo, ē chuntza' tzē nalaktalacatzuna'jīyāuj Dios ē jā namāxana'nāuj. 
EPH.3.13	Chuntza' quit iclacasqui'n jā tī lakachipini'yā'tit hui'xina'n masqui icpātīni'mā'lh mimpālacataca'n. Chuntza' nacātalīlakachi'xcuhuī'yān.
EPH.3.14	Chuntza' quit ictatzokostani' Dios ixTāta' quiMāpa'ksīni'ca'n Jesucristo. 
EPH.3.15	Xla' ū'tza' ixTāta'ca'n ixlīpō'ktuca'n tī tahui'lāna'lh nac cā'quilhtamacuj ē nac a'kapūn. 
EPH.3.16	Icsqui'ni' Dios cacāmātli'hui'clhni' Ēspíritu Santo. Huā'mā' Dios tzē natlahua ixpālacata xla' ka'lhī lītli'hui'qui. 
EPH.3.17	Nā icsqui'ni' Dios cacātā'latā'kchokon Cristo ixpālacata līpāhua'nā'tit xla'. Nā icsqui'ni' Dios cacāmaktāyan nacāpāxquī'yā'tit ā'makapitzīn. 
EPH.3.18	Nā icsqui'ni' Dios hui'xina'n naca'tzīyā'tit chī Cristo quincāpāxquī'yān. Cataca'tzīlh huā'mā' ixlīpō'ktuca'n tī tatapa'ksīni' Dios. 
EPH.3.19	Icsqui'n hui'xina'n nakexpa'tā'tit chī Cristo quincāpāxquī'yān, masqui jā tī chā'tin tī tzē ca'tzīkō'. Chuntza' lactze nalītaxtuyā'tit chī Dios lacasqui'n.
EPH.3.20	Dios tzē natlahua lhūhua' quimpālacataca'n. Jā ca'tzīyāuj chī nasqui'nāuj ixlīpō'ktu tū Dios tzē naquincātlahuani'yān ē jāla lacapāstacāuj ixlīpō'ktu tū Dios tzē naquincātlahuani'yān, ixpālacata xla' ka'lhī līmāpa'ksīn. Huā'mā' līmāpa'ksīn scuja na quilīstacna'ca'n. 
EPH.3.21	Jā maktin catisputli chī namakapāxuīcan Dios ixpālacata Jesucristo ē quimpālacataca'n quilīpō'ktuca'n tī tapa'ksīni'yāuj Cristo Jesús. Amén.
EPH.4.1	Quit, Pablo, iclītachī'nī't ixpālacata ictā'scuja Dios quiMāpa'ksīni'ca'n. Iccāsqui'ni'yān calatā'kchokotit chuntza' chī minī'ni' nalatā'kchokoyāuj quina'n tī Dios quincāta'satīnī'ta'n. 
EPH.4.2	Jā ka'tla' camakca'tzītit. Līlacatzucu cachihuīna'ntit. Cacālīpātītit ā'makapitzīn nac cā'tapāxquī'n. 
EPH.4.3	Espíritu Santo chu chā'tin cālīmāxtunī'ta'n. Chuntza' calīhui'lī'tit līlacatejtin nalatahui'la'yā'tit. Jā titapāpitziyā'tit. 
EPH.4.4	Quina'n tī tapa'ksīni'yāuj Dios chu chā'tin chī quina'n. A'nan xmān chā'tin Espíritu Santo, ē chu a'ktin tū ka'lhīmā'nauj tū naka'lhīyāuj quilīpō'ktuca'n tī Dios quincāta'satīnī'ta'n. 
EPH.4.5	Xmān chā'tin Māpa'ksīni' Jesucristo. Chu a'ktin tū a'ka'ī'yāuj. A'cxni' a'kpaxāuj lacxtim māsu'yuyāuj palh a'ka'ī'yāuj. 
EPH.4.6	Ē nā xmān chā'tin Dios. Xla' ū'tza' ixTāta'ca'n ixlīpō'ktuca'n tachi'xcuhuī't. Xla' māpa'ksīkō'. Calhāxcuhuālh huī'lh. Ē quincātā'hui'lan quilīpō'ktuca'n.
EPH.4.7	Dios quincāmaktāyayān namākentaxtūyāuj quintascujūtca'n tū quincāmacamaxquī'nī'ta'n Cristo. 
EPH.4.8	Tatzo'kni' na ixtachihuīn Dios:
EPH.4.8	A'cxni' a'lh nac a'kapūn, cālē'lh lhūhua' tachī'nī'n.
EPH.4.8	Cāmaxquī'lh tachi'xcuhuī't tū ixlacasqui'nca natalītā'scuja.
EPH.4.9	Tī a'lh nac a'kapūn, ū'tza' Cristo. Xla' xapūla ixyujnī'ta'nchi nac cā'quilhtamacuj. 
EPH.4.10	Cristo yujchi nac cā'ti'ya'tna' ē nā xla' tahua'ca'lh jā ā'chulā' tālhmā'n nac a'kapūn. Tahua'ca'lh ixpālacata chuntza' tzē namāpa'ksīni'nkō'. 
EPH.4.11	Cristo chā'tunu' cāmacamaxquī'lh ixtascujūtca'n. Ā'makapitzīn cālīhui'līlh ixlī'apóstoles. Ā'makapitzīn cālīhui'līlh ixlī'a'kchihuīna'ca'n. Ā'makapitzīn cāmaxquī'lh natamāsu'yu tū xatze tachihuīn. Ā'makapitzīn cālīhui'līlh xanapuxcu'nu' nac templo. Ā'makapitzīn cāmaxquī'lh natamāsu'yu ixtachihuīn Dios. 
EPH.4.12	Huā'mā' tlahualh ixpālacata xla' ixlacasqui'n tzej natatā'scuja tī tatapa'ksīni' Dios. Chuntza' ā'chulā' nata'a'ka'ī'ni' Cristo. 
EPH.4.13	Xla' lacasqui'n quina'n lacxtim tzej na'a'ka'ī'yāuj, ē lacxtim nalakapaskō'yāuj ī'Ska'ta' Dios. Dios lacasqui'n ā'chulā' natlahuayāuj ixtalacasqui'nīn hasta jā namālakchā'nīyāuj chī Cristo. 
EPH.4.14	Jātza' chī lacstīn catihuanui. Lacstīn pō'ktu ta'a'ka'ī' tū cāhuanican masqui cā'a'kskāhuī'can. Chuhua'j ta'a'nan ā'makapitzīn tī taca'tzī ta'a'kskāhuī'nin. Quincātamāsu'yuni'cu'tunān tū jā ixlīcāna'. 
EPH.4.15	Ixlacasqui'nca quina'n nahuanāuj xmān tū ixlīcāna'. A'cxni' nahuanāuj tū ixlīcāna', namāsu'yūyāuj chī cāpāxquī'yāuj ā'makapitzīn. Ixlacasqui'nca ā'chulā' nahuanāuj chī Cristo. Xla' hua'chi a'ktin a'kxāk ixpālacata xla' māpa'ksīni'n. 
EPH.4.16	Quina'n hua'chi a'ktin macni'. Quimacni'ca'n tlahua tū lacapāstaca quina'kxākca'n. Nā chuntza' quina'n nakexmatni'yāuj Cristo. Lātatā'stucnī'tauj cāmāquilhtāstuca ixlīpō'ktu macni'. Palh ixlīpō'ktu macni' tascuja, chuntza' stactēlha ē lītatli'hui'clhtēlha. Nā chuntza' quina'n tī a'ka'ī'ni'yāuj Dios. Hua'chi a'ktin macni' lanī'ta'uj quina'n ixpālacata chī lāpāxquī'yāuj. Chuntza' ā'chulā' na'a'ka'ī'tēlhayāuj.
EPH.4.17	Tū na'iccāhuaniyān ixtalacasqui'nīn quiMāpa'ksīni'ca'n Jesucristo. Jātza' calatā'kchokotit chī talatlā'huan ā'makapitzīn tī jā ta'a'ka'ī'. Ixtalacapāstacni'ca'n xlaca'n jā tū ixtapalhca'n. 
EPH.4.18	Xlaca'n jāla tzej talacapāstaca. Jā taka'lhī xasāsti' ixlatamatca'n tū Dios māstā'. Jā taka'lhī, ixpālacata lacxumpin ē jā takexmata. 
EPH.4.19	Jātza' tamāxana'n. Talīhui'līnī't tatlahua tū jā tze. Līpāxuhua tatlahua ixlīpō'ktu tū jā tze ē tū lacasqui'n ixmacni'ca'n. 
EPH.4.20	Jā chuntza' sca'tnī'ta'ntit hui'xina'n. Cristo, xla' jā chuntza' māsu'yu. 
EPH.4.21	Hui'xina'n kexpa'tnī'ta'ntit ixpālacata Cristo. Cātamāsu'yuni'nī'ta'n tū Cristo māsu'yulh. Huā'mā' ū'tza' tū ixlīcāna'. 
EPH.4.22	Chuhua'j jātza' calatā'kchokotit chī ixlatlā'hua'nā'tit xapūla a'cxni' jāna'j ixlakapasā'tit Cristo ē ixtlahua'yā'tit tū jā tze mintalacapāstacni'ca'n tū xmān ixlīta'a'kskāhuī'yā'tit. 
EPH.4.23	Chuhua'j caka'lhī'tit xasāsti' mintalacapāstacni'ca'n. 
EPH.4.24	Calatā'kchokotit chuntza' chī xasāsti' mintalacapāstacni'ca'n tū Dios cāmaxquī'n ē tū ixla'. Catlahua'tit tū tze.
EPH.4.25	Jātza' cahua'ntit tā'ksa'nīn. Calāhua'ni'tit tū ixlīcāna', ixpālacata chu chā'tin quina'n tī tapa'ksīni'yāuj Cristo.
EPH.4.26	Palh sītzī'yā'tit hui'xina'n, jā catlahua'tit tū jā tze ixpālacata mintasītzi'ca'n. Jā tisītzī'yā'tit pō'ktu quilhtamacuj. 
EPH.4.27	Jā catamakxtektit nacā'a'kskāhuī'yān skāhuī'ni'.
EPH.4.28	Jātza' caka'lhāna'ntit hui'xina'n tī ixka'lhāna'nā'tit. Cascujtit ē nahuā'yanā'tit. Chuntza' tzē namaktāya'yā'tit ā'makapitzīn tī jā tū taka'lhī.
EPH.4.29	Jā cachīhuālh tihua'nā'tit hui'xina'n. Cahua'ntit xmān tū tze ē tū nacāmaktāya ā'makapitzīn. Chuntza' nacālīmaktāya'yā'tit tī cātakexmatān hui'xina'n. 
EPH.4.30	Jā catlahua'tit tū nalīlīpuhuan Espíritu Santo. Espíritu Santo quincātā'hui'lan, ē chuntza' ca'tzīyāuj palh tapa'ksīni'yāuj Dios. Nā ca'tzīyāuj Dios naquincāmakapūtaxtūkō'yān ixpālacata ka'lhīyāuj Espíritu Santo.
EPH.4.31	Jātza' calacapāstactit tū cātatlahuani'nī'ta'n ā'makapitzīn. Jātza' casītzī'tit. Jātza' cacālakapala'tit ā'makapitzīn. Jātza' ca'a'ksa'nīni'ntit. Jātza' tiquiclhlaktzī'nā'tit ā'makapitzīn. 
EPH.4.32	Xatze calāpāxquī'tit. Calālakalhu'ma'ntit. Nā calāmātza'nkēna'ni'tit chuntza' chī Dios cāmātza'nkēna'ni'nī'ta'n hui'xina'n ixpālacata Cristo.
EPH.5.1	Hui'xina'n ixlacstīntza' Dios, ē xla' cāpāxquī'yān. Chuntza' hui'xina'n natlahua'yā'tit tū xla' lacasqui'n. 
EPH.5.2	Nalāpāxquī'yā'tit hui'xina'n chuntza' chī Cristo quincāpāxquī'yān. Xla' quincāpāxquī'yān hasta nīlh nac cruz quimpālacataca'n. Tamacamāstā'lh hua'chi a'ktin talakalhu'mān na ixlacatīn Dios. Huā'mā' līpāxuhualh Dios.
EPH.5.3	Hui'xina'n ixtachi'xcuhuī't Dios. Jā tilacapāstacā'tit tū jā tze. Jā tiputzayā'tit mintā'lāpāxquī'nca'n. Jā tilīchihuīna'nā'tit tū jā līmacuan. Nūn macsti'na'j natampi'lhīni'nā'tit. 
EPH.5.4	Jā tihua'nā'tit tū jā tze tachihuīn. Jā tihua'nā'tit tū jā tū ixtapalh. Jā tilīkelhkamāna'nā'tit tū jā tze tachihuīn. Pō'ktu tzamā' jā tū līmacuan. Xatze camaxquī'tit tapāxcatca'tzīn Dios. 
EPH.5.5	Hui'xina'n ca'tzīyā'tittza' tī tatlahuatlā'huan tū jā tze, jā catitatanūlh jā māpa'ksīni'n Cristo ē Dios. Jā catitatanūlh tī taka'lhī ixtā'lāpāxquī'nca'n ē tī tatlahua tū jā tze ē tī talaktampi'lhīni'n ixlīpō'ktu catūhuālh ē jā talacapāstaca Dios. 
EPH.5.6	Jā catamakxtektit nacāta'a'kskāhuī'yān hui'xina'n, masqui makapitzīn tahuan tzē tlahuacan catūhuālh. Xlaca'n jā takexmatni'mā'nalh Dios. Dios nacāmakapātīnīn. 
EPH.5.7	Hui'xina'n jā cacātā'talacxtuctit xlaca'n.
EPH.5.8	Xapūla hui'xina'n hua'chi ixlatlā'hua'nā'tit nac cā'pucsua'. Chuhua'j tapa'ksīni'yā'tit Dios, ē chuntza' hua'chi tlā'hua'mpā'na'ntittza' nac taxkaket. Chuntza' līlacatejtin calatā'kchokotit chuntza' chī xalanī'n nac taxkaket. 
EPH.5.9	Palh tlā'huanāuj nac taxkaket, nalatā'kchokoyāuj chuntza' chī Dios lacasqui'n. Nā nahuanāuj tū ixlīcāna'. 
EPH.5.10	Caca'tzītit tū nalīpāxuhua Dios ē ū'tza' huā'mā' catlahua'tit. 
EPH.5.11	Jā catlahua'tit tū jā tze hua'chi xalanī'n nac cā'pucsua'. Jā tū ixtapalh tū tatlahua xlaca'n. Xatze cacāmāsu'yuni'tit jā tze tū tatlahua. 
EPH.5.12	Līmāxana' līchihuīna'ncan tū xlaca'n tatlahua lakatzē'k. 
EPH.5.13	Nac taxkaket tzē cālīlaktzī'ncan catūhuālh palh tze o jā tze. 
EPH.5.14	Chuntza' huanican tī jā a'ka'ī':
EPH.5.14	Hui'x, hua'chi lhtatapā't ē hua'chi xanīn hui'x.
EPH.5.14	Calakahua'nti ē catā'kaqui' ē Cristo namāxkakēni'yān.
EPH.5.15	Calīhui'lī'tit līlacatejtin nalatā'kchokoyā'tit. Jā calatā'kchokotit hua'chi tī jā takexmata ixtachihuīn Dios. Līlacatejtin calatā'kchokotit, ixpālacata hui'xina'n ca'tzīyā'tittza'. 
EPH.5.16	Calīhui'lī'tit natlahua'yā'tit tū tze, tika'lhī'yā'tit latamat. Chuhua'j lhūhua' tachi'xcuhuī't tatlahua tū jā tze. 
EPH.5.17	Tzej calacapāstacna'ntit. Cakexpa'ttit tū ixtalacasqui'nīn Dios. 
EPH.5.18	Jā caka'chī'tit. Tī taka'chī, xlaca'n tatlahua tū jā līmacuan. Xatze catamakxtekni'tit Espíritu Santo nacāmāpa'ksīyān. 
EPH.5.19	A'cxni' nalātā'chihuīna'nā'tit, camāka'tlī'tit Dios chuntza' chī nac salmos ē nā chuntza' chī nac himnos tū ixla' Dios. Capixtlī'ni'tit ē calīmāka'tlī'tit Dios ixlīpō'ktu milīstacna'ca'n. 
EPH.5.20	Pō'ktu quilhtamacuj camaxquī'tit tapāxcatca'tzīn Dios quinTāta'ca'n ixlīpō'ktu na ixtacuhuīni' quiMāpa'ksīni'ca'n Jesucristo.
EPH.5.21	Calālakachi'xcuhuī'tit hui'xina'n ixpālacata lakachi'xcuhuī'yā'tit Dios.
EPH.5.22	Hui'xina'n tī puscan, cakexpa'tni'tit minkōlu'ca'n chuntza' chī quinan kexmatni'yāuj quiMāpa'ksīni'ca'n Jesucristo. 
EPH.5.23	Xakōlu' māpa'ksī ixpuscāt chuntza' chī Cristo cāmāpa'ksī tī tatapa'ksīni'. Cristo cāmakapūtaxtūnī't xlaca'n tī ta'a'ka'ī' ē chuhua'j xla' ū'tza' cālīmāpa'ksī. 
EPH.5.24	Tī tatapa'ksīni' Cristo, xlaca'n takexmatni' Cristo. Nā chuntza' puscan natakexmatni' ixkōlu'ca'n.
EPH.5.25	Hui'xina'n tī chi'xcuhuī'n, cacāpāxquī'tit mimpuscātca'n chuntza' chī Cristo cāpāxquī' tī tatapa'ksīni'. Xla' nīlh nacāmakapūtaxtū. 
EPH.5.26	Nīlh ixpālacata xalactze quincālītlahuacu'tunni' ixtachihuīn Dios. Ē māpānūcu'tunli quincuentaca'n. Chuhua'j a'kpaxāuj ixpālacata xapacanī'ttza' quincuentaca'n. 
EPH.5.27	Cristo cācāxui'līcu'tunli ixtachi'xcuhuī't ixpālacata chuntza' natachā'n lactze na ixlacatīn. Lacasqui'n lactze ixtalakō'lh. 
EPH.5.28	Ixlacasqui'nca chi'xcuhuī'n natapāxquī' ixpuscātca'n chuntza' chī cāpāxquī'can ixlīmānca'n. Chā'tin chi'xcu' tī pāxquī' ixpuscāt, nā chuntza' pāxquī'can ixlīmān. 
EPH.5.29	Jā tī chā'tin quiclhlaktzī'n ixmacni'. Māhuī'can ē maktaka'lhcan. Nā chuntza' Cristo cāmaktaka'lha tī ixtachi'xcuhuī't. 
EPH.5.30	Cristo quincāmaktaka'lhān ixpālacata quina'n hua'chi ixmacni' Cristo. 
EPH.5.31	Tatzo'kni' na ixtachihuīn Dios: “Chā'tin chi'xcu' namakxteka ixtāta' ē ixtzī'. Natā'talacxtimī ixpuscāt. Chuntza' a'ktin macni' natala ixchā'tu'ca'n.” 
EPH.5.32	Tzamā' tachihuīn jicslīhua' kexmatcan. Quit icpuhuan līchihuīna'n Cristo ē ixtachi'xcuhuī't. 
EPH.5.33	Nā huanicu'tun ixlacasqui'nca chi'xcuhuī'n natapāxquī' ixpuscātca'n chuntza' chī cāpāxquī'can ixlīmānca'n. Ixlacasqui'nca puscan natalakachi'xcuhuī' ixkōlu'ca'n.
EPH.6.1	Hui'xina'n tī lacstīn cakexpa'tni'tit mintāta'ca'n ē mintzī'ca'n. Chuntza' ixlacasqui'nca ixpālacata chuntza' ixtalacasqui'nīn Dios. 
EPH.6.2	Dios huan nacāsicua'lanātlahua tī tamākentaxtū huā'mā' līmāpa'ksīn. Huā'mā' ū'tza' xapūla līmāpa'ksīn tū chuntza' līchihuīna'n Dios. Huā'mā' līmāpa'ksīn chuntza' huan: “Calakachi'xcuhui' mintāta' ē mintzī'. 
EPH.6.3	Chuntza' līpāxuhua nalatahui'la'ya'. Ē chuntza' makās nalatapā'ya' nac cā'quilhtamacuj.”
EPH.6.4	Hui'xina'n tī xanatātana' ē xanatzī'tni', jā cacāmakasītzī'tit mincamana'ca'n. Cacāmakastactit chuntza' chī Dios huan. Cacāmāsu'yuni'tit chī natakexmatni' Dios.
EPH.6.5	Hui'xina'n tī makscujnī'n, cakexpa'tni'tit tī cātā'scujā'tit. Cacālakachi'xcuhuī'tit ē cacājicua'ni'tit. Tzej cascujtit hua'chi ixtā'scujtit Cristo.
EPH.6.6	Tzej cascujtit ē jā xmān a'cxni' cātalaktzī'mā'n tī tā'scujā'tit. Jā xmān xlaca'n nacāmakapāxuī'cu'tunā'tit. Tzej cascujtit ixpālacata namakapāxuī'yā'tit Dios, hua'chi Cristo ixtā'scujtit. 
EPH.6.7	Līpāxuhua cascujtit, hua'chi ixtā'scujtit Dios ē jā chi'xcuhuī'n. 
EPH.6.8	Hui'xina'n ca'tzīyā'tit quiMāpa'ksīni'ca'n Jesucristo chuntza' nacāxoko chā'tunu' chī tatlahuanī't tū tze masqui tasācua' ē masqui māpa'ksīni'.
EPH.6.9	Hui'xina'n tī māpa'ksīni'nā'tit, tzej cacātā'latapā'tit mintasācua'ca'n. Jā nacāmekē'klha'yā'tit. Calacapāstactit quiMāpa'ksīni'ca'n hui'lacha' nac a'kapūn. Xla' kēxtim cāmāpa'ksī tasācua'n ē tī tamāpa'ksīni'n. Dios chu chā'tin cālaktzī'n.
EPH.6.10	Chuhua'j, tā'timīn, ā'xmān iccāhuanicu'tunān kempātin. Jā titaxlajuani'yā'tit chī a'ka'ī'ni'yā'tit Māpa'ksīni' Jesucristo. Xla' ka'lhī lītli'hui'qui ē tzē nacāmaktāyayān. 
EPH.6.11	Catamakxtekni'tit Dios nacāmaktāyayān ē chuntza' jā caticā'a'kskāhuī'n skāhuī'ni'. Chī Dios quincālīmaktāyayān, ū'tza' hua'chi a'ktin ixta'lha'ā'n tū tamaclacasqui'n soldados a'cxni' ta'a'n nac guerra. 
EPH.6.12	Nā quina'n hua'chi chā'tin tī a'n nac guerra. Quintā'lāquiclhlaktzi'ca'n jā chi'xcuhuī'n. Quintā'lāquiclhlaktzi'ca'n ū'tza' tū jā tzeya ū'ni'. Ka'lhī lītli'hui'qui ē māpa'ksīni'n nac tzamā' cā'quilhtamacuj jā tlahuacan tū jā tze ē latlā'huan nac cā'ū'nī'n. 
EPH.6.13	Ū'tza' calītamakxtekni'tit Dios nacāmaxquī'yān tū nalītamaktāya'yā'tit. Huā'mā' hua'chi ixta'lha'ā'nca'n ixlacstīn Dios. Chuntza' jā caticātaskāhuī'n mintā'lāquiclhlaktzi'ca'n. Pō'ktu quilhtamacuj skalalh catahui'la'tit. Palhāsā' namimpala mintā'lāquiclhlaktzi'ca'n. Palh skalalh tahui'la'yā'tit, hui'xina'n jā caticātaskāhuī'n. 
EPH.6.14	Pō'ktu quilhtamacuj skalalh catahui'la'tit. Camaktīni'ntit tū Dios cāmaxquī'yān tū hua'chi ixta'lha'ā'n chā'tin tropa. Chā'tin tropa tampātahui'la a'ktin cinturón ē lē'n tū namaktāya ixcu'xan. Nā hui'xina'n ixlacasqui'nca nalakapasā'tit tū ixlīcāna' ē xmān natlahua'yā'tit tū tze. 
