GEN.1.1	Mwanzo Mwenyezimungu komba bingu na duniya. 
ACT.17.3	Iye akifunula akiwelewesha sana kuwa Almasihi akijuzi atabike, ikisa afufuke ka wafwi. Tena akiwambira: “Eyu Insa wanukwambirani umwe‑yu ndi Almasihi.” 
ACT.17.4	Basi Mayahudi wengine wakiwakubalisa, wakingira nkonjo wa Paulu na Sila. Novyo, Sawari-Mayahudi wengi wawenye wakuwajibu mambo a Mwenyezimungu pamoja na wanawaka wengi mabora wakisanganyika nawo.
ACT.17.5	Fala Mayahudi wakiwatendera wiyana, wawajumanisa wanawalume wabaya sawana rai, wakiwomanisa nkaya mure. Ikisa wakibisha nyumba ya Yasoni, wakiwasakula Paulu na Sila ipate wawapereke mbere ya wanu ware. 
ACT.17.6	Fala kwa kuwa awawasingane, ewo wakinvuta Yasoni na wenye kwamini wengine, wakiwapereka ka mafalume wa kaya ire, kuno wakikuwa javi: “Wapindulanga ulumwengu ware ndiwa‑pa. 
ACT.17.7	Yasoni kawapa malazi kwake. Ewa piya‑wa vyawatenda‑vi wankutupa shariya za Kaisari, konta wankwamba kuwa kawapo nfalume mwengine wakwitiwa Insa.” 
ACT.17.8	Wanu ware pamoja na mafalume wa nkaya mure, pawasikire vinu‑vi, wakifazaika. 
ACT.17.9	Nakupokerera ushuru wa Yasoni pamoja na wenziwe, mafalume ware wakiwafungula.
ACT.17.10	Kwa mpunde noure usiku ure, wenye kwamini ware wawatwala wo‑wawiri Paulu na Sila wawapereka Bereya. Nakufika kure, wakuka sinagoga ya Mayahudi. 
ACT.17.11	Mayahudi wa Bereya werevuka koliko wanu wa Tesalonika, kwa kuwa wapokerera habari zire ka moyo radi pakulu. Daima wákifyoma sana Mandiko Matakatifu ipate wawone kuwa vyawakambiriwa na Paulu vire vyakweli. 
ACT.17.12	Kwa javyo, wengi kati yawo wakamini. Wákiwa wanawaka mabora wa Sawari-Mayahudi pamoja na wanawalume wengi wawenye.
ACT.17.13	Fala Mayahudi wa Tesalonika, pawejiwe kuwa Paulu kankwereza novyo habari za Mwenyezimungu Bereya, newo novyo wakuka noko, wakiwataya wanu shonge, wakiwafazaisa. 
ACT.17.14	Ndimana kwa mpunde noure, wenye kwamini ware wampereka Paulu mwani kukisiko, fala Sila na Timotiyu wakibaki Bereya nokure. 
ACT.17.15	Wampéreke Paulu ware wanfikisa mpaka Atena. Bandi ya kulaiziwa habari na Paulu zakuka kumwambira Sila na Timotiyu kuwa woke upesi-upesi noko, ewo wakilawa.
ACT.17.16	Paulu, paakiwarinda Sila na Timotiyu Atena kure, kakafilika kwa kuwona nkaya mure kwijala maswanamu. 
ACT.17.17	Ndimana nsinagoga akiwolotera uhakika Mayahudi pamoja na Sawari-Mayahudi wakuwajibu mambo a Mwenyezimungu. Na suku daima ákisoweranga na wanu mbazari. 
ACT.17.18	Wanlimu wengine wakwijiwikana kuwa wataalamu Waepikureyu na Washitoyiku wakikaidiyana naye novyo. Wengine wakamba: “Munu njinga‑yu kankusaka kwamba kinani?” Wengine wakamba: “Kawa kamba munu wakupita akereza milungu ya inti za wamalamboni.” Wakamba javire konta iye akiwereza habari kuhusu Insa na kufufuka kwake.
ACT.17.19	Basi, wakinkola, wakimpereka kukundi rakwitiwa Aeropagu, wakindairi: “Habari nyipya zaufunda‑zi zakinani? 
ACT.17.20	Kamana vinu vyauri kutambira‑vi vyankutishangisa. Ofwe tisaka tijiwe, mana ake kinani?” 
ACT.17.21	Kusema kweli, piya wanu wa Atena na wanu wa inti nyengine wákikalanga nokure, awakishugulika na kinu cengine, sairi kupakanira habari za sambi.
ACT.17.22	Basi, Paulu akimira kati-kati ya Aeropagu, akamba: “Umwe wanu wa Atena, niwona kuwa, kwa namuna piya, muwa wenye dini. 
ACT.17.23	Kamana panikipita nizungunuka niwawona maswanamu milungu yenu yamutukuzanga. Ninsingana novyo swanamu mmoja wakwandikiwa javi: ‘Ka nlungu sejiwikana.’ Basi sambi, nlungu wamumwabudu‑yu bila kumwijiwa, ndi noyo-noyoni waniri kukwerezani omi.
ACT.17.24	Nlungu ombire ulumwengu‑wu na piya viripo nkati yake, eyu ndi Mwenye wa bingu na ardhi. Iye ekala nyumba takatifu zakujengiwa na makono a wanu. 
ACT.17.25	Iye aasakula kuudumiwa na makono a wanadamu, konta iye acipo casakula. Kweli, iye ndi awapa uhai piya wanu na kupumuzika na vinu piya. 
ACT.17.26	Iye komba, kwa kiyumbe mmoja, kila kabila ya wanu wekare piya duniya‑yi. Na iye katula wakati na mpaka wakwikala, 
ACT.17.27	ipate wansakure Mwenyezimungu, ikiwa dalili wengine kwa kumpamapama wansingane. Kusema kweli, iye aari baidi nofwe kila mmoja. 
ACT.17.28	Kamba vyaasemire munu mmoja, akamba:
ACT.17.28	‘Iye ndi atitenza tikiinshi, tikenenda na tikiwepo.’
ACT.17.28	Wenye mashairi wenu novyo wamojawapo wamba:
ACT.17.28	‘Ofwe piya tiwa viyumbe vyake.’
ACT.17.29	Kwa kuwa ofwe tiwa viyumbe vya Mwenyezimungu, avitifãi tisiwaze kuwa Nlungu alandanisiwa na oru wala parata wala riwe, nfano wakuwajiwa na kutendiwa na fundi mwanadamu mmojawapo. 
ACT.17.30	Wakati wanu wawakintikina, Mwenyezimungu avikimmweri. Fala epa sambi, kankuwatuma wanu piya kila mahala watubiye. 
ACT.17.31	Konta katula suku yakuwalamula wanu ulumwengu piya na shariya, julu ya Munu wantondore. Na iye kawakikisha wanu piya kinu‑ci julu ya kunfufula iye ka wafwi.”
ACT.17.32	Sambi, pawasikire kuhusu kufufuka ka wafwi, wanu wengine wakinshupa, wengine wamba: “Kuhusu ewu mwaha‑wu, tisaka tukusikire uwe novyo tena.” 
ACT.17.33	Basi, Paulu akilawa kati yawo, akuka vyake. 
ACT.17.34	Fala wanu wengine wanlunga nkono Paulu, wakubali. Kati yawo ákiwapo Diyoniziyu wa kundi ra Aeropagu, mwanamuka mmoja wakwitiwa Damari, na wengine‑po tena.
ACT.18.1	Bandi ya piya vire, Paulu akilawa Atena, akuka Korintiyu. 
ACT.18.2	Paafikire Korintiyu kure, kansingana Yahudi mmoja wakwitiwa Akila, kâpongoriwa Pontu. Akila na nkawake Pirisila wâja kulawa Italiya kwa suku aba, konta nfalume Kalaudiyu kâmuru kuwa Mayahudi piya walawe Roma kure. Paulu koka kwawo kuwawona, 
ACT.18.3	na kwa kuwa kazi yawo íkiwa mmoja, iye akiinshi nopare wakikola kazi pamoja, kazi ya kusona ema. 
ACT.18.4	Kila sabadu, iye akiwolotera ukweli kusinagoga, akiyerera kuwavuta Mayahudi na Sawari-Mayahudi.
ACT.18.5	Sila na Timotiyu, pawateremuke kulawa Makedoniya, Paulu kashugulika na Habari Ngema, akilavya ushahidi mbere ya Mayahudi kuwa Insa ndi Almasihi. 
ACT.18.6	Fala pawakintukana na wakinsowerera kufuru, iye akisasanya nguwo zake
ACT.18.7	Nakulawa pare, akuka akingira nyumba ya mwananlume mmoja wakwitiwa Titu Zushutu, munu mmoja ákintukuzanga Mwenyezimungu. Nyumba yake ilungana na sinagoga. 
ACT.18.8	Kirispu, amiri wa sinagoga ire, pamoja na jamaa zake piya, wâmwamini Mwenye Insa. Na wanu wengi waKorintiyu pawasikire, newo novyo wakamini na wakoziwa.
ACT.18.9	Suku moja usiku, Paulu imwisukira ruhuya. Mwenye akimwambira, akamba javi: “Usope! Zidi kwereza, usinyamare, 
ACT.18.10	kwa kuwa omi niwa pamoja nawe. Aapo atenda vita nnowe kukutenda kinu kibaya, konta nanawo wanu wengi wawenye eyi kaya‑yi.” 
ACT.18.11	Basi, iye kekala mwaka mmoja na nusu, akiwafunda usemi wa Mwenyezimungu.
ACT.18.12	Fala Galiyu paákiwa nfalume wa Akaya, wakilawa Mayahudi kwa niya mmoja wakikola kubishana na Paulu, ewo wampereka kuNyumba ya Milandu, 
ACT.18.13	wakamba: “Eyu mwananlume‑yu kankuwahimu wanu wantukuze Mwenyezimungu kwa namuna sairi ya shariya.” 
ACT.18.14	Paulu ári tayari kusowera, Galiyu kawambira Mayahudi ware kamba: “Inawa mwanawo makosa mamojiwapo au anakunisha vinu vyakofya, nanga inilazimu nukusikirizeni vyamunereza‑vi. 
ACT.18.15	Fala, kwa kuwa ndi mwaha wa kukaidiyana kuhusu masemo na mazina na vinu vya shariya zenu, lamulanani watupu. Omi sisaka kuwa mwenyé kulamula vinu kamba-vyo.” 
ACT.18.16	Na akiwatuwisa nNyumba ya Milandu mure. 
ACT.18.17	Ikisa, wanu ware piya wakinkola Soshiteni, amiri wa sinagoga ire, newo wakanza kumwibiya nopare mbere ya Nyumba ya Milandu ire. Fala Galiyu avikimmweri kinu.
ACT.18.18	Paulu kekala suku nyingi zawenye Korintiyu. Ikisa akilayana na wanduze wa jamati, akingira mbatela, akiloka akuka Siriya, koka pamoja na Pirisila na Akila. Kaya ya Kenkereya, kâmyola nywiri zake ipate atimize nadiri yake. 
ACT.18.19	Paulu akifika Efezu, akiwasa Pirisila na Akila. Iye mwanyewe akuka akingira nsinagoga, akanza kuwolotera uhakika Mayahudi nomure. 
ACT.18.20	Ewo wanlebela ekare nawo tena muda aba, fala Paulu akamba anta. 
ACT.18.21	Novyo-sivyo, paawalaire akiwambira: “Mwenyezimungu akinijanliya, nukuja tena kwenu umwe.” Akilawa Efezu, akilokera ng'ambu nyengine.
ACT.18.22	Pesuke Kaisariya, akikwera Yerusalemu, akidairiyana nawo habari wenye jamati. Ikisa, akiteremukira Antiyokiya. 
ACT.18.23	Bandi ya kwikala nokure suku aba, akilawa akuka vyake. Akipita makaya a Galata na Furujiya, kupita akiwahurumiya wanafunzi piya.
ACT.18.24	Sambi, ákiwapo Yahudi mmoja wa Aleshandriya wakwitiwa Apolu, akifika Efezu. Iye akereza sana-sana, akijiwa pakulu Mandiko Matakatifu. 
ACT.18.25	Iye kâfundiwa sana njira ya Mwenye. Akisowera na juhudi kuno akifunda na ukweli habari ya Insa, ingawa akijiwa koza kaakifundanga Yahaya tu basi. 
ACT.18.26	Iye akanza kusowera nsinagoga bila wofi. Pawasikire, Pirisila na Akila wakintwala, wakanfunde pakulu sana njira ya Mwenyezimungu.
ACT.18.27	Na Apolu, paakiwaza kulokera Akaya, wenye kwamini wakimuhurumiya, wakiwandikira wanafunzi wa noko kuwalebela wampokerere sana. Apolu paafikire Akaya, kawasaidiya pakulu sana ware waminire julu ya rehema. 
ACT.18.28	Iye akiwakidiri baina Mayahudi kwa uwezo, na kwakikisha julu ya Mandiko kuwa Almasihi ndi Insa.
ACT.19.1	Apolu paakiwa Korintiyu, Paulu akipita makaya a nrima, akifika mpaka Efezu. Nokurekure, akiwasingana wamojawapo wenye kumwamini Insa, 
ACT.19.2	akiwadairi: “Umwe pamukubalire, kakwisukirani Roho Takatifu?” Ewo wakinjibu: “Ofwe wala atijiwa kuwa kawapo Roho Takatifu!” 
ACT.19.3	Paulu akiwadairi tena: “Sambi, umwe moziwa kinamunani?”
ACT.19.3	Ewo wakinjibu: “Kwa namuna ya koza Yahaya.” 
ACT.19.4	Basi Paulu akiwambira: “Koza kakoza Yahaya kukiwa ka kutubiya wanu. Iye kâwambira wanu kuwa wajuzi wamwamini eyo asaka kuja nyuma yake, akimwamba Insa.” 
ACT.19.5	Bandi yakusikira javire, ewo wakoziwa kwa zina ra Mwenye Insa. 
ACT.19.6	Na Paulu, paawaturire makono, kawesukira Roho Takatifu, wakanza kusowera luga sazijiwikana na kubushuru. 
ACT.19.7	Ewo piya wákiwa kiyasi ca wanawalume kumi na wawiri.
ACT.19.8	Paulu akukanga nsinagoga, akisowera bila wofi muda wa myezi mitatu. Ákisoweranga nawo, kusakula kuwahimu kuhusu ufalume wa Mwenyezimungu. 
ACT.19.9	Fala wengine wákiwa wabishi, awakikubali, na wakisowera caputu mbere ya wanu kuhusu Njira ya Insa
ACT.19.10	Eci cikikuna muda wa myaka miwiri mpaka wanu piya wa Aziya, Mayahudi na Sawari-Mayahudi ware, wasikira habari kuhusu Mwenye Insa.
ACT.19.11	Mwenyezimungu, julu ya mmakono mwa Paulu, akitenda maajuza akupunda kiyasi. 
ACT.19.12	Ifika mpaka kutwariwa lemba na anzu yake wakiponeseriwa walwere julu ya kukumbula, kweli newo wakipona na mashetwani wakiwalawa.
ACT.19.13	Sambi, Mayahudi wasawi wamojawapo wákipitanga kaya anta kaya, wákiyerera kulebela kwa zina ra Mwenye Insa wawatuwise mashetwani walwere. Ewo wákiwambira mashetwani javi: “Nukutuwisa kwa zina ra Insa, noyo waari kuntangaza Paulu‑yo.” 
ACT.19.14	Wamojawapo wákitendanga javyo‑wo wákiwa wana saba wa Yahudi mmoja wakwitiwa Sikeva. Iye ákiwa nkulungwa wa dini. 
ACT.19.15	Shetwani kawajibu javi: “Insa nimwijiwa, Paulu ninfahamu. Fala umwe wanani?” 
ACT.19.16	Ikisa, mwananlume ákiwa na mashetwani ire ákiwerukira wanu ware, akiwakidiri mpaka akiwashinda. Basi, piya wakilawa nnyumba mure, wakipita wakituwa diki na vijaraa.
ACT.19.17	Vikunire‑vi wejiwa piya wakikala Efezu, Mayahudi na Sawari-Mayahudi. Piya ware wakanza kopa pakulu, na zina ra Mwenye Insa rikitukuziwa pakulu. 
ACT.19.18	Wengi wâmwaminire wakija, wakereza baina vitendo vyawo vibaya vyawatendanga. 
ACT.19.19	Wengi wákitendanga vitendo vya usawi ware, wakikusanya mabuku awo wakoca pamoto mbere ya piya wanu. Wesabu kadiri yawo jumula ya mabuku awocire, akifika alufu amusini za jarajara za parata. 
ACT.19.20	Kwa javyo, usemi wa Mwenye ukizidi kwenera na úkiwa na nguvu.
ACT.19.21	Bandi ya vire vikunire vire, Paulu, kwa kulongoziwa na Roho Takatifu, kanuwiya apite Makedoniya na Akaya, oke mpaka Yerusalemu. Iye akamba: “Bandi yakuka Yerusalemu, inilazimu nuke novyo Roma.” 
ACT.19.22	Basi, akiwatuma Makedoniya wasimana wake wawiri, Timotiyu na Erashitu. Iye akibaki kwa muda wa suku aba Aziya nokure.
ACT.19.23	Noure wakati ure, ikilawirira vurumãi ulu futi, kwa sababu ya Njira ya Insa. 
ACT.19.24	Ákiwapo urivi mmoja akitiwa Demetiriyu, ákitendanga vifure vitoto vya parata vya nfano wa nyumba ya Aritema
ACT.19.25	Iye akiwajumanisa mafundi wákitendanga noire kazi ire, akiwambira:
ACT.19.25	“Wenzangu, umwe mukwijiwa kuwa ofwe tankutajiri kwa noyi kazi‑yi. 
ACT.19.26	Mwankusikira na mwankuwona vyaatenda Paulu‑vi, aari kutenda Efezu nopa basi, kankutenda kiyasi ca Aziya piya. Iye kankuwakubalisa wanu wengi wawenye, akiwazungunusa, kwa kuwambira kuwa maswanamu wakuwajiwa na binadamu siyo milungu ya kweli. 
ACT.19.27	Kwa javyo, kazi yetu aija kuwa nawo faida tena. Vikopesa wanu awaja kutukuza tena nyumba ya nlungu nkulu Aritema, na ulaviwa utukufu wake, waari kutukuziwa na piya wanu wa Aziya na duniya nzima.”
ACT.19.28	Pawasikire, ewo wakimiwa pakulu futi, wakanza kukuwa wakamba: “Asifiwe Aritema, nkulu wa waEfezu!” 
ACT.19.29	Umani ure wenera kaya ire piya. Wanu nkonjo nzima wakituwirira nteni mwawajumane wanu wa kaya ire. Wankola Gayu na Arishitariku, waMakedoniya, wenziwe Paulu. 
ACT.19.30	Paulu, paakisaka engire nkati ya kundi ra wanu ware, wanafunzi awamwasire. 
ACT.19.31	Na mafalume wamojawapo wa Aziya kure, wawere marafiki wa Paulu, wamperekera novyo habari yakunlebela asishubutu kuka kuteni kawajumane wanu kure.
ACT.19.32	Wajumane ware, wengine wakamba eci, wengine wakamba cengine. Pabanja pare pákiwa ngorofi, wengi awakijiwa sababu iwajumanise pare. 
ACT.19.33	Wamojawapo kati ya wanu ware wakimolota Alishandere kuwa ndi ari na cakusowera. Ndimana Mayahudi wakinsukumira mbere ya wanu ware. Basi, Alishandere akiwatendera alama
ACT.19.34	Fala wanu pawejiwe kuwa Alishandere ire Yahudi, piya wakikuwa kapamoja, wakamba kinu kimoja noco kiyasi ca ora mbiri: “Asifiwe Aritema wa waEfezu!”
ACT.19.35	Mwandiki wa kaya ire, nakwisa kuwanyamaza wanu ware, akiwambira javi: “Wanu wa Efezu, nani atikina kuwa Efezu ndi kaya amiri yakwikaza nyumba ya nlungu nkulu Aritema, pamoja na riwe takatifu rigwire binguni? 
ACT.19.36	Aapo akaidi kinu‑ci, basi epa nyamalani, musitende kinu samuwazire sana-sana! 
ACT.19.37	Kamana ewa wanu wamujire nawo‑wa awavunjire nyumba ya nlungu wala awansowerere kufuru nlungu wetu. 
ACT.19.38	Kwa javyo, ikiwa Demetiriyu na wakolakazi wenziwe wasaka kusema makosa a munu mmojawapo, iwapo nafasi yakupereka ka wenye kulamula. Nyumba za kulamula ziwa wanzu, wakereze noko. 
ACT.19.39	Ikiwa wasakula kinu cengine, cakujuzi kulamuriwa kunyumba ya milandu yawasimanananga suku maalumu. 
ACT.19.40	Kamana vititisira ajali rero kwa kulongoperiwa kulavya vurumãi‑yi. Kweli, aipo shariya mmojawapo ya ewu umani‑wu, ofwe atina namuna yakujibu.” 
ACT.19.41	Nakuwambira evi vinu‑vi akifunga banja ire.
ACT.20.1	Paisire vurumãi ire, Paulu akitumiza kuweta wanafunzi. Bandi ya kuwataya niya, iye akilayana nawo, akilawa akuka Makedoniya. 
ACT.20.2	Bandi yakupita mahala mwaapitire, ákiwataya niya wenye kwamini, mwinsho akuka porovinsiya ya Geresiya. 
ACT.20.3	Kainshi nokure myezi mitatu. Ikisa, bandi ya kuwa tayari kulokera Siriya, kejiwa kuwa Mayahudi wankuntendera mpango wakumulaya. Ndimana akinuwiya kuludira Makedoniya. 
ACT.20.4	Wâmpereke Paulu wákiwa Sapaturu mwana wa Piru, kwawo Bereya, Arishitariku na Sekundu wo‑wawiri‑wa waTesalonika, Gayu nDeribi, Timotiyu, pamoja na Tikiku na Torofimu, ewa wawiri‑wa wa Aziya. 
ACT.20.5	Ewa wanu‑wa wálongorera, wakitirindira Torowa. 
ACT.20.6	Bandi yakwisa sherehe ya Pashukwa, tikiripakira kisiko ca Filipi, tenenda safari ya muda wa suku ntanu, tikifika Torowa kawákiwa kure. Tikala sumana nzima nokure.
ACT.20.7	Suku ya mwanzo wa sumana, tikare tijumane pajambo ra Kumbukumbu tikirya mikate. Paulu akikola kusowera nawo wenye kwamini. Kwa kuwa ákiwa na mpango wakulawa subuu yake, iye akizidi kuwereza mpaka usiku kati-kati. 
ACT.20.8	Sambi, zíkiwapo kandiyeru nyingi zikikorera pansana pajulu ya gorofa patijumane pare. 
ACT.20.9	Nnemba mmoja wakwitiwa Eutiku kékala pajanela. Noparepare akisokera pakulu, ukimpata usingizi mwingi vutu, kwa kuwa Paulu akisowera pakulu. Usingizi ukinkidiri, akisomoka akigwa rã mahala baidi, gorofa ya tatu. Akitekiwa wakufwa wawenye. 
ACT.20.10	Basi Paulu neye akisuka, akimwinyamira patumbo, akimpatika, akamba: “Musiuzunike, eyu angari nawo uhai!” 
ACT.20.11	Ikisa Paulu akiludira tena pansana kugorofa nokure, akimeya nkate, akitafuna pamoja na wenye kwamini ware. Bandi ya kupakanira nawo mpaka alufajiri, Paulu akilawa, akuka vyake. 
ACT.20.12	Noparepare nnemba ire wakimpereka kwawo ári nkomu dodola. Ewo wakiludi wari radi pakulu sana.
ACT.20.13	Sambi ofwe tikilongorera mbatela, tikisafiri mpaka pafungu kaya ya Asu, konta noko iwa tikampokerere Paulu. Ndi vyatísikizane javyo kamana niya yake íkiwa kupita ya nrima. 
ACT.20.14	Paulu patisimanane kaya ya Asu, tikimpokerera akingira mbatela, tikisafiri mpaka Mituleni. 
ACT.20.15	Basi tikilawa pare, mpaka subuu yake tikifika sawa‑sawa na Kiyu. Tenenda kutwa nzima tikifika Samu, na mpaka subuu yake tena tikifika Miletu. 
ACT.20.16	Paulu kânuwiya asipite Efezu kwa kuwa asipoteze wakati Aziya, konta ákiwa na upesi ikimbidi afike Yerusalemu sainafika suku ulu ya Pentekoshiti.
ACT.20.17	Sambi Miletu kure, Paulu akintuma munu Efezu kuwarifu wakulungwa wa jamati waje wawonane naye. 
ACT.20.18	Pawajire, Paulu kawambira javi: “Umwe mukwijiwa vyaviwere tangu mwanzo panifikire Aziya kuwa suku daima tíkiwa onse. 
ACT.20.19	Daima nintumika Mwenye na unyenyekevu na masozi, pamoja na kuyereriwa na tabu zawanikunishe Mayahudi vyawakinitabisha. 
ACT.20.20	Panukukwerezangani Habari Ngema, kukufundani wanzu-wanzu nikipita nyumba anta nyumba, omi hapana canasire kukwambirani upande wa vinu vya faida. 
ACT.20.21	Nikilavya ushahidi kuwereza Mayahudi na Sawari-Mayahudi, kuwa wajuzi watubiye na wamwamini Insa, Mwenye wetu.
ACT.20.22	Epa sambi, kamba nfungwa wa Roho Takatifu, ndi vyaniri kuka Yerusalemu, sijiwa cuka kunikuna. 
ACT.20.23	Ila Roho Takatifu caanijiwise ndi kuwa kaya ulu‑ulu piya kalaboshu na kulumbatiwa piya vinirindira omi. 
ACT.20.24	Falakini omi mainsha angu siyo faida kwangu omi. Kikulu kwangu omi nitimize kazi yanipere Mwenye Insa, ipate nilavye ushahidi kuhusu rehema ya Mwenyezimungu nkati ya Habari Ngema.
ACT.20.25	Epa sambi, omi nukwijiwa kuwa umwe piya wanipitire nukukwerezani ufalume wa Mwenyezimungu-mwe, amuwona tena uso wangu. 
ACT.20.26	Ndimana, kwa suku ya rero‑yi, nilavya ushahidi kuwa sina kosa ka wenye kwasika kati yenu umwe piya, 
ACT.20.27	kamana omi saasire kukwerezani ngano piya za upande wa Mwenyezimungu.
ACT.20.28	Kwa javyo, ritunzeni umwe wanyewe pamoja na piya wenye kwamini, kwa kuwa Roho Takatifu ndi ikuturireni umwe kuwa maamiri. Muwe wasunga wa jamati ya Mwenyezimungu, jamati yaapatire julu ya damu ya Mwanawe. 
ACT.20.29	Nukwijiwa kuwa nikilawa‑pa, wakwingira wanu kusakula kudangula jamati‑yi. Ewo wakuja kulanda miwinzi yakutonya vyaiwaduru makondoo. 
ACT.20.30	Na nkati yenu nomwe-mwe, walawirira wamojawapo wakufunda ngano za ulongo, kusakula kuwatesa wanafunzi wawafulate ewo. 
ACT.20.31	Kwa javyo, rinang'anizireni. Daima mukumbukire kuwa, muda wa myaka mitatu usiku na nsana, omi sasire kunkumbusa kila mmoja, kuno nikirira.
ACT.20.32	Sambi, nukugabizini mmakono mwa Mwenyezimungu na kwa usemi wa rehema zake, zíri na uwezo wakurimbisa roho zenu, mwinsho mupewa irati yawatuririwe watakatifu piya.
ACT.20.33	Sajibiwe na kinu ca munu: wala parata wala oru wala nguwo. 
ACT.20.34	Anta umwe wanyewe mukwijiwa kuwa nikola kazi na makono angu mwanyewe ipate omi na wenzangu tipate catisakula. 
ACT.20.35	Kwa namuna‑zi piya, nukoloterani kuwa julu ya kukola kazi nyingi javi, itibidi kuwavya wenye tafauti zawo. Kumbukirani usowezi wa Mwenye Insa paasemire javi: ‘Vyema pakulu kumera zaida kumeriwa.’ ”
ACT.20.36	Pesire kwamba javire, Paulu akikokora pamoja na wenye kwamini ware piya, wakilebela duwa. 
ACT.20.37	Piya akiwetika masozi bu-bu-bu-bu, wakimwirukira Paulu pasingo, wakimpa beju
ACT.20.38	Ewo wauzunika pakulu futi, kwa kuwa kâwambira javi: “Amuwona uso wangu tena.” Ikisa wakinsafiriza mpaka kubatela.
ACT.21.1	Patisire kulayana nawo wenye kwamini ware, tikisafiri na batela moja ka moja mpaka tikifika Kosi. Subuu yake tikitaya nanga kisiko ca Rodi. Nakupunda pare, tikuka mpaka Patara. 
ACT.21.2	Patisingane batela rakuka Foinikiya, tikiripakira tikuka mbere ya safari yetu. 
ACT.21.3	Tipita karibu ya Kiporo, tasa upande wa nkono sonto, tikuka mpaka Siriya. Tisoza kisiko ca Tiru, tikisuka konta batela rire rikipakula vinu nopare. 
ACT.21.4	Noyo kaya‑yo, tiwasingana wenye kwamini wamojawapo, tikikala nawo sumana mmoja. Ewo, wakamuriwa kwa uwezo wa Roho Takatifu, wakimwambira Paulu kuwa asuke Yerusalemu. 
ACT.21.5	Wakati watimarize suku zetu, tikilawa tikuka na safari yetu. Wenye kwamini piya pamoja na waka wawo na wana wawo, wakitisafiriza mpaka mwinsho ya kaya ire. Basi, nakufika mwani tikikokora, tikinlebela Mwenyezimungu. 
ACT.21.6	Noparepare tikilayana, ikisa tikingira mbatela, ewo wakiludira kukaya.
ACT.21.7	Mwinsho ya safari yetu ya Tiru, tikifika Tolemayi. Noparepare tikidairiyana nawo habari wenye kwamini, tikikala nawo kutwa nzima. 
ACT.21.8	Subuu yake, tikilawa tikifika Kaisariya, tikuka kunyumba ya Filipi, mwenyé kwereza Habari Ngema za Insa, tikikala naye. Iye ákiwa nkati ya nkonjo wa wanu saba wâtondoriwe Yerusalemu watumike shuguli za nzuruku wa jamati.
ACT.21.9	Iye ákiwa na wana wane wári sawalombiwe, newo wákiwa minabii.
