MAT.1.1	Kĩtabũ kya wĩleli wa kĩYesu Kilisito, umuana wa kĩDaudi, umuana wa kĩIbũlahimu. 
1TI.5.22	Uleke kumuĩĩkĩla muntu ĩmĩkono kuukaaũ; kangĩ ulekikamantana mumĩlandu ya muntu nuĩngĩ; wĩkendegeele ue wĩĩ muelu. 
1TI.5.23	Ulekikopa ĩmaazĩ matilĩ ĩpa tumĩla nĩpimubinio pikeei kunsooko ya ndaa yaako, nuuluĩle naukukuambaa nkua kunkua.
1TI.5.24	ĩMĩlandu ya antu naĩngĩ yĩkwaliĩ yatongĩĩle kwienda kuulamulua, ĩpa ĩmĩlandu ya naĩngĩ ĩkakigyelela pembele. 
1TI.5.25	Iio-iioo nuutendi nauuza wĩkualiĩ; sunga uuo nasika wĩkualiĩ sika usũũmile kũpisĩgua.
1TI.6.1	ĩAasio naĩĩlĩ mũpyimpĩ lya usese, aapeele ishekulu aao kĩna ijĩpĩĩle ikulio tũlũ, ĩliina lya kĩNzua nuumanigua wĩĩtu ulekitukua. 
1TI.6.2	Nĩaasio naatĩĩte iishekulu naakumusuĩĩla uNzua, aleke kuamela kunsooko aazaa ĩkĩnũna, taazu aatumĩlĩkie kunsooko aasio naakuanũnkulaa ĩnsaĩlo ya mulĩmo waao aazaa asuĩĩli nĩaloogua.
1TI.6.2	iMpola izi uzimanie, nukũshugula. 
1TI.6.3	Wensi kanga ĩwimania mamanigua mingĩ, nduyo ĩsikugombile inkaani naza upanga za kĩShekulu wĩĩtu Yesu Kilisito, sunga uumanigua naukamantĩĩne nukukumutekela uNzua kutai, 
1TI.6.4	unuasio ukĩkentula udũũ, nduyo sikulĩngile kakĩntu, uulemua waakue ingĩ kwishĩĩga impola za makolio ninkungumi za nkaani. ĩZaasio ziizo nazukuleetaa uwĩĩlũ nuwĩleei, niituki, nuwĩsĩĩgĩli naubĩĩ, 
1TI.6.5	ninkungumi pakatĩ ya antu naoonoonilue ĩmasala maao, naasũpatukilue ĩtai, naishĩĩga kĩna kukumutekela uNzua ingĩ nzĩla ya kĩsaipia.
1TI.6.6	Tai, kukumutekela uNzua palumuĩ nukwiendua muumo, ingĩ nsaĩlo nkulu. 
1TI.6.7	Kuitĩ gua, kutilĩ naalĩ kukĩleetile muna unkũmbigyulu, sunga sika kusũũmile kukuupũna ĩkutĩĩte nĩkĩntu. 
1TI.6.8	ĩpa itĩ, kanga ĩkutĩĩte ndia ni ntiila, yĩkakukuenda muumo. 
1TI.6.9	ĩAasio gua naasiiile kwitũla agolĩ akuguaa muugemua nĩmĩtego, ninshula ningĩ nangila kansaĩlo, kangĩ za kualemaalia, nazĩkuaseketelia ĩantu, nukukuagumĩla muoononeki numuulimĩĩli. 
1TI.6.10	Kuitĩ itina lya ubĩĩ tũlũ ingĩ kwiloogua impiia; naĩngĩ pĩna naaawa ĩzaasio, akupuutagigua kwileka uUsuĩĩli nukukĩligĩlia uwaalaalĩki wingĩ wa moo.
1TI.6.11	Ĩpa ue, nwĩmuntu wa kĩNzua, uzitalame ĩzaasio; utiate ĩkulukuuluu nuukulia uNzua, usuĩĩli, uloogua, ukamatĩkũ nuupolo. 
1TI.6.12	Wĩsinke ulugu nauuza wa usuĩĩli; tyapĩkia uupanga wa kalĩ nakalĩ naalĩ umuĩtĩlue, nukũmuula akũmuuli nauuza ntongela ya ukuĩli iingĩ. 
1TI.6.13	Nakulagĩĩlia ntongela ya kĩnzua nukuipeela iintu tũlũ upanga, nintongela ya kĩKilisito Yesu naalukũmulĩĩle ukũmuuli nauuza ntongela ya kĩPontio Pilatu; 
1TI.6.14	ulĩlĩndĩĩle ilyagĩĩlio liĩ gyila kibyado, liĩ gyila kishokio sunga ukũnukulua wa kĩShekulu wĩĩtu Yesu Kilisito; 
1TI.6.15	naũjile kigyeleligua pamatũngo maakue, uyo muene mukola uliukũ, Mukulu wing'ene, Mutemi wa atemi, Shekulu wa ishekulu. 
1TI.6.16	Uyo wing'ene udũũ mumuakue kutilĩ kaukiu, nwikyalile muweelu nasika ukusũgamĩĩlaguaa, sunga kutilĩ kaumuĩ naalumuoonie, katia nusũũmile kukumuona. Uyo kumuakue liĩ kyulio nuukulu wa kalĩ nakalĩ. Amini.
1TI.6.17	Ualagĩĩlie naagolĩ muna unkũmbigyulu uu aleke kĩkentula, sunga alekishania uugolĩ naugila kawikyali, ĩpa amusanie uNzua nukukupeelaa ishie iintu tũlũ ku wingĩ, kuitumĩle kũlyumbi. 
1TI.6.18	Atende namaaza, atũle agolĩ kuutendi nauuza, apũnie inshao zaao kuukende, akamantane nĩnaĩngĩ muusilĩlua waao. 
1TI.6.19	Itĩ yoi ĩakĩĩkĩlia ĩkĩuto kĩtũle mukũlĩla namuuza kumatũngo namijile, koona aũtyapĩkie uupanga nawa tai-taaii. 
1TI.6.20	Ue Timoteo, ĩmbĩĩka naalĩ mbĩĩkue kumuako, umĩlindĩĩle! Wĩnege ninkaani nasika za wĩtekeli, naangila kandogolelio, ninkungumi za mĩlimu naasika mĩlimu ya tai; 
1TI.6.21	nĩnaĩngĩ naa ĩgombile, naamĩlimĩĩlia ĩnzĩla ya usuĩĩli. Ukende wĩĩ palumuĩ niniinie.
2TI.1.1	Paulo, mutumua wa kĩKilisito Yesu kuulooa wa kĩNzua; kunsooko ilyago lya upanga naukoolĩ mwa kĩKilisito Yesu; 
2TI.1.2	nakuandĩkĩla ue Timoteo muanuane muloogua. uUkende wĩĩ kumuako, nĩkĩnishungu nĩmatiliga namapũnile kwa kĩNzua Tata nukwa kĩKilisito Yesu Shekulu wĩĩtu.
2TI.1.3	Namusongelia uNzua nanukumutekelaa kwipũna intondo za atata aane, kumoo namuelu, pĩna iio nanukukũjukaa ue intondo tũlũ muulompi waane utiku nĩmunsĩ. 
2TI.1.4	Pĩna nijukile ĩmisholi yaako, ntĩĩte nsula dũũ ya kukuona koona nijulue nulumbi. 
2TI.1.5	Kangĩ nijukile impola za usuĩĩli waako naugila kaunamampĩlu, naalĩ ukoolĩ tangua mwa kĩmaama waako uLoisi, numwa kĩmaau waako uEuniki; manile tai ya kĩna ukoolĩ numumuako gaa.
2TI.1.6	Kunsooko ĩĩ nakũjukĩlia ukiakĩlie ĩkĩpeegua kya kĩNzua naalukikianũnkuĩle munsĩ yaako kuuĩĩkĩlua wa mĩkono yaane; 
2TI.1.7	kuitĩ uNzua sikukupĩĩle ishie ĩnkolo ya ooa, ĩpa ukukupeelaa ĩnkolo ya ngũlũ nuuloogua nukukĩtema. 
2TI.1.8	Luulo gua, uleke kuukolelua inshooni uukuĩli wa kumukuĩla ũshekulu wĩĩtu, katia kunsooko yaane nanumu tũngua waakue; ĩpa kamantana munzago kunsooko ya Mpola na Nziiza, kwilika lya ngũlũ za kĩNzua. 
2TI.1.9	Uyo alukugũnile nukukuĩta kuwĩĩtua naweelu, sika kwilika lya utendi wĩĩtu, ĩpa kwilika lishiio liakue umuene nuukende waakue, nalĩ kuapeegue ishie mwa kĩKilisito Yesu kwipũna ĩkalĩ, 
2TI.1.10	ĩpa itĩ intondo izi yakũnukuĩlue kunzĩla ya wigyeleli wa Mugũni wĩĩtu Kilisito Yesu naaluuleegilie uukiu, nuũgyelelia muweelu uupanga nuusiitioononeka, kunzĩla ya Mpola na Nziiza. 
2TI.1.11	Kunsooko ya Mpola na Nziiza izi nambĩĩkua ntũle mutanantia numutumua, kangĩ mumania. 
2TI.1.12	Kunsooko ĩĩ niligia uwaagigua uu, sunga sika nikolua kansoni, kuitĩ numumanile uyo nanumusuĩlile kangĩ ntite ishanio ya kina uzo usumile kukumĩlindĩĩla ĩmbĩĩka yaane nanĩmĩĩĩkile kumuakue sunga kuLutondo luulo. 
2TI.1.13	iNkaani za kapanga naaluziigilie kumuane, uziambĩkie muusuĩĩli numuuloogua nawĩĩlĩ mwa kĩKilisito Yesu. 
2TI.1.14	Ĩmbĩĩka nanziiza naalĩ mbĩĩkue kumuako, umĩlindĩĩle kunzĩla ya kĩMuau Muelu nukikyalaa munsĩ yĩĩtu.
2TI.1.15	Uzimanile impola izi, ya kĩna tũlũ naĩĩlĩ muAsia andekile; mumaũmbi maao ukoolĩ Figelo nuHelimogene. 
2TI.1.16	ũShekulu waakolelue kĩnishungu ĩaasio naa munumba ya kĩOnesifolo; kuitĩ nkua ningĩ alukumpolelagiaa nkolo, sunga sika alumakolĩĩlue kansoni ĩmatendele maane; 
2TI.1.17	ĩpa pĩna nupika kuLumĩ, nundũũmĩkia sunga nundigia. 
2TI.1.18	ũShekulu nwamupeele kwiona ĩkĩnishungu kwa kĩShekulu paLutondo luasio. Nĩkĩna alĩ wĩtumĩĩle kuEfeso, ue umanikilie.
2TI.2.1	Iio gua, ue muanuane, utũle mukamatĩkũ muukende nawĩĩlĩ mwa kĩKilisito Yesu. 
2TI.2.2	Nĩzaasio naaluziigilie kumuane ntongela ya akuĩili iingĩ, uziĩĩke kumiao naasuĩĩli naikishũũma kukuamania nĩnaĩngĩ gaa. 
2TI.2.3	Sangĩla injago palumuĩ nineene zĩ mwĩlaasi namuuza nwa kĩKilisito Yesu. 
2TI.2.4	Kutilĩ nukĩtumaa umulĩmo wa wĩlaasi nukĩĩĩka muwĩnzi wa muna nsĩĩ, koona wamuloeelie naalumuandĩkile wĩĩ mwĩlaasi. 
2TI.2.5	Sunga wensi kanga wakamantane muwĩtiganĩĩli wa mĩsĩgo, sikukupeegaguaa ĩngala isiititũla watiate ĩmalagĩĩlio. 
2TI.2.6	Yumũjĩpĩĩle umulĩmi mukola nzago za mulĩmo, watũle wa kuandia kũtomola. 
2TI.2.7	Zishĩĩgĩkie izi nanitambula, kuitĩ ũShekulu ukakukupeela ulĩngi mumpola tũlũ.
2TI.2.8	Mwijuke ũYesu Kilisito naalĩ mũiukigue kwipũna muakiu; nwa luuli lwa kĩDaudi, kwilika lya Mpola naNziiza nantanantilie. 
2TI.2.9	Kunsooko yaakue niaagigua sunga kwitũngua zĩ mutimuli, ĩpa ulukaani lwa kĩNzua sika lukutũngaguaa. 
2TI.2.10	Iio gua, nagigimĩlia tũlũ kunsooko ya antu naeelu naasaagulue, ĩo ndĩo aligie uugũnua nawĩĩlĩ mwa kĩKilisito Yesu Palumuĩ nuukulu wakalĩ nakalĩ. 
2TI.2.11	Ingĩ lukaani lwa kusuĩĩlua,
2TI.2.11	“Kanga kukie palumuĩ nduyo,
2TI.2.11	kukitũla apanga palumuĩ nduyo gaa;
2TI.2.12	Kanga kugigimĩlie,
2TI.2.12	kukitema palumuĩ nduyo gaa;
2TI.2.12	Kanga kumukaane uyo,
2TI.2.12	uyo nduyo ukakukukaana ishie;
2TI.2.13	Kanga ishie kulekitũla usuĩĩli,
2TI.2.13	uyo ũkyalile wa usuĩĩli,
2TI.2.13	Kuitĩ sikusĩuũmile kukĩkaana umuene.”
2TI.2.14	Uijukĩlie izi, ĩukisugula pa kĩShekulu, alekitũla ninkungumi za nkaani nangila kansaĩlo, ĩpa zukoonoonaa ĩategeeli. 
2TI.2.15	Ĩkamatĩkie kukigyelela kĩna umugombigue nuNzua, munamulĩmo nasika wa kukoligua kansoni, ĩukulutumĩla kĩĩsa ulukaani lwa tai. 
2TI.2.16	Ĩnege ĩmakaani namagila kandogolelio, nasika ma awĩtekeli wa tai; kuitĩ ikilongoleka nangũlũ kukumuleka uNzua, 
2TI.2.17	nulukaani luao lukitũlitaluka zĩ kyonko. Muaasio ingĩ Himenayo nuFileto, 
2TI.2.18	naalĩ alekile ĩtai, naiũga ya kĩna uwiiuki wakondile kwiiiza, ndĩo naaugomola uusuĩĩli wa antu naĩngĩ. 
2TI.2.19	Ĩpa itĩ umukũlĩla namukamũ nwa kĩNzua wĩĩmĩkile, nautĩĩte umuntozo uu,
2TI.2.19	“ũShekulu uamanile ĩaakue;”
2TI.2.19	kangĩ,
2TI.2.19	“Wensi nukuliĩta iliina lya kĩShekulu wauleke uubĩĩ.” 
2TI.2.20	Mwijumba nikyulu sika ikoolĩ isheme ya zahabũ nimpiia udũũ, ĩpa ikoolĩ niya makota niya ulongo, nayĩngĩ itĩĩte kyulio, nĩnayĩngĩ igila kikyulio. 
2TI.2.21	Luulo gua, kanga wensi wĩeelie kunzĩla ya kĩnega nĩaasio, ukitũla kĩseme kya kuligia ikyulio, nakieligue, nakyumũjĩpĩĩle ũshekulu, kĩzĩpĩĩligue kumulĩmo wensi namuuza.
2TI.2.22	Uzitalame inshula za usumbatĩ; ĩwĩtiata ĩkulukuuluu, nuusuĩĩli, nuuloogua, nĩmatiliga, palumuĩ nĩaasio naakumuĩtaa ũShekulu kunkolo nanzelu. 
2TI.2.23	Ĩpa umasiite ĩmakolio ĩma ulu namagila kamasala, umane ya kĩna makutũga uwĩleei. 
2TI.2.24	Kangĩ sika yumũjĩpĩĩle umwĩtumi kwitũla mwĩleei, ĩpa wĩĩ mupolo kuantu tũlũ, nusũũmile kwimania, mugigimĩlia kuabĩĩ, 
2TI.2.25	ĩukuasugula kuupolo naĩkĩkunguma nduyo, koona na yasũũmĩka uNzua waapeele kwipela nukwimana ĩtai, 
2TI.2.26	sunga alege mumutego wa kĩShetani, pĩna alĩ aguĩlue nduyo sunga kwitenda uulooa waakue.
2TI.3.1	Ĩpa ulĩnge ulukaani ulu, ya kĩna pantondo za mpelo mikitũla matũngo ma nzago. 
2TI.3.2	Kuitĩ ĩantu ikitũla akola kĩloogua ĩeene, akola kuloogua mpiia, akola kĩkũmuukia, akola lukeemo, akola kutukana nasika akulilie ĩaleli aao, naagila kasongela, nasika amoopokile kaNzua, 
2TI.3.3	nasika aaloilue ĩĩa, nasika agombile kwikamantanigua, naaloe uteketi wa usingisĩĩlia, nasika akĩgilagiaa, ataki asuukĩlua namaaza, 
2TI.3.4	asakia, agaali, akola kĩkentula, naaloe ĩmamona kwikĩla kukumuloogua uNzua, 
2TI.3.5	akola kĩtenda zĩ akulia Nzua ĩpa ingũlũ zaakue akuzishiitaa. Wĩnege nĩaasio. 
2TI.3.6	Kuitĩ muaasio akoolĩ naakĩingĩlagiaa munumba za antu, nukukuaguĩla ĩakĩĩma naanaulu naaneketũ naijulue nĩmĩlandu, naalũtĩĩligua ninshula ningĩ, 
2TI.3.7	naĩkĩmania upiupii, sika naasũũma kainiino kuupikĩĩla uumani wa tai. 
2TI.3.8	Kĩna ũYane nuYambele naalĩ akĩkunguma nuMusa, iio-iioo nĩndĩĩa akĩkungumaa nĩtai; ingĩ antu naoononekile ĩmasala maao, naasiitilue kumpola za usuĩĩli. 
2TI.3.9	Ĩpa sika ĩkakĩongeela nangũlũ, kuitĩ uulu waao ukakigyelela kualiĩ ntongela ya antu tũlũ ensi, kĩna iio nuwa aasio naalĩ wigyelĩĩle kualiĩ.
2TI.3.10	Ĩpa ue watiatile uumanigua waane nulugendo luane, nuusiu wane, nuusuĩĩli waane, nuupolo, nuuloogua nuugigimĩlia; 
2TI.3.11	sunga mpatĩ nuwaagi waane naalĩ ndigilie uko kuAntiokia niIkonia nĩLisitĩla. Mpatĩ zensi naalĩ ngigimĩĩlie; nduyo ũShekulu nungũna muzensi. 
2TI.3.12	eeze, tũlũ ensi naasiiile kukumukulia uNzua mwa kĩKilisito Yesu ikiligia mpatĩ. 
2TI.3.13	ĩAbĩĩ gua, nĩapembeelia ikilongoleka kwitũla abĩĩ, ĩakualimĩĩlia ĩantu sunga kwilimĩĩligua ĩeene. 
2TI.3.14	Ĩpa ue, wĩĩme muzaasio naalumumanigue nukwikamĩnkĩĩligua, kunsooko umanile kĩna aani ĩaasio naalĩ wĩmanilie kumiao, 
2TI.3.15	kangĩ kĩna kwipũna ung'inia uumanile uWandĩkua naweelu nausũũmile kukukulĩngia ue ugũnue kunzĩla ya usuĩĩli nawĩĩlĩ mwa kĩKilisito Yesu. 
2TI.3.16	uWaandĩkua wensi usũũpĩlue nuNzua, wijĩpĩĩle kuumanigua, nukukuasugula ĩantu uutimu waao, nukukuatongeela, nukukualanga mukulukuuluu, 
2TI.3.17	koona muntu wa kĩNzua watũle mukamũ, mukamĩnkĩĩligue kuutendi wensi nauuza.
2TI.4.1	Nukulagĩlĩĩlie ntongela ya kĩNzua nũShekulu Kilisito Yesu nukilamula naapanga nĩnaakiu, sunga kuwigyeleli waakue nuutemi waakue. 
2TI.4.2	Lutanantie uLukaani, ĩkamatĩkie matũngo namijĩpĩĩle nĩmatũngo nasika mijĩpĩĩle, uasokie ubĩĩ waao, uasugule, uakamie nkolo muugigimĩlia tũlũ numuumanigua. 
2TI.4.3	Kuitĩ ityũngo likiiza pĩna ikishiita uumanigua wa kapanga, ĩpa kunzĩla ya kutiata inshula zaao ĩeene ĩkakĩligĩlia amania iingĩ, kuitĩ atĩĩte akutuĩ naakĩdũũmĩlia nazĩaloelĩĩlie. 
2TI.4.4	Nĩndĩo ĩkakĩnega alekiiigia naza tai, ikigomokeela inshimu za ulongo udũũ. 
2TI.4.5	Ue gua, sukuka munkaani zensi, gigimĩlia injago, ĩtume mulĩmo wa mutamantia, kondeelia uwĩtumi waako.
2TI.4.6	Kuitĩ ĩne naaziishonontekigua zĩ pyolia, nulutondo lwa kusaama kumuane lwasũgamĩlaa. 
2TI.4.7	Nĩsinkile ulugu nauuza, umusĩnzo naumalĩĩlagiaa, uusuĩĩli naukendegeelaa. 
2TI.4.8	Naishaagile numuĩĩkĩlĩgue ngala ya kulukuuluu, ĩniasio ũShekulu mulamuli nwa kulukuuluu nukimpeela paLutondo luasio; kangĩ sika uneene dũũ, ĩpa nĩaasio gaa naauloogilue uwigyeleli waakue.
2TI.4.9	Ĩkamatĩkie ukaaae kwiiiza kumuane. 
2TI.4.10	Kuitĩ uDeema wandekile, nuuloogua uunkũmbigyulu wa nzuauu, nuenda kuTesaloniki; uKeleske wendile kuGalatia, ũTito wendile kuDalimatia. 
2TI.4.11	uLuka wing'ene dũũ kwĩensi nineene umusole uMaliko, umuleete muĩzanie; kuitĩ ukĩntumĩlaa iiza dũũ. 
2TI.4.12	uTikiko alĩ namutualaa nuEfeso. 
2TI.4.13	uMunkũmbĩ naalĩ nuulekile kwa kĩKalipo kuTiloa, pĩna ũjile, uleeteelie, niitabũ gaa, nangũlũ iyaasio iya mĩkunza. 
2TI.4.14	uAlekizando, mutiana-yuuma, aluntendĩĩle ubĩĩ wingĩ; ũShekulu ukakumushookeelia kwilika lya utendi waakue. 
2TI.4.15	Ninduue wĩsukuke nunuasio, kuitĩ alĩ wazipĩngaa dũũ inkaani zĩĩtu. 
2TI.4.16	Pĩna alĩ nĩkĩkuĩla nkua ya muandio, ukutilĩ naalĩ wĩĩmĩkile paluandĩ luane, ĩpa tũlũ ensi naandeka; alekikosigua kuutimu uu. 
2TI.4.17	Ĩpa itĩ ũShekulu nuĩmĩka paluandĩ luane, numpeela ingũlũ kwitanantia uLukaani kuukamatĩkũ, indugu nazĩngĩ alũigie. Itĩ yoi nangũnua kwipũna mumulomo wa nsimba. 
2TI.4.18	ũShekulu ukindeegia kwipũna muubĩĩ wensi nukwingũna kuutemi waakue wa kwigyulu. Kumuakue wĩĩ ukulu ĩkalĩ nakalĩ. Amini. 
2TI.4.19	Namukĩlia uPilisika nuAkila, nĩa munumba ya kĩOnesifolo. 
2TI.4.20	uElasito wĩĩmile kuKolinto. UTilofimo namulekile kuMileto, muluĩle. 
2TI.4.21	Ĩkamatĩkie kwiiiza pĩna mikaalĩ matũngo ma mbula. uEubũlo ukulamukilie, nuPũũde, nuLiinosi, nuKilaudia, nĩanũna tũlũ ensi.
2TI.4.22	ũShekulu wĩĩ palumuĩ nĩnkolo yaako. uUkende wĩĩ niniinie.
TIT.1.1	Paulo, Mwĩtumi wa kĩNzua, kangĩ mutumua wa kĩYesu Kilisito, koona ĩasaagulua a kĩNzua amĩsuĩĩle nukukumĩlĩnga ĩtai nyukumanagiaa kukumukulia uNzua. 
TIT.1.2	Nukukuulaaĩĩla upanga wa kalĩ nakalĩ, ĩlĩ lyoli lyago, uNzua, nasikukutambulaa ulongo naalukuĩkĩlĩe kwipũna ĩkalĩ, 
TIT.1.3	ĩpa pĩna itungo liakue nalipika, nwigyelelia uLukaani luakue muutanantia naalĩ numupeegue ine kwilika lilyagĩĩlio lya Mugũni wĩĩtu, uNzua. 
TIT.1.4	Nakuandĩkĩla ue Tito, muanuane muusuĩĩli nakukamantĩĩne, uUkende wĩĩ kumuako nĩmatiliga namapũnile kwa kĩNzua Tata nukwa kĩShekulu Yesu Kilisito, Mugũni wĩĩtu.
TIT.1.5	Yoĩ nsooko nanukuleka kuKilete, koona uzijĩpĩĩlie naalĩ zishagile nukwiĩĩka ĩanampala mukaa yensi, kĩna alĩ nukulagĩlĩĩlie, 
TIT.1.6	muntu namugila kishokio, nduyo wĩĩ mugoosia wa musungu umuĩ, nwa aana naasuĩĩli nasika akusokakiguaa ya kĩna asambo katia akakũ. 
TIT.1.7	Kuiti yumũjĩpĩĩle umulĩnguli wĩĩ muuntu namugila kishokio; kuitĩ mukendegeeli wa mulĩmo wa kĩNzua; waleke kĩkentula, walekitũla mukaaũ wa kutaka, walekitũla nukugaalaa, walekitũla mugaali, walekiawa inshao za nsoni, 
TIT.1.8	ĩpa wĩĩ musũgamĩĩlia agenda, muloogua wa uuza, nusũũmile kukĩtema, munakulukuuluu, muelu, mukola kĩsiitĩlia namabĩĩ; 
TIT.1.9	nulũtyapile ulukaani lwa usuĩĩli kĩna iio naalĩ mumanigue wasũũme kukuakamĩnkĩĩlia ĩantu kuumanigua nawa kapanga, nukukuakunguma naĩkĩkunguma nduo.
TIT.1.10	Kuitĩ akoolĩ iingĩ naakakũ, naakutambulaa inkaani nangila kandogolelio, apembeelia, nangũlũ ĩaasio a waalami; ĩa ijipĩĩle amũmigue ĩmĩlomo yaao. 
TIT.1.11	Ĩa naakugomolaa ĩantu a numba zensi naimania nasika zijĩpĩĩle kwimania koona aligie nsao, ziizo nsao za nsoni. 
TIT.1.12	uMuĩ wa kunsiao, munakĩdagu waao eene, uũgile, ĩAkilete ingĩ aloongo intondo tũlũ, nimu nambĩĩ, alakũ, akata. 
TIT.1.13	Ukuĩli uu ingĩ wa tai. Kunsooko yoĩ uasokie kuutaki atũle a kapanga muusuĩĩli; 
TIT.1.14	alekitegeela inshimu za kĩYahũdi, sunga ĩmalagĩĩlio maantu naasiitile ĩtai. 
TIT.1.15	Intu tũlũ ingĩ yeelu kuantu naeelu; ĩpa kutilĩ nakielu kuaasio naadobũ nasika asuĩlĩĩle, ĩpa ishala liao sunga ĩmioo yaao yadobiligue. 
TIT.1.16	Akukũmuulaa ya kina amuĩzĩ uNzua, ĩpa kuutendi waao akumukaanaa; ingĩ akola usuukua, aleki, sika ijĩpĩĩle kwitenda luensi naluuza.
TIT.2.1	Ue gua, tambula nazijĩpĩĩle uumanigua wa kapanga. 
TIT.2.2	ĩAnampala ĩĩ akola kĩgilia, akola kyulio, akola masala akapanga muusuĩĩli numuuloogua numuukamatĩkũ. 
TIT.2.3	Nĩakombi iio-iioo ĩĩ nulugendo nalũjĩpĩĩle ĩeelu, alekitũla asingĩĩlania, kangĩ alekitũla asese a lugaalo, ĩpa naakumanagiaa nanziiza; 
TIT.2.4	koona aalange ĩasungu naa kĩnanso aaloogue ĩagoosia aao nukukualoogua ĩaana aao, 
TIT.2.5	nukwitũla akola masala, atũle eelu, nukukuzikendegeela inumba zao, atũle aaza nukukĩniinupia paagoosia aao ĩeene, koona uLukaani lwa kĩNzua lulekitukĩlua. 
TIT.2.6	ĩAgoosia naa kĩsumbatĩ uasugule ĩĩ akola kĩgilia, 
TIT.2.7	ĩukĩlagĩĩla uuue muene mumpola tũlũ zĩ mpiani ya utendi nauuza, sunga muumanigua waako wĩlagĩĩle uukamĩnkĩĩlũ nuwijĩpĩli, 
TIT.2.8	nuutambuli wa kapanga nasika wishũũmĩka kwishokigua, koona umukola kukungumia wakolue inshoni, waulie kalukani nalubĩĩ lwa kutambula mumpola tũlũ. 
TIT.2.9	ĩAsese aagombie ishekulu aao, aaloeelie mumpola tũlũ; aleke inkungumi, 
TIT.2.10	alekiiia, ĩpa alagĩĩle uusuĩĩli nauza tũlũ, awoogelie uumanigua wa kiNzua mugũni wĩĩtu mumpola tũlũ.
TIT.2.11	Kuitĩ ukende wa kĩNzua kuugũnua wa antu tũlũ wigyelelaa; 
TIT.2.12	wakumania kwishiita uwĩĩtekeli nasika wa tai ninshula za unkũmbigyulu, nukukikyala muuumĩ wa masala nĩkulukuuluu nukukumukulia uNzua muna unkũmbigyulu wa paino, 
TIT.2.13	ĩkuutũngĩĩle ulaaĩĩlĩ naukola uliukũ, nuukũnũkulua wa ukulu wa kĩKilisito Yesu, Nzua namukulu, kangĩ Mugũni wĩĩtu. 
TIT.2.14	Uyu wayu nwĩpũnilie umuene kunsooko yĩĩtu, koona wakukomole kwipũna muuleki tũlũ, nukukĩeelelia umuene ĩantu atũle aakue, naatite wikamatĩkia kuutendi na uza. 
TIT.2.15	Tambula inkaani izi, usugulĩkie nukwitakĩla kuusũũmi tũlũ. Nunumuĩ waleke kukumela ue.
TIT.3.1	Uijukĩlie kukĩniinupia ntongela ya akola usũũmi ningũlũ, aagombie, nukukĩzĩpĩĩlia kuutendi wensi nauuza; 
TIT.3.2	aleke kumutukĩla kamuntu, alekitũla aleei, atũle aaza, ĩilagĩĩla uupolo tũlũ kuantu ensi.
TIT.3.3	Kuitĩ ĩpo pakalĩ, ishie nĩndiishie alĩ kuagila kamasala, aleki, nakukupuutagiguaa, asese a nsula nuwĩloeelia wa mpiani ningĩ, nakugendela muubĩĩ nuwĩĩlũ, nuusuukĩlua sunga kukĩsuukĩlua ndiishie kundiishie 
TIT.3.4	Ĩpa itĩ uuza wa Mugũni wĩĩtu uNzua nuuloogua waakue kuantu pĩna alĩ wigyelĩĩle, nukugũna; 
TIT.3.5	sika kunsooko ya utendi wa kulukuuluu naalĩ kuutendile ishie, ĩpa kwilika lya kĩnishungu kiakue, kunzĩla ya oogi wa ulelua wa kabĩlĩ nukwitendua upia mwa kĩMuau Muelu, 
TIT.3.6	naalukũitĩĩle ishie kuwingĩ kunzĩla ya kĩYesu Kilisito, Mugũni wĩĩtu, 
TIT.3.7	koona kualĩĩligue ĩkulukuuluu kuukende waakue, kutũle asaali a upanga wa kalĩ nakalĩ, kĩna wĩĩlĩ ulaaĩĩli wĩĩtu. 
TIT.3.8	uLukaani ulu lwalu lwa tai. Nimpola zaasio nsiiile uzitambule kungũlũ, koona ĩaasio naamusuĩlĩĩle uNzua ijuke uwĩtumi muutendi nauuza. Izi ingĩ nziiza, kangĩ zitĩĩte nsaĩlo kuantu. 
TIT.3.9	Ĩpa ĩmakolio ma ulu, nimpola za wĩleli wa kalĩ, ninkungumi nuwĩleei mumpola za miiko ĩsuga-nsuge ndizo; kuitĩ magila kansaĩlo, ingĩ nakanda udũũ. 
TIT.3.10	uMuntu nukuleetaa uukamatuki, pĩna mwakondia kukumusugula nkua ya muandio sunga nkua ya kabĩlĩ, umusiite; 
TIT.3.11	umane umuuntu kĩna uyu wakoondaa kukĩkamatula nukwitimula, kangĩ wĩleetela ukaasigua umuene.
TIT.3.12	Pĩna nĩkakumutuma u Alitema katia uTikiko kumuako wĩkamatikie kwinjagana kuNikapoli, kuitĩ kuuko nsĩĩgile kukikyala pamatũngo ma mpepo. 
TIT.3.13	uZeena, munakialo, nuApolo uazĩpĩlĩlie umusĩnzo aaze kuukaaũ; alekikeepeelua kakĩntu. 
TIT.3.14	ĩAntu ĩĩtu ndĩo ĩmanie kukĩkamatĩkia muutendi nauuza kumĩtumĩlo namasiiwe, alekitũla zĩ makota namagila kankali. 
TIT.3.15	ĩAasio nakwĩpalumuĩ nineene akukulamukia ue. Kulamukĩlie ĩaasio naakuloilue muusuĩĩli. uUkende wĩĩ niniinie tũlũ.
