MAT.1.1	Yesu Kristo a ofi ɔhene Dawid ne Abraham abusua mu no mpanyimfo din na edidi so yi: 
HEB.9.10	Wɔde nnuan, anonne ne nneɛma ahorow a wɔde dwira wɔn ho na na edi dwuma no. Eyi yɛ mmara a enni mu kosi bere a Onyankopɔn bɛsesɛw ne nyinaa.
HEB.9.11	Nanso Kristo aba dedaw sɛ ɔsɔfo panyin ama nneɛma pa a yɛwɔ dedaw yi. Ntamadan a ɔsom wɔ mu no so na edi mu kyɛn dedaw no. Ɛnyɛ nnipa na wɔyɛe a enti ɛkyerɛ sɛ, ɛnyɛ wiase fa bi. 
HEB.9.12	Bere a Kristo kɔɔ ntamadan no mu a ɔkɔɔ Kronkronbea hɔ pɛnkoro no, wamfo mmirekyi ne anantwi mogya na ɛkɔbɔɔ afɔre. Mmom ɔno ara de ne mogya na ɛbɔɔ afɔre de gyee nkwa a enni awiei maa yɛn.
HEB.9.13	Na sɛ mmirekyi ne anantwinini mogya ne nantwibere nso a wɔde dwira wɔn a wɔn ho agu fi tew wɔn ho kɔ honam ahofi mu a, 
HEB.9.14	mpɛn ahe na Kristo a ɔnam Honhom a ɛte hɔ daa so de ne ho bɔɔ afɔre a ɛho nni dɛm maa Onyankopɔn no mogya rentew mo ho mfi nnwuma bɔne mu nkɔsom Onyankopɔn a ɔte ase no?
HEB.9.15	Eyi nti na Kristo na ɔhyehyɛ apam foforo sɛnea ɛbɛyɛ a wɔn a Onyankopɔn afrɛ wɔn no benya nhyira a enni awiei sɛnea Onyankopɔn ahyɛ bɔ no. Eyi betumi aba saa, efisɛ, owu bi asi a egye nnipa fi wɔn bɔne a wɔyɛe bere a na wɔwɔ apam a edi kan no mu no.
HEB.9.16	Sɛ nsamansew bi wɔ hɔ a, gye sɛ wotumi ma nokware no da adi sɛ onipa a ɔhyɛɛ saa nsamansew no awu. 
HEB.9.17	Sɛ onipa a ɔhyɛ nsamansew no te ase a, saa nsamansew no nka hwee. Bere a wawu no na ɛka biribi. 
HEB.9.18	Ɛno nti na apam a edi kan no wɔnam mogya so na ɛhyɛɛ no den no. 
HEB.9.19	Nea edi kan no, Mose kaa mmaransɛm no nyinaa sɛnea ɛwɔ Mmara no mu no kyerɛɛ nnipa no. Nantwi mma mogya ne nsu ne kuntu kɔkɔɔ ne sommɛ na ɔde petee Mmara nhoma no ne nnipa no nyinaa so 
HEB.9.20	kae se, “Eyi ne mogya a ɛsɔw apam a Onyankopɔn ahyɛ mo sɛ munni so no ano.” 
HEB.9.21	Saa ara na Mose nso petee mogya guu ntamadan no ne nneɛma a wɔde som no nyinaa so nen. 
HEB.9.22	Nokwarem, sɛnea Mmara no kyerɛ no, ɛkame ayɛ sɛ mogya na etumi tew ade nyinaa ho na saa ara nso na gye sɛ mogya hwie gu ansa na bɔnefafiri aba.
HEB.9.23	Saa kwan yi ara so na wɔnam ma biribiara a ɛyɛ ɔsoro nhwɛsode no ho tew. Nanso ɔsoro nneɛma no ankasa de, afɔre a eye kyɛn eyinom na wɔde tew ho.
HEB.9.24	Efisɛ, Kristo ankɔ baabi a ɛyɛ kronn a nnipa de wɔn nsa na ayɛ a ɛyɛ ade kann nhwɛsode. Ɔkɔɔ soro ankasa na osi yɛn ananmu wɔ hɔ wɔ Onyankopɔn anim. 
HEB.9.25	Afe biara Yudafo sɔfo panyin de aboa mogya kɔ Kronkronbea hɔ. Nanso Kristo amfa ne ho amma mpɛn bebree saa. 
HEB.9.26	Sɛ ɔyɛɛ saa a, anka efi adebɔ mfiase no obehu amane mpɛn bebree. Mmom, waba prɛko a nneɛma nyinaa reba awiei, nam ne ho a ɔde bɔɔ afɔre no so apopa bɔne.
HEB.9.27	Ɛsɛ sɛ obiara wu baako pɛ na ɛno akyi Onyankopɔn abu no atɛn. 
HEB.9.28	Saa ara na wɔde Kristo nso bɔɔ afɔre baako pɛ de gyee dodow no ara wɔ wɔn bɔne mu. Ɔbɛba ne mprenu so a ommegye nnebɔneyɛfo na mmom ɔbɛba abegye wɔn a wɔretwɛn no no nkwa.
HEB.10.1	Mmara no yɛ nneɛma pa nsusuwso a ɛreba na mmom ɛnyɛ nneɛma pa no ankasa. Wɔbɔ afɔre koro no ara afe biara. Na ɛbɛyɛ dɛn na saa Mmara yi nam afɔre a wɔbɔ yi so ama nnipa a wɔba Onyankopɔn nkyɛn no ayɛ pɛ? 
HEB.10.2	Sɛ nnipa a wɔresom Onyankopɔn no fi wɔn bɔne mu ayɛ pɛ a, ɛnne wɔrenni bɔne ho fɔ bio na ne saa nti, afɔrebɔ nyinaa to betwa. 
HEB.10.3	Saa afɔrebɔ no kae wɔn wɔn bɔne afe biara. 
HEB.10.4	Anantwi ne mmirekyi mogya rentumi mpopa bɔne.
HEB.10.5	Esiane saa nti, bere a Kristo rebɛba wiase no, ɔka kyerɛɛ Onyankopɔn se, “Wompɛ afɔrebɔ ne ayɛyɛde nanso woasiesie ɔhonam ama me. 
HEB.10.6	Wʼani nnye ɔhyew ne bɔne afɔre anaa afɔre a wɔbɔ de popa bɔne ho. 
HEB.10.7	Afei mekae se, ‘Mewɔ ha, rebɛyɛ nea wopɛ sɛ meyɛ sɛnea wɔakyerɛw afa me ho wɔ Mmara nhoma no mu no.’ ”
HEB.10.8	Kan no, ɔkae se, “Wompɛ, na wʼani nso nnye afɔrebɔ ne ayɛyɛde anaa ɔhyew afɔre ne ayɛyɛde a wɔde popa bɔne ho.” Ɛwom na Mmara no kyerɛ sɛ wɔnyɛ saa. 
HEB.10.9	Na ɔkae se, “Mewɔ ha rebɛyɛ nea wopɛ sɛ meyɛ.” Ɛno nti, Onyankopɔn agu tete afɔrebɔ no nyinaa na ɔde Kristo afɔrebɔ no asi ananmu. 
HEB.10.10	Esiane sɛ Yesu Kristo yɛɛ sɛnea Onyankopɔn hwehwɛ sɛ ɔnyɛ no nti, ɔnam ne honam a ɔde bɔɔ afɔre prɛko maa yɛn no so ama yɛn ho atew afi bɔne ho.
HEB.10.11	Da biara Yudani ɔsɔfo sɔre yɛ nʼasɔfodwuma na wabɔ afɔre mpɛn pii. Nanso saa afɔre yi rentumi mpopa bɔne. 
HEB.10.12	Kristo de, ɔbɔɔ bɔne ho afɔre. Afɔre a ɛtena daa nyinaa. Na ɛno akyi, ɔtenaa Onyankopɔn nifa so. 
HEB.10.13	Ɛhɔ na ɔretwɛn mprempren kosi sɛ Onyankopɔn bɛma nʼatamfo ayɛ ne nan ase ntiaso. 
HEB.10.14	Ɔnam afɔrebɔ baako so ama nnebɔneyɛfo ho atew daa nyinaa.
HEB.10.15	Na Honhom Kronkron no nso di adanse. Nea edi kan no, ɛka se, 
HEB.10.16	“Eyi ne apam a me ne wɔn bɛpam wɔ bere a ɛreba no mu, Awurade na ose: Mede me mmara bɛhyɛ wɔn koma mu na makyerɛw agu wɔn adwene mu.” 
HEB.10.17	Na afei waka se, “Merenkae wɔn bɔne ne wɔn amumɔyɛ bio.”
HEB.10.18	Sɛ wɔde eyinom nyinaa kyɛ a, na afɔre a wɔbɔ de popa bɔne no ho nhia bio.
HEB.10.19	Anuanom, esiane Yesu wu no nti, yɛade yɛn ho koraa sɛ yɛbɛkɔ Kronkronbea hɔ. 
HEB.10.20	Ɔnam ɔno ara ne honam so abue kwan foforo a nkwa wɔ mu ama yɛn.
HEB.10.21	Yɛwɔ ɔsɔfo kɛse bi a ɔhwɛ Onyankopɔn fi so. 
HEB.10.22	Momma yɛmfa koma pa, gyidi a emu yɛ den, koma a esiane atiboa bɔne nti, wɔatew ho ne honam a wɔde nsu a ɛyɛ kronn aguare no ntwiw mmɛn Onyankopɔn.
HEB.10.23	Momma yennyina gyidi a yɛaso mu no mu dennen, efisɛ, yɛde yɛn ho to Onyankopɔn so sɛ ɔrenni yɛn hwammɔ.
HEB.10.24	Momma yɛn ho yɛn ho asɛm nhia yɛn na yɛnnodɔ yɛn ho yɛn ho na yɛnyɛ papa. 
HEB.10.25	Mommma yennnyae yɛn ho yɛn ho nhyiam da sɛnea afoforo bi yɛ no. Mmom, momma yɛnhyɛ yɛn ho yɛn ho nkuran denneennen, efisɛ, mo ara muhu sɛ ɛrenkyɛ na ɛda no aba.
HEB.10.26	Sɛ moboapa kɔ so yɛ bɔne a, afɔrebɔ biara nni hɔ a ɛbɛpopa mo bɔne, efisɛ, wɔada nokware no adi akyerɛ yɛn. 
HEB.10.27	Nea aka ara ne sɛ obiara suro nea ɛbɛba a ɛyɛ atemmu ne ogya a ɛbɛba abɛhyew wɔn a wotia Onyankopɔn no. 
HEB.10.28	Obiara a obu Mose Mmara no so no, sɛ adansefo baanu anaa baasa adansedi nti, wobu atɛn tia no a, wobekum no a wɔrenhu no mmɔbɔ. 
HEB.10.29	Na obi a watiatia Onyankopɔn Ba no so, na ɔmfa Onyankopɔn mogya apam no a egyee no fii bɔne mu no nyɛ hwee anaa nea otiatia Honhom a ɛma adom no anim no, ɛdɛn na ɛbɛto no? Asotwe a onii no benya no nyɛ adewa.
HEB.10.30	Efisɛ, yenim nea ɔkae se, “Mɛtɔ were, na metua ka,” na ɔno ara na ɔsan kae se, “Awurade bebu ne nkurɔfo atɛn.” 
HEB.10.31	Onyankopɔn a ɔte ase no nsam amanenya yɛ hu.
HEB.10.32	Monkae tebea a na mowɔ mu tete no. Saa bere no, sɛ Onyankopɔn hann tɔ mo so na ɔhaw pii to mo a, na ɔpere a mopere no ntumi nni saa ɔhaw no so. 
HEB.10.33	Ebi ne sɛ, mpɛn pii wɔyaw mo, gu mo anim ase baguam; na ɛtɔ da bi mpo a, na moasiesie mo ho sɛ mobɛka wɔn a wɔreyɛ wɔn saa no ho. 
HEB.10.34	Mo ne nneduafo daa afiase na wɔfaa mo ahode nyinaa no mpo, munyaa ho boasetɔ, efisɛ, munim sɛ ɛyɛ dɛn ara a, mowɔ ade pa bi a ɛbɛtena hɔ daa.
HEB.10.35	Mommma mo koma nntu na moanhwere mo akatua. 
HEB.10.36	Ɛsɛ sɛ motɔ mo bo ase na moatumi ayɛ Onyankopɔn apɛde ama mo nsa aka nea wɔahyɛ mo ho bɔ no. 
HEB.10.37	Efisɛ, Kyerɛwsɛm no ka se, “Ɛrenkyɛ koraa na nea ɛsɛ sɛ ɔba no aba; ɔrentwentwɛn. 
HEB.10.38	Mʼatreneefo begye adi na wɔatena ase na sɛ wɔn mu bi dan nʼakyi kyerɛ a, mʼani rennye ne ho.”
HEB.10.39	Yɛnyɛ nnipa a yɛdan yɛn akyi kyerɛ na yɛyera. Mmom, yɛwɔ gyidi nti wɔagye yɛn nkwa.
HEB.11.1	Gyidi yɛ ahotoso a yɛwɔ wɔ nneɛma a yɛn ani da so ne nneɛma a yenhu ho adansedi mu. 
HEB.11.2	Gyidi a na tetefo no wɔ nti na Onyankopɔn gyee wɔn too mu.
HEB.11.3	Gyidi na ɛma yɛte ase sɛ ɛnam Onyankopɔn asɛm so na wɔbɔɔ wiase sɛnea ɛbɛma yɛahu sɛ wɔbɔɔ nea wohu fii nea wonhu mu.
HEB.11.4	Gyidi nti na Habel bɔɔ afɔre a ɛsɔ ani kyɛn Kain de de maa Onyankopɔn no. Ne gyidi a ɔwɔ nti, Onyankopɔn buu no sɛ onipa trenee, efisɛ, nʼakyɛde no sɔɔ Onyankopɔn ani. Esiane Habel gyidi a na ɔwɔ nti, ɛwom sɛ wawu de, nanso ɔda so kasa.
HEB.11.5	Gyidi a na Henok wɔ nti, wɔfaa no kɔe a wanhu owu. Obiara anhu no, efisɛ, Onyankopɔn na ɔfaa no. Kyerɛwsɛm no ka se ansa na wɔrebɛfa Henok akɔ no, na wasɔ Onyankopɔn ani.
HEB.11.6	Obiara a onni gyidi rentumi nsɔ Onyankopɔn ani. Ɛsɛ sɛ obiara a ɔba Onyankopɔn nkyɛn no nya gyidi sɛ Onyankopɔn te ase na ɔdom wɔn a wɔhwehwɛ no.
HEB.11.7	Gyidi nti na ɛmaa Noah tee Onyankopɔn kɔkɔ a ɔbɔ faa daakye nneɛma a anka ɔrentumi nhu no ho no. Otiee Onyankopɔn yɛɛ adaka a emu na wogyee ɔne ne fifo nkwa. Ɛnam so ma obuu wiase fɔ enti onyaa gyidi mu trenee.
HEB.11.8	Gyidi nti na bere a Onyankopɔn ka kyerɛɛ Abraham se ɔnkɔ asase a wahyɛ ho bɔ sɛ ɔde bɛma no so no, otiee, na ɔkɔe. Ogyaw ne man hɔ kɔe a na onnim baabi a ɔrekɔ. 
HEB.11.9	Gyidi nti ɔtenaa asase a na Onyankopɔn ahyɛ no ho bɔ no so sɛ ɔhɔho. Ɔne Isak ne Yakob a Onyankopɔn hyɛɛ wɔn bɔ koro no ara bi tenaa ntamadan mu. 
HEB.11.10	Nanso na Abraham retwɛn kurow kɛse bi a Onyankopɔn akyekyere a ne fapem rensɛe da mu akɔtena.
HEB.11.11	Gyidi nti na Abraham yɛɛ agya wɔ ne nkwakoraa bere mu a, na ne yere Sara anyin yiye nti, na ɔnwo no. Ɔde ne ho too Onyankopɔn so sɛ obedi ne bɔhyɛ so. 
HEB.11.12	Ɛwom sɛ na ɔregye nna awu, nanso nʼasefo dɔɔso sɛ wim nsoromma ne mpoano anhwea.
HEB.11.13	Gyidi mu na saa nnipa yi nyinaa wuwui. Ɛwom sɛ wɔn nsa anka bɔ a Onyankopɔn hyɛɛ wɔn no de, nanso wohuu no, akyirikyiri yɛɛ no atuu gye dii sɛ wɔyɛ ahɔho ne amamfrafo wɔ asase so. 
HEB.11.14	Wɔn a wɔka saa no da no adi pefee sɛ wɔrehwehwɛ wɔn ankasa wɔn man.
HEB.11.15	Wonnwen ɔman a wɔagyaw wɔ wɔn akyi no ho. Sɛ wɔyɛɛ no saa a, anka wobetumi anya kwan asan wɔn akyi akɔ hɔ. 
HEB.11.16	Ɔman pa a ɛyɛ ɔsoro man no na wɔpere kɔ mu. Enti ɛnyɛ Onyankopɔn aniwu sɛ ɔma wɔfrɛ no wɔn Nyankopɔn, efisɛ, wasiesie ɔman bi ama wɔn.
HEB.11.17	Gyidi a Abraham wɔ nti na ɛmaa Onyankopɔn maa Abraham de ne ba Isak kɔbɔɔ afɔre de sɔɔ no hwɛe. Abraham nko ara ne onipa a na Onyankopɔn ahyɛ no bɔ no, nanso na wasiesie ne ho sɛ, ɔde ne ba koro no bɛbɔ afɔre. 
HEB.11.18	Na Onyankopɔn aka akyerɛ no se, “Ɛnam Isak so na wʼase atrɛw.” 
HEB.11.19	Na Abraham bu no sɛ Onyankopɔn betumi anyan Isak afi owu mu nanso abebu mu no, onyanee no fii owu mu. 
HEB.11.20	Gyidi nti na ɛmaa Isak hyiraa Yakob ne Esau maa wɔn daakye asetena.
HEB.11.21	Gyidi nti na ɛmaa Yakob hyiraa Yosef mma no nyinaa ansa na ɔrewu no. Otwerii ne poma so na ɔsɔree Onyankopɔn.
HEB.11.22	Gyidi nti na Yosef rebewu no, ɔka kyerɛɛ Israelfo se, wontu mfi Misraim na ɔhyɛɛ nea sɛ owu a wɔnyɛ nʼamu no no.
HEB.11.23	Gyidi nti na ɛmaa Mose awo akyi nʼawofo de no siee abosom abiɛsa no. Wohuu sɛ na ne ho yɛ fɛ enti na wonsuro sɛ wobebu ɔhene no mmara so.
HEB.11.24	Gyidi nti na Mose nyinii no wampɛ sɛ wɔbɛfrɛ no Farao babea ba no. 
HEB.11.25	Na ɔpɛ sɛ ɔne Onyankopɔn mma behu amane sen sɛ obegye nʼani wɔ bɔne mu mmere tiaa bi. 
HEB.11.26	Osusuwii sɛ, sɛ ohu amane ma Agyenkwa no a, eye sen agyapade a ɛwɔ Misraim nyinaa, efisɛ, na nʼani da ade pa bi so daakye.
HEB.11.27	Gyidi nti na ɛmaa Mose tu fii Misraim a na onsuro ɔhene no abufuw. Omiaa nʼani sɛ ɔrensan nʼakyi te sɛ nea wahu Onyankopɔn a obi nhu no no. 
HEB.11.28	Gyidi nti na ɔhyɛɛ Twam Afahyɛ no ma wɔde mogya petee apon ho sɛnea ɛbɛyɛ a ɔsɛebɔfo no renkum Israelfo mmakan a wɔyɛ mmarima no.
HEB.11.29	Gyidi nti na ɛmaa Israelfo no twaa Po Kɔkɔɔ no sɛnea wɔnam asase kesee so no. Misraimfo no pɛe sɛ wotwa bi no, nsu no bu faa wɔn so.
HEB.11.30	Gyidi nti na Israelfo de nnansɔn twaa Yeriko afasu ho hyiae no, edwiriw gui. 
HEB.11.31	Gyidi nti na wankum aguaman Rahab amfra wɔn a wonnye Onyankopɔn nni no, efisɛ, ogyee akwansrafo no fɛw so.
HEB.11.32	Afei dɛn na menka? Bere pii nni hɔ sɛ mɛka Gideon, Barak, Samson, Yefta, Dawid ne Samuel ne adiyifo no ho asɛm. 
HEB.11.33	Wɔnam gyidi so koo aman so dii nkonim. Wɔyɛɛ ade pa nyaa nea Onyankopɔn hyɛɛ wɔn ho bɔ no. Wɔkataa gyata ano, 
HEB.11.34	dum ogyaframa, tetew wɔn ho fii nkrantewu ano. Na wɔyɛ mmerɛw nanso wɔyɛɛ den. Na wɔyɛ den akono, enti wodii wɔn atamfo so. 
HEB.11.35	Ɛnam gyidi mu wonyanee mmea bi awufo maa wɔn. Afoforo bi a wɔpɛɛ ahofadi nso, wɔyɛɛ wɔn aninyaade, kum wɔn na daakye wɔanya asetena pa.
HEB.11.36	Woguu afoforo anim ase, bɔɔ wɔn mmaa, na wɔkyekyeree ebinom de wɔn guu afiase. 
HEB.11.37	Wosiw ebi abo. Wɔde sradaa paee ebinom mu abien, de sekan kum bi. Wokyinkyinii sɛ nnipa a nguan ne mmirekyi nhoma kata wɔn ho a wɔyɛɛ mmɔbɔ na wɔn ho guan wɔn na wohuu amane. 
HEB.11.38	Wiase ne wɔn anni no yiye koraa. Wokyinkyinii sɛ atutenafo wɔ sare so ne mmepɔw so, abodan ne asase so abon mu. 
HEB.11.39	Wodi eyinom nyinaa ho adanse pa wɔ wɔn gyidi ho nanso wɔn nsa anka bɔ a Onyankopɔn hyɛɛ wɔn no, 
HEB.11.40	efisɛ, Onyankopɔn ayɛ nhyehyɛe a eye sen eyi na ɔrenkwati yɛn wɔ ne pɛyɛ mu.
HEB.12.1	Yɛn de, yɛwɔ adansefo bebree a wɔatwa yɛn ho ahyia. Momma yɛntwe yɛn ho mfi akwansiwde nyinaa ne bɔne a akyekyere yɛn denneenen no nyinaa ho na yɛnyere yɛn ho ntu mmirikakansi a ɛda yɛn anim no.
HEB.12.2	Momma yɛmfa yɛn ani nto Yesu a yɛn gyidi mfitiase ne nʼawiei gyina ne so no so. Asɛnnua no nti, wampa abaw. Esiane anigye a na ɛretwɛn no no nti, animguasewu a owuu wɔ asɛnnua so no anhaw no. Enti mprempren ɔte Onyankopɔn ahengua no nifa so. 
HEB.12.3	Dwen ɔhaw a ɔfaa mu no ho sɛ nnipa nnebɔneyɛfo tan a wɔtan no nso, otumi gyinaa ano no. Ɛno nti mommpa abaw. 
HEB.12.4	Na sɛ moko tia bɔne a, na monko ntiaa sɛ mo mogya begu.
HEB.12.5	Mo werɛ afi nkuranhyɛsɛm a Onyankopɔn ka kyerɛɛ mo sɛ ne mma no se, “Me ba, sɛ Awurade twe wʼaso a, tie no yiye, na sɛ ɔka wʼanim a, mpa abaw. 
HEB.12.6	Efisɛ, obiara a Awurade pɛ nʼasɛm no, na ɔtwe nʼaso, na nea ɔfa no sɛ ɔba no, na ɔhwe no mmaa.”
HEB.12.7	Amanehunu biara a ɛbɛto mo no, munnhinhim na momfa no sɛ Agya no nteɛso, efisɛ, mo amanehunu no kyerɛ nteɛso a Onyankopɔn reteɛ mo so sɛ ne mma. Ɔba bi wɔ hɔ a nʼagya nteɛ ne so da? 
HEB.12.8	Sɛ wanteɛ mo so sɛ ne mma no bi a, na ɛkyerɛ sɛ monyɛ ne mma kann. 
HEB.12.9	Sɛ yɛn agyanom a wɔwɔ asase so twee yɛn aso ma yebuu wɔn a, mpɛn ahe na ɛnsɛ sɛ yɛbrɛ yɛn ho ase ma honhom mu Agya no na yetumi tena ase? 
HEB.12.10	Yɛn agyanom a wɔwɔ asase so ha twee yɛn aso sɛnea wɔpɛ bere tiaa bi. Nanso yɛn yiyedi nti, Onyankopɔn yɛɛ saa sɛnea yɛn ho bɛtew. 
HEB.12.11	Sɛ wɔtwe yɛn aso a, ɛma yɛn werɛ how saa bere no mu na yɛn ani nnye. Na akyiri yi no, wɔn a wɔnam saa asotwe no so nya wɔn ho ntease no sow asomdwoe aba, tena ase trenee mu.
HEB.12.12	Monteɛteɛ nsa ne nkotodwe a emu agugow no mu. 
HEB.12.13	Munsiesie akwan na momfa so, na mpakye anyɛ mmubuafo, na mmom wɔasa wɔn yare.
HEB.12.14	Mo ne nnipa nyinaa ntena ase asomdwoe mu, na mommɔ mmɔden ntena ase trenee mu. Anyɛ saa a, morenhu Awurade. 
HEB.12.15	Monhwɛ yiye na mo mu bi annan nʼakyi ankyerɛ Onyankopɔn adom no. Monhwɛ yiye na mo mu bi anyɛ sɛ afifide a ɛyɛ nwene a enyin ma ne bɔnwema no haw afoforo. 
HEB.12.16	Monhwɛ yiye na mo mu bi anyɛ nguamanfo ne obi a ɔmfɛre Onyankopɔn sɛ Esau a obuu nʼani guu nʼagyapade so tɔn nʼabakan de gyee aduan no. 
HEB.12.17	Na afei eduu bere bi a ɔpɛe sɛ ne nsa ka nʼagya hɔ nhyira no, ɔde kamee no no. Ɛwom sɛ ɔde nisu peree sɛ wanya adwensakra de, nanso anyɛ ye.
HEB.12.18	Munhyiaa nneɛma a ɛyɛ hu, ogyaframa, awerɛhow, esum ne ahum sɛnea Israelfo no hyiae Sinai bepɔw no so bere a Onyankopɔn de ne mmara no mae no. 
HEB.12.19	Efisɛ, na wɔrebɔ torobɛnto denneenen a ɛnne bi a ɛreka kasa a ɛyɛ hu nenam mu enti nnipa no srɛɛ Onyankopɔn sɛ onnyae kasa, 
HEB.12.20	efisɛ, na wontumi nni mmara a na ɛka se, “Sɛ mpo aboa koraa de ne ho ka bepɔw no a, ɛsɛ sɛ wosiw no abo kum no” no so. 
HEB.12.21	Na beae hɔ yɛ hu ara kosii sɛ Mose kae se, “Misuro, na me ho popo.”
HEB.12.22	Na mo de, moaba Sion Bepɔw so ne Onyankopɔn a ɔte ase no kurow, ɔsoro soro Yerusalem a ɔsoro abɔfo mpempem wɔ mu no mu. 
HEB.12.23	Moaba Onyankopɔn asafo mma dedaw a, wɔn ani gye wɔn ho a wɔakyerɛw wɔn din wɔ soro no mu. Moaba Onyankopɔn a ɔyɛ nnipa nyinaa temmufo ne atreneefo a wɔayɛ wɔn pɛ no mu. 
HEB.12.24	Moaba Yesu a ɔhyehyɛɛ apam foforo ne mogya a wɔapete a ɛka nneɛma pa ho asɛm sen Habel mogya no ho.
HEB.12.25	Monhwɛ mo ho so yiye na moammu mo ani angu asɛm a ɔka so. Wɔn a wɔkaa Asɛmpa no kyerɛɛ wɔn na wɔantie no anguan. Na ɛbɛyɛ dɛn na yɛatumi aguan afi nea ɔkasa fi soro ho? 
HEB.12.26	Ne nne wosow asase saa bere no, nanso mprempren wahyɛ bɔ sɛ, “Ɛnyɛ asase nko na mɛsan awosow no, na mɛwosow soro nso bio saa ara.” 
HEB.12.27	Nsɛm “Nso bio saa ara” no da no adi pefee sɛ ɔbɛwosow nneɛma a wɔbɔe no na atutu afi wɔn ananmu na nneɛma a wɔanwosow no no aka.
HEB.12.28	Momma yɛnna so ase, efisɛ, yɛanya ahenni a wɔwosow no a ɛnyɛ ye. Momma yɛn ani nsɔ na yɛmfa ɔkwan a ɛbɛsɔ Onyankopɔn ani a ɛyɛ nidi ne suro so nsom no, 
HEB.12.29	efisɛ, nokware, yɛn Nyankopɔn yɛ ogya a ɛhyew na ɛsɛe ade.
HEB.13.1	Monnodɔ mo ho mo ho sɛ anuanom wɔ Kristo mu. 
HEB.13.2	Monkae na munnye ahɔho wɔ mo afi mu. Ebinom yɛɛ saa nam so gyee abɔfo a na wonnim. 
HEB.13.3	Monkae wɔn a wɔda afiase na momfa no sɛ mo ne wɔn na ɛda hɔ. Monkae wɔn a wɔrehu amane na momfa no sɛ mo ne wɔn na ɛrehu saa amane no.
HEB.13.4	Mo nyinaa munni aware ni na okununom ne ɔyerenom nni wɔn ho nokware, efisɛ, Onyankopɔn bebu aguamanfo ne awaresɛefo atɛn.
HEB.13.5	Munyi sikanibere mfi mo abrabɔ mu, na momma mo ani nsɔ nea mo nsa ka. Efisɛ Onyankopɔn aka se, “Merennyaw wo, na merennyaw wo da.” 
HEB.13.6	Momma yensi yɛn bo nka se, “Awurade ne me boafo, merensuro. Ɛdɛn na onipa betumi ayɛ me?”
HEB.13.7	Monkae mo mpanyimfo a wodii mo anim a wɔkaa Onyankopɔn asɛm kyerɛɛ mo no. Monkae ɔkwan a wɔfaa so tenaa ase ne sɛnea wowui na munsua wɔn gyidi no.
HEB.13.8	Yesu Kristo te saa ara nnera, nnɛ, ne daa nyinaa. 
HEB.13.9	Mommma nkyerɛkyerɛ foforo biara nntwe mo mmfi kwan pa so. Eye sɛ Onyankopɔn adom nti, yɛn kra benyin ahoɔden so a, emfi aduan ho mmara a yedi so so. Wɔn a wodi mmara a ɛte saa so no nnya mmoa biara.
HEB.13.10	Asɔfo a na wɔsom wɔ Yudafo ntamadan mu no nni ho kwan sɛ wodi afɔrebɔde no bi wɔ afɔremuka no so. 
HEB.13.11	Yudafo sɔfo panyin no de mmoa no mogya ba Kronkronbea hɔ de bɛbɔ bɔne afɔre nanso wɔhyew mmoa no funu wɔ beae no akyi baabi. 
HEB.13.12	Eyi nti, Yesu nso wui wɔ kurow no pon akyi sɛnea ɛbɛyɛ a ɔde ɔno ara ne mogya bɛpopa nnipa bɔne.
HEB.13.13	Momma yɛnkɔ ne nkyɛn wɔ beae no akyi nkogye animguase no bi. 
HEB.13.14	Efisɛ, yenni atenae a ɛwɔ hɔ daa wɔ asase yi so. Yɛrehwehwɛ kurow a ɛrebɛba no akyi kwan.
HEB.13.15	Momma yɛmfa Yesu so mfa yɛn anofafa nkamfo Onyankopɔn din daa sɛ yɛn afɔrebɔde. 
HEB.13.16	Mommma mo werɛ mmfi sɛ mobɛyɛ mo ho mo ho papa aboaboa mo ho mo ho, efisɛ, ɛno ne afɔrebɔ a ɛsɔ Onyankopɔn ani.
HEB.13.17	Muntie mo mpanyimfo na munni wɔn asɛm so. Esiane sɛ ɛsɛ sɛ wobu wɔn adwuma ho akontaa nti, wɔhwɛ mo kra so a wɔnhome koraa. Sɛ mutie wɔn a, wɔde anigye bɛyɛ wɔn adwuma. Sɛ anyɛ saa a, wɔde awerɛhow bɛyɛ adwuma no na ɛremmoa mo. 
HEB.13.18	Monkɔ so mmɔ mpae mma yɛn. Yenim pefee sɛ yɛwɔ adwene a emu da hɔ, efisɛ, yɛpɛ sɛ bere biara, yɛyɛ ade a eye. 
HEB.13.19	Na mebɔ mpae kɔ so srɛ mo sɛ, mommɔ mpae na Onyankopɔn mfa me mmrɛ mo nnansa yi ara.
HEB.13.20	Onyankopɔn anyan yɛn Awurade Yesu a ɔyɛ oguanhwɛfo panyin no afi awufo mu ama yɛn na ɛnam ne wu no so nti, wɔasɔw daa apam no ano ama yɛn. 
HEB.13.21	Asomdwoe Nyankopɔn mma mo nea ehia mo nyinaa na monam so ayɛ nʼapɛde na ɔnam Yesu Kristo so ayɛ yɛn mu adwuma sɛnea ɛsɔ ani. Anuonyam nka Kristo daa nyinaa. Amen.
HEB.13.22	Anuanom, mesrɛ mo sɛ, monyɛ aso ntie nkuranhyɛ nsɛm yi, efisɛ, saa krataa a makyerɛw mo yi nyɛ tenten biara. 
HEB.13.23	Mepɛ sɛ mebɔ mo amanneɛ sɛ wayi yɛn nua Timoteo afi afiase. Sɛ ɔba ntɛm a, me ne no bɛba mo nkyɛn.
