MAT.1.1	Авраампа Давид йӑхӗнчен ҫуралнӑ Иисус Христосӑн йӑх-несӗл тымарӗ. 
REV.11.8	Вара вӗсен виллисем аслӑ хула урамӗнче выртӗҫ. Вӑл хулана ытарлӑн Содом теҫҫӗ, Египет теҫҫӗ; Хуҫамӑра ҫавӑнта пӑталанӑ. 
REV.11.9	Тӗрлӗ чӗлхеллӗ мӗн пур халӑх, йӑх-ӑру ҫыннисем виҫӗ кун ҫурӑ хушши вилесене курма ҫӳрӗҫ, вӗсен ӳчӗсене тупӑклӑха хуртармӗҫ. 
REV.11.10	Ҫав пророксем пурӑнни ҫынсемшӗн асап пек пулнӑ. Ҫавӑнпа ҫӗр ҫинче пурӑнакансем вӗсем вилнишӗн савӑнӗҫ, пӗр-пӗрне парнесем парӗҫ. 
REV.11.11	Анчах та виҫӗ кун ҫурӑран Турӑ пророксем ӑшне Хӑйӗн чӗрӗлӗх сывлӑшне кӗртрӗ, вара вӗсем урисем ҫине тӑчӗҫ. Ҫакна куракансем хӑраса-чӗтресе ӳкрӗҫ. 
REV.11.12	Унтан икӗ пророкӗ те тӳперен хӑватлӑ сасӑ илтрӗҫ. «Кунта хӑпарӑр!» – терӗ вӗсене сасӑ. Вара тӑшманӗсен куҫӗ умӗнчех вӗсем, пӗлӗт ҫине ларса, тӳпене ҫӗкленчӗҫ. 
REV.11.13	Ҫав самантрах вӑйлӑн ҫӗр чӗтренчӗ те, хулан вуннӑмӗш пайӗ ишӗлсе анчӗ. Ҫӗр чӗтреннипе ҫичӗ пин ҫын вилчӗ. Ыттисем вара, вилесле хӑраса ӳксе, Ҫӳлти Турра мухтарӗҫ. 
REV.11.14	Иккӗмӗш хуйхӑ иртрӗ. Анчах та, акӑ, виҫҫӗмӗш хуйхӑ ҫитет.
REV.11.15	Ҫиччӗмӗш ангелӗ трубине кӑшкӑртсан, тӳпере вӑйлӑ сасӑсем янӑраса кайрӗҫ. «Ҫӗр ҫинчи патшалӑх Хуҫа Туррӑмӑрпа Унӑн Христосӗн патшалӑхӗ пулса тӑчӗ! Вӑл ӗмӗр-ӗмӗрех Патша пулӗ!» – терӗҫ сасӑсем. 
REV.11.16	Вара Турӑ умӗнчи хӑйсен престолӗсем ҫинче ларакан ҫирӗм тӑватӑ ватӑ ӳпне ӳксе Турра пуҫҫапрӗҫ. 
REV.11.17	Вӗсем ҫапла каласа кӗлтурӗҫ: «Эй, Хуҫамӑр, Пурне те тытса тӑракан Турӑҫӑм, Эсӗ пур, пулнӑ, пулӑн! Эпир Сана хӑватлӑ вӑй илсе Патшана ларнӑшӑн тав тӑватпӑр. 
REV.11.18	Чӑн Турра пӗлмен халӑхсем урсах кайнӑччӗ, халӗ ӗнтӗ Санӑн ҫиллӳ ҫитрӗ. Вилнисене суд тума, Хӑвӑн чурусене, пророксене тата сӑваплисене, Хӑвӑн ятунтан хӑракансене – аслисемпе кӗҫӗннисене те – хӑйсем тивӗҫнине тавӑрса пама вӑхӑт ҫитрӗ. Ҫӗре пӗтерекенсене пӗтерме вӑхӑт ҫитрӗ!» 
REV.11.19	Унтан тӳпери Турӑ Ҫурчӗ уҫӑлчӗ те, Турӑ Ҫуртӗнчи Унӑн халалӗн арчи курӑнса кайрӗ. Вара ҫиҫӗм ялтӑртатрӗ, аслати сасси кӗрлерӗ, ҫӗр чӗтренчӗ тата шултра пӑр ҫурӗ.
REV.12.1	Унтан тӳпере тӗлӗнмелле паллӑ – хӗвел тумтирлӗ хӗрарӑм – курӑнчӗ. Унӑн ури айӗнче уйӑх, пуҫӗ ҫинче вун икӗ ҫӑлтӑртан тунӑ пуҫ кӑшӑлӗ. 
REV.12.2	Ҫав хӗрарӑм, ача ҫуратма вӑхӑчӗ ҫитнӗскер, тертленсе кӑшкӑрать. 
REV.12.3	Унтан тӳпере тепӗр паллӑ курӑнчӗ: ҫичӗ пуҫлӑ, вунӑ мӑйракаллӑ, ҫичӗ пуҫ кӑшӑллӗ пысӑк та хӗрлӗ аҫтаха. 
REV.12.4	Вӑл хӳрипеле сулчӗ те тӳпери ҫӑлтӑрсен виҫҫӗмӗш пайне ҫӗр ҫине шӑлса тӑкрӗ. Хӗрарӑм ҫуратсассӑнах унӑн ачине ҫисе ярасшӑн пулса, аҫтаха хӗрарӑм умне тӑчӗ. 
REV.12.5	Хӗрарӑм ывӑл ача ҫуратрӗ. Ҫав ывӑлӑн мӗн пур халӑхсене тимӗр туяпа пӑхмалла пулӗ. Ҫавӑнпа та ывӑл ачана Турӑ патне, Унӑн престолӗ патне илчӗҫ. 
REV.12.6	Вара хӗрарӑм пуш хире тарчӗ. Унта Турӑ ун валли вырӑн хатӗрлесе хунӑ, ҫавӑнта хӗрарӑма пин те ик ҫӗр утмӑл кун хушши пӑхса усрамалла пулнӑ.
REV.12.7	Унтан тӳпере вӑрҫӑ пуҫланса кайрӗ. Михаилпа унӑн ангелӗсем аҫтахапа ҫапӑҫрӗҫ. Аҫтахапа унӑн ангелӗсем те ӑна хирӗҫ вӑрҫма тухрӗҫ. 
REV.12.8	Анчах та вӗсем, ҫӗнтереймен пирки, тӳпери хӑйсен вырӑнне ҫухатрӗҫ. 
REV.12.9	Ҫапла вара пысӑк аҫтахана, шуйттан тата сатана теекен авалхи ҫӗлене, пӗтӗм ҫут тӗнчене илӗртсе улталаканскере, ҫӗр ҫине ҫапса антарчӗҫ. Хӑйӗнпе пӗрле тата унӑн ангелӗсене те ҫӗре ӳкерчӗҫ. 
REV.12.10	Унтан эпӗ тӳперен ҫапла калакан вӑйлӑ сасӑ илтрӗм: «Ӗнтӗ Туррӑмӑрӑн ҫӑлас вӑхӑчӗ, хӑвачӗ, патшалӑхӗ ҫитрӗ; ӗнтӗ Унӑн Христосӗн влаҫӗ ҫитрӗ. Мӗншӗн тесен ӗненекен тӑванӑмӑрсем ҫинчен Туррӑмӑра кунӗн-ҫӗрӗн элек паракан элекҫӗне ҫапса антарчӗҫ. 
REV.12.11	Вӗсем ӑна Путек Юнӗпе тата хӑйсем каласа пӗлтернӗ сӑмахпа ҫӗнтерчӗҫ, вилӗмрен хӑрамасӑр пурӑнӑҫне шеллемерӗҫ. 
REV.12.12	Эй, ҫӳлти тӳпе! Эй, ҫӳлте пурӑнакансем! Халӗ ӗнтӗ савӑнмаллипе савӑнӑр! Анчах та сире, ҫӗрпе тинӗс ҫинче пурӑнакансене, хуйхӑ пулӗ, мӗншӗн тесен сирӗн патӑра шуйттан анчӗ! Хӑйӗн вӑхӑчӗ сахал пулнине пӗлнӗрен вӑл хаярлӑхпа тулса ҫитрӗ!»
REV.12.13	Аҫтаха, хӑйне ҫӗр ҫине ҫапса антарнине туйса илсен, ывӑл ача ҫуратнӑ хӗрарӑма йӗрлеме тытӑнчӗ. 
REV.12.14	Анчах та хӑйӗн валли хатӗрленӗ пуш хирти вырӑна вӗҫсе каймашкӑн хӗрарӑма пысӑк ӑмӑрт кайӑкӑн икӗ ҫунатне панӑ пулнӑ. Ҫавӑнта, ҫӗленрен аякра, ӑна виҫӗ ҫул ҫурӑ пӑхса усрамалла пулнӑ. 
REV.12.15	Вара, хӗрарӑма шывпа юхтарса ярас тесе, ун хыҫӗнчен хайхи ҫӗлен хӑйӗн ҫӑварӗнчен юхан шыв пек шыв кӑларса ячӗ. 
REV.12.16	Анчах та хӗрарӑма ҫӗр пулӑшрӗ: вӑл уҫӑлчӗ те аҫтаха ҫӑварӗнчен тухнӑ юхан шыва ҫӑтса ячӗ. 
REV.12.17	Вара хӗрарӑма тарӑхса ҫитнӗ аҫтаха хӗрарӑм йӑхӗнчи ытти ҫынсемпе, Турӑ пил-хушӑвӗсене тата Иисус Христос вӗрентӗвне тытса пыракансемпе, ҫапӑҫма кайрӗ.
REV.13.1	Тинӗс хӗрринчи хӑйӑр ҫинче тӑнӑ чухне эпӗ тинӗсрен тухакан ҫичӗ пуҫлӑ, вунӑ мӑйракаллӑ тискер кайӑка куртӑм. Мӑйракисем ҫинче унӑн вунӑ пуҫ кӑшӑлӗччӗ, кашни пуҫӗ ҫинех Турра хурлакан пӗрер ят ҫырнӑ. 
REV.13.2	Манӑн умри тискер кайӑк барс евӗрлӗрехчӗ. Урисем унӑн упан пек, ҫӑварӗ арӑсланӑн пек. Аҫтаха ӑна хӑйӗн вӑйне, престолне тата пуҫ пулмалли аслӑ ирӗкне панӑ. 
REV.13.3+REV.13.4	Пӑхрӑм та, унӑн пуҫӗсенчен пӗри вилмеллех аманнӑ пек курӑнчӗ, анчах та ҫав вилмеллех суран тӳрленчӗ. Тискер кайӑка курнипе пӗтӗм тӗнче тӗлӗнчӗ. Вара пурте тискер кайӑка вӑй-хӑват панӑ аҫтахана пуҫҫапрӗҫ. Унтан тискер кайӑка ҫапла каласа пуҫҫапрӗҫ: «Ҫак тискер кайӑк пекки урӑх пур-и? Кам унпа ҫапӑҫма пултарайӗ?»
REV.13.5	Тискер кайӑка мӑнкӑмӑлланса калаҫмалӑх, Турра хурламалӑх чӗлхе-ҫӑвар тата хӗрӗх икӗ уйӑх хушши усал тумалӑх ирӗк панӑччӗ. 
REV.13.6	Вара вӑл Турӑ ятне, Вӑл пурӑнакан вырӑна, тӳпере пурӑнакансене хур тӑвас тесе, Турра хурлама ҫӑварне уҫрӗ. 
REV.13.7	Тата ҫак тискер кайӑка сӑваплисемпе ҫапӑҫма, вӗсене ҫӗнтерме, тӗрлӗ йӑх-ӑрусемпе, тӗрлӗ чӗлхеллӗ тӗрлӗ халӑхсемпе пуҫ пулма ирӗк панӑччӗ. 
REV.13.8	Тӗнчене пултаричченех пусса Турра кӳнӗ Путекӗн пурӑнӑҫ кӗнекине ҫӗр ҫинче пурӑнакансенчен камӑн ятне ҫырса хуман, ҫавсем пурте ӑна пуҫҫапӗҫ. 
REV.13.9	Илтме хӑлха пурри илттӗр. 
REV.13.10	Тыткӑна илсе каякана хӑйне тыткӑна илсе кайӗҫ; хӗҫпе вӗлерекене хӑйне хӗҫпе вӗлерӗҫ
REV.13.11	Унтан эпӗ ҫӗр ӑшӗнчен тухакан тепӗр тискер кайӑка куртӑм. Унӑн Путекӗнни пек икӗ мӑйрака, калаҫасса хӑй аҫтаха пек калаҫать. 
REV.13.12	Пӗрремӗш тискер кайӑкӑн вӑй-хӑватне ӑна та панӑ, вӑл – пӗрремӗш тискер кайӑк умӗнче ӗҫлесе тӑраканӗ, пулӑшаканӗ. Ҫавскер пӗтӗм ҫӗре, ҫӗр ҫинче пурӑнакансене вилмеллех аманса тӳрленнӗ тискер кайӑка пуҫҫаптарасшӑн. 
REV.13.13	Вӑл тӗлӗнмелле паллӑсем кӑтартать: ҫынсен куҫӗ умӗнчех тӳперен ҫӗр ҫине вут-ҫулӑм антарать. 
REV.13.14	Пӗрремӗш тискер кайӑк умӗнче тӗлӗнмелле паллӑсем кӑтартса, вӑл ҫӗр ҫинче пурӑнакансене илӗртсе улталать. Вӑл ҫынсене хӗҫпе суранланнӑ, анчах та чӗрӗ тискер кайӑкӑн сӑнарне ӑсталама хистет. 
REV.13.15	Ҫав сӑнар калаҫма та, хӑйне пуҫҫапас теменнисене вӗлерттерме те пултартӑр тесе, иккӗмӗш тискер кайӑка малтанхин сӑнарӗ ӑшне чун вӗрсе кӗртме ирӗк панӑ. 
REV.13.16	Вӑл пур ҫынсене те: аслисемпе кӗҫӗннисене те, пуянсемпе чухӑнсене те, ирӗклисемпе чурасене те – сылтӑм алли е ҫамки ҫине ҫыру палли лартма хистет. 
REV.13.17	Камӑн ҫак ҫыру палли ҫук, вӑл сутма та, илме те пултараймасть. Ҫыру паллинче тискер кайӑкӑн ятне е ҫав ята палӑртакан хисепе ҫырнӑ. 
REV.13.18	Кунта ӑслӑлӑх кирлӗ. Камӑн ӑсӗ пур, вӑл тискер кайӑк ятне палӑртакан хисепе хӑех тавҫӑрса илтӗр. Ҫав хисеп – этемле хисепех: улт ҫӗр утмӑл улттӑ.
REV.14.1	Унтан эпӗ пӑхрӑм та, акӑ, Сион тӑвӗ ҫинче Путек тӑнине куртӑм. Унпа пӗрле тата ҫӗр хӗрӗх тӑватӑ пин ҫынччӗ. Вӗсен ҫамкисем ҫинче Унӑн Ашшӗн ячӗччӗ
REV.14.2	Вара тӳперен шыв кӗрленӗ пек, вӑйлӑ аслати сасси пек сасӑ илтрӗм. Тата кӗслисене каласа ларакан кӗслеҫӗсен сасси пек сасӑ илтрӗм. 
REV.14.3	Престолпа тӑватӑ чӗр чун умӗнче, ватӑсем умӗнче ҫав ҫынсем ҫӗнӗ юрӑ пек юрӑ юрлаҫҫӗ. Ҫӗр ҫинчи пурӑнӑҫ тыткӑнӗнчен тӳлесе илнӗ ҫав ҫӗр хӗрӗх тӑватӑ пин ҫынсӑр пуҫне никам та ку юрра юрлама пултараймарӗ. 
REV.14.4	Юрлаканӗсем хӗрарӑмпа ҫывӑрса вараланман, таса ҫынсем. Путек кирек ӑҫта кайсассӑн та, вӗсем Ун хыҫӗнчен ҫӳреҫҫӗ. Вӗсене Турӑпа Путекӗн малтанхисем пулмашкӑн ҫынсем хушшинчен суйласа, тӳлесе илнӗ. 
REV.14.5	Вӗсен чӗлхи-ҫӑварӗ суялӑха пӗлмест: Турӑ престолӗ умӗнче вӗсем таса.
REV.14.6	Унтан эпӗ ҫӳл тӳпере вӗҫсе иртекен тепӗр ангела куртӑм. Ҫӗр ҫинче пурӑнакан тӗрлӗ чӗлхеллӗ йӑх-ӑрӑва, халӑха пӗлтермешкӗн ҫав ангелӑн ӗмӗрлӗх Ырӑ Хыпар пурччӗ. 
REV.14.7	Вара вӑл вӑйлӑ саслӑн ҫапла каларӗ: «Турӑран хӑрӑр, Ӑна мухтӑр, мӗншӗн тесен Унӑн суд тумалли вӑхӑчӗ ҫитрӗ. Тӳпене, ҫӗре, тинӗсе тата ҫӑлкуҫсене Пултаракана пуҫҫапӑр!»
REV.14.8	Ун хыҫӗнчен тепӗр ангел вӗҫсе иртрӗ. «Аслӑ хула Вавилон тӗп пулчӗ, тӗп пулчӗ! Мӗншӗн тесен ҫав хула хӑй аскӑнлӑхӗн хаяр эрехне мӗн пур халӑхсене ӗҫтерчӗ!» – терӗ ҫав ангел.
REV.14.9	Вара ун хыҫӗнчен виҫҫӗмӗш ангел вӗҫсе иртрӗ. Вӑл вӑйлӑ саслӑн ҫапла каларӗ: «Кам тискер кайӑкпа унӑн сӑнарне пуҫҫапать, кам хӑйӗн ҫамки е алли ҫине тискер кайӑкӑн ҫыру паллине ларттарать, 
REV.14.10	ҫавӑн Турӑ тарӑхӑвӗн куркинче хатӗрленӗ Турӑ ҫиллин хаяр эрехне ӗҫме тивӗ. Ӑна святой ангелсемпе Путек куҫӗ умӗнчех вутлӑ кӳкӗрт ӑшӗнче асаплантарӗҫ. 
REV.14.11	Ҫав асап вучӗн тӗтӗмӗ ӗмӗр-ӗмӗр йӑсӑрланса тӑрӗ. Тискер кайӑкпа унӑн сӑнарне пуҫҫапакансем, унӑн ятне ҫыртарма килӗшнисем кунӗн-ҫӗрӗн канлӗх тупаймӗҫ. 
