MAT.1.1	Iya na itu kapangkatan si Isa Almasi, panubu' si Daud iya panubu' si Ibrahim.
REV.18.18	Pag'nda' sigam ma humbu min tutung na hi', magtuwi sigam ngallang. Uk sigam, “'Nsa' du niya' daira saddi makaliyu bantug na min daira Babilon ian.” 
REV.18.19	Magtuwi sigam musug bagunbun ni diyata' kok sigam, tanda' saksi' in sigam magkarukkaan na. Magtangis sigam maka magkarukkaan. Uk pagkarukkaan sigam, “Allā, 'nsa' manjari daira babantugun hi'! Kaugun tōōd. Iya na ian daira pagdarayahan sasuku magkakappal sabab heka alta' bayi ma hi'. Suga' dasasaat du, magtuwi lungay ayi-ayi na kamemon!”
REV.18.20	Na, in kaam ma diyōm sulga', subay kaam magkōg-kōg sabab magkaat na daira hi'. Iya du kaam manga aa suku' Tuhan, maka kaam aa kawakilan uk si Isa, maka kaam manga nabi, subay du isab kaam magkōg-kōg kalna' daira Babilon hi' pitakkahan hukuman na uk Tuhan, panungbas ma bayi tahinang uk na ma kaam.
REV.18.21	Na puwas hi' niya' malaikat kōsōg mohat batu mehe tōōd, sali' ehe batu gilingan bayi awwal, bo' hiyantakan uk na ni diyōm tahik. Uk na, “salaitu du meen in paglubu tumawwa' ma Babilon, daira babantugun hi'. Sakadjap sadja, 'nsa' tanda' pabing sampay ni kasaumulan. 
REV.18.22	Kau, daira Babilon, 'nsa' na niya' tōōd take ma diyōman nu manga aa magbiyula maka aa magkalangan, aa magsuling maka aa magtiyup-tiyup. Damikkiyan na, 'nsa' na niya' tanda' maiyu maghinang ayi-ayi kapandayan sigam. 'Nsa' isab niya' hebok paggilingan take maiyu. 
REV.18.23	'Nsa' na niya' minsan keyat palitaan tanda' maiyu. Sampay paglami-lami ma pagkawinan, 'nsa' niya' na take. Manga aa bayi magdagang maiyu, sigam iya bayi landu' gaōs labi le' min aa magdagang kamemon ma kalohahan dunya. Bayi kaakkalan manga aa min bangsa kamemon uk pantak nu maka hikmat nu!”
REV.18.24	In daira Babilon ian pitakkahan hukuman na sabab may'an bayi pamapatayan ma manga nabi magpalatun palman Tuhan maka ma manga aa suku' Tuhan. Lagi' manga aa kamemon iya patay bono' ma diyōm dunya, iya poon sigam piyatay sabab daira ian.
REV.19.1	Na ubus peen uk na hi' niya' take ku sali' suwara min manusiya' heka kalandu' kapun-punan may'an ma sulga'. Uk sigam, “Pudji tabi Tuhan! Ma iya asal sahaya maka kawasa. Tunggal du iya makalappasan kitabi min dusa. 
REV.19.2	Bōntōl maka bannal hukuman na kamemon. Atas pabōtang na hukuman ni danda babantugun, danda laat hinang na iya bayi mo-mo aa kamemon ningōd ma iya maghinang kalammian. Binsana' iya uk Tuhan ma sabab aa suku' Tuhan iya piyatay uk na.” 
REV.19.3	Sakali in baanan aa ian magsuwara pabing, suwara tanōg. Uk na hi', “Sanglitan tabi Tuhan! Tutung daira babantugun. Patabbud na peen humbu na sampay ni kasaumulan.” 
REV.19.4	Manjari in duwampu' ka 'mpat kamaasan maka 'mpat malaikat hi' magsujuran na, maka uk sigam mudji Tuhan iya ningko' ma paningkoan bangsahan. Uk sigam, “Aho'! Sanglitan tabi Tuhan!”
REV.19.5	Sakali niya' take ku suwara paluwas min tōngōd paningkoan Tuhan. Uk na, “Sanglitin bi Tuhan, kaam kamemon sosohoan na, sasuku tiyāwan ma iya, iya langkaw, maka iya deyo'.” 
REV.19.6	Puwas hi' niya' take ku sali' suwara min manusiya' kalandu' heka na. Kōsōg tōōd halling na ian, sali' lagublub bohe' tumpahan min diyata' maka sali' laggōn landu' kōsōg. Take ku iya bissala sigam, uk sigam, “Sanglitan ta na Tuhan! Sanglitan ta na Panghu' tabi Tuhan Sangat Kawasa, sabab pabōtang na parinta na! 
REV.19.7	Subay kitabi magkōg-kōg, magkalasigan tōōd. Sanglitan tabi Tuhan sabab taabut na waktu pagkawin Bili-bili maka manga aa suku' na. Pigbahasa sigam pangantin danda bayi na ngari-ngarihan di na. 
REV.19.8	Kabuwanan iya sammek ngidlap pamakay na, sammek pote' tōōd, 'nsa' tōōd niya' tamak na. In sammek pote' itu, bang hiyati, iya na manga hinang kaadilan bayi tahinang uk manga aa suku' Tuhan.”
REV.19.9	Sakali halling ni aku dakayo' malaikat hi', uk na, “Sulatun itu: mehe kahapan sasuku siyoho' paluruk ma pagkawinan Bili-bili.” Siyugpatan le' bissala malaikat ian, uk na, “Iya lapal kabtangan iyu, iya na lapal bannal bayi min Tuhan.”
REV.19.10	Magtuwi aku pasujud ma tōngōd nayi' malaikat ian mudji iya, suga' uk na, “Daa kau pasujud ni aku. Aku itu dakayo' sosohoan Tuhan du, sali' du kau maka manga dawuranakan nu, sasuku kaam mōgbōgan pandu' bannal bayi pamatau uk si Isa. Subay Tuhan sadja pudji nu.”
REV.19.10	Iya pandu' bannal pamatau uk si Isa, iya du isab bayi pitulun ni manga nabi iya magpalatun palman min Tuhan.
REV.19.11	Manjari itu tanda' ku ukab sulga' maka niya' ian kura' pote'. Iya ngura' ma diyata' na ian pig-ōnan si Kapangandōlan maka si Kasabannalan. Bōntōl pangahukum na maka pamono' na ma palbantahan na. 
REV.19.12	Mata na ian sali' api parallet, maka heka korona siyangōnan ma kok na. Niya' ōn siyulat ma puhu' na suga' 'nsa' niya' makatau bang ayi hati na, duwal du baran na iya makatau. 
REV.19.13	Iya juba pasammek na ian panno' uk laha', maka iya ōn pangōn ma iya, “Palman Tuhan”. 
REV.19.14	Tiyurul iya uk baanan sundalu min sulga'. Magpangura' sigam ma manga kura' pote'. Magjuba sigam pote' isab, juba 'nsa' niya' tamak na. 
REV.19.15	Iya iyōnan Palman Tuhan itu, niya' takōs tōm paluwas min bo' na, pangandaōg na ma palbangsa-bangsahan. Magbaya' du iya ma sigam kamemon maka kōsōg kapagbaya' na, sali' hantang tungkud basi' 'nsa' tasagga'. Iya pangahukum na ma sigam sali' sapantun aa maghinang inuman makalango. Iddōkan uk na buwa' anggul supaya paluwas bohe' na. Hati na, tikkahan sigam mulka' uk Tuhan Sangat Kawasa, bo' mulka' ian 'nsa' tasipat bisa na. 
REV.19.16	Niya' ōn siyulat ma juba na maka ma paa na, salaitu: “Sultan ma kasultanan kamemon, Panghu' ma pagpanghuan kamemon.”
REV.19.17	Manjari tanda' ku na isab dakayo' malaikat ma diyata' langit nangge ma sayinag 'llaw. Ngalingan iya pakōsōg ni kamanuk-manukan kamemon iya maglengan ma tōngaan ayan ian. Uk na, “Paitu kaam magtipun ni pagjamuhan Tuhan, pagjamuhan na mehe. 
REV.19.18	Paitu kaam mangan isi patay, min manga kasultanan, manga puntukan sundalu maka manga kasundaluhan, sampay isi kura' maka isi manga aa bayi ngura' ma diyata' na. Mangan kaam isi patay kaginis-ginisan kamemon, ata maka aa 'nsa' ata, aa langkaw maka aa deyo'.”
REV.19.19	Puwas hi' tanda' ku sattuwa tawun ian magtipun-tipun maka kasultanan min kalohahan dunya sampay kasundaluhan sigam. Ian sigam magdakayo' mono' ma iya ngura' ma kura' pote' ian sampay ma manga sundalu na. 
REV.19.20	Manjari siyaggaw sattuwa tawun maka nabi magpamissala puting iya bayi makahinang hinang kainu-inuhan aa ma deyoan sattuwa tawun hi'. (Hinang na makainu-inu ian bayi pangakkal na ma manga aa, sasuku kasapan maka umbul sattuwa maka sasuku bayi numba ni barhala' iya hinang sali' dagbōs sattuwa dakayo'.) Na, in sattuwa tawun maka nabi magpamissala puting ian, bayi liyarukan maka kallum-llum sigam ni diyōm api mayilang iya sali' dagbōs danaw mehe suleyab na ian. 
REV.19.21	Bo' manga kasundaluhan sigam bayi piyatay maka takōs iya paluwas min bo' aa ngura' ian. Pigkakan isi patay sigam uk kamanuk-manukan, sampay ngalasso na tōōd.
REV.20.1	Manjari niya' na isab tanda' ku malaikat pareyo' min sulga', mo kunsi' tambōl lowang tigōb-tigōban, maka bilanggu' aslag. 
REV.20.2	Siyaggaw uk na naga, iya So Masa Awwal, hati na nakura' sayitan atawa ibilis. Tasaggaw peen, ingkōtan iya maka bilanggu' bo' timpuhan dangibu tahun. 
REV.20.3	Puwas hi' liyarukan iya uk malaikat ni diyōm lowang tigōb-tigōban, bo' kiyandaruhan pahōgōt sampay tumbukan indan bo' 'nsa' taukab. Tiyambōlan nakura' sayitan ian bo' supaya 'nsa' na peen makapangakkal ma palbangsa-bangsahan sataggōl 'nsa' le' paabut ni dangibu tahun hi'. Bang taabut na dangibu tahun hi' pilappa du iya, suga' dayi'-dayi' du.
REV.20.4	Manjari itu niya' tanda' ku manga paningkoan babangsahan maka manga aa magtingkoan may'an. Kabuwanan sigam kapatut malangngan hukuman. Tanda' ku isab baanan manga nyawa min aa bayi piyatay ma sabab pagnasihat sigam pandu' bannal iya bayi pamatau uk si Isa, maka ma sabab palman Tuhan. Manga aa ian 'nsa' bayi makasumba ni sattuwa tawun atawa ni barhala' hinangan sali' dagbōs na. 'Nsa' isab bayi makatayima' umbul sattuwa siyapan ma tuktuk sigam atawa tangan sigam. 'Llum na sigam pabayik min kamatay bo' me' sigam ma si Isa magsultan ma diyōm dangibu tahun.
REV.20.5	Iya ian tagnaan pagpakallum pabayik ma manga aa bayi magpatayan. (Aa magpatayan kasehean 'nsa' le' pikallum pabing. Subay le' kalabay dangibu tahun hi'.) 
REV.20.6	Mehe kakōgan maka kahapan sasuku makabe' pikallum min kamatay ma pagpakallum tagna' itu. 'Nsa' sigam talapay ma kabinsanaan paddas, iya pigbahasa kamatay kaminduwa na. Piantanan sigam hinang kaimaman ngaharap ni Tuhan maka ni si Almasi. Bo' me' sigam ma si Almasi ngantan parinta ma diyōm dangibu tahun.
REV.20.7	Na, bang tōbtōb na dangibu tahun ian, pilappa du nakura' sayitan min diyōm lowang bayi panganjilan iya. 
REV.20.8	Pagluwas na minnihi', ngakkal na isab iya ma kabangsa-bangsahan ma 'mpat pidju alam, iya bangsa pig-ōnan Gog maka Magog. Pipagtipun manga aa ian kamemon uk nakura' sayitan, pisakap magbono'. Iya heka sigam ian sali' sapantun heka ungus ma bihing parian. 
REV.20.9	Manjari maglanjalan manga baanan aa ian ngalatagan ni kalohahan lahat, sampay libut uk sigam paghantian aa suku' Tuhan maka daira iya kalasahan na. Suga' niya' api bayi pareyo' min langit nutung sigam kamemon. 
REV.20.10	Puwas hi' in nakura' sayitan, iya bayi ngakkalan manga aa palbangsa-bangsahan ian, hi' bayi liyarukan ni diyōm api mayilang iya suleyab na sali' danaw mehe. Iya na hi' api bayi pangalarukan sattuwa tawun maka nabi magpamissala puting. Na, ian sigam pipaddian 'llaw-sangōm sampay ni kasaumulan.
REV.20.11	Manjari itu niya' tanda' ku dakayo' paningkoan pote' mehe, iya ma alōpan Tuhan. Tanda' ku isab iya ningko' ma diyata' na. Dunya maka langit hi' na lahi min alōpan na, 'nsa' na tanda' pabing. 
REV.20.12	Sakali tanda' ku aa magpatayan kamemon mehe maka diki' ian magpanangge ma dahuhan paningkoan ian. Jari iyukab kakitaban maka niya' le' kitab dakayo' iyukab, iya kitab panulatan manga ōn aa, sasuku kabuwanan kallum kakkal. Manga aa magpatayan ian bayi hiyukum min bayi kahinangan sigam hap maka laat, iya tasulat asal ma diyōm manga kitab ian. 
REV.20.13	Sayi-sayi bayi magpatayan ma diyōm tahik bayi paluwas paharap ni Tuhan. Damikkiyan isab sigam bayi ma diyōm gumi maka ma diyōm ahirat, bayi sigam paluwas kamemon bo' paharap ni Tuhan. Bo' hiyukum sigam kamemon kaniya-kaniya min bayi kahinangan sigam hap maka laat. 
REV.20.14+REV.20.15	Puwas hi', sasuku 'nsa' bayi tasulat ōn na ma diyōm kitab panulatan manga ōn aa taga kallum kakkal, liyarukan na ni diyōm kasaplagan api iya suleyab na sali' danaw mehe. Manjari kamatay maka lahat pahantian aa bayi magpatayan hi' bayi pikalloan ni diyōm api mayilang iya suleyab na sali' danaw, iya iyōnan kamatay karuwa na.
REV.21.1	Manjari itu niya' tanda' ku langit maka dunya hinangan bahu, 'nsa' niya' tahik na. Langit tagna' maka dunya tagna' hi' bayi liyanyapan. 
REV.21.2	Tanda' ku isab daira Sutsi, Awrusalam Bahu, duwai bayi min sulga' min alōpan Tuhan. Iya daira ian bayi siyakapan sali' sapantun pangantin danda bang piyakayan ma song biyatalan uk pangantin lalla. 
REV.21.3	Sakali niya' take ku suwara kōsōg luwas min paningkoan Tuhan. Uk na, “Buttihi' magdalahat na Tuhan maka manusiya'. Ian iya pabōtang ma sigam, bo' sigam na iya aa na. Baran Tuhan patōtōg na ma sigam. Pagtuhanan iya uk sigam. 
REV.21.4	Siyapuhan uk na bohe' mata kamemon min mata sigam. Hati na, 'nsa' na niya' magkamatay, 'nsa' na niya' magkarukkaan atawa magtangis, maka 'nsa' na niya' paddi' tananam uk sigam sabab in bayi asal kahalan ma dunya tagna' lanyap na.”
REV.21.5	Sakali ngabtang iya ningko' ma tingkoan ian, uk na, “Na, buttihi' papanjari ku na kamemon ayi-ayi ni bahu.” Uk na isab ni aku, “Sulatun itu, sabab bannal sadja kabtangan itu maka kapangandōlan.” 
REV.21.6	Uk na le', “Timōs na kahinangan ku kamemon. Aku iya awwal maka ahil, tagnaan maka katapusan. Sayi-sayi toho' kallong na painum ku min tuburan bohe' iya muwan kallum kakkal. Painum ku iya minsan 'nsa' niya' bayad na. 
REV.21.7	Salaitu iya kahapan pamuwan ku ma sayi-sayi 'nsa' tabo uk sasat-manasat: aku iya pagtuhanan na, maka iya iya anak ku. 
REV.21.8	Suga' sayi-sayi tiyāw maka sayi-sayi 'nsa' kapangandōlan, liyarukan du sigam ni diyōm api. Damikkiyan na isab sasuku maghinang kasammalan, manga mono' ma pagkahi na manusiya', manga maghinang kalammian danda maka lalla, manga magpantak, manga numba ni saddi min Tuhan, sampay manga aa kamemon magputing, iya palsukuan sigam kamemon pipahi' sigam ni diyōm api mayilang iya suleyab na ian sali' danaw mehe. Iya na hi' iyōnan Kamatay Karuwa na.”
REV.21.9	Sakali itu niya' pasikōt ni aku dakayo' malaikat min malaikat pitu' ian, iya mo pitu' pinggan bulawan panno' uk pitu' ginis bala'. Uk na ni aku, “Paitu kau. Pandaan ta kau iya pigbahasa pangantin danda, iya pihanda uk Bili-bili.” 
REV.21.10	Manjari kapagbayaan aku uk Nyawa Tuhan bo' biyo aku uk malaikat hi' tudju ni diyata' bud langkaw tōōd. Pindaan aku Awrusalam, Daira Sutsi, ian paruwai min sulga' min alōpan Tuhan. 
REV.21.11	Daira ian ngidlap min sahaya Tuhan. Iya idlap na sali' idlap palmata intan gaddung, tallak sali' sawa samin. 
REV.21.12	Daira ian bayi libutan maka ad batu loha maka langkaw. Sangpu' ka duwa lawang na, tiyungguan pakaniya-pakaniya uk malaikat sangpu' ka duwa. Iya lawang ian bayi siyulatan maka ōn pihak bangsa Israil sangpu' ka duwa. 
REV.21.13	Ad ian niya' tallu lawang na tampal ni sōbangan, tallu ni satan, tallu ni uttara', maka tallu isab tampal ni saddōpan. 
REV.21.14	In iya ad pangalibut daira ian papagan na sangpu' ka duwa batu mehe, siyulatan pakaniya-pakaniya maka ōn aa sangpu' ka duwa iya bayi kawakilan uk Bili-bili.
REV.21.15	Na, iya malaikat bayi missalahan aku ian, niya' bo na sukuran bulawan panukud na ma daira sampay ma lawang na maka ad na. 
REV.21.16	Magpasagi' daira ian, sali' du taha' na maka loha na. Siyukud uk malaikat maka sukuran na, jari pagsukud peen itu sali' du taha' na maka loha na maka langkaw na, duwangibu ka 'mpat hatus batu iya sukuran na. 
REV.21.17	Siyukud isab uk na langkaw ad ian bo' sukuran na 'mpatpu' dappa bang ma sukuran tabi. 
REV.21.18	Palmata intan gaddung iya pangahinang ad ian bo' baran daira ian bayi hinang maka bulawan tōōd, suga' tallak sali' sawa samin. 
REV.21.19	Manga batu pamapagan ad pangalibut daira ian bayi iyari-arihan maka palmata ginis-ginisan. Iya pangari-ngari batu dakayo' ian palmata intan gaddung, iya karuwa na palmata bilu tahak, katallu na palmata jali'-jali', kampat na palmata gaddung tahak, 
REV.21.20	kalima na palmata sakulati agjali'-jali', kannōm na palmata pula tahak, kapitu' na palmata biyaning, kawalu' na palmata ngagaw gaddung, kasiyam na palmata kuning, kasangpu' na palmata gaddung 'nsa' tahak tōōd, kasangpu' kadda na palmata bilu magbattik-battik, bo' iya kasangpu' karuwa na palmata taluk. 
REV.21.21	Iya pangahinang sangpu' ka duwa lawang daira ian sangpu' ka duwa isab mussa' tipay. Dakayo' du mussa' tibuuk iya pangahinang dakayo' lawang. Maka manga daddōk ma diyōm daira ian tōōd bulawan, tallak sali' sawa samin.
REV.21.22	'Nsa' niya' langgal tanda' ku ma diyōm daira ian pangarapan Tuhan sabab ian asal Tuhan iya Panghu' Sangat Kawasa, maka ian isab Bili-bili. Hangkan 'nsa' kagunahan langgal may'an. 
REV.21.23	'Nsa' na isab magkagunahan sawa 'llaw atawa sawa bulan ma daira ian sabab ian asal sahaya Tuhan muwan kasawahan, maka ian Bili-bili sali' sawa palitaan. 
REV.21.24	Pasaplag sawa na ian pamasawa palangnganan bangsa kamemon. Maka manga kasultanan min kalohahan dunya mo du pangalta' sigam ni diyōm daira ian. 
REV.21.25	Manga lawang na ian 'nsa' tiyambōl, ukab sadja kahaba' 'llaw sabab 'nsa' niya' sangōm may'an. 
REV.21.26	Ayi-ayi makabuwan kabantugan ma bangsa kamemon maka ayi-ayi pangalta' sigam biyo du pay'an ni diyōm daira, 
REV.21.27	suga' 'nsa' niya' lammi' pisōd pay'an atawa aa maghinang kaiyaan atawa aa putingan. Iya sadja makasōd ni diyōm daira ian bang aa bayi tasulat ōn sigam ma kitab suku' Bili-bili, iya kitab panulatan ōn aa bayi kabuwanan kallum kakkal.
REV.22.1	Sakali itu pindaan aku bohe' uk malaikat, bohe' makabuwan kalluman kakkal. Bohe' ian sawa kalandu' ngaliyud min paningkoan Tuhan maka Bili-bili, 
REV.22.2	labay min tangnga' daddōk iya ma diyōm daira hi'. Ma karuwambiya' sowang ian niya' kayu, iya kayu makabuwan kallum. Kayu ian magbuwa' min sangpu' ka duwa ma diyōm dantahun. Min tadda min tadda ma diyōm dambulan muwan na peen buwa', bo' dawun na ian tapanguli' saki ma kabangsa-bangsahan. 
REV.22.3	'Nsa' niya' na mulka' Tuhan patakka ma diyōm daira ian.
REV.22.3	Ian in paningkoan Tuhan maka Bili-bili ma diyōm daira ian, bo' piyudji du iya uk manga sosohoan na. 
REV.22.4	Tanda' uk sigam pamayihuan na maka siyulatan ōn na ma tuktuk sigam. 
REV.22.5	'Nsa' niya' sangōm na ma hi' maka 'nsa' sigam magkagunahan palitaan atawa sawa 'llaw sabab Panghu' sigam Tuhan iya masawa sigam. Maka sigam du iya ngantanan parinta sampay ni kasaumulan.
REV.22.6	Manjari missala malaikat ian ni aku, uk na, “Iya lapal kabtangan bayi tasulat nu iyu bannal sadja, kapangandōlan tōōd. Sabab in Panghu' tabi Tuhan, iya magpasangōn Nyawa na ma kanabi-nabihan, bayi noho' malaikat na paitu matauhan ni manga sosohoan na pasal pakaradjaan song na pitakka.”
REV.22.7	“Pake kaam,” uk si Isa, “Sikōt na waktu in aku paiyu. Mehe du kakōgan sasuku magkahagad ma kabtangan bayi talapal ma diyōm sulat iyu.”
REV.22.8	Na, aku itu si Yahiya. Bayi take ku maka tanda' ku manga pakaradjaan tasulat itu kamemon. Ubus peen uk ku kine maka nganda', magtuwi aku bayi pasujud ma alōpan malaikat, iya bayi mandaan aku ayi-ayi hi'. Arak aku mudji iya, 
REV.22.9	suga' uk malaikat hi' ni aku, “Daa kau mudji aku sabab pagkahi kita sosohoan Tuhan. Pagkahi isab manga kanabi-nabihan iya dawuranakan nu ian, maka sasuku magkahagad ma lapal sulat itu. Subay Tuhan dakayo'-kayo' iya pudji ta.” 
REV.22.10	Uk na isab ni aku, “Daa limbuhan lapal bayi pamalman ma diyōm sulat itu sabab sikōt na waktu pamatakka pakaradjaan na kamemon. 
REV.22.11	Sayi-sayi ngahinang kalaatan maka kasabulan, gam peen pasong na peen kalaatan na maka kasabulan na ma sosongun. Damikkiyan na isab sayi-sayi bayi ngahinang hap subay pasangdan na maghinang hap. Maka sayi-sayi isab sutsi pangatayan na subay pasangdan na nutsi.”
REV.22.12	“Pake kaam,” uk si Isa. “Sikōt na waktu in aku paiyu. Bo ku du tungbas panungbas ku aa kamemon pakaniya-kaniya, ayi-ayi katōngōran hinang na. 
REV.22.13	Aku iya awwal maka ahil, aku iya tagnaan maka katapusan.”
REV.22.14	Mehe du kakōgan na sasuku nutsi pamakay na min tamak kamemon, hati na nutsi pangatayan na, sabab kabuwanan sigam kapatut mangan buwa' min kayu makabuwan kallum hi' maka kapatut isab palabay min manga lawang pasōran ni diyōm daira hi'. 
REV.22.15	Suga' ian ma luwasan daira manga aa maghinang kalammian na peen, manga aa magpantak, manga aa maghinang kasabulan danda maka lalla, manga aa magpapatay pagkahi na manusiya', manga aa magpanumba ni saddi min Tuhan maka manga aa magpangakkal maka magputing.
REV.22.16	“Aku itu si Isa. Bayi soho' ku malaikat ku paiyu ni kaam manga pagtipunan jamaa ku bo' kaam pitau uk na pasal manga pakaradjaan itu. Aku itu tubu' sultan Daud. Aku itu iyōnan Maga, bituun sahaya.”
REV.22.17	Sakali halling Nyawa Tuhan maka manga aa iya pigbahasa pangantin danda. Uk sigam, “Paitu kau.” Sasuku makake bissala itu subay me' ma halling itu, “Paitu kau.”
REV.22.17	Paitu kaam, sasuku kaam tiyohoan kallong. Nginum kaam bohe' makabuwan kallum itu. Pangahilas ko' itu ni sayi-sayi baya' minsan 'nsa' niya' bayad na.
REV.22.18	Aku itu si Yahiya. Bandaan ta kaam, sasuku kaam makake lapal bayi tapalatun ma diyōm sulat itu, bang niya' ganta' makannōp ayi-ayi 'nsa' bayi tapalatun ma diyōm sulat itu, pikannōpan du iya uk Tuhan manga bala' bayi tasabbut ma diyōm na itu. 
REV.22.19	Damikkiyan na, sayi-sayi ngulangan kabtangan min diyōm sulat itu kiyulangan isab uk Tuhan palsukuan na iya bissala ma diyōm sulat itu. 'Nsa' iya kabuwanan buwa' min kayu iya makabuwan kallum. 'Nsa' iya pisōd ni diyōm Daira Sutsi.
