MAT.1.1	Jisu Krista ni phagararao ni greng: bo David ni basa, ar David, Abraham ni basa.
REV.1.12	Boha ang jang sainlaiyaba khurang khna hi ang naiphin ba de gajao ni thao ni thaophari dengthan boitho masni khe ang nu ba, 
REV.1.13	ar thaophari dengthan hade, Marsi ni Basa lai, subung saosi, yapha sosi sola glao thu hi, khahbao ha gajao ni jengsdu khahi dongyaba khe ang nu ba. 
REV.1.14	Boni bokhro jang khnai de melma bikhim phuba lai ode gidithai lai phu du, boni muthai buthu de wai jingba lai se; 
REV.1.15	boni igah jakha de ser khe dhao saoba ha jaoba lai se; boni khurang jakha de diyungma raoba ha boni sar ho jaba lai se. 
REV.1.16	Boni yaoda gede sathrai masni di du, ode boni bukhuh ni phrang seng bu daothaoyaba baigo phai ba, ode boni mukhang jakha de sain daokhu saiba ha jnaba lai se. 
REV.1.17	Bokhe ang nuba jang githi lai ja hi boni igah rogong ha ang galai kha. Thikhabo, bo ning jar ni yaoda ni yao khe ani basao ha deng hi thi ba, Da khin, ang de sagangthao jang yaohon thaoyaba se. 
REV.1.18	Subung gathang de ang se. Ang thih kha, thikhabo, nai lah, thaoglao thaoglao ni khlai hi ang thangphin kha. Githi jang githi ni raji ni chabi buthubo ang bubra se. 
REV.1.19	Duha ning jinis nuyaba buthu, jinis dongsaiyaba buthu ode eboni yaohon ha jinis sophai ginyaba buthu khe reb lah. 
REV.1.20	Ani yaoda gede ni yao ha sathrai masni ode gajao ni thaophari dengthan ning nuyaba buthu de ebo se: sathrai masni buthu de longjom masni ni deglarao se, ode thaophari dengthan masni de longjom masni se.
REV.2.1	Ephesi ni longjom ni degla ne edehe reb lah:
REV.2.1	Boni yaoda gede ni yao ha sathrai masni di hi, gajao ni thaophari masni buthu ni gejer ha daoding baiyaba ebo grao khebo edehe thi du: 
REV.2.2	Ning khusi dangyaba buthu khe ang tharmai du, nini dukhu hadi, nini khah laoma, subung hamyayarao khe ning naiphuyathai, haijaoyasa niya hi haijaoyasa thilaba khe nai nai hi, boni mosol jathai khe ning remyaba grao buthu khe ang khna kha. 
REV.2.3	Ning hamsi ning dukhu khah lao hi, ani bumu ni khlai hi ning dukhu khlaiba ha ning raoya jaya thihibo ang tharmai du. 
REV.2.4	Thikhabo, ang ning khe siji du: bedethikhade sagangthao ni hamjaoma khe ning haiger kha. 
REV.2.5	Odebani guju ni phrang ning galai ba thi hi ning wainso lah. Khah phin hi jenba ni phrang ning dangyaba buthu khe dang phin lah. Ning khah phinya khade, nini ha ang phai hi, nini thaophari dengyaba khe dengthan ni phrang ang disai ma se. 
REV.2.6	Thikhabo, ebo de nini khlai hi hamba se: Ani nangyathai khe, Nikolathu khusi dangyaba buthu khe ning jajaoya ja ba.
REV.2.7	Bese jang longjomrao niha bo grao thiyaba khe khmao dong khade khna la thing.
REV.2.7	Bo deyaba si khe Madai ni Paradis ha dongyaba hayu ni buphang ni bathai khe ang nisi ne ji ri ma se, thi du.
REV.2.8	Smurna longjom ni degla nihabo edehe reb lah: Sagangthao jang yaohonthao thih hi baija phinyaba de edehe thi du: 
REV.2.9	Nini dukhu buthu khe ang tharmai du; suliya jakhabo ning gnang se. Juda gibiyaba niya hi, Juda thibaiyarao, Soithan ni sunagog ni subung buthu nisi khe bonsi sijiba khebo ang tharmai du. 
REV.2.10	Ning dukhu jaginyaba buthu khe da khin. Nai lah, Diabol de nisi ni bising ha gejesi khe phatho ha jeb hi nai nai ma se, ode nisi nokha sain jhi dukhu ja ma se. Thih ba sosi lonma jang dongpha lang lah, odese nisi ne ang Raja ni khrothu khe ri ma.
REV.2.11	Bese jang longjomrao niha thiyaba khe khmao dong khade khna la thing.
REV.2.11	Bo deyaba si khe thih maginyaba bo musibo khlaiphu nang niya, thi du.
REV.2.12	Pergamos longjom ni degla nihabo edehe reb lah:
REV.2.12	Seng bu daothaoyaba khe dengyaba edehe thi du: 
REV.2.13	Soithan ni singhason dengyaba hathan ha ning dongba thi hi ang tharmai du. Thikhabo, ani bumu jang song hi, odehe ani grao khe sakhi riyaba subung lonma gnang, Antipas khe Soithan raoyaba hathan ha bonsi sthaiba habo nini lonma khe ning yaohon druya. 
REV.2.14	Sum bedehe thikhade, gijisa ning khe ang siji du: Balaam slingriyaba gejesi khe ning mani bani, bo ning Balakh khe Israel basathu khe gajai ha langsmai ba sling ri hi, Israel ni basathu khe saokhuli bi hi mogong khe ji mani, nangjaoma phap ha galai mani khlai hi bo gajai ha langsmai ba. 
REV.2.15	Olei jasosi ning, nisi ni bising ha Nikola slingriyaba khe nisi mani hi ning dong. 
REV.2.16	Odebani, khah phin lah. Ning khah phinya khade, ang srap nini ha phai hi, ani khuh ni seng jang bonsi khe ang nanglai ma se.
REV.2.17	Bese jang longjomrao niha thiyaba grao khe khmao dong khade khna la thing.
REV.2.17	Bo deyaba si ne manna huikhaoyaba gejesi khe ang ri nang; ode guphu ni longthai bo ang ri nang, bo longthai guphu hade bokhe maiyaba khe garhi de, saosi bo bonsi tharmaiyayaba bumu gadain ha bo sugujao ma se, thi du.
REV.2.18	Thuatira longjom ni degla nihabo edehe reb lah:
REV.2.18	Wai jingba lai muthai dongyaba ode pithol jnaba lai igah dongyaba, Madai ni basa de edehe thi du; 
REV.2.19	Ning khusi dangyaba buthu khe ang tharmai du, nini hamjaoma, nini lonma, nini khusi dangthai, nini khah laoma khe ang tharmai du. Bo jenba ha thane duha nini hamba khusi dangthai khebo ang tharmai du. 
REV.2.20	Thikhabo, ningkhe ang siji du, bo masainjik Jezebel gorasali nisi thiyaba khe dong mane ri bani, bo sagang ha ani dangyasarao khe khah nang ma yaowai mani odehe, saokhuli khe biya bani, mogong khe ji mani khlai hi bonsi khe sling ri hi, bo gajai gede langsmai ba. 
REV.2.21	Bo khah phin mani khlai hi ang bubli riba, thikhabo, khah nangma yaowaiyaba ni phrang bo khah phindaoya. 
REV.2.22	Odebani, bokhe gilim gasa ni yam ha ang so ri nang, bo jang baosi gaori japhayarao khebo, bonsi ni yaowaithai ni phrang khah phinya khade, hamsi ning ang gmang giji khlai ma se. 
REV.2.23	Boni basathu khe ang sthaima se: Ode thikhase, ang khe khrip khah ha baoyaba khe jamthar si tharmaiyaba ani jathai khe longjomrao khripbo tharmai nang. Odehe khrip subung jar khusi dangba lai ning slai ma se.
REV.2.24	Nisi Thuatira ni gibin subung buthu de, ebo slingriyaba khe nisi mani phaya, Soithan ni grao makhao nisi ni khasu buthu, bonsi thiyaba buthu khebo nisi mani phaya bani nisi ne musi khebo bubain risi khe ang baosing nang niya. 
REV.2.25	Ang phaiphinya side nisi niha jinis dongyaba khe naiso lah. 
REV.2.26	Bokhe deyaba si ar jamthaoba sosi ang nangjaoba lai dangyaba si de jadi ni basao ha graothai ni hukhum ni hok khe ang ri ma. 
REV.2.27	Bo ning ser ni goda khe yaowai hi bonsi ni basao ha bisar khlai nang, ani bupha ni phrang ang hukhum mai ba lai ning, hah ni mudik khe dophai ba lai ang dophai ma se. 
REV.2.28	Bo khe deyaba nede naiju sathraibo ang ri ma.
REV.2.29	Bese jang longjomrao niha thiyaba khe khmao dong khade khna la thing.
REV.3.1	Sardis longjom ni degla nihabo edehe reb lah:
REV.3.1	Madai ni bese masni maiyarao ode sathrai masni maiyaba de edehe thi du: 
REV.3.2	Ning khusi dangyaba buthu khe ang tharmai du, ning gathang de thila du, thikhabo ning githi se. Thuyaba smao hi, nini khusi dangma thaoyaba thididihyarao khe rao ri lah, ning khusi dangyaba buthu khe ani Madai ni muh ha so kha thi hi ang nuya. 
REV.3.3	Odebani, ning jinis maiblaiyaba ode ning khnayaba buthu khe wainso song hi, mani dada, khah phin lah. Ning smaoya khade makhao lai ang phai hi, nini ha ang phai mani bubli khe tharmaiya jao nang. 
REV.3.4	Thikhabo, Sardis nogor ni subung gejesi de bonsi ni gainsari buthu khe rege riya hi bonsi dong; bo buthu de gainsari guphu khe thu hi ang jang baosi daobaima se, bonsi de oleiyaba hase dong ja ba. 
REV.3.5	Bokhe deyaba si de olei jasosi ning sola glaoyaba guphu khe thu rijao nang, ode hayu ni laisima ni phrang boni bumu khe ang khma nang niya. Ani bupha ni sagang ha ar boni deglarao ni sagang ha boni bumu khe ang da khidao ma se.
REV.3.6	“Bese jang longjomrao niha grao thiyaba khe khmao dong khade khna la thing!”
REV.3.7	Philadelphia longjom ni sorgo degla nihabo edehe reb lah:
REV.3.7	Subung gathar, subung gibiyaba, David ni chabi dengyaba, bo khru khade saosibo phrao phuya, bo phrao khade saosibo khru phuya, bo edehe thi du. 
REV.3.8	Ning khusi dangyaba buthu khe ang tharmai du, nai lah, saosibo khru phuyayaba derga khe nini sagang ha khru hi deng du. Khusi dang phuyaba bol nini ha khaisa dong ba, ning ani grao khebo mani du, ode ani bumu khebo ning dangkhlaiya. 
REV.3.9	Nai lah! Soithan sunagog ni subung, subung thokhi baiyaba, Juda jadi niya hi ning jarkhe Juda thi layarao khe ang labu hi, nini igah rogong ha ang gonggalai ri nang; ning khe ning ang hamjaoba se thi hi buji la nang. 
REV.3.10	Khitha rao hi phura dukhu ajao mani ninthane ang grao riyaba khe ning khah ha deng bani, phirthi ha dongyaba khrip nai nai mani habsao khonglang ni basao ha nai naiyaba sophai ba ha, angbo ning khe sogo nang. 
REV.3.11	Sangga ning ang phaima se, nini Raja ni khrothu khe saosibo nini phrang lala phuya mane, ning jinis maiyaba khe hamsisi naiso lah. 
REV.3.12	Bo deyaba khe, ani Madai ni bikhoh ha thongjerma ang slam nang, bo hathan khe dangkhlaima nang niya kha. Boni ha ning ani Madai ni bumu khe ang reb nang, ode ani Madai ni nogorma ni bumu Jerusalem gadain, sorgo ni ani Madai ni phrang galai phaiyaba bumu jang, bumu gadain khe ang rebbabo reb ma se.
REV.3.13	Bese jang longjomrao niha bo thiyaba khe khmao dongkha de khna la thing, thi du.
REV.3.14	Laodikei longjom ni sorgo degla nihabo edehe reb lah:
REV.3.14	Amen, grao phlayaba lonma gnang jang sakhi gibiyaba, Madai jinis sangsai jenyaba ha edehe bo thi du: 
REV.3.15	Ning khusi dangyaba buthu khe ang tharmai du, ning magainya, dungbo dungya. Ning magain khade magain so lah, dung khade dungso lah, bokhe ang nangjao du. 
REV.3.16	Magainbo magain soya, dungbo dung soya, dungbru bru se bani, ning khe ang ani khuh ni phrang thukhla ma se. 
REV.3.17	Ning thibai la du, ang de gnang se, somphothi bang bi, musibo soya jaya ning, thikhabo ning dukhi se, khasao sisi suliya, muthai gana, langtha, khongja se thihi jar khe tharmai laya. 
REV.3.18	Odebani ning gnang japhu mani khlai hi wai ha gajao malang hi saginyaba khe ani phrang barai mani khlai hi ning khe ang sibring du. Ning langtha lasisiyaba khe phung mani khlai hi, gainsari guphu khe barai hi, ode ning nuphu mani khlai hi muthai ha hu mani muthai saya bani muli khebo barai lah. 
REV.3.19	Ang hamjaoyarao khede ang johi sibring re. Odebani gibi jang dong dada khah phin lah. 
REV.3.20	Nai lah! derga kholei ha song hi ang derga dho du; sere ani khurang khe khna hi derga khru khade boni ha ang hapsing hi, bo jang baosi ang hor ni makham ji nang, bobo ang jang baosi ji ma se. 
REV.3.21	Bo deyaba si khe ani khamthan ha ang jang baosi ang kham ri ma se. Angbo de dada ani bupha ni khamthan ha ang khamba lai ning.
REV.3.22	Bese jang longjomrao niha grao thiyaba khe khmao dong khade khna la thing.
REV.4.1	Boni yaohon ha ang naikhu kha; ode khna lah, sorgo derga khruba khe ang nuha ba. Ode, bibul biringba lai ang jang sainlaiyaba khurang khe ang khna ba, Ejang basao gede phai lah, duha ni yaohon ha japhai ginyaba buthu khe ninthane ang phnu ri nang, ode bo thi ba. 
REV.4.2	Ode, boha ning bese ha ang dong kha. Odehe, nai lah, sorgo ni singhason srap sophai hi, oraha subung saosi kham hi dong ba. 
REV.4.3	Boni mukhang de jaspar jang kornelian longthai lai se. Ode singhason sere bere ha smaragdin longthai ni rong lai jengglong mander su ba. 
REV.4.4	Raja ni khamthan sersi giding hade singhason gibin makhon bri bo dong. Singhason buthu hade khrao khon bri kham du, bonsi rih guphu phin hi gajao ni khrothu buthu khe thu hi bonsi kham du. 
REV.4.5	Singhason ni phrang se nokhasao gurjliya ba, jinis ho sar jaya ba, nokhasao grimyaba khurang gurung gurung jahi baigo phai ba; odehe, singhason ni sagang hade waimijing masni hur hur waijing ba, bo buthu de Madai ni bese masni se. 
REV.4.6	Odehe, bo singhason ni sagang hade, krustal longthai ha jnahi derphai lai sagor nu ba. Bo singhason gejer ni sersi giding ha, khrip nogrong grongbri ha hang gnang mih mabri, yaohon gede sagang gede muthai jang gablaiyaba dong ba. 
REV.4.7	Hang gnang mih masi de misiraigonma lai se, hang gnang mih maginyaba de musu jla lai se, hang gnang mih mathamyaba de subung ni mukhang lai ja du, hang gnang mabriyaba de daoling biryaba lai se. 
REV.4.8	Odehe, hang gnang mih mabri de bagrang madoh khrip nihabo dong, bonsi ni baji gede ar bising gedebo muthai jang gablai du;
REV.4.8	Gabra Madai, khrip dangphuyaba,
REV.4.8	Donglangyaba, dongyaba, ode dong phaiginyaba khe,
REV.4.8	Bo gathar se, bo gathar se, bo gathar se, thi dada bo sain-hor lenggoya.
REV.4.9	Odehe, hang gnang mih buthu de singhason ha kham hi, thaoglao thaoglao thang hi dongyaba niha, muima, bakhan, khajama ni grao thiyaba bonsi yaopha kha ning, 
REV.4.10	singhason ha khamyaba ni sagang ha bonsi blip pha hi, thaoglao thaoglao ha thang hi dongyaba khe bonsi khlim ba; singhason ni sagang ha bonsi ni Raja ni khrothu buthu khe deng hi bonsi rajab ba:
REV.4.11	Ning jini Gabra jang jini Madai!
REV.4.11	Muima, bakhan, raothai, ning mai jayaba se,
REV.4.11	Bedethikhala, ning khrip sangsai ba,
REV.4.11	Nini grao jang slam bani se dong thar ba, ode thi ba.
REV.5.1	Boha singhason ni yaoda gede ha, laisi thonyaba, boni bising ar baji gede ha reb hi, sin masni phayaba khe ang nu ba. 
REV.5.2	Sorgo ni degla raodaothaoyaba khebo ang nu ba, bode khurang bol jang, Sere ebo laisi thonyaba khe khru hi, bonsi ni sin buthu khe khruginyaba dong nang? thi hi baikhlaba khe ang nu ba. 
REV.5.3	Laisi bajab thonyaba khe khruhi boni bising ha naiphuyaba sorgoha saosi bo giri. Phirthi ha ode phirthi ni bakhla habo bonsi giri. 
REV.5.4	Laisi bajab thonyaba khe khruhi boni bising ha nai jayaba saosibo giri bani khah bai hi ang gra ba. 
REV.5.5	Boha, khraorao ni bising ha saosi aniha thi ba, Ning da gra. Nai lah! Juda jadi ni misiraigonma, David ni greng ning sin masni buthu khe khru mane ode, laisi bajab thonyaba khe khu mani khlai hi bo de kha, bo ode thiphai ba.
REV.5.6	Odehe, hang gnang mih mabri buthu ode khraorao khamdingyaba, boni gejer gejer ni singhason hade, Melmasa sthai jaoyaba lai songba khe ang nu ba. Melmasa ni muthai masni, bogrong masni dong, bo buthu de phirthi ni khrip hathan ha Madai haihayaba bese masniyaba buthu se. 
REV.5.7	Bo se phai hi, singhason ha khamyaba ni yaoda gede ni laisi bajab khe laha ba. 
REV.5.8	Bo lahaba jang ning, hang gnang mih mabri buthu ode khraorao khonbri buthu Melmasa ni sagang ha blip pha ha ba. Bonsi de seranda jang gajao ni khaojeb bahai midimyaba ha gablaiyarao bonsi dilai ba, bo bahai midimyaba buthu de subung gatharrao biyaba se. 
REV.5.9	Bonsi rajabthai gadain khe rajab ba:
REV.5.9	Ning, laisi bajab thonyaba khe lahi,
REV.5.9	boni sin khe khru jayaba ning se!
REV.5.9	Ning sthaijao hi, nini bithi jang khrip jadi, khrip grao,
REV.5.9	khrip subung ode khrip greng ni phrang,
REV.5.9	Madai ne khlai hi subung buthu khe barai kha.
REV.5.10	Jini Madai ne khlai hi, bonsi khe raji jang Jonthaima buthu ha slam kha;
REV.5.10	Bonsi se ebo phirthi sao ha bisar khlai ma, ode thi hi bonsi thi ba.
REV.5.11	Ode, ang phin naiha ba de, singhason odehe hang gnang mih mabri buthu ar khraorao ni sersi giding sorgo degla ni gabang khurang khe ang khna ba. Bonsi bangba jakha de rjing rjing ode lakh lakh bonsi gabang bang bi, 
REV.5.12	bo buthu de, khurang bol jang edehe rajab ba:
REV.5.12	Melmasa sthai jaoyaba de,
REV.5.12	raothai ja thing, gnang ja thing, gyan ja thing,
REV.5.12	bol raoma ja thing, bakhan ja thing,
REV.5.12	bo mai ginyaba ning! thi ba.
REV.5.13	Odehe, khrip jadi hang gnang mih sorgo ni ja thing, phirthi ni ja thing, phirthi ni bakhla ni ja thing, sagor ar boni bising ha dongyaba khrip bo jirik khaoyaba khurang khebo ang khna ba:
REV.5.13	Singhason ha khamyaba niha, ode
REV.5.13	Melmasa niha, suguba ja thing,
REV.5.13	bakhan ja thing, muima ja thing, raothai ja thing,
REV.5.13	thaoglao thaoglao jang dong thing! thi hi bonsi rajab ba.
REV.5.14	Boha hang gnang mih mabri de, Amen thi ba. Khraorao bo blip pha hi bonsi khlim ba.
REV.6.1	Melmasa ning sin masni buthu ni bising ha masi khruba khe ang nu ba; ode hang gnang mih mabri ni bising ha masi de nokhasao girimba lai biring hi, Phai lah, thi hi jirik ba khe ang khna ba. 
REV.6.2	Boha ang naihaba de, ani sagang ha ning gorai guphu ang nu ba. Boni basao ha ga dada bla di hi, bo ne bonsi raja ni krothu ri hi, de mane ar depha lang mani khlai hi bo baigo lang kha.
REV.6.3	Sin maginyaba khebo khruba ha, hang gnang mih maginyaba, Phai lah, thi ba khe ang khna ba. 
REV.6.4	Boha ang naihaba ha, gibin gorai gajaoyaba, bo baigo phai ba; subung buthu khe sthai phuma ni khlai hi, boni basao ha gayaba niha thih ba, phirthi ni phrang milima se phuyaba grao bo ri ba, ode seng gedeba khebo ri ba.
REV.6.5	Sin mathamyaba khebo khuru ba ha, hang gnang mih mathamyaba, Phai lah thiba khe ang khna ba. Boha ang naihaba ha, ani sagang ha ning gorai gisim ang nu ba. Boni basao ha suyaba khe bo di du. 
REV.6.6	Odehe, hang gnang mih mabri buthu ni bising ni phrang baigoyaba khurang lai jadu, Sain si ni yaowai jang maijilam hersi, sain si ni yaowai jang gonghu hertham, thikhabo grep bidi jang thao khede hamya da khlai, thiba khe ang khna ba.
REV.6.7	Sin mabriyaba khebo khuru ba ha, hang gnang mih, Phai lah, thiba khe ang khna ba. 
REV.6.8	Boha ang naiha ba ha, gorai gibin ang nu ba; boni basao ha gayaba ni bumu de githi se, odehe githi ni nolei ni phrang boni yaohon rikpha du. Seng, asari, limthai, mih sogo buthu khe bo yaowai hi sthai mani khlai hi, bonsi ne phirthi ni hathan grongbri ronphai hi hathan masi ni basao ha bonsi hukhum ri ba.
REV.6.9	Odehe, sin mabowayaba khebo khru ba jang, khapra bakhla ha ning Madai ni grao ni khlai hi ode bonsi mani du thi hi sakhi riyaba grao ni khlai hi sthai jaoyarao ni bese khe ang nu ba. 
REV.6.10	Bonsi ning khurang bol jang, O Raja dedaothaoyaba, subung gathar ar subung gibiyaba, bakhali phirthi ni subung buthu ni basao ha bisar khlai hi jini thijao ni baslai khe jinthane bakhali la ri ma kho? thi hi bonsi jirik khao ba. 
REV.6.11	Bonsi de gainsari guphu sao phorong rijaoyaba se, bonsi ni dangyasa lugurao ode bonsi ni daphlungrao, bonsi lai jasosi ning sthai jaoginyarao khe phura sthaiblaiya si de phirik phirik lenggo mane bo sani ba.
REV.6.12	Sin madohyaba khebo khuru ba jang, ang naiha bade, banglama hamsi ning rao hi smao phai ba. Sain bo migur ni rih gisim lai gisim japhai ba, ode dain bo phura thijao lai gajao japhai kha. 
REV.6.13	Odehe, nokhasao ni sathrai buthu baryung jang thaikhrao phang khe smao hi boni bathai gathang buthu bo smao hi garaiba lai jasosi hah ha garai thar ba. 
REV.6.14	Nokhasao de laisi bajab thonba lai thon hi, gma lang la kha, ode hading hahgojo khrip khe bonsi dongyaba hathan ni phrang jamthar si disai thar kha. 
REV.6.15	Odebani, phirthi ni rajarao, subung gedebarao, siphaiya ni hoja gedebarao, subung gnangrao, subung dangba blaiyarao ode, jadi jadi subung, leng jang leng niyayaba bo longkhip buthu ha ode hading ha, longthaima buthu ha mithim hi bonsi thim ba. 
REV.6.16	Bonsi de hading buthu ode longthaima buthu niha thi ba, Jini basao ha galai ri lah, singhason ha khamyaba ni mukhang ni phrang ode Melmasa ni thamsi ni phrang jing khe hui lah! 
REV.6.17	Bede thikhade bonsi ni thamsi basain khinthao thaoyaba sophai kha; odebani boni sagang ha sere dukhu suiphu nang? thi hi bonsi jirikkhao hi long ba.
REV.7.1	Eboni yaohon ha, phirthi grongbri ni sorgo degla bri song hi dongba khe ang nu ba, bonsi phirthi basao ha ja thing, sagor basao ha ja thing, bongphang basao ha ja thing, bar sipya mani khlai hi bar mabri khe bonsi remthao ba. 
REV.7.2	Gibin sorgo ni degla, Madai gathang sin riyaba khe lang hi sainja gede ni phrang baigo phai ba khebo ang nu ba; ode hakhong jang sagor khe hamya khlai mane bonsi raothai ri hi, sorgo ni degla bri niha khurang bol jang, 
REV.7.3	Jini Madai ni khusi dangyasarao khe bonsi ni bathain ha sin riblaiya si de, hakhong, sagor, ar bongphang buthu khebo hamya da khlai, thi hi bo jirikkhao ba. 
REV.7.4	Bonsi sin riyaba saobisi ja kha thiba khe ang khna ba, Israel greng buthu khrip jadi ni subung lakh masi rjing jang bisagin rjingbri, bonsi olei sin ri kha: 
