MAT.1.1	Lhibro de l’ourige de Jasus Cristo, filho de Dabide, filho de Abraan.
JHN.9.32	Yá zde l ampeço de l mundo nunca s’oubiu dezir que alguien tenga abierto ls uolhos a un ciego de nacéncia. 
JHN.9.33	Se el nun fura de Dius, nun poderie fazer nada.» 
JHN.9.34	Respundírun-le eilhes, dezindo-le: «Naciste todico an pecado i benes-mos a ansinar a nós?» Adepuis, botórun-lo para fuora.
JHN.9.35	Jasus oubiu dezir que lo habien botado para fuora i quando ancarou cun el, dixo-le: «Tu acraditas ne l Filho de Dius?» 
JHN.9.36	El respundiu-le: «Quien ye el, Senhor, para que you acradite nel?» 
JHN.9.37	I Jasus dixo-le: «Tu yá l biste. Ye el mesmo que stá a falar cuntigo.» 
JHN.9.38	Anton el dixo-le: «Acradito, Senhor.» I, botando-se por tierra, adorou-lo. 
JHN.9.39	Dixo-le apuis Jasus: «You bin a este mundo para un julgamiento, para que aqueilhes que nun béien pássen a ber i para que ls que béien quéden ciegos.»
JHN.9.40	Alguns fariseus que stában cun el oubírun i dezírun-le: «Acauso tamien nós somos ciegos?» 
JHN.9.41	Jasus dixo-le: «Se fúrades ciegos nun haberiedes pecado. Mas cumo agora dezis “nós bemos”, l buosso pecado cuntina.»
JHN.10.1	«Quedai bien ciertos de l que bos digo: Quien nun entra pula puorta na corriça de las canhonas, mas chube por outro sítio, ye assaltante i lhadron. 
JHN.10.2	L que entra pula puorta ye l pastor de las canhonas. 
JHN.10.3	A este l porteiro abre-le i las canhonas óuben la boç del; el chama pul nome las sues canhonas i lhieba-las pa la rue; 
JHN.10.4	i, apuis botar las oubeilhas para fuora, bai delantre deilhas i las canhonas ban atrás del porque conhécen la boç del. 
JHN.10.5	Nun ban atrás dun stranho, mas fúgen del porque nun conhécen la boç de ls stranhos.»
JHN.10.6	Jasus cuntou-le esta parábola, mas eilhes nun antendírun de quei le staba a falar.
JHN.10.7	Anton, Jasus dixo-le outra beç: «Quedai bien ciertos de l que bos digo: You sou la puorta de las canhonas. 
JHN.10.8	Todos ls que yá benírun son assaltantes i lhadrones, mas las canhonas nun ls oubírun. 
JHN.10.9	You sou la puorta. Quien antrar por mi salbará-se: antrará, salirá i achará pástio. 
JHN.10.10	L lhadron ben solo para roubar, para matar i para çtruir. You bin para que téngan bida i la téngan cun fartura.»
JHN.10.11	You sou l bun pastor: l bun pastor dá la bida pulas sues canhonas; 
JHN.10.12	mas l criado, l que nun ye l pastor, de quien nun son las canhonas, bei benir l lhobo, deixa las canhonas i scapa-se – i l lhobo agarra las canhonas i scamuge cada ũa para sou lhado – 
JHN.10.13	porque ye cuntratado i nun se amporta culas canhonas.
JHN.10.14	You sou l bun pastor: conheço las mies canhonas i las mies canhonas conhécen-me, 
JHN.10.15	assi cumo l Pai me conhece i you conheço l Pai i dou la bida pulas mies canhonas. 
JHN.10.16	Inda tengo outras canhonas, que nun son desta corriça i tamien tengo de andar cun eilhas; oubiran la mie boç i fazeran un solo ganado i haberá un solo pastor.
JHN.10.17	Por esto, l Pai ama-me porque dou la mie bida para la tornar a recebir. 
JHN.10.18	Naide me la tira, mas sou you que la dou porque quiero. Tengo l poder de la dar i l poder de la tornar a recebir. Recebi este mandamento de miu Pai.
JHN.10.19	Armou-se outra beç ũa çcuçon antre ls judius por bias destas palabras. 
JHN.10.20	Muitos deilhes dezien: «Ten l demonho cun el i stá boubo! Porque l aturais?» 
JHN.10.21	Outros dezien: «Estas palabras nun son de quien ten un demonho cun el! Algũa beç un demonho le puode abrir ls uolhos als ciegos?»
JHN.10.22	Fazírun-se nessa altura, an Jarusalen, las fiestas de la Dedicaçon. Era eimbierno 
JHN.10.23	i Jasus andaba a passear pul templo, ne l cabanhal de Salomon. 
JHN.10.24	Ls judius ponírun-se alredror del i dezien-le: «Até quando bás a mantener la nuossa alma suspensa? Se tu sós l Cristo, diç-mos-lo sien arrodeios!» 
JHN.10.25	Jasus respundiu-le: «Yá bos l dixe i nun acraditestes; las obras que you fago, an nome de miu Pai, fálan por mi. 
JHN.10.26	Mas nun acraditestes porque nun sodes de las mies canhonas. 
JHN.10.27	Las mies canhonas óuben la mie boç, you conheço-las i eilhas ban atrás de mi. 
JHN.10.28	Dou-le la bida eiterna, nunca se han de morrer i naide las arrincará de la mie mano. 
JHN.10.29	Miu Pai, que me las dou ye mais grande do que todos i naide las puode arrincar de la mano de miu Pai. 
JHN.10.30	You i l Pai somos un solo.»
JHN.10.31	Ls judius tornórun outra beç a agarrar an piedras pa l acantiáren. 
JHN.10.32	Jasus dixo-le: «Amostrei-bos muita obra buona de l Pai; por qual dessas obras ye que me acantiais?» 
JHN.10.33	Ls judius respundírun-le: «Nun te acantiamos pulas buonas obras, mas por blasfémia i porque tu, que sós un home, te fazes a ti mesmo Dius.» 
JHN.10.34	Jasus respundiu-le: «Nun stá screbido na buossa lei: 
JHN.10.35	Ora se le chamou diuses als que le fui dada la palabra de Dius i nun se puode anular la Scritura, 
JHN.10.36	daquel que l Pai santeficou i mandou al mundo bós dezis: “Blasfemas!”, porque you dixe: Sou Filho de Dius? 
JHN.10.37	Se nun fago las obras de miu Pai, nun acraditais an mi; 
JHN.10.38	mas se las fago, anque nun quérgades acraditar an mi, al menos acraditai por bias de las obras, para que sábades i acradítedes que l Pai stá an mi i you ne l Pai.»
JHN.10.39	Buscában modo de l prender, mas el scapou-se de las manos deilhes.
JHN.10.40	Saliu outra beç pa l outro lhado de l Jordan, ne l sítio adonde Juan andaba datrás a batizar, i quedou puli. 
JHN.10.41	Muitos benírun a tener cun el i dezien: «Ye berdade que Juan nun fizo nanhun sinal, mas todo l que Juan dixo deste home era berdade.» 
JHN.10.42	Ende, muitos acraditórun nel.
JHN.11.1	Staba malo un tal Lházaro de Betánia, aldé de Marie i de l’armana Marta. 
JHN.11.2	Marie fui la que ountou l senhor cun un perfume i le anxugou ls pies cul pelo. Lházaro, armano deilha, staba malo. 
JHN.11.3	Anton, las armanas mandórun-le esta rezon: «Senhor, mira, aquel de quien gustas muito stá malo.» 
JHN.11.4	Al oubir l recado, Jasus dixo: «Esse mal nun ye pa la muorte mas pa la glória de Dius, para que por bias deilha l Filho de Dius seia glorficado.»
JHN.11.5	Jasus gustaba muito de Marta, de l’armana deilha i de Lházaro. 
JHN.11.6	Mas, quando oubiu dezir que staba malo, inda tardou mais dous dies naquel sítio. 
JHN.11.7	Apuis, dixo-le assi als sous deciplos: «Bamos-mos outra beç pa la Judeia.» 
JHN.11.8	I ls deciplos abísan-lo: «Rabi, inda agora ls judius andában a saber de ti para te apedrear i quieres tornar outra beç para alhá?» 
JHN.11.9	Jasus respundiu-le: «Nun son doze las horas de l die? Se ũa pessona andubir cun de die nun tropeça porque bei la lhuç deste mundo, 
JHN.11.10	mas s’andubir cun de nuite tropeça puis nun trai lhuç cun el.» 
JHN.11.11	Dixo estas palabras i apuis acrecentou: «L nuosso amigo Lházaro stá a drumir, mas bou-lo a spertar de l suonho.» 
JHN.11.12	Dezírun-le, anton, ls deciplos: «Senhor, se el stá a drumir bai-se a salbar.» 
JHN.11.13	Mas quando Jasus falara de la muorte del, eilhes cuidórun que falara de l suonho de drumir. 
JHN.11.14	Anton Jasus dixo-le: «Bei-se bien que Lházaro stá muorto 
JHN.11.15	I quedo cuntento por bós que you nun tenga stado alhá para que acradítedes. Mas bamos-mos a tener cun el.» 
JHN.11.16	Tomé, que le chamában Mielgo, dixo-le als sous cumpanheiros: «Bamos tamien nós, para mos morrermos cun el.»
JHN.11.17	Quando Jasus chegou, fui-se a tener cun el, que yá quatro dies que staba na sepultura. 
JHN.11.18	Betánia quedaba acerquita de Jarusalen, ende arrimado a ũa lhégua. 
JHN.11.19	Muitos judius benírun a casa de Marta i de Marie pa le dáren ls sentimientos pula muorte de l armano.
JHN.11.20	Marta mal apenas oubiu dezir que Jasus chegara, fui-se a tener cun el, mas Marie quedou sentada an casa. 
JHN.11.21	Dixo-le, anton, Marta a Jasus: «Senhor, se tubiras stado eiqui miu armano nun se haberie morrido. 
JHN.11.22	Mas, assi i todo, sei que qualquiera cousa que le pidas a Dius, el dará-te-la.» 
JHN.11.23	Jasus dixo-le: «Tou armano bai a rucecitar.» 
JHN.11.24	Dixo-le Marta: «You sei que bai a rucecitar na rucerreiçon de l redadeiro die.» 
JHN.11.25	Jasus dixo-le: «You sou la rucerreiçon i la bida. Quien acradita an mi, anque steia muorto, biberá 
JHN.11.26	i todo l que bibe i acradita an mi nunca se morrerá. Acradistas Marta?» 
JHN.11.27	«Si, senhor, you acradito que tu sós l Cristo, Filho de Dius, que beniste al mundo.»
JHN.11.28	Assi que dixo estas palabras, fui-se i, a las scundidas, chamou l’armana Marie i dixo-le: «L Mestre stá acá i stá-te a chamar.» 
JHN.11.29	Assi que oubiu que la chamaba, alhebantou-se mui debrebe i fui-se a tener cun el. 
JHN.11.30	Jasus inda nun habie chegado al lhugar, puis inda staba ne l sítio adonde Marta habie ido a tener cun el. 
JHN.11.31	Quando ls judius, que stában cun eilha an casa i fazien por l’animar, bírun que Marie s’alhebantou mui delgeira i saliu, fúrun atrás deilha, pensando alhá cun eilhes: «Bai-se a chorar par’an pie la sepultura.»
JHN.11.32	Mas Marie, quando chegou adonde staba Jasus, assi que l biu, caiu-se als pies del i dixo-le: «Senhor, se tubiras stado eiqui miu armano nun se haberie morrido.» 
JHN.11.33	Quando la biu a chorar i biu tamien a chorar ls judius que habien benido cun eilha, Jasus quedou mui peneroso i quemobido, 
JHN.11.34	dezindo-le: «Adonde l ponistes?» Eilhes respundírun-le: «Senhor, ben i bei.» 
JHN.11.35	Ende, Jasus chorou. 
JHN.11.36	Dezírun, anton ls judius: «Mirai cumo el l querie muito.» 
JHN.11.37	Mas alguns dezírun antre eilhes: «El que le abriu ls uolhos al ciego nun podie haber feito cun que nun se morrira?»
JHN.11.38	Quedando outra beç todo peneroso andrento de l mesmo, Jasus chegou a la sepultura. Era a modo un lhapo i tenie ũa piedra a tapar l’antrada. 
JHN.11.39	Jasus dixo: «Tirai la piedra.» Marta, armana de l muorto, dixo-le: «Senhor, yá cheira mal, puis yá bai an quatro dies.» 
JHN.11.40	Jasus dixo-le: «You nun te dixe que se acraditares berás la glória de Dius?» 
JHN.11.41	Tirórun la piedra. Jasus, adepuis, alhebantando ls uolhos al parriba dixo: «Pai, dou-te grácias porque me oubiste. 
JHN.11.42	You bien sei que tu me oubes siempre. Mas falo por bias de l pobo que stá alredror de mi, para que acradite que tu m’ambieste.» 
JHN.11.43	Mal dixo estas palabras, boziou cũa boç mi fuorte: «Lházaro, sal acá para fuora.» 
JHN.11.44	I l muorto lhougo saliu, tenendo las manos i ls pies atados cun bendas de panho i l rostro del staba ambuolto nun sudairo. Jasus dixo-le: «Zatai-lo i deixai-lo ir ambora.»
JHN.11.45	Ende, muitos judius que benírun cun Marie i bírun l que el fizo acraditórun nel. 
JHN.11.46	Mas alguns deilhes fúrun-se als fariseus i cuntórun-le l que Jasus habie feito. 
JHN.11.47	Anton, ls sumos saçardotes i ls fariseus ajuntórun l cunceilho i dezien: «Que bamos a fazer? Este home faç mais sinales milagrosos que you sei alhá. 
JHN.11.48	Se l deixamos andar, todos ban a acraditar nel. Ende ban a benir ls romanos i daran-mos cuonta de l nuosso sítio i de to la nacion.» 
JHN.11.49	Mas Caifás, un deilhes que esse anho era sumo saçardote, dixo-le: «Bós nun antendeis nada destas cousas. 
JHN.11.50	Nun bedes que mos cumben que un solo home seia muorto por todo l pobo i assi nun se muorra la nacion.» 
JHN.11.51	I el nun dixo estas cousas por el mesmo, mas, cumo era l sumo saçardote aquel anho, porfetizou que Jasus se habie de morrer pul pobo. 
JHN.11.52	Nun solo por aquel pobo, mas tamien para que an un solo ajuntasse als filhos de Dius, que andában scamalhados.
JHN.11.53	Assi, zde esse die an delantre, treminában a matá-lo.
JHN.11.54	Por essa rezon, Jasus yá nun aparecie pula rue an pie ls judius, mas fui-se deilhi para ũa tierra acerca l zerto, ũa cidade que le chamában Efrain i puli andaba culs deciplos del.
JHN.11.55	Staba acerca la Páscoa de ls judius i muita giente daqueilha tierra fui-se até Jarusalen antes la Páscoa, para se purficáren. 
JHN.11.56	Anton, andában a saber de Jasus i dezien-le uns als outros quando stában ne l templo: «Que bos parece? Cuidais que nun benirá a la fiesta?» 
JHN.11.57	I ls sumos saçardotes i ls fariseus habien dado orde que se alguien soubira adonde el staba, que l dezisse, para que l podíran prender.
JHN.12.1	Seis dies antes la Páscoa, Jasus fui-se até Betánia, adonde moraba Lházaro a quien el rucecitara de ls muortos. 
JHN.12.2	Ende ouferecírun-le de cenar. Marta andaba a serbir a la mesa i Lházaro era un de ls que stában a la mesa a la par de Jasus. 
JHN.12.3	Ende Marie, agarrando un arrate de ounguiento de nardo puro, mui caro, ountou-le ls pies a Jasus i anxugou-se-los cul pelo deilha. La casa quedou chena cul oulor de l ounguiento.
JHN.12.4	Judas Simon Scariotes, un de ls sous deciplos, aquel que l habie de atraiçonar, dixo: 
JHN.12.5	«Porque nun se bendiu este ounguiento por trezientos denheiros i se dou als probes?» 
JHN.12.6	El falou assi nó por s’amportar culs probes, mas porque era lhadron. Cumo era el que andaba cula bolsa, roubaba l que se botaba alhá. 
JHN.12.7	Dixo-le, anton, Jasus: «Deixa-la an paç, puis l guardou pa l die de l miu antierro. 
JHN.12.8	Als probes siempre ls heis de tener cun bós, mas a mi nun me heis de tener siempre.»
JHN.12.9	Muita giente de ls judius soubo que el staba eilhi i fúrun-se alhá para ber a Jasus, mas tamien a Lházaro, a quien rucecitara de ls muortos. 
JHN.12.10	Ls xefes de ls saçardotes treminórun a matar tamien a Lházaro, 
JHN.12.11	puis muitos judius, por bias del, íban-se ambora i acraditában an Jasus.
JHN.12.12	A soutordie, aqueilha giente toda que benira pa la fiesta, oubindo dezir que Jasus benie a Jarusalen, 
JHN.12.13	agarrou an galhos de palmeira i fui-se a tener cun el, boziando:
JHN.12.13	«
JHN.12.13	l que ye l rei de Eisrael.»
JHN.12.14	I Jasus achou un burrico i chubiu-se anriba del, cumo stá screbido: 
JHN.12.15	.
JHN.12.16	Ls deciplos del nun antendírun estas cousas na purmeira, mas quando Jasus fui glorficado dórun-se de cuonta que estas cousas stában screbidas a respeito del i que adepuis assi le fazírun.
JHN.12.17	Toda aqueilha giente staba cun el quando chamou a Lházaro de la sepultura i daba teçtemunho de que l rucecitara de ls muortos. 
JHN.12.18	Todo aquel juntouro de giente bieno a tener cun el, puis habie oubido que el fazira esse milagre.
JHN.12.19	Ende, ls fariseus dezírun antre eilhes: «Bedes cumo nun adelantrais nada? Mirai cumo todo mundo se scapa atrás del!»
JHN.12.20	Pul meio de ls que habien ido a adorar ne l die de fiesta, stában alguns griegos. 
JHN.12.21	Estes fúrun-se a tener cun Felipe, que era de Betsaida de la Galileia, i pedírun-le: «Senhor, queremos ber a Jasus.» 
JHN.12.22	Felipe agarrou i fui-se-lo a dezir a Andrés. Anton, Andrés i Felipe dezírun-se-lo a Jasus. 
JHN.12.23	I Jasus respundiu-le, dezindo: «Chegou la hora an que l Filho de l Home bai a ser glorficado. 
JHN.12.24	Quedai bien ciertos de l que bos digo: Se l grano de trigo que se cair a la tierra nun se morrir, quedará el solo; mas se se morrir, dará muito fruito. 
JHN.12.25	Quien stá mui acupado cula sue bida, perderá-la; i quien, neste mundo, aborrecir la sue bida, guardará-la pa la bida eiterna. 
JHN.12.26	Se hai quien me quier serbir, que benga cumigo i, adonde you stubir, eilhi stará tamien l que me sirbe. I a quien me serbir, miu Pai ha de lo hounrar.
JHN.12.27	Agora la mie alma stá agoniada. I que dezirei? Pai, salba-me desta hora, mas fui por bias desta hora que you bin. 
JHN.12.28	Pai, glorfica l tou nome!» Ende, bieno ũa boç de l cielo: «Yá l glorfiquei i tornarei-lo a glorficar.»
JHN.12.29	Anton, la muita giente, que eilhi staba i oubira, dezie que habie sido un truono. Outros dezien: «Fui un anjo que falou cun el.» 
JHN.12.30	Jasus respundiu-le, dezindo: «Esta boç nun bieno por bias de mi, mas por bias de bós. 
JHN.12.31	Agora, ye l juízo deste mundo; agora l príncepe deste mundo bai a ser botado dacá para fuora. 
JHN.12.32	I you, quando fur alhebantado de la tierra, a todos atrairei a mi.» 
JHN.12.33	Cuntaba-le estas cousas a querer dezir de que muorte se habie de morrer.
JHN.12.34	Respundiu-le la giente que eilhi staba: «Nós hemos oubido, de la Lei, que l Cristo quedará para siempre; anton, cumo ye que tu dizes: “Cumben que l Filho de l Home seia alhebantado?” Quien ye esse Filho de l Home?» 
JHN.12.35	Anton, Jasus dixo-le: «La lhuç inda stá cun bós, por mais un tempico. Caminai anquanto teneis lhuç, para que la scuridon nun bos agarre, puis quien anda a las scuras nun sabe para adonde bai. 
JHN.12.36	Anquanto teneis lhuç, acraditai na lhuç, para que séiades filhos de la lhuç.» Apuis de dezir estas cousas, Jasus fui-se ambora i scundiu-se deilhes.
JHN.12.37	Inda que houbira feito tanto milagre delantre deilhes, nun acraditában nel, 
JHN.12.38	para que se cumprira la palabra de l porfeta Eisaías, que diç:
JHN.12.39	Por essa rezon nun podien acraditar, puis tamien dixo Eisaías outra beç:
JHN.12.41	Eisaías dixo estas cousas porque biu la sue glória i falou del.
JHN.12.42	Assi i todo, até muitos de ls percipales acraditórun nel, mas nun l dezien por bias de ls fariseus, para nun séren mandados ambora de la sinagoga; 
JHN.12.43	tenien an mais aprécio la glória de ls homes do que la glória de Dius.
JHN.12.44	Jasus boziou, dezindo: «Quien acradita an mi, nun acradita an mi mas naquel que me ambiou; 
JHN.12.45	i quien me bei a mi, bei aquel que me ambiou. 
JHN.12.46	You sou la lhuç que bin al mundo, para que todo l que acradita an mi nun quede a las scuras. 
