MAT.1.1	Awa ndiwo makholo a dzindza ya Yezu Kirixtu, Mwana wa Dhavidhi, Mwana wa Abharaamu.
REV.14.19	Anju akhali na sekeya yakunozwa, atoma kubvuna na sekeya yace pantsi pano, agumanya mauva mbaaponya mu mbuto ikulu yakukamulira mauva a kuipirwa kwa Mulungu. 
REV.14.20	Mauva akamulwa mu mbuto yakukamulirwa mauva kunja kwa nzinda, mwenemu mbumubuluka ciropa mpaka kufika pa mulomo wa kavalo, pa nsindzo wakukwana madzana matatu, anacemerwa makilometuru.
REV.15.1	Ndaona kudzulu cidzindikiro cinango cikulu cakudzumisa. Cikhali anju zinomwe, pabodzi na nyatwa zinomwe zakumalisira. Thangwi na nyatwa zenezi ndiko kuipirwa kwakumalisira kwa Mulungu. 
REV.15.2	Ndaona pontho cinthu cinango cakulandana na bara ya vidhuru yakubvungazika na moto. N'khundu-n'khundu mwa bara, ndaonambo mbadalimira dzololo, ale akhadakunda cinyama cakugopsa na dzimunthu yace, na malengesero a malemba a dzina yace. Iwo anyakukunda akhakhala na mabhangwe, akhadapaswa iwo na Mulungu, 
REV.15.3	pontho iwo akhaimba nyimbo ya Mozesi, n'dzakazi wa Mulungu, na nyimbo ya Mwana Bira tenepa:
REV.15.3	“Mabasa anu ndi makulu
REV.15.3	pontho ndi akudzumisa,
REV.15.3	Mbuya, Mulungu wa mphambvu zonsene.
REV.15.3	Njira zanu
REV.15.3	ndi zakulungama na za ndimo mwene,
REV.15.3	Imwe Mambo wa madziko.
REV.15.4	Mbani anakhonda kukugopani Imwe Mbuya?
REV.15.4	Mbani anakhonda kupasa mbiri dzina yanu?
REV.15.4	Thangwi ndimwe basi wakulungama.
REV.15.4	Madziko onsene anabwera patsogolo panu
REV.15.4	mbakulambirani,
REV.15.4	thangwi mabasa anu akulungama
REV.15.4	apangizika.”
REV.15.5	Pakumala penepyo, ndalang'ana mbandiona mbuto yakucena ya nyumba ya ntsembe ya Mulungu ikhacita umboni, yafunguka kudzulu. 
REV.15.6	Zabuluka mu nyumba ya ntsembe ya Mulungu, anju zinomwe zikhakhala na nyatwa zinomwe. Izo zikhadabvala nguwo zakucena mbiziyetimira. Pontho akhadabvala mabhande a oro ncifuwa mwawo. 
REV.15.7	Na tenepo, pa pinthu pinai pya m'maso, cibodzi cabulusa ndiko zinomwe za oro zakudzala na kuipirwa kwa Mulungu wa m'maso kwenda na kwenda, mbazipasa anju zinomwe. 
REV.15.8	Mbuto yakucena ya Nyumba ya Mulungu, yadzala na uchi wa mbiri ya Mulungu na wa mphambvu zace. Pontho nkhabe munthu akhakwanisa kupita mwenemu, mpaka kumala nyatwa zinomwe zikhakhala na anju zinomwe.
REV.16.1	Na tenepo, ndabva fala ikhabuluka mu Nyumba ya Mulungu mbilonga na mphambvu kuna anju zinomwe kuti: “Ndokoni mukhakhutule pantsi kuipirwa kwa Mulungu kuli n'ndiko zinomwe za oro.”
REV.16.2	Anju wakutoma aenda, akhutula ndiko yace ya oro pa dziko, ale akhali na cidzindikiro ca cinyama cakugopsa pontho mbalambira dzimunthu yace, aphatwa na pironda pya diro pya kupha pikulu pyene.
REV.16.3	Anju waciwiri akhutula ndiko yace m'bara, madzi mbasanduzika kudza ciropa ninga ca munthu wakuphiwa, pinyama pyonsene pikhakhala m'bara mbipimala kufa.
REV.16.4	Anju wacitatu akhutula ndiko yace mu nyandza na m'mphuno za madzi, madzi mbasanduzika kudza ciropa. 
REV.16.5	Na tenepo, ine ndabva anju akhali na mphambvu za kukunda madzi, mbalonga tenepa:
REV.16.5	“Imwe ndimwe wakulungama,
REV.16.5	Imwe Wakucena, mulipo cincino pontho mukhalipo na kale ene,
REV.16.5	thangwi mwapitonga pinthu ipi.
REV.16.6	Thangwi iwo amwaza
REV.16.6	ciropa ca mbumba ya Mulungu
REV.16.6	na ca maporofeta ako.
REV.16.6	Na thangwi eneyo, Imwembo mwaapasa ciropa
REV.16.6	toera amwe,
REV.16.6	Iwo asatambira pire pidaakwanira.”
REV.16.7	Ndabva pontho fala ikhabuluka pa guwa ya ntsembe mbikhalonga tenepa:
REV.16.7	“Ande Mbuya Mulungu wa mphambvu zonsene,
REV.16.7	kutonga kwanu ndi kwa ndimo mwene
REV.16.7	pontho ndi kwakulungama.”
REV.16.8	Anju wacinai akhutula ndiko yace pa dzuwa, na tenepo dzuwa yapaswa mphambvu za kupisa anthu. 
REV.16.9	Anthu apya na kupisa kukulu, mbaxola dzina ya Mulungu ana mphambvu za kukunda muliri unowu, mbwenye iwo akhonda kuchunyuka, pontho akhonda kupasa mbiri Mulungu.
REV.16.10	Anju wacixanu, ndiko yace aikhutulira pa mpando wa umambo wa cinyama cakugopsa, umambo wace mbukhala n'cidima, mbakhaluma malirimi awo na thangwi ya kubva kupha kukhabva iwo. 
REV.16.11	Iwo akhaxola Mulungu wa kudzulu na thangwi ya kubva kupha kwawo, pontho na thangwi ya pironda pyawo, mbwenye akhonda kuchunyuka mabasa awo akhacita iwo.
REV.16.12	Anju wacitanthatu akhutulira ndiko yace mu nyandza ikulu inacemerwa Eufarati, madzi a nyandza mbauma, toera kusasanyira njira ya amambo a kumabulukira dzuwa. 
REV.16.13	Na tenepo, ndaona pa mulomo pa nyangumi, na pa mulomo wa cinyama cakugopsa, na pa mulomo wa mporofeta wa uthambi, mbapakhabuluka mizimu mitatu ya kuipa idalandana na mathesi. 
REV.16.14	Ndi mizimu ya kuipa inacita pirengo. Iyo isaenda muna amambo a dziko yonsene toera aagumanye pa nkhondo ya ntsiku ikulu ya Mulungu wa mphambvu zonsene.
REV.16.15	“Lang'anani. Ine ndinabwera ninga mbava! Mbatsandzaye ule analang'anira, mbakoya nguwo zace toera akhonde kufamba cipezi-pezi, mbapasika manyadzo pamaso pa anthu.”
REV.16.16	Na tenepo, iyo yagumanya amambo pa mbuto inacemerwa Arimadjedoni nciebhereu.
REV.16.17	Anju wacinomwe akhutula ndiko yace cidzulu-dzulu. Na tenepo, mu Nyumba ya Mulungu mwabveka fala ikhabuluka ku mpando wa umambo mbikhalonga na mphambvu kuti: “Pyamala!” 
REV.16.18	Penepo paoneka kucetuma, kudhima, njazi na citeke-teke cikulu. Kutomera pa n'dzidzi udaikhwa anthu pantsi pano, cipo cidzati kuoneka citeke-teke cikulu ninga ceneci. 
REV.16.19	Nzinda ukulu wagawika mapindi matatu, pontho mizinda ya m'madziko yamala kugomoka. Mulungu akumbukira Bhabhilonya wa nkulu, mbampasa ndiko ya vinyu ya kuipirwa kwace kukulu. 
REV.16.20	Ntsuwa zonsene zasoweka, pontho mapiri onsene asoweka. 
REV.16.21	Myala mikulu ya matalala akulemera makilu.
REV.17.1	Pa anju zinomwe, ibodzi yawo ikhakhala na ndiko zinomwe, yandifendedzera mbandipanga tenepa: “Bwera ndikupangize kuthabuswa kunafuna citwa nkazi wa lukwali ikulu, ule ali nawa padzulu pa madzi mazinji. 
REV.17.2	Amambo a pantsi pano acita lukwali na nkazi unowu. Anthu a pantsi pano aledzera na vinyu ya ulukwali yace.”
REV.17.3	Na tenepo, anju andikwata mu Nzimu Wakucena kwenda n'thando. Mwenemu ndaona nkazi m'bodzi adapakira cinyama cakugopsa cakufuyira, mbadzala na kulembwa madzina akuxola. Pontho iye akhali na misolo minomwe na nyanga khumi. 
REV.17.4	Nkazi akhadabvala nguwo ya bhurumu na ya kufuira, pontho mbabvala pinthu pyakubalikisa pya oro, pya myala yakubalika ya ntengo ukulu, na myala inango inacemerwa perola. M'manja mwace akhali na ndiko ya oro, yakudzala na pinthu pyakunyanyasa na pyakuipa pya lukwali yace. 
REV.17.5	Pa nkhope pace, pakhadalembwa dzina ibodzi ya misanje inalonga tenepa:
REV.17.5	BHABHILONYA WA NKULU.
REV.17.5	MAI WA ANYALUKWALI,
REV.17.5	NA WA PYAKUNYANYASA PINACITWA PANTSI PANO.
REV.17.6	Na tenepo, ndaona nkazi akhadaledzera na ciropa ca mbumba ya Mulungu na ca anthu akhacitira umboni
REV.17.6	Pidamuona ine, ndadzumatirwa pikulu. 
REV.17.7	Mphapo anju andipanga kuti: “Thangwi yanji iwe usadzumatirwa? Ine ndinati ndikuchululire pinthu pyakubisala pya nkazi uyu, na pya cinyama cakugopsa cidapakira iye, cinamisolo minomwe na nyanga khumi. 
REV.17.8	Cinyama cakugopsa cidaona iwe, cikhalipo kale ene mbwenye cincino nkhabebve. Ico ciri kufuna buluka n'djenje yakuzika kakamwe kwenda njira yakutaika. Anthu a pantsi pano, adacita kuti cipo madzina awo adzati kulembwa m'Bukhu ya Upulumuki kutomera padacitwa dziko, anadza kadzumatirwa na kuciona cinyama cakugopsa. Thangwi cikhalipo, cincino nkhabebve. Mbwenye cinati cibwere pontho.
REV.17.9	“Pano pasafunika ndzeru za udziwisi. Misolo minomwe, nkhulongera pimapiri pinomwe pidakhalira nkazi. 
REV.17.10	Pontho ndi amambo anomwe. Axanu awo amala kugwa. M'bodzi na lero ali m'maso, unango adzati kubulukira. Mbwenye angabulukira, anati akhale ntsiku pang'ono basi. 
REV.17.11	Cinyama cakugopsa cire, cikhalipo kale ene mbwenye cincino nkhabebve, ndi mambo wacisere. Pontho ndi m'bodzi wacinomwe, mbwenye ali kwenda kataika.
REV.17.12	“Nyanga khumi zidaona iwe, ndi amambo khumi, kuti adzati kutambira umambo. Mbwenye pa n'dzidzi ubodzi,
REV.17.13	Iwo asanyerezera cibodzi cene, cakubulusa mphambvu za utongi wawo, mbaupasa cinyama cakugopsa. 
REV.17.14	Iwo anati agwe nkhondo na Mwana Bira, mbwenye Mwana Bira anaakunda, thangwi Iye ndi Mbuya wa ambuya, Mambo wa amambo. Pontho pabodzi na Iye, ale adacemerwa, anyakusankhulwa na anyakunyindira, anakundambo.”
REV.17.15	Na tenepo, anju andipanga pontho mbalonga tenepa: “Madzi adaona iwe, pale padakhala nawa nkazi wa lukwali, nkhulongera mbumba, mwinji wa anthu, madziko na malongero. 
REV.17.16	Cinyama cakugopsa na nyanga khumi zidaona iwe, pyonsene pinati pizonde nkazi wa lukwali. Iwo anati ankwatire pinthu pyonsene mbansiya cipezi-pezi, anadya nyama yace, pontho mbaipisa na moto. 
REV.17.17	Thangwi Mulungu aikha m'mitima mwawo, kufuna kwa kucita pire pinafuna Iye. Mbaakwata kuti iwo atawire kubulusa mphambvu zawo za utongi azipase cinyama cakugopsa, mpaka Mafala a Mulungu asimbiswe. 
REV.17.18	Nkazi adaona iwe, ndi nzinda ukulu unatonga amambo a pantsi pano.”
REV.18.1	Pakumala penepyo, ndaona anju unango mbakhachita buluka kudzulu. Akhali na mphambvu zikulu za utongi, pantsi ponsene mbapamwinikirwa na cieza cace. 
REV.18.2	Na tenepo, anju akhuwa na mphambvu mbalonga tenepa:
REV.18.2	“Agwa! Agwa Bhabhilonya wa nkulu!
REV.18.2	Adza kakhala nyumba
REV.18.2	ya mizimu ya kuipa,
REV.18.2	dzimba ya mizimu yonsene ya kuipa,
REV.18.2	dzimba ya mbalame zonsene zinakhondeswa na mwambo
REV.18.2	na ya pyakunyanyasa,
REV.18.3	thangwi madziko onsene amwa
REV.18.3	vinyu ya
REV.18.3	ulukwali wace ukulu.
REV.18.3	Amambo a padziko
REV.18.3	acita na iye lukwali.
REV.18.3	Anyamalonda a pantsi pano
REV.18.3	apfuma na
REV.18.3	upfumi wace ukulu kakamwe.”
REV.18.4	Na tenepo, ndabva fala inango kudzulu mbilonga tenepa:
REV.18.4	“Bulukani pana iye imwe mbumba yanga,
REV.18.4	kuti mukhonde kukhala nanthu pa madawi ace,
REV.18.4	toera nyatwa
REV.18.4	zinafuna kun'gwera
REV.18.4	zikhonde kukuphatani!
REV.18.5	Thangwi madawi a Bhabhilonya
REV.18.5	asandzikirana mpaka fika kudzulu,
REV.18.5	pontho Mulungu akumbuka
REV.18.5	upandu wace.
REV.18.6	M'bwezereni
REV.18.6	pibodzi-bodzi, sawa-sawa.
REV.18.6	Mulipeni kawiri
REV.18.6	na pire pidacita iye.
REV.18.6	N'ndiko mudathatanyira iye pyakumwa,
REV.18.6	n'thatanyireni ipitirize kuwanga kawiri.
REV.18.7	Mpaseni nyatwa
REV.18.7	na kutsukwala kukulu,
REV.18.7	sawa-sawa ninga mbiri na upfumi ukhali na iye.
REV.18.7	Muntima mwace
REV.18.7	iye akhagaya mbalonga kuti:
REV.18.7	‘Ndiri nawa ninga mambo wankazi.
REV.18.7	Sine nkazi wakuferwa na mamuna,
REV.18.7	pontho cipo ndinadza katsukwala.’
REV.18.8	Na thangwi eneyo, pa ntsiku ibodzi basi,
REV.18.8	nyatwa zace zinan'gwera ninga izi:
REV.18.8	Kufa, kutsukwala, na njala.
REV.18.8	Iye anapiswa na moto,
REV.18.8	thangwi wa mphambvu ndi Mbuya Mulungu anantonga.”
REV.18.9	“Amambo a pantsi pano adacita na iye pyalukwali pyace, mbafambisa na iwo pabodzi mpfuma zawo, angaona uchi wa kupiswa kwace, anamulira mbatsukwala. 
REV.18.10	Na kugopa thangwi ya kuthabuka kwace, anakhala kutali mbakhuwa tenepa:
REV.18.10	“Mama ine! Nzinda ukulu!
REV.18.10	Bhabhilonya, nzinda wa mphambvu!
REV.18.10	Pa n'dzidzi ubodzi basi
REV.18.10	kwafika kuthabuswa kwako!”
REV.18.11	Anyamalonda a pantsi pano analira pikulu kakamwe na thangwi yace, thangwi nkhabebve unango anafuna gula malonda ako ninga awa: 
REV.18.12	A oro, a parata, a myala yakufunika ya ntengo ukulu, na myala inacemerwa perola. A nguwo zawo za ntengo ukulu ninga: za linyu, za ropa, za seda na zakufuira. Malonda a miti inacemerwa sedhro, a pinthu pyakucitwa na nyanga za ndzou, miti ya ntengo ukulu, na pyakucitwa na safuli. Malonda a pinthu pya utale, na pyakucitwa na myala yakubalika. 
REV.18.13	Mafuta akununkhira a miti inacemerwa kanela, na a pinango pyakugwadira, a isensu, a mira na a pyakununkhira. A vinyu, a mafuta a oliva, a ufa wakunerika, tirigu, ng'ombe na a mabira. A makavalo na ngolo zawo, a adzakazi pontho na manungo a anthu.
REV.18.14	Iwo analonga tenepa: “Misapu yakutokota ikhafuna iwe maka yakumalira! Upfumi wako onsene na mbiri yako pyakumalira, nkhabe kudza kapionabve.” 
REV.18.15	Anyamalonda a pinthu penepi, adapfumiswa na iye, anati akhale kutali na kugopa nyatwa zinaoneswa iye, pontho analira pikulu kakamwe, 
REV.18.16	mbakhuwa tenepa:
REV.18.16	“ ‘Mama ine! Nzinda ukulu
REV.18.16	ukhadabvala nguwo za linyu,
REV.18.16	za kufuirira,
REV.18.16	za ropa
REV.18.16	na pinthu pya oro,
REV.18.16	myala ya kuyetimira, na myala yakufunika ya ntengo ukulu!
REV.18.17	Pa n'dzidzi ubodzi basi,
REV.18.17	upfumi wace ukulu
REV.18.17	onsene wamala fudziwa!’
REV.18.17	“Atsogoleri akulu a xitima ya m'madzi, na anthu anyaulendo akhadapakira mwenemu, na anyabasa a xitima ya m'madzi, na onsene anaphata basa m'bara, anati akhale kutali. 
REV.18.18	Mudaona iwo uchi wa kupiswa kwace, akhuwa mbalonga kuti: ‘Ndi nzinda upi pontho udalandana na nzinda uxu ukulu?’ 
REV.18.19	Iwo akhaponya pfumbi mu nsolo mwawo, mbakhakhuwa na kulira pikulu kakamwe kuti:
REV.18.19	“ ‘Mama ine! Nzinda ukulu!
REV.18.19	Na thangwi ya kupfuma kwawo,
REV.18.19	onsene
REV.18.19	akhali na xitima zawo
REV.18.19	m'bara, apfuma mwenemu!
REV.18.19	Pa n'dzidzi ubodzi basi,
REV.18.19	iwo wamala fudzika.
REV.18.20	Tsandzayani imwe kudzulu, na pire pidacitirwa nzinda!
REV.18.20	Tsandzayani imwe Mbumba ya Mulungu, apoxtolo,
REV.18.20	na maporofeta!
REV.18.20	Mulungu autonga nzinda. Aubwezera
REV.18.20	pire pidacita iwo kuna imwe.’ ”
REV.18.21	Na tenepo, anju m'bodzi wa mphambvu athukula mwala ubodzi, udakula ninga mwala wa libwe ikulu. Auponya m'bara mbalonga tenepa:
REV.18.21	“Na mwansanga, na mphambvu ninga iyi,
REV.18.21	unati ugwisiwe pantsi
REV.18.21	nzinda ukulu
REV.18.21	wa Bhabhilonya,
REV.18.21	pontho na lini
REV.18.21	unadza kaoneka pontho.
REV.18.22	N'kati mwawo, na lini munadza kabveka pontho
REV.18.22	kulira kwa mabhangwe, kwa anyakuimba,
REV.18.22	kulira kwa pitoliro na kwa anyakuimba
REV.18.22	kaluta.
REV.18.22	N'kati mwa nzinda, na lini munadza kagumanika pontho
REV.18.22	mesiri m'bodzi wa kudziwa sasanya cinthu.
REV.18.22	N'kati mwawo, na lini munadza kabveka pontho
REV.18.22	kulira kwa mpheyo ya libwe.
REV.18.23	N'kati mwawo, na lini munadza kaoneka pontho
REV.18.23	cieza ca nyale.
REV.18.23	Na lini mwenemu munadza kabveka pontho
REV.18.23	fala ya mwali wa mamuna na ya mwali wankazi.
REV.18.23	Anyamalonda ako akhali
REV.18.23	akulu a padziko.
REV.18.23	Madziko onsene
REV.18.23	amala kunyengererwa
REV.18.23	na ufiti wako.
REV.18.24	Mwenemu mwagumanika ciropa
REV.18.24	ca maporofeta na ca mbumba ya Mulungu,
REV.18.24	pontho na ciropa ca onsene adaphiwa
REV.18.24	pantsi pano.”
REV.19.1	Pakumala pinthu penepyo, ndabva ninga kutitimira kukulu kudzulu kwa mwinji wa anthu, mbakhakhuwa tenepa:
REV.19.1	“Aleluya!
REV.19.1	Kupulumuswa, mbiri, na mphambvu
REV.19.1	mphya Mulungu wathu,
REV.19.2	thangwi kutonga kwace ndi kwa ndimo mwene
REV.19.2	pontho ndi kwakulungama.
REV.19.2	Iye athabusa
REV.19.2	nkazi wa lukwali ikulu
REV.19.2	akhanyengerera dziko
REV.19.2	na pya ulukwali pyace.
REV.19.2	Iye amulongosa ciropa cidagwisa iye na manja ace
REV.19.2	kuna anyabasa ace.”
REV.19.3	Mbumba yathimiza pontho kukhuwa tenepa:
REV.19.3	“Aleluya!
REV.19.3	Uchi unabuluka kuna iye,
REV.19.3	unakwira kwenda na kwenda.”
REV.19.4	Akulu-akulu makumawiri na anai, na pinthu pinai pya m'maso, agwa pantsi mbalambira Mulungu akhakhala pa mpando wa umambo, mbakhuwa tenepa:
REV.19.4	“Ameni, Aleluya!”
REV.19.5	Pa mpando wa umambo pabuluka fala ikhalonga tenepa:
REV.19.5	“Kuzani Mulungu wathu
REV.19.5	imwe anyabasa ace onsene,
REV.19.5	imwe munan'gopa,
REV.19.5	akulu na ang'ono!”
REV.19.6	Na tenepo, ndabva pinthu pyakulandana ninga kutitimira kwa mwinji ukulu wa anthu, ninga kutitimira kwa madzi makulu na kulira kukulu kwa njazi, mbikhalonga tenepa:
REV.19.6	“Aleluya!
REV.19.6	Thangwi anatonga
REV.19.6	ndi Mbuya Mulungu wathu,
REV.19.6	ana mphambvu zonsene.
REV.19.7	Mbatitsandzayeni! Tendeni tisekere,
REV.19.7	pontho mbatimpasa mbiri!
REV.19.7	Thangwi wakwana n'dzidzi
REV.19.7	wa kuti Mwana Bira acite banja,
REV.19.7	pontho mwali wankazi amala sasanyira.
REV.19.8	Iye apaswa
REV.19.8	nguwo zakucena mbiziyetimira toera abvale.”
REV.19.8	Nguwo zenezi zakucena mbiziyetimira, ndi mabasa akulungama a mbumba ya Mulungu.
REV.19.9	Anju andipanga tenepa: “Lemba kuti: Mbatsandzaye adacemerwa ku phwandu ya banja ya Mwana Bira!” Mbathimiza pontho kulonga kuti: “Awa ndi mafala a ndimo mwene a Mulungu.”
REV.19.10	Na tenepo, ndagwa pa myendo pace toera ndimulambire, mbwenye iye andipanga tenepa: “Leka cita penepi! Ndine nyabasa ninga iwe, pontho ninga abale ako anakoya umboni wa Yezu. Lambira Mulungu! Thangwi umboni wa Yezu ndi nzimu wa ciporofeta.
REV.19.11	Ndaona thambo yafunguka, pontho patsogolo panga pakhali na kavalo ibodzi yakucena, nyakuipakira asacemerwa Wakunyindirika na wa Ndimo Mwene. Iye asatonga mbacita nkhondo mwakulungama. 
REV.19.12	Maso ace ndi ninga malirimi a moto, mu nsolo mwace muna nthimba
REV.19.13	Abvala nkumi wakumala kukhwazwa na ciropa, pontho dzina yace ndi Fala ya Mulungu. 
REV.19.14	Anyankhondo azinji a kudzulu akhantowera. Akhadabvala nguwo za linyu zakucena kakamwe, mbakhafamba na makavalo akucena. 
REV.19.15	N'kanwa mwace, musabuluka tarasada yakunozwa inafuna kuthabusa na iye madziko. “Iye anaatonga na mpsimbo ya utale” pontho anaponda mu mbuto yakukamulirwa vinyu ya kuipirwa kukulu kwa Mulungu wa mphambvu zonsene. 
REV.19.16	Pa nguwo yace ya nkumi, n'khundu mwa nchafu, palembwa dzina iyi:
REV.19.16	MAMBO WA AMAMBO
REV.19.16	NA MBUYA WA AMBUYA.
REV.19.17	Ndaona anju m'bodzi ali dzololo pa dzuwa, mbakhakhuwa kuna mbalame zonsene zikhamburuka kudzulu kakamwe kuti: “Bwerani, gumanyiKhanani mudze ku phwandu ikulu ya Mulungu, 
REV.19.18	toera mudze kadya nyama ya amambo, ya akulu aanyankhondo na ya anyamphambvu, nyama ya makavalo na ya anyamakavalo ace, nyama za onsene - adzakazi na atumbe, akulu na ang'ono.”
REV.19.19	Pontho, ndaona cinyama cire cakugopsa na amambo a padziko, na anyankhondo awo amala gumanyikana toera acite nkhondo na ule adapakira pa kavalo, na anyankhondo ace. 
REV.19.20	Mbwenye cinyama cakugopsa camangwa, pabodzi na mporofeta wa uthambi akhadacita pirengo na dzina yace, pikhanyengeza na iye ale akhadatambira cidzindikiro ca cinyama cakugopsa pontho mbalambira dzimunthu yace. Mu uwiri mwawo aponyiwa a m'maso n'thawala ya moto unagaka na inxofiri. 
REV.19.21	Adasala aphiwa na tarasada ikhabuluka pa mulomo wa ule adapakira pa kavalo, mbalame zonsene mbizikhuta na nyama za anthu adafa.
REV.20.1	Ndaona anju m'bodzi mbakhachita kudzulu, mbakhadza na cavi ca djenje yakuzika kakamwe m'manja mwace, na unyolo ubodzi ukulu. 
REV.20.2	Iye am'manga nyangumi, nyoka ya kale, Dyabu, Sathani, mbam'manga na unyolo pa pyaka cikwi
REV.20.3	Buluka penepo, anju amponya n'djenje yakuzika kakamwe mbanfungira, pontho mbaikha cidhindo toera akhonde kunyengeza madziko a pantsi pano, mpaka kumala pyaka cikwi cibodzi. Pakumala penepyo, pisafunika kuti iye asudzulwe pa n'dzidzi ung'ono.
REV.20.4	Penepo ndaona mipando ya utongi ikhadakhalira ale akhadapaswa mphambvu za kutonga. Ndaona mizimu ya anthu adagwandwa misolo na thangwi yakucitira umboni Yezu, pontho na thangwi ya fala ya Mulungu. Iwo akhadakhonda kucilambira cinyama cakugopsa, na dzimunthu yace ene. Pontho iwo akhadakhonda kutambira cidzindikiro pa nkhope peno m'manja. Na tenepo, iwo alamuka pa kufa mbatonga pabodzi na Kirixtu pa pyaka cikwi cibodzi. 
REV.20.5	Anyakufa anango acimwana kulamuka pa kufa, mpaka kukwana pyaka cikwi cibodzi. Uku ndi kulamuka pa kufa kwakutoma. 
REV.20.6	Akutsandzaya na akucena ndi ale ali na anthu pa kulamuka pa kufa kwakutoma! Kufa kwaciwiri nkhabe mphambvu kuna iwo. Pontho iwo anati akhale anyantsembe a Mulungu na a Kirixtu, mbatonga pabodzi na Iye pa pyaka cikwi cibodzi.
REV.20.7	Pingamala pyaka cikwi cibodzi, Sathani anasudzulwa mbabuluswa n'kaidi. 
REV.20.8	Pontho anabuluka toera kunyengerera madziko anagumanika m'makhundu manai a pantsi, anacemerwa Gogi na Magogi, kuti aagumanye amenye nkhondo. Mwinji wawo ndi ninga checa ya m'bara. 
REV.20.9	Mwinji unowu wamwazika pantsi pano ponsene, pontho mbuzungulira nsasa wa mbumba ya Mulungu, nzinda wakufunika. Mbwenye wabwera moto wa kudzulu mbupha mwinji onsene. 
REV.20.10	Dyabu, ule akhaanyengerera, aponyiwa n'thawala ya moto unagaka na inxofiri, mule mukhadaponyiwa cinyama cakugopsa na mporofeta wa uthambi. Mwenemu iwo anati athabuswe masiku na masikati, kwenda na kwenda.
REV.20.11	Pakumala, ndaona mpando ubodzi ukulu wakucena wa umambo, na Ule akhaukhalira. Mataka na thambo pyamala kun'thawa pamaso pace, mbapikhonda kugumana mbuto. 
REV.20.12	Ndaonambo pontho anthu a kufa akulu na ang'ono, mbadalimira patsogolo pa mpando wa umambo. Penepo mabukhu afungulwa. Bukhu inango ya Upulumuki yafungulwambo. Anyakufa atoma kutongwa na pire pikhadacita iwo, ninga mudalemberwa ipyo m'mabukhu. 
REV.20.13	Bara yapereka anyakufa akhali na iye mwenemu. Kufa na dziko ya anyakufa apereka anyakufa akhali na iwo mwenemu, m'bodzi na m'bodzi mbatongwa na pire pikhadacita iye. 
REV.20.14	Na tenepo, kufa na dziko ya anyakufa pyaponyiwa n'thawala ya moto. N'thawala ya moto ndiko kufa kwaciwiri. 
REV.20.15	Ale adakhonda kulembwa madzina awo m'Bukhu ya Upulumuki, aponyiwa n'thawala ya moto.
REV.21.1	Na tenepo, ndaona kudzulu kupsa na pantsi papsa, thangwi kudzulu kwakutoma na pantsi pakutoma pakhadamala, pontho bara ikhalipobve tayu. 
