MAT.1.1	Huā'mā' lista ū'tza' ixnapapna' Jesucristo lā' xla' ixtā'nat David lā' nā Abraham.
JAS.3.12	Tā'timīn, a'katin qui'hui' de a'kalhpauj tūla catitō'ca'lh ixtō'cat xīpa. Lā' xaqui'hui' uvas tūla catitō'ca'lh ixtō'ca't a'kalhpauj. Lā' nā chuntza' huan lakatin mu'sni' a'nlhā taxtuhuī' cha'chā'klhua' xcān a'ntza' tūla catitaxtulh huan xase'ksi' xcān.
JAS.3.13	Chō'la makapitzīn de hui'xina'n huī' a'ntī lakskalalhna' lā' lhūhua' tamāchekxī lā' chuntza' tzē namāsu'yu'yātit. Calatā'kchokotit līlacatejtin lā' chuntza' nalītalacsu'yu palh lakskalalhna' hui'xina'n. Lā' tū' tika'tla'jca'tzīyā'tit. 
JAS.3.14	Lā' palh hui'xina'n xmān lacasqui'nā'tit que napuhuancan que hui'xina'n lej skalalhna' chuntza' lītasu'yu que tū' lej skalalhna' hui'xina'n. 
JAS.3.15	Palh chuntza' puhuan kalhatin, a'ntza' lītalacsu'yu palh ixtapāstacna' xla' tū' ixla' Dios. Xmān pāstacna'n hua'chi ixtapāstacna' huan ko'ti'ti' lā' ixtapāstacna'ca'n chi'xcuhuī'n como tlahuamā' a'ntū lacasqui'n ixmacni'. 
JAS.3.16	A'xni'ca' huan tachi'xcuhuī't xmān talacasqui'n que napuhuancan que xlaca'n lej lakskalalhna' por ū'tza' talālīsta'la lā' tatlahua ixlīhuāk catūhuā a'ntū lej ko'hua'jua'. 
JAS.3.17	Lā' na'iccāhuaniyāni' a'nchī talīhuanī't xlaca'n a'ntīn taka'lhī ixtapāstacna' Dios. Xlaca'n xmān tapāstaca a'ntū lacuan. U'tza' a'ntū más tasqui'nī. Lā' tū' talāsta'la. Lā' lacatzucu talātā'chihuīna'n. Lā' lej ta'a'kahuāna'n. Lā' tamaktāya ā'makapitzīn. Lā' talaktzī'n a'cxtim ixlīhuāk. Lā' tatlahua a'ntūn tzey, lā' tū' hua'chi a'ntīn tatasu'yu' palh tzeyā chi'xcuhuī'n lā' xmān talī'a'kxokonu'n. 
JAS.3.18	Lā' a'ntīn tū' talāsta'lacu'tun con ā'makapitzīn, chuntza' xlaca'n tatlahua a'ntū xatzey, lā' chuntza' tū'tza' catitatā'lāsta'lacu'tulh huan ā'makapitzīn.
JAS.4.1	Lā' ¿a'chī' lej lāsta'layā'tit? Hui'xina'n tlahua'yā'tit chuntza' como lej ka'lhīcu'tunā'tit a'ntū lej ixtapalh tumīn. Lā' huā'mā' tapāstacna' a'ntū ka'lhī'yā'tit tā'lāsta'latanūma' na mi'a'clhcunucca'n con huan xatzey mintapāstacna'ca'n a'ntū cātamaxquī'nī'ta'ni' Dios. 
JAS.4.2	Hui'xina'n lej ka'lhīcu'tunā'tit catūhuā lā' como tūla ka'lhī'yā'tit, lā' ū'tza' lālīmaknīcu'tunā'tit hui'xina'n. Hui'xina'n lej lālakca'tzani'yā'tit a'ntī ka'lhī catūhuā, lā' como tūla ka'lhī'yā'tit, lej lālīlacatā'quī'yā'tit lā' lālītucsā'tit. Lā' tūla ka'lhī'yā'tit a'ntū lacasqui'nā'tit hui'xina'n, como tū' squi'ni'yā'tit Dios. 
JAS.4.3	Lā' a'xni'ca' squi'ni'yā'tit Dios tū' cāmaxquī'yāni', porque tū' xa'nca squi'ni'yā'tit. Squi'ni'yā'tit hui'xina'n con xako'hua'jua' mintapāstacna'ca'n. Squi'ni'yā'tit xmān para pāxcat līla'yā'tit, xmān para a'ntū hui'xina'n lacasqui'nā'tit. 
JAS.4.4	Hui'xina'n hua'chi kalhatin puscāt a'ntīn tū' lakspit, como tū'tza' a'kahuāna'ni'cu'tunā'tit Dios lā' xmān tlahua'cu'tunā'tit a'ntū lacasqui'nā'tit. ¿Chu tū' ca'tzīyā'tit que a'ntī lej talakatī lhūhua' catūhuā xala' nac quilhtamacuj, xlaca'n tala hua'chi ixtā'ca'tza Dios? A'ntīn tatlahua chu a'cxtim hua'chi xalanī'n nac quilhtamacuj, xlaca'n tala hua'chi ixtā'ca'tza Dios. 
JAS.4.5	Chō'la hui'xina'n puhua'nā'tit que xmān chu tlakaj tatzo'kni' huan na ixtachihuīn Dios a'nlhā huan que Dios quincāmaxquī'nī'ta'ni' huan Espíritu Santo lā' xla' lacasqui'n que xmān xla' naquincāmāpa'ksīyāni' lā' tū' lacasqui'n que naquincāmāpa'ksīyāni' ā'kalhatin. 
JAS.4.6	Lā' como ū'tza' lacasqui'n Dios, xla' quincāmaktāyayāni', lā' chuntza' tzē na'a'kahuāna'ni'yāuj xmān Dios. Chuntza' huan ixtachihuīn Dios:
JAS.4.6	Dios tū' cāmaktāya a'ntīn taka'tla'jca'tzī.
JAS.4.6	Xla' cāmaktāya a'ntīn tū' taka'tla'jca'tzī.
JAS.4.7	Lā' hui'xina'n catamakxtektit que Dios nacāmāpa'ksīyāni'. Lā' tū' catamakxtektit que huan ko'ti'ti' nacāmāpa'ksīyāni'. Lā' chuntza' xla' nacātatzā'lani'yāni'. 
JAS.4.8	Catapajtzūtit con Dios lā' xla' nā nacātā'latahui'layāni' hui'xina'n. Lā' hui'xina'n a'ntīn tlahua'yā'tit a'ntū xako'hua'jua', tū'tza' catlahua'tit. Lā' hui'xina'n a'ntī pāxquī'yā'tit Dios lā' nā a'ntū ixla' huan quilhtamacuj, camakxtektit huanmā' xako'hua'jua' mintapāstacna'ca'n. 
JAS.4.9	Lā' lej calakaputzatit lā' cacalhua'ntit. Lā' tū'tza' calītzī'ntit lā' tū'tza' capāxuhua'tit por ixpālacata a'ntūn tū' tzey. Camāxana'ntit por ixpālacata mintalaclē'i'ca'n. 
JAS.4.10	Lā' cahua'ni'tit Dios palh hui'xina'n tlahua'nī'ta'ntit a'ntūn tū' tzey lā' Dios nacālakalhu'manāni'.
JAS.4.11	Tā'timīn, tū' tilālīchihuīna'nā'tit a'ntūn tū' tzey. Palh kalhatin līchihuīna'n ā'kalhatin a'ntūn tū' līmakuan, chuntza' līlakmaka'mā' huan ley a'ntū huan: Calāpāxquī'tit. Xla' puhuan que tzē nahuan palh ā'chā'tin laclē'n. Lā' xla' hua'chi juez. Lā' tū' puhuan palh nā xla' laclē'n como lakmaka'mā' huan ley. 
JAS.4.12	Xmān kalhatin Juez a'nan. Xla' ū'tza' māni' Dios. Lā' xla' ū'tza' quincāmaxquī'ni' huan ley que ū'tza' na'a'kahuāna'ni'yāuj. Xla' tzē naquincāmāpūtaxtūyāni' lā' nā tzē naquincāmacā'nāni' nac pūpātīn. Lā' ¿a'chī' puhua'nā'tit palh hui'xina'n tzē na'a'ksa'nā'tit ā'kalhatin?
JAS.4.13	Na'iccāhuaniyāni' hui'xina'n macsti'na'j mimpālacataca'n hui'xina'n a'ntī lāhuani'yā'tit: “Chuhua'j o lakalī na'a'nāuj nac lakatīn xcānsipej. Lā' a'ntza' natachokoyāuj lakatin cā'ta. Lā' natamāhuana'nāuj lā' nastā'nanāuj. Lā' natlajayāuj lhūhua' tumīn”. 
JAS.4.14	Huā'mā' iccāhuaniyāni': Hui'xina'n tū' ca'tzīyā'tit palh nalatā'kchokoyā'tit lakalī. Quina'n hua'chi jinta'lh como huan jinta'lh chuhua'j tasu'yu lā' ixlī'ā'ka'tlā'tus laksputpala. 
JAS.4.15	Chuntza' ixuantit: “Palh Dios lacasqui'n que quina'n natahui'lāyāuj ā'macsti'na'j, ū'tza' huā'mā' natlahuayāuj”. 
JAS.4.16	Lā' hui'xina'n, tū' kalhasqui'nī'yā'tit Dios tuchū ixtapuhuān. Xmān tlahua'yā'tit a'ntūn tlahuacu'tunā'tit. Hui'xina'n lej ka'tla'jca'tzī'yā'tit. Lā' tū' līmakuan chuntza' tlahua'yā'tit. 
JAS.4.17	Palh kalhatin ca'tzī que tzē natlahua catūhuā a'ntū līmakuan, lā' palh tū' tlahua huā'mā', chuntza' xla' ka'lhī ixtalaclē'i'.
JAS.5.1	Lā' chuhua'j na'iccāhuaniyāni' hui'xina'n macsti'na'j ixpālacata huan ricosnu'. Catatzuculh tacalhuan lā' catalakaputzalh huan ricosnu' como lej natapātīni'n. 
JAS.5.2	Huan ixtumīnca'n hua'chilh xamasni'. Lā' huan ixlu'xu'ca'n huāk hua'chilh xatahuā'lani'. 
JAS.5.3	Lā' ixoroca'n lā' ixplataca'n hua'chilh huāk xasko'luni'. Xasko'luni' como xlaca'n lactampi'lhni' lā' tū' tamaktāyacu'tun ā'makapitzīn. Xlaca'n lej tamākēxtiminī't lhūhua' tumīn lā' pajtzutza' huan chi'chini' a'xni'ca' natapātīni'n nac pūpātīn. 
JAS.5.4	Xlaca'n tū' tamāpalanī't a'ntīn tatā'scujli na ixā'tacuxtuca'n. Pero Dios lacahuāna'huī'. Lā' xla' ū'tza' a'ntī māpa'ksīni'nkō' ixlīhuāk nac a'kapūn lā' ixlīhuāk nac cā'quilhtamacuj. Xla' cālaktzī'mā' a'nchī ta'a'kxoko huan ixtasācua'can por tū' natamāpala. 
JAS.5.5	Huā'tzā' nac quilhtamacuj huan ricosnu' taka'lhī ixlīhuāk. Lā' lej līpāxūj talīlatlā'huan. Xlaca'n hua'chi lakatin pa'xni' a'ntū makako'ntīcan lā' namaknīcan. 
JAS.5.6	Lā' huan ricosnu' tamālacapū' huan chi'xcuhuī'n a'ntī xalacuan. Lā' ū'tza' cālīmaknīca. Lā' xlaca'n tū' tatamaktāyalh.
JAS.5.7	Lā' chuhua'j hui'xina'n, tā'timīn, līlacatzucu caka'lhī'tit hasta a'xni'ca' namin huan Māpā'ksīni' Jesucristo. Kalhatin chi'xcu' a'ntīn tlahua ixtacuxtu, xla' ka'lhī hasta que lhā nalana'n. Xla' ka'lhī hasta nala xcān pū'la lā' ā'calīstān huampala. 
JAS.5.8	Hui'xina'n nā lacatzucu caka'lhī'tit. Tū' calakachipinī'tit. Palaj namimpala huan Māpa'ksīni'. 
JAS.5.9	Tū' calālīyāhua'tit. Palh chuntza' tlahua'yā'tit Cristo nacājuzgarlīyāni'. Xla' ū'tza' Juez. Lā' palaj namimpala. 
JAS.5.10	Capāstactit hui'xina'n a'nchī tapātīni'lh makāntza' ixa'cta'sana'nī'n Dios. Lā' tatāyani'lh. Hui'xina'n chu lakatin nala'yā'tit. 
JAS.5.11	Huanāuj que lej ixtapāxuhua xlaca'n a'ntīn tatāyani'lh. Ca'tzīyā'tittza' a'nchī lītāyani'lh Job. Lā' ā'calīstān Dios maxquī'lh lhūhua', como lakalhu'malh.
JAS.5.12	Lā' chuhua'j na'iccāhuaniyāni' a'ntū lej tasqui'nī. Tū' tihua'nā'tit “por Dios”. A'xni'ca' nahua'nā'tit “stu'ncua'”, xmān “stu'ncua'” nahua'nā'tit. Lā' a'xni'ca' nahua'nā'tit “tū' stu'ncua'”, xmān “tū' stu'ncua'” nahua'nā'tit. Palh tū' chuntza' natlahua'yā'tit, Dios nacāmāpātīnīyāni'.
JAS.5.13	A'xni'ca' nacāpātle'keni'yāni' catūhuā cakalhtō'ka'tit hui'xina'n. A'xni'ca' līpāxūj lahui'lāna'ntit, catlī'tit a'ntū nalīpāxuhua Dios. 
JAS.5.14	A'xni'ca' ī'tza'ca'nā'tit, cacāmāta'sī'tit huan xanapuxcu'nu' a'ntī xalanī'n nac lītokpān. Lā' xlaca'n natamin lā' natalīkalhtō'ka' lā' natalītlahua aceite huan ī'tza'ca' por ixtacuīni' huan Māpa'ksīni' Jesucristo. 
JAS.5.15	Palh xlaca'n natakalhtō'ka' lā' natakalhlaka'ī' que natzeyan, Dios namātzeyī. Lā' palh xla' tlahuanī't a'ntūn tū' līmakuan, Dios namāsputūnu'ni'. 
JAS.5.16	Calāhuani'tit hui'xina'n palh tūla makxtekā'tit catūhuā a'ntūn tū' tzey. Lā' chuntza' nalālīkalhtō'ka'yā'tit. Lā' Dios nacātamātzeyīyāni' hui'xina'n a'ntī ī'tza'ca'nā'tit. Dios tlahua con ixlīmāpa'ksīn a'ntū squi'ni' kalhatin chi'xcu' a'ntīn tzey. 
JAS.5.17	Dios maxquī'lh a'ntū squi'ni'lh Elías a'ntī ixa'cta'sana' Dios. Xla' kalhatin chi'xcu' hua'chi quina'n ixuanī't. Lā' xla' lej squi'ni'lh Dios tū' calalh xcān. Lā' lakatu'tun cā'ta ā'i'tāt tū' lalh xcān. 
JAS.5.18	Lā' squi'ni'pā ā'maktin Dios palh ixlapā xcān. Lā' chuntza' lalh xcān. Lā' chuntza' lana'lh nac cā'tiya'tna'.
JAS.5.19	Tā'timīn, palh kalhatin de hui'xina'n tatonkopū lā' palh ā'kalhatin namaktāya para natlā'huampala na ixtej Dios, 
JAS.5.20	casca'ttit que a'ntī maktāya ā'kalhatin para natlā'huampala na ixtej Dios, chuntza' namāpūtaxtū ā'kalhatin de huan līnīn lā' chuntza' namāsputūnu'ni'can ixtalaclē'i'.
1PE.1.1	Quit Pedro, ixapóstol Jesucristo. Quit ictzo'ka huā'mā' carta. Iccātzo'knuni'mā'ni' hui'xina'n a'ntī ixtachi'xcuhuī't Dios a'ntīn cātamā'a'kahuanīni' lā latlā'hua'nā'tit hua'chi makatiyātī'n nac cā'xcānsipejni' a'nlhā huanican Ponto lā' Galacia lā' Capadocia lā' Asia lā' Bitinia. 
1PE.1.2	Dios quinTāta'ca'n cālacsacnī'ta'ni' makāntza' chu a'nchī puhualh. Lā' xla' puhualh que huan Espíritu Santo lactzey nacātlahuayāni'. Lā' xla' lacasqui'lh que hui'xina'n na'a'kahuāna'ni'yā'tit Jesucristo. Lā' lacasqui'lh que ixka'lhni' Jesucristo nacāxapani'yāni' ixlīhuāk mintalaclē'i'ca'n. Dios lej cacāsicua'lanālīni' lā' cacāmātza'la'nkē'ni'n mi'a'clhcunucca'n.
1PE.1.3	Namaxquī'yāuj pāxcatca'tzī Dios. Xla' ū'tza' ixTāta' quiMāpa'ksīni'ca'n Jesucristo. Lā' como Dios mālakahuanīchokolh Jesucristo, nā chuntza' quincāmaxquī'ni' xasāsti' quinquilhtamacujca'n. Lā' chuhua'j ca'tzīyāuj que xla' naquincāmaxquī'yāni' ā'chulā'. 
1PE.1.4	A'ntū Dios naquincāmaxquī'yāni', xla' māquī'canī't nac a'kapūn. A'ntza' tuntū' catipātle'keni'lh. Tū' hua'chi catūhuā a'ntū masa lā' a'ntū lakuan lā' a'ntū xneka. 
1PE.1.5	Lā' como hui'xina'n līpāhua'nā'tit Dios, xla' cāmaktaka'lhāni' como xla' ka'lhī līmāpa'ksīn. Xla' nacāmaktaka'lhāni' hasta ā'xmān huan chi'chini'. Lā' huan ā'xmān chi'chini' natasu'yukō' ixlīhuāk a'ntū Dios nacāmaxquī'yāni' a'xni'ca' naquincāmāpūtaxtūkō'yāni'.
1PE.1.6	U'tza' hui'xina'n līpāxuhua'yā'tit a'yuj tū' lej makān lakaputzayā'tit como lej pātīpā'na'ntit lhūhua' catūhuā. 
1PE.1.7	Lā' como hui'xina'n līlacatzucu pātīyā'tit a'ntū pātīpā'na'ntit, chuntza' tasu'yu palh lej stu'ncua' kalhlaka'ī'yā'tit. Huan oro māchi'chīcan para namaklhtīcan a'ntūn tū' tzey. Lā' chuntza' tachoko huāk oro. Lā' nā chuntza' hui'xina'n. A'xni'ca' pātīni'nā'tit hui'xina'n namakxtekā'tit a'ntūn tū' tzey. Lā' chuntza' más lacuan nala'yā'tit. Huan oro lej tapala a'yuj tzē mālakuanīcan. Lā' más xatapala na ixlacapūn Dios palh hui'xina'n xa'nca kalhlaka'ī'yā'tit. Lā' palh xa'nca kalhlaka'ī'yā'tit a'yuj pātīni'nā'tit, chuntza' nacātamāka'tlī'yāni' lā' nacāta'a'cnīni'ni'yāni' a'xni'ca' Jesucristo namimpala.
1PE.1.8	Hui'xina'n pāxquī'yā'tit Jesucristo a'yuj tū' laktzī'nī'ta'ntit. Hui'xina'n kalhlaka'ī'yā'tit a'yuj chuhua'j tū' laktzī'nā'tit. Lā' ū'tza' lej līpāxuhua'yā'tit. Lā' lej lhūhua' mintapāxuhuānca'n que tūla xa'nca hua'nā'tit a'nchī līpāxuhua'yā'tit. 
1PE.1.9	Pāxuhua'yā'tit como pūtaxtunī'ta'ntittza' como līpāhua'nā'tit Jesucristo.
1PE.1.10	Huan a'cta'sana'nī'n xala'nī'n makān xapū'la ixtahuan a'nchī ixquincālīsicua'lanālīni' Dios. Lā' xlaca'n lej ixtaputza a'nchī natalīca'tzī a'nchī līpūtaxtucan como ixtaca'tzīcu'tunkō'. 
1PE.1.11	Huan Espíritu Santo cāmāca'tzīnīlh palh Cristo ixpātīni'lh lā' ā'calīstān ixa'cnīni'ni'ca. Lā' xlaca'n ixtaca'tzīcu'tun lhānīn ixpātle'kelh huā'mā' lā' ixlīhuāk ixpālacata huā'mā'. 
1PE.1.12	Dios cāmāca'tzīnīlh que huā'mā' tū' ixpātle'kelh līhuan xlaca'n ixtalahui'lāna'cus. Lā' chuhua'j pātle'kemā' līhuan lahui'lāna'uj quina'n. Huā'mā' ū'tza' a'ntū cātahuanini' xlaca'n a'ntī cātamāsu'ni'ni' huan xatzey tachihuīn ixpālacata Jesucristo. Xlaca'n ixcātamāsu'ni'yāni' hui'xina'n por ixlīmāpa'ksīn huan Espíritu Santo a'ntī macamincancha' nac a'kapūn. Lā' ixlīhuāk huā'mā' huan ángeles tamāchekxīcu'tun.
1PE.1.13	Capāstactit huā' tamā'na lā' skalalh catahui'la'tit. Lā' xa'nca capāstactit. Capāstactā'kchokotit a'nchī Dios nacālīsicua'lanālīyāni' a'xni'ca' namin Jesucristo. 
1PE.1.14	Ca'a'kahuā'na'ni'tit Dios como hui'xina'n ixcamana'. Tū'tza' calatā'kchokotit a'nchī ixlatlā'hua'nā'tit a'xni'ca' tūna'j ixca'tzīyā'tit ixtachihuīn Dios lā' a'xni'ca' ixlatlā'hua'nā'tit chu a'nchī xako'hua'jua' mintapāstacna'ca'n. 
1PE.1.15	Lactzey calakō'tit hui'xina'n pō'ktu. Lā' capāstactit que Dios cāmāta'sīni' para nala'yā'tit ixtachi'xcuhuī't. Xla' pō'ktu tzey. U'tza' pō'ktu līlacatejtin nalīlatahui'la'yā'tit chu a'nchī tasqui'nī natalatahui'la ixcamana' Dios. 
1PE.1.16	Tatzo'kni' na ixtachihuīn Dios a'nlhā huan Dios: “Lactzey cala'tit hui'xina'n, como quit tzey”.
1PE.1.17	Lā' hui'xina'n a'xni'ca' kalhtō'ka'ni'yā'tit Dios, chuntza' nahua'nā'tit: “Dios quinTāta'ca'n”. U'tza' a'ntī quincālaktzī'nāni' chu lakatin. Lā' xla' nacāmāpala chā'tunu' chu a'nchī talatā'kchokonī't. Lā' ū'tza' nalījicua'ni'yā'tit Dios līhuan latlā'hua'nā'titcus nac huā'mā' quilhtamacuj. 
1PE.1.18	Xapū'la hui'xina'n ixlatlā'hua'nā'tit hua'chi ixtalatlā'huan minapapna'ca'n. Lā' tuntū' ixtapalh a'nchī ixlatlā'hua'nā'tit xapū'la. Dios cāmāpūtaxtūni' de ixlīhuāk huā'mā'. A'ntū xla' māpalalh para naquincāmāpūtaxtūyāni', huā'mā' tū' hua'chi oro lā' tū' hua'chi plata a'ntū maclacasqui'ncan xmān nac huā'mā' quilhtamacuj. Hui'xina'n ca'tzīyā'tit huā'mā'. 
1PE.1.19	Līmāpalalh con huan ixka'lhni' Cristo a'xni'ca' nīlh. Lā' ixka'lhni' Cristo lej tapala. Cristo hua'chi lakatin borrego ixuanī't a'ntū lej xatzey lā' tū' a'chī' ixuanī't lā' a'ntū maknīcan para namālacnūni'can Dios. 
1PE.1.20	A'xni'ca' tūna'j ixtlahuacan huan quilhtamacuj, Dios puhualh que Cristo tasqui'nī nanī para naquincāmāpūtaxtūyāni'. Lā' chuhua'j, huā' tamā'na chi'chini', Cristo nīnī'ttza' para quina'n. 
1PE.1.21	Por ixpālacata Jesucristo, hui'xina'n līpāhua'nā'tit Dios, como Dios mālakahuanīchokolh Jesucristo lā' līmā'ca'lh para na'a'cnīni'ni'can. Lā' chuntza' hui'xina'n līpāhua'nā'tit Dios lā' ka'lhīpā'na'ntit lakatin chi'chini' a'xni'ca' nacāsicua'lanālīkō'yāni'.
1PE.1.22	Hui'xina'n a'kahuāna'ni'nī'ta'ntit huan tachihuīn a'ntū lej xastu'ncua'. Lā' ū'tza' hui'xina'n lactzeytza' līla'tit. Lā' chuhua'j lej ixlīstu'ncua' cāpāxquī'yā'tit a'ntīn takalhlaka'ī'. Chuhua'j xa'nca calāpāxquī'tit con ixlīhuāk mi'a'clhcunucca'n. 
1PE.1.23	Hui'xina'n ka'lhī'yā'tittza' xasāsti' minquilhtamacujca'n como kalhlaka'ī'nī'ta'ntit ixtachihuīn Dios a'ntūn tū' maktin catisputli. Lā' chuntza' huan xasāsti' minquilhtamacujca'n tū' maktin catisputli. Nala para pō'ktu. 
1PE.1.24	Chuntza' huan na ixtachihuīn Dios a'nlhān tatzo'kni' huā'mā':
1PE.1.24	Ixlīhuākca'n huan tachi'xcuhuī't xlaca'n hua'chi huan chi'tin.
1PE.1.24	Lā' ixlīhuāk a'ntū tzēhuanī't a'ntūn taka'lhī huan tachi'xcuhuī't, ū'tza' hua'chi huan xaxa'nat chi'tin.
1PE.1.24	Huan chi'tin scōhuan lā' yuja huan xaxa'nat.
1PE.1.25	Ixtachihuīn Dios tū' chuntza'; huā'mā' tū' maktin catisputli.
1PE.1.25	Lā' ixtachihuīn Dios, chu ū'tza' hua'chi huan xatzey tachihuīn a'ntū cātamāsu'ni'nī'ta'ni' hui'xina'n.
1PE.2.1	Lā' ū'tza' calīmakxtektit ixlīhuāk a'ntūn tū' tzey. Tū'tza' ca'a'kxokonu'ntit. Tū' cala'tit hua'chi xlaca'n a'ntīn tatasu'yu que lactzey lā' xmān ta'akxokonu'n como xlaca'n tū' lactzey. Tū'tza' calātampi'lhīni'ni'tit. Tū'tza' cacālīchihuīna'ntit ā'makapitzīn. 
1PE.2.2	Huan lakska'tā'n pō'ktu tahua'cutun ixlecheca'n. Lā' chuntza' talīstaca. Lā' hui'xina'n nā chuntza' tasqui'nī naca'tzīcu'tunā'tit ixtachihuīn Dios a'ntū hua'chi ixlīhua't milīca'tzīnca'n. Lā' chuntza' ā'chulā' nakalhlaka'ī'yā'tit, 
1PE.2.3	como hui'xina'n ca'tzīyā'tittza' palh Dios lej pāxquī'nin.
1PE.2.4	Pō'ktu catā'latā'kchokotit Jesucristo. U'tza' a'ntī quincāmaxquī'yāni' quinquilhtamacujca'n. Lā' xla' hua'chi huan xapū'lh chihuix a'ntū mā'cnūcan para xacimiento de ixchic Dios. Dios lacsacli como laktzī'lh hua'chi lakatin chihuix a'ntū lej ixtapalh a'yuj huan tachi'xcuhuī't ixtapuhuan palh tuntū' ixtapalh ixuanī't. 
1PE.2.5	Hui'xina'n hua'chi lakatin lītokpān a'ntūn tū' tlahuacanī't hua'chi xala' nac quilhtamacuj. Hui'xina'n hua'chi chihuixni' nac huā'mā' lītokpān a'ntū Dios tlahuamā'. Lā' hui'xina'n hua'chi sacerdotes lanī'ta'ntit como kalhlaka'ī'yā'tit Jesucristo lā' chuntza' tā'scujā'tit Dios. Lā' hua'chilh ixmālacnūni'tit lē'ksajna' huan Dios como a'kahuāna'ni'pā'na'ntit xla'. Lā' chuntza' līpāxuhua Dios. 
1PE.2.6	Tatzo'kni' na ixtachihuīn Dios:
1PE.2.6	Quit iclacsacli lakatin chihuix a'ntū lej ixtapalh.
1PE.2.6	Lā' chuhua'j quit icui'lī kalhatin a'ntī hua'chi lakatin chihuix xala' a'katzāstūn a'nlhā nayāhuacan templo nac Sión.
1PE.2.6	Lā' xlaca'n a'ntīn talīpāhuan xla', tū' chu tlakaj catitalīpāhuanli.
1PE.2.7	Lā' huā'mā' chihuix huanicu'tun Cristo. Lā' como hui'xina'n kalhlaka'ī'nī'ta'ntittza' lā' ū'tza' līca'tzīyā'tit que Cristo lej ixtapalh. Lā' a'ntīn tū' takalhlaka'ī'cu'tun, xlaca'n cālīchihuīna'n ixtachihuīn Dios a'nlhā tatzo'kni' huā'mā':
1PE.2.7	Huan chihuix a'ntū talakmaka'lh huan xakana'nī'n, huā'mā' chihuix ū'tza' lalh a'ntū más tasqui'nī.
1PE.2.8	Lā' nā tatzo'kni' na ixtachihuīn Dios:
1PE.2.8	Huā'mā' chihuix nacāmā'a'kche'kxlanī huan tachi'xcuhuī't; huā'mā' chihuix nacāmāmakōsī.
1PE.2.8	Xlaca'n ta'a'kche'kxla como tū' takalhlaka'ī'cu'tun huan a'ntī Dios macamilh para nacāmāpūtaxtūcan. Dios xapū'la ixca'tzī a'ntū nacāpātle'keni' a'ntīn tū' takalhlaka'ī' ixtachihuīn Dios.
1PE.2.9	Pero hui'xina'n tū' hua'chi xlaca'n. Hui'xina'n lakatin tachi'xcuhuī't a'ntū cālacsacnī't Dios para natala hua'chi xla'. Lā' nā hui'xina'n ixsacerdotes quiMāpa'ksīni'ca'n Dios. Lā' nā hui'xina'n tā'tapa'ksīyā'tit Dios. Lā' nā hui'xina'n ixtachi'xcuhuī't Dios. Lā' Dios lacasqui'n que hui'xina'n nacāmāca'tzīnīyā'tit ā'makapitzīn huan lē'cnīn a'ntū xla' tlahuanī't. Dios ū'tza' a'ntī cāta'sani'nī'ta'ni lā' cāmāxtunī'ta'ni' a'nlhā cā'pucsua lā' cālīminī'ta'ni' a'nlhā tzēhuanī't xkaka. 
1PE.2.10	Xapū'la hui'xina'n tū' ixtachi'xcuhuī't Dios ixuanī'ta'ntit. Lā' chuhua'j hui'xina'n ixtachi'xcuhuī'ttza' Dios. Xapū'la tū' ixca'tzīyā'tit palh Dios lakalhu'manīni'n. Lā' chuhua'j ca'tzīyā'tittza', como Dios cālakalhu'manī'ta'ni'tza'.
1PE.2.11	Hui'xina'n tlā'hua'nā'tit hua'chi makatiyātī'n nac huā'mā' quilhtamacuj, como tapa'ksīyā'tit nac a'kapūn. Chuhua'j iccāsqui'ni'yāni' que tū' titlahua'yā'tit xako'hua'jua' mintapāstacna'ca'n. Camakxtektit huā' tamā'na tapāstacna' a'ntū nalactlahua a'nchī kalhlaka'ī'yā'tit Cristo. 
1PE.2.12	Xa'nca calatā'kchokotit na ixlacapūnca'n a'ntīn tū' takalhlaka'ī'. Lā' chuntza', a'yuj cacātalē'ksa'nīni'ni' palh tlahua'yā'tit catūhuā a'ntūn tū' tzey, xlaca'n nataca'tzī palh tū' stu'ncua'. Lā' natalaktzī'n que hui'xina'n tlahua'yā'tit a'ntūn tzey. Lā' chuntza' xlaca'n natamāka'tlī' Dios a'xni'ca' xla' najuzgarlī.
1PE.2.13	Cacā'a'kahuāna'ni'tit ixlīhuākca'n huan pūchihuīna'nī'n como chuntza' Dios lacasqui'n. Ca'a'kahuāna'ni'tit huan xamāpa'ksīni' xcānsipejni'. 
1PE.2.14	Lā' cacā'a'kahuāna'ni'tit huan gobernadores. Lā' xlaca'n cāhui'līcanī't para natamāpātīnī a'ntīn tatlahua a'ntūn tū' tzey. Lā' nā cāhui'līcanī't para que xlaca'n natamāka'tlī' a'ntīn tatlahua a'ntūn tzey. 
1PE.2.15	Chuntza' huā'mā' ixtapuhuān Dios. Xla' lacasqui'n que hui'xina'n līlacatejtin nalatā'kchokoyā'tit. Lā' chuntza' tūlalh catitahualh catūhuā huan chi'xcuhuī'n a'ntīn tū' xa'nca tapāstacna'n lā' tū' tamāchekxī ixtachihuīn Dios.
1PE.2.16	Hui'xina'n libres lā' tū' tasqui'nī natlōkentaxtūyā'tit ixley Moisés. Lā' a'yuj libres hui'xina'n tū' capuhua'ntit que tzē natlahua'yā'tit a'ntūn tū' līmakuan. Catlahua'tit a'ntū Dios māpa'ksīni'n. 
