LUK.1.1	Гьал ппараттар алучӀуная ахъакьас че мисаъ хьуна, ккеттушу курарихъас. 
LUK.23.11	Иродан эскерарира Ге уджуз акьуна, келхъуьная Гик, аликӀуна Гил паччагьдин суман кунара гьикуная Ге хаб Пилаталди. 
LUK.23.12	Гьеге ягъанин хаб Иродна Пилат дусттар хьуная, авала душманар.
LUK.23.13	Пилата завал акьуна хӀа маллабура, хӀекимара, халкьра 
LUK.23.14	пуная:
LUK.23.14	– Чун заалди файдиная ме инсан, ми халкь рекъуьас адихьая пуна. Магьа зун чве удигь диван акьуне Мин. Зас ме инсандик, чун кикӀая тахсирарикес, са тахсира кей аргвай адава. 
LUK.23.15	Иродара, Мик тахсир кидаф агуна, Ме хаб хьелди гьикуная, йирхӀуна кӀес, Ме инсанди фера мишттин кар акьуна адава. 
LUK.23.16	Къемчинф акьуна, зун Ме фатасе.
LUK.23.17	Пилата Пасхайин хӀа ягъас атуна кканди ахьуная фуш хьунара са ачикунаф. 
LUK.23.18	Джаллабури вевер акьуна, пуная:
LUK.23.18	– Ле йуькӀ, Варава фат!
LUK.23.19	Варава агъаф, шагьурдиъ къалабулугъ акьуна фушчин кӀина, ачикунаф хьуная дусттагъиъ. 
LUK.23.20	Ӏиса фатас кканди, Пилата хаб сагелай сара пуная гебурис. 
LUK.23.21	Гебури вевер аркьай, агъай хьуная:
LUK.23.21	– Къадакъарилди цӀагъунил алирхӀуна кейхь Ле! Кейхь Ле!
LUK.23.22	Хьибудпегелайра пуная гебурис Пилата:
LUK.23.22	– Фи Ӏайвел э Ми акьунаф? Ме кӀес, зас Мик са тахсира кей аргвай адава. Къемчинф акьуна, зун Ме фатасе.
LUK.23.23	Гебури мертти Ӏайи вевер аркьай хьуная, йуькӀ агъай Ӏиса. Гебурин чӀал варттал хьуная. 
LUK.23.24	Пилата гебурис ккандегъилди акьуна, 
LUK.23.25	атуная дусттагъиас гебури адат пе Варава агъаф, шагьурдиъ къалабулугъ акьуна, фушчин са инсанна кӀина ачикунаф. Ппай Ӏиса ихьуная кӀилихъди гебурин гъилиъ.
LUK.23.26	Ӏиса кӀес гъагуна, эскерари фацуная хуйиас вея Симон агъа са инсан. Гебури хъучикуная ге инсан Ӏисайин кьабахъай Ӏиса алирхӀуна кейхьа цӀагъун гъас. Симон хьуная Кирена агъа хӀуриас. 
LUK.23.27	Ӏисайин кьабахъай ппара халкь вей хьуная. Ге халкьдигӀас хумбар Ӏешай рахвай хьуная Ӏисайихъас. 
LUK.23.28	Ӏисайи, гебурилди алдаркуна, пуная:
LUK.23.28	– Ерусалимдин дишагьлибур, Захъас меӀеша! Чвахъас Ӏеш, чве шиниккварихъас Ӏеш! 
LUK.23.29	Хъучавея мишттин вахттар, инсанари агъай ахьасе: «Бахттлубур э шиниккв кидаваттар, шиниккв дахуруттар, шиникквдис бизи даеттар!» 
LUK.23.30	Тегуна агъай ахьасе дагьарарис: «АрчӀуна, алахъ чаалди!» – кӀунтӀарис агъай ахьасе: «Кичадив чин!» 
LUK.23.31	Гъазе цӀаб адахъуна кӀуранис миштти аркьагуна, рукъу кӀуранис фикьасе?
LUK.23.32	Ӏисайихъай кӀес гъай хьуная Ӏу къачагъра. 
LUK.23.33	«Келла» агъа мукьуйиди адегуна, гебури къадакъарилди цӀагъунил алирхӀуна кейхьуная Ӏиса, Гин багулив Ӏудар къачагъара, сад хӀуьрджал багулихъ, сад чиппил багулихъ. 
LUK.23.34	Ӏисайи пуная:
LUK.23.34	– Дад! Гъил гъушен гебурилас, гебурис ягӀай адава, фи ичин чиппи аркьаяф.
LUK.23.34	КӀур ихьуна, пай аркьай хьуная гебури Ӏисайин кунар. 
LUK.23.35	Халкь гъузуна хъуланди ахьуная. ХӀекимар элхъенди ахьуная Ӏисайил, агъай:
LUK.23.35	– Сасрабур ухӀуне, гьал Учи Уч ухӀурай, нагагь Уч Месигь идехаб, Уч Аллагьди гӀаттивунаф идехаб.
LUK.23.36	Эскерара келхъенди ахьуная Ӏисайик. Гебури Гис сирка гьучагъай, 
LUK.23.37	агъай хьуная:
LUK.23.37	– Нагагь Вун джугьутӀарин паччагь идехаб, Вун Вас кумак акье. 
LUK.23.38	Ӏисайин кӀилихъ ликӀина ахьуная: «Ме джугьутӀарин паччагь э». 
LUK.23.39	Ӏисайихъай кейхьуна са къачагъа, алурхӀанди агъай хьуная Ӏисайис:
LUK.23.39	– Месигь ду Вун? Кумак акье васра, часра.
LUK.23.40	Сасра къачагъа гис джуваб йина, ге гъургъас адатуна пуная:
LUK.23.40	– Вас Аллагьдигьас гучӀайду, васра ме Ӏисайис суман джаза идегуна йинаф? 
LUK.23.41	Хьес хӀекьданди хьин акьуна дава курарихъас йинаф э ме джаза, ппай Ӏисайи са дава кара акьуна адава.
LUK.23.42	Ӏисайис ге къачагъа пуная:
LUK.23.42	– Вун ве Паччагьвелдиъ ушугуна, кӀвал акье зун, Ӏиса.
LUK.23.43	Ӏисайи пуная гис:
LUK.23.43	– Зун вас дузди агъая, вун ягӀа Захъай джайнаттиъ ахьасе.
LUK.23.44	СеӀет цӀеӀударис кӀилди джилил мучӀ атӀуная сеӀет хьибударисттегьен, 
LUK.23.45	рагъ гулуна. Аллагьдин хулаъ Гирами мукьуйик кея парда, яӀанилас чӀургъуна, Ӏу кьатӀ хьуная. 
LUK.23.46	Ӏисайи, гьавайикес гъургъуна, пуная:
LUK.23.46	– Дад! Ве гъилиди ицӀандея Зун Зе руьхӀ.
LUK.23.46	Гьегера пуна, Ӏисайин руьхӀ дивуная. 
LUK.23.47	Эскерарин хӀатти, гисаъ хье кар агуна, Аллагьдис шукур акьуна, пуная:
LUK.23.47	– ХӀекьданди, ге инсандик тахсир кидавуйи.
LUK.23.48	КӀилди гисаъ завал хьуна халкь, гисаъ хье кар агуна, чиппин мухурис гъурданф аркьай далгъуная. 
LUK.23.49	КӀилди Ӏисайис ягӀаттара, Гихъай Галилеяйиас мич адина хумбара, вархайилас хъуттурфанди гъузуна ахьуная.
LUK.23.50	Гисаъ ахьуная са Юсуф агъа юркӀуран дуз идже инсан. Юсуф гӀахьуная Ӏисайин диван аркьа инсанаригӀ, 
LUK.23.51	амма ге рази хьуна адава Ӏисайис гебури аттивуна, акьу диванил. Ге Юсуф хьуная ягӀударин Аримафей агъа шагьурдиас, гъузунаф Аллагьдин Паччагьвелдихъ. 
LUK.23.52	Юсуфа, ушуна Пилатагьди, тӀалаб акьуная Ӏисайин майит. 
LUK.23.53	Юсуфа, кеттивуна Ӏисайин майит, гӀадиджина кафанигӀ, дагьар атӀуна икӀуная некьвдиъ. Тисаъ гегунасттегьен садра икӀуна ахьуна адава. 
LUK.23.54	ДжумӀе ягъан гӀуьбехъмин гагь хьуная, вей хьуная киш ягъ. 
LUK.23.55	Галилея дерейиас Ӏисайихъай адина уйи хумбарисра агуная Гин некьвра, Гин майит некьвариъ икӀайра. 
LUK.23.56	Тисаас адегуна, ге хумбари хӀезур акьуная батӀар ниъ хъая ччамар. Киш ягъа гебури са кара акьуна адава, Мусайин Закуниъ ликӀинаф суман.
