MAT.1.1	Yomba i Yesus Krais
1JN.4.12	Yomba ye kaima God kankrikwa, ba nono yombano bogl argan ere nomano suwara yei mouno ana God nono mina morambuka. Te ye kanwakai yongwa mambuno i nono mina pai kuno erambuka.
1JN.4.13	Mambuno yegl i mina nono pirdimedi ana ye mina moungo te ye nono bogl moglkwa. Sraglpre, ye Spiritmo norko nono mina suna moglkwa. 
1JN.4.14	Te Neno Kande Wam makan yomba i-ikine endinambedi pre diendungo ungwa i no kandre ana ye kamo dipene endumga. 
1JN.4.15	Yomba ta Yesus pre God Wam moglme dinan, ana God yombamo i mina moglko te yombamo i ombugl God mina morambuka.
1JN.4.16	Te nono ombugl God nono pre munduwo pangwa i mina pirpogl sindre ana i mina mounga.
1JN.4.16	Ana munduno argan erikwa ya te kanwakai yengwa i God mambuno kaima moglkwa. Ta ye argan ere yomba kanwakai yei moran ana yombamo i God mina moglko te God ama ye mina moglkwa. 
1JN.4.17	Mambuno yegl mina ye munduwo argan ere kanwakai yongwa i nono mina pai kau sungwa pre ana enge kande mina yomba yumbu sinambuka enge nono kundugl ta goglkramga. Sraglpre, ye moglmere yegl nono makandle igle mounga. 
1JN.4.18	Ana yomba kanwakai yeingwa mambuno i nono mina panan ana nono kundugl ta goglkramga. Ba kanwakai yei argan erikwa i eremogl kundugl geglkwa mambuno ikra ikorugl endungwa. Te argan erewakai kanigwa mambuno i yomba ta mina paikrukwa pre ye kundugl geglkwa. Sraglpre, kundugl geglkwa mambuno i ye pirkan erikwa okuwo yumbun giu inaglkwa.
1JN.4.19	God komnaiye kana nono pre argan ere kanwakai yongwa, ipre nono ama God ya yomba kanwakai yeinamga. 
1JN.4.20	Ana yomba ta na God kanwakai yei ye dinambuka, ba ye angigle kankinde yei tenan ana ye kakimbi yomba moglkwa. Te yomba ta angigle magl moglko kangwa i kanwakai yeikran ana God teke moglko kankrukwa pre ye eremogl God kanwakai yeikrambuka. 
1JN.4.21	Ana Krais ka giglendi yegl dinorkwa: Yomba ta God pre munduwo panan ana ye angigle pre munduwo ama panambuka.
1JN.5.1	Yomba ye Yesus pre Mesaia moglmedi pirngi dingwa, ye God nangiglma meglkwa. Yomba ta eremogl neno pre munduno panan, ana ye nangiglma pre akiye munduno pangwa.
1JN.5.2	Nono God nangiglma pre munduno pango pirkan ounga i mambuno yegl: God wedi munduno pango ana ye lomo prapra pinande orumnara i dipoglkwa. 
1JN.5.3	Nono God pre munduno panan, ye lomo prapra pinande eramga. Ye lomo i wirigl ta paikrukwa. 
1JN.5.4	Sraglpre, God nangiglma wagle ye makandle embriye mambuno kinde i engre atne endingwa. Ana nono pirngi dumunara i mina yombuglo ere makandle embriye mambuno kinde i ama engre atne endumga. 
1JN.5.5	Ana makandle embriye mambuno kinde i yomba ira yombuglo ere engre atne endume? Yomba ta Yesus pre God Wam moglmedi pirngi dungwa yomba i keunde yombuglo erikwa.
1JN.5.6	Ana Yesus Krais nigl mina baptais ormara mambuno i ya te gogl bormaimo toindi endumara mambuno i mina ungwa.
1JN.5.7	Ana taragl suwota mambuno i dipeglkwa: 
1JN.5.8	Holi Spirit ya nigl ya te bormai, ana taragl suwota i ka digo wu suwara ongwa. 
1JN.5.9	Yomba ka dipene endigo nono punga, ba God ka di nongugl endungwa i yombuglo ere yomba kanno engre tongwa. Sraglpre, God ka dungwa i yene Wam pre dipene endungwa. 
1JN.5.10	Yomba ta God Wam wedi pirngi dingwa, God ka dipene endungwa i ye nomano suna yei-pangwa. Ta ye God kamo pirngi dikrikwa, ye God kakimbi di-di orkwa yagle we dingwa. Sraglpre, God yene Wam pre kamo dipene endungwa i ye pirngi dikrikwa. 
1JN.5.11	Ana God kamo dipene ende norkwa i yegl kra: Nono kor aimande moramga i God norkwa. Ana kor aimande moramga mambuno i yene Wam mina yongwa. 
1JN.5.12	Yomba ta ye God Wam i-wan morambuka, ana kor aimande moraglkwa ye mina yongwa. Te ta God Wam i-wan moglkrambuka, ana kor aimande moraglkwa i ye mina yeikrukwa.
1JN.5.13	God Wam ye kangiye mina ene pirngi dindre ana kor aimande moraglkwa i-kondingwa i ene pirkan eraglkwa, ipre na pepa muno i bogl ene teinga. 
1JN.5.14	Yeglpre nono God kunduglmo goglkre ye moglmara magl pindre ana ye prumere nono taragl kanekane ta norambedi krapogl tomun, ye pra nono pir norambuka. 
1JN.5.15	Ana nono pirkan ounga: Taragl ta inamunedi pre kamange ounga i God ama pirkan orkwa. Te nono pirkan ounga: Ye taragl ta norambedi krapogl tomga ikra i-kondumnedi prumga.
1JN.5.16	Yomba ta angigle tandaglme eran kanambuka, ba tandaglme i mina ye ta goglkrambuka mere panan, ana ye kamange ere God tenan ana angigle kor aimande morambuka i God tenambuka. Sraglpre, tandaglme tau pango erikwa i yomba sigoglkwa pre na ka i diga. Te tandaglme tau pangwa i yomba erimbi ana ye goraglkwa. Ipre ene kamange ere God teiyo na yegl ta dikrika.
1JN.5.17	Ana mambuno kinde prapra erikwa i tandaglme orkwa, ba tandaglme tau pango erikwa i ta goglkraglkwa.
1JN.5.18	Nono pirkan ounga, God nangiglma meglkwa i tandaglme aimande ta ere wanmoglkrikwa. God yene nangiglma sugl wakai moglko ana Satan ta ye erekinde eretekrukwa. 
1JN.5.19	Nono God nangiglma mounga pre ana pirkan ounga, te makan koglkoglo mogl eimara suna igle Satan kongun akeningandi ere ende okuna ongwa. 
1JN.5.20	Nono ama pirkan ounga God Wam undre ana pirpogl sinamga nomano norkwa. Yegl orko kade nono God kaima moglkwa i pirpogl sumga. Ana God kaima ya Wam Yesus Krais, ye mina nono sidakagl mounga. Ye God kaima moglkwa, te kor aimande meglkwa i ye mina yongwa.
1JN.5.21	Na nangrima wagle, god kimbi mina ene sidakaglkre mogl eglke endiyo.
2JN.1.1	Yaglkande kongunmo mina na ende okuna einga, na pepa muno i bogl ambu ene God pinde yungwa ya te nangitnma wagle akiye teinga.
2JN.1.2	Sraglpre, ka kaima i nono mina suna pangwa i nono mina aimande yene paimorambuka.
2JN.1.3	Nono ka kaima dinamunara ya te yomba kanwakai yenamnara i ana God Neno ya Yesus Krais God Wam, ye wakaimo ya mitno goglkwa ya te nomane pokndungwa i nono mina panambuka.
2JN.1.4	Ene nangitnma wagle tau God Neno kamo kaima mina pinande eremeglkwa, i Neno God yegl eriyo dumere ikra erikwa pre na pirtre gun pond yeinga. 
2JN.1.5	Ambu ya, na erme lo kor ta bogl ene tekrika, okuna mambuno ere lo ta dinerko pirkondumga ikra na kordagl krapoglka: Nono yomba kanwakai yeinamga. 
2JN.1.6	Ana wakai kanamnara igle mina ye lomo dumere mere pinande ounga. Okuna imbo ye lomo i ene yegl pirkwa: Ene yomba kanwakai yei wanmoraglkwa.
2JN.1.7	Ka kimbi dingwa yomba merkinde endpi makan koglkoglo eingwa. Ye eremogl Yesus Krais, yomba nangiye pango ungwa i ende ikine unambuka i ye ta dipene endekrikwa. Yomba koyeglmere kakimbi dindre ana Yesus Krais kundamo ikine meglkwa.
2JN.1.8	Ene taragl inamunedi pre kongunmo erikwa ikra wau bogl dinambedi sugl wakai mogltre ana topomo i boglkango ene prapra inaglkwa. 
2JN.1.9	Yomba ta Yesus Krais kamo beke teingwa i ta akegidi moglkre ana puglondi endpi ka ta mina enan ana God yombamo i mina ta mogl tekrukwa. Te yomba ta Yesus Krais kamo beke tengwa i akegidi moran ana Nem ya Wam akiye ye mina moglkwa. 
2JN.1.10	Ana yomba ta ene meglmara undre ka beke tomga i ta ditekran ana ene diwakai yeitekre te ye iyungugl endekriyo. 
2JN.1.11	Yomba ta eremogl yomba koyeglmere ta diwakai yembi ana mambunomo kinde ormere ikra ye wu suwara pi akeple dungwa.
2JN.1.12	Na ka tau merkinde pangwa ene ditenagledi pirka, ba ka i pepa mina bora kiurika. Na ende ene meglmara wimbo ana nono gumano kandre ka di pirpir oun ana nono gun pond yeinamga.
2JN.1.13	Ene ambutn God pinde i-pere endungwa ikra ye nangiglma wagle ene diwakai yeitemiwo.
3JN.1.1	Yaglkande kongunmo mina na ende okuna einga, na pepa i bogl angra Gaius teinga. Te ka kaima mina ene pre na munduna pangwa.
3JN.1.2	Angra Gaius, na kamange erika i ene gunyei wakai motn ana taragl prapra ene mina wu wakai kaima enambuka te enene nomanen wakai yomere yegl kuiyan ama wakai yenambuka. 
3JN.1.3	Ene ka kaima i-wanmogl pamere ere motnga, te kamo kaima i mina engenge duglo botnga ipre yagl kunanma wagle tau ye wu ka boglo kugl nariko na pirtre ana gun pond yeinga. 
3JN.1.4	Ana na nangrima wagle ka kaima konbo yomara i duglo bogl wanime dimbi pirtre na gun pond yenaglka.
3JN.1.5	Angra wakai, ene kongun prapra pamere ertre yombanma mangigl meglkwa i akepledi tendre te yomba yongugl pirngi dingwa i bogl akiye akeple ditenga i wakai kaima etnga. 
3JN.1.6	Ene mambuno wakai etnga ipre angro wagle tau wu God yombama meglmara ditengwa. Te God kongunmo ipre ene pirdime dindre ana ye konbo bange enaglkwa ipre taragl tau akeple ditenatnga i wakai kaima pangwa. 
3JN.1.7	Yesus Krais kangiye dimitna endina-pre kamambuno kongun ere ende menda eingwa ba kamambuno kiurikwa yomba mina taragl akeple dinambuka ta ikrikwa. 
3JN.1.8	Ipre nono kamambuno punga yomba eremogl yombamo yeglmere akeple dinamga. Yegl oun kade nono nomane suwara yei ka kaima ipre kongunmo eramga.
3JN.1.9	Na pepa muno bogl God yombama teinga. Ba Daiotrefis, ye yomba kande moragledi prukwa. Ye nono kanno i pirkrukwa. 
3JN.1.10	Na ene meglmara unaglka enge, ye taragl kanekane orkwa i dipene endinaglka. Ye ka kinde kanekane dindre te kakimbi merkinde nono pre dungwa. Ye nono keunde ta dikinde yeikrukwa. Tamanga. Ba angro wagle tau wingwa i ama ye di yungugl endekrukwa, te yomba tau akepledi wakai eretenamnedi eriko ye mane dindre ana God yombama meglmara igle pi dinaglmedi mange menda endungwa.
3JN.1.11	Angramo wakai, mambuno kinde erimere i ene erekratnga, ba mambuno wakai pamara i akepledi eratnga. Yomba ta mambuno wakai orkwa i God yombamo moglkwa, te yomba ta mambuno kinde orkwa i ye God wedi pirkan erekrukwa. 
3JN.1.12	Yomba prapra Demitrias kongun wakai orkwa ipre dembiye singwa. Te God kamo kaima dumara i ama Demitrias mambunomo wakai wu pene ongwa. Te nomane ye pre dembiye sumga, i ene pirkan etnga. No ka dumga i kaima yene.
3JN.1.13	Na ka tau merkinde pangwa ene ditenagledi pirka, ba ka i pepa mina bora kiurika. 
3JN.1.14	Na tambre kana wu ene kanagledi pirka, ana na wimbo nono gumano mina kandre ka di pirpir eramga.
3JN.1.15	Ene nomano pokndi yenano. Angro ambaro magl ya meglkwa ye ene diwakai yeitengwa, te na ama diwakai yeiteinga i ene pi yomba prapra eglire meglkwa i dito.
JUD.1.1	Jut, Yesus Krais nigl-kongunmo yomba mogl te Jems angigle moglka. Na pepa muno bogl yaglambu God agle di yungwa yomba teinga. God Neno ene wakai kaima kangwa ana Yesus Krais ye yene ene sutno moglkwa. 
JUD.1.2	God, mitno goglkwa mambuno ya nomane pokndi yenambuka ya te yomba kanwakai yenaglkwa i ene nomane mina giglendi pandigl tenambiwo.
JUD.1.3	God yombama wagle du-wakai kra, God kongun giglendi ertre nono prapra ere-yungwa. Ipre na okuna pepa muno bogl God yombama pirngi dingwa wagle sigigledi tenagledi munduna pangwa. Ba na erme yegl pirka, ene pirngi dingwa i panan, kamambuno wakai si endinaglkwa yomba, ye mina mogl eglke endinaglkwa. Ana pirngi dumga suwara i God norkwa ana nono pirngi dumga i yomba ta i eglke endekraglkwa. 
JUD.1.4	Ene pirngi dingwa yomba meglmara yomba tau uglmange ere ende suna wingwa. I okuna kamambuno mina pepa muno beglko pangwa. I God kamo wedi kakimbi beke teingwa yomba ye God wakaimo i beke tekre, mambuno kinde kanekane nomane mina eraglmedi pre bagl nusingwa. Yomba yegl erikwa i nono Yaglkandeno Yesus Krais suwara i mokono teingwa.
JUD.1.5	Israel yomba Isip makan meglko Yaglkande auro yend menda ungwa i ene pir kendingwa, kamo i na aglke kordagl ditenaglka. Te okuwo yomba tau Yaglkande wedi pirngi dikrikwa i keunde si goglkwa. 
JUD.1.6	Ana angelo wagle, God kongun kande eraglmedi tomere erekre, ye dumono kaima kinde kondingwa ipre yombamo i God sen mina kane kogl endungo mim kandekinde ormara aimande kane paimogl ana enge kande mina kot eraglkwa pre sugl meglkwa. 
JUD.1.7	Angelo erimere kuno yegl. Sodom ya Gomara kamun ya taun tau mangigl koglkoglo yongwa i yaglambu monguglo guagua kane ta ertre ana deno munduno mina gagle sungo monguglo erekrimere erikwa. Ye mambuno kinde erikwa pre God si donga aimande depamara endungwa yeglpre ye mambuno erimere i nono yegl erekramga.
JUD.1.8	Kuno yeglmere yomba meglkwa suglo uglkumbu kanekane kandre i kaima pamedi mambuno kinde kanekane ertre ana ye yene nangino ere kinde erikwa. Te Yaglkande kamo sende ana heven ambuglange wakai ya angelo ombugl akiye dikinde yengwa. 
JUD.1.9	Ba angelo mogl-mitna endungwa Maikel yegl erekrukwa. Ye okuna Moses goglko, nangiye briye ira inambedi pre Satan bogl tengramo dimbrika ba Maikel ka kinde ta dindre Satan ka ta tekrukwa. Ba Maikel yegl dungwa, “Yaglkande yene ene ka tenambuka.” 
JUD.1.10	Te yomba magl meglkwa i ka mem pirpogl sikre, katewe di taragl prapra tengwa. Ye nomane agl-bugla nomane pamere kuno yegl pango, mambuno guagua erikwa. Taraglmo erikwa i ye yene ere kinde kaima ere tongwa.
JUD.1.11	Ye yumbun kandekinde inaglkwa! Kein ormere mere ye erikwa. Te ye minge moni inamunedi yombuglo ere erikwa i Balam aglau ormere ye erikwa. Te God kamo sendingwa i okuna Kora ormere ye erikwa. Yegl erikwa ipre ye wu kinde pi kondingwa.
JUD.1.12	Ene makai sindre angro deno munduno te nomane suwara yeingwa, kaiya mokna neimara igle ye suna mogl erekinde ere-ere erikwa. Ye ene bogl akiye kaiya mokna neingwa, ba ye yene kundugl kurita goglkre yombanoma sugl wakai moglkrikwa ba ye yene sutno meglkwa, ye kamun kua kamun suna moglkruko, ir mange yend perepere omere yegl ye meglkwa. Te endi mongo koraglkwa engeno yongwa ba mongo koglkrimere yegl ye meglkwa, te endi gigle gogl kondungo yomba endimo mambuno bogl, puro endimere yegl ye meglkwa. 
JUD.1.13	Ye mambuno kinde angai geglkwa pangwa i ningadi eriko ana erikwa i mundi nigl pembigl pond dindre euriye sungwa yeglmere. Te kugl-kuri kamun kua mitna wu ikine ikine eimere yegl ye meglkwa. Ana God angai ta akekun orkwa i mim pond ere ake kama kinde sumara igle ye aimande kamun moraglkwa.
JUD.1.14	Adam mina yei mogl ende inda wingwa i Inok epigl 7 moglkwa. Ana yombamo i mambuno kinde eremeglkwa pre Inok ka propet dungwa: “Kaniyo. Yaglkande angelomo holi tausen tausen bogl akiye wingwa, 
JUD.1.15	ye yomba prapra ka-tange tendre te ye mambuno kinde kanekane erikwa i poglodi piraglkwa te tandaglme erikwa yomba tau God aimande mokono tengwa God yegl erimbo kade yomba aglau ertre ka kinde kanekane diteingwa i poglodi ikine ende piraglmedi prukwa.” 
JUD.1.16	Yombamo i yomba nangino ka plau dungwa i deno kumbrukwa. Ye nomane ponglau boglmara i duglo beglkwa. Ye yene yomba kande moune dindre ka kande giglendi dindre, kangino ake mitna endingwa. Ye yomba taratno gundo inamunedi pre kinano paglwagl erikwa.
JUD.1.17	Angrima kaima wagle nono Yaglkandeno Yesus Krais aposelma wagle okuna kamambuno di nerikwa ikra kor dagl poglodi piryo. 
JUD.1.18	Ye yegl di ene teingura, kamun makan dundinambuka engemo magl eran, yomba God mokono tendre te mambuno wakai pangwa i erekre, yene nomane kinde anduglmere i eraglkwa. 
JUD.1.19	Yomba i eriko ene kamambuno pirkwa yomba poim singwa yombamo i makandle mambunono pamere i eriko, ana God Spiritmo ye mina ta moglkrukwa.
JUD.1.20	Ba ene angrima wakai wagle ene God kamo holi pirngi dingwa i ake gidi mogl, ana Holi Spirit yombuglomo mina kamange engenge eriyo. 
JUD.1.21	Ene God wakai kanmara i aimande molo. Ana Yaglkande Yesus Krais pre engenge suglmo meglmbi, ye mitno goglkwa i-pene endinan ana kor aimande yene moraglkwa tenambuka.
JUD.1.22	Yomba tau pirngino gugl sungwa wagle i ene mitno gogl teiyo. 
JUD.1.23	Ana yomba tau donga domara suna meglkwa mereyegl meglkwa. Ipre ene oglandi kaima ye i menda endiyo. Ene kundugl gogltre mitno geglkwa mambuno i ene yomba tau ama teinaglkwa ba ye mambunono goglo i kungugl deglmbi kaima yomere yegl. Ene mambuno i kundugl golo.
JUD.1.24	God ene sutno wakai moran, ene yange sikraglkwa ye pra ene auro i ambuglangemo mina enambuka kuno orkwa. I ene aglau maglau ta paikran ana ene gun pond kaima yenaglkwa. 
JUD.1.25	God i suwara kaima moglkwa, te nono yombano kande Yesus Krais kongun ormara i ye no ikine endungwa. Nono ye kangiye akepledi dembiye si tenamga. Ye king mogl gumamugl kaima endinambuka te ye yombuglo gigledi kande panan ana taragl prapra sutno morambuka. Ye okuna imbo aimande yegl moglkwa, te erme ama ye yegl moglkwa. Te okuwo imbor ye ombugl yegl aimande yene mogl panambuka. I kaima.
REV.1.1	Okuna ka i teke pango Yesus Krais i-pene endungwa. Taragl tambre kana plau dinambuka ipre Yesus Krais nigl kongunmo yomba ditenambuka pre God di Yesus tongwa. Ana Yesus ka i ere i-nongugl kaima endina pre angelomo ta di endungo wu kongunmo yomba Jon ditongwa. 
REV.1.2	Ana na Jon taragl prapra ta kaninga i pepa muno boglka, i God kamo ya te Yesus Krais ka dungwa ya te kongun orkwa i ama akiye dipene end-iwa. 
REV.1.3	Propet ka pandum dungo pepa i mina bogl pandiglka kerambuka yomba ya, te pir i-nomano suna endinaglkwa yomba prapra gun yenaglkwa. Sraglpre, taragl i prapra plau dinaglkwa enge ende magl ungwa.
REV.1.4	Na Jon, Esia Provins God yombama yungu ombuno 7 suna yeingwa i na pepa muno bogl teinga,
REV.1.4	God erme moglkwa, okuna imbo moglkwa te okuwo unambuka, ana ye wakaimo ya dem munduwo pokndungwa i ene tenambuka, te God king boglmo mina nongagle spirit 7 meglkwa, ye ombugl arganno ya deno munduno pokndungwa ene tenaglkwa. 
REV.1.5	Te Yesus Krais ye God kamo pamere dindre, te geglkwa mina ye komnaiye andigl ukor pindre ana makandle king prapra ye sutno moglkwa. Ye ama arganmo ya dem munduwo pokndungwa ene tenambiwo.
REV.1.5	Ye nono wakai kandre ana bormaimo mina tandaglmeno koko endungo nono wu wakai omga. 
REV.1.6	Ana ye ere endungo nono ye yombamo mogltre ana ye Nem God kongunmo eramga pre pris kongun norkwa. Ana Yesus yombuglomo pai kuno orkwa ya kangiye kande aimande aimande panambuka. I kaima.
REV.1.7	Kaniyo, ye kamun kua mina
REV.1.7	suna mogl una orkwa, ana
REV.1.7	yomba prapra ongumutno
REV.1.7	mina ye kanaglkwa, te
REV.1.7	kuglange mina ya buglo-nil
REV.1.7	mina singwa yomba ikra ama
REV.1.7	kanaglkwa. Te makandle
REV.1.7	yomba prapra ye pre kinano
REV.1.7	suwo gundo piutno tagla
REV.1.7	sindre kai giglange sinaglkwa.
REV.1.7	I kaima yene, yegl panambuka.
REV.1.8	Yaglkande God yegl dungwa, “Na mambuno boglmara kaima mogl te dundumara kaima moglka.” Ana God i yombuglo pond pangwa ye erme moglkwa okuna imbo moglkwa te okuwo unambuka.
REV.1.9	Na Jon, ene angro, nono Yesus bogl wu suwara pi ye kingdomo mina i yumbun ya giugl indre pirwinge ere wanmounga. Na God kamo dipene ende te Yesus wedi pirngi diga i dinongugl endiga pre na sendigo ailan Patmos moglka.
REV.1.10	Ana Yaglkande engemo mina Holi Spirit na ake wu dinarko ana na mokonamugl ka kande ta dungo pirka. Nungo embriye biukul bendumere yegl dungwa. 
REV.1.11	Ana ka i yegl dungwa, “Taragl prapra kanga i pepa mina suna bogltre ana God yombama yungu ombuno 7 meglmara endinatnga: I Efesus kamun ya, Smena kamun ya, Pergamam kamun ya, Taiataira kamun ya, Sadis kamun ya, Piladelpia kamun ya te Leodisia kamun.”
REV.1.12	Ana yomba ka dinarkwa i kanagledi pre kan aketeinga. Na kan aketendre ken-lam 7 gol pagl bekingwa i botno mina tengo kaninga. 
REV.1.13	Te ken-lam botno yeimara pukamugl i yomba ta moglko kaniga. Ye Yomba Wam mereyegl.
REV.1.14	Ye bre ya bre yungo kruwo sipsip yungo ya kamun kua kruwo mereyegl, te ye ongumuglo suwo-akiye endi donga bauglo mereyegl ambuglange giglendi sungwa. 
REV.1.15	Ye kagle suwo-akiye bras endi donga mina suna de gogl ere wangigldi pamere yeglmere, te nungo embriye nigl muglkumdi kuglosi mu dumere yegl. 
REV.1.16	Ye ongo wokra kugl-kuri 7 ake moglkwa, te dikumba prak ta drambiye ya gon mina akiye nongwa i ye dra mina ende menda wu pangwa. Ana ye gumadra ande ambuglange kande giglendi sumere yegl ambuglange sungwa.
REV.1.17	Na ye kandre ana ukandi yange kagle mina si, geglkwa mereyegl du painga. Ana ye ongo wokra na nangina ake yegl dungwa, “Ene kundugl goglkro! Na gumamugl moglka te pundunomugl moglka. 
REV.1.18	Na kor-moglka yagle! Na okuna goglkra, ba kano, na kor aimande moglka, te aimande aimande mogl enaglka. Te na geglkwa ki ya geglkwa yomba dumono i ki suwo-akiye na ake moglka.
REV.1.19	“Yeglpre, taragl erme plau dungwa ya okuwo plau dinambuka ene kan-kondinga i pepa mina muno boglo. 
REV.1.20	Ana kugl-kuri 7 na onguna wokra yongwa i ya ken-lam gol 7 ene kanga i mambuno kaima teke pangwa i yegl. Kugl-kuri 7 i angelo 7 ye God yombama yungu ombuno suwara suwarandi yomara i sugl meglkwa. Te ken-lam gol 7 i God yombama yungu ombuno 7 yeingwa.
REV.2.1	“Ene ka tau yegl pepa muno bogl Efesus God yombama angelono i to.
