GEN.1.1	Deusũ nai inũ mai dami wakĩ eska wakĩ taewanikiaki. 
GAL.2.20	Natiã na ẽ yurawẽ ẽ hiweyuairã, Deusũ bakẽ ea abui ewẽ taea mawanishũ ea xinã betsa wamani ha ikũwaĩ ẽ hiweyuaii. Haskawẽ taea earã, ẽ ana emebi yunui ẽ hiweamaki. Hakia Cristo bestitũ ea yunui ewẽ hiweyuikiki. 
GAL.2.21	Haska inũ, Moisés keneni txibaĩ ẽ pepa bestiaya Cristo hamẽ nuku mawashũkeaniki. Hakia natianã, ẽ ana haskamaki. Deus ewẽ nuiaya Cristõ ea mekeawẽ taeshũ ẽ shenipabũ beya henetã Cristo besti ẽ txibãkubainaii”, akĩ ẽ Pedro yusĩniki, dasibitũ nĩkaibunã.
GAL.3.1	Galácia anua unaĩsmapa tatimabuũ, tsuã matu dauĩmẽkaĩ, parã paepa wakinã? Jesus Cristõ matu pepawanũ ika cruzkia matu mawashunikiri ẽ matu unãmakubaĩbiaya huni betsabũ hatũ yusĩa bena matu yusĩkĩ parãkubaĩkanikiki. 
GAL.3.2	Haskakẽ na besti matu yukanũ: Haskarawẽ taeshũ Deusũ Yushĩ Pepa mã binimẽ, Moisés keneni txibãkĩraka? Ẽ yusĩa Jesuskiri ikũwãkĩraka? 
GAL.3.3	Unaĩsmapahairabuũ, haskakĩ Deusũ Yushĩ Pepa bikĩ taewabiayama hakimatã ana pepanũ, iwanã, hunibũ beya mã txibãkubaĩkanaii, kanekĩ txakabuwairã. 
GAL.3.4	Hamẽ Deusũ kuxipa mã binimẽ? Mã haskayarã, ẽ harakiri xinãtimaki. 
GAL.3.5	Deusũ hawẽ Yushĩ Pepa matu inãshũ hawara dami itimaska hawẽ kuxipawẽ hunibũ atirubuma matu amakubaĩmisrã, haratu txibãkĩ matu amamismẽ? Moisés keneni mã txibãmiswẽ taeshũraka? Haskamahairaki. Uĩrakãwẽ. Deusũ hãtxa nĩkakĩ mã ikũwaĩwẽ taeshũ besti hawẽ kuxipawẽ matu amamiski.
GAL.3.6	Ẽ shenipabu inikiri matu yuinũ nĩkakãwẽ. Abraãonẽ Deus nĩkatã ikũwaĩwẽ taeshũ Abraãokiri hãtxakĩ Deusũ yuikĩ: “Huni pepaki”, aniki. 
GAL.3.7	Haskakẽ tsuabũra Deus ikũwãkĩ Jesus txibãmisbu Abraãonẽ bababu kayabibuki. 
GAL.3.8	Hanua judeubuma dikabibũ hatũ xinã betsa watã hatũ txakabu henetã Jesus ikũwãshanaibuwẽ taeshũ Deusũ unãkĩ hawẽ hãtxa yuishunika Deusũ Yushĩ Pepatũ Abraão kenemashũkĩ yuikĩ: “Deus mĩ ikũwaĩwẽ taeshũ yura shukua tibibu dasibibũ hawẽ bake ikũwaĩbu hiwekuĩmakĩ Deusũ miwẽ taeshũ hatu duawashanikiki”, aniki. 
GAL.3.9	Haskakẽ Abraãonẽ ikũwãyã Deusũ duawani keska wakĩ tsuabũra hawẽ bake ikũwaĩbu Deusũ duawariamiski, hiwekuĩmakinã.
GAL.3.10	Hanushũ Deusũ hãtxakiri hawenabu Moisés yuikĩ: “Hawẽ yunuti inũ hawẽ nemati ẽ matu keneshunai tsuabũra dasibi txibãhairabumakẽ Deusũ hatu yupukĩ pe hiwemama ishanikiki”, haska watã hatu keneshuniwẽ taea txibãmabia hatũmebi pepapaikĩ hawẽ yunuti inũ hawẽ nemati txibãpaikĩ pewabumakẽ Deus hatuki sinatamakĩ yupushanikiki. 
GAL.3.11	Haska inũ: “Ikũwaĩ pepabu hiwekuĩshãkanikiki”, iwanã, Deusũ hawẽ hãtxa yuishunika kenemaniwẽ taeshũ hawẽ yunuti inũ hawẽ nemati besti txibãkĩ Deus daewatirubumaki, nũ unãnã. 
GAL.3.12	Hawẽ yunuti inũ hawẽ nemati Deusũ Moisés inãni txibaĩnã, hawẽ hiwea kayabi Deus anua bitimaki. Hakia Moisés yuikinã: “Tsuãra Deusũ yunuti inũ hawẽ nemati txibãkubaini ha yusĩa hãtxawẽ kaneama hawẽ hiweshanikiki.” 
GAL.3.13	Deusũ hawẽ yunuti inũ hawẽ nemati yunukinã, hawẽ yupukunãkatsi aniki. Hatũ nukũ txakabuwẽ nuku yupubiaya Cristõ nuku meshpamanũ ika nukũ txakabu kupiti bi nuku mawashuniki. Haskai kaikiri bebũkiri Moisés yuikĩ: “Tsuara hatũ txakabuwẽ taeshũ tenãkĩ hiki netãbu mawaya Deus hawẽ nuiama yupumiski”, iniki. 
GAL.3.14	Haskawẽ taeshũ haska Deusũ Abraão duawakĩ pepa yubani Jesus Cristowẽ taeshũ judeubumãri mã ikũwãyã Deusũ Abraão yubaniwẽ taeshũ hawẽ Yushĩ Pepa Deusũ ma matu inãni dasibi mã ma hayaki.
GAL.3.15	Ẽ betsabu inũ ẽ puibuũ, haska yurabu yubakai xinaĩ hãtxamisbu keska matu yuinũ nĩkairakãwẽ. Yurabu yubakanametã xinãma tsuã henetiruma inũ tsuã betsa watirumaki. 
GAL.3.16	Na haska ẽ shenipabu Abraão Deusũ yubakinã, hawẽ baba bestitxaikiri aniki. Hakiri kenekĩ hawẽ bababu itxapakiri yubakai hãtxama hakia ha haska hawẽ baba bestitxaikiri yui yubakairã, Jesus Cristokiri iniki, nukubũ ha nũ ikũwãshanũbũ nuku anu hushanai yubakinã. 
GAL.3.17	Hanua ma ana 430 bari kaya hawẽ yusĩa Moisés yuibia dasibi Deusũ Abraão bebũkiri yubani maewamakĩ txipu Moisés hawa betsa wamama iniki. Haskakẽ hawara Deusũ Abraão yubani hawa betsa wama ashũkubaĩshanikiki. 
GAL.3.18	Haska inũ, Moisés yusĩa txibaĩ nũ pepaya hawara Deusũ Abraão yubani mã hawama ikeanaii. Natianã, haskamaki. Deusũ Abraão yubanirã, tsuã betsa watirumaki.
GAL.3.19	Haskakẽ haska Deusũ hãtxa Moisés yununirã, matu yuinũ nĩkakãwẽ. Kanekĩ haska habũ txakabu waibukiri hau shabakabi unãnũbũ Deusũ hawẽ yunuti inũ hawẽ nemati Deusũ hawẽ nai tsumabu Moisés yuimakubainiki. Haska bebũkiri Abraão hawẽ baba betsakiri Deusũ yubani huriamakẽ hau Moisés yusĩa txibãkubainũbũ yurabu hatu yusĩkubainibuki. Deusũ nai tsumabũ hawẽ yunuti Moisés yuimabiakubaĩshanai 
GAL.3.20	ha dukũ Deus Abraãobe yubakakĩ ibubis Deus bestitũ anikiaki, tsua hãtxashunamarã.
GAL.3.21	Ha dukũ Abraão Deusũ yubani inũ ana ha katxu Moisés yusĩmanirã, haska ha dukũ Abraão yuini Deusũ betsa wakĩ nematirumẽ? Haskamaki. Deus daewakĩ hawẽ nemati inũ hawẽ yunuti hãtxa pe txibãkubaĩkĩ tsuabũra hiwekuĩa bikeãkanaii. 
GAL.3.22	Deusũ hãtxa Moisés keneni uĩkĩ dasibibũ txakabuwakubainaibukiri ibubis unãbiai pe hiwetirubumakẽ haska Deusũ hatu yubani Jesus Cristo ikũwãmisbũ besti hiwea kayabi bishãkanikiki.
GAL.3.23	Nũ ha ikũwãshanai huriamakẽ Deusũ Moisés yusĩa keneniwẽ hawẽ nuku bitxikĩ akawashũ nuku tea wayuniki, hawẽ taeshũ Jesus Cristo manakakĩ nũ hawẽ unãti wayunũbunã. 
GAL.3.24	Haska inũ, Cristokiri unãkĩ ikũwãkĩ nũ txibaĩbu nukũ txakabu buatã hau pepabu keska Deusũ nuku washanũ, iwanã, hawẽ yunuti inũ hawẽ nematiwẽ nuku mekeyukubainiki. 
GAL.3.25	Hakia natiã nũ Jesus ikũwaĩbu habias yunuti inũ nematiwẽ nuku ana tsumamakẽ 
GAL.3.26	dasibi mã Jesus Cristo ikũwaĩ mã ma Deusũ bakebukẽ hatũ besti matu mekekubainikiki. 
GAL.3.27	Haska inũ, mã Cristo ikũwãkĩ hatu unãti wamanũ ikaya matu naximabu mã tari sawemis keska wakĩ Cristoki dasikĩ mã ma tari sawekĩ akawaniki. 
GAL.3.28	Haskai mã yura bestitxai keskaki. Judeubu kasmai judeubuma inũ, tsumayabu kasmai tsumabuuma inũ, hunibu kasmai aĩbuaibu xinãma hakia mã Jesus Cristo ikũwaĩbu besti dasibi mã yura bestitxai keska mã haki dasia xinãkubaĩkãwẽ. 
GAL.3.29	Mã Cristonaburã, habia mã Abraãonẽ bababu dikabiwẽ taea haska Deusũ Abraão yubaniwẽ maturi hawenabui mã hiwea kayabi hayariashanaii.
GAL.4.1+GAL.4.2	Na miyuiwẽ ẽ matu yusĩkatsis ikaii. Huni betsa huni bakeya hawẽ ibu mawakĩ hamapai xarabu haya hawẽ bake heneshũbaĩmisbuki. Hakia hawẽ bake ewariama hawenabũ yumewaibũ huni betsã hawẽ epã mabu mekeshũyuabu hawẽ epã mabu inũ dasibi hawẽ hamapai xarabu hamebi hawẽ bakẽ ibuwaitiã hawẽ epã hanu yuini kemariama ha hawẽ bake ewatã hawẽ mabubia ibubis hawena wariamawẽ taea dayaru escravo nuitapai keskai hiweyumisbuki. 
GAL.4.3	Haskakẽ nukuri bake mixtĩbũ xinã keska nũ ewariama keska hunibũ yusĩawẽ inũ hatũ beyawẽ nuku mekenibuki. 
GAL.4.4+GAL.4.5	Deus yubakakĩ hanu hawẽ bake yunutiwani menekĩ Deusũ hawẽ bake yunua hua aĩbukia kaĩtã Moisés yusĩniwẽ yumetã hatũ Moisés yusĩni txibãkĩ ha yurabu hawẽ mekeaibu hatũ kupiti nuku bishuãyã txanima kayabi Deusũ bakebu benimai nũ pepashanũbũ hawẽ bake shabakabi dami watã tashnimaniki. 
GAL.4.6	Haska inũ, nũ ma Deusũ bakebukenã, Deusũ hawẽ bakẽ Yushĩ nukũ huĩti merã yunua Deus hatũ nuku kenamakĩ: “Ẽ Epa nuikipatuũ”, nuku amamiski. 
GAL.4.7	Mã haskaya ana Moisés yusĩawẽ mã dayaru escravo keskama ikis mã Deusũ bake kayabiki. Haska inũ, Deusũ duawakĩ hawẽ bakebu wakĩ hiwea kayabi matu inãkuĩshanikiki.
GAL.4.8	Uatiã Deus kayabi unãriama matũ mekenã dami yushĩ betsa betsapa kẽwaĩ hatũ escravo tsuma mã inibuki, haskatimabiakenã. 
GAL.4.9	Hakia natiã Deus mã unaĩ bestima Deusũri duawakĩ matu unãriaikiki. Haska unãbiakĩ ana txĩtũkirã hawãra matu pepawatirubuma txibaĩ mã ana hatũ dayaru escravo ikatsis ikimẽkaĩ? 
GAL.4.10	Hawẽ pepanũ, iwanã, Moisés yusĩa txibaĩ judeubũ besi betsa betsapa mã imiski, hanu nawatitiã inũ, ushe benatiã inũ, uitiã inũ, baritiã inũ, bari benatianã. 
GAL.4.11	Mã haskawẽ taea hamẽ dayakĩ ẽ matu merabewama ikimamẽkaĩ? ika ẽ dateaii.
GAL.4.12	Ẽ betsabu inũ ẽ puibuũ, matu Jesus ikũwãmakĩ taewamai judeubũ beya txibãma matũ beya txibaĩ ẽ matube hiweyuniki. Ea nĩkakãwẽ. Natiã ẽ hiwemis keskariai hiwekubaĩkãwẽ, ẽ matubetã hawa txakabu waismawẽ taearã. 
GAL.4.13	Haskakẽ matu yusĩkĩ ẽ taewaitiã isĩ txakabũ ea atxia ẽ nuitapaya 
GAL.4.14	ẽ yura ẽ isĩ tenei atimapakĩ matu unãti wamabia mã ea hawa danãma Deusũ nai tsuma keska ea wai ewẽ benimai Jesus Cristo kayabi keska wakĩ mã ea duawaimaki. 
GAL.4.15	Hanushũ matũ beru ẽ matu ea akaya ea merabewanũ, iwanã, matũ beru tsekashũ mã ea inãkeanimabuki. Ea haska wai mã benimakubainimawẽ taeshũ haskai mã ana haskamamẽ? 
GAL.4.16	Hãtxa txanima ẽ matu shabakabi yuiaiwẽ taearã hawai ẽ ana matũ haibumamẽ, natiã mã eki sinatakũkainairã?
GAL.4.17	Haskakĩ Jesus ikũwaĩ matxupabu huĩti txakabuyabũ judeubũ beya matu txibãmakatsis ikĩ tari matu pashkanũ, iwanã, matu hawenawakĩ habũ yusĩa besti matu txibãmakĩ hawẽ tsumabu matu wakatsis ikanikiki. 
GAL.4.18	Hakia itxapabu merabewakĩ mã hatu pe mekeaiburã, haskarã, pehairaki, ẽ matube hiweshũ ẽ matu yusĩa xinãkĩ mã amis keska bestima heneama hatu ashũkubaĩkãwẽ. 
GAL.4.19	Ẽ bake keskabuũ, haskakĩ mã ana ea bika tenemai? Cristo matu ikũwãmakĩ ẽ matu merabewaya mã ea ani keska wakĩ mã ana ea bika tenemaii, aĩbu bake kaĩ isĩ tenemis keska ea wakinã. 
GAL.4.20	Haskarara mã xinaĩ ikai ẽ matu unãmaki. Hamẽ natiã ea kayabis ẽ harirã, haska ẽ xinaĩ hãtxa pewẽ ẽ matu yui kapanã ẽ katirumaki.
GAL.4.21	Moisés yunuti inũ hawẽ nemati mã bemakis txibãmisbuũ, Moisés yusĩa mã nĩkaisbumamẽ? 
GAL.4.22+GAL.4.23	Hakia Moisés keneni uĩkĩ ha Abraãonẽ huni bake Ismael inũ Isaquekiri nũ uĩmis matu yuinũ nĩkairakãwẽ. Abraãonẽ aĩ Sara hau dayashũkũkaĩnũ peiwẽ Agar bikĩ hawẽ dayaru escravo wabianishũ hanubi aĩwãriatã haki Abraãonẽ bakewa hawẽ bake Ismael hawẽ yubakati hayama kaĩnikiaki. Hakia Abraãonẽ hawẽ aĩ Sara peiwẽ biama aĩ kayabi wani Deusũ merabewaya Sara yushabuhairabiakẽ hawẽ bake Isaque haki bakewaima kaĩrianikiaki, haska Deusũ Abraão bebũkiri yubani meneirã. 
GAL.4.24+GAL.4.25	Abraãonẽ aĩ betsa escravo Agarrã, haskakiri yuiarã, ha aĩbu escravo Mati Sinai Arábia mai pakea anu keskaki. Ha mati anushũ Deusũ Moisés yusĩkĩ hawẽ yunuti inũ hawẽ nemati inãnikiaki, hau keneshanunã. Habũ nĩkatã yubakai: “Ha Deusũ yunuti inũ hawẽ nemati nũ txibãshanaii”, iki Israelbu Deusbe yubakai hãtxanibukiaki. Hanushũ Agar escravo ini keskakĩ habũ ha yunuti inũ nemati Moisés keneni txibãmisburã, escravo keskabuki. Jerusalém anu hiwebiabu Mati Sinai hatũ ewa keskaki. 
GAL.4.26	Hakia nukuburã, nũ Deusũ bake kayabibuwẽ taea Jerusalém nai anua nukũ ewa keskaki. Deusũ nuku mekeawẽ taea nũ escravõ bakemaki. 
GAL.4.27+GAL.4.28	Ẽ betsabu inũ ẽ puibuũ, matuburã, Deusũ Isaque yubani mã ha keskabuki. Deusũ bake kayabiburã, mã hawẽ yuba hayaburiki. Haska inũ, Deusũ hãtxa yuishunika Isaíasĩ yuikĩ:
GAL.4.27+GAL.4.28	“Bake bisma mã nuitapabiai baba hayakĩ
GAL.4.27+GAL.4.28	aĩbũ bake bimis mã binumashanaii.
GAL.4.27+GAL.4.28	Haskakẽ habũ mã bake bitiruma benimahairakubaĩkãwẽ.
GAL.4.27+GAL.4.28	Bake bi isĩmisbu keskai mã isĩ teneisma mã unaiĩ.
GAL.4.27+GAL.4.28	Ha inũ, betsarã, beneyabia matũ benẽ matu henebaina
GAL.4.27+GAL.4.28	bake itxapa bikĩ ha beneyabu mã hatu binumariashanaii,
GAL.4.27+GAL.4.28	bakeyakinã. Haska xinãkãwẽ”,
GAL.4.27+GAL.4.28	atã keneniki. 
GAL.4.29	Hakia hawẽ escravõ bakẽ Deusũ yubakĩ bake inãni Isaque Ismaelĩ itxakawani keska wakĩ natiãri Deusũ Yushĩ Pepatũ daya nũ akai Moisés yusĩa bemakis txibaĩbũ nukuki sinatakĩ nuku ibu wakĩ escravo wanũ, iwanã, nuku itxakawariakanikiki. 
GAL.4.30	Hakia hawara Sarã Abraão yuini Moisés nuku keneshuni matu yuinũ nĩkakãwẽ: “Isaque besti ẽ bakekẽ mĩ dayaru escravõ bake ẽ bakebe ewatã nũ mawaya hau nukũ mabu biama ishanũ menã Agar inũ Ismael hatu nitxĩriwe”, akĩ Sarã Abraão yunukĩ yuiniki. 
GAL.4.31	Haskakẽ natiã ẽ betsabu inũ ẽ puibuũ, Moisés yusĩawẽ hawãra nuku ibu wakĩ amamisrã, hawẽ escravo keska ana iyamakãwẽ. Hakia escravo keskama Abraão hawẽ bake kayabi yubani keska ikubaĩkãwẽ, tsuã tsumamarã.
GAL.5.1	Haska inũ, Moisés nemati inũ hawẽ yunuti nũ ana txibãyamanũbũ Cristõ nuku kaĩmaniki, Moisés yusĩa txibaĩ nũ ana hatũ escravo iyamanunã. Matu haska nemanikẽ Jesus besti txibaĩ ana xinã betsa wama judeubũ yusĩa danaĩ ana hatũ dayaru escravo iyamakubaĩkãwẽ.
GAL.5.2	Haskakẽ hawara ẽ Paulõ ẽ matu yuiai nĩkairakãwẽ. Ha dukũ judeubũ hatũ beya matu txibãmakĩ matũ hina kubitxi matu meshtematã hanushũ Jesus matu ikũwãmaiburã, hamẽ Cristo nuku mawashuni mã hamẽ ikũwãkanaii. 
GAL.5.3	Ana matu shabakabi yuinũ ea nĩkakãwẽ. Tsuabura judeubũ hatũ beya matu txibãmanũ, iwanã, Moisés yusĩniwẽ matu nĩkamas kemumakĩ matũ hina kubitxi matu meshtemaiburã, haska Moisés yununi inũ nemani mã hawẽ pepakatsis ikairã, hatubetã haska besti menekĩ txibãkubaĩkãwẽ.
GAL.5.4	Haska Moisés yusĩa txibaĩ pepanũ ika txĩtũkirã Deus matuwẽ nuini pepa danaĩ Cristo henei mã hawenabumaki. 
GAL.5.5	Hanua nukunã, Jesuski dasitã nũ ikũwaĩwẽ taeshũ Deusũ Yushĩ Pepatũ nuku merabewaya Deus kaneismatũ nukũ txakabu nuku buashuniwẽ pepai nũ habe hiwekuĩshanai hawa teama nũ manayukubainaii. 
GAL.5.6	Haska inũ, Jesus ikũwãkĩ hina kubitxi meshteaibu inũ meshteabuma hamẽ ikanikiki. Hakia Jesus Cristo ha besti ikũwaĩ nui benimai nũ haki txiti ikubainaibu besti nũ hawenabuki. 
GAL.5.7	Haskakẽ hãtxa kayabi mã nĩkahairakubainaya parãkĩ tsuabũ ha hãtxa txanima mã txibãyamanũbũ matu nemakubaĩkanimẽkaĩ? 
GAL.5.8	Habũ matu paraĩbũ hatũ yusĩanã, Deusunamaki. Deusũ matu katunitũ haska hãtxa matu yusĩsmaki. 
GAL.5.9	Hakia misi wakĩ hawẽ shasha wati eskarabes kapã aka shashai keskai tsuabũra txani hãtxa eskarabes xinãkĩ txibãkĩ ha katxu txani hãtxa mirima txibãshãkanikiki, Jesuskiri ana xinãmarã. 
GAL.5.10	Haska yunukĩ ẽ matu keneshunai uĩtã habiaskari mã ikũwãriakubaĩshanai Deus ẽ ikũwaiĩ. Hamẽ tsuabura mapushũ matu xinã betsa wamakĩ habuã matu itimaska waiburã, Deusũ hatu unãtã kupishanikiki.
GAL.5.11	Mã ẽ betsabu inũ ẽ puibuũ, hunibu dasibibũ hau hatũ hina kubitxi meshtenũbũ ẽ hatu yusĩmiswẽ taeshũ ea itxakawama ikeãkanaii. Hakia eã yusĩkinã, Jesus huni txakabu keska cruzkia mawani ẽ hatu yusĩamakẽ ea danãbumari ikeãkanaii. 
GAL.5.12	Haskakẽ judeubũ beya txibãkĩ huni betsabũ hina kubitxi matu binũ, iwanã, yusĩ mapushũ matu bikawaiburã, hatũ hina hirabi hau meshte keyurianũbũwẽ.
GAL.5.13	Ẽ betsabu inũ ẽ puibuũ, mã judeubũ beyauma hawama mã hiwekubainũbũ Deusũ matu katuniki. Haskai hiwekĩ matũ yura meke txakabuwama nukunabube duanamei hatube nui merabenamekubaĩkãwẽ. 
GAL.5.14	Ha inũ, Deusũ hawẽ nemati inũ hawẽ yunuti Moisés nuku yusĩmakĩ itxawani matu yuinũ nĩkairakãwẽ: “Mimebi mĩ nuimis keskawẽ huni betsa nuitapai hawaumawẽ nuikĩ hatu merabewakubaĩkãwẽ”, iwanã, Deusũ Moisés kenema nukũ shenipabu nuku yusĩshuniki. 
GAL.5.15	Hakia yuinaka hawẽ betsabe keyunamekĩ tenã keyumis keskakĩ, maturã, ikũwaĩ betsabube mã binũkatsis iki yuãnanaĩ maturi mã beshtekei yamatirubuki. Pe mekekĩ uĩrakubaĩkãwẽ.
GAL.5.16	Eska ẽ matu yusĩmis ana matu yuinũ nĩkakãwẽ. Hawara Deusũ Yushĩ Pepatũ matu yusĩa nĩkatã haskai besti pepai hiwekubaĩkãwẽ. Hamẽ haska xinã txakakĩ matũ yurã haska abuai matu amanũ, iwanã, yunuaiwẽ matũmebi txakabukĩ xinãyamakubaĩkãwẽ. 
GAL.5.17	Hakia hawara txakabu mã abuai Deusũ Yushĩ Pepatũ danãmiski. Haska inũ, hawara hawẽ Yushĩ Pepatũ abuai txakabũri danãriamiski. Ha dabe binunãnaĩbũ maturi pepapaikĩ haratura mã heneama mã kanemiski, ibubisrã. 
GAL.5.18	Hakia Deusũ Yushĩ Pepatũ besti ma matu mekeaya Moisés yunuti inũ hawẽ nematiwẽ Deusũ matu ana hawẽ mekeamaki.
GAL.5.19	Haska inũ, heshe txakabu banabu txakabu hukũmis keskai tsuabura txakabũ hatu mekea habũ akĩ shabakabi txakabuwakubainaibu hatu uĩtirubuki, hatũ kemu txakabuwẽ aĩbuaibube inũ hunibube txutanamekinã, atimapa betsa betsapa beya wakinã. 
GAL.5.20	Haska inũ, yushĩ txakabu kẽwãkĩ hawẽ kuxipawẽ daunãnãkinã, yurabu hãtxaibu hatu nemakinã, kũyã ikirã, hawenabuwẽ nuiamarã, hawara betsa hayawẽ taeshũ hatu binũkatsis ikĩ danãkinã, yura betsabuki hawaira sinatakinã, hatuki ha ikĩ hatu sa akĩ keyukinã, ibubis hawara pepa bikĩ xinã betsa betsapa wai hiweabuki. 
GAL.5.21	Haska inũ, hawara tsuara betsa haya binũ, iwanã, hawẽ kemuirã, beyuskĩ nushuti paepa aki paeinã, pikehaira bestinũ ika yushĩ betsa kẽwaĩ nawakĩ hamapai txakabu betsa betsapa wamisbu hanu Jesus huaitiã ha yura haskabu habe buama ishãkanikiki. Haskakẽ bebũkiri bari betsatiã ẽ matu yusĩkĩ yuima: “Hamapai txakabu betsa betsapa akaibu dũkekubaĩkãwẽ”, iwanã, habiaskari ẽ ana matu yunuaii.
GAL.5.22	Hamẽ betsarã, heshe pepa banabu pepa hukũmis keskai tsuabura Deusũ Yushĩ Pepatũ mekeshũ amakĩ hatu pe hiwemabainairã, eska shabakabi hatu anua tashnimiski, abunamei hawenabuwẽ nuirã, benimakĩ Deus kẽwaĩnã, unãnuma hiwea tsuki sinatamarã, hĩ hĩ ikama hawara teneirã, hatu txikixwabu kũyã akamarã, hatu duawairã, yauxiama hawara pepa hatu inãkubainirã, hawara yubakashũ kaneama akirã, 
GAL.5.23	babutã hãtxaisma inũ shetxakaismarã, hamebi hawẽ yura pe mekemisrã. Mã haskakũkainaiwẽ taeshũ Moisés yusĩawẽ tsuã matu hawa nematirubumaki. 
GAL.5.24	Hakia Jesus Cristo cruzki mastabu mawani keska wakĩ nũ Jesus ikũwaĩbu nukũ txakabu itxawatã Jesusbe cruzki nuku mastashunibu keskaki, ana txakabu nũ meyamanunã. 
GAL.5.25	Haska inũ, natiã Deusũ Yushĩ Pepatũ nuku hiwemaiwẽ taeshũ hawara ha bestitũ nuku yunukĩ amai nĩkatã hiwekubainãkãwẽ.
GAL.5.26	Haskakẽ nukuburã, ibubis keãma betsa binũkatsis ikama hawara yura betsã bimiswẽ kemuama inũ hawẽ nuiama hiwekubainãkãwẽ.
GAL.6.1	Ẽ betsabu inũ ẽ puibuũ, nukunabũ hamapai txakabuwakĩ kaneaibu uĩtã matũ mã ikũwaĩwẽ taeshũ pewakĩ hatu merabewakĩ hãtxa pepawẽ unãshubira hatu yusĩkubaĩkãwẽ. Hakia matũri txakabuwakĩ mã kaneyamanũbũ, Deusũ Yushĩ Pepatũ matu mekeaya ibubis mekeriakubaĩkãwẽ. 
GAL.6.2	Haska inũ, matunabũ shãkama iabiranaibu mã hatu merabewamis keska wakĩ tsuabũra hawara bika teneaibu inũ tsuabũra kaneaibu hatu merabewariakubaĩkãwẽ. Hatu haska wai haska Cristõ nuku yusĩkubaini keska ashũkĩ hawẽ hãtxa mã meneshũshanaii.
GAL.6.3	Haskakẽ tsuãra hatu merabewamis xinaĩ hawẽ pepakiri hãtxamisburã, kanei keĩ ibubis parananãmisbuki. 
GAL.6.4	Hakia hatiritũ kẽkĩ kanekatsi ikama pepa akubaĩmis unãkĩ yuikĩ: “Ẽ pepaki”, iwanã, yura betsa binumanũ ishũ xinãtimaki. 
GAL.6.5	Hakia tsuãra habũ bika betsa betsapa mã tenebiairã, has xinãma tenekubaĩkãwẽ. Habiaskas nũ haya Deusũ unaĩkiki.
GAL.6.6	Haska inũ, tsuabũra matũ yusĩnã Deusũ hãtxa matu yusĩaĩbu mã habu nĩkaibũ matũ hawara mã haya, piti inũ mabu inũ peirã, ha pashkatã matũ yusĩnã huni hatu inãkubaĩkãwẽ, merabewakinã. 
GAL.6.7	Haskakẽ txanima hãtxa matu yuinũ nĩkairakãwẽ. Hamapai wakĩ Deus nũ parãtirumaki. Hawara nũ amiswẽ taeshũ Deusũ kaneama nuku kupishanikiki. 
GAL.6.8	Tsuabũra ibubis txakabu xinãkĩ kanemisbu Jesus ana huaitiã Deusũ kupikĩ mawatxakamakĩ hatu isĩ tenemahairashanikiki. Hakia tsuabũra Deusũ Yushĩ Pepa nĩkakĩ kanebiatã hawẽ yusĩa txibãkĩ heneabumakẽ Jesus ana huaitiã Deusũ hatu hiwekuĩmashanikiki, ikibi imakinã. 
GAL.6.9	Haskakẽ pepakũkaĩkĩ heneyamanãkãwẽ. Hatiara Deusũ hanu kupiaitiã merabenãkĩ pepawakubaĩkĩ nũ heneamakẽ Deusũ duawakĩ pepawẽri nuku kupishanikiki. 
GAL.6.10	Haskawẽ taeshũ hawara nũ hayawẽ dasibi nukubetã ikũwaĩbu nuitapaibu hatu merabewakubainãkãwẽ, ha katxu betsaburi ikũwãriabuma hatu merabewariakinã.
GAL.6.11	Hawẽ keneti mebĩtã ibubis matu keneshũkĩ kene ewapabuwẽri ẽ akai uĩkãwẽ.
GAL.6.12	Hi cruzkia mawakĩ nukũ txakabu Cristõ buaniki, haska hari hãtxakatsi ikama ha yusĩnanaĩ parananaĩbũ hau judeubũ hatu dakewakĩ danãkĩ hatu bika tenemayamanũbũ ishũ hau hatukiri pe xinãnũbũ, iwanã, nĩkamas maturi hina kubitxi meshtekatsis ikanikiki. Hatu uĩrakãwẽ. 
GAL.6.13	Haska inũ, Moisés nemati inũ hawẽ yunuti habũ txibãkĩ keyuamabia matũ hina kubitxi nĩkamas matu bitã matuwẽ taea besti ibubis kẽkatsis ikanikiki. 
GAL.6.14+GAL.6.15	Hanua tsuabũra hau Deusũ ea duawanũ, iwanã, hatũ hina kubitxi meshtekinã hamẽ akanikiki. Haska inũ, tsuabũra meshteama hamẽri ikanikiki. Hakia nukurã, Deus duawanũ ika xinã betsa watã besti Deus nũ benimawakubainaii. Jesus ea mawashuniwẽ taeshũ xinã benawatã: “Mabu itxapa besti binũ”, iwanã, ana ẽ xinãmakẽ txakabũ ea ana atxiamariki. Haskakẽ keãma nukũ Shanẽ Ibu Jesus Cristo hi cruzkia mawashũ hawara ea ashunikiri besti yuikubaĩkĩ Deus ẽ kẽwaiĩ. Ẽ hawauma iniwẽ taea ẽ hawa kẽtirumaki. Hakia Jesuswẽ taea besti ẽ kẽtiruki. 
GAL.6.16	Haska ẽ matu yuiai keska xinã betsa watã Jesus besti ikũwaĩ mã hawẽ dasibi hiweaibu txanima mã Deusunabu kayabiki. Hanua Deus matuwẽ nuikĩ hau unãnuma matu hiwemariakubainũwẽ.
