MAT.1.1	ibrāhīmaḥ santānō dāyūd tasya santānō yīśukhrīṣṭastasya pūrvvapuruṣavaṁśaśrēṇī|
REV.6.5	aparaṁ tr̥tīyamudrāyāṁ tana mōcitāyāṁ tr̥tīyasya prāṇina āgatya paśyēti vāk mayā śrutā, tataḥ kālavarṇa ēkō 'śvō mayā dr̥ṣṭaḥ, tadārōhiṇō hastē tulā tiṣṭhati
REV.6.6	anantaraṁ prāṇicatuṣṭayasya madhyād vāgiyaṁ śrutā gōdhūmānāmēkaḥ sēṭakō mudrāpādaikamūlyaḥ, yavānāñca sēṭakatrayaṁ mudrāpādaikamūlyaṁ tailadrākṣārasāśca tvayā mā hiṁsitavyāḥ|
REV.6.7	anantaraṁ caturthamudrāyāṁ tēna mōcitāyāṁ caturthasya prāṇina āgatya paśyēti vāk mayā śrutā|
REV.6.8	tataḥ pāṇḍuravarṇa ēkō 'śvō mayā dr̥ṣṭaḥ, tadārōhiṇō nāma mr̥tyuriti paralōkaśca tam anucarati khaṅgēna durbhikṣēṇa mahāmāryyā vanyapaśubhiśca lōkānāṁ badhāya pr̥thivyāścaturthāṁśasyādhipatyaṁ tasmā adāyi|
REV.6.9	anantaraṁ pañcamamudrāyāṁ tēna mōcitāyām īśvaravākyahētōstatra sākṣyadānācca chēditānāṁ lōkānāṁ dēhinō vēdyā adhō mayādr̥śyanta|
REV.6.10	ta uccairidaṁ gadanti, hē pavitra satyamaya prabhō asmākaṁ raktapātē pr̥thivīnivāsibhi rvivadituṁ tasya phala dātuñca kati kālaṁ vilambasē?
REV.6.11	tatastēṣām ēkaikasmai śubhraḥ paricchadō 'dāyi vāgiyañcākathyata yūyamalpakālam arthatō yuṣmākaṁ yē sahādāsā bhrātarō yūyamiva ghāniṣyantē tēṣāṁ saṁkhyā yāvat sampūrṇatāṁ na gacchati tāvad viramata|
REV.6.12	anantaraṁ yadā sa ṣaṣṭhamudrāmamōcayat tadā mayi nirīkṣamāṇē mahān bhūkampō 'bhavat sūryyaśca uṣṭralōmajavastravat kr̥ṣṇavarṇaścandramāśca raktasaṅkāśō 'bhavat
REV.6.13	gaganasthatārāśca prabalavāyunā cālitād uḍumbaravr̥kṣāt nipātitānyapakkaphalānīva bhūtalē nyapatan|
REV.6.14	ākāśamaṇḍalañca saṅkucyamānagrantha̮ivāntardhānam agamat giraya upadvīpāśca sarvvē sthānāntaraṁ cālitāḥ
REV.6.15	pr̥thivīsthā bhūpālā mahāllōkāḥ sahastrapatayō dhaninaḥ parākramiṇaśca lōkā dāsā muktāśca sarvvē 'pi guhāsu giristhaśailēṣu ca svān prācchādayan|
REV.6.16	tē ca girīn śailāṁśca vadanti yūyam asmadupari patitvā siṁhāsanōpaviṣṭajanasya dr̥ṣṭitō mēṣaśāvakasya kōpāccāsmān gōpāyata;
REV.6.17	yatastasya krōdhasya mahādinam upasthitaṁ kaḥ sthātuṁ śaknōti?
REV.7.1	anantaraṁ catvārō divyadūtā mayā dr̥ṣṭāḥ, tē pr̥thivyāścaturṣu kōṇēṣu tiṣṭhanataḥ pr̥thivyāṁ samudrē vr̥kṣēṣu ca vāyu ryathā na vahēt tathā pr̥thivyāścaturō vāyūn dhārayanti|
REV.7.2	anantaraṁ sūryyōdayasthānād udyan apara ēkō dūtō mayā dr̥ṣṭaḥ sō'marēśvarasya mudrāṁ dhārayati, yēṣu cartuṣu dūtēṣu pr̥thivīsamudrayō rhiṁsanasya bhārō dattastān sa uccairidaṁ avadat|
REV.7.3	īśvarasya dāsā yāvad asmābhi rbhālēṣu mudrayāṅkitā na bhaviṣyanti tāvat pr̥thivī samudrō taravaśca yuṣmābhi rna hiṁsyantāṁ|
REV.7.4	tataḥ paraṁ mudrāṅkitalōkānāṁ saṁkhyā mayāśrāvi| isrāyēlaḥ sarvvavaṁśāीyāścatuścatvāriṁśatsahasrādhikalakṣalōkā mudrayāṅkitā abhavan,
REV.7.5	arthatō yihūdāvaṁśē dvādaśasahasrāṇi rūbēṇavaṁśē dvādaśasahasrāṇi gādavaṁśē dvādaśasahasrāṇi,
REV.7.6	āśēravaṁśē dvādaśasahasrāṇi naptālivaṁśē dvādaśasahasrāṇi minaśivaṁśē dvādaśasahasrāṇi,
REV.7.7	śimiyōnavaṁśē dvādaśasahasrāṇi lēvivaṁśē dvādaśasahasrāṇi iṣākharavaṁśē dvādaśasahasrāṇi,
REV.7.8	sibūlūnavaṁśē dvādaśasahasrāṇi yūṣaphavaṁśē dvādaśasahasrāṇi binyāmīnavaṁśē ca dvādaśasahasrāṇi lōkā mudrāṅkitāḥ|
REV.7.9	tataḥ paraṁ sarvvajātīyānāṁ sarvvavaṁśīyānāṁ sarvvadēśīyānāṁ sarvvabhāṣāvādināñca mahālōkāraṇyaṁ mayā dr̥ṣṭaṁ, tān gaṇayituṁ kēnāpi na śakyaṁ, tē ca śubhraparicchadaparihitāḥ santaḥ karaiśca tālavr̥ntāni vahantaḥ siṁhāsanasya mēṣaśāvakasya cāntikē tiṣṭhanti,
REV.7.10	uccaiḥsvarairidaṁ kathayanti ca, siṁhāsanōpaviṣṭasya paramēśasya naḥ stavaḥ|stavaśca mēṣavatsasya sambhūyāt trāṇakāraṇāt|
REV.7.11	tataḥ sarvvē dūtāḥ siṁhāsanasya prācīnavargasya prāṇicatuṣṭayasya ca paritastiṣṭhantaḥ siṁhāsanasyāntikē nyūbjībhūyēśvaraṁ praṇamya vadanti,
REV.7.12	tathāstu dhanyavādaśca tējō jñānaṁ praśaṁsanaṁ| śauryyaṁ parākramaścāpi śaktiśca sarvvamēva tat| varttatāmīśvarē'smākaṁ nityaṁ nityaṁ tathāstviti|
REV.7.13	tataḥ paraṁ tēṣāṁ prācīnānām ēkō janō māṁ sambhāṣya jagāda śubhraparicchadaparihitā imē kē? kutō vāgatāḥ?
REV.7.14	tatō mayōktaṁ hē mahēccha bhavānēva tat jānāti| tēna kathitaṁ, imē mahāklēśamadhyād āgatya mēेṣaśāvakasya rudhirēṇa svīyaparicchadān prakṣālitavantaḥ śuklīkr̥tavantaśca|
REV.7.15	tatkāraṇāt ta īśvarasya siṁhāsanasyāntikē tiṣṭhantō divārātraṁ tasya mandirē taṁ sēvantē siṁhāsanōpaviṣṭō janaśca tān adhisthāsyati|
REV.7.16	tēṣāṁ kṣudhā pipāsā vā puna rna bhaviṣyati raudraṁ kōpyuttāpō vā tēṣu na nipatiṣyati,
REV.7.17	yataḥ siṁhāsanādhiṣṭhānakārī mēṣaśāvakastān cārayiṣyati, amr̥tatōyānāṁ prasravaṇānāṁ sannidhiṁ tān gamayiṣyati ca, īśvarō'pi tēṣāṁ nayanabhyaḥ sarvvamaśru pramārkṣyati|
REV.8.1	anantaraṁ saptamamudrāyāṁ tēna mōcitāyāṁ sārddhadaṇḍakālaṁ svargō niḥśabdō'bhavat|
REV.8.2	aparam aham īśvarasyāntikē tiṣṭhataḥ saptadūtān apaśyaṁ tēbhyaḥ saptatūryyō'dīyanta|
REV.8.3	tataḥ param anya ēkō dūta āgataḥ sa svarṇadhūpādhāraṁ gr̥hītvā vēdimupātiṣṭhat sa ca yat siṁhāsanasyāntikē sthitāyāḥ suvarṇavēdyā upari sarvvēṣāṁ pavitralōkānāṁ prārthanāsu dhūpān yōjayēt tadarthaṁ pracuradhūpāstasmai dattāḥ|
REV.8.4	tatastasya dūtasya karāt pavitralōkānāṁ prārthanābhiḥ saṁyuktadhūpānāṁ dhūma īśvarasya samakṣaṁ udatiṣṭhat|
REV.8.5	paścāt sa dūtō dhūpādhāraṁ gr̥hītvā vēdyā vahninā pūrayitvā pr̥thivyāṁ nikṣiptavān tēna ravā mēghagarjjanāni vidyutō bhūmikampaścābhavan|
REV.8.6	tataḥ paraṁ saptatūrī rdhārayantaḥ saptadūtāstūrī rvādayitum udyatā abhavan|
REV.8.7	prathamēna tūryyāṁ vāditāyāṁ raktamiśritau śilāvahnī sambhūya pr̥thivyāṁ nikṣiptau tēna pr̥thivyāstr̥tīyāṁśō dagdhaḥ, tarūṇāmapi tr̥tīyāṁśō dagdhaḥ, haridvarṇatr̥ṇāni ca sarvvāṇi dagdhāni|
REV.8.8	anantaraṁ dvitīyadūtēna tūryyāṁ vāditāyāṁ vahninā prajvalitō mahāparvvataḥ sāgarē nikṣiptastēna sāgarasya tr̥tīyāṁśō raktībhūtaḥ
REV.8.9	sāgarē sthitānāṁ saprāṇānāṁ sr̥ṣṭavastūnāṁ tr̥tīyāṁśō mr̥taḥ, arṇavayānānām api tr̥tīyāṁśō naṣṭaḥ|
REV.8.10	aparaṁ tr̥tīyadūtēna tūryyāṁ vāditāyāṁ dīpa iva jvalantī ēkā mahatī tārā gagaṇāt nipatya nadīnāṁ jalaprasravaṇānāñcōparyyāvatīrṇā|
REV.8.11	tasyāstārāyā nāma nāgadamanakamiti, tēna tōyānāṁ tr̥tīyāṁśē nāgadamanakībhūtē tōyānāṁ tiktatvāt bahavō mānavā mr̥tāḥ|
REV.8.12	aparaṁ caturthadūtēna tūryyāṁ vāditāyāṁ sūryyasya tr̥tīyāṁśaścandrasya tr̥tīyāṁśō nakṣatrāṇāñca tr̥tīyāṁśaḥ prahr̥taḥ, tēna tēṣāṁ tr̥tīyāṁśē 'ndhakārībhūtē divasastr̥tīyāṁśakālaṁ yāvat tējōhīnō bhavati niśāpi tāmēvāvasthāṁ gacchati|
REV.8.13	tadā nirīkṣamāṇēna mayākāśamadhyēnābhipatata ēkasya dūtasya ravaḥ śrutaḥ sa uccai rgadati, aparai ryaistribhi rdūtaistūryyō vāditavyāstēṣām avaśiṣṭatūrīdhvanitaḥ pr̥thivīnivāsināṁ santāpaḥ santāpaḥ santāpaśca sambhaviṣyati|
REV.9.1	tataḥ paraṁ saptamadūtēna tūryyāṁ vāditāyāṁ gaganāt pr̥thivyāṁ nipatita ēkastārakō mayā dr̥ṣṭaḥ, tasmai rasātalakūpasya kuñjikādāyi|
REV.9.2	tēna rasātalakūpē muktē mahāgnikuṇḍasya dhūma iva dhūmastasmāt kūpād udgataḥ| tasmāt kūpadhūmāt sūryyākāśau timirāvr̥tau|
REV.9.3	tasmād dhūmāt pataṅgēṣu pr̥thivyāṁ nirgatēṣu naralōkasthavr̥ścikavat balaṁ tēbhyō'dāyi|
REV.9.4	aparaṁ pr̥thivyāstr̥ṇāni haridvarṇaśākādayō vr̥kṣāśca tai rna siṁhitavyāḥ kintu yēṣāṁ bhālēṣvīśvarasya mudrāyā aṅkō nāsti kēvalaṁ tē mānavāstai rhiṁsitavyā idaṁ ta ādiṣṭāḥ|
REV.9.5	parantu tēṣāṁ badhāya nahi kēvalaṁ pañca māsān yāvat yātanādānāya tēbhyaḥ sāmarthyamadāyi| vr̥ścikēna daṣṭasya mānavasya yādr̥śī yātanā jāyatē tairapi tādr̥śī yātanā pradīyatē|
REV.9.6	tasmin samayē mānavā mr̥tyuṁ mr̥gayiṣyantē kintu prāptuṁ na śakṣyanti, tē prāṇān tyaktum abhilaṣiṣyanti kintu mr̥tyustēbhyō dūraṁ palāyiṣyatē|
REV.9.7	tēṣāṁ pataṅgānām ākārō yuddhārthaṁ susajjitānām aśvānām ākārasya tulyaḥ, tēṣāṁ śiraḥsu suvarṇakirīṭānīva kirīṭāni vidyantē, mukhamaṇḍalāni ca mānuṣikamukhatulyāni,
REV.9.8	kēśāśca yōṣitāṁ kēśānāṁ sadr̥śāḥ, dantāśca siṁhadantatulyāḥ,
REV.9.9	lauhakavacavat tēṣāṁ kavacāni santi, tēṣāṁ pakṣāṇāṁ śabdō raṇāya dhāvatāmaśvarathānāṁ samūhasya śabdatulyaḥ|
REV.9.10	vr̥ścikānāmiva tēṣāṁ lāṅgūlāni santi, tēṣu lāṅgūlēṣu kaṇṭakāni vidyantē, aparaṁ pañca māsān yāvat mānavānāṁ hiṁsanāya tē sāmarthyaprāptāḥ|
REV.9.11	tēṣāṁ rājā ca rasātalasya dūtastasya nāma ibrīyabhāṣayā abaddōn yūnānīyabhāṣayā ca apalluyōn arthatō vināśaka iti|
REV.9.12	prathamaḥ santāpō gatavān paśya itaḥ paramapi dvābhyāṁ santāpābhyām upasthātavyaṁ|
REV.9.13	tataḥ paraṁ ṣaṣṭhadūtēna tūryyāṁ vāditāyām īśvarasyāntikē sthitāyāḥ suvarṇavēdyāścatuścūḍātaḥ kasyacid ravō mayāśrāvi|
REV.9.14	sa tūrīdhāriṇaṁ ṣaṣṭhadūtam avadat, pharātākhyē mahānadē yē catvārō dūtā baddhāḥ santi tān mōcaya|
REV.9.15	tatastaddaṇḍasya taddinasya tanmāsasya tadvatsarasya ca kr̥tē nirūpitāstē catvārō dūtā mānavānāṁ tr̥tīyāṁśasya badhārthaṁ mōcitāḥ|
REV.9.16	aparam aśvārōhisainyānāṁ saṁkhyā mayāśrāvi, tē viṁśatikōṭaya āsan|
REV.9.17	mayā yē 'śvā aśvārōhiṇaśca dr̥ṣṭāsta ētādr̥śāḥ, tēṣāṁ vahnisvarūpāṇi nīlaprastarasvarūpāṇi gandhakasvarūpāṇi ca varmmāṇyāsan, vājināñca siṁhamūrddhasadr̥śā mūrddhānaḥ, tēṣāṁ mukhēbhyō vahnidhūmagandhakā nirgacchanti|
REV.9.18	ētaistribhi rdaṇḍairarthatastēṣāṁ mukhēbhyō nirgacchadbhi rvahnidhūmagandhakai rmānuṣāṇāṁ tutīyāṁśō 'ghāni|
REV.9.19	tēṣāṁ vājināṁ balaṁ mukhēṣu lāṅgūlēṣu ca sthitaṁ, yatastēṣāṁ lāṅgūlāni sarpākārāṇi mastakaviśiṣṭāni ca tairēva tē hiṁsanti|
REV.9.20	aparam avaśiṣṭā yē mānavā tai rdaṇḍai rna hatāstē yathā dr̥ṣṭiśravaṇagamanaśaktihīnān svarṇaraupyapittalaprastarakāṣṭhamayān vigrahān bhūtāṁśca na pūjayiṣyanti tathā svahastānāṁ kriyābhyaḥ svamanāṁsi na parāvarttitavantaḥ
REV.9.21	svabadhakuhakavyabhicāracauryyōbhyō 'pi manāṁsi na parāvarttitavantaḥ|
REV.10.1	anantaraṁ svargād avarōhan apara ēkō mahābalō dūtō mayā dr̥ṣṭaḥ, sa parihitamēghastasya śiraśca mēghadhanuṣā bhūṣitaṁ mukhamaṇḍalañca sūryyatulyaṁ caraṇau ca vahnistambhasamau|
REV.10.2	sa svakarēṇa vistīrṇamēkaṁ kṣūdragranthaṁ dhārayati, dakṣiṇacaraṇēna samudrē vāmacaraṇēna ca sthalē tiṣṭhati|
REV.10.3	sa siṁhagarjanavad uccaiḥsvarēṇa nyanadat ninādē kr̥tē sapta stanitāni svakīyān svanān prākāśayan|
REV.10.4	taiḥ sapta stanitai rvākyē kathitē 'haṁ tat lēkhitum udyata āsaṁ kintu svargād vāgiyaṁ mayā śrutā sapta stanitai ryad yad uktaṁ tat mudrayāṅkaya mā likha|
REV.10.5	aparaṁ samudramēdinyōstiṣṭhan yō dūtō mayā dr̥ṣṭaḥ sa gaganaṁ prati svadakṣiṇakaramutthāpya
REV.10.6	aparaṁ svargād yasya ravō mayāśrāvi sa puna rmāṁ sambhāvyāvadat tvaṁ gatvā samudramēdinyōstiṣṭhatō dūtasya karāt taṁ vistīrṇa kṣudragranthaṁ gr̥hāṇa, tēna mayā dūtasamīpaṁ gatvā kathitaṁ granthō 'sau dīyatāṁ|
REV.10.7	kintu tūrīṁ vādiṣyataḥ saptamadūtasya tūrīvādanasamaya īśvarasya guptā mantraṇā tasya dāsān bhaviṣyadvādinaḥ prati tēna susaṁvādē yathā prakāśitā tathaiva siddhā bhaviṣyati|
REV.10.8	aparaṁ svargād yasya ravō mayāśrāvi sa puna rmāṁ sambhāṣyāvadat tvaṁ gatvā samudramēdinyōstiṣṭhatō dūtasya karāt taṁ vistīrṇaṁ kṣudragranthaṁ gr̥hāṇa,
REV.10.9	tēna mayā dūtasamīpaṁ gatvā kathitaṁ granthō 'sau dīyatāṁ| sa mām avadat taṁ gr̥hītvā gila, tavōdarē sa tiktarasō bhaviṣyati kintu mukhē madhuvat svādu rbhaviṣyati|
REV.10.10	tēna mayā dūtasya karād granthō gr̥hītō gilitaśca| sa tu mama mukhē madhuvat svādurāsīt kintvadanāt paraṁ mamōdarastiktatāṁ gataḥ|
REV.10.11	tataḥ sa mām avadat bahūn jātivaṁśabhāṣāvadirājān adhi tvayā puna rbhaviṣyadvākyaṁ vaktavyaṁ|
REV.11.1	anantaraṁ parimāṇadaṇḍavad ēkō nalō mahyamadāyi, sa ca dūta upatiṣṭhan mām avadat, utthāyēśvarasya mandiraṁ vēdīṁ tatratyasēvakāṁśca mimīṣva|
REV.11.2	kintu mandirasya bahiḥprāṅgaṇaṁ tyaja na mimīṣva yatastad anyajātīyēbhyō dattaṁ, pavitraṁ nagarañca dvicatvāriṁśanmāsān yāvat tēṣāṁ caraṇai rmarddiṣyatē|
REV.11.3	paścāt mama dvābhyāṁ sākṣibhyāṁ mayā sāmarthyaṁ dāyiṣyatē tāvuṣṭralōmajavastraparihitau ṣaṣṭhyadhikadviśatādhikasahasradināni yāvad bhaviṣyadvākyāni vadiṣyataḥ|
REV.11.4	tāvēva jagadīśvarasyāntikē tiṣṭhantau jitavr̥kṣau dīpavr̥kṣau ca|
REV.11.5	yadi kēcit tau hiṁsituṁ cēṣṭantē tarhi tayō rvadanābhyām agni rnirgatya tayōḥ śatrūn bhasmīkariṣyati| yaḥ kaścit tau hiṁsituṁ cēṣṭatē tēnaivamēva vinaṣṭavyaṁ|
REV.11.6	tayō rbhaviṣyadvākyakathanadinēṣu yathā vr̥ṣṭi rna jāyatē tathā gaganaṁ rōddhuṁ tayōḥ sāmarthyam asti, aparaṁ tōyāni śōṇitarūpāṇi karttuṁ nijābhilāṣāt muhurmuhuḥ sarvvavidhadaṇḍaiḥ pr̥thivīm āhantuñca tayōḥ sāmarthyamasti|
REV.11.7	aparaṁ tayōḥ sākṣyē samāptē sati rasātalād yēnōtthitavyaṁ sa paśustābhyāṁ saha yuddhvā tau jēṣyati haniṣyati ca|
REV.11.8	tatastayōḥ prabhurapi yasyāṁ mahāpuryyāṁ kruśē hatō 'rthatō yasyāḥ pāramārthikanāmanī sidōmaṁ misaraścēti tasyā mahāpuryyāṁḥ sannivēśē tayōḥ kuṇapē sthāsyataḥ|
REV.11.9	tatō nānājātīyā nānāvaṁśīyā nānābhāṣāvādinō nānādēśīyāśca bahavō mānavāḥ sārddhadinatrayaṁ tayōḥ kuṇapē nirīkṣiṣyantē, tayōḥ kuṇapayōḥ śmaśānē sthāpanaṁ nānujñāsyanti|
REV.11.10	pr̥thivīnivāsinaśca tayō rhētōrānandiṣyanti sukhabhōgaṁ kurvvantaḥ parasparaṁ dānāni prēṣayiṣyanti ca yatastābhyāṁ bhaviṣyadvādibhyāṁ pr̥thivīnivāsinō yātanāṁ prāptāḥ|
REV.11.11	tasmāt sārddhadinatrayāt param īśvarāt jīvanadāyaka ātmani tau praviṣṭē tau caraṇairudatiṣṭhatāṁ, tēna yāvantastāvapaśyan tē 'tīva trāsayuktā abhavan|
REV.11.12	tataḥ paraṁ tau svargād uccairidaṁ kathayantaṁ ravam aśr̥ṇutāṁ yuvāṁ sthānam ētad ārōhatāṁ tatastayōḥ śatruṣu nirīkṣamāṇēṣu tau mēghēna svargam ārūḍhavantau|
REV.11.13	taddaṇḍē mahābhūmikampē jātē puryyā daśamāṁśaḥ patitaḥ saptasahasrāṇi mānuṣāśca tēna bhūmikampēna hatāḥ, avaśiṣṭāśca bhayaṁ gatvā svargīyēśvarasya praśaṁsām akīrttayan|
REV.11.14	dvitīyaḥ santāpō gataḥ paśya tr̥tīyaḥ santāpastūrṇam āgacchati|
REV.11.15	anantaraṁ saptadūtēna tūryyāṁ vāditāyāṁ svarga uccaiḥ svarairvāgiyaṁ kīrttitā, rājatvaṁ jagatō yadyad rājyaṁ tadadhunābhavat| asmatprabhōstadīyābhiṣiktasya tārakasya ca| tēna cānantakālīyaṁ rājatvaṁ prakariṣyatē||
REV.11.16	aparam īśvarasyāntikē svakīyasiṁhāsanēṣūpaviṣṭāścaturviṁśatiprācīnā bhuvi nyaṅbhūkhā bhūtvēśvaraṁ praṇamyāvadan,
REV.11.17	hē bhūta varttamānāpi bhaviṣyaṁśca parēśvara| hē sarvvaśaktiman svāmin vayaṁ tē kurmmahē stavaṁ| yat tvayā kriyatē rājyaṁ gr̥hītvā tē mahābalaṁ|
REV.11.18	vijātīyēṣu kupyatsu prādurbhūtā tava krudhā| mr̥tānāmapi kālō 'sau vicārō bhavitā yadā| bhr̥tyāśca tava yāvantō bhaviṣyadvādisādhavaḥ|yē ca kṣudrā mahāntō vā nāmatastē hi bibhyati| yadā sarvvēbhya ētēbhyō vētanaṁ vitariṣyatē| gantavyaśca yadā nāśō vasudhāyā vināśakaiḥ||
REV.11.19	anantaram īśvarasya svargasthamandirasya dvāraṁ muktaṁ tanmandiramadhyē ca niyamamañjūṣā dr̥śyābhavat, tēna taḍitō ravāḥ stanitāni bhūmikampō gurutaraśilāvr̥ṣṭiścaitāni samabhavan|
REV.12.1	tataḥ paraṁ svargē mahācitraṁ dr̥ṣṭaṁ yōṣidēkāsīt sā parihitasūryyā candraśca tasyāścaraṇayōradhō dvādaśatārāṇāṁ kirīṭañca śirasyāsīt|
REV.12.2	sā garbhavatī satī prasavavēdanayā vyathitārttarāvam akarōt|
REV.12.3	tataḥ svargē 'param ēkaṁ citraṁ dr̥ṣṭaṁ mahānāga ēka upātiṣṭhat sa lōhitavarṇastasya sapta śirāṁsi sapta śr̥ṅgāṇi śiraḥsu ca sapta kirīṭānyāsan|
REV.12.4	sa svalāṅgūlēna gaganasthanakṣatrāṇāṁ tr̥tīyāṁśam avamr̥jya pr̥thivyāṁ nyapātayat| sa ēva nāgō navajātaṁ santānaṁ grasitum udyatastasyāḥ prasaviṣyamāṇāyā yōṣitō 'ntikē 'tiṣṭhat|
REV.12.5	sā tu puṁsantānaṁ prasūtā sa ēva lauhamayarājadaṇḍēna sarvvajātīścārayiṣyati, kiñca tasyāḥ santāna īśvarasya samīpaṁ tadīyasiṁhāsanasya ca sannidhim uddhr̥taḥ|
REV.12.6	sā ca yōṣit prāntaraṁ palāyitā yatastatrēśvarēṇa nirmmita āśramē ṣaṣṭhyadhikaśatadvayādhikasahasradināni tasyāḥ pālanēna bhavitavyaṁ|
REV.12.7	tataḥ paraṁ svargē saṁgrāma upāpiṣṭhat mīkhāyēlastasya dūtāśca tēna nāgēna sahāyudhyan tathā sa nāgastasya dūtāśca saṁgrāmam akurvvan, kintu prabhavituṁ nāśaknuvan
REV.12.8	yataḥ svargē tēṣāṁ sthānaṁ puna rnāvidyata|
REV.12.9	aparaṁ sa mahānāgō 'rthatō diyāvalaḥ (apavādakaḥ) śayatānaśca (vipakṣaḥ) iti nāmnā vikhyātō yaḥ purātanaḥ sarpaḥ kr̥tsnaṁ naralōkaṁ bhrāmayati sa pr̥thivyāṁ nipātitastēna sārddhaṁ tasya dūtā api tatra nipātitāḥ|
REV.12.10	tataḥ paraṁ svargē uccai rbhāṣamāṇō ravō 'yaṁ mayāśrāvi, trāṇaṁ śaktiśca rājatvamadhunaivēśvarasya naḥ| tathā tēnābhiṣiktasya trātuḥ parākramō 'bhavatṁ|| yatō nipātitō 'smākaṁ bhrātr̥ṇāṁ sō 'bhiyōjakaḥ| yēnēśvarasya naḥ sākṣāt tē 'dūṣyanta divāniśaṁ||
REV.12.11	mēṣavatsasya raktēna svasākṣyavacanēna ca| tē tu nirjitavantastaṁ na ca snēham akurvvata| prāṇōṣvapi svakīyēṣu maraṇasyaiva saṅkaṭē|
REV.12.12	tasmād ānandatu svargō hr̥ṣyantāṁ tannivāminaḥ| hā bhūmisāgarau tāpō yuvāmēvākramiṣyati| yuvayōravatīrṇō yat śaitānō 'tīva kāpanaḥ| alpō mē samayō 'styētaccāpi tēnāvagamyatē||
REV.12.13	anantaraṁ sa nāgaḥ pr̥thivyāṁ svaṁ nikṣiptaṁ vilōkya tāṁ putraprasūtāṁ yōṣitam upādravat|
REV.12.14	tataḥ sā yōṣit yat svakīyaṁ prāntarasthāśramaṁ pratyutpatituṁ śaknuyāt tadarthaṁ mahākurarasya pakṣadvayaṁ tasvai dattaṁ, sā tu tatra nāgatō dūrē kālaikaṁ kāladvayaṁ kālārddhañca yāvat pālyatē|
REV.12.15	kiñca sa nāgastāṁ yōṣitaṁ srōtasā plāvayituṁ svamukhāt nadīvat tōyāni tasyāḥ paścāt prākṣipat|
REV.12.16	kintu mēdinī yōṣitam upakurvvatī nijavadanaṁ vyādāya nāgamukhād udgīrṇāṁ nadīm apivat|
REV.12.17	tatō nāgō yōṣitē kruddhvā tadvaṁśasyāvaśiṣṭalōkairarthatō ya īśvarasyājñāḥ pālayanti yīśōḥ sākṣyaṁ dhārayanti ca taiḥ saha yōddhuṁ nirgatavān|
REV.12.18	[]
REV.13.1	tataḥ paramahaṁ sāgarīyasikatāyāṁ tiṣṭhan sāgarād udgacchantam ēkaṁ paśuṁ dr̥ṣṭavān tasya daśa śr̥ṅgāṇi sapta śirāṁsi ca daśa śr̥ṅgēṣu daśa kirīṭāni śiraḥsu cēśvaranindāsūcakāni nāmāni vidyantē|
REV.13.2	mayā dr̥ṣṭaḥ sa paśuścitravyāghrasadr̥śaḥ kintu tasya caraṇau bhallūkasyēva vadanañca siṁhavadanamiva| nāganē tasmai svīyaparākramaḥ svīyaṁ siṁhāsanaṁ mahādhipatyañcādāyi|
REV.13.3	mayi nirīkṣamāṇē tasya śirasām ēkam antakāghātēna chēditamivādr̥śyata, kintu tasyāntakakṣatasya pratīkārō 'kriyata tataḥ kr̥tsnō naralōkastaṁ paśumadhi camatkāraṁ gataḥ,
REV.13.4	yaśca nāgastasmai paśavē sāmarthyaṁ dattavān sarvvē taṁ prāṇaman paśumapi praṇamantō 'kathayan, kō vidyatē paśōstulyastēna kō yōddhumarhati|
