GEN.1.1	In den beginne schiep God de hemel en de aarde. 
JHN.8.38	Wat Ik gezien heb bij de Vader, spreek Ik; zo doet ook gij, wat gij van uw vader gehoord hebt. 
JHN.8.39	Zij antwoordden en zeiden tot Hem: Onze vader is Abraham. Jezus zeide tot hen: Indien gij kinderen van Abraham zijt, doet dan de werken van Abraham; 
JHN.8.40	maar nu tracht gij Mij te doden, een mens, die u de waarheid gezegd heeft, welke Ik van God gehoord heb; dit deed Abraham niet. 
JHN.8.41	Gij doet de werken van uw vader. Zij zeiden tot Hem: Wij zijn niet uit hoererij geboren, wij hebben één Vader, God. 
JHN.8.42	Jezus zeide tot hen: Indien God uw Vader was, zoudt gij Mij liefhebben, want Ik ben van God uitgegaan en gekomen; want Ik ben niet van Mijzelf gekomen, maar Hij heeft Mij gezonden. 
JHN.8.43	Waarom begrijpt gij niet wat Ik zeg? Omdat gij mijn woord niet kunt horen. 
JHN.8.44	Gij hebt de duivel tot vader en wilt de begeerten van uw vader doen. Die was een mensenmoorder van den beginne en staat niet in de waarheid, want er is in hem geen waarheid. Wanneer hij de leugen spreekt, spreekt hij naar zijn aard, want hij is een leugenaar en de vader der leugen. 
JHN.8.45	Maar omdat Ik u de waarheid zeg – Mij gelooft gij niet. 
JHN.8.46	Wie van u overtuigt Mij van zonde? Als Ik waarheid spreek, waarom gelooft gij Mij niet? 
JHN.8.47	Wie uit God is, hoort de woorden Gods; daarom hoort gij niet, omdat gij uit God niet zijt.
JHN.8.48	De Joden antwoordden en zeiden tot Hem: Zeggen wij niet terecht, dat Gij een Samaritaan zijt en bezeten zijt? 
JHN.8.49	Jezus antwoordde: Ik ben niet bezeten, maar Ik eer mijn Vader, en gij onteert Mij. 
JHN.8.50	Maar Ik zoek niet mijn eer; Eén is er, die haar zoekt en die oordeelt. 
JHN.8.51	Voorwaar, voorwaar, Ik zeg u, indien iemand mijn woord bewaard heeft, hij zal de dood in eeuwigheid niet aanschouwen. 
JHN.8.52	De Joden zeiden tot Hem: Nu weten wij, dat Gij bezeten zijt. Abraham is gestorven en ook de profeten, en Gij zegt: indien iemand mijn woord bewaard heeft, zal hij de dood in eeuwigheid niet smaken. 
JHN.8.53	Gij zijt toch niet meer dan onze vader Abraham, die gestorven is? Ook de profeten zijn gestorven; voor wie houdt Gij Uzelf? 
JHN.8.54	Jezus antwoordde: Als Ik Mijzelf eer, betekent mijn eer niets; mijn Vader is het, die Mij eert, van wie gij zegt: Hij is onze God, 
JHN.8.55	en gij kent Hem niet, maar Ik ken Hem. En indien Ik zeide: Ik ken Hem niet, dan zou Ik u gelijk zijn, een leugenaar; doch Ik ken Hem en zijn woord bewaar Ik. 
JHN.8.56	Uw vader Abraham heeft zich erop verheugd mijn dag te zien en hij heeft die gezien en zich verblijd. 
JHN.8.57	De Joden dan zeiden tot Hem: Gij zijt nog geen vijftig jaar en hebt Gij Abraham gezien? 
JHN.8.58	Jezus zeide tot hen: Voorwaar, voorwaar, Ik zeg u: Eer Abraham was, ben Ik. 
JHN.8.59	Zij namen dan stenen op om naar Hem te werpen; maar Jezus verborg Zich en verliet de tempel.
JHN.9.1	En voorbijgaande zag Hij een man, die sedert zijn geboorte blind was. 
JHN.9.2	En zijn discipelen vroegen Hem en zeiden: Rabbi, wie heeft gezondigd, deze of zijn ouders, dat hij blind geboren is? 
JHN.9.3	Jezus antwoordde: Noch deze heeft gezondigd noch zijn ouders, maar de werken Gods moesten in hem openbaar worden. 
JHN.9.4	Wij moeten werken de werken desgenen, die Mij gezonden heeft, zolang het dag is; er komt een nacht, waarin niemand werken kan. 
JHN.9.5	Zolang Ik in de wereld ben, ben Ik het licht der wereld. 
JHN.9.6	Na dit gezegd te hebben, spuwde Hij op de grond en maakte slijk van dit speeksel en Hij legde hem het slijk op de ogen, 
JHN.9.7	en zeide tot hem: Ga heen, was u in het badwater Siloam, hetgeen vertaald wordt door: uitgezonden. Hij dan ging heen, wies zich en kwam ziende terug. 
JHN.9.8	De buren dan en zij, die hem vroeger als bedelaar gekend hadden, zeiden: Is hij dat niet, die zat te bedelen? 
JHN.9.9	Sommigen zeiden: Hij is het; anderen zeiden: Neen, maar hij gelijkt op hem. Hij zeide: Ik ben het. 
JHN.9.10	Zij dan zeiden tot hem: Hoe zijn [dan] uw ogen geopend? 
JHN.9.11	Hij antwoordde: De mens, die Jezus genoemd wordt, maakte slijk, streek het op mijn ogen en zeide tot mij: Ga heen naar Siloam en was u. Ik ging dan heen en toen ik mij gewassen had, werd ik ziende. 
JHN.9.12	En zij zeiden tot hem: Waar is Hij? Hij zeide: Ik weet het niet.
JHN.9.13	Zij brachten hem, die vroeger blind geweest was, naar de Farizeeën. 
JHN.9.14	Nu was het sabbat op de dag, dat Jezus het slijk maakte en zijn ogen opende. 
JHN.9.15	Opnieuw vroegen hem ook de Farizeeën, hoe hij ziende was geworden. En hij zeide tot hen: Hij legde slijk op mijn ogen, ik wies mij, en nu kan ik zien. 
JHN.9.16	Sommige dan van de Farizeeën zeiden: Deze mens komt niet van God, want Hij houdt de sabbat niet. Anderen zeiden: Hoe kan een zondig mens zulke tekenen doen? En er was verdeeldheid onder hen. 
JHN.9.17	Zij dan zeiden nog eens tot de blinde: Wat zegt gij van Hem, daar Hij uw ogen geopend heeft? En hij zeide: Hij is een profeet. 
JHN.9.18	De Joden dan geloofden niet van hem, dat hij blind geweest en ziende geworden was, totdat zij de ouders geroepen hadden van hem, die ziende was geworden, 
JHN.9.19	en zij vroegen hun en zeiden: Is dit uw zoon, van wie gij zegt, dat hij blind geboren is? Hoe kan hij dan nu zien? 
JHN.9.20	Zijn ouders antwoordden en zeiden: Wij weten, dat dit onze zoon is, en dat hij blind geboren is; 
JHN.9.21	maar hoe hij nu zien kan, weten wij niet, en wie zijn ogen geopend heeft, wij weten het niet; vraagt het hemzelf, hij heeft zijn leeftijd, hij zal voor zichzelf spreken. 
JHN.9.22	Dit zeiden zijn ouders, omdat zij bang waren voor de Joden, want de Joden waren reeds overeengekomen, dat, indien iemand mocht belijden, dat Hij de Christus was, hij uit de synagoge zou worden gebannen. 
JHN.9.23	Daarom zeiden zijn ouders: Hij heeft zijn leeftijd, vraagt het hemzelf.
JHN.9.24	Zij riepen dan ten tweeden male de man, die blind geweest was, en zeiden tot hem: Geef Gode de eer; wij weten, dat deze mens een zondaar is. 
JHN.9.25	Hij dan antwoordde: Of Hij een zondaar is, weet ik niet; één ding weet ik, dat ik, die blind was, nu zien kan. 
JHN.9.26	Zij dan zeiden tot hem: Wat heeft Hij aan u gedaan? Hoe heeft Hij uw ogen geopend? 
JHN.9.27	Hij antwoordde hun: Ik heb het u al gezegd, en gij hebt er niet naar gehoord; waarom wilt gij het opnieuw horen? Wilt gij soms ook discipelen van Hem worden? 
JHN.9.28	En zij scholden hem uit en zeiden: Gij zijt een discipel van Hem, maar wij zijn discipelen van Mozes; 
JHN.9.29	wij weten, dat God tot Mozes gesproken heeft, maar van deze weten wij niet, vanwaar Hij komt. 
JHN.9.30	De man antwoordde en zeide tot hen: Hierin is toch iets wonderlijks, dat gij niet weet, vanwaar Hij komt, maar mijn ogen heeft Hij geopend. 
JHN.9.31	Wij weten, dat God naar zondaars niet hoort, maar is iemand godvruchtig, en doet hij zijn wil, die verhoort Hij. 
JHN.9.32	Van eeuwigheid is het niet gehoord, dat iemand de ogen van een blindgeborene geopend heeft. 
JHN.9.33	Als deze niet van God was gekomen, Hij had niets kunnen doen. 
JHN.9.34	Zij antwoordden en zeiden tot hem: Gij zijt geheel in zonden geboren en wilt gij ons leren? En zij wierpen hem uit.
JHN.9.35	Jezus hoorde, dat zij hem uitgeworpen hadden, en Hij zeide, toen Hij hem aantrof: Gelooft gij in de Zoon des mensen? 
JHN.9.36	Hij antwoordde en zeide: En wie is Hij, Here, dat ik in Hem moge geloven? 
JHN.9.37	Jezus zeide tot hem: Gij hebt Hem niet slechts gezien, maar die met u spreekt, die is het. 
JHN.9.38	Hij zeide: Ik geloof, Here, en hij wierp zich voor Hem neder. 
JHN.9.39	En Jezus zeide: Tot een oordeel ben Ik in deze wereld gekomen, opdat wie niet zien, zien mogen, en wie zien, blind worden.
JHN.9.40	Dit hoorden sommigen uit de Farizeeën, die bij Hem waren, en zij zeiden tot Hem: Zijn wij soms ook blind? 
JHN.9.41	Jezus zeide tot hen: Indien gij blind waart, zoudt gij geen zonde hebben; maar nu zegt gij: Wij zien; daarom blijft uw zonde.
JHN.10.1	Voorwaar, voorwaar, Ik zeg u, wie niet door de deur de schaapskooi binnenkomt, maar op een andere plaats inklimt, die is een dief en een rover; 
JHN.10.2	maar wie door de deur binnenkomt, is de herder der schapen. 
JHN.10.3	Voor hem doet de deurwachter open en de schapen horen naar zijn stem en hij roept zijn eigen schapen bij name en voert ze naar buiten. 
JHN.10.4	Wanneer hij zijn eigen schapen alle naar buiten gebracht heeft, gaat hij voor ze uit en de schapen volgen hem, omdat zij zijn stem kennen; 
JHN.10.5	maar een vreemde zullen zij voorzeker niet volgen, doch zij zullen van hem weglopen, omdat zij de stem der vreemden niet kennen.
JHN.10.6	In dit beeld sprak Jezus tot hen, maar zij begrepen niet, wat het was, dat Hij tot hen sprak.
JHN.10.7	Jezus zeide dan nogmaals: Voorwaar, voorwaar, Ik zeg u: Ik ben de deur der schapen. 
JHN.10.8	Allen, die vóór Mij gekomen zijn, zijn dieven en rovers, maar de schapen hebben naar hen niet gehoord. 
JHN.10.9	Ik ben de deur; als iemand door Mij binnenkomt, zal hij behouden worden; en hij zal ingaan en uitgaan en weide vinden. 
JHN.10.10	De dief komt niet dan om te stelen en te slachten en te verdelgen; Ik ben gekomen, opdat zij leven hebben en overvloed.
JHN.10.11	Ik ben de goede herder. De goede herder zet zijn leven in voor zijn schapen; 
JHN.10.12	maar wie huurling is en geen herder, wie de schapen niet toebehoren, ziet de wolf aankomen, laat de schapen in de steek en vlucht – en de wolf rooft ze en jaagt ze uiteen – 
JHN.10.13	want hij is een huurling en de schapen gaan hem niet ter harte. 
JHN.10.14	Ik ben de goede herder en Ik ken de mijne en de mijne kennen Mij, 
JHN.10.15	gelijk Mij de Vader kent en Ik de Vader ken, en Ik zet mijn leven in voor de schapen. 
JHN.10.16	Nog andere schapen heb Ik, die niet van deze stal zijn; ook die moet Ik leiden en zij zullen naar mijn stem horen en het zal worden één kudde, één herder. 
JHN.10.17	Hierom heeft Mij de Vader lief, omdat Ik mijn leven afleg om het weder te nemen. 
JHN.10.18	Niemand ontneemt het Mij, maar Ik leg het uit Mijzelf af. Ik heb macht het af te leggen en macht het weder te nemen; dit gebod heb Ik van mijn Vader ontvangen.
JHN.10.19	Er ontstond opnieuw verdeeldheid onder de Joden om die woorden. 
JHN.10.20	En velen van hen zeiden: Hij is bezeten en waanzinnig; waarom luistert gij naar Hem? 
JHN.10.21	Anderen zeiden: Dit zijn geen woorden voor een bezetene, een boze geest kan toch de ogen van blinden niet openen?
JHN.10.22	Toen kwam het Vernieuwingsfeest te Jeruzalem; het was winter. 
JHN.10.23	En Jezus wandelde in de tempel, in de zuilengang van Salomo. 
JHN.10.24	De Joden dan omringden Hem en zeiden tot Hem: Hoelang houdt Gij onze ziel nog in spanning? Indien Gij de Christus zijt, zeg het ons ronduit. 
JHN.10.25	Jezus antwoordde hun: Ik heb het u gezegd en gij gelooft het niet; de werken, die Ik doe in de naam mijns Vaders, die getuigen van Mij; 
JHN.10.26	maar gij gelooft niet, omdat gij niet tot mijn schapen behoort. 
JHN.10.27	Mijn schapen horen naar mijn stem en Ik ken ze en zij volgen Mij, 
JHN.10.28	en Ik geef hun eeuwig leven en zij zullen voorzeker niet verloren gaan in eeuwigheid en niemand zal ze uit mijn hand roven. 
JHN.10.29	Wat mijn Vader Mij gegeven heeft, gaat alles te boven en niemand kan iets roven uit de hand mijns Vaders. 
JHN.10.30	Ik en de Vader zijn één.
JHN.10.31	De Joden droegen weder stenen aan om Hem te stenigen. 
JHN.10.32	Jezus antwoordde hun: Ik heb u vele goede werken doen zien vanwege mijn Vader; om welk van die werken wilt gij Mij stenigen? 
JHN.10.33	De Joden antwoordden Hem: Niet om een goed werk willen wij U stenigen, maar om godslastering en omdat Gij, een mens, Uzelf God maakt. 
JHN.10.34	Jezus antwoordde hun: Is er niet geschreven in uw wet: Ik heb gezegd: Gij zijt goden? 
JHN.10.35	Als Hij hén goden genoemd heeft, tot wie het woord Gods gekomen is, en de Schrift niet kan gebroken worden, 
JHN.10.36	zegt gij dan tot Hem, die de Vader geheiligd en in de wereld gezonden heeft: Gij lastert, omdat Ik heb gezegd: Ik ben Gods Zoon? 
JHN.10.37	Indien Ik de werken mijns Vaders niet doe, gelooft Mij niet, 
JHN.10.38	doch indien Ik ze doe en gij Mij toch niet gelooft, gelooft dan de werken, opdat gij weten en erkennen moogt, dat de Vader in Mij is en Ik in de Vader.
JHN.10.39	Zij trachtten Hem dan weder te grijpen, maar Hij ontkwam uit hun handen.
JHN.10.40	En Hij vertrok weer naar de overzijde van de Jordaan, naar de plaats, waar Johannes de eerste maal doopte, en Hij bleef daar. 
JHN.10.41	En velen kwamen tot Hem en zeiden: Johannes deed wel geen enkel teken, maar al wat Johannes van deze zeide, was waar. 
JHN.10.42	En velen daar geloofden in Hem.
JHN.11.1	Er was iemand ziek, Lazarus van Betanië, het dorp van Maria en haar zuster Marta. 
JHN.11.2	Maria was het, die de Here gezalfd had met mirre en zijn voeten met haar haren had afgedroogd. En haar broeder Lazarus was ziek. 
JHN.11.3	De zusters dan zonden Hem bericht: Here, zie, die Gij liefhebt, is ziek. 
JHN.11.4	Toen Jezus het hoorde, zeide Hij: Deze ziekte is niet ten dode, maar ter ere Gods, opdat de Zoon van God erdoor verheerlijkt worde. 
JHN.11.5	Jezus nu had Marta en haar zuster en Lazarus lief. 
JHN.11.6	Toen Hij dan hoorde, dat hij ziek was, bleef Hij daarop nog twee dagen ter plaatse, waar Hij was; 
JHN.11.7	daarna echter zeide Hij tot zijn discipelen: Laten wij weder naar Judea gaan. 
JHN.11.8	De discipelen zeiden tot Hem: Rabbi, onlangs trachtten de Joden U te stenigen en gaat Gij weder daarheen? 
JHN.11.9	Jezus antwoordde: Gaan er geen twaalf uren in een dag? Als iemand overdag loopt, stoot hij zich niet, omdat hij het licht van deze wereld kan zien; 
JHN.11.10	maar wanneer iemand bij nacht loopt, stoot hij zich, omdat het licht niet in hem is. 
JHN.11.11	Zo sprak Hij en daarna zeide Hij tot hen: Lazarus, onze vriend, is ingeslapen, maar Ik ga daarheen om hem uit de slaap te wekken. 
JHN.11.12	De discipelen zeiden dan tot Hem: Here, als hij slaapt, zal hij herstellen. 
JHN.11.13	Doch Jezus had het bedoeld van zijn dood; zij echter meenden, dat Hij het van de rust van de slaap bedoelde. 
JHN.11.14	Toen zeide Jezus ronduit tot hen: Lazarus is gestorven, 
JHN.11.15	en het verblijdt Mij om u, dat Ik daar niet geweest ben, opdat gij tot geloof komt; maar laten wij tot hem gaan. 
JHN.11.16	Tomas dan, genaamd Didymus, zeide tot zijn medediscipelen: Laten wij ook gaan om met Hem te sterven.
JHN.11.17	Toen Jezus dan aankwam, bevond Hij, dat hij reeds vier dagen in het graf lag. 
JHN.11.18	Betanië nu was dicht bij Jeruzalem gelegen, op een afstand van ongeveer vijftien stadiën. 
JHN.11.19	Velen uit de Joden waren tot Marta en Maria gekomen om haar te troosten over haar broeder. 
JHN.11.20	Toen nu Marta hoorde, dat Jezus kwam, ging zij Hem tegemoet, doch Maria bleef in huis zitten. 
JHN.11.21	Marta dan zeide tot Jezus: Here, indien Gij hier geweest waart, zou mijn broeder niet gestorven zijn. 
JHN.11.22	Ook nu weet ik, dat God U geven zal al wat Gij van God begeert. 
JHN.11.23	Jezus zeide tot haar: Uw broeder zal opstaan. 
JHN.11.24	Marta zeide tot Hem: Ik weet, dat hij zal opstaan bij de opstanding ten jongsten dage. 
JHN.11.25	Jezus zeide tot haar: Ik ben de opstanding en het leven; wie in Mij gelooft, zal leven, ook al is hij gestorven, 
JHN.11.26	en een ieder, die leeft en in Mij gelooft, zal in eeuwigheid niet sterven; gelooft gij dat? 
JHN.11.27	Zij zeide tot Hem: Ja, Here, ik heb geloofd, dat Gij zijt de Christus, de Zoon van God, die in de wereld komen zou. 
JHN.11.28	En na deze woorden ging zij heen en riep haar zuster Maria in stilte en zeide: Daar is de Meester en Hij roept u. 
JHN.11.29	En toen zij dat hoorde, stond zij ijlings op en ging tot Hem; 
JHN.11.30	Jezus echter was nog niet in het dorp gekomen, maar bevond Zich nog op de plaats, waar Marta Hem ontmoet had. 
JHN.11.31	De Joden dan, die met haar in het huis waren en haar troostten, zagen Maria ijlings opstaan en naar buiten gaan en zij volgden haar, vermoedende, dat zij naar het graf ging om daar te wenen. 
JHN.11.32	Toen Maria dan kwam, waar Jezus was en Hem zag, viel zij Hem te voet en zeide tot Hem: Here, indien Gij hier geweest waart, zou mijn broeder niet gestorven zijn.
JHN.11.33	Toen Jezus haar dan zag wenen en ook de Joden, die met haar medegekomen waren, zag wenen, werd Hij verbolgen in de geest en diep ontroerd, 
JHN.11.34	en Hij zeide: Waar hebt gij hem gelegd? Zij zeiden tot Hem: Here, kom en zie. 
JHN.11.35	Jezus weende. 
JHN.11.36	De Joden dan zeiden: Zie, hoe lief Hij hem had! 
JHN.11.37	Maar sommigen van hen zeiden: Had Hij, die de ogen van de blinde heeft geopend, niet kunnen maken, dat ook deze niet stierf? 
JHN.11.38	Jezus dan, wederom bij Zichzelf verbolgen, ging naar het graf; dit nu was een spelonk en er lag een steen tegenaan. 
JHN.11.39	Jezus zeide: Neemt de steen weg! Marta, de zuster van de gestorvene, zeide tot Hem: Here, er is reeds een lijklucht, want het is al de vierde dag. 
JHN.11.40	Jezus zeide tot haar: Heb Ik u niet gezegd, dat gij, indien gij gelooft, de heerlijkheid Gods zien zult? 
JHN.11.41	Zij namen dan de steen weg. En Jezus sloeg de ogen opwaarts en zeide: Vader, Ik dank U, dat Gij Mij verhoord hebt. 
JHN.11.42	Zelf wist Ik, dat Gij Mij altijd verhoort, maar ter wille van de schare, die rondom Mij staat, heb Ik gesproken, opdat zij geloven, dat Gij Mij gezonden hebt. 
JHN.11.43	En na dit gezegd te hebben, riep Hij met luider stem: Lazarus, kom naar buiten! 
JHN.11.44	De gestorvene kwam naar buiten, de voeten en de handen gebonden met grafdoeken, en er was een zweetdoek om zijn gelaat gebonden. Jezus zeide tot hen: Maakt hem los en laat hem heengaan.
JHN.11.45	Velen der Joden dan, die tot Maria gekomen waren en aanschouwd hadden wat Hij gedaan had, geloofden in Hem; 
JHN.11.46	maar sommigen van hen begaven zich naar de Farizeeën en zeiden hun, wat Jezus gedaan had. 
JHN.11.47	De overpriesters en de Farizeeën dan riepen de Raad samen en zeiden: Wat doen wij, want deze mens doet vele tekenen? 
JHN.11.48	Als wij Hem zo laten geworden, zullen allen in Hem geloven en de Romeinen zullen komen en ons zowel onze plaats als ons volk ontnemen. 
JHN.11.49	Maar één van hen, Kajafas, de hogepriester van dat jaar, zeide tot hen: Gij weet niets, 
JHN.11.50	en gij beseft niet, dat het in uw belang is, dat één mens sterft voor het volk en niet het gehele volk verloren gaat. 
JHN.11.51	Doch dit zeide hij niet uit zichzelf, maar als hogepriester van dat jaar profeteerde hij, dat Jezus zou sterven voor het volk, 
JHN.11.52	en niet alleen voor het volk, maar om ook de verstrooide kinderen Gods bijeen te vergaderen. 
JHN.11.53	Sinds die dag dan beraadslaagden zij om Hem te doden.
JHN.11.54	Jezus dan bewoog Zich niet meer vrij onder de Joden, maar vertrok vandaar naar de landstreek dicht bij de woestijn, naar een stad, Efraïm genaamd, en Hij bleef daar met zijn discipelen.
