MAT.1.1	Si Abraham gëlok nennë, Dabid gë oli, Jisu Kristo gë hürum ë. 
HEB.4.2	Lëga ë buluk rünam chë garü bë, ngonuchin ngonnuëpë menjinam taken në dooyü ëm tato. Bulu dooyü ëm tato, rülachin bullëm sigi yo gochin alëdobë rümato, yo lëga, yadü lo yë bulu sigim tabadü, bulu dinchi bë mëëtin sila torük simato. 
HEB.4.3	 Ëmbë rünamë mëëtin sinë ngonu, Yürnë gë duunu koëm jilëpë ëmla chesinam mooko ëm paatuku. Sigi menji sinam chë bë rüdu,
HEB.4.3	“Ngo marto okkë marnam lokë cheto:
HEB.4.3	‘Ngok bullëpë duunu doobë jideko mookolo bulu yaddë lochin aala marë!’ ”
HEB.4.3	Tani mooko ëm pülen daklo bük agërëm rüngam kü lachin bü sigim mento.
HEB.4.5	 Lëken gokuda sokë baab ëm lëyü chë bë mento “Ngok duunu doobë jideko mookolo bulu yaddë lochin aalük lamarë.” 
HEB.4.6	Yë bulu taken në dooyü ëm tacho badü bulu duununam ëgum paamato, yo lëga bulu jijja bë mëëtin simato. Rügërëllachin atu gonë nyi ëm Yürnë bü duunu deeko mooko ëm paamoto. 
HEB.4.7	 Yürnë bük adëk rubë alo këbë go ajinam ëm sokë kaatom sidu, ëgë “Silo” ëmnam sigi. Yaaka në dütak kookü bë Yürnë bük Dabid gë nappa lokë menmo nammëm Yürnë gë boi lo sëmbë ekchoto:
HEB.4.7	“No silo Yürnë gë agomëm tapa duubolo,
HEB.4.7	Yürnë yo go mendudü tagap maabë torük simabë rüyoka.”
HEB.4.9	Ëkë lëga bë, ëmbë rüllela, Yürnë bük alo kanü naakolo duunu kunam garü bë Yürnë gë nyi gadë gë duunu deeko alo go doobë du. 
HEB.4.10	 Lëga Yë bulu Yürnë gë chesi nam duunu alo ëm paadu dü, Yürnë bük agër lokkë duunu nam garü chë bë aü gë agër lokkë ëgum duunu nam aloëm paaduku. 
HEB.4.11	Ëkë lëga bë, buluk mëëtin ë addü maanam lëga lokë duunu deekom püchi kumanammë yëchin kaarü sitë maabë, kaju ngonu ogo duunu deeko mooko ogo püchi ngii lapë ëmla hardë laju. 
HEB.4.12	Yo lëga Yürnë gë agomë turnë okkë bërenë, rokgü rokrek bë arek yaanë Roksëmchin. Sigi yaloh gëla doü gë inrük sikko ëm, alo gëla adin gë geerük sikko ëm peepëk siladu. Okkë sigi nyi gë aapuk asin gë mëëi mëëchaëm okkë yo go jaa ëmla mëëdodü kaadër tadër jinnë. 
HEB.4.13	Yürnë gëlokë yo ëchin kai sila deeko kaama; bük anyik kaagalo bük pülen nam buppü ë arin bë lolek okkë loken sidu. Okkë ngonuk aü gë lëga buppü ëm bük kaaga lo kaatom siru doobë rürëku.
HEB.4.14	Ëkë lëga bë ngonuk Kristo ne mëëtin sidona ëmla mengo nammëm addü yaabë mëëtin silaju. Lëga Yürnë bük duuko jaa lo aatür nago ngonuk jügtë yaaru go kaadu, ëgë Yürnë gë Oroh, Jisu. 
HEB.4.15	Ngonuk jügtë yaaru ë ngonuk torma leemo ëm ai amar bë mëëranë. Ëgum pënamë, ngonnuëm rükanam garü bë rümur molëpë ëmla ui ë ngonuk jügtë ne rüka to, rülachin bü rümur rümato. 
HEB.4.16	Ëmbë rünamë, kaju ngonu ngonnuëm aya mëëpanë, Yürnë gë duukolo aanük laju. Ëmbë rübbo lomum ngonuk püma bë mëëdo pak ëm bük aya ëm paarëna okkë bük ngonnuëm aya mëëpa nammëm kaatom rëkkoë.
HEB.5.1	Jügtë nyimü ëm bük aü gë nyi atür lokë darlen du okkë buluk rümur lëga bë Yürnë gëlo yuudum palük nëbë okkë jinyo jira nëbë parlükdu. 
HEB.5.2	Bü aü ë lachin torma leemo buppü gë goralo rënam lëga bë, bü nyi këbbë gë chenma paamo bë okkë rümur rüke rünam ëm mëëchen ladu. 
HEB.5.3	 Okkë bü aü ë lachin torma leemo lëga bë, bü nyi gadë gë rümur ajë lëga bëmalachin bü aü gë rümur ajë bë jinyo bë yuudum ëm lügru kendo. 
HEB.5.4	 Yëchin aü ëm paknamru jügtë gobë darsi në kaama. Aron ne monamchë garü bë, nyi ëm jügtë gobë rümo doonë Yürnë nyum. 
HEB.5.5	 Sigi sëmbëchë dada Kristo gë baab lochin lëyü bë rüto, Kristo bü aü ëm pakko lapë ëmla mëëbëkla jügtë gobë togë simato. Ëmbë rülachin Yürnë bü sëmbë mento,
HEB.5.5	“No ngok Oroh ë;
HEB.5.5	Silo ngo nokë Abo bë rüka.”
HEB.5.6	“Milkijedek gë jügli gë,
HEB.5.6	No nyibuh gobë rüyaar rë.”
HEB.5.7	Jisu bük tani mooko sokë turla rëdak ogo bü ëm yëdü simo maabë turbu daalë deenë ëmla, kapla okkë nyükla bikdakla dutë rubë kumto okkë roguto. Ëgum Yürnë bü, bük gui rënyak lokë okkë agom tayum lëga bë tajito. 
HEB.5.8	Bü Yürnë gë Oroh bë rürulachin, bük enrik ennyo kolokë bü tayum kaayum saëm chento. 
HEB.5.9	Yadü lo bü bük mëëga ëm rüpü kubadü, yë bulu bü ëm tayum nëbë rübadü bulu buppü ëm turyar gënë naanë tushü baalë në lërü bë rütoku, 
HEB.5.10	Okkë ogo Milkijedek gë jügli bë, Yürnë bü ëm jügtë gobë parbëk to.
HEB.5.11	Ngo yaaka go bük baab ëm menji saë agomë kaadu, rülachin ngo sigim nonnuëm menken bë menjür jilama, yo lëga nonuk tachen tanamë nërüdu. 
HEB.5.12	Jijja bë menrëm nonu ijja mentom nëbë rüddü ëku, rülachin ijja lobë nonu aken këbë gonnëm Yürnë gë dooyü mencho jinamëm menbë jiko kambë duubë rüdu. Doke dotërëm doku saëm, nonu jijja bë achuëm tülü bë nëbë rüdu. 
HEB.5.13	 Yë achu tübë duudü ëgë ungnga ë, bulu rëkinam okkë rëmur lëga baab ëm yo gochin chenchima. 
HEB.5.14	Rügë rëlla attor në doke ë kainë nyi gadë gë, yë bulu alë okkë alë maanë gaddëm chenbë sila chenpekla rënë gadë gë.
HEB.6.1	Ëmbë rünamë, lëkkë lokë Kristan dooyü taken nëm tanam nyum lo dootë maabë, kaju ngonu chenpëk okkë chenbë sinë Kristan bë inlë laju. Ngonu lëkkë lokë menro baab ëm menbëla rëtë kumabë alë maabë agër rüla rënam lokkë mëëdek lakuju okkë Yürnë gëlo mëëtin ë addü kunamë; 
HEB.6.2	Baptis laanam lëga ëm dooyü nam, alak hiipo nam, siko lokkë turkur kunam, okkë mapu madër yaar sa lëga buppü ëm mëërü sila duunyum tamabë, uurü yaanë niitom lo ingëlaju. 
HEB.6.3	Okkë sigi ngonnuëm Yürnë gë rütoka mëënam ëbolo, kaju ngonu buupü bë chenbë sinë Kristan bë rülaju.
HEB.6.4	Lëga yë bulu buluk mëëtin ëm ëpak kaaku dü bullëm yo ëmbë lëken goda mëëdek dooku bë laakur larëku? Bulu lëken go Yürnë gë loulo rëkato, bulu Yürnë gë amen jinyom paakato okkë Dëën Doü buluk lokë amen paasëm paaka roto. 
HEB.6.5	Buluk mëënam lo Yürnë gë agom mennamë alë runë ëmla mëëchen du, okkë rëlësa hürum lokë lëga bë Yürnë gë Rutum rëpnam ëmchin bulu mëëchen sito. 
HEB.6.6	Okkë ëmbë rülachin bulu buluk mëëtin sinamëm ëpak sitoku. Ëmbë rünë gaddëm lëken gobëda mëëdek sidokubë laalük lakuma, yo lëga bulu lëken gokuda Yürnë gë Oroh ëm pikkë du okkë këba buppü gë kaapom lo hanyü doobë loken jidu. 
HEB.6.7	Nyido honam ë kode lo nyomlük jila okkë ëgum rükü rünnë rükü rükolo ali annoë pinji garji boolo ëgë Yürnë gë rülibongoë duulük nam kode ë. 
HEB.6.8	 Rülachin rükü lo tanyum taa okkë Ü bënyum garku boolo, ëgë yo arë kaama, okkë ëgë kode ëgë Yürnë gëlokë beenam okkë rëtür alo lo ëmë bë rompak saëku.
HEB.6.9	Rülachin aya sinam ajen gadë, ngonu sëmbë menlachin, ngo nonuk baab ëm bërok bë sëmbë mëëdu. Nonuk tushü baalë paanam ëgë nonnuëm allë yaanë bëda gë ingë rë ëmla ngonu chendu. 
HEB.6.10	Yürnë bü tëtë në. Yürnë bü nonuk agër rünam ëm ëgë maalachin nonuk bü ëm aya kaatom namëm rügur jinamëm okkë nonuk Kristan ajen gaddëm rügur yaar namëm yaddë lochin mëëpa maabë rümarë. 
HEB.6.11	Ngonuk majja bë mëëbë sinamë nonu nyimü ë rëtür lobë sëmbë mëëgap nam sim kaatom yaar rëlëpë ëmla mëëdu, yo lëga ëmbë rübolo nonuk mëëgë nam yëra ë jijja lo aarë. 
HEB.6.12	Ngo nonuëm loobak toka ëmla mëëma, rülachin mëëtin sinë okkë chetëm në garü bë rütoka, okkë ëmbë rüdola yürnë gë lokë chesi nam ëm paasi toka.
HEB.6.13	Yadü lo Yürnë Abraham gëlo menkë rükë sibadü, bük menkë rükëko taayolo chesito. Bü ëm kai yaanë kaamanam lëga bë, bü yadü lo chebadü bü aü ëm chenë sila cheto. 
HEB.6.14	 Bü sëmbë mento, “Ngo nom murlük la menkë lükdu okkë nom nokë aaji olohë yaaka bë jetër gotër lobë jilükdu.” 
HEB.6.15	Abraham Yürnë ne hünam buppü ëm mëëtin to, okkë ëkë lëga bë bü Yürnë yo go menkëla chesi badü bü paato. 
HEB.6.16	Nyi ë yadü lo gomrëk sürëkla chesi rëdü, bü aü ëm kai yaanë amin lokë chesidu, okkë ëmbë chesi rëkkuëm menko rüpek sinam kaaku maadu. 
HEB.6.17	Yürnë bük chesila menkë namëm paade në gaddë yo go paasëdü okë lëga ëm bük mencho namëm yaddë lochin rülo rüëk maarë ëmla menbëk lükjitu; ëkë lëga bë bü menkë ko taayolo chetala yo go bü menba dü rürurë ëmtu. 
HEB.6.18	Ëkë lëga bë, sogo agom ëkë baanyi go kaadu, ëgë baanyi ëgë Yürnë bü mënam mëlama ëmnam gola okkë angu bë rülama ëmnam go kaadu. Ëmbë rünamë ngonu yë bulu bük rüra namëm paadu dü ngonu ëpë mëëgë aji namëm addü bë gagbë rë ëmla majja bë puktë modu. 
HEB.6.19	 Ngonuk mëëgë sigi ngonuk turnam ëm rüütu naanë. Sigi ngonuk mëëgë nammëm jijja bë rüütu dü, okkë ngonuk mëëgë nam Jisu bü taayo tolokë kumko namë gë tortum naanëm inpekla dërëk Yaaru në apür aru lo aagë në. 
HEB.6.20	 Milkijedek nyibuh buutë gë buuli lokë, ngonuk adum bë Jisu ngonnuëm incho yaato okkë nyibuh buutë gobë rüyaar sila duuka.
HEB.7.1	Sigi Milkijedek sigi Salem mooko lokë Roja bëla okkë kai yaarunë Yürnë gë nyibuh bë rüto. Abraham gë roja appi go nyimak lo mogum tola aakur dakkulo, Milkijedek bü inrük sigëlla bü ëm murto. 
HEB.7.2	 Okkë Abraham bük yëra buppü lokë ürü lokë aken Dohom baag gonnëm bü ëm jito. (Milkijedek gë aminë “Rëki bë rënë roja”; okkë Salem mooko lokë roja bë rünam lëga bë, bük amin anyi naanë “Jurup bë rëken bë rëgë në”) ëmla mennamë. 
HEB.7.3	Milkijedek gë anë abo, ato abo yo oli; bü ëm ao onam gë ëgë maalachin bük sikunam baab ëm yo dëën boi lochin ekla anam kaama. Bü Yürnë gë Oroh garü gobë rüka; ëmbë rüko lokë bü nyibuh gobë rüyaarka.
HEB.7.4	Ëmbë rünamë nonu mëëchen sila du, bü yadü go kai nage dü ëmla. Ngonuk tapa kaapanam ato abo Abraham, nyimak ëm mogum torela aakur dookulo bük paanam yëra buppü lokë ürü lokë aken gonnëm jiyato. 
HEB.7.5	 Okkë Lëbi gëlokë nennë nyibuh gaddëm Ayon ë mooko lokë nyi gadë lokë, Abraham gë oli gaddëchin buluk mooko lokë nyi bë rükü lachin, Israel gë nyi gadë gë oli lokë ürü lokë aken gonnëm laadum sidobë mento. 
HEB.7.6	Milkijedek bü Lëbi gë lokë nennë oli bë rümato, rülachin Yürnë gë chesinam ëm paanë nyi Abraham bük lokë ürü lokë aken gonnëm laakumto okkë Abraham ne murto. 
HEB.7.7	Sigi nyimü gë chennam agomë yë murlük doodü murlük nam nyi ëm kai yaanë. 
HEB.7.8	Nyibuh gaddëm menrëm yë gadë bulu ürü lokë aken gonnëm laadudü side kunnë; rülachin Yürnë gë boi lo mennam garü bë ürü lokë aken gonnëm laanë Milkijedek bü turyar saë. 
HEB.7.9	Okkë, yadü lo Abraham bü bük ürü lokë aken gonnëm jibadü, ëgëchin ürü lokë aken gonnëm laanë Lëbi gë oli gaddëm ürü lokë aken gonnëm jidin ëm jinamë, ëmla aken gonnë menla du. 
HEB.7.10	Yo lëga yadü lo Abraham bü ëm Milkijedek kaarük sibedü, Lëbi ëmnam kaama dato, rülachin Lëbi bük ato abo Abraham bük muupuk asinlo dakto ëmla menladu.
HEB.7.11	Lëbi gadë gë nyibuh jükli bë rüko lokë Israel nyi gaddëm Ayon ëm jito. Ijja Lëbi gadë lokë nyibuh bë agër rünam gaddë jijja bë buupü doobë rünë goe boolo, ogo Ayon gë lëdu gë manë Milkijedek gë buuli lokë adëk nyibuh nenküsa kaamae. 
HEB.7.12	Yo lëga yadü lo nyibuh rüpe ë adëk rëkudü, ogo Ayon ëchin adëk dooku bë rürëku. 
HEB.7.13	Okkë ngonuk Rutum, ëmgë doonam sigi, adëk këbë ope lokkë, okkë bük ope lokë yadü lochin yëchin kumko namë lo nyibuh bë rükama. 
HEB.7.14	Lëga nyimü ë allü bë chendu, ngonuk Rutum bü Judah gë ope atür lokë nennë; okkë yadü lo Moses bü sokë ope sokë baab ëm menpa badü bü nyibuh jüknam menpama.
HEB.7.15	Milkijedek nyibuh adëk gonnë nennamë, aba sigi bërok bë angu yaaka. 
HEB.7.16	Bü ëm nyibuh bë moto, ëgë tani gë rüpe menpe lokë rüma, rülachin yaddë lochin rëtür maade nëgë rüla kolokë nyibuh bë rümoto. 
HEB.7.17	 Lëga Yürnë gë boilo mendu, “Nonu Milkijedek gë nyibuh buuli ëm buupü nëgë nyibuh gobë rüyaar rë.” 
HEB.7.18	Ëmbë rünamë, aku Ayon ëm ëpak toku, yo lëga sigi yo gochin rüla kuma to okkë arë kaaku maato. 
HEB.7.19	Yo lëga Moses gë Ayon ë yo agër ëmchin buupü gëla kuma toku. Okkë ijja ngonuk Yürnë ne nëchi sikolokë alë yaanë mëëgë sinam ëm aji tuuku. 
HEB.7.20	Yürnë gë chesi namgo kaadu, rülachin ngonuk alë yaanë mëëgë nam gochin kaadu. Yadü lo këbbëm nyibuh bë mobe dü ogo sëkënë chesinam kaamato. 
HEB.7.21	 Rülachin Jisu bü chesi doola nyibuh bë rüto, Yo lëga Yürnë bü ëm sëmbë mento,
HEB.7.21	“Rutum bü chesidola mento okkë ëgum ngo laakur kumarë:
HEB.7.21	‘No nyibuh gobë rüyar rë ëmto.’”
HEB.7.22	Ëkë lëga bë, sigi adëk sinam sigi, Jisu bü alë yaanë agom Daapo ëm rülen gënnë.
HEB.7.23	Aken goda adëk sinam agom go sogo kaadu: Ëgë adëk nyibuh ëkë yaaka go rëto, bulu buluk aü gë agër ëm rübë sila kuma lëga bë sikaku. 
HEB.7.24	Rülachin Jisu turyar duuku, okkë bük nyibuh bë rünam agër ëm yëchin nyibuh bë rüsik lama. 
HEB.7.25	Okë lëga bë bük lokë yë bulu Yürnë gëlo aadu dü, bü ijja turbu daalë yaardu, yo lëga bü buluk lëga bë Yürnë gëlo kumgur jido bë ëmla turdu. 
HEB.7.26	Ëmbë rünamë, Jisu bü ngonuk püram gochoh ëm kaaji deenë buutë. Bü ë Dëën, büklo rümëm ëgë malachin rümur kaama; Bü ë rümur ajë gënë gadë lokkë adëk nammë okkë taayo mooko bë odoo rubë laacha nammë. 
HEB.7.27	 Bü këbë buutë garüma, bü bük rümur ajë lëga bë alo dükü bë yuudum lüksila okkë okë kookü bë këbë nyi lëga bë lükjila rüma. Bü yadü lo aü ëm yuudum bë lüksi badü buppü gë lëga bë lëken gobë lüktak jito. 
HEB.7.28	Yo lëga Moses gë Ayon lo jügtë bë rülak maanë nyi ëm parlük to, rülachin Ayon gë kookübë aanë, Yürnë gë chesila agom menkë kolokë, Oroh ëm parlükto, ëmbë rüko okë bü günam hünam buppülo buupü moyar duuku.
HEB.8.2	Bü dërëk yaaru nëlo jügtë bë agër rüdu, ëgë nyi gëlokë rüma nammë, Rutum bük alë jaabë molüknam Dëën kumko nammë. 
HEB.8.3	Jügtë nyimü ë Yürnë gëlo jinyo go jido bë okkë achi amen go yuudum bë palük doobë parlükto, okkë ëmbë rünamë ngonuk jügtë bülachin jinam go jiru duubë rütoku. 
HEB.8.4	Bü tani mooko sogo rënë goeboolo, bü nyibuh gobë rümairë, yo lëga Jius Ayon lokë jinyo jiranëbë parlük nam nyibuh gaddë rësidu. 
HEB.8.5	 Buluk nyibuh bë agër rünamë kaarü sinam mum ë okkë taayo tolo yo go kaadudü jijja bë ëgëmo okë garü mum ë. Moses büchin ëkë garü mum ë. Yadü lo agom Daapo namë ëm bü motë badü, Yürnë bü ëm mento, “No bërok bë nom ngok moodi tolokë kaatom nam garü doobë buppü adu aarëm moto laka ëmto.” 
HEB.8.6	Rülachin ijja gë, Jisu ne nyibuh agër jilük nammë këbë gëm pënamë kai yaanë, ëgë bük Yürnë gëla okkë bük nyi gadë gë penkolo alë yaanë Daapo rünam chë garü bë, yo lëga sigi alë yaanë yëra ëm jirë ëmla menkë nam bë rüdu.
HEB.8.7	Yo lëga lëkkë lokë jicho nam Daapo agomlo rümur go kaama nage boolo, lënyi naabë agom Daapo jiküsa kaamae. 
HEB.8.8	Rülachin nyi gadë gë rümur ëm Yürnë kaapala bü sëmbë mento,
HEB.8.8	“Israel ope lola okkë Judah gë ope nyi gadë lo,
HEB.8.8	ngok ali Daapo agom lokë laanük sidü alo gaddë aanükdu ëmla,
HEB.8.8	Rutum bü mendu.
HEB.8.9	Sigi Daapo sigi ngok buluk ato abboëm Ijip lokkë gagbëla nengë dakku alo okë Daapo morük sinam garüma.
HEB.8.9	Bulu ngok Daapo morük sinamlo addü bë mëëtin simato,
HEB.8.9	Okkë ëkë lëga ngo bullëm dinchi kuma toku.
HEB.8.10	Ijja, alo aadenë gadë lo ngok Israel nyi gadë lo Daapo morük sissë sigi ëmla,
HEB.8.10	Rutum mento:
HEB.8.10	Ngo buluk asin aapuk gadë lo Ayon ëm lükrë,
HEB.8.10	Okkë buluk asin aapuklo ekgap lükrë.
HEB.8.10	Ngo buluk Yürnë bë rürë,
HEB.8.10	Okkë bulu ngok nyi bë rürë.
HEB.8.11	Bullëm buluk nyi sida ë mentom minsikü sa kaamarë ëgë malachin bük rumtum nyi ëchin,
HEB.8.11	‘Rutum ne chentoka ëmsë kaamarë,’
HEB.8.11	yo lëga anni nëlokë rüllela kai yaaru nëlobë bulu buppü ë ngom chensirë.
HEB.8.12	Okkë buluk rümur rüke rünam gaddëm yaddë lochin mëëpa kumarë.”
HEB.8.13	Ali Daapo baab ëm menla, Yürnë lëkkë lokë menchonam ëm aku moto ku; okkë yo yëra ë aku bë rüku badü okkë nyaka kudü ëgë bübabë ngeesi rëku.
HEB.9.1	Lëkkë lokë Daapo lo kumsinam gë Ayon kaasito okkë nyi monam kumsiko namë ëchin kaato. 
HEB.9.2	 Kumko namë go pürpen sinam go moto, apür gonnëm Dëën apür ë ëmto. Ogo mëruh runola tügë go okkë Yürnë gë lëga bë ütü jinyo jinam ëm tügë Tebul go atak to.
HEB.9.3	Kumko namë gë kookü apür pürnyi naanëm torchik nam apür ëm Dërëk yaaru në ëmto. 
HEB.9.4	 Okë aralo pëmü pëa romgë ain lokë monam okkë ain lokë yëklup nam agom Daapo gë jompa okkë Manna Yürnë gë jinyo doke doogë ain püchü ë, anü pajur në gënë Aaron gë bangi, okkë Yürnë gë agom Daapo gadë ëm ekgë lüpü ëkë pünyi go dooto. 
HEB.9.5	 Jompa gë taayolo Yürnë gë duudin bë duunë alap gënë nyimaa ëkë, rümur ëm paknyo bë pakko lobë buluk alap ëm lapjë moto. Rülachin ijja buppü ëm menmükla menngam jidü kaama. 
HEB.9.6	 Ëmbë buppü yëra ëm Dëën agër rüko bë pürdek kolo ruunola ato. Kumko namë gë apür doocho nëlo nyibuh gaddë alo dükü bë buluk kënamnam agër rüssëm rüto. 
HEB.9.7	 Rülachin kumko namë gë raayü aru lo jügtë nyum aalato, okkë bü lachin anyü ëm lëken gonyum aalato, nyi gadë gë chenma bë rümur ajë lëga bëla okkë bük aü gë lëga bë iyi ëm bëala Yürnë gëlo jito. 
HEB.9.8	Kumko namë gë agum apür lokë yëra ruuno pëënola anam baab ëm Dëën Doü ë bërok bë menjitu Yadü lobë agum apür si doorëdü raayü gë Dërëk yaaru në apür gë rabgo ëm chükkok jimarë. 
HEB.9.9	Sigi ijja gë rëgë duunam sokë kaarü sissë aba ë. Sëmbë ëmnam si amen jinyo ëm okkë achi amen yuudum bë palük nam ëm Yürnë gëlo jido bëchin ëgë nyum kumnë nyi gadë gë mëënam ëm buupü morë. 
HEB.9.10	Rülachin buluk rüssë donam tünam lokëla okkë adëk adëk në güdü süpë lokë pëdër soko sissë. Yadü lobë Yürnë gë ali bë kumpe ëm rülük maada badü, sigi gadë sigi nyi gadë gë agum ayür lokë Ayon rüpe bë rüla rënamë.
HEB.9.11	Rülachin alënë yëra buppü ëm jinë Kristo bü jügtë bë sogo rüka. Bük rügurko kumko nammë tani mooko sokë kumko nammëm pënamë kai yaanë okkë bërok bë buupü yaanë; Sigi nyi gë alak lokë momanam kumko namë ë, sëmbë ëmnam sigi, tani mooko sim pülen daklokë aba ëmo. 
HEB.9.12	Yadü lo Kristo Dëën yaaru në kumko namë ara gë apürlo aaba dü bü lëken gobë okkë buppü gë lëga bë aagë to, rülachin bü yuudum bë boanam sobin okkë soë iyi ëm bëala aama to; ëgum pënamë, bü aü gë iyi ëm bëato okkë ngonuk lëga bë tushü baalëla turyar gënë naanëm paamoto. 
HEB.9.13	 Sobin iyi okkë soë iyi okkë soë hëo ëm romnam lokë tachoëm nyibuh gaddë dëëma komo në nyi gaddëm pakkapto, okkë sëmbë pëdër soko kolokë buluk dëëma komo ëm laapak jito. 
HEB.9.14	Sigi jijja nëbë rürrëm, yadü go Kristo gë iyi lokë buupü yaamoto! Duuyar në Doü lokë bü Yürnë gëlo yuudum bë alë jaa bë jinyo bë jilük sito. Bük iyi lokë ngonuk muupuk asin agër kaamanë ëmmum në lokkë pëdër soko rë, ëmbë rüko lokë ngonu turnë Yürnë gë agër ëm rülarë.
HEB.9.15	Sokë lëgalo ali Daapo ëm rëmo jinnë Kristo bü, ëmbë rünamsi yëm nyi gaddëm Yürnë gagbadü Yürnë gë chesila menkënam turyar gënë rülibongo ëm paamo doobë ëmla rünamë. Sëmbë rülanam sokë lëga bë lëkkë lokë Daapo ë agër rüngo sidaklo, nyi gaddë buluk rümur agër lokkë laasek dooku bë ëmla sigë jinam go kaato.
HEB.9.16	Siro në nyi gë yëra ëm paade në lëga ëm menrëm paade në nyi ë siro në nyi gë eklen namëm kaatom ru kendo. 
