GEN.1.1	Abatelipuna elana Yabowaine labulabum ge panayawi i ginolil. 
EPH.2.20	Komiu al ge limi toto Yehoba i tal ana ginol enuna. Ama apostolowau alomeyau ge palopitau ha ola limi ana wauwau, ge Keliso Yeisu iya limi o ana ekahiyan kona eliyana. 
EPH.2.21	Limi ana ginol gegewena hi tubwi Keliso eliyana inoke limi i bwatabwata ge i tabwa limi bwabwalena Babala elana. 
EPH.2.22	Komiu ku minaa Keliso eliyana, inoke Yehoba komiu alomiyau ge wana gamagalau gegewel i tubwemiu toyawe ku tabwa Yehoba alona ge Yayaluwana wali abamina.
EPH.3.1	Yehoba i ginol ola o kaiwemiu, inoke toto o kaiwena ya awaawanun kaiwemiu. He nau Pol iyahe dela kaiwena Keliso Yeisu wana tuwalali ya ginol komiu bolo nige Yudiya i oola kaiwemiu. 
EPH.3.2	Tabam iyaka ku hago te Yehoba o mulolu i pem ge na tuwalali kaiwemiu. 
EPH.3.3	O mulolu toto i pem heiya te wana nuwatu misusumena i pankiteyau ge ya atena. (He iyaka kekeisi ya liwanan haba Yehoba wana nuwatu misusumena bana. 
EPH.3.4	Inoke ebo hauna ya lelelian nuku vasili, he nuku kite tunahot Yehoba wana nuwatu misusumena toto i ginola Keliso eliyana, ya atena.) 
EPH.3.5	Sauga houhouwena ana gamagalau Yehoba wana nuwatu misusumena nige hi aatena, yaa sauga ya Yayaluwa Bwabwalena wana gasisi eliyana Yehoba iyaka i pamasal ama wana apostolowau ge wana palopitau bwabwalel eliyama. 
EPH.3.6	He Yehoba wana nuwatu misusumena o i ola hiwe. Komiu bolo nige Yudiya i oola, Wasa Waiwaisana ku abulilek-an inoke ama Yudiya alomeyau komiu Yehoba wana mulolu toto i lovivina-an ta ahe toyawe, alomeyau komiu ta ola tuwan maisena gabomwiliyau, ge Keliso Yeisu eliyana Yehoba wana bateli ta ahe toyawe.
EPH.3.7	Yehoba o mulolu i pem ya tabwa Wasa Waiwaisana o ana totuwalali. Ge wana gasisi i pem eliyau ge eliyana wana tuwalali ya awaawaginol. 
EPH.3.8	Bwagana nau Yehoba wana gamagalau gegewel wali tokekeisisi, he Yehoba o mulolu i pem te waisi limwalimwanina toto ta pwawaa Keliso eliyana, wasana waiwaisana na papaatena-an bolo nige Yudiya i oola eliyamiu. 
EPH.3.9	Yehoba no tuwalali i pem hauna wana nuwatu misusumena ge nuwana ni ginol na pwamwananal gamagalau gegewel elal. He Yehoba, iya bugul gegewel ali Toginol, wana nuwatu o i sume sauga houhouwena eliyana. 
EPH.3.10	Yehoba nuwana te sauga ya ekelesiya eliyana tohouwa gegewel ge gasisi ona gegewel labulabumwa, iya wana siba yayawewa nihi atena. 
EPH.3.11	He sauga houhouwena hot Yehoba i nuwatu ni ginol ola o, inoke sauga ya Keliso Yeisu wala Babala wana tuwalali eliyana iyaka i ginol haba. 
EPH.3.12	Ge kila ta minaa Keliso eliyana ge iya ta abulilek-an, inoke nige ta lolovakun te ta nok Yehoba manininaa alola ge wala atimatuwa. 
EPH.3.13	Inoke na baewa eliyamiu, bahi nuwamiu ni nanak ge yayaluwamiu ni pwepweyata kaiwena nau lomwan ya pwawa kaiwemiu. Nau no lomwan enona te komiu waisi ku pwawa, inoke nuku yaliyaya-an.
EPH.3.14	Yehoba i ginol ola o kaiwemiu, inoke ya loepwakokuwa Tamala manininaa, 
EPH.3.15	iya un gegewel labulabumwa ge panayawiya ali topapamasal. 
EPH.3.16	Tamala bugul waiwaisal hi gewi i kalaopopwi nuwana ni pewa eliyamiu, inoke ya awanun Yayaluwa Bwabwalena wana tuwalali eliyana yayaluwamiu ni pagasisi, 
EPH.3.17	ge wami abulilek kaiwena Keliso ni holaviya atemiwa. Ya awanun ewahilimiu ni lau nunuwana paganina eliyana ge yawalimiu ni matuwa, ni ola ebwakil ewahilina i lau ge bilibili i kukuhikan. 
EPH.3.18	Ya awanun alomiyau ge Yehoba wana gamagalau gegewel bosowaimiu Keliso wana nunuwana ana manamana, ana yapu, ana miha, ge ana limwan nuku atena. 
EPH.3.19	He Keliso wana nunuwana ana bwata kila gamagalau nige bosowaina ta atena, yaa ya awanun wana nunuwana o nuku atena bubun ge amnana nuku anbose. Inoke Yehoba, iya waisi gegewena i kalaopopwi, ni minaa eliyamiu ge ni pakalaopop-agimiu.
EPH.3.20	Yehoba wana gasisi iyoho i tuwatuwalali eliyala, inoke hauna toto ta awanuni o ebo hauna toto ta nuwatuan, he iya bosowaina ni ginol lake. 
EPH.3.21	Inoke kilau bolo ta minaa ekelesiya gamwanaa ge Keliso Yeisu eliyana, heyan ge heyan Yehoba ta awa wasawasa-an, sauga gegewena nige ni momowasi. Ibwe. I ola.
EPH.4.1	Nau ya minaa dela kaiwena ya tuwalali Babala kaiwena, inoke ya ba pagasisi eliyamiu yawalimiu ana minamina ni ola toto Yehoba wana nuwatu ge i yogaagimiu. 
EPH.4.2	Sauga gegewena nuku hanalau ge wami pagan ni meimei. Bahi etimwawa nuku huhuga, yaa ginebi wami nunuwana alomiyau wali ginol eliyamiu nuku palahikan. 
EPH.4.3	Yayaluwa Bwabwalena i pamibubun-agila, ge mibubun o i tubwela ta tabwa boda maisena. Inoke nuku logasisi ge mipamaisena o paganina bahi ni momowasi. 
EPH.4.4	Gegewela ta tubwi ta ola tuwan maisena, ge Yayaluwa Bwabwalena toto ta ahe iyai te maisena. I ola al, alola wala atimatuwa gegewela waisi maisena ya te kaiwena ta matamatan, toto Yehoba i lovivina-an kaiwela ge i yogaagila. 
EPH.4.5	Wala Babala iyai te maisena, gegewela wala abulilek iyai te maisena, ge ala babitaiso iyai te maisena. 
EPH.4.6	Wala Yabowaine iyai te maisena, iya kila gegewela Tamala. Iya gamagalau gegewel i logugui-agil, iya i tuwalali gegewel eliyalil, ge i minaa gegewel gamwaliyaa.
EPH.4.7	Kila maisena ge maisena Keliso ala mulolu i guyauan elala, i pem i ola iya wana nuwatu. 
EPH.4.8	He i ola Buki Bwabwalena ana baaba, i ba, “Sauga i na i ha natiya aban mihahaina hot elana, he alonau ge bolo iyaka i pakokovel ge i yowanil, ge gamagalau ali mulolu i guyauan elal.” 
EPH.4.9	(He baaba toto i ba, “i na i ha” i pankitela te houwan ga i nem i lau paiya hot panayawi elana. 
EPH.4.10	Toto i nem i lau, gamagalina maisena te i na i ha natiya. Nige tage i na i ha ya te labulabumwa, yaa i hek al ge i miha natiya hot, inoke bugul gegewel ni yabom ge ni pakalaopopwi.) 
EPH.4.11	Inoke iya gamagalau ali mulolu i guyauan elal i ola hiwe. Enuna ali gabom i pek hi tabwa apostolowau, enuna palopitau, enuna Wasa Waiwaisana ana towasa, ge enuna gamagalau ali tomatahikan ge ali topanpankiti. 
EPH.4.12	Gamagalau ali gabom i pek i ola o inoke Yehoba wana gamagalau ni lovivina-agil tuwalali waiwaisal nihi ginolil, yaka ekelesiya, iya Keliso tuwana, ni bwatabwata ge ni gagasisi. 
EPH.4.13	He ana abapwamowasi ta ola boda maisena hot kaiwena Yehoba Natuna ta abulilek-an ge ta atena bubun, ta ola gamagalau matumatuwal, ge wala pagan ni olaolaek te pagan toto Keliso i kalaopopwi.
EPH.4.14	He yaka abwe nige al ta oola wawayau, nige al ta oola waga toto bagol i tagapwapwati, ge nige al bosowaina gamagalau sisibal wali panpankiti ni yu pwatpwat-agila ni ola mana. He heliya kakawi ana kamwasa i gewi hi ginolil ge eliyana gamagalau hi pagegel. 
EPH.4.15	Yaa kila bahi ta oolak panpankiti o elana, yaa alola wala nunuwana ta baaba tunahot, inoke ta siun ta gasisi ge avala Keliso ta tubwi hot, iya ekelesiya kaununa. 
EPH.4.16	Iya tuwan bwalibwaligena i logugui-an, inoke gabomwina tomaha ge tomaha hi tubwi pamaisena. Gabom maisena ge maisena totona wana tuwalali i awaawaginol, inoke tuwan bwalibwaligena i siusiun ge i gagasisiek nunuwana paganina eliyana.
EPH.4.17	Babala alana elana ya ba pagasisi eliyamiu i ola hiwe. Bahi al wami minamina ni oola gamagalau bolo nige Yehoba hi aatena. Heliya wali nuwatu gegewena nige enona i gagan, 
EPH.4.18	ge ateliya i gogou. Nige wali aatena hot i gagan ge ateliya i gasisi i ola pat, inoke heliya nige alaliya i gagan yawal toto i neem Yehoba elana. 
EPH.4.19	Nige al wali ginol hi pupuluwawi-an, yaa hi talamwagil ginol nanakina elana ge pagan pulupuluwawena hi ginoginol pwatanik ya.
EPH.4.20	Yaa komiu wami aatena Keliso kaiwena nige i oola to. 
EPH.4.21	He Keliso wasana iyaka ku hago haba, ge baaba tutunahotina toto Yeisu eliyana komiu ana tototoulil iyaka hi pankitemiu. 
EPH.4.22	Inoke yawalimiu bebeyaunana toto valila ana pagan elana ku miminaa, nuku aliyoho, kaiwena yawal o amnanina i nunul pagegemiu inoke i apapanak-agimiu. 
EPH.4.23	Atemiu ge wami nuwatu ni vavaluna, 
EPH.4.24	ge yawalimiu vavaluna nuku galoi, yawal o paganina i ola Yehoba wana pagan, i sapu ge i bwabwalena hot.
EPH.4.25	Inoke besemiu lokalokakawi! Komiu maisena ge maisena ni baaba tunahot wana pan toabulilek elana, kaiwena kila gegewela tuwan maisena gabomwina ona. 
EPH.4.26	Ebo nuku huga, bahi wami huga ni kakalivaimiu ge gegi nuku giginol. Ge bahi wami huga ana sauga ni yayapu ni nana sabwelu ni lolobek, 
EPH.4.27	ge bahi Seitani wana hawawal etega nuku pepek. 
EPH.4.28	Gamagal toto i kakaoma bahi ni kakaoma al, yaa nimana ni patuwalali tuwalali waiwaisana ni ginol. Inoke wana bugul ni gewi ni pwawal ge bosowaina togulagula ni label.
EPH.4.29	Bahi baaba nanakina nuku babaunan, yaa baaba waiwaisana toto bosowaina gamagalau bolo ali pulowan gaganil ni label ge nihi gasisi te nuku baunan. Inoke gamagalau bolo hi lalaegan, wali waisi nihi pwawaa to wami baaba eliyana. 
EPH.4.30	Bahi Yehoba Yayaluwana Bwabwalena nuwana nuku apanak, iya Yehoba wana euna eliyamiu i pamasal komiu iya wana gamagalau, inoke ku atena bwaliga abwe ni sokalimiu hoti. 
EPH.4.31	Atielolol amnanina gegewena nuku ahek yoho eliyamiu, alona ge huga. Bahi anamiu ni eelolol alomiyau elal ge bahi nuku babaa panapanak-agil. Bahi pihigelgel paganina ni gagan eliyamiu. 
EPH.4.32	Yaa wami pagan ni meimei alomiyau elal ge nuku atilomwan-agil. Alomiyau wali gegi eliyamiu nuku nuwayoho, ni ola Keliso eliyana Yehoba wami gegi iyaka i nuwayoho.
EPH.5.1	Komiu Yehoba natunau nunuwanil, inoke nuku labose nuku ola iya. 
EPH.5.2	Nunuwana paganina eliyana nuku nanawaa, ni ola te Keliso i nunuwana-agila. He iya yawalina i talamwan kila kaiwela i ola powon bwalena waiwaisana toto Yehoba i yaliyaya-an.
EPH.5.3	Neganega paganina ge pagan pulupuluwawena, ge tomemek paganina, bahi kekeisi etega ni gagan eliyamiu. Pagan bolo ona o komiu Yehoba wana gamagalau bwabwalel nige bosowaimiu i oola. 
EPH.5.4	I ola al, bahi ba sigasiga, bahi ba bwagabwaga hot, bahi neganega talawasena nuku babaunan, kaiwena nige i wawaisa eliyamiu. He ba mulolu Yehoba elana te nuku baunan. 
EPH.5.5	Nuwamiu ni sapu te bolo neganega paganina ge pagan pulupuluwawena hi awaawaginol, ge bolo hi tomemek nige abaliya ni gagan Keliso ge Yehoba wali abaloguguiya. (He tomemek paganina i ola te ta kukululuek yabowaine kakakawena elana.) 
EPH.5.6	Inoke bahi gamagal etega wana ba kakakawi eliyana nuwamiu ni liliwan ahe. He pagan bolo ona o kaiweliya Yehoba wana huga i nenem gamagalau bolo anana nige hi hahago eliyalil. 
EPH.5.7	Inoke bahi alomiyau ge gamagalau ololal o nuku lolopapalagito.
EPH.5.8	Valila ku minaa gogouwa, yaa sauga ya Babala eliyana ku minaa mwananala. Inoke yawalimiu ana nawanawa ni ola komiu mwananal natunau, 
EPH.5.9+EPH.5.10	ge nuku loyaan hauna toto Babala i yaliyaya-an nuku atena. Kaiwena mwananal enowana heiya pagan waiwaisana, pagan sasapona ge ba tunahot. 
EPH.5.11	Bahi nuku nonoek gogou paganina ana ginol elal, kaiwena nige enona i gagan, yaa nuku teli pamasalil mwananala ge gamagalau nihi atena gegi to. 
EPH.5.12	(He toto gamagalau hi ginol sume nige bosowaiu na gotalisi-an, ana baaba ya puluwawi-an.) 
EPH.5.13	Bugul gegewel bolo ta teli pamasalil mwananala, yaka gamwaliya hot ta kite bubun, 
EPH.5.14	kaiwena mwananal te bugul gegewena i teli tagilagil ge ta kite bubun. Heiya te kaiwena wala baaba etega i ba:
EPH.5.14	Owa tokenu, u lut,
EPH.5.14	u lutem yaomala,
EPH.5.14	inoke Keliso mwananalina ni yanewa.
EPH.5.15	He yawalimiu ana nawanawa nuku matahikan bubun. Nuku ola bolo tonuwasapu, bahi nuku oola bolo nige nuwaliya i sasapu. 
EPH.5.16	Bahi wami sauga waiwaisana etega nuku hahanavenu-an, kaiwena sauga toto ya nak ana awaawaginol iyaka i gasisi. 
EPH.5.17	Bahi nuku sigasiga, yaa Babala wana nuwatu kaiwemiu nuku atena bubun.
EPH.5.18	Bahi wewel gasigasisena nuku im kokona-an, eba ni apapanak-agimiu. Yaa Yayaluwa Bwabwalena nuku kalaopopwi. 
EPH.5.19	Same, wona tapwalolo ge wona bolo Yayaluwa Bwabwalena wana pewa ali baaba nuku baubaunan alomiyau elal. Awamiwa ge atemiwa al ge nuku wona tobal Babala elana, 
EPH.5.20	ge wala Babala Yeisu Keliso alana elana, sauga gegewena nuku ba mulolu Yehoba Tamala elana bugul gegewena kaiweliya.
EPH.5.21	Alomiyau wali logugui nuku henapuan Keliso ana awatauwan kaiwena.
EPH.5.22	Komiu toalolon meluyowau, lagomiyau wali logugui nuku henapuan ni ola Babala wana logugui ku henapuan. 
EPH.5.23	Kaiwena tau iya lagona kaununa i ola te Keliso iya ekelesiya kaununa. He ekelesiya iya Keliso tuwana, ge Keliso iya ekelesiya ana Topwamwal. 
EPH.5.24	Ekelesiya Keliso wana logugui i henapuan, he i ola al to toalolon meluyowau lagoliyau wali logugui nihi henapuan sauga gegewena.
EPH.5.25	Komiu toalolon melubolau, lagomiyau nuku nunuwana-agil ni ola Keliso ekelesiya i nunuwana-an ge yawalina i talamwan kaiwena. 
EPH.5.26	Yawalina i talamwan nuwana toabulilek ni ul payanayana-agil wewel elana
EPH.5.27	ge ni pamilil matanaa ni ola ekelesiya toto ana awa waiwaisana hot, nige ana potpot, nige tuwana i lolobabanunu, ge nige nakina etega al, yaa i sapusapu ge nige wana gegi i gagan. 
EPH.5.28	Inoke i ola al, bolau lagoliyau nihi nunuwana-agil ni ola heliya tuwaliya gabomwina ona hi nunuwana-agil. Ebo tau lagona ni nunuwana-an, he i ola totona i nunuwana-an to. 
EPH.5.29	He nige sauga etega gamagal etega totona tuwana i pipihigelgel-an. Yaa ni paan ge ni matahikan bubun, ni ola Keliso i ginol kila ekelesiya elala, 
EPH.5.30	kaiwena kila iya tuwana gabomwina ona. 
EPH.5.31	Buki Bwabwalena i ba, “Heiya kaiwena tau tamana ge hinana ni miluwagil ni na alona ge lagona nihi mipamaisena inoke ali toto labui nihi ola tuwan maisena.” 
EPH.5.32	Buki ya ana nuwatu i limwan hot. He nau ya liwan pwatanek Keliso alona ge ekelesiya elal. 
EPH.5.33	Yaa ana baaba i noewa al komiu eliyamiu. Inoke tau maisena ge maisena lagona ni nunuwana-an ni ola totona i nunuwana-an, ge yova lagona ni awatauwan.
EPH.6.1	Komiu wawayau, hinamiyau ge tamamiyau awaliya nuku ab kaiwena komiu ku minaa Babala elana. He i sapu te nuku ginol ola o. 
EPH.6.2	Buki Bwabwalena i ba, “Hinam ge tamwam nu awatauwagil.” He logugui ya iya logugui houwan toto alona ge ana bateli, 
EPH.6.3	ge bateli o i ba, “inoke ni waisi eliyam ge yawalim ana minamina ni yapu panayawiya.”
EPH.6.4	Komiu tamataman, bahi natumiyau nuku papahugahuga-agil, yaa nuku nubwel bubunil, nuku pahenapol ge nuku pankitel Babala kaiwena.
EPH.6.5	Komiu totuwalali loloyowanil, alona wami awatauwan ge wami lovakun, ge alona wami atitalam, wami tonowakau panayawiya awaliya nuku ab ni ola te Keliso awana ku aab. 
EPH.6.6	Bahi tage ebo nihi kite hikagimiu ge abwe nuku tuwalali bubun, inoke nihi yaliyaya kaiwemiu. Yaa nuku tuwalali ni ola komiu Keliso wana totuwalali loloyowanil ge Yehoba wana nuwatu ku awaawaginol alona ge atemiu bwalibwaligena. 
EPH.6.7	Ginebi ge wami yaliyaya nuku tuwalali, ni ola te ku tutuwalali Babala elana, nige gamagalau elal i oola. 
EPH.6.8	Kaiwena ku atena Babala gamagal maisena ge maisena, bwagana iya totuwalali loloyowanina o ebo gamagal sokasokalina, wana tuwalali waiwaisana molana ni pek.
EPH.6.9	Komiu tonowakau, komiu al ge wami ginol ni waisi wami totuwalali loloyowanil elal. Bahi al nuku papalovakunil, kaiwena ku atena heliya ge komiu wami Tonowak Bwabwatana iyoho labulabumwa, ge iya matanaa gamagalau gegewel hi olaolaek.
EPH.6.10	No baaba na pwamowasiya hiwe: komiu iyaka ku minek Babala elana, inoke wana gasisi bwabwatana ni pagasisi-agimiu. 
EPH.6.11	Elohaveyan bolo Yehoba i pewa eliyamiu gegewena nuku galoi, inoke bosowaimiu nuku talmilil gagasisi ge bahi Seitani wana nuwatu ni kakakawemiu. 
EPH.6.12	Kila nige tage avalau ge wala pan gamagalau ta lohalohaveyan, yaa avalau yayaluwa bibikel bolo hi miminaa hawawala, avaliyau wali tohouwa ge wali gasisi ona, bolo panayawi gogogouina ya hi logugui-an. 
EPH.6.13	He elohaveyan bolo Yehoba i pewa gegewena nuku galoi, inoke sauga nanakina elana bosowaimiu nuku talmilil gagasisi haveyan elana, ge sauga haveyan nuku pwamowasi, komiu iyoho ya ku taltalmilil abamiwa.
EPH.6.14	He nuku talmilil ami galogaloi ni ola hiwe. Baaba tunahot ni ola ami wasikewa nuku gimwan bubun henuwanimiwa, ge pagan sasapona ni ola babagalimiu ana eteli kaus. 
EPH.6.15	He wami yaliyaya toto tage mibubun Wasana Waiwaisana nuku wasaan, ni ola aemiu aana. 
EPH.6.16	Sauga gegewena abulilek nuku ahe ni ola wami ligovan, ge eliyana Seitani wana gau tatauina nuku pal ge wana tau nuku pwabolu. 
EPH.6.17	Yehoba wana pwamwal nuku ahe ni ola ami pepem gasigasisena,
EPH.6.18	Ge sauga gegewena Yayaluwa Bwabwalena wana gasisi eliyana nuku awaawanun. He pulowan gegewel kaiweliya wami awanun nuku pek Yehoba elana ge nuku ba ni labemiu. Inoke nuku silawa ge bahi nuku babakuhu awaawanun Yehoba wana gamagalau gegewel kaiweliya. 
EPH.6.19	He nau al ge nuku awanun kaiweu. Nuku awanun te sauga ebo na baaba, he Yehoba baaba ni pem inoke ateu ni matuwa ge Wasa Waiwaisana, iya Yehoba wana nuwatu toto i misumi ga, na ba tagilan. 
EPH.6.20	Yehoba i patunau Wasa Waiwaisana o ana towasa, ge toto o kaiwena nau iyahe dela. Inoke nuku awanun ateu ni matuwa Wasa Waiwaisana na wasaan ni ola o logugui.
EPH.6.21	Titiko, iya talila nunuwanina ge totuwalali waiwaisana Babala kaiwena, wasau gegewena abwe ni baunan eliyamiu, inoke nuku atena no minamina ga i ola. 
EPH.6.22	Toto o kaiwena ya papatuna i nonowa eliyamiu inoke wama minamina wasana nuku atena ge ni paatimatuwa-agimiu.
EPH.6.23	Ya awanun Yehoba Tamala ge wala Babala Yeisu Keliso komiu toabulilek atemiu nihi palaumwal, wami abulilek nihi pagasisi ge nihi labemiu alomiyau nuku nunuwana-agil. 
EPH.6.24	Ya awanun Yehoba gamagalau gegewel bolo wala Babala Yeisu Keliso ana nunuwana i mihot eliyalil, ni muloluagil.
PHP.1.1	Nau Pol alou ge Timoti, ama Keliso Yeisu wana totuwalali loloyowanil, leta ya ha ginol ge ha patuna ekelesiya Pilipai eliyamiu, alomiyau ge wami tohouwa ge ekelesiya ana tolaba. He komiu Yehoba wana gamagalau kaiwena iyaka ku minaa Keliso Yeisu eliyana.
PHP.1.2	Ha awanun Yehoba Tamala ge wala Babala Yeisu Keliso nihi muloluagimiu, ge wali nuwa laumwal atemiu ni pakalaopop.
PHP.1.3	Sauga gegewena ebo ya nuwatuagimiu, inoke ya ba mulolu no Yabowaine elana, 
PHP.1.4	ge sauga gegewena ebo ya awanun komiu gegewemiu kaiwemiu, he alou ge no yaliyaya ya awaawanun. 
PHP.1.5	No yaliyaya puna, kaiwena i telipunaa lan toto ku abulilek, alowau komiu ta pelabalaba-agila wasa waiwaisana ana tuwalali ta awaawaginol ana siga lan ebe. 
PHP.1.6	Ge ya atena bubun Yehoba, iya tuwalali waiwaisana i telipuna-an eliyamiu, ni mimi awaawaginol ana siga ni pwamowasiya lan toto Keliso Yeisu ni sikalim. 
PHP.1.7	Nige ana hanahanal etega i gagan te ya nuwatu ola o komiu gegewemiu kaiwemiu. Kaiwena bwagana nau iyahe dela, o bwagana valila wasa waiwaisana ana tunahot gamagalau ya pankitel inoke hi abulilek-an gagasisi, alowau komiu gegewemiu ta pelabalaba-agila tuwalali elana, tuwalali toto Yehoba alona wana mulolu i pem elau. Inoke komiu ami nunuwana i bwata hot atewa. 
PHP.1.8	Tunahot Yehoba i atena nuwau hot na kitemiu, kaiwena ya nunuwana-agimiu i ola te Keliso Yeisu i nunuwana-agimiu.
PHP.1.9	Ya awaawanun kaiwemiu te nunuwana paganina ni bwatabwata yawalimiu elana, ge i ola al Yehoba ana aatena ni bwata eliyamiu ge wami nuwatu ni sapu, 
PHP.1.10	inoke bosowaimiu pagan gegewena nuku hile ge toto waiwaisana hot te nuku awaawaginol. Inoke nige ami nak o ebo ami woliwoli etega ni gagan ni na ana siga Keliso ni sikalim, 
PHP.1.11	ge pagan waiwaisana toto i neem Yeisu Keliso eliyana yawalimiu ni pakalaopop. Inoke toto o kaiwena gamagalau Yehoba nihi awatauwan ge nihi tobalan.
PHP.1.12	Taliwau ge nuwau, nuwau nuku atena pulowan bolo hi masal eliyau, nige tage wasa waiwaisana ana tuwalali ni papulowan, yaa i labe. 
PHP.1.13	He Sisa wana tolohaveyan bolo wana abalogugui panuwana ya ana tomatahikan, avaliyau gamagalau gegewel labi ya elana, iyaka hi atena Keliso kaiwena te hi paulutuk-agau dela. 
PHP.1.14	Etega al, no ulutuk ya talilau hi gewi wali abulilek Babala elana iyaka i pagasisi, inoke ateliya i matuwa, nige hi lolovakun Yehoba wana baaba hi wasawasa-an.
PHP.1.15	Gamagalau enuna hi lamwa pulowanagau ge nuwaliya nihi teli lowagau, inoke Keliso wasana hi papaatena-an, yaa enuna hi yaliyaya kaiweu ge hi papaatena. 
PHP.1.16	Heliya hi atena no ulutuk dela enona ni masal gamagalau nihi gewi nihi atena age wasa waiwaisana i tunahot, inoke hi nunuwana-agau ge Keliso hi papaatena-an. 
PHP.1.17	Yaa bolo enuna al, nige nuwatu sasapona kaiwena i oola ge hi papaatena. Heliya Keliso wasana hi wasaan, kaiwena nuwaliya alaliya nihi teli heyan ge nihi lakeyau, ge hi nuwatu tage nihi papulowan-agau sauga nau iyahe dela. 
PHP.1.18	Yaa eliyau nige bugul i oola to, ya yaliyaya ya. Bwagana wali nuwatu sasapona, o ebo wali nuwatu hanahanalina, he Keliso wasana te hi papaatena-an, inoke toto o kaiwena ya yaliyaya.
PHP.1.18	I ola al, no yaliyaya ni gangan ya, 
PHP.1.19	kaiwena ya atena wami awanun ana lahena ge Yeisu Keliso Yayaluwana wana labe kaiwena Yehoba abwe ni sokalau na tagil dela. 
