MAT.1.1	Yesu Kristo, Owíe 
REV.1.4+REV.1.5	Ɔhá ámʋ́ʋ́ oletsiá, ɔbʋ ɩnʋ, ɔbɛ́laba amʋ mʋa Ɔŋɛ́ asienɔ́ ánɩ́ bʋlɩɩ́ mʋ owíe obíá ansɩ́tɔ́ pʋ́ Yesu Kristo bʋgyíi mlɩ bʋalɛ, abʋha mlɩ iwilwii. Mʋgyí ɔdansɩyin ɔnɔkwalɩpʋ, ogyankpapʋá ɔlɔkʋsʋ́ tsú afúlitɔ, ɔyɩ́tɔ́ awíe fɛ́ɛ́sʋ́ ogyípʋ́.
REV.1.4+REV.1.5	Mʋtɔdwɛ́ anɩ, ɔlɔpʋ mʋ obugya ká anɩ nwunsʋ ɩkɔ, sí anɩ lakpan kíé anɩ. 
REV.1.6	Alabwɛ́ anɩ mʋ iwíe ogyíkpá pʋ́ mʋ igyí ahapʋ́ ánɩ́ abósum mʋ Sɩ́ Bulu. Numnyam mʋ́a túmi ɩbwɛ́ɛ mʋ klɛ brɛ́ fɛ́ɛ́! 
REV.1.7	Kɩ! Ɔna nwʋlʋ́táasʋ ɔbá! Ɔhagyíɔha obówun mʋ. Ahá ámʋ́ʋ́ bɔwɔ mʋ pɩ́a amʋ kʋ́ráá bówun mʋ. Mʋ sʋ ɔyɩ́tɔ́ ahá fɛ́ɛ́ bósu kʋ́klʋ́kʋ́ʋ́. Alɩ́ ɩbɛ́ba nɩ!
REV.1.8	Anɩ Wíe Bulu lɛ́blɩ́ ɔbɛ́ɛ, “Mɩ́gyí 
REV.1.9	Mɩ́, mlɩ píó Yohane nɩ. Mɩ́a mlɩnyɔ dɛ́ ipian wúun Yesu pʋ́ 
REV.1.10	Ɛkɛ ɔkʋá igyi anɩ Wíe ɛkɛ á, Bulu Ɔŋɛ́ lɛ́ba mɩsʋ. Nonu ɔmɛ kʋ, ɩlɛlɩn kʋ́klʋ́kʋ́ʋ́ fɛ́ ɔkpɛ ɔtsáwʋlɛ pɛ́ mɩ́ ɔma. 
REV.1.11	Ɔmɛ amʋ ɔbɛ́ɛ, “Wanlɩn tɔ́á fʋdewúun wa ɔwʋlʋ́tɔ́, afʋpʋya Kristo ɔpasua asienɔ́, bʋgyi Efeso, Smirna, Pergamo, Tiatira, Sardi, Filadelfia pʋ́ Laodikea.”
REV.1.12	Brɛ́á nɛdamlí mbɛ́ɛ ankɩ ɔhá ánɩ́ ɔdɛ mɩ́ asʋ́n bláa a, nowun sika pɛpɛ ɔkandɩ́ɛ-oyíá ɩbʋ abámbi asienɔ́. 
REV.1.13	Ɔha ɔkʋá ɔlɛlɩan Nyankpʋsa-Mʋ-Bi ámʋ lɩ́ɩ́ ɔkandɩ́ɛ-oyí ámʋ nsɩnɛ́. Ɔlɔwa ligá, ɔlɔpʋ sika pɛpɛ ɔfɛ́ tsan mʋ kántɔ́. 
REV.1.14	Mʋ nwun pʋ́ mʋ imi fɛ́ɛ́ lofulí fɛ́ opuli mpútɔ́ ntɛ́ɛ ɔhráda. Mʋ ansíbi aklambi ɛ́ lɔwankɩ́ fɛ́ ogyá mpɩmpɩ. 
REV.1.15	Mʋ ayabi dɛ ogyá kpa fɛ́ kɔɔ́brɩ ánɩ́ bafwɩ́ mʋ́ lɛ́ ogyátɔ́ ɩnʋnʋ. Mʋ ɔmɛ idetsulá fɛ́ ntsuá ɩdɛkpa yi. 
REV.1.16	Ɔdɛ ntsrakpabi asienɔ́ mʋ gyɔpɩtɔ. Ɔdayí ɩya anyɔ kláklá lɛdalɩ tsu mʋ ɔnɔ́tɔ́. Mʋ ansɩ́tɔ́ ɩhɩ́ɛ́ dɛwankɩ́ fɛ́ ɔpawi. 
REV.1.17	Brɛ́á nowun mʋ a, nemlí bun mʋ ayabiasɩ fɛ́ ɔha wuhɛ́, támɛ ɔlɔpʋ mʋ gyɔpɩ ɩbɩ dɩ́nká mɩ́sʋ́, blɩ́ ɔbɛ́ɛ, “Mánya ifú! Mɩ́gyí Ogyankpapʋ mʋ́a Ɔtráhɛ amʋ nɩ. 
REV.1.18	Mɩ́gyí ɔkɩankpapʋ amʋ́ʋ́ nowu ámʋ nɩ. Kɩ, mbʋ nkpa brɛ́ fɛ́ɛ́tɔ́! Mbʋ túmi lowu mʋ́a afúlitɔsʋ.
REV.1.19	“Wanlɩn tɔ́á fawun bɔtsʋn, mʋ́á ɩdɛbá séi pʋ́ mʋ́á ɩbɛ́ba ɔma wa ɔwʋlʋ́ ámʋtɔ. 
REV.1.20	Ntsrakpabi asienɔ́ ámʋ́ʋ́ fowun mɩ́ gyɔpɩtɔ pʋ́ sika pɛpɛ ɔkandɩ́ɛ-oyí abámbi asienɔ́ ámʋ asɩ nɩ́. Ntsrakpabi asienɔ́ ámʋ igyi ɔpasua asienɔ́ ámʋ abɔpʋ. Ɔkandɩ́ɛ-oyí abámbi asienɔ́ ámʋ ɛ́ gyí ɔpasua asienɔ́ ámʋ.
REV.2.1	“Wanlɩn asʋ́n ánfɩ sɩsɩ Akristofɔ ɔpasua ánɩ́ ɩbʋ Efeso wúlutɔ ɔbɔpʋ fɛɛ,
REV.2.1	“Ɔhá ámʋ́ʋ́ ɔdɛ ntsrakpabi asienɔ́ mʋ gyɔpɩtɔ, ɔna sika pɛpɛ ɔkandɩ́ɛ-oyí abámbi asienɔ́ ámʋ nsɩnɛ́ ámʋ ɔbɛ́ɛ: 
REV.2.2	Nyin tɔ́á fʋdɛbwɛ fɛ́ɛ́. Nawun alɩá fʋhɩ́ɛ́ fʋdɛ agyʋ́má yɔ, pʋ́ alɩá fʋdɛ nsi wa lɩ́ɩ́ kínkín. Nyin ánɩ́ fʋtamakle aha laláhɛ asʋ́n. Fakápʋ́ ahá ámʋ́ʋ́ bʋdɛ amʋ́ ɩwɩ tɩ Kristo 
REV.2.3	Fotomi wun ipian mɩ́ sʋ, fʋ́meyinkí ɔma. 
REV.2.4	Támɛ asʋ́n kʋlɛ pɛ́á mbʋ fʋ́ ɩwɩ gyí, ɔdwɛ ɩtráa ma mɩ́a fʋnyɔ ntɛ́ɛ fʋ́a fʋ́ aba nsɩnɛ́ fɛ́ gyankpapʋ amʋ. 
REV.2.5	Mʋ́ sʋ kaɩn alɩá tɛkɩ fʋgyi asa fadɩda. Damli klʋntɔ, afʋlatsia fʋ́ atsiábi. Nɩ́ megyí alɩ á, nɛ́ba bɛlɛ fʋ́ ɔkandɩ́ɛ-oyí ámʋ lɛ́ mʋ́ aba ɔpasua atráhɛ amʋtɔ. 
REV.2.6	Támɛ toku kʋlɛá ɩbʋ alɛ́ fʋ́ ɩwɩ gyí, fʋtamakle Nikolai abúopʋ bwɛhɛ́ laláhɛ amʋ, fɛ́ alɩá mɩ́ ɛ́ ntamakle mʋ́.
REV.2.7	“Ɔhá ánɩ́ ɔbʋ asʋ onúu asʋn ánɩ́ 
REV.2.8	Ɔlɛtrá bláa mɩ ɔbɛ́ɛ, “Wanlɩn asʋ́n ánfɩ sɩsɩ Akristofɔ ɔpasua ánɩ́ ɩbʋ Smirna wúlutɔ ɔbɔpʋ fɛɛ,
REV.2.8	“Ɔhá ámʋ́ʋ́ ogyi Ogyankpapʋ mʋ́a Ɔtráhɛ, olowu lákʋ́sʋ́ tsú afúlitɔ ámʋ ɔbɛ́ɛ: 
REV.2.9	Nyin fʋ́ ipian wunhɛ pʋ́ ohian ánɩ́ fʋdegyí, támɛ fʋbʋ atɔ́! Nyin alɩá ɔpasua ámʋ́ʋ́ bʋdɛ ɩwɩ kɩ́ɩ bɛɛ, 
REV.2.10	Máha ipian ánɩ́ ɩbɛ́ba fʋsʋ ɩwa fʋ́ ifú. Ndɛ fʋ́ bláa, Ɔbʋnsám ɔbɛ́ha bɛ́kɩtá mlɩtɔ akʋ tswɩ obu. Ɔbɔ́sɔ mlɩ kɩ. Bɛ́dɩnká fʋ́sʋ́ nkɛ dú. Nɩ́ lowutɔ ígyi ó á, fʋ́ mʋ́ wa ɔnɔkwalɩ. Nɛ́ha fʋ́ ɩsʋgyi-ɩpa, igyi nkpa ánɩ́ ɩtamatá.
REV.2.11	“Ɔhá ánɩ́ ɔbʋ asʋ onúu asʋn ánɩ́ Ɔŋɛ Wankɩ́hɛ́ amʋ dɛ́ ɔpasua ámʋ bláa asɩ. Ɔhagyíɔha ánɩ́ olegyi ɩsʋ á, lowu nyɔɔsɩ amʋ ɩmɛ́ɛda mʋ.”
REV.2.12	Ɔlɛtrá bláa mɩ ɔbɛ́ɛ, “Wanlɩn asʋ́n ánfɩ sɩsɩ Akristofɔ ɔpasua ánɩ́ ɩbʋ Pergamo wúlutɔ ɔbɔpʋ fɛɛ,
REV.2.12	“Ɔhá ámʋ́ʋ́ ɔbʋ ɔdayí ɩya anyɔ kláklá ámʋ ɔbɛ́ɛ: 
REV.2.13	Nyin ánɩ́ fʋtsie ɔtɩ́nɛ́á Ɔbʋnsám owíe obíá itsie, támɛ fʋdɛ fʋ́ hógyitɔ kínkíínkín. Brɛ́á bɔmɔ mɩ́ adánsɩɛ ogyípʋ́ ɔnɔkwalɩpʋ Antipa mlɩ wá ɩnʋ kʋ́ráá á, fʋmɛkpa mɩ́ ɔma. 
REV.2.14	Támɛ mʋ́ ó á, mbʋ fʋ́ ɩwɩ asʋ́n kpalobí kʋ. Mlɩtɔ akʋ bʋbuo 
REV.2.15	Alɩ kɛ́n akʋ bʋbʋ mlɩtɔá bʋbuo Nikolai atosunáhɛ́ nɩ. 
REV.2.16	Mlɩdamli klʋntɔ. Nɩ́ megyí alɩ nóbofwie mlɩtɔ, pʋ́ mɩ́ ɔnɔ́tɔ́ ɔdayí ámʋ kɔ́ amʋ́.
REV.2.17	“Ɔhá ánɩ́ ɔbʋ asʋ onúu asʋ́n ánɩ́ Ɔŋɛ Wankɩ́hɛ́ amʋ dɛ́ ɔpasua ámʋ bláa asɩ.
REV.2.17	“Ɔhagyíɔha ánɩ́ olegyi ɩsʋ obégyi atogyihɛ amʋ́ʋ́ bɔpʋŋáín ámʋ kʋ. Nɛ́trá ha okugyíɔkʋ ibwi futútúá bɔwanlɩ́n ɩdá pɔpwɛ dɩ́nká mʋ́sʋ́. Mʋ nkʋlɛ ɔbɛ́bɩ dá ámʋ. Ɔhaa mɛ́ɛbɩ mʋ́ tsɩ́a mʋtɔ.”
REV.2.18	Ɔlɛtrá bláa mɩ ɔbɛ́ɛ, “Wanlɩn asʋ́n ánfɩ sɩsɩ Akristofɔ ɔpasua ánɩ́ ɩbʋ Tiatira wúlutɔ ɔbɔpʋ fɛɛ,
REV.2.18	“Bulu mʋ Bi ámʋ́ʋ́ mʋ ansíbi igyi fɛ́ ogyá ɔdandʋ, mʋ ayabiasɩ igyi fɛ́ kɔɔ́brɩ ánɩ́ bapʋ́wá ogyá, plɩ́ɩ mʋ́ ɩwɩ ámʋ ɔbɛ́ɛ: 
REV.2.19	Nyin fʋ́ bwɛhɛ́ fɛ́ɛ́. Nyin fʋ́ ahádwɛ, fʋ́ hógyi, fʋ́ osum agyʋ́má pʋ́ fʋ́ nsiwa lɩ́ɩ́ kínkín. Nyin ánɩ́ fʋdɛbɩ bwɛ́ dʋn gyankpapʋ amʋ. 
REV.2.20	Támɛ asʋ́n ánɩ́ mbʋ ha fʋ́ gyí, fahá ɔtsɩ ámʋ́ʋ́ bʋtɛtɩ́ mʋ Yesebel, ɔdɛ mʋ ɩwɩ tɩ ɔbɛ́ɛ, Bulu ɔnɔ́sʋ́ ɔtɔɩ́pʋ́ amʋ dɛ́pʋ mʋ atosunáhɛ́ mlɛ́ mɩ́ asúmpʋ́, bʋdɛ atsɩ mʋ́a ayin asʋ́n wa, bʋdɛ ɔkpɩtɔ-atɔ́ ɛ́ gyí. 
REV.2.21	Nakɩ mʋ ansɩ́tɔ́ ánɩ́ ɔbɛ́damlí klʋntɔ bobuo Bulu, támɛ omedékléá obési mbʋatɔ. 
REV.2.22	Mʋ́ sʋ nɛ́da mʋ, wá mʋ ɩlɔ. Obówun ipian. Nɩ́ mʋa ahá ámʋ́ʋ́ bʋdɛ mbʋa tɔ ámʋ ɛ́ bʋmesi, lɛ́ ɩwɩ lɛ́ mʋ́tɔ́ á, nɛ́ha amʋ́ bɛ́hɩɛ wun ipian. 
REV.2.23	Nɔ́mɔ mʋ abúopʋ amʋ. Akristofɔ ɔpasua fɛ́ɛ́ bɛ́bɩ ánɩ́ mɩ́gyí ɔhá ámʋ́ʋ́ otowun ahá klʋntɔ pʋ́ amʋ́ nwuntɔ asʋ́n ámʋ nɩ. Nɛ́ka okugyíɔkʋ ɩkɔ mʋ bwɛhɛ́ ɔnɔ́.
REV.2.24	“Támɛ mlɩ aha tráhɛ ánɩ́ mlɩlasí mlɩbʋ Tiatira wúlutɔ, mlɩmóbuo ɔtsɩ ámʋ atosunáhɛ́ amʋ́ʋ́ bʋdɛ mʋ́ tɩ ‘Ɔbʋnsám asʋn ŋaínhɛ́’ amʋ mʋ́ á, mmɔ́ɔpʋ atɔ sʋráhɛ́ kʋkʋ sʋ́rá mlɩ. 
REV.2.25	Támɛ mlɩkɩta mɩ́ atosunáhɛ́ amʋ́ʋ́ mlɩbʋ amʋtɔ kínkíínkín yɔ́fʋn brɛ́á nɛ́ba. 
REV.2.26	Nɛ́ha ɔhá ánɩ́ olegyi tógyítɔ́sʋ́, ɔlɛtalɩ́ bwɛ́ mɩ́ apɛ́ yɔ́fʋn ɔyɩ́ ɔnɔ́mɔkɛ́ túmi, obégyi ɔmá fɛ́ɛ́sʋ́. 
REV.2.27+REV.2.28	Ɔbɛ́kpa amʋ́ owuntɔlɩnsʋ, bwíébwíe amʋ́ blúblúblú fɛ́ abʋa. Obénya túmi ámʋ́ʋ́ mɩ́ Sɩ́ lɔ́pʋhá mɩ́ ámʋ odu. Nɔ́pʋ mʋ bakɛ ɔtsrakpabi há mʋ, pʋ́súná ánɩ́ alagyi ɩsʋ.
REV.2.29	“Ɔhá ánɩ́ ɔbʋ asʋ onúu asʋ́n ánɩ́ Ɔŋɛ Wankɩ́hɛ́ amʋ dɛ́ ɔpasua ámʋ bláa asɩ.”
REV.3.1	Ɔlɛtrá bláa mɩ ɔbɛ́ɛ, “Wanlɩn asʋ́n ánfɩ sɩsɩ Akristofɔ ɔpasua ánɩ́ ɩbʋ Sardis wúlutɔ ɔbɔpʋ fɛɛ,
REV.3.1	“Ɔhá ámʋ́ʋ́ ɔbʋ Bulu Ɔŋɛ́ asienɔ́ pʋ́ ntsrakpabi asienɔ́ ámʋ ɔbɛ́ɛ: Nyin fʋ́ bwɛhɛ́ fɛ́ɛ́. Fʋbʋ ɩdá ánɩ́ fʋkɩ nkpa, támɛ fawú fʋ́na. 
REV.3.2	Mʋ́ sʋ tsinki, afʋwa fʋ́ atɔ tráhɛ amʋ ɔwʋnlɩ́n, tsúfɛ́ idekléá iwu. Nawun ánɩ́ fʋ́ bwɛhɛ́ lesian mɩ́ Bulu ansɩ́tɔ́. 
REV.3.3	Mʋ́ sʋ kaɩn tɔ́á bosuná fʋ́ pʋ́ mʋ́á fonusʋ. Gyi mʋ́sʋ́, afʋdamli klʋntɔ. Támɛ nɩ́ fʋmetsinkí á, nóbofwie fʋ́tɔ́ fɛ́ owikplu, fʋ́mɛ́ɛbɩ brɛ́á nɛ́ba. 
REV.3.4	Támɛ aha akʋ bʋbʋ wúlu amʋtɔá bʋmɔkʋ́kpɔ́ɩ́ amʋ́ atadɩɛ.
REV.3.5	Nɛ́ha ɔhá ánɩ́ olegyi ɩsʋ ɔbɔ́wa atadɩɛ futútú. Mméetsitsíi mʋ ɩdá lɛ́ nkpa ɔwʋlʋ́ ámʋtɔ. Nɛ́blɩ́ mɩ́ Sɩ́ mʋa mʋ abɔpʋ ansɩ́tɔ́ mbɛ́ɛ, mɩ́bʋ́ mʋ.
REV.3.6	“Ɔhá ánɩ́ ɔbʋ asʋ onúu asʋn ánɩ́ Ɔŋɛ Wankɩ́hɛ́ amʋ dɛ́ ɔpasua ámʋ bláa asɩ.”
REV.3.7	Ɔlɛtrá bláa mɩ ɔbɛ́ɛ, “Wanlɩn asʋ́n ánfɩ sɩsɩ Akristofɔ ɔpasua ánɩ́ ɩbʋ Filadelfia wúlutɔ ɔbɔpʋ fɛɛ,
REV.3.7	“Ɔhá ámʋ́ʋ́ ɔlɔwankɩ́, ɔtamawá afunu, ɔdɛ Owíe 
REV.3.8	Nyin fʋ́ bwɛhɛ́ fɛ́ɛ́. Kɩ, nafínkí obu yáɩ́ há fʋ́. Ɔhaa mɛ́ɛtalɩ́ fin mʋ́. Nyin ánɩ́ fʋma ɔwʋnlɩ́n, támɛ fagyi mɩ́ atosunáhɛ́sʋ, fʋ́mɛkpa mɩ́ ɔma. 
REV.3.9	Ɔbʋnsám abúopʋ amʋ́ʋ́ bʋdɛ afunu wa bɛɛ, 
REV.3.10	Fagyi mɩ́ asʋ́nsʋ́, fanyá klʋn lɩ́ɩ́ kínkíínkín. Mʋ́ sʋ nɛ́lɛ fʋ́ lɛ́ ipian ámʋ́ʋ́ nɔ́pʋsɔ ɔyɩ́tɔ́ ahá fɛ́ɛ́ kɩ amʋtɔ. 
REV.3.11	Kɩ, nɛbá nɩ́. Mʋ́ sʋ kɩ́tá ɩtɔ́ ámʋ́ʋ́ fʋ́bʋ amʋtɔ kínkíínkín, mɛ́nɩ ɔhaa mɔ́hɔ fʋ́ ɩsʋgyí-ɩpa lɛ́ fʋ́ ɩbɩtɔ. 
REV.3.12	Ɔhá ánɩ́ olegyi ɩsʋ á, nɔ́pʋ mʋ bwɛ́ mɩ́ Bulu ɔtswɛ́kpa obu ámʋ ɔtan. Ɔmɛ́ɛtrá dalɩ ɩnʋ ɛkɛkɛɛkɛ. Nɔ́wanlɩ́n mɩ́ Bulu ɩdá dɩ́nká mʋsʋ. Nɔ́wanlɩ́n mɩ́ Bulu wúlu, igyi Yerusalem pɔpwɛ amʋ ɩdá dɩ́nká mʋsʋ. Wúlu ámʋ́ʋ́ ɩbɛ́kplɩ́ tsú ɔsʋ́sʋ́ mɩ́ wá ba amʋ, nɔ́wanlɩ́n mɩ́ onutó ɩdá pɔpwɛ amʋ ɛ́ dɩ́nká mʋsʋ.
REV.3.13	“Ɔhá ánɩ́ ɔbʋ asʋ onúu asʋn ánɩ́ Ɔŋɛ Wankɩ́hɛ́ amʋ dɛ́ ɔpasua ámʋ bláa asɩ.”
REV.3.14	Ɔlɛtrá bla mɩ ɔbɛ́ɛ, “Wanlɩn asʋ́n ánfɩ sɩsɩ Akristofɔ ɔpasua ánɩ́ ɩbʋ Laodikea wúlutɔ ɔbɔpʋ fɛɛ,
REV.3.14	“Ɔhá ámʋ́ʋ́ bʋtɛtɩ́ mʋ 
REV.3.15	Nyin fʋ́ bwɛhɛ́ fɛ́ɛ́. Fʋmɛblɩ ogya, fʋ́molwií ɛ́. Nɩ́ fɛblɩ ogya ntɛ́ɛ folwií á, tɛkɩ ɩbʋ alɛ́. 
REV.3.16	Támɛ fʋgyi bwɩ́ánbwɩ́án, fʋmɛblɩ ogya, fʋmolwií ɛ́. Mʋ́ alɩ sʋ nótu fʋ́ tsítsá. 
REV.3.17	Fɛɛ, atɔ onyapʋ́ fʋgyi, fʋ́bʋ atɔ́. Tɔtɔ mɛ́dɛ́ fʋ́ hián, támɛ fʋma tɔtɔ, fʋmeyín ánɩ́ ohiáni fʋ́gyi. Fʋbʋ nwɛ, fʋ́ ansíbi labwíé, fʋ́na yayá. 
REV.3.18	Mʋ́ sʋ ndɛtɔɩ́ kplá fʋ́ mbɛ́ɛ, pʋ kɔ́ba bɔhɔ sika pɛpɛá bafwɩ́ mʋ́ ogyátɔ́ mɩ́ wá. Mʋ́ ɔbɛ́ha fénya atɔ́ onutónutó nɩ́. Ntráa ndɛ fʋ́ bláa mbɛ́ɛ, fʋbɔ́hɔ atadɩɛ futútú, afʋpʋtin fʋ́ pɛ́lɩ mʋ́a fʋ́ yayá ámʋ. Bɔhɔ afá da fʋ́ ansíbisʋ, mɛ́nɩ fówun atɔ́. 
REV.3.19	Ahá ánɩ́ ntɔdwɛ́ á, amʋ́ ntɔwá ɩyɩn wa, bɩ́tɩ́ amʋ́ ɩsʋ. Mʋ́ sʋ wa nsi, afʋdamli klʋntɔ. 
REV.3.20	Kɩ, nlɩɩ́ obu-ɔnɔ́, ndɛ agoo tswɩ́ɩ. Nɩ́ ɔkʋ lónu mɩ́ ɔmɛ, olefinkí há mɩ́ á, nébitíwíé mʋ wá, mɩ́a mʋnyɔ abɔ́wa ɩbɩ gyi atɔ́. 
REV.3.21	Ɔhá ánɩ́ olegyi ɩsʋ á, nɛ́ha mʋ obétsiá mɩ́ wá, mɩ́ owíe obíá ámʋsʋ. Alɩ kɛ́n mɩ́ ɛ́ negyi ɩsʋ, ntsie mɩ́ Sɩ́ wá mʋ owíe obíá ámʋsʋ nɩ́.
REV.3.22	“Ɔhá ánɩ́ ɔbʋ asʋ onúu asʋn ánɩ́ Ɔŋɛ Wankɩ́hɛ́ amʋ dɛ́ ɔpasua ámʋ bláa asɩ.”
REV.4.1	Ɩ́nɩ ɔma a, nɛlawun atɔ́ bámbá. Nowun ánɩ́ obu lafínkí ɔsʋ́sʋ́. Nɛlanú ɔmɛ amʋ́ʋ́ ilegyankpá bláa mɩ asʋ́n ámʋ. Ɔmɛ amʋ igyi fɛ́ ɔkpɛ. Ɔlɛbláa mɩ ɔbɛ́ɛ, “Dʋ ba nfɩ, mɩ́ ansuna fʋ́ tɔ́á ilehián ánɩ́ ɩbɛ́ba ɩ́nɩ ɔma.” 
REV.4.2	Bulu Ɔŋɛ́ lɛba mɩ́sʋ́ ɔtsáwʋlɛ pɛ́. Mʋ́á nówun a, owíe obíá kʋ tsie ɔsʋ́sʋ́ ɩnʋ, ɔkʋ tsie mʋ́sʋ́. 
REV.4.3	Ɔhá ámʋ́ʋ́ otsie mʋ́sʋ́ ámʋ ɩwɩ dɛ́ ogyá kpa fɛ́ abwi wankláán kʋá igyi pɛ́pɛ mʋ́a futútú. Mʋ́ ɔtɩnɛkʋ ɛ́ igyi fɛ́ nyankpʋtáa, ɩdɛ ogyá kpa bomlí owíe obíá ámʋ fɛ́ ibwi wankláán kʋá igyi fɩtáa bɔbwɛ.
REV.4.4	Owíe-mbíá adʋanyɔ-na itsie bomlí owíe obíá ámʋ. Ahandɛ adʋanyɔ-na bɔwa atadɩɛ futútú bʋtsie mbíá ámʋsʋ, bʋbun sika pɛpɛ ɩpa. 
REV.4.5	Ɩnʋ nyankpʋ lɔ́wa ɩbɩ fwɩ bɩ. Odekpie, ɔpráda dɛpʋtɩ́ dálɩ owíe obíá ámʋtɔ. Ibia asienɔ́ ɩlɩɩ́ owíe obíá ámʋ ansɩ́tɔ́, idetsií. Mʋ́gyí Bulu Ɔŋɛ́ asienɔ́ ámʋ nɩ. 
REV.4.6	Nowun gláasɩ ɔpʋ kʋá mʋ́sʋ́ ɩdɛ ogyá kpa fɛ́ atsufolibi, ɩda owíe obíá ámʋ ansɩ́tɔ́.
REV.4.6	Mbwɩ akʋá bʋkɩ nkpa ana, ansíbi iduadúa amʋ́ nkpá mʋ́a ɔma fɛ́ɛ́, bobomlí owíe obíá ámʋ ɔbʋn nsɩnɛ́ ɩnʋ. 
REV.4.7	Amʋ́tɔ́ ogyankpapʋ gyí fɛ́ gyatá. Onyɔɔsɩ gyí fɛ́ ɔnantswie yínhɛ́. Ɔsaasɩ ansɩ́tɔ́ igyi fɛ́ nyankpʋsa, ɔnaasɩ ɛ́ gyí fɛ́ oyitsu ánɩ́ odefulí. 
REV.4.8	Okugyíɔkʋ bʋ abámba asie, ansíbi iduadúa mʋ́tɔ́ mʋ́a mʋ́ ɔma fɛ́ɛ́. Bʋdɛ ɩlʋ wa ɔpa onyé bɛɛ,
REV.4.8	“Wankɩ, wankɩ, wankɩ gyí anɩ Wíe Bulu Otúmípʋ.
REV.4.8	Mʋlétsiá, otsie, ɔbɛ́laba.”
REV.4.9	Mbwɩ ámʋ bʋtɔwá ɩlʋ ámʋ, pʋ́ numnyam, obú mʋ́a ɩpán há ɔhá ámʋ́ʋ́ otsie owíe obíá ámʋsʋ, omóowu ɛkɛkɛɛkɛ ámʋ. Nɩ́ bɔbwɛ́ mʋ́ alɩ á, 
REV.4.10	ahandɛ adʋanyɔ-na ámʋ ɛ́ bamlí bun ɔhá ámʋ́ʋ́ otsie owíe obíásʋ́ amʋ ansɩ́tɔ́ súm mʋ. Mʋbʋ́ʋ ɩnʋ brɛ́ fɛ́ɛ́tɔ́ nɩ. Fówun babwíí amʋ́ owíepa ámʋ tswɩ obíá ámʋ ansɩ́tɔ́ blɩ́ bɛɛ,
REV.4.11	“Anɩ Wíe pʋ́ anɩ Bulu!
REV.4.11	Fʋ́lehián ánɩ́ abɔ́pʋ obú, numnyam mʋ́a túmi há,
REV.4.11	tsúfɛ́ fʋ́lɔ́bwɛ atɔ́ fɛ́ɛ́. Fɔbwɛ tógyítɔ́ fʋ́ apɛ́tɔ́.
REV.4.11	Mʋ́ fɛ́ɛ́ ɩlaba mʋ́tɔ́.”
REV.5.1	Ɩ́nɩ ɔma a, nowun ánɩ́ ɔhá ámʋ́ʋ́ otsie owíe obíá ámʋsʋ ámʋ dɛ́ ɔwʋlʋ́ kúntáhɛ́ mʋ gyɔpɩtɔ. Bɔwanlɩ́n atɔ́ dɩ́nká mʋ́ nkpá mʋ́a mʋ́ ɔma fɛ́ɛ́, bɔpʋ okpin tan mʋ́ ɔnɔ́ tse sienɔ́. 
REV.5.2	Ɩnʋ nowun 
REV.5.3	Bʋmenya ɔhaa ɔsʋ́sʋ́ ntɛ́ɛ ɔsʋlʋ́sʋ ntɛ́ɛ ɔsʋlʋ́ʋ ayasɩ ánɩ́ ɔbɛ́talɩ́ tíí mʋ́ ɔnɔ́, kla mʋ́. 
REV.5.4	Ɩ́nɩ sʋ nɛhɩɛ su, tsúfɛ́ bʋmenya ɔhá ánɩ́ ɔlɔfʋn, obétií ɔwʋlʋ́ ámʋ ntɛ́ɛ ɔbɛ́kla mʋ́. 
REV.5.5	Ɩnʋ ahandɛ amʋtɔ ɔkʋlɛ lɛ́bláa mɩ ɔbɛ́ɛ, “Mátrá su. Kɩ, Yuda abusuantɔ Gyatá, ogyi Owíe 
REV.5.6	Ɩnʋ nowun 
REV.5.7	Okúfabi amʋ lɛ́dalɩ ba nkpá, ɔlɔbɔhɔ ɔwʋlʋ́ ámʋ lɛ́ ɔhá ámʋ́ʋ́ otsie owíe obíásʋ́ amʋ gyɔpɩtɔ. 
REV.5.8	Ɩnʋ mbwɩ ámʋ́ʋ́ bʋkɩ nkpa ana ámʋ pʋ́ ahandɛ adʋanyɔ-na ámʋtɔ okugyíɔkʋ lémlí bún Okúfabi amʋ ansɩ́tɔ́. Okugyíɔkʋ dɛ́ ɔsankuo pʋ́ sika pɛpɛ blanwébi ánɩ́ ɔhɩ́ɛ́n bɔ mʋ́. Bulu ahá mpáɩ gyí ɔhɩ́ɛ́n ánfɩ. 
REV.5.9	Akɩankpapʋ ana ámʋ pʋ́ ahandɛ adʋanyɔ-na ámʋ bʋdɛ ɩlʋ pɔpwɛ wa bɛɛ,
REV.5.9	“Fʋ́lɔ́fʋn ánɩ́ fótsu ɔwʋlʋ́ ámʋ,
REV.5.9	máɩ́n atɔ́ asienɔ́ ámʋ́ʋ́ bɔpʋtan mʋ́ ɔnɔ́ ámʋ.
REV.5.9	Tsúfɛ́ bɔpʋ fʋ́ há igyí, fɔpʋ fʋ́ obugya hɔ ahá há Bulu.
REV.5.9	Fɔhɔ ahá abusuangyíabusuan, ɔblɩ́ɩgyíɔblɩ́ɩ, ɔmágyíɔmá pʋ́ ɔsʋlʋ́sʋ ahá ɔtsan-ɔtsan fɛ́ɛ́tɔ́.
