GEN.1.1	A fɔlɔfɔlɛ la, Ala ka saŋɛ nun duge da.
ACT.9.21	Min bɛ be a kulɛ mɔɛla, a be mala wonu ye da bala la, anu ko: «Minnu be mamataraŋɛ mala Isa tɔgɛ la Darisalamu, min dita wonu halagila, ale ma kɛ la ba? A ɲan nata le yan nun, aa a ni anu kiti a ni anu doni sarika lakela kuntigenu dula!» 
ACT.9.22	Kɔnɔ Sɔlu sɛnbɛ tota koloyala koola. Yahudenu minnu be sabatiren Damasi, a be a yitala anu la ka a fɔla Isa mu Ala la mɔgɔ masubɛreŋɛ le la; wo ka anu kɔntɔfili koola.
ACT.9.23	Tele siyama to kamalita, Yahudenu ka janfa makiti Sɔlu faga koe la, 
ACT.9.24	kɔnɔ a ka lɔn sɔtɔ anu la janfa ma. Wo ka a taran anu be saa dondulanu kantala sue tɔ hali tele tɔ, alako anu ni a faga. 
ACT.9.25	Kɔnɔ a la talibenu ka a jigan ɲɔ sue tɔ, anu ka a lajigi saaga banba butɔ anu ka a labɔɔ saa tatta kɔma.
ACT.9.26	Sɔlu la kereŋɛ Darisalamu, a be katala a ni sa Isa la talibenu doenu kunma, kɔnɔ anu bɛ be kilanden a la, anu bele laaren a la, ka a fɔla a mu talibe yati do le la. 
ACT.9.27	Wo butɔ, Baranabasi ka a dɛman, a ka a doni kiilanu dula, a ka a ɲatabɔ anu ye, Sɔlu ka Marige yen kila la ki min na, anun wo ka kuma min fɔ a ye, anun Sɔlu tugun ka kawande ma Isa tɔgɛ la limaniya la ki min na Damasi saa tɔ. 
ACT.9.28	Wo kɔma, Sɔlu be anu fɛ taga nun saage la Darisalamu; a be kawande mala Marige tɔgɛ la limaniya la. 
ACT.9.29	Yahude minnu be Girɛki kuma fɔla, a nun wonu be ɲɔgɔn sɔsɔla, kɔnɔ anu be a faga fɛrɛ le ɲinila. 
ACT.9.30	A nɛɛnɛdɔndɛ diinaɲɔgɛnu to ka lɔn sɔtɔ wo ma, anu ka a doni Sesare saa tɔ, anu mɛn ka a bɔɔ ɲɔ, anu ka a latanbi Taresi saa tɔ.
ACT.9.31	Wo wagate, dɛnkɛnɛyabaga jama minnu be Jude nun Galile nun Samari duge bɛ tɔ, anu bɛ tota jusu sa tɔ. Anu sɛnbɛ be koloyala, anu be tagamanna Marige la ɲalakilaŋɛ la, Ala Hakkili saniyandeŋɛ la dɛmare ka a ma anu tota siyala.
ACT.9.32	Piyɛri to be tanbila dula bɛ tɔ, mɔgɔ saniyandeŋɛ minnu be sabatiren Lida saa tɔ, a tagata wonu tugun bata. 
ACT.9.33	A ka kaye do taran ɲɔ min tɔgɔ Ene. A be namatayaren, a bata san sagin bɔɔ a be saren a la benbe tɔ. 
ACT.9.34	Piyɛri ka a fɔ a ye: «Ene, Ala la mɔgɔ masubɛreŋɛ Isa bata i lakendeya. Wuli, i ni i la benbe tabɛn i fanna!» A wulita ɲɔ kisanna. 
ACT.9.35	Lida saa anun Sarɔn duge butɔ mɔgɛ bɛ naata kaye yen, anu ka anu fan nasaagi Marige ma.
ACT.9.36	Awa, Isa la talibe muse do be nun Jafa saa tɔ, a tɔgɔ Tabita, a mɛn tɔgɔ Dorokasi Girɛki kuma tɔ, wo be a fɔren de Minaŋɛ. A tota wali ɲinma nun kɔɔre siyama mala le. 
ACT.9.37	Wo wagate le, a bandita, a fagata. Anu to ka a fure ban kola, anu ka a sa konke do tɔ koori boŋɛ kanna. 
ACT.9.38	Jafa talibenu to ka a mɔɛ aa Piyɛri be Lida saa tɔ, Lida nun Jafa tɛma to ma yanfa, anu ka kayi fila kii a ma, anu ni taga a madiya a ni ke anu ma teriya la. 
ACT.9.39	Wo butɔ, Piyɛri wulita, anu bɛ tagata ɲɔgɔn na. Anu la kereŋɛ ɲɔ, anu ka Piyɛri layɛlɛ koori boŋɛ kanna konke tɔ. Furuɲa muse bɛ ka a madon a la, anu be dila; Dorokasi tota kutanu nun dorokenu minnu karala anu to be ɲɔgɔn na nun, anu ka wo bɛ yita a la. 
ACT.9.40	Piyɛri ka anu bɛ labɔɔ bara tɔ, a kimisirinta, a ka Ala matárán. Wo kɔma, a ka a firifiri fure ma, a ko: «Tabita, wuli!» Wo ka a ɲa laka; a to ka Piyɛri yen, a sigita. 
ACT.9.41	Piyɛri ka a bole bita a ka a lawuli. A ka mɔgɔ saniyandeŋɛnu kele, sa furuɲa musenu kunma, a ka a kende yita anu la. 
ACT.9.42	Wo mafɔta Jafa dula bɛ tɔ. Mɔgɔ siyama dɛnkɛnɛyata Marige ma. 
ACT.9.43	Wo kɔma, Piyɛri ka tele siyama ma Simɔn garanke do bata Jafa saa tɔ.
ACT.10.1	Kaye do le be Sesare saa tɔ min tɔgɔ Kɔrɔnɛyi. Sɔɔri kuruŋɛ min tɔgɔ Itali la kuruŋɛ, wo la sɔɔri kɛmɛ la kuŋɛ do le. 
ACT.10.2	Ala ɲalakilan mɔgɛ le mu a la, a nun a la denbaya bɛ be Ala batula. A be Yahude jama kɔla ko siyama la, a mɛn be Ala mataraŋɛ mala tɛmuɛ bɛ.
ACT.10.3	Lun do, salifana tanbi kɔma, a ka a yen laamute tɔ a beeyareŋɛ la, Ala la maleka do donta a bata, a ka a kele, a ko: «Kɔrɔnɛyi!» 
ACT.10.4	Kɔrɔnɛyi ka a ɲa sɔ a la, a kilanta, a ka a fɔ: «Marige, fen de mu?» A ka a jaabi, a ko: «I la mamataraŋɛnu anun i be kɔɔre minnu mala, wonu bata yɛlɛ Ala dula, a bata anu jigan. 
ACT.10.5	Kɔtɛ, i ni kayenu kii Jafa saa tɔ anu ni taga mɔgɛ do nati min tɔgɔ Simɔn Piyɛri. 
ACT.10.6	A be yigiyaren garanke do bata le min tɔgɔ Simɔn, a la boŋɛ be ba dala.»
ACT.10.7	Maleka to banta kumala, a tagata. Wo kɔma, Kɔrɔnɛyi ka walila fila kele. Sɔɔre minnu be a sagoe tɔ wagate bɛ, a ka Ala ɲalakilan mɔgɛ dɔndɔ kele wonu tugun tɔ. 
ACT.10.8	A to ka koe bɛ ɲamakaran wonu ye, a ka anu kii Jafa.
ACT.10.9	Wo tabantaka, Kɔrɔnɛyi la kiilanu be tagala kila kunma, anu la sutuyareŋɛ Jafa saa la wagate min tɔ, wo ka a taran Piyɛri bata yɛlɛ koori boŋɛ kanna a be yigiyaren ka min, Ala matárán koe la. Wo tɛmuɛ, tele be kunna. 
ACT.10.10	Kɔnkɛ bata a bita koola, a be diren dɔmɛ dɔmɔla. Yannun dɔmɛ ni ban ɲiɲala a ye, a ka laamute do yen. 
ACT.10.11	A ka saŋɛ yen a be lakaren, fondo be toren iko kuta banba, a be kitiren a tunku naanɛ ma, a ka wo yen jigila han a keta duge tɔ. 
ACT.10.12	Kolofeŋɛnu nun burun butɔ subenu mɔɔle bɛ nun bubufeŋɛnu anun kondeŋɛnu be wo kuta tɔ. 
ACT.10.13	A ka kulɛ do mɔɛ, wo ka a fɔ a ye: «Piyɛri, wuli! I ni do faga, i ni a dɔmɔ.» 
ACT.10.14	Kɔnɔ a ka a fɔ: «N Marige, n te a ma muku! Fondo haramureŋɛ, min be kɔsɔren, n ma wo fenfen dɔmɔ betunna.» 
ACT.10.15	Wo kulɛ mɛn takumata a ye a filaɲɔgɛ la, a ko: «Ala bata min saniyan, i kana wo ma fondo haramureŋɛ la.» 
ACT.10.16	Wo koe mata kunɲama saba. Wo kɔma, wo kuta mɛn tayɛlɛta saŋɛ tɔ kisanna.
ACT.10.17	Piyɛri ka laamute min yen, a be kɔntɔfiliren koola wo be fen min fɔren, awa wo wagate le, Kɔrɔnɛyi ka kaye minnu kii, wonu ɲan ka Simɔn na boŋɛ maɲininka nun, anu be sɔren bonda tɔ. 
ACT.10.18	Anu ka anu kulɛ labɔɔ, anu be ɲininkare mala, anu ko: «Simɔn Piyɛri be yigiyaren yan de ba?»
ACT.10.19	Piyɛri to be a mirala laamute la ko ma, Ala Hakkili saniyandeŋɛ ka a fɔ a ye, a ko: «Kayi saba be i ɲinila. 
ACT.10.20	Wuli, i ni jigi wo bɛ ni taga ɲɔgɔn na. I kana sikkɛ, bayi nde le be anu kiiren.» 
ACT.10.21	Piyɛri jigita, a ka a fɔ wo kayi saba ye, a ko: «Wo be min ɲinila, nde le mu ka. Wo be naren fenna yan?» 
ACT.10.22	Anu ko: «Kɔrɔnɛyi sɔɔri kɛmɛ la kuŋɛ le be mɔ kiiren. A mu kayi telendeŋɛ le la, a be kilanden Ala la, Yahude jama bɛ mɛn be a tɔgɔ ɲinma fɔla. Awa, maleka saniyandeŋɛ bata wahau lake wolo ma, aa a ni mɔgɛnu kii i kɔma, i ni taga a bata, alako a ni i la kumanu mɔɛ.» 
ACT.10.23	Wo butɔ, Piyɛri ka anu ladon, a ka anu yigiya. Wo tabantaka, a wulita, anu bɛ tagata. A nɛɛnɛdɔndɛ diinaɲɔgɛnu minnu be Jafa, wonu donu ka a masɔ.
ACT.10.24	Wo tugun tabantaka, anu donta Sesare saa tɔ. Wo ka a taran, Kɔrɔnɛyi be anu kɔnɔnden, a bata a bareŋɛnu nun a kafuɲɔgɔ ɲinmanu madɛn. 
ACT.10.25	Piyɛri to be donna, Kɔrɔnɛyi ka a labɛn, a ka a fan majigi a kɛn kɔtɔ, a sujuduta a ye. 
ACT.10.26	Kɔnɔ Piyɛri ka a lawuli, a ko: «Ile, yandi wuli! Nde yɛtɛ tugun mu mɔgɛ le la.» 
ACT.10.27	Anu be kumala ɲɔgɔn ye donna boŋɛ butɔ, Piyɛri ka mɔgɔ siyama taran madɛnden ɲɔ. 
ACT.10.28	A ka a fɔ anu ye, a ko: «Wo ka a lɔn, a bele dagɛren Yahude ye, a ni basan sii gbɛtɛ mɔgɛnu fɛ, ka wo ma, a ni taga anu bata. Kɔnɔ Ala bata a yita nde la, ka a fɔla, n kana a fɔ mɔgɔ yo ma a be haramuren, ka wo ma, a be kɔsɔren. 
ACT.10.29	Wolo mu, wo to ka n kele, n ma sɔsɔre ma, n nata. Awa, n be wo maɲininkala, wo be n keleren surute miniman na.»
ACT.10.30	Wo kɔma, Kɔrɔnɛyi ko: «A tele naaniɲɔgɛ le mu bi, kɛ ɲɔgɔn wagate, salifana tanbi kɔma, n be Ala matáránna n na boŋɛ tɔ. Awa, kaye do bɔɔta n ma, a la donfeŋɛnu be malanna, 
ACT.10.31	a ko: ‹Kɔrɔnɛyi, Ala bata i la mamataraŋɛ mɔɛ, i mɛn be kɔɔre minnu mala, a bata wonu jigan. 
ACT.10.32	Awa, mɔgɛnu kii Jafa, anu ni taga Simɔn Piyɛri nati yan. A be yigiyaren garanke do la boŋɛ tɔ ba dala min tɔgɔ Simɔn.› 
ACT.10.33	Wolo ka a ma, n ka mɔgɛnu kii i ma kisanna. I na koe tugun bata diya mɔ ye. Awa kɔtɛ, Marige bata i yamɔri koe min bɛ la, mɔ bɛ be yan Ala ɲala wonu lɔn koe la.»
ACT.10.34	Wo butɔ, Piyɛri ka kuma da bita, a ko: «Tɔɲa le, n bata a lɔn kɔtɛ Ala bele mɔgɔ bɔɔren mɔgɔ tɔ, 
ACT.10.35	kɔnɔ mɔgɔ yo min be kilanden Ala la, a be ko telendeŋɛ mala, a mata sii yo la, Ala si wo tigi kanu le. 
ACT.10.36	A ka kuma lasanba bani Isirayila deŋɛnu ma, a ka kibaru ɲinma lake anu ma ka a fɔla, jusu sa be sɔtɔla Ala la mɔgɔ masubɛreŋɛ Isa le fɛ, mɔgɛ bɛ Marige mu ale len na. 
ACT.10.37	Wo ka a lɔn, bɔɔla Yaya ka kibare lake ka a fɔla mɔgɛnu ni lasuwɛ je tɔ, wo kɔma Isa ka wale fɔlɔ Galile duge tɔ, a mɛn tagata Jude duge fɛfɛ bɛ tɔ. 
ACT.10.38	Wo mɛn ka a lɔn, Ala ka Isa Nasarɛti kaa masubɛ ki min na a ka a kɔ Hakkili saniyandeŋɛ barikɛ la. Wo mɛn ka a lɔn tugun, Isa to be tanbila dula bɛ tɔ a be ko ɲinma mala, a mɛn ni mɔgɛnu bɛ lakendeya minnu be Sentanɛ sagoe tɔ, bayi Ala le be a fɛ. 
ACT.10.39	A ka koe min bɛ ma Yahudenu la jamanɛ tɔ han ka ke Darisalamu saa butɔ, mɔle mu wonu bɛ seede la. Ɲɔ le, anu ka a banban lɔgɛ tɔ ka a faga, 
ACT.10.40	kɔnɔ Ala ka a lawuli a tele saba luŋɛ, a ka a labɔɔ kɛnɛ tɔ. 
ACT.10.41	A ma makɛnɛn mɔgɛnu bɛ ye, a makɛnɛnta mɔle seedenu tun de ye, Ala bata mɔle minnu masubɛ nun, mɔle min ka dɔmɔre ma a fɛ, mɔ ka minfeŋɛ min a fɛ kɔni, a lawule kɔma fagabaganu tɛma. 
ACT.10.42	Awa, a ka mɔ yamɔri mɔ ni kibare lake jama ma, mɔ ni seedeɲɔgɔya bɔɔ, ka a fɔ Ala ka mɔgɔ kendenu nun mɔgɔ fagareŋɛnu la kiiti sala min sɔ, ale Isa le mu wo la. 
ACT.10.43	Nabiyonmɛ bɛ ka ale len na ko fɔ, anu ko: ka min dɛnkɛnɛyata a ma, wo tigi junube si kafari le a tɔgɛ la ko la.»
ACT.10.44	Piyɛri to be wo kuma fɔla nɛti, Ala Hakkili saniyandeŋɛ jigita mɔgɛ bɛ ma minnu be wo kuma lamɔɛla. 
ACT.10.45	Dɛnkɛnɛyabaga minnu be fatanden Yahude bɔnsɛ la, minnu ka Piyɛri masɔ, wonu kaabɛta koola, ka a fɔla Ala be sii gbɛtɛ mɔgɛnu tugun kɔren a Hakkili saniyandeŋɛ la, a bata a lajigi anu ma. 
ACT.10.46	Iyon, anu be a mɔɛla wonu be kuma gbɛtɛnu fɔla, anu be Ala la kabanakoenu fɔla. 
ACT.10.47	Wo butɔ, Piyɛri ka a fɔ, a ko: «Kɛnu to bata Ala Hakkili saniyandeŋɛ sɔtɔ iko mɔle, mɔgɔ si nɔ balanna, ka a fɔla kɛnu kana lasuwɛ je tɔ?» 
ACT.10.48	Awa, a ka yamɔre sa, anu ni lasuwɛ je tɔ Ala la mɔgɔ masubɛreŋɛ Isa tɔgɛ la. Wo kɔma, anu ka Piyɛri madiya a ni tele dan donu ma ɲɔ.
ACT.11.1	Kiilanu anun dɛnkɛnɛyabaganu minnu be Jude duge tɔ, wonu ka a mɔɛ ka a fɔla, sii gbɛtɛnu mɔgɛnu minnu ma ma Yahudenu la, wonu tugun bata Ala la kuma bita. 
ACT.11.2	Piyɛri la saagireŋɛ Darisalamu, Yahude dɛnkɛnɛyareŋɛnu ka a lasɔnkɔ, anu ko a ma: 
ACT.11.3	«I bata don sunnabalenu bata, i ka dɔmɔre ma anu fɛ!»
ACT.11.4	Awa, a tanbita ki min na ka bɔɔ a fɔlɔdula, Piyɛri ka a bɛ ɲamakaran anu ye dɔndɔ dɔndɔ. 
ACT.11.5	A ka a fɔ, a ko: «N to be Jafa saa tɔ nun, n be Ala mataraŋɛ tɔ, n ka laamute yen, fondo be toren iko kuta banba, a be kitiren a tunku naanɛ ma. A be jigila bɔɔla saŋɛ tɔ, a nata han n dula. 
ACT.11.6	N ka a lasaga koola: n ka kolofeŋɛnu, nun burun butɔ subenu, anun bubufeŋɛnu, anun kondeŋɛnu yen a tɔ. 
ACT.11.7	N mɛn ka kumari kulɛ do mɔɛ min ka a fɔ n ɲɛ, a ko: ‹Piyɛri, wuli, i ni do faga i ni a dɔmɔ.› 
ACT.11.8	Kɔnɔ n ka a fɔ: ‹Marige, n te a ma muku! Fondo haramureŋɛ min be kɔsɔren, n ma wo hali dɔndɔ ladon n da tɔ betunna.› 
ACT.11.9	Awa, wo kumari kulɛ mɛn ka a fɔ ka bɔɔ saŋɛ tɔ a filaɲɔgɛ la, a ko: ‹Ala bata min saniyan, i kana wo ma fondo haramureŋɛ la.› 
ACT.11.10	Wo koe mata kunɲama saba. Wo kɔma, a mɛn bɛ tayɛlɛta saŋɛ tɔ tugun. 
ACT.11.11	Wo ka a taran, kayi saba be kiiren n ma bɔɔla Sesare saa tɔ, anu tagata sɔ boŋɛ dala kisanna mɔ be min tɔ. 
ACT.11.12	Hakkili saniyandeŋɛ ka fɔ n ɲɛ mɔ nun anu bɛ ni taga, sikkɛ bele a tɔ. Kɛ n nɛɛnɛdɔndɔ mɔgɔ wɔɔrɛ tugun ka n masɔ. Mɔ tagata don wo kaye Kɔrɔnɛyi la boŋɛ tɔ. 
ACT.11.13	Wo ka a ɲamakaran mɔ ye, a ka maleka do yen sɔren ki min na a la boŋɛ tɔ, wo ka a fɔ a ye: ‹Simɔn min tɔgɛ be fɔla Piyɛri, kiila kii wo ma Jafa saa tɔ, a ni na. 
ACT.11.14	I nun i la denbaya si kisi kumanu min na, a si wonu fɔ i ye.› 
ACT.11.15	Awa, nde Piyɛri ka kuma fɔlɔ wagate min tɔ, Ala Hakkili saniyandeŋɛ jigita anu ma, iko a jigita mɔle Yahudenu ma ki min na a fɔlɛ la. 
ACT.11.16	Wo butɔ, n ka Marige la wo kuma talɔn, a fɔla: ‹Yaya ka mɔgɛnu lasuwɛ je le tɔ, kɔnɔ wole kan be lasuwɛla Hakkili Saniyandeŋɛ le la.› 
ACT.11.17	Ala ka a Hakkile Saniyandeŋɛ dii mɔle Yahudenu ma, mɔ to dɛnkɛnɛyata Marige Isa Ala la mɔgɔ masubɛreŋɛ ma. Wo butɔ, ka a ka wo ɲɔgɔn dii wonu tugun ma, ɲɔmɔ mu nde la, a fɔ koe la Ala ye, i kana wo ma?»
ACT.11.18	Yahude dɛnkɛnɛyareŋɛnu to ka wo mɔɛ, anu sabarita anu ka Ala matɔgɔ, anu ko: «Awa, Ala bata sii gbɛtɛ mɔgɛnu tugun natuubɛ, anu ni kisi!»
ACT.11.19	Awa, dɛnkɛnɛyabaga minnu malansanta ɲagankata la ko la Etiyɛn faga kɔma, wonu tanbita han Fenisi jamanɛ nun Sipiri sure tɔ, han Antiyoki saa tɔ. Anu bele Ala la kuma fɔla mɔgɔ yo ye, fɔ Yahudenu dɔrɔn. 
ACT.11.20	Wo tɛmuɛ, donu be anu tɔ minnu be bɔɔren Sipiri nun Sirɛni. Wonu tugun tagata ke Antiyoki, kɔnɔ ande be kumala mɔgɛnu tugun ye minnu ma ma Yahudenu la, anu tota Marige Isa la kibaru ɲinma fɔla anu ye. 
ACT.11.21	Marige bole be anu kɔtɔ han mɔgɔ siyama dɛnkɛnɛyata, anu ka anu yɛtɛ lasaagi Marige ma.
ACT.11.22	Wo kibare keta Darisalamu dɛnkɛnɛyabaga jama ma. Wo butɔ, anu ka Baranabasi lasanba han Antiyoki. 
ACT.11.23	A la kereŋɛ ɲɔ, a ka Ala la hanigi ɲinma wale yen, a sɛwata. A be anu bɛ waajɛla, anu ni a nátá anu ni to Marige kɔma anu juse bɛ la. 
ACT.11.24	Ale Baranabasi mu kayi ɲinma le la, Hakkili Saniyandeŋɛ barikɛ be a ma, a la dɛnkɛnɛya tugun kolo. Awa, mɔgɔ siyama bata sa jama kunma minnu be dɛnkɛnɛyaren Marige ma.
ACT.11.25	Wo kɔma, Baranabasi tagata Taresi saa tɔ Sɔlu ɲini dula. 
ACT.11.26	A to ka a yen, a ka a doni Antiyoki saa tɔ. San dɔndɔ muumɛ kɔtɔ, anu nun dɛnkɛnɛyabaga jama tota madɛnna, anu ka mɔgɔ siyama kawandi. A fɔ koe la talibenu ma Isayanka, wo fɔlɔta Antiyoki le.
ACT.11.27	Awa, wo tɛmuɛ le, nabiyonmɛ donu bɔɔta Darisalamu anu tagata Antiyoki. 
ACT.11.28	Dɔndɔ be anu tɛma a tɔgɔ Agabusi, wo wulita a ka a yita Hakkili saniyandeŋɛ sabu la, aa kɔnkɔ fitina si naa tugu le dunuya bɛ la. Wo koe mata le yati Rɔmu mansa banba Kulodu wagate. 
ACT.11.29	Wo butɔ, ɲɔ talibenu bɛnta a ma ka a fɔla, anu nɛɛnɛdɔndɛnu minnu be sabatiren Jude duge tɔ, anu ni wonu dɛman fondo lasanba koe la anu ma, bɛ si nɔ min na. 
ACT.11.30	Anu ka wo ma, anu ka a don Baranabasi nun Sɔlu bolo, anu ni taga a don dɛnkɛnɛyabaga kuntigenu bolo Jude duge tɔ.
ACT.12.1	Wo tɛmuɛ yati le, mansa Herodu fɔlɔta donu lasɔla anu tɔɔrɔ koe la dɛnkɛnɛyabaga jama tɛma. 
ACT.12.2	Wo butɔ, a ka Yaya nɛɛnɛdɔndɛ Yaguba
ACT.12.3	A to ka a yen, wo diyata Yahudenu ye, a ka Piyɛri tugun bita dɛgɛ lɛbini bɔnɛ sali tɛmuɛ. 
ACT.12.4	A la a bitareŋɛ, a ka a sa geele tɔ. A ka a don sɔɔri kuruŋɛ naani bolo, kurun yo kurun sɔɔri naani, a ko anu ma, anu ni a kanta. A be a nataren a ni a makiiti jama ɲala, Hɔrɔya sale tini bɔɔ a la. 
ACT.12.5	Piyɛri to be balanden geele tɔ, dɛnkɛnɛyabaga jama tugun tota Ala matáránna a ye anu hanige bɛ la.
ACT.12.6	A sɔgɔ be Herodu la a ni a makiiti sinan ɲɔgɔn. Bi sue, Piyɛri be kinnɔgɔla sɔɔri fila tɛma, a be kitiren jɔlɔnkɔn fila la. Kantarilanu tugun be sɔren geele bonda tɔ a kanta koe la. 
ACT.12.7	Awa, Marige la maleka do sɔta a kɛnna kisanna, nɔɔra ka geele butɔ lamalan. Maleka ka Piyɛri sɔngɔ magarin, a ka a lakunɛn, a ka a fɔ a ye: «Wuli teriya la!» Jɔlɔnkɔŋɛnu bɔɔta a bole tɔ kisanna, anu boeta. 
ACT.12.8	Maleka ka a fɔ a ye: «I tɛ kiti, i ni i la samatanu don.» A ka wo ma. Maleka ka a fɔ a ye tugun: «I la doroki banba wanɛ i ma, i ni n jokki.» 
ACT.12.9	Piyɛri bɔɔta, a ka maleka jokki. Maleka be min maren, Piyɛri ma a lɔn wo koe mu tɔɲa le la, a be maren a ye iko kiboe. 
ACT.12.10	Anu to tanbita kantarila fɔlɛnu la, anun a filaɲɔgɛ la, nɛgɛ bonda min be a ɲamatelenden saa ye, anu keta wo ma. A lakata anu ye a fan na, anu bɔɔta, anu tagata ɲatɔ donden kila kunma. Maleka bɔɔta a kunma ɲɔ kisanna.
ACT.12.11	Piyɛri to ka hakkili sɔtɔ wo koe ma, a ka a fɔ: «N bata a lɔn kɔtɛ yati, Marige le bata a la maleka kii, a ni n bɔɔ Herodu bolo a mɛn ni n natanga Yahude jama sagona koe bɛ ma.» 
ACT.12.12	A to ka fahamu sɔtɔ, a tagata Mariyama la boŋɛ tɔ, Yaya Maraki nɛɛnɛ. Mɔgɔ siyama be madɛnden ɲɔ, anu be Ala matáránna. 
ACT.12.13	A to ka dondula bonda kɔnkɔn, jon muse do, min tɔgɔ Rode, wo tagata ɲɔ fɛlɛ. 
ACT.12.14	A to ka Piyɛri kumari kulɛ talɔn, a ɲagalinta han a tota a ma bonda laka, fɔ a borita donna le, a ka a fɔ aa Piyɛri be sɔren bonda tɔ. 
ACT.12.15	Anu ka a fɔ a ye: «I bata dakuya!» A ka anu lalaa, aa a be ɲɔgɔnna le, kɔnɔ anu ko: «Kɔnɔ a la maleka ma ba?» 
ACT.12.16	Han bi Piyɛri tota bonda makɔnkɔnna tun. A tɔɛ la, anu to ka bonda laka, anu ka a yen, anu kaabɛta han. 
ACT.12.17	Kɔnɔ a ka anu masabari a bole la, anu ni anu mɔdɛ. Marige ka a labɔɔ geele tɔ ki min na, a ka wo ɲatabɔɔ anu ye. A mɛn ko: «Wo ni kɛ koenu lasaagi Yaguba
ACT.12.18	Ɲɔ la kɛnɛreŋɛ, ɲatadoŋɛ banba tota sɔɔrenu tɛma, Piyɛri la sama koe la. 
ACT.12.19	Herodu ka a ɲini, kɔnɔ a ma a yen. Wo butɔ, a ka a kantalanu makiiti, a ka yamɔre sa anu bɛ ni faga. Wo kɔma, Herodu naata bɔɔ Jude, a jigita Sesare saa tɔ, a tota ɲɔ.
ACT.12.20	Wo tɛmuɛ, Herodu be dumɛnden koola Tiri kaanu nun Sidɔn kaanu ma. Wo butɔ, wonu tagata a dula hanigi dɔndɔ la, ka anu si kɛlɛ ban anu tɛma, bayi anu la jamanɛ balue be bɔɔla a la jamanɛ tɔ le. Wo butɔ, anu ka Bilasiti, Herodu la bon kuŋɛ ma anu jatige la. 
ACT.12.21	Anu bɛnta luŋɛ min ma, Herodu ka a makiti a la mansaya kutanu tɔ, a sigita a la mansa tintiŋɛ tɔ, a be kumala jama ye. 
ACT.12.22	Mɔgɛnu be sɔnkɛ layɛlɛla, anu ko: «Ala le kulɛ mu ka, mɔgɔ ma!» 
ACT.12.23	Herodu to ma Ala biliya, Marige la maleka do ka a botege kisanna, wo butɔ, tunbenu ka a dɔmɔ han a nɛ bɔɔta.
ACT.12.24	Ala la kuma kan tota sɛnbɛ sɔtɔla tun, a tota yiriwala. 
ACT.12.25	Baranabasi nun Sɔlu to banta kiila lakela Darisalamu, anu saagita Antiyoki, anu ka Yaya Maraki tugun doni anu fɛ.
ACT.13.1	Nabiyonmɛnu nun karamɔgɛnu be Antiyoki dɛnkɛnɛyabaga jama tɛma minnu be tabɛnden Baranabasi ma, anun Simeyɔn min tɔgɔ Fata fiŋɛ, anun Lusiyusi Sirɛni kaa, nun Manahɛn, min nun mansa Herodu koloyata ɲɔgɔn na, anun Sɔlu. 
ACT.13.2	Lun do, anu be Marige batula wagate min tɔ, anu be sunna, Ala Hakkili saniyandeŋɛ ka a yita, a ko: «N ka Baranabasi nun Sɔlu kele kiilaya wale min na ko la nun, kɔtɛ wo anu sɔ nde ye wo wale ma koe la.» 
ACT.13.3	Wo butɔ, anu to ka súŋɛ́ nun Ala mataraŋɛ ma, anu ka anu bole sa Baranabasi nun Sɔlu kuŋɛ ma, wo kɔma anu ka anu boloka, anu tagata.
ACT.13.4	Awa, Baranabasi nun Sɔlu be Hakkili saniyandeŋɛ la kiilaya tɔ. Anu tagata Silusi bakki dala, anu jigita kulun banba butɔ ɲɔ tagala Sipiri sure tɔ.
ACT.13.5	Anu la kereŋɛ Salamin saa tɔ, anu tota Ala la kuma lakela Yahudenu la kawandi ma boŋɛnu tɔ. Yaya Maraki tugun mu anu dɛmanna la.
ACT.13.6	Anu to ka wo sure takuntu, han anu keta Pafosi saa tɔ, anu ka dure do taran ɲɔ, Yahude le mu, a tɔgɔ Bari Yɛsu. A be a yɛtɛ maren nabiyonmɛ la, kɔnɔ foniyante le mu a la. 
ACT.13.7	A be ɲɔ dugu mansa Sɛrugi Pɔlu kɛnna le, wo mu kayi hakkilima le la. Ale ka Baranabasi nun Sɔlu kele, bayi a sɔgɔ be a la han, a ni Ala la kuma lamɔɛ. 
ACT.13.8	Kɔnɔ wo dure min tɔgɔ tugun Elimasi Girɛki kuma tɔ, a tota anu sɔsɔla, a be katala a ni mansa hakkile yɛlɛman a ni bɔɔ dɛnkɛnɛya kila kɔma. 
ACT.13.9	Wo butɔ, Sɔlu min tɔgɔ tugun Pɔlu, a be Hakkili saniyandeŋɛ barikɛ tɔ, a ka a ɲanu banban Elimasi ma, 
ACT.13.10	a ka a fɔ: «Ile Sentanɛ la deŋɛ, ko telendeŋɛ bɛ jague, i be janfaɲɔgɔya nun mamajuguya mɔɔle bɛ mala. I te bɔɔ Marige la tɔɲa kila mafalinna ba? 
ACT.13.11	Awa kɔtɛ, Marige bata a bole sa i ma, i si naa ma ɲabɔnɛ la wagati do kɔtɔ, i te tele yen.» Dibe dusuta a kunma kisanna, a fɔlɔta timitamala, a be mɔgɛnu ɲinila minnu si a bole bita. 
ACT.13.12	Awa, mansa to ka a yen min mata, a dɛnkɛnɛyata, wo bɛ a be kaabɛren Marige la ko lɔnnɛ ma.
