GEN.1.1	Sa kapinonan, kan lalangon nin Dios an kalangitan asin an daga, 
EZK.46.4	Kun Sabbath, an prinsipe madara bilang atang sa 
EZK.46.5	Kaiba kan lambang karnero madolot siya nin dyes y syete may kabangang litrong dolot na pagkakan dangan kaiba kan lambang kordero madolot siya kan ano man na boot niyang itao. Kaiba kan lambang dolot na pagkakan madara siya nin tolong litrong lana nin oliba. 
EZK.46.6	Kun Pyesta kan Bagong Bulan, madolot siya nin sarong torilyong baka, anom na kordero asin sarong lalaking karnero na gabos mayo nin kaninan. 
EZK.46.7	Kaiba kan lambang torilyong baka saka lalaking karnero, madolot siya nin dyes y syeteng litrong dolot na pagkakan asin kan anomam na boot niyang itao. Kaiba kan lambang dolot na pagkakan, siya matao man nin tolong litrong lana nin oliba. 
EZK.46.8	An prinsipe malaog saka maluwas sa parehong dakulang kwarto sa may trangkahan.
EZK.46.9	“Kun an mga tawo magdolok sa pagsamba sa 
EZK.46.10	Paglaog kan mga tawo, malaog man kaiba ninda an prinsipe, dangan kun magruluwas na man an mga tawo maluwas man siya kaiba ninda. 
EZK.46.11	Sa mga pyesta saka sa mga talaan na panahon, an dolot na pagkakan kaipuhan dyes y syete may kabangang litro an kaiba kan lambang torilyong baka o lalaking karnero; dangan kaiba kan lambang kordero madolot an masamba kan anoman na boot niyang itao. Tolong litrong lana nin oliba an kaiba kan lambang dolot na pagkakan.
EZK.46.12	“Kun an prinsipe boot magtao nin boluntad na atang sa 
EZK.46.13	An 
EZK.46.14	Kaiba kan atang na ini aga-aga, kaipuhan idolot man an duwang kilo nin arina saka sarong litrong lana nin oliba, na isasalak sa arina. An mga pagsusundon na ini kaipuhan na kuyogon sagkod lamang. 
EZK.46.15	An kordero, an arina, saka an lana nin oliba kaipuhan idolot aga-aga para sa 
EZK.46.16	Ini an ipinagboboot nin Kagurangnan 
EZK.46.17	Alagad kun arin man na kabtang kan daga na sadiri kan prinsipe an iregalo niya sa saro kan saiyang mga sorogoon, masasadirihan giraray niya iyan sa Taon nin Katalingkasan.
EZK.46.18	An prinsipe dai dapat magkua kan arin man na pagsadiri kan mga tawo. An arin man na daga na ipapamana niya sa saiyang mga aking lalaki kaipuhan gikan sa daga na sadiri niya, tanganing dai niya maapi an siisay man sa sakuyang banwaan sa paagi kan pagkua niya kan saindang daga.”
EZK.46.19	Dangan ipinag-iba ako kan lalaki sa laogan kan mga kwartong atubang sa amihan, harani sa trangkahan na nasa parteng habagat kan patyong nasa laog. Iyo ini an banal na mga kwarto para sa mga padi. Itinukdo niya sako an sarong lugar na nasa parteng solnopan kan mga kwarto 
EZK.46.20	dangan nagsabi, “Digdi lalabonan kan mga padi an karneng dolot bilang sakripisyo para sa kasalan asin bilang kabayadan na atang; diyan man lulutoon an dolot na pagkakan, tanganing an anoman na banal dai madara sa patyong nasa luwas dangan may maraot na mangyari sa mga tawo.”
EZK.46.21+EZK.46.22	Dangan giniyahan niya ako pasiring sa patyong nasa luwas asin ipinahiling sako na sa lambang kanto kan patyo igwa nin sarong sadit na patyong beynte metros an laba saka kinse metros an lakbang. 
EZK.46.23	An lambang sadit na patyo napapalibotan nin kudal; igwa ini nin lugar na paglulutoan na nakadukot sa gapong kudal. 
EZK.46.24	Tinaraman ako kan lalaki, “Iyo ini an mga kusina. Digdi lalabonan kan mga sorogoon sa Templo an mga sakripisyong dolot kan mga tawo.”
EZK.47.1	Dangan ibinalik ako kan lalaki sa laogan kan Templo. Igwa nin tubig na nagbubulos hale sa irarom kan laogan kan Templo pasiring sa sirangan, huli ta an Templo atubang sa sirangan. An tubig nagbubulos hale sa habagat na parte kan Templo asin sa parteng habagat man kan altar. 
EZK.47.2	Dangan giniyahan ako kan lalaki paluwas sa Templo. Sa trangkahan sa amihan kami nagluwas, dangan ilinibot niya ako pasiring sa trangkahan na atubang sa sirangan. Igwa nin sarong sadit na sapa na nagbubulos hale sa parteng habagat kan trangkahan. 
EZK.47.3	Dinakit mi an sapa pasiring sa sirangan; may dara siyang pansukol. Nagsukol siya nin kinyentos metros dangan nagdakit kami sa tubig. An rarom kan tubig sagkod sana sa buko-buko. 
EZK.47.4	Dangan nagsukol giraray siya nin kinyentos metros, asin an tubig abot na sa sakong tuhod. Nagsukol giraray siya nin kinyentos metros, asin an tubig abot na sa sakong habayan. 
EZK.47.5	Nagsukol pa siya nin kinyentos metros, asin hararom na nin marahay an tubig kaya dai ko na madakit. Tanganing makabalyo, kaipuhan nang maglangoy. 
EZK.47.6	Sinabihan niya ako, “Aki nin tawo, tandaan mo ini gabos.”
EZK.47.6	Dangan naglakaw kami pabalik sa pangpang kan salog. 
EZK.47.7	Pag-abot ko duman, nahiling kong kadakul an mga kahoy sa mag-ibong na pangpang. 
EZK.47.8	Sinabihan niya ako, “An tubig na ini nagbubulos pasiring sa parteng sirangan kan daga, pasiring sa Kapantayan nin Jordan sagkod sa Gadan na Dagat. Pagbulos kaiyan sa Gadan na Dagat, malilinigan an tubig duman. 
EZK.47.9	Saen man magbulos an tubig kan sapa, mapasiring man diyan an gabos na klase nin hayop saka sira. Malilinigan kan tubig na ini an tubig sa Gadan na Dagat, asin saen man magbulos an tubig na ini, magdadara iyan nin buhay. 
EZK.47.10	Magpoon sa Mga Sapa nin Engedi sagkod sa Mga Sapa nin Eneglaim, igwa nin mga parasira na matirindog sa baybayon kan dagat, asin bibikladon ninda an saindang mga hikot. An mga sapang iyan magkakaigwa nin manlaen-laen na klase nin sira, siring kadakul kan mga sira sa Dagat nin Mediteraneo. 
EZK.47.11	Alagad an tubig sa katiboan dai malilinigan; babayaan iyan sa siring na kamugtakan tanganing pagkuahan nin asin. 
EZK.47.12	Sa mag-ibong na pangpang kan sapa matalubo an gabos na klase nin kahoy tanganing magtao nin kakanon. Dai maaalang an mga dahon kaiyan asin dai iyan mawawaraan nin bunga. Mabunga iyan bulan-bulan, huli ta natutubigan iyan kan sapa na nagbubulos hale sa Templo. An saindang bunga magigin pagkakan asin saindang mga dahon gagamiton sa pagbolong.”
EZK.47.13	An Kagurangnan 
EZK.47.14	Nanuga ako sa saindong mga ginikanan na tatawan ko sinda kan daga na ini, dangan ini an saindong magigin pamana; kaya kaipuhan parareho an pagkabanga nindo kaiyan.
EZK.47.15	“An pagdolonan sa amihan mapoon sa Dagat nin Mediteraneo, dangan mapasiring sa sirangan sagkod sa Syudad nin Hetlon, sa Agihan nin Hamat asin sa Syudad nin Zedad, 
EZK.47.16	sagkod sa mga syudad nin Berota saka Sibraim (na nasa pagultanan kan mga pagdolonan nin Damasco asin Hamat), dangan sagkod sa syudad nin Ticon (na harani sa pagdolonan kan distrito nin Hauran). 
EZK.47.17	Kaya an pagdolonan sa amihan mapoon sa Dagat nin Mediteraneo dangan mapasiring sa sirangan sagkod sa Syudad nin Enon, na nasa amihan na pagdolonan kan Damasco saka Hamat.
EZK.47.18	“An pagdolonan sa sirangan mapoon sa pagultanan kan Damasco saka Hauran, dangan mapasiring sa habagat. An Salog nin Jordan iyo an magigin pagdolonan kan daga nin Israel sa parteng solnopan asin kan Gilead sa parteng sirangan, sagkod sa Tamar, sa Gadan na Dagat.
EZK.47.19	“An pagdolonan sa habagat mapoon sa Tamar dangan mapasiring sa habagat-solnopan sa Meribat-Kades; dangan mapasiring sa amihan-solnopan, mamamaybay sa Sapa nin Egipto sagkod sa Dagat nin Mediteraneo.
EZK.47.20	“An pagdolonan sa solnopan mapoon sa Dagat nin Mediteraneo, dangan mapasiring sa amihan sagkod sa sarong lugar na atubang sa Agihan nin Hamat.
EZK.47.21	“Barangaon nindo an dagang ini sa gabos nindong tribu. 
EZK.47.22	Babangaon nindo an pamanang iyan para sa saindo asin para sa mga dayuhan na nag-eerok sa kaibahan nindo, mga dayuhan na nagkaigwa na nin mga aki mantang nag-eerok sa kaibahan nindo. Tatrataron nindo sinda bilang mga tunay na Israelita, asin hirasan nindo sinda kan pamanang daga kaiba kan mga tribu nin Israel. 
EZK.47.23	An lambang dayuhan hihirasan nindo kan daga na hale sa kahirasan kan tribu na pinag-eerokan niya. Ako, an Kagurangnan 
EZK.48.1	Ini an pagbanga kan daga para sa lambang tribu: poon sa pagdolonan sa amihan, magpoon sa Dagat nin Mediteraneo sa may Hetlon sagkod sa Agihan nin Hamat asin sa Syudad nin Enon (na nasa pagultanan kan Damasco asin Hamat), magpoon sa sirangan sagkod sa solnopan iyo an kahirasan kan tribu ni Dan. 
EZK.48.2	Kadolonan kan daga ni Dan, magpoon sa sirangan sagkod sa solnopan iyo an kahirasan ni Aser. 
EZK.48.3	Kadolonan kan daga ni Aser, magpoon sa sirangan sagkod sa solnopan iyo an kahirasan ni Neftali. 
EZK.48.4	Kadolonan kan daga ni Neftali, magpoon sa sirangan sagkod sa solnopan iyo an kahirasan ni Manases. 
EZK.48.5	Kadolonan kan daga ni Manases, magpoon sa sirangan sagkod sa solnopan, iyo an kahirasan ni Efraim. 
EZK.48.6	Kadolonan kan daga ni Efraim, magpoon sa sirangan sagkod sa solnopan iyo an kahirasan ni Ruben. 
EZK.48.7	Kadolonan kan daga ni Ruben, magpoon sa sirangan sagkod sa solnopan iyo an kahirasan ni Juda.
EZK.48.8	An kabtang kan daga na kadolonan kan daga ni Juda lalaenon para sa 
EZK.48.9	Sa tahaw kan kabtang na ini, iyo an lalaenon nindo para sa 
EZK.48.10	An mga padi kaipuhan igwa man nin kahirasan sa banal na kabtang na ini. An sukol kan kahirasan ninda, poon sa sirangan pasiring sa solnopan, kaipuhan dose may kabangang kilometros an laba, asin poon sa amihan pasiring sa habagat, kaipuhan limang kilometros an lakbang. An Templo nin 
EZK.48.11	An banal na lugar na ini para sa mga padi na kapagarakian ni Zadok. Maimbod sindang naglingkod sako, asin dai sinda naggibo nin maraot arog kan ibang mga Israelita saka arog kan ibang mga kaayon sa tribu ni Levi. 
EZK.48.12	Kaya magkakaigwa sinda nin nangongorog na kahirasan na kataed kan daga kan mga Levita, asin iyan an magigin pinakabanal sa gabos. 
EZK.48.13	An mga Levita magkakaigwa pa nin nangongorog na lugar, sa habagat kan daga kan mga padi. An sukol kaiyan kaipuhan dose may kabangang kilometros (magpoon sa sirangan sagkod sa solnopan) an laba asin limang kilometros an lakbang (magpoon sa amihan sagkod sa habagat). 
EZK.48.14	An lugar na linaen para sa 
EZK.48.15	An natatadang kabtang kan nangongorog na daga, na dose may kabangang kilometros an laba saka duwa may kabangang kilometros an lakbang, magagamit kan mga tawo para sa anoman na katuyohan. Pwede sindang mag-erok diyan asin pwede nindang gamiton an daga. Sa tahaw kaiyan ibubugtak an syudad, 
EZK.48.16	asin ini an magigin sukol kaiyan: iyan kwadrado na lambang lado may sukol na dos mil dos syentos singkwenta metros. 
EZK.48.17	Sa palibot kan syudad, kaipuhan igwa nin bakanteng lugar na syento beynte singko metros an lakbang. 
EZK.48.18	An kabtang kan daga na matatada pakatugdok kan syudad, an pinakaharaning kabtang sa habagat kan banal na lugar, asin may sukol na limang kilometrong laba saka duwa may kabangang kilometrong lakbang sa parteng sirangan, gagamiton bilang oma kan mga tawo na nag-eerok sa syudad. 
EZK.48.19	An siisay man na nag-eerok sa syudad, maski sa anong tribu siya maghale, pwedeng makaoma kan daga.
EZK.48.20	Kaya an kabilogan na sukol kan lugar na nasa tahaw kan kabtang na lalaenon kaipuhan dose may kabangang kilometros sa lambang lado, asin kaiba na diyan an lugar para sa syudad.
EZK.48.21+EZK.48.22	Sa sirangan saka sa solnopan kan lugar na ini na namumugtakan kan Templo, an daga kan mga padi, an daga kan mga Levita, saka an lugar para sa syudad, iyo an matatadang daga na masasadirihan kan prinsipe. Sa sirangan, abot iyan sa pagdolonan sa sirangan; sa solnopan, abot iyan sa Dagat nin Mediteraneo; sa amihan, an pagdolonan iyo an daga na sadiri nin Juda; dangan sa habagat, an pagdolonan iyo an daga na sadiri ni Benjamin.
EZK.48.23	Ini an kahirasan kan ibang mga tribu: poon sa sirangan pasiring sa solnopan, sarong kabtang para ki Benjamin. 
EZK.48.24	Kadolonan kan daga ni Benjamin, poon sa sirangan pasiring sa solnopan, sarong kabtang para ki Simeon. 
EZK.48.25	Kadolonan kan daga ni Simeon, poon sa sirangan pasiring sa solnopan, sarong kabtang para ki Issakar. 
EZK.48.26	Kadolonan kan daga ni Issakar, poon sa sirangan pasiring sa solnopan, sarong kabtang para ki Zabulon. 
EZK.48.27	Kadolonan kan daga ni Zabulon, poon sa sirangan pasiring sa solnopan, sarong kabtang para ki Gad. 
EZK.48.28	An pagdolonan sa habagat kan daga ni Gad mapoon sa Tamar asin masagkod sa Meribat-Kades mantang an pagdolonan sa habagat mapoon sa kasagkoran kan Egipto asin masagkod sa Dagat nin Mediteraneo.
EZK.48.29	Nagtaram an Kagurangnan 
EZK.48.30+EZK.48.31+EZK.48.32+EZK.48.33+EZK.48.34	Kaipuhan igwa nin doseng laogan pasiring sa syudad nin Jerusalem. An lambang saro sa apat na kudal kaiyan kaipuhan igwa nin sukol na dos mil dos syentos singkwenta metros, dangan igwa nin tolong trangkahan na ngangaranan sosog sa ngaran kan mga tribu. An mga trangkahan kan kudal sa amihan ngangaranan trangkahan ni Ruben, trangkahan ni Juda, asin trangkahan ni Levi. An mga nasa sirangan, ngangaranan trangkahan ni Jose, trangkahan ni Benjamin, saka trangkahan ni Dan. An mga nasa habagat ngangaranan trangkahan ni Simeon, trangkahan ni Issakar, asin trangkahan ni Zabulon. An mga nasa solnopan ngangaranan trangkahan ni Gad, trangkahan ni Aser, saka trangkahan ni Neftali. 
EZK.48.35	An kahalabaan kan kudal sa apat na lado kan syudad kaipuhan nuebe mil metros. Poon ngunyan an ngaran kan syudad magigin “An 
DAN.1.1	Sa ikatolong taon kan paghahade ni Jehoiakim sa Juda, sinalakay ni Hadeng Nebukadnezzar nin Babilonia an Jerusalem asin pinalibotan an syudad. 
DAN.1.2	Itinugot nin Kagurangnan na mabihag si Hadeng Jehoiakim ni Hadeng Nebukadnezzar asin samsamon kaini an nagkapirang kagamitan kan Templo. An nagkapirang bihag dinara niya sa templo kan saiyang mga dios sa Babilon, asin an mga nasamsam na kagamitan ibinugtak niya sa mga sarayan kan templo.
DAN.1.3	Pinagbotan kan hade si Aspenaz, an saiyang pangenot na opisyal, na magpili nin nagkapirang hoben na lalaki hale sa kadaklan kan Israelitang nabihag. An mga hoben na lalaking ini hale sa pamilya kan hade asin kan mga prinsipe. 
DAN.1.4	Kaipuhan na gwapo an mga ini, madonong, may pakasabot, madaling makanood, asin mayo nin kaninan, tanganing maninigo sindang maglingkod sa palasyo. Si Aspenaz iyo an matukdo sainda sa pagbasa asin sa pagsurat kan lengwahe kan mga taga Babilonia. 
DAN.1.5	Nagboboot man an hade na tawan sinda aroaldaw kan parehong pagkakan saka arak na itinatao sa pamilya kan hade. Pakalihis nin tolong taon nin pag-aadal, maatubang sinda sa hade. 
DAN.1.6	Kaiba sa mga napili iyo si Daniel, Hananias, Misael asin Azarias, na gabos hale sa tribu ni Juda. 
DAN.1.7	An mga ini tinawan nin bagong ngaran kan pangenot na opisyal: si Daniel inapod Beltesazzar; si Hananias, Sadrak; si Misael, Mesak; asin si Azarias, Abednego.
DAN.1.8	Nagdesisyon si Daniel na dai niya didigtaan an sadiri huli sa pagkakan kan kakanon asin sa pag-inom kan arak na hale sa palasyo, kaya hinagad niya ki Aspenaz na tabangan siya. 
DAN.1.9	Ginibo nin Dios na mawilihan asin maherakan si Daniel ni Aspenaz. 
DAN.1.10	Alagad takot sa hade si Aspenaz, kaya nagsabi siya ki Daniel, “Itinalaan kan hade kun ano an saindong kakakanon saka iinomon, asin kun mahiling niya kamong maluya ki sa ibang hoben na mga lalaki, tibaad gadanon niya ako.”
DAN.1.11	Kaya nagduman si Daniel sa bantay na ibinugtak ni Aspenaz na mangataman ki Daniel asin sa tolo niyang katood dangan nagsabi, 
DAN.1.12	“Baloa kami sa laog nin sampolong aldaw; tawan mo sana kami nin gulay na makakakan saka tubig na maiinom, 
DAN.1.13	dangan ikomparar mo kami sa hoben na mga lalaking nagkakakan kan hale sa palasyo, asin magdesisyon ka sosog sa saimong mahiling.”
DAN.1.14	Nag-oyon an bantay na baloon sinda sa laog nin sampolong aldaw. 
DAN.1.15	Pakalihis kaini, nahiling sindang orog na marahay an hawak saka makosog ki sa mga nagkakan kan hale sa palasyo. 
DAN.1.16	Kaya poon kaidto nagtugot an bantay na magkakan sinda nin gulay embes kan itinataong pagkakan kan hade.
DAN.1.17	Tinawan nin Dios an apat na hoben na lalaki nin pakaaram asin kabatiran sa literatura saka sa pilosopiya. Laen pa kaini, tinawan pa nin Dios si Daniel nin kadonongan sa pagpaliwanag kan mga bisyon saka mga pangatorogan.
DAN.1.18	Pakalihis kan tolong taon na itinalaan kan hade, an gabos na hoben na lalaki dinara ni Aspenaz ki Nebukadnezzar. 
DAN.1.19	Kinaolay sinda gabos kan hade, asin nahiling niyang mas marahay ki sa gabos si Daniel, Hananias, Misael, asin Azarias, kaya sinda an napiling maglingkod sa hade. 
DAN.1.20	Maski anong hapot o problema an itao kan hade, an apat na ini iyo an may sampolong beses na naaaraman ki sa arin man na parahula o salamangkero sa bilog niyang kahadean. 
DAN.1.21	Padagos na naglingkod si Daniel sa palasyo sagkod na an Babilonia nasakop ni Ciro na emperador nin Persia.
DAN.2.1	Sa ikaduwang taon kan paghahade ni Nebukadnezzar, nagkaigwa siya nin pangatorogan. Napurisaw siyang marahay kaya dai siya nangangatorog, 
DAN.2.2	Kaya ipinaapod niya an mga parahula, mga salamangkero asin mga madonong tanganing ipaliwanag ninda saiya an pangatorogan. Kan mag-atubang sinda sa hade, 
DAN.2.3	sinabihan niya sinda, “Napupurisaw ako dapit sa sakong pangatorogan. Boot kong maaraman kun ano an kahulogan kaiyan.”
DAN.2.4	Nagsimbag sinda sa hade sa lengwaheng Arameo,
DAN.2.5	Nagsimbag sainda an hade, “Nagdesisyon na ako na kaipuhan kamo an mag-osip sako kan pangatorogan ko dangan sabihan nindo ako kun ano an kahulogan kaiyan. Kun dai nindo magibo iyan, ipapapedaso ko kamo asin ipapagaba ko an saindong harong. 
DAN.2.6	Alagad kun masabi nindo an sakong pangatorogan dangan an kahulogan kaiyan, tatawan ko kamo nin mga regalo asin dakulang onra. Ngunyan, sabihan nindo sako kun ano an sakong pangatorogan asin an kahulogan kaiyan.”
DAN.2.7	Nagsimbag giraray sinda sa hade, “Isabi man logod samo kan Mahal na Hade an saiyang pangatorogan, asin ipapaliwanag mi iyan.”
DAN.2.8	Pakadangog kaini kan hade, nagtaram ini sa makosog na tingog, “Tama an nasa isip ko! Boot sana nindong tawan pa kamo nin panahon, huli ta nahiling nindong nagdesisyon na ako 
