MAT.1.1	Yesu Kristo gɔ nɖe Igara David ɔwa tɛtɛ, fiɛ David ɔ̃ wũ ɔɖe Abraham ɔwa ɔɣekparɛ i ngbe ne.
HEB.13.15	Ne ɔso mitã boki i Yesu iso bosu ile nɛ nse lɛ ara ifɛ̃ bola boɔtã Ɣaa ɔwi biara. Ne nɖe nnɛ nsɛ ibɔrɛ i mma lofɔ ɔ̃ iyere maɖe kanya ame ne. 
HEB.13.16	Midaaɣara ara sɛɛ ibara gu ara itã maturi alasɔ nnɛgbe nɖe lɛ ara ifɛ̃ nɛ nsɛ ibo Ɣaa anɔ ne.
HEB.13.17	Mikã mi matɔ̃ɖedze atsue si mibɔ so karɔ̃ mitã ma, ala ma nto madzuɛ̃ mi fiɛ maatã Ɣaa mi ngbã iso akɔnta ne. Mitã sɔ maabara nnɛgbe ku isoɣɔ ne iiɖe ku ɔtu gɔ mba ɔrɔrã ala nnɛmɔ iibabuai mi.
HEB.13.18	Mila miɔkparama kayi i bo iti alasɔ boɣe sɔ bo situ ame ɔkpa fiɛ boto bobie sɔ boabara ira biara ku kuwarɛ 
HEB.13.19	Nto lokarɛ lobɔrɛgu i mi kɔrɛ sɔ mikparama kayi teteree sɔ Ɣaa aatã loledza mi kɔrɛ iba mala.
HEB.13.20	Ɣaa gɔ nsɛ ɔtã isobuɛ, ngɔ lotara Bosate Yesu gɔ nɖe Masɛrɛkɔdze Siare ɔbɔrɛgu i makpise ame, iki i ɔ̃ ima kanya inyi nɛ nna katui ame, 
HEB.13.21	si ɔsu ara sɛɛ ɔɖuɖu ɔtã mi kere sɔ miawo ɔ̃ kuɖɔɛ ɔbara. Ɔki i Yesu Kristo iso ɔbara nnɛ loabo wũ anɔ i bo ndɛ̃. Ɔ̃ ɔkpɛ nɖe ile ita i kiniɔ ikpa daaro daaro. Si iba ngbɔ.
HEB.13.22	Manyii, loto mi i kukpa sɔ miɣara so si mikã atsue atoa sɔ ɔko gɔ lotsɛrɛ losese mi iikarã.
HEB.13.23	Nto lotã mi itsue sɔ maɔɖi bo ɔnyii Timoteo i iyo. Si ɔwula wũ kɔrɛ ɔba ne, iyɔ bo gu wũ loaba mi kɔrɛ.
HEB.13.24	Loya mi matɔ̃ɖedze gu mafɔɖedze ɔɖuɖu. Mma ɔɖuɖu lobɔrɛ Italia maba sɔ maya mi.
HEB.13.25	Ɣaa abualɛra si awegu mi ɔɖuɖu. Si iba ngbɔ.
JAS.1.1	Mme Yakobo gɔ nɖe Ɣaa gu Bosate Yesu Kristo ɔɖabo lotsɛrɛ ɔko gɔgbe nto lotã Ɣaa maturi ma lobiɛ makã kayiiso ɔɖuɖu. Loya mi ɔɖuɖu.
JAS.1.2	Manyii, si amɔrɛ̃ agbãagbã ɔtu mi ne, mina isoɣɔ gbaã. 
JAS.1.3	Alasɔ miɣe sɔ si mala mi kafɔkaɖe manyɔ fiɛ miya ne, miaki i ne ame mire siɖu teteree. 
JAS.1.4	Mitã mi iya teteree si ite i mi kurabarara ame sɔ miaɖe mma loyi i ira biara ame fiɛ kuira iisinya ma. 
JAS.1.5	Si iwola ɔnya mi ndɛ̃ ɔrere ne, ɔkarɛ Ɣaa gɔ loatã wũ, alasɔ ɔsɛ ɔɖi kayiri ɔtã mma ɔɖuɖu nsɛ makarɛ wũ ara gɔ ɔ̃isɛ ɔnyɔ kama. 
JAS.1.6	Ɣɛɛ si ɔto ɔkarɛ Ɣaa ira ne, iwararã kuiwɛ̃ si idaawe i ɔ̃ ame, ɔfɔ ɔɖe. Ɔbiara gɔ nsɛ ɔwararã Ɣaa ne, ɔse lɛ ɔpo gɔ nto ɔpɛ ɔfe ɔkpese. 
JAS.1.7+JAS.1.8	Ngɔ adzuni nsɛ afiniki malamala, fiɛ ɔ̃iɣɛ teteree i ɔ̃ kurabarara ame si ɔdaanyɔ ɔri sɔ ɔ̃afɔ kuira ɔbɔrɛgu i Bosate kɔrɛ.
JAS.1.9	Si Ɣaa ɔtara ɔnyii gɔ nɖe wɛrɛba iti kato ne, ɔna isoɣɔ. 
JAS.1.10	Ngbɔ ame si Ɣaa ɔbɔ fɔɖedze gɔ nɖe ranase karɔ̃ ne, ɔna isoɣɔ. Alasɔ maranase ne, ɔse mase lɛ sikua aɣɔ̃la wa loakpa ayu. 
JAS.1.11	Si kuɣɛ̃ ɔbɔrɛ fiɛ kaɖe ɔɔbe ne, kusɛ kuɖe sikua siɣɔ, iyɔ aɣɔ̃la ɔɔkpa gɔ aisisɛ alɛ ɔnyɔ. Ngbɔ ame i ranase sɛ ɔtere ɔfe ɔkpese gbɔgbɔɔgbɔ ɔkpi kere ɔ̃akpi ne.
JAS.1.12	Kusɛkusɛ kutã ngɔ nsɛ ɔmɔɛ̃ so ɔla i kalakanyɔ ame alasɔ si ɔki ne ame ɔbɔrɛ ne, Ɣaa aasu ngbã daaro kaɣɛkasɛ ga i Bosate ɔɣɛ ɔsɛ sɔ ɔ̃atã mma nsɛ maɖɔɛ wũ ɔtã wũ lɛ iɖeiso kuso. 
JAS.1.13	Si kalakanyɔ gamɔ igbã ɔba ɔturi iso ne, ɔdaaɣɛ sɔ Ɣaa kɔrɛ kabɔrɛ, alasɔ maibawo Ɣaa ɔla ɔnyɔ sɔ ɔbara ikpi fiɛ Ɣaa mɔmɔ ana iisɛ ɔla ɔturi ɔnyɔ sɔ ɔbara ikpi. 
JAS.1.14	Ɣɛɛ ne, sosina ara wa nsɛ akpɛ̃ ɔturi ɔkã nsɛ akpadzɛ̃ wũ apia i kalakanyɔ ame. 
JAS.1.15	Ara ɔkã ikpɛ̃ sɛ imɔ ikpese ikpi, fiɛ si ikpi ɔɔmɔ iro ne, isɛ ikpese kukpi. 
JAS.1.16	Wũ manyii ɖɔɛse, midaatã kuwɛ̃ si ɔsɔsɔla mi.
JAS.1.17	Ara sɛɛ gu karatã sɛɛ ga lokate ɔɖuɖu ne, Ɣaa kɔrɛ kabɔrɛ. Kabɔrɛ i ikpawaĩ ɔɖuɖu baradze gɔ nɖe Ɔse kɔrɛ. Ɔ̃isɛ ɔfiniki fiɛ idududu na i ɔ̃ ame. 
JAS.1.18	Ɣaa ɔki i ɔ̃ mɔmɔ kuɖɔɛ ame ɔtã bo ngbã iki i ɔnukuare itɔ̃me ame sɔ boana kasɛkɔ̃ ɖeakatɔ̃ i ɔ̃ kurabarara ɔɖuɖu ame.
JAS.1.19	Wũ manyii ɖɔɛse, minyɔ sɔ mi ɔbiara aaɖe ngɔ nsɛ ɔpɛ siwa i ara inɔ ame, ɣɛɛ miɖe mma nsɛ maɣara so i ikaɖe gu sikpã ina ame. 
JAS.1.20	Alasɔ sikpã iisɛ sitã ɔturi ɔbara nnɛ i Ɣaa sɛ ɔbie sɔ ɔbara. 
JAS.1.21	Ne ɔso miɖi inyanyara gu ngbã nyanyarĩa igbã biara i mi ame. Mibɔ so karɔ̃ mitã Ɣaa sɔ miawo ɔ̃ itɔ̃me nɛ ɔpɛ i mi ame fiɛ iawo mi ngbã ɔtã ɔfɔ.
JAS.1.22	Mibara i Itɔ̃me Bielea iso. Midaaɖe mma nsɛ makã itɔ̃me atsue kere mila miɔsɔsɔla so. 
JAS.1.23	Alasɔ ngɔ nsɛ ɔnɔ itɔ̃me fiɛ ɔ̃isɛ ɔbara i ne iso ne, ɔse lɛ ngɔ lonyɔ so katɔ̃ i aɣɔɣɔɛ ame kere. 
JAS.1.24	Si ɔ̃afiniki ɔrui ne, ɔ̃ɔɣara kumɛgɔ i ɔ̃ katɔ̃ se. 
JAS.1.25	Ɣɛɛ ngɔ nsɛ ɔkarã inɔ i Ɣaa mmara mɛ loyi fiɛ misɛ mikurisi ɔturi ɔna isobuɛ, ɔbara i me iso ana fiɛ ɔ̃isɛ ɔnɔ ala atsue kere ne, Ɣaa sɛ ɔfere wũ kusɛkusɛ i ira biara nɛ ɔ̃abara ame. Ɔ̃ise lɛ ngɔ nsɛ ɔnɔ itɔ̃me kere.
JAS.1.26	Si ɔrere to ɔbu sɔ ɔɖe Ɣaa fɔɖedze fiɛ ɔ̃isɛ ɔpia ɔnyagɛmi i irɛkpo ne, ɔto ɔsɔsɔla so fiɛ ɔ̃ kasumu ana ɖe siefe. 
JAS.1.27	Kasumu ga lokote fiɛ iɣɛrɛ na i kã iso i Ɣaa gɔ nɖe Ɔse anɔ nɖe sɔ, boabuai makpise mabi, gu makpise mare i ma amɔrɛ̃ ame, ana ne, bobore so boɖi i ira biara nɛ loapukutura ɔturi i kayi gagbe iso kɔrɛ.
JAS.2.1	Wũ manyii, lɛ mma lofɔ Bosate Yesu Kristo gɔ nɖe ikpawaĩ Sate maɖe ne, midaanyɔ maturi i katɔ̃ i mi kurabarara ame. 
JAS.2.2	Mitã bosu sɔ ɔwɛ̃ ɔfu so ɔkati gɔ lofɔ kuɣa, ɔpia sikãrɛtɛa isukpɛ ɔba mi kasarɛkɔ̃, fiɛ ɔmama ana ɔfu so ɔkati kɛkɛa ɔba. 
JAS.2.3	Si mitã ngɔ loledza so kukaakɔ kuwarɛ miɣere wũ sɔ, “Ba sɛ i iyara sɛɛ nɛgbe iso,” fiɛ miɣere wɛrɛba sɔ, “Ya i mmɔ, ɣee ba sɛ i wũ ngbatɔ̃ i karɔ̃ ngbe” ne, 
JAS.2.4	ite sɔ mito mipia ikpaki i mi ndɛ̃, miɖaɛ atɔ̃me i ɔri gɔ loilɛ iso.
JAS.2.5	Wũ manyii ɖɔɛse, mikã atsue si minɔ. Ɣaa ɔɖi kayi gagbe mawɛrɛba sɔ maaɖe mafɔɖedze siare gu mma ɔ̃asu sigarakaɖekɔ̃ ga ɔɣɛ ɔsɛ sɔ ɔ̃atã mma nsɛ maɖɔɛ wũ ɔtã. 
JAS.2.6	Ɣɛɛ misɛ minyɔ mawɛrɛba pupurii! Iiɖe maranase maɖe nsɛ mabara mi kako, makpadzɛ̃ mi makɛlɛgu atɔ̃mekaɣɛkɔ̃? 
JAS.2.7	Ma ame maɖe nsɛ maɣɛ anyakpi i iyere sɛɛ nɛ masu matã mi gɔ mikpese Kristo mare iso ne.
JAS.2.8	Si mibara i Ɣaa sigarakaɖekɔ̃ mmara iso pɛpɛɛpɛ lɛ kumɛgɔ matsɛrɛ mapia i Ɔko Sekelea ame ne, iyɔ mibara nnɛ lokote. Nnɛ matsɛrɛ masɛ nɖe sɔ, “Ɖɔɛ fɔ ɔlaa lɛ kumɛgɔ ato aɖɔɛ so.” 
JAS.2.9	Ɣɛɛ si mito mipia ikpaki i maturi ndɛ̃ i ma arapia kanya ne, mito mibara ikpi, fiɛ mmara ɔɔtã mi ipɔ sɔ mita miya me iso. 
JAS.2.10	Ɔbiara gɔ lobara i mmara ɔɖuɖu iso fiɛ ɔta ɔya miwɛ̃ iso ne, ɔta ɔya i me ɔɖuɖu iso. 
JAS.2.11	Alasɔ Ɣaa gɔ lotã mmara sɔ, “Daaɖe asɔrɔ̃” ne, ɔ̃ ame loɣɛ sɔ, “Daaɖoe ɔturi” ne. Ne ɔso si aiɖe asɔrɔ̃, ɣɛɛ aɖoe ɔturi ne, atu mmara. 
JAS.2.12	Ne ɔso mitã sɔ mi akaɖe gu mi kurabarara si kute sɔ mmara mɛ loatã isɛguso miɖe i Ɣaa aasu ɔɣɛgu mi ala atɔ̃me. 
JAS.2.13	Alasɔ ngɔ loisɛ ɔnyɔ ɔturi nnya ne, atɔ̃me ɔɣɛwi ne, Ɣaa iibanyɔ wũ nnya ɔ̃ wũ. Ɣɛɛ Ɣaa iibatã ngɔ nsɛ ɔnyɔ ɔturi nnya ipɔ.
JAS.2.14	Wũ manyii, si ɔrere ɔɣɛ sɔ ɔba kafɔkaɖe, ɣɛɛ ɔ̃ kurabarara iisɛ kute ne, mme kusia ɔba? Ɔ̃ kafɔkaɖe aawo wũ ngbã ɔtã? 
JAS.2.15	Mitã bosu sɔ ɔnyii ɔrɛrɛ̃ ɣee ɔrɔ̃go gɔ i arapia ɔɔkpi iso, ana ne, ɔna nnɛ ɔ̃aɖe. 
JAS.2.16	Si mi ndɛ̃ ɔwɛ̃ ɔɣere wũ sɔ, “Kɛlɛ i isobuɛ ame, ɔyu si ɔdaakpɛ̃-ɔ, ɖe ara si ami,” fiɛ ɔ̃itã wũ nnɛ lonya itã wũ ne, mme ibuai iɖe ɔtã wũ? 
JAS.2.17	Ne ɔso si ɔrere ba kafɔkaɖe fiɛ kurabarara iibua iso ne, kafɔkaɖe kpia kere kaɖe wũ.
JAS.2.18	Ɣɛɛ ɔwɛ̃ aawo ɔɣɛ sɔ, “Ɔturi ɔwɛ̃ ba kafɔkaɖe fiɛ ɔmama ana ba kurabarara.” Mmuai mɛ loatã ngɔmɔ nɖe sɔ, “Te me fɔ kafɔkaɖe ga nna kurabarara sɛɛ si mme wũ lote-ɔ wũ kare iki i kurabarara sɛɛ ame.” 
JAS.2.19	Afɔ aɖe sɔ Ɣaa ɔwɛ̃ saã pɛ mpia. Ibua ilɛ, gbaã iɖe ana! Ta siwarã lalaa ɔfɔ siɖe ngbɔ, fiɛ sisɛ siti sikpakpa ku ifɔ̃. 
JAS.2.20	Itɔ aɖe! Ɔbie ato sɔ loɣere-ɔ sɔ kafɔkaɖe ga nna kurabarara sɛɛ na kusia? 
JAS.2.21	Be ɔso i Ɣaa ɔnyɔ bo ɔwa Abraham sɔ ɔɖe ɔturi bɔlɔlɔa? Ɔ̃ kurabarara ɔso. Alasɔ ɔsu ɔ̃ ɔbi Isak ɔkɛlɛgu sɔ ɔ̃asu wũ ɔfɛ̃ ara ɔtã Ɣaa. 
JAS.2.22	Miinya ngbɔ? Ɔ̃ kafɔkaɖe gu ɔ̃ kurabarara losɛ fiɛ ɔ̃ kurabarara lotã ɔ̃ kafɔkaɖe ɔkote. 
JAS.2.23	Ne ɔso nnɛ i Ɔko Sekelea ɔɣɛ ɔba i ne ame sɔ, “Abraham ɔfɔ Ɣaa ɔɖe, ne ɔso Ɣaa ɔnyɔ wũ sɔ ɔse bɔlɔlɔ.” Ne ɔso i Ɣaa ɔkpere wũ sɔ ɔ̃ ɔlaa ɔɖe ne. 
JAS.2.24	Miɔnya kiniɔ sɔ Ɣaa iisɛ ɔnya ɔturi kafɔkaɖe kere ɔnyɔ wũ sɔ ɔse bɔlɔlɔ si ɔ̃ kurabarara iibua iso.
JAS.2.25	Ngbɔ ame ana i Ɣaa ɔnyɔ Rahab gɔ nɖe asɔrɔ̃ɖedze sɔ ɔse bɔlɔlɔ iki i ɔ̃ kurabarara iso ne. Nnɛ i Rahab ɔbara nɖe sɔ, gɔ ɔfɔ Israel mabi ma loba maala karɔ̃ manyɔ ne, ɔbuai ma sɔ maki i ɔri mama matere.
JAS.2.26	Ne ɔso iɔte sekelee sɔ kumɛgɔ ame i ɔturi ɖe kpise si siwarã na i ɔ̃ ame ne, ngbɔ ame i kafɔkaɖe ɖe ira kpia si kurabarara iibua iso ne.
JAS.3.1	Wũ manyii, midaatã sɔ mi ndɛ̃ maturi gbodzoo akpesera so maratedze. Lɛ kumɛgɔ miɣe ne, bo maratedze atɔ̃me iɣɛgu to iawe ɔle iɖo marasuãdze ɔkpɛ. 
JAS.3.2	Bo ɔɖuɖu sɛ boɣɛrɛ. Ɣɛɛ si ɔrere pia fiɛ ɔ̃isɛ ɔɣɛrɛ i ɔ̃ ikaɖe ame ne, iyɔ ɔɖe ngɔ loyi fiɛ ɔ̃awo so iso ɔɖe pelepele. 
JAS.3.3	Bosɛ bosu ɔwɛ̃ bopia i ipɔngɔ kanya botã ne ibara bo kuɖɔɛ. Ana ne, bosɛ bowo ipɔngɔ ɔfinikira isɛ ngbegɔ boɖɔɛ.
JAS.3.4	Minyɔ ndu iso iyebi ana, atoa sɔ imɔ pawũ fiɛ ɔwiri siare nsɛ ɔsɛgu ne ne, ibɔra kɛkɛĩ kere iɖe i iyebikãdze sɛ ɔsu ɔfinikira iyebi ɔkɛlɛgu ngbegɔ ɔto ɔbie sɔ iki. 
JAS.3.5	Ngbɔ ame i ɔnyagɛmi se ne. Atoa sɔ ɔse kɛkɛĩ ne, ɔsɛ ɔɖe ndamu i ara siare iso.
JAS.3.5	Nyɔ kumɛgɔ i ipo ɔmɔ, ɣɛɛ katɔmɛrɛmɛrɛĩ kɛkɛĩ kere nsɛ katsuedza ne. 
JAS.3.6	Ɔnyagɛmi se lɛ ɔtɔ. Kayi ga i ara lalaa ibara ɔyi i ɔnyagɛmi ɖe i bo siturina ame. Ɔsɛ ɔɣɛra kuturidziri ɔɖuɖu, ɔtsuedza ɔturi ngbã, fiɛ ɔ̃ mɔmɔ ne, Ɔbosam itɔkpe nsɛ itsue i ɔ̃ ame. 
JAS.3.7	Bosɛ bowo mabɔi lalaa gu kurodzai ɔɣedza, mabɔi ma nsɛ mabore i karɔ̃ gu ndu ame mabɔi ɔɖuɖu, fiɛ i ɔnukuare ame ne, ɔturi sɛ ɔɣedza mabɔi magbe ɔɖuɖu. 
JAS.3.8	Ɣɛɛ ɔnyagɛmi ɖe ira nɛ i ɔturi kuwɛ̃ iiwo ɔbara sɔ ɔ̃akã wũ atsue. Ɔnyanyarĩ, ikpi ibara iisɛ iɖa wũ, fiɛ kabiɛtɛ ga nsɛ kaɖoe maturi ɔyi i ɔ̃ ame. 
JAS.3.9	Bosɛ bosu wũ bole bo Ɔse Ɣaa fiɛ bosɛ bosu wũ bogbarĩ maturi mama ma i Ɣaa ɔbara i ɔ̃ kumiamia ame. 
JAS.3.10	Kanya kawɛ̃ ga ame nto kale Ɣaa ame nto ka gbarĩ maturi ne. Wũ manyii iikote sɔ iase ngbɔ! 
JAS.3.11	Ndu mɛ mba ɔmɛrɛ̃ gu mmɛ mba mma iibawo itubu iwɛ̃ ame ɔwe. 
JAS.3.12	Wũ manyii, kubo aawo abɛrɛ ɔɣɔ̃ ɣee kaɣakpei ɔɣɔ̃ aboi? Ngbɔ ame i mma ndu gu ndu mmɛ mba ɔmɛrɛ̃ iibawo itubu iwɛ̃ ame ɔwe ne.
JAS.3.13	Ɔwɛ̃ pia i mi ndɛ̃ gɔ ɔɖe nɔgbadze gu ngɔ nsɛ ɔnɔ ara karɔ̃? Ngɔmɔ si ɔsu ngbã sɛɛ mɛ ɔsi i karɔ̃ ibɔso gu iwola ame ɔte. 
JAS.3.14	Ɣɛɛ si mito mikpɛ̃ sirerɛ i mi situ ame, miba kaɖo fiɛ misɛ mibie mi ɔnɔwɛ̃ ɔkpɛ ne, midaabara ikpi i ɔnukuare iso miɖe ndamu i mi iwola iso. 
JAS.3.15	Iwola nɛmɔ igbã ne, iiɖe kato ibɔrɛ, ɣɛɛ kayiiso ire nɛ loiɖe Siwarã Bielea ire fiɛ ibɔrɛ i Ɔbosam kɔrɛ iɖe. 
JAS.3.16	Alasɔ ngbegɔ i kanɔbɛbɛ pia fiɛ maturi sɛ mabie ma ɔnɔwɛ̃ ɔkpɛ ne, iweweso gu ara nyanyarĩa igbã biara ana sɛ iwe i mmɔ. 
JAS.3.17	Ɣɛɛ iwola nɛ lobɔrɛ i Ɣaa kɔrɛ ne, iɖeakatɔ̃, ikpa, isɛ ibie isobuɛ, isɛ imɔɛ̃so ila, isɛ inɔgu maturi ara karɔ̃, iyi ku nnyainyɔ, ara sɛɛ sɛ abɔrɛ i ne ame, iisɛ ipia ikpaki i maturi ndɛ̃ fiɛ sila ana na i ne ame. 
JAS.3.18	Mma nsɛ makpura fiɛ masɛ makpadzɛ̃ isobuɛ mabɔ sɛ mapɛ ɔraɖui gɔ abi nɖe sibɔlɔlɔ ara ibara.
JAS.4.1	Amami gu kalɔ ga mpia i mi ndɛ̃ ne, lɛ abɔrɛ? Mi sosina ara nyanyarĩa wa nsɛ akpɛ̃ mi ɔkã nsɛgu wã. 
JAS.4.2	Mito mibie ara wa lonya mi, ɣɛɛ miito mina, ne ɔso misɛ miɖoe maturi. Misɛ mibɛbɛ anɔ sɔ miafɔ ara i ɔturi kɔrɛ, gɔ miina mifɔ ɔso ne, misɛ milɔ kalɔ mikpɛ̃gu so. Miisɛ mina nnɛ mito mibie, alasɔ miisɛ mikarɛ Ɣaa. 
JAS.4.3	Fiɛ si mikarɛ Ɣaa ana ne, ɔ̃isɛ ɔtã mi alasɔ miisɛ mikarɛ ala adzuni sɛɛ. Misɛ mikarɛ ara sɔ si miasu nwa miafɔ mibara ala mi kuɖɔɛ. 
JAS.4.4	Mma nsɛ mafe Ɣaa kama miɖe! Miiɣe sɔ ngɔ nsɛ ɔɖegu kayiiso kulaa ne, Ɣaa tsirise ɔɖe? Ne ɔso ɔbiara gɔ losu kayiiso ara ɔbara ɔ̃ ɔlaa ne, Ɣaa tsirise ɔɖe. 
JAS.4.5	Mibu sɔ ɔtsɛrɛ kere matsɛrɛ i Ɔko Sekelea ame sɔ, “Ɣaa sɛ ɔkpɛ̃ sirerɛ teteree i ɔ̃ Siwarã dzɛ ɔsu ɔpia bo ame kanya.” 
JAS.4.6	Ɣɛɛ ɔle gɔ i Ɣaa sɛ ɔtã kɔra ɔsi ɔɖo. Ne ɔso i Ɔko Sekelea ɔɣɛ sɔ, “Ɣaa iisɛ ɔtɔrãgu mma nsɛ makɔlɛ so kato, ɣɛɛ ɔsɛ ɔnyɔ mma lobɔ so karɔ̃ nnya.”
JAS.4.7	Ne ɔso mibɔ so karɔ̃ mitã Ɣaa, mita miya Ɔbosam iso si ɔ̃are mi kama. 
JAS.4.8	Mibore mibo Ɣaa si ɔ̃ wũ ɔ̃abore ɔbo mi. Makpibaradze, mifore nrɔɔ̃! Mi ma nsɛ mifinikira adzuni malamala, mi sekelera mi situ.! 
JAS.4.9	Minya ibo, mimararã so si mibiɛ kaku. Mitã mi sima si sikpese kaku, si isoɣɔ si ikpese ɔtu ibiɛra! 
JAS.4.10	Mibɔ so karɔ̃ mitã Bosate si ɔ̃akɔlɛ mi kato.
JAS.4.11	Manyii, midaakidza mi malaa malamala. Ngɔ loɣɛ ira nɛ loikote i ɔ̃ ɔnyii fɔɖedze iso, ɣee ɔɣɛgu ɔ̃ ɔnyii atɔ̃me ne, ɔɣɛ nnɛ loikote i mmara iso, fiɛ ɔɣɛgu mmara atɔ̃me. Fiɛ si mmara aɣɛgu atɔ̃me ne, iyɔ aito abara i mmara iso, ɣɛɛ ngɔ nto ɔɣɛgu mmara atɔ̃me aɖe. 
JAS.4.12	Ɣaa ɔnɔwɛ̃ nɖe ngɔ nsɛ ɔsi mmara gu atɔ̃meɣɛdze. Ɔ̃ ɔnɔwɛ̃ loawo ɔturi ngbã ɔtã, fiɛ ɔ̃awo wũ ɔwɔra ana. Fɔ nɖe nna fiɛ ato aɣɛgu fɔ ɔlaa atɔ̃me?
JAS.4.13	Milo si minɔ, mi mma nsɛ miɣɛ sɔ, “Nɔme, ɣee kɔrãkaɖe loasɛ ɔmagɛ̃ siare gɔgbe ɣee ngɔmɔ, boawe i mmɔ ikɔ iwɛ̃ boɖe kuɣa bona kusia.” 
JAS.4.14	Ɣɛɛ nto loɣere mi sɔ miiɣe nnɛ loabɔrɛ mi iso ku kɔrãkaɖe. Ɔse kere mise lɛ kuɣɔ gɔ losakɛ kiniɔ ɣɛɛ ito ibara kere kuɔyu. 
JAS.4.15	Nnɛ ikote sɔ miaɣɛ nɖe sɔ, “Si Bosate ɔtã bo ngbã fiɛ boikpi ne, boabara nnɛ gu nnɛ.” 
JAS.4.16	Ɣɛɛ misɛ mikɔlɛ so kato, miɖe ndamu gɔ iilɛ.
JAS.4.17	Ne ɔso ngɔ loisɛ ɔbara isɛɛ nɛ ɔɣe sɔ ɔ̃abara ne, ikpi iɖe itã wũ.
JAS.5.1	Kiniɔ ne, mi mma nɖe maranase si mikã me atsue. Mibiɛ si miwana so ala ira boa nɛ loaba mi iso ɔso. 
JAS.5.2	Mi karana ɔɔɣɛ fiɛ kukorokpɛbubui ana ɔɔɖe mi arapia. 
JAS.5.3	Mi sikãrɛtɛa gu sifudza ɔɔpɛ matɔ fiɛ matɔ ma i sikã ɔpɛ ngbe to iaɖe aɖansiɛ i mi iso, ibɛbɛ mi lɛ ɔtɔ ku atɔ̃me iɣɛyi. Mito misa karana kanya mifu ku ayi tsɔra wagbe ame. 
JAS.5.4	Mi marabaradze ma misɛ̃ sɔ miito mitã aso ne, minɔ ma kaku. Mma losa ɔraɖui kanya matã mi sitɔrɛ̃ ɔɔbo Bosate gɔ nɖe Kpakpɛ̃dzekpakpa i kutsue. 
JAS.5.5	Miɖe ngbã i kayi gagbe ame, misu ara wa lofɔ kuɣa miminidza so ɔwi biara, miɖe ara mina iɖa mitã mi iɖoeyi. 
JAS.5.6	Mma loiɣɛrɛ mi ne, miɔtã ma kukpi ipɔ, miɖoe ma ato sɔ maita maya mi iso.
JAS.5.7	Ne ɔso wũ manyii, miɣara so pɔkɔsɔɔ gbɔgbɔɔgbɔ Bosate aaba. Minyɔ kpɛ̃dze! Si ɔto ɔnyɔ kamɔ ga ɔ̃apɛ ne, ɔsɛ ɔɣara so ɔtã Butu gu Sala makado sɔ mapɛ si kalɛ. 
JAS.5.8	Ne ɔso mi wũ miɣara so ngbɔ si mina ɔtu alasɔ Bosate ɔbawi ɔɔro ɔɣo.
JAS.5.9	Midaanyagalagu so si Ɣaa iibaɣɛgu mi atɔ̃me. Atɔ̃meɣɛdze ɔɔro ɔba. 
JAS.5.10	Wũ manyii, minyigi kanyamaɖidze ma loɖe ika i Bosate iyere ame. Misu ma ngbã lɛ ikparĩ awe i kumɛgɔ maɣara so i ma inyɛwe ame. 
JAS.5.11	Bosɛ bonyɔ mma lona ɔtu i inyɛwe ame sɔ kusɛkusɛ sia ma iso. Minɔ kumɛgɔ i Hiob ɔna ɔtu i inyɛwe ame, fiɛ minɔ nnɛ i Ɣaa ɔbara ɔtã wũ i kawirikɔ̃. Ɔturi ara sɛ aɖo Bosate kayiri, fiɛ ɔsɛ ɔnyɔ ɔturi nnya.
JAS.5.12	Inyaare ne wũ manyii, midaala miɔtarĩgu ara. Midaatarĩgu kato, ɣee karɔ̃, ɣee kuira mama, ɣɛɛ mitã mi aĩ si iɖe aĩ, si mi ooɣo si iɖe ooɣo, iyɔ Ɣaa sikpã iibaba mi iso.
JAS.5.13	Si mi ɔrere pia i imɔrɛ̃ ame ne, ɔkparama kayi, fiɛ si mi ɔrere to ɔna isoɣɔ ana ne, ɔka aka ɔle Ɣaa. 
JAS.5.14	Si mi ndɛ̃ ɔrere to ɔnyɛ ne, ɔpia si makpere mafɔɖedze matɔ̃ɖedze si makparama kayi i ɔ̃ iti, masɔla wũ nnɔĩ i Bosate iyere ame. 
JAS.5.15	Kayi ga makparama i kafɔkaɖe ame to kaasa ngɔ nto ɔnyɛ, Bosate ɔtara wũ ɔɣedza. Fiɛ si ɔbara ikpi ne, Ɣaa aasu ɔtsɛ wũ. 
JAS.5.16	Ne ɔso mibusi mi akpi miɣere so si mikparama kayi i mi malaa ati si miana isosarɛ. Ɔle siare pia i ɔturi bɔlɔlɔa kayi ikparama ame. 
JAS.5.17	Eliya ɔ̃ wũ ɔturi kere ɔɖe lɛ bo. Ɔkparama kayi teteree sɔ Ɣaa si ɔdaatã kado si ɔpɛ, fiɛ gbaã ne, akɔ atɛ awa akuɔ ne, kado iifere i karɔ̃. 
JAS.5.18	Kama ne, ɔkparama kayi fiɛ kado ka ɔpɛ ɔfere i karɔ̃ iso ɔraɖui ɔlɛ.
JAS.5.19	Wũ manyii, si mi ndɛ̃ ɔrere ɔyu ɔri, ɔre ɔnukuare kama fiɛ mi ndɛ̃ ɔwɛ̃ ɔkpesera wũ ɔbɔ ne, 
JAS.5.20	minyigi sɔ ɔbiara gɔ lofinikira kpibaradze ɔbɔ Ɣaa kɔrɛ ne, ɔto ɔ̃atã kpibaradze gɔmɔ ɔna ngbã gu akpi gbodzoo ana kasukatsɛ.
