MAT.1.1	Arepa Abraham Chha, ngale Devit Chha, Jisu Krista te awa heh nginkong.
JAS.2.9	Rohkomin nema mihnyan hehnâng thhenphãng sûletma mekhoakhem enko, nema pap lâmotet, ngale Niemarang pumma nea niemarang chhihsiette ngaehèn. 
JAS.2.10	Henma komin Niemarang kowah wanthe lekep medang ako atema phangtang chhihsiet eka. 
JAS.2.11	Chenrãngma ngako, “Dihiak dela kaamchhih nekmo en,” ngama thôkohte pumma jôba, “Mih nekritphe en,” ngamemin thôkoh ehi. Erohwah nema dihiak dela tungnâng kaamchhih lemoken komin, nema mih meritphe enko, nea niemarang chhihsiette lâdangtet. 
JAS.2.12	Chentô jab ajâ ngale moat akat nâng nãng pesiette niemarang pumma jôba achhih engahi ngama thonghun letma mo en. 
JAS.2.13	Chenrãngma ngako, mihnâng lemînchente hehnâng Joban ma thinnâng achhih asen renjâko lemînchen min; rohkomin mînchen metong hiko achhih asen rênpa nãngma tajien e.
JAS.2.14	Ngalemruchha heh, nema putedâlem eki ngaletma nemoatlem pa putedâlem junko ledang medang enko ereko chenni asen etonga? Ererãngrãng putedâlem pumma nekho tapesiet hèn a? 
JAS.2.15	Chenjô komin nãngpho anaa hehnâng thok apohrãng khet aho, erediko jokphhek chhah thinmin aho lâdangtah. 
JAS.2.16	Phumma nema thinnâng, “Joban ma rang ekohhèn! ngale lembubu tongen erediko senthemthem jokphhek chhah en!” ngama lolo ngaletma thin roandông kowah chenni lemeka ereheh lekoh medang enko - thinrãng chenni ehongsen a? 
JAS.2.17	Erohwah koh amien pemin putedâlem demko aroamma dângmin: Putedâlem lolo danglahma moatlem aho medang ako, ere pemin aritthã jôba.
JAS.2.18	Phumma wanwanthe ma enga a, “Wathenâng putedâlem, ngale ahan wathe nâng moatlem tonga.” Phumma Ngama atenâng edanthang ang, “Nganâng khesok tanhang, moat akat aho thangma putedâlem pa hennâng tongeka. Ngama nenâng Nga putedâlem ngale Nga moatlem pa khesok a.” 
JAS.2.19	Nema Joban pa wathelolo ngama putedâlem ekenle? Sen a! eroh pete joak ajo memin putedâlem eka - ngale nyahrãng tiilahma cheieka. 
JAS.2.20	Nea aba! Nenâng moatlem aho thangma putedâlem pa sekhota ngama khesok hun eken a? 
JAS.2.21	Nãngte nãngwa Abraham pa Joban demnâng chenroh toangtang jiendângwah a? Erepa moatlem junma dângwah, atema ate chha Isak pa Joban nâng joapsoap rãng ritpherãng ngatwah. 
JAS.2.22	Nema erepa khemetne? Ate putedâlem le ate moatlem nii aroamma dângwah; moatlem junko ate putedâlem pa sênsietwah. 
JAS.2.23	Ngale Joban nyapraangma aroh ngatah pa toangtang dângwah, “Abraham ma Joban nâng putedâlem wah, ngale ate putedâlem junko Joban ma atea toangtang ngatwah.” Ngale erohwah Joban ma Abraham nâng lemruchha ngatwah. 
JAS.2.24	Erohwah nema sûtan en, ne putedâlem junma lolo dangmah, moatlem junma nea Joban demnâng toangtang dangeken.
JAS.2.25	Ate phoang sengchhahte dihiaknyu Rahab demnâng min mãnthejô dângwah. Atemin Joban demnâng ate moatlem junma toangtang dângwah, atema Isrial mihnyan hehma jejette mihnyan huhchienwên tah hehnâng chohsû lahma lemhan ngema pêchhoan thukwah.
JAS.2.26	Erohwah, phoangko Ju aho medang ako phoangpa aritre eka rãngrãng, moatlem aho thangma putedâlem lolo pemin riichoanthã jôba.
JAS.3.1	Ngalemruchha heh, nekhuwah ahethôte ajah nekdangen. Nema ajet, ni ahethôte dangeki hehnâng achhih asenpa mihhan heh noma abâm erenhi. 
JAS.3.2	Nãngkhu anga ngama roantang mejô rângmôang themoe. Rohkomin henma ate jab ajâ nâng chenthujô lethe dangeka, ere mihnyan pa asen, ngale atema ate phoang phangtang kitlo lahma thieneka. 
JAS.3.3	Nãngma Mokthunko ngin chenkephi ngama ruma rângkhhek e, ngale nãngma chenko dângthuk hunekia ere ngeko rângchhoan thuk e. 
JAS.3.4	Ngale jogari hehnâng thatthong hun tan en: Jogarii pa atô chêmdongroh ngale nyahrãng pôngdongma metlahmejô mechhoan akomin, erepa jogari thunwah jankha chhupchha khhek eka pumma punchhoanthuk eka, ngale arepte pumma chennge nâng repchhoan huneka ere ngeko repchhoan eka. 
JAS.3.5	Phumma theli pemin eroh jôba: Atô arinchhajô medang akomin, erepumma dôngmõang tarângthôa.
JAS.3.5	Thatthong hun tan en, lindong lakdong pa mitchhuptô wenpôma tarokphea! 
JAS.3.6	Ngale theli pemin wen rãngrãng jôba. Chentô hahtokkhoh kowah achhih heh theli nâng tongeka, ngale atema nãng phoangko tonglahma nãngphoang phangtang chhihsiet eka. Theli pumma nãngphoang phangtang wennâng thhek eka, ngale theli pumma ere wenpa papwen wah choh eka. 
JAS.3.7	Mihnyan nyuchha ma chentô ngem angah heh tapem e, ngale apêmmin pemwak eka - wunngem, wunwo, pû anyah hehmin pemwak eka. 
JAS.3.8	Rohkomin henmemin mâmâ dede theli mathat takitloeka. Theli pa achhih ngale tâkitloatli dangmah, ngale theliko mihnyan ritphethin bii angen min ajahthem tonga. 
JAS.3.9	Nãngma theli pumma nãng Teso ngale nãng Wa Joban nâng dangkoh a min ngaeki, ngale erepumma Joban rãngrãng hôanwah mihnyan hehnângmin tem athoak eki. 
JAS.3.10	Dangkoh a ngat jabkhab le mihnâng têm athoak jabkhab pa mãnthethin thunkowah loatkaera. Ngalemruchha heh, phumma aroh pa nekchen dangeka! 
JAS.3.11	Jomit mitthe kowah jotu ngale jokhah jienroam loatjenmah. 
JAS.3.12	Ngale Ngalemruchha heh, Fugbãng kowah Olivri jienhong rimah; ngale Angurbãng kowah Fugri jienhong rimah, ngale sumjo kowah jotu jienhong jenmah.
JAS.3.13	Nekhu chhangnâng hen akomin jet ajien ngale hungchit rinchhem tongen a? Eroh metong enko nema ne roandôngko moatlemsen moletma, numnene dangletma, erediko buthi mongthemsen dangletma khesok en. 
JAS.3.14	Rohkomin nehung nâng mihphetwân, hungngek, ngale chhahnyoak, medang enko, nema ne buthi mongthem pa rângthô letma toangtang lelatnâng dangletma pap nekmo en. 
JAS.3.15	Arerãngrãng buthi mongthem pa rangkhethung wah kat dangmahra; erepa hahtokkhoh wah buthi mongthem ba, ngale erepa Joban Ju wah ledangma juchhih ngewah choh eka. 
JAS.3.16	Chenko mihphetwân ngale chhahnyoak tongeka, eretheko hahjâm tijâm ngale rongrup achhih hehmin tongeka. 
JAS.3.17	Rohkomin rangkhethung wah buthi mongthem pa khebeng thôanko hungsâ; erediko mêmo, numnene, ngale chentô demnâng lemru lemchha tuta; ngale mihnâng nyahrãng mînchen, moatlemsen tuta moeka; ereko thhensok le khoanglep aho. 
JAS.3.18	Ngale mêmo dângrãngma moatte hehma mêmoma moeka junko asenli ngale mêmo echohwak a.
JAS.4.1	Nekhu chhangnâng ran angem ngale mên ahiet pa chenwah hongeka? Ereheh nekhu hung arin khennâng roantangma khuhah nâhah chohrãng loatmîn eka junko hongeka. 
JAS.4.2	Nema chenni hunken a erepa tachohmet, erohwah nema mihritphe eken; nema chenni komin nyahrãng hunken, ere pemin nema tachohmet, erohwah nea mên ahietmîn re eken. Nema chenni hun eken a erepa nema tachohmet, chenrãngma ngako, nema erepa Joban wah thamet. 
JAS.4.3	Ngale nema metha enkomin, erepa nema chohmet, chenrãngma ngako, ne mongthem achhih demnâng thaeken; ngale nema ere sêmmak thaeken pa nedede rinmerãng keprãng thaeken. 
JAS.4.4	Joban nâng lepute dâlemte mihnyan heh! Nema jetmetne, hahtokkhoh demnâng lemruchha dangkenpa Joban demnâng ran dangeki ngama? Nema hahtokkhoh demnâng lemruchha dâng mehun enko, nema nedede a Joban ranrãng hôanrii eken. 
JAS.4.5	Nekthonghun en Joban nyapraangma ngaeka pa toangtang dangmah ngama, Joban nyapraangma aroh ngaeka, “Joban ma nãng khennâng thienkoh ehi Ju pumma nãngnâng nyahrãng hun ehi.” 
JAS.4.6	Rohkomin Joban ma nãngnâng ate mînchenchaan koh ehipa ere nomemin achaan. Joban nyapraangma ngaeka, “Joban ma ngam apoate mihnyan hehnâng hunmah, rohkomin numnene dângte mihnyan hehnâng ate mînchenchaan koheka.”
JAS.4.7	Erohwah, Joban khenko tongletma ate nginkepkep dangen. Juchhih pa junloat re en, ngale erohkoba juchhih pa newah etaangchhoan hèn. 
JAS.4.8	Joban tânâng hûren, ngale erohkoba netânâng Joban enamra. Papi mihnyan heh nedek pa sâsoan en! ngale ahuh khoanglep heh, nehung pa sâsietre en! 
JAS.4.9	Hungchhih rekmah demnâng sep ajôangre en; Ne angitre eken litpa asepre en, ngale khuhah nâhah dangeken litpa hungchhihma tongen! 
JAS.4.10	Teso mathahko numnene dangletma tongen, ngale erohkoba atema ne echoangpe hèn.
JAS.4.11	Ngalemruchha heh, wathema wathe nâng nekchhih thômîn en. Nema nelemru Kristan ahan heh chhihthô, ngale thinnâng athe melo enko, nema Joban Niemarang ko achhih ngale athe ngaeken. Ngale nema Joban Niemarang nâng athe menga enko, nea Joban Niemarang kepte dangmet, rohkomin ere Niemarang ko athe loatteba. 
JAS.4.12	Joban loloba Niemarang kohte ngale athe loatte. Ate lolo jôba tâpesiette, ngale tâchhihsiette. Mihhan nâng athe loatrãng, nang hen ngama thonghunrii eko?
JAS.4.13	Ade dangeka, aroh jabte hehma Ngangin jetat tanha, “Thejâba nènep nãngma wanthe hahdaang nâng chhoan lihma, eretheko nãng rangpâ pâtherãng tongchhoan e, ngale kaam molihma ngunwah jahmõang bie.” 
JAS.4.14	Nema nènep ne roandôngpa chenroh dângmin a erepa tumin jetmet! Nea wenkhuh chuthe chharãng hong lahma mahjâte wenkhuh rãngrãngba. 
JAS.4.15	Nema arohba tajab en: “Teso hungsi medang ako, nãng ehin e, ngale are moatlem heh emoe.” 
JAS.4.16	Rohkomin athângheh nea ngam apoarit reken, ngale rângthôrit re eken; Are chentô rângthôrii eken heh phangtang athe.
JAS.4.17	Erohwah, nãngma moatlemsen ngama jetlihma ere moatlempa lemo medang eko, erepa nãngrãngma pap.
JAS.5.1	Ngale ade dangeka, techhu hehma Ngangin ko jetat tanha! Nekhu khohnâng hokmin chêmchei hehrãngma sep ajôangre en! 
JAS.5.2	Ne ngun akem heh sãnjâtah, ngale nekhet akhu hehmin thup adõngma lâphhektah. 
JAS.5.3	Ne ngun akem hehmin chhinma lâphhek kohthen, ngale are chhin pumma chhihphhek eka junma nea achhih ngama jeteka, ngale ere chhin pumma nephoang hehmin wenma jêmkhâm rãngrãng ephhek hèn. Nema ngun akem heh are rãngkuh sanha thôanthâng sanpoatko khôanbi eken. 
JAS.5.4	Nema nepit wah dekbi biite hehnângmin dekbi thã kohmet. Thinma ne lelatnâng jabeka nginpa jetattan en! Ne chhah khôankhen kohte mihnyan heh sepjôangpa Chentô noma achaanthôan Teso Joban nânâng lâhûtah. 
JAS.5.5	Are hahtokkhoh kowah ne roangdôngko ngun akem lolo chenni nângjô lesekmah thangma khuhah nâhah tongeken. Nededema ne ritphejâ rangwo korãng tetjoakrii eken. 
JAS.5.6	Nema chenni nângjô lethete mihnyansen hehnâng achhih ngaletma ritphe eken, ngale thinma nenâng jektãng mahhèn. 
JAS.5.7	Ngalemruchha heh, Teso mangak ngaka hung arin môngmông tongen. Thatsû tan en, pitmoatte hehma thinpit wah chhah heh mamun munwãng chenroh rângbem a. Thinma rangcho chobengwah rangpat ngale chojekwah rangpat heh thin pitwah chhah hehrãngma hung arin môngmông danglahma rângbemla a. 
JAS.5.8	Ererãngrãng nemin hung arin môngmông tongen. Ne dâlem pa senthemthem dangen, chenrãngma ngako Teso ngakkat rangwopa lânamtha.
JAS.5.9	Ngalemruchha heh, wathema wathemîn nekchhih thômîn en, eroh medang enkoba Joban ma nenâng achhih ngama lenga edanghèn. Aren rangwopa lânam hutha, ngale lâhong eka. 
JAS.5.10	Ngalemruchha heh, Teso mînko jabte mõng hehnâng thatthong hun tan en. Thin chenroh hung arin môngmông dangtah a, ngale chêmchei heh chenroh tadô tah a, ereheh nâng thatsû letma nemin thin rãngrãng dangen. 
JAS.5.11	Thinma chêmchei heh tâdôdi nãngma thinnâng rangkepte ngama rooeki. Job ma chenroh tadôtah a erepa nema lâchohtattet, ngale nemajet athôanko Teso ma atenâng chentô chohkohtah a. Chenrãngma ngako Teso nâng mînchen ngale hun achet pa jahmõang tonga.
JAS.5.12	Ngalemruchha heh, chentô noma alemthôan pa, chenthu nema toamsêm poatko, rang ahah mîn kepletma min neksem en, erediko chennimîn keplet mejô neksem en. Nema meta enko, “Tamo ang” ngaen, ba letamoli medang ako, “Tamomek” ngaen, eroh medang enkoba nekhoh nâng Joban ma achhih lenga edanghèn.
JAS.5.13	Hen akomin nekhuwah chêmcheite tongen a? Eroh metong enko rangsoam en. Ngale hen akomin nekhuwah khuhahte tongen a? Eroh metong enko nema Joban nâng rôsê se en. 
JAS.5.14	Nekhuwah hen akomin khunte tongen a? nema Asâthem khhepho heh roochhoanthuk en, ngale thinma Teso mînko khunte hehnâng Oliv tienma hutko lahma rang chensoamkoh a. 
JAS.5.15	Putedâlem lahma thinrãng rangsoam koheka junko khunte pa ame erea; Teso ma thinphoang pa engaksensiet a, ngale thinma pap motah hehmin map echoh a. 
JAS.5.16	Erohwah, nepap heh wathema wathe nâng thômîn koletma map thamîn en, ngale wathema watherãng rangsoammîn koh en, erohkoba ne khoanchet heh esen en. Joban nâng putedâlemte mihnyansen heh rangsoam pa nyahrãng chaanwin. 
JAS.5.17	Ilija min nãngkhu rãngrãng mihnyan jôba dângwah. Atema nyahrãng hung kohlahma rang nekchenpat eka ngama rangsoam wah, phumma pârem khathe hahtokkhoh ko rang lepat dângwah. 
JAS.5.18	Eredikomin depthe atema rang chenpat a ngama rangsoam wah, phumma rangkho wah rangpat patka lahma hahko too achhah sênwah.
JAS.5.19	Ngalemruchha heh, nekhuwah hen komin toangtang kowah kechhoan letma mihhan wathema methe ngaksiet hû hènko, 
JAS.5.20	are nginpa thonghun en: Henma akomin papi mihnyan pa lemkhôchhih wah mengak siethû ako atema papi mihnyan Jupa ritwah pesiet eka ngale ajahthem pap hehmin map chohthuk eka.
1PE.1.1	Jisu Krista moattat chhoante Piter ngewah-
1PE.1.1	Joban ma arên mihnyan heh Pontas diak ngale Galatien, Kapadokia, Asia, ngale Bithinia, diak hehnâng phoangphan chhoan lahma hum ahah ahote heh rãngrãng phoangsông chhoante hehnâng raangeka. 
1PE.1.2	Nea Joban Wa mongthem junko ren ehèn ngale Jisu Krista ngin kepte dângrãng ngale ate hei pumma sâsietrãng Joban ma ate Juma mihnyan Asârãng hôan ehèn.
1PE.1.2	Nekhu khohnâng Joban mînchenchaan ngale mêmo ajahthem chentonghèn.
1PE.1.3	Nãng Wa Joban ngale nãng Teso Jisu Krista nâng dangkoh a ngae! Chenrãngma ngako, atema nãngkhu nâng nyahrãng mînchen junko atema Jisu Krista ritwah ngakhinsiet lahma nãngkhu nâng roandông nyan kohehi. Ere pumma nãngkhu hungnâng ahîn dâlem kohehi, 
1PE.1.4	ngale erohwah Joban ma ate mihnyan hehnâng kohrãng rangkhethung nâng thientah heh nãngma chohrãng thonghun eki, ereheh rangkhethung nâng asânmin lesãnjâmin, ngale chhihmin lechhihmin, erediko chenthujô lejien rãjâli thenâng thienkoh ehèn. 
1PE.1.5	Ereheh nekhurãng, nekhu putedâlem junko athôan sanpoatko khope chohrãng Joban chaanma pepâng lahma thien ehèn.
1PE.1.6	Erohwah rinroan letma tongen. Phumma athângheh sanpoatko nema rongrup ngema ajahthem chêmchei chohjunko hungchhih rekmah medangen komin. 
1PE.1.7	Nema chêmchoh eken junkoba ne putedâlem pa linlin dangale dangmah a erepa jienjetmin. Achhihjâli kem pemin chhih ale asen a ngama jetrãng wennâng rângthatsõa; erohwah kem nomemin abâmbâm adong ne putedâlem pemin linlin dang ale dangmah a ngama metkep thatsokmin, erohko ne putedâlem pumma chenmam tadôa. Erediko chenthu Jisu Krista hongkat Rangwo ko nema rô, ngale mîndông choangpe echoh en. 
1PE.1.8	Nema ate lekhejô medang enkomin atenâng hun achhâ eken, ngale nema athângheh ate lekhejô medang enkomin atenâng putedâlem eken. Erohwah, nea thunma tâthôli ledang khuhah nâhah dangeken, 
1PE.1.9	chenrãngma ngako nema atenâng putedâlem thã nejunâng khope choh eken.
1PE.1.10	Are khope junma mõng hehma senthemthem lâthat lemtetah, ngale Joban ma nenâng koh ehèn hînhô hehrãng memin thinma profisi chihôantah. 
1PE.1.11	Thinma erepa chenre sanpoatko dângmin a ngale erepa chenroh hokmin a ngama thatlemte wah. Ere sanpoatko thin khenwah Krista Ju tongeka pumma thinnâng Krista ma chêmchoh lahma atema ere chêmpa tadô lahma erediko atema mîndông rângthô choh eka heh jetthuk lahma loatthô thukwah. 
1PE.1.12	Joban ma ere mõng hehnâng thin moatlem pa thindede wokphoatrãng dangmah ngama loatjetthuk eka, rohkomin thinma nekhurãng moatwah, ngale rangkhethung wah chienkat era Asâthôanju chaan junma Nginkongsen phoangthôte mihnyan hehwah nema athângheh chohtat eken ngin heh thinma nekhurãng jabeka. Are heh rangkhethung wah Joban ngintatte hehmemin jet huneka.
1PE.1.13	Erohwah, nehung nerin ma moatrãng chepen. Ngale jetletma tongen, erediko Jisu Krista hôngkat jâko nema Joban mînchenchaan chohminko senthemthem dâlem letma tongen. 
1PE.1.14	Joban nginkepkep dangen, ngale nea aba dângpoatko ne hungma chenroh huntet a ereko ne roandông pa nekdang thuktu en. 
1PE.1.15	Erenoma, neroote Joban pa Sâpoangpoang dangeka rãngrãng, nememin chenjô memo enkomin Sâpoangpoang dangletma mo en. 
1PE.1.16	Joban nyapraangma ngaeka, “Asâthôan dangen, chenrãngma ngako, Nga a Asâthôan.”
1PE.1.17	Chenthu nema Joban nâng rangsoam ko nema atenâng Wa ngama rooeken, atema chentô mihnyan nâng mãntheko thieneka, ngale anga nganâng henma chenroh moeka erejunko atema achhih ba asen pa ren eka; erohwah, are hahtokkhoh ko ne roandôngko Joban ranchei letma songtongen. 
1PE.1.18	Chen-rãngma ngako, nete newa hehma nenâng roandông ko chhih akhahli moatlam thienla kohthen kowah nekhu pesietrãng chennithã thumtah a erepa nema jet. Erepa ngun akem rãngrãng chhihjâ lima thumwah dangmah; 
1PE.1.19	erepa nyahrãng thãchaan Krista roandông hei kohwah, atea mâmãn, erediko nyek alekmin aho saakchha rãngrãng dângwah. 
1PE.1.20	Atea Joban ma rang ahah hôan mama rênwah, ngale are athôan sanpoatko nekhurãng sênrãngma hongeka. 
1PE.1.21	Ate junma nekhuma ate ritwah ngakhinsiet lahma atenâng mîndongthôan kohte nâng putedâlem eken; ngale erohwah nema Joban nâng putedâlem ngale tok anâ re eken.
1PE.1.22	Ade phumma nema toangtang nginkepkep dangletma nedede lâsâ sietriitet ngale putedâlemte mihnyan ahan hehnângmin nyahrãng hung arin kohletma lâhuntet, nekhu hung arin phangtang khenwah wathema wathe nâng hun achhâmîn en. 
1PE.1.23	Chenrãng-ma ngako, roantang roanjêng ahîn Joban Jabkhab junma ne chenthujô leriite nyong awa chha rãngrãng lâthe ngakchhathen, aritte nyong awa rãngrãng heh chha rãngrãng dangtumet. 
1PE.1.24	Joban nyapraangma ngaeka rãngrãng,
1PE.1.24	“Chentô mihnyan nyuchha heh hin rãngrãng,
1PE.1.24	ngale chentô thin mîndong eka hehmin wunwah chongpô rãngrãng.
1PE.1.24	Hin heh choakjâ reka, ngale chongpô hehmin jârit reka,
1PE.1.25	rohkomin Teso jabkhab pa roantang roanjêng lechhihmin.”
1PE.1.25	Are jabkhab pa nenâng thôkohthen Nginkongsen pa.
1PE.2.1	Erohwah, nededema chentô achhih hehwah taangen; mothô khoanglep, mihphetwân, erediko mihnâng dûmmek jabkhab heh nekjabtu en. 
1PE.2.2	Naajengchha hehma roantangma nyong nyuhpoti linlin pa chhahhun rângdang arãngrãng, nememin neju rãngma Ju nyuhpoti linlin pa chhah en, ngale nema eroh mejok en koba dongletma kho epe en. 
1PE.2.3	Joban nyapraangma ngaeka, “Nema Teso pa linlinjô chentôsên a erepa lâjettet.”
1PE.2.4	Teso tânâng hûren, atea ahîn long, mihnyan nyuchha hehma achhih ngama petphe eka, rohkomin Teso ma alemli ngama ren eka. 
1PE.2.5	Ahîn long heh rãngrãng dangletma hunren, ngale nea Joban rangsoamhum hôanthin longrãng chenkep hèn, ngale ere humko soam aroakte Asâthôan dangletma nema Jisu Krista junma Joban nâng atema nyoakkepli joapsoap en. 
1PE.2.6	Chenrãngma ngako Joban nyapraangma ngaeka,
1PE.2.6	“Ngama alemli longpa ren ekang,
1PE.2.6	Erepa Ngama Zion nâng alemli thôan longrãng thien ekang;
1PE.2.6	ngale henhenma atenâng putedâlem eka ereheh chenthujô mahto nâng ledangmin.”
1PE.2.7	Henhenma putedâlem eken a ere hehrãngma ere longpa nyahrãng alemli thôan; rohkomin lepute dâlemte hehrãngma:
1PE.2.7	“Humhôante mihnyan hehma achhih ngama petphe eka longpa chentô noma alemli thôan longrãng litdangeka.”
