GEN.1.1	In the beginning
HOS.4.2	and adultery
HOS.4.2	one act of bloodshed follows another.
HOS.4.3	For this reason the land mourns,
HOS.4.3	and everyone who lives in it languishes,
HOS.4.3	along with the wild animals
HOS.4.3	even the fish of the sea disappear.
HOS.4.4	But let no one dispute;
HOS.4.4	for my case is against you priests.
HOS.4.5	You will stumble by day;
HOS.4.5	the prophet will also stumble with you by night.
HOS.4.5	And I will destroy your mother.
HOS.4.6	My people are destroyed for lack of knowledge.
HOS.4.6	Because you have rejected knowledge,
HOS.4.6	I will reject you
HOS.4.6	Since you have forgotten the law of your God,
HOS.4.6	I will also forget your sons.
HOS.4.7	The more they multiplied,
HOS.4.7	the more they sinned against me.
HOS.4.7	I
HOS.4.8	They feed on the sin
HOS.4.8	they have an appetite for their iniquity.
HOS.4.9	The same judgment will happen
HOS.4.9	to both people and priests.
HOS.4.9	I will punish them for their ways
HOS.4.9	and repay them for their deeds.
HOS.4.10	They will eat but not be satisfied;
HOS.4.10	they will be promiscuous
HOS.4.10	For they have abandoned their devotion to the 
HOS.4.11	Promiscuity,
HOS.4.11	take away one’s understanding.
HOS.4.12	My people consult their wooden idols,
HOS.4.12	and their divining rods inform them.
HOS.4.12	For a spirit of promiscuity leads them astray;
HOS.4.12	they act promiscuously
HOS.4.12	in disobedience to
HOS.4.13	They sacrifice on the mountaintops,
HOS.4.13	and they burn offerings on the hills,
HOS.4.13	and under oaks, poplars, and terebinths,
HOS.4.13	because their shade is pleasant.
HOS.4.13	And so your daughters act promiscuously
HOS.4.13	and your daughters-in-law commit adultery.
HOS.4.14	I will not punish your daughters
HOS.4.14	when they act promiscuously
HOS.4.14	or your daughters-in-law
HOS.4.14	when they commit adultery,
HOS.4.14	for the men themselves go off with prostitutes
HOS.4.14	and make sacrifices with cult prostitutes.
HOS.4.14	People without discernment are doomed.
HOS.4.15	Israel, if you act promiscuously,
HOS.4.15	don’t let Judah become guilty!
HOS.4.15	Do not go to Gilgal
HOS.4.15	or make a pilgrimage to Beth-aven,
HOS.4.15	and do not swear an oath: As the 
HOS.4.16	For Israel is as obstinate as a stubborn cow.
HOS.4.16	Can the 
HOS.4.16	like a lamb in an open meadow?
HOS.4.17	Ephraim is attached to idols;
HOS.4.17	leave him alone!
HOS.4.18	When their drinking is over,
HOS.4.18	they turn to promiscuity.
HOS.4.18	Israel’s leaders
HOS.4.19	A wind with its wings will carry them off,
HOS.4.19	and they will be ashamed of their sacrifices.
HOS.5.1	Hear this, priests!
HOS.5.1	Pay attention, house of Israel!
HOS.5.1	Listen, royal house!
HOS.5.1	For the judgment applies to you
HOS.5.1	because you have been a snare at Mizpah
HOS.5.1	and a net spread out on Tabor.
HOS.5.2	Rebels
HOS.5.2	I will be a punishment for all of them.
HOS.5.3	I know Ephraim,
HOS.5.3	and Israel is not hidden from me.
HOS.5.3	For now, Ephraim,
HOS.5.3	you have acted promiscuously;
HOS.5.3	Israel is defiled.
HOS.5.4	Their actions do not allow them
HOS.5.4	to return to their God,
HOS.5.4	for a spirit of promiscuity is among them,
HOS.5.4	and they do not know the 
HOS.5.5	Israel’s arrogance testifies against them.
HOS.5.5	Both Israel and Ephraim stumble
HOS.5.5	because of their iniquity;
HOS.5.5	even Judah will stumble with them.
HOS.5.6	They go with their flocks and herds
HOS.5.6	to seek the 
HOS.5.6	but do not find him;
HOS.5.6	he has withdrawn from them.
HOS.5.7	They betrayed the 
HOS.5.7	indeed, they gave birth to illegitimate children.
HOS.5.7	Now the New Moon
HOS.5.7	along with their fields.
HOS.5.8	Blow the horn in Gibeah,
HOS.5.8	the trumpet in Ramah;
HOS.5.8	raise the war cry in Beth-aven:
HOS.5.8	Look behind you,
HOS.5.9	Ephraim will become a desolation
HOS.5.9	on the day of punishment;
HOS.5.9	I announce what is certain
HOS.5.9	among the tribes of Israel.
HOS.5.10	The princes of Judah are like those
HOS.5.10	who move boundary markers;
HOS.5.10	I will pour out my fury
HOS.5.11	Ephraim is oppressed, crushed in judgment,
HOS.5.11	for he is determined to follow what is worthless.
HOS.5.12	So I am like rot to Ephraim
HOS.5.12	and like decay to the house of Judah.
HOS.5.13	When Ephraim saw his sickness
HOS.5.13	and Judah his wound,
HOS.5.13	Ephraim went to Assyria
HOS.5.13	and sent a delegation to the great king.
HOS.5.13	But he cannot cure you or heal your wound.
HOS.5.14	For I am like a lion to Ephraim
HOS.5.14	and like a young lion to the house of Judah.
HOS.5.14	Yes, I will tear them to pieces and depart.
HOS.5.14	I will carry them off,
HOS.5.14	and no one can rescue them.
HOS.5.15	I will depart and return to my place
HOS.5.15	until they recognize their guilt and seek my face;
HOS.5.15	they will search for me in their distress.
HOS.6.1	Come, let us return to the 
HOS.6.1	For he has torn us,
HOS.6.1	and he will heal us;
HOS.6.1	he has wounded us,
HOS.6.1	and he will bind up our wounds.
HOS.6.2	He will revive us after two days,
HOS.6.2	and on the third day he will raise us up
HOS.6.2	so we can live in his presence.
HOS.6.3	Let us strive to know the 
HOS.6.3	His appearance is as sure as the dawn.
HOS.6.3	He will come to us like the rain,
HOS.6.3	like the spring showers that water the land.
HOS.6.4	What am I going to do with you, Ephraim?
HOS.6.4	What am I going to do with you, Judah?
HOS.6.4	Your love is like the morning mist
HOS.6.4	and like the early dew that vanishes.
HOS.6.5	This is why I have used the prophets
HOS.6.5	to cut them down;
HOS.6.5	I have killed them with the words from my mouth.
HOS.6.5	My judgment strikes like lightning.
HOS.6.6	For I desire faithful love and not sacrifice,
HOS.6.6	the knowledge of God
HOS.6.7	But they, like Adam,
HOS.6.7	there they have betrayed me.
HOS.6.8	Gilead is a city of evildoers,
HOS.6.8	tracked with bloody footprints.
HOS.6.9	Like raiders who wait in ambush for someone,
HOS.6.9	a band of priests murders on the road to Shechem.
HOS.6.9	They commit atrocities.
HOS.6.10	I have seen something horrible
HOS.6.10	Ephraim’s promiscuity is there;
HOS.6.11	A harvest is also appointed for you, Judah.
HOS.6.11	When I
HOS.7.1	when I heal Israel,
HOS.7.1	the iniquity of Ephraim
HOS.7.1	will be exposed.
HOS.7.1	For they practice fraud;
HOS.7.1	a thief breaks in;
HOS.7.1	a raiding party pillages outside.
HOS.7.2	But they never consider that I remember all their evil.
HOS.7.2	Now their actions are all around them;
HOS.7.2	they are right in front of my face.
HOS.7.3	They please the king with their evil,
HOS.7.3	the princes with their lies.
HOS.7.4	All of them commit adultery;
HOS.7.4	they are like an oven heated by a baker
HOS.7.4	who stops stirring the fire
HOS.7.4	from the kneading of the dough until it is leavened.
HOS.7.5	On the day of our king,
HOS.7.5	the princes are sick with the heat of wine
HOS.7.5	there is a conspiracy with traitors.
HOS.7.6	For they — their hearts like an oven —
HOS.7.6	draw him into their oven.
HOS.7.6	Their anger smolders all night;
HOS.7.6	in the morning it blazes like a flaming fire.
HOS.7.7	All of them are as hot as an oven,
HOS.7.7	and they consume their rulers.
HOS.7.7	All their kings fall;
HOS.7.7	not one of them calls on me.
HOS.7.8	Ephraim has allowed himself to get mixed up with the nations.
HOS.7.8	Ephraim is unturned bread baked on a griddle.
HOS.7.9	Foreigners consume his strength,
HOS.7.9	but he does not notice.
HOS.7.9	Even his hair is streaked with gray,
HOS.7.9	but he does not notice.
HOS.7.10	Israel’s arrogance testifies against them,
HOS.7.10	yet they do not return to the 
HOS.7.10	and for all this, they do not seek him.
HOS.7.11	So Ephraim has become like a silly, senseless dove;
HOS.7.11	they call to Egypt,
HOS.7.12	As they are going, I will spread my net over them;
HOS.7.12	I will bring them down like birds of the sky.
HOS.7.12	I will discipline them in accordance
HOS.7.12	with the news that reaches
HOS.7.13	Woe to them,
HOS.7.13	destruction to them, for they rebelled against me!
HOS.7.13	Though I want to redeem them,
HOS.7.13	they speak lies against me.
HOS.7.14	They do not cry to me from their hearts;
HOS.7.14	rather, they wail on their beds.
HOS.7.14	They slash themselves
HOS.7.14	they turn away from me.
HOS.7.15	I trained and strengthened their arms,
HOS.7.15	but they plot evil against me.
HOS.7.16	They turn, but not to what is above;
HOS.7.16	they are like a faulty bow.
HOS.7.16	Their leaders will fall by the sword
HOS.7.16	because of their insolent tongue.
HOS.7.16	They will be ridiculed for this in the land of Egypt.
HOS.8.1	Put the horn to your mouth!
HOS.8.1	One like an eagle comes
HOS.8.1	against the house of the 
HOS.8.1	because they transgress my covenant
HOS.8.1	and rebel against my law.
HOS.8.2	Israel cries out to me,
HOS.8.2	“My God, we know you!”
HOS.8.3	Israel has rejected what is good;
HOS.8.3	an enemy will pursue him.
HOS.8.4	They have installed kings,
HOS.8.4	but not through me.
HOS.8.4	They have appointed leaders,
HOS.8.4	but without my approval.
HOS.8.4	They make their silver and gold
HOS.8.4	into idols for themselves
HOS.8.4	for their own destruction.
HOS.8.5	Your calf-idol
HOS.8.5	My anger burns against them.
HOS.8.5	How long will they be incapable of innocence?
HOS.8.6	For this thing is from Israel —
HOS.8.6	a craftsman made it,
HOS.8.6	The calf of Samaria will be smashed to bits!
HOS.8.7	Indeed, they sow the wind
HOS.8.7	and reap the whirlwind.
HOS.8.7	There is no standing grain;
HOS.8.7	what sprouts fails to yield flour.
HOS.8.7	Even if they did,
HOS.8.7	foreigners would swallow it up.
HOS.8.8	Israel is swallowed up!
HOS.8.8	Now they are among the nations
HOS.8.8	like discarded pottery.
HOS.8.9	For they have gone up to Assyria
HOS.8.9	like a wild donkey going off on its own.
HOS.8.9	Ephraim has paid for love.
HOS.8.10	Even though they hire lovers among the nations,
HOS.8.10	I will now round them up,
HOS.8.10	and they will begin to decrease in number
HOS.8.10	under the burden of the king and leaders.
HOS.8.11	When Ephraim multiplied his altars for sin,
HOS.8.11	they became his altars for sinning.
HOS.8.12	Though I were to write out for him
HOS.8.12	ten thousand points of my instruction,
HOS.8.12	they would be
HOS.8.13	Though they offer sacrificial gifts
HOS.8.13	and eat the flesh,
HOS.8.13	the 
HOS.8.13	Now he will remember their guilt
HOS.8.13	and punish their sins;
HOS.8.13	they will return to Egypt.
HOS.8.14	Israel has forgotten his Maker
HOS.8.14	Judah has also multiplied fortified cities.
HOS.8.14	I will send fire on their cities,
HOS.8.14	and it will consume their citadels.
HOS.9.1	Israel, do not rejoice jubilantly as the nations do,
HOS.9.1	for you have acted promiscuously,
HOS.9.1	You love the wages of a prostitute
HOS.9.1	on every grain-threshing floor.
HOS.9.2	Threshing floor and wine vat will not sustain them,
HOS.9.2	and the new wine will fail them.
HOS.9.3	They will not stay in the land of the 
HOS.9.3	Instead, Ephraim will return to Egypt,
HOS.9.3	and they will eat unclean food
HOS.9.4	They will not pour out
HOS.9.4	their wine offerings to the 
