MAT.1.1	Tíhi mé chrónka nkexro kꞌuaxrjeníxin Jesucristo. Jesucristo mé kꞌuaxrjeníxin David la ko Abraham.
PSA.150.2	Chrokjuíkosáyehéra Díos kixin ti ixra̱ ijié tsíkjichꞌe chꞌan.
PSA.150.2	Chrokjuíkosáyehéra Díos kixin ti kjuachaxin kuènté chꞌan la imá ijié.
PSA.150.3	Chrokjuíkosáyexínra Díos ti trompeta
PSA.150.3	la ko chrókjuíkosáyexínra chꞌan ti isón arpa la ko ti salterio.
PSA.150.4	Chrokjuíkosáyexínra Díos ti chróte̱ra la ko ti pandero.
PSA.150.4	Chrokjuíkosáyexínra chꞌan ti isón flauta la ko ti isón chónta itsja.
PSA.150.5	Chrokjuíkosáyexínra chꞌan ti chika platillo tsjánka itsen,
PSA.150.5	la ko chrókjuíkosáyexínra chꞌan ti chika tóvékjan.
PSA.150.6	Kaín nkehe síchón mé chrókjuikosáyehe Díos.
PSA.150.6	¡Méxra̱ chrókjuikosáyeheni Itꞌéni Díos!
PRO.1.2	la tjinki̱tsa kixin tsochónta chojni ti kjuaxrexinkaon jína
PRO.1.2	la ko tsꞌitja chojni tsienxín kaín ti nkehe imá ixra̱,
PRO.1.3	la ko ti nkehe jína chrókjuénka̱yáxin sin
PRO.1.3	la ko jína ko ndoá chrókꞌuejó sin.
PRO.1.4	Ti itan i, la tsjinki̱tsa ti sin kanhñó nohe la tsꞌitja sin ti nkehe jína,
PRO.1.4	la tíhi chrókjuinki̱tsa ti sin ndasoá kixin tsienxín sin la ko tso̱nohe sin nkexrín jína sichꞌe sin kaín nkehe.
PRO.1.5	Ti chojni imá nohe la chrókuihin sin jína ti itan i, ndá a̱ntsí chrókónohe sin
PRO.1.5	la ko ti chojni tienxín, la a̱ntsí jína chrókꞌuitja,
PRO.1.6	ndá chrókienxín sin ti kjuaxrexinkaon jína
PRO.1.6	la ko chrókienxín sin ti itan imá ixra̱ chrónka ti sin nohe.
PRO.1.7	A̱ndá ti chojni lo̱nti̱ la tóxríe̱nhña sin chrókuihin sin ninkehó kjuaxrexinkaon jína xráko̱he̱ sin.
PRO.1.8	Tihín, xje̱eni, chrókuitekaoan ti nkehe tꞌe̱to̱an itꞌá
PRO.1.8	la ko chrókjuíkosáyehé ti nkehe tjako ìná.
PRO.1.9	Kixin tíha la éxi ijnko corona náxrjón
PRO.1.9	chrókjuakꞌenkáya ikjá la ko éxi ijnko nkehe náxrjón chrókjuakꞌenkí isian.
PRO.1.10	Xje̱eni, ti tjinkaon ti sin chónta ijie̱ chrókjuachròe ti jaha
PRO.1.10	la chrókuitekákonhña ti nkehe ndáchro sin.
PRO.1.11	A̱ndá ti chróndáchro sin:
PRO.1.11	“Xrákira tsꞌitoni.
PRO.1.11	Tsꞌinkákonhe̱ni ti chojni tsꞌatsínka ntihi
PRO.1.11	la tsꞌóñáni sin, kjónté chóntahya sin ijie̱.
PRO.1.12	Sinchekꞌitjáñani sin kjónté jína tjejó sin,
PRO.1.12	éxi chrókꞌuitsínkayá sin ijnko tòye̱ ni̱nka.
PRO.1.13	Ndá tsji̱ka̱oni ndo̱eni kaín ti nkehe tseéni
PRO.1.13	la tsochóntani itsjé nkehe tjete.
PRO.1.14	Xrákira tsꞌitoni la tseéni,
PRO.1.14	a̱ndá nkokón tsakjani ti nkehe tseéni.”
PRO.1.15	Xje̱eni, kjónté xi̱kaha tsondáchro sin, la chrókꞌuitonhña sin;
PRO.1.15	ti̱to̱hé ti nti̱e sin.
PRO.1.16	Kixin jehe sin xritinká sin kixin tjinkaon sin chrókjuíchꞌe sin nkehe jínahña
PRO.1.16	la ko tjinkaon sin chrókꞌóñá sin chojni.
PRO.1.17	Ó chónkó chrókjuasini ijnko trampa chrótsé koxroxe ti tjejótsjehe va
PRO.1.17	kixin ti xi̱kaha la ókjé sátsji va.
PRO.1.18	A̱ndá ti chojni tjenka̱yáxin nkehe jínahña la tjasin sin trampa,
PRO.1.18	kjánchó jehe sin tsꞌitjáñaxín sin ti trampa kjuasin sin.
PRO.1.19	Mé xi̱kaha ti nti̱e ti sin imá tjinkaon tsochónta itsjé nkehe,
PRO.1.19	a̱ndá ti nkehe tjenka̱yáxin sin tsochónta sin mé tíha tsꞌenxín sin.
PRO.1.20	itjen nti̱a la ko ndasin, la tjetꞌèya.
PRO.1.21	Tjetꞌèya ti tónkotsé nchónhña chojni
PRO.1.21	la ko ti ndója puerta tꞌixenxín chojni mé xi̱kihi ndáchro:
PRO.1.22	“Jahara ndasoá,
PRO.1.22	¿xá hasta nkesá nduáhya tsjenka̱yáxinra
PRO.1.22	la ko chrókjuanoára ti nkehe jína?
PRO.1.22	Jahara lo̱nti̱ra titekákonhñara ti nkehe jína chrókꞌuitjára.
PRO.1.23	Chrokuihínra ti nkehe tso̱xrja̱nka;
PRO.1.23	janhan mé tso̱xrja̱nka ti nkehe nona
PRO.1.23	la ko tsjánjua kjuachaxin tsiénxinra ti itan jína níxja janhan.
PRO.1.24	Janhan kꞌuéya̱hára, kjánchó jahara tjinkákonhñara chrókuihínra;
PRO.1.24	jahara kuitekákonhñara ti nkehe ndáxrja̱n,
PRO.1.25	la ícha kuitekákonhñara ti nkehe jína ndáxrja̱n
PRO.1.25	la ko tóxríanhñara ti nkehe níxjahára.
PRO.1.26	Méxra̱ ijie la janhan tsjanoá ti ichrén nkehe tso̱hanra
PRO.1.26	la ko tsjanoá janhan ti itsi ichrén kjuachrakon tsꞌatsínkara,
PRO.1.27	la ko ti ó tsꞌatsínkara ichrén nkehe náxrjónhña
PRO.1.27	ndá tsochrakonra la ko tso̱tsja̱nkara,
PRO.1.27	kixin éxi tꞌatsínka ijnko xri̱nto̱xenjnki la kaín nkehe tsjakáko tsꞌitjáña,
PRO.1.27	mé xi̱kaha tso̱hanra.
PRO.1.28	A̱ndá tsꞌeye̱héra ti janhan, kjánchó janhan tsjáta̱hya;
PRO.1.28	tsjéyára ti janhan, kjánchó tsꞌitjáhyara,
PRO.1.29	kixin kuitekákonhñara ti kjuaxrexinkaon jína
PRO.1.29	la ko kjuikosáyehyara Itꞌéni Díos.
PRO.1.30	Jahara tjinkákonhñara ti nkehe jína níxja janhan
PRO.1.30	la ko tóxríanhñara ti ó kjuénduáhára.
PRO.1.31	A̱ndá ijie la tsjasótexínra ti nkehe jínahña kjui̱chꞌera,
PRO.1.31	méxra̱ kjuaxróxinhña tsꞌejora kixin ti nkehe jínahña kjuénka̱yáxinra.
PRO.1.32	Kixin ti nkexro tienxínhña jína la tjichròe landá xi̱kaha tsꞌenxín,
PRO.1.32	ndáchro sin kixin ó jína tjejó sin, kjánchó tíha tsꞌitjáñaxín sin.
PRO.1.33	A̱ndá ti nkexro tsihin ti nkehe ndáxrja̱n la jína la ko kjuaxróxin tsꞌejó sin,
PRO.1.33	la tsochrakuenhña sin ninkehó, kjónté ichrén nkehe náxrjónhña tso̱hen sin.”
PRO.2.1	Xje̱eni, tihín ti nkehe tsondáxrja̱n
PRO.2.1	la ko tꞌitjáñahña ti nkehe kuétua̱han.
PRO.2.2	Chrokjuakꞌe chrókuihín ti kjuaxrexinkaon tjákohá;
PRO.2.2	chrókꞌuitjá jína kaín nkehe.
PRO.2.3	Chrokjuanchia kixin chrókꞌuitjá jína
PRO.2.3	la ko chrókjuéyá ti kjuaxrexinkaon jína.
PRO.2.4	Chrokjuéyá chrókónoha jína
PRO.2.4	éxi chrókjuéyá ti plata o̱ éxi chrókjuéyá ichrén nkehe tjete.
PRO.2.5	Landá ti xi̱kaha, ndá chrókiénxian nkexrín chrókjuíkosáyehé Itꞌéni Díos,
PRO.2.5	la ko chrókꞌuitjá nkexrín chrókóchoxian Díos.
PRO.2.6	Kixin Itꞌéni Díos mé tjajon ti kjuachaxin tso̱nohe chojni jína,
PRO.2.6	la ko ti irꞌua chꞌan mé tꞌaxrjexín ti kjuaxrexinkaon jína
PRO.2.6	la ko tsjajon chꞌan kjuachaxin tsienxín chojni kaín ti nkehe imá ixra̱.
PRO.2.7	Díos mé tjinki̱tsa ti sin jína tjejó, tjasinhña ijie̱
PRO.2.7	la ko tꞌayakohen chꞌan ti sin titekaon ti jehe chꞌan.
PRO.2.8	Tjinki̱tsa chꞌan ti nkexro jína tjejó
PRO.2.8	la ko tꞌayakohen chꞌan ti sin jína nchexiteyá.
PRO.2.9	Ti tihínra jína ndá xi̱kaha tso̱nohara ti nkehe jína la ko ti nkehe ndoá
PRO.2.9	la ko tsꞌitjára ti nti̱a ndoá.
PRO.2.10	Mé xi̱kaha chróchontara ti kjuaxrexinkaon jína
PRO.2.10	ndá chrókócháhara kixin jína nohara.
PRO.2.11	Chrokónohara jína la tsꞌitjára ti nkehe ndoá
PRO.2.11	kixin tíha mé tsjinki̱tsa ti jahara la ko tsꞌayakohanra,
PRO.2.12	kixin chrókꞌuájihyara nti̱e ti sin nduáhya ixri,
PRO.2.12	la ko nti̱e ti chojni nixja kjuachꞌia.
PRO.2.13	Ti sin a mé kuito̱he sin ti nti̱a jína
PRO.2.13	la sákjuí sin ti nti̱a sítie.
PRO.2.14	Jehe sin chéhe̱ sin ichꞌe sin ti nkehe jínahña
PRO.2.14	la ko tóxríhi̱n sin sichꞌe sin nchónhña nkehe náxrjónhña.
PRO.2.15	Ti nti̱a ixri sin la nduáhya
PRO.2.15	la tsíkito̱he sin ti nti̱a ndoá.
PRO.2.16	Ti kjuaxrexinkaon jína mé tsjinki̱tsa
PRO.2.16	kixin tsjachròehya ti chojnichjin nduáhya ixri,
PRO.2.16	kjónté náxrjón tsonixja̱ha sin.
PRO.2.17	Ti chojnichjin xi̱kaha ichꞌe mé tsíkito̱he tjan ti nkexro tsíkóte̱he tjan ti na̱xa̱ tjarisoá tjan,
PRO.2.17	la ko ó kꞌuitjáñehen tjan ti nkehe tsíndáche tjan Díos.
PRO.2.18	Ndá ti sin tsákja ti nti̱a sátsji ndo̱e ti tjan a
PRO.2.18	la ó kuákja sin ijnko nti̱a sítie tsꞌenxín sin.
PRO.2.19	A̱ndá ti nkexro sátsji ntiha la í tsokjanhña,
PRO.2.19	la ko í tsꞌitjahya ti nti̱a tjajon kjuachón ínaá.
PRO.2.20	Méxra̱ ícha jína chrókꞌuájia ti nti̱a jína;
PRO.2.20	la ko chróchréhé nti̱e ti nkexro ndoá itjen.
PRO.2.21	Kixin ti chojni chaxín jína tjejó, tjasinhña ijie̱
PRO.2.21	la náxrjón tsꞌejó sin ti chjasintajni;
PRO.2.21	la ko tsꞌejó sin itsjé nánó.
PRO.2.22	A̱ndá ti chojni tjenka̱yáxin ti nkehe jínahña
PRO.2.22	la tsꞌaxrjexín sin chjasintajni
PRO.2.22	la ko ti chojni chꞌia la tsꞌitjáña sin.
PRO.3.1	Xje̱eni, chrókꞌuitjáñahña ti nkehe kjuákohá,
PRO.3.1	la ko nkochríxín xráxinkaoan ti nkehe kuétua̱han.
PRO.3.2	La ti xi̱kaha la isé tsjakꞌe kjuaxróxin la ko náxrjón.
PRO.3.3	Nkochríxín chrótjue̱hé chojni la ko chrókjui̱chꞌiyehya ti chojni choxián.
PRO.3.3	Éxi ijnko nkehe chrókjuakꞌenkí isian,
PRO.3.3	la chrókꞌuitjáñahña tíhi.
PRO.3.4	la ko kja̱xin chojni tsondáchro kixin ndoá itjen.
PRO.3.5	Chrokuinkachónkia Itꞌéni Díos kaín a̱sán
PRO.3.5	la chróndáchrohya kixin jahuá mé noha.
PRO.3.6	Chrokjuaké sa̱o Díos kaín ti ixra̱ ichꞌe,
PRO.3.6	ndá jehe chꞌan la tsjendoá chꞌan ti nti̱a kuèntá.
PRO.3.7	ícha jína chrókjuíkosáyehé Itꞌéni Díos;
PRO.3.7	chrókui̱to̱hé ti nkehe jínahña tjénka̱yáxian.
PRO.3.8	Tíha mé ijnko xro̱a̱n jína
PRO.3.8	tsjinki̱tsa ti cuerpo kuèntá.
PRO.3.9	Chrokjuíkosáyexián Itꞌéni Díos ti nkehe tjete chonta
PRO.3.9	la ko chróchje̱hé chꞌan kaín ti nkehe sa̱oxín tꞌónaha.
PRO.3.10	Landá ti xi̱kaha, la tso̱kaón ti nchia tꞌenkachjinañá noa
PRO.3.10	la ko tso̱kaón ti nkehe tikia vino.
PRO.3.11	la ko chrókónínkakonhña ti chrókjuenduáha chꞌan.
PRO.3.12	éxi ijnko itꞌé xjan tjenduéhe ti xje̱en kixin tjue̱he.
PRO.3.13	Náxrjón tsjakꞌe ti nkexro tsíkꞌitja ti kjuaxrexinkaon jína
PRO.3.13	la ko ti nkexro tsꞌitja tso̱nohe jína
PRO.3.14	kixin tíha a̱ntsí tjete ke ti plata
PRO.3.14	la ko ti nkehe tsꞌitja chojni mé a̱ntsí sínkí ke ti oro.
PRO.3.15	Mé a̱ntsí sínkí tíha ke ti ixro̱ imá náxrjón tsjehe,
PRO.3.15	la kohya íjnko nkehe tjenka̱yáxini tsochóntani
PRO.3.15	tsjacha tso̱yóhe̱ ti kjuaxrexinkaon jína.
PRO.3.16	Ti kjuaxrexinkaon jína mé tsjinki̱tsa kixin isé tsjakꞌe
PRO.3.16	la ko tsjajon kaín ti nkehe imá tjete siín la ko ti kjuasàya.
PRO.3.17	Ti chróchréhé ti nti̱a kuènté ti kjuaxrexinkaon jína,
PRO.3.17	la tíha chrókjuinchecháha la ko chrótjáha kjuaxróxin.
PRO.3.18	Ti kjuaxrexinkaon jína mé tjajon kjuachón tsꞌáyéhe̱ ti nkexro tjeyá
PRO.3.18	la ko náxrjón chéhe̱ ti nkexro tꞌitja tíha.
PRO.3.19	A̱ndá ti kjuaxrexinkaon jína mé kjuíchꞌénaxín Itꞌéni Díos ti chjasintajni
PRO.3.19	la ti imá nohe chꞌan mé kjuíchꞌénaxín chꞌan ti nka̱jní.
PRO.3.20	Ti kjuaxrexinkaon jína mé kꞌóchrítꞌo̱exín chꞌan ti ìnta̱
PRO.3.20	la ko kjuakꞌe chꞌan ti itji̱ kixin tsꞌaniá ichrin.
PRO.3.21	Méxra̱ xje̱eni, chrókui̱toéhya ti kjuaxrexinkaon jína
PRO.3.21	la ko chrókjuénka̱yáxian jína kaín ti nkehe si̱chꞌe
PRO.3.22	kixin tíha mé tsjajon ti kjuachón;
PRO.3.22	tíha mé chróchónta éxi ijnko nkehe náxrjón tsjehe chrókjuakꞌenkí isian.
PRO.3.23	Landá ti xi̱kaha, la kjuaxróxin tsꞌájia ti nti̱a jína
PRO.3.23	la í tsóténki̱xinhña.
PRO.3.24	La ti ó tso̱kꞌáha, la ninkehó tsochrakuenhña,
PRO.3.24	la ko ti ó tsjakꞌechrian, la kjuaxróxin tsjakꞌe.
PRO.3.25	La tsochrakonhña ti xrína̱hña chrókui ijnko kjuaxikaon
PRO.3.25	o̱ ti itsi nkojín nkehe tsꞌitjáñaxín ti sin tjasin ijie̱,
PRO.3.26	kixin Itꞌéni Díos la tsꞌayakohen ti jaha
PRO.3.26	la ko tsjinki̱tsa chꞌan kixin kohya nkehe tso̱han.
PRO.3.27	Ti nkojín nkexro tjanchia kixin chrókjuinki̱tsa
PRO.3.27	la chróndáchrohya náhí
PRO.3.27	ti noha kixin jína tsjínki̱tsa.
PRO.3.28	Chróndáchrohya kixin ndóye tsjínki̱tsa
PRO.3.28	ti noha kixin jína tsjínki̱tsa ijie.
PRO.3.29	Chrokjuénka̱yáxinhña chrókjui̱chꞌehé nkojín nkehe jínahña ti nkexro choxián,
PRO.3.29	itjen chjinaxón la ko titekakohen ti jaha.
PRO.3.30	Chrokjuéyéhya kjuanínkaon ijnko nkexro
PRO.3.30	ti ninkehó nkehe jínahña kjuítꞌaha sin.
PRO.3.31	Chrokjuakéhya a̱sán ti nkehe kjuacha ti sin jínahña
PRO.3.31	la ko chrókuankíehya ti nkehe ichꞌe sin
PRO.3.32	kixin Itꞌéni Díos la tóxrìe̱nhña ti chojni jínahña
PRO.3.32	a̱ndá ti chojni ndoá tjejó la tjinki̱tsa chꞌan.
PRO.3.33	Itꞌéni Díos la nínkakohen ndo̱e ti sin tjenka̱yáxinhña ti nkehe jína,
PRO.3.33	a̱ndá ndo̱e ti sin ndoá tjejó la ncheñao chꞌan.
PRO.3.34	a̱ndá tjikosayéhe chꞌan ti sin nchenkehya.
PRO.3.35	Ti sin nohe la tsꞌáyéhe̱ sin kjuasàya;
PRO.3.35	a̱ndá ti sin lo̱nti̱ la jehó kjuatosuéhe̱ tsꞌáyéhe̱ sin.
PRO.4.1	Xje̱eni, chrókuihín ti nkehe tjako ti itꞌá.
PRO.4.1	Chrokjuakꞌe chrókuihín
PRO.4.1	la chrókꞌuitjá ti kjuaxrexinkaon jína.
PRO.4.2	Kaín nkehe tjàkua janhan la jína;
PRO.4.2	méxra̱ chrókꞌuitjáñahña ti nkehe a.
PRO.4.3	Kja̱xin janhan kꞌuéchájan la ko kꞌuekjakꞌéki̱a̱n tꞌaná
PRO.4.3	la ko janhan ti nkoko̱axón ixjan kꞌuéchónta ti na̱ná imá kótjue̱he.
PRO.4.4	Landá tꞌaná mé kꞌuékjako, kꞌuéndáchro:
PRO.4.4	“Chrokꞌuitja ti nkehe nixja̱ha
PRO.4.4	la chrókjui̱nchexiteyá ti nkehe kuétua̱han la jína tsjakꞌe.
PRO.4.5	Méxra̱ chrókꞌuitjá chrókónoha jína;
PRO.4.5	chrókꞌuitjáñahña la ko chrókuíto̱ehya ti nkehe kuétua̱han.
PRO.4.6	Chrókóxríhan ti nkehe nixja̱ha;
PRO.4.6	chrókuíto̱ehya tíha
PRO.4.6	kixin tíha mé tsjinki̱tsa la ko tsꞌayakohen ti jaha.
PRO.4.7	Ti kjuaxrexinkaon jína la a̱ntsí tjetoan;
PRO.4.7	méxra̱ tjéyá ti kjuaxrexinkaon.
PRO.4.7	Kjónté chrókjui̱nchekjia kaín nkehe tjete chonta
PRO.4.7	la tjéyá kixin chrókiénxian jína.
PRO.4.8	Chrokjuíkosáyehé ti kjuaxrexinkaon
PRO.4.8	la tíha tsjinki̱tsa kixin tsondáchro chojni kixin jína jaha,
PRO.4.8	chrótjue̱hé la tíha tsjajon kjuasàya.
PRO.4.9	Éxi chróchónta ijnko nkehe náxrjón chrókjuakꞌenkáya ikjá
PRO.4.9	éxi ijnko corona náxrjón.”
PRO.4.10	Xje̱eni, tihín ti nkehe tétua̱han
PRO.4.10	la tíha tsjinki̱tsa kixin nchónhña nánó tsjakꞌe.
PRO.4.11	Janhan mé kjuákohá ti nti̱a chónta kjuaxrexinkaon jína,
PRO.4.11	la ko janhan kjuínki̱tsa kꞌuájia ti nti̱a ndoá.
PRO.4.12	A̱ndá ti ó tsꞌájia la kohya nkehe tsꞌinkákohe̱n,
PRO.4.12	la kjónté xritinká la kohya nkehe tsóténki̱xian.
PRO.4.13	Nchexiteyá ti nkehe kuétua̱han la ti̱toéhya.
PRO.4.13	Chrokꞌuitjáñahña tíha kixin tsotjahá kjuachaxin náxrjón tsjakꞌe.
PRO.4.14	La sáchrokjuihya nti̱e ti sin tjenka̱yáxinhña jína
PRO.4.14	la chrókuankíhya ti nkehe jínahña tjenka̱yáxin sin.
PRO.4.15	Chrokui̱to̱hé nti̱e ti sin nduáhya ixri;
PRO.4.15	chrókꞌuaxrjekjanxian ntiha,
PRO.4.15	sáchrokjuia nti̱a ndoí.
PRO.4.16	Ti sin tjenka̱yáxinhña jína la jehó tjinkaon sin sichꞌe sin ti nkehe jínahña
PRO.4.16	la xitjahya tꞌajua sin ti na̱xa̱ kjuachahya sin kjuachròe sin ijnko chojni.
PRO.4.17	Ti nkehe jínahña la ko ti kjuatjoté
PRO.4.17	la mé éxi ijnko nkehe náxrjón
PRO.4.17	chrókjonie sin la ko chrókꞌui sin.
PRO.4.18	A̱ndá nti̱e ti sin jína la tꞌinkaséña éxi ti na̱ndá tji̱to̱n ña̱o;
PRO.4.18	la tsinkákójié ti tꞌinkaséña hasta tsꞌinkaséña nkuíxín.
PRO.4.19	A̱ndá nti̱e ti sin tjenka̱yáxin ti nkehe jínahña la sítie
PRO.4.19	la tꞌikonhña sin nkehe tótenki̱xin sin.
PRO.4.20	Xje̱eni, tihín ti nkehe ndáxrja̱n;
PRO.4.20	tjakꞌe tihín jína.
PRO.4.21	Méxra̱, chrókui̱toéhya ti nkehe ndáxrja̱n;
PRO.4.21	nkochríxín chróxraxinkaoan.
PRO.4.22	Kixin tíha mé tsjajon kjuachón tsꞌáyéhe̱ ti nkexro tsꞌitja.
PRO.4.22	Tíha mé éxi ijnko xro̱a̱n tsito̱exín jína kuenté ti cuerpo kuèntá.
PRO.4.23	Chrokóxakohan kixin a̱ntsí jína chrókjuénka̱yáxian
PRO.4.23	kixin tíha tjejóchónxin chojni.
PRO.4.24	Chróndáchrohya ti nkehe náxrjónhña
PRO.4.24	la ko chrókui̱to̱hé ti kjuachꞌia.
PRO.4.25	Chrotsjehé jína ti ixria,
PRO.4.25	la ko chrótsjehé jína ti nti̱a sátsjia.
PRO.4.26	ndá nkochríxín nti̱a jína tsꞌájia.
PRO.4.27	Sáchrokjuihya ti nti̱a chjina la o̱ ti nti̱a ikjon;
PRO.4.27	chrókꞌuájihya ti nti̱a jínahña.
PRO.5.1	Xje̱eni, tihín ti kjuaxrexinkaon jína.
PRO.5.1	Chrokjuakꞌe chrókuihín ti nkehe jína tsondáxrja̱n.
PRO.5.2	Kixin tso̱noha chji̱ñéhña tsonixja;
PRO.5.2	la tso̱noha jína ti nkehe tsondáchrua.
PRO.5.3	Ti chojnichjin nduáhya ixri
PRO.5.3	la ti nkehe nixja sin la éxi itsje̱n kotsje̱nta xi̱kaha,
PRO.5.3	la ko éxi aceite ti nkehe ndáchro tjan,
PRO.5.4	kjánchó ti ó tsjixixín la éxi ijnko nkehe imá itsjá
PRO.5.4	o̱ éxi ijnko espada imá taté.
PRO.5.5	La ti nkexro chréhe̱ nti̱e tjan la tuénxín itsꞌen sin,
PRO.5.5	kixin ti chréhe̱ sin ti sátsji tjan la tsjiji sin ti tóye̱ tsoxravá chojni.
PRO.5.6	Jehe tjan la tahya tjan kuentá ti nti̱a tjajon kjuachón,
PRO.5.6	ti nti̱a ixri tjan la nduáhya, kjánchó noehña tjan.
PRO.5.7	Méxra̱, xje̱eni, chrókuihín ti nkehe ndáxrja̱n
PRO.5.7	la ko chrókui̱toéhya ti nkehe tjákohá.
PRO.5.8	Chrokui̱to̱hé ti chojnichjin nduáhya ixri
PRO.5.8	la ni chrókóchjinehña ti ndo̱e tjan.
PRO.5.9	Kixin chróchje̱éhya ókjé nkexro ti kjuasàya chonta
PRO.5.9	la ko ti nánó chrókjuakꞌe, chrókuakitsjahya ti chojni jie̱he.
PRO.5.10	La jehya ókjé chojni chrókuákja ti chichaon kuèntá
PRO.5.10	la ko chrókókje̱he chrókjonie ti nkehe chrókꞌuaxrjexín ti ixra̱ kjui̱chꞌe.
PRO.5.11	Landá ti xi̱kaha chrókóhen, ndá chrꞌéxi̱n tso̱tsja̱nka
PRO.5.11	kixin ti cuerpo kuèntá la ó tsinkákjeje̱.
PRO.5.12	La tsondáchrua: “¿Nkexrín kixin kuiteka̱konhña ti ó kjuenduéhe sin ti janhan?
PRO.5.12	La, ¿nkekuènté kjuanoá ti nkehe níxja sin?
PRO.5.13	La kjui̱ntaxiteyáhya ti nkehe kjuako ti nkexro chrónkaxín
PRO.5.13	la ko kóxrína̱hña kui̱ha̱n ti nkehe ndáchro sin.
PRO.5.14	La ndá ó ikui ti nkehe náxrjónhña
PRO.5.14	la chjina chrókꞌuitjáña kaín nkehe,
PRO.5.14	ndá imá tósuàna kixin kaín chojni kónohe.”
PRO.5.15	Chroxraxinkaoan jehó ti ichjián
PRO.5.15	la éxi ti chrókꞌia ìnta̱ tꞌaxrjexín jehó ti pozo chonta ndo̱a.
PRO.5.16	Chrokꞌui̱to̱ehya kixin chrókꞌuitjí ti ìnta̱ kuèntá ndója;
PRO.5.16	chrókjui̱nchexenhña ti ìnta̱ sáchrokjui nti̱a.
PRO.5.17	Kixin ti ìnta̱ la jahuá kuèntá
PRO.5.17	la jehya kixin chrókóxika̱ye̱hé chrókuákja ókjé chojni.
PRO.5.18	Itꞌéni Díos chrókjuincheñao ti pozo tꞌaxrjexín ti ìnta̱ kuèntá;
PRO.5.18	méxra̱ kjuaxróxin chrókjuakꞌeko̱a ti nkexro kóta̱ha ti na̱xa̱ kꞌuéndasoá.
PRO.5.19	Jehe tjan la náxrjón éxi ijnko koxi̱jna̱hnte̱,
PRO.5.19	la chrókócháha kixin tjua̱ha tjan
PRO.5.19	la nkochríxín chrótjue̱hé kichuara.
PRO.5.20	Xje̱eni, ¿nkekuènté chrókꞌuájiko̱a íjnko chojnichjin chóntahya kjuasáye?
PRO.5.20	La ko, ¿nkekuènté chrókjoá ijnko chojnichjin jehya kuèntá?
PRO.5.21	Itꞌéni Díos la ó nohe kaín nkehe tjejóchꞌeni.
PRO.5.21	Jehe chꞌan mé tjetsjehe chꞌan ti nti̱a ixrini.
PRO.5.22	Ti nkexro nduáhya ixri la tsjasótexín ti nkehe nduáhya ichꞌe.
PRO.5.22	Ti ijie̱ kjuasin sin la xrokjuahya tsꞌatjánta ti jehe sin
PRO.5.22	kixin éxi tjejóchruéxin sin.
PRO.5.23	Itsꞌen sin kixin kjuachahya sin kꞌue̱tue̱hen a̱sén sin,
PRO.5.23	kixin ti kjualo̱nti̱ kjuíchꞌe sin mé tsꞌitjáñaxín sin.
PRO.6.1	Xje̱eni, ti tsochronka ijnko nkexro choxián
PRO.6.1	kixin tsanchajie̱he nkojín nkehe,
PRO.6.2	la jaha ticháxi̱n tsjènka kjónté chontahya chichaon, kixin ó tsíndáchrua
PRO.6.2	la xi̱kaha jahuá kjuéyá ti tsjasótexián.
PRO.6.3	Xje̱eni, ti tjinkakonhña kixin si̱chꞌehé ixra̱ ti nkexro choxián
PRO.6.3	la ícha jína tjoka chrókjuichréhé ti nkexro la chróchronoéhé
PRO.6.3	kixin chrókꞌóxika ti ihni̱á kꞌuínixín ntiha.
PRO.6.4	Chrokjuachrꞌichrinhña,
PRO.6.4	chrókui̱toéhya kixin chrókꞌuikjehe̱ ti ikuan;
PRO.6.5	ícha jína tjoka sáchrókjuixián ntiha éxi tinká ijnko koxi̱jna̱ kixin chréhe̱ chojni chrókꞌóñá,
PRO.6.5	o̱ éxi ijnko koxroxe ti ó tꞌaxrjexín nta̱nto̱a.
PRO.6.6	Jaha chojni séhe, tsjehé ti kochꞌokan;
PRO.6.6	tsjehé ti ixra̱ ichꞌe va, la tankihí va.
PRO.6.7	Chóntahya va nkexro tsꞌe̱tue̱hen va
PRO.6.7	la ko kohya nkexro tsondáche va nkehe sichꞌe va,
PRO.6.8	la ti ña̱o tsotjá chojni la tꞌàya va ti nkehe sinie va
PRO.6.8	la tꞌe̱nka̱chji̱na va ti nkehe.
PRO.6.9	Jaha chojni séhe, ¿xá nkesá tjinkaoan tsoxráxèxian?
PRO.6.9	¿Xá nkesá tsjìinhan ti kotáchrin?
PRO.6.10	la ko tjo̱a̱ itjá tjakꞌechrian,
PRO.6.11	la ní tso̱noahña itsi ti ña̱o tso̱nóa éxi chrókui ijnko xíche̱e tsa̱aha
PRO.6.11	ndá xi̱kaha tsochontahya ninkehó nkehe sinte.
PRO.6.12	Ti chojni nduáhya tjenka̱yáxin la ko tósuèhya
PRO.6.12	mé ixri sin tꞌoxika sin kjuachꞌia.
PRO.6.13	Ti chojni chrꞌáto ikon, la to̱té
PRO.6.13	la ko itja mé tja̱ko̱xi̱n sin ti nkehe nduáhya tjinkaon sin sichꞌe sin.
PRO.6.14	Ti chojni a mé ikja tjenka̱yáxixín ti nkehe jínahña sichꞌe
PRO.6.14	la nkochríxín xritje sin kjuanínkaon.
PRO.6.15	Méxra̱, titàya̱ itsié ti nkehe tsꞌitjáñaxín sin
