GEN.1.1	Alussa Jumala loi taivaat ja maan. 
JHN.19.13	 Kun Pilatus kuuli nämä sanat, hän vei Jeesuksen ulos ja asettui tuomarinistuimelle, paikkaan, jonka nimi on Kivipiha, hepreaksi Gabbata. 
JHN.19.14	 Oli pääsiäisen valmistuspäivä, noin kuudes tunti. Pilatus sanoi juutalaisille: ”Katsokaa, teidän kuninkaanne!” 
JHN.19.15	 Mutta he huusivat: ”Vie pois! Vie pois! Ristiinnaulitse hänet!” Pilatus sanoi heille: ”Pitäisikö minun ristiinnaulita teidän kuninkaanne?” Ylipapit vastasivat: ”Ei meillä ole kuningasta vaan keisari.” 
JHN.19.16	 Silloin Pilatus luovutti hänet heille ristiinnaulittavaksi, ja sotilaat veivät Jeesuksen mukanaan. 
JHN.19.17	Kantaen itse ristiään hän kulki niin sanotulle Pääkallonpaikalle, jota kutsutaan heprean kielellä Golgataksi. 
JHN.19.18	Siellä hänet ristiinnaulittiin ja kaksi muuta hänen kanssaan, yksi kummallekin puolelle ja Jeesus heidän keskelleen. 
JHN.19.19	 Pilatus laati tauluun kirjoituksen ja antoi kiinnittää sen ristiin. Siihen oli kirjoitettu sanat: ”Jeesus Nasaretilainen, juutalaisten kuningas.” 
JHN.19.20	 Monet juutalaiset lukivat kirjoituksen, sillä paikka, jossa Jeesus ristiinnaulittiin, oli lähellä kaupunkia. Kirjoitus oli hepreaksi, latinaksi ja kreikaksi. 
JHN.19.21	 Juutalaisten ylipapit sanoivat Pilatukselle: ”Älä kirjoita: ’Juutalaisten kuningas’, vaan että hän on sanonut: ’Minä olen juutalaisten kuningas.’” 
JHN.19.22	 Pilatus vastasi: ”Minkä kirjoitin, sen kirjoitin.” 
JHN.19.23	Kun sotilaat olivat ristiinnaulinneet Jeesuksen, he ottivat hänen vaatteensa ja jakoivat ne neljään osaan, kullekin sotilaalle osansa. He ottivat myös paidan. Mutta kun se oli saumaton, kauttaaltaan yhtenäiseksi kudottu ylhäältä alas asti, 
JHN.19.24	 he sanoivat toisilleen: ”Ei revitä sitä vaan heitetään arpaa, kuka sen saa.” Näin tapahtui, jotta toteutuisi tämä Raamatun sana: ”He jakoivat keskenään minun vaatteeni ja heittivät puvustani arpaa.” Juuri näin sotilaat tekivät. 
JHN.19.25	Jeesuksen ristin luona seisoivat hänen äitinsä ja tämän sisar sekä Maria, Kloopaksen vaimo, ja Magdalan Maria. 
JHN.19.26	 Kun Jeesus näki äitinsä ja tämän vierellä sen opetuslapsen, jota Jeesus rakasti, hän sanoi äidilleen: 
JHN.19.27	 Sitten hän sanoi opetuslapselle: 
JHN.19.28	Tämän jälkeen, kun Jeesus tiesi, että kaikki oli jo täytetty, hän sanoi, jotta Raamatun sana toteutuisi: 
JHN.19.29	Siellä oli astia täynnä hapanviiniä. Sotilaat kastoivat sienen hapanviiniin, panivat sen iisoppiruo’on päähän ja ojensivat hänen huulilleen. 
JHN.19.30	Kun Jeesus oli ottanut hapanviinin, hän sanoi: 
JHN.19.31	Silloin oli sapatin valmistuspäivä. Jotta ruumiit eivät jäisi ristille sapatiksi – ja tuo sapatinpäivä oli erityisen suuri – juutalaiset pyysivät Pilatukselta, että ristiinnaulittujen sääriluut rikottaisiin ja ruumiit otettaisiin alas. 
JHN.19.32	Niinpä sotilaat tulivat ja rikkoivat sääriluut ensin toiselta ja sitten toiselta mieheltä, jotka oli ristiinnaulittu Jeesuksen kanssa. 
JHN.19.33	 Mutta kun he tulivat Jeesuksen kohdalle ja näkivät, että hän oli jo kuollut, he eivät rikkoneet hänen sääriluitaan. 
JHN.19.34	 Yksi sotilaista kuitenkin lävisti keihäällä hänen kylkensä, ja siitä vuoti heti verta ja vettä. 
JHN.19.35	Se, joka tämän näki, on todistanut siitä, että tekin uskoisitte. Hänen todistuksensa on tosi, ja hän tietää puhuvansa totta. 
JHN.19.36	 Tämä tapahtui, jotta toteutuisi Raamatun sana: ”Älköön häneltä luuta rikottako.” 
JHN.19.37	Toinen raamatunkohta taas sanoo: ”He katsovat häneen, jonka ovat lävistäneet.” 
JHN.19.38	Sen jälkeen arimatialainen Joosef, joka oli Jeesuksen opetuslapsi, joskin salaa juutalaisten pelosta, pyysi Pilatukselta, että saisi ottaa Jeesuksen ruumiin, ja Pilatus suostui siihen. Niinpä Joosef tuli ja otti ruumiin alas. 
JHN.19.39	Paikalle tuli myös Nikodemos, mies, joka oli tullut ensi kerran Jeesuksen luo yöllä. Hän toi mirhan ja aaloen seosta noin sata naulaa . 
JHN.19.40	He ottivat Jeesuksen ruumiin ja käärivät sen hyvänhajuisten yrttivoiteiden kanssa käärinliinoihin, niin kuin juutalaisilla on tapana haudata. 
JHN.19.41	 Lähellä paikkaa, missä Jeesus ristiinnaulittiin, oli puutarha ja puutarhassa uusi hautakammio, johon ei ollut pantu vielä ketään. 
JHN.19.42	 He panivat Jeesuksen siihen, koska oli juutalaisten sapatin valmistuspäivä ja se hautakammio oli lähellä. 
JHN.20.1	Varhain viikon ensimmäisenä päivänä, kun oli vielä pimeä, Magdalan Maria tuli haudalle ja näki, että kivi oli otettu pois hautakammion suulta. 
JHN.20.2	 Niin hän lähti juosten Simon Pietarin ja sen toisen opetuslapsen luo, jota Jeesus erityisesti rakasti, ja sanoi heille: ”Herra on otettu pois haudasta, emmekä tiedä, minne hänet on pantu.” 
JHN.20.3	Niin Pietari ja se toinen opetuslapsi tulivat ulos ja lähtivät haudalle. 
JHN.20.4	 He juoksivat yhdessä, mutta se toinen opetuslapsi juoksi nopeammin kuin Pietari ja tuli haudalle ensimmäisenä. 
JHN.20.5	 Hän kurkisti sisään ja näki käärinliinojen olevan siellä, mutta hän ei mennyt sisälle. 
JHN.20.6	Simon Pietari tuli hänen perässään ja astui sisälle hautakammioon. Hän katseli siellä olevia käärinliinoja 
JHN.20.7	 ja hikiliinaa, joka oli ollut Jeesuksen pään ympärillä. Se ei ollut yhdessä käärinliinojen kanssa vaan käärittynä erillään, toisessa paikassa. 
JHN.20.8	 Silloin toinenkin opetuslapsi, joka oli ensimmäisenä tullut haudalle, astui sisälle, ja hän näki ja uskoi. 
JHN.20.9	 He eivät näet vielä olleet ymmärtäneet Raamatusta sitä, että Jeesuksen piti nousta kuolleista. 
JHN.20.10	Niin opetuslapset palasivat omiensa luo. 
JHN.20.11	Mutta Maria seisoi hautakammion ulkopuolella ja itki. Itkiessään hän kurkisti hautakammioon 
JHN.20.12	 ja näki kaksi valkopukuista enkeliä istumassa siinä, missä Jeesuksen ruumis oli ollut, toisen pääpuolessa ja toisen jalkopäässä. 
JHN.20.13	 Nämä kysyivät häneltä: ”Nainen, mitä itket?” Hän vastasi: ”Minun Herrani on viety pois, enkä tiedä, minne hänet on pantu.” 
JHN.20.14	 Tämän sanottuaan hän kääntyi ja näki Jeesuksen siinä seisomassa mutta ei tiennyt, että se oli Jeesus. 
JHN.20.15	 Jeesus sanoi hänelle: 
JHN.20.16	 Silloin Jeesus sanoi hänelle: 
JHN.20.17	 Jeesus sanoi hänelle: 
JHN.20.18	Magdalan Maria meni ilmoittamaan opetuslapsille: ”Minä olen nähnyt Herran!” Ja hän kertoi, mitä Herra oli hänelle sanonut. 
JHN.20.19	Samana päivänä, viikon ensimmäisenä, opetuslapset olivat illalla kool la lukittujen ovien takana juutalaisten pelosta. Silloin Jeesus tuli, astui heidän keskelleen ja sanoi: 
JHN.20.20	Sen sanottuaan hän näytti heille kätensä ja kylkensä. Opetuslapset iloitsivat, kun he näkivät Herran. 
JHN.20.21	Jeesus sanoi heille taas: 
JHN.20.22	Näin sanottuaan hän puhalsi heitä kohti ja sanoi heille: 
JHN.20.24	Mutta Tuomas, jota sanottiin Didymokseksi ja joka oli yksi niistä kahdestatoista, ei ollut heidän kanssaan, kun Jeesus tuli. 
JHN.20.25	 Niin toiset opetuslapset sanoivat Tuomaalle: ”Me olemme nähneet Herran.” Mutta hän vastasi heille: ”Jos en näe naulanjälkiä hänen käsissään ja pistä sormeani naulanjälkiin ja jos en pistä kättäni hänen kylkeensä, minä en usko.” 
JHN.20.26	Kahdeksan päivän kuluttua Jeesuksen opetuslapset olivat taas sisällä, ja Tuomas oli heidän kanssaan. Ovet olivat lukittuina, mutta Jeesus tuli ja seisoi heidän keskellään ja sanoi: 
JHN.20.27	 Sitten hän sanoi Tuomaalle: 
JHN.20.28	 Tuomas sanoi hänelle: ”Minun Herrani ja minun Jumalani!” 
JHN.20.29	 Jeesus vastasi: 
JHN.20.30	Paljon muitakin tunnustekoja, joista ei ole kirjoitettu tässä kirjassa, Jeesus teki opetuslastensa nähden. 
JHN.20.31	Mutta nämä on kirjoitettu, että te uskoisitte Jeesuksen olevan Kristus, Jumalan Poika, ja että teillä, kun uskotte, olisi elämä hänen nimessään. 
JHN.21.1	Tämän jälkeen Jeesus ilmestyi jälleen opetuslapsilleen, nyt Tiberiaanjärven rannalla. Se tapahtui näin: 
JHN.21.2	Simon Pietari ja Tuomas, jota sanottiin Didymokseksi, ja Natanael, joka oli Galilean Kaanasta, sekä Sebedeuksen pojat ja kaksi muuta Jeesuksen opetuslasta olivat yhdessä. 
JHN.21.3	 Simon Pietari sanoi heille: ”Minä lähden kalaan.” ”Me tulemme sinun mukaasi”, he vastasivat. Niin he lähtivät ja astuivat veneeseen, mutta sinä yönä he eivät saaneet mitään. 
JHN.21.4	Aamun jo sarastaessa Jeesus seisoi rannalla. Opetuslapset eivät kuitenkaan tienneet, että se oli Jeesus. 
JHN.21.5	Jeesus kysyi heiltä: 
JHN.21.6	 Hän sanoi: 
JHN.21.7	Silloin se opetuslapsi, jota Jeesus rakasti, sanoi Pietarille: ”Se on Herra!” Kun Simon Pietari kuuli, että se oli Herra, hän kietoi ympärilleen viitan, sillä hän oli ilman vaatteita, ja hyppäsi järveen. 
JHN.21.8	 Toiset opetuslapset tulivat veneellä, sillä he eivät olleet kaukana rannasta, vain noin kahdensadan kyynärän päässä, ja he vetivät perässään verkkoa kaloineen. 
JHN.21.9	Kun he astuivat rannalle, he näkivät siellä hiilloksen, kalaa sen päällä ja leipää. 
JHN.21.10	 Jeesus sanoi heille: 
JHN.21.11	 Simon Pietari nousi veneeseen ja veti maalle verkon, joka oli täynnä suuria kaloja – sataviisikymmentäkolme. Vaikka niitä oli niin paljon, verkko ei revennyt. 
JHN.21.12	 Jeesus sanoi heille: 
JHN.21.13	Jeesus tuli, otti leivän ja antoi heille, samoin kalaa. 
JHN.21.14	 Tämä oli jo kolmas kerta, kun Jeesus ilmestyi opetuslapsilleen noustuaan kuolleista. 
JHN.21.15	Kun he olivat syöneet, Jeesus sanoi Simon Pietarille: 
JHN.21.16	Jeesus kysyi häneltä toistamiseen: 
JHN.21.17	Jeesus kysyi häneltä kolmannen kerran: 
JHN.21.19	Näin sanoessaan hän ilmaisi, millaisella kuolemalla Pietari oli kirkastava Jumalaa. Tämän jälkeen Jeesus sanoi hänelle: 
JHN.21.20	Pietari kääntyi ja näki, että heitä seurasi se opetuslapsi, jota Jeesus rakasti ja joka oli aterialla nojannut Jeesuksen rintaa vasten ja kysynyt: ”Herra, kuka on sinun kavaltajasi?” 
JHN.21.21	Hänet nähdessään Pietari kysyi Jeesukselta: ”Herra, entä hän?” 
JHN.21.22	 Jeesus vastasi: 
JHN.21.23	 Niin veljien keskuuteen levisi sellainen puhe, ettei tämä opetuslapsi kuole. Mutta Jeesus ei sanonut hänelle, ettei hän kuole, vaan: 
JHN.21.24	Juuri tämä opetuslapsi todistaa näistä asioista ja on kirjoittanut tämän. Me tiedämme, että hänen todistuksensa on tosi. 
JHN.21.25	Paljon muutakin Jeesus teki. Jos niistä kirjoitettaisiin kohta kohdalta, luulen, etteivät koko maailmaan mahtuisi ne kirjat, jotka pitäisi kirjoittaa. 
ACT.1.1	Edellisen kertomukseni, arvoisa Teofilos, kirjoitin kaikesta, mitä Jeesus alkoi tehdä ja opettaa, 
ACT.1.2	aina siihen päivään asti, jona hänet otettiin ylös, sen jälkeen kun hän Pyhän Hengen kautta oli antanut käskynsä valitsemilleen apostoleille. 
ACT.1.3	Heille hän myös kärsimisensä jälkeen monin kiistattomin todistein osoitti elävänsä, näyttäytyen heille neljänkymmenen päivän aikana ja puhuen Jumalan valtakunnasta. 
ACT.1.4	Kun hän oli yhdessä heidän kanssaan, hän käski heitä sanoen: 
ACT.1.6	Silloin ne, jotka olivat koolla, kysyivät Jeesukselta: ”Herra, tänä aikanako sinä palautat ennalleen Israelin valtakunnan?” 
ACT.1.7	Hän sanoi heille: 
ACT.1.9	Kun Jeesus oli tämän sanonut, hänet otettiin ylös heidän nähtensä, ja pilvi vei hänet pois heidän näkyvistään. 
ACT.1.10	Ja kun he hänen etääntyessään yhä katselivat taivaalle, heidän luonaan seisoi yhtäkkiä kaksi miestä yllään valkoiset vaatteet. 
ACT.1.11	 Nämä sanoivat: ”Galilean miehet, mitä te seisotte katselemassa taivaalle? Tämä Jeesus, joka otettiin luotanne taivaaseen, tulee takaisin samalla tavoin kuin te näitte hänen taivaaseen menevän.” 
ACT.1.12	Silloin he palasivat Jerusalemiin vuorelta, jota kutsutaan Öljymäeksi ja joka on lähellä Jerusalemia, sapatinmatkan päässä. 
ACT.1.13	Sinne tultuaan he menivät siihen yläkerran huoneeseen, jossa heidän oli tapana kokoontua: niin Pietari kuin myös Johannes ja Jaakob, Andreas, Filippos, Tuomas, Bartolomeus, Matteus ja Jaakob Alfeuksen poika, Simon Kiivailija ja Juudas Jaakobin poika. 
ACT.1.14	 He kaikki pysyivät yksimielisesti rukouksessa yhdessä naisten kanssa sekä Jeesuksen äidin, Marian ja Jeesuksen veljien kanssa. 
ACT.1.15	Niinä päivinä, kun väkeä oli koolla noin satakaksikymmentä henkeä, Pietari nousi veljien keskellä ja sanoi: 
ACT.1.16	 ”Miehet, veljet! Sen raamatunsanan piti toteutua, jonka Pyhä Henki oli edeltäpäin Daavidin suulla puhunut Juudaksesta, hänestä, joka ryhtyi oppaaksi Jeesuksen kiinniottajille. 
ACT.1.17	Hänet luettiin meidän joukkoomme, ja hän oli saanut osalleen palvelutehtävän meidän kanssamme. 
ACT.1.18	Väärintekonsa palkalla hän hankki itselleen pellon, mutta hän suistui maahan, ja hänen vatsansa repesi, niin että kaikki hänen sisälmyksensä valuivat ulos. 
ACT.1.19	Tämä tuli kaikkien Jerusalemin asukkaiden tietoon, ja niin sitä peltoa kutsutaan heidän kielellään Hakeldamaksi eli Veripelloksi. 
ACT.1.20	Psalmien kirjassa on kirjoitettu: ’Tulkoon hänen asuinsijansa autioksi, älköön siinä asukasta olko’, ja ’Ottakoon toinen hänen kaitsijantehtävänsä.’ 
ACT.1.21	Niin pitää siis yhden niistä miehistä, jotka ovat kulkeneet kanssamme koko sen ajan, jona Herra Jeesus kävi sisälle ja ulos meidän keskuudessamme, 
ACT.1.22	 Johanneksen kasteesta alkaen aina siihen päivään asti, jona hänet otettiin luotamme ylös, tulla hänen ylösnousemuksensa todistajaksi yhdessä meidän kanssamme.” 
ACT.1.23	He asettivat ehdolle kaksi, Joosefin, jota sanottiin Barsabbaaksi ja myös Justukseksi, sekä Mattiaksen. 
ACT.1.24	 Ja he rukoilivat sanoen: ”Herra, sinä joka tunnet kaikkien sydämet, osoita, kumman näistä kahdesta olet valinnut 
ACT.1.25	ottamaan vastaan tämän palvelutehtävän ja apostolinviran, josta Juudas luopui mennäkseen omaan paikkaansa.” 
ACT.1.26	 Sitten he heittivät heistä arpaa. Arpa lankesi Mattiakselle, ja hänet luettiin niiden yhdentoista lisäksi apostolien joukkoon. 
ACT.2.1	Kun helluntaipäivä oli tullut, he olivat kaikki yhdessä koolla. 
ACT.2.2	Yhtäkkiä tuli taivaasta humaus, niin kuin olisi käynyt raju tuulenpuuska, ja se täytti koko huoneen, jossa he istuivat. 
ACT.2.3	He näkivät ikään kuin tulisia kieliä, jotka jakautuivat ja laskeutuivat heidän itse kunkin päälle, 
ACT.2.4	ja he täyttyivät kaikki Pyhällä Hengellä ja alkoivat puhua muilla kielillä sen mukaan, mitä Henki antoi heille puhuttavaksi. 
ACT.2.5	Jerusalemissa asui juutalaisia, jumalaapelkääviä miehiä, kaikista kansoista, mitä taivaan alla on. 
ACT.2.6	 Kun tämä ääni kuului, koolle tuli paljon väkeä, ja ihmiset joutuivat ymmälle, sillä kukin kuuli puhuttavan omaa kieltään. 
ACT.2.7	 He olivat hämmästyksissään ja sanoivat ihmetellen: ”Eivätkö nuo kaikki, jotka puhuvat, ole galilealaisia? 
ACT.2.8	 Kuinka me sitten kuulemme kukin omaa kieltämme, sen maan kieltä, jossa olemme syntyneet? 
ACT.2.9	 Me parthialaiset, meedialaiset ja eelamilaiset ja me, jotka asumme Mesopotamiassa, Juudeassa, Kappadokiassa, Pontoksessa ja Aasiassa , 
ACT.2.10	 Frygiassa, Pamfyliassa, Egyptissä ja Kyrenen puoleisen Libyan alueella, me täällä oleskelevat roomalaiset, juutalaiset ja käännynnäiset, 
ACT.2.11	 kreetalaiset ja arabialaiset – me kaikki kuulemme heidän puhuvan omalla kielellämme Jumalan suurista teoista.” 
ACT.2.12	 He olivat kaikki hämmästyksissään eivätkä tienneet, mitä ajatella, ja he kyselivät toisiltaan: ”Mitä tämä oikein on?” 
ACT.2.13	 Mutta jotkut sanoivat ivaten: ”He ovat täynnä makeaa viiniä.” 
ACT.2.14	Silloin Pietari astui esiin niiden yhdentoista kanssa, korotti äänensä ja puhui heille: ”Juutalaiset miehet ja te kaikki, jotka asutte Jerusalemissa! Tulkoon tämä teille tiettäväksi, kuulkaa mitä sanon: 
ACT.2.15	 Eivät nämä ole juovuksissa, niin kuin te luulette, onhan nyt vasta päivän kolmas tunti, 
ACT.2.16	 vaan tämä on sitä, mistä on puhuttu profeetta Jooelin kautta: 
ACT.2.17	’Viimeisinä päivinä on tapahtuva, sanoo Jumala, että minä vuodatan Henkeni kaiken lihan päälle. Teidän poikanne ja tyttärenne profetoivat, nuorukaisenne näkevät näkyjä ja vanhuksenne uneksivat unia. 
ACT.2.18	 Myös palvelijoitteni ja palvelijattarieni päälle minä niinä päivinä vuodatan Henkeni, ja he profetoivat. 
ACT.2.19	 Minä annan näkyä ihmeitä ylhäällä taivaalla ja merkkejä alhaalla maan päällä, verta, tulta ja savupatsaita. 
ACT.2.20	 Aurinko muuttuu pimeydeksi ja kuu vereksi, ennen kuin tulee Herran päivä, suuri ja loistava. 
ACT.2.21	Ja on tapahtuva, että jokainen, joka huutaa avuksi Herran nimeä, pelastuu.’ 
ACT.2.22	Israelin miehet, kuulkaa nämä sanat! Jeesus Nasaretilainen oli mies, josta Jumala todisti teille voimateoilla, ihmeillä ja merkeillä, joita Jumala teki hänen kauttaan teidän keskuudessanne, niin kuin itse tiedätte. 
ACT.2.23	Hänet Jumala antoi teidän käsiinne edeltäpäin tekemänsä päätöksen ja ennaltatietämisensä mukaisesti, ja hänet te laista tietämättömien miesten kätten kautta naulitsitte ristiin ja tapoitte. 
ACT.2.24	Mutta Jumala herätti hänet ja päästi hänet kuoleman tuskista. Eihän ollut edes mahdollista, että kuolema olisi voinut pitää häntä vallassaan, 
ACT.2.25	sillä Daavid sanoo hänestä: ’Minä näen alati edessäni Herran. Hän on minun oikealla puolellani, etten horjahtaisi. 
ACT.2.26	Sen tähden minun sydämeni iloitsee ja kieleni riemuitsee, myös ruumiini on lepäävä toivossa, 
ACT.2.27	 sillä sinä et hylkää minun sieluani tuonelaan etkä salli Pyhäsi nähdä katoavaisuutta. 
ACT.2.28	 Sinä olet ilmoittanut minulle elämän tiet ja täytät minut ilolla kasvojesi edessä.’ 
ACT.2.29	Miehet, veljet! Kantaisästämme Daavidista voin teille varmasti sanoa, että hän on kuollut ja että hänet on haudattu. Onhan hänen hautansa meidän keskellämme vielä tänäkin päivänä. 
ACT.2.30	Mutta koska Daavid oli profeetta ja tiesi, että Jumala oli valalla vannoen luvannut asettaa hänen kupeittensa hedelmän hänen valtaistuimelleen, 
ACT.2.31	hän ennalta nähden puhui Kristuksen ylösnousemuksesta ja sanoi, että Kristusta ei hylätä tuonelaan eikä hänen ruumiinsa maadu . 
ACT.2.32	Tämän Jeesuksen on Jumala herättänyt, minkä todistajia me kaikki olemme. 
ACT.2.33	Koska hänet siis on korotettu Jumalan oikealle puolelle ja hän on saanut Isältä lupauksen Pyhästä Hengestä, hän on vuodattanut sen, minkä te nyt näette ja kuulette. 
ACT.2.34	Eihän Daavid noussut taivaisiin, sillä hän sanoo itse: ’Herra sanoi minun Herralleni: Istu oikealle puolelleni, 
ACT.2.35	kunnes minä panen vihollisesi sinun jalkojesi astinlaudaksi.’ 
ACT.2.36	 Varmasti tietäköön siis koko Israelin huone, että Jumala on tehnyt hänet Herraksi ja Kristukseksi, tämän Jeesuksen, jonka te ristiinnaulitsitte.” 
ACT.2.37	Tämän kuullessaan he saivat piston sydämeensä, ja he sanoivat Pietarille ja muille apostoleille: ”Miehet, veljet, mitä meidän pitää tehdä?” 
ACT.2.38	Pietari vastasi: ”Kääntykää, ja ottakoon kukin teistä kasteen Jeesuksen Kristuksen nimeen syntienne anteeksi saamiseksi, niin te saatte Pyhän Hengen lahjan. 
ACT.2.39	Sillä teille tämä lupaus kuuluu ja teidän lapsillenne ja kaikille, jotka ovat kaukana, ketkä ikinä Herra, meidän Jumalamme, kutsuu.” 
ACT.2.40	Monilla muillakin sanoilla hän todisti vakuuttavasti, ja hän kehotti heitä sanoen: ”Antakaa pelastaa itsenne tästä kierosta sukupolvesta.” 
ACT.2.41	Ne, jotka ottivat Pietarin sanat vastaan, kastettiin, ja uskovien joukkoon tuli sinä päivänä lisää noin kolmetuhatta henkeä. 
ACT.2.42	He pysyivät apostolien opetuksessa, keskinäisessä yhteydessä, leivän murtamisessa ja rukouksissa. 
