MAT.1.1	Иисус Христостың ӧбекелері: Ол Давидтің паза Авраамның тӧлі полча. Аның ӧбекелері мындағлар: 
1CO.15.15	Ағаа хоза, піс тее Худайдаңар чой киречі пол парчабыс. Піс Худай Христосты тірілдірібіскен тіп киречілепчебіс нооза. Ӧліглер тірілбинчеткенде чи зе, Худай Христосты тірілдірбеен пол парча. 
1CO.15.16	Ӧліглер тірілбинчеткеннеңер, Христос таа тірілбеен пол парча. 
1CO.15.17	Христос тірілбеен полза, киртіністерің тик ниме паза сірер алындағыох чазыхтарыңда чӧрчетчезер. 
1CO.15.18	Христосха киртініп ӧлгеннері дее чох пол парғаннар. 
1CO.15.19	Піс Христосха пу ла чуртаста ізенчетсебіс, кізілер пісті прайзынаң тың айирға киректер.
1CO.15.20	Сынында Христос ӧліглердең тірілдіріл парған. Іди Ол соонаң тірілерлернің пастағызы пол парған. 
1CO.15.21	Ӧлім пір кізінің сылтаанда килген, ӧліглердең тірілері дее пір кізініңӧк сылтаанда пирілген нооза. 
1CO.15.22	Прайзы Адамның тӧлі полчатханнаңар ӧл парча. Че Христостың тӧлі полчатханнары прайзы тіріл парар. 
1CO.15.23	Полғаны ла позының тузында. Пурнада прай нименің пазы полчатхан Христос, анаң, Ол хатабох килер туста, Христостың чоны. 
1CO.15.24	Андада прай нименің тоозылғаны полар. Христос прай пастыхтарны, ӱлгӱлерні, кӱстерні чиңіп алар паза Позының хан-ӱлгӱзін Худай-Пабаа пир салар. 
1CO.15.25	Ағаа, прай ыырҷыларын Позының азаа алтына тастабысханынҷа, хан-ӱлгӱзін тударға кирек. 
1CO.15.26	Христос чиңен тӱгенҷі ыырҷызы ӧлім полар. 
1CO.15.27	Худай Пічиинде чоохталча нооза: «Прай нимені Христостың азаа алтына сал пирер». Че «прай нимені» теені Худайдаңар чоохтабинчатханы пілдістіг. Худай Позы прай нимені Христостың азаа алтына сал пирер нооза. 
1CO.15.28	Хаҷан прай ниме Христостың ӱлгӱзінде полза, андада, Оолғы Позын даа Худайның холына пирібізер. Худай андада прай нимее хан-ӱлгӱзін тудар.
1CO.15.29	Ӧліглернің орнына кіреске тӱсчеткен кізілер нимее чидерге сағынча полҷаңнар? Ӧліглер тірілбинче тіпчеткеннері сын полза, нимее олар ӧліглернің орнына кіреске тӱсче полҷаңнар? 
1CO.15.30	Піс тее нименің ӱчӱн хыйалда сыбыра чӧрчеткен полҷаңмыс. 
1CO.15.31	Мин кӱннің дее сай ӧлімнең тоғасчам. Анзы, сірернең хада Хан-пигібіс Христос Иисуста чуртапчатханыма кееркезім осхас, сын киречілезім. 
1CO.15.32	Кізі сағызы хоостыра кӧрзе, мин Ефес саарда аңнарнаң кӱрескенімде, ноо туза полған ол мағаа? Ӧліглер тірілбинчеткен полза, чеелер, ізеелер, таңда олох ӧл парарбыстар нооза. 
1CO.15.33	Пос посты алаахтырынмаңар: «чабал кізілернең нанҷыласханы чахсы хылыхтарны ардатча». 
1CO.15.34	Пос сағызын алыныңар паза чазых итпеңер. Уйатха, сірернің піреелері Худай пілбинчелер.
1CO.15.35	Итсе, піреезі тир: ӧліглер хайди тірілҷең полҷаңнар? Хайдағ ит-ханда чиде саларлар? 
1CO.15.36	Сағыс чохтар! Таарылған ӱрен, ӧл парбаанда, тірілбинче. 
1CO.15.37	Таарыпчатсаң, полар ӧзімні таарыбинчазың, ӱренні ле, пуғдайнин алай пірее пасхазын таарыпчазың нооза. 
1CO.15.38	Че Худай ағаа хынғанни наа кӧрім пирче, полған на ӱренге позынин. 
1CO.15.39	Ит-хан пір нимес: кізіни пір, мални, хусти, палыхти пасхох. 
1CO.15.40	Тигірдегі ит-хан пар, пу чирдегізі парох. Че тигірдегінің паза пу чирдегінің сілии пасха полча. 
1CO.15.41	Кӱннің сілии пасха, айни пасхох, чылтысти пасхох. Чылтыс чылтыстаң сілиинең пасхалалыбохча.
1CO.15.42	Ідӧк ӧліглер тірілгені андағох полар: ӧлерге таарылча, ӧлбеске кӧдірілче. 
1CO.15.43	Уйан полып таарылча, сабланысха кӧдірілче, кӱс-саа чох таарылча, кӱзінде кӧдіріл килче. 
