GEN.1.1	Mulimu a kala ku bupa lihalimu ni lifasi ni ze ku zona kaufela. 
SIR.46.15	kuli ki mupolofita,
SIR.46.15	mi ka manzwi a hae u zibahala
SIR.46.15	kuli ki mupolofita ya sepahala.
SIR.46.16	Ha n'a lwaniswa ka tata ki lila
SIR.46.16	za hae mwa maneku kamukana,
SIR.46.16	a kupa tuso ku Mulimu
SIR.46.16	ka ku mu ezeza sitabelo
SIR.46.16	ka ngunyana ye n'e sa anya.
SIR.46.17	Cwalehe, Muñ'a Bupilo a zibahaza
SIR.46.17	kuli u lumezi ka mushika wa lihalimu.
SIR.46.17	A utwahaza linzwi la hae
SIR.46.17	mwa mulumo o palakata ka maata
SIR.46.17	a matuna hahulu.
SIR.46.18	A bulaya bazamaisi ba lila,
SIR.46.18	ni babusi ba Mafilisita kaufela.
SIR.46.19	Pili nako ya lifu la hae i si ka fita
SIR.46.19	Samuele a zibahaza
SIR.46.19	fapil'a Muña Bupilo ni yo ya n'a tozize,
SIR.46.19	a li, “Ha ni si ka putelela mutu
SIR.46.19	ni yo mukana,
SIR.46.19	i ka ba ka sibyana kamba makatulo.”
SIR.46.19	Mi ha ku na ya n'a hanyelize.
SIR.46.20	Mi hape mwamulaho ha s'a shwile
SIR.46.20	a polofita
SIR.46.20	ni ku zibisa mulena ka za lifu
SIR.46.20	la hae.
SIR.46.20	A tumusa linzwi la hae ka bupolofita
SIR.46.20	a li mwa mubu,
SIR.46.20	ku takula bumaswe bwa batu.
SIR.47.1	 Mwamulaho wa Samuele kwa zuha Natani,
SIR.47.1	ku t'o polofita ka nako ya Davida.
SIR.47.2	 Sina ha ku zwiswa feela lisuzo
SIR.47.2	kwa sitabelo sa buitumelo,
SIR.47.2	ni yena Davida n'a ketilwe cwalo
SIR.47.2	mwa bana ba Isilaele kamukana.
SIR.47.3	A bapala ni litau inge ya bapala
SIR.47.3	ni tupulinyana,
SIR.47.3	mi hape ni libele sina lingunyana
SIR.47.3	za mwa mutapi.
SIR.47.4	Ha n'a sa li mushimani,
SIR.47.4	kana n'a si ka bulaya munna-tuna yani,
SIR.47.4	ni ku zwisa batu mwa maswabi a bona?
SIR.47.4	Ka ku otolola lizoho feela
SIR.47.4	ni ku posa licwe
SIR.47.4	n'a felisize buikuhumuso bwa Goliati.
SIR.47.5	N'a kupile tuso
SIR.47.5	ku Mulena ya Pahami Hahulu,
SIR.47.5	mi ni yena a fa lizoho la hae la
SIR.47.5	la bulyo
SIR.47.5	maata a ku bulaya mulwani yo mutuna,
SIR.47.5	ni ku tumisa maata a banabahabo.
SIR.47.6	Kabakaleo ba mu lumba hahulu
SIR.47.6	kabakala ku tula likiti ze lishumi,
SIR.47.6	ni ku mu tumisa,
SIR.47.6	ba nze ba lumba Mulimu,
SIR.47.6	ba mu fa kuwani ya bulena.
SIR.47.7	N'a tuzi lila mwa maneku kaufela.
SIR.47.7	A timeza Mafilisita
SIR.47.7	ba ba ne ba itwanela kaufela
SIR.47.7	ni ku felisa maata a bona
SIR.47.7	ku fitela kacenu le.
SIR.47.8	Mwa likezo za hae kaufela
SIR.47.8	n'a itumelanga
SIR.47.8	ku Mulimu ya Maata Kaufela ka manzwi
SIR.47.8	a hae a ku lumba.
SIR.47.8	N'a beile pilu ya hae kaufela
SIR.47.8	kwa lipina za hae
SIR.47.8	kabakala lilato la Mubupi wa hae.
SIR.47.9	A beya lihalepa fapil'a katala
SIR.47.9	kuli lipina li be ze nde hahulu
SIR.47.9	ka mulumo wa zona.
SIR.47.10	A lukisa mikiti ye kenile
SIR.47.10	mwa silimo kaufela.
SIR.47.10	Mi cwale batu ba tumisa libizo
SIR.47.10	la Mulena le li kenile,
SIR.47.10	mi sibaka se si kenile sa tuma
SIR.47.10	lizazi kaufela.
SIR.47.11	Muñ'a Bupilo a zwisa libi za hae,
SIR.47.11	mi a mu fa maata kuya kuile.
SIR.47.11	A mu fa bulikani bwa bulena,
SIR.47.11	ni situlo sa kanya mwa Isilaele.
SIR.47.12	A yolwa ki mwana ya butali,
SIR.47.12	ya n'a konile ku pila ka bufumi
SIR.47.12	kabakala ndat'ahe.
SIR.47.13	 Salumoni a busa ka nako ya kozo
SIR.47.13	mi Mulimu a mu fa yona ka nako kaufela
SIR.47.13	kuli a yahe ndu ka libizo la Mulimu,
SIR.47.13	ni ku lukisa sibaka se si kenile
SIR.47.13	se si sa feli kuya kuile.
SIR.47.14	Ha si mo n'o bezi butali, Salumoni,
SIR.47.14	ha n'o sa li yo munca,
SIR.47.14	bati mane ngana ya hao n'e swana
SIR.47.14	inge nuka ye tezi!
SIR.47.15	Ngana ya hao i tala lifasi kaufela,
SIR.47.15	mi u li talize ka lipulelo ze butali.
SIR.47.16	Libizo la hao li il'o fita
SIR.47.16	kwa lioli za kwahule,
SIR.47.16	mi n'o latwa kabakala kozo ya hao.
SIR.47.17	Lipina, linguli ni lipulelo za hao
SIR.47.17	hamoho ni litaluso za hao,
SIR.47.17	li ku bisize mutu ya komokisa hahulu
SIR.47.17	mwa lifasi kamukana.
SIR.47.18	 Ka libizo la Mulena Mulimu,
SIR.47.18	yena ya bizwa Mulimu wa Isilaele,
SIR.47.18	u kubukanyize gauda inge sipi
SIR.47.18	ya makapa feela,
SIR.47.18	ni ku atisa silivela hahulu sina loto.
SIR.47.19	 Kono u ituhelezi ku yembululwa
SIR.47.19	ki basali,
SIR.47.19	mi u bile mutang'a litakazo za hao.
SIR.47.20	U sinyize butumo bwa hao,
SIR.47.20	u silafalize ndu ya hao,
SIR.47.20	mi cwale u tiseza bana ba hao manyando
SIR.47.20	ni maswabi a utwisa hahulu butuku
SIR.47.20	kwa baikulu ba hao.
SIR.47.21	 Mubuso wa kauhana ku ba mibuso
SIR.47.21	ye mibeli
SIR.47.21	mi ku ba Eferaimi kwa zuha mubuso
SIR.47.21	wa petuhelo.
SIR.47.22	 Kono Mulimu n'a si ke a tuhela
SIR.47.22	musa wa hae,
SIR.47.22	kamba ku sa eza z'a n'a sepisize.
SIR.47.22	N'a si ke a timeza baikulu
SIR.47.22	ba y'a iketezi
SIR.47.22	kapa ku sinya lusika
SIR.47.22	lwa mutu ya n'a mu lata.
SIR.47.22	Cwale palonyana ya batu ya siyala
SIR.47.22	ku Jakobo
SIR.47.22	mi Davida yena a fiwa ku simulula
SIR.47.22	lusika.
SIR.47.23	 Salumoni a shwa,
SIR.47.23	a siyela yo muñwi wa bana ba hae
SIR.47.23	kuli a mu yole.
SIR.47.23	Kanti, eshee! N'e li sikuba
SIR.47.23	sa mafelelezo mwa sicaba sa bona,
SIR.47.23	ya n'a si na ngana,
SIR.47.23	ili yena Roboami,
SIR.47.23	wa mulelo o n'o tiselize batu petuhelo.
SIR.47.24	Hape ni yena Jeroboami
SIR.47.24	mwan'a Nebati a fosisa Isilaele,
SIR.47.24	mi a kenya Eferaimi mwa mukwa o maswe
SIR.47.24	wa sibi.
SIR.47.24	Ku tuha foo, libi za bona za ata
SIR.47.24	hahulu luli
SIR.47.24	kuli mane ba zwiswa mwa naha ya bona.
SIR.47.25	Ne ba ezize mikwa kamukana
SIR.47.25	ya bumaswe,
SIR.47.25	ku fitela ba kutisezwa bumaswe.
SIR.48.1	 Cwale mupolofita Elia a zuha
SIR.48.1	sina mulilo,
SIR.48.1	mi manzwi a hae a tuka
SIR.48.1	inge lumonyi.
SIR.48.2	N'e li yena ya n'a ba tiselize
SIR.48.2	tala ye tuna,
SIR.48.2	mi ne i sa li yena ya n'a fukulize
SIR.48.2	palo ya bona ka ku luka kwa hae
SIR.48.2	ku Mulimu.
SIR.48.3	Ka linzwi la Muñ'a Bupilo a kwala
SIR.48.3	pula
SIR.48.3	mi hape a tisa mulilo mwa lifasi
SIR.48.3	halalu.
SIR.48.4	Ha, Elia, ha si mo n'o tumezi
SIR.48.4	ka limakazo za hao!
SIR.48.4	Kana ku na ni ya kona ku itumba
SIR.48.4	sina wena?
SIR.48.5	U zusize mufu kwa bafu
SIR.48.5	ni ku mu zusa mwa libita ka linzwi
SIR.48.5	la Muñ'a Bupilo.
SIR.48.6	U tiselize malena manyando,
SIR.48.6	ni ku zwisa batu ba ba tumile
SIR.48.6	mwa mimbeta ya bona.
SIR.48.7	U utwile manzwi a Mulimu h'a omanya
SIR.48.7	Maisilaele fa Sinai,
SIR.48.7	ni manzwi a likoto fa Horebe.
SIR.48.8	Cwale u beile malena kuli ba kutise
SIR.48.8	bumaswe,
SIR.48.8	ni bapolofita kuli ba ku yole.
SIR.48.9	U kile wa iswa kwa lihalimu
SIR.48.9	ki kakundukundu ka mulilo,
SIR.48.9	ili mwa koloi ya lipizi za mulilo.
SIR.48.10	Ku ñozwi kuli u ka taha ka nako
SIR.48.10	ye tomilwe, u na ni litemuso,
SIR.48.10	ku t'o kuzisa bunyemi bwa Muñ'a Bupilo
SIR.48.10	pili bu si ka ezahala,
SIR.48.10	ku utwanisa bashemi ni bana ba bona,
SIR.48.10	ni ku kutisa ba mishobo ya Jakobo.
SIR.48.11	Ba ta ba ni litohonolo ba ba ku
SIR.48.11	bona,
SIR.48.11	ni ba ba shwezi lilato.
SIR.48.11	Mi ni luna lu ta ba ni bupilo.
SIR.48.12	 Cwale Elia ha s'a ngilwe
SIR.48.12	ki kakundukundu,
SIR.48.12	Elisha a kenwa ki moya wa hae.
SIR.48.12	Mwa bupilo bwa hae kaufela
SIR.48.12	ha ku na mubusi
SIR.48.12	ya kile a mu nyanganyisa,
SIR.48.12	mi ha ku na ya kile a mu koma.
SIR.48.13	 Ne ku si na musebezi
SIR.48.13	o n'o li tata hahulu ku yena,
SIR.48.13	mane nihaili mwa libita mubili
SIR.48.13	wa hae wa polofita.
SIR.48.14	Ha n'a sa pila u ezize limakazo
SIR.48.14	ze komokisa,
SIR.48.14	mane, niha n'a s'a shwile,
SIR.48.14	misebezi ya hae ne i komokisa hahulu.
SIR.48.15	 Kono nihakulicwalo
SIR.48.15	batu ne ba si ka baka,
SIR.48.15	kamba ku tuhela libi za bona,
SIR.48.15	ku fitela ba huhulwa mwa naha ya bona
SIR.48.15	ni ku hasanyezwa mwa lifasi kaufela.
SIR.48.16	Kwa siyala feela batu ba sikakañi,
SIR.48.16	hamoho ni mubusi wa mba ya Davida.
SIR.48.16	Ba bañwi ba ku bona ba eza likezo
SIR.48.16	ze tabisa Mulimu,
SIR.48.16	kono ba bañwi ba ikubukanyeza libi
SIR.48.16	ka buñata.
SIR.48.17	 Ezekiasi a sileleza muleñeni wa hae,
SIR.48.17	mi a lukisa liliba za mezi mwahali.
SIR.48.17	A yepa misima mwa macwe
SIR.48.17	ka lisebeliso za lisipi
SIR.48.17	mi a yepa mwateñi liliba za mezi.
SIR.48.18	 Ka nako ya Ezekiasi,
SIR.48.18	Senakeribi a lwanisa naha,
SIR.48.18	mi a lumela Rabi-Shake.
SIR.48.18	Yoo, a lwanisa Sione ka tata
SIR.48.18	ni ku itumba hahulu ka
SIR.48.18	buikuhumuso bwa hae.
SIR.48.19	Cwale lipilu za bona ni mazoho
SIR.48.19	za njanja,
SIR.48.19	mane ba utwa butuku bo bu swana
SIR.48.19	inge bwa musali ya indukilwe.
SIR.48.20	 Kono ba kupa tuso
SIR.48.20	ku Mulena Mulimu ya musa,
SIR.48.20	ba nze ba nanulezi mazoho mwahalimu.
SIR.48.20	Kapili-pili Mulimu a ba utwa,
SIR.48.20	a li mwa lihalimu,
SIR.48.20	mi a ba lukulula ka lizoho la Isaya.
SIR.48.21	A kena mafulo a Maasiria,
SIR.48.21	mi lingeloi la hae la ba bulaya hahulu.
SIR.48.22	Ezekiasi n'a ezize se si latwa
SIR.48.22	ki Mulimu,
SIR.48.22	a tiile ka mikwa ya ndat'ahe Davida.
SIR.48.22	N'a lutilwe ki mupolofita Isaya,
SIR.48.22	ili munna yo mutuna ya sepahala
SIR.48.22	ka lipono za hae.
SIR.48.23	 Ka linako za hae
SIR.48.23	lizazi li kile la kutela mwamulaho,
SIR.48.23	mi a ekeza kwa bupilo bwa mulena.
SIR.48.24	Ka maata a Mulimu a bona lika
SIR.48.24	za mafelelezo,
SIR.48.24	mi a pilisa hande balili ba Sione.
SIR.48.25	A zibahalisa ze sa taha
SIR.48.25	ku isa kwa mafelelezo a nako,
SIR.48.25	ni lika ze patilwe
SIR.48.25	pili li si ka ezahala kale.
SIR.49.1	 Kupuzo ya Josiasi i swana
SIR.49.1	ni insense
SIR.49.1	ye nunka hande ye lukisizwe
SIR.49.1	ka bukwala,
SIR.49.1	sina munati wa linosi mwa mulomo
SIR.49.1	wa mañi ni mañi,
SIR.49.1	mi i swana inge lipina kwa mukiti
SIR.49.1	wa waine.
SIR.49.2	N'a ezize musebezi o munde
SIR.49.2	wa ku sikulula batu,
SIR.49.2	ni ku zwisa miila ya masila kaufela.
SIR.49.3	A sepa feela Mulimu,
SIR.49.3	mi ka nako ya bumaswe a tiisa batu
SIR.49.3	ka manzwi a Mulimu.
SIR.49.4	Kwand'a Ezekiasi, Josiasi ni Davida,
SIR.49.4	malena kaufela, bona,
SIR.49.4	ne ba ikubukanyezanga bumaswe.
SIR.49.4	Kabakala ku sa tokomela
SIR.49.4	Mulao wa Mulimu,
SIR.49.4	malena ba Juda ba timela.
SIR.49.5	Ba beile maata a bona ku ba bañwi,
SIR.49.5	ni likute la bona kwa sicaba si sili.
SIR.49.6	 Muleneñi o kenile o n'o ketilwe
SIR.49.6	wa ciswa,
SIR.49.6	mi mikwakwa ya ona ya siyala
SIR.49.6	ili matota feela,
SIR.49.6	sina mw'a n'a bulelezi mupolofita
SIR.49.6	Jeremia.
SIR.49.7	Kono ne ba mu nyandisize,
SIR.49.7	niha n'a ezizwe mupolofita pili a si
SIR.49.7	ka pepwa,
SIR.49.7	ku t'o kumaula, ku sinya ni ku lutulula,
SIR.49.7	kono hape ku yaha ni ku cala.
SIR.49.8	 Ezekiele n'e li yena ya n'a boni
SIR.49.8	pono ya kanya,
SIR.49.8	ya n'a bonisizwe ki Mulimu,
SIR.49.8	i nze i beilwe fa koloi ya mangeloi.
SIR.49.9	A ekeza ku bulela ka za Jobo,
SIR.49.9	ya n'a ezanga lika ze lukile kamita.
SIR.49.10	Haili ka za bapolofita ba lishumi
SIR.49.10	ka ba babeli,
SIR.49.10	ba pumbuke hande mwa libaka mo ba inzi
SIR.49.10	kakuli ne ba ezize Jakobo hande
SIR.49.10	ni ku mu pulusa ka tumelo ni sepo.
SIR.49.11	 Lu ta kona cwañi ku lumba Zerubabele
SIR.49.11	ya n'a bonahala inge lisale la bulena
SIR.49.11	li kwa lizoho la bulyo?
SIR.49.12	 Hape kihona mw'a n'a inezi Joshua
SIR.49.12	mwan'a Jozadaki.
SIR.49.12	Ba, ki bona ba ba ne ba yahile Tempele
SIR.49.12	ka nako ya bona,
SIR.49.12	ni ku fumanela Mulena Mulimu batu
SIR.49.12	ba ba kenile,
SIR.49.12	ba ba lukiselizwe kanya ye sa feli
SIR.49.12	kuya kuile.
SIR.49.13	 Ki ye tuna ni yona kupuzo ya Nehemia,
SIR.49.13	ya yahile sinca mamota a luna
SIR.49.13	a n'a s'a lutuluzwi.
SIR.49.13	U tomile minyako ni mikwalelo,
SIR.49.13	ni ku yaha sinca mandu a luna.
SIR.49.14	Ku ba ba bupilwe mwa lifasi
SIR.49.14	kaufela,
SIR.49.14	ha ku na ni ya n'a likana ni Enoke,
SIR.49.14	kakuli yena n'a isizwe kwa lihalimu.
SIR.49.15	Hape ku ba ba pepilwe
SIR.49.15	ha ku na ya likana ni Josefa,
SIR.49.15	mueteleli wa banabahabo,
SIR.49.15	ni musilelezi wa batu ba hae,
SIR.49.15	mi masapo a hae n'a kutekwa ki batu.
SIR.49.16	Sema ni Seta ne ba kutekehile
SIR.49.16	mwahal'a batu kaufela,
SIR.49.16	kono ya n'a fita libupiwa kamukana
SIR.49.16	n'e li Adama.
SIR.50.1	N'e li Simoni muprisita yo muhulu,
SIR.50.1	mwan'a Oniasi,
SIR.50.1	ya n'a lukisize sinca Tempele
SIR.50.1	ka nako ya bupilo bwa hae,
SIR.50.1	mi mwa mazazi a hae a sileleza sibaka
SIR.50.1	se si kenile.
SIR.50.2	A eza mutomo wa limota
SIR.50.2	le ne li potolohile Tempele,
SIR.50.2	ili mutomo o mukima hahulu.
SIR.50.3	Ka nako ya hae kwa yepwa siliba
SIR.50.3	sa mezi,
SIR.50.3	se ne si swana ni liwate.
SIR.50.4	Ka ku lata ku pulusa batu
SIR.50.4	kuli ba si ke ba timela,
SIR.50.4	a sileleza muleneñi ka tata kuli lila,
SIR.50.4	niha li ka u beya mwahali,
SIR.50.4	li palelwe ku kena.
SIR.50.5	Ha si mw'a n'a bezi ni maata
SIR.50.5	h'a beilwe ki batu mwahali,
SIR.50.5	h'a zwa mwa Sibaka se si Kenile Hahulu,
SIR.50.5	se si beilwe masila!
SIR.50.6	N'a swana inge naleli ya kakusasana
SIR.50.6	mwahal'a malu,
SIR.50.6	ni kweli ha i se i li kwa busweu.
SIR.50.7	N'a bonahala bunde hahulu
SIR.50.7	sina lizazi le li benya fa Tempele,
SIR.50.7	ni ku swana ni nambwamutalati
SIR.50.7	ya benya fa malu a kanya.
SIR.50.8	A benya hande sina lipalisa
SIR.50.8	ha li tubula,
SIR.50.8	ni mulilima mwa mezi.
SIR.50.8	N'a swana sina palisa ye nunka hande
SIR.50.8	ka nako ya litabula,
SIR.50.8	ni wa insense ye fa mulilo.
SIR.50.9	Hape n'a buheha hande hahulu
SIR.50.9	sina piza ya gauda ye tulilwe,
SIR.50.9	i kabisizwe ka macwe a mande
SIR.50.9	a mibala ya mifuta-futa.
SIR.50.10	N'a swana ni kota ya olive
SIR.50.10	ye shakatezi miselo ye miñata,
SIR.50.10	kapa inge kota ya kiprese ye telele
SIR.50.10	ha i lendile ku y'o fita kwa malu.
SIR.50.11	H'a apala siapalo sa hae sa kanya,
SIR.50.11	ni ku ikabisa ka bunde
SIR.50.11	bo bu swanela luli,
SIR.50.11	mi h'a ya kwa katala ka ka kenile,
SIR.50.11	n'a hulisa sibaka se si kenile
SIR.50.11	ka maata a hae.
SIR.50.12	H'a amuhela likabelo mwa mazoho
SIR.50.12	a baprisita,
SIR.50.12	a yemi kwatukw'a mulilo wa katala
SIR.50.12	mi a beilwe mwahali ki buñata
SIR.50.12	bwa banabahabo,
SIR.50.12	a swana inge kota ye nca ya sidare
SIR.50.12	ya Lebanoni,
SIR.50.12	sina ye mwahal'a sikwenda sa mikoma.
SIR.50.13	Bana ba Aruni kaufela ka maata
SIR.50.13	a bona,
SIR.50.13	ha ba nze ba sweli limpo za Muñ'a Bupilo
SIR.50.13	mwa mazoho,
SIR.50.13	ba yema fapil'a mukopano wa Isilaele
SIR.50.13	kaufela.
SIR.50.14	Mi yena a feza lisebelezo
SIR.50.14	kwa katala ni ku beela hande
SIR.50.14	Mulena Mulimu ya Maata Kaufela limpo.
SIR.50.15	A swala sinwelo,
SIR.50.15	mi a sela mpo ya waine mwatas'a katala,
SIR.50.15	i be muunko o munde hahulu
SIR.50.15	ku ya Maata Kaufela,
SIR.50.15	Mulena wa linto kamukana.
SIR.50.16	Cwale ka yona nako yeo
SIR.50.16	bana ba Aruni ba huweleza
SIR.50.16	ni ku liza litolombita za bona
SIR.50.16	za sipi.
SIR.50.16	Ba eza mulumo o munde hahulu,
SIR.50.16	o utwahala,
SIR.50.16	kuli i be kupuzo
SIR.50.16	ku Mulimu ya Maata Kaufela.
SIR.50.17	Cwale kapili-pili batu kamukana
SIR.50.17	hamoho ba wela fafasi ku kuteka
SIR.50.17	Mulen'a bona,
SIR.50.17	yena Mulimu ya Pahami Hahulu,
SIR.50.17	ya Maata Kaufela.
SIR.50.18	Mi baopeli ba kala ku opela
SIR.50.18	lipina ze nde hahulu
SIR.50.18	za ku lumbeka Mulimu,
SIR.50.18	ka manzwi a bona a mande hahulu.
SIR.50.19	Batu ne ba eza cwalo ba nze
SIR.50.19	ba lapela fapil'a hae,
SIR.50.19	yena ya musa hahulu,
SIR.50.19	ku fitela musebezi wa Muñ'a Bupilo
SIR.50.19	u fela
SIR.50.19	mi ni yona sebelezo ya fela.
SIR.50.20	 Cwale kihona a taha ku t'o nanulela
SIR.50.20	mazoho a hae fahalimw'a
SIR.50.20	bana ba Isilaele kamukana,
SIR.50.20	ku ba fa limbuyoti za Mulimu
SIR.50.20	ze zwa mwa mulomo wa hae,
SIR.50.20	ha s'a bile ni litohonolo la ku bulela
SIR.50.20	Libizo la Muñ'a Bupilo le li Kenile.
SIR.50.21	Ku tuha foo hape batu ba inama
SIR.50.21	hahulu
SIR.50.21	ku amuhela tohonolofazo ye zwa
SIR.50.21	ku Mulena Mulimu ya kwa lihalimu.
SIR.50.22	Cwalehe, mu lumbeke Mulimu
SIR.50.22	wa linto kaufela,
SIR.50.22	ya eza likezo ze tuna mwa lifasi
SIR.50.22	kamukana,
SIR.50.22	ya kondisize mazazi a luna
SIR.50.22	lu sa li mwa limba,
SIR.50.22	mi u lu ezize ka musa.
SIR.50.23	A lu fe lipilu ze tabile,
SIR.50.23	mi a lu tiseze kozo ka nako ya luna,
SIR.50.23	mwa Isilaele kuya kuile.
SIR.50.24	Musa wa hae u sepahale hande ku luna,
SIR.50.24	mi ka nako ya luna a lu sileleze.
SIR.50.25	Ku na ni macaba a mabeli a sa latwi
SIR.50.25	ki pilu ya ka,
SIR.50.25	mi sa bulalu ha si sicaba
SIR.50.25	ni hanyinyani.
SIR.50.26	Ki bañi ba Lilundu la Seiri
SIR.50.26	ni Mafilisita,
SIR.50.26	ni likuba zeo ze pila kwa Sikemi.
SIR.50.27	Tuto ya butali ni zibo i ñozwi
SIR.50.27	mwa buka ye,
SIR.50.27	ki Jesu mwan'a Sira wa Eleazare,
SIR.50.27	wa mwa Jerusalema,
SIR.50.27	ya tisize hahulu butali bo bu zwa
SIR.50.27	mwa pilu ya hae.
SIR.50.28	U litohonolo mutu ya ipatehisa
SIR.50.28	ka zona lika ze,
SIR.50.28	mi u ba ni butali ka ku li buluka
SIR.50.28	mwa pilu.
SIR.50.29	Haiba a li sebelisa u ka tiya
SIR.50.29	mwa lika kamukana,
SIR.50.29	kakuli liseli la Muñ'a Bupilo ki yona
SIR.50.29	nzila ya hae.
SIR.51.1	Ni ta itumela ku wena,
SIR.51.1	Mubusi ni Mulena,
SIR.51.1	ni ku ku lumbeka, wena Mulimu,
SIR.51.1	mupulusi wa ka,
SIR.51.1	mi ni itumela kwa libizo la hao.
SIR.51.2	U bile musilelezi ni mutusi wa ka,
SIR.51.2	mi u pilisize mubili wa ka kwa lifu,
SIR.51.2	kwa lulaba lwa lulimi lo lu buhata
SIR.51.2	ni kwa milomo ye bulela buhata.
SIR.51.2	Fapil'a nyangela u bile mutusi wa ka
SIR.51.2	mi u ni pulusize.
SIR.51.3	U ni pulusize ka butuna bwa musa
SIR.51.3	ni libizo la hao,
SIR.51.3	kwa meeno a ikweca a ba ba ne ba bata
SIR.51.3	ku ni tafuna,
SIR.51.3	kwa mazoho a ba ba ne ba bata bupilo
SIR.51.3	bwa ka,
SIR.51.3	ni kwa manyando a mañata a ni tahezi.
SIR.51.4	U ni pulusize kwa ku cisa ko kutuna,
SIR.51.4	ni mwahal'a mulilo
SIR.51.4	o ne ni si ka tukisa.
SIR.51.5	U ni pulusize ni mwa butungi
SIR.51.5	bwa mwa libita,
SIR.51.5	ni kwa lulimi lo lu silafezi,
SIR.51.5	ni kwa linzwi la buhata,
SIR.51.5	ni kwa lipulelo za buhata
SIR.51.5	fapil'a mulena.
SIR.51.6	Moya wa ka n'o s'o li fakaufi ni lifu,
SIR.51.6	mi ne ni se ni li mwa libita.
SIR.51.7	Ne ba ni beile mwahali mwa maneku
SIR.51.7	kaufela,
SIR.51.7	mi ne ku si na ya n'a ka ni tusa.
SIR.51.7	Na bata ya n'a ka ni tusa,
SIR.51.7	kono na mu tokwa.
SIR.51.8	Cwale na hupula sishemo sa hao,
SIR.51.8	Muñ'a Bupilo,
SIR.51.8	ni likezo za hao ku kala kwa linako
SIR.51.8	za kwaikale,
SIR.51.8	m'o silelezanga ba ba ku sepile
SIR.51.8	hahulu
SIR.51.8	ni m'o ba pulusezanga kwa maata
SIR.51.8	a lila za bona.
SIR.51.9	Cwale na eza tapelo ya ka,
SIR.51.9	ni li mwa lifasi.
SIR.51.9	Na kupa ku zwiswa mwa lifu.
SIR.51.10	Na kupa ku Mulimu,
SIR.51.10	ndat'ahe Mulen'a ka, na li,
SIR.51.10	“U si ke wa ni siya ka lizazi
SIR.51.10	la manyando,
SIR.51.10	ka nako ye ni ka palelwa
SIR.51.10	ku itamulela kwa baikuhumusi.
SIR.51.10	Ni ka tumisa libizo la hao kuya kuile,
SIR.51.10	ni ku li lumbeka hahulu ka lipina
SIR.51.10	za buitumelo.”
SIR.51.11	Mi cwale tapelo ya ka ya amuhelwa,
SIR.51.11	kakuli u ni pulusize kwa lifu
SIR.51.11	mi u ni silelelize ka nako ya bumaswe.
SIR.51.12	Mi kikabakaleo ni ta itumela ku
SIR.51.12	ku wena ni ku ku lumbeka,
SIR.51.12	mi ni ka tumisa libizo la Muñ'a Bupilo.
SIR.51.13	Ha ne ni sa li mwanana,
SIR.51.13	pili ni si ka kala ku zamaya misipili,
SIR.51.13	na kupa hahulu butali mwa litapelo
SIR.51.13	za ka.
SIR.51.14	Ha ni li kwand'a Sibaka se si Kenile
SIR.51.14	ne ni lapelelanga butali,
SIR.51.14	mi ni ka zwelapili ku bu bata
SIR.51.14	kuya kuile.
SIR.51.15	Kamita pilu ya ka ne i lakaza butali
SIR.51.15	feela,
SIR.51.15	mi ku kala ni sa li mwanana
SIR.51.15	ni bu latelezi hande ni sa latehi.
SIR.51.16	Ka ku teeleza feela ni konile
SIR.51.16	ku bu amuhela,
SIR.51.16	mi ni fumani hahulu tuto ku bona.
SIR.51.17	Kabakala bona ni se ni zwezipili.
SIR.51.17	Kanya i be ku yena ya ni file butali!
SIR.51.18	Kakuli ni tundamezi ku bu sebelisa,
SIR.51.18	kaniti ni latelezi se sinde,
SIR.51.18	mi ha ni na ku swabiswa.
SIR.51.19	Ni lwanezi butali ka pilu
SIR.51.19	ya ka kaufela,
SIR.51.19	mi ni bile ya tiile hahulu
SIR.51.19	ka ku buluka Mulao.
SIR.51.19	Ni nanulezi mazoho a ka mwahalimu,
SIR.51.19	ni ku bu kupa hahulu kuli ni be ni bona.
SIR.51.20	Ni bu isize pilu,
SIR.51.20	mi ni bu fumani ka ku bu batisisa hande.
SIR.51.20	Cwale kakuli pilu ya ka i kumalezi
SIR.51.20	ku bona ku zwa kwa makalelo,
SIR.51.20	kabakaleo ha ni na ku lateha ni kamuta.
SIR.51.21	Cwale pilu ya ka ha i latile hahulu
SIR.51.21	ku bu fumana,
SIR.51.21	ni se ni fumani siluwo se sinde.
SIR.51.22	Mi mupuzo w'a ni file Muñ'a Bupilo
SIR.51.22	ki lulimi,
SIR.51.22	lo ni ka mu lumbeka ka lona ka lipina.
SIR.51.23	Mu sutelele ku na,
SIR.51.23	mina mu si ka laelwa,
SIR.51.23	mi mu be mwa sikolo sa ka.
SIR.51.24	Mu bilaelelañi bakeñisa ku tokwa
SIR.51.24	lika ze,
SIR.51.24	mioya ya mina ha i nz'e li nyolezwi?
SIR.51.25	Na kwalula mulomo wa ka, mi na li,
SIR.51.25	“Mu bu leke ku si na mali.
SIR.51.26	Mu inamise milala ya mina mwatas'a
SIR.51.26	joko ya bona,
SIR.51.26	mi mioya ya mina i fumane tuto,
SIR.51.26	kakuli bu fakaufi ku ba ba bu bata.
SIR.51.26	Mi ku ba ba sepahala, kwa fumaneha.
SIR.51.27	Mu iponele mo bu konezi
SIR.51.27	bunyinyani bwa likezo za ka
SIR.51.27	ku ni fumanela kozo ye tuna cwalo.
