MAT.1.1	Kitabu cha mbuli ya Yesu Kilisito, ṅwana Dawidi, ṅwana Abulahamu: 
HEB.2.9	Ivi lushe nkatizati tione kuti: Vyoshe vyamwitika. Kuja kuγamba: Azashiγazwa hadodo, afanane na walau, taona, vizabontoka kwa Yesu, akifa na kulumiziγwa, kangi akibinda azahambiγwa na utana, azagimbikwa, kangwe icho kifa achimdomelele kila muntu kwa mbazi ya Mulungu. 
HEB.2.10	Ni kwa mbuli ya uyu, kuti vyoshe vi haha, kangi ivi vyoshe vizaumbiγwa ndiye; uyu azaiγala wangi kwe utana, viya ni wanangwa; miya kwa kuti ni mulongezi ywa uhonya wawe, vizanamtala, abontole ndimangwa na kulumiziγwa.
HEB.2.11	Hambu yuja mweṅaza na waja weṅazwa waanduka kwa muṅwe, ne vyeleka, yuja akisheona shoni kuwaitanga wanduγu, 
HEB.2.12	akiγamba: Wanduγu wangu nitawabilikila zina jako, nitakuimbila mwe bumba gati. 
HEB.2.13	Vituhu aγamba: Imi nezenimwalile uyu! Kangi vituhu: Shimi haṅwe na wana, Mulungu aninkilewo! 
HEB.2.14	Kwa kuti awa wana woshe wana mili ye mpome na nyama, yohena azaγuwa ṅwili we ivyoho, kangwe na kufa kwakwe amubushe yuja mwena nguvu ya kifa, ni Satani, 
HEB.2.15	kangwe awakombole waja, ndiwo wakitoziγwa mwe upuna ni woγa wa kufa mishi yawe yoshe. 
HEB.2.16	Kumbe siwo walau, awopikila, miya ni mbeleko ya Abulahamu, ayopikila. 
HEB.2.17	Kwa inu mbuli vizamtala kulanana na wanduγu wakwe mwe mbuli zoshe, kangwe awaγalukile mvikizi mkulu kwa Mulungu mwena utungu mwekoolela, adahehoza uhuza wa wantu. 
HEB.2.18	Hambu viya, ndivyo akiγeziγwa navyo, ndivyo akilumiziγwa navyo, adaha kuwaambiza weγeziγwa.
HEB.3.1	Kwa ivyoho, wanduγu waṅazi, mweitangwa haṅwe na imi na mwitango wa kilwingu, mtongonyezei Yesu, kuti ni ntuṅwa na mvikizi mkulu, tiyemtogola! 
HEB.3.2	Azamkoolela yuja amteγileye sa viyaho vya Mose na chengo chakwe choshe. 
HEB.3.3	Kangi uyu azafilwa mbazi na kuinkwa utana ukulu kuzinka uja wa Mose, kwa kuti yuja mtakuzenga agimbikwa kuzinka nyumba. 
HEB.3.4	Hambu kila nyumba izengwa ni muntu, miya mweteγa vyoshe ni Mulungu. 
HEB.3.5	Kweli Mose azakoolela na chengo chakwe choshe, kuti ni mupuna; ne avyolonga uwona wa viya, ndivyo vilongwe. 
HEB.3.6	Miya Kilisito azaitika viya ni ṅwenye nyumba, kuti ni ṅwanangwa. Kangi ishwi ti nyumba yakwe, ati tatozesha kweli mpaka bindilizo nyemi na ntogolo, tiyoalila.
HEB.3.7	Ne mpeho mṅazi avyolonga: Lelo mkiiva kanwa chakwe, 
HEB.3.8	mshetoγeshe myoyo yenyu sa haja mkizanishwika uko mwe nyika uja mushi mkiγeziγwa! 
HEB.3.9	Aho wababa zenyu wazaniγeza, wanibunkule, ne wahoona miγoshwele yangu mavuli milongo mine. 
HEB.3.10	Ne vilekilevyo, iyo mbali ikikanikweza maya, nikiγamba: Kale na kale waazaγanyiγwa ni myoyo yawe, washetaile, sila zangu. 
HEB.3.11	Kwa maya yangu nizakilisha kuγamba: 
HEB.3.12	Wakashetaingila kwe hemelo jangu! Wanduγu, olelai, kwenyu kusheoneke muntu mwena moyo mubada ushiwotozesha, weuka kwa Mulungu mwe moyo! 
HEB.3.13	Miya shundanai kila mushi, kuke inu mishi, kangwe kusheoneke muntu kwenyu mwezatoγeshiγwa moyo ni lufyo lwa uhuza! 
HEB.3.14	Hambu tizaγaluka weyae wa Kilisito, ntoγo titozeshe kialilo chetu cha kivoko, chishetiaγile mpaka bindilizo. 
HEB.3.15	Hakiγangwa: Lelo mkiiva kanwa chakwe, mshetoγeshe myoyo yenyu, sa haja mkizanishwika, 
HEB.3.16	waivilewo ndiwo wakimshuka ni wahi? So woshe walaviγwewo Egiputa ni Mose? 
HEB.3.17	Kangi ni wahi ndiwo wakimkweza maya mavuh milongo mine? So waja wabanilewo, ndiwo wakiashiziγwa vimba nyika? 
HEB.3.18	Akilishize kwa mbuli ya wahi kuγamba: Washezaingila kwe hemelo jakwe, ati siwo waja, ndiwo wakisheitika? 
HEB.3.19	Kangi taona, kuti nkawadahile kuingila kwa mbuli ya kushetozesha kwawe.
HEB.4.1	Lushe mishi inu, uwo msuhi wa kuzaingila kwe hemelo jakwe u hsho, tiingilwe ni woγa, kangwe kwenyu kusheoneke muntu mweγamba: Nizabinda kuukosa. 
HEB.4.2	Hambu hata ishwi tizabilikilwa sa waja; miya waja iyo mbuli, waivileyo, nkaiwahonyize, hambu waja waivilewo nkawaitozeshe. 
HEB.4.3	Hambu ishwi tetozesha ne ndiwo nezetiingile kwe hemelo jakwe, sa alongilevyo: Kwa maya yangu nizakilisha kuγamba: Wakashetaingila kwe hemelo jangu! Kangi ndima ziiteγiγwe, shi ishizati iumbiγwe. 
HEB.4.4	Hambu mbuli ya mushi wa mfungate azailonga kuγamba: Mushi wa mfungate Mulungu azahemela ndima zakwe zoshe. 
HEB.4.5	Kangi aha akiγamba: Wakashetaingila kwe hemelo jangu!, 
HEB.4.6	ivyoho vyamanyika kuti: Hana ndiwo nezewajiingile; miya waja waandiilewo kubilikilwa nkewajiingile kwa mbuli ya kushetozesha kwawe. 
HEB.4.7	Lushe mishi ikibinda kuzinka mingi, aika mushi mtuhu, ni unu wa lelo, akilonga na kanwa cha Dawidi, sa vilongiγwevyo ṅwande: Lelo mkiiva kanwa chakwe, mshetoγeshe myoyo yenyu! 
HEB.4.8	Ati Yosuwa azawaiγala kwe hemelo, anga nkalongile mushi mtuhu we nyuma.
HEB.4.9	Ne vyeleka, tikiγamba: Mbali ya Mulungu ikeikilwe hemelo. 
HEB.4.10	Hambu muntu akibinda kuingila kwe hemelo jakwe, yohe ahemela ndima zakwe, sa Mulungu ndivyo akihemela ziya zakwe. 
HEB.4.11	Lushe netikihime, tiingile kwe jiya hemelo, kangwe kusheoneke muntu mweazaγanyiγwa ni uwo msimo wa kusheitika! 
HEB.4.12	Hambu mbulingwa ya Mulungu i moyo, ina nguvu, yashenga kuzinka shime yena nyino mbili, kangi yaingilisha, shuti itanye moyo na mpeho, uzumo na mavuha, yabunkula fanyanyi na ntongonyezi za myoyo. 
HEB.4.13	Nkahana che moyo chishichobunkulwa ndiye; akiolela, vyoshe vi lushi, viya vitekizuia; mbuli ya uyu ne tiyolonga.
HEB.4.14	Tina mvikizi mkulu akwezileye mwe lwingu, ni Yesu, ṅwana Mulungu, kwa ivyoho netitoze tivyolonga! 
HEB.4.15	Hambu nkatina mvikizi mkulu ashinaye mbazi na manyonge yetu, hambu yohe azaγeziγwa na mbuli zoshe sa ishwi, kuti nkabanile. 
HEB.4.16	Lushe netitimile kitingwa cha mbazi na nyemi, kangwe tionelwe utungu, tifilwe mbazi, ndiho uvunizi uezeutikombaγanye.
HEB.5.1	Hambu kila mvikizi mkulu mweγwiγwa kwa wantu agimbikwa kwa mbuli ya wantu, awabindile viya vya Mulungu, ahoze uhuza wawe na kumwiγaila Mulungu ṅombe za mviko, wantu wazolavya. 
HEB.5.2	Uyu adaha kuona ukiwa haṅwe na waja wehatumatuma na waja washitailawo, hambu yohena atoziγwa ni unyonge; 
HEB.5.3	kwa unu unyonge shuti ahoze uhuza wakwe ṅwenye vivyoho, sa avyokahoza uja wa wantu.
HEB.5.4	Kangi nkahana mwekigimbika ṅwenye, miya ateitangwa ni Mulungu, sa ndivyo Aloni akiitangwa. 
HEB.5.5	Ivyoho hata Kilisito nkakigimbike ṅwenye, aγaluke mvikizi mkulu, miya ni yuja amlongileye: Iwe u ṅwanangu, imi nizakuvyala lelo. 
HEB.5.6	Kangi hatuhu aγamba: Iwe u mvikizi kale na kale, sa Melikisedeki ndivyo ai mvikizi. 
HEB.5.7	Mishi, ndiyo akiikala na ṅwili wa kimuntu, azamhembeleza, azamkemela na mikemele yena nguvu, azamlilila yuja mwedaha kumhonya mwe kifa, kangi azaiviγwa ndiye, azaushiγwa woγa. 
HEB.5.8	Kweli ne ai ṅwanangwa, miya mwe viya alumilevyo ne ahinilemo kuitika. 
HEB.5.9	Mbuli yakwe ikibontoka, lushe woshe wemwitika azawaγalukila chandusho cha uvunizi wekalama, 
HEB.5.10	aho akiitangwa ni Mulungu mvikizi mkulu mwe ivyoho, sa ndivyo Melikisedeki ai mvikizi.
HEB.5.11	Aha hana mbuli nyingi za kulonga zena ntoγo za kufumbula, kwa kuti mashikilo yenyu nkayana kinyanyi cha kuiva. 
HEB.5.12	Inywi vizamitala kale kufuza wenyu, miya lushe wenye mwaagiziγwa ni kufuziγwa vituhu mbuli za Mulungu za kuandiila, mwaagiziγwa vituhu ni mele, nkande ndala nkamzidaha. 
HEB.5.13	Hambu kila mweinkwa mele nkazati ataile mbulingwa ye utanda, hambu ake mnkebe. 
HEB.5.14	Miya nkande ndala ni za wantu wagima; hambu awa, kwa viya wavyokizweza, myoyo yawe izatenda kinyanyi cha kufikataila mbuli, ati ni ntana, ati ni mbada.
HEB.6.1	Miya netileke lushe mbuli ya Kilisito ya kuandiila, titimile ziya za kubontola! Tisheandiile vingi kumibuza aha ha kuγamba: Towai hulu ndima zekoma, mumtozeshe Mulungu! 
HEB.6.2	Mufuziγwe mbuli ya kubatizwa, ya kubadikilwa mikono, mbuli ya ufufuki wa wafilewo na ya mlaho wa ukalami. 
HEB.6.3	Ivi nezetiviγoshole, ati Mulungu atikundiza. 
HEB.6.4	Hambu waja wabindilewo kulangazwa myoyo na kudomela viya vya kilwingu, tivyoinkwa na kupangilwa mpeho ṅazi, na kudomela mbuli ya Mulungu, 
HEB.6.5	kuti ni ntana, hata kudomela nguvu za mishi, ndiyo ilawile: 
HEB.6.6	Ati we ivyoho wazauya na nyuma, lushe nkavizadahikana kuwauza uhya, wahitule ntongonyezi zawe, hambu wafanana viya watemkoma ṅwanangwa ywa Mulungu vituhu haṅwe na kumluvya. 
HEB.6.7	Hambu shi ikikoleza fula yekaigweela yavyala viya vyetamila waja walimilewo, yaṅazwa mesho ni Mulungu. 
HEB.6.8	Miya ati yavyala miwa na ntuula, izabunkuka, kuti ni ya bule, izabuliza kulanwa, bindilizo jakwe ni kuokwa. 
HEB.6.9	Miya wanduγu, hata tikilonga ivyoho, inywi tamialila kuti: Viya vitana vyetinka uhonya, mima navyo. 
HEB.6.10	Hambu Mulungu nkana mbifya akijala ndima yenyu na lukundisho, ndilo mkikundisha nalo zina jakwe mkitumikila waṅazi kale mpaka mishi inu. 
HEB.6.11	Miya talondesha, kila muntu kwenyu akihime sa ivyoho hata kwa mbuli ya kialilo, mchitozeshe choshe mpaka bindilizo, kangwe msheleγele, 
HEB.6.12	miya mtongele waja wepala viya, waikilwevyo kilaγa, kwa kuti wazatozesha na kuzizimiza.
HEB.6.13	Mulungu akimwikila Abulahamu kilaγa azakilisha naye ṅwenye, hambu ne aishina vikulu kumzinka, ndivyo akilishe navyo, 
HEB.6.14	azaγamba: Nezenikuṅaze mesho, nezenikuγalushe mbali nkulu! 
HEB.6.15	Kangi akizizimiza vivyoho, azaona viya vya kilaγa. 
HEB.6.16	Hambu wantu wakilisha na yuja mwewazinka ukulu, kangi kuja kukilisha kwabinda mikanano yawe yoshe na kubontola mbuli. 
HEB.6.17	Kwa kuti Mulungu azakundisha kuwaonyesha wapazi wa kilaγa kuti: Viya avyokunda nkavihitulwa, ne vilekilevyo, akikilisha. Kangwe mbuli mbili zishizohitukilana, 
HEB.6.18	kwa kuti Mulungu nkadsha kuhenya, zitihimile na nguvu ishwi, ndiwo tikimγulukila, tidahetozesha ichi kialilo, ticholonga. 
HEB.6.19	Ne tichona nacho, viya ni kitozezo cha moyo chishichochopoka, chetoza vitana, chetiingiza na muja ndai, ndimo tikifingiziγwa ni jiya shuke. 
HEB.6.20	Hambu Yesu mwetilongwela sila azamwingila aho akiγaluka mvikizi mkulu ywa kale na kale, sa ndivyo Melikisedeki ai mvikizi mkulu.
HEB.7.1	Uyu Melikisedeki ne ai zumbe ywa Salemu, kangi mvikizi ywa Mulungu mwe uko ulanga; azamsingila Abulahamu, akiγotoka kwe nkondo ya wazumbe, azamhongeza. 
HEB.7.2	Abulahamu azamupangila fungu ja kumi ja mitahe yoshe. Bosi aitangwa zumbe mwe utanda, vikibinda aitangwa zumbe ywa Salemu, ni kuγamba: Zumbe mwe utondolo; 
HEB.7.3	nkana ishe, nkana nine, wababa zakwe wohe nkawatailikana, hata mishi yakwe iandiileho, kangi ihitileho kwa heleia, vyoshe nkavitailikana, kwa ivyoho afanyanyiγwa na ṅwanangwa ywa Mulungu, ni mvikizi kale na kale. 
HEB.7.4	Olelai, uyu muntu avyokula, baba ywetu mkulu Abulahamu yohena akimunka fungu ja kumi ja mitahe! 
HEB.7.5	Kweli wana Lewi waγwilewo ndima ya uvikizi wazalaγiliziγwa kulavya mbalingwa, ni wanduγu wawe, fungu ja kumi kwa uwo mulomo, kangi ne walawilewo mwe ṅwili wa Abulahamu. 
HEB.7.6	Miya yuja, ashiyetailikana kwawe wababa zakwe, azamlavya Abulahamu fungu ja kumi, azamhongeza yuja ṅwenye misuhi. 
HEB.7.7	Nkavina mkanano kuti: Kidodo chiṅazwa mesho ni kikulu. 
HEB.7.8	Ivyoho wantu wefa ne wekaγuwa mafungu ya kumi, miya uko ni mwelongelwa uwona kuti: A moyo. 
HEB.7.9	Ati vyadahikana kulonga uko, haṅwe na Abulahamu hata Lewi mwekaja fungu ja kumi azalaviγwa ijo fungu ja kumi. 
HEB.7.10	Hambu ake mumo mwe ṅwili wa ishe, aho Melikisedeki akimhongeza uyu.
HEB.7.11	Ati ndimangwa izadaha kubontoleziγwa ni uvikizi wa wana Lewi — kangi ija mishi yawe mbalingwa izainkwa milomongwa — anga vyalongwa vyai: Shuti kulawile mvikizi mtuhu, sa ndivyo Melikisedeki ailivyo? Vyangashelongwa: Sa ndivyo Aloni ailivyo? 
HEB.7.12	Hambu uvikizi ukihitulwa, mulomongwa wohe shuti uhituke. 
HEB.7.13	Hambu yuja mwelongwa ivyoho, aanduka mwe mbali ntuhu ishiγosholeyo ndima ya uvikizi, hata muntu muṅwe. 
HEB.7.14	Hambu vyatailikika, kuti Zumbe ywetu aanduka mwa Yuda, kangi inu mbali Mose nkailaγilize hata mbuli ya wavikizi. Inu mbuli yaisiiza kutailikika na aho, 
HEB.7.15	kukilawila mvikizi mtuhu, ndiye afanane na Melikisedeki, 
HEB.7.16	hambu uyu nkalawile kwa mulomo weanduka kwa miaγilizo wa kiinushi, miya alawile kwa nguvu ya nkalamo ishiyobanika. 
HEB.7.17	Hambu alongelwa uwona kuti: Iwe u mvikizi kale na kale, sa ndivyo Melikisedeki ailivyo. 
HEB.7.18	Na inu mbuli uwo mulomo wa kale uushiγwa kwa mbuli ya unyonge wakwe, kangi nkaudahile kubontola ndima yakwe; hambu mulomo nkaubontoleza; 
HEB.7.19	ne kuhoingiziγwa kialilo chetama kuzinka, ichi ne ndicho timubwile Mulungu nacho. Kangi nkaviγosholwe na kushekilisha; 
HEB.7.20	hambu waja wazaγaluka wavikizi, Mulungu aishikilishize, miya kwa mbuli ya uyu azakilisha akimuti: 
HEB.7.21	Zumbe azakilisha, kangi nkezeaihilwe ndivyo: Iwe u mvikizi kale na kale. 
HEB.7.22	Kwa ivyoho Yesu azaγaluka mguha ywa kilaγa chekula kuzinka chiya.
HEB.7.23	Kangi waja ni wangi waγalukewo wavikizi, kwa kuti wazafingiziγwa nkalamo ni kifa; 
HEB.7.24	miya uyu, kwa kuti akalama kale na kale, atoza uvikizi wakwe vivyoho, nkaumambuka. 
HEB.7.25	Ne vyeleka, akidaha kuhonya kale na kale waja wemwizila Mulungu kwa mbuli ya uyu, hambu a moyo kale na kale, kangwe adahewalongela. 
HEB.7.26	Hambu mvikizi mkulu mwetiagiza ni yuja ashiye mhuza, ashiye mubada, ashiye mumasa, ashiyeangilana na wahuza, mwekula kuzinka lwingu, 
HEB.7.27	ashiyeagiziγwa sa waja wavikizi wakulu kila mushi kunakihozeza uhuza wakwe ṅwenye, akibinda uja wa mbalingwa wohe. Uyu azavibontola kamkaṅwe aho akizakiinkila ṅwenye. 
HEB.7.28	Hambu mulomongwa waγalusha wantu wena unyonge wavikizi wakulu, miya iyo mbuli, ndiyo akikilishiza, ndiyo ikitongela mulomongwa nyuma, yamgimbika ṅwanangwa, akalame kale na kale, kangi abontoleze.
HEB.8.1	Miya mbuli yekula kuzinka ziya, tilongilezo, ni inu kuti: Tina mvikizi mkulu ahitileye kwa ikala kulume kwe kitingwa cha ukulu uko kwe lwingu, 
HEB.8.2	kangi ni mγolokezi ywa haṅazingwa na ywa hemangwa ja kweli, Zumbe akimilejo, so muntu ajikimileye. 
HEB.8.3	Hambu kila mvikizi mkulu agimbikwa, aiγale ṅombe za mviko na matulongwa; kwa ivyoho hata uyu aagiziγwa ni chiya, ndicho amwiγaile Mulungu. 
HEB.8.4	Ati a kunu shi, anga so mvikizi, kwa kuti kunu kuna weiγala matulongwa, sa wavyolaγiliziγwa. 
HEB.8.5	Awa watumikila viya vyefanana, viya ni kizuli cha viya vye mwe lwingu, sa Mose alaγilizevyo akiunga kuγoshola hemangwa; hambu azaγangwa: Olelesha, uγoshole vyoshe, sa ija fanyanyi ilivyo, ndiyo ukionyeshiγwa mwe mulima!
HEB.8.6	Miya lushe uyu azagimbikwa kumzinka yuja, hambu kilaγa, achotiletela, chatama kuzinkachiya, kangi chiikilwe misuhi yetama kuzinka ija. 
HEB.8.7	Hambu ati chiya cha bosi ne chii kitana ṅwenye, anga nkahashindalondiγwa ha ikila kituhu. 
HEB.8.8	Kangi alonga na kuwashunda angwe: Kangwe ni Zumbe: Mishi yaiza, ne ndiho niwaikile wana Isilayeli na wana Yuda kilaγa kihya chishichofanana na chiya kilaγa, 
HEB.8.9	nawaikilacho wababa zawe uja mushi nikiwatoza mikono, niwalavye mwe shi ya Egiputa, hambu icho kilaγa wazachibana, nami nizawatowa hulu, ne Zumbe avyolonga. 
HEB.8.10	Kilaγa, ndicho niwaikile wana Isilayeli, mishi ikibontoka, shichi: Naika mulomo wangu mwe myoyo yawe, naugonda mwe ntongonyezi zawe, niwaγalukile Mulungu, waniγalukile mbali yangu. 
HEB.8.11	Nkezewahinyane muntu na ṅwiyae, ao du mkulu na nduγuye kuγamba: Mtailei Zumbe! Hambu woshe watanitaila, wai wadodo, mpaka wakikula, 
HEB.8.12	hambu nezeniwaushilize masa yawe, sezenikumbuke uhuza wawe. 
HEB.8.13	Aho akiγamba kihya, ne azabinda kuγalusha chiya cha bosi kishakazu, kangi cheshakala, kwa kuti ni cha mishi mingi, ne chizabuza kubanika.
HEB.9.1	Chiya cha bosi ne chiina mivikile yakwe, kangi vikilo ja kiinushi. 
HEB.9.2	Hambu kuzakontelwa hema ja ingiila, ne mwina taa na meza na migate ya ntogolo; ne ndimo mkiitangwa haṅazi. 
HEB.9.3	Cha ndai he jiya shuke ja gatigati ne mwina hema jeitangwa haṅazi ṅwenye; 
HEB.9.4	umo ne mwina kiokelo cha uvumba, ni cha zahabu du, na kibweta cha kilaγa chiγubikwecho koshe koshe na zahabu, china kaziγa ka zahabu kena mana, kangi china ngodangwa ya Aloni, 
HEB.9.5	ndiyo ikishuka, na vibala vya milomongwa. Ulanga chiiγubikwe ni Makelubi ya utana, yaifunamile jiya hozezo; izi mbuli nkalishindazilonga 
HEB.9.6	ivi lushe ṅwenga ṅwenga. Ivi vyoshe vikibinda kuhembiγwa, mwe chiya chumba cha bosi wavikizi 
HEB.9.7	wakamwingila mishi yoshe wakibasha miviko. Miya mwe chiya cha mbili mwingila kila vuli kaṅwe du mvikizi mkulu ike; kangiyohe nkaingila aishina mpome, ayoiγala kwa kihozeza ṅwenye na kwa hozeza viya, wantu wabanilevyo na kushetaila. 
HEB.9.8	Ivyoho Mpeho mṅazi ationyesha kuti: Sila yetiiγala haṅazi nkaizati itulwe mishi ija, kukeγoloke jiya hema ja bosi. 
HEB.9.9	Ijo ne jii fanyanyi ya mishi inu ya ivi lushe; umo ndai Mulungu ne akiiγailwa matulongwa na ṅombe za mviko zishizodaha kumunka yuja mwezilavya moyo weivana na Mulungu. 
HEB.9.10	Hambu kusheja na kushenywa na kukihaka kangi muno ni utanda wa ṅwili du ushimikwewo, mpaka mishi ya kuzifya ibule.
HEB.9.11	Miya Kilisito azaiza, aγaluke mvikizi ywa viya vitana, ndivyo vilawile, azaingila mwe hema jishiγosholwejo na mikono ya wantu, jekula, kangi jetamisha kuzinka jiya, kwa kuti nkajianduka kunu shi. 
HEB.9.12	Kangi nkaingile na mpome ya fulata ao ya ndama, miya aingile haṅazi ako kaṅwe na mpome yakwe ṅwenye, ne avyotionela mpoza ya mikalamo yoshe. 
HEB.9.13	Hambu mpome ya fulata na ya nkambaku na zelu jiokiγwejo ja moli yelungulika, ndijo jikimyaγilwa waja wena kisitama, vikibinda kuwahoza, kisitama cha mili chiuke, 
HEB.9.14	lushe mpome ya Kilisito isheisiize kuhoza myoyo yelu? Hambu ne yeleka, titowe hulu izo mbuli zekoma, timtumikile Mulungu mwe moyo. 
HEB.9.15	Hambu kilisito azakiγalusha ṅombe ya mviko ya Mulungu, ishiyo masa, kwa nguvu ya mpeho ya ukalami. Ne vilekilevyo, akitiletela kilaγa kihya, kangwe waja waitangwawo wainkwe msuhi wa upazi wekalama, kwa kuti kufa kuzaoneka kwekombola mwe ayo masa yabaniγweyo mishi ya kilaγa cha bosi. 
HEB.9.16	Hambu hena kilaγa cha ufa, shuti yuja achiinkileye anefa. 
HEB.9.17	Hambu kilaγa cha ufa chibontoka, waja wenye wakibinda kufa, miya nkachina bontokelo hata, yuja achiikileye ake moyo. 
HEB.9.18	Ne vilekilevyo, hata chiya cha bosi chikisheshimikwa kishimpome. 
HEB.9.19	Hambu Mose akibinda kubilikila milaγilizo yoshe ya mulomongwa, wantu woshe wakiiva, azaγuwa mpome ya ndama na ya fulata, akibinda azaγuwa mazi na upamba welungulika na huto, azamyaγila icho kitabu ṅwenye na wantu woshe mpome angwe: 
HEB.9.20	Shinu mpome ya kilaγa, Mulungu alaγilizecho kwa mbuli ya inywi! Vivyoho hata 
HEB.9.21	jiya hemangwa na ntanu zoshe za bindila mviko azazimyaγila mpome. 
HEB.9.22	Kangi kwa uwo mulomongwa vyoshe vye kisitama vyahoziγwa na mpome; hashihoitilwa mpome, uhuza nkauhaushiγwa.
HEB.9.23	Ivyoho vyefanana na viya vya kilwingu shuti vihoziγwe ivyoho; miya viya vya kilwingu ṅwenye shuti vihoziγwe na mpoza zezinka, zena nguvu kuzinka ziya. 
HEB.9.24	Kangi Kilisito nkaingile haṅazi haγosholweho na mikono, hefanana du na haja ha kweli, miya aingile mwe lwingu ṅwenye, kangwe ivi lushe alawile cheni cha Mulungu kwa mbuli ya ishwi. 
HEB.9.25	Vikibinda nkatekiinkila kangi, sa yuja mvikizi mkulu avyokaingila haṅazi kila vuli na mpome ishiyo yakwe; anga vizamtala kulumizwa kangi muno, 
HEB.9.26	kuandiila aho, shi iumbiγweho. Miya lushe mishi ikitimiza, azalawila kaṅwe du, abinde masa na kukiinkila ṅwenye. 
HEB.9.27	Sa vivyotala wantu, wafe kaṅwe, wakibinda, walahwe, 
HEB.9.28	vivyoho hata Kilisito azainkilwa kaṅwe, aushe uhuza wa wangi; miya ka mbili atazalawila kishiuhuza waja wemwafiza, awavunile.
HEB.10.1	Mulomongwa ufanana, viya ni kizuli cha viya vitana, ndivyo vilawile, kangi viya ṅwenyeṅwenye siwo, utafanana du navyo; ṅombe za mviko, wazokaiγala kila vuli, ni zizo kale na kale, kangi nkazidaha kuzifya waja weiza nazo. 
HEB.10.2	Waja wetimila miviko aho wakibinda kuhoziγwa kaṅwe, ati nkawataila, kuti ni wahuza vivyoho, anga nkawalekile kuiγala ṅombe za mviko? 
HEB.10.3	Miya kwa izi ṅombe kila vuli wakumbushiγwa uhuza wawe, 
HEB.10.4	hambu mpome ya nkambaku na ya fulata nkaidaha kuusha uhuza. 
HEB.10.5	Ne vyeleka, akilonga aho akiingila mwe inu shi: Ṅombe na nkande za mviko na matemo nkukundile, miya uzaninka ṅwili. 
HEB.10.6	Ṅombe zeokwa ngima na mpoza nkutamilwe ndizo, 
HEB.10.7	ne nihoγamba: Shimi naiza! Mbuli zangu ziigondiγwe mwe baluwangwa za kale, niγoshole kikundile chako, Mulungu. 
HEB.10.8	Kuandiila aγamba: Ṅombe na nkande za mviko na ṅombe zeokwa ngima na mpoza nkuzikundile, nkutamilwe ndizo; kangi ziteiγalwa kwa mulomongwa. 
HEB.10.9	Akibinda aγamba: Shimi naiza, niγoshole kikundile chako! Mbuli ya bosi aiusha, adaheshimika ija ya mbili. 
HEB.10.10	Kwa kikundile ichi tizabinda kuṅazwa kamkaṅwe, aho ṅwili wa Kilisito Yesu ukiinkilwa.
HEB.10.11	Kila mvikizi aγoloka mushi kwa mushi akibinda mviko, kangi ṅombe za mviko, azoiγala kangi muno, ni zizo zishizodaha hata kuusha uhuza. 
HEB.10.12	Miya uyu azaiγala ṅombe ṅwenga du ya mviko kwa mbuli ya uhuza wa wantu, kangi iyo ni ya kale na kale; akibinda azahita kwa ikala kulume kwa Mulungu. 
HEB.10.13	Lushe aafiza du, wankulu wakwe waikwe shi he milundi yakwe. 
HEB.10.14	Hambu na ija ṅombe yakwe ṅwenga ya mviko azabinda kuzifya kale na kale weṅaziγwa. 
HEB.10.15	Hambu hata Mpeho mṅazi atilongela uwona, hambu bosi aγamba: Shichi kilaγa, ndicho niwaikile, mishi ija ikibontoka; vikibinda Zumbe aγamba: Kangwe ni Zumbe: 
HEB.10.16	Naika mulomo wangu mwe myoyo yawe, naugonda mwe ntongonyezi zawe; 
HEB.10.17	sezenikumbuke uhuza na upapala wawe. 
HEB.10.18	Kangi unu uhoushiγwa, ne nkakuna lushe vituhu ṅombe za mviko kwa mbuli ya uhuza.
HEB.10.19	Wanduγu, tiyaona nyemi lushe kuti: Taona sila yetiingiza haṅazi, ni mpome ya Yesu. 
HEB.10.20	Inu sila ni ya mishi inu, yatinka nkalamo; azaititulila aho akiingila haṅazi ṅwenye, ni aho akikiinkila. 
HEB.10.21	Lushe tina mvikizi mkulu ywa nyumba ya Mulungu. 
HEB.10.22	Netimtimile na myoyo ye kweli, yeisiiza kutozesha, ihoziγweyo na mpomengwa, kuti nkaitaila mbuli mbada vituhu, kangi mili iihakiγwe na mazi yeengemala. 
