GEN.1.1	Ndre mamunen Petngendrei ihnan lok eleng pe lokpoi, pe sane ndre sulo-on. 
MRK.11.10	iy ihir odo ndrayen papo’ tidu Devit!”
MRK.11.10	“Hosana! Etsori rangan Lapan imin lok eleng!”
MRK.11.11	Yesus ihir Yerusalem pe ile lon omwen surok mandra‑an. Iy iturtur sane ndre sulo‑on, odoke lok ti ke ipe kile lukumwen, ile pe Iy iyeu ile yi ndre Betani. Su disaipel Tadan ndre sungoh-pe-rumuu ti ho‑us Iy.
MRK.11.12	Su hemtir hodo Betani, pe ndre meseren sei yi, eri su halla hala yi ndre Yerusalem. Su honu‑us sal ti pe Yesus imet song. 
MRK.11.13	Iy indroni fik he‑ei, pe illa ile kendrun. Iy ipe kihne fik ti sengin, kile pe Iy kiyo‑on. Iy ihir kendrun fik ti, odoke fik ti sengin hendre‑en pule‑en pwi. Fik ti ndrowuyen mapwi, ndron kopwi iyin pule‑en. 
MRK.11.14	Ile pe Iy ipe ile tam fik ti ihpa, “Homou lau ka we kinyo‑on sengim pwi yi.” Su disaipel hehrungi Iy ipe nolou ile tan kei kutih.
MRK.11.15	Yesus pe su disaipel Tadan helihir yi ndre Yerusalem. Iy ile lon sariy odo omwen surok mandra‑an pe iyes sa lau hompo suhen hodo eriy. Iy iruhten tepol ta su lau ndre hompotili‑it moni, pe pai ta su lau ndre heduwe pal odo sihsih he‑en eriy tih. 
MRK.11.16	Pe Iy isongodi sa odo takun sane odo suhen odo lon sariyen omwen surok mandra‑an. 
MRK.11.17	Inum pe Iy ipahran ile ta su ihpah, “Nolou ndre Lapan ipe pe su profet hadatorwei ti ihpah,
MRK.11.17	“‘Yu emwe ti sa we heyuwen kile omwen surok
MRK.11.17	ta sa kantri ndre sulo‑on.’
MRK.11.17	Odoke oduu etndrahnan ile ihpa ndre ndruhun tudong ta sa raskel.”
MRK.11.18	Su pris mandra‑ane pe su tisa odo Lo hehrungi nolou ta Yesus ti pe lon ndrine’ su inei. Su hapa hehreh sal odo we hapwi Iy kimet, odoke su honoh Tadan. Su honoh Tadan, odosa sa lau ndre sulo‑on hehrungi suhwon ti pe hehretek ile eriy pe hemesi‑iy.
MRK.11.19	Lok ile ndre pehon ti pe Yesus pe su disaipel Tadan ha‑au yi odo lon siti odo Yerusalem, pe hala ndre Betani.
MRK.11.20	Maping sei yi ti su hala yi ndre Yerusalem. Su hala sal ti pe heltuwe fik ti ndre he‑ei indremi‑is. 
MRK.11.21	Pita idehorungon pe ipe ile ta Yesus ihpah, “Tisa, endre‑et oh, kei ndre Ou orson poh idu pule‑en ti ndre he‑ei indremi‑is!”
MRK.11.22	Yesus isomwii ihpah, “Otpo bilip kile ta Lapan. 
MRK.11.23	Uh homou lau ipe kipe kile ta sih puliy kityuh kile lon ndras, pe iy ipu bilip ihpa ndre puliy ti we kityuh, eri puliy ti we kityuh, odosa iy mundren pe tawene tadan hepe indrohrok pwi tih. 
MRK.11.24	Ile pe Yu kupwe kile ta oduu, sa ndre sa oduu edehndremte kidu lon surok, eri otpo bilip ihpa ndre oduu etndretakunii, kile pe we kihir kihpa ndre eriy. 
MRK.11.25	Pe uh, oduu otto eleng pe etsurok, pe atawonon homou lau ipu handrai punou mo‑on ile pule‑e’ oduu, eri oduu ada‑amelyen, kile pe Tama’ oduu ilmin heven ti kolon ke‑eu odo to‑ir taduu.”
MRK.11.27	Yesus pe su disaipel hala yi ndre Yerusalem. Yesus inelila iyin lon sariyen omwen surok mandra‑an ti pe su pris mandra‑ane, su tisa odo lo, pe su lau nusuwo’ su odo lotu hala hun Iy. 
MRK.11.28	Su hehndremte Iy ihpah, “Ou okuni puko‑on kiti odo kehe pe ompo sane kitih? Si iduwe puko‑on odo po sane kiti ile Tadam?”
MRK.11.29	Yesus ipe ile ta su ihpah, “Yu we kuhndremte oduu kile nolou handrai. Uh oduu atpahran, eri Yu we kupahran si iduwe puko‑on ile Todo tih. 
MRK.11.30	Atpa kile Todo, si iduwe puko‑on ile tan Jon pe iy itou baptais tih? Lapan ndre pwi ndramat?”
MRK.11.31	Su hehkike‑ei idu lenga’ su pe su hahpah, “Uh tidu titpa ‘Lapan,’ eri Iy we kipe kihpah, ‘Pe ihpa kehe pe oduu mbore’ oduu otpo bilip kile ta Jon?’ 
MRK.11.32	Pe uh tidu titpa ‘ndramat,’ eri we kihpa kehe? Sa lau ndre sulo‑on ti hapa Jon ti iy profet.”
MRK.11.32	Su honoh ta sa lau 
MRK.11.33	ile pe su hapa ile ta Yesus ihpah, “Odu tuno’ odu pwi.”
MRK.11.33	Yesus ipe ile ta su ihpah, “Oduu etndrepahran pwi, eri Yu ti kundrepahran Todo ti pwi yi. Yu we kundrepahran si iduwe puko‑on ile Todo ti pwi yi.”
MRK.12.1	Yesus mapwi imin ndre lon sariy odo omwen surok mandra‑an odo Yerusalem pe Iy ipehre sohou ile ke palan nolou ile ta su lau ihpah, “Orngon homou idohon lok hombrul ile wain. Iy ide sariyen, pe isu‑ei ngat sih odo lisi sengin wain, pe itmon omwen ndram ise lo langah tadan tih. Iy iduwe sa lau se mada’ su ise langah tadan, pe we hompo marai kile eriy, pe iy we kinesihnen su. Inum pe iy iyeu ilndrou ile lok hokor yi.
MRK.12.2	“Iy ma insa mapwi ti pe sengin wain tadan ti ihmandran pe sa ka hokun. Iy waso‑on se mbrwen wain kuti, ile pe iy ihtakalan lewen marai tadan homou ile odo kiltakun. 
MRK.12.3	Odoke sa lau mada’ sa isso eriy ti hondrotowe lewen marai tadan kuti, hapwi iy, pe ha‑as iy iyeu yi. 
MRK.12.4	Ile pe orngon ndre tadan wain kuti ihtakalan lewen marai tadan homou yi ile. Su hetpili palan ile kei, pe hahnan iy imah‑ah ile ke mo‑on. 
MRK.12.5	Taman wain kuti ihtakalan ndramat homou yi ile, pe iy ndramat kuti su hapwi iy imet. Iy ihtakalan sa lau sulo‑on se yi hala, odoke su lau ndre mada’ su iso wain kuti hapwi su se pe heruhe se hamat.
MRK.12.6	“Ndramat ke homou kopwi mapwi imin ti orngon kuti waso‑on lakopwi. Iy erti lilin nedun kamal. Orngon kuti ipe ihpah, ‘Huyen, yu ka we kuhtakalan nedu kamal kile. Su lau ti tuno’ su iy. Uh nedu ti kihir hu su ti we su hondrupo mo‑on kile tadan pwi, odosa su tuno’ su ihpa ndre iy ti lilin nedu tih.’
MRK.12.7	“Odoke su lau ndre hompo marai ile wain kuti hapa ihpah, ‘Iy ndramat kuti we kikuni ndruhun taman. Tidu titruhe iy kimet, kile pe langah kuti we ta tidu.’ 
MRK.12.8	Ile pe su hondrotowe iy pe hapwi iy imet, inum pe hepiyen iy ile ndruwen sariy odo langah.
MRK.12.9	“Oduu atawene ihpa kehe? Taman langah odo wain kuti we kipu sa? Iy we kise pe kiruhe su lau kurti hamat pe kiduwe langah kuti kile ta sa lau se yi. 
MRK.12.10	Oduu ti tuno’ oduu nolou iyin Buk ta Lapan ti ndre pwi? Nolou ndre ipe ihpah,
MRK.12.10	“‘Pat kuti sa lau odo tumwe um ti hapa mo‑on
MRK.12.10	pe heduwei ile mahun,
MRK.12.10	eri kah inna ndruwen ndrokornu‑um.
MRK.12.11	Lapan Iy ndre Iy ihnan pe tidu titpwo-es kile eriy.’
MRK.12.11	“Nolou kuti oduu tuno’ oduu ndre pwi?”
MRK.12.12	Sa lau mandra‑asa ta su Yuda heltuwe ihpa ndre Yesus ti impa palan nolou ile ta su. Ile pe su hehreh sal ile puko‑on lakopwi hapa hondrotowe Yesus, odoke su honoh ta sa lau. Ile pe su hendripo hangka‑an inna Tadan pwi, pe su ha‑au.
MRK.12.13	Su lau mandra‑ane odo Yuda hapa hahnan Yesus kipe handrai nolou kihrut, kile pe su helilyan Iy. Ile pe su hahtakalan su Paraseo ndroda su lewen Herot se hala. 
MRK.12.14	Su hala pe hapa ile ta Yesus ihpa, “Tisa, Ou ti esentaheweh pwi. Nolou ndre sulo‑on Ou ampa ile ta sa lau ti hemel kopwi. Ou ti esenoh ta homou lau pwi yi. Homosa ndre Ou apa apa kile ta si lau, eri Ou esenoh pwi. Ou antatuhnon sa lau ile punou ta Lapan. Ile pe piyi takis ile tan king Sisar odo Rom ti huyen ndre mo‑on? Kehe apa eh? 
MRK.12.15	Tidu titpo takis ndre konan?”
MRK.12.15	Yesus tunon tawene ta su, ile pe Iy ipe ile ta su ihpah, “Oduu atpa ataheweh Yu ti ile sa? Otpo hendrek moni kise pe Yu kundre‑et.”
MRK.12.16	Su heduwe moni hendrek ile Tadan. Pe Iy ihndremte su ihpah, “Palan si pe rangan si iyin eriy tih?”
MRK.12.16	Su hahpah, “Palai ti palan Sisar pe rangai ti rangan Sisar.”
MRK.12.17	Eri pe Yesus ipe ile ta su ihpah, “Sane ta Sisar ti atawei kile ndre ta Sisar, pe sane ta Lapan ti atawei kile ndre ta Lapan.” Su hehrungi nolou Iy ipe ti pe hehretek pe hemesi‑iy.
MRK.12.18	Inum pe su Sadyusi hala hu Yesus. Su Sadyusi ti su lau ndre hapa uh, taha tihmat, eri we titndretalang pwi yi. Su hala hu Yesus pe hehndremte ihpah, 
MRK.12.19	“Tisa, Moses idetorwe Lo handrai ta tidu ti ipe uh homou kamal kindripo nedun pwi pe kimet, eri tinton ti we kesuwon nau tadan tih. Kile pe pedih kuti kipu nedun, pe kom ti we nedun tinton ndre indrimat tih. 
MRK.12.20	Ile pe idu petsih, eri su madan tinton ndre ndrotulmuu hodo. Iy munen ti iyesou, odoke homou nedun pwi pe imet. 
MRK.12.21	Tinton homou yi ti ikuni pedih nau kutih, odoke iy yi ti homou nedun pwi pe imet. Tinton homou yi ti ikuni pedih nau kurtih, odoke ihpa ke horu rumuu ndre herndremat tih. 
MRK.12.22	Su madan tintoi ndre ndrotulmuu ti hasuwon ndre pedih kuti ea, odoke su homou indripo homou nedun pwi pe hamat. Inum pe pedih kuti imet yi. 
MRK.12.23	Ile pe uh kidu mundrun ndre sa lau ndre sulo‑on ndre handrimat ti we hatlang yi, eri iy si lakopwi ta su ndre ndrotulmuu ti we mbrulun pedih ertih?”
MRK.12.24	Yesus ipe ile ta su ihpah, “Oduu ti tuno’ oduu nolou he‑en lon Buk ta Lapan ti pwi. Oduu ti tuno’ oduu puko‑on ta Lapan ti pwi yi, ile pe nolwo‑o’ oduu ti indremimel pwi. 
MRK.12.25	Kidu rang omur kihir pe sa ndramat mat ndre sulo‑on hatlang yi, eri we osou pwi. Sa ndramat ti we hahpa ndre su engel odo heven. 
MRK.12.26	Oduu yi ti atpa sa ndramat handrimat ti we handretalang pwi yi. Oduu ti edendroni nolou iyin buk ta Moses ti ndre pwi? Idu kalmene‑en kei innul pe Lapan isohou ile ta Moses ti oduu tuno’ oduu ndre pwi? Idu mundrun erti eri Lapan ipe ile ta Moses ihpa, ‘Yu ti Lapan tan Abraham, Lapan tan Aisak, pe Lapan ta Yakop.’ 
MRK.12.27	Etndre‑et oh, Iy ti Lapan ta sa ndramat handrimat ti pwi. Iy ti Lapan ta sa ndramat more’ sa. Abraham, Aisak pe Yakop ti handrimat ndre pihe odoke mulwe’ su ti mapwi hodo, ile pe Lapan ipe ihpah, ‘Yu ti Lapan tan Abraham, Lapan tan Aisak pe Lapan ta Yakop.’ Ile pe nolou ta oduu Sadyusi ti indrohtot sal pwi. Tawene ta oduu ti indremimel pwi!”
MRK.12.28	Orngon homou idu pe intahrung nolou ndre Yesus impa ile ta su Sadyusi tih. Orngon kuti tadan sape mandra‑an odo Lo. Iy ihrungi nolou ta Yesus ti ndre ndrokene, ile pe iy ihndremte Yesus ihpah, “Lo kehe ndre iyin pule‑en Lo ndre sulo‑on tih?”
MRK.12.29	Yesus ipe ihpah, “Lo mandra‑an lakopwi ti kurtih: ‘Oduu Israel atahrung kehii. Lau Mandra‑an ti Iy homou kopwi, pe Iy Lapan ta tidu. 
MRK.12.30	Ahwasu‑um Lapan, pe eduwe ou ndre homou kile Tadan. Eduwe ndrinem, eduwe mulwim, eduwe palam, pe eduwe puko‑on tadam ndre sulo‑on kile ke ta Lapan.’
MRK.12.31	Lo ndre ise pahndran ti kutih: ‘Ahwasu‑um ndramat homou yi ti kihpa ndre ou wasu‑um ke ndre ou.’
MRK.12.32	Orngon kuti ipe ile ta Yesus ihpa, “Tisa, Ou apa ti imel kopwi. Ndre ndrokene lakopwi ihpa ndre Ou apa tih. Lapan ti Iy ke homou, pe homou Lapan yi indrimin hepe pwi. 
MRK.12.33	Tidu tidehwaso‑o’ tidu Iy kile ndrine’ tidu, pe kile pala’ tidu, pe kile puko‑on ta tidu. Pe tidu tidehwaso‑o’ tidu su ndramat se yi, ihpa ndre tidu waso‑on ke ndre tidu tih. Lo ndre rundrei kuti here‑en pule‑en ofa handrai pe handrai ndre tidu tidempo tih.”
MRK.12.34	Yesus indroni ihpa ndre orngon ti isohou huyen kopwi, ile pe Iy ipe ile tadan ihpah, “Ou ti endrimin alau odo kapman ta Lapan pwi.”
MRK.12.34	Sa honoh ta Yesus, pe homou indrehndremte Iy ile handrai sohou pwi yi.
MRK.12.35	Yesus imin lon sariy odo omwen surok mandra‑an odo Yerusalem, pe Iy intatuhne sa lau ile nolwo‑on Lapan. Pe Iy ipe ihpah, “Ihpa kehe pe sa lau tuno’ sa Lo ti hapa Kristus ti Devit we kiduwe Iy? 
MRK.12.36	Lapan Mulwen iduwe tawene ile tan Devit pe Devit ipe ihpah,
MRK.12.36	“‘Lapan ipe ile ta Lau Mandra‑an todo ihpah,
MRK.12.36	“Asa emin poi emin lumwe mudon
MRK.12.36	kenon ndre Yu kuduwe sa ndramat hompo mo‑on ile Tadam ti
MRK.12.36	hasa pahndran lompurndrikem.” 
MRK.12.37	Devit ti iyuw Kristus ile Lau Mandra‑an, pe ihpa kehe pe Kristus ti we Devit kiduwe Iy?”
MRK.12.37	Sa lau sulo‑on hentahrung Yesus, pe su hepwo-es mandra‑an ile nolou Tadan. 
MRK.12.38	Pe Yesus ipe ile ta su ihpah, “Oduu edempahar ta su tisa odo Lo. Su hentawe kolos elwe‑en ea pe waso‑o’ su hapa sa lau hompo sikan kile ta su odo ndruhun suhen. 
MRK.12.39	Su hapa we hemmin ndre munen odo omwen surok. Su hapa we hemmin ndre munen odo lon ndrongon handrai pe handrai. 
MRK.12.40	Su hantawiwihi sa pedih nau pe hempahno‑o sane ta su. Su hantaheweh hapa su ti lau odo lotu pe hantaleklek odo mada’ sa lau pe heneruwi surok illa elwe‑en. Su lau kiti we hokun pede‑en mandra‑an omur.”
MRK.12.41	Yesus imandro imin ndruhun piyi moni odo omwen surok mandra‑an, pe inendre‑et sa lau halla pe hempiyi moni odo hehnuwii omwen surok ertih. Sa lau ta sa moni sulo‑on ti hala pe hempiyi moni mandra‑ane ile lon ndruhun moni. 
MRK.12.42	Pe pedih homou mbrulun indrimat, pe tadan sane pwi eri ile, pe ipiyen peni rundrik rama‑an ile.
MRK.12.43	Yesus iyuwen su disaipel Tadan hala pe ipe ihpah, “Yu kupwe kile ta oduu. Pedih mo‑on kuti ihluwen sa ndre sulo‑on odo tudou moni. 
MRK.12.44	Sa se ti hotou mandra‑an yi, odoke ta sa moni sulo‑on mapwi ilto. Pedih mo‑on kuti kopwi ti indretawe hendrek indrimin pwi. Mone‑en ndre sulo‑on odo sihsih anan song ti iy indrepiyen inna ofa.”
MRK.13.1	Yesus iyeu odo lon omwen surok mandra‑an pe illa ise kiu. Iy ise ndre mahun ti pe disaipel Tadan homou madan ile ndre omwen surok pe imesi‑iy ihpah, “Ye orkom. Tisa, omwen surok ti mandra‑an le. Rahyen tadan ti ndre ilsou lakopwi. Sa hotmon um sim pe sim holto lon sariyen ti ile ke pat, pe we handranon hendretapar pwi.”
MRK.13.2	Yesus ipe ihpah, “Eneltuwe um mandra‑ane sim pe sim holto kitih? Sih pat we kindrimin ndruhun pwi. Sa we hatparan ndre sulo‑on odo ndrohu’ su pe we hesarpat hala poi.”
MRK.13.3	Yesus imin pwoi odo malal Oliv. Malal erti honto eriy ti pe henendre‑et ile hodoh ile pule‑en omwen surok odo Yerusalem. Pita kopwi, ndrodan ndre Jems pe Jon pe Andrew hala koson, pe hapa ile Tadan ihpah, 
MRK.13.4	“Tisa, apahran kile ta odu. Sane Ou ampa kiti we hehir kalmene‑e sa? Pe sa mandra‑an we kihir ki‑in munen oh pe sane Ou ampa kiti we hehir?”
MRK.13.5	Yesus ipe ile ta su ihpah, “Edempahar pe mada’ oduu kise eleng, kihne sa lau hadawiwihi oduu. 
MRK.13.6	Lau sulo‑on we hopo sane kile rongo pe hapa kihpah, ‘Yu ti Iy,’ pe we hoposahi sa lau sulo‑on. 
MRK.13.7	Oduu we atahrung kaunan pahun odo lok mukehe pe pahun odo lok alau, odoke otnoh kolwii. Sane kiti Lapan ipe we hehir, odoke iy erti rang omur ti pwi. 
MRK.13.8	Kantri we hopo pahun. King homou we kipu pahun kile pule‑en king homou. Nunuw mandra‑ane we hehir odo lokpoi. Pe song we honum. Sane kiti hahpa ndre ngendre‑en ndre pedih ipe kitou nedun pe inehkalmanan.
MRK.13.9	“Oduu lewi ti mada’ oduu kise eleng. Sa we hondrotowe oduu pe we helilyan oduu. Sa we hapwi oduu odo lon omwen surok. Oduu ti lau Todo, ile pe sa we herwi oduu atla mada’ sa king pe kapman, pe uh ndre etlato mada’ su eri etpehre gutnius Todo. 
MRK.13.10	Gutnius Todo ti we ndre kinna ta sa lau ndre sulo‑on odo lokpoi oh, kinum pe rang omur we kihir. 
MRK.13.11	Pe uh sa hohrus kile ta oduu pe hokuni oduu kile madan kot, eri nombrun atawene hudut kile nolou sa oduu we atpa tih. Nolou sa ndre kihir pala’ oduu eri atpa kopwi, odosa sohou ndre oduu atpa ti suhwo’ oduu pwi. Lapan Mulwen we kiduwe tawene kile ta oduu pe oduu etsohou kile tan kot.
MRK.13.12	“Sa ndramat se we helilyan ke ndre tinto’ su, pe we hahtakalan sa lau hapwi su hamat. Sa tamai ti we hopo kihpa erti kile ta su nedu’ su ti yi. Pe su kom ti we hehmbore su tama’ su, pe tine’ su, pe we hehtakalan sa lau hapwi su hamat. 
MRK.13.13	Sa ndre sulo‑on we anan ke sa oduu odosa oduu ti Todo tih. Odoke iy si ta oduu ndre kipkwe uu kenon ndre rang omur, eri Lapan we kikuni iy.”
MRK.13.14	“Oduu we edeltuwe hangka‑an mo‑on mo‑on we kihir, pe lok ndre ka‑an ti idu eriy, eri ndruhun ti pwi.” (Ou si ndre ompo ritim nolou kuti ohtunom kehii.) “Kidu ka‑an mo‑on kuti kihir, eri ou si ndre emin distrik odo Yuda ti oportai owou ala puliy. 
MRK.13.15	Ou si ndre enemiyau emin mbrungyen um, eri nombrun ala yi lon um pe altakun hangka‑an. 
MRK.13.16	Si kamal ndre kimpo marai kimin langah ti kile yi um pe kiltakun hene pulngiyen kolwii. 
MRK.13.17	Kidu mundrun eriy, eri su pedih ndre ndriye’ su pe su pedih ndre nedu’ su mapwi hossus ti we hehnengkarundrum lakopwi. 
MRK.13.18	Etsurok Lapan, kile pe sane kuti hehir kidu lon ahai pe lengin kolwii, 
MRK.13.19	odosa, idu ke ndre Lapan itou sane uu pe isito mahkele, eri handrai hangka‑an mo‑on mo‑on ihpa erti indrihir mapwi. Pe we omur ti we hangka‑an kindrehluwen pwi. 
MRK.13.20	Odoke Lapan indremendrele rangen ka‑an mo‑on kuti inna murun. Kile Lapan kindretawe kihpa kuti pwi, eri ndramat ndre sulo‑on we hamat. Odoke Lapan kolon ile ta su lau ndre Iy ipe Tadan su, ile pe Iy indrahnan rangen ka‑an mo‑on kuti indrila murun.
MRK.13.21	“We kidu mundrun ka‑an mo‑on mo‑on kihir kudu, eri uh homou lau kipe kihpah, ‘Etndre‑et, Iy kuti Kristus!’ o, ‘Etndre‑et, Iy ilto!’ eri otpo bilip kile tadan kolwii. 
MRK.13.22	Odosa, kristus taheweh pe profet taheweh, eri sulo‑on we hehir. Pe su we hopo mirakulo sulo‑on, hapa kile pe herwi su ndramat ndre Lapan ipe Tadan tih. Ipe ye su hanon, eri su we herwi su lau lewen Lapan. 
MRK.13.23	Ile pe oduu mada’ oduu kise eleng, ndrike’ oduu kidu pwoi pe edempahar. Yu undrepahran homosa ndre we hehir omur ti inna ta oduu indrinum.”
MRK.13.24	Suhwon Yesus ile ta su disaipel ti ile lakopwi yi ihpah, “Kidu ndruwen sane pede‑en kuti honum eri,
MRK.13.24	“‘Mundroi we kilik,
MRK.13.24	ndrou we kindrinai pwi,
MRK.13.25	pudiy we hadaketi odo parar,
MRK.13.25	pe nunuw mandra‑an we kihir lom parar,
MRK.13.25	pe sane ndre sulo‑on odo lom parar we hodut.’
MRK.13.26	“Pe kidu iy ndre sane odo lom parar hohmo‑on, eri sa ndramat we heltuwe Nedun Ndramat kise pwoi odo lon kohut, ndrodan ndre puko‑on pe raman mandra‑an. 
MRK.13.27	Iy we kihtakalan su engel Tadan we hala lokpoi ndre mandra‑an, pe hadaparngan sa ndramat ndre Lapan ipe Tadan su tih.”
MRK.13.28	“Kei ndre fik ti oduu we etakun se tawene odo eriy. Uh kei kuti nombrun hehir, eri oduu tuno’ oduu ihpa ndre lok ka we kimndroi elwe‑en. 
MRK.13.29	Sane kuti ihpa ke eriy. Uh oduu etndroni sane Yu umpehre kuti hehir, eri oduu tuno’ oduu ihpa ndre mundrun Nedun Ndramat ti mukehe kopwi kah kihir. 
MRK.13.30	Yu kupwe ndre ndrokene kile ta oduu! Sa ndramat odo mahkele ti we se mapwi hodo, pe sane ndre sulo‑on kuti we hehir. 
MRK.13.31	Lok eleng pe lokpoi ti we hornum, odoke nolwu‑u ti we kindrinum pwi.”
MRK.13.32	“Homou tunon mundrun sane kuti pwi. We kihir rang sa eri homou tunon pwi. Meseren ndre lukumwen eri homou tunon pwi. Su engel odo heven tuno’ su pwi. Nedun ti tunon pwi yi. Taman kopwi Iy ke homou tunon. 
MRK.13.33	Ile pe mada’ oduu kise eleng pe attatilen oduu kile huyen, odo oduu tuno’ oduu mundrun pwi tih. 
MRK.13.34	Ihpa ndre orngon homou iyeu ile lok alau pe ipe ile ta su lewen marai tadan mada’ su ise sane tadan. Pe iy itlangan marai handrai handrai hala ta su. Pe iy ipe ile tan iy lau ndre madan iso pohngkiu ti madan kiseu kehii.
MRK.13.35	“Ile pe oduu mada’ oduu kiseu kehii, odosa taman um we kise maping, ndre pehon, ndre pwi lukumwen, eri oduu tuno’ oduu pwi. 
MRK.13.36	Kihne oduu edemetir pe edehretek tadan kihir. 
MRK.13.37	Nolou Yu umpa kurti ile ta oduu, pe ile ta sa ndramat ndre sulo‑on. Oduu etmin pe mada’ oduu kiseu.”
MRK.14.1	Idu ileruu odo range’ su Yuda hantahorunge ile yi ndre rang ndre Lapan ihnuwii su ha‑au odo Isip, pe rangen Bret Yis Indrila Lon Pwi, eri sa mandra‑ane odo lotu pe sa tisa odo Lo hapa hehreh hesel sal odo hondrotowe Yesus. Su hopunou hapa we hotong kopwi pe hondrotowe Yesus pe hapwi Iy kimet. 
MRK.14.2	Odoke su hapa ihpah, “Tidu titpo kolwii oh. Iy keti ma mundrun rang mandra‑an pe sa lau sulo‑on ho‑us hendrek pe hendrek hansa Yerusalem. Kihne tidu titpo ti pe sa lau we hohmbrus Iy pe hopo handrai punou kile ta tidu.”
MRK.14.3	Yesus imin um ta Saimon odo Betani. Saimon pihe ti sik lepra idu tadan. Yesus imin pwoi imin ndruhun yo‑on song, pe pedih homou ihir. Pedih kuti isori puken wo pus sih. Ka‑an handrai ihpa ndre ndronun ndrilkiya mbrunen mandra‑an pe menuhun huyen idu lom puken wo kutih. Pedih ti itmbru‑e kowen wo pus kuti pe iruhten ka‑an menuhun huyen kuti ile mburmpalan Yesus.
MRK.14.4	Sa lau se ndre hodo ti lon ndrine’ su inei. Homou indre‑et ile ta homou pe hapa ihpah, “Pedih kuti ineruhten ka‑an kuti ile sa? Ka‑an ti huyen le. Iy ineruhten ile ke porah. 
MRK.14.5	Ipe ye iy kipe pe homou kisihnen, eri moni mandra‑an we kihir odo eriy. Moni ti we kihir tulpweu, pe lehpe heduwe kile ta sa lau ndre tasa sane pwi tih.” Pe sa lau kuti hehrurute idu pule‑en pedih kutih.
MRK.14.6	Yesus ipe ile ta su ihpa, “Adahnan iy kolwii! Oduu edempa iy ile sa? Iy ti ipu huyen lakopwi ile Todo. 
MRK.14.7	Sa ndramat tasa sane pwi ti we honto ndrongo oduu sei ihpa ke sei, pe oduu we edenehnuwii su. Odoke Yu ti we kundrumwin ndrodan oduu elwe‑en pwi. 
MRK.14.8	Homosa ndre pedih kuti kenon kipu kile Todo eri iy indripo. Sa we hedoni Yu, ile pe ka‑an ndre iy iruhten ile puli‑i ti we kidu ndre mundre. 
MRK.14.9	Yu kupwe ndre ndrokene kile ta oduu, uh sa henen gutnius kile kehe ndre kehe odo lokpoi, eri sa we heninen homosa ndre iy ipu ile Todo kuti yi. Sa ndramat odo lokpoi we hentahorungon iy kise eriy.”
MRK.14.10	Yudas Iskariot ti iy homou odo lo’ su lewen Yesus ndre sungoh-pe-rumuu. Iy ile hu su pris mandra‑ane, pe ipe ile ta su ipe we ki‑in munen su, pe su hondrotowe Yesus. 
MRK.14.11	Su pris hepwo‑es ile nolou ta Yudas, pe hapa we hesihnen iy kile moni. Ile pe Yudas intametme‑et rang kehe ndre iy we kiduwe Yesus kile lumwe’ su tih.
MRK.14.12	Into Krismas sih pe sih, eri su Yuda hantahorungon rang odo Bret Ndre Yis Inna Lon Pwi tih. Pe into mundrun eriy, eri su hantahorungon rang ndre su hodo Isip pe heduwe ndrayen sipsip hala pohngkiu odo kile pe engel ta Lapan we kindrapwi nedu’ su kamal pwi tih. Ile pe mundrun Bret Ndre Yis Inna Lon Pwi ti kah indrihir, pe su ka we horoh sipsip odo tawonon rang ndre Lapan ihnuwii su odo Isip. Rang ti kah indrihir, ile pe su disaipel hehndremte Yesus ihpa, “Ou apa odu adahnan song mandra‑an ti kidu kehe? Ou ereh idu kehe lakopwi?”
