MAT.1.1	Chitabu cho lukolo lwa Yesu Kilisito, imwana wa Daudi, imwana wa Ibulahimu. 
PHM.1.8	Kosoko iyo nichaka chogoho mugati ya Yesu, kukulagisa ichikuhanangigwa ugolose, 
PHM.1.9	ninga kosoko ya uwendo nikwenda kukutasa, (aniye Paulo nimusehe na hambiya mufungwa kosoko ya Kilisito Yesu). 
PHM.1.10	Nikukutasa kosoko ye imwanangu Onesimo yonimweleke mwihuwi mugati ye inyohigwa yangu. 
PHM.1.11	Iyowage katali munhu chaka ukwako mumilimo yakwe, amba hambiya kagaluka munhu munhusi ukwako na ukwangu. 
PHM.1.12	Nikumuwisa ukwako kwa moyo wangu wose. 
PHM.1.13	Hanyuwa nikwenda nisigale naye uleke yanhogomele ahanhu hako ugele nyuwile muchifungo kosoko ye mbuli swanu, 
PHM.1.14	aniye sendile kugolosa mbuli yoyose yonghwendile agweye, kosoko yo uswamu wako unghowe fonghukwenda agweye, ninga foulamule gweye kwa kwenda kwako. 
PHM.1.15	Nhagela nochileka yakulekile kwa chigele, uleke uwe naye kwa amajuwa gose, 
PHM.1.16	hambiya, nghefane mutumwa du, amba imutumwa iyohigwe chawelu chawelusi mundugusangu mwendigwa ukwangu kosekose ukwako agweye chimutufi na kwe Mundewa.
PHM.1.17	Hambiya nghona ukunyona aniye chahamwedu nagwe, muhokele ayuno fina fowowile ukunihokela aniye. 
PHM.1.18	Nghona yakugolosele mbuli yoyose ihile, kahi nghona ukumudai chilunhu chochose noliha niye. 
PHM.1.19	Aniye Paulo nyandika, kwa mukono wangu nimwenyecho aniye noliha. (Sikulonga mbuli yoyose yonikukudai hata gweye gomwenyecho). 
PHM.1.20	Heye mundugusangu nikuhananga nyongesa mwe Mundewa, kahi kusangalasa umoyo wangu mu Kilisito.
PHM.1.21	Kosoko mhuwila ichihuliko chako nochileka nikuwandikile nimanyile nhafi kogolosa kusuma agene gonilongile. 
PHM.1.22	Ugele uwo munyikile ugono, kosoko nikuhuwila fina munhasa yenu modaha kunyona.
PHM.1.23	Epafula iyohigwe hamwedu naniye mu Kilisito Yesu, yekukulamusa; 
PHM.1.24	hamwedu na Maluko, Alisitako, Dema, na Luka, awekugolosa imilimo hamwedi naniye.
PHM.1.25	Dihewa dye Mundewa Yesu Kilisito, dyuwe hamwedu ne ifidoga fyenu.
HEB.1.1	Katali iMulungu hakalonga na wababa setu kugendela wagonesi mikangha mingi na kwa njila se hayo hayo; 
HEB.1.2	ninga majuwa gano kalonga nase kugendela iMwana, yoyamusagule yowe muhasi we finhu fyose, kahi kugendela imwene iMulungu kachumba ichilunga. 
HEB.1.3	Imwene yakonesa ditunyo dye Mulungu kahi kena lubonoto lwe nyuwa yakwe, yakolelese ichilunga chose kwa ludole lwe mbuli yakwe. Foyagolose dihojojolo kosoko yo wihi, hakekala mumukono wo Ukulu uko kuchanhyasi,
HEB.1.4	Kagaluka mukulu muchanhya ya malaika kosoko disina dyoyapatile iswanu lugano kusuma agawo. 
HEB.1.5	Kosoko kwina malaika yuhoki ugele wowose iyadaha kwinangigwa ne Mulungu,
HEB.1.5	“Agweye kwa mwanangu,
HEB.1.5	2 diyelo nghweleka”?
HEB.1.5	Ama kahi,
HEB.1.5	“Aniye nokuwa Babakwe,
HEB.1.5	2 naye kokuwa ukwangu mwanangu.”
HEB.1.6	Na kahi, ugele foyekumwigala inhula hanju muchilunga, yekugamba,
HEB.1.6	“Leka awamalaika we Mulungu wose wamufuge imwene.”
HEB.1.7	Na ku malaika yekugamba,
HEB.1.7	“Iyekugolosa awamalaika wakwe wowe mheho,
HEB.1.7	na watogomi wakwe malilimba ga moto.”
HEB.1.8	Ninga kwi mwana yekugamba,
HEB.1.8	“Undewa wako, Go Mulungu, ni wa majuwa gose na ugele wose,
HEB.1.8	nagwe ukudima digoya majuwa gose muundewa wako.
HEB.1.9	Agwe ukwenda ichawelu na kudesekela uwihi;
HEB.1.9	2 hambiya Mulungu, iMulungu wako kakubaka mafuta ga chinyemi
HEB.1.9	kusuma awayago.”
HEB.1.10	Kahi,
HEB.1.10	“Agweye, Mundewa nowejawomba iyisi kunghonga na ulanga
HEB.1.10	ni mulimo we mikono yako;
HEB.1.11	nafyo fyobanika, ninga agweye kosigala;
HEB.1.11	fyose fyodaha kulala kifana suke,
HEB.1.12	kofisinga kifana suke na fyo fyobiduka,
HEB.1.12	nafyo fyobiduka.
HEB.1.12	Ninga agweye kosigala fina fouwile,
HEB.1.12	na iminyaka yako ichaka ndumo”
HEB.1.13	Ninga kwina malaika yuhoki yoyadaya kumugamba chigele chochose,
HEB.1.13	“Ikala ulwandi lwo mukono wangu wo kulume,
HEB.1.13	mpaka niweke awanghondo wako
HEB.1.13	chigoda cha kwegamikila migulu”?
HEB.1.14	Nhafo awo si mimuhe watumigwe kutogoma, kosoko ya wanhu awakwija wahokela uhonya?
HEB.2.1	Hambiya chikuhanangigwa chikolelese lugano simbuli sose sochihulike, uleke chingheje chisiswela. 
HEB.2.2	Kosoko inghowa imbuli iyalongigwe na malaika hayuwa ya chawelu na chila kubana hegu kuleka kuwa na chihuliko, hakuhokela maliho galiganile, 
HEB.2.3	aseye nase chodaha kinega nhani chinghaulema uhonya uno umukulu? Haulongigwa kunghonga na Mundewa, na kuhomelelwa na wose ukwetu na wose awamuhulike imwende, 
HEB.2.4	ugele iMulungu naye yakuwuhomelela kwa fitangilo na majumo na majumo gehayohayo na kwe chinghwa cho Muhe Musunhile ichikwinghigwa ifene imwenyecho foyekwenda.
HEB.2.5	Kosoko iMulungu nghachilekile ichilunga ichikwija chochikulionga chilongoswe na malaika. 
HEB.2.6	Fina foihomeleligwe ahamonga,
HEB.2.6	“Imunhu no nani hata umugelegele,
HEB.2.6	hegu imwana we munhu, hata umulangilile imwene?
HEB.2.7	Kumugolosa mudodogi kusuma malaika kwa chipisi,
HEB.2.7	kumufasa inghofiya ye ditunyo na chogoho,
HEB.2.8	kwika ifinhu fyose hasi ye migulu yakwe.”
HEB.2.8	Hambiya munyika ifunhu fyose hasi yakwe, nghasigase chinhu isichuwile hasi yakwe. Fina foyuwile, chisinati chone chila chinhu chuwe hasi yakwe. 
HEB.2.9	Ninga chikumona Yesu, imwene kwa chigele chiguhi hakagolosigwa mudodogi kusuma malaika yafasigwe ditunyo na chogoho kosoko ya magayo ge difa, uleke kwe dihewa dye Mulungu yadahe kunomola difa kosoko ya chila mumunhu. 
HEB.2.10	Kosoko haimwagila imwene, imwenele na kugendela imwene ifinhu fyose fyabahano, munyigala wana itewa ku ditunyo, yamugolose chilongosi wo uwumi wao yaliganile kugendela magayo. 
HEB.2.11	Kosoko iyakuhojojola na wose awakuhojojoligwa wena chotoko chimwedu. Nochanghone wena iYesu ighakona chinyala kuwenanga awene wanduguse 
HEB.2.12	yakugamba
HEB.2.12	“Notagusa disina dyako kuwandugu sangu
HEB.2.12	muchiligati ye dikanisa nomutunya imwene.”
HEB.2.13	Na kahi,
HEB.2.13	“Nomuhuwila imwene.”
HEB.2.13	Na kahi,
HEB.2.13	“Aniye nabahano na wana woninghigwe ne Mulungu.”
HEB.2.14	Hambiya kosoko wana wahangila mumutufi ne sakame, Yesu naye yowa nheifo uleke jugendela difa yadahe kumubana imwene yene udaha we difa, naye no luhoma, 
HEB.2.15	na kuwehula awo wose woile mwibalangulu dya wose watumwa kosoko ye ditisi dye difa. 
HEB.2.16	Kosoko ni chawelu fina Yesu nghejile kuwatasa malaika ninga icheleko cha Ibulahimu. 
HEB.2.17	Hambiya haimwagila kuligana na wanduguse musimbuli sose uleke yadahe kuwa mutambiki mukulu yena ubasi akahi muchawelu mufuga ye Mulungu, yadahe kuwa iliho kwa wihi wa wanhu. 
HEB.2.18	Kosoko imwene naye yahokela magayo na kugesigwa, kena udaha wa kuwatasa wose awekugesigwa.
HEB.3.1	Hambiya wandugu sangu wasunhile mukuhangila mulwinango lwa kulanga mugelegeleni Yesu imutumigwa na mutambi mukulu wo kulamba kwetu. 
HEB.3.2	Yeja yowa muchawelu kwe Mulungu yamusagule imwene kifana Musa foyowile muchawelu munyumba ye Mulungu. 
HEB.3.3	Kahi Yesu yataliligwa muchawelu iyena ditunyo lugano kusuma Musa ifene imujengaji we inyumba foyena ditunyo lugano kusuma inyumba iyecho. 
HEB.3.4	(Kosoko chila nyumba ijengigwa na munhu yumonga, ninga imujengaji we finhu fyose ni Mulungu.) 
HEB.3.5	Hambiya Imusa yeja yowa muchawelu munyumba yose ye Mulungu yefane mutogomi yowe muhomelesi we simbuli isikasilongigwa ichigele chikwija. 
HEB.3.6	Ninga iKilisito yeja yowa muchawelu muchahya ye nyumba ye Mulungu kifana mwana, kahi aseye no sinyumba sakwe chinghakolelesa lugano ighinyo yetu na inyitogolela dihuwi dyetu.
HEB.3.7	Hambiya fina Imuhe Musunhile foyakulonga,
HEB.3.7	“Diyelo, munghahulika dijwi dyakwe,
HEB.3.8	munghaigolose imimoyo yenu yuwe mikugutu fina ichigele che ufuti
HEB.3.8	fina dijuwa dyo kugesigwa kunyika,
HEB.3.9	ako konagesigwe na wababa senu na
HEB.3.9	kona imilimo yangu,
HEB.3.10	kwa minyaka makumi mane.
HEB.3.10	hambiya hanidesigwa ne cheleko chiya,
HEB.3.10	na kugamba, ‘Majuwa gose ni wanhu wagilile mumimoyo yawo,
HEB.3.10	wasisimanyile sinjila sangu.’
HEB.3.11	Fina fonikilahile munyono yangu,
HEB.3.11	‘Wasidaha kwingila muubwihilo wangu.’”
HEB.3.12	Wandugu sangu langisiseni, nghanghowe na yumwedu wenu imwihi yena umoyo uwichaka dihuwi uukulongosa kugwila kutali ne Mulungu imumi. 
HEB.3.13	Ninga mukilolese munhu na miyagwe chila ijuwa, inangwa, “Diyelo,” uleke nghanghowe na yumwedu wenu yowe mukugutu kosoko ya kudanhiliswa na wihi. 
HEB.3.14	Kosoko chihangila muKilisito chinghagendelesa kukolelela inghinyo yetu ye nghonga mpaka kundumo. 
HEB.3.15	Kosoko hailongigwa,
HEB.3.15	“Diyelo munghahulika dijwi dyakwe
HEB.3.15	munghaigolose mimoyo yenu yuwe mikugutu kifana chigele cho ufuti.”
HEB.3.16	No chenani wahulike na kugendelela kuwa wafuti? Nhafo siwowile awaya wose awaleuke Misili ugele wo ulongosi wa Musa? 
HEB.3.17	Kahi no chenani awamudesile kwa minyaka makumi mane? Siwaya wose awagolose wihi, awene mitufi yawo hayugwa mwibalangu? 
HEB.3.18	Kahi no chenani welahile fina wanghengile mubwihilo wakwe ninga si waya awowile wafuti? 
HEB.3.19	Hambiya chikona fina wasadahile kwingila kosoko ya kuleka kuhuwila kwawo.
HEB.4.1	Hambiya kosoko dihuwilo dyo kwingila muchinyemi chakwe dinghali baho, chogohe uleke yanghowe yumwedu wenu yaliganiswe kosoko ya kusuma kudifikila. 
HEB.4.2	Kosoko imbuli iswanu haija ukwetu fina ukwawo, ninga imbuli yahubiliigwe ukwawo iswatasile, kosoko isahangile ne dihuwi dya wategelesage. 
HEB.4.3	Kosoko aseye chihuwile chikwingila muubwihilo wakwe, kifana Mulungu foyalongile
HEB.4.3	“Fina fonakilahile munyono yangu,
HEB.4.3	Wasidaha kwingila mubwihilo wangu,”
HEB.4.3	hata inghowa imilimo yakwe haihela ugele wo kwikigwa inghindiso ye chilunga. 
HEB.4.4	Kosoko ahamonga kalonga simbuli se dijuwa dye mufungate, “Ne Mulungu hakabwihila dijuwa dyo mufungate kulawa kugolosa milimo yakwe yose.” 
HEB.4.5	Na kahi ahanhu hano hakagamba, “Wasidaha kwingila mubwihilo wangu.” 
HEB.4.6	Kosoko hambiya isigala kuwamonga kwingila umo, na wose awene kunghonga, hawahokela imbuli swanu ninga hawasumwa kwingila kosoko ya ufuti wawo, 
HEB.4.7	kahi keka ijuwa dimonga, “diyelo” yakugamba kulokela Daudi minyaka mingi ilokile, musimbuli isamule kuwandikigwa,
HEB.4.7	“Diyelo munghahulika dijwi dyakwe,
HEB.4.7	munghaigolose imimoyo yenu yuwe mikugutu.”
HEB.4.8	Kosoko inghowa Yoshua hakamwinghani hanhu ha kubwihila iMulungu nghodaha kutambula hamwande dijuwa dingi. 
HEB.4.9	Hambiya kahi ahaya isigala sabato dijuwa dyo kubwihila kwe Mwana we Mulungu! 
HEB.4.10	Kosoko wowose iyakwingila muubwihilo we Mulungu yakubwihila munhogoma milimo yakwe fina Mulungu foyabwihile munhogoma yakwe. 
HEB.4.11	Lekeni hambiya chipiligale chingile kuubwihilo uya, uleke hanghowe na yumwedu wetu yogwe kosoko yo ufuti uno. 
HEB.4.12	Kosoko imbuli ye Mulungu nyumi, kahi ikutogoma milimo, nghali kusuma isunja, kahi ikuhoma mpaka ikutemanhula chidoga ne umuhe ne ifilungo fya umutufi ne umusopo, kumanya amadoga ne inyenda ye umoyo. 
HEB.4.13	Kahi hamwande yakwe hechaka ichumbigwe chikifisile ninga fyoose fyahajelu na kugubuligwa mumeso gagwe imwene yena simbuli setu.
HEB.4.14	Kosoko hambiya china Imutambiki Mukulu iyengile kulanga, Yesu Imwana we Mulungu, chigendelele kukolelesa dihuwilo dyetu. 
HEB.4.15	Kosoko chichaka Mutambiki Mukulu iyekuhanga nase musokesi wetu, ninga imwene naye hakahesigwa musinyuwa sose fina seye bila kugolosa wihi. 
HEB.4.16	Chisegelele kwa nghinyo hegoda dye undewa dye dihewa, uleke chidahe kuhokela ubasi na dihewa dyo kuchitasa ugele wo chikuhananga.
HEB.5.1	Kosoko chila Mutambiki Mukulu yasaguligwe kulawa muwanhu, kekigwa yeme ahanhu ha wanhu yawatogomele musimbuli se Mulungu, kulafa filafwa na sinhambiko kosoko yo wihi. 
HEB.5.2	Yekudaha kuwalondela kwa uholo awasimanyile na wokwagilila, kosoko imwene naye kowa musokesi. 
HEB.5.3	Kosoko ino imwagila naye yalafe nhambiko kosoko yo wihi wakwe na wihi wa wanhu wamonga. 
HEB.5.4	Na hechaka munhu yekiingha ditunyo dyo Utambiki Mukulu ninga ayuya iyenangigwe ne Mulungu, fina foyowile Haluni. 
HEB.5.5	No nheifo kahi iKilisito naye nghakiinule imwenyecho kuwa Mutambiki Mukulu, ninga hakasaguligwa ne Mulungu yagambile,
HEB.5.5	“Agwe no Mwanangu,
HEB.5.5	diyelo nikweleka,”
HEB.5.6	fina foyakulonga ahanhu hamonga,
HEB.5.6	“Agweye no mutambiki wa majuwa gose,
HEB.5.6	anhanhu ho utambiki ha Melikisedeki.”
HEB.5.7	Mumajuwa gakwe goyekalage muchilunga, Yesu hakatasaga lugano na kutasilisa, kwa ijwi ikulu na masosi kwe Mulungu yena udaha wo kumuhonya kulawa mudifa, na hakahulikigwa kosoko ye chogoho che Mulungu ichowile umwakwe. 
HEB.5.8	Hamwedu na gago hakowa Mwana, iyakifusile kuhulika kugendela amagayo goyapatile 
HEB.5.9	naye foyakangasigwe hakagaluka chotoko cha uhonya wa majuwa gose kuwose awekumuhulika, 
HEB.5.10	kahi imwene kasaguligwa ne Mulungu kuwa mutambiki mukulu ahanhu ha Melikisedeki.
HEB.5.11	Muchanhya yakwe china mbuli nyingi sa kulonga, ninga nghugutu kusilonga, kosoko anyeye hamukwenda kuhulika. 
HEB.5.12	Kosoko hamwedu na gago muwagila muwe wafusaji mukuhananga munhu yun gi yawafuseni amafuso ge inghonga ge Mulungu. Mukuhananga mele siyo chakudiya chikugutu; 
HEB.5.13	Kosoko chila munhu iyakwikala kwa ndiya ya mele nghamanyile imbuli ye chawelu, kosoko ni mwana na. 
HEB.5.14	Ninga chakudiya chigugutu ni cha wakulu wagima, kosoko wose awene imisungu wakudaha kusagula diswanu na dihile.
HEB.6.1	Hambiya chileke amafuso ge nghonga agechikilisito na chandamile agakangale, chingheke nhindiso kahi: Kwa kulamba kulawa mumilimo yufile ninga chike dihuwi kwe Mulungu, 
HEB.6.2	malagiso ge mbuli sa ubatiso na kwikiligwa mikono na kwinuka wafile na uliganiso wa majuwa gose. 
HEB.6.3	Agano chogolosa Mulungu yenghenda. 
HEB.6.4	Kosoko isikudahika kulamba kahi kwa wanhu awalekile dihuwi wowile muujelu na kunomola ichinghwa che Mulugu na kuwa na lugota na Muhe Musunhile, 
HEB.6.5	na kufulusa kunomola uswanu we mbuli ye Mulungu na uludole we chigele chikwija, 
HEB.6.6	na kuleka dihuwi isikudahika kuwowisa walambe kahi, kosoko wakumusambasa Imwana we Mulungu keli mufidoga fyawo na kumutofula kwa hajelu. 
HEB.6.7	Kosoko isanga inyunyile ifula, itonyelwa chila ugele na kotesa mamudyo maswanu kwa yuya yakulima na kuhokela simboto kulawa kwe Mulungu. 
HEB.6.8	Ninga inghotesa miwa na magugu, yokuwa chaka chambusi na kuwa habehi na kuhugutiswa; na kusomigwa kumoto.
HEB.6.9	Hata inghowa chikulonga nheifo, wendigwa wangu musimbuli senu chihuwila simbuli siswanu lugano so uhonya. 
HEB.6.10	Kosoko Mulungu siyo mukugutu hata yaleke kona imilimo yenu na wendo womonese kosoko ye disina dyakwe, kuwatogomela awasunhile fina fomukugolosa hata hambiya. 
HEB.6.11	Chikuhananga chila yumwedu wenu yonese upiligale uwo kwa kumanya umemelesi we dihuwi mpaka kundumiliso, 
HEB.6.12	uleke munghowe wadoba, ninga awekuwandamila wose awena kulokela dihuwi na ufinyilisi wakuhala isilaganiswe.
HEB.6.13	Kosoko ichigele iMulungu foyamulaganise Ibulahimu, na kosoko nghowile hata na munhu yumwedu mukulu wa kilahila, hakelahila muimwecho, 
HEB.6.14	yekugamba, “Chawelu nokumotesa gweye na kukongesa.” 
HEB.6.15	Kamei Ibulahimu yakamale kufinyilisa, hakahokela choyalaganiswe. 
HEB.6.16	Kosoko awanhu wakilaha kwa yuya imukulu kusuma awene, na nyilaha ukwawo no kumala simbuli sose. 
HEB.6.17	No nheifo, Mulungu naye yakwenda konesa lugano awahasi we dihuwilo ifene amadoga gakwe fogechaka chibidubidu hakongesa mudihuwiso kilaha, 
HEB.6.18	uleke kwa finhu fili ifisikudaha kubiduka mufifyo Mulungu nghodaha kulonga udasi, uleke aseye chibilimile chuwe na ludole lukangale kudikola dihuwi dikigwe hamwande yetu. 
HEB.6.19	Chinadyo dihuwi dino, dye chawelu na dimile nghwi kifana chigingi che fidoga, ne dihuwi idikwingila mugati ye dipasiya, 
HEB.6.20	Umo nomoyengile Yesu kosoko yetu, imwene noyachilongolele hakagaluka mutambiki mukulu wa majuwa gose kifana Melikisedeki.
HEB.7.1	Kosoko ayuno, “No Melikisedeki Mundewa wa Salemu, imutambiki we, Mulungu Iyekuchanhyasi, hakakitanyila na Ibulahimu foyendeyakuya kulawa kuwatowa wandewa na kumotesa,” 
HEB.7.2	na kwe imwene yuyo Ibulahimu hakalafa, “Imwedu ye ikumi ya chila chinhu choyowile nacho,” itapita ye Disina dyakwe bosi ni, “Mundewa we chawelu,” keli ni mundewa wa Salemu, “Imwene ni mundewa we digoya.” 
HEB.7.3	Munhu yo kechaka baba, ninga ng'ina, kechaka welekwa, hegu nghonga ama ndumo mulwikala lwakwe, ninga kaliganisigwa ne Mwana we Mulungu, imwene ni kuhani mwajuwa gose.
HEB.7.4	Langeni fonimukulu! Ibulahimu baba yetu hakamwingha imwedu ya kumi ye ifinhu ifilawile kunghonga. 
HEB.7.5	Na wose awecheleko cha Lawi awakuhokela umulimo wo utambiki wene lusigililo mwilagiso fina walonde imwedu ya kumi kulawa kuwanhu wawo, kosoko nawo ni welekwa wa Ibulahimu. 
HEB.7.6	Ninga munhu yuno siyo wa lukolo lwawo, hakahokela imwedu ya kumi kwa Ibulahimu na kumumotesa imwene yene dihuwiso. 
HEB.7.7	Kahi imanyika fina imudodogi yakumotesigwa ne mukulu. 
HEB.7.8	Na hata wanhu ambawo wakudaha kufa wakuhokela imwedu ya ikumi, ninga kwa Melikisedeki imwdu ya kumi haihokeligwa na kuhomeleligwa ne imwene imumi inghakudaha kufa. 
HEB.7.9	Munhu yakudaha kugamba fina, Lawi imwenyecho, iyakuhokela imwedu ya kumi, hakaliha kugendela Ibulahimu, 
HEB.7.10	kosoko hakowa mufyuno fye Babakwe ugele Melikisedeki foyakitang'anyile naye.
HEB.7.11	Hambiya inghowa ukangasi haupatagwa kwa njila ya utambiki we Chilawi, (kosoko hasi yakwe awanhu hawahokela malagiso), hahowa na soko yaki kahi ya mutambiki yungi yeme ahanhu ha Melikisedeki, kusuma hata yumwedu iyatambuligwe ahanhu ha Haluni? 
HEB.7.12	Kosoko halika utambiki ukudaha kubiduka, yagila amalagiso nago gabiduke. 
HEB.7.13	Kosoko umwene yalongigwe mugago hakowa muhangi wo ulukolo lwingi, ulwene hechaka hata yumwedu mulukolo lwalwo iyetuma mulimo wo utambiki hefugilo. 
HEB.7.14	Kosoko imanyika chalinje fina iMundewa wetu yalawa mucheleko cha Yuda, mulukolo ulwene Musa nghalonga mbuli yoyose muchanhya yakwe musimbuli sa watambiki.
HEB.7.15	Adino digaluka dya chalinje lugano, ichigele mutambiki yungi yakwima kefana Melikisedeki, 
HEB.7.16	iyagaluke mutambiki siyo kwa kwandamila inyenda ya malagiso ge chimutufi, ninga kwa ludole lwa uumi uusikubanika. 
HEB.7.17	Kwasoko kahomelelwa fina
HEB.7.17	“Agweye kwa mutambiki wa majuwa gose,
HEB.7.17	ahanhu ha Melikisedeki.”
HEB.7.18	Kwa ulwandi lumonga dilagiso idilongole dikigwa hanghanda kosoko yo usokesi wakwe na kuleka kuwa na chakutogomelwa. 
HEB.7.19	(Kosoko dilagiso sidyamemelese chochose); kwa ulwandi lumonga, dihuwilo diswanu hadinghiswa, uleke mugago chidahe kumusegelela Mulungu. 
HEB.7.20	Kahi sidyowile nheifo bila ya kilaha. 
HEB.7.21	Wose kunghonga awowile watambiki hawalonda mulimo uwo bila ya kilaha, ninga ayuno kenghigwa kwa kilaha,
HEB.7.21	“Imundewa kakilaha
HEB.7.21	kahi nghodaha kubidula chidoga chakwe,
HEB.7.21	‘Agweye no mutambiki wa majuwa gose.’”
HEB.7.22	Kwa nheifo Yesu kagaluka mwimilisi we dilagano diswanu. 
HEB.7.23	Lugano, awatambiki we nghonga hawowa wengi, kosoko hawakindisigwa ne difa wanghagendelele mumulimo; 
HEB.7.24	ninga imwene kenawo utambiki wakwe uwichaka ndumo, kosoko ukugendelela majuwa gose.
HEB.7.25	Nochanghone ugele wose kena udaha wa kuwahonya wose awakumusegelela Mulungu kwa kulokela imwene, kosoko muchigele chakwe chose choyakwikala yakuwatasila.
HEB.7.26	Kosoko hayagila chuwe na mutambiki mukulu kifana yuyo, imusunhile yechaka ilema dyodyose, inghachafuke, iyakinega na uwihi, na yenuligwe kulanga. 
HEB.7.27	hafanile, kifana awatambiki wamonga wakulu; kechaka haja kulafa nhambiko chila ijuwa, kunghonga kosoko yo wihi wakwe imwenyecho, keli kahi na kosoko yo uwihi wa wanhu wose; aga hakagagolosa malumwedu du kwa wanhu wose ichigele foyakilafile imweneyecho. 
HEB.7.28	Kosoko dilagiso dikuweka wanhu wose awechaka ludole kuwa watambiki wakulu, ninga inonga ye nyilaha, iyejile kunyuma ye dilagiso haimusagula Mwana iyamemelekele majuwa gose.
HEB.8.1	Hambiya imbuli inghulu musose sochikulonga no ino: China mutambiki mukulu iyefane yuyo yekale mumukono wo kulume we digoda dye Undewa Mukulu ako kulanga, 
HEB.8.2	imutogomi ahanhu hasunhile he dihema dye chawelu, idyekigwe siyo ne munhu, ninga Mundewa. 
HEB.8.3	Kosoko chila mutambiki mukulu kasaguligwa uleke yalafe filafwa na nhambiko; kosoko ikuhanangigwa imutambiki naye yowe na chinhu cha kulafa. 
HEB.8.4	Hambiya kusigwa yowile wamuchilunga nghowile yakuwa mutambiki hata chidodogi, kosoko hena watambiki awakulafa filafwa ifene dilagiso fodikulagisa. 
HEB.8.5	Wakutogoma mulimo hanhu ha sunhile kifana futa na inyefu dya finhu fya kulanga; kifana Musa foyowile habehi kugolosa dihema, hakajamigwa kugambigwa, “Langa ukagolose finhu fyose kifana fowonesigwe akuya kwitunda.” 
HEB.8.6	Ninga Yesu kapata mulimo muswanu lugano, na muchanhya ya iyo, imwene kakifana mulamusi we dilagano diswanu, kosoko dija kulokela mahuwiso maswanu. 
HEB.8.7	Kosoko woile diya dye nghonga dyowile hadihunguke, kusowile kukuwa na soko ya kukongha dingi dya keli.
HEB.8.8	Mulungu hakona wihi kuwamonga nochinghone yakugamba,
HEB.8.8	“Chawelu majuwa gakwija, yakulonga Mundewa,
HEB.8.8	chigele chonikwija nikwiga ilagano isha ne nyumba ya Isilaeli
HEB.8.8	na hamwedu na nyumba ya Yuda;
HEB.8.9	hadikuwa kifana dilagano diya dyonekile ne wababa sawo,
HEB.8.9	mwijuwa dyonawalafage kwa mukono
HEB.8.9	na kuwalongosa kuluta iisi ya Misili;
HEB.8.9	kosoko hawagendelele mwilagano dyangu,
