MAT.1.1	Xuꞌu é Mateú u ne, iꞌa kakaꞌán u iña táta viꞌi Jesucristu, iꞌxá ika Dāvii, iꞌxá ika Ābraan.
HEB.6.1	Dukuān né, nā koó ntii ká o xee o da nté na kukaꞌxi nuu ō iñá Cristu. Na xtūví xio o é nakuāꞌa o diꞌna iña Cristu. Ñá ku ntiko koō xtúku ō nee iña é ini ō nte díꞌna, tsi é īni o tsí ña vií ka o nuu i é kīni kaa é odō doxiꞌí san; é īni o nté koo kuintiꞌxé ko Xuva kō. 
HEB.6.2	É īni o é kutsi ntute o; é īni o nté koo xntee táꞌan o ntaꞌa kō ña ntákuintiꞌxe i san. É īni o tsí ntōto ña xiꞌí ne, ini ó tsi xntēkú kūꞌvé Xuva ko īña kó ntii dañu ntūvi. 
HEB.6.3	Sáꞌa viī ó te Xuva ko tāꞌxi ña ntuvi.
HEB.6.4	Tsí ña kuvi vií ō é nātɨvi iní xtuku ña tsīkan, ña é dīꞌna naxiꞌí nuu i kuenta iña Xuva ko. Īto nteé ña tsi dóo váꞌā o dé Xuva ko ni ñā né, ini ña nté o kade tsiñu Espíritū Sántū sán nima ña. 
HEB.6.5	Īto nteé ña tsi dóo váꞌā ó kakaꞌan túꞌun Xuva kō né, kūtuni ñá nuu i e dóo ntii īni i é vēꞌxí rkontuvi. 
HEB.6.6	Te nākuita ña é kuintiꞌxe ña Xuva kō vata koo é vīí xtuku ña vatā o dé ña diꞌna ne, dōó ntii tūꞌun é ntiko koō xtuku ña, tsí kuenta iña mii ña kánaxnteē xtúku ña Cristu ntíkā krusi kan. Kanadɨ̄kɨ́ nteē ñá Cristu. 
HEB.6.7	Tsí vata kaa ñuꞌu é kānakoꞌo ntute davi san vata dá kakɨɨn ne, te xūku vaꞌá kakene, xuku é kaidiáꞌvi iña ña ntáde tsiñu san ne, kanaxnuu víko Xuva ko ñūꞌu san. 
HEB.6.8	Ntá tsi te da mii xūku íñu kakene ni kūꞌu é ña váꞌa sán ne, kunaá ñuꞌu san, tsí koko te kúvi. Kuan koo ntoꞌo ña tsīkán dɨ.
HEB.6.9	Kuān té dukuán o kakaꞌán ntɨ, taꞌan ntɨ, ña e dóo ntio ntɨ́ ne, iní ntɨ tsi íō nuu i e dií ka vaꞌá iña nto, nuu i é nīꞌi ko dá nakáku ō. 
HEB.6.10	Dōo váꞌā ó kadē kûꞌvé Xuva kō né, dukuān ne, ñá kūnáa inī ñá nuu i é idé nto. Ñá kūnáa inī ña tsi nañéꞌe ntó ña tsi dóo ntákuinima ntó taꞌan nto, ña ntákuintiꞌxe i san, dā xntíi nto ña kuēnta iña Xuva ko. Kuan tsī ó kade dukuan ntō vevií dɨ. 
HEB.6.11	Ntio ntɨ é kuan kōo koó ntii ntō dɨ, é un é un nto, dá ntoo dukuan nto ñūxiví sa, vata koo é kūtuni vaꞌá nto nee iña é nīꞌi nto ntaꞌa Xúva kō. 
HEB.6.12	Ñá ntīo ntɨ é kuduꞌxen ntō, tsi é ntīo ntɨ́ ne, vií nto vatā ó de ña ntákuintiꞌxe i, ña é ntákutií i é kuntētu da nté nīꞌi ña núu i e táꞌxi Xuva ko xūꞌu ña é taꞌxi ña kō.
HEB.6.13	Dā xeꞌé Xuva ko xuꞌu ña ni Ābraán ne, ēde ña kuenta iña mii ña, tsi nté uun ñaꞌa é dií ka kaꞌnu ña é ntāda ntaa ñá iña ña. 
HEB.6.14	Kakaꞌan ña: “Nuu é ntaā i é kākaꞌán u ni ntō. Dōo náxnuu viko ú nto ne, taꞌxi u e dóo nakāxa íꞌxá nto”, kaꞌan ña. 
HEB.6.15	Kūtíi Abraan kantétu ña ne, dukuān ne, níꞌi ñā nuu i é xeꞌé Xuva ko xuꞌu ña ni ñā. 
HEB.6.16	Dā ntánantuku ō xoo é ntāda ntaa i te nuu é ntaā í ne, ntánantuku o ñāꞌa, ña é dií ka naꞌnu é xoꞌō. Dukuān né, dā kaꞌan ñá tsi nuu é ntaā í ne, ña túvi ká nee iña é kāꞌan o. 
HEB.6.17	Dukuān né, ntāda ntaa míi Xuva ko vata ō xeꞌé ña xuꞌu ña ni Ābraan. Ncho nañēꞌe ñá ñaꞌa san, ña é nīꞌi i íña ña é xeꞌé ña xuꞌu ña, tsi kada ntáa ñá nuu i é xeꞌé ña xuꞌu ña ne, kaꞌan ña tsi ñá nadāma kueꞌen ña nté uun túꞌūn. 
HEB.6.18	Dukuān né, īó uvi nuu i é ña nadáma, tsí ña kuvi káꞌan Xúva kō dovete. Kuenta iña i sáꞌa ne, kanaxnūu kaꞌnu kueꞌen ñá nima ko, xoꞌō é nantuku ō xoó nadaꞌan i kō, tsí īni o tsí niꞌi ko vatā ó kakaꞌan ña. 
HEB.6.19	Dā xé ini o sáꞌā ne, kairkaá kutu ō é kuintiꞌxe kō ne, ñá nadāma nima kó, vata kaa kaa é kairkaa kutū má ntute kān. Kuvi kɨꞌɨn étsin ō nuu Xuva ko, ña tuví e dukún kān, vata ō kɨꞌví dutú san míꞌi e dóo kuiko ata doo é rkaa iko ini ukun ña kídaā. 
HEB.6.20	Jesuú ne, nākaán ña itsi é kɨ̄ꞌɨn o e dukún kān tsi kúvi ña dutu ódo nūu iña kó ntii dañu ntūvi, vata kaa dutu Melquisedee.
HEB.7.1	Melquisedeé san ne, rei ñuú Saleen ñá ne, dutu ódo nūu ña iña Xuva ko, ña dóo kaꞌnu san. Kuéꞌen Melquisēdee é nāniꞌi taꞌan ña Ábraan ítsi kān da náxee Abraan da kúvi idé ña ni tɨ̄tɨ́n reí ne, nāxnuu viko Melquisedeé san ña. 
HEB.7.2	Abraán ne, kuenta iña kuenta uꞌxi núu i é nīꞌi ña dá naá ña ne, xéꞌe ña uun taꞌvi i īña Melquisedeé san. Dɨvī ña é Melquisēdeé ne, “rei vaꞌá” kani túꞌun. Ñuu mí de kúꞌvē ñá ne, Saleen nani. Saleén san ne, “é kuntōo váꞌa ō” kani túꞌun. Kuvi kaꞌan o ve tsí rei vaꞌá ña, ña é kāde é kuntōo váꞌa ñaꞌa ña. 
HEB.7.3	Ña túvī nteé naꞌa xoo é dɨꞌɨ ñā, xoo é uva ñā, xoo é ñata ñā. Ntē ña tuvi nteé naꞌa ama káku ña, ama xiꞌi ña. Vata kaa Iꞌxá Xuva kō kaa ña, tsí kade ña dutu ntii dáñu ntūvi.
HEB.7.4	Koto nto tsi dóo kaꞌnu ñaꞌa Melquisedeé san. Tsí uva ika ko Ābraan, ña dóo kaꞌnu sán ne, xéꞌe ña Melquisēdeé san uun taꞌvi ī é kuēnta uꞌxi núu i e dií ka vaꞌa é kīꞌi ña iña reí san da kúvi idé ña ni ñāꞌa san dá naá ña. 
HEB.7.5	Kakaꞌan lei Muísee tsí iꞌxá Levii, ña é vīi dutú san ne, kuvi kiꞌi ña uun taꞌvi ī é kuēnta uꞌxí san iña é un ntɨꞌɨ̄ é iō iña ña Israeé san, kuān te ñavíꞌi ña, kuān te iꞌxá ika Ābraan ñá dɨ. 
HEB.7.6	Ntá tsi Melquisedeé san, kuān te ña te iꞌxá Levii ñá ne, kiꞌi ña uun taꞌvi ī é kuēnta uꞌxí san é xeꞌé Abraan, ña é xeꞌé Xuva ko xuꞌu ña ni ī né, nāxnuu viko ña Abraan. 
HEB.7.7	Ini váꞌa ō tsí dɨvi ñā é kanāxnuu viko ña ñaꞌa sán ne, dií ka kaꞌnu ñaꞌa ña é ñāꞌa, ña é nāxnuu viko ña. 
HEB.7.8	Vevií ne, da xōó ka é kāniꞌi i uun táꞌvi ī é kuēnta uꞌxí san ne, kudiī ñaꞌa, ña é kāntɨꞌɨ ntuvi iña i. Ntá tsi kídaā ne, kakaꞌan túꞌun Xuva ko īña Melquisédee váta tsi te kāntíto ká ña. 
HEB.7.9	Iꞌxá Levii, dutú san é kākiꞌi uun táꞌvi ī é kuēnta uꞌxí san vevií ne, kuvi kaꞌan o tsí vata tē ntáꞌvi ña dɨ dá xeꞌé uvata ña Ābraan úun táꞌvi ī é kuēnta uꞌxi íña Melquisédee. 
HEB.7.10	Tsí ñuꞌu kúñu Ābraan núu i é kūvi iꞌxá ña é vāta kaku, da kuéꞌen Melquisedee é nāniꞌi taꞌan ña.
HEB.7.11	Tē dɨ dutú san é īꞌxá Levii kuvi víi ña é ntūváꞌa ñaꞌa san nuu Xuva ko kuenta iñá leí san e ntánakuāꞌa ña ña ne, ñá kantīo é kīꞌxi ká xtuku uun dutú rkontuvi. Ntá tsi dutu ñá tsīkán ne, ña ni kúvi viī ña. Dukuān ne, kantio é kīꞌxi uun dutu váta kaa Melquisedeé san ne, ñá te vāta kaa tatá iꞌxá Levii, ñá nani Āroón san. 
HEB.7.12	Te ē túku dutú san kiꞌxi ña ne, kantio é nādama ña leí san. 
HEB.7.13	Dutú san, ña kakaꞌan túꞌun Xuva kō ne, Cristu ña. Ntá tsi ña te tatá Aroon ña, tsí tuku tatá ña. Nté uun ito vata vií tatá ña sāꞌá dutu. 
HEB.7.14	Un ntɨɨ́ ntɨ̄ɨ́ ñaꞌa san ini ña tsí Jesuú ne, tatá Judaa ña. Nté uun ito ña ni káꞌan Muiseé te kii nūu dutu íꞌxá Judaa.
HEB.7.15	Dií ka kaini o sáꞌā dá xee dútu xeé san, ña vata kaa Melquisedee. 
HEB.7.16	Ña sāꞌá ne, ñá ni xēe ña é viī ñá dutu tsí kaduku ntée ña tatá Aroón san, tsi xée ñā é viī ñá dutu dá xe dóo ntii inī ña tsí ña kantɨ́ꞌɨ ntuvi iña ña. 
HEB.7.17	Kuvi vatā ó kakaꞌan túꞌun Xuva ko īña ña:
HEB.7.17	Viín dutu ntii dáñu ntūvi,
HEB.7.17	vata kaa Melquisedee,
HEB.7.17	kaꞌan. 
HEB.7.18	Dukuān né, nantɨꞌɨ Xuva kō lei átā san, tsí ña ni kuvi vii, ñá ni īdiáꞌvi. 
HEB.7.19	Tsí lei Muíseé san ne, ña ni kúvi vīi é kāda ntaa kuéꞌen o ni Xuva kō. Ntá tsi īó itsi e dií ka vaꞌá ve. Kuenta iña i sáꞌā ne, kuvi xee étsin o nūu Xuva ko.
HEB.7.20	Xéꞌe Xuva ko xūꞌu ña é tēe tsiñu ña Jesuu é viī ñá dutu xeé san. 
HEB.7.21	Un ntɨɨ́ ntɨ̄ɨ́ dutu ñá nguiī sán ne, ñá te xōó ni xeꞌē í xuꞌu i ni ñā dá kɨ̄ꞌví ña é viī ñá dutu. Ntá tsi dutu ñá saꞌá ne, nteé naꞌa mí xēꞌé Xuva ko xuꞌu ña ni ñā dá kakāꞌan ña:
HEB.7.21	Xuꞌu é Xuva ō kó ne, taꞌxi ú xuꞌu kó ne, ñá nātɨvi iní ko dá kāꞌán u:
HEB.7.21	“Dɨvīn né, dutun ntii dáñu ntūvi”,
HEB.7.21	kaꞌan Xúva kō. 
HEB.7.22	Dukuān né, kūtuni ñáꞌa tsi Jesuú ne, tuví ña kuenta iña túꞌūn xeé san e táꞌxi Xuva ko xūꞌu ña dá kakāꞌan ñá tsi dií dií ka vaꞌá koo é xēé san é vāta kaa é tūví diꞌna. 
HEB.7.23	Ñá te da dīi dutu xió ña kídaā, tsí un ntɨɨ́ ntɨɨ̄ ñá ne, ña ni kúvi viī ñá dutu ntii dáñu ntūvi, tsí xiꞌi ñá ne, tuku ñaꞌa nakunúu ña naa ña. 
HEB.7.24	Ntá tsi Jesuú ne, vií ña dutu ntii dáñu ntūvi, tsí ña kúvī ñá ne, ñá kantīo é kɨ̄ꞌví tuku dutu náa ña. 
HEB.7.25	Dukuān ne, kuvi nakáku kueꞌen ña un ntɨɨ́ ntɨ̄ɨ́ ñaꞌa, ña é kīꞌxi etsin nuu Xuva ko kuenta iña ña, tsí ña kúvī ña. Tuví ña vata koo é kāꞌan ñá ni Xuva ko kuēnta iña ñaꞌá san ntii dañu ntūvi.
HEB.7.26	Tsi Jesuú ne, dutu ódo nuū ñá e dóo vaꞌá ña, vatā ó kantio ko. Tsi dóo vaꞌá ña. Ña túvī nee é kīni kaa iña ñá, ntē ña tuvi nté uun kuétsi ñā. Ñá te dadɨɨ ña nī ña é iō kuetsí i. Dií ka kaꞌnu ñaꞌa ña é un ntɨꞌɨ̄ é īó e dukún kān. 
HEB.7.27	Ña kantío é viī ñá vatā ó de tuku dutu ñá odo nūú san é ūtén utén kaeꞌní ña kɨtɨ é kuēꞌé ña tɨ doméni iña Xuva ko, diꞌna kuenta iña kuétsi mii ñā ne, kidáā ne, kuenta iña kuétsī ña ñuú ña. Ntá tsi Jesuú ne, uun ito tsi xeꞌé ña doméni iña Xuva ko kuenta iña ún ntɨɨ́ ntɨ̄ɨ́ ñaꞌa dá xeꞌé ña kúñu mii ñā ntíkā krusi kan. 
HEB.7.28	Lei Muíseé san ne, kadē kûꞌve é kūdii ñaꞌá san é io kuētsí ña vií ña dutu ódo nūú san. Ntá tsi xeꞌé Xuva ko xūꞌu ña dá de kúꞌvē ña rkontuvi é xēé leí san tsí Iꞌxá mii ña viī ñá dutu ódo nūú, dɨvi ñā é ña tuvi kuéꞌen tsi kuétsi ña ntii dañu ntūvi.
HEB.8.1	Váꞌa ō ve. Dií ka ntio ko é kūtuni nto sáꞌā: Īó dutu ñá odo nūu iña ko é vāꞌá kueꞌen ña, tsi tuví ña e dukún kān ne, kadē kûꞌvé dadɨɨ ña ni Xuva kō, ña dóo ntii inī í san. 
HEB.8.2	Kade ña dutu ódo nūu má viꞌī kuikó ntiꞌxe san é tuví e dukún kān. Mii Xuva kō xntítsī ñá viꞌi sāꞌá; ña te ñáꞌa ni xntitsī ña.
HEB.8.3	Un ntɨɨ́ ntɨ̄ɨ́ dutu ñá odo nūú san ne, dɨvi tsīñu ña é kuēꞌé ña doméni ntaꞌa Xuva kō, é kāꞌmi ña kɨtɨ san iña Xuva ko, kɨtɨ e ntaxéꞌe ñaꞌa san iña kuétsi ñā. Dukuān ne, kantio é kōo é kuēꞌé Jesuu ntaꞌa Xúva kō dɨ. 
HEB.8.4	Tē dɨ́ katuvi dukuan ña ñuxiví a ne, ñá viī ñá dutu, tsi dóo īó dutu táta Levii e ntaxéꞌe ña doméni vatā ó kakaꞌán lei Muísee. 
HEB.8.5	Ntá tsi da mii tsī da ntántaváꞌa naa ña nuu i é īó e dukún kan, vatā o dé Muisee da xntítsī ñá viꞌi Xuva kō ne, kakaꞌan Xúva ko ni ñā: “Kuenta vií nto é ntāváꞌa naa nto vatā o nañéꞌe ú nto rkɨ uku Sínaií kān”, kaꞌan ña. 
HEB.8.6	Ntá tsi Cristú ne, níꞌi ña tsīñu e dií ka kaꞌnu é nīꞌi dútu, ñá tsīkan, tsí kade kúꞌvē ñá iña túꞌūn e dií ka vaꞌá san. Dií ka vaꞌa túꞌūn san tsi táꞌxi Xuva ko xuꞌu ña ni ko uun nuu i e dií ka vaꞌa.
HEB.8.7	Tē dɨ́ ni īdiáꞌvi kueꞌen túꞌūn é ītúvi diꞌna ne, ñā dɨ́ ni ntīo é kōo tuku túꞌun vē. 
HEB.8.8	Ntá tsi ña ni xkúntee iní Xuva kō nté ō dé ñaꞌa san kuenta iña túꞌun āta sán ne, uve naꞌa mí kakāꞌan ñá ni ñā:
HEB.8.8	Xuꞌu é Xuva ntō ne, kakaꞌán u ni ntō:
HEB.8.8	Koto nto tsí xee ntúvi ve
HEB.8.8	dá kāꞌan xtúku ú nī ña Israeé nī ña Judaa nté koo vií ña.
HEB.8.9	É tūku kakaꞌán u ni ña vatā ó kakaꞌán u ni ñata ña
HEB.8.9	ntūvi dá irkáa ú ntaꞌa ña e nátāvá u ña ñuú Egítō;
HEB.8.9	tsi ñá ni de ntāa ña é kākaꞌán u ni ñā.
HEB.8.9	Dukuān ne, ña ni íde ú ña kuenta,
HEB.8.9	kaꞌan Xúva kō. 
HEB.8.10	Kakaꞌan xtúku Xuva kō:
HEB.8.10	Túꞌūn saꞌá kaꞌán u nī ña Israee dá xee ntúvi tsīkan.
HEB.8.10	Tsuꞌun u túꞌūn ko ini dɨkɨ ña.
HEB.8.10	Xnteé naꞌá u túꞌūn kó nima ña.
HEB.8.10	Kidáā ne, vií u Xuva ñā ne,
HEB.8.10	vií ña ñaꞌa ko.
HEB.8.11	Ñá kantīo é xe un xé un ña nakuāꞌa ña
HEB.8.11	taꞌan ña ni ñaviꞌi ña xoo e Xuva ña,
HEB.8.11	tsí un ntɨɨ́ ntɨɨ̄ ñá ne, é īni ñá ko,
HEB.8.11	nté īꞌxá e dií ka lúꞌntī un tsi nté ñatā, ña e dií ka atā.
HEB.8.12	Kada kaꞌnu iní u ni ña kuētsí ña ne,
HEB.8.12	nté uun ito ká ña nakáꞌān ko nuu i é kīni kaa é idé ña,
HEB.8.12	kaꞌan Xúva kō. 
HEB.8.13	Dá kakāꞌan Xúva ko īña túꞌūn xeé san ne, ncho kaꞌan ñá tsi e kuáta tūꞌun é tuví diꞌna. Da nēé ka nuu i é kuatā, é ña kaidiáꞌvi ká i ne, ña náꞌā ká kutūvi.
HEB.9.1	Viꞌa vé ne, túꞌūn é dīꞌna sán ne, kakaꞌan nté koo kunuu inī ñá Xuva kō. Xíō úkun ñā dɨ é tuví ñuxiví a. 
HEB.9.2	Xntitsī ñá viꞌi doó san é kūvi xúkun ñā. Xío ūvi neꞌu i. Míꞌi dīꞌna kakɨ́ꞌvi ña ne, ikān intóo kantílīn ní mesa mí ōdo tañúꞌū é kūvi doméni iña Xuva ko. Ikān ne, kakaꞌan ña é Má Viꞌī Kuíkó san. 
HEB.9.3	Áta dōo é rkaa iko īní i kān ne, tuví tuku neꞌu i mí kakāꞌan ña é Má Viꞌī Kuíkō Kueꞌen. 
HEB.9.4	Ikān ne, tuví uun naa e kúvi kaá kuāan e dóo nuu áꞌvi i mí eꞌmi ña kútū, ni ētun é kātavi kaá kuaán san kanɨɨ āta i. Sáꞌā ne, kakaꞌan ña é Ētun Iña Túꞌun Xuva Kō, tsí ñuꞌu váꞌa xuú san mí ūve naꞌa túꞌūn é kākaꞌan Xúva ko ni Muīsee. Nuu uun súlē e kúvi kaá kuaán san mí ñūꞌu nuu i e éꞌxi ña kídaa, dɨvī é kākaꞌan ña é manaa. Nuu tatun Āroón dɨ é kéne xuku i kídaā. 
HEB.9.5	Úvī ánjē e kúvi kaá kuaán san ne, ntâñɨ nú etún san vata koo é kūtuni ñáꞌa tsi íkan kakiꞌxi Xuva kō, ña dóo kaꞌnu san. Katavi núu ntiꞌxin ánjē san ata etún san mí ntuváꞌa ñaꞌa san ni Xuva kō. Ntá tsi ña káꞌán ka u nuu i sáꞌa vevii.
HEB.9.6	Dā xío tuꞌve nuu i tsíkān ne, ntakɨ́ꞌvi dutú san má viꞌī é kuvi ūun san utén utén vata koo é viī ñá tsiñu ña. 
HEB.9.7	Ntá tsi má viꞌī é kuvi ūví san ne, koó da miī dutu ñá odo nūú san kakɨꞌví ña ne, uun ito tsi é uun kuia. Dá kɨ̄ꞌví ña ne, kantio é kuīdo ña nɨñɨ kɨtɨ é kuēꞌé ña doméni ntaꞌa Xuva ko kuēnta iña kuétsi mii ña ni kuētsí ña ñuú ña, nuu i é idé ña dá ña ni kutúni ña. 
HEB.9.8	Dukuān né, kanañēꞌe Espíritū Sántū sán kō tsí vata kúvi kɨ́ꞌvi ñaꞌa san mí tuví Xuva kō dá kade tsiñu niꞌi dukuan ñā má viꞌī kuíko é kuvi ūun san. 
HEB.9.9	É un ntɨꞌɨ sāꞌá vatā o dé ña kídaā né, kanañēꞌe ñaꞌa é ntoo vevii. Tsí kuenta iña túꞌun āta sán ne, xéꞌe ñā doméni ntaꞌa Xuva kō né, ēꞌmi ña kɨtɨ san iña Xuva ko. Ntá tsi kuān té duꞌvā ó inúu ini ña Xuva kō ne, ñá ni idiáꞌvi e ntuváꞌa ntiꞌxe nima ñá ni Xuva kō. 
HEB.9.10	Tsi túꞌun tsīkán ne, da mii kākaꞌan íña i é kāꞌxi o, é koꞌo ō, nté koo ntuntoo kúñu kō. Sáꞌā ne, kudii núu ī e táꞌxi Xuva kō é vīi ó da nté kāꞌan Xúva kō túꞌūn xee, nuu i e dií ka vaꞌa.
HEB.9.11	Ntá tsi vevií ne, e xée Cristu é viī ñá dutu ódo nūu nuu i é xēé san, nuu i é vāꞌa é xeꞌé Xuva ko xūꞌu ña. Kɨ́ꞌvi ñā má viꞌī doó san e dií kaa vaꞌa, tsí ña te ñaꞌa ni de váꞌa ña, tsí ña te ñúxiví a tuvi. 
HEB.9.12	Ña ni ídō Cristu nɨñɨ́ a ndiꞌú san, nté nɨ̄ñɨ́ a leꞌntú san é kūvi doméni iña Xuva ko, tsí nɨñɨ mii ñá xeꞌé ña. Dukuān ne, idiáꞌvi é uun ito tsi kɨ̄ꞌví ña má viꞌī kuíkō kueꞌén san e ntáꞌvi ñā kuétsi ko ntii dañu ntūvi. 
HEB.9.13	Kuenta iña túꞌun āta sán ne, nɨ́ñɨ dūntɨkɨ kɨ́chɨɨ̄ sán ni nɨ̄ñɨ́ ndiꞌu kɨ́chɨɨ̄ sán ni xāa kúñū iꞌxá duntɨkɨ kɨ́tdɨ̄ꞌɨ́ san é īꞌxi nú nāá san ne, idiáꞌvī é dāꞌví dutú san ñaꞌa, ña é iō kuetsí i. Dukuān é ntuntoo kúñu ñā ne, naxtuvī xío ña ña iña Xuva ko. 
HEB.9.14	Ntá tsi dií dií ka kaidiáꞌvi nɨñɨ́ Cristu. Tsí kuenta iña Espíritu ñā é ña kuví ne, xeꞌé Cristu ntuvi íña ña vata kaa doméni iña Xuva ko, uun doméni é ña tuvi nee é kīni kaa. Kuenta iña nɨ́ñɨ ñá ne, kantoo nimá kō é un ntɨꞌɨ nūu i é kātaꞌxi doxiꞌi, vata koo é kuvi kada tsiñu o īña Xuva ko, ña kantíto san.
HEB.9.15	Dukuān é Jesucristú ne, vata kaa ña kaikan dá xeꞌe kaa ña iña túꞌūn xeé san. Xíꞌi ñā vata koo e ntáꞌvi ñā kuétsī é idé ō da ntántīkɨn dúkuan ō é kākaꞌan túꞌun āta san. Dukuān ne, ña e kána Xuva kō ne, kuvi niꞌi ña é vāꞌá iña Xuva ko ntii dañu ntúvi, vatā o táꞌxi Xuva ko xūꞌu ña. 
HEB.9.16	Tsí te kāda váꞌa uun ñaꞌa tutú iña nee é dūku ntée iꞌxá ña te xiꞌi ñá ne, ña kúvi kīꞌi iꞌxá san iña uva i dā nté ntūvi é kūví uva ña, vatā xkoó ini o. 
HEB.9.17	Ña kaidiáꞌvi tutú san dá tūvi dukuan ñá de váꞌa san. Dā nté tē xiꞌi ñá ne, da kidáā kaidiáꞌvi i. 
HEB.9.18	Dukuān ne, un tsi nte dá iñɨ ntuꞌu túꞌun āta sán ne, kantio é kātɨ nɨñɨ́ san. 
HEB.9.19	Kakaꞌan Muísee ni ún ntɨɨ́ ntɨ̄ɨ́ ñaꞌa san nté o kakaꞌan é un ntɨꞌɨ lēí san. Kidáā né, kīꞌi ña xuku é nani hīsopó ne, nākiꞌní ña idi leꞌntu kuéꞌé san dɨkɨ i. Dā xnúu ntoꞌo ña ini nɨñɨ a dúntɨkɨ́ san é nākudáka ntúte ne, da dáꞌvi ñā librú leí san ni ūn ntɨɨ́ ntɨ̄ɨ́ ñaꞌa san. 
HEB.9.20	Kakaꞌan ña: “Nɨ́ñɨ̄ sán ne, kuntāꞌa vata koo é kūtuni nto tsi táꞌxi Xuva ko xuꞌu ña ni ntō nté koo vií ña ni ntō”, kaꞌan ña. 
HEB.9.21	Duꞌva ō daꞌví Muisee nɨ̂ñɨ́ san viꞌi doó san ni un ntɨꞌɨ nūu i é de tsiñu niꞌi ñā má viꞌī doo kan. 
HEB.9.22	Tsí kakaꞌan ntíꞌxe leí san tsí dokó sa é un ntɨꞌɨ̄ ne, kantio é ntuntoo ni nɨ̄ñɨ́ san. Ñá kada kaꞌnū iní Xuva ko ni ko tē ña diꞌna katɨ nɨ̂ñɨ́ san.
HEB.9.23	Dukuān ne, núu ī é īó ñuxiví sa é kāntuváꞌa naa nuu i é īó e dukún kān ne, kantio é tāvi nɨ́ñɨ kɨtɨ́ san vata koo é ntūntoo. Ntá tsi dɨvi nuū i é īó e dukún kān ne, nɨ́ñɨ̄ é dií ka vaꞌá kantio. 
HEB.9.24	Tsi ñá ni kɨ̄ꞌví Cristu má viꞌī kuíkó san é de váꞌa ñaꞌa san, tsí kudii e ntáváꞌa nāá ñaꞌa san má viꞌī kuíko é tuví e dukún kān. Ntá tsi kɨꞌví ña e dukún kān mí kaikan ñá ntaꞌa Xuva ko kuēnta iña ko. 
HEB.9.25	Cristú ne, ña te kíꞌin ito ni ētɨ ña nɨñɨ ña é kūvi doméni iña Xuva ko. Tsí dutu ñá odo nūú iña ñá Israeé san ne, kuenta kuia kakɨ́ꞌvi ña má viꞌī kuíkō kueꞌén san vata koo é kuēꞌé ña nɨñɨ é ña te nɨ́ñɨ mii ña é kūvi doméni iña Xuva ko. 
HEB.9.26	Tē dɨ́ kuan ō ni idé Cristú ne, kantio é kiꞌin ito kuvī ñá un tsi nte ntúvi dá iñɨ ntuꞌu ñúxiví san. Ntá tsi uun ito tsi kíꞌxi ña da dokó sa ntɨ́ꞌɨ ñuxiví san ne, xéꞌe ña ntūvi iña ña ntaꞌa Xúva kō vata koo é nakate ña un ntɨɨ́ ntɨ̄ɨ́ kuétsi kō é īo. 
HEB.9.27	Uun ito tsi kuví o, ūn ntɨɨ́ ntɨ̄ɨ o ne, kidáā ne, káꞌan Xuva ko te vāꞌá ō ne, o tē ña váꞌa ō ni ide o. 
HEB.9.28	Kuan ō kúvi Cristú dɨ, tsí uun ito tsi xeꞌé ña ntuvi iña ña é kūvi doméni iña Xuva ko, vata koo e ntáꞌvi ña kuétsī ñaꞌa san. Ntá tsi kiꞌxi xtuku ña, ñá tē e ntáꞌvi xtuku ña kuétsi kō, ntá tsi vata koo é nakākú kueꞌen ñá ñaꞌa san, ña ntantétu ña utén uten.
HEB.10.1	Lei Muíseé ne, vata kaa naꞌa i iña i é vāꞌá san é kīꞌxi, tsí ña te dɨvi ntiꞌxe. Dukuān né, kuān te kuénta kuia ntaxéꞌe ñaꞌa san doméni é kākaꞌan leí san ntaꞌa Xuva kō dá īnúu ini ña ña ne, ña ni kúvi ntūváꞌa kueꞌen ña. 
HEB.10.2	Tē dɨ́ kuvi ntaváꞌa ntiꞌxe leí san ñaꞌa san kuenta iña doméní san ne, ñá kantīo é kuēꞌé ka ña doméní san kuenta kuia. Te ūun ito tsi ntuváꞌa kueꞌen ñá ne, ña ntántɨꞌɨ iní ka ña te īó ka kuétsi ñā. 
HEB.10.3	Ntá tsi dā ntaxéꞌe ña doméní san kuenta kuia ne, ntánakaꞌan ñā tsi íō kuetsí ña, 
HEB.10.4	tsi ña kúvi nakate kueꞌen nɨñɨ dúntɨkɨ kɨ́chɨɨ̄ sán ni nɨ̄ñɨ ndíꞌu kɨ́chɨɨ̄ san kuétsi kō.
HEB.10.5	Dukuān ne, kakaꞌan Crístu ni Xuva kō da véꞌxi ña ñuxiví sa:
HEB.10.5	Ñá tē doméní san, nté nɨ̄ñɨ kɨtɨ́ san é ntio nto.
HEB.10.5	Dukuān né, taxnūu nto ko é kúvī ú ñaꞌa.
HEB.10.6	Ntōꞌó ne, ñá nī xkúntee iní nto é ntaéꞌmi ñaꞌa san kɨtɨ́ san;
HEB.10.6	ntē ña ni xkúntee iní nto doméni é ntátaꞌxi ña nto kuenta iña kuétsi ñā.
HEB.10.7	Dukuān ne, kakaꞌán u:
HEB.10.7	“Kini nto, tsí iꞌa véꞌxī u é vīí u é ntio nto, Xuvā kó,
HEB.10.7	vatā ó uve naꞌa iñá ko iní libru nto”,
HEB.10.7	kuan ō kaꞌán u,
HEB.10.7	kaꞌan ña. 
