MAT.1.1	Գիրք ծնունդին Յիսուսի Քրիստոսի՝ Դաւիթի որդիին, Աբրահամի որդիին։
1PE.1.3	Օրհնեալ է Աստուած՝ մեր Տէր Յիսուս Քրիստոսին Հայրը՝ որ իր առատ ողորմութեամբ մեզ նորէն ծնաւ կենդանի յոյսին համար՝ Յիսուս Քրիստոսին մեռելներէն յարութիւն առնելովը, 
1PE.1.4	Անեղծ ու անարատ եւ անթառամ ժառանգութեանը համար՝ որ երկինքը պահուած է մեզի, 
1PE.1.5	Որ Աստուծոյ զօրութիւնովը պահպանուած էք հաւատքով այն փրկութեանը համար՝ որ պատրաստուած է վերջին ժամանակը յայտնուելու. 
1PE.1.6	Որով կ’ուրախանաք, թէեւ հիմա, ինչպէս հարկը կը պահանջէ, քիչ մը ատեն տրտմած էք զանազան փորձութիւններով 
1PE.1.7	Որպէս զի ձեր հաւատքին փորձառութիւնը (որ կորստական ոսկիէն աւելի պատուական է, թէեւ ոսկին կրակով կը փորձուի,) գտնուի գովութիւնով ու պատիւով եւ փառքով Յիսուս Քրիստոսին յայտնուելու ատենը. 
1PE.1.8	Որ դուք չտեսած կը սիրէք եւ որը հիմա ալ չէք տեսներ, բայց կը հաւատաք անոր եւ ուրախ էք անպատմելի եւ փառաւոր խնդութեամբ, 
1PE.1.9	Որպէս ձեր հաւատքին արդիւնք՝ հոգիներուն փրկութիւնը ընդունեցիք։ 
1PE.1.10	Այդ փրկութեան համար փնտռեցին ու քննեցին մարգարէները, որ մարգարէացան ձեզի ըլլալու շնորհքը։ 
1PE.1.11	Ու կը քննէին թէ ե՞րբ կամ ի՞նչպիսի ատեն կ’իմացընէր իրենց մէջ եղած Քրիստոսին Հոգին, որ առաջ կը վկայէր Քրիստոսին չարչարուիլը ու անկէ յետոյ փառաւորուիլը։ 
1PE.1.12	Անոնց յայտնուեցաւ, որոնք ո՛չ թէ իրենց՝ հապա մեզի մատակարարեցին այն բաները, որոնք հիմա ձեզի պատմուեցան անոնց ձեռքով՝ որ աւետարանը քարոզեցին ձեզի Սուրբ Հոգիով, որ երկնքէն ղրկուեցաւ. որոնց հրեշտակները կը ցանկան տեսնել ակնկառոյց։
1PE.1.13	Ձեր մտքերը գօտեպնդեցէ՛ք՝ արթուն կեցած՝ կատարելապէս յուսացէք այն շնորհքին որ ձեզի պիտի տրուի Յիսուս Քրիստոսին յայտնուելու ատենը։ 
1PE.1.14	Հնազանդ զաւակներու պէս, ո՛չ թէ ձեր տգիտութեան ատենուան ցանկութիւններովը վարուելով, 
1PE.1.15	Հապա ձեզ կանչող Սուրբին պէս դուք ալ սուրբ եղէք ձեր բոլոր վարմունքներուն մէջ։ 
1PE.1.16	Վասն զի գրուած է. «Սո՛ւրբ եղէք, քանզի ես սուրբ եմ»։ 
1PE.1.17	Եթէ Հայր կը կոչէք զանիկա՝ որ առանց աչառութեան կը դատէ ամէն մէկը իր գործին համեմատ, ուրեմն ձեր պանդխտութեան ժամանակը վախո՛վ անցուցէք, 
1PE.1.18	Գիտնալով որ դուք ո՛չ թէ ապականացու արծաթով կամ ոսկիով փրկուեցաք, որ ձեր հայրերէն ստացաք անուղիղ ճամբաներով, 
1PE.1.19	Հապա Քրիստոսին պատուական արիւնովը՝ որպէս թէ անբիծ ու անարատ գառի մը. 
1PE.1.20	Որ ճանչցուած էր աշխարհի սկիզբէն առաջ ու վերջին ատենը յայտնուեցաւ ձեզի համար, 
1PE.1.21	Որուն միջոցով Աստուծոյ հաւատացիք, որ զանիկա մեռելներէն յարուցանեց եւ անոր փառաւորութիւն տուաւ, որպէս զի ձեր հաւատքը ու յոյսը Աստուծոյ վրայ ըլլայ։ 
1PE.1.22	Ձեր անձերը մաքրեցէ՛ք Հոգիին միջոցաւ՝ ճշմարտութեանը հնազանդելով, եղբայրսիրութեան մէջ անկեղծ ըլլալով։ Սուրբ սրտով մէկզմէկ պի՛նդ սիրեցէք, 
1PE.1.23	Նորէն ծնած ըլլալով՝ ո՛չ թէ ապականացու սերմէն, հապա՝ անապականացուէն Աստուծոյ կենդանի ու յաւիտենական խօսքովը։ 
1PE.1.24	Վասն զի ամէն մարմին խոտի պէս է եւ մարդուն բոլոր փառաւորութիւնը՝ խոտի ծաղիկի պէս. խոտը կը չորնայ ու անոր ծաղիկը կը թափթփի. 
1PE.1.25	Բայց Տէրոջը խօսքը յաւիտեան կը մնայ, այսինքն այն խօսքը, որ աւետարանով ձեզի քարոզուեցաւ։
1PE.2.1	Ուրեմն մէկդի՛ ձգելով ամէն չարութիւն ու ամէն խաբէութիւն ու կեղծաւորութիւն եւ նախանձ ու ամէն չարախօսութիւն՝ 
1PE.2.2	Նորածին մանուկներու պէս բանական ու անխարդախ կաթին փափաքեցէք, որպէս զի անով մեծնաք [մինչեւ փրկութիւն], 
1PE.2.3	Քանզի Տէրոջը քաղցր ըլլալուն համը առիք։ 
1PE.2.4	Մօտեցէ՛ք անոր, այն կենդանի Վէմին որ թէպէտ մարդոցմէ անարգուած է, բայց Աստուծմէն ընտրուած ու պատուական է, 
1PE.2.5	Դուք ալ կենդանի քարերու պէս շինուիք հոգեւոր տաճար մը, սուրբ քահանայութիւն մը, Յիսուս Քրիստոսին ձեռքով Աստուծոյ հաճելի հոգեւոր պատարագներ մատուցանելու։ 
1PE.2.6	Որովհետեւ գրքին մէջ ալ կայ. «Ահա՛ Սիօնի մէջ ընտիր, պատուական անկիւնի վէմ մը կը դնեմ եւ ով որ անոր հաւատայ՝ բնաւ պիտի չամչնայ»։ 
1PE.2.7	Ուստի ձեզի հաւատացեալներուդ պատուական է ան, բայց անհաւատներուն՝ «Այն քարը որ շինողները անարգեցին՝ անիկա անկիւնին գլուխը եղաւ 
1PE.2.8	Եւ գլորման վէմ ու գայթակղութեան քար անոնց՝ որ խօսքին չհաւատալով կը գայթակղին», որուն սահմանուած ալ էին։ 
1PE.2.9	Բայց դուք ընտիր ցեղ մըն էք, թագաւորական քահանայութիւն, սուրբ ազգ, սեփական ժողովուրդ մը, որպէս զի հռչակէք անոր առաքինութիւնները, որ ձեզ խաւարէն իր սքանչելի լոյսին կանչեց. 
1PE.2.10	Որ ատեն մը ժողովուրդ չէիք, բայց հիմա Աստուծոյ ժողովուրդն էք. որ առանց ողորմութեան էիք, բայց հիմա ողորմութիւն գտաք։
1PE.2.11	Սիրե՛լիներ, կ’աղաչեմ, պանդուխտներու եւ օտարականներու պէս մէկդի՛ կեցէք մարմնաւոր ցանկութիւններէն, որոնք հոգիին դէմ կը պատերազմին, 
1PE.2.12	Ձեր վարքը հեթանոսներուն մէջ բարի պահելով, որպէս զի եթէ ձեզ չարագործներու պէս բամբասեն, ձեր բարի գործերը տեսնելով՝ փառաւորեն Աստուած՝ այցելութեան օրը։ 
1PE.2.13	Ուստի հնազանդ եղէ՛ք ամէն մարդկային հեղինակութեան Տէրոջը համար, թէ՛ թագաւորին՝ որ բարձրագոյն հեղինակութիւնն է, 
1PE.2.14	Թէ՛ կուսակալներուն՝ անոր կողմէն ղրկուածներու պէս, չարագործները պատժելու եւ բարեգործները գովելու համար։ 
1PE.2.15	Վասն զի Աստուծոյ կամքը այսպէս է, որ բարեգործութեամբ անխելք մարդոց տգիտութիւնը պապանձեցնէք. 
1PE.2.16	Ազատներու պէս ըլլալով եւ ո՛չ թէ ձեր ազատութիւնը չարութեան ծածկոցի մը պէս գործածելով, հապա Աստուծոյ ծառաներու պէս։ 
1PE.2.17	Ամէնքը պատուեցէ՛ք, եղբայրութիւնը սիրեցէ՛ք. Աստուծմէ վախցէ՛ք. թագաւորը յարգեցէ՛ք։
1PE.2.18	Ծառաները ամէն բանի մէջ վախով հնազանդ ըլլան իրենց տէրերուն, ո՛չ միայն բարերարներուն ու հեզերուն, հապա ժանտաբարոներուն ալ։ 
1PE.2.19	Քանզի Աստուծմէ է այս շնորհքը, երբ մէկը բարի խղճմտանքով անիրաւ տեղ վիշտ կը կրէ։ 
1PE.2.20	Վանս զի գովեստի արժանի ի՛նչ կայ եթէ մեղք գործելով ծեծուիք ու համբերէք։ Բայց եթէ բարիք գործելով չարչարուիք ու համբերէք, ասիկա Աստուծոյ քով շնորհք մըն է։ 
1PE.2.21	Քանզի դուք այս բանին համար կանչուեցաք, վասն զի Քրիստոս ալ ձեզի համար չարչարուեցաւ ու ձեզի օրինակ թողուց, որպէս զի իր շաւիղներուն հետեւիք։ 
1PE.2.22	Ան մեղք չգործեց ու իր բերնին մէջ նենգութիւն չգտնուեցաւ, 
1PE.2.23	Բայց կը նախատուէր եւ փոխարէնը չէր նախատեր, կը չարչարուէր ու սպառնալիք չէր ըներ. հապա ինքզինք արդար դատաւորին կը յանձնէր. 
1PE.2.24	Որ մեր մեղքերը իր մարմնովը խաչափայտին վրայ վերցուց, որպէս զի մենք մեղքերէն ազատինք ու արդարութեան համար ապրինք. որուն վէրքերովը դուք բժշկուեցաք։ 
1PE.2.25	Վասն զի մոլորեալ ոչխարներու պէս էիք, բայց հիմա ձեր հոգիներուն Հովիւին ու Տեսուչին դարձաք։
1PE.3.1	Նմանապէս կիները հնազանդ պէտք է ըլլան իրենց այրերուն, որպէս զի եթէ ոմանք խօսքին հնազանդ չըլլան ալ, առանց խօսքի շահուին իրենց կիներուն վարուելակերպովը՝ 
1PE.3.2	Տեսնելով անոնց երկիւղած եւ պարկեշտ վարքը։ 
1PE.3.3	Ձեր զարդարանքը թող չըլլայ դրսէն մազերու հիւսուածքներով եւ ոսկիներու շարքերով կամ շքեղ հանդերձներ հագնելով, 
1PE.3.4	Հապա սրտին ծածուկ մարդը անեղծութիւնով հեզ ու հանդարտ հոգիին զարդը թող ըլլայ, որ Աստուծոյ առջեւ խիստ պատուական է։ 
1PE.3.5	Վասն զի ատենօք սուրբ կիները, որոնք իրենց յոյսը Աստուծոյ վրայ դրած էին, անձերնին կը զարդարէին՝ իրենց այրերուն հնազանդ ըլլալով. 
1PE.3.6	Ինչպէս Սառա հնազանդ էր Աբրահամին եւ զանիկա տէր կը կոչէր։ Դուք՝ եթէ բարեգործ ըլլաք ու ոեւէ երկիւղ չունենաք՝ անոր զաւակները կ’ըլլաք։
1PE.3.7	Նմանապէս այրերը խոհեմութիւնով անոնց հետ ապրին, տկար անօթի պէս յարգելով կիները, իբրեւ կեանքի շնորհքին ժառանգակիցներ՝ որպէս զի ձեր աղօթքներուն արգելք չըլլայ։
1PE.3.8	Վերջապէս ամէնքդ մէկ մտքի վրայ եղէք, կարեկից, եղբայրասէր, ողորմած ու քաղցրաբարոյ։ 
1PE.3.9	Չըլլայ որ չարութեան փոխարէն չարութիւն հատուցանէք կամ նախատինքի փոխարէն՝ նախատինք, այլ ընդհակառակն՝ օրհնեցէ՛ք, գիտնալով որ այս բանին համար կանչուեցաք, որպէս զի օրհնութիւն ժառանգէք։ 
1PE.3.10	Վասն զի ան որ կ’ուզէ կեանքը սիրել ու բարի օրեր տեսնել, իր լեզուն թող դադրեցնէ չարութենէ ու իր շրթունքները՝ նենգութիւն խօսելէ։ 
1PE.3.11	Թող չարութենէ ետ քաշուի ու բարութիւն ընէ, թող խաղաղութիւն փնտռէ եւ անոր ետեւէն երթայ։ 
1PE.3.12	Վասն զի Տէրոջը աչքերը արդարներուն վրայ են ու իր ականջները՝ անոնց աղօթքին. բայց Տէրոջը երեսը չարագործներուն դէմ է։ 
1PE.3.13	Եւ ո՞վ ձեզի չարիք մը պիտի հասցնէ՝ եթէ դուք բարիին հետեւիք։ 
1PE.3.14	Բայց եթէ արդարութեան համար չարչարուիք ալ՝ երանելի էք եւ անոնց ահէն մի՛ վախնաք ու մի՛ շփոթիք. 
1PE.3.15	Հապա Տէր Աստուածը սրտերնուդ մէջ սո՛ւրբ պահեցէք եւ միշտ պատրա՛ստ եղէք հեզութեամբ ու երկիւղածութեամբ պատասխան տալու ամենուն՝ որոնք ձեր ունեցած յոյսին մասին կը հարցնեն։ 
1PE.3.16	Մաքուր խղճմտանք ունեցէք, որպէս զի անոնք որ ձեզ կը բամբասեն իբրեւ չարագործներ ամօթով մնան, անոնց պէս որ Քրիստոսով եղած ձեր բարի վարքը կը պախարակեն։ 
1PE.3.17	Վանս զի աւելի աղէկ է բարեգործութիւն ընելով չարչարուիլ, եթէ Աստուծոյ կամքը այդ է, քան թէ չարագործութիւն ընելով։ 
1PE.3.18	Վասն զի Քրիստոս ալ մեղքի համար մէկ անգամ չարչարուեցաւ, Արդարը անարդարներուն համար, որպէս զի մեզ Աստուծոյ մօտեցնէ։ Ան թէպէտ մեռաւ մարմնով, բայց կենդանի է հոգիով. 
