GEN.1.1	Imapis manaraq kaptinmi Tayta Dios kamarqan jana pasatapis kay pasatapis.
2CO.2.8	Saymi qamkunata ruwakü payta kuyar ali nawikikunapa rikayänaykipaq.
2CO.2.9	Say cartata qamkunaman cartakamurqä say runata corrigiyänaykipaqmi. Saynöpami musyayta munarqä cäsukayämashqaykita o mana cäsukayämashqaykitapis. 
2CO.2.10	Say perdonayashqayki runata noqapis perdonämi. Noqa perdonanäpaq mana kaptinpis qamkuna raykumi Jesucristupa nawpancho payta perdonashkä. 
2CO.2.11	Musyansimi 
2CO.2.12	Troas markaman Jesucristupa ali wilakuyninta wilakuq chaptï manami ima sapapis kashsu. 
2CO.2.13	Sayno kaptinpis qamkuna kaqpita Tito mana mayakämuptinmi fiyupa lakikurqä. Saymi Troascho qoyänäpa trukanqa Tituta ashiq
2CO.2.14	¡Tayta Diostami agradëcikü! Paymi Jesucristucho kayaptï imaypis yanapaykäyäman. Saymi wilakuyaptï maysaychöpis runakunata tantiyasin Jesucristuta chaskikur payta 
2CO.2.15	Jesucristupa wilakuyninta wilakuyashqäqa inciensupa ali mushkuyninnömi Tayta Diospaq kaykan. Salvakuyänanpaq kaqkunaman y mana salvakuyänanpaq kaqkunamanpis chaykanmi. 
2CO.2.16	Mana salvakuqkunapaqqa melanaypaq asyaqnömi kaykan. Salvakuqkunapaqmi isanqa kuyaylapaq mushkuyno kaykan. Sayno kaptinqa ¿piraq kikilanpita Jesucristupa wilakuyninta wilakunman?
2CO.2.17	Wakinkunaqa imatapis chaskiyänan kashlami Diospa wilakuyninta wilakuykäyan. Noqakuna manami paykunanösu kayä, sinöqa Tayta Dios kachayämash kaptin y noqakunawan pay kaykashqanta musyarmi Jesucristupa jutincho lapan shonqükunawan wilakuyä.
2CO.3.1	Sayno niptï ama yarpäyaysu chaskikayämänayki raykula parlayashqäta. Saynöpis ama yarpäyaysu chaskikayämänaykipaq recomendación cartataraq nistäyashqäta. Wakin runakuna recomendación cartata purisiyaptinpis qamkuna chaskikayämänaykipaqqa manami nistäyäsu. Saynöpis juk markaman chäyaptï chaskikayämänanpaq manami qamkunapita recomendación cartata nistäyäsu. 
2CO.3.2	Saypa trukanqa kikikikunami shonqükunacho qelqaraykaq recomendación cartä kaykäyanki. Say cartataqa pïmaypis liyiyanmi.
2CO.3.3	Saynöpami runakuna tantiyayan wilakuyashqäta chaskikur Jesucristo qelqashqan carta kayashqaykita. Say cartataqa manami tintawansu qelqash, sinöqa imayyaqpis kawaq Tayta Diospa Espïritunwanmi. Saynöpis manami parara rumichösu
2CO.3.4	Sayno kaykäyashqaykita musyayä Jesucristo salvamashqanpita Tayta Diosman yärakurmi. 
2CO.3.5	Wilakuyänäpaq manami yachaq kayashqämansu atiënikuyä, sinöqa Tayta Diosmanmi. 
2CO.3.6	Paymi yanapäyäman mushuq 
2CO.3.7	Parara rumicho qelqaraykaq leykuna runakunata salvananpaq mana kaykaptinpis say leykunata Israel runakunaman Moisés chäsiptin qaqlan fiyupami chipipirqan.
2CO.3.8	Moisés apamushqan leykunapis sayno kushikuypaq kaykaptinqa ¿manaku Espíritu Santu apamushqan wilakuy mas kushikuypaq kaykan? 
2CO.3.9	Mana salvakunansipaq kaykarpis say leykuna ali kaykaptinqa salvamänansipaq kaq wilakuy mas alimi kaykan. 
2CO.3.10	Say leykuna Espíritu Santu apamushqan wilakuyman manami tinkunsu. 
2CO.3.11	Saymi ushakänanpaq kaq leykuna kushikuypaq kaptinpis Jesucristupa mana ushakaq wilakuynin mas kushikuypaq kaykan.
2CO.3.12	Sayta musyarmi mana mansariypa wilakuyä. 
2CO.3.13	Manami Moisésnösu Diospa wilakuyninta wilakuyä. Payqa qaqlanta vëluwan sapakurqan chipipiynin elaqaykashqanta Israel runakuna mana rikayänanpaqmi.
2CO.3.14	Moiséspa qaqlan saparashqannömi Israel runakunapa yarpayninkunapis saparaykaqno kaykan. Saymi punta kaq 
2CO.3.15	 liyirpis manami kananyaqpis tantiyayansu. 
2CO.3.16	Señorninsita chaskikurmi isanqa tantiyakuyanqana.
2CO.3.17	Señorninsiqa Espíritu Santumi kaykan. Señorninsipa Espïritunta chaskikurmi librina kaykansi. 
2CO.3.18	Librina karmi Señorninsita rikaqno kaykansi. Saymi runakuna rikamashpansi kikin Señorninsita rikaqno kaykäyan. Saynöpis Señorninsiqa Espíritu karmi waran waran yanapaykämansi kikin kashqanno noqansipis kanansipaq.
2CO.4.1	Tayta Dios kuyapäyämashpan wilakuyninta wilakuyänäpaq churayämash kaptinmi conträ sharkuyaptinpis lakikuyäsu. 
2CO.4.2	Noqakuna manami imatapis lutankunata ni penqakuypaq kaqkunata rurayäsu. Manami pitapis engañaykäyäsu ni Tayta Diospa wilakuyninman ituykasilar kikïkunapa yarpaynïkunata yapayäsu. Saypa trukanqa wilakuyninta pïmaypis musyayänanpaqmi Tayta Dios munashqanno kawayä.
2CO.4.3	Sayno kaptinpis infiernuman qaykush kayänanpaq kaqkunaqa wilakuyashqäta manami chaskikuyansu. 
2CO.4.4	Sayno chaskikuyansu kay pasacho kaykaq dios
2CO.4.5	Manami noqakunapa munaynïcho kawayänaykipaqsu wilakuyä, sinöqa Señor Jesucristupa munaynincho kawayänaykipaqmi. Noqakunaqa Jesucristuta sirvir qamkunapa ashmaynikinölami kaykäyä. 
2CO.4.6	Sayno kaykäyä chipipiykaq aksitano ali wilakuyninta shonqükunaman Tayta Dios churamush kaptinmi. Sayno churamush kay pasata kamar sakaycho asikyay kananpaq nishqannölami.
2CO.4.7	Say ali wilakuyqa shonqükunacho kaykan mitu mankacho seqaypa väliq riquëza kaykaqnömi. Noqakuna mitu mankanöla karmi kikïkunapa podernïkunawansu wilakuyä, sinöqa Tayta Diospa poderninwanmi. 
2CO.4.8	Saymi imano nakasiyämaptinpis mana ajayaypa wilakuykäyä. Ima rurayta mana kamäpakurpis manami aläpaqa lakikuyäsu. 
2CO.4.9	Chikiyämaptinpis Tayta Dios manami kachariyämansu. Conträ sharkuyaptinpis Dioslamanmi imaypis yärakuykäyä. 
2CO.4.10	Maypa aywayaptïpis Jesucristo nakashqanno nakayashqätami runakuna rikayäman. Payta cäsukurmi wanuymanpis cäsi cäsi chäyä. Saynöpami runakuna tantiyayan wanuypita salvamänanpaq Jesucristo munayyuq kashqanta. 
2CO.4.11	Jesucristupa wilakuyninta wilakushqäpita wanusiyämayta munayaptinpis Jesucristo noqakunawan kawaykashqanmi musyakaykan. 
2CO.4.12	Saymi wanuy tumapäyämaptinpis 
2CO.4.13	Tayta Diospa palabrancho kayno nirmi qelqaraykan: <<Payman yärakurmi wilakushkä>>.
2CO.4.13	Say qelqaraykashqannölami noqakunapis Tayta Diosman yärakur wilakuyninta wilakuykäyä. 
2CO.4.14	Payman yärakurmi musyansi Señor Jesucristuta kawarisimushqanno kawarirkasimashpansi nawpanman pushamänansipaq kashqanta. 
2CO.4.15	Saymi imano nakarpis salvakuyänaykipaq wilakuyä. Saynöpami wakin runakunatapis Tayta Dios kuyapar salvaptin maysaychöpis payta agradëcikur alabayanqa.
2CO.4.16	Saymi Tayta Diospa wilakuyninta mana ajayaypa wilakuyä. Awkinyash cuerpunsi lasaptinpis shonqunsichöqa waran waran mas maqtanömi kaykansi. 
2CO.4.17	Kay pasacho kashqansiyaqla nakarpis gloriacho imayyaqpis kawanansipaqmi kamarikuykansi. Say kawaymanqa manami imapis kay pasacho kaqkuna tinkunsu. 
2CO.4.18	Manami kay pasacho kawanalansipaqsu yarpachakunsi, sinöqa gloriacho kawanansipaqmi. Kay pasacho kawayqa ushakaqlami kaykan. Gloriacho kawaymi isanqa mana ushakaq kaykan.
2CO.5.1	Musyansimi kay cuerpunsi ushakaptinpis mana ushakaq mushuq cuerputa Tayta Dios qomänansipaq kashqanta. Kay pasachöqa cuerpunsi ushakaq suklanölami kaykan. Gloriachömi isanqa mushuq cuerpunsi Tayta Dios rurashqan ali wayinöna kanqa. 
2CO.5.2	Kay pasacho kawashqansiyaqqa mushuq cuerputa jukla chaskikuyta munarmi yarpachakur lakikunsi. 
2CO.5.3	Mushuq cuerputa chaskikurqa manami qarapächunösu kashun, sinöqa ali mödanashnönami.
2CO.5.4	Kay pasacho cuerpunsi ushakaqla kaptin lakikurpis manami wanuyta munansisu, saypa trukanqa cuerpunsi mana ushakaq cuerpuman jukla tikranantami munansi. 
2CO.5.5	Mana ushakaq cuerpuyuq kanansipaqmi Tayta Dios kamamashkansi. Mushuq cuerputa chaskinansipaq kashqanta musyanansipaqmi Espíritu Santuta qomashkansi.
2CO.5.6	Saymi Tayta Diosman imaypis yärakunsi. Musyansimi kay pasacho kashqansiyaqqa Tayta Diosta manaraq rikashqansita. 
2CO.5.7	Payta manaraq rikarpis paymanmi yärakunsi. 
2CO.5.8	Payman yärakurmi cuerpunsita kacharir nawpanman jukla chayta munansi. 
2CO.5.9	Saymi kawarpis o wanurpis imaypis yarpachakunsi Tayta Diospa shonqunpaqno kawanansipaq.
2CO.5.10	Jesucristupa nawpanman chaptinsi lapansitami juzgamäshun.
2CO.5.11	Señor Jesucristo juzgamänansipaq kashqanta musyarmi payta 
2CO.5.12	Sayno nikä manami yachaq kayashqäta sumäsirsu, sinöqa Tayta Diospa wilakuqnin kayashqäta tantiyar kushikuyänaykipaq y pipis conträ parlaptin favornï sharkuyänaykipaqmi.
2CO.5.12	Say conträ sharkuqkunaqa yachaq tukurpis janan shonqulami Tayta Diosta sirviyan. 
2CO.5.13	Löcu kayashqäta niyaptinpis Tayta Diosta sirviyänä raykumi löcu nishqapis kaykäyä. Ali yarpayyuq kayashqäta niyaptinpis qamkunata yanapäyänä raykumi ali yarpayyuq kaykäyä. 
2CO.5.14	Imano niyämaptinpis noqakunaqa Jesucristo kuyamashqansita tantiyarmi wanuy kaway payta sirviyä. Sayno sirviyä Jesucristo lapansi rayku wanushqanta musyarmi. Noqansi rayku wanuptinmi lapansipis jusalikuypaq wanushnöna kaykansi. 
2CO.5.15	Manami kikinsi munashlansita rurar kawakunansipaqsu Jesucristo wanush, sinöqa pay munashqannöna kawanansipaqmi. Payqa wanurpis noqansi raykumi kawarimush.
2CO.5.16	Sayno kaptinmi Diosman mana yärakuq runakunanöqa pipaqpis lutanta yarpäyäsu. Nawpataqa noqakunapis mana yärakuq runakunanölami Jesucristupaq lutanta yarpäyarqä. Kananqa manami saynönasu yarpäyä. 
2CO.5.17	Pipis Jesucristucho karqa mushuq kamash runanami kaykan.
2CO.5.18	Sayno kanansipaq kikin Tayta Diosmi kamakäsish. Paymi Jesucristo noqansi rayku wanuptin perdonamashkansi. Saynöpis lapan runakuna paywan amistayänanpaqmi wilakuyninta wilakuyänäpaq churayämash. 
2CO.5.19	Say wilakuyqa kaynömi nikan: Jesucristuchömi Tayta Dios karqan runakunata jusalikuyashqanpita perdonar kikinwan amistananpaq. Say wilakuyta wilakuyänäpaqmi churayämash.
2CO.5.20	Saymi noqakunaqa Jesucristupa wilakuqninkuna kaykäyä. Wilakuqnin karmi Tayta Dios ruwakuykaqno Jesucristupa jutincho pïmaytapis kayno nir ruwakuyä: ¡Tayta Dioswan amistakuy! 
2CO.5.21	Jusaynaq kaykaptinpis lapan jusansitami Jesucristuta Tayta Dios jitapash. Saymi jusayuq runano noqansi rayku wanuptin paycho kaptinsi jusaynaqtano Tayta Dios chaskimansi.
2CO.6.1	Wilakuqnin karmi qamkunata ruwakuyä kuyapäkuq Tayta Diosta mana yupaytupäyänaykipaq. 
2CO.6.2	Palabranchöpis kaynömi qelqaraykan:
2CO.6.2	<<Kuyapashqä hörami manakamashqaykita wiyashkä.
2CO.6.2	Salvanäpaq kaq junaqmi qamta salvashkä>>.
2CO.6.2	Tayta Dios kuyapäyäshunayki höraqa kanan hörami kaykan. Tayta Dios salvayäshunayki junaqqa kanan junaqmi kaykan.
2CO.6.3	Noqakuna wilakuyashqäta pipis manakaqman mana churayänanpaqmi imatapis lutanta rurayäsu. 
2CO.6.4	Saypa trukanqa Tayta Diosta sirviq kayashqäta tantiyakuyänanpaqmi pay munashqannöla kawayä imano nakarpis, ima pishïyämaptinpis, fiyupa lakikurpis, 
2CO.6.5	astayämaptinpis, carcilman wichqayämaptinpis, maqayämaptinpis, utikash wilakurpis y punuyta mikuyta mana tarirpis. 
2CO.6.6	Saynöpis Tayta Diosta sirviq kayashqäta tantiyakuyänanpaqmi mana jusalikuypa kawayä, wilakuyninta shumaq tantiyakuyä, chikimaqnïkunata perdonayä, pïmaytapis kuyapäyä, Espíritu Santupa munaynincho kawayä, pipaqpis ali shonqu kayä, 
2CO.6.7	Diospa wilakuyninta wilakuyä y pay yanapäyämaptin imatapis alita rurayä. Conträ sharkuyaptinpis pay munashqanno alilatami rurayä.
2CO.6.8	Wakin runakunami ali rikayäman y wakinnami mana ali rikayäman. Saynöpis wakinmi favornï parlayan y wakinnami conträ rimayan. Rasun kaqlata parlayaptïpis lulakuyashqätami yarpäyan. 
2CO.6.9	Wakinqa reqiykäyämarpis manami reqiq tukuyämansu. Ushakäyashqäta yarpäyaptinpis kawaykäyäraqmi. Chikiyämashpan nakasiyämarpis manami wanusiyämashsu. 
2CO.6.10	Lakish karpis kushishlami kawaykäyä. Pobri karpis askaqta rïcuyäsiqnömi kaykäyä.
2CO.6.11	Corintucho taq wawqi panikuna, lapan shonqükunawan kuyarmi imatapis mana pakaypa lapan yarpäyashqäta wilapäyashkä. 
2CO.6.12	Qamkunata kuyar mana qonqaypa yarparaykaptïqa ¿imanirtaq qonqaykayämashkanki? 
2CO.6.13	Saymi wamräkunatano niyäshayki: Noqakuna kuyayashqäno qamkunapis kuyayämashpayki yarparkayälämay.
2CO.6.14	Wawqi panikuna, musyayashqaykinöpis manami pipis törutawan ashnuta yügunsu. Saynölami qamkunapis Jesucristuta mana chaskikuqkunawan yügushno kayankimansu. Ali ruraypis manami mana ali ruraywan tinkunsu. Aksi kashqanchöpis sakay manami kansu. 
2CO.6.15	Jesucristupis Belialwan
2CO.6.16	Saynöpis Tayta Diospa templunman ïdulukunata jamasiyashqan manami alisu kaykan. Noqansiqa imayyaqpis kawaq Tayta Diospa templunmi kaykansi.
2CO.6.16	<<Paykunawanmi täshaq.
2CO.6.16	Paykunawanmi purishaq.
2CO.6.16	Paykunapa Diosninmi kashaq.
2CO.6.16	Paykunami kuyashqä runakuna kayanqa>>.
2CO.6.17	Mastapis palabrancho nikan:
2CO.6.17	<<Jusalikur kawaq runakunapita witikuyay.
2CO.6.17	Paykunapita yarqukuyay.
2CO.6.17	Imatapis 
2CO.6.17	Sayno kawayaptikimi chaskiyäshayki.
2CO.6.18	Qamkunapa taytaykimi kashaq.
2CO.6.18	Qamkunami wamräkuna kayankipaq.
2CO.6.18	Lapanpaq munayyuq Tayta Dios karmi sayno nï>>.
2CO.7.1	Kuyay wawqi panikuna, Tayta Dios sayno nikämashqaqa lapan jusansikunata kacharishun. Jusalikurqa cuerpunsitapis espïritunsitapis qanratansimi. Sayno kaykaptinqa Tayta Diosta 
2CO.7.2	Wawqi panikuna, yarparkayälämay, ari. Qamkunata manami mayqaykitapis sakyayashkäsu ni lulapäyashkäsu ni engañayashkäsu. 
2CO.7.3	Qamkunata sayno nikä manami manakaqman churarsu, sinöqa nawpata nishqänöpis qamkunata kuyayämi. Saymi imaypis mana qonqaypa yarparäyäshayki. 
2CO.7.4	Nishqäkunata chaskikuyänaykipaq kashqanta tantiyarmi qamkunaman yärakü. Saymi ima päsamaptinpis lakikunäpa trukan seqaypa kushikü.
2CO.7.5	Macedonia provinciaman chäyashqäpita pasa manami jamaytapis tariyashkäsu. Saypa trukanqa runakuna conträ sharkuyaptin y qamkunapaq y Titupaq yarpachakurmi fiyupa lakikuyashkä. 
2CO.7.6	Sayno kaykäyaptïmi Tito chämuptin lakish kaykaqkunata shakyäsiq Tayta Dios shakyäsiyämash. 
2CO.7.7	Manami Tito chämushlanpitasu kushikuyashkä, sinöqa qamkuna kaqpita Tito kushish kutimushqanpitapis kushikuyashkämi. Paymi wilayämash qamkunaman watukaq shamunäta munaykäyashqaykita, jaqayäsinakushqansipita
2CO.7.8	Apasimushqä cartata liyir lakikuyashqaykita musyarpis manami pësaküsu. Qelqamushqä hörami isanqa pasaypa lakikurqä cartacho nikashqäta liyir lakikuyänaykipaq kashqanta yarpar. 
2CO.7.9	Kananqa seqaypami kushikü. Manami qamkunata lakikasishqäpitasu kushikü, saypa trukanqa tantiyakur Tayta Diosta cäsukuyashqaykipitami. Cartata apasiyämushqä manami manakaqlapaqsu kash, sinöqa Tayta Dios munashqanno lakikuyänaykipaqmi.
2CO.7.10	Tayta Dios munashqanno lakikurqa jusalikuyta wanakunsimi. Jusalikuyta kachariqkunatami Tayta Dios perdonan. Sayno perdonta tarirqa manami lakikunsinasu, sinöqa kushikunsimi. Mana criyiqkunami isanqa lakikurpis jusalikuyta mana kacharir wanushno kaykäyan.
2CO.7.11	Tayta Dios lakikuyman churayäshushqayki alipaqmi kash. Saymi kananqa perdonta manakayämashkanki, conträ sharkuq runapaq rabyanäyashkanki, Tayta Diosta mansapakuykäyanki, noqawan tinkuytana munaykäyanki, noqapaq yarpachakuykäyanki y jusayuq runata corrigiyashkanki. Sayno kayaptikimi tantiyakuyä lapanta sitiunman churayashqaykita.
2CO.7.12	Say apasimushqä carta manami conträ sharkuq runata corrigiyänalaykipaqsu ni noqa kushikunaläpaqsu kash, sinöqa tantiyasiyashqäta chaskikur rasunpaypa kuyayämashqaykita [y noqapis qamkunata kuyashqäta] Tayta Diospa rikanancho tantiyayänaykipaqmi. 
2CO.7.13	Kuyayämashqaykita musyarmi seqaypa kushikuyashkä. Isanqa masraqmi kushikuyashkä Tituta ali chaskikuyashqaykita y shakyäsiyashqaykipita kikin wilayämaptin.
2CO.7.14	Manaraq qamkuna kaqman Tito shamuptinmi payta shakyäsirqä <<paykuna alimi chaskiyäshunki>> nir. Say nishqänölami lapanpis kamakash. Saymi qamkunata imaypis rasun kaqta nishqäno qamkunapaq payta nishqäkunapis rasun kaqla kash. 
2CO.7.15	Kananqa Titupis qamkunapaq yarparaykan cäsukuyashqaykipita y payta ali chaskikuyashqaykipitami. 
2CO.7.16	Saynölami yärakuypaqna kayashqaykipita noqapis kushikü.
2CO.8.1	Wawqi panikuna, wilapäyäshayki Macedoniacho kaq wawqi panikunata Tayta Dios kuyapar imano yanapashqantapis. 
2CO.8.2	Paykunaqa fiyupa nakarpis y pasaypa muchuycho karpis kushishqami saysika ofrendata shuntayash. 
2CO.8.3	Kikïmi rikashkä ofrendata churayänanpaq kaqpita masta churayashqanta. Sayno churayash voluntäninkunapitami. 
2CO.8.4	Paykuna yaparir yaparirmi ruwakayämash wakin markakunacho ofrendata shuntayashqanno Jerusaléncho yärakuq mayinsikunapaq shuntayänanpaq.
2CO.8.5	Ofrendata shuntarnami yarpäyashqäpitapis mas askata shuntayash. Puntataqa Señor Jesucristupa munaynincho kawayänanpaqmi promitiyash. Saypitanami imata yäsiyashqätapis Tayta Dios munashqanno cumpliyänanpaq niyämash.
2CO.8.6	Qamkunapis ofrendata shuntar qalaykuyänaykipaq Titumi shakyäsiyäshushkanki. Saymi payta ruwakurqä qamkuna kaqman kutimur saynöla mas shakyäsiyäshunaykipaq. 
2CO.8.7	Tayta Dios alimi yanapaykäyäshunki payman yärakuyänaykipaq, shumaq parlayänaykipaq, ali yachayänaykipaq, yanapäkuq kayänaykipaq y yachasiyashqäno pïmaytapis kuyayänaykipaq. Saynöla aska ofrendata shuntayänaykipaqpis Tayta Dios yanapaykuyäläshunki.
2CO.8.8	Wakinkuna kushish shuntayashqanta nikä manami mana munaykaqta obligarsu, sinöqa kuyapäkuq kayashqaykita pïmaypis musyananpaqmi. 
2CO.8.9	Qamkuna musyayankimi Señor Jesucristupis kuyapäkuq kashqanta. Paymi gloriacho rïcu kayninta kacharishpan kay pasaman shamur muchuqnöla rikakurqan. Sayno rikakurqan qamkunapis gloriaman char Tayta Diospa nawpancho rïcu kayänaykipaqmi.
2CO.8.10	Kanan yäsishqäta chaskikuyay: Qanyan wata ofrendata shuntar qalaykuyashna kaykarqa 
2CO.8.11	tariyashqaykiman tupu shuntar sïguiyay. 
2CO.8.12	Lapan shonquykikunawan kushish shuntayaptikiqa ofrendayashqaykita Tayta Dios chaskiyäshunkimi. Isanqa kashlanpita shuntayay. Ama lakikuyaysu shuntayashqayki ofrenda walkala kaptinpis.
2CO.8.13	Manami muchuyman churayta munarsu sayno nikä, sinöqa lapansipis yanapänakunansita munarmi. 
2CO.8.14	Jerusaléncho yärakuq mayinsikuna kanan muchuyaptinpis qamkunapaqa kanraqmi. Qamkuna muchuycho kayaptikinami paykunapis yanapäyäshunki. Jukninsi jukninsi sayno yanapänakurqa manami pishipakushunnasu. 
2CO.8.15	Tayta Diospa palabranchöpis kaynömi qelqaraykan:
2CO.8.15	<<Askata shuntayaptinpis manami pusurqansu.
2CO.8.15	Walkalata shuntayaptinpis manami pishirqansu>>.
2CO.8.16	Titupis noqanöla qamkunapaq yarparaptinmi Tayta Diosta agradëcikü. 
2CO.8.17	Saymi qamkuna kaqman kutimunanpaq niptï kushish awnimash. Qamkunawan kayta munarmi manaraq niptïpis shamuyta munaykan. 
2CO.8.18	Tituwanmi juk wawqitapis kachaykämü. Tayta Diospa wilakuyninta ali wilakuq kaptinmi kaycho kaq lapan wawqi panikuna niyan ali wawqi kashqanta. 
2CO.8.19	Saymi Jerusalénman ofrendata apayaptï yanapäyämänanpaqpis payta akrayash. Ofrendata chäsiyaptïnami yanapäkuq kashqansita tantiyar Tayta Diosta alabayanqa. 
2CO.8.20	Saysika ofrendata chäsiyänäpaq yanapäyämaptinmi pipis lutanta parlanqasu. 
2CO.8.21	Tayta Diospa nawpanchöpis y runakunapa nawpanchöpis alilatami rurayta munä.
2CO.8.22	Tituwanmi mas juk wawqitapis kachaykämü. Paypis Tayta Dios munashqanno kawaq wawqimi. Ali chaskiyänaykipaq kashqanta musyarmi paypis yanapäyäshunaykipaq kushish shamuykan.
2CO.8.23	Tito pï kashqantapis tapuyäshuptiki wilayanki noqawan wilakur puriq kashqanta. Manami noqalata yanapämänanpaqsu sayno purin, sinöqa qamkunatapis yanapäyäshunaykipaqmi. Saynöla paywan shamuq ishkay wawqikunapita tapuyäshuptikipis wilayanki kaycho kaq wawqi panikuna paykunata kachayämushqanta y Cristo munashqanno ali kawaykäyashqanta. 
2CO.8.24	Qamkuna kaqman chäyämuptin paykunata shumaq chaskiykuyälay. Saynöpami maysaychöpis wawqi panikuna musyayanqa nishqänöla kuyapäkuq kayashqaykita.
2CO.9.1	Jerusaléncho kaq wawqi panikunapaq ofrendata shuntayänaykipaqqa masta tantiyasinä manami nistakannasu. 
2CO.9.2	Musyämi ofrenda shuntayta munayashqaykita. Saymi Macedonia provincia wawqi panikunata wilarqä qanyan watapita ofrenda shuntayta qalaykuyashqaykita. Sayno wilaptïmi paykunapis shuntaykäyan.
2CO.9.3	Saynöpis kaycho kaq wawqi panikunata wilarqä qamkuna kaqman shamuptï ofrendata alistakushla shuyäsiyämänaykipaq kashqanta. Qamkunapaq sayno parlashqä manakaqlapaq kananta mana munarmi say kimsa wawqikunata kachaykämü. 
2CO.9.4	Macedoniapita wawqikunawan shamur cuidädu sayraq shuntaykaqta tariyäman. Shuntayashqaykita wilaykaptïpis manaraq shuntayaptikiqa noqapaq y qamkunapaqpis penqakuypaqmi kanqa. 
2CO.9.5	Saymi kimsaq nawpayämunqa shuntäsiyäshunaykipaq. Saynöpami shuntayänaykipaq niyashqaykinöla ofrenda listuna kanqa noqa chämur apanäpaq. Chämuptïraq shuntayaptikiqa runakuna yarpäyanqa mana munaykar shuntaykäyashqaykitami.
2CO.9.6	Musyashqansinöpis walkalata muruq kaqqa walkalatami shuntan. Askata muruq kaqqa askatami shuntan. 
2CO.9.7	Saynöla qamkunapis aykata ofrendayänaykipaqpis shumaq yarpachakurir kushishla ofrendayay. Shonquykikuna nanaykaptinqa ama ofrendayaysu. Kushish ofrendaq kaqtami Tayta Dios kuyan. 
2CO.9.8	Kuyayäshushpaykimi ali kaqkunata imaypis rurayänaykipaq munayninwan lapanchöpis yanapäyäshunki. 
