MAT.1.1	Yesu Kerisi yi degwa lo sënë: Yesu saga sën Davit yi mewis, geDavit saga sën Abraham yi mewis.
JUD.1.23	Log vonġ bë alam vahi denedo loḳ nengwah, om ham gwetah sir vër pevis. Log alam vahi og ham doḳ vu sir. Rëḳ mu ham gweġin ham nivesa beġöneng in hir nġaa nipaya bemedo ading in. In rëḳ jikin ham geving, in saga nebë tob ningöhek.
JUD.1.24	Anutu yoh vu bë geġin ham nivesa beham su rëḳ bës rë, gaḳ yoh vu bë geḳo ham nah medo geving yi sën mehö niwëëk los ġayeheng lo. Yö yoh vu bë rëḳ gevonġ benġaa nipaya su gëp vu ham rë, gaḳ ham rëḳ medo geving yi los ahëmin nivesa rot. 
JUD.1.25	Anutu yiḳ perurek timu sën lo neḳo hil yom vu yi raḳ nġaa sën hil Mehöböp Yesu Kerisi vonġ lo, om hil ġaḳo arë jaḳ na vavunë rot menanër nabë yi Mehö niwëëk los ġayeheng, getu nġaa pin ala. Yö nedo nebë sënë wirek, gegwëbeng, gerëḳ medo vu Buk-tamusën geving, degwata los degwata. Yönon.
REV.1.1	Wirek ġaġek sënë yö neggëp vunsën, loḳ mëm Anutu tato yam ranġah vu Yesu in bë tato vu yi hur lo nabë: Nġaa nabë sënë vonġin anon jaḳ pevis. Lob vonġ yi angër yam vu sa Jon sën yi hur sa, benër ġaġek vu sa. 
REV.1.2	Lob sa Jon, sa halë nġaa pin sënë beḳevu, lob senër ranġah bë Anutu yi ġaġek los ġaġek sën Yesu Kerisi nër ranġah lo yönon. 
REV.1.3	Ġaġek sënë netateḳin nġaa pin sën rëḳ anon jaḳ vu tamusën lo. Om nabë mehöti natevin og rëḳ kwa vesa. Log alam sën degenġo lo, nabë degebë nengaj vu medesepa doḳ, og rëḳ kwaj vesa geving in buk dus raḳ.
REV.1.4	Sa Jon ḳevu ġaġek sënë yök vu Kerisi-yi-alam ham yu nemadvahi-bevidek-luu sën ham nedo ggëp distrik Asia aga. Anutu sën nedo gwëbeng, geyö nedo vu nyëdahis, geyö rëḳ nam vu tamusën lo, losho yi nġaahur nivesa nemadvahi-bevidek-luu sën denare dus vu sëa-los-arë lo, degevonġ semusemu los degevonġ beham ayomin gëp revuh. 
REV.1.5	Log Yesu Kerisi mehö sën nenër Anutu yi ġaġek ranġah niröp lo gevonġ semusemu los gevonġ beham ayomin gëp revuh nabë saga geving. Yiḳ yi sënë sën kedi raḳ muġin vu bedub tu hil arid aġuu lo. Lob tu mehö-los-bengö böpata beneġin alam-los-bengöj pin vu dob sënë. Yö ahë neving hil, lob ripek hil nġaa nipaya pin ya raḳ niḳöḳ. 
REV.1.6	Vonġ behil atu Ama Anutu yi alam los yi alam sën nehaḳo seriveng lo, in bë hil ġevonġ huk vu yi. Om hil ġaḳo arë jaḳ na vavunë rot, geniwëëk gëp vu yi degwata los degwata. Yönon.
REV.1.7	Ham gwenġo rë! Rëḳ nam los beggob,
REV.1.7	lob mehönon pin mëm yö rëḳ degelë jaḳ malaj.
REV.1.7	Alam sën degelu yi raḳ ḳele los detul brëm ya yi lo,
REV.1.7	og rëḳ degelë yi geving.
REV.1.7	Lob mehönon pin vu dob rëḳ deketul newaj
REV.1.7	gedengu rot in yi.
REV.1.7	Ëë-ë, sënë rëḳ anon jaḳ yönon rot.
REV.1.8	In Mehöböp Anutu nër bë, “Yiḳ senġo hevonġ benġaa pin anon raḳ vu muġinsën, log sëḳ semu nġaa pin benivesa jaḳ vu tamusën.” Yiḳ yi sënë sën yö nedo vu gwëbeng, geyö nedo vu nyëdahis, gerëḳ nam vu tamusën lo. Nër nebë sënë, in niwëëk pin neggëp vu yi.
REV.1.9	Sa Jon sën ham arimin sa, in Yesu yi alam sa ving ham lo. Sa nehaḳo maggin ving ham, lob setu Anutu yi alam ving ham. Lob hil pin nare niwëëk loḳ ti beneḳerë maggin. Senër Anutu yi ġaġek ranġah, log senër Yesu yi Bengö Nivesa ranġah ving. Senër nebë sënë, lob deruuk sa bedevonġ beseyam nado ḳedu loo vuheng sën Patmos agi. 
REV.1.10	Lob loḳ Mehöböp yi buk sën Soda lo, lob Anon Vabuung yam ggërin sa rot. Lob sa hanġo mehöti aye yam niwëëk ggëp sa demiġ nebë sën avuuḳ ti, 
REV.1.11	benër bë, “Nġaa pin sën ġelë agi, og ġekwevu doḳ na ḳapiya begwevonġ na vu Kerisi-yi-alam yu nemadvahi-bevidek-luu. Gwevonġ na vu Epesus, gena vu Smurna ga, na vu Pergamum ga, na vu Tuatira ga, na vu Sardis ga, na vu Piladelpia ga, na vu Laodisea.”
REV.1.12	Lob sehërin yah in bë ġalë mehö sën nenër ġaġek vu sa agi, loḳ tum sa halë ram sën desemu raḳ goor lo nemadvahi-bevidek-luu medo netum. 
REV.1.13	Lob sa halë mehöti nare loḳ ram saga vuheng atov. Ni nebë Mehönon Nalu, geröp tob adingseḳë beggërin vaha, log vaḳu ḳabi goor loḳ newa. 
REV.1.14	Log yu og yu viis yö ni veroo rot nebë ahöḳ niviis, genebë beggob veroo, log mala ġahis netum nebë nengwah leleḳsën. 
REV.1.15	Log vaha nepelibin nebë braas, lob malanġeri beniḳapiik rot. Log sa hanġo aye nebë lubek böpata dedun. 
REV.1.16	Nejom betuheng nemadvahi-bevidek-luu loḳ nema vesa. Gepaëp-yu-anil nevu vahi vahi ti, benevu rot bevare nesoo loḳ avi. Log mala netum nebë sën hes netum niwëëk rot lo.
REV.1.17	Sa halë yi, lob sediiḳ besevës beheto nahëp loḳ vaha nebë sën heljënġ ti. Loḳ bë nema vesa raḳ sa genër bë, “Su ġeġöneng! Sa mehö muġinsën los mehö tamusën yönon rot. 
REV.1.18	Sa nado malaġ-tumsën. Wirek sediiḳ, rëḳ gwelë! Gwëbeng sa nado malaġ-tumsën degwata los degwata. Lob kii diiḳsën-yi los Nyëġ-Nipaya-yi neggëp vu sa besetu ala meneheġin. 
REV.1.19	Om kwevu nġaa pin sën ġelë ggovek lo, los nġaa sën ġenelë gwëbeng agi, genġaa sën vonġin berup agi geving. 
REV.1.20	Ġelë betuheng nemadvahi-bevidek-luu sën nedo loḳ sa nemaġ vesa lo, los ġelë ram goor nemadvahi-bevidek-luu sagi, og sënëḳ tahutahu mu bedegwa nebë sënë: Betuheng nemadvahi-bevidek-luu sënë tahu Kerisi-yi-alam yu nemadvahi-bevidek-luu hir angër. Log ram nemadvahi-bevidek-luu sënë, og yiḳ tahu Kerisi-yi-alam yu nemadvahi-bevidek-luu.”
REV.2.1	“Log kwevu ġaġek na vu Kerisi-yi-alam sën denedo Epesus agu hir angër nabë:
REV.2.1	Mehö sën nejom betuheng nemadvahi-bevidek-luu loḳ nema vesa, gevare neyoh ram goor nemadvahi-bevidek-luu vuheng atov agi lo, vonġ ġaġek sënë yök vu honġ bë: 
REV.2.2	Seraḳ aggata pin sën ġenesepa loḳ lo ni. Geseraḳ honġ huk niwëëk sën ġenevonġ vu sa lo ni. Geseraḳ ni bë nim wëëk bekwerë vanë los kwam vesa, genim nelëlin alam nij paya. Log alam vahi denër vu honġ bë, ‘He alam sinarë ving’, rëḳ mu sir sagaḳ su sinarë yönon rë. Rëḳ nġo ġeseggi hir ġaġek beġetöḳ raḳ hir nġaa sën denevonġ lo degwa bë sir alam tetuhinsën mu. 
REV.2.3	Alam denelë bë ġenesepa loḳ sa arëġ, lob denevonġ paya vu honġ. Rëḳ mu nġo ġenare niwëëk beġenekwerë maggin gesu nim tebö neraḳ rë. Besënëḳ seraḳ ni. 
REV.2.4	Rëḳ mu sa ġaġek ti neggëp raḳ honġ nebë: Wirek sën nahën ġenevonġ ving mewis lo, og ahëm neving sa panġsën, gaḳ gwëbeng og ma! 
REV.2.5	Wirek og ġenevonġ nġaa nivesa, rëḳ ġevuu aggata saga ya geġeya ġevës. Om kwam bo nah aggata sën ġenevonġ wirek lo beġegwërin honġ, log gwevonġ nġaa nabë sën ġevonġ muġinsën lo. Gaḳ nabë su ġegwërin honġ rë genama, og sëḳ natöḳ nök vu honġ besebo honġ ram vër. 
REV.2.6	Rëḳ mu huk nivesa ti sënë nahën neggëp vu honġ: Ġenelë Nikolas yi alam hir nġaa nipaya sën denesepa loḳ lo paya. Lob yiḳ sa nehalë hir aggata saga paya ving nebë saga.
REV.2.7	Nebë saga, om nabë mehöti nenga neggëp, og genġo ġaġek sën Anon Vabuung nër vu Kerisi-yi-alam lo megero! Mehöti sën kesuu nġaa maggin los nġaa nipaya pin lo, og sëḳ ngoġekin yi bega ḳele sën gevonġ behil medo malad-tumsën lo anon. Ḳele sën nare loḳ Anutu yi huk anon lo.”
REV.2.8	“Log kwevu ġaġek na vu Kerisi-yi-alam vu Smurna hir angër nabë:
REV.2.8	Mehö muġinsën los mehö tamusën sën diiḳ wirek rëḳ gwëbeng nedo mala-tumsën ggökin lo vonġ ġaġek sënë yök vu honġ bë: 
REV.2.9	Seraḳ maggin los nivanë sën netöḳ vu honġ lo ni, beseraḳ ni ving bë devasap höm nġaa-dob-yi rot geġenedo paya yönon. Rëḳ mu honġ nġaa-yaġek-yi nġahiseḳë neggëp! Log seraḳ ġaġek sën alam la denenër pelë raḳ honġ lo ni. Alam sënë denenër sir bë sir degwa vu Yuda. Rëḳ mu su degwaj vu Yuda yönon rë, gaḳ Satan yö yi alam sir. 
REV.2.10	Nahub teka rë, loḳ ham rëḳ gweḳo vanë, rëḳ mu ham su newamin jaḳ in nġaa saga. Ham gwenġo rë! Satan rëḳ naduu ham la na ḳarabus in seggi ham. Lob ham rëḳ gweḳo maggin los vanë noh vu buk nemadluho. Rëḳ mu nġo gwevonġ geving rot, bena berup doḳ buk sën ġenadiiḳ lo, lob mëm sëḳ ġevonġ madub nivesa vu honġ. Madub saga og yiḳ sën ġemedo malam-tumsën degwata lo.
REV.2.11	Nebë saga, om nabë mehöti nenga neggëp, og genġo ġaġek sën Anon Vabuung nër vu Kerisi-yi-alam agi! Nabë mehöti kesuu nġaa maggin los nġaa nipaya pin, og diiḳsën sën netu luu lo su rëḳ natöḳ vu yi rë, gaḳ rëḳ nama veröḳ yi!”
REV.2.12	“Log kwevu ġaġek na vu Kerisi-yi-alam sën denedo Pergamum agu hir angër nabë:
REV.2.12	Mehö sën paëp-yu-anil benevu malanġeri genevu vahi vahi bevare nesoo loḳ avi lo, vonġ ġaġek sënë yök vu honġ bë: 
REV.2.13	Seraḳ honġ nyëġ ni bë Satan tu mehö-los-bengö benevonġ yi huk loḳ. Rëḳ ġenejom sarëġ ahon niwëëk gayom neyam timu vu sa, gesu ġenelah sarëġ vun rë. Yönon, wirek og Antipas nenër sa ġaġek ranġah benedo ving ham. Yö nesepa loḳ sayeġ yönon rot. Lob desis yi mediiḳ loḳ honġ nyëġ sën Satan tu mehö-los-bengö benevonġ yi huk loḳ lo. Log loḳ buk sënë ving, og su ġelah sarëġ vun rë. 
REV.2.14	Rëḳ mu sa ġaġek la neggëp raḳ honġ bë: Honġ mehö la vu Pergamum denejom Balaam yi aggata ahon niwëëk. Balaam yi aggata lo nebë sënë: Tato aggata-tetuhinsën-yi vu Balak in bë tetuhin alam Israel begevonġ benġaa nipaya kepë sir. Lob Balak vonġ balam Israel degga reggu sën alam vahi denesis medetunġ tu seriveng vu anutu-kuungsën lo, gevonġ bedenevonġ baggëb ving. 
REV.2.15	Log yiḳ honġ alam la ving denejom Nikolas yi alam hir ġaġek nipaya ahon niwëëk rot. 
REV.2.16	Om ġegwërin honġ. Gaḳ nabë nama, og teka rëḳ sa hevonġin nök vu honġ beġevonġ beġö vu alam nijpaya saga jaḳ paëp-yu-anil sën vare nesoo loḳ saviġ agi.
REV.2.17	Om nabë mehöti nenga neggëp, og genġo ġaġek sën Anon Vabuung nër vu Kerisi-yi-alam agi megero! Nabë mehöti kesuu nġaa maggin los nġaa nipaya pin, og sëḳ bo nos-yaġek-yi sën nahën neggëp vunsën gwëbeng agi vu yi, log sebo ġelönġ veroo ti vu yi. Sa ḳevu ggev mewis raḳ ġelönġ sënë, lob mehö ngwë su rëḳ jaḳ ggev sënë ni rë. Gaḳ yiḳ mehöti sën rëḳ geḳo ġelönġ lo yö timu rëḳ jaḳ ni.”
REV.2.18	“Log kwevu ġaġek na vu Kerisi-yi-alam vu Tuatira hir angër nabë:
REV.2.18	Mehö sën mala ġahis netum niwëëk ata nebë nengwah leleḳsën, gevaha nebë braas beyö medo nepelibin lo vonġ ġaġek sënë yök vu honġ bë: 
REV.2.19	Seraḳ nġaa pin sën ġenevonġ lo ni. Seraḳ ni bë ahëm neving alam, log ayom neyam timu vu sa, geġenevonġ huk pin in bë doḳ vu mehönon. Seraḳ ni bë ġenare niwëëk in maggin pin sën netöḳ vu honġ lo. Seraḳ aggata sën ġenesepa loḳ muġin lo ni bë nivesa. Log sën gwëbeng agi, og nivesa raḳ ya veröḳ yi rot. 
REV.2.20	Rëḳ mu sa ġaġek sënë neggëp raḳ honġ bë: Ġenevonġ bavëh ti nebë Yesebel nedo ving honġ. Avëh sënë nenër bë yi avëh-nenër-ġaġek-ranġahsën, rëḳ mu ma genetahu sa hur lo bë desepa doḳ baggëb, gedega reggu sën denetunġ netu seriveng vu anutu-kuungsën lo. Lob netetuhin sir raḳ nġaa nebë sënë. 
REV.2.21	Rëḳ sa hevonġin bë gërin yi, om sën sa nehalë yi mu genedo buk la, rëḳ ma genilël bë su gërin yi begeruu demi vu yi baggëb sënë rë. 
REV.2.22	Om gwenġo rë! Sëḳ ġevonġ bavëh sënë navi gesanġ rot, log ni jaḳ böpata bena megëp jaḳ yi reek hus ading rot. Log maluh lo sën denevonġ baggëb vu yi lo, nabë su degërin sir bedegeruu demij vu nġaa sën avëh nevonġ lo rë, og sëḳ bo vanë böpata los maggin vu sir. 
REV.2.23	Log sengis nalu lo medenadiiḳ geving. Sëḳ ġevonġ nabë sënë, lob mëm Kerisi-yi-alam pin rëḳ dejaḳ ni nabë sa neseggi mehönon pin kwaj los ayoj menehero. Gedejaḳ ni nabë sëḳ bo nyëvewen doḳ nah vu ham ti ti lo niröp noh vu nġaa sën ham nevonġ lo. 
REV.2.24	Rëḳ gwëbeng sa bë nanër vu ham Tuatira vahi sën ham su nesepa loḳ ġaġek nipaya agi rë lo nabë: Ham su nesepa loḳ rë geham su kwamin netöḳ raḳ nġaa sën denenër bë Satan yi ġaġek vunsën los degwa lo rë, om sa su rëḳ ġevonġ huk böp ngwë vu ham rë. 
REV.2.25	Rëḳ nġaa nivesa pin sën ham nejom lo, og ham nġo najom ahon niwëëk rot bena berup doḳ buk sën sa natöḳ nom lo.
REV.2.26	Nabë mehöti kesuu nġaa maggin los nġaa nipaya pin, gesepa doḳ sa aggata rot bena berup doḳ sën yi buk nama na lo, og sëḳ ġevonġ arë böp vu yi benatu alam-yu-ngwë alaj—
REV.2.27	‘Lob rëḳ najom aën dus ti begeġin sir jak
REV.2.27	nabë sën mehöti sis dëg soġek lob puvin teka teka.’
REV.2.27	Huk sën sevo vu yi agi, og yiḳ nebë huk sën Amaġ vo vu sa in bë sa ġeġin mehönon lo. 
REV.2.28	Lob sëḳ bo betuheng Majelëë vu yi, 
REV.2.29	om nabë mehöti nenga neggëp, og genġo ġaġek sën Anon Vabuung nër vu Kerisi-yi-alam agi megero!”
REV.3.1	“Log kwevu ġaġek na vu Kerisi-yi-alam sën denedo Sardis agu hir angër nabë:
REV.3.1	Mehö sën ḳo Anutu yi nġaahur nivesa nemadvahi-bevidek-luu, gejom betuheng nemadvahi-bevidek-luu loḳ nema lo vonġ ġaġek sënë yök vu honġ bë: Seraḳ nġaa pin sën ġenevonġ lo ni. Denenër honġ bë: ‘Kerisi-yi-alam yu ti sënë nedo mala-tumsën’, rëḳ ma geġetu heljënġ raḳ. 
REV.3.2	Om kwedi jaḳ bemalam natum! Honġ aggata pin sën nahën neggëp bevonġin nadiiḳ na lo, og ġebo ġadu doḳ. In nġaa pin sën ġenevonġ lo, og sa su halë ti meneggëp niröp rot vu sa Anutu mala rë. 
REV.3.3	Wirek ġenġo Bengö Nivesa sënë, lob ġeḳo yök vu honġ ggovek ya los kwam vesa. Om kwam bo nah gökin meġenajom ġaġek saga ahon beġegwërin honġ. Nabë su kwedi malam natum rë, og sa hevonġin natöḳ nök vu honġ nabë alam sën deneyök hodeḳ lo, log honġ rëḳ duġin buk sën sëḳ natöḳ nök vu honġ lo. 
REV.3.4	Rëḳ mu honġ alam Sardis la, og yö denahën denedo gesu denevonġ behir tob ningöhek neraḳ rë. Om sir sënë rëḳ dejöp tob veroo mewis behe los ana doḳ ti, in sir alam yohvu.
REV.3.5	Nabë mehöti kesuu nġaa maggin los nġaa nipaya pin, og sëḳ jöp tob veroo nabë sënë doḳ yi, log sa su rëḳ jesöö arë na doḳ ḳapiya-mala-tumsën-yi rë. Gaḳ sëḳ nanër arë ranġah jaḳ Amaġ losho yi angër lo malaj. 
REV.3.6	Om nabë mehöti nenga neggëp, og genġo ġaġek sën Anon Vabuung nër vu Kerisi-yi-alam agi megero!”
REV.3.7	“Log kwevu ġaġek na vu Kerisi-yi-alam vu Piladelpia hir angër nabë:
REV.3.7	Mehö vabuung soġek, sën nevonġ yoh vu yi ġaġek besu netetuhin rë lo, neġin Davit yi kii sën Yerusalem mewis yi lo. Lob netahinin repinġ, gemehöti su yoh vu bë behii nah rë. Log nevehii repinġ, lob mehöti su yoh vu bë tahinin gökin rë. Mehö sënë vonġ ġaġek yök vu honġ bë: 
REV.3.8	Seraḳ nġaa pin sën ġenevonġ lo ni. Om gwelë rë. Sa hebë veluung avi meggëp netöḳ loḳ malam, lob mehöti su yoh vu bë rëḳ behii nah rë. Seraḳ ni bë nim wëëk teka mu, rëḳ ġenesepa loḳ sa ġaġek, gesu ġenelah sarëġ vun rë. 
REV.3.9	Log ġeraḳ alam sën Satan yi alam sir agi nij bë denenër sir bë sireḳ alam Yuda. Rëḳ mu ma! Sir su Yuda rë. Gaḳ sir alam ġaġek tetuhinsën. Om gwenġo rë! Sëḳ ġevonġ balam saga nam depetev medegëp doḳ malam, log dejaḳ ni nabë sahëġ neving honġ. 
REV.3.10	Nġo ġenesepa loḳ sa ġaġek, lob nġo ġenare niwëëk in nġaa maggin pin sën netöḳ vu honġ lo. Nebë saga, om senġo rëḳ malaġin honġ rot, lob seggisën sën rëḳ berup beseggi alam pin noh vu dob pin lo su rëḳ natöḳ vu honġ rë. 
REV.3.11	Sëḳ natöḳ nök vu honġ pevis. Om nġaa sën ġeḳo vorot lo, og nġo pasanġ ġenapiiḳ vu niwëëk. In tum rëḳ degeḳo honġ madub-kesuusën-yi vër medebo vu mehö ngwë.
REV.3.12	Nabë mehöti kesuu nġaa maggin los nġaa nipaya pin, og sëḳ barah yi nabë mudeng in ġadu sa Anutu yi dub vabuung ahon. Lob su rëḳ gevuu dub vabuung gegeto menah dobnë gökin rë. Gaḳ rëḳ nama veröḳ yi. Sëḳ ḳevu sa Anutu arë jaḳ yi, los sa ḳevu sa Anutu yi nyëġ arë jaḳ yi. Nyëġ böp sagi og yiḳ Yerusalem mewis sën sa Anutu rëḳ gevonġ megevuu yaġek geduḳ nam lo. Log sëḳ ḳevu senġo arëġ mewis jaḳ yi geving. 
REV.3.13	Om nabë mehöti nenga neggëp, og genġo ġaġek sën Anon Vabuung nër vu Kerisi-yi-alam agi megero!”
REV.3.14	“Log kwevu ġaġek na vu Kerisi-yi-alam vu Laodisea hir angër nabë:
REV.3.14	Mehö ġaġek anon degwa sën nenër Anutu yi ġaġek pin niröp los nenër ġaġek yönon mu yoh vu buk pin lo vonġ ġaġek sënë yök vu honġ. Nġaa pin sën Anutu tunġ lo degwa yi, benër bë: 
REV.3.15	Seraḳ nġaa pin sën ġenevonġ lo ni. Seraḳ nim bë su ayom nikul
REV.3.16	Rëḳ ma geġenedo vuheng atov, geyiḳ ayom niḳerus mahen teka mu. Gaḳ su ayom niḳerus rot rë, gesu ayom nikul rot rë. Om sëḳ namuteḳ honġ nom in aviġ. 
REV.3.17	Log ġenenër nebë sënë, ‘Sa monë nġahiseḳë, gesa nġaa nġaa nġahiseḳë nedo. Sa su naraḳ vu in nġaa ti rë.’ Rëḳ mu ma, geġenedo paya veröḳ yi, beyoh vu bë alam kwaj paya in honġ. Ġeraḳ vu in nġaanon rot, gemalam ḳenod, geġenedo ahëm töḳsën, genġo ġenedo duġ duġ in honġ. 
REV.3.18	Nebë saga, om sebo kwa sënë vu honġ: Maḳ mëm ġebaġo goor sën nengwah gga lob tu mewis bemalanġeri raḳ lo vu sa, lob mëm rëḳ ġeġorek nġaanon-yaġek-yi. Log ġebaġo tob veroo vu sa in kwebu navim jaḳ, in su ahëm natöḳ vu alam benim namum. Geġebaġo marasin vu sa in gwetunġ doḳ malam, in malam natum begwelë nyëġ. 
REV.3.19	Nabë sahëġ neving alam, og sa navo ġaġek raḳ sir benesesor hir aggata. Om kwam bo honġ beġegwërin honġ yönon. 
REV.3.20	Gwelë! Sa nare bayeġ neraḳ genavoseḳ, om nabë mehöti genġo sayeġ betateḳin ayo, og sëḳ doḳ na vu yi bemedo geving yi. Lob sëḳ ġa nos geving yi, gega nos geving sa.
REV.3.21	Nabë mehöti kesuu nġaa maggin los nġaa nipaya pin, og sëḳ ngoġekin yi bemedo geving sa jaḳ sa sëa-los-arë, nabë sën sa ḳesuu nġaa maggin los nġaa nipaya pin wirek, lob sa nado ving Amaġ raḳ yi sëa-los-arë agi. 
REV.3.22	Om nabë mehöti nenga neggëp, og genġo ġaġek sën Anon Vabuung nër vu Kerisi-yi-alam agi megero!”
REV.4.1	Sënë ggovek, log sa halë veluung avi ti ggëp netöḳ vu yaġek. Lob mehöti sën sa hanġo aye wirek nebë avuuḳ nesu lo nër vu sa ggökin bë, “Ġejaḳ nam vavunë sënë rë, loḳ mëm sëḳ tato nġaa pin sën rëḳ natöḳ nam vu tamusën lo vu honġ.” 
REV.4.2	Lob Anon Vabuung verup ggërin sa niwëëk avuti, lob sa halë sëa-los-arë ti nedo yaġek, lob Mehö lo raḳ nedo sëa sënë. 
REV.4.3	Sa halë Mehö sën nedo raḳ sëa agi ni nebë ġelönġ sekwahek veroo malanġeri los ġelönġ ḳöḳ rubi, log marubggii ti varah tetup loḳ yi sëa, lob sa halë gemedo nepelibin nebë ġelönġ nimewis emeral. 
REV.4.4	Log sëa-los-arë mehödahis-bevidek-lubeluu nedo tetup loḳ sëa-los-arë böp sënë, lob alam ggev mehödahis-bevidek-lubeluu raḳ denedo sëa sagi. Ggev lo sënë deröp tob veroo, gedetunġ madub goor raḳ yuj. 
REV.4.5	Davës nevër raḳ sëa-los-arë sënë menejëh ya, log dedun neraḳ, gevaḳuvek netetap. Log detaggi dee nemadvahi-bevidek-luu mevare denetum loḳ sëa sënë mala. Nengwah sënë og yiḳ Anutu yi nġaahur nivesa nemadvahi-bevidek-luu. 
REV.4.6	Log nġaa ti nebë loo benedo loḳ sëa-los-arë sënë mala. Ni nebë garas malanġeri soġek sën denenër arë nebë kristel lo bemala ranġah rot.
REV.4.6	Log nġaa lubeluu denedo malaj-tumsën medenedo loḳ vuheng, lob detetup loḳ sëa-los-arë sënë medenare, gemalaj ġahis nġahiseḳë vunin malaj los yuj gemu. 
REV.4.7	Nġaa sën nedo mala-tumsën netu muġinsën ni nebë reggu böp layon. Log nġaa sën netu luu ni nebë burmakau maluh böp ti. Log nġaa sën netu löö mala nebë mehönon. Log nġaa netu lubeluu ni nebë tuġ böpata sën nevëëng vavunë lo. 
