MAT.1.1	Ya ra taa yang listaan yang mga kinaampu ni Jesu-Cristo. Tanya sasang kanubli ni Adi David
JAS.2.23	Duun da ka ngaintindiay ta ang talagang tama ka man yang pagtaralig̱en na ang pariu ka tung sasang napabtang tung kasulatan ang tanya unu nagtalig da tung Dios ang magkereng tung pinangakuan na tung anya ig natetenged unu tung pagtalig nang atiing bug̱us, duun da tanya ngaipabtangay yang Dios ang salu rang pisan tung pagterelengen na
JAS.2.24	Kapurisu asan da ngaintindiay mi ang tung pag̱urubraen yang sasang tau, duun da ilem nga pruibaay ang tanya talagang pagtalig dang matuud tung ni Ginuung Jesus. Belag̱an ang mag̱aning ang tama yang pagtaralig̱en na kung anday pruibang maita tung pag̱urubraen na.
JAS.2.25	Maning kang pisan tia yang palaksu na tung ni Rahab ang yay sasang baw̱ay atiing tukaw ang yang pangita na rin pagpagamit. Belag bang natetenged tung pag̱arasikasuen na tung mga tiktik, duun da nga pruibaay ang tanya talagang pagtalig dang matuud tung Dios? Bistung pisan yang pagtalig nang bug̱us atiing pag̱arasikasuen na tung mga masigkanasyun tang durua nga tiktikan may tung pagpainunuku na tung nira kung ay pang dalanay ang matinlung pagpalibrian nira. 
JAS.2.26	Kapurisu ang para magbilug da yang gustuung ianing, ipapanawu ra ilem tung sasang pananglit. Katulad tung tinanguni ta sasang tau, kung anda ray linawa na, asan da ngaskeay ta ang patay ra. Ya rang pisan yang kaalimbawaan yang pagtaralig̱en yang sasang tau tung Dios ang pagkatapus anday kanunut nang pag̱urubraen nang matinlu. Yang pagtaralig̱en ang maning tia ya ra yang pag̱aningen ang pagtaralig̱en ang patay.
JAS.3.1	Mga putulu, maayen pang belag̱anamu dakeleng mag̱ing mga manigtulduk yang bitala yang Dios. Ay nag̱askean mi ra ka ang yaming mga manigtulduk, kung insapuanami ra nganing ni Ginuu ta, mas maigpit yang panginsapu na tung yamen kay tung kadaklan ang pamamati ilem tung yamen. 
JAS.3.2	Yang panginsapu nang atia ya ray dapat ang pangamanan tang tanan ay maskin tinu pa tung yaten, manigtulduk kag belag, malpes kang lag̱i ilem nganing ang mapagbuatita ta kamali. Kung tinu pay indi pagkamali tung pamitala na, asan da ta taung pagteg̱asan da tung pagtaralig̱en na. Maske rang magsuspindi tung intirung pagkatau na. 
JAS.3.3	Katulad da ilem asan tung sasang kabayu. Kung taknan ta ra nganing ta busal yang nganga na ang para masaayan ta, pati yang intirung tinanguni na maparumbu ta ra kung ay pay gustu tang paangayan na. 
JAS.3.4	Isipen mi ra ilem yang sasang gulita. Maskin dakulu, nag̱ipalaksu nganing ta palet ang durug ketel, piru kayanan ta timun ang kagetey ka ilem ang bira-biraen ang kumpurming ay pay gustu yang timunil ang rumbuen. 
JAS.3.5	Yang pisan yang kaalimbawaan yang dilak ta. Basin gesye ilem, piru dakulung bag̱ay yang nag̱abuat na.
JAS.3.5	Telengan mi ra ilem yang apuy. Maskin alikasu ilem, piru kayanan nang palalaw̱an yang intirung talun! 
JAS.3.6	Yang pisan yang kaalimbawaan yang dilak ta, distrusadu pa tung sasang apuy. May sari-saring mga malalain ang puiding bitalaen ta. Makamamansa tung intirung pagkatau ta ig makararangga ka tung pagnurunutan ta yang mga masigkatau ta. Maning pa tung apuy ang nag̱akayaw̱an ta mupia ni Satanas. 
JAS.3.7	Maayen pa yang dumang inimu yang Dios ang sari-saring klasi. Maskin unu pang klasiay, mag̱ing dayamdam man, mag̱ing lamlam man, mag̱ing iraw man, mag̱ing ian man tung teeb, yang tanan ang atia nag̱akayanan ta taung nag̱apaalam disti pa tung primiru ang asta ra simanyan. 
JAS.3.8	Piru yang dilak tang mga tau, andang pisan ay taung makayang mapaalam kung tung sadili na ilem. Ay sasang malain ang indi enged makuntrul. Yang kaalimbawaan na punuk ang pisan ta dalit ang mapatayan ta tau. 
JAS.3.9	Ya kay nag̱agamit tang pagdayaw tung Ampuan tang Dios ang ya ray nagyaring Ama ta, ang pagkatapus ya pa kay gamiten tang magpamirisia tung sasang masigkatau ta ang ya pa ka man ay inimu yang Dios ang ipinatulut-tulut tung sadili na mismu. 
JAS.3.10	Bilang sa nga ngangaan ilem yang panliitan yang pagdarayawen ta tung Dios may yang pagpamirisia ta tung mga aruman ta. Mga putulu, indi ka enged magkabag̱ay tia. 
JAS.3.11	Ayw̱a w̱asu, may sungkuk ta wai ang pariung masabur may mapakit yang nag̱ibeek na? 
JAS.3.12	Simpri, mga putulu, yang sasang ayung igus belag̱an natural nang mamurak ta olibo. Pati yang sasang balag̱en ang ubas belag̱an kang natural nang mamurak ta igus. Asta yang waing makasa-kasa belag̱an natural nang may wai kang masabur yang ipalua na. Intunsis dapat da rin ang belag̱an telyang-telyang yang magbitalaen ta, kung indi, purus limpiu.
JAS.3.13	Tinu pang tauay asan tung numyung nag̱aintindian ming mataku ig maskeng mag̱intindi? Kaministiran ang ya ray papruibaan na tung mga pasais nang matitinlu ang maskin unu pay buaten na, eklan na tung ug̱ali nang mapinagparanek ig tung isip nang mawayang. 
JAS.3.14	Piru kung nag̱aeyanganamu ra ta ipag̱akig mi tung mga aruman ming mga manigtulduk ig pagkaralawanamu ra ta dengeg, maayen pang indiamu ra ilem magpabug̱al ang yamu mataku. Ay muya tung pagbukli ming atia asan da nga regmekay mi yang kamatuuran ang nag̱itulduk mi ra rin tung duma. 
JAS.3.15	Kipurki yang pagkamatakung maning tia, belag̱an paeyang yang Dios, kung indi, pangkaliw̱utanen ka ilem ang ya kang lag̱i ay nag̱ausuy yang mga tau ang yang mga kinaisipan nira indi pa nag̱aimaklu yang Espiritu Santo ig ya kay nag̱ipaisip yang mga dimunyu tung nira. 
JAS.3.16	Talagang matuud tia ay kipurki kung ay pay sam pundaan ang may pag̱arakig̱akig̱an ig pagkaralawan ta dengeg, asan da ta pagkagulu yang pagpurutulan nira pati yang maskin unu pang ubra-ubraay ang malain ya ray maita tung nira. 
JAS.3.17	Piru yang pagkamatakung nag̱ipaeyang yang Dios tung yaten maning taa yang pasais na. Landaw tung tanan yang pagkabilug yang isip ta tung anya ang indi magtenakan. Asan da maniel yang kadaklan ang mga pasais tang nag̱auyunan nang maning taa. Asan da ta pagsikad ta ang ita pirming mag̱uruyunan yang mga kaarumanan ta, asan da ka ta pagkaamumu tang belag̱anita ka maliwag ang pakigkesenan. Dispuis duruita kag kainildawen tung mga aruman ta ig duru kang mga ubra-ubrang mapalua ta ang ikaayen nira. Dispuis pa, kung natetenged tung pagsarapeten ta tung mga aruman ta, pantay-pantay ilem ang anday pinilikan ig alawid tung yaten yang pagpakaayen-ayen ilem. 
JAS.3.18	Pademdeman ta ra kanay yang sasang bitala ta mga mamaepet ang kung gustu ta unung magpalua yang magkatama tung pagterelengen yang Dios, tay puis yang maning pa tung dapat unung iluak ta ang ita unu pirming magsikad ang mag̱uruyunanitang magpurutul tung matinlu. Ig yang pasais ta unung magluak ta maning tia, pirmi unu duun ipapanaway ta tung kinaisipan tang mauray.
JAS.4.1	Piru ay pa w̱a? Yamug pagsuruay! Ta, tung numyung pag̱intindi, unu pa w̱asu ay natengeran yang pagsuruay-suayan ming atia? Belag ba natetenged ang dereeg̱enamu pa yang sadiling kalelyag̱an mi ang yay gustu ming papsawan? 
JAS.4.2	Alimbawa, may sasang durung kalelyag ming maeklan, piru indi mi ilem maeklan. Ya ray nag̱atengeran na ang masilag̱amu ra ig may gustu mi rang mangimatay tung sasang masigkatau mi ang para maeklan mi ra yang nag̱aisipan mi. Yang pag̱iriw̱eg̱en ming atia tung mga bag̱ay ang indi mi maeklan, asan da maniel yang pagsuruayan ming ereketan. Piru ya pa ag̱aring maeklan mi atiang indi mi ka ag̱ingalukun tung Dios? 
JAS.4.3	Ang pagkatapus, maskin ingalukan mi, indiamu kag pakdulan na ay nag̱askean na ra kang lag̱i ang kung pakdulanamu ra anya, belag ya gamitay mi tung uyun tung kalelyag̱an na, kung indi, basta mapapsawamu ilem.
JAS.4.4	Abaa yamu, yang gegma mi tung Dios nagrusaw ra ang katulad ka tung sasang baw̱ay ang paglimbung da tung kasawa na. Ayw̱a, indi mi pa ka enged nag̱aintindian ang kung magpagamenamu yang mga isip mi tung sistimang pangkaliw̱utan, asanamu ra magluang kasuay yang Dios? Purisu kung tinu pay malelyag ang magpagamen yang isip na tung sistimang atia, asan da tanya magluang kasuay yang Dios. 
JAS.4.5	Muya kalaum ming anday kapulutan na yang sasang napabtang tung kasulatan ang yang Dios unung nag̱imu tung yaten, kung may pagamenan tang asan da magrusaw yang gegma tang bug̱us pa rin tung anya, tanya maning pa tung mangimun da tung yaten. 
JAS.4.6	Piru maskin pang maning tia, maktel ka enged yang taw̱ang na tung yaten ang para maulikan da atiing gegma ta tung anyang magbug̱us si. Katulad da asan tung sasang pangaku na ang yang tau unung taw̱angan na ya ra yang taung mapinagparanek. Piru yang tau unung mapinalandawen, ya ray kuntraen na ta mupia.
JAS.4.7	Purisu magparanekamu ra tung Dios ang magpalamtuk yang pundu yang kinaisipan mi. Piru manguntielamu ra ka dayun ta mupia tung akles ni Satanas. Atia, palaksu ra kang paalawid tung numyu. 
JAS.4.8	Magpalengetamu ra tung Dios. Atia, magpalenget da ka tung numyu. Yamung makinasalananen tabtaw̱en mi ra yang mga ubra-ubra ming malalain tung pagterelengen na. Yamung pagtenakan yang isip mi, pabilug̱un mi rang tumanen yang kalelyag̱an yang Dios. 
JAS.4.9	Yang dapat ang meyang tung mga isip mi ya ra yang kapupungawen ming pagsug̱at natetenged tung mga kasalanan mi. Bilang yang pagtaralangkaken ming pagpakasadya asan dapat ang mapaklian da ta pagtarangiten ming pagseey. 
JAS.4.10	Purisu magparanekamu ra ka enged tung Dios ang magsuku. Atia, saptenamu ra ka anyang ipaabwat.
JAS.4.11	Mga putulu tung ni Ginuu ta, indiita enged magliliw̱akan. Ay kipurki kung tinu pay magliw̱ak tung sasang putul na ang asan dang lag̱i nga pakusalakay na, katimbang nang asan da ka nga sawayay na yang mga katuw̱ulan yang Dios ay asan da ka nga lamkuay nang maluw̱ay ang dumangat yang silut ang sinambit na. Purisu kung yang mga katuw̱ulan yang Dios ya pay palangaasan tang lamkuen ta maning tia, yang ilyag nang ianing, belag̱anita ra manigtuman yang mga katuw̱ulan na, kung indi, asan da ipabtangay ta yang sadili ta ang sasang sintinsiadur! 
JAS.4.12	Sam bilug ilem yang nagpakdul yang mga katuw̱ulan ang atia ig tanya ilem yang sintinsiadur. Ultimu ilem yang Dios yang may kagaeman ang magkalalangan natetenged tung sasang tau kung tanya sintinsiaan nang ipalibri u kung tanya sintinsiaan na tung kalainan. Ayw̱a, unu pa pay pagpabetang ta tung mga sadili ta ang ita pay magtiwakaw tung anyang magsintinsia tung sasang masigkatau ta?
JAS.4.13	Naa w̱a yang sasang dapat ang tandaan mi ang kumpurming maning taa yang nag̱ipag̱aning na tung mga aruman na: “Numaan ang kaldaw ang naa ubin andamal, magdistinuami ra duun tung siudad. Duunami ra magtinir ang magnigusyu ta seled san takun. Talagang durung kuartang maita yamen duun.” 
JAS.4.14	Abaa yang numyung atia, indi mi ilem ngani nag̱asiguru kung unu pay mabtangan mi andamal. Kipurki yang kalayunan ta, maning pa tung sasang ambun ang simanyan yag dawalay ta, ang pagkatapus, buay-w̱uay ilem ta gesye, magpuruwas da ilem. 
JAS.4.15	Ang indi, maning taa yang dapat ang ianing mi: “Kung kalelyag̱an yang Dios ang paabwaten na pa yang mga kabui yamen, maning taa maning duun yang buaten yamen.” 
JAS.4.16	Piru ay pa w̱a? Maning da tiang paniguruamu rang lag̱ing pagpaambug tung mga sarili mi kung unu pay pakaw̱utun yang pagkabetang mi! Yang tanan ang pagparaambug̱un ta maning tia durung pisan agkalain tung pagteleng yang Dios. 
JAS.4.17	Ig disir, kung tinu pay nag̱aske ra yang magkatama ang yay dapat ang buaten na ang pagkatapus indi na buaten, ya ray idata yang Dios tung anyang kasalanan na.
JAS.5.1	Naa w̱a yang ipagprangkaw ra tung mga manggaranen. Maskin maayen yang betang mi numaan, kanugunamu ka enged agyapun. Bag̱ay ang pisan tung numyu ang mag̱intraamu ra ilem tarangiten ang nunut da ka ta pag̱irisyaken mi ang yang kaalimbawaan mi, maning pa tung kinaw̱utanamu rang lag̱i ta mga pinitinsia. Ay kipurki siguradung dangatenamu ra ka enged yang sintinsia yang Dios. 
JAS.5.2	Bag̱ay ang pisan tia tung numyu ay kipurki yang tanan ang mga kamanggaran mi magkaralubuk da ka ilem. Katulad da ilem asan tung mga aw̱el ming atiang matitinlung klasing minumpuk da ilem, panganen da ka ilem ta mga dayapdap. 
JAS.5.3	Asta yang mga kuarta ming atiang nag̱atuw̱ud ming nag̱atuw̱ud ya ka, madiadu ra ka ilem. Ig yang pagkadiadu yang mga manggad ming atia ya ray magyaring sasang pruibang ipatemeng yang Dios tung numyung duruamug kaikaw. Yang kaalimbawaan yang nag̱italuk ming atia maning pa tung sasang apuy ang ya ray ikadiadu mi tung uri. Purisu yang pagtaralukun mi ta manggad ang tag̱isip ming ya ag̱ikaayenay mi numanyan, tung uri ya ra ikalainay mi. 
JAS.5.4	Teed mi, yang suul yang mga manig̱ayeg tung katriguan mi ang ya ray binuinan ming dinaya tung nira maning pa tung pagkkendalen da ta maknul. Tag̱isip ming anda ray panuw̱alan mi asan? Uay, yang mga riklamu yang mga manig̱ayeg pinamati ra yang Dios ang makagag̱aem. 
JAS.5.5	Talagang pusawamu ra tung tanan ang kaayenan taa tung kaliw̱utan ang naa ang ya ra ka ilem ay nag̱apagustuan mi. Piru asan da nga pakbungay mi yang sasang baka ang nag̱ipatambek da ang andang pisan ay laum-laum na kung unu pay nag̱ielat tung anya. 
JAS.5.6	Basin yang mga taung anday kasalanan nira, ya ra ag̱idimandaay mi tung usgadung nag̱apetelan ta kasalanan ang para ipaimatay mi. Ang pagkatapus yang mga taung atia, indi ka ilem makayang magdipindir yang mga sadili nirang magbatuk da rin tung numyu.
JAS.5.7	Kapurisu ta numyung mga putulu tung ni Ginuu ta, maskin papinitinsiaanamu ta duma, magpaurayamu ra ilem ang mag̱agwanta ang asta kaw̱utun da nganing yang uras ang ipaglekat ni Ginuu tang Jesus. Telengan mi ra ilem yang sasang tagluak ang pagpakbat tung kutitsya yang mga luak na ang yay nag̱alangkag na ta duru. Indi enged pagmataka ta pag̱elat tung uras ang atia. Tung primiru yang elatan na ya ra yang primirung bugsu yang kuran ang para mapag̱aradu ra. Asta yang kuran tung kauri-urian nag̱aelatan na kang maglaka-laka ang ya ray pagpailala ang nag̱aalenget-lenget da yang tilig̱ayeg. 
JAS.5.8	Purisu pati yamu ya ka, indiamu ka magmataka ta pagpakbat. Patentenen mi yang mga isip mi ay kipurki yang uras ang ipaglekat ni Ginuu ta, nag̱aalenget dang nag̱aalenget.
JAS.5.9	Mga putulu, kung mapanawanamu ra nganing ta mga kaliwag̱an ubin pinitinsia, indiamu ra enged magbarasul-w̱asulan ug̱ud indiamu ka sintinsiaan yang Dios ang ya si kay ipagpakusalak na tung numyu. Yay dapat enged ang likayan mi ay kipurki yang ultimung manigsintinsia alenget dang maglekat.
JAS.5.10	Mga putulu, pademdeman mi yang mga manigpalatay yang bitala yang Dios atiing tukaw pang mga panimpu. Yang pag̱aragwantaen nira tung mga pinitinsiang pinasaran nira ya ray durug tinlung mulidung usuyun mi. 
JAS.5.11	Talagang yay matinlung buaten mi ay kipurki nag̱askean ta ra kang lag̱i ang yang kumpurming nag̱agwanta tung mga kaliwag̱an ang pinasaran na ya ra ag̱aningay tang sasang pinasadya enged yang Dios ang pinakaayen. Katulad da ilem duun tung ni maepet ang Job. Nagngel mi ra ka nganing natetenged tung pag̱aragwantaen na atiing tukaw pang panimpu
JAS.5.12	Simanyan, mga putulu, yang ianingung naa, ya enged ay tandaan mi. Kung unu pay ianing ta tung aruman tang tau, indi ta enged pagpanuntan ta panumpa. Indiita manumpa tung tanek may langit ubin tung unu pa man ang bag̱ayay. Ang indi, kung ee, ay ee ra ilem. U kung indi man, ay indi ra ilem ug̱ud indiita ra pakusalaken yang Dios.
JAS.5.13	May asan tung numyu kaya ang nag̱apasaran ta kaliwag̱an? Kaministiran mag̱ampu tung Dios. May asan ka kaya ang masadya yang kinaisipan na? Magkabag̱ay ang magdayaw tung Dios ang magkanta. 
JAS.5.14	May asan ka kaya ang paglaru? Kaministiran ang magpaguuy tung pamagmaepet-epet tung numyung sam pundaan ang mga tumatalig ang para tanya ipag̱ampu nira tung Dios ang nunut da ka ta pagpiid nira ta lana ta olibo sigun ka man tung katengdanan ang ipinakdul ni Ginuung Jesus tung nira ang mamangerengan tung anya. 
JAS.5.15	Numanyan tung pag̱arampuen nira, kung may pagtalig nira ang yang nag̱aingaluk nira tung Dios ipakdul na tung nira, asan da magmaayen yang paglaru ay paktelen da yang Dios ang papagmaayenen. Dispuis kung alimbawa may mga kasalanan ang nagkarabuat na ang muya ya ray natengeran yang masiit na, punasen da ka dayun yang Dios. 
JAS.5.16	Purisu mag̱araminanita rang lag̱i sasa may sasa yang anya-anyang kasalanan ang pagkatapus mag̱arampuanita ra ka dayun ug̱ud asanita ra nga pamaayenay yang Dios tung pag̱alaru ta. Kipurki yang pag̱arampuen yang sasang taung pagbuat yang magkatama tung pagterelengen na, dakulung bag̱ay yang pakaw̱utun na. 
JAS.5.17	Katulad da ilem asan tung ni Elias atiing tukaw. Maskin sasang tau ang pariu ka ilem tung yaten, piru atiing pag̱ampu na tung Dios ang tedek tung isip na ang indi na ra pakuranen yang banwa, indi ka man nagkuran-kuran tung seled tulung takun may tenga. 
JAS.5.18	Utru si, nag̱ampu si ka ang pagkatapus kuminuran da ka man yang kaliw̱utan. Baklu ra namagturubuan yang mga luak tung tanek.
JAS.5.19	Mga putulu, kung may asan tung numyung natalang dang nalipat tung kamatuuran, ang pagkatapus may sasang putul nang magpaiwan-iwan tung anya ang para mapabalik na tung kamatuuran, durung pisan agkatinlu yang pag̱abuat na. 
JAS.5.20	Ay yang demdemen mi, kung tinu pay magpabalik tung sasang putul nang nagpakasalak ang para indi ra magpadayun tung nag̱atalangan na, katimbang nang asan da ngaipalibriay na yang aruman na tung kalainan, bilang tung pagpablag na ra rin tung Dios. Maskin durung kasalanan ang nagkarabuat na, punasen da yang Dios ang luw̱us.
1PE.1.1	Yang nagpasulat tia yuung ti Pedrong sasang apustul ang tinuw̱ul ni Jesu-Cristong mangerengan tung anya. Napagpasulataw ra tung numyung mga tumatalig ang pinagpilik da yang Dios ang para tanya ilem ay may anya tung numyu. Yang kaalimbawaan mi, maning pa tung mga dayuan asan tung mga banwang pag̱atiniran mi tung parti Ponto, Galacia, Capadosia, Asia, may Bitinia
1PE.1.2	Ta yamu, pinilikamu ra yang Ama tang Dios ang uyun ang pisan tung planung naisipan na ra kang lag̱i disti pa tung katebtew̱an. Pinilikamu ra nganing anya ug̱ud ekel tung pagpaktel yang Espiritu Santong pagtinir tung numyu, asanamu ra ngaeyangay ta ipagtuman mi yang kalelyag̱an na. Maskin malalisan ming kaisan, puidiamu rang mapunasan ni Jesu-Cristo netetenged tung pagpaturuk na yang dug̱u na
1PE.1.2	Yang nag̱ipag̱ampuu para tung numyu ang mas pang maispirinsiaan mi yang kaneeman yang Dios ang pagpadag̱en-dag̱en tung numyu pati yang pagpalimeng na tung mga isip mi.
1PE.1.3	Magkabag̱ay rang pisan ang pirming dayawen ta yang Dios ang ya kay Dios ang pinanalig̱an ni Ginuung Jesu-Cristo atiing pag̱ingtau na taa tung kaliw̱utan ang naa ig ya kay pag̱aningen nang Ama Na. Natetenged tung kaildaw nang aw̱unda tung yaten, pinaeyanganita ra anya ta ipagpangabui tang baklu ang duun ipatielay na tung pagpabui na si kang uman tung ni Jesu-Cristo. Asanita ra ka ngaeyangay ta ipagpakbat ta tung sasang kaayenan ang siguradung malg̱uran ta tung uri. 
