GEN.1.1	Nang 
EZK.48.12	At sa kanila'y magiging alay na mula sa alay ng lupain, bagay na kabanalbanalan sa tabi ng hangganan ng mga Levita.
EZK.48.14	At hindi nila ipagbibili, 
EZK.48.15	At ang 
EZK.48.16	At ang mga ito ang magiging mga sukat niyaon: sa dakong 
EZK.48.17	At ang bayan ay magkakaroon ng mga nayon: sa dakong hilagaan ay dalawang daan at limang pu, at sa dakong timugan ay dalawang daan at limang pu, at sa dakong silanganan ay dalawang daan at limang pu, at sa dakong kalunuran ay dalawang daan at limang pu.
EZK.48.18	At ang labis sa haba, na nauukol sa banal na alay, magiging sangpung libo sa dakong silanganan, at sangpung libo sa dakong kalunuran; at magiging ukol sa banal na alay; at ang bunga niyaon ay magiging pinakapagkain sa nagsisigawa sa bayan.
EZK.48.19	At tatamnan nilang nagsisigawa sa bayan sa lahat ng mga lipi ng Israel.
EZK.48.21	At ang labis ay magiging 
EZK.48.22	Bukod dito'y mula sa pagaari ng mga Levita, at mula sa pagaari ng bayan na nasa gitna ng sa prinsipe, sa pagitan ng hangganan ng Juda at ng hangganan ng Benjamin, magiging sa prinsipe.
EZK.48.23	At tungkol sa nalabi sa mga lipi: mula sa dakong silanganan hanggang sa dakong kalunuran, ang Benjamin, isang 
EZK.48.24	At sa tabi ng hangganan ng Benjamin, mula sa dakong silanganan hanggang sa dakong kalunuran, ang Simeon, isang 
EZK.48.25	At sa tabi ng hangganan ng Simeon, mula sa dakong silanganan hanggang sa dakong kalunuran, ang Issachar, isang 
EZK.48.26	At sa tabi ng hangganan ng Issachar, mula sa dakong silanganan hanggang sa dakong kalunuran, ang Zabulon, isang 
EZK.48.27	At sa tabi ng hangganan ng Zabulon mula sa dakong silanganan hanggang sa dakong kalunuran, ang Gad, isang 
EZK.48.28	At sa tabi ng hangganan ng Gad, sa dakong timugan na gawing timugan, ang hangganan ay magiging mula sa Tamar hanggang sa tubig ng Meribat-cades sa batis 
EZK.48.29	Ito ang lupain na 
EZK.48.30	At ang mga ito ang mga 
EZK.48.31	At ang mga pintuang-daan ng 
EZK.48.32	At sa dakong silanganan ay apat na libo at limang daang 
EZK.48.33	At sa dakong timugan ay apat na libo at limang daang tambo sa sukat, at tatlong pintuang-daan: ang pintuang-daan ng Simeon, isa; ang pintuang-daan ng Issachar, isa; ang pintuang-daan ng Zabulon, isa:
EZK.48.34	Sa dakong kalunuran ay apat na libo at limang daang 
EZK.48.35	Magkakaroon ng labing walong libong 
DAN.1.1	Nang ikatlong taon ng paghahari ni Joacim na hari sa Juda, ay 
DAN.1.2	At ibinigay ng Panginoon sa kaniyang kamay si Joacim na hari sa Juda, sangpu ng 
DAN.1.3	At ang hari ay nagsalita kay Aspenaz, na puno ng kaniyang mga bating, na siya'y magdala 
DAN.1.4	Mga binatang walang kapintasan, kundi may mabubuting bikas, at matatalino sa lahat na karunungan, at bihasa sa kaalaman, at nakakaunawa ng dunong, at may ganyang kakayahan na makatayo sa palacio ng hari; at kaniyang tuturuan sila ng turo at wika ng mga Caldeo.
DAN.1.5	At ipinagtakda ng hari sila ng bahagi 
DAN.1.6	Na sa mga ito nga, sa mga anak ni Juda, si Daniel, si 
DAN.1.7	At 
DAN.1.8	Nguni't pinasiyahan ni Daniel sa kaniyang puso na siya'y hindi magpapakahamak 
DAN.1.9	Si Daniel nga ay pinasumpong ng Dios, ng lingap at habag sa paningin ng pangulo ng mga bating.
DAN.1.10	At sinabi ng pangulo ng mga bating kay Daniel, Ako'y natatakot sa aking panginoong hari, na nagtakda ng inyong pagkain at ng inyong inumin: sapagka't bakit niya makikita na ang inyong mga mukha ay maputla kay sa mga binata na inyong mga kasinggulang? isasapanganib nga ninyo ang aking ulo sa hari.
DAN.1.11	Nang magkagayo'y sinabi ni Daniel sa katiwala na inihalal ng pangulo ng mga bating kay Daniel, kay Ananias, kay Misael, at kay Azarias:
DAN.1.12	Ipinamamanhik ko sa iyo, na subukin mo ang iyong mga lingkod, na sangpung araw; at bigyan kami ng mga gulay na makain, at tubig na mainom.
DAN.1.13	Kung magkagayo'y masdan mo ang aming mga mukha sa harap mo, at ang mukha ng mga binata na nagsisikain ng pagkain ng hari; at ayon sa iyong makikita ay gawin mo sa iyong mga lingkod.
DAN.1.14	Sa gayo'y dininig niya sila sa bagay na ito, at sinubok niya sila na sangpung araw.
DAN.1.15	At sa katapusan ng sangpung araw ay napakitang lalong maganda ang kanilang mga mukha, at sila'y lalong mataba sa laman kay sa lahat na binata na nagsisikain ng pagkain ng hari.
DAN.1.16	Sa gayo'y inalis ng katiwala ang kanilang pagkain, at ang alak na kanilang inumin, at binigyan sila ng mga gulay.
DAN.1.17	Tungkol nga sa apat na binatang ito, 
DAN.1.18	At sa katapusan ng mga araw na itinakda ng hari sa paghaharap sa kanila, ipinasok nga sila ng pangulo ng mga bating sa harap ni Nabucodonosor.
DAN.1.19	At ang hari ay nakipagsalitaan sa kanila; at sa kanilang lahat ay walang nasumpungang gaya ni Daniel, ni Ananias, ni Misael, at ni Azarias: kaya't sila'y nanganatili sa harap ng hari.
DAN.1.20	At sa bawa't bagay ng karunungan at unawa, na inusisa ng hari sa kanila, nasumpungan niya silang makasangpung mainam kay sa lahat ng 
DAN.1.21	At si Daniel ay namalagi hanggang sa unang taon ng haring Ciro.
DAN.2.1	At 
DAN.2.2	Nang magkagayo'y 
DAN.2.3	At sinabi ng hari sa kanila, Ako'y nanaginip ng isang panaginip, at ang aking Espiritu ay nabagabag upang maalaman ang panaginip.
DAN.2.4	Nang magkagayo'y nagsalita ang mga Caldeo sa hari sa wikang Siria, Oh hari, mabuhay ka magpakailan man: saysayin mo sa iyong mga lingkod ang panaginip, at aming ipaliliwanag ang kahulugan.
DAN.2.5	Ang hari ay sumagot, at nagsabi sa mga Caldeo, Ang bagay ay nawala sa akin: kung di ninyo ipaliliwanag sa akin ang panaginip at ang kahulugan niyaon, kayo'y 
DAN.2.6	Nguni't 
DAN.2.7	Sila'y nagsisagot na ikalawa, at nangagsabi, Saysayin ng hari sa kaniyang mga lingkod ang panaginip, at aming ipaliliwanag ang kahulugan.
DAN.2.8	Ang hari ay sumagot, at nagsabi. Tunay na talastas ko na ibig ninyong magdahilan, sapagka't inyong nalalaman na nawala sa akin ang bagay.
DAN.2.9	Nguni't kung di ninyo ipaliwanag sa akin ang panaginip, iisang kautusan lamang mayroon sa inyo; sapagka't kayo'y nangaghanda ng pagbubulaan at mga hamak na salita sa harap ko, hanggang sa ang panahon ay magbago: kaya't saysayin ninyo sa akin ang panaginip, at malalaman ko na inyong maipaliliwanag sa akin ang kahulugan niyaon.
DAN.2.10	Ang mga Caldeo ay nagsisagot sa harap ng hari, at nangagsabi, Walang tao sa ibabaw ng lupa na makapagpapaaninaw ng bagay ng hari, palibhasa'y walang hari, panginoon, o pinuno man, na nagtanong ng ganyang bagay sa kanino mang mahiko, enkantador, o Caldeo.
DAN.2.11	At isang mahirap na bagay ang inuusisa ng hari, at walang ibang makapagpapaaninaw sa harap ng hari, 
DAN.2.12	Dahil sa bagay na ito ang hari ay nagalit at totoong nagalab sa galit, at nagutos na lipulin ang lahat 
DAN.2.13	Sa gayo'y itinanyag ang pasiya, at ang mga pantas na tao ay papatayin; at hinanap nila si Daniel at ang kaniyang mga kasama upang patayin.
DAN.2.14	Nang magkagayo'y nagbalik ng sagot si Daniel na may payo at kabaitan kay Arioch na punong kawal ng bantay ng hari, na lumabas upang patayin ang mga pantas na tao sa Babilonia;
DAN.2.15	Siya'y sumagot, at nagsabi kay Arioch na punong kawal ng hari, Bakit ang pasiya ay totoong madalian mula sa hari? Nang magkagayo'y ipinatalastas ni Arioch ang bagay kay Daniel.
DAN.2.16	At si Daniel ay pumasok, at humiling sa hari na takdaan siya ng panahon, at kaniyang ipaaaninaw sa hari ang kahulugan.
DAN.2.17	Nang magkagayo'y naparoon si Daniel sa kaniyang bahay, at ipinaalam ang bagay kay 
DAN.2.18	Upang sila'y magsipagnais ng kaawaan sa Dios ng langit tungkol sa lihim na ito; upang si Daniel at ang kaniyang mga kasama ay hindi mangamatay na kasama ng ibang mga pantas na tao sa Babilonia.
DAN.2.19	Nang magkagayo'y nahayag ang lihim kay Daniel sa isang pangitain sa gabi. Nang magkagayo'y pinuri ni Daniel ang Dios sa langit.
DAN.2.20	Si Daniel ay sumagot, at nagsabi, 
DAN.2.21	At kaniyang binabago 
DAN.2.22	Siya'y naghahayag ng malalim at lihim na mga bagay; kaniyang nalalaman kung ano ang nasa kadiliman, at 
DAN.2.23	Pinasasalamatan kita, at pinupuri kita, Oh ikaw na 
DAN.2.24	Kaya't pinasok ni Daniel si Arioch na siyang inihalal ng hari na lipulin ang mga pantas na tao sa Babilonia; siya'y naparoon, at nagsabi sa kaniya ng ganito, Huwag mong lipulin ang mga pantas na tao sa Babilonia; dalhin mo ako sa harap ng hari, at aking ipaaaninaw sa hari ang kahulugan.
DAN.2.25	Nang magkagayo'y dinalang madali ni Arioch si Daniel sa harap ng hari, at nagsabing ganito sa kaniya, Ako'y nakasumpong ng isang lalake sa mga anak ng nangabihag sa Juda, na magpapaaninaw sa hari ng kahulugan.
DAN.2.26	Ang hari ay sumagot, at nagsabi kay Daniel, 
DAN.2.27	Si Daniel ay sumagot sa harap ng hari, at nagsabi, Ang lihim na itinatanong ng hari ay hindi maipaaaninaw sa hari kahit ng mga pantas na tao, ng mga enkantador, ng mga mahiko man, o ng mga manghuhula man.
DAN.2.28	Nguni't may 
DAN.2.29	Tungkol sa iyo, Oh hari, ang iyong mga pagiisip ay dumating 
DAN.2.30	Nguni't 
DAN.2.31	Ikaw, Oh hari, nakakita, at narito, ang isang malaking larawan. Ang larawang ito na makapangyarihan, at ang kaniyang kakinangan ay mainam, ay tumayo sa harap mo; at ang anyo niyao'y kakilakilabot.
DAN.2.32	Tungkol sa larawang ito, ang kaniyang ulo ay dalisay na ginto, ang kaniyang dibdib at ang kaniyang mga bisig ay pilak, ang kaniyang tiyan at ang kaniyang mga hita ay tanso,
DAN.2.33	Ang kaniyang mga binti ay bakal, ang kaniyang mga paa'y isang bahagi ay bakal, at isang bahagi ay putik na luto.
DAN.2.34	Iyong tinitingnan hanggang sa may natibag na isang bato, 
DAN.2.35	Nang magkagayo'y ang bakal, ang putik 
DAN.2.36	Ito ang panaginip; at aming sasaysayin ang kahulugan niyaon sa harap ng hari.
DAN.2.37	Ikaw, Oh hari, 
DAN.2.38	At alin mang tinatahanan ng mga anak ng mga tao, ng mga hayop sa parang at ng mga ibon sa himpapawid ay ibinigay sa iyong kamay, at pinapagpuno ka sa kanilang lahat: 
DAN.2.39	At pagkatapos mo ay babangon ang 
DAN.2.40	At ang ikaapat na kaharian ay 
DAN.2.41	At yamang iyong nakita na ang mga paa at mga daliri, ang isang bahagi ay putik 
DAN.2.42	At kung paanong ang mga daliri ng paa ay bakal ang isang bahagi at ang isang bahagi ay putik, magkakagayon ang kaharian na ang isang bahagi ay matibay, at isang bahagi ay marupok.
DAN.2.43	At yamang iyong nakita na ang bakal ay nahahaluan ng putik 
DAN.2.44	At sa mga kaarawan ng mga haring yaon ay maglalagay ang Dios sa langit ng 
DAN.2.45	Yamang 
DAN.2.46	Nang magkagayo'y ang haring Nabucodonosor ay 
DAN.2.47	Ang hari ay sumagot kay Daniel, at nagsabi, Sa katotohanan ang inyong Dios ay 
DAN.2.48	Nang magkagayo'y pinadakila ng hari si Daniel, at binigyan siya ng maraming dakilang kaloob, at pinapagpuno siya sa buong 
DAN.2.49	At si Daniel ay humiling sa hari, 
DAN.3.1	Si Nabucodonosor na hari ay gumawa ng isang 
DAN.3.2	Nang magkagayo'y nagsugo si Nabucodonosor na hari upang pisanin ang mga satrapa, ang mga kinatawan, at ang mga gobernador, ang mga hukom, ang mga tagaingat-yaman, ang mga kasangguni, ang mga pinuno, at ang lahat na pinuno sa mga lalawigan upang magsiparoon sa pagtatalaga ng larawan na itinayo ni Nabucodonosor na hari.
DAN.3.3	Nang magkagayo'y ang mga satrapa, ang mga kinatawan, at ang mga gobernador, ang mga hukom, ang mga tagaingat-yaman, ang mga kasangguni, ang mga pinuno at lahat ng pinuno sa mga lalawigan, ay nagpisan sa pagtatalaga ng larawan na itinayo ni Nabucodonosor na hari; at sila'y nagsitayo sa harap ng larawan na itinayo ni Nabucodonosor.
DAN.3.4	Nang magkagayo'y ang tagapagtanyag ay sumigaw ng malakas, Sa inyo'y iniuutos, 
DAN.3.5	Na sa anomang oras na inyong marinig ang tunog ng korneta, ng plauta, ng alpa, ng sambuko, ng salterio, ng gaita, at ng lahat na sarisaring panugtog, kayo'y mangagpatirapa at magsisamba sa larawang ginto na itinayo ni Nabucodonosor na hari;
DAN.3.6	At sinoman na hindi magpatirapa at sumamba sa oras na yaon ay 
DAN.3.7	Kaya't sa oras na yaon, pagkarinig ng buong bayan ng tunog ng korneta, ng plauta, ng alpa, ng sambuko, ng salterio, at ng lahat na sarisaring panugtog, lahat na bayan, mga bansa, at mga wika, ay nangagpatirapa at nagsisamba sa larawang ginto na itinayo ni Nabucodonosor na hari.
DAN.3.8	Dahil dito sa oras na yaon ay nagsilapit ang ilang 
DAN.3.9	Sila'y nagsisagot, at nangagsabi kay Nabucodonosor na hari, Oh hari, mabuhay ka magpakailan man.
DAN.3.10	Ikaw, 
DAN.3.11	At sinomang hindi magpatirapa at sumamba, ihahagis sa gitna ng mabangis na hurnong nagniningas.
DAN.3.12	May ilang Judio 
DAN.3.13	Nang magkagayo'y sa poot at pusok ni Nabucodonosor, ay nagutos na dalhin si Sadrach, si Mesach, at si Abed-nego. Kanila ngang dinala ang mga lalaking ito sa harap ng hari.
DAN.3.14	Si Nabucodonosor ay sumagot, at nagsabi sa kanila, Sinasadya nga ba 
DAN.3.15	Kung kayo nga'y magsihanda sa panahong inyong marinig ang tunog ng korneta, ng plauta, ng alpa, ng sambuko, ng salterio, ng gaita, at ng lahat na sarisaring panugtog, na mangagpatirapa at magsisamba sa larawan na aking ginawa, 
DAN.3.16	Si Sadrach, si Mesach, at si Abed-nego, ay nagsisagot, at nangagsabi sa hari, Oh Nabucodonosor, kami ay walang kailangan na magsisagot sa iyo sa bagay na ito.
DAN.3.17	Narito, ang aming Dios na aming pinaglilingkuran ay makapagliligtas sa amin sa mabangis na hurnong nagniningas; at ililigtas niya kami sa iyong kamay, Oh hari.
DAN.3.18	Nguni't kung hindi, talastasin mo, Oh hari, na hindi kami mangaglilingkod sa iyong mga dios, ni magsisisamba man sa larawang ginto na iyong itinayo.
DAN.3.19	Nang magkagayo'y napuspos ng kapusukan si Nabucodonosor, at ang anyo ng kaniyang mukha ay nagbago laban kay Sadrach, kay Mesach, at kay Abed-nego: 
DAN.3.20	At kaniyang inutusan ang ilang malakas na lalake na nangasa kaniyang hukbo na gapusin si Sadrach, si Mesach, at si Abed-nego, 
DAN.3.21	Nang magkagayo'y ang mga lalaking ito'y tinalian na may mga suot, may tunika, at may balabal, at may kanilang 
DAN.3.22	Sapagka't ang utos ng hari ay madalian, at ang hurno ay totoong mainit, napatay ng liyab ng apoy ang mga lalaking yaon na nagsibuhat kay Sadrach, kay Mesach, at kay Abed-nego.
DAN.3.23	At ang tatlong lalaking ito, si Sadrach, si Mesach, at si Abed-nego, ay nagsibagsak na nagagapos sa gitna ng mabangis na hurnong nagniningas.
DAN.3.24	Nang magkagayo'y si Nabucodonosor na hari ay nagtaka, at tumindig 
DAN.3.25	Siya'y sumagot, at nagsabi, Narito, aking nakikita ay apat na lalake na hindi gapos na nagsisilakad sa gitna ng apoy, at sila'y walang paso; at ang anyo ng ikaapat ay kawangis ng isang 
DAN.3.26	Nang magkagayo'y lumapit si Nabucodonosor sa bunganga ng mabangis na hurnong nagniningas: siya'y nagsalita, at nagsabi, Sadrach, Mesach, at Abed-nego, kayong mga lingkod ng Kataastaasang Dios, kayo'y magsilabas at magsiparito. Nang magkagayo'y si Sadrach, si Mesach, at si Abed-nego, ay nagsilabas 
DAN.3.27	At ang mga satrapa, ang mga kinatawan, at ang mga gobernador, at ang mga kasangguni ng hari na nangagkakapisan ay nakakita sa mga lalaking 
DAN.3.28	Si Nabucodonosor ay nagsalita at nagsabi, Purihin ang Dios ni Sadrach, ni Mesach, at ni Abed-nego, 
DAN.3.29	Kaya't nagpapasiya ako, na 
DAN.3.30	Nang magkagayo'y pinaginhawa ng hari si Sadrach, si Mesach, at si Abed-nego, sa lalawigan ng Babilonia.
DAN.4.1	Si Nabucodonosor na hari, 
DAN.4.2	Inaakala kong mabuti na ipahayag ang mga tanda at mga kababalaghan 
DAN.4.3	Kay dakila ang kaniyang mga tanda! at pagka makapangyarihan ng kaniyang mga kababalaghan! ang kaniyang kaharian ay walang hanggang 
DAN.4.4	Akong si Nabucodonosor ay nagpapahinga sa aking bahay, at gumiginhawa sa aking palasio.
DAN.4.5	Ako'y nakakita ng isang pangitain na tumakot sa akin; 
DAN.4.7	Nang magkagayo'y nagsidating ang mga mahiko, ang mga enkantador, ang mga Caldeo, at ang mga manghuhula; at isinaysay ko ang panaginip sa harap nila; nguni't hindi nila maipaaninaw sa akin ang kahulugan niyaon.
DAN.4.8	Nguni't sa kahulihuliha'y dumating sa harap ko si Daniel, 
DAN.4.9	Oh Beltsasar, na 
DAN.4.10	Ganito ang mga pangitain ng aking ulo sa aking higaan, Ako'y tumitingin, at narito, ang isang punong kahoy 
DAN.4.11	Ang punong kahoy ay lumaki, at tumibay, at ang taas niyao'y umaabot hanggang sa langit, at ang tanaw niyaon hanggang sa wakas ng buong lupa.
DAN.4.12	Ang mga dahon niyao'y magaganda, at ang bunga niyao'y marami, at pagkain sa lahat; 
DAN.4.13	May nakita ako sa mga pangitain ng aking ulo sa aking higaan, at, narito, 
DAN.4.14	Siya'y sumigaw ng malakas, at nagsabi ng ganito, 
DAN.4.15	Gayon ma'y inyong iwan ang tuod ng kaniyang mga ugat sa lupa, na magkatali ng bakal at tanso, sa murang damo sa parang; at bayaang mabasa siya ng hamog ng langit, at makasalo siya ng mga hayop sa damo sa lupa:
DAN.4.16	Bayaang ang kaniyang puso na pusong tao ay mapalitan at ang puso ng hayop ay mabigay sa kaniya; at 
DAN.4.17	Ang hatol ay sa pamamagitan ng pasiya ng 
DAN.4.18	Akong si Nabucodonosor na hari ay nakakita ng panaginip na ito: at ikaw, Oh Beltsasar, ipahayag ang kahulugan, 
DAN.4.19	Nang magkagayo'y si Daniel na ang pangala'y Beltsasar, natigilang sangdali, at binagabag siya ng kaniyang mga pagiisip. Ang hari ay sumagot, at nagsabi, Beltsasar, huwag kang bagabagin ng panaginip, o ng kahulugan. Si Beltsasar ay sumagot, at nagsabi, Panginoon ko, 
DAN.4.20	Ang punong kahoy na iyong nakita 
DAN.4.21	Na ang mga daho'y magaganda, at ang bunga niyao'y marami, at pagkain sa lahat; na ang lilim ay tinatahanan ng mga hayop sa parang, at ang kaniyang mga sanga'y dinadapuan ng mga ibon sa himpapawid:
DAN.4.22	Ay ikaw, Oh hari, na lumalaki at nagiging malakas; sapagka't ang iyong kadakilaan ay lumaki, at umaabot hanggang sa langit, 
DAN.4.23	At yamang nakita ng hari ang isang bantay at isang banal na bumababa mula sa langit, at nagsasabi, Ibuwal ninyo ang punong kahoy, at inyong lipulin; gayon ma'y itira ninyo ang tuod ng mga ugat niyaon sa lupa na magkatali ng bakal at tanso, sa murang damo sa parang, at bayaang mabasa siya ng hamog ng langit, at makasalo siya ng mga hayop sa parang, hanggang sa mangyari sa kaniya na makapito;
DAN.4.24	Ito ang kahulugan, Oh hari, at siyang pasiya ng kataastaasan na sumapit sa aking panginoon na hari:
DAN.4.25	Na ikaw ay 
DAN.4.26	At yamang kanilang iniutos na iwan ang tuod ng mga ugat ng kahoy; ang iyong kaharian ay tunay na magiging iyo, pagkatapos na iyong maalaman na ang mga langit ay nagpupuno.
DAN.4.27	Kaya't, Oh hari, tanggapin mo ang aking payo, at lansagin mo ng katuwiran ang iyong mga kasalanan, at ng pagpapakita ng kaawaan sa dukha ang iyong katampalasanan; baka sakaling ikatibay ng iyong katiwasayan.
DAN.4.28	Lahat ng ito'y sumapit sa haring Nabucodonosor.
DAN.4.29	Sa katapusan ng labing dalawang buwan ay lumalakad siya sa palacio ng hari sa Babilonia.
DAN.4.30	Ang hari ay nagsalita, 
DAN.4.31	Samantalang ang salita ay nasa bibig pa ng hari, ay may isang tinig na nanggaling sa langit, 
