MAT.1.1	Oto rodowód Jezusa Chrystusa, pochodzącego z rodu króla Dawida, potomka Abrahama: 
EPH.5.22	Żony, bądźcie uległe wobec swoich mężów, tak jak wobec Pana. 
EPH.5.23	Mąż jest bowiem głową żony, tak jak Chrystus jest Głową kościoła—Jego ciała. Jest też jego Zbawicielem! 
EPH.5.24	Tak jak kościół jest uległy wobec Chrystusa, tak wy macie być we wszystkim uległe wobec swoich mężów.
EPH.5.25	A wy, mężowie, kochajcie żony z takim oddaniem, z jakim Chrystus pokochał kościół. On oddał za niego życie, 
EPH.5.26	aby uczynić go świętym i aby oczyścić go przez obmycie Bożym słowem. 
EPH.5.27	Chrystus uczynił to, aby przygotować dla siebie kościół jako wspaniałą narzeczoną—świętą i nienaganną, pozbawioną jakiejkolwiek skazy lub wady. 
EPH.5.28	Mężowie powinni więc kochać swoje żony jak własne ciało. Kto okazuje żonie miłość, okazuje ją własnemu ciału. 
EPH.5.29	Nikt przecież nie chce szkodzić własnemu ciału! Przeciwnie, każdy odżywia je i pielęgnuje. W taki sam sposób Chrystus troszczy się o kościół, 
EPH.5.30	który jest Jego ciałem i do którego należymy. 
EPH.5.31	Pismo mówi:
EPH.5.31	„Dlatego mężczyzna opuści rodziców
EPH.5.31	i złączy się z żoną,
EPH.5.31	tak że ci dwoje staną się jednym ciałem”.
EPH.5.32	Jest to niezwykła tajemnica, ale ja na tym przykładzie chcę zobrazować jedność Chrystusa i Jego kościoła. 
EPH.5.33	Niech więc każdy mąż kocha żonę jak samego siebie, a żona niech okazuje szacunek mężowi.
EPH.6.1	Teraz kilka słów do was, dzieci: Bądźcie posłuszne rodzicom ze względu na Pana—bo tak należy postępować. 
EPH.6.2+EPH.6.3	„Szanuj rodziców, żeby ci się dobrze powodziło i abyś długo żył na ziemi!”—to pierwsze z dziesięciu przykazań, które zawiera obietnicę.
EPH.6.4	Ojcowie, nie drażnijcie dzieci, ale wychowujcie je stosując dyscyplinę i nauczając je tego, co się podoba Panu.
EPH.6.5	Niewolnicy, bądźcie posłuszni swoim panom—szczerze i z szacunkiem, jakbyście służyli samemu Chrystusowi. 
EPH.6.6	Nie róbcie tego na pokaz, aby się im przypodobać. Pracujcie tak, jakbyście byli niewolnikami samego Chrystusa, wypełniającymi Bożą wolę z potrzeby serca. 
EPH.6.7	Powtarzam: Służcie z zapałem, jakbyście czynili to dla Pana, a nie tylko dla ludzi. 
EPH.6.8	Pamiętajcie, że wszyscy—zarówno niewolnicy, jak i wolni—zostaną nagrodzeni przez Pana za ich dobre czyny.
EPH.6.9	Wy zaś, panowie, traktujcie niewolników we właściwy sposób. Nie zmuszajcie ich do niczego groźbą i pamiętajcie, że w niebie zasiada wasz wspólny Pan. On traktuje wszystkich ludzi jednakowo.
EPH.6.10	Na koniec—kilka słów zachęty: Korzystajcie z mocy naszego Pana, a wtedy również wy będziecie mocni. 
EPH.6.11	Załóżcie całą zbroję otrzymaną od Boga, abyście mogli odeprzeć podstępne ataki diabła. 
EPH.6.12	Nie walczymy bowiem z ludźmi, ale z władcami świata ciemności i z niewidzialnymi siłami zła.
EPH.6.13	Używajcie więc całej zbroi Bożej, abyście w dniu ataku byli gotowi do obrony i byście odnieśli zwycięstwo. 
EPH.6.14	Bądźcie więc gotowi! Waszym pasem niech będzie prawda, a pancerzem—prawość. 
EPH.6.15	Waszymi butami niech będzie gotowość niesienia ludziom dobrej nowiny o pokoju. 
EPH.6.16	W każdej sytuacji osłaniajcie się tarczą, którą jest wasza wiara. Dzięki niej ugasicie wszystkie ogniste pociski szatana. 
EPH.6.17	Załóżcie też hełm, którym jest wasze zbawienie, a do rąk weźcie miecz Ducha, czyli słowo Boże. 
EPH.6.18	Poza tym wszystkim, korzystajcie z mocy Ducha Świętego, w każdej sytuacji modląc się do Boga i prosząc Go, aby miał w swojej opiece wszystkich świętych na świecie. 
EPH.6.19	A módlcie się również za mnie, aby Bóg dał mi właściwe słowa, gdy będę przemawiał, i abym bez obaw mógł przedstawiać ludziom tajemnicę dobrej nowiny, 
EPH.6.20	z powodu której jestem teraz w więzieniu. Proście więc Boga, abym—tak jak należy—mógł ją głosić z odwagą.
EPH.6.21+EPH.6.22	Chcę, abyście wiedzieli, co u mnie słychać. Dlatego wysyłam do was Tychika, mojego drogiego przyjaciela i wiernego pomocnika w pracy dla Pana. On wszystko wam opowie i doda wam otuchy.
EPH.6.23	Przyjaciele, niech Bóg Ojciec i Jezus Chrystus, nasz Pan, obdarzają was pokojem, miłością i wiarą! 
EPH.6.24	Wszystkim wam, którzy kochacie naszego Pana, Jezusa Chrystusa, życzę łaski od Boga!
PHP.1.1	Paweł i Tymoteusz, jako słudzy Chrystusa Jezusa, piszemy do wszystkich świętych w Filippi—wraz z przywódcami i ich pomocnikami. 
PHP.1.2	Niech Bóg, nasz Ojciec, i Pan, Jezus Chrystus, obdarzają was swoją łaską i pokojem!
PHP.1.3	Za każdym razem, gdy was wspominam, dziękuję za was Bogu. 
PHP.1.4	Wszyscy jesteście obecni w moich modlitwach. 
PHP.1.5	Począwszy od dnia, w którym usłyszeliście dobrą nowinę, aż do dziś, jesteście bowiem wiernymi współpracownikami w głoszeniu jej innym ludziom. 
PHP.1.6	Jestem pewien, że Bóg, który rozpoczął w was to dobre dzieło, będzie je kontynuował aż do czasu powrotu Jezusa Chrystusa.
PHP.1.7	Mam prawo tak o was myśleć, bo zajmujecie w moim sercu szczególne miejsce. Wszyscy wspieraliście mnie przecież, gdy byłem w więzieniu i gdy stawałem w obronie dobrej nowiny. 
PHP.1.8	A Bóg dobrze wie, jak bardzo za wami tęsknię—Jezus Chrystus wlał bowiem w moje serce ogromną miłość do was. 
PHP.1.9	Modlę się, aby również wasza miłość coraz bardziej wzrastała i aby prowadziła was do jeszcze większej duchowej wiedzy i rozeznania. 
PHP.1.10	Dzięki temu będziecie bowiem umieli wybierać to, co najlepsze, i będziecie czyści oraz nienaganni w dniu powrotu Chrystusa. 
PHP.1.11	On sprawi, że przez wasze prawe postępowanie oddacie chwałę i cześć Bogu.
PHP.1.12	Przyjaciele, pragnę abyście wiedzieli, że napotkane przeze mnie przeszkody tak naprawdę pomogły tylko w głoszeniu dobrej nowiny! 
PHP.1.13	Całe koszary i wszyscy dookoła wiedzą już, że zostałem uwięziony z powodu Chrystusa. 
PHP.1.14	Ponadto coraz większa grupa wierzących, zachęconych moją postawą, z odwagą głosi słowo Boże, nie bojąc się nawet więzienia. 
PHP.1.15	Są jednak i tacy, którzy mówią o Chrystusie dlatego, że zazdroszczą nam owoców naszej pracy. Wielu ma jednak zupełnie czyste motywy 
PHP.1.16	i opowiada ludziom o Jezusie z miłości do Niego. Oni dobrze wiedzą, że znalazłem się tu, aby bronić dobrej nowiny. 
PHP.1.17	Ci zaś, którzy mówią o Chrystusie powodowani zazdrością, nie mają szczerych zamiarów. Chcą bowiem przysporzyć mi jeszcze więcej cierpienia. 
PHP.1.18	Ale to jest bez znaczenia. Liczy się tylko to, że—szczerze czy nieszczerze—mówi się o Chrystusie! A z tego mogę się tylko cieszyć, 
PHP.1.19	bo wiem, że dzięki waszym modlitwom i pomocy Ducha Jezusa Chrystusa wszystko to przyczyni się do mojego uwolnienia.
PHP.1.20	Jestem też przekonany, że niczego nie będę musiał się wstydzić. Wręcz przeciwnie! Jak zawsze, tak i teraz—żywy czy martwy—oddam chwałę Chrystusowi. 
PHP.1.21	Życie oznacza bowiem dla mnie służbę Chrystusowi, a śmierć—to czysty zysk! 
PHP.1.22	Jeśli więc mam pozostać przy życiu, to nadal będę Mu służył. Ale nie wiem, co wybrać, 
PHP.1.23	pragnę bowiem zarówno śmierci, jak i życia. Gdybym zakończył życie, to znalazłbym się już z Jezusem—a to jest coś, o czym marzę. 
PHP.1.24	Gdybym jednak pozostał przy życiu, to mógłbym jeszcze zrobić dla was wiele dobrego. 
PHP.1.25	A mam pewność, że tak właśnie się stanie—że zostanę jeszcze z wami, aby dbać o wasz duchowy wzrost i pomóc wam czerpać radość z wiary. 
PHP.1.26	Gdy się więc spotkamy, będziecie mogli być dumni z tego, że służę Jezusowi.
PHP.1.27	Tymczasem postępujcie w sposób godny dobrej nowiny o Chrystusie. Chciałbym bowiem—niezależnie od tego, czy jestem z wami, czy nie—mieć pewność, że zachowujecie jedność, że wspólnie walczycie, głosząc dobrą nowinę, 
PHP.1.28	i że nie dajecie się zastraszyć przeciwnikom. Taka postawa będzie dla nich zapowiedzią zagłady, dla was zaś—zapowiedzią Bożego zbawienia. 
PHP.1.29	Bóg dał wam bowiem wielki przywilej—możecie nie tylko wierzyć Chrystusowi, ale także dla Niego cierpieć. 
PHP.1.30	Teraz więc przechodzicie te same cierpienia, które kiedyś widzieliście w moim życiu i o których zresztą nadal słyszycie.
PHP.2.1	Przykład Chrystusa stanowi dla was zachętę, Jego miłość niesie wam pocieszenie, a Duch Święty pomaga wam żyć w jedności i okazywać innym współczucie oraz miłość. 
PHP.2.2	Sprawcie więc, żeby moja radość była pełna—bądźcie jednomyślni, zgodni i okazujcie sobie miłość oraz gotowość do współpracy! 
PHP.2.3	Nie drażnijcie się nawzajem i nie okazujcie pychy. Przeciwnie, w pokorze uważajcie innych za ważniejszych od siebie 
PHP.2.4	i dbajcie o ich sprawy, a nie tylko o własny interes.
PHP.2.5	Niech postawa Jezusa Chrystusa będzie dla was wzorem:
PHP.2.6	On, chociaż od zawsze był Bogiem,
PHP.2.6	nie pragnął za wszelką cenę
PHP.2.6	zachować swoich boskich przywilejów.
PHP.2.7	Wręcz przeciwnie,
PHP.2.7	wyrzekł się wszystkiego, przyjął postawę sługi
PHP.2.7	i stał się człowiekiem podobnym do innych.
PHP.2.7	Co więcej, uznano Go za zwykłego człowieka!
PHP.2.8	On jednak poniżył się jeszcze bardziej
PHP.2.8	i posłusznie poszedł na śmierć
PHP.2.8	—haniebną śmierć na krzyżu!
PHP.2.9	Ale właśnie dlatego Bóg niezwykle Go wywyższył
PHP.2.9	i nadał Mu tytuł, który przewyższa wszystkie inne.
PHP.2.10	Słysząc go, każda istota,
PHP.2.10	żyjąca w niebie, na ziemi i pod ziemią,
PHP.2.10	padnie na kolana
PHP.2.11	a każdy, kto może mówić,
PHP.2.11	wyzna, że Jezus Chrystus jest Panem,
PHP.2.11	oddając w ten sposób chwałę Bogu Ojcu.
PHP.2.12	Kochani, gdy byłem z wami, zawsze okazywaliście posłuszeństwo Bogu. Ale teraz, gdy jestem daleko, pielęgnujcie swoje zbawienie z podwójnym zapałem, okazując Bogu należny szacunek. 
PHP.2.13	To On bowiem daje wam zarówno dobre chęci, jak i siły do działania.
PHP.2.14	Cokolwiek robicie, nie narzekajcie ani nie sprzeczajcie się. 
PHP.2.15	Nie dawajcie też nikomu podstaw do jakichkolwiek zarzutów, a wręcz przeciwnie—niech wszyscy widzą waszą nienaganność i czystość. Bądźcie jak światła jaśniejące w tym zepsutym i przewrotnym świecie. 
PHP.2.16	Trzymajcie się słowa Bożego, które daje życie! W dzień powrotu Chrystusa będę z was bardzo dumny i będę cieszyć się, widząc, że moja praca i cały wysiłek nie poszły na marne. 
PHP.2.17	Gdybym nawet tę służbę dla was miał przypłacić życiem, to i tak jestem pełen radości i cieszę się razem z wami. 
PHP.2.18	Dlatego wy również bądźcie pełni radości i cieszcie się razem ze mną!
PHP.2.19	Chciałbym dowiedzieć się, co u was słychać. Dlatego mam nadzieję, że Pan pozwoli mi wkrótce wysłać do was Tymoteusza. 
PHP.2.20	Nie mam tu nikogo innego, kto tak jak on troszczyłby się o wasze duchowe potrzeby. 
PHP.2.21	Wszyscy pilnują tylko własnego interesu i nie przejmują się sprawami Jezusa Chrystusa. 
PHP.2.22	Dobrze znacie oddanie Tymoteusza—w głoszeniu dobrej nowiny pomagał mi jak rodzony syn! 
PHP.2.23	Zamierzam więc wysłać go do was, gdy tylko się wyjaśni, co ze mną będzie. 
PHP.2.24	Ufam jednak, że Pan sprawi, iż także ja będę mógł wkrótce do was przybyć.
PHP.2.25	Na razie uznałem za konieczne odesłać do was Epafrodyta, którego wysłaliście do mnie jako pomocnika. Cenię go jako przyjaciela, współpracownika i towarzysza broni w tej duchowej walce. 
PHP.2.26	Widziałem jednak, jak bardzo za wami tęsknił i niepokoił się, wiedząc, że martwicie się jego chorobą. 
PHP.2.27	Rzeczywiście był bowiem bliski śmierci, ale Bóg zlitował się nad nim. Zresztą nie tylko nad nim, ale i nade mną, abym w tej trudnej sytuacji nie przeżywał dodatkowego smutku.
PHP.2.28	Szybko wysłałem go do was, aby sprawić wam radość jego przybyciem i bym ja nie musiał się już o niego niepokoić. 
PHP.2.29	Przyjmijcie go z radością i okazujcie uznanie takim jak on. 
PHP.2.30	Dokonał bowiem tego, w czym wy nie mogliście mi pomóc. A służąc Chrystusowi, ryzykował dla Niego życie.
PHP.3.1	Moi przyjaciele, cieszcie się z tego, że należycie do Pana! Wiem, że się powtarzam, ale czynię to celowo, dla waszego dobra.
PHP.3.2	Strzeżcie się tych, którzy zachowują się jak psy, są złymi współpracownikami i nawołują was do poddania się obrzędowi obrzezania. 
PHP.3.3	To my jesteśmy naprawdę obrzezani, służymy bowiem Bogu dzięki Duchowi Świętemu. A naszym powodem do dumy jest Jezus Chrystus, nie zaś nasze ludzkie osiągnięcia, 
PHP.3.4	chociaż ja miałbym czym się chwalić, gdybym chciał polegać na moich dokonaniach. Jeżeli ktokolwiek uważa, że ma do tego prawo, to tym bardziej ja. 
PHP.3.5	Jestem Hebrajczykiem, potomkiem Jakuba—praojca narodu Izraela—i pochodzę z rodu Beniamina. Ósmego dnia po urodzeniu, zgodnie z tradycją, byłem poddany obrzezaniu. Gdy dorosłem, zostałem członkiem ugrupowania faryzeuszy i sumiennie przestrzegałem Prawa Mojżesza. 
PHP.3.6	Dowodem mojej gorliwości było to, że prześladowałem kościół. W świetle Prawa Mojżesza byłem więc nienagannym człowiekiem.
PHP.3.7	Ale to, co kiedyś stanowiło dla mnie ogromną wartość, później—poznawszy Chrystusa—uznałem za bezwartościowe! 
PHP.3.8	I nadal uważam, że te wszystkie „zalety” nie mają żadnej wartości, w porównaniu z przywilejem poznania Jezusa Chrystusa, mojego Pana. Ze względu na Niego porzuciłem to wszystko i uznaję to za śmieci. Teraz bowiem zależy mi tylko na Chrystusie 
PHP.3.9	i na tym, żeby być blisko Niego. Tego zaś nie mógłbym osiągnąć dzięki mojej własnej prawości, polegającej na przestrzeganiu Prawa Mojżesza. Bóg przyjął mnie tylko dlatego, że uwierzyłem Chrystusowi. 
PHP.3.10	Teraz zaś moim jedynym pragnieniem jest to, by poznać Chrystusa i doświadczyć w swoim życiu tej potężnej mocy, dzięki której zmartwychwstał. Jestem też gotów znosić cierpienia, a nawet umrzeć dla Niego, 
PHP.3.11	wiedząc, że ostatecznie zostanę wzbudzony z martwych.
PHP.3.12	Nie mówię, że osiągnąłem mój cel lub że jestem już doskonały. Nadal biegnę i zmierzam do celu, do którego wezwał mnie Chrystus. 
PHP.3.13	Przyjaciele, jeszcze nie ukończyłem mojego biegu, więc nie oglądam się do tyłu, ale wytężam siły, 
PHP.3.14	aby zdobyć Bożą nagrodę w niebie, zapewnioną przez Chrystusa Jezusa.
PHP.3.15	My wszyscy, będąc dojrzali w wierze, powinniśmy właśnie w taki sposób patrzeć na nasze życie. Jeśli jednak jesteście innego zdania, to Bóg i tak doprowadzi was do właściwego zrozumienia, 
PHP.3.16	o ile będziecie Mu posłuszni.
PHP.3.17	Przyjaciele, naśladujcie mnie oraz tych, którzy nauczyli się ode mnie, jak żyć. 
PHP.3.18	Wielokrotnie już wam mówiłem, a teraz przypominam ze łzami w oczach, że wielu ludzi żyje jak wrogowie krzyża Chrystusa. 
PHP.3.19	Ich przeznaczeniem jest zagłada, ich bogiem—nienasycony brzuch, a dumą—to, czego powinni się wstydzić. Ludzie ci myślą jedynie o ziemskich sprawach. 
PHP.3.20	Nasza ojczyzna jest jednak w niebie i stamtąd oczekujemy powrotu naszego Zbawiciela i Pana, Jezusa Chrystusa. 
PHP.3.21	On bowiem przemieni nasze śmiertelne ciała w ciała pełne chwały, podobne do zmartwychwstałego ciała Jezusa. Chrystus dokona tego, ponieważ ma nad wszystkim władzę.
PHP.4.1	Kochani przyjaciele, jesteście moją radością i nagrodą za mój trud! Wiernie trzymajcie się więc Pana!
PHP.4.2	Gorąco zachęcam Ewodię i Syntychę, aby ze względu na Pana żyły w zgodzie. 
PHP.4.3	A ciebie, mój prawdziwy towarzyszu, proszę, abyś pomógł im w tym, bo naprawdę ciężko pracowały głosząc dobrą nowinę razem ze mną, z Klemensem oraz z innymi moimi współpracownikami, których imiona zapisane są w księdze życia.
PHP.4.4	Zawsze cieszcie się z tego, że należycie do Pana. Cieszcie się! 
PHP.4.5	I niech wszyscy wokół doświadczają waszej życzliwości—przyjście Pana jest już bowiem coraz bliższe!
PHP.4.6	O nic się nie martwcie, ale ze wszystkimi sprawami zwracajcie się do Boga. Proście Go o pomoc, ale i dziękujcie Mu. 
PHP.4.7	A Jego pokój, przekraczający najśmielsze ludzkie wyobrażenia, opanuje wasze serca i umysły. Wszystko to jest możliwe dzięki Chrystusowi.
PHP.4.8	Przyjaciele, myślcie o tym, co jest zgodne z prawdą, dobre, prawe, czyste, miłe, szlachetne, doskonałe i godne pochwały. 
PHP.4.9	Postępujcie zgodnie z tym, czego się ode mnie nauczyliście, co przejęliście, co słyszeliście i co widzieliście. A Bóg, który obdarza ludzi pokojem, będzie z wami.
PHP.4.10	Ogromnie się ucieszyłem z dowodu waszej troski o mnie. Wiem, że o mnie pamiętacie, choć ostatnio nie mieliście okazji tego wyrazić. 
PHP.4.11	Nie wspominam o tym dlatego, że nadal mi czegoś brakuje. Nauczyłem się bowiem radzić sobie w różnych sytuacjach. 
PHP.4.12	Wiem, jak znosić biedę i jak żyć w dostatku. Jestem przygotowany do życia w każdych warunkach: z pełnym i z pustym żołądkiem, w dobrobycie i w niedostatku. 
PHP.4.13	Dzięki Temu, który dodaje mi sił, umiem radzić sobie w każdej sytuacji. 
PHP.4.14	Dobrze jednak zrobiliście, pomagając mi w obecnych kłopotach.
PHP.4.15	Zapewne pamiętacie, że na samym początku, gdy opuściłem Macedonię, aby dalej głosić dobrą nowinę, żaden kościół nie pomagał mi finansowo—tylko wy, Filipianie. 
PHP.4.16	Gdy byłem w Tesalonice, aż dwa razy udzieliliście mi pomocy! 
PHP.4.17	Mówiąc o tym, nie sugeruję, że powinniście przesłać mi kolejny dar, ale pragnę, abyście doświadczyli szczęścia płynącego z pomagania innym.
PHP.4.18	Na razie mam wszystkiego pod dostatkiem, a po tym, jak Epafrodyt przyniósł mi wasz dar, nawet w nadmiarze. Dar ten jest jak zapach kadzidła i jak ofiara, która podoba się Bogu. 
