MAT.1.1	Chitabu cha welesi wa Yesu Chilisito, mzukulu wa Daudi, mzukulu wa Bulahimu.
HEB.9.21	Iviya Musa kamiza damu ija muna dizewe da Mulungu na vinhu vose vovisang'haniligwa muna inhambiko.
HEB.9.22	Muna yamalagilizo yaja Mulungu yoyamwing'hile Musa, na vinhu vingi vosafyigwa na damu, na uhasanyi wolekeleligwa one damu ihetika.
HEB.9.23	Vinhu vino vilinga fana vinhu va kuulanga vilondeka visafyigwe kwa nzila iyo. Mbali vinhu va kuulanga volonda nhosa inogile ng'hani. 
HEB.9.24	Kwaviya Chilisito hengile hanhu helile ng'hani hohazengigwe na makono ya wanhu, hanhu heli simwe da chinhu chenyewo chili kuulanga. Kengila kuulanga kwenyewo, uko sambi kema haulongozi ha Mulungu kochigombela. 
HEB.9.25	Mkulu wa nhambiko digogogo wa Wayahudi kokwingila Hanhu Helile Ng'hani chila mwaka yahawa na damu ya mnyama. Mbali Chilisito hengile umo muladi yailave mwenyewo miyanza mingi. 
HEB.9.26	Kwaviya one iwile ivo, Chilisito yahalondeke kugazigwa miyanza mingi kusongela kuumbigwa kwa isi yose. Mbali sambi chipindi chino vochikwenhukile uhelelo wake, yeye kalawilila mwanza umwe kusegeza uhasanyi kwa kuilava nhosa yeye mwenyewo. 
HEB.9.27	Chila munhu kolondeka yadanganike teng'hu, na maabaho yatagusigwe na Mulungu. 
HEB.9.28	Ivo ivo Chilisito nayo kailava nhosa mwanza umwe muhala kwa ichimu cha kusegeza uhasanyi wa wanhu wengi. Kezalawilila mwanza wekaidi, siyo kwa ichimu cha uhasanyi, mbali kwa ichimu cha kuwalopola waja womgozela kwa kulonda ng'hani.
HEB.10.1	Kwaviya malagilizo ya Mulungu yoyamwing'hile Musa ni sisila da vinhu vinogile vondavize na viilinga muhala na vinhu va kweli. Kwa ichimu chino nhosa ziya ziya za malagilizo yoyolavigwa chila mwaka, hazidaha bule kuwatenda waja wotambika wawe wofaya. 
HEB.10.2	One wanhu womtambikila Mulungu wahawile wasafyigwa uhasanyi wawo kweli, sigambe waiwone kuwa wana uhasanyi, na wahalekile kulava nhosa. 
HEB.10.3	Mbali nhosa izo zolavigwa chila mwaka kuwakumbusa wanhu uhasanyi wawo. 
HEB.10.4	Mana haidahika bule kusegeza uhasanyi kwa damu ya ng'ombe lume na luti.
HEB.10.5	Kwa ichimu chino Chilisito viyezile muna isi, kamulongela Mulungu,
HEB.10.5	“Hulondile malavilo na nhosa,
HEB.10.5	mbali kuning'ha lukuli kwa ichimu changu.
HEB.10.6	Hulondigwe na nhosa yoyose ya kutimbuligwa timbu wala nhosa yoyose ya kusegeza uhasanyi.
HEB.10.7	Maabaho nilonga, ‘Nabahano,
HEB.10.7	kutenda chiulonda, weye Mulungu,
HEB.10.7	fana vinyandikiligwe muna ichitabu cha Malagilizo ya Mulungu yoyamwing'hile Musa.’ ”
HEB.10.8	Teng'hu kalonga, “Hulondile wala hunogeligwe na nhosa za wanyama na malavilo hana ichilingo na nhosa ya kusegeza uhasanyi na nhosa mbaka maivu.” Kalonga vino ingawa vino vose vitendeka fana viyeli malagilizo ya Mulungu yoyamwing'hile Musa. 
HEB.10.9	Maabaho nilonga, “Nabahano, kutenda chiulonda weye Mulungu.” Ivo Mulungu kasegeza nhosa ya umwaka na kwika nhosa ya Chilisito hanhu hawo. 
HEB.10.10	Kwaviya Yesu Chilisito katenda chiya Mulungu chiyamulondile yatende, cheye wose chisafyigwa uhasanyi wetu kwa nhosa ya lukuli lwake loyaulavile mwanza umwe muhala kwa ichimu cha wanhu wose.
HEB.10.11	Na chila Mkulu wa nhambiko wa Wayahudi kokwima chila zuwa kolava nhambiko, na kolava nhosa za wanyama ziya ziya miyanza mingi, ziya hazidaha ng'o kusegeza uhasanyi. 
HEB.10.12	Mbali Chilisito kalava nhosa imwe kwa ichimu cha kulekelela uhasanyi, nhosa yoifaya siku zose, maabaho kakala ubanzi wa kulume wa Mulungu. 
HEB.10.13	Kogozela mbaka Mulungu yaweke wehi wake wawe chinhu cha kwikila migulu hasi yake. 
HEB.10.14	Kwaviya kwa sadaka yake imwe kawatenda waja wose wowosafyigwa uhasanyi wawo kuwa wofaya siku zose.
HEB.10.15	Na iviya Muhe Yelile kaching'ha ukalangama wake. Teng'hu kolonga, 
HEB.10.16	Mndewa kolonga, “Dino ijo lagano dondanitende nawo,
HEB.10.16	zihafosa siku izo.
HEB.10.16	Nizakwika malagilizo yangu muna imizoyo yawo
HEB.10.16	na nizayandika muna zinzewele zawo.”
HEB.10.17	Na maabaho kolonga, “Siuzagesa kaidi uhasanyi wawo wala sang'hano zawo zihile.” 
HEB.10.18	Lelo uhasanyi uhamala kulekeleligwa, haizalondeka kaidi kulava nhosa za kulekelela uhasanyi.
HEB.10.19	Ndugu zangu, china ugalu wa kwingila Hanhu Helile Ng'hani kwa damu ya Yesu. 
HEB.10.20	Yeye kachifungulila nzila ya sambi, nzila igala ugima, kufosela panziya diya. Katenda ivo kwa kuilava lukuli lwake. 
HEB.10.21	Chinayo Mkulu wa nhambiko digogogo yoyolanguliza Kaye ya Mulungu. 
HEB.10.22	Ivo chimkwenhukile Mulungu kwa moyo wa kweli na uhuwilo wa kweli, kwa moyo wousafyigwe kulawa kuna ukuiwona kuwa china uhasanyi na ng'huli zetu zisunhigwa kwa mazi mazelu. 
HEB.10.23	Mwamhilile ng'hani lolelo dochidilonga, kwaviya yeye yachilaganile kokwaminika. 
HEB.10.24	Leka chigese nzila za kuiguma moyo kwa kulagusa ulondo na kusang'hana yanogile. 
HEB.10.25	Na sekechileke kuiduganya hamwe fana wamwenga viwozowela kutenda, mbali chiigele moyo kwa kuiyoha ng'hani kutenda ivo, kwaviya vomuwona kuwa Siku ya Mndewa ya kuwalamulila nhaguso yahabehi.
HEB.10.26	Kwaviya chihagendelela kutenda uhasanyi giladi chahamala kuvimanya kweli, habule nhosa yoidaha kulavigwa kaidi kwa ichimu cha kusegeza uhasanyi. 
HEB.10.27	Disigalile ni kugozela kudumba nhaguso ya Mulungu na moto mkali wondawawanange wanhu wose wowomulema Mulungu. 
HEB.10.28	Munhu yoyose yolema kutegeleza malagilizo ya Mulungu yoyamwing'hile Musa kodanganika bila ubazi one kuhawa na usindila wa wanhu waidi hebu watatu. 
HEB.10.29	Viha ng'hani kumuliga Mwana wa Mulungu na yoyoizeha damu ya lagano da Mulungu yoichisafyile, na yomuliga Muhe wa unovu wa Mulungu yotenda fana vino kezatagusigwa ng'hani. 
HEB.10.30	Kwaviya chimmanya ija yalongile, “Niye nizalihiliza chilihizo, niye nizalihiliza,” na iviya kalonga, “Mndewa kezawalamulila nhaguso wanhu wake.” 
HEB.10.31	Ni mbuli ya kudumbiza ng'hani kugwa muna yamakono ya Mulungu yeli mgima!
HEB.10.32	Kumbukeni yaja yoyalawilile siku ziya vomwanduse kuumanya ukweli wa Mulungu. Mupata manhesa mengi, mbali mufunya umoyo. 
HEB.10.33	Lusita lumwenga mugwiligwa na mutendeligwa vihile haulongozi ha wanhu, miyanza mingi mwima nawo hamwe na wanhu watendiligwe ivo. 
HEB.10.34	Kwaviya muumanya unyondenyonde wa wanhu waja wakalile muna ichifungo, kaidi mutogola kwa deng'ho kuhokigwa vinhu venu, kwaviya muvimanya kuwa muna vinhu vinogile ng'hani vovikala siku zose. 
HEB.10.35	Basi sekemwagize ugalu wenu kwaviya una gweko kulu. 
HEB.10.36	Mulondeka kuwa na ufunya umoyo, muladi mudahe kutenda yaja yoyolonda Mulungu na kuhokela chiya chiyalaganile. 
HEB.10.37	Fana Maandiko Yelile yolonga,
HEB.10.37	“Ing'hali chidogo,
HEB.10.37	ija yokwiza kezakwiza,
HEB.10.37	hezakalama bule.
HEB.10.38	Munhu wangu yotenda yanogile haulongozi wangu, kezakala kwa uhuwilo.
HEB.10.38	Mbali one yahasinha sinha,
HEB.10.38	Moyo wangu hawiza nogelwa nayo bule.”
HEB.10.39	Mbali cheye siyo wanhu wosinha sinha na kunangigwa. Ila china uhuwilo wa kuchikombola mihe yetu.
HEB.11.1	Uhuwilo ni kuvimanya kwa ukweli mbuli zochilolela, ni kuvimanya kwa hakika mbuli hachiziwona bule. 
HEB.11.2	Kwa uhuwilo wasaho zenu wolongiligwa wanoga haulongozi ha Mulungu.
HEB.11.3	Kwa uhuwilo chovimanya kuwa isi yose ilumbigwa kwa mbuli iyalongile Mulungu, muladi kwa vinhu viwoneka vilumbigwa kulawa muna ivinhu haviwoneka.
HEB.11.4	Kwa uhuwilo Abeli kamulavila Mulungu nhosa inogile kufosa ija ya Kaini. Kwa uhuwilo wake katogoligwa kanoga haulongozi wa Mulungu, kwaviya Mulungu mwenyewo kaitogola nhosa yake. Kwa uhuwilo wake ingawa kadanganika, sang'hano zake zing'hali zochifundiza.
HEB.11.5	Kwa uhuwilo Henoko kasoligwa na Mulungu kulawa muna isi bila kudanganika. Nayo hawoneke kaidi kwaviya Mulungu kamsola kuulanga. Maandiko Yelile yolonga kuwa, yang'hali Henoko hanasoligwa, kamnogeza Mulungu. 
HEB.11.6	Haidahika bule munhu kumnogeza Mulungu bila uhuwilo, kwaviya munhu yoyose yomuhitila Mulungu kolondeka yahuwile kuwa Mulungu kauko na kowagweka waja woiyoha kumzahila.
HEB.11.7	Kwa uhuwilo Nuhu kahulika lamulo da mbuli za hamwande za Mulungu zozikalile zing'hali hazinalawilila. Kamtegeleza Mulungu, kazenga safina muja mowalopoligwe yeye na lukolo lwake. Kwa ichimu cha yayo wanhu wa isi wawoneka wabananga, na Nuhu kahokela kutendigwa kunoga haulongozi wa Mulungu kwa nzila ya uhuwilo.
HEB.11.8	Kwa uhuwilo Bulahimu kamtegeleza Mulungu viyatangigwe yahite kuna isi ija Mulungu iyamulongele kezamwing'ha. Kasegela kuna isi yake bila ya kuvimanya kunhu kuyohita. 
HEB.11.9	Kwa uhuwilo kakala fana mgeni muna isi ija iyamulongele Mulungu. Yeye kakala hamwe na Isaka na Yakobo muna yamazewe, wahokela vinhu viya viya Mulungu viyamulaganile Bulahimu. 
HEB.11.10	Kwaviya Bulahimu kakala kogozela bululu dili na chandusilo. Bululu jandusigwe na kuzengigwa na Mulungu.
HEB.11.11	Kwa uhuwilo Bulahimu kahokela udaho wa kuwa tata, hamwe na kulonga kakala mulala ng'hani, na Sala mke wake kakala mgumba. Mbuli ino ilawilila kwaviya Bulahimu kamuhuwila Mulungu yoyakalile kamwing'ha chilagano kuwa mwaminika. 
HEB.11.12	Kwa ivo kulawa kwa munhu ino imwe Bulahimu yakalile fana kadanganika, walawilila wanhu wengi hawapeteka fana viya nhondo za kuulanga na msanga wa mhwani.
HEB.11.13	Wanhu wano wose wadanganika wahawa na uhuwilo bila kuhokela mbuli zowalongiligwe na Mulungu. Mbali waziwona kwa kutali na watogola funhufunhu kuwa wawo wakala wageni na wagendagenda mwiisi. 
HEB.11.14	Wanhu wolonga mbuli fana izo, yolagusa kuwa woizahila isi yawo wenyewo. 
HEB.11.15	One wahakalile woigesa isi yawo iwalawile, wahadahile kubwela uko. 
HEB.11.16	Mbali wakala wolonda ng'hani isi inogile ng'hani, isi ya kuulanga. Lekamana Mulungu hawona chinyala wahamtanga yeye Mulungu wawo, kwaviya yeye mwenyewo kawasasalila bululu jawo.
HEB.11.17	Kwa uhuwilo Bulahimu kamulava mwanage Isaka yawe nhosa lusita Mulungu viyamgezile. Bulahimu iyo yakalile kahokela chilagano cha Mulungu, mbali kakala kamala kumulava mwanage nyachende yawe nhosa. 
HEB.11.18	Mulungu kakala yamulongele, “Kwa kufosela Isaka kwizapata welesi wonikulongele.” 
HEB.11.19	Bulahimu katogola kuwa Mulungu kodaha kuwazilibula wadanganike, na kweli Bulahimu kampata kaidi Isaka kwa kulonga kwa simwe.
HEB.11.20	Kwa uhuwilo Isaka kamtemela mate Yakobo na Esawu kwa kusonhela mbuli ziya zondazize hamwande.
HEB.11.21	Kwa uhuwilo Yakobo viyakalile habehi kudanganika, kawatemela mate chila imwe wa wana wa Yosefu, na kamtambikila Mulungu kuno kasigamila mhome yake. 
HEB.11.22	Kwa uhuwilo Yosefu viyakalile habehi kudanganika kalonga mbuli ya kulawa kwa Waisilaeli muna isi ya Misili na iviya kaweng'ha ndagilizi viya vya kutenda mivuha yake.
HEB.11.23	Kwa uhuwilo tati yake na mami yake Musa wamfisa mwana iyo kwa lusita lwa miyezi mitatu viyamalile kuvumbuka. Kwaviya wamuwona kuwa mwana yanogile, wala hawadidumbile lagilizo da mfalume.
HEB.11.24	Kwa uhuwilo Musa viyawile mkulu, kalema kutangigwa mwana wa mndele wa mfalume wa Misili. 
HEB.11.25	Kawona muhavu kugazigwa hamwe na wanhu wa Mulungu kufosa kudeng'helela uhondo wa uhasanyi kwa lusita ludodo. 
HEB.11.26	Kavimanya kuwa muhavu kugazigwa kwa ichimu cha Chilisito Mulopozi kufosa ngama ya isi ya Misili, kwaviya kakala kololela gweko da hamwande.
HEB.11.27	Kwa uhuwilo Musa kasegela isi ya Misili bila kudumba ludoko lwa mfalume. Kwaviya kafunya umoyo fana munhu yamuwone Mulungu hawoneka. 
HEB.11.28	Kwa uhuwilo katenda dugila da Pasaka na kalagiliza damu imizigwe muna zinyivi, muladi Msenga wa Ifa sekeyawakome welekwa waudele wa Waisilaeli.
HEB.11.29	Kwa uhuwilo Waisilaeli waloka Bahali ya Shamu fana muna isi inyalile, mbali Wamisili viwalondile kuloka yamazi wang'wa ng'habu wadanganika. 
HEB.11.30	Kwa uhuwilo mhongono za Yeliko zozizengigwe na mabwe zigwa Waisilaeli viwazizunguluke kwa siku saba. 
HEB.11.31	Kwa uhuwilo Lahabu ija malaya hakomigwe hamwe na waja hawamtegeleze Mulungu kwaviya kawahokela wopelemba wa Isilaeli kwa tindiwalo.
HEB.11.32	Lelo, nilonge choni kaidi? Nabule lusita lwa kufaya kulonga mbuli za Gideoni na Balaka na Samsoni na Yefita na Daudi na Samweli na walotezi wa Mulungu. 
HEB.11.33	Kwa uhuwilo wano wose waitowa ng'hondo na wafalume, wahuma. Watenda voilondeka na wapata yaja yowalongeligwe na Mulungu. Wasita milomo ya simba, 
HEB.11.34	na wazima mizoto mikali, wahonyokwa kudanganika kwa zele kulu, wakala nyondenyonde mbali wapata ludabwa, wakala magalu muna ing'hondo, ivo wawawinga watowa ng'hondo wa chigeni. 
HEB.11.35	Wanaake wamwenga wabweliziligwa ndugu zawo wadanganike kuno wazilibuligwa.
HEB.11.35	Wamwenga wawo walema kufunguligwa, wagazigwa mbaka kudanganika muladi wapate kuzilibuligwa na kwingila muna ugima unogile ng'hani. 
HEB.11.36	Wamwenga wazehigwa na kulanhigwa mibalati, na hata wamwenga wafungigwa minyololo na kugaligwa kuichifungo. 
HEB.11.37	Wakomigwa kwa kutowigwa na mabwe, na kukanhigwa na msumeno vihande vidi, wadanganika kwa upanga. Wazebwegela kuno wahawa wavala mbende za ng'hondolo na mbende za luti, wakala wanhu ngayengaye, wowagazigwe na kubabanyigwa. 
HEB.11.38	Isi yose hailondeke kuwa na wanhu fana wawo! Wazebwegela kuchuwala na kuna ulugongo kuno wokala muna yamatuka na muna imina.
HEB.11.39	Wanhu wano wose wahamala kulongiligwa kuwa wahuma kwa ichimu cha uhuwilo wawo! Hata ivo hawahokele yaja yoyawalaganile Mulungu. 
HEB.11.40	Mulungu kasasala vinhu vinogile ng'hani kwa ichimu chetu muladi chila imwe wetu sekeyahungukiligwe na chinhu.
HEB.12.1	Iviya na cheye, chozungulukigwa na bumbila kulu da wakalangama haulongozi wetu fana vino, chileke chila mbahasha na uhasanyi wouchinanahila, chiiyohe kwa kufunya umoyo mwa yaja ya kwiihuma yoyekigwe haulongozi hetu. 
HEB.12.2	Chimulole Yesu, mwene kwandusa na kukomeleza uhuwilo wetu. Kwaviya kavimanya deng'ho dondayapate hamwande, kafunyila umoyo kudanganika mumsalaba na halolile chinyala chake. Lelo kakala na udaho kuna ichigoda cha chifalume cha Mulungu. 
HEB.12.3	Geseni mbuli zozimpatile Yesu, viya viyafunyile umoyo kulema ng'hani kwa wanhu wene uhasanyi. Lelo sekemulegele na sekemufe moyo. 
HEB.12.4	Muna ing'hondo yomutenda ya kuhuma uhasanyi, mung'hali hamunaitowa mbaka kwitila damu yenu. 
HEB.12.5	Vino mweye muzimiza mbuli za kugela moyo ziya Mulungu kolonga na mweye fana wanage?
HEB.12.5	“Mwanangu sekeuzehe luzumo lwa Mndewa
HEB.12.5	hebu sekeubeneke moyo vondayakubwakile. 
HEB.12.6	Kwaviya Mndewa komzuma chila munhu yomulonda,
HEB.12.6	na komulamula chila munhu yoyomtogola kuwa mwanage.”
HEB.12.7	Funyeni umoyo vimuzumigwa, kwaviya Mulungu komtendelani mweye fana viya wanage. Vino kuna mwana yelihi hazumigwa na tati yake? 
HEB.12.8	Mbali one hamzumigwe fana wana wamwenga, basi mweye siyo wanage kweli ila wana wa mmbago. 
HEB.12.9	Hamwe na yayo, chinawo tati zetu wacheleke wochiwategeleze viya vowochizuma, ivo cholondeka kumuhulika ng'hani tati yetu wa chimuhe muladi chidahe kukala wagima. 
HEB.12.10	Tati zetu wacheleke wachizuma kwa lusita ludodo kwa kusondelela viya viwowona kuwa vinoga. Mulungu kochizuma kwa kuchitaza muladi chiwe fana yeye. 
HEB.12.11	Vino sambi kuzuma siyo mbuli iwoneka ya kudeng'helela mbali mbuli ya usungu. Mbali hamwande izagala tindiwalo na ugima woumnogeza Mulungu kwa wose wafundizigwe na kuzumwa uko.
HEB.12.12	Ivo muyagele ludabwa makono yenu yabobile na mavindi yenu yabobile. 
HEB.12.13	Gendeleleni kugenda muna inzila igoloke, muladi chiya chilemale sekechisiguke, mbali chihonyigwe.
HEB.12.14	Iyoheni ng'hani kukala kwa tindiwalo na wanhu wose na kukala kwa kwela, kwaviya habule munhu yoonda yamuwone Mndewa bila kuwa yelile. 
HEB.12.15	Muiteganye munhu yoyose sekeyagize unovu wa Mulungu. Wala mzizi wili usungu sekeusuke mgati mmwenu na kuwagalila magayo wanhu wengi kwa usede wake. 
HEB.12.16	Sekekuwe na mgoni wala munhu hamuhulika Mulungu, fana viya Esawu yoyachuuzile uhazi wake wa uchaudele kwa lujo lumwe. 
HEB.12.17	Muvimanya, hamwande viyalondile kaidi kutemeligwa mate na tati yake, tati yake kamulema kwaviya hapatile nzila yoyose ya kwasakanya chiya chayatendile, hata fana kaizahila kwa masozi.
HEB.12.18	Mweye hamfikile kuna ulugongo lwa Sinai loludaha kudalisika fana viya viwatendile wanhu wa Isilaeli, wawo wafika kuna ulugongo luja lolukwaka moto, lugubikigwa na ziza na wingu titu na beho kulu, 
HEB.12.19	uko kulugongo kuhulikika dizi da mhalati na mbumo. Wanhu waja wowahulike dizi diya, walamba sekewahulike mbuli imwenga, 
HEB.12.20	kwaviya hawahulike chiya chochilongigwe, “One hata ihawa mng'onyo yahadalisa lugongo, yolondeka yatowigwe na mabwe mbaka yadanganike.” 
HEB.12.21	Yano yose yowoneka ya kudumbiza ng'hani, hata Musa kalonga, “Nodumba na kugudemeka.”
HEB.12.22	Mbali mweye mufika kuna ulugongo lwa Sayuni na kuna dibululu da Mulungu yeli mgima, Yelusalemu ya kuulanga, hamwe na wasenga wa kuulanga hawapeteka, wowoiting'hane kwa deng'ho. 
HEB.12.23	Mbali mweye muiting'hana kuna didugila da wanhu wa Mulungu wowotangigwa welekwa waudele, wowandikigwe mazina yawo kuulanga. Na Mulungu yowalamulila nhaguso wanhu wose, na kwa mihe ya wanhu wawoneka wanogile haulongozi wa Mulungu wowatendigwe wofaya. 
HEB.12.24	Kwa Yesu yeli mulumbilizi wa lagano da sambi, na ija damu yake imizigwe yolonga mbuli zinogile kufosa damu ya Abeli.
HEB.12.25	Kwa ivo iteganyeni sekemwize kulema kumtegeleza iyo yolonga na mweye. Fana wanhu waja walemile kumtegeleza ija yowazuma hano mwiisi hawahonyokwe bule, vino cheye chizadahaze kuhonyokwa one hachimtegeleza ija yochizuma kulawa kuulanga? 
HEB.12.26	Lusita luja dizi jake digudemeza isi, mbali lelo kalonga. “Nizagudemeza isi mwanza umwenga kaidi, ila siyo isi muhala mbali iviya na ulanga.” 
HEB.12.27	Mbuli zino, “Mwanza umwenga kaidi” yolagusa kuwa vinhu viumbigwe vizatingisigwa na kwaga, muladi viya vinhu havidaha kutingisigwa vidahe kukala siku zose.
HEB.12.28	Kwa ivo cheye chotogoligwa kuhokela ufalume haudaha kutingisigwa bule, chiwe wanhu wa kumwing'ha hewela Mulungu. Chilaguse hewela fana voilondeka kwa hishima ng'hani, 
HEB.12.29	kwaviya Mulungu wetu kweli ni moto woudanganiza.
HEB.13.1	Gendeleleni kuilonda chindugu. 
HEB.13.2	Sekemuzimize kuwahokela wageni, kwaviya kwa kusang'hana ivo wanhu wamwenga wawahokela wasenga wa kuulanga bila kuvimanya. 
HEB.13.3	Sekemuwazimize waja weli muna ichifungo fana viya mufungigwa hamwe nawo. Sekemuwazimize waja wogaya fana viya mogaya fana wawo.
HEB.13.4	Sola yolondigwa ihishimigwe na wanhu wose, mulume na muke wake sekewayangale na wanhu wamwenga, kwaviya Mulungu kezawatagusa wazinzi na wagoni.
HEB.13.5	Ugima wenu sekeulangulizigwe na hela, mufaike na vinhu vomwili navo. Mulungu mwenyewo kalonga, “Sizakuleka ng'o, wala sizakwasa ng'o.” 
HEB.13.6	Lekamana cholonga kwa ugangamalo,
HEB.13.6	“Mndewa iyo mtazi wangu,
HEB.13.6	Sizadumba,
HEB.13.6	munhu kezanitenda choni?”
HEB.13.7	Wakumbukeni walangulizi wenu wowamgong'ondeleni mbuli ya Mulungu. Geseni viya viwakalile na kudanganika, higeni uhuwilo wawo. 
HEB.13.8	Yesu Chilisito ni ija ija igolo na diyelo na siku zose. 
HEB.13.9	Sekemuhembelusigwe kuno na kuno kwa mafundizo ya mwazanyo. Vinoga mizoyo yetu kugangamizigwa kwa unovu wa Mulungu, siyo kwa kutegeleza ndagilizi zikigwe kusonhela ndiya, ndagilizi zino haziwataza waja wozisondelela.
HEB.13.10	Cheye chinacho chilingo cha kulavila nhosa chiya waja wowosang'hanila muna dizewe da kutambikila da Wayahudi, hawalondeka kuja vinhu vake. 
HEB.13.11	Mkulu wa nhambiko digogogo wa Wayahudi kogala damu za wanyama hana Ihanhu Helile Ng'hani kuwa nhosa fana malavilo ya kusegeza uhasanyi, mbali mitufi ya wanyama yolunguzigwa kunze ya lago. 
HEB.13.12	Kwa ichimu icho Yesu iviya kagaya na kadanganika kunze ya bululu, muladi yawasafye wanhu kwa damu yake mwenyewo. 
HEB.13.13	Lelo leka chimuhitile yeye kunze ya lago na chikagaye fana viyagaiye yeye. 
HEB.13.14	Kwaviya hano hana isi chabule bululu da kukala siku zose, mbali chozahila bululu diya dikwiza. 
HEB.13.15	Ivo kufosela Yesu, chigendelele kulava nhosa ya kumtogoza Mulungu. Mbuli izo za nhogolwa ni malavilo yetu haja hochilonga kwa milomo yetu kuwa yeye ni Mndewa. 
HEB.13.16	Sekemuzimize kutenda yanogile na kuitaza, kwaviya zino izo nhosa zozimnogeza Mulungu.
HEB.13.17	Wategelezeni walangulizi wenu na mutende viwolagiliza. Kwaviya wawo wololesa mihe yenu, kwaviya wozalondeka kumwing'ha Mulungu peta ya sang'hano yawo. One muhawategeleza wezasang'hana sang'hano zawo kwa deng'ho, mbali one hamuwategeleze wezasang'hana sang'hano zawo kwa kulongelela, mbuli iyo haizawataza.
HEB.13.18	Chitoseleni. Cheye mizoyo yetu haichilongela kuhasanya na cholonda kutenda yanogile kwa chila chinhu. 
HEB.13.19	Mbuli ng'hulu ng'hani yonimulambani munitambikile muladi Mulungu yanibweleze kumwenu hima hima.
HEB.13.20	Mulungu yoyoching'ha tindiwalo kamzilibula Mndewa wetu Yesu Chilisito, yeli mdimi mkulu wa ng'hondolo kwaviya ketila damu yake yoilagusa lagano da siku zose ni kweli. 
HEB.13.21	Mulungu yoyoching'ha tindiwalo yamtendeni mweye sekemuhungukilwe na chinhu muna ichila mbuli inogile, muladi mupate kuyasang'hana malondo yake. Na yatende mgati mmwetu kwa kufosela Yesu Chilisito kwa yaja yoyomnogeza mwenyewo. Utunhizo kanawo Yesu Chilisito siku zose. Ivo!
HEB.13.22	Nomulambani ndugu zangu muhulike kwa kufunya umoyo usenga uno womgumani moyo. Kwaviya usenga uno wonimwandikileni ni mguhi. 
HEB.13.23	Nolonda mweye muvimanye kuwa ndugu yetu Timoseyo kalekeleligwa kamala mwiichifungo. One yaheza sambi nizakwiza nayo kumwenu.
HEB.13.24	Walamseni walangulizi wenu wose na wanhu wose wa Mulungu. Ndugu wa isi ya Italiya womulamsani.
HEB.13.25	Nowapulileni unovu wa Mulungu.
