MAT.1.1	Ngel evi naul ne metka se Iesu Kristo metka se Devet, ko metka se Epram.
1PE.2.3	Suri nale ne Naul On owra ‘Kami kamrrowrrow pae murrun se Numal, ko kamlesi wose lat nga m̃irres muto suri.’
1PE.2.4	Kapini ko wor rraptur tevi Numal se kerr. Ni erpe burtur nga mimaur. Jinibb ne majingen arwirr tweni ko pa osuw, ko Atua otobbtobbue pa ni osuw. Ko renge no Atua, ni erres p̃elak. 
1PE.2.5	Kami kele kapirpe burtur nga mimaur nga Atua puloli kapirpe naim ne Nem̃in sen nga mimaur. Ko renge naim sen ngok, kami kapirpe jinibb sulsulen nga muon se Atua, nga mok-lai merrenien van jin. Merrenien nen erpe nga kamlai norrorrmien se kami van ji Atua. Ko ni eir nga putor sweri merrenien nga mirpok, suri kamkorti tevi Iesu Kristo daron nga kamlai e. 
1PE.2.6	Suri Naul On owra ‘Kaplesi, inu nususture burtur nga m̃irres p̃elak renge botwen nga Saeon. Evi burtur nga m̃irres p̃elak ne naim. Ko si nga muosuri, ko sete nolon pijebreni.’ 
1PE.2.7	Tevi kami nga kamosuri, burtur ngok erres p̃elak. Ko tevi nir nga sete marosuri, erpe nga Naul On muwra ‘Burtur ngok nga jinibb ne naim marwirr tweni pa musuw, artaol lengleng nga evini kele evi burtur nga m̃irres p̃elak vajin.’ 
1PE.2.8	Ko Naul On owrai kele ‘Ngok evi burtur nga puloli jinibb parvitan rengen.’ Jinibb ngok nir arvitan ren suri sete arosuri nale se Atua, ko ngok evi pa norrngov nga Atua muloli pa musuw tevir. 
1PE.2.9	Ko kami ma Atua otobbtobbu kami pa nga kapivi metka sen. Kamirpe jinibb sulsulen se Numal, kamivi jinibb on se Atua. Atua ololi erpok nga puloli kapwerai tweni majingen nga m̃irres sen. Everus tweni pa kami renge nemalik nga kapini renge moron nga m̃irres sen. 
1PE.2.10	Womu kamiel ngasue Atua, ko lelingenok kamivi vajin jinibb se Atua. Womu sete kamtor sweri nga Atua purrorrmi kami, ko lelingenok kamtor sweri vajin nga Atua orrorrmi kami.
1PE.2.11	Selek nir, kamlik iel ngatan erpe jinibb neturvitan kobbong nga siser mijkie. Ko nuwrai eterter tevi kami nga sete kaploli murrun nga marsij nga norrorrmien se kami mimrreni. Murrun ngok nir artere kami nga pulokloksi mauren se kami. 
1PE.2.12	Ko jinibb ne vare nir arp̃elak nga partor sweri nga kami kamivi jinibb nga kamtor otvi nale nesesreien. Ko kami kaploli lilane wor murru kami pusorsan p̃irres re no nir, puloli parlesi majingen nga m̃irres se kami. Ko vitunen daron nga Atua pia-wera suri lat nga puto suri tevi jinibb nir renge nabong nga vitu, ko para-susi nise Atua van mare suri majingen nga m̃irres se kami.
1PE.2.13	Suri kamivi jinibb se Numal se kerr, ko kaposuri ko wor nir nga marivi numal gavman nga jinibb mususture ko ni nga mivi batbatu numal gavman, nga mimetmete jinibb totoklai nir. 
1PE.2.14	Ko kami kaposuri gavman nga batu numal gavman mukonir nga parvirrali jinibb nga martor otvi nale nesesreien, ko parsurövi kele nir nga marvijuri murrun nga musorsan m̃irres. 
1PE.2.15	Ko ngok evi nanu san nga Atua mimrreni, nga re murrun nga musorsan se kami, kapwer ore nale nga marlengleng se jinibb nir nga norrorrmien ser mijkie. 
1PE.2.16	Kamivi jinibb nga kamiel sisarow pa osuw, ko murru kami piviseni ko wor nanu ngok. Sete erres nga kaploli nivelen sisarow se kami pitawi ore kele murrun nga m̃isij, ko kaplik ma pirpe demij maur se Atua. 
1PE.2.17	Kaposuri jinibb p̃etp̃eti nir p̃irres. Kapmerreni lenglengen jinibb nga marivi kalesia nir. Ko kaposuri Atua p̃irres, ko kaposuri p̃irres batbatu numal gavman se kami.
1PE.2.18	Jinibb ne majingen nir, kaposuri p̃irres numal se kami nir, ko tetajer kaptorir p̃irres. Kaploli pirpok sete tevi kis nir nga marres ko marok-rrorrmi kami, ko tevi kele wor nir nga markoni lokloksi kami. 
1PE.2.19+1PE.2.20	Poro kaploli p̃isij, ko parvirrali kami suri, ko kaploli nolo kami pipriv nga kaptori nekaien ngok. Ngok sete evi nanu san, suri kami kobbong kamrevei nekaien ngok. Ko poro ma kampal ko sete suri sev nga kami kamloli, ko kapkulu van ji Atua ko pa, ko ngok merrenien nga milep se Atua piptevi kami vajin. 
1PE.2.21	Ngok evi murrun san nga Atua miveruse kami nga kaplai, suri Kristo ornge esij renge niben nga piwilwil se kami, ko eviseni murrun ngok tevi kami nga kami kapvivitu kele suri renge bbötun ngok. 
1PE.2.22	Ko Naul On owra ‘Sete ololi nanu san esij, ko sete nale gerisen san eplari renge jingon.’ 
1PE.2.23	Sete erij weli nale nga m̃isij san tevi jinibb san. Daron nga marloli murnge m̃isij renge niben, ko sete orrorrmi nga p̃ikle lweni tevi nir. Ni elngi norrorrmien sen oto eterter renge Atua nga mok-wer sesesre lat nga puto suri tevi jinibb nir renge murrun nga musorsan. 
1PE.2.24	Daron nga Kristo mian re nai pelaot, ko owosi nololien se kerr renge niben. Ololi erpok nga kerr rrapmij renge murrun nga rramloli m̃isij, ko rrapa-maur renge murrun nga rramloli musorsan. Renge niben nga mimabbur renge nai pelaot, ololi kerr rramterter luwi kele vajin. 
1PE.2.25	Tuwi rramirpe sipsip nga martor jabble pa sel osuw, ko lelingenok rramluwi vajin vini ji Kristo, erpe jinibb nga mok-metmet vajin sipsip, erpe jinibb mawos vajin nga mok-metmete mauren se kerr.
1PE.3.1	Renge murrun ngok kele, kami nesevin, kaposuri ko wor diwen se kami. Ko poro diwen se kami sete parosuri Atua, ko murru kami kobbong orongwos pirvei nir vini nga parosuri, nga san sete mia-werai nanu san tevi nir, 
1PE.3.2	suri nir para-lesi meter e erpese kami kamlingi nosurien se kami tevi mauren nga musorsan m̃irres se kami renge Atua. 
1PE.3.3	Ko sete erres nga kapkowkowri kami, nga kapviri batu kami, ko kapweni nasum nga marer nir ko sunsun nga marmerr nir, ko kapiel ngolngoli b̃ela kami re mete jinibb nir. 
1PE.3.4	Erres ma nga kaploli norrorrmien se kami pusorsan re no Atua. Erres ma nga demat puto renge nolo kami, ko kapivi nesevin nga nolo kami pian ngatan. Ko murrun nga mumolmol ngok pivi nanu san nga puto tetajer ko p̃irres temijpal kele renge mete Atua. 
1PE.3.5	Ko nesevin ngok nir ne tuwi aron ko arwokwok erres re no Atua tevi norrorrmien ser nga m̃iterter, ko arosuri diwen ser erres. Iok ko ololi nir arres kele renge mete diwen ser. 
1PE.3.6	Sera kele ololi erpok. Osuri Epram ko everuse owra ‘Numal suk’. Poro kaploli murrun nga m̃irres ko sete kapmetutue nir nga sete marosuri, ko kami kapviter vajin nga parveruse kami natu Sera nir. 
1PE.3.7	Ko renge murrun ngok kele, kami norman nga kamtotko, kaprrorrmi ko wor p̃irres suri nesen se kami renge murru mauren ne martotko. Suri nir sete arterter erpe kami, ko rijrijen se Atua oto livö ne kamru kes, nga renge nolo Atua nga m̃irres, ni p̃ilai mauren tevi kamru. Ko ngok, kaposuri nesen se kami, puloli sete nanu san puto ore verusen se kamru.
1PE.3.8	Bevinvini ore nale suk. Kami kalesia jile, norrorrmien se kami pivi sansane, ko kaprrorrmi lululweni kami. Kapmerrmerreni lululweni kami pirpe niaken nir, ko nolo kami pian ngatan. 
1PE.3.9	Daron nga jinibb muloli m̃isij tevi kami, ko sete kapkele lweni kele. Daron nga jinibb m̃irij m̃isij tevi kami, ko sete kapkele lweni kele, pijki. Kami kaplai lweni nale nga m̃irres tevi jinibb nga mirpok, suri daron nga Atua miveruse kami, ko ni emrreni p̃irij p̃irres tevi kami. 
1PE.3.10	Naul On owra ‘Jinibb nga mimrreni mauren nga m̃irres ko mimrreni purnge p̃irres tetajer setemun p̃ikerkeris. 
1PE.3.11	Ni p̃ilngi tweni sel nga m̃isij ko puloli murrun nga m̃irres; ko tetajer pipej mauren nga mumolmol ko p̃iplak ko wor p̃iterter nga putor sweri. 
1PE.3.12	Suri Numal Atua tetajer oklu van ji jinibb nga marsorsan nir ko ok-runge verusen ser, ko ok-sir duren tevi nir nga marloli m̃isij.’ 
1PE.3.13	Poro kapok-loli murrun nga m̃irres ko sete san orongwose pulokloksi kami ren, ejki. 
1PE.3.14	Ko poro daron sopon jinibb nir arloli kampal suri bbong kamloli murrun nga m̃irres, ko ngok kaprunge p̃irres kobbong. Ko sete kapmetutu, ko sete kaprrorrmi p̃elake nir. 
1PE.3.15	Kaploli Kristo pivi Numal se kami, ko kaploli ni puwowomu re norrorrmien se kami. Ko kami kaptiriv tetajer nga kaplai lweni weli nale tevi jinibb san, poro san pususi tevi kami puwra “Suri sev kamtori Kristo renge norrorrmien se kami?” Ko kami kapviter nga kapwerai lweni weli nale tevi. 
1PE.3.16	Ko kapjiljilwer tevir renge murrun nga mumolmol nga demat muto ren, ko tetajer kaploli murrun nga musorsan nga norrorrmien se kami sete p̃iwer lokloksi kami suri. Renge sel ngok puloli jinibb parmanun renge nale nga marsij nga marwerai, suri sel nga kamvijuri se Kristo evi pa sel nga mumomsawos m̃irres. 
1PE.3.17	Ko erres kobbong nga parvirrali nik nga kumloli nanu nga m̃irres san, poro evi marongen se Atua. Ngok erresrres ma easi poro nga parvirralim suri nanu nga m̃isij nga kumloli.
1PE.3.18	Kristo emij pa suri kami. Emij vesan kobbong ko sete mia-mij kele, nga p̃ilai tweni nololien se kami. Jinibb nga musorsan emij suri kami nga sete kamsorsan, nga p̃ilai lweni kami van ji Atua. Renge mauren sen iel ngatan, nir arevji pini; ko Atua ololi emaur luwi kele renge mauren nga mivi ne melrin. 
1PE.3.19	Ko nem̃i Iesu evan ji nem̃in nga marlik renge naim ne nekaien ko ewerwer tevir. 
1PE.3.20	Ngok lartul nga marong tweni Atua daron nga Noa m̃imajinge drrav sen. Ko Atua nolon epriv temijpal ko etriv nir, ko nir sete arosuri. Ko renge drrav ngok gortien nga welili san, erpe nir owil kobbong, nga Atua miwilwil se nir renge drrav se Noa daron nga muloli iel ngatan murron ko jinibb jijle armij. 
1PE.3.21	Nuwi ngok nga tuwi evi nelesien ne baptaes nga m̃ilai mauren tevi kerr lelingenok. Ko baptaes ngok sete evi nga pirrawe tweni nijorjor re nibe kami, ko evi nga rijrijen se kami tevi Atua sete orongwose p̃iwer lokloksi kami suri. Ko baptaes ngok evi nga putor sweri derteren nga p̃ilai mauren tevi kami, suri Atua ololi Iesu Kristo emaur luwi kele renge mijen. 
1PE.3.22	Ko ean pa renge melrin e ko elik renge devjen rres ji Atua. Ko Atua ololi anglo tevi jinibb nga marlelep tevi numal nir ne melrin parsusi nisen pian mare.
1PE.4.1	Daron nga Kristo m̃ilik iel ngatan, ko ornge esij renge niben. Ko renge iok, kami kele kaplai norrorrmien ngok nga puloli kapterter, suri nir nga marunge m̃isij renge niber setemun arloli nololien. 
1PE.4.2	Ko ngok, p̃itipatun lelingen, setemun kapmarong norrorrmien nga marsij parto ore kami. Ko kaplai ma nanu nga mivi se Atua puto ore kami. 
1PE.4.3	Kamlokloksi daron elep pa womu nga kamloli sev nga jinibb ne vare nir marloli. Tuwi kamok-loli esij tevi nesevin, kamloli nanu nga m̃isij, ko kamok-minmin nga batu kami p̃ilengleng. Ko evter vajin re sel nga kamlot van ji atua m̃inij nir. 
1PE.4.4	Jinibb ne vare nir artaol elep suri setemun kamkorti tevir renge sel ser nga marsij, ko iok ko ololi marworwor suri kami ren. 
1PE.4.5	Ko nir parwerai tweni mauren ser re no Atua nga m̃itriv nga p̃iwer suri lat nga puto suri tevi jinibb nga marmij ko jinibb nga marmaur. 
1PE.4.6	Iok ko ololi nosp̃en nga m̃irres mian pa ji nir nga marmij osuw. Daron nga marmaur ko artor sweri nekaien ko armij sere, erpe jinibb jijle nir. Ko arwerwere nosp̃en nga m̃irres tevir nga puloli liken ne nem̃in nga m̃irres ser pirpe Atua.
1PE.4.7	Rramini mori pa daron san nga nanu ne iel ngatan parjijki. Re iok kaploli lilane ko wor norrorrmien se kami pumolmol ko pim̃erer, ko kapok-lot ko wor. 
1PE.4.8	Ko mare re nanu jijle, kapmerrmerreni lenglengen wor kami pilep, suri merrenien orongwose putor ore nololien pilep. 
1PE.4.9	Tetajer naim se kami p̃itp̃ir nga neturvitan rreknga jinibb tama san p̃isil van loloim, nga sete nolo kami p̃isij suri kele. 
1PE.4.10	Ko re Atua nolon nga m̃irres, elai derteren lele tevi kami nga kaploli majingen sen. Ko kaplai ko wor derteren ngok nga piwilwil se kami. 
1PE.4.11	Poro kapok-werwer, kapwerai tweni ko wor nale se Atua. Ko poro kapwilwil se jinibb, ko kaploli ko wor re derteren nga Atua m̃ilai tevi kami. Ko renge murrun ngok nise Atua pian mare tevi nanu jijle nga marivi se Iesu Kristo, pianan pijpari tuwi ngok vini. Pirpok.
1PE.4.12	Selek nir, sete erres kaptaole nanu nga marsij nga marok-ini nga parrowrrowe kami, suri nanu ngok nir parok-pelari lululwi ko. 
1PE.4.13	Ko erres nga kaprunge p̃irres erpe kamwilwil se Kristo renge norongen nga m̃isij sen. Ngok puloli kapwun saute neiren sen daron nga nalol nga m̃irres sen p̃irrmali e. 
1PE.4.14	Poro jinibb parij p̃isij tevi kami suri kamivi jinibb se Kristo, ko kap̃ir, suri ngok eviseni nga Nem̃in ngok ne melrin nga mivi se Atua evini pa iel ngatan ji kami. 
1PE.4.15	Ko jinibb nga ma mokrevji jinibb, rreknga mivevna, rreknga mutor otvi nale nesesreien, rreknga jinibb nga mieses nanu van re majingen se jinibb m̃inij nir, nir ko Atua pia-tor vitrangir suri. Ko sete erres nga kami san pipal suri murrun nga mirpok. 
1PE.4.16	Ko poro kami san pipal suri bbong ni evi kalesia, sete pimanun, ko pusurövi ko wor Atua suri nise Kristo nga muto pa renge kami. 
1PE.4.17	Ko daron evini nga Atua p̃itipatun nga p̃iwer suri lat nga puto suri tevi jinibb nir; ko womujnen ni puloli tevi jinibb sen nir. Ko poro p̃itipatun tevi kerr, ko ‘pia-irpese re nir nga sete marosuri nosp̃en nga m̃irres se Atua?’ 
1PE.4.18	Ko nale se Atua owra ‘Poro p̃iterter re Atua p̃ilai mauren tevi jinibb nga marres nir, ko nir nga sete marosuri ni ko arok-loli esij, rrek sel pijki rragrrag.’ 
1PE.4.19	Ko ngok, nir nga Atua mimarong nga parunge p̃isij renge niber, parlingi ko wor mauren ser renge nevre Atua nga rijrijen sen muto, ko parloli ko wor murrun nga m̃irres tetajer.
1PE.5.1	Inu numrreni b̃elai nale san tevi kami elta nir. Inu kele nuvi elta san, ko nulesi Kristo tevi metek daron nga ni murnge m̃isij renge niben. Ko inu nutur eterter nga bokorti renge mauren nga m̃irres renge melrin nga Kristo p̃ilai pia-rremali. Ko nuwrai eterter tevi kami nga 
1PE.5.2	kapmetmete p̃irres nir nga Atua m̃ilair tevi kami, pirpe jinibb ne sipsip nga mok-metmete m̃irres sipsip sen nir. Ko kaptor lilaner p̃irres, ko nolo kami p̃ir suri majingen pirpe nga Atua mimrreni. Ko sete erres nga kaploli suri bbong kammerreni nevöt pivitan ren. Ko kaploli majingen pirpe nga nolo kami purnge p̃irres rengen. 
1PE.5.3	Sete norrorrmien se kami pian mare p̃elak tevi nir nga kammetmete nir, ko kapviseni ma sel nga musorsan m̃irres tevi sipsip nir nga nir para-vivitu suri kami rengen. 
1PE.5.4	Ko daron nga Kristo, Numal nga muwowomu re jinibb nir nga marmetmete sipsip nir p̃irrmali, ko kami kapa-tor sweri nowli kami nga m̃irres p̃elak nga sete orongwose mia-sij nabong sopon.
1PE.5.5	Ko renge murrun ngok kele, kami m̃elakel, kaposuri ko wor nir nga martera. Nolo kami pian ngatan ko kapwilwil se lulweni kami, erpe Naul On muwra ‘Atua etre nir nga markowkowrire, ko ok-wilwil se nir nga nolor mian ngatan.’ 
1PE.5.6	Kaplingi kami van ngatan ji Atua nga derteren sen milep temijpal, ko ni pia-susi kami van mare re daron mawos sen nga ni kobbong m̃ilngi.
1PE.5.7	Kaplinglingi norrorrmien se kami nga muwlu p̃elak tevi ni, suri tetajer ok-rrorrmi kami.
1PE.5.8	Kaptur p̃iterter, ko kapmetmet. Devje nuval se kami, Demij, ok-wolu rrerrale kami erpe bae san nga numer m̃iaji milep, epejpej jinibb nga puwun totoklai.
1PE.5.9	Kaptur ore p̃iterter. Kamrongwose nga renge lat sopon iel ngatan, kerr sopor rrampal suri nise Kristo, osorsan erpe nga kami kamtor sweri. 
1PE.5.10	Ko Atua ok-wilwil se kerr tetajer renge nalol nga m̃irres sen, ko everus kerr nga rrapan rrapkorti tevi Kristo renge mauren nga m̃irres p̃elak re melrin nga sete mia-suw nabong san. Kaprunge p̃isij beblen kobbong, ko vitunen Atua puloli kapterter, kapsorsan p̃irres, ko p̃ilai derteren tevi kami ko pususture kami pirpe duru nai san nga sete orongwose putoto. 
1PE.5.11	Ko loten suk, nga derteren jijle puto renge nevren ko pa pijpari tuwi ngok vini. Pirpok.
1PE.5.12	Naul suk nga welili ngel, Silas oli tevi kami. Silas erpe kalesia tasi kerr nga inu mosuri. Numrreni bowrai tweni nga sel nga Atua mok-wilwil se kerr renge nalol nga m̃irres sen evi sel weretunen, ko kaptori p̃iterter. 
1PE.5.13	Ko nir ne Naim On ne Bapilon
1PE.5.14	Kapwera erres tevi kami lululwi tevi merrenien ko demat. Ko ngel evi loten suk, nga demat puto tevi kami jijle nga kamivi jinibb se Kristo.
2PE.1.1	Inu Saemon Pita nuvi aposol ko jinibb ne majingen se Iesu Kristo. Nuwrai erres tevi kami nga nosurien se kami m̃irres p̃elak mirpe bbong nga kem. Nosurien ngok kamlai suri murrun nga musorsan se Iesu Kristo nga mivi Atua ko m̃er nga mokla mauren tevi kerr. 
2PE.1.2	Ngel evi loten suk, nga Atua p̃irij p̃irres suri kami renge nalol nga m̃irres sen, ko p̃ilai demat pilep tevi kami suri kamrongwos pae Atua ko Numal se kerr Iesu Kristo.
2PE.1.3	Atua renge derteren sen elai nanu jijle tevi kerr, evter nga orongwos rraplik renge mauren nga musorsan m̃irres. Ngok eplari ji kerr suri rramrongwose Iesu Kristo, ngok jinibb nga miveruse kerr nga rrapkorti renge nisen nga mian mare ko mauren nga musorsan sen. 
2PE.1.4	Re iok ko ololi nga m̃ilai tevi kerr rijrijen sen nga marlelep ko nga marres nir, nga puloli kaprongwose kapwolu lingi murrun nga m̃isij ne iel ngatan, murrun nga marmerrmerreni nawon nanu nir. Murrun ngok ela mijen. Ko kapini rrapkorti vajin re murrun nga m̃irres se Atua. 
2PE.1.5	Ko suri iok ngok ko, kami kapp̃elak ko wor pilep nga kapla kele murrun nga musorsan m̃irres puto tevi nosurien se kami; musuw, ko kapp̃elak tweni kele nga norongwosien puto tevi murrun nga musorsan m̃irres se kami, 
2PE.1.6	musuw, ko kapp̃elak tweni kele murrun nga kapwer ore sev nga kami kobbong kammerreni, puto tevir. Musuw ko kapp̃elak tweni kele murrun nga marok-rrul totoni nolor mipriv, puto tevir. Musuw ko kapp̃elak tweni kele murrun nga muon m̃irres puto tevir. 
2PE.1.7	Musuw ko kapp̃elak tweni kele murrun nga kapmerreni tasi kami puto tevir. Musuw ko kapp̃elak tweni kele murrun nga kapmerreni lenglengen jinibb jijle nir puto tevir. 
2PE.1.8	Nanu ngok nir arivi nanu nga parto ko wor ji kami; ko poro parto pilep ji kami, ko ngok nibe kami pus, ko wene kami putoe, suri kamrongwose Numal Iesu Kristo. 
2PE.1.9	Ko jinibb si nga nanu ngok nir sete marto renge mauren sen, erpe jinibb san nga meten mumot nga sete orongwose puklu van ngasu; ko emali pae nga Atua m̃irrawe tweni nololien sen nga muloli womu.
2PE.1.10	Ko niko, tasik ko jojik nir, suri Atua otobbtobbu pa kami ko everus pae kami nga kapivi jinibb sen, kami kapp̃elak pilep kele wor nga kaploli nanu ngok pivi weretunen renge mauren se kami. Poro kaploli pirpok, ko sete kama-vitan nabong san. 
2PE.1.11	Ko renge murrun ngok puloli sel pimetet tevi kami nga kapsil van loloim renge batun vanu ne tuwi ngok vini se Numal Iesu Kristo nga mokla mauren tevi kerr. 
2PE.1.12	Kami kamrongwos pae sev nga mowrai ngok, ko kamlingi norrorrmien se kami oto eterter renge weretunen nga kamlai; ko inu sete mea-tibbtibbot kele nga bowra lwenir kele tetajer.
2PE.1.13	Nulesi mirpok osorsan kobbong nga bololi, nga bowni malum nanu ngok nir e tevi kami daron nga memaur malume. 
2PE.1.14	Suri nurongwose, otomori bemij, ko b̃elngi kurtweni nibek ne mijen ngel, erpe Numal se kerr Iesu Kristo owrai pa limjer tevik. 
2PE.1.15	Ko niko b̃eplak pilep ko wor nga b̃elngi sel sopor parto metmet tevi kami nga kaprrorrmi iok ngok nir rengen re daron tetajer. Ko poro inu bemij vajin, ko kami kaptur tetajer renger.
2PE.1.16	Daron nga namwerai tweni tevi kami nga Iesu Kristo Numal se kerr derteren sen otoe ko pia-luwi kele vini, ko sete namlai nale ngok renge sel, ejki, ko kem namlesi mawose tevi mete kem nga niben mumor nga mumor lenglengen. 
2PE.1.17	Daron nga Atua Tata mususi nisen van mare ko muloli moron mumor vaseni, kem namlik ko, ko namrunge drrelan san nga miplari renge moron ngok mare vini nga muwra “Ngel evi natuk le nga memrreni lenglengen e, nuir temijpal wor suri.” 
2PE.1.18	Kem mawos ko namrunge drrelan ngok nga miplari renge melrin vini, daron nga nampitevi renge botwen nga muon ngok. 
