MAT.1.1	Allaya listaan cha lampeɏpuwan Jesu Kristu un galak Ari David ya galak bo Abraham. 
1TH.3.5	Ked hachi langibuulak kan Timothy utlat taplu ammuwok chi mipanggop si pammatiyu, ti lachalagelak paka lawa ta silubsub Satalas chikayu ked kenga langkawachiyanmi.
1TH.3.6	Ngim si salaʼn langulin si Timothy utla, ked bibiɏu impachamegla mipanggop si pammatiyu kan man-aayatyu. Imbyegala bo un pasigyu chikami masmasmok ked ha man-aayuyu kan chikami ked isun bod chi man-aayumi kan chikayu. 
1TH.3.7	Ked susulud, ulay amod chi ligat un pilachapachasmi, lasegeg chi somsomokmi gapu kan cha chingngeɏmi mipanggop si pammatiyu, 
1TH.3.8	Ked si sala, lummin-ot chi mataguwanmi lu ituɏutuɏuyyu pakoscheɏon chi pammatiyu kan Apu Jesu Kristu. 
1TH.3.9	Ked amod chi manyayamanmi kan Apudyus mipagapu kan chikayu, ti amod chi galas un laliklami mipagapu kan chikayu si sangwalan Apudyus. 
1TH.3.10	Ked iluwaluwalumi si ileɏgew ya lilabi ta mantitillullong taku kasin taplu ipakaawatmi kan chikayu lu simma mangkuɏangan chi pammatiyu.
1TH.3.11	Sapay otyan ta si Ama takuʼn Apudyus ya Apu takuʼn Jesus chi mangichaɏan kan chikami si chaɏanmi un umali kan chikayu. 
1TH.3.12	Sapay otyan ta eɏ-eɏton Apu Jesus chi man-aayatyu si kacha osa ya ayatyu kan cha losan un tagu, un isun chi kilakoscheɏn chi man-aayatmi kan chikayu. 
1TH.3.13	Ked lu kamatchi, pakoscheɏola somsomokyu taplu lappun makabyasuɏanyu ya lappun bod machillawanyu si sangwalan Apudyus si mangulilan Apu takuʼn Jesus un buɏlan cha losan un tagula.
1TH.4.1+1TH.4.2	Ked susulud, awed chi ibyegami kan chikayu. Lagamputyu ilacheɏ cha intudtuchumi kan chikayu mipanggop si mambibiyeg un mampagalas kan Apudyus. Ti ilammuyu imbilinmi mipagapu kan Apu Jesus un langatod si kalobbonganmi un mangibyega. Ked maila un laawatanyuʼn ustu ti siya mit cha pin-ayu koon si sala. Ngim byegbyegaanmi chikayu gapu si kalobbonganmi un illidchon Apu Jesus. Kewayu ta pabiɏubiɏuwonyu cha ugaliyu.
1TH.4.3	Ti ha pion Apudyus, mampeɏkas taku si mambibiyeg taku. Ked masapuɏʼn achi kayu makaob-obog si chakampun un asawayu. 
1TH.4.4	Chikayuʼn leɏaki, masapuɏ boʼn ammuwonyuʼn ustu mangikabyeɏoy si asawayu si mampeɏkas ya bibiɏuʼn kopya. 
1TH.4.5	Chakampun otyan un cha kilagatkat un pion chi long-egyu mangichaɏan kan chikayu un isun chi kokòon cha taguʼn achipun mangagammu kan Apudyus. 
1TH.4.6	Ked lu mipanggop si kamatchi, allechenyu ta achi kayu makabyasuɏ kan cha suludyu. Achiyu lukuwon chicha un agumanyu chakampun un uwayu. Imbyegbyegami kan chikayu si sin-eɏgew un chusaon Apudyus cha mangmangwa si kamatchiʼn byasuɏ. 
1TH.4.7	Ti ha langayagen Apudyus kan chitaku, chakampun un koon taku cha kaisaw ngim umulud taku si mambibiyeg un mampeɏkas. 
1TH.4.8	Ked cha mallawing kan cha allaʼn tudtuchumi, chakampun un tagu lawingola ngim si Apudyus un langibuun si Ispiritula kan chikayu.
1TH.4.9	Ngim lu mipanggop si man-aayatyu si susuludyuʼn mamati, achipun masapuɏ un awed yan isuɏatmi kan chikayu, ti gilamput Apudyus tiludtuchuwan chikayu un man-asiayat kayu. 
1TH.4.10	Tuttuwa mit un ay-ayatonyu cha losan un susulud takuʼn mamati si losan un iliʼd Macedonia. Ked ibyegami kan chikayuʼn susulud ta pakoskoscheɏonyu man-aayatyu.
1TH.4.11	Bibiɏu lu siyad ipapatiyuʼn koon cha lumin-awaan chi mambibiyegyu ya achi kayu bumibiyang kan cha koon cha susuludyu, ya ha koonyu otyan mallagpot kayu un mangkawachi taplu awed mataguwanyu ti hachi imbyegbyegami kan chikayu si sin-eɏgew. 
1TH.4.12	Ta lu kamatchi ugaliyu, cha taguʼn achipun mamati, potgoncha chikayu ya achipun kayu mangkochekochew si kasapuɏanyu.
1TH.4.13	Susulud, awed chi pionmiʼn ipakaammu kan chikayu taplu maaawwatanyu mipanggop kan cha mamati un lagamput langkakatoy taplu achipun kayu patunged manchachauy un isun cha uchum un taguʼn lappun lamlamacha. 
1TH.4.14	Mamati taku un latoy si Jesus ya kasin latagu, ked hachi gapun chi mamatiyan taku un kasin Apudyus taguwon cha losan un latoy un lamati kan Jesus ked ipaiyawit Apudyus chicha kan Jesus si umaliyala kasin. 
1TH.4.15+1TH.4.16	Ha allaʼn ibyegbyegami kan chikayu ked ha impakaammun Apu Jesus mipanggop si mangulilala kasin utla pita. Kamatla makwa: Si eɏgew un man-osgen Apu Jesus un mampeɏpuʼd langit, ipakuyla bilinla ya man-ugud chi osaʼn pangat cha angheles ya madngeɏ bo tangguyub Apudyus. Ngim chitakuʼn matattagu si hachiʼn eɏgew, chakampun un umun-ula taku umoy mangabot kan Apu Jesus, ngim umun-ula umuli matagu cha langkakatoy 
1TH.4.17	ked chitakuʼn mamati un sissiyaʼn matattagu, mitipug taku kan chicha mipangatu un umoy miyabot kan Apu Jesus si libuu. Ked ichagas taku iinggew kan siya si ing-inggala.
1TH.4.18	Ked man-asisegeg kayu mipagapu kan cha allayaʼn suɏsuɏu.
1TH.5.1	Susulud, lu mipanggop si timpuʼn makwaan cha alla, chakampun un masapuɏʼn isuɏatmi kan chikayu. 
1TH.5.2	Ti tilataggammuyu un ha eɏgew un mangulilan Apu Jesus utla pita, ked isun chi umaliyan chi osaʼn man-aakaw si labi un achipun cha tagu maammuwan. 
1TH.5.3	Lu gumatong chi timpuʼn mangibyeg-an cha tagu un mallin-awacha ya lappun manchalagencha, hachi magalatongan chi machusaancha. Ked isun chi sigeb chi umalak un byebyai. Ked achipuncha malisiyan chi machusaancha.
1TH.5.4	Ngim chikayuʼn susulud, lu chumtong chi hachiʼn timpu, achi kayu matataeg un isun cha achipun mamati. Ti chicha, isun chi iinggewcha si manggikbot, ked hachi mataagencha un isun chi mapukaw lu lumlok chi man-aakaw. 
1TH.5.5	Chitakuʼn mamati, sililawan Apudyus chi somsomok taku ked isun chi padcha willu eɏgew chi iinggewan taku, chakampun un isun chi gikbot willu labi igew taku. 
1TH.5.6	Ked hachi achipun taku otyan maluɏachen si ugalin cha achipun mamati un isucha lasusuyop, ngim masapuɏʼn lakasagala taku ya tingngeɏon taku long-eg taku. 
1TH.5.7	Somsomkon taku un labi masuyopan cha tagu ya labi bo mabuukan cha kabubuuk. 
1TH.5.8	Ngim gapu ta mamati taku isun chi padcha iinggewan taku, masapuɏʼn tingngeɏon taku long-eg taku ya popotpotan taku pammati taku un siya isun chi useɏon takuʼn mansolod. Ked ha man-aayat taku siya isun chi mambyetukung taku si lamlama taku un mataguwan taku ing-inggala. 
1TH.5.9	Ti ha lanchutukan Apudyus kan chitaku, chakampun un malusaala kan chitaku ngim chilutukan chitaku ta matatagu taku si ing-inggala gapu kan Apu takuʼn Jesu Kristu. 
1TH.5.10	Latoy si Jesus para kan chitaku ta makwaʼn makatagu taku kan siya, ulay lu langkakatoy taku willu sissiyaʼn matattagu taku si umaliyala. 
1TH.5.11	Ked ituɏutuɏuyyuʼn man-asisegeg ya man-asituɏung ta kumoscheɏ kayu si allaʼn pammatiyu, un isun chi pin-ayu koon.
1TH.5.12	Awed bo pionmiʼn chawaton kan chikayuʼn susulud. Bibiɏu lu potgonyuʼn ustu cha mangkawakawachi kan chikayu. Chicha mangichaychaɏan ya mangibyegbyega kan chikayu mipanggop si pammatiyu kan Apu Jesus. 
1TH.5.13	Ipailayu mampopotogyu ya ayatyu kan chicha mipagapu si kawachicha. Ya bibiɏu otyan chi mantitimpuyugenyu losan.
1TH.5.14	Alla bo cha uchum un ibyegami. Masapuɏʼn tudtuchuwanyu cha mantungatungangaw, segagonyu cha chummauy, tuɏunganyu cha lakapsut, ya ipailayu alusyu kan cha losan. 
1TH.5.15	Lu awed mangwa si lawwing kan chikayu, achi kayu bumaɏos ngim pasigyu bibiɏuwon cha koonyu kan cha biɏunyu ya cha losan un tagu.
1TH.5.16	Pasig kayu otyan lagalas. 
1TH.5.17	Pasig kayu bo malluwalu. 
1TH.5.18	Ulay silu makwa kan chikayu, manyaman kayu kan Apudyus ti siya piola kan chikayu un lititimpuyug kan Kristu.
1TH.5.19	Achiyu tipochon chi pion chi Ispiritun Apudyus un ibyega kan chikayu. 
1TH.5.20	Achiyu amsiwon cha ibyegbyegan cha propeta, 
1TH.5.21	ngim masapuɏʼn paloklokanyu cha losan un litudtuchu taplu ammuwonyu lu tuttuwaʼn lampeɏpu kan Apudyus. Ked suɏutonyu cha bibiɏu 
1TH.5.22	ya man-awichenyu cha losan un lawwing.
1TH.5.23	Chawatonmi kan Apudyus un puun chi lumin-awaan taku, ta ustu-ustuʼn papeɏkasola chikayu. Chawatonmi bo ta ayyuwalala somsomokyu, kalichodwayu ya long-egyu taplu lappun pulus machillawanyu si kasin Jesu Kristu un Apu taku umaliyan. 
1TH.5.24	Si Apudyus un langayeg kan chikayu, koola cha alla, ti siya ked mantegochen.
1TH.5.25	Susulud, iluwaluwanyu yan chikami.
1TH.5.26	Pakumustaonyu cha losan un susulud taku utlat ta siya mangipaila un man-asiayat kayu.
1TH.5.27	Gapu si kalobbongak un lampeɏpu kan Apu Jesus, ibilinku kan chikayu un ibyasayu allaʼn suɏatku kan cha losan un susulud taku utlat.
1TH.5.28	Iluwaluk ta kacheguwan chikayu kan Jesu Kristu un Apu taku.
2TH.1.1	Sakon si Paul ya biɏunku cha Silas kan Timothy. Allaya suɏatmi kan chikayuʼn mamati un pin-a manchetchetong utlat Thessalonica un lititimpuyug kan Ama takuʼn Apudyus ya Apu takuʼn Jesu Kristu. 
2TH.1.2	Iluwalumi ta kacheguwan chikayu otyan kan Apudyus un Ama ya si Apu Jesu Kristu ya palin-awaoncha somsomokyu.
2TH.1.3	Susulud, masapuɏʼn pasig kami manyamayaman kan Apudyus mipagapu kan chikayu. Bibiɏu lu kamatchi cha koonmi ta kumoskoscheɏ pammatiyu ya machogchog-an chi man-asiay-ayatanyu. 
2TH.1.4	Ked hachi mangichayawanmi kan chikayu kan cha losan un mamati kan Apudyus un pin-a manchetchetong si kaili-ili un ayonmi, ti ulay mapampaligatan kayu mipagapu si pammatiyu, ya achu bo cha ligligatyu, alu-alusanyu ya ipapatiyu pammatiyu.
2TH.1.5	Hachi maluttuwaanmi un lalintog chi mangkukuis Apudyus kan cha losan un tagu, taplu lumbong kayu si mipatiyanyu si mampangatan Apudyus, ti siya maligligatanyu. 
2TH.1.6	Ked gapu ta lalintog chi mangkukuis Apudyus, paligatala cha mamaligat kan chikayu, 
2TH.1.7	ya chikayuʼn mapampaligatan un isumi, palin-awaon Apudyus chikayu si ligligatyu si mangulilan Apu Jesus un mampeɏpuʼd langit un kadwaan cha angheleslaʼn mallakabyelin.
2TH.1.8	Si hachiʼn umaliyala, awed chi gumilegileb un apuy un malusala kan cha achipun mamigbig kan Apudyus ya achipun tumuttuwa si bibiɏuʼn chameg mipanggop kan Jesus un Apu taku. 
2TH.1.9	Lappun kiged chi machusaancha, ti misisilacha kan Apu Jesus si ing-inggala. Ked achipuncha maila pallakabyelinla un lappun miyisuwala. 
2TH.1.10	Si hachiʼn eɏgew un umaliyala, losan un tagula, chaychayawoncha siya ked maschaaw taku si kila-Apudyusla. Ked michoga kayu ti pilatiyu ugud Apudyus un impakaammumi kan chikayu.
2TH.1.11	Ked hachi pasigmi mangiluwaluwan kan chikayu, ta si Apudyus mambyalilola chikayu tagula un lumbong si mangayagela kan chikayu. Iluwaluwanmi bo ta ichaɏan chikayu si pallakabyelinla un mangwa kan cha losan un bibiɏuʼn pionyu un koon ya gamputonyu cha losan un koonyu mipagapu si pammatiyu. 
2TH.1.12	Ta lu kamatchi makwa, michayaw si Jesus un Apu taku mipagapu kan chikayu, ked michayaw kayu bo mipagapu kan siya. Makwa losan cha hachi gapu si kachegun Apudyus ya Apu Jesu Kristu.
2TH.2.1	Susulud, awed chi pionmi un maawatanyu mipanggop si mangulilan Apu takuʼn Jesu Kristu ya ha mitipugen taku kan siya. 
2TH.2.2	Achi kayu lalakan magalliwong ya achi kayu machalagen mipanggop si mangngeɏanyu un lagamput kalu lummaus chi eɏgew un mangulilan Apu Jesus. Ked ulay lu kalanchaʼn ha Ispiritun Apudyus kalu langipakaammu kan chicha, willu awed kalu langitudtuchu kan chicha, willu suɏatmi kalu langammuwancha si kamatchi, achiyu tuttuwaon! 
2TH.2.3	Achi kayu maallilaw ulay silu mangibyega, ti ha eɏgew un mangulilala, achipun yan gumatong inggala umun-ula umachu cha taguʼn sumupling kan Apudyus. Ked si hachiʼn timpu, lumoswa osa un patunged chi mansusuplingla si lintog Apudyus, un machusa ud impiyeɏlu. 
2TH.2.4	Suplingola si Apudyus ya cha losan un silan-apudyus ya cha losan un chayawon cha tagu, ya ipangatula long-egla lu cha losan. Lumlok ked ummamuy si templon Apudyus ud Jerusalem ked iweɏawegla un siya kalu tuttuwaʼn Apudyus!
2TH.2.5	Ha achipunyu masmasmok cha alla, imbyegbyegak mit kan chikayu si illinggewak utlat. 
2TH.2.6	Ked ammuyu lu silu malitippod si hachiʼn malusupling kan Apudyus taplu achipun yan lumoswa inggala chumtong chi ustuʼn timpula. 
2TH.2.7	Tuttuwaʼn awed cha uchum un malusupling kan Apudyus ya ha lintogla si sala, ngim hachiʼn osa un patunged malupling kan siya si umaliʼn eɏgew chaampun mipatigammu ya achipun makwa inggala kaalon Apudyus chi malitippod si lumoswaala. 
2TH.2.8	Ngim lu makaan, hachi lumoswaan chi hachiʼn patunged malusupling kan Apudyus. Ked hachi umaliyan Apu Jesus ked ha langɏang chi kila-Apudyusla maila ked kakma maabyak chi hachiʼn malusupling ked otoyon Apu Jesus siya si sap-uyla. 
2TH.2.9	Ngim sakbyey un maabyak, gapu si kilabyelin Satalas un awed kan siya, mangkangkalasi cha koolaʼn milagro ya lakaskaschaaw un sinyeɏ 
2TH.2.10	ya mangkangkalasi bo koolaʼn lawwing taplu siya mangallilawla kan cha tagu un misila kan Apudyus ta machusacha. Ha panggop chi machusaancha ked achipuncha potgon ya patiyon chi katuttuwaan un siya mataguwancha otyan. 
2TH.2.11	Ked si Apudyus chi mangichaɏan si somsomokcha taplu maallilawcha ya tuttuwaoncha tuntulli 
2TH.2.12	ya makodchongancha losan un machusa, ti achipuncha pilati katuttuwaan, ya siyad gilanggalascha cha killingkingwachaʼn lawwing.
2TH.2.13	Ngim kan chikayuʼn susuludmi un ay-ayaton chi Apu taku, masapuɏʼn pasig kami manyaman kan Apudyus mipagapu kan chikayu. Ti lalipud si chamchamu, chilutukan Apudyus chikayu un matatagu, mipagapu si lamatiyanyu si katuttuwaan ya lambyalilon chi Ispiritun Apudyus chikayu tagulaʼn lapapeɏkas. 
2TH.2.14	Ilayagen Apudyus chikayu ta matatagu kayu mipagapu si bibiɏuʼn chameg un imbyegbyegami kan chikayu taplu makabingay kayu si langɏang chi kila-Apudyus Jesu Kristu. 
2TH.2.15	Ked susulud, isosomokyu hachiʼn tudtuchun Apudyus un tilawid taku un intudtuchumi kan chikayu si illinggewanmi utlat, ya insuɏatmi bo taplu sigulachuwonyuʼn suɏuton.
2TH.2.16+2TH.2.17	Iluwaluk kan Apu takuʼn Jesu Kristu ya Ama takuʼn Apudyus ta pakoskoscheɏoncha somsomokyu ya tuɏungan chikayu taplu pasig bibiɏu cha losan un koonyu ya ibyegayu. Impailan Apudyus chi ayatla kan chitaku, ya mipagapu si kachegula langidchela si masegagen taku un lappun kigedla ya ha bibiɏuʼn lamlama taku.
2TH.3.1	Susulud, ha alungus chi allaʼn suɏatmi kan chikayu, chawatonmi un iluwaluwanyu chikami taplu mampogos un mipachameg chi ugud Apu Jesus ya ipotog kan tuttuwaon cha tagu un isun chi killingwayu. 
2TH.3.2	Iluwaluyu bo ta ilisi chikami kan Apudyus kan cha taguʼn amod chi uyungcha, ti chakampun un losan cha tagu mamati.
2TH.3.3	Ngim mantegochen chi Apu taku, ked pakoskoscheɏola pammatiyu ya seɏaklibyela chikayu kan Satalas. 
2TH.3.4	Ked gapu si tegodmi kan Apu takuʼn Jesus, lamlamaonmi un koonyu ya ituɏuyyu koon cha losan un imbilinmi kan chikayu. 
2TH.3.5	Sapay otyan ta ichaɏan chi Apu taku somsomokyu ta maawatanyu mipanggop si man-aayat Apudyus ya kilaalus Kristu.
2TH.3.6	Susulud, si ngachen Apu takuʼn Jesu Kristu, allaya ibilinmi kan chikayu. Masapuɏʼn achi kayu makabibiɏun kan cha mamati un masachut un mangkawachi ya achipuncha tungpaɏon cha imbilinmi kan chikayu. 
2TH.3.7	Ti ilammuyun mismu un masapuɏʼn tuɏachonyu ugalimi si illinggewanmi kan chikayu. Ti patunged kami mallagpot un mangkawachi. 
2TH.3.8	Pasigmi byeyachen cha illaɏami kan chikayu un kasapuɏanmi, ti ingkaligatanmi un mangkawachi si ileɏgew ya lilabi taplu achi kayu maligatan mipanggop kan cha kasapuɏanmi. 
2TH.3.9	Kamatchi killingwami ta siya tuɏachonyu, ulay alla kalobbonganmi un patuɏung kan chikayu si kasapuɏanmi. 
2TH.3.10	Ti ha illinggewanmi kan chikayu utlat, imbilinmi alla: Achiyu pakalan cha masachut un mangkawachi.
2TH.3.11	Ti chingngeɏmi un awed kalu cha uchum kan chikayu un mantungatungangaw ya siyad mallagpotancha cha bumibiyang si kawachin cha uchum. 
2TH.3.12	Ked awed chi ibilinmi kan cha katlat un tagu, ti siya imbilin Apu Jesu Kristu. Ibilinmi ya segagonmi chichaʼn mangkawachicha ta lumin-awa mambibiyegcha ya awed mangeancha si kasapuɏancha. 
2TH.3.13	Ngim chikayuʼn susulud, achi kayu otyan masngay un mangwa si bibiɏu.
2TH.3.14	Ked lu sissiyaʼn awed cha achipun maluttuwa si allaʼn insuɏatmi, tatanchaalanyu halat un tagu ya achi kayu mitimbuɏuy kan siya taplu bumiin. 
2TH.3.15	Achiyu ibilang siya un kabusuɏyu ngim byegbyegaanyu siya un isun chi suludyu.
2TH.3.16	Iluwaluk kan Apu takuʼn Jesus un puun chi lumin-awaan taku, ta pasigla mallin-awaon cha somsomokyu ulay silu makwa. Ya pasig iinggew kan chikayu losan.
2TH.3.17	Ha allaʼn alungus chi suɏatmi, sakon si Paul chi mismuʼn langigili. Kamatla mangkokopyak kan cha losan un suɏatku taplu milasin un tuttuwaʼn sakon chi lampeɏpuwala.
2TH.3.18	Iluwaluk ta kacheguwan chikayu losan kan Jesu Kristu un Apu taku.
1TI.1.1	Sakon si Paul un apostoles Jesu Kristu. Chilutukalak kan Apudyus un Malagu kan chitaku ya si Jesu Kristu un puun chi lamlama taku.
1TI.1.2	Liya suɏatku kan sika Timothy un imbilangkuʼn tuttuwaʼn alakku gapu si pammatim.
1TI.1.2	Iluwaluk kan Apudyus un Ama taku ya si Jesu Kristu un Apu taku ta kacheguwan chika, tuɏungan chika ya mallin-awaoncha somsomoklu.
1TI.1.3	Timothy, achim liwatan chi imbyegak kan sika si ummoyak ud Macedonia. Chawatok un iinggewka utlat Ephesus ta byegaam cha uchum un tagu utlat ta iyageychaʼn mantudtuchu si tilutuliʼn tudtuchu. 
1TI.1.4	Byegaam bo chicha ta achicha aattingigon cha tilutuliʼn ul-ullit un lakwa si awi ya kapuun cha chachakkeɏchaʼn lampeɏpuwancha. Lappun simbin cha hachi ti mangwacha si oomɏan. Lappun mituɏungla si kawachin Apudyus un makwa mipagapu si pammati. 
1TI.1.5	Ha panggopkuʼn mangibyega kan cha alla kan sika, taplu cha mamati utlat man-asiay-ayatcha, un ha man-aayatcha mampeɏpu si mampeɏkas ya bibiɏuʼn somsomok ya gettok un pammati kan Apudyus. 
1TI.1.6	Cha hachiʼn mantudtuchu si tuntulli, lan-awichencha pammaticha ya makaisi-isikcha un lappun puut chi pin-acha uguchon. 
1TI.1.7	Pionchaʼn mantudtuchu si lintog un illidchon Apudyus kan Moses, ngim achipuncha maawatan cha pin-acha uguchon ya mas-omcha un chicha kamaʼd katuttuwa.
1TI.1.8	Ammu taku un bibiɏu lintog lu ustu mangiyuseɏan chi tagu. 
1TI.1.9	Ammu taku bo un ha lakwaan chi lintog, chakampun un para kan cha taguʼn bibiɏu, ngim lakwa lintog para kan cha taguʼn achipun tumungpeɏ si lintog, cha sumusupling, cha lappun pammaticha kan Apudyus ya cha malagbyasuɏ, cha mangam-amsiw kan Apudyus ya cha mangipotpotog si lawwing ya cha kapapatoy un pilatoycha cha amacha ya ilacha ya uchum un tagu. 
1TI.1.10	Ya lakwa bo lintog para kan cha kachechegchegas, cha mantitillalung mangasawa si asilleɏakicha ya asimbyebyaicha, cha malluku si asintatagucha, cha latuli, cha mangisapata si tilutuli, ya cha losan un taguʼn sumusupling si ustuʼn tudtuchu. 
1TI.1.11	Ha ustuʼn tudtuchu ked mitimbuɏuy si Bibiɏuʼn Chameg mipanggop kan Apudyus un kangatuwan ya machaychayaw, ked siya impiyeɏla kan sakon.
1TI.1.12	Manyamalak kan Jesu Kristu un Apu taku un langatod si koscheɏk un mangwa kan cha impiyeɏla kan sakon, ti imbilangla sakon un osaʼn mantegochen ya chilutukalak un mansimbi kan siya. 
1TI.1.13	Ked ulay lu lawwing cha pin-ak ilugud mipanggop kan siya si sin-eɏgew kan pilaligatak ya pilabiilak cha mamati kan Kristu. Ngim kilacheguwalak kan Apudyus ti achipulak lamati kan Kristu ya lappun ammuk kan cha pin-ak killingwa. 
1TI.1.14	Ngim amod chi manchechegun Apu taku kan sakon ti illidchela sakon si pammatik ya ayat un mangay-ayat si asintataguk ti litimpuyugak kan Jesu Kristu.
1TI.1.15	Awed chi osaʼn libyega un tuttuwaon otyan cha losan un tagu, un kalala, “Ummali si Kristu Jesus utla pita ta taguwola cha malagbyasuɏ.” Ked sakon chi osaʼn patunged malagbyasuɏ. 
1TI.1.16	Ngim kilacheguwalak kan Apudyus ti sakon chi osaʼn mangipain-an Kristu Jesus si kilaalusla ulay kan cha patunged malagbyasuɏ, ta siya mansampaɏan cha losan un mamati kan siya ta maidchencha si mallalayun un biyeg. 
1TI.1.17	Siyad ipotpotog taku ya chaychayawon taku si Apudyus si ing-inggala ti lappun alungusla. Siya Ari si ing-inggala, Ari un matattagu si ing-inggala un achipun matoy, achipun maila, ya siya abus un Apudyus. Amen!
1TI.1.18	Allaya bilin un ipiyeɏk kan sika Timothy un alakku, gapu ta imbyegan cha langagammu kan Apudyus mipanggop kan sika un mantegochen un mantudtuchu si ugudla. Ha imbyegacha, hachi otyan chi malegeg si somsomoklu ti sala makagubyatam si lawwing. 
1TI.1.19	Igettoklu pammatim ya koom losan cha ammun chi somsomoklu un pion Apudyus. Ti awed cha uchum un langiyagey si ammuchaʼn ustu ked siya layam-alan chi pammaticha.
1TI.1.20	Isun chi lakwa kan cha Himeneus ya Alexander, ked impuɏangku chicha kan Satalas ta mansomsomkancha ta achicha man-ang-angawan si Apudyus.
1TI.2.1	Ha umulaʼn ibyegak, masapuɏʼn iluwaluwan taku cha losan un tagu. Chawaton taku ta kacheguwan Apudyus chicha ya manyaman taku kan Apudyus kan cha tuɏungla kan chicha. 
1TI.2.2	Iluwaluwan taku bo cha papangat taku un mangituray kan chitaku ya losan un langatu saedcha taplu mallin-awa mambibiyeg taku ya lawaya taku un manchayaw ya mangipotog kan Apudyus ya mangwaan taku si bibiɏuʼn ugali. 
