MAT.1.1	˻Isirele yembomanga ou pulu pulu anda kolepa˼ Eporayamo kinie
TIT.3.2	eno enonga imbime liku ola naa munduku,
TIT.3.2	yemboma pali liku awi siku molangi.” niyo!
TIT.3.3	Olio kepe ou ulu keri peangama konopu lepo apurupu kondopo naa molopo, olionga ye nomimenga ungume lipu su sipu, ˻kurumenga nomi˼ Setenene olio kolo topa ungu nirimume pilipu lipu kekelepa topo ulu keri lupe lupema terimulu. Ulu pulu keri akume mindi temolondo kamele akopo konopu sipu molorumulu. Yembo lupema tepo kenjipu enonga melema kanopo yama membo molorumulu. Olio anjo yando yemboma kinie kanopo keri kanorumulu.
TIT.3.4	Ou olio aku sipu tepo kenjipu molorumulu nalo kinié olio Lipe Tapondopa Mindili Nolemela Aulkena Wendo Lili Pulu Yemone
TIT.3.5	yuni olio lipe tapondopa, mindili nolemela aulkena wendo lipe, yu-kinie pea molopo kondomolo aulkena lipe mondorumu.
TIT.3.6	Olio Lipe Tapondopa Mindili Nolemela Aulkena Wendo Lili Ye Yesusi Kirasimuni olionga nimbe tenderimumunge Pulu Yemone Mini Kake Teli kanumu olio paa koya lepa sirimu.
TIT.3.7	Kirasini olio we konopu mondopa kondo kolopa tenderimu kanumunge Pulu Yemone olio kanopalie olionga ulu pulu kerime siye kolopa ‘konopu sumbi nimbe peli yemboma.’ nimbe kanopa,
TIT.3.8	Iungu nikirumu paa sike.
TIT.3.8	“Pulu Yemo yu sike.’ ningu tondolo munduku pilimele
TIT.3.9	Nalo yembomane kekelepa toko Kirasinge ungume sumbi siku naa pilkulie ‘Ungu marenga pulume piliemili.’ ningu kerepale we nilimele ungume kinie, anda-kolepalimenga imbime sulu teko toko silimele ungume kinie, yemboma-kinie we irinele telemele ungume kinie, ˻Mosisini˼ ungu mane ˻nimbe sirimu˼ me kerepale we nilimele ungume kinie, aku ungumene eno molko kondonge mele naa lipe tapondolemomonga aku ungume bulu siku, aku siku nilimele yemboma-kinie irinele teko kerepale naa nieni.
TIT.3.10	Yembo tene ungu mane te simbe molo ulu te tembamonga Kirasinge yemboma kapola kapola naa molongi liemo kanu yembomo mimi siku liepi-liepi toko mane siku ‘Temba mele mundupe siye kolopa sumbi sipe molopili.’ nieni. Pe altoko wale talo siku aku siku liepi-liepi toko mane siku “Naa tei.” nini kinie naa piliemu liemo yu kamu munduku siye kolko bulu sieni. 
TIT.3.11	Nuni pilino, ‘Nunge ungumu naa pilipe we aku sipe temba yembo kanumu ulu pulu kerimene yunge konopumu tepa aroma tondomba, yuni tepa kenjimbe mele yuyu kepe pilipelie ‘Tepo kenjilio.’ nimbe pilimbe.’ ningu pilino. Yuni ‘Telio mele keleambo.’ naa nimbémonga aku nikiru.
TIT.3.12	Nane ye Atemasi molo Tikikasi
TIT.3.13	Apollosi
TIT.3.14	Olionga ˻Kirasinge˼ yembomane mimi siku pilku kondokolie ‘Melte molo tomba yemboma kinie umbune pemba yemboma kinie lipu tapondamili.’ ningu kongono peangama
TIT.3.15	Na-kinie molemele yembomane pali “Nu manda molenoye?” ningu, ningu mundukumili. Kirasini “Konopu mondaa.” nirimu mele olio aku siku konopu mondolemele yemboma nuni “Manda molemeleye?” nindeni.
TIT.3.15	˻Pulu Yemone˼ eno pali we kondo kolopa molopili molangi.
TIT.3.15	˻Aku pea nikiru.˼
PHM.1.1+PHM.1.2	Na Pollo, Kirasi Yesusinge kongono tendeliomonga ka-ulkena pelio yemo, na kinie olionga angenu Timoti pea molopololie ipepámo topo sikiru.
PHM.1.1+PHM.1.2	Oltonga paa pulu lemo ye Pillimono, tapu topo kongono telemolo yemo, nu kinie, olionga kemulu Apia keme, olio pea tapu topo opa teli ye Akipasi keme, Kirasinge yembo talape
PHM.1.3	Olionga Lapa Pulu Yemo kinie Awili Yesusi Kirasiselone
PHM.1.4+PHM.1.5	Nanga pulu lemo ye ˻Pillimono˼, nu Awili Yesusi ˻molopa, olionga nimbe tenderimu tendelemo mele˼ ‘Sike.’ ningu tondolo munduku pilku molko,
PHM.1.6	Pulu Yemo kinie nunge mawa tendepolie, ‘Nu kinie olio ‘˻Yesusi Kirasi˼ sike.’ nimbu tondolo mundupu pilimolomonga konopu telune pupili tapu topo molemolo ulumuni nu paa pilipe konginjelimu sipili. Aku pilipe konginjelimu pemba kinie Kirasinge mele peanga olio silimo limoloma kamu tondolo munduku pilieni.’ nilio. 
PHM.1.7	Nuni, ango, Pulu Yemonga yemboma konopu mondokolie konopu peanga pepili molonge ulume tenderinu mele pilipulie na konopu sipu konopu paa tondolo pupili molio.
PHM.1.8	Nane nu ulu te ‘tei.’ nimbu mawa tembo tekero akumu nu kinie olto Kirasinge yeselo molembolomonga ‘Nu paa sike tei.’ nimbu tondolo mundupu manda nilke nalo ˻nuni teleno mele nikiru aku siku molko Pulu Yemonga yemboma kondo kolko teleno˼ akumunge 
PHM.1.9	˻aku sipu naa nimbo˼.
PHM.1.10	nanga malo Onesimasinge mawa tendepolie ‘nuni yu teko kondani.’ nikiru. Na ka-ulkena pepolie yu mane sirindu kinie yu ˻konopu alowa tepa˼ ‘˻Kirasi˼ sike.’ nimbe tondolo mundupe pilipe ˻Kirasinge yemo˼ molorumu mele molemomonga kinié yu nanga malo ˻mele˼, na yunge lapamo molio. 
PHM.1.11	Ou sike yuni nunge kongono peanga te mimi sipe naa tenderimu nalo kinié nu kinie olto pea yuni mimi sipe lipe tapondopa kongono tendemba yemo molemo.
PHM.1.12	Kinié yu nu molenona “Kelko pu.” nikiru nalo pukumu kinie na paa konopu umbune tekemo. 
PHM.1.13	Na temane peangamo topo silipu andorundumunge ka siringi ka ulkena pelio kinie Onesimasini nunge kolo wangopa “Na liku tapondoko ka ulkena nokani molou.” nilke 
PHM.1.14	nalo ‘nuni paa sike na liku tapondani kene nu molenona yu ou naa opili. Yu pipi sipu nunge nimbe na lipe tapondopili.’ nimbu we karaye tepo naa nimbo. ‘Nu nunu konopuni pilkulie teani.’ nimbu ‘nu molenona yu opili.’ nikiru. ˻Nu molenona ombá kinie yu pe molopa temba mele nu nunu pilieni!˼
PHM.1.15	Pe nu molonine kelepa sukundu omba nu kinie kamu-kumu molombando Onesimasi ou wallo-kolte nu molenona mundupe siye kolopa kolea tenga purumu molemonje.
PHM.1.16	Nalo aku liemo yu nunge kongono we tendeli kendemande yemo mindi molombando aku sipe ulumu wendo naa orumu. Yu sike nunge kongono we tendeli yemo molemo nalo kinié akumu mindi molo. Kinié nunge angena kepe molomba kinie nuni yu paa konopu mondonimunge aku sipe mele ulumu wendo orumunje. Nane Onesimasi paa konopu mondopo ‘Yu nanga paa sike kandi angenunje.’ konopu lelio. Pe yu kinie nu pea Awilimunge angenunguluselo molongelemonga kepe, yu nunge angena molopa kendemande kongonomo tendepa kondombamonga kepe, ‘nuni Onesimasi yu konopu mondoni mele olandopamo, nane yu konopu mondolio mele maniendopa.’ konopu lekero.
PHM.1.17	Akumunge, ‘Na nu kinie pea Kirasinge kongonomo tapu topo telembolo.’ konopu leno liemo na olka kinie “Pea molambili ou.” nilina mele yu ombá kinie “Pea molambili ou.” nieni. 
PHM.1.18	Yuni nu kinie ulu te tepa kenjerimu liemo, molo yunge pundu te nu kinie angilierimu liemo akume Onesimasindu “Pundu tou.” naa ningu, siye kolani. Aku pundume pali nane tombo kene nanga imbi tondani. 
PHM.1.19	Na Pollo, nanu aku pundume tombomonga nanga kimuni nanga imbimu ipepána tokoro. Nalo nu na-kinie pundu te angilimo, ‘aku pundumu naa nindu liemo nu we pilku moleno.’ konopu lekero. Nu na kinie pundu angilimo akumu, nane nu lipu tapondorundumunge nu konde molko kondoko mindi puni ulumu nu kinie pelemo kanumu. 
PHM.1.20	Ano, ‘Awilimunge kongono te tendambo.’ ningu na liku tapondoko ulu peanga te teani.
PHM.1.21	Na paa mimi sipu pilkiru: ‘Nane “Tei.” nikiru ungumu nu paa pilku liku teni.’ konopu lepolie ipepámo nu topo sikiru. ‘Nane nu “˻Onesimasi kinie˼ teani.” nimbu mawa tekero akumu nuni paa olandopa yu liku tapondoko teni.’ konopu lekero.
PHM.1.22	Na ungu te pea mawa tekerola: Na pilkirumu, ‘Enone Pulu Yemo kinie mawa telemele mele yuni pilipelie ‘Na eno molemelena wambo.’ nimbé.’ konopu lekero. Akumunge ‘na nunge ulke ombo pembo kene suluminia te teko mimi teko nosindeni.’ ˻nimbu mawa tekero˼.
PHM.1.23	Epaparasi, yu
PHM.1.24	Na kinie pea tapu topo kongono telemolo ye Mako kinie Arisitakasi kinie
PHM.1.25	Awili Yesusi Kirasini enonga minime we kondo kolopa molopili molangi.
PHM.1.25	˻Aku pea nikiru.˼
HEB.1.1	Paa ou Pulu Yemone alieli olio Ipuru yembomanga anda-kolepalimendo ‘Nanga ungume piliengi!’ nimbe yunge ungumu pilku yando ningu siringi yema
HEB.1.2	Nalo pe kinié
HEB.1.3	˻Enamo pa telemo mele aku sipe˼ Malo pa telemo akumuni Pulu Yemonga pa tondolo mundupe telemo pa telimu olio lipe ora silimo.
HEB.1.4	Aku terimu-ne
HEB.1.5	Pulu Yemone nimbendo:
HEB.1.5	“Nu nanga Malo. Kinié na nunge Lanie.”
HEB.1.5	nirimu mele angello tendo walse aku sipe nirimuye? ˻Molo. Yunge Malondo mindi aku sipe nirimu.˼
HEB.1.5	Molo yuni nimbendo:
HEB.1.5	“Na yunge Lapa molombo,
HEB.1.5	yu nanga Malo molomba.”
HEB.1.5	nirimu akumu angello tendo nirimuye? ˻Molola. Malondo mindi aku sipe nirimu.˼ 
HEB.1.6	Yundu ungu te pea nirimula. Yunge kango komolayemo
HEB.1.6	“Kangomo popo toko kapi ningu
HEB.1.6	yunge imbi liku ola mundundee.”
HEB.1.6	nirimu. Aku ungume pilipulie ‘Malo olandopa angelloma maniendopa.’ nimbu pilimolo. 
HEB.1.7	Angellomando Pulu Yemone nimbendo:
HEB.1.7	“Yunge angelloma poporomema mele molko,
HEB.1.7	yunge kongono tendeli yema
HEB.1.7	tepe mele molangi.”
HEB.1.7	nilimo. 
HEB.1.8	Nalo Pulu Yemone Malondo nimbendo:
HEB.1.8	“Pulu Yemo, nu alieli ye nomi kingimu
HEB.1.8	moleno mele molko mindi puni.
HEB.1.8	Nuni ulu sumbi nilime teko yemboma nokoni.
HEB.1.9	Nuni ulu pulu sumbi nilime manjiku
HEB.1.9	konopu siku teleno.
HEB.1.9	Ulu pulu kerime konopu naa mondoko
HEB.1.9	paa naa teleno, akumunge
HEB.1.9	nunge Pulu Yemone ‘Nu ye nomi kingi molko
HEB.1.9	melema pali nokani.’ nimbe mako topalie
HEB.1.9	nunge pulu lemo yembomanga pali
HEB.1.9	namba paa olandopamo nu sirimu.
HEB.1.9	Nu aku sipe tepa kondorumumunge
HEB.1.9	nu kinie nunge pulu lemo yemboma kinie
HEB.1.9	konopu singe.”
HEB.1.9	nirimu.
HEB.1.10	Pulu Yemone ˻Malondo˼ ungu te pea nimbendo:
HEB.1.10	“Awilimu,
HEB.1.10	nunge kimuni nunu mulumu teko mimi terinu.
HEB.1.11	Aku meleselo pora nimbé, nalo
HEB.1.11	nu alieli molko mindi pulino.
HEB.1.11	Mulumbalema pingi pupe sungu nimbe keri lemo mele
HEB.1.11	mulu maselo aku temba.
HEB.1.12	Yembomane wale pakoli sulume
HEB.1.12	toko ltengendo kimbulimele mele
HEB.1.12	nuni mulu maselo aku siku kimboni;
HEB.1.12	mulumbale te lupe panjingendo alowa telemele mele
HEB.1.12	nuni aku siku aku meleselo alowa teni.
HEB.1.12	Nalo nu nunu aku siku alowa naa teko,
HEB.1.12	moleno mele alieli molko,
HEB.1.12	anda naa leko, alieli molko mindi puni.”
HEB.1.12	nirimu. 
HEB.1.13	Pulu Yemone ou walse nimbendo:
HEB.1.13	“‘Nunge opa puluema nuni nokani.’ nimbu
HEB.1.13	pe eno topo manie mundundumbo kene
HEB.1.13	isili-ou nu ˻na kinie pea
HEB.1.13	tapu topolo ye nomiselo molopolo
HEB.1.13	melema nokambili˼
HEB.1.13	nanga ki umbukundu ongo molani.”
HEB.1.13	nirimu aku ungumu angellomando nirimuye? 
HEB.1.14	˻Aku ungumu angellomando naa nirimu liemo˼ angelloma nameleye? Angelloma mini mele molko Pulu Yemonga kongono tendeli yema. Kanume Pulu Yemone lipe tapondopa, mindili nolemela aulkena wendo lipe, yu-kinie pea molko kondonge aulkena lipe mondolemo
HEB.2.1	˻Kapola, Malo sike angellomanga olandopa molemo˼ akumunge, ˻Pulu Yemone olio-kinie ulu peangama temba mele Yesusini nimbe sirimu˼ ungu sike ou pilierimulume siye kolopo naa pilipulie kamu mundupu siye kolomolo kene aku ungumu konopu kimbu sipu ambolopo molamili. 
HEB.2.2+HEB.2.3	˻Pulu Yemone ou olionga anda-kolepalime-kinie ungu nimbe panjipe mi lierimu ungumuni eno nokorumu kinie˼ Pulu Yemone olionga anda-kolepalime ˻ungu mane ‘Mosisini sipili.’ nimbe˼ ‘angellomane ˻Mosisi ningu siee.’ nirimu kinie˼
HEB.2.2+HEB.2.3	Pulu Yemone olio lipe tapondomba mele ungu akumu ou kumbi lepa Awili ˻Yesusi˼ yuni yuyu nimbe sirimu kinie pe aku ungu nirimumu pilieringi yemane yando oliondo ningendo: “I ungumu paa sike.” niringi. 
HEB.2.4	Aku siku ningu molangi Pulu Yemone kepe “Malonga ungumu paa sike.’ ningu piliengi!’ nimbe kanu yema lipe tapondopa tondoloma sirimu kinie enone lipe ora sirimu ulu tondoloma teringi.
HEB.2.5	Ma konde te wendo ombámondo nikimulu aku mamo Pulu Yemone ‘nokangi.’ nirimu akumu angellomando naa nirimu. 
HEB.2.6	Aku molo. Pulu Yemonga bokune ˻yembomane ma pe wendo ombámo nokongema˼ ungu te nimbe sipelie nimbendo:
HEB.2.6	“˻Pulu Yemo,˼
HEB.2.6	nuni olio yemboma nambolka melema
HEB.2.6	konopu lekolie
HEB.2.6	olio kanoko imbi silinoye?
HEB.2.6	Mana yembomane melemele yemboma
HEB.2.6	nambemune nuni kondo kolko nokolenoye?
HEB.2.7	˻Nuni yembomando ninindu:˼
HEB.2.7	“‘Yemboma angellomanga laye-kolo
HEB.2.7	maniendopa
HEB.2.7	˻Pe˼ nuni enonga imbime liku ola mundunduku,
HEB.2.7	nambama siku,
HEB.2.8	‘enone melema pali nokangi.’ nirinu.”
HEB.2.8	nimbe molemo. Pulu Yemone ‘Mana yembomane melema pali nokangi.’ nirimu bokune molemo liemo Pulu Yemone mele terimumenga teluri kepe ‘Enone naa nokangi.’ nirimu melte paa naa lemo.
HEB.2.8	Nalo ˻‘yembomane melema pali nokonge’ nilimo nimbe molemo mele kinié aku sipu nimbu naa kanolemolo.˼ Kinié ‘yembomane melemanga mare naa nokolemele.’ nimbu kanolemolo.
HEB.2.9	‘Aku sike nalo kinié ˻mana ye telu sike˼ yunge imbi kinie nambaselo melemanga pali paa olandopa molkomo.’ nimbu kanolemolo.
HEB.2.10	Akumunge ungu te pea niembo: Pulu Yemone melema pali terimu, yu melemanga pali Pulu Yemo. Yuni yuyu pilipelie melema terimu, akume kinié nokolemo akumunge yuni yembo awisili mako topa ‘Nanga ambolangoma molko,
HEB.2.10	na kinie pea tapu topo molamili.’ nirimu kinie eno lipe tapondopa, mindili nolemela aulkena wendo lipe, yu-kinie molko kondonge aulkena lipe mondorumu yemo ‘mindili nopili.’ nirimu akumu papu nirimu. Yu mindili norumumunge yu ye paa peanga sumbi nilimu molopa eno lipe tapondopa mulu koleana punge aulkemo lipe ora simbendo memba pulimo. 
HEB.2.11	˻Yuni Pulu Yemonga ambolango awisili manda mulu koleana memba pulimomonga pulumu isipe:˼ Yu kinie eno kinie yembo talape telumu. Ye tene yemboma lipe tapondopa ‘Pulu Yemone kanopa ‘yunge yembo kake telime’ nimbe kanopili.’
HEB.2.12	Akumunge ou ungu te nimbendo:
HEB.2.12	“˻Pulu Yemo,˼ nu moleno mele
HEB.2.12	nanga angenupilindu nimbu simbo.
HEB.2.12	Eno-kinie pea nu popo tomolondo
HEB.2.12	maku topo molomolo kinie eno pilku molangi
HEB.2.12	konana nimbu nu kapi nimbo.”
HEB.2.12	nirimu. 
HEB.2.13	Akumunge kelepa walse yuni ungu te nimbendo:
HEB.2.13	“˻Nanga angenupilimene telemele mele˼
HEB.2.13	nane ˻aku sipu˼ Pulu Yemone
HEB.2.13	“Na nokombo.” nirimu mele ‘Sike temba.’
HEB.2.13	nimbu pilipu taka lipu molombo.”
HEB.2.13	nirimula.
HEB.2.13	Akumunge ungu te pea nimbendo:
HEB.2.13	“Pulu Yemone na ambolango sirimume kinie
HEB.2.13	pea molemolo.”
HEB.2.13	nirimula. Olio Lipe Tapondopa Molopo Kondomolo Aulkemo Akisinderimu Yemonga Ungu Te
HEB.2.14	Ambolangomando ˻‘Nanga angenupilime’˼ nirimu akumu mana yembomando nirimu, akumunge Yesusi yu ‘eno mele molambo.’ nimbe mana ye alepa molorumu. ‘Enonga nimbu kolondopolie kololi ulu pulumu nokolemo yemo topo manie mundembo.’ nimbe
HEB.2.15	‘Kolongendo alieli konopu kimbu siku pipili kolko mindi molemele yemboma aku siku molemele aulkena wendo liembo.’ nimbe Yesusi kolorumu. ˻Kurumenga nomi Setenene˼ ‘Eno pipili kolangi’ nilimo akumu ka ulkena mele panjilimo. 
HEB.2.16	‘Yesusini aku sipe terimu akumu angelloma lipe tapondombando paa naa terimu.’ nimbu kanolemolo; ‘Eporayamone kalopa lsimu yemboma lipe tapondombando paa sike terimu.’ nimbu kanolemolo. 
HEB.2.17	Akumunge yunge angenupilime mana molemele mele yu aku sipe mana molopa eno umbune telemo molo mindili nolemele aku sipe ulume pali yu-kinie telu sipe wendo naa olkanje kapola molo. Yu yembomanga kondo kolopa Pulu Yemo popo tondoli ye awili olandopamo
HEB.2.18	Yu-kinie kondi topa manda lieli ulu awisili wendo omba, mindili norumu
HEB.3.1	Angokeme, na kinie pea Kirasinge yembo molemelema, mulu koleana molemo Pulu Yemone eno kepe mako topa ‘Nanga yemboma molangi.’ nilimo yemboma, aku nikiru ungumu ungu sikemo kene Yesusi molemo mele paa konopu kimbu siku molangi. Yu Pulu Yemone “Nanga kongonomo tende-pou.” nimbe lipe mundorumu yemo, akumu Pulu Yemo Popo Tondoli Ye Awili Olandopamola,
HEB.3.2	Ou Mosisini Pulu Yemonga yemboma nokopalie Pulu Yemone “Tei.” nirimu mele pilipe sumbi sipe tepa ungu te siye naa kolorumu aku sipela Pulu Yemone Yesusi mako topa kongono sipe “Tei.” nirimu mele pilipe lipe tenge panjipe terimu. ˻Pulu Yemonga yemboma yunge ulkemo mele.˼
HEB.3.3	Ye tene ulke takolemo aku ˻ulke pulu˼ yemo yunge imbi olandopa molemo, yu paa kapi nilimele, ulkemo yunge imbi olandopa naa molemo, aku sipe mele iye Yesusi ˻Pulu Yemo kinie pea ulkemo takoringilimunge˼ yunge imbimu ‘Paa ola molopili.’ ningu yu olandopa kapi ningu, ye nomi Mosisi ˻ulkemonga ponga molo simu mele angilierimumunge˼ yu manie mele kapi ningi liemo papu. 
HEB.3.4	Ulke te we wendo naa omba angilimo. Yembo tene ulke te takolemo kinie angilimo. Nalo Pulu Yemone melema pali ‘angiliepili’ nirimu-ne angilimo.
HEB.3.5	˻Yesusi kinie Mosisi kinie lupe lupeselo mele˼ ungu te pea ˻isipela:˼ Mosisi yu Pulu Yemonga kongono tendeli yemo molopa Pulu Yemone “Tei.” nirimu mele paa pilipe lipe Pulu Yemo yunge ulkena kongono tembando siye naa kolopa kongono tepa mindi molorumu. Yunge kongono terimu isipe: Pulu Yemone pe nimbe simbe mele Mosisini ou nimbe sirimu.
HEB.3.6	˻Mosisi ulkena kongono kendemande tendeli yemo molorumu˼ nalo Pulu Yemone pe lipe mundorumu ye nomi Kirasimu yu Pulu Yemonga Malo
HEB.3.7	Pe kinié ˻olio Pulu Yemonga yemboma molemolo˼ monga Mini Kake Telimuni nilimo mele piliemili. Yuni nimbendo:
HEB.3.7	“Pulu Yemone kinié nikimu ungumu
HEB.3.7	kinié piliengi liemo
HEB.3.8+HEB.3.9	ou enonga anda-kolepalimene
HEB.3.8+HEB.3.9	kolea ku lieline ‘Pulu Yemone
HEB.3.8+HEB.3.9	mumindili kolombanje?’ ningu kara puku
HEB.3.8+HEB.3.9	ungu nirindume ‘Paa naa pilimolo.’ ningu
HEB.3.8+HEB.3.9	ta niringi mele naa teayo.
HEB.3.8+HEB.3.9	Akune ponie tu paono omba pupili eno kanoko molangi
HEB.3.8+HEB.3.9	nane ˻‘Eno lipu tapondambo’ nimbu˼
HEB.3.8+HEB.3.9	ulu tondolo mare terindu nalo kanokolie
HEB.3.8+HEB.3.9	‘Pulu Yemone olio uluri naa tembanje,
HEB.3.8+HEB.3.9	kanopo kanamili.’ ningu
HEB.3.8+HEB.3.9	nanga ungumu naa pilku ta ningu,
HEB.3.8+HEB.3.9	‘na eno nokambo.’ naa niringi.
HEB.3.10	Akumunge nane kanu yemboma-kinie
HEB.3.10	paa mumindili kolopolie nimbondo:
HEB.3.10	“I yemboma nane ungu nilioma naa pilku
HEB.3.10	ta ningu enonga aulke mako tondorundune
HEB.3.10	naa puku munduku siye kolemele.” nirindu.
HEB.3.11	Eno-kinie mumindili kolopolie
HEB.3.11	mi lepo nimbondo:
HEB.3.11	‘Nane ‘Konopu taka lipe pepili molangi.’
HEB.3.11	nirindu ulu pulumu
HEB.3.11	eno paa naa linge.’ nirindu.”
HEB.3.11	nirimu.
HEB.3.12	Nanga angokeme, eno yembo molemelemanga tene ˻ou olionga anda-kolepalimene aku teringi mele˼ temba kene kanoko kondoko molaa. Enonga yembo tene ‘Ulu pulu kerime teambo.’ nimbe konopu lipe mundupe yu ˻Pulu Yemone nirimu mele ‘Sike.’ nimbe˼ tondolo mundupe pilimo mele mundupe siye kolopalie yemboma tondolo mundupe nokolemo tondolomo pelemo Pulu Yemo bulu simbe kene kanoko kondoko molaa. 
HEB.3.13	Aku naa tekolie ˻i siku teangi:˼ ‘Ulu pulu kerimene olio kondi topa ‘Kara pangi.’ nimbé kene’ ningu ‘yemboma anjo yando konopume tondolo pupili.’ ningu liku tapondangi. Pulu Yemone “Kinié” nirimu inie olakondo tondu akumu
HEB.3.14	˻Aku nikirumunge pulumu˼ isipe: Olio ‘Pulu Yemone sike lipe tapondomba.’ nimbu pilierimulu mele aku sipu kamu paa tondolo mundupu pilipu ambolopolie kolomulu liemo Pulu Yemone melema Kirasi simbe kinie Kirasini ‘Yunge yemboma simbo.’ nimbe panjerimu melema olio moke tepa simbela akumunge ‘aku siku teangi.’ nikiru. 
HEB.3.15	Aku mele inie olakondo tondu mele ˻paa konopu kimbu siku molangi.˼ Akumu isipe:
HEB.3.15	“Pulu Yemone kinié nikimu ungumu
HEB.3.15	kinié piliengi liemo
HEB.3.15	ou enonga anda-kolepalimene kara puku
