MAT.1.1	Leabhar gheinealuigh Iósa Críosd, mhic Dhaibhi, mhic Abraham.
PSA.35.22	Do chonnairc tú so, a 
PSA.35.23	Corruigh súas thú féin, agus músgail chum mo bhreitheamhnuis, chum mo chúise, mo 
PSA.35.24	Beir breitheamhnus orum, do reír thfíréuntachda, ó a 
PSA.35.25	Ná habraid síad iona ccroidhe, Aha, ar nanam: ná habruid, Do shluigeamar súas é.
PSA.35.26	Náirighthear agus claóidhtear a néinfheachd an drong do ní gáirdiughadh ann molc: éaduighthear íad lé himdheargadh, agus neímhonoir noch mhóruighios 
PSA.35.27	Gáiredís lé lúathgáire, agus bídís gáirdeach, gach a bhfuil fabharthach dom fhíréuntachd: agus abraidís do ghnáth, Bíodh an 
PSA.35.28	Agus foiliseochuigh mo theanga thfíréuntachd, 
PSA.36.1	A Deir droichghníomh an chiontuigh a stigh ann mo chroidhe, 
PSA.36.2	Oír do ní spleadhachus ris féin iona radharc, nó go naithnighior go bhfuil a pheacaidh fúathmhar.
PSA.36.3	Is mícheart agus mealltóireachd bríathra a bhéil: do léig dhe bheith glic, 
PSA.36.4	Smuáinighidh sé díomháoineas air a leabuidh; suighidh sé féin ar shlighe 
PSA.36.5	A 
PSA.36.6	Is cosmhuil thfíréantachd re sléibhtibh ro árda; do bhreitheamhnuis 
PSA.36.7	Cred 
PSA.36.8	Béid ar na sásughadh go ro mhór lé méathus do thighe; agus do bhéara tú orra ól daibhne haóibhnis.
PSA.36.9	Oír is agadsa 
PSA.36.10	Faduigh do thrócaire don luchd darab éolach thú; agus thfíréuntachd don díreach a ccroidhe.
PSA.36.11	Na tigeadh cos a núabhair orum, agus ná corruigheadh lámh an chiontuigh mé.
PSA.36.12	Annsin do thuiteadar luchd oibrighthe na hurchóide: do teilgiodh síos íad, agus ní budh éidir léo éirghe.
PSA.37.1	Na fearguidh thú féin fá luchd déanta a nuilc, ná bí aingidhe a naghaidh luchda oibrighthe a néigceirt.
PSA.37.2	Oír mar an bhféur gearrfuighear síos go hobann íad, agus críonfuid mar an luibh ghlais.
PSA.37.3	Cuir do dhóigh annsa 
PSA.37.4	Agus bíodh do dhúil fós annsa 
PSA.37.5	Táobh do shlighe ris an 
PSA.37.6	Agus do bhéaruidh sé amach thfíreuntachd mar an solus, agus do bhreitheamhnus mar sholus an mheadhon laói.
PSA.37.7	Bí ad thocht don 
PSA.37.8	Scuir ó fheirg, agus léig dhíot ainteas: ná fearguidh thú féin air éanchor chum uilc do dhéanamh.
PSA.37.9	Oir gearrfuighthear amach luchd déanta na héagcóra: agus luchd feithmhe air an 
PSA.37.10	Agus fós beagán, agus 
PSA.37.11	Acht géubhuid na ceansuighthe oighreachd a nfearuinn; agus biáidh a ndúil a niomad na síothchána.
PSA.37.12	Do ní an tanduine tionsgnamh a naghaidh a nionnruic, agus do ní díoscán na aghaidh ré na fhíaclaibh.
PSA.37.13	Do dhéana an 
PSA.37.14	Do thairngeadar na drochdhaóine an cloidheamh, agus do réighiodar a mbogha, do theilgean na mbuaidheartha agus an mbochd síos, 
PSA.37.15	Rachuidh a ccloidheamh a steach iona ccroidhe féin, agus brisfighthear a mbogha.
PSA.37.16	Is féarr an beagan atá ag an bhfíréun ná saidhbhrios mhóráin do dhrochdhaóinibh.
PSA.37.17	Oír brisfighthear rightheach na ndrochdhaóine: acht congmhaidh an 
PSA.37.18	As aithne don 
PSA.37.19	Ní bhiáidh náire orra a naimsir a nuilc: agus béid sásuigh a laéthibh na gorta.
PSA.37.20	Acht meithfid na cionntuigh, agus 
PSA.37.21	Gabhaidh an drochduine áirleagadh, agus ní dhíolann a rís: acht taisbeanuidh an fíréun trócaire, agus do bheir ní úadh.
PSA.37.22	Oír 
PSA.37.23	Is ón 
PSA.37.24	Bíodh go ttuitfeadh, ní teilgfighthear síos é: óir congmhaidh an 
PSA.37.25	Do bhí mé óg, agus 
PSA.37.27	Dealuigh ó nolc, agus déan maith; agus áitreibh go bráth.
PSA.37.28	Oír is ionmhuin leis an 
PSA.37.29	Géabhaid na daóine fíréunta oighreachd a nfeáruinn, agus áitreobhuid ann go síorruidhe.
PSA.37.30	Laibheoruidh béul a nfíréin eagna, agus laibheoruidh a theanga breitheamhnus.
PSA.37.32	Bí an drochdhuine ag faire ar an bhfíréun, agus íarruidh a chur chum báis.
PSA.37.33	Ní fhúigfidh an 
PSA.37.34	Feith air an 
PSA.37.35	Do chonnairc mé an drochdhuine neartmhar, agus agá leathnughadh féin amhuil crann glas fhasas úadh féin.
PSA.37.36	Agus do ghabhus thort, 
PSA.37.37	Comharthuigh an fíréun, féuch air an ndíreach: óir is síothcháin críoch 
PSA.37.38	Acht scriosfuighthear luchd an tsáruighthe á néinfheachd: agus gearrfar amach deireadh an drochdhuine.
PSA.37.39	Agus is ón 
PSA.37.40	Agus do bhéaruidh an 
PSA.38.1	A 
PSA.38.2	Oír atáid do shoighde na seasamh go daingion ionnum, agus atá do lámh dom bhrughadh go doirbh.
PSA.38.4	Oír do chúadar mo chionta ós mo cheann: mar úalach trom atáid ro throm agam.
PSA.38.5	Atáid mo chréachda morcuidhthe agus atáid bréun do bhrígh mo leimhe.
PSA.38.6	Atáim crotach; atáim ag cláonadh síos go hiomarcach; siubhluim a ndoilghios ar feadh an laói uile.
PSA.38.7	Oír atáid mo shlíasta dá losgadh; agus 
PSA.38.8	Atáim anbhfann agus ar mo bhualadh go neimhneach: do nuáill mé ar son mhíoshuaimhnis mo chroidhe.
PSA.38.9	A 
PSA.38.10	Atá mo chroidhe luáimhneach, tréigidh mo neart mé: agus ní bhfuil solus féin mo shúl agam.
PSA.38.11	Seasaid máos grádha agus mo cháirde gan bheith a lathair mo bhuilleadh; agus seasaid mo ghaol a bhfad uáim.
PSA.38.12	Agus an luchd atá ag tóruigheachd ar manam cuirid paintéir 
PSA.38.13	Acht misi, amhuil 
PSA.38.14	Mar so do bhi mé mar dhuine nach ccluinionn, agus ag 
PSA.38.15	Oír ionnadsa, a 
PSA.38.16	Oír a dubhrus, Deagla go ndéindís gáirdeáchus orum: a núair chorruigheas mo chos, móruighid 
PSA.38.17	Oír 
PSA.38.18	Oír foillseochaidh mé mo chionta; agus bíad dhoilghiosach air son mo pheacaidh.
PSA.38.19	Acht 
PSA.38.20	Agus an drong thoirbhearus olc ar son maitheasa atáid na naimhdibh agam; do bhrígh go leanuim an mhaith.
PSA.38.21	Ná tréig mé, a 
PSA.38.22	Déana deithfir chum mfúrtachda, ó a 
PSA.39.1	A Dubhairt mé, Do bhéara mé aire dom shlighthibh, go nach déanad peacadh lem theangaidh: coinneochad srian rem bhéul, an feadh bhías an ciontach ós mo choinne.
PSA.39.2	Do bhí mé balbh ré a bheith am thocht, do bhí mé am thocht, ó mhaith; agus do corruigheadh mo dhoilghios.
PSA.39.3	Do bhí mo chroidhe te ionnam a stigh, ann mo smuáineadh do las an teine: 
PSA.39.4	A 
PSA.39.5	Féuch, do rinne tú mo láethe do leithead baise; agus 
PSA.39.6	Go deimhin is mar íomháigh shiubhlas a nuile dhuine: go deimhin is a ndíomhaóineas do níd corrughadh: cruinnidh duine 
PSA.39.7	Agus a nois, cred ar a bhfuilim ag feithiomh? a 
PSA.39.8	Om uile aindligheadh sáor mé: na déan scannail a namadáin díom.
PSA.39.9	Do bhí mé balbh, níor fhoscáil mé mó bhéul; do bhrígh go ndéarna tusa 
PSA.39.10	Athruigh uáimse do bhuille: do mheath mé tre bhuille do láimhe.
PSA.39.11	An tan cheasnuighios tú duine re hachmhusanuibh air son éigceirt, do bhearair air a sgeimhe cnáoi mar léaman: is díomhaóineas go léir a nuile dhuine. Selah.
PSA.39.12	Cluin múrnuigh, a 
PSA.39.13	Coisg dhíom, agus léig dhamh mo neart dathnúaghadh, suil imtheachad, agus nach bíad ann ní sa mó.
PSA.40.1	Do fheith mé go foighideach ris an 
PSA.40.2	Thug sé súas mé mar an gcéadna as an bpoll úathbhásach, as criáidh lathaidh, agus do chuir mo chosa ar charruic, 
PSA.40.3	Agus do chuir sé caintic núadh ann mo bhéul, moladh dar Ndía: do chífid mórán 
PSA.40.5	O a 
PSA.40.6	Níor íarr tú íodhbairt nó ofráil; dfoscail tú mo chlúasa: ofráil loisge nó ofráil pheacaidh níor íarr tú.
PSA.40.7	Annsin a dúbhairt misi, Féuch, atáim ag teacht: a cceann an leabhair 
PSA.40.8	Is áoibhin leam do thoil do dhéanamh, O mo Dhé: agus 
PSA.40.9	Do shoisgéil mé thfíréuntacht annsa gcoimhthionól mhór: féuch, níor connuimh mé mo bhéul, is aithne dhuit, a 
PSA.40.10	Níor fholuigh mé thfíréuntachd a meadhon mo chroidhe; dfoillsigh mé thfírinne agus do shlánughadh: níor cheilios do chineal grádhach agus thfírinne ón ccoimhthionól mhór.
PSA.40.11	Ná connuimhsi úaim a 
PSA.40.12	Oír do timchiolladar uilc dhóairmhe fa ccuairt mé: do ghabhadar na peacaidh greim dhíom, agus ní fhéaduim fhéuchuin súas; atáid ní is líonmhuire ná grúag mo chinn: agus do thréig mo chroidhe mé.
PSA.40.13	Toiligh, a 
PSA.40.14	Náirighthear, agus claóidhtear íad a néinfheachd noch íarrus manam do mhilleadh; filltior ar a nais agus náirighthear an dream noch órduighios olc dhamh.
PSA.40.15	Diothlaithrighthear íad mar lúaigheachd a náire noch a deir riom, Aha, aha.
PSA.40.16	Déanaidís gáirdeachus agus bídís lúathgháireach ionnadsa gach áon dá níarrann tusa: abraidís a ccomhnuighe gach a ngrádhuighionn do shlánughadh, Go méadaighthear an 
PSA.40.17	Bíodh go 
PSA.41.1	Is beannuigh an té do bheir aire don bhochd: sáorfuidh an 
PSA.41.2	Cuimhdeochuidh an 
PSA.41.3	Do dhéana an 
PSA.41.4	A dubhairt mé, A 
PSA.41.5	Labhruidh mo naimhde go holc orum, Cá huáir éugfas sé, agus mheithfeas a ainm?
PSA.41.6	Agus má thig dom fhéuchuin, labhruidh sé díomhaóineas: cruinnighe a chróidhe urchóid dhó féin; rachaidh amach annsa tsráid, agus laibheoruidh 
PSA.41.7	Tiaghaid a ccogar ré chéile am aghaidh an mhéid fhúathuighios mé: smuáinid olc am aghaidh, 
PSA.41.8	Atá droch easláinte ceangailte go daingion de: agus 
PSA.41.9	Fear mo shíothchána, fós, iona raibh mo dhóigh, noch a duáigh marán, do thog sé suas 
PSA.41.10	Acht tusa, a 
PSA.41.11	Air so aithnighim go bhfuil dúil agadsa ionnam, do bhrígh nach déanuid mo naimhde caithréim ós mo chionn.
PSA.41.12	Acht ar mo shonsa, congmha tú súas mé ann mo iomláine, agus cuirfir mé ós coinne haighthe go bráth.
PSA.41.13	Go madh beannuigh bhías an 
PSA.42.1	Mar dhúilighios a neilit srothá na nuisgeadh, is marsin dhúilighios manam ionnadsa, a Dhé.
PSA.42.2	Atá tart air manam chum Dé, chum an Dé mharthannuigh: ca huáir thiucfad agus thaisbeanfad mé féin ós coinne aighthe Dé?
PSA.42.3	Dob íad mo dhéora mo bhíadh do ló agus doidhche, an feadh a deirthear riom go láetheamhuil, Cáit a 
PSA.42.4	Cuimhnighim na 
PSA.42.5	Cred fa tteilgthear síos thú, ó manam? agus 
PSA.42.6	O mo Dhía, atá manam ar na theilgion síos ionnam: da bhríghsin cuimhníghim ortsa ó thalamh lordan, agus Hermonim, agus ón ccnoc bheag.
PSA.42.7	Goiridh an dubhaigéan chum an dubhaigéin re guth do dhuisioll uisgeadh: do chúador do thonna agus do thuile úile tharam.
PSA.42.8	Annsa ló aitheanas Día dhá thrócaire, 
PSA.42.9	Déara mé ré Día mo charraic, Cred as ar dheármuid tú mé? cred fa nimthighim go doilghiosach ó shárughadh mo námhad?
PSA.42.10	Lé cloidheamh ann mo chnámhuibh, scannluighid meascáirde mé; an feadh a deirid riom go láetheamhuil; Cáit a 
PSA.42.11	Cred fa tteilgeann tú thú féin síos, ó manam? agus cred fa bhfuil tú buáidheartha ionnam? cuir do dhóigh a Ndía: oír molfa mé fós é, sláinte maighthe, agus mo Dhía.
PSA.43.1	Déana breitheamhnus orum, a Dhé, agus tagair mo chúis an aghaidh an ccineadh neamhthrócaireach: saor mé ó fhear na mealltóireachda agus na hurchoide.
PSA.43.2	Óir 
PSA.43.3	Cuir 
PSA.43.4	Agus annsin racha mé go haltóir Dé, go nuige Día luathgháir mo gháirdeachuis: agus, molfad thú ar an ccláirsigh, ó a Dhé mo Dhía.
PSA.43.5	Cred fa tteilgionn tú thú féin síos, ó manam? agus cred fa bhfuil tú buáidheartha ionnam? cuir do dhóigh a Ndía: óir molfad é fós, sláinte maighthe, agus mo Dhía.
PSA.44.1	A Dhé, do chúalamar ré ar gclúasaibh, agus dfoillsigheadar ar naithre dhúinn, a nobair doibrigh tú iona naimsir, san tseanaimsir.
PSA.44.2	Gur dhíbris amach léd láimh na cineadhacha, agus gur shuighidh tú íadsan; do rinnis olc do na daoinibh, agus do theilgis amach íad.
PSA.44.3	Oír ní re na gcloidheamh do ghabhadar oighreachd a nfearuinn, agus ní hí a lámh féin do sháor íad: acht do lámh dheassa, agus do rígh, agus solus haighthe, do bhrígh go raibh tú fabharthach dhóibh.
PSA.44.4	Tusa mo Rígh, a Dhé: aithin sáorughadh do Iácob.
PSA.44.5	Ionnadsa bhuailfiom ar naimhde: ann hainmse shailteoram síos an drong noch éirghios ar naghaidh.
PSA.44.6	Oír ní chuirfead mo dhóigh ann mo bhogha, agus ní sáorfa mo chloidheamh mé.
PSA.44.7	Acht do thárthuigh tusa sinn ó ar naimhdibh, agus do náirighis luchd ar ngortuighthe.
PSA.44.8	Do nímid glóir a Ndía ar feadh an laói, agus molfam hainm choidhche. Selah.
PSA.44.9	Acht do thréig tú, agus do náirigh tú sinn; agus ní racha tú amach ré ar slúaghaibh.
PSA.44.10	Do bheir tú oruinn iompógh ón namhaid: agus an luchd fhúathuighios sinn do níd éadáil dóibh féin.
PSA.44.11	Do bheir tú sinn amhuil mineallach mar bhíadh; agus spréighe tú sinn a measc na ngeinteadh.
PSA.44.12	Reaca tú do dhaóine air néimhní, agus ní mhéaduigheann tú ó a lúach.
PSA.44.13	Do ní tú scannail dar ccomharsanuibh dhínn, tarcuisne agus magadh don luchd atá fá ccuáirt ar ttimchioll.
PSA.44.14	Do ní tú seanfhocal dínn a measc na ngeinteadh, crothadh cinn a measc na bpoibleach.
PSA.44.16	Ó ghuth an cháintéora agus an scannluighthéora; ó aghaidh na námhad agus an dioghaltaigh.
PSA.44.17	Tháinig so uile oruinn; gidheadh níor dhearmadamar thusa, agus ní dhearnamar míochoinghioll a naghaidh do chonnartha.
PSA.44.18	Níor iompoigh ar gcroidhe air a ais agus níor chláon ar ccoiscéime ód shlighe;
PSA.44.19	Máta gur bhrúigh tú sinn a nionad na ndragún, agus gur fholuigh tú sinn le scáile an bháis.
PSA.44.20	Má dhearmadamar ainm ar Ndé, agus gur leathnuigheamar ó chéile ar lámha chum Dé choimhthighe;
PSA.44.21	Nach spionfaidh Día so amach? óir is aithne dhó neithe foluightheacha an chroidhe.
PSA.44.22	Aseadh, ar do shonsa marbhthar sinn go láetheamhuil; meastar sinn mar chaorchuibh chum a náir.
PSA.44.23	Múscail, créd fa ccodlann tú, a 
PSA.44.24	Cred fa gceilionn tú do ghnúis, a ndeana tú dearmad dar mbuáidhreadh agus dar sárughadh?
PSA.44.25	Oír do cláonadh ar nanam síos chum an luaithrigh: ceangluidh ar mbolg don talamh.
PSA.44.26	Eírigh ad chabhair dhuinne, agus fúasgail sinn ar son do thrócaire.
PSA.45.1	Sceithigh mo chroidhe amach cúis mhaith: labhruim mobair don rígh: mo theanga mar pheann scribhnéora ro dheithniosaidh.
PSA.45.2	Is bréaghdha thú na clann na ndáoine: atáid grása ar ndórtadh ann do bhéul: uime sin do bheannaigh Día thú go bráth.
PSA.45.3	Deasuigh do chloidheamh ar do shlíasuid, ó a chumhachduigh, red ghlóir agus red dhaitheamhlachd.
PSA.45.4	Agus beir biseach ann do bhréaghdhachd déan marcuigheachd air haghaidh do bhrígh bhreithe na fírinne agus ceánnsachda 
PSA.45.7	Do ghrádhuigh tú fíréuntachd, agus dfúathaigh tú éaigceart: air a nadhbharsin do ungaidh Día, do Dhía féin, thú le hola luathgháire ós cionn do chompánach.
PSA.45.10	Eíst, a inghean, agus faic, agus cláon do chlúas; agus dearmaid do dhaóine féin, agus tigh hathar;
PSA.45.11	Agus sainnteochuidh an rígh do scéimh: óir isé féin do 
PSA.45.12	Agus guidhfid ingheana Tíor haghaidh re tiodhlacadh, an chuid is saidhbhre don phobal.
PSA.45.14	Do bhéarthar í chum an rígh a nórnaidheachd dobair shnaithide: na maighdiona a compánuigh noch leanas í do bhéarthar chugadsa íad.
PSA.45.15	Do bhéarthar íad maille ré lúathgháir agus gháirdeachus: tiucfuid go pálás an rígh.
PSA.45.16	A náit haithreadh biáid do mhic, suigheochthar mar phrionnsuighibh íad san talamh uile.
PSA.45.17	Do bhéarad fa deara hainm do bheith ar cuimhne ann gach aon ghinealach: uime sin molfuid na daóine thú go sáoghal na sáoghal.
PSA.46.1	Se Día ar ndídean agus ar neart, cungnamh ro ollamh a mbuaidhreadh.
PSA.46.2	Ar a nadhbharsin ní bhía eagla oruinn, da mbeith go nárthochadh an talamh, bíodh go náthrochadh na sléibhte go meadhon na fairge;
PSA.46.6	Do rinneadar na cineadhacha fuáim, do chorruigheadar na rioghachda: do labhair seision, do leagh an talamh.
PSA.46.8	Tigidh, féuchuidh air oibribh an 
PSA.46.9	Do bheir sé fa deara cogadh do chosc go crích na talmhan; brisigh sé an bogha, agus gearruidh an gath ó chéile; loisgidh sé na carbuid annsa teine, 
PSA.46.10	Coisgidh, agus bíodh a fhios agaibh gur misi Día: biáidh mé ar márdughadh a measc na gcineadhach, biáidh mé onórach air an ttalamh.
PSA.47.1	Buailidh bhur mbasa, sibhsi uile a phobal; déanuidh gáirdeachus chum Dé re guth caithréime.
PSA.47.2	Oír 
PSA.47.3	Claóidhfidh sé na daóine fúinne, agus na cineadhacha fá ar ccosuibh.
PSA.47.4	Toighfidh sé ar noighreachd dúinn, oirdhearcus Iácob noch do ghrádhuigh sé. Selah.
PSA.47.5	Do chuáidh Día súas ré caithréim, an 
PSA.47.6	Canuidh psailm do Dhía, canaidh psailm: canaidh moladh dár Rígh, canaidh moladh.
PSA.47.7	Oír 
PSA.47.8	Atá Día a rioghachd ós cionn na ccineadhach: suighidh Día ar chathaóir a náomhthachda.
PSA.47.9	Do chruinnigheadar prionnsuidhe na ndaoine re chéile, pobal Dé Abraham: óir is 
PSA.48.1	Is mór an 
PSA.48.2	Is bréaghdha a shuighiughadh, sólás na talmhan uile, cnoc Síon, taoibh an tuáisceirt, cathair an Rígh mhóir.
PSA.48.3	Is aithnid Día ann a phálásuibh mar dhídean.
PSA.48.4	Oír, féuch, do chruinnigheadar na ríghthe, agus do ghabhadar thort le chéile a néinfheachd.
PSA.48.5	Do chonncadar 
PSA.48.6	Do ghabh eagla greim, dhíobh annsin, pían, mar mhnaói ag breith.
PSA.48.7	Brisionn tú loingios Tharsis ris an ngaóith a noir.
PSA.48.8	Do réir mar do chualamar, marsin do chonncamar a ccathruigh 
PSA.48.9	Atamaoid ag feithiomh air do chinéul grádhach, a Dhé, a lár do theampoill.
PSA.48.10	Do réir hanma, a Dhé, is marsin 
PSA.48.11	Déanadh slíabh Síon gáirdeachus, bídís ingheana Iúdah fólásach, do bhrígh do bhreitheamhnusa.
PSA.48.12	Siubhail timchioll Shíon, gabh fá ccuáirt na timchioll: áirimh a tuir.
PSA.48.13	Comharthuighe go maith a balladha, amhaircigh air a pálásuibh; go ninnsighe don ghiniolach 
PSA.48.14	Oír 
PSA.49.1	Cluinidhe so, a dhaoine uile; éisdighe sibhsi, a uile áitreabhthacha an domhuin:
PSA.49.2	An tárd, agus an tísiol, an saidhbhir, agus an daidhbhir, le chéile,
PSA.49.3	Laibheoruidh mo bhéul neithe glioca; agus smuáiniughaidh mo chroidhe iomad eagna.
PSA.49.4	Cláonfad mo chlúas chum cosamhlachd: foisceolad air an ccláirsigh mo rádh díamhair.
PSA.49.5	Cred fá mbeith eagla orum a laéthe a nuilc, an tan thiocfas éagceart mo shál am thimchioll fá gcuáirt?
PSA.49.6	An dream chuireas a ndóthchus iona saidhbhrios, agus do ní aidhbhéil asta féin a niomad a maóine;
PSA.49.7	Ní fhuáisceoluidh 
PSA.49.8	(Oír 
PSA.49.9	Go madh héidir leis fós marthainn go bráth, 
PSA.49.10	Oír do chí go néuguid daoine críonna, an tamadán fós agus an duine brúideamhuil go néuguid síad, agus go bhfágaid ag daóinibh oile a saidhbhrios.
PSA.49.11	Síad smuáintighthe a ccroidhe, a ttighthe do 
PSA.49.12	Acht ní dhéana an duine comhnuidhe a noirdhearcus: is cosmhuil é ris na hainmhintibh mheathas.
PSA.49.14	Cuirthear san úaidh íad mar cháorchaibh; iosfuidh an bás íad; biáidh úachdaránachd ag an bhfíréun orra air maidin; agus cnaóifighear a mbréaghdhachd san úaidh as a nionad comhnuighe.
PSA.49.15	Acht sáorfa Día manamsa as láimh na húaidhe: óir géabhúidh sé chuige mé. Selah.
PSA.49.16	Ná bíodh eagla ort a nuáir do nithear duine saidhbhir, a nuáir mhéuduighthear glóir a thighe;
PSA.49.17	Oír an tan éugfas sé ní bheára éinní leis: ní rachaidh a ghlóir síos dá leanmhuin.
PSA.49.18	Bíodh gur bheannuigh sé a anam iona bheatha: agus go molfaid thú, mar do dhéanair maith dhuit féin.
PSA.49.19	Rachaidh sé go ginealach a aithreach; ní fhaicfidh solus go bráth.
PSA.49.20	An duine atá a noirdhearcus, agus nach ttuigionn, is cosmhail é ris na hainmhidhibh imthighios seachad.
PSA.50.1	Do ráidh an Día cumhachdach, an 
PSA.50.2	Amach as Sion, do lonnruigh Día, iomláine na sgéimhe.
PSA.50.3	Tiucfaidh ar Ndía, agus ní bhiáidh na thochd: loisgfidh teine roimhe, agus biáidh anfa iomarcach na thimchioll fa gcuáirt.
PSA.50.4	Goirfidh sé chum na bhflaitheas ó a núas, agus chum na talmhan, do bhreith breithe air a dhaoinibh.
PSA.50.5	Cruinnighe mo náomha chugam; noch do rinne cunnradh liom le híodhbairt.
PSA.50.6	Agus foillseochuid na flaithis a fhíréuntachd: óir isé Día féin an breitheamh. Selah.
