GEN.1.1	NEL principio Iddio creò il cielo e la terra
2CO.5.2	Poichè in questa tenda ancora sospiriamo
2CO.5.3	Se pur saremo trovati vestiti, 
2CO.5.4	Perciocchè 
2CO.5.5	Or colui che ci ha formati a questo stesso, 
2CO.5.6	Noi adunque abbiamo sempre confidanza; e sappiamo che, mentre dimoriamo come forestieri nel corpo, siamo in pellegrinaggio, 
2CO.5.7	Poichè camminiamo per fede, e non per aspetto
2CO.5.8	Ma noi abbiamo confidanza, ed abbiamo molto più caro di partire dal corpo, e di andare ad abitar col Signore
2CO.5.9	Perciò ancora ci studiamo, e dimorando come forestieri 
2CO.5.10	Poichè bisogna che noi tutti compariamo davanti al tribunal di Cristo
2CO.5.11	SAPENDO adunque lo spavento del Signore
2CO.5.12	Perciocchè noi non ci raccomandiamo di nuovo a voi, ma vi diamo cagione di gloriarvi di noi; acciocchè abbiate 
2CO.5.13	Imperocchè, se noi siam fuori del senno
2CO.5.14	Poichè l'amor di Cristo ci possiede. 
2CO.5.15	Avendo fatta questa determinazione: che, se uno è morto per tutti, tutti adunque erano morti
2CO.5.16	Talchè noi da quest'ora non conosciamo alcuno secondo la carne
2CO.5.17	Se adunque alcuno 
2CO.5.18	Or il tutto 
2CO.5.19	Poichè Iddio ha riconciliato il mondo a sè in Cristo
2CO.5.20	Noi adunque facciam l'ambasciata per Cristo
2CO.5.21	Perciocchè egli ha fatto 
2CO.6.1	OR essendo operai nell'opera 
2CO.6.2	(perciocchè egli dice: Io ti ho esaudito nel tempo accettevole, e ti ho aiutato nel giorno della salute
2CO.6.3	non dando intoppo alcuno in cosa veruna
2CO.6.4	Anzi, rendendoci noi stessi approvati in ogni cosa, come ministri di Dio, in molta sofferenza, in afflizioni, in necessità, in distrette, 
2CO.6.5	in battiture, in prigioni, in turbamenti, in travagli, in vigilie, in digiuni
2CO.6.6	in purità, in conoscenza, in pazienza, in benignità, in Ispirito Santo, in carità non finta
2CO.6.7	in parola di verità
2CO.6.8	per gloria, e per ignominia; per buona fama, e per infamia; 
2CO.6.9	come seduttori, e 
2CO.6.10	come contristati, e 
2CO.6.11	LA nostra bocca è aperta inverso voi, o Corinti; il cuor nostro è allargato. 
2CO.6.12	Voi non siete allo stretto in noi
2CO.6.13	Ora, per 
2CO.6.14	Non vi accoppiate con gl'infedeli
2CO.6.15	E che armonia 
2CO.6.16	E che accordo 
2CO.6.17	Perciò, dipartitevi del mezzo di loro, e separatevene
2CO.6.18	e vi sarò per padre, e voi mi sarete per figliuoli e per figliuole, dice il Signore Onnipotente
2CO.7.1	Avendo adunque queste promesse, cari miei, purghiamoci
2CO.7.2	DATECI luogo in voi; noi non abbiam fatto torto ad alcuno, non abbiamo corrotto alcuno, non abbiamo frodato alcuno
2CO.7.3	Io non 
2CO.7.4	Io ho gran libertà di parlare inverso voi, io ho molto di che gloriarmi di voi
2CO.7.5	Perciocchè, essendo noi venuti in Macedonia, la nostra carne non ha avuta requie alcuna; ma siamo stati afflitti in ogni maniera: combattimenti di fuori, spaventi di dentro. 
2CO.7.6	Ma Iddio, che consola gli umiliati
2CO.7.7	E non sol per la venuta d'esso, ma ancora per la consolazione della quale è stato consolato appresso di voi; rapportandoci la vostra grande affezione, il vostro pianto, il vostro zelo per me; talchè io me ne son molto maggiormente rallegrato.
2CO.7.8	Perciocchè, benchè io vi abbia contristati per quell'epistola, 
2CO.7.9	Or mi rallegro, non perchè siate stati contristati, ma perchè siete stati contristati a ravvedimento; perciocchè voi siete stati contristati secondo Iddio, acciocchè in cosa alcuna voi non riceveste alcun danno da noi. 
2CO.7.10	Poichè la tristizia secondo Iddio produce ravvedimento a salute
2CO.7.11	Perciocchè, ecco, questo stesso 
2CO.7.12	Benchè adunque io vi abbia scritto, io non 
2CO.7.13	Perciò, noi siamo stati consolati; ed oltre alla consolazione che noi abbiamo avuta di voi, vie più ci siam rallegrati per l'allegrezza di Tito
2CO.7.14	Perciocchè, se mi sono presso lui gloriato di voi
2CO.7.15	Laonde ancora egli è vie più sviscerato inverso voi, quando si ricorda dell'ubbidienza di voi tutti
2CO.7.16	Io mi rallegro adunque che in ogni cosa io mi posso confidar di voi.
2CO.8.1	ORA, fratelli, noi vi facciamo assapere la grazia di Dio, ch'è stata data nelle chiese della Macedonia; 
2CO.8.2	 che in molta prova d'afflizione, l'abbondanza della loro allegrezza, e la lor profonda provertà
2CO.8.3	Poichè, secondo il poter 
2CO.8.4	Pregandoci, con molti conforti, d'accettar la grazia, e la comunione di questa sovvenzione che 
2CO.8.5	Ed 
2CO.8.6	Talchè noi abbiamo esortato Tito
2CO.8.7	Ma, come voi abbondate in ogni cosa, in fede, e in parola, ed in conoscenza, e in ogni studio, e nella carità vostra inverso noi; 
2CO.8.8	Io non 
2CO.8.9	Perciocchè voi sapete la grazia del Signor nostro Gesù Cristo, come, essendo ricco, si è fatto povero per voi
2CO.8.10	E do consiglio in questo; perciocchè questo è utile a voi
2CO.8.11	Ora, compiete dunque eziandio il fare; acciocchè, come 
2CO.8.12	Perciocchè, se vi è la prontezza dell'animo, uno è accettevole secondo ciò ch'egli ha, e non secondo ciò ch'egli non ha
2CO.8.13	Poichè 
2CO.8.14	Acciocchè altresì la loro abbondanza sia 
2CO.8.15	Chi 
2CO.8.16	Ora, ringraziato sia Iddio, che ha messo nel cuor di Tito lo stesso studio per voi. 
2CO.8.17	Poichè egli ha accettata l'esortazione
2CO.8.18	Or noi abbiam mandato con lui questo fratello
2CO.8.19	E non sol 
2CO.8.20	schivando noi questo: che niuno ci biasimi in quest'abbondanza, che è da noi amministrata; 
2CO.8.21	procurando cose oneste, non solo nel cospetto del Signore, ma ancora nel cospetto degli uomini
2CO.8.22	Or noi abbiam mandato con loro questo nostro fratello, il quale abbiamo spesse volte, in molte cose, sperimentato esser diligente, ed ora lo è molto più, per la molta confidanza 
2CO.8.23	Quant'è a Tito, 
2CO.8.24	Dimostrate adunque inverso loro, nel cospetto delle chiese, la prova della vostra carità, e di ciò che ci gloriamo di voi.
2CO.9.1	Perciocchè della sovvenzione, che è per i santi
2CO.9.2	Poichè io conosco la prontezza dell'animo vostro, per la quale io mi glorio di voi presso i Macedoni, 
2CO.9.3	Or io ho mandati questi fratelli, acciocchè il nostro vanto di voi non riesca vano in questa parte; affinchè, come io dissi, siate presti. 
2CO.9.4	Che talora, se, quando i Macedoni saranno venuti meco, non vi trovano presti, non siamo svergognati noi (per non dir voi), in questa ferma confidanza del 
2CO.9.5	Perciò ho reputato necessario d'esortare i fratelli, che vadano innanzi a voi, e prima dieno compimento alla già significata vostra benedizione; acciocchè sia presta, pur come benedizione, e non avarizia.
2CO.9.6	Or questo 
2CO.9.7	Ciascuno 
2CO.9.8	Or Iddio 
2CO.9.9	siccome è scritto: Egli ha sparso, egli ha donato a' poveri; la sua giustizia dimora in eterno
2CO.9.10	Or colui che fornisce di semenza il seminatore, e di pane da mangiare
2CO.9.11	in maniera che del tutto siate arricchiti ad ogni liberalità, la quale per noi produce rendimento di grazie a Dio. 
2CO.9.12	Poichè l'amministrazione di questo servigio sacro non solo supplisce le necessità de' santi, ma ancora ridonda inverso Iddio per molti ringraziamenti. 
2CO.9.13	In quanto che, per la prova di questa somministrazione, glorificano Iddio
2CO.9.14	E con le loro orazioni per voi vi dimostrano singolare affezione per l'eccellente grazia di Dio sopra voi.
2CO.9.15	Or ringraziato sia Iddio del suo ineffabile dono
2CO.10.1	OR io Paolo vi esorto per la benignità, e mansuetudine di Cristo
2CO.10.2	E 
2CO.10.3	Poichè, camminando nella carne, non guerreggiamo secondo la carne 
2CO.10.4	(perciocchè le armi della nostra guerra non 
2CO.10.5	sovvertendo i discorsi, ed ogni altezza che si eleva contro alla conoscenza di Dio
2CO.10.6	Ed avendo presta in mano la punizione d'ogni disubbidienza
2CO.10.7	Riguardate voi alle cose 
2CO.10.8	Perciocchè, benchè io mi gloriassi ancora alquanto più della nostra podestà
2CO.10.9	Ora, non facciasi stima di me, come se vi spaventassi per lettere. 
2CO.10.10	Perciocchè, ben sono, dice 
2CO.10.11	Il tale reputi questo: che, quali siamo assenti, in parola, per lettere; tali 
2CO.10.12	Perciocchè noi non osiamo aggiungerci, nè paragonarci con alcuni di coloro che si raccomandano loro stessi; ma essi, misurandosi per sè stessi, e paragonandosi con sè stessi
2CO.10.13	Ma, quant'è a noi, non ci glorieremo all'infinito; anzi, secondo la misura del limite che Iddio ci ha spartito come misura 
2CO.10.14	Perciocchè noi non ci distendiamo oltre 
2CO.10.15	non gloriandoci all'infinito delle fatiche altrui
2CO.10.16	Ed anche che noi evangelizzeremo ne'  
2CO.10.17	Ora, chi si gloria, gloriisi nel Signore
2CO.10.18	Poichè, non colui che raccomanda sè stesso 
2CO.11.1	OH quanto desidererei che voi comportaste un poco la mia follia! ma sì, comportatemi. 
2CO.11.2	Poichè io son geloso di voi d'una gelosia di Dio; perciocchè io vi ho sposati ad un marito, per presentare una casta vergine a Cristo
2CO.11.3	Ma io temo che come il serpente sedusse Eva, con la sua astuzia
2CO.11.4	Perciocchè se uno viene a voi a predicarvi un altro Gesù che noi non abbiam predicato, o se voi da esso ricevete un altro Spirito che non avete ricevuto, o un vangelo diverso da quello che avete accettato; voi lo tollerate. 
2CO.11.5	Or io stimo di non essere stato da niente meno di cotesti apostoli sommi
2CO.11.6	Che se pur 
2CO.11.7	Ho io commesso peccato, in ciò che mi sono abbassato me stesso, acciocchè voi foste innalzati? inquanto che gratuitamente
2CO.11.8	Io ho predate le altre chiese, prendendo salario per servire a voi. 
2CO.11.9	Ed anche, essendo appresso di voi, ed avendo bisogno, non sono stato grave ad alcuno; perciocchè i fratelli, venuti di Macedonia, hanno supplito al mio bisogno
2CO.11.10	La verità di Cristo è in me
2CO.11.11	Perchè? 
2CO.11.12	Anzi ciò che io fo, 
2CO.11.13	Perciocchè tali falsi apostoli
2CO.11.14	E non 
2CO.11.15	Ei non 
2CO.11.16	IO 
2CO.11.17	Ciò ch'io ragiono in questa ferma confidanza di vanto, non 
2CO.11.18	Poichè molti si gloriano secondo la carne, io ancora mi glorierò
2CO.11.19	Poichè voi, così savi
2CO.11.20	Perciocchè, se alcuno vi riduce in servitù
2CO.11.21	Io 
2CO.11.22	Sono eglino Ebrei? io ancora; sono eglino Israeliti? io ancora; sono eglino progenie di Abrahamo? io ancora
2CO.11.23	Sono eglino ministri di Cristo? io parlo da pazzo, io 
2CO.11.24	Da' Giudei ho ricevute cinque volte quaranta 
2CO.11.25	Io sono stato battuto di verghe
2CO.11.26	Spesse volte 
2CO.11.27	in fatica, e travaglio; sovente in veglie, in fame
2CO.11.28	Oltre alle cose che 
2CO.11.29	Chi è debole, ch'io ancora non sia debole
2CO.11.30	Se convien gloriarsi, io mi glorierò delle cose della mia debolezza
2CO.11.31	Iddio e Padre del nostro Signor Gesù Cristo, il quale è benedetto in eterno, sa ch'io non mento
2CO.11.32	In Damasco, il governatore del re Areta avea poste guardie nella città de' Damasceni, volendomi pigliare; 
2CO.11.33	ma io fui calato dal muro per una finestra, in una sporta; e 
2CO.12.1	CERTO, il gloriarmi non mi è spediente; nondimeno io verrò alle visioni e rivelazioni del Signore.
2CO.12.2	Io conosco un uomo in Cristo
2CO.12.3	E so che quel tal uomo (se 
2CO.12.4	fu rapito in paradiso
2CO.12.5	Io mi glorierò di quel tale; ma non mi glorierò di me stesso, se non nelle mie debolezze
2CO.12.6	Perciocchè, benchè io volessi gloriarmi, non però sarei pazzo; poichè direi verità; ma io me ne rimango, acciocchè niuno stimi di me sopra ciò ch'egli mi vede 
2CO.12.7	Ed anche, acciocchè io non m'innalzi sopra modo per l'eccellenza delle rivelazioni, mi è stato dato uno stecco nella carne
2CO.12.8	Per la qual cosa ho pregato tre volte il Signore
2CO.12.9	Ma egli mi ha detto: La mia grazia ti basta; perciocchè la mia virtù si adempie in debolezza
2CO.12.10	Perciò, io mi diletto in debolezze, in ingiurie, in necessità, in persecuzioni, in distrette per Cristo
2CO.12.11	IO son divenuto pazzo, gloriandomi; voi mi 
2CO.12.12	Certo i segni dell'apostolo sono stati messi in opera fra voi, in ogni sofferenza; in segni, e prodigi, e potenti operazioni
2CO.12.13	Perciocchè, in che siete voi stati da meno delle altre chiese, se non ch'io non vi sono stato grave
2CO.12.14	Ecco, questa 
2CO.12.15	E quant'è a me, molto volentieri spenderò, anzi sarò speso
2CO.12.16	Ora, sia 
2CO.12.17	Ho io, per alcun di coloro che ho mandati a voi, fatto profitto di voi? 
2CO.12.18	Io ho pregato Tito, ed ho con lui mandato questo fratello
2CO.12.19	PENSATE voi di nuovo, che noi ci giustifichiamo presso a voi? noi parliamo davanti a Dio, in Cristo; e tutto ciò, diletti, per la vostra edificazione. 
2CO.12.20	Perciocchè io temo che talora, quando io verrò, io non vi trovi quali io vorrei; e ch'io altresì sia da voi ritrovato quale voi non vorreste
2CO.12.21	 che, essendo di nuovo venuto, l'Iddio mio non m'umilii presso voi; e ch'io non pianga molti di coloro che innanzi hanno peccato, e non si son ravveduti dell'immondizia, e della fornicazione, e della dissoluzione che hanno commessa
2CO.13.1	Ecco, questa è la terza volta ch'io vengo a voi
2CO.13.2	Già 
2CO.13.3	Poichè voi cercate la prova di Cristo che parla in me, il quale inverso voi non è debole, ma è potente in voi. 
2CO.13.4	Perciocchè, se egli è stato crocifisso per debolezza
2CO.13.5	Provate voi stessi
2CO.13.6	Ed io spero che voi riconoscerete che noi non siam riprovati. 
2CO.13.7	Or io prego Iddio che voi non facciate alcun male; non acciocchè noi appaiamo approvati, ma acciocchè voi facciate quel che è bene, e noi siamo come riprovati. 
2CO.13.8	Perciocchè noi non possiam nulla contro alla verità, ma 
2CO.13.9	Poichè ci rallegriamo quando siam deboli, e voi siete forti; ma ben desideriamo ancora questo, 
2CO.13.10	Perciò, io scrivo queste cose, essendo assente; acciocchè, essendo presente, io non proceda rigidamente
2CO.13.11	Nel rimanente, fratelli, rallegratevi, siate ristorati, siate consolati, abbiate un medesimo sentimento
2CO.13.12	Salutatevi gli uni gli altri con un santo bacio
2CO.13.13	La grazia del Signor Gesù Cristo, e la carità di Dio, e la comunione dello Spirito Santo, 
GAL.1.1	PAOLO apostolo (non dagli uomini, nè per alcun uomo
GAL.1.2	e tutti i fratelli, che 
GAL.1.3	Grazia a voi, e pace, da Dio Padre, e dal Signor nostro Gesù Cristo
GAL.1.4	Il quale ha dato sè stesso per i nostri peccati
GAL.1.5	Al quale 
GAL.1.6	IO mi maraviglio che, sì tosto, da Cristo che vi ha chiamati in grazia, voi siate trasportati ad un altro evangelo. 
GAL.1.7	Non che ce ne sia un altro; ma vi sono alcuni che vi turbano
GAL.1.8	Ma, quand'anche noi, od un angelo del cielo
GAL.1.9	Come già abbiam detto, da capo ancora dico al presente: Se alcuno vi evangelizza oltre a ciò che avete ricevuto
GAL.1.10	Perciocchè, induco io ora a credere agli uomini, ovvero a Dio? o cerco io di compiacere agli uomini
GAL.1.11	Ora, fratelli, io vi fo assapere, che l'evangelo, che è stato da me evangelizzato, non è secondo l'uomo. 
GAL.1.12	Perciocchè ancora io non l'ho ricevuto, nè imparato da alcun uomo; ma per la rivelazione di Gesù Cristo
GAL.1.13	Imperocchè voi avete udita 
GAL.1.14	Ed avanzava nel Giudaesimo, sopra molti di pari età nella mia nazione, essendo stremamente zelante
GAL.1.15	Ma, quando piacque a Dio (il qual mi ha appartato fin dal seno di mia madre
GAL.1.16	di rivelare in me il suo Figliuolo, acciocchè io l'evangelizzassi fra i Gentili
GAL.1.17	anzi, senza salire in Gerusalemme a quelli ch' 
GAL.1.18	Poi, in capo a tre anni, salii in Gerusalemme
GAL.1.19	E non vidi alcun altro degli apostoli, se non Giacomo
GAL.1.20	Ora, quant'è alle cose che io vi scrivo, ecco, nel cospetto di Dio, io non mento
GAL.1.21	Poi venni nelle contrade della Siria, e della Cilicia
GAL.1.22	Or io era sconosciuto di faccia alle chiese della Giudea, che 
GAL.1.23	ma solo aveano udito: Colui, che già ci perseguiva, ora evangelizza la fede, la quale egli già disertava. 
GAL.1.24	E glorificavano Iddio in me.
GAL.2.1	Poi, in capo a quattordici anni, io salii di nuovo in Gerusalemme
GAL.2.2	Or 
GAL.2.3	Ma, non pur Tito, ch' 
GAL.2.4	E 
GAL.2.5	A' quali non cedemmo per soggezione pur un momento; acciocchè la verità dell'evangelo dimorasse ferma fra voi. 
GAL.2.6	Ma 
GAL.2.7	Anzi, in contrario, avendo veduto che m'era stato commesso l'evangelo dell'incirconcisione, come a Pietro quel della circoncisione
GAL.2.8	(perciocchè colui che avea potentemente operato in Pietro per l'apostolato della circoncisione, avea eziandio potentemente operato in me inverso i Gentili
GAL.2.9	e Giacomo, e Cefa, e Giovanni, che son reputati esser colonne
GAL.2.10	Sol 
GAL.2.11	Ora, quando Pietro fu venuto in Antiochia
GAL.2.12	Perciocchè, avanti che certi fosser venuti d'appresso a Giacomo, egli mangiava co' Gentili
GAL.2.13	E gli altri Giudei s'infingevano anch'essi con lui; talchè eziandio Barnaba era insieme trasportato per la loro simulazione. 
GAL.2.14	Ma, quando io vidi che non camminavano di piè diritto, secondo la verità dell'evangelo, io dissi a Pietro, in presenza di tutti: Se tu, essendo Giudeo, vivi alla gentile, e non alla giudaica, perchè costringi i Gentili a giudaizzare?
GAL.2.15	Noi, di nascita Giudei, e non peccatori d'infra i Gentili, 
GAL.2.16	sapendo che l'uomo non è giustificato per le opere della legge
GAL.2.17	Or se, cercando d'esser giustificati in Cristo, siam trovati ancor noi peccatori
GAL.2.18	Perciocchè, se io edifico di nuovo le cose che ho distrutte, io costituisco me stesso trasgressore. 
GAL.2.19	Poichè per una legge io son morto ad un' 
GAL.2.20	Io son crocifisso con Cristo
