GEN.1.1	起初，神创造诸天和大地。
PHP.4.5	要让所有人知道你们的谦和。主快到了！ 
PHP.4.6	在任何事上都不要忧虑；然而要在一切事上，藉着祷告和祈求，以感谢的心把你们所求的告诉神。 
PHP.4.7	这样，神的平安——那高过一切理性的平安，就会在基督耶稣里保守你们的心、你们的意念。
PHP.4.8	最后，弟兄们，凡是真实的、庄重的、公义的、纯洁的、可羡慕的、高尚的，如果有什么美德，如果有什么可称赞的，这些事你们就当思想； 
PHP.4.9	凡是你们在我身上所学到的、所领受的、所听到的、所看到的，这些事你们就当实行。这样，赐平安的神就会与你们同在。
PHP.4.10	我在主里极其欢喜，因为现在你们终于又萌发了思念我的心。其实你们一直在思念我，只是没有机会表达
PHP.4.11	我这样说，并不是因为我缺少什么；事实上，我已经学会了在任何情况下都知足。 
PHP.4.12	我知道怎样处卑贱，也知道怎样处丰富；在一切事上，在一切情况下，或饱足、或饥饿，或丰富、或缺乏，我都得了秘诀。 
PHP.4.13	藉着使我刚强的那一位
PHP.4.14	不过你们分担了我的患难，做得很好。
PHP.4.16	就是我在
PHP.4.17	我并不是求什么供应，而是求你们的果子增多，归在你们的账上。 
PHP.4.18	如今我一切都得到了，并且丰足有余。我已经得以满足了，因为我从
PHP.4.19	我的神将按照他荣耀的丰盛，在基督耶稣里满足你们一切的需要。 
PHP.4.20	愿荣耀归于神我们的父，直到永永远远！阿们。
PHP.4.21	请问候在基督耶稣里的每一位圣徒。与我在一起的弟兄们都问候你们； 
PHP.4.22	所有的圣徒，尤其是来自凯撒宫里的人
PHP.4.23	愿主耶稣基督的恩典与你们的灵
COL.1.1	照着神的旨意做基督耶稣使徒的
COL.1.2	致
COL.1.2	愿恩典与平安从神我们的父
COL.1.3	我们为你们祷告的时候，总是感谢神我们主耶稣基督的父， 
COL.1.4	因为我们听说了你们在基督耶稣里的信仰，以及对所有圣徒所怀的爱—— 
COL.1.5	这信心和爱是藉着那为你们存留在天上的盼望，这盼望是你们在传到你们那里的福音真理之话语中所听过的， 
COL.1.6	正如它在全世界，不断地结果子和扩展
COL.1.7	正如你们从蒙爱的人，就是与我们同做奴仆的
COL.1.8	也把你们在圣灵里的爱告诉了我们。
COL.1.9	为此，我们自从听到这事的那一天起，就不断地为你们祷告和祈求：愿你们藉着一切属灵的智慧和悟性，能被神旨意的真正知识所充满； 
COL.1.10	好让你们行事为人配得上主，凡事蒙他喜悦，在一切美善的工作中结出果子，在神的真正知识上不断长进。 
COL.1.11	愿你们按照他荣耀的权能，藉着一切能力得以刚强，好让你们凡事忍耐宽容，怀着喜乐的心 
COL.1.12	感谢父——他使你们
COL.1.13	他救我们脱离了黑暗的权势，把我们迁入他爱子的国度； 
COL.1.14	在他里面，
COL.1.15	爱子是那不可见之神的形像，
COL.1.15	是一切被造之物的长子
COL.1.16	因为万有都是藉着他造的：
COL.1.16	天上和地上的，看得见和看不见的，
COL.1.16	无论王位或主权，统治的或掌权的，
COL.1.16	一切都是藉着他造的，也是为他而造的，
COL.1.17	他在万有之先，万有也藉着他而存在，
COL.1.18	他是身体的头，就是教会的头，
COL.1.18	他是元始，是从死人中首先复活的
COL.1.18	为要使他能在万有中居首位，
COL.1.19	因为父
COL.1.20	又藉着他在十字架上所流的血成就了和平，
COL.1.20	就是藉着他使万有——无论地上的或天上的——
COL.1.20	都与他自己和好了。
COL.1.21	从前，你们在邪恶的行为中与神
COL.1.22	但如今，神在基督的血肉之躯上，藉着死使你们与他自己和好了，并且使你们站在他面前，是圣洁、毫无瑕疵、无可指责的。 
COL.1.23	可是你们要持守信仰，立定根基，坚定不移，不要从你们所听到的福音盼望上被挪去。这福音是传给天下万人
COL.1.24	如今我为你们受苦难，感到欢喜；并且我为基督的身体，就是教会，要在我的肉体上补满基督患难的缺欠。 
COL.1.25	神为了你们的缘故赐给了我任务
COL.1.26	这话语就是历世历代被隐藏的奥秘，但如今已经显明给他的圣徒们。 
COL.1.27	神愿意在外邦人中，让他们明白什么是这奥秘的荣耀的丰盛；那就是：基督在你们里面，他是荣耀的盼望！ 
COL.1.28	我们传扬基督，用一切的智慧劝诫所有人，教导所有人，好让我们使所有的人在基督
COL.1.29	我也为此劳苦，藉着他在我里面的大能作为而争战。
COL.2.1	我希望你们知道，我为你们和那些在
COL.2.2	好让他们的心受到安慰，在爱中结合在一起，以致得到
COL.2.3	在他里面隐藏着一切智慧和知识的财宝。
COL.2.4	我说这话，是免得有人用花言巧语欺骗你们。 
COL.2.5	因为，我虽然身体不在你们那里，心灵却与你们同在，而且看见你们有秩序，对基督的信仰也坚定不移，我就感到快乐。
COL.2.6	所以，你们怎样接受了主基督耶稣
COL.2.7	照着你们所受的教导，在他里面得以扎根、建造，在信仰上得以确立，在感谢中丰足有余。
COL.2.8	你们要当心，免得有人用哲学和虚空的妄言把你们掳去；那些是出于人的传统，出于世界的原则，而不是出于基督。 
COL.2.9	这是因为神本性的一切丰盛完美都有形有体地居住在基督里面； 
COL.2.10	你们在他里面已经得以满足，他是一切统治者和掌权者的元首
COL.2.11	在他里面，你们也受了割礼，不是藉着人的手，而是藉着脱去那血肉之躯，藉着基督的割礼。 
COL.2.12	你们既然在洗礼中与基督一同被埋葬，也就在洗礼中
COL.2.13	你们从前在自己的过犯和没有受割礼的肉体中是死的，神却使你们与基督一同活过来了。神已经赦免了我们
COL.2.14	抹去了在敌对我们的那些规条中反对我们的债务记录，并且把它从中除掉，钉在十字架上。 
COL.2.15	神既然剥夺了那些统治者和掌权者的权势
COL.2.16	所以，在吃喝的事上，或在有关节日、月朔或安息日的事上，不要让人评断你们。 
COL.2.17	这些不过是将来之事的影子，而实体却属于基督。 
COL.2.18	不要让任何人藉着故意谦卑和敬拜天使来夺去你们的奖赏；他们沉迷在自己所看到的幻象
COL.2.19	不与元首
COL.2.20	你们如果已经和基督一同死了，脱离了世界的原则，为什么还像活在这世俗中一样，拘守那些 
COL.2.21	“不可碰，不可尝，不可摸”之类的条例呢？ 
COL.2.22	这些东西都是一经使用就要衰朽
COL.2.23	它们虽然藉着自造宗教、谦卑低微、苦待身体，外表有智慧，但在对付放任肉体的事上，没有任何价值。
COL.3.1	所以，你们如果已经与基督一同复活了，就应当寻求上面的事；在那里，基督坐在神的右边。 
COL.3.2	你们要思想上面的事，不要思想地上的事， 
COL.3.3	因为你们已经死了，你们的生命与基督一同藏在神里面。 
COL.3.4	基督是你们
COL.3.5	所以，当把你们属世的
COL.3.6	为了这些事，神的震怒就临到那些不信从的儿女身上
COL.3.7	当你们从前生活在这些事中的时候，也在其中生活
COL.3.8	但如今，你们也要脱去一切暴怒、愤恨、恶毒、毁谤，以及从你们口中所出的污秽的话； 
COL.3.9	不要彼此说谎，因你们已经脱去了旧人和旧人的所作所为， 
COL.3.10	并且穿上了新人。这新人照着创造他那一位的形像不断地被更新，以致真正认识他。 
COL.3.11	在这里没有
COL.3.12	因此，你们身为蒙神拣选、圣洁和蒙爱的人，就应当穿上怜悯的心肠
COL.3.13	如果一个人对另一个人怀有不满，总要彼此容忍，互相饶恕。正如主
COL.3.14	在这一切之上，还要穿上爱——爱就是成熟境界的联结。 
COL.3.15	又要让基督
COL.3.16	你们要让基督的话语丰丰富富地住在你们里面，要用一切的智慧彼此教导、劝诫，怀着感恩的心，以诗篇、圣诗、属灵的诗歌来歌颂神
COL.3.17	你们无论做什么，或在言语上或在行为上，都要奉主耶稣的名，藉着他感谢父神。
COL.3.18	你们做妻子的，要服从丈夫，这在主里是合宜的；
COL.3.19	你们做丈夫的，要爱妻子，不可对她们怀有苦毒；
COL.3.20	你们做儿女的，要凡事顺从父母，因为这在主里是蒙喜悦的；
COL.3.21	你们做父亲的，不要惹自己儿女生气，免得他们灰心丧志；
COL.3.22	你们做奴仆的，凡事都要顺从自己在世上的
COL.3.23	你们无论做什么，都要从心里去做，像是为主做的，不是为人做的； 
COL.3.24	因为你们知道，你们将要从主那里得到继业为报偿；你们当服事主基督
COL.3.25	要知道，那行不义的，将要照着他所行的不义来领受回报；主是不偏待人的。
COL.4.1	你们做主人的，要公正、公平地对待奴仆，因为你们知道，你们也有一位主人在天上。
COL.4.2	你们要恒切祷告，祷告中要保持警醒，怀着感谢的心。 
COL.4.3	同时也要为我们祷告：愿神给我们开福音
COL.4.4	愿我能照着所当说的，把这奥秘显明出来。 
COL.4.5	你们要把握机会
COL.4.6	你们的话语总要带着恩惠，像用盐调和过的，好使你们知道该怎样回答每一个人。
COL.4.7	有关我的一切事，
COL.4.8	我正是为此派他到你们那里去，好让你们知道有关我们的事
COL.4.9	与他一起去的
COL.4.10	与我一起坐牢的
COL.4.11	称为
COL.4.12	问候你们；他来自你们那里，是基督耶稣的奴仆；他在祷告中，总是为你们竭力祈求
COL.4.13	其实我可以为他见证：他为了你们和那些在
COL.4.14	蒙爱的医生
COL.4.15	请问候在
COL.4.16	这封书信在你们那里宣读了以后，也一定要在
COL.4.17	请你们告诉
COL.4.18	我
1TH.1.1	致那在父神和主耶稣基督里的
1TH.1.1	愿恩典与平安
1TH.1.2	我们为你们大家常常感谢神，在祷告中提到你们； 
1TH.1.3	在神我们的父面前，不住地记念你们在我们主耶稣基督里的信仰的行为、爱心的劳苦，以及对盼望的忍耐。 
1TH.1.4	蒙神所爱的弟兄们，我们知道你们是蒙拣选的， 
1TH.1.5	因为我们的福音传到你们那里，不仅是藉着话语，也是藉着能力、圣灵和充分的确信。你们知道，为了你们的缘故，我们在你们中间是怎样为人的。 
1TH.1.6	你们效法了我们，也效法了主，在大患难中，怀着圣灵所赐的喜乐接受了这话语。 
1TH.1.7	因此，你们成了
1TH.1.8	事实上，主的福音
1TH.1.9	其实他们自己在宣扬有关我们的事，说我们是怎样进到你们那里，你们是怎样离弃偶像归向神、服事又活又真的神， 
1TH.1.10	并且等候他那从天降临的儿子，就是神使他从死人中复活的耶稣——他拯救我们脱离那将要来临的震怒。
1TH.2.1	弟兄们，你们自己知道，我们进到你们那里并不是空无果效的； 
1TH.2.2	相反，正如你们知道，虽然我们以前在
1TH.2.3	我们的劝勉不是出于迷惑
1TH.2.4	相反，我们怎样被神考验而受了福音的委托，我们就照样传讲；不是要讨人的喜悦，而是要讨神的喜悦——神是考验我们内心的。 
1TH.2.5	实际上，我们从来没有用过谄媚的话，这是你们知道的；也没有怀着贪婪的居心，这是神可以见证的
1TH.2.6	无论向你们或向其他人，我们也都没有寻求从人来的荣耀。 
1TH.2.7	我们身为基督的使徒，虽然可以加给你们重担，但是我们在你们当中成了温柔的
1TH.2.8	我们这样眷爱你们，不仅乐意把神的福音分享给你们，连自己的生命
1TH.2.9	弟兄们，你们记得我们的辛苦和劳碌：我们把神的福音传给你们的时候，我们日夜做工，免得成为你们任何人的负担。 
1TH.2.10	你们和神可以见证：我们对你们这些信的人是多么圣洁、公义、无可指责的。 
1TH.2.11	正如你们知道我们怎样待你们每一个人，就像父亲待自己的儿女那样； 
1TH.2.12	我们鼓励你们，安慰你们，忠告你们，为要你们行事为人配得上那召唤你们进入他国度和荣耀的神。
1TH.2.13	我们之所以也不住地感谢神，是因为你们接受了从我们所听的神的话语，没有把它看做人的话语，而是把它看做神的话语接受了；这确实是神的话语，而且它也正在你们这些信的人里面做工。 
1TH.2.14	弟兄们，你们效法了
1TH.2.15	这些
1TH.2.16	阻止我们向外邦人传道使外邦人得救。这样，他们常常积满自己的罪孽，而神的
1TH.2.17	弟兄们，我们被迫暂时与你们分离——身体分离，心却没有；我们非常渴望并且更加努力要见你们的面， 
1TH.2.18	所以我们想要到你们那里去。我
1TH.2.19	我们主耶稣
1TH.2.20	的确，你们就是我们的荣耀和喜乐。
1TH.3.1	所以，我们既然不能再等了，就决意单独留在
