GEN.1.1	Yan laputu ey lintun Apu Dios hu kabunyan niya puyek. 
EXO.31.3	Winedak ni hi-gatu hu Ispirituh ku et maweda laing tun mengapyan hipan neal-alkusan. 
EXO.31.4	Nelaing ni mengapyan kakkayyaggud ni ngunut e ya balituk, ya silber niya giniling hu tuka ussalan pan-alkus tu, 
EXO.31.5	anin idan mealkusan ni nenginan batu. Nelaing pay ni man-e-dih ey mampaot ni hipan usal ni kayyaggud ang-ang tu.
EXO.31.6	Pinilik dama hi Oholiab e u-ungngan Ahishamak e helag Dan ni umbaddang ni hi-gatu. Wadadda pay edum ni pinilik et wadaen kun hi-gada hu et-eteng ni kabaelan dan mengippahding idan nunyan inhel kun pekapyam: 
EXO.31.7	ya Tabernacle, ya etan Kaban kun neiha-adan ni nekitbalan ku, ya hu-keb tu, niya hipan ngunut ni mahapul di Tabernacle 
EXO.31.8	henin tebol, yadda ngunut diman, ya etan balituk ni pengippettukan ni kengkeh et yadda meussal diman, 
EXO.31.9	ya altar ni pan-appitan yun keklengen yu, yadda emin ni ngunut ni meussal diman, ya etan besen ni pan-ullahan niya pengippettukan tu. 
EXO.31.10	Hi-gada pay hu menguggut idan balwasin padin ussalen nan Aaron niyadda u-ungnga tun pampeddian da. 
EXO.31.11	Ey hi-gada hu mengapyan lana niya bangbanglun insensoh ni meussal di Nesantuh ni Kuwaltuh. Hedin kapyaen dadda huyya ey mahapul ni paka-u-unnuden da hu inhel kun hi-gam ni pengapya yu.”
EXO.31.12	Kan mewan 
EXO.31.13	“Ehel muddan edum mun helag Israel et eleg ida mangngunnun Sabaduh tep humman penginemnemneman yun ingganah ni nekitbalan kun hi-gayu, et hi-gak e 
EXO.31.14	Em, endi mangngunnun nunman ni aggew tep kamengillin humman ni aggew. Hedin wada manghay et mangngunnun nunman ni aggew, mahapul ni mettey. 
EXO.31.15	Tep wada enem ni aggew ni pengingunnuan yun emin ni ngunu yu, nem yan meikkeppitun aggew e Sabaduh e pan-iyatuan yu ey nakka ngillina. Et humman hu, hedin wada kahing et mangngunnun nunman ni aggew, mahapul ni mettey. 
EXO.31.16	Hi-gayuddan helag Israel ey mahapul ni ngillinen yu huyyan aggew ni ingganah et penginemneman yun etan ni nekitbalan kun hi-gayun ingganah. 
EXO.31.17	Huyya penginemneman yun hi-gak ni ingganah tep hi-gak ni 
EXO.31.18	Ginibbuh Apu Dios ni inhel ida huyyan nan Moses, et idwat tu etan dewwan batun neitudkan ni Tugun tu.
EXO.32.1	Nebayag hi Moses di duntug et maemung ida edum tun helag Israel di kad-an Aaron et kandan hi-gatuy “Pengapya ka ew ni dios tayun mengippengngulun hi-gatsu tep hi Moses e nengipengulun hi-gatsun neni-yan ni Egypt ey endin kaum-ali. Eleg tayu amta hu nekapyan hi-gatu etan di linawwan tu.” 
EXO.32.2	Et kan Aaron ni hi-gaday “Hedin hannitan, pan-i-li yudda hu balituk ni betling idan ahwa yu niya u-ungnga yu.” 
EXO.32.3	Et pan-ekalen da hu betling da et idwat dan Aaron. 
EXO.32.4	Ineyug Aaron ida humman et mengapyan balituk ni baka. Inang-ang da humman ey kanday “Hi-gatsun helag Israel, huyya hu dios tayun nengipengulun hi-gatsun neni-yanan tayun Egypt.”
EXO.32.5	Dingngel Aaron humman ey nengapyan pan-appitan di etan ni balituk ni baka et kantun hi-gada ey “Yan kabbuhhan ey mampiyestah itsu et dayawen tayu eya 
EXO.32.6	Yan kakkabbuhhan ni newa-waan tu ey himmaleman ida etan tuu e nan-ilaw da hu animal dan gihheben dan i-appit da niyadda animal ni i-appit dan pekiddagyuman dan 
EXO.32.7	Entanni ey kan 
EXO.32.8	Kinehing dan emin hu tugun kun hi-gada et deh, nengapya idan balituk ni bakan daka daydayawa et i-appitan da. Kanday humman hu dios dan nengipengulun hi-gadan neni-yan ni Egypt. 
EXO.32.9	Nemahhig hu ngehay da. 
EXO.32.10	Entan tudda idleppi tep petteyen kudda gapuh ni bunget ku. Et hi-gam ni ebuh e Moses hu metdaan ni mehlag ni dakel.”
EXO.32.11	Nem nampehemmehemmek hi Moses nan 
EXO.32.12	Hedin pehding mu etan kammu e endien mudda, penghel nguddan iEgypt e ya gaputun nengipenguluan mudda, ey ma-lat pateyen mudda et endi metdaan ni hi-gada. Entan ahan bunget. Anusim ida et eleg mudda pateyen. 
EXO.32.13	Nemnem mu e inhel mudda lan bega-en mu e hi Abraham, hi Isaac et hi Jacob e kammun hi-gaday pedakkel mu helag da, et heniddan bittuwen di kabunyan e eleg mebillang. Ey nemnem mu e kammuy ya helag da hu pengidwatan mun etan ni bebley ni kammun panha-adan dan ingganah.” 
EXO.32.14	Dingngel 
EXO.32.15	Nandayyud Moses di kad-an idan edum da e inla tu etan dewwan batun netudekan di nambina-hil ni Tugun Apu Dios. 
EXO.32.16	Kinapyan Apu Dios ida humman ni batu et itudek tuddadman hu Tugun tu.
EXO.32.17	Kamenetteng di Moses nan Joshua ey dingngel Joshua hu ngaladdan tuu et kantun Moses ey “Kele henidda kamanggugubat di nangkampuan tayu?”
EXO.32.18	Ey kan Moses ey “Ya met hu nakka pengngel ey beken ni ngalan kamenga-apput winu palak ni kamangkeapput, nem henidda kaman-a-appeh.”
EXO.32.19	Yan kamangkeihnup di Moses di kampu da etan di hengeg ni duntug, ey inang-ang tu etan balituk ni bakan kinapya da e daka itattayyawi, ey nemahhig hu bunget tu et itengba tu etan dewwan batun singnged tu et mepeni-ang ida. 
EXO.32.20	Inla tu etan balituk ni bakan kinapya da et ayugen tu. Entanni et pambalin tun heni dep-ul et ikamdug tud danum et painum tun hi-gada.
EXO.32.21	Kantun Aaron ey “Hipa impahding ida eyan tuun hi-gam et mu in-abulut ni da pehding huyyan nemahhig ni liwat?”
EXO.32.22	Ey kan Aaron ey “Entan bunget ni hi-gak tep inamtam e ya lawah hu pinhed dan peteg ni ippahding. 
EXO.32.23	Kandan hi-gak ey ‘Pengapya ka kuman dios tayun mengippengngulun hi-gatsu tep hi Moses e nengipengulun hi-gatsu et hi-yanen tayu Egypt ey endin kaum-ali. Eleg tayu amta hu neipahding ni hi-gatu etan di linawwan tu.’ 
EXO.32.24	Et ehlen ku law ni hi-gadan pan-i-ali dan hi-gak hu balituk ni betling da et pan-ibkah kud apuy ey neukat ali eya balituk ni baka!”
EXO.32.25	Nem inamtan Moses e in-abulut Aaron ida etan tuun mengippahding ni nunman ni pinhed da, et gapun nunman ey kangi-ngi-ngiiddan buhul da. 
EXO.32.26	Et an umehneng hi Moses di heggeppan di kampu et itkuk tu e kantuy “Hi-gayuddan neminhed ni menaydayaw nan 
EXO.32.27	Et kantun hi-gaday “Kan 
EXO.32.28	Inu-unnud da huyyan inhel Moses et pampateyen dadda ey tellun libu hu pintey dan nunman ni aggew.
EXO.32.29	Entanni ey kan Moses idan nunman ni helag Levi ey “Yan nunyan aggew ey meappil kayu et eleg kayu meika-dum di edum yun helag Israel, tep nambalin kayun padin mansilbin 
EXO.32.30	Newa-wan nunman et kan Moses ida etan ni tuuy “Nemahhig ni liwat humman ni impahding yu. Nem mantetyeddak mewan di duntug di kad-an 
EXO.32.31	Et maibangngad mewan hi Moses di kad-an 
EXO.32.32	Nem anin anhan ni hanniman ey hemek mudda et pesinsahan mu humman ni impahding da. Tep hedin eleg mu pesinsahidda, ekal mu ew hu ngadan kud nengilistaam ni ngadan idan tuum.” 
EXO.32.33	Nem kan 
EXO.32.34	Lakkay kuma et ipengulum ida et lumaw kayu etan di bebley ni inhel kun nunman ni lawwan yu, yaggud wada hu anghel kun mengippaptek ni hi-gayu. Nem kastiguen kuddalli huttan ni tuu gapuh ni nunman ni impahding da.”
EXO.32.35	Entanni ey impaeli tu-wangun 
EXO.33.1	Kan mewan 
EXO.33.2	Um-itu-dakkak ni anghel ni mengipappangngulun hi-gayu et degyunen tudda Kanaanite, yadda Amorite, yadda Hittite, yadda Perisite, yadda Hibite et yadda Jebusite ni nambebley diman et hi-gayu maihullul. 
EXO.33.3	Wadan emin hu mahapul yudman ni bebley e kamehawwahawwal hu gatas niya danum ni putsukan. Nem eggak mekillaw ni hi-gayu tep manghay kayu. Entanni kumedek ey pebungnget yuwak et pampetteyen dakeyud dalan.”
EXO.33.4	Dingngel da huyyan inhel Apu Dios ey ida kaumlelemyung e eleg da pinhed ni ussalen hu gamgam da. 
EXO.33.5	Tep kan 
EXO.33.6	Et meippalpun eman ni neni-yanan dan nunman ni Duntug e Sinai, ey eleg ida law man-ussal idan gamgam da.
EXO.33.7	Kaikkapyan Moses hu tabernacle 
EXO.33.8	Hedin limmaw hi Moses diman tabernacle ey kaum-ehneng ida tutu-ud habyen ni kampu da et ang-ang-angen da hi Moses ingganah umhegep. 
EXO.33.9	Ey ya etan heni tukud ni kulput ey kamelehbeng di heggeppan di tabernacle hedin himmegep hi Moses ni mekihhummangan nan 
EXO.33.10	Hedin inang-ang idan helag Israel huyyan kulput ni nelehbeng di heggeppan ni tabernacle, ey um-ehneng idad heggeppan ni kampu da et manyuung ida. 
EXO.33.11	Kamekihinnangga hi 
EXO.33.12	Kan Moses nan 
EXO.33.13	Hedin makulug, peamtam tep anhan ni hi-gak ni emin hu planuh mu et amtaen ku niya ma-lat ipahding ku hu pinhed mu. Ey nemnem mu anhan e pinilim ida huyyan tuum.”
EXO.33.14	Ey kan 
EXO.33.15	Kan Moses ey “Mukun humman hu kangku ey tep hedin eleg ka mekillaw ni hi-gami ey heballi di deya kami, eleg kami meglid. 
EXO.33.16	Ey inna-nun edum ni tutu-un mengamta e pinpinhed mudda eya tutu-um ey pinpinhed muwak, hedin eleg ka mekillaw ni hi-gami? Tep hedin mekillaw kan hi-gami ey humman keang-angan tu e hin-appil kamiddan edum ni tuu eyad puyek.”
EXO.33.17	Ey kan 
EXO.33.18	Entanni ey wada mewan hakey ni imbagan Moses nan 
EXO.33.19	Hinumang 
EXO.33.20	Nem eleg mabalin ni ang-angen mu angah ku, tep mettey hu tuun menang-ang ni angah ku. 
EXO.33.21	Ehneng ka eyad batun takdul ku. 
EXO.33.22	Ihha-ad daka ni eyad dehak ni batu et hanian dakan ngamay ku ingganah melebbahhak, 
EXO.33.23	et hannak ekala ngamay ku et ang-angen mun ebuh beneg ku, nem eleg mu ang-anga angah ku.”
EXO.34.1	Kan 
EXO.34.2	Et yan kakkabbuhhan ni kabbuhhan ey panteyed kalli mewan eyad Duntug e Sinai et mandammu itad tuktuk tu. 
EXO.34.3	Endi an meki-lin hi-gam ey endidda an mandaladalan di hengeg nunyan duntug anin idan kalneroh winu baka.” 
EXO.34.4	Inu-unnud Moses et pumehek ni dewwan batu et humelaman ni limmaw etan di tuktuk ni Duntug e Sinai e intabin tudda humman ni dewwan batu.
EXO.34.5	Limmehbeng etan kulput ni kad-an 
EXO.34.6	Nelabah hi 
EXO.34.7	Pannananeng ku impeminhed kuddan manhahayned ni helag yu, ey pessinsahan ku emin liwat da anin idan etan nangngehay ni hi-gak. Nem eggak hehmeka, et kastiguen kuddalli u-ungnga da, yadda inap-apu da niyadda inap-apuddan inap-apu da.” 
EXO.34.8	Ey nanlukbub hi Moses di puyek et dayawen tu Apu Dios.
EXO.34.9	Et kantun 
EXO.34.10	Hinumang 
EXO.34.11	Mahapul ni u-unnuden yun helag Israel ida eya Tugun ni e-helen kun nunyan hi-gam. Ey e-helen kun hi-gam e yallin ngannganih dettengan yud bebley ni inhel kun lawwan yu, ey degyunen kudda nambebley diman ni Amorite, Kanaanite, Hittite, Perisite, Hibite et ya Jebusite. 
EXO.34.12	Ang-ang yu et eleg kayu makidagyum idan nambebley di lawwan yu tep mambalin idan heni bitun keknaan yu. 
EXO.34.13	Pambahbah yu kumadda etan daka pan-appisi, anin idan batun neieng-eng ni dios da, et yadda tukud ni daka penginemnemnemin Asherah e biin dios da. 
EXO.34.14	Entan tu dayaw hu edum ni dios tep hi-gak e 
EXO.34.15	Entan nisi pekidagyum yuddan tutu-un nambebley di lawwan yu heniddan etan ni daka pebeyyad annel da niyadda etan kaman-appit di beken ni makulug ni dios. Tep hedin mekiddagyum kayun hi-gada ey ewwisen dakeyun menaydayaw idan dios da, et lektattuy meewwis kayu. 
EXO.34.16	Ey lektattuy nan-iahwaddan u-ungnga yun lalakki hu bibi-i da et hi-gada umhulun ni pengiwwallengan dan hi-gak et ya edum ni dios hu deyyawen da. 
EXO.34.17	Entan pengapyan dios yun deyyawen yu.
EXO.34.18	Mahapul ni itultuluy yun pehding ni pitun aggew hu Piyestah ni Sinapay ni eleg meha-adan ni kapampelbag ni memengngulun bulan ni katootoon, tep yan nunman ni bulan hu neni-yanan yun Egypt.
EXO.34.19	Emin hu nemangulun lalakkin impah ni animal yu henin baka yu niya kalneroh ey bagik ida. 
EXO.34.20	Dammutu mewan ni ihhullul yu hu impah ni kalneroh di nemangulun impah di kebayyu et humman mei-appit. Nem hedin eleg yu pinhed ni hullulan, ey hepung yu buklew nunman ni kebayyu. Ey ya pengulwan ni lakin u-ungnga yu ey mahapul ni beyyadan yu, et maibangngad idan hi-gayu. Mahapul ni emin kayu ey man-appit kayun hi-gak.
EXO.34.21	Mahapul ni enem ni aggew ni ebuh pangngunnuan yun hanlingguan. Entan pangngunu yun meikkeppitun aggew anin ni ahigaud winu ahiani ma-lat man-iyyatu kayu. 
EXO.34.22	Ey mahapul ni pehding yu hu Piyestah ni Ani hedin negibbuh hu ahiani. Ey ipahding yu hu Piyestah ni Kampu hedin nedateng ida lameh ni intanem yu. 
EXO.34.23	Niya mahapul ni yan hantoon ey mampitluddan um-alin emin hu lalakkin helag Israel ni mampresentah ni hi-gak e 
EXO.34.24	Hedin u-unnuden yu huyya e mampitlu kayun um-alid kad-an ku, ey endi mengubbat ni hi-gayu niya endi memilliw ni bebley yu. Degyunen kudda hu nambebley di bebley ni lawwan yu ma-lat lumakkeb hu bebley yu.
EXO.34.25	Entan tu iappit hu sinapay ni nekamdugan ni kapampelbag ni pan-appitan yun animal. Hedin man-appit kayun hi-gak ni impah ni kalneroh ni Piyestah ni Passover ey mahapul ni endi tetdaan yun detag ni nunman ni hileng. 
EXO.34.26	Ey mahapul ni illaw yud baley ku e 
EXO.34.26	Ey entan tu iheeng hu impah ni kalneroh winu gelding di gatas ni inetu.”
EXO.34.27	Kan mewan 
EXO.34.28	Nanha-ad hi Moses di Duntug e Sinai ni na-pat ni aggew ey na-pat ni hileng e impangkadwa tu hi 
EXO.34.29	Entanni ey dimmayyu hi Moses di Duntug e Sinai e singnged tudda etan dewwan nedampillag ni batun neitudekan ni Hampulun Tugun 
EXO.34.30	Inang-ang nan Aaron et yadda tutu-u humman ni kaumhilin angah Moses ey ida kaumtakut ni meihnup ni hi-gatu.
EXO.34.31	Nem ineyagan idan Moses aap-apu ma-lat manhuhummangan ida. 
EXO.34.32	Immalidda et ehelen Moses ni hi-gadan emin hu Tugun ni indawat 
EXO.34.33	Negibbuh ni immehel hi Moses et manhukyung et mahenian angah tu. 
EXO.34.34	Nem hedin himmegep di Tabernacle ni an mekihhummangan nan 
EXO.34.35	ey kaang-angaddan tutu-u hu kaumhilin angah tu. Hedin mewan negibbuh ey kamanhukyung ingganah medettengan mewan hu pekihhummanganan tun 
EXO.35.1	Inemung Moses idan emin hu edum tun helag Israel et kantun hi-gaday “Mahapul ni u-unnuden yudda huyyan intugun 
EXO.35.2	Yan hanlingguan ey enem ni aggew pangngunnuan yu. Ey yan meikkeppitun aggew e Sabaduh ey man-iyatu kayu tep humman ni aggew ey neieng-eng nan 
EXO.35.3	Ey eleg mei-ebbulut ni kayu man-eppuy di baballey yun nunman ni aggew.”
EXO.35.4	Kan Moses idan tutu-uy “Kan 
EXO.35.5	Hedin man-appit kayu, huyyadda dammutun i-appit yu: ya balituk, ya silber niya giniling, 
EXO.35.6	ya sinayyum ni blue, ya purple niya makadlang, ya kayyaggud ni luput, ya edum ni luput ni nekapyad dutdut ni gelding, 
EXO.35.7	ya katat ni lakkitun kalneroh nambalin ni madlang, ya katat ni mategun wadad baybay, ya keyew ni akasyah, 
EXO.35.8	ya lanan olibah ni kameihha-ad di kengkeh, yadda mekapyan lanan kaihha-ad di ulu, ya bangbanglun insensoh, 
EXO.35.9	ya onyx, yadda edum ni nangkenginan batun meittekkap di ephod ni padi niya luput ni meittekkap di pagew tu. 
EXO.35.10	Hi-gayuddan nelaing ni mengippahding ni hipan ngunu, ali kayu et ingunu yudda huyyan pengunnun 
EXO.35.11	ya Tabernacle, ya tuldah ni meihhephep, yadda meikkultinah, yadda kawit, yadda meibballabag, yadda tukud niyadda keittu-unan da, 
EXO.35.12	ya Kaban 
EXO.35.13	ya etan tebol, yadda pan-attang, yadda emin hu meussal etan di tebol, niya etan sinapay ni meihha-ad di Kuwaltuh 
EXO.35.14	ya pengippettukan idan kengkeh niyadda etan meussal diman, yadda kengkeh ni meippettuk diman, ya etan lanan meihha-ad di kengkeh, 
EXO.35.15	ya altar ni pengiggihheban ni bangbanglun kamei-appit, yadda pan-attang, ya lanan kameihha-ad di ulu ya etan bangbanglun insensoh, ya etan kultinah di heggeppan di Tabernacle, 
EXO.35.16	ya etan altar ni pengiggihheban ni kamei-appit ni animal, ya etan nelaggan giniling ni pengitta-pewan ni kagihheban animal, yadda pan-attang, yadda ngunut ni kameussal di pan-appitan, ya etan et-eteng ni besen ni pan-ulahan niya etan pengippettukan nunman, 
EXO.35.17	yadda meikkultinah di nanlinikweh di Tabernacle, yadda tukud niyadda pengittu-unan idan nunyan tukud, ya kultinah di heggeppan di dallin ni Tabernacle, 
EXO.35.18	yadda paghek ni pengi-ikketan ni Tabernacle, ya dallin tu, yadda iket, 
EXO.35.19	yadda balwasin padin ussalen dan pengippahdingan dan ngunu dad Kuwaltuh 
EXO.35.20	Entanni ey hini-yan idan emin ni tutu-u hi Moses diman ma-lat da pan-idaddan hu i-appit da. 
EXO.35.21	Et emin ida neminhed ni man-appit ey in-ali da i-appit dan 
EXO.35.22	Yadda lalakki ey bibi-in neminhed ni um-idwat ni i-appit da ey nan-i-li da balituk ni betling, yadda singsing niyadda banggel. Emin hu klasih ni balituk ni tenged da ey in-appit dan 
EXO.35.23	In-alin edum hu blue, purple niya makadlang ni luput, ya kakkayyaggud ni luput, 
EXO.35.24	Yadda edum ey in-ali da giniling winu silber ey in-ali daman edum hu keyew ni akasyah ma-lat iappit da daman 
EXO.35.25	Nan-i-li damaddan bibi-in nelaing ni memuddun ni kayyaggud ni sinayyum ni blue, ya purple, ya makadlang niya kayyaggud ni luput. 
EXO.35.26	Yadda bibi-in nelaing ni man-ebbel ey immi-liddan inebel dan dutdut ni gelding. 
EXO.35.27	In-alidda daman aap-apun helag Israel hu onyx niyadda edum ni nenginan batun meittekkap di ephod niya etan di luput ni meittekkap di pagew ni ephod. 
EXO.35.28	In-ali da pay hu pampebanglun kennen, ya lanan olibah ni meihha-ad di kengkeh, ya lanan meihha-ad di ulu niya bangbanglun insensoh. 
EXO.35.29	Emin ida helag Israel, yadda bibi-i niya lalakkin neminhed ni man-appit nan 
EXO.35.30	Kan Moses idan tutu-uy “Hi 
EXO.35.31	ni kalinaing ni mengapyan hipan pekapya tu, 
EXO.35.32	henin mamplennuh ni man-al-alkus niya mengapyan ngunut e ussalen tu balituk, silber winu giniling. 
EXO.35.33	Nelaing pay ni man-e-dih niya mampaot ni batu niya keyew, ey nelaing ni mengapyan kumpulmih ni kayyaggud ang-ang tu. 
EXO.35.34	Ya pinilin 
EXO.35.35	Ey indawat nan 
EXO.36.1	Et humman hu, hi Besalel, hi Oholiab niyadda edum ni indawtan 
EXO.36.2	Et paeyag nan Moses di Besalel nan Oholiab et ehelen tun illapu dan mangngunnu e hi-gadaddan edum tun indawtan 
EXO.36.3	Indawat Moses ni hi-gada humman idan in-aliddan tutu-un ussalen dan mengapyan Tabernacle. Kekakkabbuhhan ey kapan-i-aliddan tutu-u hu edum ni iddawat da, 
EXO.36.4	et lektattuy limmaw ida huyyan kamangngunnud 
EXO.36.5	kad-an Moses et kandan hi-gatuy “Dakel kumamman ni peteg hu nei-lin meussal etan di pekapyan 
EXO.36.6	Et mengapya hi Moses ni olden ni impalaw tuddan tutu-u. Kantuy “Isiked yu law ni um-i-lin i-appit yun meikkapyad Tabernacle tep nehawal kumamman indawat yu.” Et isiked ida law ni tutu-un um-i-lin meikkapya 
EXO.36.7	tep nehawal kumamman in-ali dan meussal di pekapyan 
EXO.36.8	Nengapyadda etan nelaing ni hampulun kultinah e inusal da kakkayyaggud ni luput et ya blue, purple niya makadlang ni sinayyum. Ey imborda dadda hu u-ukkul ni anghel. 
EXO.36.9	Emin ida huyyan kultinah ey nan-ingngeh ida e umlaw di na-pat et dewwan piyeh hu kadinukkey da niya enem ni piyeh hu kalinakkeb da. 
EXO.36.10	Nengapya hi Besalel ni dewwan melakkeb ni kultinah e impandadagsi tun kinugut hu lima idan nunyan kultinah et meikahhakey ida. Hanniman dama impahding tu etan ni liman kultinah. 
EXO.36.11	Sinullikeng tu hu sinayyum ni blue et ikugut tudda huyyad gilig idan nunman ni dewwan nanggillig ni kultinah. 
EXO.36.12	Hannenelima hu ingkugut tun netullikeng di gilig idan nunman ni dewwan kultinah ey nampepettek ida.
EXO.36.13	Ey nengapyan neliman balituk ni pengippit tun gilig idan nunman ni dewwan kultinah ma-lat meihakkey hu dingding ni Tabernacle. 
EXO.36.14	Nengapyan hampulut hakey ni kultinah ni dutdut ni gelding, et ita-kep tuddad luput ni kultinah ni Tabernacle. 
EXO.36.15	Impan-iingngeh tudda humman ni kultinah e ya kadinukkey ni hakey, ey na-pat et liman piyeh niya enem ni piyeh hu kalinakkeb ni hakey. 
EXO.36.16	Impandadagsi dan kinugut hu liman nunyan kultinah et meihakkey ida. Hanniman dama impahding dan etan di enem ni kultinah e impandadagsi dan kinugut. Ya etan meikka-nem ni kultinah ey melugpi e meleyyag di heggeppan di Tabernacle. 
EXO.36.17	Ingkapya da hanneneliman netullikeng di gilig idan nunman ni lima niya enem ni kultinah ni nandadagsin nekugut. 
EXO.36.18	Ey nengapyan neliman giniling ni pengippit tun gilig idan kultinah et meihakkey ida. 
EXO.36.19	Nengapyan dewwan tuldah ni katat ni lakkitun kalneroh niya kakkayyagud ni katat ni mei-dah. Huyya pengettep dan Tabernacle.
EXO.36.20	Nengapyan kalkalimangngan Tabernacle ni akasyah ni keyew. 
EXO.36.21	Ya kadinukkey idan nunman ni ingkapya tu ey hampulut liman piyeh niya kalinakkeb da ey dewampulut pitun pulgadah. 
EXO.36.22	Wada nan-iingngeh ni handedwan dimmewdew di emin etan di frames ma-lat manhuhuup ida. 
EXO.36.23+EXO.36.24+EXO.36.25+EXO.36.26	Hinead tudda handedwampulu idan nunman di appit ni south niyad north ni Tabernacle. Ey ingkapya tu newalun silber ni pengittu-unan idan nunman e handedwa neikapyad hengeg ni hakey. 
