MAT.1.1	Ba ledre gɨ ro bulúndu bulúndu Kɨ́résịto
LUK.3.36	Séla nɨ ꞌbɨ ené owụ́ ꞌbɨ Kayinána. Kayinána nɨ ꞌbɨ ené owụ́ ꞌbɨ Arafakasáda. Arafakasáda nɨ ꞌbɨ ené owụ́ ꞌbɨ Séme. Séme nɨ ꞌbɨ ené owụ́ ꞌbɨ Nówa. Nówa nɨ ꞌbɨ ené owụ́ ꞌbɨ Laméke. 
LUK.3.37	Laméke nɨ ꞌbɨ ené owụ́ ꞌbɨ Metụséla. Metụséla nɨ ꞌbɨ ené owụ́ ꞌbɨ Enóka. Enóka nɨ ꞌbɨ ené owụ́ ꞌbɨ Zérada. Zérada nɨ ꞌbɨ ené owụ́ ꞌbɨ Malále. Malále nɨ ꞌbɨ ené owụ́ ꞌbɨ Kenána. 
LUK.3.38	Kenána nɨ ꞌbɨ ené owụ́ ꞌbɨ Enósa. Enósa nɨ ꞌbɨ ené owụ́ ꞌbɨ Séte. Séte nɨ ꞌbɨ ené owụ́ ꞌbɨ Ádama. Ádama nɨ ꞌbɨ ené owụ́ ꞌbɨ Lomo.
LUK.4.1	Sɨmɨ bɨ Yiwáni iꞌbí babatị́za go zɨ́ Yésụ ní, zɨ́ ꞌDówụ́ Lomo ꞌdúcu Yésụ, zɨ́a ị́nyịné gɨ sɨmɨ Yeredéne gɨ ore sɨmɨ rokoꞌbụ ꞌbɨ ꞌDówụ́ Lomo ndéréne sɨmɨ súwú gbála, 
LUK.4.2	zɨ́ ngére ꞌbɨ bɨcayi lomo e
LUK.4.3	Zɨ́ ngére ꞌbɨ bɨcayi lomo e úku ledre zɨ́a kɨ́dí, “Bɨ áyí tɨ́ Owụ́ ꞌbɨ Lomo ní, ídí óyólóꞌbó tutú ga bɨ bi ba káa do ambata zɨ́yị ánu a gɨ zɨ́ ꞌbú ke.”
LUK.4.4	Zɨ́ Yésụ úkulúgu ledre zɨ́ Satána kɨ́dí, “Nɨ mɨékéne sɨmɨ mɨéké kúrú Lomo kɨ́dí, ‘ꞌYịmaꞌdí utúasá ídí trịdrị lá dụụ́ gɨ zɨ́ éyị́ mɨánu wá, kúrú Lomo nɨ óto ꞌyị e ne zɨ́ye ídíye trịdrị.’
LUK.4.5	Zɨ́ ngére ꞌbɨ bɨcayi lomo e kpá ndólo wo ékị́ kɨ́e do mongụ́ bi ekị́ekị́ ꞌdága ꞌdódo éyị́ ga bɨ do sogo káṇgá ba mbá zɨ́a. 
LUK.4.6	Zɨ́a úku ledre zɨ́ Yésụ kɨ́dí, “Lúrú go, éyị́ ga bɨ za mbá áyị́ lúrú yée née, mááyí máa mị́ngị́ye. Togụ́ ili yá, mááyí óto yị́ị ngére doyé mbá. Iꞌbínɨ́ éyị́ ga gére née go mbá zɨ́ma, mááyí íꞌbí yée zɨ́ ꞌyị káa zɨ́ bɨ máíli ní. 
LUK.4.7	Ili tɨ́ lá zɨ́yị óto sómụ́ ledre eyị́ romá zɨ́yị óto úndrumá.”
LUK.4.8	Yésụ ya zɨ́ Satána ní, “Ị́nyị gɨ cigíma íri, nɨ mɨékéne kɨ́dí, ‘Ídí óto úndru Ngére Lomo eyị́, zɨ́yị ndị́sịyị́ méngị dụụ́ ledre ené.’
LUK.4.9	Gɨ ore zɨ́ Satána ndólo wo ndéré ékị́ kɨ́e do mongụ́ ngbángbá ꞌDị́cị́ ꞌbɨ Lomo ꞌdága sɨmɨ Yerụsaléma do úku ledre zɨ́a kɨ́dí, “Togụ́ áyí tɨ́ Owụ́ ꞌbɨ Lomo maꞌdíi, léꞌbéútú mu bi ꞌdáa.
LUK.4.10	Nɨ mɨékéne sɨmɨ mɨéké kúrú Lomo kɨ́dí, ‘Lomo nɨ kása maláyika ené e sáká yị́ị. 
LUK.4.11	Nɨyí sáká yị́ị káa bɨ áyí útú útru sịndị́yị ro tutú e ke.’ ”
LUK.4.12	Zɨ́ Yésụ úkulúgu ledre zɨ́ Satána kɨ́dí, “Nɨ mɨékéne kɨ́dí, ‘Ndá úzu Ngére Lomo eyị́ wá.’
LUK.4.13	Sɨmɨ bɨ ngére ꞌbɨ bɨcayi lomo e uzu wo go má ní, zɨ́a aka ótoómo wo gɨ ro ngíti sịndị́ kadra.
LUK.4.14	Nda gɨ do kacɨ́ ledre ga gére ní, zɨ́ Yésụ ị́nyịné sɨmɨ rokoꞌbụ ꞌbɨ ꞌDówụ́ Lomo ndáꞌbalúgu roné sɨmɨ káṇgá bɨ Galiláya ní. Zɨ́ phanda ledre ga bɨ ndịsị méngị yée ní áṇgané sɨmɨ gara ore za mbá. 
LUK.4.15	Sɨmɨ ngíti sịndị́ kadra zɨ́a ólụ́ne sɨmɨ ꞌDị́cị́ Kótrụro e ndị́sịné ꞌdódo ledre ꞌbɨ Lomo zɨ́ ꞌyị e. Zɨ́ ꞌyị e ị́nyịyé mbá ndị́sị íꞌbí mbófo éyị́ zɨ́ Lomo gɨ ro ꞌdódo ledre ené.
LUK.4.16	Zɨ́a ndéréókpóne sɨmɨ Nazeréta kɨ́ꞌdí bɨ kóo ngboró ní. Nda sɨmɨ Sị́lị́ ꞌbɨ ꞌDówụ́ro
LUK.4.17	Zɨ́ye íꞌbíógụ bụ́kụ ꞌbɨ nébị Isáya zɨ́a, zɨ́a líkpí bi bɨ ndịsị ódro kɨ́dí,
LUK.4.18	“Lomo iꞌbí ꞌDówụ́ne go zɨ́ma,
LUK.4.18	gɨ zɨ́a oto máa go ndị́sị ꞌdódo bɨlámá ledre ené zɨ́ ꞌyị lerị́ e.
LUK.4.18	Kasa máa kɨ́dí née Lomo née nɨ líkpíóyó ꞌyị ga bɨ mɨódó yée sɨmɨ káꞌdá ꞌbɨ lúyú ledre ní,
LUK.4.18	ꞌyị ga bɨ komoyé lurú bi wá ní, née nɨ líkpí a gɨ ro zɨ́ye lúrú bi,
LUK.4.18	kasa máa kpá gɨ ro ꞌyị ga bɨ ngíti géyị ꞌyị e ndịsịnɨ́ lúrú ꞌdófụ bi gɨ doyé ní, zɨ́ye ídíye kɨ́ ledreyé owóowó,
LUK.4.19	kasa máa kpá gɨ ro úku ꞌdódo a zɨ́ ꞌyị e kɨ́dí, sịndị́ kadra bɨ gɨ ro zɨ́ Ngére Lomo yómo yée sɨmɨ a ní nɨ go gbóo.”
LUK.4.20	Sɨmɨ bɨ Yésụ oloonzó ledre ní, zɨ́a íꞌbílúgu bụ́kụ zɨ́ ꞌyị ꞌbɨ moko bɨ ore ní, zɨ́a ndáꞌba ndị́sịné bi. Zɨ́ komo ꞌyị ga bɨ sɨmɨ ꞌDị́cị́ Kótrụro ore ní ídíye mbá roa círii. 
LUK.4.21	Zɨ́a ị́nyịné úku ledre zɨ́ye kɨ́dí, “Ledre bɨ gáa máólo née, ukunɨ́ kóo go ꞌdesị́, karaba ní, lúrúsé nda go cụ́ kɨ́ komosé.”
LUK.4.22	Zɨ́ tara ꞌyị ga gére née ị́drị́ne mbá mɨị́drị́ gɨ zɨ́ ledre ga bɨ uku yée ní. Zɨ́ye ndị́sịyé úkulóꞌbó ledre dongaráye kɨ́dí, “Áyi, owụ́ née ndiki ledre née kenée gɨ ꞌda, née ndaá ꞌbɨ ené wotị́ Yoséfa bɨ kɨ́ra ba wá?”
LUK.4.23	Zɨ́ Yésụ úkulúgu ledre zɨ́ye kɨ́dí, “Ledre ga bɨ kóo úwúsé mándị́sị méngị yée sɨmɨ Kapáranawúma ní, utúasá mɨútúásá kacɨ́ komosé gɨ ro zɨ́ma méngị yée ona? Nɨ mɨékéne kɨ́dí, ‘ꞌYị mála idí yómo roné kí, zɨ́a nda yómo ngíti géyị ꞌyị e.’ ”
LUK.4.24	Zɨ́a kpá úku ledre zɨ́ye kɨ́dí, “Máúku zɨ́se maꞌdíi, otonɨ́ úndru nébị sɨmɨ káṇgá ené wá. 
LUK.4.25	Ídísé ówo a kɨ́dí tụ́ꞌdụ́ umbu nɨyí kóo bo sɨmɨ káṇgá ꞌbɨ Isɨréle e sɨmɨ sịndị́ kadra ꞌbɨ nébị Ilíya. Iní oro kóo kɨ́ sɨmɨbi kị́éꞌdo kɨ́ éfé ịnyị doa kéṛị́ doné, zɨ́ ꞌbú kóo útúne do ꞌyị e kɨ́ngaya. 
LUK.4.26	Lomo kasa ené kóo Ilíya ndéré sáká kará umbu ga gére née mbá wá, kasa kóo wo ndéré sáká dụụ́ kára umbu máa wo bɨ sɨmɨ gara bɨ Zarefáta sɨmɨ káṇgá bɨ Sidóna ní. 
LUK.4.27	Ngíti géyị Isɨréle e nɨyí kóo bo sɨmɨ sịndị́ kadra ꞌbɨ nébị Ilísa kɨ́ sámá royé, sámá née ụkụ́ kóo gɨ royé wá, odụ ꞌyị bɨ ꞌdiꞌbioyónɨ́ sámá née gɨ roa ní dụụ́ Námana bɨ ꞌyị ꞌbɨ Sụ́rịya ní.”
LUK.4.28	Sɨmɨ bɨ ꞌyị ga bɨ sɨmɨ ꞌDị́cị́ Kótrụro ore uwúnɨ́ ledre bɨ Yésụ uku née kenée ní, zɨ́ye zíngi eyé geré mɨzíngi. 
LUK.4.29	Zɨ́ye ꞌdíꞌbi Yésụ lála wo ólụ́ógụ kɨ́e gɨ sɨmɨ gara sága, ndéré ékị́ kɨ́e do bi ekị́ekị́ ꞌdága née bi ekị́ekị́ bɨ oꞌbónɨ́ gara née doa ní gɨ ro zɨ́ye ị́trị́ wo gɨrí gɨ do bɨ zɨ́a útúónzó roné ꞌdáꞌba. 
LUK.4.30	Zɨ́a ụ́cụ lị́lịné dongará tụ́ꞌdụ́ ꞌyị e do ndéréókpó ené gɨ zɨ́ye.
LUK.4.31	Zɨ́a ị́nyịné ndáꞌbalúgu roné sɨmɨ Kapáranawúma ngíti owụ́ gara sɨmɨ Galiláya, sɨmɨ Sị́lị́ ꞌbɨ ꞌDówụ́ro, zɨ́a ndị́sịné ꞌdódo ledre ꞌbɨ Lomo zɨ́ ꞌyị e. 
LUK.4.32	ꞌYị ga bɨ kóo íri ndịsịnɨ́ úwú ꞌdódo ledre ené ní, zɨ́ tarayé ị́drị́ne mbá mɨị́drị́ gɨ zɨ́a ꞌdódo ledre ené nɨ kɨ́ rokoꞌbụ ꞌbɨ Lomo sɨmɨné.
LUK.4.33	Sɨmɨ sịndị́ kadra bɨ Yésụ nɨ ndị́sị ꞌdódo ledre sɨmɨ ꞌDị́cị́ Kótrụro née, ngíti oꞌdo bɨ kɨ́ bɨcayi lomo sɨmɨné ní nɨ ore, geré zɨ́a tónóne gbúrógbóne do Yésụ kɨ́dí, 
LUK.4.34	“Yị́ị Yésụ, máówo yị́ị bú áyí mbigí Owụ́ ꞌbɨ Lomo gɨ sɨmɨ gara Nazeréta. Ógụ ba go geré gɨ ro úfuónzó zée?”
LUK.4.35	Zɨ́ Yésụ ódroné zɨ́ bɨcayi lomo bɨ sɨmɨ oꞌdo née kɨ́ rokoꞌbụ kɨ́dí, “Ídí ndị́sị tí, ndá líkpí tarayị́ wá. Ólụ́ógụ gɨ sɨmɨ oꞌdo née mu.” Zɨ́ bɨcayi lomo kángba oꞌdo née do ị́drị́ónzó wo gbụ bi do komo ꞌyị ga bɨ ore née mbá, do ólụ́ógụné gɨ sɨmɨ a, oto uṇgú ro oꞌdo née mbá wá.
LUK.4.36	Zɨ́ tara ꞌyị e ị́drị́ne gɨ zɨ́ ledre née mbá mɨị́drị́ zɨ́ye ndị́sịyé úku ledre kɨ́dí, “Bɨ káa lárá ledre bɨ káa be ꞌdi, zɨ́ oꞌdo ba ndị́sị ódroné kɨ́ cóngó ro kpá kɨ́ mongụ́ rokoꞌbụné ní? Uku ledre zɨ́ bɨcayi lomo e, zɨ́ye úwú kúrúa, zɨ́ye ólụ́ógụyé gɨ sɨmɨ oꞌdo ba tɨ́ maꞌdíi.” 
LUK.4.37	Zɨ́ phanda Yésụ áṇgané do bi ga gére née kɨ́rɨ́ née za mbá.
LUK.4.38	Nda go gɨ do kacɨ́ ꞌdódo ledre, zɨ́ Yésụ ólụ́ ógụyé gɨ sɨmɨ ꞌDị́cị́ Kótrụro kɨ́ ꞌyị lódụ́ kacɨ́ne e ndéréye ꞌbe ꞌbɨ Simúna Pétero. Ábuwá towụ́ Simúna maꞌdáa roa emengụ́, nɨ kɨ́ drụ́ roné. Zɨ́ ꞌyị ga bɨ ꞌbe ore ní ndúꞌyú Yésụ, idí yómo wo. 
LUK.4.39	Zɨ́ Yésụ ndéré tóroné cigí a, zɨ́a úku ledre zɨ́ bɨsinyí drụ́ bɨ ro kára née kɨ́dí, “Ólụ́ógụ gɨ sɨmɨ a mu.” Geré zɨ́ ro kára née zázáne, zɨ́a ị́nyịné ndéréne méngị éyị́ mɨánu zɨ́ye.
LUK.4.40	Nda go kɨ́ tagá ndụlụ, zɨ́ ꞌyị e ndị́sị ꞌdíꞌbiógụ ꞌyị eyé ga bɨ kɨ́ ndíyá royé ní ógụ kɨ́ye zɨ́ Yésụ gɨ ro zɨ́a yómo yée. 
LUK.4.41	Ngíti géyị ꞌyị ga gére née nɨyí ꞌbɨ eyé kɨ́ bɨcayi lomo e sɨmɨyé. Gɨ zɨ́ rokoꞌbụ Yésụ, zɨ́ye gbúgbuógụyé gɨ sɨmɨ ꞌyị ga gére ní kɨ́ ndị́sị gbúrógbóye kɨ́dí, “Áyí Owụ́ ꞌbɨ Lomo.” Zɨ́ Yésụ ụ́cụómo yée kɨ́ ódro gɨ zɨ́a owonɨ́ wo bú nɨ Kɨ́résịto wo bɨ Lomo kasaogụ káa do ꞌyị yómo ꞌyị e ní.
LUK.4.42	Nda káa zɨ́ kɨ́lóndó a née kɨ́ phịyị́ zɨ́ Yésụ ị́nyị ndéré ené do bi bɨ ꞌyị e ndanɨ́ doa wá ní. Zɨ́ ꞌyị e ndị́sịyé gámásóꞌdo wo. Sɨmɨ bɨ ndikinɨ́ wo ní, zɨ́ye úku ledre zɨ́a kɨ́dí, “Mongụ́ ꞌyị, ilizé ezé lolụ zɨ́yị ndéréómo zée wá.” 
LUK.4.43	Zɨ́a úkulúgu ledre zɨ́ ꞌyị ga gére née kɨ́dí, “Ndásé lá dụụ́ se ꞌyị ga bɨ Babá kasa máa ꞌdódo ledre ené zɨ́ye ní wá. Máíli kpá ꞌdódo bɨlámá ledre bɨ gɨ ro ꞌbe ꞌbɨ Lomo ní zɨ́ ngíti géyị ꞌyị e. Kasaogụ máa gɨ ro zɨ́ma méngị a kenée.” 
LUK.4.44	Gɨ do kacɨ́ ledre née, zɨ́ Yésụ kpá fú ndị́sị kɨ́ gámáne kɨ́ ꞌdodo ledre ꞌbɨ Lomo zɨ́ ꞌyị e sɨmɨ ꞌDị́cị́ Kótrụro ga bɨ sɨmɨ Yụdáya ore ní za mbá.
LUK.5.1	Kadra kị́éꞌdo zɨ́ Yésụ ndéré tóroné do gbúṛóngó mongụ́ mɨkavu bɨ Galiláya
LUK.5.2	Zɨ́a óyó komoné do lúrúndíki kuṛúngba e gbre mị́ngị́ye odóngeṛịnɨ́ go kóꞌdụ́ gbúṛóngó kenée, nɨyí go ndị́sị lúgu mbírá eyé e. 
LUK.5.3	Zɨ́a ndéré ékị́ne sɨmɨ ngúru kuṛúngba, née wo bɨ ꞌbɨ Simúna ní. Zɨ́a úku ledre kɨ́dí, “Ị́trị́ ꞌdóso aka kuṛúngba maꞌdáa mɨꞌdí sɨmɨ iní íri.” Sɨmɨ bɨ Simúna ịtrị́ ní, zɨ́ Yésụ ndị́sị yéme roné bi ndị́sị ꞌdódo ledre ꞌbɨ Lomo zɨ́ ꞌyị e.
LUK.5.4	Sɨmɨ bɨ ꞌdodo asá ledre ní, zɨ́a úku ledre zɨ́ Simúna kɨ́dí, “Ị́trị́ tátá mu sɨmɨ yana iní gɨ ro zɨ́yị ónzó mbírá.”
LUK.5.5	Simúna ya zɨ́a ní, “Mongụ́ ꞌyị, icizé rozé kɨ́ mbírá go bi ndre ba, kémbị́ éyị́ ndaá. Nda lá kacɨ́ kúrúyị, mááyí ónzó a.”
LUK.5.6	Sɨmɨ bɨ onzónɨ́ mbírá ní, zɨ́ tụ́ꞌdụ́ kénzé e útúye sɨmɨ a. Gɨ zɨ́a bɨ ofụnɨ́ nda go ní, zɨ́ mbírá tónóne lófoné. 
LUK.5.7	Zɨ́ Simúna e tónó kéwu lafúye ga bɨ sɨmɨ ngíti kuṛúngba ní, idínɨ́ ógụ sáká yée. Zɨ́ lafúye ga gére née ógụyé do tónóye lála mbírá kɨ́ kénzé ga gére née sɨmɨ kuṛúngba. Zɨ́ kénzé e ídíye sɨmɨ kuṛúngba ga bɨ gbre née cị́ꞌdị́. Nda gɨ zɨ́ mɨówó ye, kuṛúngba ayí nda go ólụ́ sị́ iní.
LUK.5.8	Sɨmɨ bɨ Simúna Pétero lurú ledre née kenée ní, zɨ́a útúne sị́ sịndị́ Yésụ bi, ṇgúṇgú roné do úku ledre zɨ́ Yésụ kɨ́dí, “Ngére, mááyí ꞌyị lúyú ledre, máútúásá ídí gbóo kɨ́yị wá, ídí ị́nyị gɨ cigíma ꞌdáꞌba.” 
LUK.5.9	Zɨ́ tara Simúna Pétero kɨ́ lafúne ga gére née ị́drị́ne mbá mɨị́drị́ gɨ zɨ́ tụ́ꞌdụ́ kénzé ga bɨ ꞌdiꞌbinɨ́ yée kenée ní. 
LUK.5.10	Ngíti géyị lafú Simúna ga bɨ Yakóbo e kɨ́ Yiwáni wotị́ Zebedị́ya ní, zɨ́ tarayé ị́drị́ne kpá mbá mɨị́drị́ gɨ zɨ́ ledre máa née.
LUK.5.10	Gɨ zɨ́ ledre bɨ gáa Simúna uku ní, zɨ́ Yésụ úkulúgu ledre zɨ́a kɨ́dí, “Simúna ndá éré ngịrị wá. Tónóne cakaba ndéréne ꞌdáꞌdá, áyí ídí go ꞌyị ꞌdíꞌbiógụ ꞌyị e zɨ́ Lomo.” 
LUK.5.11	Geré née ní, zɨ́ Simúna ị́nyịyé kɨ́ lafúne ga gére née ódóóto kuṛúngba eyé e kóꞌdụ́ gbúṛóngó ore, yóó, do útúye do kacɨ́ Yésụ.
LUK.5.12	Sɨmɨ ngíti sịndị́ kadra sɨmɨ ngíti owụ́ gara, zɨ́ ngíti oꞌdo kɨ́ sámá roné ógụné zɨ́ Yésụ. Zɨ́a útúne kóꞌdụ́ Yésụ bi ṇgúṇgú roné zɨ́a kɨ́dí, “Ngére, togụ́ utúasá kacɨ́ komoyị́ mɨútúásá, ídí ꞌdíꞌbióyó sámá ba gɨ romá gɨ ro zɨ́ romá ídíne drá.”
LUK.5.13	Zɨ́ Yésụ óto sị́lị́ne ro oꞌdo née do úku ledre zɨ́ oꞌdo née kɨ́dí, “Máṇgúṇgu go, royị́ idí mu ídí drá.” Tɨ́ maꞌdíi, geré zɨ́ sámá ụ́kụ́ne gɨ ro oꞌdo née.
LUK.5.14	Zɨ́ Yésụ úku ledre zɨ́a kɨ́dí, “Ndá aka ꞌdíꞌbi ledre née tarayị́ wá. Ídí aka ndéré zɨ́ ꞌyị ꞌdáná éyị́ kí. Zɨ́yị íꞌbí tákpásị́lị́ zɨ́ Lomo káa zɨ́ bɨ Mụ́sa eké ledre a ꞌyị e idínɨ́ ndị́sị méngị a kenée sɨmɨ bɨ togụ́ bɨlámá ledre mengị roné go zɨ́ye ní. Gɨ ro do ówo a mbá kɨ́dí éyị́ mengị roné go.”
LUK.5.15	Abú kenée ndotó, ꞌdesị́ phanda ledre bɨ Yésụ mengị née, aṇga go do bi ga bɨ kɨ́rɨ́ née née za mbá. Zɨ́ tụ́ꞌdụ́ ꞌyị e nda ndị́sị ógụyé úwú ledre ga bɨ nɨ ndị́sị ꞌdódo yée ní. Zɨ́a kpá ndị́sịné kɨ́ yómo ngíti géyị gɨ do ndíyá eyé e. 
LUK.5.16	Sɨmɨ ledre ga gére née mbá, kɨ́ꞌdí bɨ Yésụ ili go íni ini zɨ́ Lomo ní, zɨ́a ndéréne do bi bɨ ꞌyị e ndanɨ́ doa wá ní, zɨ́a íni ini zɨ́ Lomo íri.
LUK.5.17	Sɨmɨ ngíti sị́lị́ kpị́, Yésụ nɨ go ndị́sị ꞌdódo ledre ꞌbɨ Lomo zɨ́ ꞌyị e. Farụsáyo e
LUK.5.18	ꞌYị e nɨyí lúrú bi ní, ịmbị́ogụnɨ́ ngíti oꞌdo go do gbagbara nɨ kɨ́ umbu sịndị́ gamá gɨ zɨ́a wá. Ilinɨ́ kóo ólụ́ kɨ́e ndéré óto wo kóꞌdụ́ Yésụ ꞌdị́cị́ íri.
LUK.5.19	Sɨmɨ bɨ bi ólụ́ kɨ́ oꞌdo née zɨ́ Yésụ gɨ ꞌdí tara mbotụ ndaá gɨ zɨ́ tụ́ꞌdụ́ ꞌyị e ní, zɨ́ye ékị́ye kɨ́e do ꞌdị́cị́ ꞌdága. Zɨ́ye líkpí phụ́trụ bi mbị́ kɨ́ꞌdí bɨ Yésụ nɨ ore ní, zɨ́ye ị́mbị́ ésị oꞌdo née nyé kɨ́ gbagbara née gɨ doa zɨ́a íri.
LUK.5.20	Sɨmɨ bɨ Yésụ owo kɨ́dí yaꞌdá ga gére née ṇguṇgunɨ́ ledrené go ní, zɨ́a úku ledre zɨ́ oꞌdo bɨ ịmbị́ogụnɨ́ wo née kɨ́dí, “Lúndu ꞌbɨ ené e, máótoómo lúyú ledre eyị́ go.”
LUK.5.21	Gɨ zɨ́ ledre bɨ Yésụ uku née ní, geré zɨ́ Farụsáyo e kɨ́ ꞌyị ꞌdódo lorụ ga gére née tónóye ódroyé dengbị́ye kɨ́dí, “Oꞌdo máa née ꞌbe ené náambi bɨ nɨ ndị́sị úku bɨsinyí ledre kenée née? Lomo nɨ dụụ́ ne ꞌyị ótoómo lúyú ledre zɨ́ ꞌyị e.”
LUK.5.22	Yésụ owo sómụ́ ledre eyé née go zɨ́a ndúꞌyú yée kɨ́dí, “Éyị́ bɨ ndị́sịsé sómụ́ ledre do mɨmbéꞌdesé gɨ zɨ́a kenée ní ꞌdi? 
LUK.5.23	Ledre máa wo be ꞌdi nɨ gáa née gbóo zɨ́ma úku a, máótoómo lúyú ledre eyị́ go, togụ́ kenée wá, máídí úku a máyá ị́nyịógụ mu ꞌdíꞌbi sáka eyị́ zɨ́yị ndáꞌbayị́ ꞌbe? 
LUK.5.24	Máíli úku a zɨ́se, máa bɨ Lomo kasaogụ máa káa do ꞌyịmaꞌdí ní, mááyí kɨ́ rokoꞌbụ zɨ́ma do sogo káṇgá ona gɨ ro ótoómo lúyú ledre ꞌbɨ ꞌyị e kɨ́e.” Zɨ́a ị́nyịné úku ledre zɨ́ oꞌdo bɨ kɨ́ umbu sịndị́ne née kɨ́dí, “ị́nyịógụ mu, ꞌdíꞌbi sáká eyị́ mu zɨ́yị ndáꞌbayị́ ꞌbe.” 
LUK.5.25	Geré née ní, kɨ́ráwu zɨ́a ị́nyịógụné ꞌdága tɨ́ do komo ꞌyị ga gére née mbá ꞌdíꞌbi sáka ené do ndáꞌbané ꞌbe kɨ́ mongụ́ rokinyi kɨ́ ndị́sị íꞌbílúgu mbófo éyị́ zɨ́ Lomo. 
LUK.5.26	Zɨ́ ledre née ówóne komo tụ́ꞌdụ́ ꞌyị ga bɨ ore née mbá zɨ́ye ídíye kɨ́ mongụ́ ngịrị royé do ndị́sịyé íꞌbílúgu mbófo éyị́ zɨ́ Lomo kɨ́dí, “Éyị́ bɨ mengị roné karaba ba, ꞌyịmaꞌdí utúasá méngị a wá.”
LUK.5.27	Zɨ́ Yésụ ólụ́ógụné gɨ ore ndéré ndíki Lévị kɨ́ ndị́sị tara mákɨtabu ené ꞌbɨ ꞌdóꞌdụ́ ụsórụ gɨ zɨ́ ꞌyị e. Zɨ́ Yésụ ndólo wo kɨ́dí, “Lévị, áyí go ꞌyị ꞌbɨ moko amá, ógụ mu zɨ́ze ndéréze kéyị.” 
LUK.5.28	Lévị kala wá, zɨ́a ótoómo éyị́ ga bɨ ꞌbɨ moko née yóó do útúne lódụ́ kacɨ́ Yésụ.
LUK.5.29	Nda sɨmɨ ngíti sị́lị́, zɨ́ Lévị yéme mongụ́ éyị́ mɨánu kɨ́ ịrị Yésụ. Zɨ́ Lévị maꞌdáa ndólo tụ́ꞌdụ́ lafúne ga bɨ ndịsịnɨ́ ꞌdóꞌdụ́ ụsórụ kéye íꞌbí a zɨ́ akúma ní, nda kpá kɨ́ ngíti géyị ꞌyị e gɨ ro zɨ́ye ánu éyị́ mɨánu máa née kɨ́ Yésụ e. 
LUK.5.30	Sɨmɨ bɨ Farụsáyo e kɨ́ ꞌyị ꞌdódo lorụ e lurúnɨ́ Yésụ kɨ́ ánu éyị́ kɨ́ ꞌyị ga gére née kenée ní, zɨ́a sínyí ené royé mɨsínyí. Zɨ́ye ndị́sịyé úku mɨngụ́ngụ́rụ́ ledre ro Yésụ. Zɨ́ye úku ledre zɨ́ ꞌyị lódụ́ kacɨ́ga kɨ́dí, “Éyị́ bɨ mongụ́ ꞌyị esé née ndịsị ánu éyị́ gɨ roa kɨ́ ꞌyị lúyú ledre e kpá kɨ́ ꞌyị ꞌdóꞌdụ́ ụsórụ e káa zɨ́ née ní ní ꞌdi?”
LUK.5.31	Zɨ́ Yésụ úkulúgu ledre zɨ́ye kɨ́dí, “Máúku zɨ́se, ꞌyị bɨ ndíyá ndaá roa wá ní, nderé ené zɨ́ dokotóro wá, ꞌyị ndíyá ndịsị ndéréne gɨ ro do yómo née. 
LUK.5.32	Máógụ amá gɨ ro ꞌyị ga bɨ ya yée nɨyí eyé bɨlámáye ní wá. Máógụ gɨ ro ꞌyị lúyú ledre e zɨ́ye óyólóꞌbó mɨmbéꞌdeyé gɨ ro zɨ́ye ómoyé.”
LUK.5.33	Nda gɨ ore, zɨ́ ngíti géyị ꞌyị e gɨ dongará ꞌyị ga gére née ndúꞌyú Yésụ kɨ́dí, “ꞌYị lódụ́ kacɨ́ Yiwáni ꞌyị íꞌbí babatị́za ndịsịnɨ́ órụ́ tarayé zɨ́ye kpá ndị́sị íni ini zɨ́ Lomo, ꞌyị ꞌbɨ Farụsáyo e ndịsịnɨ́ méngị a kpá kenée. Sara ꞌyị eyị́ e orụ́nɨ́ ꞌbɨ eyé tarayé wá gɨ zɨ́ ꞌdi?”
LUK.5.34	Zɨ́ Yésụ úkulúgu ledre kɨ́dí, “Sɨmɨ sómụ́ ledre esé ní, ꞌyị ga bɨ ndoloogụnɨ́ yée sɨmɨ ayímbi ꞌbɨ ófụ́ roꞌyị ní ndanɨ́ ánu éyị́ wá tɨ́ bɨ mɨkánda adrúgu nɨ bo kɨ́ye ore ní? 
LUK.5.35	Sịndị́ kadra nɨ ógụ wo bɨ nɨyí ꞌdíꞌbióyó wo gɨ dongará ꞌyị ené ga gére ní, zɨ́ye nda ndị́sịyé kɨ́ ꞌbú.”
LUK.5.36	Zɨ́a kpá úku ngíti muruwayi kɨ́dí, “ꞌYị nda ị́cị́ tóko tara mɨkánda bongó ro kuṛú a wá. Togụ́ mengị kenée yá, mɨkánda bongó née nɨ lála lófo kuṛú a née zɨ́ uṇgú a nda ídíne mongụ́ne, bi ị́cị́ a ndaá lolụ wá. 
LUK.5.37	Kpá kenée, togụ́ kára ili lótó leꞌyị́ ené yá, nda lótó a sɨmɨ sorụ́ ndoko wá. Gɨ zɨ́a sɨmɨ bɨ leꞌyị́ née nɨ ụ́ꞌbụ ní, zɨ́ sorụ́ ndoko née ndóko ené, zɨ́ leꞌyị́ sínyíne mbá bi. 
LUK.5.38	Bɨlámá a, idínɨ́ lótó leꞌyị́ tɨ́ sɨmɨ mɨkánda ndoko. 
